http://movie.douban.com/subject/4917905/	宫
(3星)	 看到一半，我都吐血了，基于好奇，我看了大结局。哦NO，很平淡嘛。。            
(3星)	 真不喜欢杨幂            
(3星)	 看了几集，还凑合吧，如豆友所说如果当作古装版的《流星花园》就相当好看了。于正的确抄袭了很多网络小说的桥段，例如八阿哥的额娘良妃就是匪我思存《寂寞空庭春欲晚》里的状态，这部片子不光时空穿越，连剧本也穿越。但是实在无法看完，剧情太狗血。            
(1星)	 烂！就是小品！乐抽了我了！湖南台就是烂剧台！            
(2星)	 古装版。。流星花园。。芒果台，你太给了了。你能不翻拍么。。。            
(2星)	 雷的我没勇气看下去。。结局是鸟我也不知道。。。            
(4星)	 小冯长的好像霄云，云团飘过，支持一下~            
(5星)	 大爱男主角！！！            
(NA)	 简介和事实不附呀...我对清穿疲倦了...            
(3星)	 我只能说，看完这个，我喜欢上了何晟铭，并且很看好他，再有，这戏再精雕细琢一下其实挺不错的，其实每个角色都只是点到为止了，没有轻重，所以有点失败，再好好弄弄就更好了，总体来说，演员演的还是不错的，再有，四爷的歌唱得很动情，能听出来是用心唱得！！！            
(3星)	 抄袭流星花园，还抄袭得很生硬。怎么说呢，哭笑不得。晴川一伤心就“蹦出”个四阿哥安慰她，用花泽类的方法安慰晴川；晴川被非礼，四阿哥又突然“蹦出来”，英雄救美；还学花泽类玩乐器，因为是古代，把小提琴改成了古筝。            
(NA)	 欢乐多多啊。。。            
(3星)	 怎么说呢……首先让服装师去shi一shi，那种配色亏他好意思拿出来做衣服……然后剧情有点俗=、= 芒果台不俗不正常……但是杨幂足以支撑你看下去！嗯！刚看完《美人心计》，趁着这股热乎劲儿，再看同班人马还不错……但是剧情真的太……好吧我不保证我能坚持看完……            
(1星)	 同样，一星给的是演员。剧情太白，人物性格错位！本来想冲着演员我就抛开历史就当一肥皂剧看了，可是，用句经典的话，人可以没有知识，但不可以没有常识！洒泪关电视！P.S剧里的配乐还蛮好听的。但请问我怎么听到了轩辕剑的音乐？这个版权费不用给的？            
(2星)	 话说这种剧我基本不看的            
(1星)	 跳着勉强看了半集，被穿越那段雷个半死~            
(3星)	 就是穿越版的流星花园~艹！雷死爹了！！！！！！！            
(2星)	 看热闹...            
(3星)	 一起来看憨阿哥~！看完了。。。练吐槽一定要看这部憨阿哥历险记，看完必须立马佛级吐槽水平有木有！看完必须笑点直线下降有木有！            
(5星)	 我准备给零星，可惜豆瓣木有这个等级。瞅到冯绍峰的颜，兴趣了，一星。神马，居然有佟丽娅，一星。咦！八爷配音是姜广涛！一星。结尾出现了个憨厚到脑残但讨喜的十四阿哥，一星。因为这部雷剧四处搜索资料好对我妈吐槽，导致我对清朝历史的认识水准提高了N个百分点，再一星。凑成了五星！            
(2星)	 本片，集个大偶像剧经典桥段于一部，不是因为冯绍峰我也不看，最终原因还是因为颠覆了我心目中的八阿哥，我的老八被编剧毁了，大结局也有点雷雷的            
(NA)	 清理在看。。。            
(2星)	 看了一集，实在是提不起兴趣            
(4星)	 其他都行，就是演老四的太丑了~            
(2星)	 我是不小心看到的这个= =            
(NA)	 尽管它真的剧情很雷人台词很白痴内容没营养，我还是把它看完了，到底该佩服下自己有毅力，还是痛恨下自己浪费时间呢？            
(1星)	 狗血~梦回大清+步步惊心+流星花园，就一大杂烩。湖南卫视你没前途了            
(2星)	 = =~~我只能说我妈看的很开心，我在混乱的台词和故事逻辑里找笑点~~            
(3星)	 充满各种hhp和槽点的剧            
(3星)	 待见佟l丽娅。杨幂就算了吧。            
(4星)	 为了帅萌的八阿哥            
(3星)	 我其实蛮喜欢冯绍峰的~            
(3星)	 不喜欢杨幂也不喜欢冯绍峰，冲着女二看的……            
(NA)	 吐槽专用 ╮(￣▽￣)╭　            
(2星)	 穿越版的流星花园，一星给刘雪华，一星给郭羡妮。            
(NA)	 还可以 有些有点假            
(2星)	 古装版本的流星花园？            
(2星)	 我实在是没有勇气把它看望            
(5星)	 给点力            
(1星)	 穿越之耻~！            
(3星)	 看在它在假期陪了我一段时间的份上，就多给了颗星星。当是回味一下流星花园也好。= =            
(NA)	 妖怪……我竟然也喜欢芒果穿越了……            
(1星)	 神马跟神马？？？？？            
(3星)	 不至于5。6那么差吧            
(2星)	 一集。弃。对剧情无感。= =            
(1星)	None
(5星)	 我是脑残，哈哈            
(2星)	 雷死人不偿命的有么有！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 天雷滚滚。。但是很快乐。。。            
(3星)	 这不在家没电视看么= =            
(4星)	 八阿哥不要太帅太好男人哦~~            
(4星)	 HE抄袭惊悚狗血+无处不在的九星连珠，可于妈的成功始终在于深谙受众需要，姐就喜欢俗的，曾经沧海难为水那种悲剧太揪心，《穿越时空的爱恋》那种开放式结局又太堵。写短评酸词儿挺容易，如何让你遇见我，在我最美丽的时刻。愿得一人心，白首不相离。冯绍峰演技不错~作为八爷党表示只鄙视于妈~            
(2星)	 山寨古代版雷人雨。            
(2星)	 。。。。敢再不忠于历史点不            
(1星)	 这是华丽丽的《流星御花园》啊            
(NA)	 一句话。四阿哥和年妃。            
(4星)	 看在冯绍峰的份儿上            
(3星)	 后面那两场内心戏演得蛮好~又被感动了~不是因为人，是因为爱~            
(4星)	 最近很火嘛。。            
(1星)	 我还能说什么呢……一星奖励你抄的那么辛苦还不伦不类            
(3星)	 为的就是曾经的穿越幻想            
(5星)	 好喜欢八阿哥 ~!!!!            
(4星)	 馮紹峰是終於靠著它紅起來了            
(3星)	 白白浪费了穿越的这条线，远不及《寻秦记》，还不如直接说清朝的事，硬要扯穿越，扯得那么不疼不痒~~~            
(2星)	 - -傻逼片子            
(3星)	 好吧 我其实是被我妹带的····            
(3星)	 属于边看可以边干其他事情的剧集，但是伟大的是，我基本看完了电台所放的那几集。            
(3星)	 天啊，怎么和流星花园一个套路啊，难道不算侵权吗。冲着可爱的杨幂给个3星吧，受不了内地的电视剧。。。。。。。。。。。还有那个演雍正的，真是丑的没话说了，他是不是光点总局的亲戚啊。。。。。。。。这个电视剧是不是把观众当傻子啊！            
(3星)	 其他男主都比四爷帅T T            
(3星)	 偶喜欢冯。。。            
(2星)	 硬伤太多。一星给四阿哥/何晟铭。一星给前所未有的疼。            
(1星)	 忍无可忍，不得不弃！            
(3星)	 穿越，不知道是不是很纠结            
(3星)	 看雷剧不累            
(3星)	 一起来逛御花园            
(1星)	 感觉很雷。。。            
(5星)	 不觉得穿越到清朝是一件很奇妙的事情吗？            
(2星)	 无论多山寨，我看完了。还沉迷得不轻。            
(1星)	 哎哟我滴个于妈欸~！用它第一集自个儿的话：“破电视剧！拍出来也没有人看！破电视剧！”            
(2星)	 要不是杨幂的眼睛⋯⋯            
(3星)	 就算换了时空 你变了容颜 我依然记得你眼里的依恋            
(1星)	 第一次第一集十分钟弃之 第二次第一集前半部分跳过 终于大约跳着看到了第八级 又弃。。诚如某位童鞋所说 处处透着一股小家子气 与其说皇家 不如说是地主家。。而且女主那性格。。。在现代那么嚣张地大摇大摆指人鼻子就很不懂礼貌好吧 真不晓得要是真在古代她这颗头是怎么保存下来的             
(3星)	 当时看完觉得没大家说得那么烂，看完步步惊心后觉得步步好看多了！！！            
(3星)	 总算大结局了，这个结束也意味着我的寒假也结束了。            
(4星)	 虽然编得有点扯            
(3星)	 我决定改个评价。。。这部剧的确给无聊的生活添了一丝乐趣。            
(3星)	 就當流星花園看咯。結束的也太倉促了吧            
(2星)	 有些地方挺带喜的，不过片子实在太无智商了。。。把观众都当低能吗？还有那动不动就爱治罪的皇帝。。。实在受不了了。。。            
(4星)	 为八爷多给几颗！！！            
(NA)	 流星紫禁城            
(2星)	 其实如果没有穿越，这部剧也还行，但偏偏它就生硬的穿越了，很是觉得二，最后几乎是不断快进看完的，没什么意思的说。没看过的童鞋看看片花就够了。P.S. 见或不见神马的诗又出现了，不过作者成了八阿哥，于是又在感人的地方很不厚道的笑了……            
(2星)	 从一开始就是为了八爷坚持看下去的，但是越看到后面越坚持不下去啊，那演得都是些什么啊················            
(3星)	 片尾曲有点2.。。。|给没看过流星花园的人的一点补偿            
(4星)	 总觉得编剧是老八和晴川的后娘，我们要番外番外番外~            
(4星)	 还好的吧            
(1星)	 老八要是这样我死去！！！             
(1星)	 唉            
(2星)	 不雷得外焦里嫩不罢休，终于被劈死了            
(1星)	 就这剧本简直侮辱了“清穿”二字~            
(4星)	 我不得不说杨幂太难看了，糟蹋了我的仙剑三后又再次污染我的视线，算了，为了看帅锅，我忍            
(NA)	 不知道用什么词来形容这么没水准的电视剧。可是我就是想看下去。            
(5星)	 喜欢八阿哥～～～            
(3星)	 这剧好狗血！历史被改得乱七八糟不说，别以为穿了清装，就看不出来是抄袭流星花园。导演同志你得对得起历史啊！僖嫔在康熙四十一年(1702年)九月十一日薨。您却让她在康熙四十七年还活蹦乱跳的，最惨的就是就十八阿哥被那样死了…康熙被昏君了…还有好多时间人物对不上的地方…就算是拍戏也请认真            
(1星)	 索然无味。。反穿越，亏你想得出来！            
(4星)	 蛮好看地！！！眼羡两人有爱的互相扶持            
(1星)	 真搞不懂中国的电视剧怎么都介样子~            
(3星)	 我一开始真的很期待....一开始...........            
(5星)	 不管别人怎么说，反正我很喜欢~~~我爱穿越剧~喜欢晴川和八阿哥~呵呵            
(3星)	 看了一点点，不来电。            
(2星)	 越看越难看了。。。            
(4星)	 佟丽娅漂漂~~            
(1星)	 杨幂你好杨幂再贱            
(3星)	 娱乐吧            
(3星)	 消磨时间..            
(3星)	 古版流星花园……            
(3星)	 我真是无语。早该知道于大妈拍穿越剧一定雷死人！！第一集开头猪脚还念念有词”你们这样篡改历史性拍出来一定没人看！”没人看！！！一星是给小狐狸。为嘛看完了只有俺喜欢四爷呢？难道我是腹黑控？加2星哈            
(5星)	 前几集有点雷 但是后来越来越好 支持 那些挑的有能耐你们不看么            
(1星)	 脑残狗血小白。天雷滚滚，别再来毒害人民群众了。            
(3星)	 妈的到后面狗血的可以。。。            
(4星)	 就是翻版道明寺 但是到最后还是被他们感动了！尤其是晴川求四阿哥放了老八和老八在宗人府分别那一段…还有杨幂真的很漂亮！            
(4星)	 主要是俺也中意雍正。            
(2星)	 的确狗血。阿哥原来可以随便打的。下人原来可以正当光明的翻主子白眼的。。。等等等等，各种雷到。            
(1星)	 要不是为了佟丽娅我死都不会看一眼。。。            
(2星)	 我堕落了。。            
(4星)	 冯绍峰。。。帅！            
(3星)	 古装版流星花园            
(3星)	 我觉得...还没那么糟糕...那四阿哥的扮演者虽然不帅，但也不是太过猥琐吧？本就一娱乐片，干嘛那么严肃？你以为在看《黑暗骑士》啊？            
(2星)	 就是一披着清穿外套的狗血偶像剧啊！全剧错漏百出不知所谓，细节都经不起推敲。看完全剧，感想莫过于《爱情公寓》的一句经典台词：这TM也可以啊！            
(3星)	 古代穿越版  流星花园            
(3星)	 果然是融合了各种电视剧，小说的情节啊。最后那“你在或不在”彻底将我雷倒。。。后面的部分我一直在最小化。。。最烦的就是它更新的太揪人了。。            
(2星)	 那个雷人的结局哦            
(1星)	 雷不住了。简直是一起来逛御花园。            
(3星)	 打发时间不错...            
(3星)	 反正闲着也是闲着嘛            
(3星)	 穿越到10年前的流星花园            
(1星)	 完全抄袭流星花园啊。。。看了四集，不会再看下去的。            
(4星)	 一边看一边天雷滚滚 虽然雷了点 喜欢演员多过剧情            
(2星)	 伪啊，尤其是最后            
(3星)	 我都不太敢给4星了 哈哈 豆瓣上的愤青太多了 电视剧而已 何必激动呢 杨幂和冯绍峰的组合还是不错的 我就把他们当古代的道明寺和杉菜了 不是也不错嘛？哎 做人要宽容啊 尤其是对湖南台            
(3星)	 剧情挺扯 介于演员普遍不错 看完了 看着看着这部电视剧火了            
(3星)	 星星给某几集            
(4星)	 不雷人不偿命            
(NA)	 为了八阿哥看的清代流星花园。。            
(2星)	 砍了。实在看不下去了，乱七八糟神神经经。八阿哥要真是脑残如此怎么跟雍正斗这么久，才见过几面就爱的要死要活的。真不知道30来集都讲了些什么东西。里面的男主角一个个不是傻帽就是心里有缺陷，佟丽娅和杨幂是很可爱了，不过最后那句“你去帮我看看我妈”轰掉了我最后一丝血阵亡了。我是来看色爷的            
(2星)	 我是脑子烧了            
(NA)	 惊艳于佟丽娅的美。            
(1星)	 有看完吗？反正觉得很差劲            
(NA)	 杨幂～杨幂～            
(1星)	 最近雷剧实在太多！于正大妈又凌乱了。。。看书之余休闲不费脑子还是可以接受的~            
(2星)	 流星花园来了，杨幂的演技确实不怎么样            
(1星)	 看了十五分钟。            
(4星)	 陪我消磨了一点时间~            
(5星)	 热追狗血剧~            
(3星)	 八阿哥还是乖！            
(3星)	 我喜欢！            
(1星)	 真的是没话说了…            
(1星)	 这特么也可以啊 古装版流星花园啊= =            
(3星)	 《流星御花园》激发我对清史的各种考据癖 姐现在对雍正这个男人很感兴趣!!  P.s    sign... 赐我一个8阿哥吧~            
(4星)	 意外的可以看            
(4星)	 光凭老八这个角色就可以秒杀我了!!别的……别的什么啊都是!!我不在意啊!我只爱冯!绍!峰!啊!!!            
(4星)	 虽然前几集就是个古装版的流星花园，虽然总觉得杨幂整得怪怪的，但我还是觉得挺好看的！            
(4星)	 言情小说的经典情节 现实中不存在的爱情 挺好看的泡沫剧            
(2星)	 真不待见 芒果台的电视剧 完全是因为杨幂  还有觉得那个叫素言的宫女好美啊  长得太标准了吧            
(4星)	 不咋地杨幂~~性格还行~~冯少太囧了~~你就是个被忽悠~~素言飘浪啊~~俺喜欢            
(2星)	 冲着头部清穿看的 好吧 不说那众多桥段是移花接木 不说阿哥们性格严重失真 哎╮(╯_╰)╭             
(3星)	 又是如此之多以前喜欢过的专门演男一的男人们打酱油啊，于正哎...  其实没啥好看的，但是因为是穿越题材...所以看了，这部剧非常不适合强调逻辑的人看，非常适合不想动脑子的时候看            
(2星)	 ⊙﹏⊙b汗我一定是太无聊了。不过杨幂真的有点假了，我挺喜欢那个素言的            
(5星)	 八阿哥晴川！！！！            
(2星)	 我是真的讨厌杨幂这张脸。。。            
(NA)	 光看片花就知道整部的剧情了。可怜八爷成这样了            
(1星)	 这是流星花园+金枝欲孽吗？            
(3星)	 肥皂剧看看还行儿~            
(5星)	 额,现代版流行花园已经被拍烂了,于是就出现了古代版的...虽然没啥内涵,不过俺也不是啥有涵养的人,看看开心开心倒不过            
(2星)	 虽然是部烂片。。。可是我是追完了。。我挺佩服我自己的。。            
(3星)	 看完了，一个字：骚            
(1星)	 真的有些难以忍受。。  一根正苗红的阿哥被人连扇两巴掌除了用幼稚的手法作弄别人，别的就什么都做不了？？？？？            
(3星)	 穿越时空的电视剧还是比较吸引人的,剧中爱的死去活来的也是看点之一,终于看完了.            
(1星)	 = =真是太毁灭我们心中美好的清穿了！！！！！雍正长得一点也不雍正！！！！！老八一点都不温润老九一点都不阴狠老十一点都不单纯！！！！！毁灭啊！！！！！            
(4星)	 介个···无聊时习惯追剧的类型 小八八真8丑那 加星 PS:等更真真是一件无奈的事啊啊啊            
(3星)	 我的啊八八            
(3星)	 寒假在家无聊还是可以看看的嘛，大家不要那么较真……            
(1星)	 为什么雷宫有5.8分这么多啊。3分都看得起了。马蜂果然强大。            
(3星)	 寒假闲得慌，没事找部NC剧看看还是不错的，消遣嘛。只是电视直播不行，必须电脑看，因为一集基本上10分钟内就可以快进完。HC下，个人觉得佟丽娅和冯绍峰比较配嘛~            
(3星)	 经不得推敲的剧情。因为喜欢八爷，就给四个星吧。但是剧情，真的与其他的穿越剧差太多。            
(3星)	 于正抄袭的。。。但是追了一半不看还是难受啊- -真贱。。。            
(4星)	 我怎么觉得挺好看的            
(1星)	 看了第一集就吐了，饿，即使有美女我也看不去。话说，可以打零分么？            
(4星)	 不赖，挺好看的！            
(3星)	 为老八加一星（¯﹃¯）            
(4星)	 一颗星给杨幂 一颗星给冯绍峰 一颗星给不是很好听但是- -我会莫名被感染的主题曲 一颗星给- -这部戏  陪伴了我好几个晚上- -            
(2星)	 真是……各种雷            
(3星)	 - -分数好低。。。其实还可以            
(2星)	 好吧，一般清穿女主都被所有阿哥爱着~然后自己只喜欢一个或者两个，可她怎么能喜欢三个呢？！！！            
(5星)	 不论怎样，它都是第一部清穿，圆了我一个梦吧。            
(4星)	 为了八爷我加颗星             
(1星)	 穿越版流星花园            
(3星)	 有种看古装版流星花园的感觉……            
(1星)	 看个清穿何必噶认真……就是一直说八哥，我总觉得在叫一只鸟……            
(1星)	 雷死我了，这尼玛完全就是小白穿越啊！！我擦！！笑死我了好么最后一集！！我深深的觉得编剧同志除了八阿哥和四阿哥的名字剩下谁的名字都不知道。那里有妈妈叫孩子按在家里排行叫的！！            
(1星)	 多看一分钟都是浪费生命            
(1星)	 流星御花园，雷雷更健康。            
(1星)	 四阿哥你那张沧桑的脸还假扮花泽类~这活生生的流星花园啊!佩服于妈！            
(3星)	 刻画的人物形象很不真实，特别是八阿哥。。仅供娱乐呢，那些权利斗争，后宫争斗的戏份又太多。。。气氛有点压抑。。。看点也就是男女主角斗法很轻松搞笑            
(NA)	 看这种剧 没有点娱乐精神是不行滴            
(1星)	 无聊！！瞎的要死！            
(3星)	 兜兜轉轉那麼大一圈，何苦呢？（PS：片子里的BUG實在太多，邏輯也有很大的問題啊..）            
(2星)	 让我去屎！！！！！！！！！！！！！！！！！！！！！！！！！这一个个都演得太恶心了吧。。。。。。。。。我都无力吐槽了            
(NA)	 前几集真的是古装版流星花园！！！太弱智了。。。。！！！            
(3星)	 过年图个欢乐嘛，古装流星花园，想想还真是——————————————————————————————看完了，一部雷剧只要有萌点还是可以看下去的。            
(NA)	 就算我看完了好么???            
(4星)	 雷归雷，还是犯了几天花痴…            
(4星)	 八阿哥～            
(4星)	 我闹挺。            
(1星)	 天雷大戏。。。说我看过我都觉得丢人。。。            
(NA)	 居然看完了我居然看完了！            
(3星)	 还凑合吧～打发时间的时候可以看，他其实没有那么伟大            
(2星)	 OMG我为啥会看这种片。。。            
(3星)	 哎呀剧情烂的一逼逼，就是喜欢看八阿哥和杨幂～～～            
(1星)	 让我死了把%            
(3星)	 古代版流星花园            
(3星)	 不能算完全的看过。。。但是实在是看不下去- -            
(3星)	 咳咳我决定拍下三座大山纪念我逝去的青春年华！祝于大妈和他的后宫永远幸福的生活在一起！            
(1星)	 我承认这部片子我的的确确追完了，剧编的超级没逻辑，从开机到杀青35集的剧竟然只用了2个月就拍完。一星冯绍峰。            
(3星)	 最后两集感觉跳的太厉害了，匆匆结尾啊？！            
(1星)	 16倍快进架空穿。。表示当闹剧看还可以接受= =。。。宽容点。么办法。豆瓣不给负星的。。            
(2星)	 雷的轰轰烈烈啊~~佩服            
(3星)	 于大妈又在反人类了            
(3星)	 片头曲真好听 于大妈太不靠谱了 冲着八阿哥还是看下去了 结尾哭得稀里哗啦 结局是不错 就是台词太笑场了 于大妈。。。赛思黑！！！可笑死我了！            
(2星)	 ......无语。八阿哥还蛮帅            
(5星)	 我准备专八的时间啊，全拿来看八爷了。            
(1星)	 后面什么乱七八糟的= =            
(3星)	 看看，乐呵乐呵，没有什么价值的古装版偶像剧。            
(4星)	 剧情很狗血！！很雷！！！但是我就是喜欢老八！！！！！            
(3星)	 绝！对！狗！血！不过我喜欢...            
(4星)	 我觉得比安以轩什么的好看多了，然后我对那个佟丽娅无感啊。。。。            
(5星)	 太喜欢了，超喜欢的，我内心无比澎湃            
(3星)	 本来看着男女主角还挺顺眼的，剧情也还可以，打算给四星，可是后面越拍越烂，看着揪心，还是三星吧~            
(NA)	 3D的晋江文学我要向你致敬啊于妈！            
(3星)	 终为梦。            
(4星)	 宗人府那段泪点啊，虽然剧情很狗血，但是晴川和老八支撑我看下去了。            
(3星)	 即使有冯绍峰也坚持不下去了……心累，于妈这剧给你毁了，绝不贡献收视率！编剧你个脑残，赶剧情就雷死人。最后几集好多了。稍被晴川和八阿哥感动到。            
(2星)	 首先。。。我感脚这个男主的相貌就过不关。。。            
(3星)	 佟丽娅好看，别的没啥了。。白痴剧情            
(4星)	 反正我也只是个20岁的大学女生而已，我就是喜欢这样狗血的剧情也没办法，这个年纪的荷尔蒙就是这样。            
(5星)	 虽然有些地方比较雷人，但还是比较搞笑的~            
(2星)	 于抄抄大编剧求您放过小的吧            
(3星)	 无聊的消遣...            
(4星)	 翻版流星花园，我晕，还以为是《瑶华》呢~小失望            
(2星)	 农夫山泉有点雷            
(1星)	 以为芒果终于不播山寨了，结果还是！流星花园的剧情在古代，拜托点好不好，不想看了            
(3星)	 爱情无关穿越，不管乃们说神马，八阿哥都是我的菜！！！！！！！！！！            
(3星)	 到后面给我感觉不是很好，觉得怪怪的，好像没有编好，不过还是骗走我那么多些日子的熬夜时间和眼泪水还有心思o(￣ヘ￣o＃)             
(3星)	 很喜欢女主角，感觉扮相很有灵性。但是看她穿现代衣服的时候，又感觉很普通了            
(3星)	 为四爷和十三爷加的星            
(3星)	 看到EP4，我靠，是向流星花园致敬之作嘛？八阿哥活脱脱就是古代道明寺嘛。于大妈，你这样编剧可真省力啊！            
(3星)	 抄的乱七八糟，还“九子夺嫡”？！别往脸上贴金了……就一部批着清朝衣服的抄袭偶像剧……            
(3星)	 终于看完了，伴随着抄袭天雷等等，最后还是被感动了。。。            
(2星)	 看来大陆的古装剧还是很有发展前景的~有一定水平，技术和华丽向tvb靠拢。可是杨幂为什么要用配音呢？八哥不是温文儒雅的么？太子太不给力了，怎么说也是皇帝手把手培养的储君啊？原来——《《清穿==晴川  啊~            
(5星)	 这么多年居然一点都没长大 那时看流星花园 现在看完了一整部宫            
(2星)	 看了一集半，没意思。估计还是《步步惊心》靠谱一点，可惜演员除了诗诗，其他的都不认识……果然，于正出品，必是天雷。PS.为什么豆瓣的剧情简介跟电视剧里的完全不一样……            
(NA)	 虽然很雷，还是感动屎了。。。还有哎，那个十四阿哥是我们学校同一届隔壁系的，哇哈哈~            
(1星)	 于妈你够了。            
(1星)	 为毛越看越像清宫版流星花园            
(3星)	 吐血的，古代版流星花园。。要抄也要尊重我们这些看客啊~            
(3星)	 穿越清朝之雷阵雨            
(3星)	 沦陷……            
(NA)	 大家不觉得，八阿哥就是-道明寺，四阿哥就是-类吗？情节有好多是一样的~失望啊            
(3星)	 看了一些，，内容有些小白抄袭流星花园。。晴川=杉菜，老四=类，老八=道明寺，如果熟悉流星花园的，看完看三集完全就这么觉得老八的性格也被扭曲了，历史上的老八不应该是温润如玉的男子么。。老四太阴险，开始不喜欢的，看到后面觉得还行。。演技不错~无聊的时候看看也挺好~~            
(1星)	 带着怨念 继续看着 比美人心机差远了            
(2星)	 都是为了八哥和香菇呐。。。            
(NA)	 好吧，又穿越了            
(5星)	 好吧，我承认好久没有这样追过电视剧...            
(4星)	 迷上了 冯绍峰~~犯花痴中。。。            
(2星)	 唉 真TM难看 还是比较喜欢美人心计里的杨幂 这里全毁了 男主也都不好看            
(NA)	 默然相爱，寂静喜欢。            
(3星)	 反正看着被            
(3星)	 你斗了什么！爱爱爱。爱毛爱！            
(3星)	 穿越（今年）第一（播出）剧            
(3星)	 就是古代版的流星花园            
(3星)	 我觉得挺好看的呗            
(3星)	 幂幂            
(3星)	 集百家大成之恶心。。。。。。不抄流星花园会死啊。。。。不抄小说会死啊！！！！            
(4星)	 尼玛 不是拍的挺好的嘛 就是结尾太狗血了点            
(2星)	 这是一部，会让你觉得看过是一种耻辱的剧。。。除了八八好帅。。            
(4星)	 幂~~~~~古装版的流行花园            
(NA)	 后面越来越混乱，有点想怎么演就怎么演了= =            
(2星)	 古代版流星花园。。。            
(4星)	 熬夜看完            
(3星)	 其实这是流星花园的清朝版            
(3星)	 闲的无聊，看了4集，深深深深的被雷到了。简直就是古代版的《流星花园》嘛。。。清朝人说话还那么。。。真的是太雷了。。。            
(3星)	 八八~            
(1星)	 看前需自备避雷针！！！晴川？清穿？这二百五的名字！            
(4星)	 我用尽一生一世来将你供养            
(3星)	 纯粹看戏的人飘过~~            
(NA)	 拍的好省钱啊！！            
(4星)	 嘛…先不评判该剧好与否既有亮点也有不足吧。OP开场很有感觉desu！【阿哥之间JQ十足啊=w=+】            
(3星)	 昨天在湖南卫视看了一下，原来是部搞笑的喜剧，四阿哥、八阿哥完全不是那样子的嘛，后宫如果是那么好混的，怎么会有那么多勾心斗角的~电视剧果然是娱乐大众的，还是看小说吧            
(2星)	 星全部给的是戏外的峰幂!!! 强烈鄙视于正            
(3星)	 看了预告还不错啊~~穿越~~我喜欢老八捏~~~我的八八啊~~虽然有些剧情性格比较那啥~额~老四简直是残了！！！好挫！！八八啊。。后面看的我好桑心啊！！话说网友写的晴川和八八的小生活好可爱的说啊~~\(≧▽≦)/            
(3星)	 看了一点 雷  现在的东西都是这            
(2星)	 清穿版的流星花园！！！  囧死            
(4星)	 两个男主角我都很喜欢的，虽然拍的漏洞百出，还是觉得挺有意思的~            
(2星)	 没看全不能点看过，但我一定不会看下去了。所以我就点了看过，请原谅我。这部电视剧制作的太烂了。            
(3星)	 这是我们当初每一个选历史的女的终极目标            
(3星)	 很多桥段都及其眼熟，于抄抄，真服你了；结局太郁闷了，根据老八他娘的话，老八最后是消失了吧，改变了历史，结局是惨重。。。            
(NA)	 古装翻版流星花园 一字不差简直            
(4星)	 豆瓣啥时候把简介改了的？我还想看素言和十四的版本呢……            
(4星)	 这五颗星完全是冲着八阿哥给的。。。就为了八阿哥，可以忽略一切雷人元素。。。            
(2星)	None
(1星)	 看着看着就吐血身亡了。            
(1星)	 当没有额娘爱皇阿玛只认为是个栋梁之材的自卑加酸味到处喷的大鼻孔四阿哥英勇打退两猥琐男英雄救美安慰咱们的不幸穿越女主说从小哭泣的时候 有人告诉我 仰头看天.....我勒个去！！！你怎么不说倒立！！！！            
(4星)	 其实我个人觉得这部剧还行~虽然前面很像是古装版的流星花园~但没来由的喜欢八阿哥~~啧啧啧~            
(2星)	 雷死我算了，除了虚构的人物，就没一个人像样的，温文尔雅的老八像个纨绔子弟，冷静睿智的老四那么肤浅沉不住气，老康就像金枝欲孽那样是个配相的，神马玩意儿嘛 切~            
(NA)	 继我的青春谁做主之后，喜欢的国产片。可惜很爛尾。            
(2星)	 广告很短            
(4星)	 简直是港版宫心计和台版流星花园大集合 湖南卫视啊真让人无语            
(2星)	 主演看起来特别不爽、穿越的有点假、画面粗糙、连皇宫的背景是块布都看出来了……            
(1星)	 忍耐再忍耐还是看不下去……雷啊，最雷溜冰鞋            
(2星)	 因为冯同学才看，开篇很像古代版的流星花园。。没文化没逻辑的穿越剧            
(4星)	 有点哈来来。。但是还是很好看的！最后一集我还哭了擦！=。=            
(4星)	 宫是古装版的流星花园。 　　角色定位：晴川=杉菜，八阿哥=道明寺，四阿哥=花泽类，九、十阿哥=西门、美作，宫女A.B=千惠、百合，素言=李真，或许那个成衣店少主应该是青和。            
(3星)	 = =我坚持看完了            
(4星)	 就是喜欢            
(3星)	 對這部雷劇唯一的動力就是馮紹峰同學的顏吶。。。一起去逛御花園~這是個更給力的別名。。。如此強大的卡司也能拍出如此扯的雷劇~佩服佩服。。。            
(3星)	 - -撇开历史和抄袭段落，演员的表演还是OK的            
(2星)	 于正，你就招了吧，其实你是抄袭流星花园来的吧~~~            
(3星)	 他们不会真的吧？其实也不错。            
(1星)	 娘耶 我雷的不行了 15分钟弃！            
(3星)	 好吧~我善变、、、我又觉得不错了            
(3星)	 结局太草率了，台词很多很现代            
(1星)	 原谅我直接给两颗星，撑着看完了半集，天泪滚滚！！！            
(4星)	 既然分那么低就多打颗星哈哈~终于看完了，少女收一下先哈哈            
(2星)	 马桶太终于做了一个能让人稍微看得下去的片子了。。。。。。。。。。当然我是对比之前的某部。。。这剧我还真的就为了看下杨幂和郭羡妮这两人能勉强看两眼            
(4星)	 我咋地都觉得么说完，像被剪掉一样？            
(4星)	 穿越 杨幂   有这两条就够带劲了~            
