http://movie.douban.com/subject/2154859/	大明宫词
(5星)	 诗一样的台词啊            
(3星)	 沒太大印象了            
(NA)	 至尊最爱            
(5星)	 喜欢诗篇一样的台词。。。            
(5星)	 大概是初中的时候看的吧~那时很迷恋这样的调子。。            
(4星)	 好看            
(NA)	 昆奴面具下，你的笑容，一如明媚的春光。            
(4星)	 全是美女，看不进剧情            
(4星)	 记得当时的语文老师多么的推崇此剧，具有莎士比亚语言的对白            
(5星)	 最爱            
(5星)	 布景 服饰 道具 演员 台词 都非常好 难得一见的古装佳作            
(5星)	 脑子里仍萦绕着那首《长相守》            
(4星)	 一直被里面的独白吸引。写得好，念得舒服。            
(5星)	 一种艺术品 从未有人超越            
(4星)	 很小的时候看过。那时对于太平公主和薛绍的婚姻一直都无法释怀，总觉得薛绍亏欠了太平很多。现在终于明了。谁先爱了谁便输了，如是而已。            
(5星)	 某种程度上，这部剧影响了我的爱情观，加重了我的悲剧情结。爱情的完美形态大概就如薛绍和太平最后时日一般，爱是永恒付出无法圆满。唯一的圆满就是这个梦醒了，这个梦却永远做不完。            
(4星)	 宫廷的斗争是复杂的 说不定哪天就死了             
(NA)	 最喜欢的一部电视剧~            
(4星)	 场景和服饰很美            
(5星)	 台词舞台化是这部剧的经典特色啊，薛绍GG典型美男，赞美之            
(4星)	 赵文瑄            
(4星)	 其实还是蛮美的，很有莎翁风范            
(4星)	 唯美。悲情。            
(4星)	 中学的时候看的。是赵蜀黍的顶峰时期。            
(5星)	 喜欢前面那些像诗一样美好的句子            
(5星)	 除了华丽还是华丽……            
(NA)	 服装极美            
(4星)	 女人，传奇的悲剧            
(NA)	 周迅那时就像精灵~            
(5星)	 诗一样的对白~            
(5星)	 漂亮的很飘渺            
(5星)	 长安月下 一壶清酒 一树桃花            
(NA)	 这台词  这美术  还有当时很美的周迅和陈红            
(5星)	 千方百计搞到剧本收藏 真是心头大爱            
(4星)	 电视剧形式的新开创，制作精良，有底蕴            
(4星)	 台词写的有点味道~            
(5星)	 美            
(4星)	 喜欢这个电视剧的语言，喜欢小太平            
(5星)	 放到外国去，拿给他们看看，中国瑰宝！            
(5星)	 杯具从那个面具开始...不能怪太平, 因为我也沉沦了            
(5星)	 偶现在最深的印象，除了面具下的初恋就是合欢            
(5星)	 台词很莎士比亚            
(5星)	 很唯美很莎士比亚的一部剧。个人认为水准比较高，看了很多年了，很喜欢。尤其是里面的旁白。我喜欢那声音            
(3星)	 想起FUSI~~在她家学拔剑那一段~            
(NA)	 台词太文艺了。            
(3星)	 不喜欢这种中国式莎剧            
(5星)	 那些台词真美            
(4星)	 那台词。。。            
(4星)	 诗篇            
(5星)	 能从小看到老的电视剧            
(5星)	 非常非常美，美到夸张至极。            
(NA)	 很唯美的一个电视剧，我看过的最好的古装片            
(5星)	 最爱的电视剧之一……            
(NA)	 诗一般的语言！音乐也很好！不同于一般的古装剧！不过有些压抑            
(5星)	 无聊的时候总在看这个            
(5星)	 太喜欢的电视连续剧  太喜欢太喜欢了            
(2星)	 古代版的gay            
(5星)	 爱上周迅            
(5星)	 台词虽然拗口，确有一番特色            
(4星)	 它不是历史剧，只是文学的塑造。            
(5星)	 经典，梦幻            
(NA)	 镜头感很好~            
(NA)	 对白很经典，当时没听懂            
(5星)	 虽是戏说，却也开创了一种风格。超喜欢背景音乐，服装、背景、台词都很经典。            
(4星)	 张易之            
(4星)	 对于这种华丽唯美的古装片，我从来就完完全全地没有抵抗力，不管是东方的还是西方的            
(5星)	 我弟弟居然说听不懂台词，简直让我鄙视他的语文水平            
(5星)	 最爱的电视剧，没有之一            
(5星)	 喜欢里面的旁白。            
(5星)	 若真有薛绍这样的男子···            
(5星)	 过了那么多年我依旧那么喜欢周迅的小太平！！❤            
(5星)	 薛绍面具掀起那一刹那真是惊艳            
(NA)	 小小的周迅  还有陈红 归亚蕾的武则天也很有气场            
(5星)	 我对于《大明宫词》的喜爱，就如同武莜嗣对太平公主的一番表白。“你无法理解这对我有多么的不真实，象一个梦。”             
(NA)	 看过一部分            
(5星)	 美得可怕            
(4星)	 值得一看再看            
(5星)	 台词非常美，我很喜欢            
(4星)	 第一次认识周迅，那时候就觉得她干净。            
(5星)	 有很长一段时间 完全为华丽丽的对白迷恋            
(4星)	 光鲜            
(5星)	 记得那时年纪小            
(5星)	 唯一没有看谁的电视剧，当莎士比亚遇上白居易            
(5星)	 灰常之美            
(NA)	 为看明星，喜欢里面有的台词            
(5星)	 个人最喜欢的一部国产电视剧            
(4星)	 很不错的。。            
(4星)	 我喜欢周迅            
(5星)	 女导演的作品果然如女人般柔情似水            
(5星)	 至今为止大陆拍的最好的电视剧没有之一。可是记忆已经模糊了。。。准备再看一遍~~   如果有时间的话。            
(5星)	 画面精美，音乐精致，台词经典。这不是一部历史剧，所以不能说瞎编乱造，它只是借着那个最开放的朝代，描述一个女人的爱情之路，而改写又很和谐。这类天马行空的作品很少见，喜欢            
(NA)	 十年            
(5星)	 那台词实在是很文艺，可是很耐听。最爱太平和薛绍，只是结局很杯具。            
(4星)	 红颜已逝呀            
(2星)	 伪文艺装逼大剧，不待见莎翁的我同样不喜欢这种貌似华丽丽的台词            
(4星)	 好多年年了，周迅···            
(5星)	 无法超越的古装宫廷剧            
(5星)	 初中时超爱太平公主。和历史上的太平很不一样            
(5星)	 这个美呆了，从造型，布景，气氛到台词，音乐……很多个地方震撼我的心灵，隐隐记得我晚上躺在床上就会想起薛绍死在太平剑下那个片段，说着，我爱上你了……喜欢李少红的戏，但其所谓的恐怖片除外。。。            
(5星)	 最爱            
(5星)	 赵文瑄当年多美好呢。中国真的是再也拍不出这么费尽心思的电视剧了吧。            
(3星)	 奢华，迷离。国内文艺片台词冗长之最的开山之作。还好，周迅比较出彩。            
(5星)	 真怀念那时的周迅            
(4星)	 这个也是经典啊            
(3星)	 调调太浓了            
(5星)	 虽然因为配音有话剧的感觉，总觉得有点假，但还是这的看的一部长剧            
(4星)	 这种讲述方式，前无古人，暂时也后无来者            
(4星)	 就是这样的。            
(4星)	 相当喜欢这剧的调调。服装，背景都很精美，对话简练，有戏剧范儿。            
(3星)	 只记得陈红公主爱赵文瑄爱的很难很难~            
(5星)	 喜欢华美的对白            
(5星)	 台词很优美，情节也很感人！            
(4星)	 台词炯炯有神            
(5星)	 一直都喜欢那个叫太平的公主 还有她娘 真的很厉害            
(5星)	 赵蜀黍啊。。。一顾倾人城            
(5星)	 无敌 辞藻堆出来的片子 好是无可救药的好喜欢            
(3星)	 没意思            
(5星)	 爱情和挽歌，权力的诗词。            
(5星)	 每一次看，都会有极大的心情起伏。。            
(4星)	 同康熙王朝 我很佩服这导演的它的旁白加深该剧厚度了            
(5星)	 冲着优美的台词            
(5星)	 薛绍啊……隆基啊姑母爱你……            
(NA)	 喜欢台词，吸引我听下去，周迅的角色很明快温柔，叫人喜欢。            
(4星)	 剧情傻逼 台词唯美            
(5星)	 昆仑奴面具下你的脸。            
(5星)	 胡玫導演的最喜歡的兩部之一,還有一個橘子紅了            
(5星)	 超喜欢本剧的台词            
(5星)	 意难平，人难忘。            
(5星)	 就是好看            
(4星)	 文艺青年装逼指南三            
(5星)	 曾经特别喜欢的电视剧            
(5星)	 很早以前看的电视剧，现在只记得赵文瑄演的那个有情的男人，叫薛绍            
(5星)	 唯美            
(4星)	 台词档            
(5星)	 瑕不掩瑜，值得珍藏在心中的电视剧精品            
(5星)	 虽然有些东西和历史有悖，比如上官婉儿是上官仪的孙女而不是女儿；但拍的不错，有的东西搞得很隐晦，处理得很好，因为历史的东西很多都是传言，但结局是确定的。此电视剧的编剧简直就是个诗人，台词搞得像话剧            
(4星)	 其實劇本比較好看            
(5星)	 很优美的台词。又绕口，比喻又多。很有莎翁范儿。            
(NA)	 如一首动人的情诗般缱绻            
(5星)	 让人耳目一新的历史言情剧类型            
(NA)	 哭的很过瘾   剧本保存 没事就背台词              
(5星)	 记忆里最美的国产剧，演员，台词，布景，服装，音乐。。。堪称完美            
(5星)	 大爱啊            
(4星)	 我只喜欢这个时候的周迅            
(5星)	 絕對美，一直到現在。。。            
(4星)	 莎士比亚一样的台词，但是场景和画面确实很唯美~            
(5星)	 没看全，但是记忆中这部电视剧很颠覆我的一些想法。            
(5星)	 小太平，活靈活現。            
(5星)	 无法超越的古装片            
(5星)	 我唯一喜欢到今的古装片。喜欢旁白            
(5星)	 高清完整永久保存            
(5星)	 莎士比亚式的唯美台词，剧作中非凡的亮点            
(5星)	 长相守不如长相思，长相思不如长相忘~那个有真正华贵的年代，也有真正的哀伤~            
(5星)	 是一个从未发生的梦            
(5星)	 我愿与你长相守            
(5星)	 一见薛绍误终生            
(4星)	 台词...台词...经典的台词啊···            
(5星)	 太美了            
(5星)	 话剧            
(4星)	  小时候根本不懂             
(5星)	 我此生惟一的挚爱.            
(5星)	 每当我欣赏这部电视剧时总会想起幽静漫长的夏日午后。            
(5星)	 热爱这部剧~            
(5星)	 台词叫一个华美。李少红成功塑造不一样的武则天。            
(4星)	 我还是爱上了你。            
(5星)	 我的黎叔，年少时就开始培养我的花痴精神了            
(NA)	 周迅版的太平真太有灵气了；PS:台词确实很美            
(4星)	 不好意思，不觉得女皇美在哪？小太平很傻很天真，但我喜欢薛绍的儿子和贺兰氏            
(4星)	 很美            
(5星)	 长安细雨            
(NA)	 电视剧就应该拍成这样……            
(5星)	 第一遍看时喜欢太子弘，第二遍看时喜欢薛绍，第三遍看时喜欢李隆基。。。哎，李家的公子们，还都真是情圣呀。。。            
(5星)	 李少红有些feminist倾向            
(5星)	 被迷得七荤八素的- -            
(5星)	 长相守            
(4星)	 我记得那时候 很迷周迅的那种痴狂            
(5星)	 ！！我永恒的经典~！！            
(5星)	 如此美。长相守。影响我一生。            
(NA)	 我爱周迅~~            
(NA)	 还想再看，碟我都买了。            
(5星)	 年少时的最爱台词很美 最喜欢周迅和赵文瑄            
(5星)	 唯美的古装剧            
(5星)	 依然是回忆，细致绵长。            
(5星)	 看得出李少红应该去拍舞台剧            
(5星)	 力荐            
(5星)	 魂系梦境大明宫            
(5星)	 台词很美            
(5星)	 诗般的语言…飘逸的服饰…弥漫着一种大气从容            
(5星)	 最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最最爱的一部电视剧。。            
(5星)	 为什么太平是那个女人演的。。煞风景的演技。。倒。。            
(NA)	 莎翁的笔调 缓缓留来  明明是历史剧 却充满情意  ps：赵文瑄真是帅啊帅啊帅啊             
(5星)	 大明宫景，沐浴着太平            
(4星)	 多美优美的对白~            
(NA)	 这部电视剧拍的太美了，不论是服装、音乐还是人物的语言，让我看的时候就像随时在听诗歌一样，非常美！！            
(5星)	 相当喜欢            
(5星)	 太平公主的成长史            
(5星)	 cctv8/1?            
(5星)	 一部经典至极的电视剧~百看不厌~~~~~            
(4星)	 國產難得的歷史片精品，語言極其優美！            
(5星)	 李少红巅峰之作。叶锦添代表作品之一。郑重、王要写出的最好的剧本。            
(5星)	 台词很牛。。都跟诗人似的            
(5星)	 诗一样的剧            
(5星)	 很喜欢这部电视剧,喜欢太平,喜欢周迅这个有灵性的小女生~            
(5星)	 从这部剧爱上了周迅，爱上了赵文瑄，爱上了归亚蕾，爱上了陈红~~爱上了唐朝，爱上了武则天，爱上了太平公主，爱上了李弘，爱上了李旦~爱上了皮影，爱上了大明宫，爱上了西安~符不符合史实真的有关系吗？史又真的实吗？谁又知道真相？意境！意境！            
(5星)	 美到无以伦比~            
(5星)	 不一样的太平            
(4星)	 “我的死亡像我的出生那样，终止了长安城漫天的淫雨，并且又一次为大唐带来了太平。”            
(4星)	 陈红就这个演的还行            
(5星)	 很喜欢里面文艺文艺的味道。古装历史剧的典范！！            
(4星)	 周迅周迅            
(4星)	 那跳跃的红烛，是死亡与欲望的燃烧者            
(5星)	 嗳。。。。。最爱            
(NA)	 记得太平看着他时眼泪陡然而落，她已不是公主，是一心一意打在昆仑女面具上的一束微光。            
(5星)	 周迅的出场像个精灵，全剧的色彩，叙述与以往电视剧是那样的唯美有透漏着一丝丝的诡异与阴霾，留下了一抹别样的回忆            
(NA)	 忒文艺            
(4星)	 很美的电视剧             
(NA)	 也许了解了长相守的意义。            
(5星)	 还是要承认李少红的功力 这大明宫词 怎么看都让人觉得婉转缠绵 古韵与哲意兼备 服装简洁大气舒服到极致 怎么新版红楼...........诶.......            
(5星)	 很爱            
(5星)	 长相守            
(5星)	 台词太好了            
(5星)	 绝美的台词。            
(5星)	 好好看好好看呐            
(3星)	 = =数年之后再看，就改分数了……            
(5星)	 太美了！            
(5星)	 李少红再没有一部电视能到此高度，当然，也仅此一部在高度上……现在每个月至少看一遍剧本……            
(5星)	 很奇怪，我到現在還記得那段皮影戲的對白。            
(5星)	 昆仑奴揭开的一场大唐盛世。皮影戏后纯美的语言，还有我一直最爱的小太平！            
(NA)	 很好的一部戏            
(5星)	 没办法就是喜欢李少红            
(4星)	 旁白很好 服装很美            
(4星)	 华丽丽~            
(5星)	 最喜欢的之一            
(5星)	 太爱了……            
(5星)	 古装电视剧的经典。            
(5星)	 永远记得昆仑奴下的那张脸            
(5星)	 喜欢周迅            
(4星)	 陈红MM真是别有一番韵味            
(4星)	 赵文宣真是一帅哥            
(5星)	 相传古装中的最精致            
(5星)	 这部电视剧也有很多历史背景上的错误，可是我就是看忘掉了。。。            
(5星)	 长相守，一个不可能实现的爱情理想。            
(NA)	 已经记不清当时是小太平取面具惊艳还是陈红阿姨揭盖头惊艳了            
(5星)	 很爱很爱的电视剧            
(5星)	 中国文字可以这样说，震撼中ing            
(4星)	 华丽,华丽,华丽大戏.            
(5星)	 美            
(5星)	 周迅周迅 我從來不曾留意內地演員 唯獨妳。喜歡妳就是從大明宮詞開始。            
(5星)	 爱死那些长长的对白            
(5星)	 她的美在我的眼中久久不退。这是一个怎样一个关于爱的万象图阿！            
(5星)	 这么精良的电视剧怕是再也拍不来了吧，杯具啊            
(NA)	 莎士比亚式的词儿，加上叶锦添的美术设计，高中时看的很虔诚，太平掀开薛绍的昆仑奴面具时，我看到那颗停顿了的泪水。。。            
(5星)	 故事严重歪曲史实，但绝对无损观众对它的喜爱，那画面幽幽的，是扑鼻而来的盛唐奢靡，台词呢喃在耳边，句句都是经典。一辈子难以忘怀的经典。            
(5星)	 甚好甚好。            
(4星)	 一直记得周迅摘下面具的那一幕            
(5星)	 好喜欢周迅扮演的太平公主！            
(5星)	 不可多得            
(4星)	 赵大叔赵大叔赵大叔            
(4星)	 那个拿着刀切手指的小周迅呀~            
(5星)	 真是令人难以忘怀的作品            
(3星)	 小时候的回忆了              
(5星)	 太平的出生终止了长安城这场绵久淫雨。。            
(4星)	 喜歡那時候的周迅，渾身散發著靈氣~            
(4星)	 初二，那些华丽丽的台词和服饰。            
(5星)	 台词那么唯美            
(NA)	 那一段刻苦铭心的爱让我无法忘怀            
(5星)	 是我看过的国产电视剧里面最有感觉的了            
(5星)	 每个年龄阶段看得时候感觉都不一样            
(4星)	 貌似看的第一部李少红的...            
(5星)	 剧本很好，台词也很好            
(NA)	 面具后的脸。。。            
(5星)	 无话可说的经典重温            
(4星)	 值得一看            
(5星)	 唯一看完的大陆电视剧            
(4星)	 内阁年代我觉得最唯美的国内古装，从此爱上周迅，一发不可收拾，初中的时候，沉迷里面的对白。            
(5星)	 赞独白            
(4星)	 莎士比亚式的对白，话剧式的对白。天呐。            
(5星)	 美到一种极致。。。。。            
(5星)	 很喜欢的细腻感觉            
(4星)	 虽然与事实不符            
(NA)	 瞎扯扯的给人感觉还挺文艺            
(NA)	 当时喜欢它的主题曲~叫什么来着？            
(NA)	 曾经 过去              
(NA)	 很喜欢电视里面，太平用沧桑的声音讲的独白。            
(NA)	 切个手指吃吃            
(5星)	 经典！            
(3星)	 意境超赞            
(5星)	 台词我爱            
(4星)	 看了一些没看完不过还是喜欢的            
(5星)	 勾心斗角 悲欢惆怅            
(5星)	 再赞周迅            
(NA)	 小太平            
(5星)	 太平让我想起紫萱。            
(NA)	 要细细看，细细品，可以明白很多道理            
(5星)	 记得最清楚的永远是武则天的那句：太平，你要记住，这大明宫就只有我们两个女人~~高处不胜寒            
(4星)	 中国的莎士比亚            
(5星)	 对白和场景人物很美..至于是否贴合历史不评价            
(5星)	 我觉得拍的很不错，喜欢周迅演的小太平~~            
(5星)	 你的错误就是美若天仙。            
(5星)	 好小的时候看的，很喜欢            
(5星)	 用散文诗般的精致勾勒出权力，欲望，爱情。对我影响最深的电视剧。            
(5星)	 春水般的姑娘            
(NA)	 长相守 呵呵              
(NA)	 很有腔调            
(5星)	 舞美---语言---演员---全优---导演优优啊            
(4星)	 一部非常经典的文青电视剧，台词还是值得一品的            
(4星)	 挺喜欢里面的纠结~~~            
(5星)	 像散文诗一样优美的台词            
(5星)	 太好看了。            
(5星)	 我唯一喜欢的古装片。            
(4星)	 華麗的台詞。琦麗的服飾。動聽的音樂。            
(5星)	 没得说            
(NA)	 剧本真是莎士比亚，表演真是话剧            
(NA)	 长相守            
(5星)	 很喜欢            
(4星)	 那剧本，那台词，同是莎士比亚风格，《大明宫词》比《夜宴》牛X多了去了。相当认真华丽考究的电视剧。称之为周迅的成名作可能还是有点牵强，但是应该算是李少红的成名作了。赵文瑄是亮点啊，李大导演深喑当今年代男色的魅力，新版的《红楼梦》如果能和《大明宫词》持平她就算赢了。            
(5星)	 最爱的文艺电视剧。            
(4星)	 经典的片子，太平公主真是天使            
(5星)	 最喜欢周迅那一段，台词很美，布景很美，很美的一部电视剧            
(4星)	 长相守他是啊~ 面具下的明媚 明媚下隐蔽的是啊~ 无言感动            
(5星)	 有时间找来重温一下好了。            
(NA)	 这才是第一次认识周迅 那个小公主。。。            
(4星)	 弃之            
(5星)	 布置上与历史相差太大了            
(3星)	 这个时候的周迅贼年轻            
(5星)	 画面很惊艳            
(4星)	 赵文瑄可以这么帅            
(5星)	 精雅至极 无可挑剔             
(5星)	 爱情与权力的斗争            
(4星)	 曾经的美好            
(4星)	 值得一再品味。            
(4星)	 我喜欢薛绍多过张易之            
(5星)	 无以媲美            
(5星)	 导演、演员、编剧、服装、化妆、美工、摄影、音乐。。。。精致            
(4星)	 长相守            
(5星)	 完美的电视剧之一！！！！！！！！            
(5星)	 美极台词！            
(5星)	 华丽的沉重            
(5星)	 换我心，为你心，始知相忆深。            
(4星)	    排除它的历史性~            
(4星)	 非常不错的剧 演员都印象蛮深刻的             
(5星)	 我看过国产历史电视剧最好的一部！！！            
(5星)	 大爱。不解释。            
(5星)	 剧本太惊人了~            
(5星)	 很少看到拍的这么对我胃口的电视剧啦。现在很多电视剧都很燥            
(NA)	 nv女人毕竟是女人！            
(5星)	 无论是过去还是现在，都是俺心中地经典~            
(4星)	 犹如一杯回味无穷的红酒~~            
(5星)	 看过的最好的连续剧. 美丽与哀愁.            
(2星)	 鬼片....            
(5星)	 野花迎风飘摆，好像是在倾诉衷肠。。。            
(5星)	 小时候狂迷啊。            
(5星)	 最爱            
(5星)	 对编剧真是佩服的五体投地，太喜欢里面的台词了，永远都是种享受            
(5星)	 剧中旁白很有意境值得回味，服饰精美，配乐经典            
(5星)	 很喜欢里边的台词，觉得好像句句都是那么经典            
(NA)	 经典之作            
(5星)	 小时候看的呀~  画面真好看            
(4星)	 对白太酸了！还是华丽的。奇葩。            
(4星)	 凡是关于爱情的段落都比较失败            
(5星)	 永远的最爱            
(4星)	 李少红拍的电视剧总是有很多可以研究的地方场景、色彩……            
(5星)	 太漂亮 太华丽 太忧伤            
(3星)	 剧本是5+的水平，极致！所以戏剧本身就黯淡太多了……            
(4星)	 这么多年，想起小太平摘下昆仑奴面具的刹那，仍然心动莫名。我就爱这调调。            
(5星)	 同样是莎士比亚式的语言，夜宴就那么恶心，大明宫词就那么美，太经典，还特意买了电影剧本            
(3星)	 还不错，doubanclaimcc0566b6577bbdee只是唐朝的故事用纺纱体来写难免显得怪异            
(NA)	 编剧太有才了！~~~            
(5星)	 再没有这么凄美的国产电视剧了，每个演员都是一个经典            
(5星)	 薛绍的悲哀在于他的执念,爱上太平只能加重他的痛苦.而太平亦是如此,她能从张易之身上得到什么呢?终究是对薛绍更加疼痛的悼念罢了.原来八年以后再看同样的东西,内心会有不一样的触动.对于历史,对于爱.            
(5星)	 很喜欢 很喜欢 陈红在里面挺好的 周迅就更不用说            
(5星)	 看电视剧的时候就超爱~看完剧本就更喜欢了。            
(5星)	 极爱旁白的声线            
(5星)	 莎士比亚式华丽唯美的唐朝宫廷情爱。原来电视剧可以这样拍哒！            
(5星)	 经久不衰            
(5星)	 用所有的唯美来演绎  永远会看到泪流满面            
(NA)	 权力与爱交织的华丽的梦            
(4星)	 蜀黍的惊艳之作            
(NA)	 这里有太多的爱,这里也有太多因爱而生的悲剧.主角当然令人欣赏,但我更欣赏里面的李旦,淡泊超然,最终还是离不开权力纷争的漩涡.            
(5星)	 美 太美了            
(5星)	 布景极尽豪华，台词充满话剧风格，真是一部追求完美的电视剧啊！当然，我觉得它也挺完美的了。            
(5星)	 经典的台词~潋滟的红            
(5星)	 无论怎么说 莎士比亚式的华丽对白与李少红打造的唯美风情相当的搭调            
(5星)	 台词很像莎剧的感觉，镜头很漂亮            
(4星)	 总是觉得很悲。。。            
(5星)	 长安幻梦……            
(5星)	 这个好。。            
(3星)	 那时候周迅还不火，因为这部戏认识了她，觉得这闺女真灵气。结果没多久就火了            
(5星)	 剧本看了很多遍            
(5星)	 现在看来都很牛的造型啊灯光啊道具啊啊啊啊            
(5星)	 当年难得的好片            
(NA)	 迟来的经典，期待下一遍，期待书。已经无话可说，唯有沉醉。            
(5星)	 我爱那长短长短的美丽台词            
(5星)	 记得那句台词，故乡如同母腹，是永远回不去的地方~ 莫名的伤感了好久~            
(4星)	 台词华丽，只是有时候听古人讲的某些话有些别扭            
(5星)	 小学三四年级出的片子，那个时候看不懂，但依旧觉得很迷人~~后来略大一点了能懂些了，觉得真是一部太美的电视剧            
(NA)	 邂逅十年有余，自己一个人的经典什么样的男人，在我们得到时与失去一样的悲痛呢，太平什么样的男人，与我们的睡眠和死亡为伴呢，太平今天不是你的生日，不是你的祭日，今天什么日子也不是，我只是想你了。早知道以后的这些思念，你还是会愿意揭开那张昆仑奴面具的吧~            
(5星)	 我承认我是因为犯花痴为看某帅哥看的这部电视剧，看过之后觉得相当惊艳，音乐，服装，台词真当是华丽丽啊            
(5星)	 我最后也是最爱看的一部国内电视剧.其实我看电视剧也看得不多,但这的确是我的最爱,我认为最好的.完全符合我对大唐的想象,特别是里面话剧式的台词            
(5星)	 李大姐：”大明宫词看得我好绝望。你丫的，自己绝望就好嘛。干嘛叫我看，跟你一起绝望。”            
(5星)	 皮影戏的声音好萌~衣服好萌~            
(5星)	 好唯美啊             
(2星)	 长篇大论的优美调调就自比莎翁转世了            
(5星)	 爱情啊爱情！            
(5星)	 最接近正史的电视剧            
(5星)	 画面和情节都很好            
(5星)	 其实很美            
(5星)	 喜欢            
(5星)	 百看不厌！            
(NA)	 踏摇娘~萌死人的踏摇娘。            
(5星)	 赵文宣自不必说，被最后那声“我爱你姑母”感动了~~            
(4星)	 小时候果然没看懂。。            
(5星)	 我老爱这电视剧了！！！！            
(4星)	 老姐，我按你的想法排了话剧...            
(5星)	 好怀念            
(5星)	 喜欢的。。。当年很喜欢。。。            
(5星)	 很美，优雅，中国的哈姆雷特。            
(5星)	 怎么说呢 这部电视剧是我唯一喜欢且还在看的历史剧 大力推荐！            
(5星)	 喜欢这种大剧制的戏，并且把女人描绘的很细腻            
(NA)	 我喜欢的电视剧风格            
(5星)	 国产电视剧原来也有很好的东西。            
(5星)	       只为那一曲长相守，执着。            
(5星)	 华丽丽地台词呀。。很琼瑶，很煽情，很文艺。。还特地去买了这本书呐。。            
(5星)	 很像重看            
(5星)	 很沙士比亚。。。            
(4星)	 长安月下,我是爱你的            
(5星)	 这是少女时期一个绮丽的梦  我爱那些如怨如慕的乐韵  我爱那些如泣如诉的衷肠               
(5星)	 长安月下，面具下的明媚，你也会爱上的，如梦如幻，如此如醉，爱情如诗般，我已经不愿想信历史上的太平以及那个淫乱的大明宫了！            
(5星)	 相当精致的一部剧            
(NA)	 看一遍哭一遍的连续剧~周迅的小太平太可爱~还有经典的揭面具……            
(4星)	 画面五星            
(5星)	 女子的爱情哲学            
(5星)	 支离华丽的长安旧梦。            
(4星)	 叶锦添的服饰真的很美！搞不懂为什么红雷梦会搞成这样。            
(5星)	 很喜欢            
(5星)	 旁白非常精彩~            
(5星)	 关于从女孩变成女人，再变成伟大的女人的故事            
(3星)	 反正我当年看的时候，还是个小P孩，理解不了深刻的东西。现在偶尔看之，觉得太平公主的独白，总是字字说进心中。            
(4星)	 旁白，周迅，喜欢的部分，陈红不算            
(4星)	 还有哪个历史剧比这更美呢            
(5星)	 极尽华美之辞藻，宛如宏大的舞台剧，喜欢叶锦添服装的设计，配乐也很不错，            
(4星)	 小天平右颊上一滴未干的泪。。。喜欢「长相守」            
(5星)	 狂喜欢这部华丽又悲仓的剧。演员的演技入木三分，如诗般的台词，一直让人记忆深刻。            
(3星)	 太久远了，都忘了，只记得周迅还很清纯。            
(5星)	 难忘的电视剧            
(3星)	 周迅好演技！            
(3星)	 不要当历史剧看，台词具有浓重西方情诗的浪漫            
(5星)	 经典            
(5星)	 国产古装电视剧中不错的一部。            
(5星)	 我很喜欢李少红的电影风格            
(4星)	 长词慢调            
(5星)	 不得不说，画面真的很美            
(5星)	 这个腔调的古装剧，真是正中我的下怀。无论是布景，服装，还是演员、台词，它都是其他古装片无法逾越的。            
(5星)	 那是一个什么样的宫廷氛围啊            
(5星)	 到现在还记得里面的一首《长相守》            
(5星)	 惊艳一瞥            
(NA)	 爱情是一袭华丽的袍子  谁都能穿上 却未必舍得脱下                  
(5星)	 揭开昆仑奴面具，爱情生在刹那间，可惜，是华丽辞藻下的残败爱情。。。            
(4星)	 用我一死，换天下太平。            
(5星)	 宫廷的华丽、忧伤都在色彩中得到了张扬。苍老女声的旁白，历史感、人生的雕刻一览无余。喜欢此片的氛围、衣物、演员。好吧，不罗嗦了，我觉得我的语文水平还是高考语文            
(5星)	 这个毁誉参半的剧啊……            
(5星)	 美到让人窒息            
(5星)	 最文艺的宫廷剧，是我的大爱。这年头那么多文艺小青年都反新红楼去了，我不反，就因为新红楼和这片一个导演。所以多多少少是有期待的。            
(5星)	 寝室，好友，我们那一帮，那年那情那景，最爱            
(5星)	 这是史诗            
(5星)	 忽然想起这部很多年前看过的电视剧了很美            
(3星)	 李少红您还是去拍鬼片吧。。。            
(4星)	 大明宫词式的旁白，做作得很经典。里面的感情，唯美凄迷。            
(5星)	 超喜欢            
(5星)	 长相守~            
(NA)	 恢宏而苍老：华丽而端庄。            
(5星)	 最爱里面的台词~陈红在里面是最美的            
(5星)	 色彩好美从此迷上了赵文瑄            
(4星)	 台词要不那么瘆人多好..            
(5星)	 尽管篡改了历史，但历史绝不会如此感人至深……            
(5星)	 喜欢,很喜欢            
(NA)	 终于看完了……以前看时尚不觉得，现在再看，实在是惊叹于编剧的强大和导演的魄力，以及演员的记忆力。如此莎士比亚的台词，他们竟不觉得诡异么？            
(4星)	 太迷里面的台词了，太有味道了            
(5星)	 喜欢里头的场景，对白，还有皮影戏            
(5星)	 面具下你明亮的笑脸，是我珍藏一生的回忆            
(4星)	 为了看大美女陈红的，里面台词都素文绉绉滴            
(4星)	 中国的历史剧还是艳压群芳的。            
(NA)	 才在你的视野下连续的变幻            
(5星)	 反复看            
(4星)	 摘下面具的薛绍，含着泪怨怨看着他的少年太平...我当时很是遐想这个镜头发生在我自己身上            
(4星)	 当时就是觉得服装布景都很美            
(NA)	 再为你而牵绊            
(5星)	 最爱的国产电视剧            
