http://movie.douban.com/subject/1418660/	大长今 대장금
(5星)	 韓劇顛峰之作！            
(3星)	 如果没有偶剽窃我们的针灸术...也就不费那么多人天天看到一点了            
(5星)	 韩剧顶峰            
(5星)	 难得的不以拖拉情节哭哭啼啼为主线的韩剧            
(5星)	 用真心，做美食。            
(4星)	 很早以前看的...            
(4星)	 励志.天宇喜欢的。            
(4星)	 说实话，本人更喜欢看书            
(5星)	 虽然挺假的，但我喜欢~！            
(5星)	 有点假~ 不过场景很美妙~            
(5星)	 湖南台的经典栏目。和妈妈一起看电视中比较不纠结的一部片子。            
(5星)	 经典~~~~~~~~~~~~            
(4星)	 每次听到“乌拉拉···”的时候都仿佛看到了希望，很受激励~~            
(5星)	 喜欢那里面的菜肴            
(NA)	 太长了            
(3星)	 妈呀，实在是太拖沓了            
(NA)	 大四下。。。K了一个星期。。。。学会了少少韩语。。。            
(5星)	 闵大人，可靠的男人            
(4星)	 有点慢            
(5星)	 很好的励志片，当然，剧中的美女也是一大看点。            
(3星)	 剧情太拖沓了            
(2星)	 又长又没劲。            
(5星)	 励志            
(4星)	 细腻的展现道理            
(4星)	 长今的一生            
(4星)	 为那些做食物的情节            
(4星)	 Like 李英爱~            
(2星)	 什么叫拖？看了就知道            
(4星)	 励志            
(4星)	 人这一生，就是要饿不死，病不死。呜啦啦。。呜啦啦。            
(4星)	 女人的心路历程            
(NA)	 成长 励志             
(NA)	 一部看了让人斗志昂扬的电视剧            
(5星)	 我最喜欢了！            
(NA)	 喜欢她温和大气的脸，最重要的是里面经常有好吃的，口水ing~            
(NA)	 里面有我爱的女人。            
(NA)	 长今，一个坚强的女孩到女人！成功是需要付出的！要不舍不弃地追求自己的目标！            
(NA)	 太老了~~~            
(NA)	 部分            
(3星)	 太磨叽，但人物性格不错，值得学习            
(3星)	 太长            
(3星)	  大长今             
(NA)	 这我都看过，哈哈里面那个大眼MM不错哟            
(5星)	 最喜欢            
(4星)	 太长了...            
(4星)	 经典励志。            
(4星)	 励志的片子，长篇的韩剧，有点啰嗦，也觉得好像这女人的成功路径简单了点。在家没事做，还是可以看看的            
(NA)	 一个人成长的故事            
(4星)	 挺喜欢男主角的！            
(4星)	 也得到了妈妈的首肯，呵呵            
(NA)	 喜欢他们相敬如宾            
(4星)	 励志            
(5星)	 喜欢，十分喜欢这部            
(4星)	 情节很赞。            
(NA)	 差点忘了我还看过这部韩剧，励志啊            
(5星)	 闵大人            
(NA)	 开始很喜欢  但是后来越看越假            
(3星)	 不喜欢李英爱不过倒让我想起一笑话:跟一单纯的MM聊天： “你知道武藤兰么？”（摇头）“不知道” “你知道苍井空么？” （摇头）“不知道” “那你知道李英爱么？”（大吃一惊）“她也拍那种东西？            
(4星)	 食物做的很漂亮`            
(4星)	 励志，喜欢！            
(4星)	 太长了，吃不消~            
(4星)	 欣赏她坚韧不拔，积极乐观的人格魅力。            
(1星)	 RUBISH            
(NA)	 又是老妈推荐，同时爱上长今和闵政浩，呵呵，喜欢他们在一起的感觉             
(3星)	 说实话，不爱看，节奏太崩溃了，唉……真的有点无聊。看不下去。            
(4星)	 从此更加喜欢韩国料理            
(5星)	 噢噢噢！完美得无话可说。            
(3星)	 太长了            
(5星)	 我很喜欢那首主题曲呀。            
(NA)	 励志            
(5星)	 以长今为榜样并憧憬着她的爱情            
(5星)	 姐姐妹妹站起来            
(5星)	 我不会放弃,努力,这就是长今.            
(5星)	 成功的励志剧！我爱李英爱            
(NA)	 大长今            
(NA)	 进化人心的电视剧            
(3星)	 青春励志。不过也仅限于此。她有心计，虽然坚强，可很不讨喜。            
(4星)	 拥有韩尚宫和张德医女那样的老师，连生那样的朋友，今英那样的对手，闵政浩那样的爱人，算是完美的一生了吧。            
(NA)	 有一种异性朋友，记永远让你温暖。            
(4星)	 努力的长今            
(5星)	 好，很好，非常好            
(4星)	 励志，美食            
(4星)	 剧情吸引我看完漫长的它,而李英爱真的老了            
(5星)	 李英爱            
(4星)	 一个女人的一生应该像她那样自强不息            
(NA)	 敬佩            
(NA)	 看过一部分            
(NA)	 2005年.想再看            
(5星)	 看了很多遍。很喜欢            
(NA)	 还是不错的长篇            
(NA)	 这个，完全把中医当成韩国的东东            
(NA)	 看过部分..没看完            
(5星)	 当年那个假期，就守着长今，跟着她的悲欢离合，仿佛自己也走过了一遭。            
(5星)	 看的第一部韩剧            
(NA)	 很好的一部励志片            
(5星)	 长了点。但是真的是励志啊，这个女人不简单。里面池珍熙很有感觉。            
(4星)	 中医            
(3星)	 百折不撓啊……但我真不覺得好看            
(5星)	 超喜欢            
(NA)	 好             
(NA)	 全家一起看的偶像剧            
(5星)	 很棒的励志片！长今的坚持，诚恳，善良，勇敢......“闵大人”的守候......饱和的画面色彩,服饰,美食......            
(5星)	 哦，闵政浩大人~~~~~~~~~~            
(5星)	 闵大人啊~~你是我们心上一把温柔的剑~~            
(5星)	 励志~~！！~            
(5星)	 很喜欢很喜欢。青春励志~~~~            
(5星)	 很喜欢!!!!!!!!            
(4星)	 就是有点太徐了。。。            
(3星)	 好长好长的电视剧啊……            
(3星)	 还不错,体现了奋斗向上的精神            
(NA)	 长今的几次表现都来自于比别人多积累的信息量而胜出。            
(NA)	 为一个坚持的女子感动            
(5星)	 经典，感动，永恒。            
(4星)	 很奇怪周围的人都没有耐性看这部片子，但我很喜欢。具体的情节记不太清了，但我记住了感觉，记住了纯美至善的人性。            
(3星)	 的确太长了            
(5星)	 我最喜欢的韩剧。            
(NA)	 又长又臭             
(NA)	 大长今            
(4星)	 真美            
(NA)	 看完了也没LI好志            
(5星)	 无论看多少遍重播，都甘愿！            
(4星)	 喜欢李英爱，很美。            
(NA)	 实在看不下去            
(4星)	  励志  励志  励志             
(5星)	 不错            
(4星)	 就是情节有点拖沓。其他蛮好            
(5星)	 很励志            
(5星)	 挺好看的，觉得长今怎么那么倒霉，和琼瑶阿姨的女主角有的一比            
(NA)	 曾近痴迷过 呵呵 济州岛啊            
(4星)	 一个字—牛，两个字－真牛，三个字－非常牛            
(5星)	 很好的励志剧            
(NA)	 绝对立志            
(5星)	 太长……了            
(5星)	 《大长今》的剧情其实很单纯，甚至可以用“平凡女子的奋斗史”一句话来概括。它没有《蓝色生死恋》的煽情，没有《冬季恋歌》的浪漫，也没有《澡堂老板家的男人们》的幽默，长今只是一个为实现母亲遗愿而入宫学习御膳料理的普通女子。她没有与生俱来的才华，只靠自己的坚忍、聪颖、善良和永不停止的求知欲去与厄运抗争。无论是刚入宫时遭遇的种种刁难，被诬陷流放到荒岛作宫婢的苦难，还是重新入宫当医女的重重阻力，虽历尽磨难，却从不放弃。有人说，长今就像韩国代表性的泡菜，虽然普通平常，却让人感到亲切，那种“平凡的魅力”给人奋发向上的激励            
(NA)	 太长了。。。。            
(5星)	 我喜欢长今            
(NA)	 不太了解韩国的历史，看不太懂其中的政治关系            
(NA)	 真是佩服韩国人的编剧水平，看一集就会连着看下去，厉害~            
(NA)	 我喜欢小长今，和韩尚宫娘娘            
(4星)	 不负盛名,喜欢里面男女主角那种看似浓却仍然淡淡的感觉            
(NA)	 169            
(NA)	 喜欢李英爱，也喜欢池真熙~~            
(5星)	 这个是自己想看的，的确好看，励志            
(NA)	 对于美食我毫无见解            
(NA)	 大一的时候努力看完，喜欢上李英爱            
(NA)	 她的个人魅力和经历深深地触动着阿贵。。。            
(NA)	 虽然觉得很长，但是看的过程中还是饱了眼福的            
(5星)	 非常喜欢呢！感觉特别能给人力量，长今真的好坚强，又善良...美食也很诱人哦!也好喜欢笑眯眯的闵大人!            
(NA)	 食物满丰富的，对韩国饮食文化有比较深入的介绍            
(5星)	 一句话引人入胜。。。            
(NA)	 很喜欢呢，我偶像            
(5星)	 被故事的跌宕所吸引，被料理的美食所牵引，怎能不看。            
(NA)	 很励志。            
(NA)	 湖南台首播，从头看到尾，越往后越没劲            
(3星)	 随着大长今的全国热播,也跟着看起来.比较喜欢女主解李英爱,但不喜欢太过拖沓的剧情,一般喜欢.            
(5星)	 重温            
(3星)	 因为万恶的湖南卫视对这部充满了怨念。。。            
(5星)	 很好看，我当年看得是昏天暗地……            
(NA)	 说中国的中药            
(5星)	 经典的韩剧励志类影片。喜欢这里的李英爱。据说是她复出的一大力作。很成功，掀起的热潮就不用说了吧。缺点就是太长了。            
(3星)	 虽然励志，但是太长了，不喜欢韩剧            
(3星)	 长今真是太厉害了，厉害得像神。            
(3星)	 不明白为什么这么火，说是“励志感人”，可我感觉这类型的中国电视剧也很多呀～我古董了～            
(NA)	 奋斗的人生            
(2星)	 裹脚布电视剧            
(NA)	 韩国唯美主义            
(NA)	 以前很喜欢            
(NA)	 跟老妈一起看的，觉得太长了！            
(NA)	 将繁琐运用到极致            
(NA)	 说是励志片，不如说是历史剧。            
(2星)	 没意思            
(3星)	 在云南出差的时候看完的，还行，情节拖沓了点            
(4星)	 有人说我长得像长今,不解.            
(5星)	 励志片 年轻人应该多看点            
(NA)	 一个理，天行健君子以自强不息            
(NA)	 青春励志型            
(4星)	 大学毕业前夕..学校机房..            
(4星)	 节奏有点慢，但是是部立志的好片子            
(3星)	 最初不是很喜欢，但是最近觉得还行。虽然以现在的逻辑看，很多情节很牵强，但是，总体还是很不错的            
(3星)	 青春励志。不过也仅限于此            
(5星)	 太经典了~            
(3星)	 喜欢小长今            
(4星)	 原本并没有打算看这部电视剧，虽然看过的人都说好看。主要是因为之前看过原书，觉得很一般，猜想电视剧也不会精彩到哪里去。可是一整个假期电台都在放，忍不住看了起来。恩…我得承认是书误导了我，片子确实很吸引人，不管是主题还是剧情。。只是，有时会想，为什么一个“厨房”一个“医院”就可以把朝鲜宫廷搅和得天翻地覆呢？费解……            
(4星)	 就是太长了点            
(4星)	 闵政浩大人。。。            
(NA)	 较有深度的韩国宫廷剧，情节也是曲折跌宕，结局还算差强人意。            
(1星)	 少了輕鬆和愉快            
(5星)	 非常好看 虽然非常长和慢......点滴间的感情很感人            
(5星)	 很鼓舞人心,很让人向上...长今的精神,长今的爱情,都很喜欢...            
(5星)	 坚强的无话可说            
(4星)	 大长今             
(NA)	  励志            
(NA)	 虽然有点长，但还是很喜欢！            
(4星)	 励志。。。            
(3星)	 主题曲被翻唱得要烂掉..在妹妹的逼迫下看完            
(4星)	 还是买了碟看的来～～～            
(5星)	 第一次认真看这么长的片子  很不错的 很励志感人的 和闵政浩的爱情让我羡慕 因为太融恰了            
(NA)	 经典            
(5星)	 教会了我很多，很多....            
(NA)	 愣是从头到尾地看了一遍            
(4星)	 很经典，但是仍然有韩剧虎头蛇尾的遗憾            
(5星)	 太长了~不过学到很多东西!            
(NA)	 我唯一全部看完的韩剧            
(NA)	 看哭了，李英爱很美            
(3星)	 比较拖沓            
(3星)	 太长了，没看完            
(2星)	 没看过,但是对这类,不感兴趣!            
(4星)	 韩国美食            
(4星)	 有机会再看            
(5星)	 虽然真的很长...            
(3星)	 太长            
(4星)	 特别喜欢女主角的上进心,毅力、恒心，并且能在那么艰苦的环境下能保持一个善良的心，真的太不容易了。            
(NA)	 妈妈的挚爱阿            
(4星)	 大长今            
(NA)	 看了中文版，老爸和我一起看的，魅力不小哦~            
(4星)	 热爱长今　我老婆要是长今就好了            
(3星)	 看过一部分，在湖南台。长啊。喜欢男主角，而且这部剧挺长知识……宫廷斗争。服装不错。            
(NA)	 不知道自己当时哪儿来的耐心            
(NA)	 太长，做菜的方式也不喜欢            
(5星)	 坚强而又善良的女人            
(4星)	 很好的励志剧！            
(4星)	 多了就每感觉了            
(NA)	 不错！            
(5星)	 还是冲食谱来的            
(3星)	 当时感觉空前的好看，大概是受了韩国“万人空巷，犯罪率无”的诱导            
(4星)	 目前为止看过的最长的电视剧，，，很立志的说！            
(3星)	 ...            
(4星)	 韩剧中少有的好片子            
(3星)	 韩国的饮食真的是“单调”、“乏味”            
(5星)	 大家都看过吧，其实我只看了一点点            
(3星)	 不错            
(NA)	 因为大长今，喜欢上氧气美女李英爱，韩国的美食和华丽的服饰，真的好想全部拥有！一定要去韩国~~~            
(5星)	 粉稀饭，要是真人真事那长今也够坎坷地啦            
(4星)	 湖南台造热势,让人不得不注意,医学饮食让人不禁感慨,            
(NA)	 比较冗长的片子，我还是租的碟子看的。没有看到结尾，不过确定太长了。            
(NA)	 长今的善良与努力            
(5星)	 很温情，本来就超级钟爱各种美食，看的时候几乎总在流口水。            
(4星)	 心            
(5星)	 里面的美食呀！（口水滴落中）            
(5星)	 绝对的经典，虽然也有韩剧的臃长，却是非常值得看的励志上品！！            
(5星)	 一个字：好！            
(5星)	 长今，值得学习            
(5星)	 超好看！有关韩国古代的事物。值得一看！            
(5星)	 学到好多东西            
(5星)	 感人，没说的，而且看了很振奋！            
(5星)	 好吃的，好孩子，都挺好的            
(5星)	 最喜欢拉            
(4星)	 TVB看了半，网吧看了半...            
(5星)	 是部风靡两岸三地的韩剧。剧情很优，而除了男女主角之外，也有很多角色的演技都让人很喜欢，例如：机伶聪慧的小长今、善良搞笑的大叔与大婶，还有韩尚宫...所以，非常喜欢这部戏。            
(4星)	 感动过后,也许应该向长今学习她的努力            
(5星)	 给过我力量的电视剧            
(5星)	 几年钱很热的电视剧            
(3星)	 太长了些，故事写的不怎么样            
(3星)	 还行            
(2星)	 没意思!!            
(5星)	 很感动，还能看做菜做药，好赚的啦            
(5星)	 特别好看，既能了解韩国历史，又能欣赏美味的料理，还能学习主人公的精神，其中有夹杂了幽默风趣。            
(4星)	 要象长今学习~            
(4星)	 太长咯,剧情还可以            
(3星)	 ..so many people have comments            
(NA)	 韩剧一惯的拖沓，虽然长今的信念老套，但我还是喜欢，更喜欢的是她与闵政浩的爱情~~            
(5星)	 喜欢李英爱甜甜的笑脸和坚强的性格            
(4星)	 还不错的,就是结尾拖沓``            
(5星)	 韩国            
(5星)	 我最喜欢的韩国长剧            
(3星)	 电视剧也行？？            
(4星)	 不错的励志片，就是长了点。看完太辛苦。            
(4星)	 韩剧中的经典            
(NA)	 挺好看的，就是太长啦，有70集呢            
(4星)	 一位历经坎坷并且有着好运气的坚强女性~~            
(5星)	 很好看            
(5星)	 励志啊            
(4星)	 非常喜欢长今,那种坚韧,自强的性格.&lt;大长今&gt;片中的中医跟食疗理论也让我感慨.            
(NA)	 520123            
(NA)	 迄今为止，少有的好片，女主角演绎的非常到位            
(5星)	 不错，期待            
