http://movie.douban.com/subject/1478186/	射雕英雄传 射雕英雄傳
(4星)	 小时候的陪伴。            
(4星)	 爱这版的东邪。            
(NA)	 太 遥 远            
(5星)	 人人都知道它经典            
(4星)	 最经典的射雕版本．．            
(4星)	 靖哥哥            
(5星)	 我儿时电视的全部回忆。            
(5星)	 无法超越的经典之作！            
(5星)	 98年的时候还用铁锅收村上放的录像带的信号            
(4星)	 一朋友的叔叔演的是射雕英雄传里的内雕。。。。我怎么记得内好像是神雕侠侣啊。。  这俩是一个吧。。            
(5星)	 经典之作！            
(NA)	 最经典            
(5星)	 经典            
(5星)	 西毒和梅超风 恐怖之感            
(5星)	 翁美玲无超越的黄蓉            
(NA)	 80年代的经典，我想80后没有几个人没看过的吧。            
(5星)	 经典的射雕，虽然我觉得08版也很不错            
(5星)	 泪流满面。            
(5星)	 绝对经典，百看不厌            
(5星)	 经典的            
(5星)	 太多经典，黄蓉，杨康，黄药师，周伯通            
(5星)	 83版 经典··            
(4星)	 板凳阵容无比强大~~曾江版黄药师、翁美玲版黄蓉、苗侨伟版杨康！！！            
(5星)	 武侠经典            
(5星)	 事实证明，不可超越。            
(5星)	 我的港剧启蒙，翁美玲的早逝让我很长时间不能释怀            
(5星)	 温美玲的一声靖哥哥....            
(NA)	 经典、超级喜欢那个苗版杨康            
(5星)	 无法超越的经典，无法复制的黄蓉            
(2星)	 安徽台            
(5星)	 永恒的经典            
(5星)	 永远的经典。我妈咪的最爱，曾经的。笑。            
(5星)	 83版很经典。            
(3星)	 没有太多回忆            
(NA)	 还是83版的射雕经典。            
(4星)	 這版演得最好...            
(5星)	 四张机            
(5星)	 不可复制            
(NA)	 苗侨伟好帅！            
(3星)	 第一次看时 98年二年级 还不知道是射雕承认这是演技的经典 但绝对不想再看            
(4星)	 唯一的缺憾的是拍的太早了，动作设计没跟上。            
(5星)	 还是很喜欢            
(NA)	 最经典的神雕，最古灵精怪的黄小邪。可惜呐，红颜薄命~            
(5星)	 这部太经典了，翁美玲的成名作阿            
(5星)	 一直被模仿 從未被超越 完美的黃蓉            
(5星)	 84年经典之作。。。            
(NA)	 跳着看的，不过还是觉得是最经典的一版            
(5星)	 经典中的经典，影响了一代人啊 ，而且在我们心里有根深蒂固的黄蓉形象            
(5星)	 以此片为开始接触港剧。那时候就看得出很多场景不是实景，但是还是看了一遍又一遍            
(5星)	 永恒            
(3星)	 这个实在不好打分。。。            
(4星)	 当年能看出恐怖片的感觉 第一次知道什么叫大招...            
(5星)	 怎么看都不腻的经典            
(5星)	 小时候的回忆~射雕~白娘子~            
(5星)	 好音乐。俏黄蓉。傻郭靖。帅杨康。            
(NA)	 一直很想写一篇分析杨康心理            
(4星)	 其实是82年上映的，不知道为什么叫83版            
(5星)	 原创就是原创，再也改不了            
(5星)	 经典中的经典            
(4星)	 和天龙八部一样,我喜欢旧版的```女友说,我这是古董趣味```            
(5星)	 完美。。。死了真可惜。            
(5星)	 呀...我看过这么多电视剧呢.            
(5星)	 永远的83射雕。            
(5星)	 绝对经典..            
(3星)	 都不太记得了            
(5星)	 N遍...            
(5星)	 最喜欢黄药师和柯镇恶两个老疯子。            
(5星)	 绝对绝对绝对经典的射雕！！            
(5星)	 和原著也不符，记忆分            
(5星)	 经典是不用评论的。            
(5星)	 在妈妈肚子里就看过            
(4星)	 刘丹居然演了四个洪七公~~最喜欢这个版本的黄药师~            
(5星)	 世间始终你好            
(5星)	 太像蓉儿了~~            
(5星)	 小时候的最爱            
(5星)	 靖哥哥·····            
(4星)	 无法超越            
(5星)	 经典中的经典            
(5星)	 经典中的经典，不解释...            
(5星)	 确实很经典~            
(5星)	 靖哥哥，蓉儿，呵呵            
(5星)	 事实上没看完这版本            
(5星)	 一直最经典，从未被超越！            
(5星)	 哎呀，18岁的黄日华真是Q死了，翁美玲的小龅牙也挺可爱的，像口袋妖怪离得大海狸。不错。            
(3星)	 年代不对了，现在看看好傻            
(5星)	 我爱死那些歌  爱死黄蓉了 爱死杨康了            
(5星)	 翁美玲版的黄蓉是我心目中永远的经典，无可取代            
(5星)	 这是银幕武林之始，亦是武侠华山之巅，永远凌驾            
(5星)	 经典之作            
(NA)	 经典之作啊            
(5星)	 经典            
(5星)	 這是真正的經典！            
(5星)	 经典中的经典            
(5星)	 小时候一家人围着黑白电视机一起看的日子很怀念            
(5星)	 哥年轻的时候。。。            
(5星)	 黄日华太牛了            
(4星)	 跟原著是两个故事.....            
(NA)	 可怜的华筝            
(5星)	 “论武功，俗世中不知边和高或者，绝招同途异路？但我知，论爱心，找不到比你更好……”            
(NA)	 经典            
(5星)	 这个经典就不用说了            
(4星)	 經典啊！以後的其他版本的射雕都沒有這部讓我印象深刻，不過現在看來當年的特技實在是太搞笑了....妝也太濃了            
(5星)	 这次回家又看了两遍，真是百看不厌啊~            
(5星)	 这是唯一一部让我深爱至今的连续剧，记不清看过多少遍啦，百看不厌。。在我心里，黄蓉的位置，除了翁美玲，没有任何一位女演员可以代替。。            
(5星)	 小时候等到起看的电视剧。。            
(5星)	 83版的射雕永远是最经典的            
(5星)	 经典            
(5星)	 一边看一边练降蓉十八屁，屁屁有威力！            
(5星)	 童年回忆里，占重量级地位！            
(4星)	 我看这片子时，还是黑白电视的年代，后来买了碟来温习，特别关注了一下星爷当“匪兵甲”的镜头……            
(5星)	 一部被认定无法被超越的武侠巨片，最好的射雕版本，金庸原著的完美演绎 套用一下豆瓣的话吧 小时候电视观看            
(5星)	 经典            
(4星)	 翁美玲 好可惜……            
(NA)	 经典            
(NA)	 不能言语的情结            
(5星)	 经典不多说，看过N遍，还是很喜欢            
(5星)	 只记得那主题曲...            
(5星)	 经典啊~            
(5星)	 一代武侠经典            
(5星)	 儿时记忆。还是我爸带着我看的。            
(4星)	 剧情真的是记不清了，就记得很经典，被很多人奉为经典，导致张纪中的《射雕英雄传》被骂的稀里哗啦。            
(5星)	 翁美玲就是我的梦中情人...            
(5星)	 最好的黄蓉            
(5星)	 没看过这版的人，是杯具~~~            
(NA)	
(5星)	 还有啥好说的捏 就是最好之中的最好哈            
(5星)	 经典            
(NA)	 经典啊~~~            
(NA)	 为了翁美玲            
(5星)	 经典啊！！！            
(5星)	 太喜欢了，现在还买了碟有事没事就看一下。            
(5星)	 太经典了，不仅仅因为那个年代。            
(5星)	 经典。。。小时候以为世界的另一端就人们就像他们那样的生活。。。多好啊。。。            
(4星)	 其实我没看过……但大家都说经典            
(5星)	 人海之中,找到了你,一切变了有情义从今心中,就找到了美,找到了痴爱所依人生匆匆 (碍),心里有爱 (碍)一世有了意义 (此生有意思);万水千山此生有人 (碍),相接又相倚 (相靠依)同声 (同心),同气 (同意),无分 (无分)彼此用尽爱与我痴,与你生死            
(5星)	 这次和以前看得稍微不一样，是粤语版本。发现了和看国语时候不一样的感觉，那就是声音真的可以塑造出不一样的感觉。粤语版本中郭靖的声音，真是有些傻傻的，有时候很气人，国语版本就不一样，虽然郭靖傻头傻脑，但声音听起来却是丰富了人物很多性格。把原先的缺陷给掩盖了十足。从这点来说，稍微为李亚            
(5星)	 一部我自己的电视史上空前绝后的电视剧。从来不曾也永不会再为一部电视剧这么痴迷了。阿翁，你在天国还好吗？            
(5星)	 永远的蓉儿            
(5星)	 记起，好像有次去泰安考试，在宾馆里看安徽台在播这个一直看到夜里12点多。我的天，我第二天还参加考试了呢，嘻嘻，怪我，还是怪电视。。            
(NA)	 最喜欢看翁美玲版的射雕，主题曲也很好听。            
(NA)	 很久以前的电视剧 还能记得片尾曲 真的很好听            
(4星)	 小时候找别人借过碟，没啥印象了            
(5星)	 with huier             
(5星)	 罪过，居然没豆瓣射雕            
(NA)	 经典！！            
(5星)	 看过N遍            
(5星)	 它已经成为时代的经典            
(5星)	 瑛姑。。            
(5星)	 依稀往梦似曾见            
(5星)	 心中最好的郭靖和黄蓉            
(5星)	 伴着长大的 经典值得收藏            
(4星)	 不错            
(5星)	 蓉儿··            
(4星)	 经典            
(5星)	 经典            
(4星)	 多说无益            
(5星)	 太经典了！！            
(4星)	 我说，这个怎么可能没mark过呢？？死豆是不是搞错了？            
(5星)	 小时候考100分的动力~~            
(NA)	 classic            
(4星)	 蓉儿啊            
(NA)	 最爱            
(5星)	 万人空巷            
(5星)	 天呀~每次重播必看的一部经典~            
(5星)	 经典            
(4星)	 小时候很爱滴, 哪管它场景如何简陋, 哪管她黄蓉是不从墙这头飞到那头;             
(5星)	 还用评论么？不必了吧            
(5星)	 向经典致敬            
(5星)	 经典武侠            
(5星)	 很难超越            
(5星)	 哎呀呀，这是我小时候最爱的老，支持！！纪念。最喜欢这个版本的黄蓉和黄老邪！            
(5星)	 最好看的射雕版本。。。            
(5星)	 相当经典~            
(4星)	 最棒的黄蓉            
(5星)	 太好看了，珍藏品~            
(3星)	 小时候觉得不错，现在看看了了            
(5星)	 很不错的            
(NA)	 看过好几遍，第一次看的时候总感觉郭靖怎么那么笨啊~~            
(5星)	 经典被说得太多 但这就是铁的事实            
(5星)	 全家一起看 郭靖黃蓉洪七公 這我們都愛！            
(5星)	 经典意义超越评价意义            
(5星)	 经典！            
(5星)	 还是这版的经典            
(5星)	 梅超风 ~~ 杨康  ~~            
(5星)	 经典的不用说了            
(5星)	 十分好看，绝对经典            
(4星)	 以前觉得这部片很传奇，现在看感觉挺一般的            
(5星)	 最郭靖的郭靖 最黄蓉的黄蓉            
(3星)	 记得还是炎热的夏季。从隔壁借来哥哥的碟子看完的。那阵子。特别痴迷。虽然不喜欢看。但是完全当做打发时间。            
(5星)	 经典不用评说            
(5星)	 启蒙            
(5星)	 经典            
(5星)	 83经典。            
(5星)	 满分            
(5星)	 这绝对是经典的经典，翁美玲的香消玉损更是让它成为绝唱。            
(5星)	 83啊            
(5星)	 超级喜欢杨康            
(5星)	 一代经典            
(5星)	 最近某个台又在放了，当然是普通话版的，不再关心剧情人物关系之后是发现原来黄日华当年也算是个花美男了，尤其是因为上了那闪闪的眼影            
(5星)	 重温 仍是经典啊            
(5星)	 我最爱的武侠小说还是神雕：）所以虽然这个经典。。。            
(4星)	 武侠片经典。            
(5星)	 别跟我提李亚鹏。            
(NA)	 刚又看了几集，还是很经典            
(NA)	 老版够经典。。。            
(5星)	 太好看了，经典不朽之作            
(4星)	 永恒的经典,基本每个角色都无法逾越.            
(4星)	 童年的记忆            
(NA)	 似乎还没有超越的版本            
(5星)	 蓉儿妹妹与靖哥哥的“助残恋”，哈哈~            
(4星)	 经典            
(5星)	 再次重温越发觉得经典！            
(5星)	 人物塑造很经典，有血有肉～很成功！武打设计和音乐也没得说。虽然在某些部分很略显拖拉。            
(5星)	 黄日华加翁美玲            
(4星)	 黄蓉和老顽童被演活了，成了很难逾越的经典。            
(5星)	 看得那叫一个“天昏地暗”！            
(5星)	 苗版杨康            
(3星)	 靖哥哥 蓉妹妹            
(5星)	 翁美玲是我心中永远的黄蓉            
(NA)	 可惜美人早逝            
(5星)	 我的最爱            
(5星)	 小时候最爱郭靖~~~            
(5星)	 精典极了,超爱            
(4星)	 记得当时年纪小，看录像总占第一排            
(5星)	 经典 翁蓉儿            
(5星)	 无可超越的经典            
(5星)	 经典啊！梅超风来啦~~            
(5星)	 本人覺得最好的一部射雕了            
(5星)	 翁美玲版的蓉儿喔..大爱..            
(5星)	 只看这版射雕，其他一概无视            
(5星)	 俏蓉儿            
(3星)	 5岁看的电视为什么你们还记得?            
(5星)	 这个都不用说了~曾江啊~三哥苗侨伟啊～            
(5星)	 最好的郭靖，最好的黄蓉。            
(4星)	 经典的不行啊            
(5星)	 小学的记忆            
(NA)	 康哥哥~            
(5星)	 天作之合            
(5星)	 谁能比这版演得更好？            
(4星)	 经典版射雕！            
(4星)	 老片经典            
(NA)	 老掉牙            
(5星)	 喜欢的经典            
(5星)	 经典啊，我的大爱~~            
(4星)	 一部被认定无法被超越的武侠巨片最好的射雕版本            
(4星)	 虽然94版男女猪我都爱，但这部优在先入为主哈。当年美好回忆胜！YEAH~当年放学回家作业写不完是不得看电视的，但是！这部特例哦特例~！！！哈哈哈，问世间……            
(5星)	 再没有一个能超越这个活灵活现的黄蓉，但翁美人只留给我们一声叹息            
(5星)	 很小的时候看的 至今印象都很深哈  苗侨伟哎！！            
(5星)	 苗侨伟的杨康，是我对帅哥的启蒙，小小的心里，念念不忘~            
(5星)	 永远经典的主题曲，永远的阿翁~            
(4星)	 今天才发现这个居然是杜琪峰拍的            
(5星)	 好            
(4星)	 最经典的版本             
(5星)	 经典！翁美玲和黄日华的经典古装武侠！            
(5星)	 此片上映之时 我尚未出生 之所以经典是因为82版的射雕不仅是我们父辈年轻时所追捧的时尚 到我们这辈依然能够入眼 尽管从背景搭台到武打动作都够古董 但依然不耽误我们喜欢上傻傻的靖哥哥 机灵的蓉妹妹……翁美玲的黄蓉恐怕再也没有人能够超越了             
(5星)	 还是83版的好看            
(5星)	 心中的一代经典            
(5星)	 童年的记忆            
(5星)	 经典啊，无论翻拍过多少次，这个版本永远都是那一代人心中的经典~            
(5星)	 经典            
(4星)	 经典啊经典，傻人有傻福            
(5星)	 我我我。。从小最爱的片子。。。            
(5星)	 大概是小学二年级看的吧，还是爹妈租的碟呐~            
(5星)	 粤语更经典            
(5星)	 经典一版            
(5星)	 经典中的经典！            
(NA)	 有时候也觉得翁美玲太可惜 太可怜            
(5星)	 万人空巷的日子～            
(5星)	 音乐  服装            
(5星)	 啥都不用说~            
(NA)	 这个版本！我的最爱            
(5星)	 个人的武侠入门            
(5星)	 被人说烂了的经典但怎么说呢，在我们的心灵最单一最纯净的时候，黄日华和翁美玲为我们演绎了憨郭靖和俏蓉儿的雏形已经先入为主了，自然对其他版本开始排斥            
(5星)	 这个简直是无人不晓了            
(5星)	 无法超越            
(5星)	 最俏的黄蓉！            
(5星)	 听见铁血丹心都心潮澎湃            
(5星)	 阿苗啊！！！            
(5星)	 记忆中的经典            
(5星)	 永远的经典            
(5星)	 打小被梅超风吓得 到现在都胆子小            
(5星)	 曾经听人笑谈当年香港电视剧的粗陋单调，舍不得花血本，头套乱糟糟，长剑轻飘飘，连追逐埋伏都永远是那同一片树林，好像总也绕不出去一样。其实，永远绕不出去的又岂止是那一片树林，还有我们那一段乱糟糟轻飘飘却也耗尽了全部血本的青春。            
(NA)	 无法超越            
(5星)	 经典版本            
(5星)	 苗侨伟的杨康，心中永恒的经典~~~大反派不是谁都能演和演好的~            
(NA)	 看它一万遍~!            
(4星)	 经典版本            
(5星)	 永远的经典……            
(4星)	 聪明任性的蓉儿和傻傻大度的靖哥哥真是绝配            
(4星)	 83版            
(5星)	 逐草四方沙漠苍茫，那惧雪霜扑面，射雕引弓塞外奔驰，笑傲此生无厌倦            
(NA)	 经典            
(5星)	 经典！            
(4星)	 第一次在收费频道看的就是这个电视剧那时看梅超风的九阴白骨抓 吓的差点尿裤子 囧            
(5星)	 无法超越的经典之作            
(4星)	 周末宅了两天，看了下这个老版射雕。真是极品啊。而且真忠于原著。哪个演员才能再演出这样的黄蓉，这样的黄药师，这样的杨康啊。            
(5星)	 这版射雕演的真的很好！            
(NA)	 同样是据我爹娘说我是看过的。            
(5星)	 还是经典好            
(5星)	 第一次那么喜欢杨康……            
(5星)	 经典中的经典            
(5星)	 赞!            
(5星)	 已然无法被超越了            
(5星)	  翁美玲 + 黄日华   不用再说了。            
(4星)	 永恒            
(5星)	 经典中的经典……            
(NA)	 雖然有粗糙的地方，演員還是好的！            
(5星)	 无论看多少次还是喜欢。            
(5星)	 安徽台在放，太怀旧了。。。。            
(5星)	 因为最喜欢这个版本的所以就给力荐了            
(5星)	 黄蓉、洪七公、老顽童，这部剧中有很多经典的人物。            
(5星)	 啧啧~经典啊            
(5星)	 经典!!!            
(5星)	 难忘的经典 我至今还会降龙十八掌中的某一招            
(5星)	 依稀往梦似曾见，心内波澜现……人海之中，找到了你……问世间，是否此山最高……            
(NA)	 被后来解构了            
(5星)	 小时候没看过，中学以后才看。自认是最好的武侠片。            
(5星)	 经典当中的经典            
(5星)	 经典            
(5星)	 最喜欢杨康--虽然坏但是恨不起来，就觉得有贵族气质，帅，哪个女人不喜欢呢？            
(5星)	 83版!            
(5星)	 最好的版本            
(5星)	 翁美玲的黄蓉真是无人能够超越。            
(5星)	 居然又开始播了，瓦卡卡~太好咯            
(3星)	 记忆中的经典            
(4星)	 看过几集 大家都喜欢可我更喜欢 张智霖和朱茵那版 到时看到给5颗            
(5星)	 经典内            
(5星)	 经典就是经典啊，不可超越的啊。。            
(NA)	 小时候很喜欢            
(NA)	 喜欢，非常及其以及特别的喜欢            
(4星)	 经典,后面的版本都比不上,我还没看最新的就是了            
(NA)	 经典。。            
(NA)	 经典            
(3星)	 中学暑假的必看剧            
(NA)	 无法超越的经典            
(5星)	 重温            
(4星)	 经典是因为尚未有超越            
(5星)	 翁美玲好傻            
(5星)	 傻郭靖、俏黄荣，美丽的公主是华筝。看的时候好像还在幼儿园            
(5星)	 一个时代的精品啊~~依稀往梦似曾见……            
(5星)	 我愿意沉迷其中不再出来。            
(5星)	 经典啊，没啥好说的            
(NA)	 小时候非常喜欢            
(5星)	  经典的金庸剧集            
(NA)	 谁不晓得没看过啊 当然现在的娃娃不会看了            
(5星)	 小时候看的，超经典的            
(NA)	 虽然在有些情节上与原著有所不同，添加了不少，不过曾江的黄药师最经典了！            
(5星)	 小时候就靠它过活呢。            
(NA)	 金庸剧作的巅峰            
(5星)	 最经典的版本            
(4星)	  翁美玲             
(4星)	 演的是不错，可惜场景差了            
(NA)	 太喜欢金庸的武侠剧了            
(5星)	 还是83版的好看            
(5星)	 儿时的经典            
(5星)	 相当不错            
(NA)	 最爱、经典            
(NA)	 经典啊            
(NA)	 经典            
(5星)	 无法超越            
(5星)	 经典            
(5星)	 現在看起來很傻。但是在8x年來説。經典就是經典            
(NA)	 百看不厌的金庸武侠剧！            
(4星)	 怎么也是看过的第一部武侠剧。            
(NA)	 越老越经典            
(NA)	 我读中学的时候，几乎每个暑假都放。            
(5星)	 不可超越的经典            
(4星)	 记忆            
(5星)	 虽然是经典，但还是比较喜欢94的            
(5星)	 无法超越，永远怀念            
(5星)	 百看不厌的经典，喜欢古灵精怪的黄蓉和憨憨的郭靖。。。            
(NA)	 JD            
(3星)	 吼吼，说实话，对这部感情不深厚，不过苗侨伟还是很帅的^^还是更喜欢看古李95版的，出生年代的原因吧。            
(NA)	 靖哥哥和蓉儿永远是我的最爱。还有七公。想想当年大一时个，每考试一次就去Media上去看一遍的情景真是疯狂            
(5星)	 经典中经典，看了N遍还是想看的经典港剧。谁也代替不了翁美玲饰演的俏黄蓉。            
(5星)	 虽然布景简单漏洞百出，可经典的是人物剧情，不需要华丽的武功。            
(3星)	 太简陋了……            
(3星)	 经典谁没看过            
(NA)	 虽然很少静下心来在去一遍遍的看，但是我坚信它是无法超越的经典            
(5星)	 除了道具寒碜点，一切都是perfect~            
(NA)	 因喜欢蓉儿的俏、慧、邪而更多了一份对翁美玲的爱及对她早逝的深深惋惜、因对靖哥哥的纯、憨、义而从此喜欢黄日华及他扮演的更多角色，对翁美玲的另一部《决战玄武门》也喜好不已。            
(5星)	 至今没发现什么缺陷！            
(5星)	 射雕英雄传             
(3星)	 现在觉得他也没什么。            
(5星)	 永远的翁美玲。            
(4星)	 怀念翁美玲            
(5星)	 无须评论，经典中的经典，所以觉得张纪中大概是胆子最大的人——不知天高地厚。那时候想着找一个像黄蓉那样的老婆，现在想想还是算了吧~~            
(3星)	 金庸 武侠             
(NA)	 永远的蓉儿            
(5星)	 什么是经典，看它就明白了            
(5星)	 永远的经典，无法超越            
(5星)	 喜爱武侠的开始。每次看到蓉儿变装的那幕，心情都莫名的激动。            
(NA)	 有点老了            
(4星)	 经典            
(NA)	 无法超越的经典            
(5星)	 这是最经典的记忆。            
(NA)	 经典 喜欢            
(5星)	 经典版本            
(NA)	 喜欢铁血丹心            
(5星)	 经典中的经典，不再重现。            
(NA)	 三部曲之一             
(5星)	 武侠电视机的经典，发觉后来的版本无一能出其右。            
(NA)	 虽然布景假了一点，但情节还不错。蛮喜欢的。我5岁的时候看过，25岁又重看一遍。哈哈。喜欢黄蓉。            
(4星)	 众人心目中的经典，            
(4星)	 本人最喜欢的一部电视剧            
(NA)	 打击盗版            
(NA)	 黄日华和翁美玲永远是我心中最完美的郭靖与黄蓉~~            
(5星)	 经典中的经典            
(5星)	 喜欢黄蓉，喜欢杨康            
(5星)	 只记得那个女孩的名字了……            
(NA)	 看过永远的８３版            
(5星)	 最喜欢的“黄蓉”。            
(5星)	 儿时的最爱            
(NA)	 为翁美玲可惜            
(5星)	 心中永远的经典~~            
(4星)	 经典呀，尤其是翁美玲的黄蓉！那个年代好多美女！            
(4星)	 最喜欢的金庸书,最喜欢的金庸剧            
(5星)	 永远不能磨灭的记忆,已经被刻在骨子里了!影响了一代人的经典啊!            
(5星)	 经典的经典            
(5星)	 不解风情的靖哥哥，真难为蓉儿了            
(5星)	 经典中经典            
(4星)	 童年            
(NA)	 太好看了，我喜欢~~~            
(4星)	 当年的好多龙套现在都是红人啊            
(4星)	 翁美玲好可爱            
(5星)	 83版射雕永远的经典            
(5星)	 黄日华 翁美玲            
(4星)	 喜欢这版            
(5星)	 个人认为是金庸武侠中最经典的一部            
(5星)	 [PhD] 靖哥哥用粤语说没有国语好听！[MSc] 粤语里“靖哥哥”没国语的好听            
(5星)	 还是小时候的事情            
(NA)	 经典            
(NA)	 至今全部保存，怎么也舍不得弄丢了。            
(5星)	 永远的83射雕            
(NA)	 小学时看的！            
(NA)	 童年经典            
(5星)	 我爸爸超级喜欢．            
(4星)	 经典            
(5星)	 經典中的經典，唔睇走寶﹗            
(5星)	 忘不了翁美玲的一颦一笑            
(NA)	 记忆中的经典            
(5星)	 经典            
(5星)	 或许更是因为翁美玲吧            
(4星)	 每个演员对角色的塑造都入木三分，堪称经典。唯一不足的就是编剧对原著的改变太大。            
(4星)	 金庸的印象            
(5星)	 无可附加的经典            
(NA)	 看过N遍的经典剧            
(3星)	 别人的经典，但对于我来说不是。            
(NA)	 翁美玲演的黄容是最好的            
(NA)	 /            
(5星)	 经典            
(5星)	 好经典啊。。。            
(5星)	 王晶的爹导演的            
(NA)	 超喜欢我最喜欢的            
(NA)	 永远黄日华！温美龄，无法替代的蓉儿            
(5星)	 不能忘却的记忆            
(3星)	 电视都放了第几遍，不过我没有什么感觉            
(5星)	 唯一看过的金庸作品            
