http://movie.douban.com/subject/2153527/	新白娘子传奇 新白娘子傳奇
(4星)	 好像就那么 放了十年的暑假寒假            
(4星)	 童年  童年            
(NA)	 经典的童年回忆            
(NA)	 仍旧好爱啊            
(NA)	 大爱            
(5星)	 纯粹的爱情            
(5星)	 越看越感动。            
(4星)	 赵雅芝咋就那么好看呢            
(5星)	 五星給我的童年 每個假期的固定節目重放十遍也要看            
(3星)	 OH  还是纪念纪念我幼稚的童年            
(NA)	 现在有播，也还是会看一下            
(5星)	 气质女            
(4星)	 基本每个我的同龄人都看过....而且不止一遍,哈哈            
(5星)	 经久不衰的传奇。            
(5星)	 一直被模仿 从未被超越             
(NA)	 暑假必放            
(5星)	 永远的回忆~            
(4星)	 赵雅芝太美了            
(4星)	 那时候喜欢把妈妈的围巾在小棍上弄两个结插在头发里，以为自己很美，学着她们飞的样子和小朋友一起扮演白娘子和小青，没完没了地开心            
(5星)	 恩。。。XD            
(5星)	 经典，不用多说小时候看了好多遍当然，也有电视台的功劳，一年都要播几遍。。            
(5星)	 那个年代的经典。            
(4星)	 我爸说我是看新白长大的            
(5星)	 小时候觉得真好看啊真好看~            
(4星)	 这个貌似不用多说            
(5星)	 断断续续看的……            
(4星)	 现在看有点儿肉麻，但是这是童年记忆中的第一部电视剧。            
(4星)	 看过，但是很久前了，不太记得了，只知道是个经典。            
(5星)	 我记得那时候边看边听歌很享受呢~ 很新鲜            
(5星)	  我看了十一遍，O(∩_∩)O哈哈~ 我的美女芝姐姐~            
(2星)	 真的没感觉            
(NA)	 真是经典啊            
(5星)	 一代经典。            
(5星)	 难道在韩国也上映过？            
(5星)	 当时看着赵雅芝跟天仙下凡似得            
(5星)	 经典！            
(4星)	 儿时的经典！            
(NA)	 小时候暑假都会看的电视剧            
(5星)	 小时候的美梦啊，可是长大了之后怎么也接受不了许仙是女的！！            
(NA)	 好看            
(5星)	 HOHOHOHO~~~某人啊            
(5星)	 小时候看过无数遍，那时就觉得赵雅芝太漂亮了！！！            
(5星)	 小时候最爱看这个了            
(5星)	 小时候看腾了的            
(4星)	 寒暑假必放            
(5星)	 陪我走过小学的电视剧，那时候很讨厌法海，觉得赵雅芝就是仙女啊~~            
(5星)	 哈哈，我小时候酷爱            
(NA)	 童年的美丽回忆            
(NA)	 没人没看过吧？一看搭架式要唱，赶紧换台。            
(4星)	 看过无数遍了，在心灵的深处埋下了一些道不明的情愫            
(5星)	 woo~~~            
(5星)	 我电脑里有全集 每次都当喜剧看            
(5星)	 净化心灵~~~            
(5星)	 童年很美好很美好的回忆、。据说我当年为此买过好几条玩具蛇呢～所以到现在对蛇还是有好感的～            
(5星)	 哈哈！！            
(5星)	 曾经，每一年的暑假，大家都会聚在电视机下，进入美丽的西湖边畔，在诗情画意的江南，可以浅吟低唱，可以放声豪歌，谁又说不可以呢？            
(5星)	 全家一起看剧的美好时光            
(4星)	 经典啊            
(4星)	 经典            
(4星)	 原来女人和女人也可以演对手戏...当年我甚至没发现...            
(5星)	 儿时的经典阿...            
(NA)	 直到现在依然重看            
(4星)	 就是这个电视剧，开始了本人的眼镜生涯，哈哈~不过还是很喜欢滴            
(4星)	 现在看来说好听点是跟话剧似的做作，说难听：怎么有这么烂的演技！史上最偶像的演技啊～～～            
(5星)	 几乎看到场景就能想起里面的台词了，看了太多太多遍了            
(5星)	 经典！            
(5星)	 真的...真的好喜欢！            
(5星)	 第N+1遍ing            
(5星)	 看的第一部电视剧，神啊，白娘娘好美啊~~            
(5星)	 我奶奶的最爱。。            
(5星)	 我的最爱啊~~~            
(4星)	 看过无数遍了，是经典！            
(3星)	 。。。。。。            
(5星)	 姐姐，你千年修行，为了一个许仙值得吗？这明显是现在回忆从前下的评论 呵呵            
(5星)	 童年的回忆, along with 西游记。当时记得小时候每集都录下来，然后翻来覆去的看。。。            
(5星)	 永远年轻美丽的赵雅芝            
(5星)	 说不好看的不是人            
(5星)	 每年暑假都会看~            
(4星)	 古装戏至爱            
(5星)	 赵雅芝实在太美了！            
(4星)	 小时候的爱啊            
(5星)	 绝对经典，每年暑假重播都会看连看5年            
(4星)	 哟哟 当年不 不仅当年 雅芝姐是不老的神话....            
(5星)	 伴随我长大的千年等一回。            
(5星)	 又是很经典的一部~~            
(4星)	 每年的夏天            
(4星)	 大众偶像赵雅芝（鼓掌），不过我还是喜欢小青，嗯。            
(4星)	 n次，童年，暑假。            
(4星)	 HJJC20100126-            
(5星)	 哈哈 经典            
(4星)	 小时候很喜欢 白素贞 漂亮            
(4星)	 白蛇娘子好漂亮            
(5星)	 芝姐的美到人神共爱啊，小时候看，觉得她们发功时电视上那五颜六色射出的光线真好看！童年的经典，重温不尽。            
(5星)	 经典就是经典，百看不厌            
(5星)	 好看            
(5星)	 十三点！哈哈！女同片！            
(5星)	 当时觉得赵雅芝是世上最美的女人。            
(NA)	 无法超越的童年记忆，赵雅芝是神啊~            
(NA)	 经典么……美人            
(5星)	 太经典了，不管是电视剧还是里面的配唱~            
(5星)	 传统文化在台湾……保存的更好一些。            
(5星)	 哈哈，小时候觉得最美的女人            
(4星)	 小学看这个简直太时尚了！全是白娘子的顺口溜~哈哈，好怀念呀            
(5星)	 太漂亮了。。。而且我一直觉得许仙就是男的演的            
(5星)	 真正伟大的作品：电视台到现在还在重播。关键的问题是：它播一遍，好多人比如我，就看一遍，不厌其烦。            
(5星)	 人生的第一个偶像啊……            
(5星)	 经典的不能再经典了！！            
(4星)	 为了这个买了我人生中第一盘磁带。            
(3星)	 人和妖。。。。。。            
(5星)	 我心中永远的经典            
(3星)	 可爱的传说演绎            
(5星)	 儿时的回忆，永远的经典            
(4星)	 小时候看的，回忆中            
(5星)	 哇哇哇！！            
(5星)	 伴随我长大的神奇···            
(5星)	 这是我看过最多遍的电视剧！小时候可单纯了，一直以为叶童是男的！            
(5星)	 白娘子美 许仙配不上她            
(5星)	 每一个假期的必看的电视剧，曾经无数次的幻想过可以像白娘子一样有神奇的能力。唯一一个可以忍受的在电视剧里面安放了这么多首歌。只喜欢赵雅芝的白娘子。            
(5星)	 经典！！！            
(NA)	 我的最爱· 百看不厌~~我哎的赵雅芝~我爱的白素贞……            
(5星)	 儿时最爱            
(5星)	 百看不厌的片子            
(5星)	 叶童演的不错            
(5星)	 有些人依旧风韵犹存。。。            
(4星)	 美中不足的是许仙是女人演的            
(5星)	 永远的经典            
(4星)	 我的童年的童年啊            
(4星)	 话说，当年还很小。。。。            
(5星)	 太经典了            
(5星)	 我是新白迷            
(5星)	 童年的每个暑假，必然有它的陪伴            
(5星)	 那时候就像着迷了！            
(5星)	 对偶的人生观爱情观价值观等等一切的一切，影响太大呢！！！！！            
(5星)	 想当初我们觉得粉好看的啊,经典额            
(5星)	 每年暑期都会播出的，看了一遍又一遍，都不会腻，就这样我长到了21岁            
(5星)	 都说第一次是最容易记得的~~我有记忆以来第一部电视剧就是新白娘子传奇~~最最喜欢里面的法术啦！！！小学也是每个暑假必修重温的经典呀~~现在又在重温这部电视剧~~~却发现关注的角度不同了……人啊~真的是会变的            
(3星)	 据说这部电视剧还有很多电视台在假期的时候在午间或下午时间播放,囧......            
(4星)	 雅芝姐好气质啊            
(4星)	 为了报恩而爱上他。。。 爱是多么的痴阿               
(5星)	 美啊美~            
(5星)	 小时候百看不厌的电视剧            
(5星)	 我的童年。。。。            
(5星)	 杰作            
(NA)	 童年 披上床单毛巾被就以为自己穿古装的童年            
(4星)	 经典            
(5星)	 经典啊~大爱！！            
(4星)	 儿时美好回忆            
(5星)	 哈。            
(5星)	 陪我长大            
(4星)	 多少人喜欢？            
(5星)	 我的爱~~~             
(5星)	 这个不顶没天理吧，那真真是每个假期必播电视，不过有点无语的说。。。            
(5星)	 我何止看了几遍啊……小时候就不干别的天天看这个学这个……            
(5星)	 绝对的经典。            
(5星)	 小的时候是反复播放的。            
(4星)	 前20集。看了又看            
(5星)	 现在电视播还是会看，百看不厌            
(5星)	 曾几何时，对着电视一遍遍地看它。现在它的主题曲我仍旧会唱。赵雅芝也成为心目中的女神。            
(4星)	 有些拖沓 不失经典 别再重拍了            
(5星)	 经典 无需多言            
(4星)	 童年里每个暑假必看的，我们几个孩子甚至还自各用被子当衣服表演过，虽然最后遭到奶奶的痛骂！            
(5星)	 你永远是我的最爱~~~            
(NA)	 经典经典            
(5星)	 没看过、枉为人了吧            
(5星)	 美好回忆，百看不厌            
(NA)	 小时候最爱看的电视剧            
(5星)	 白娘子和正大综艺陪伴下度过的一年级。            
(4星)	 相比赵雅芝其实我一开始喜欢的是叶童额~            
(5星)	 太经典了            
(4星)	 小時候的記憶...            
(3星)	 现在看着真做作啊            
(4星)	 我很喜欢这部片子，尤其是喜欢漂亮潇洒的兔子怪胡媚娘。            
(4星)	 很多时候他们唱的啥我根本听不懂            
(5星)	 百看不厌的电视剧，百看不厌的白素贞，百看不厌的胡媚娘，百看不厌的叶童男装            
(4星)	 不错，经典了            
(5星)	 幼儿园的回忆            
(5星)	 这么老的片子，都能看过吧？            
(5星)	 无可替代的白娘子，这部剧，也是我童年的一部分！            
(NA)	 ～～～            
(5星)	 好多年后才知道叶童是女的，现在依然觉得赵雅芝很美            
(5星)	 我的爱情呀            
(4星)	 当时很多人发誓非赵雅芝不娶            
(5星)	 各大电视台放了百八十遍，却从来没有看到过第五十集~            
(5星)	 现在想起来里面都是唱歌~呵呵            
(5星)	 小时候的最爱啊~            
(4星)	 永恒的经典            
(5星)	 经典的回忆.            
(5星)	 千年等一回            
(5星)	 还有什么说的呢，80后谁没看过！            
(4星)	 我都纳闷我为什么小时候每次都在看都看不厌。。。            
(5星)	 经典啊经典            
(5星)	 不要随随便便对待小动物，因为1000年后它们会回来报恩..            
(5星)	 仙女！            
(5星)	 千~年等一回~            
(5星)	 绝对经典的电视剧！~            
(NA)	 一到寒暑假就盼着重播，只要重播就守着电视看，看了N多遍            
(3星)	 遥远啊····            
(3星)	 看的我內分泌失調            
(5星)	 千年等一回，等一回。。。。如此经典，叶童的女扮男装令人深刻。赵雅芝。啊偶像，保养的那么好。。            
(4星)	 经典啊            
(5星)	 无敌至极的片子 我最喜欢赵雅芝了            
(5星)	 一遍又一遍……            
(5星)	 年轻的赵雅芝……            
(4星)	 看剧情简介。然后。好窘啊。            
(5星)	 看了一个高3。。            
(NA)	 哇！不知当时看了多少遍了，和邻居大姐姐一起看，超开心的O(∩_∩)O 现在呢，那大姐姐结婚了，我呢            
(5星)	 当年强烈推荐            
(4星)	 赵雅芝是我见过的最美的古装丽人，没有之一。            
(5星)	 谁没看过？！            
(3星)	 对许仙的角色不能释怀            
(5星)	 叫你猜 叫你猜！！            
(4星)	 当年的赵雅芝多么亮丽 小时候电视观看            
(5星)	 好好经典            
(5星)	 白娘子白娘子白娘子白娘子白娘子白娘子~~！！            
(5星)	 少年们都喜欢白素贞的！            
(5星)	 估计怎么也看过七遍吧~            
(5星)	 再也没有比得过赵雅芝的白娘子            
(5星)	 百看不厌！            
(5星)	 我恨不得用 繁星闪烁 评点你            
(5星)	 其实我一直没有看过第一集            
(NA)	 很小的时候，看的。听妈妈说我天天追着看，不给看就闹~            
(4星)	 千年等一回。。。无敌的不老神话——赵雅芝。心目中完美的白娘子！            
(5星)	 喜欢陈美琪演的小青啊            
(NA)	 ！！！            
(5星)	 那个时代的经典            
(5星)	 最美的白蛇            
(5星)	 亲爱的女人 额爱你 圣诞快乐            
(4星)	 童年的回忆            
(5星)	 小时候最爱的电视剧 每次跟大人去唱歌都是那首唱烂了的《千年等一回》            
(NA)	 唉。。。。            
(4星)	 不用多说，无疑经典            
(5星)	 小青  我喜欢小青！！！！！陈美琪真漂亮啊~~~现在特别不能接受这剧演演就唱起来的“表达方式”，errrrrrrrrrrrr还有一个情节现在看来很囧： 小青原来是男的 和白蛇约定比武--- 赢了就娶白  输了就变身做白的丫鬟 = =#            
(4星)	 千年等一回^^            
(5星)	 太喜欢了！放一遍看一遍            
(4星)	 很经典,话说我小时候最爱的电视剧之一            
(5星)	 小时候……            
(5星)	 看过最多遍的两部电视剧之一 另外一部是西游记            
(5星)	 经典，不得不顶！！            
(5星)	 小时候一直想，如果在长大后能成为白素贞，那该有多好            
(NA)	 童年的经典            
(NA)	 假期必播            
(4星)	 80后男生第一个YY对象基本上都是赵雅芝。            
(5星)	 小时候我还记得我拿着浴巾套在头上然后施法，真是好单纯呀。            
(5星)	 不知道看了多少遍 很喜欢            
(NA)	 叶童曾是年少的我的梦想，哈哈            
(4星)	 小时候遥远的回忆了~~            
(4星)	 经典老片子，这个录音带我家也有的，呵呵~！            
(4星)	 当年，她确实是不可超越的经典，每年暑假每个电视台都在重放，可是百看不厌，我觉得我这辈子也不会看腻的，可是，现在腻了            
(3星)	 小时候是看这个长大的，不过剧情差不多忘光了，一直记得主题曲--！！            
(5星)	 哇嘎嘎，从小看到大的经典剧。            
(5星)	 赵雅芝 最美的女人            
(5星)	 大爱！！！我从小都能背台词~~~            
(5星)	 这剧重放多少遍我看了多少遍，为毛我就是不厌咧，当年的赵雅芝真是美啊（喂口水……            
(3星)	 小学1年级时候热映直至今天仍有不少观众~魅力无人可挡            
(NA)	 童年的回忆啊~~            
(5星)	 童年对爱情和婚姻的最美设想            
(5星)	 经典。            
(5星)	 经典中的经典~~~            
(5星)	 永远的《新白娘子传奇》。重温往日经典，何须等待千年。            
(5星)	 第一次看的时候还没上小学吧⊙﹏⊙b汗            
(4星)	 是 新——白娘子传奇             
(5星)	 那个时代一定会看、一定要看的片子，回头再看看，真的是乐崩了。光一个片头曲我就已经笑岔气儿了。            
(5星)	 娘子,你在哪            
(5星)	 永远的经典            
(4星)	 无法被超越的记忆            
(4星)	 有没看过的么            
(5星)	 跟我年纪相当的人 谁敢说没看过这部电视剧！！            
(4星)	 这个，不用多说了吧，影响了整整一代人            
(NA)	 经典，把中国女人的美表现到极致，更衬托出男性的懦弱与胆怯。            
(5星)	 千年等一回....等一回呀啊.....是谁在人间.....            
(5星)	 我靠。陪着我妈看了三遍            
(3星)	 一到暑假就會重播的片子。- - 兩個女人左一個相公，右一個娘子。趙姐姐真的很美。            
(5星)	 没得说~            
(5星)	 童年的梦            
(5星)	 呵呵，很经典，雅致，传统。            
(4星)	 吼吼。。            
(5星)	 以后让咱家孩子看~            
(3星)	 东方不败~            
(5星)	 想当年，每个假期都在演，我每个假期都在看~            
(5星)	 经典，还记得当初老妈入睡，和老爸一起看这出戏的日子。            
(5星)	 看了有不下十遍吧，我那一去不复返的童年啊。怎么可能拍的这么经典呢，经典是什么？经典是十年后你再回去看，一样不觉得土。这么多年，电视采用的科技越来越发达，画面越来越炫，同类型的电视剧却没有一部能超过《新百年子传奇》，这是为什么呢。            
(5星)	 经典            
(5星)	 喜欢用两根指头指到太阳穴上，然后说：三昧真火！            
(5星)	 再放一千遍仍看...            
(5星)	 五星是我的记忆给的评价，就冲这么多年来还记得里面人物的名字            
(5星)	 哈哈，我是拿被单插毛衣针，别再头发上，感觉自己好像仙女，就跟白娘子似的，真傻啊！            
(5星)	 想起小时候。            
(4星)	 这个版本无人能超越            
(5星)	 经典，没说的。。下了个清晰mkv版的回来收藏。。            
(5星)	 太童年了            
(5星)	 经典            
(5星)	 又是一个不可逾越的经典            
(5星)	 依稀记得小时候为看这个害同学掉下水我还不知情....            
(5星)	 “瞪瞪瞪瞪瞪。。。”主题曲响起。。。。。            
(5星)	 很好看，歌也很好听，赵雅芝是我小时候的偶像哦            
(NA)	
(NA)	 小时候魔幻片，长大后搞笑片，穿帮镜头数不胜数，一年暑假在奶奶家，看到许仙和白娘子在断桥飞奔相拥的镜头，2支硕大的路灯引入眼帘。            
(5星)	 哈~ 这个不会有人没看过的吧            
(5星)	 真正百看不厌的就只有它了            
(5星)	 喜欢死了             
(5星)	 传统和佛教理念 越看越深            
(5星)	 这是经典 以前对赵雅芝的白娘子简直是疯狂迷恋..            
(5星)	 哦滴神啊。。。膜拜            
(5星)	 又是记忆啊……            
(5星)	 里面有各种我喜欢的元素古装啦 魔幻啦 爱情啦 美女啦 下一代的故事啦好吧 我承认我口味比较杂            
(NA)	 嗨呀。。当年一听到那个声音就激动！            
(5星)	 它是看着我长大的！！！            
(3星)	 当时完全没看出叶童是女的啊。哈哈哈            
(4星)	 买过磁带            
(5星)	 永远的白娘子~~~女神~~~~中国式的古典歌剧简直~~            
(4星)	 漂亮贤惠知书达理，怎么就找了个墨迹男呢            
(NA)	 当时很希望自己就是白娘子，呵呵            
(NA)	 千年等一回。            
(5星)	 于是我们知道假期又到了。。。            
(5星)	 经典，太经典。            
(5星)	 烟花二月去踏青，风光无限少年心. 似水流年等闲过，如花美眷何处寻.             
(5星)	 童年时学着插发髻的那根筷子捏~            
(5星)	 啊~~从小看到大.经典中的经典.木有人能够超越的!!            
(5星)	 小女孩都很喜欢赵雅芝。            
(NA)	 钱塘人士            
(NA)	 经典。我就喜欢。            
(5星)	 最难忘的回忆，即使是高清时代。            
(4星)	 看过好多遍            
(5星)	 谁没看过这经典剧啊            
(5星)	 经典的不能再经典的电视剧，小时候最深刻的回忆。            
(5星)	 童年的回忆，童年的最爱            
(5星)	 经典~            
(NA)	 芝姐～～～～～～～～～～            
(5星)	 我来为前世留下的怨，我爱还今生纠缠的恋，红尘一场漫天的尘埃，寂寞我的爱，隔着一生看你的样子...            
(5星)	 就是没完没了的喜欢可咋办。            
(4星)	 当年可迷赵雅芝了。这哪里是蛇妖啊，整一个大家闺秀            
(5星)	 现在，也相当喜欢叶童            
(NA)	 就是看着它长大的啦。那时候好喜欢小青,不知道为什么耶            
(5星)	 儿童时代的传奇。            
(5星)	 不管是第几次看，感觉都好好的            
(NA)	 经典            
(5星)	 怎么这么经典啊，今年夏天看还是不错            
(5星)	 经典故事，小时候看过很多遍            
(5星)	 千年等一回。            
(5星)	 小时候到后来大概翻来覆去看了7遍- -+ 童年的暑假若是没了它，真的少了什么。            
(5星)	 童年美好的回忆            
(5星)	 太经典了。有时候还会重温。            
(5星)	 超级经典！求那些无聊的人不要翻拍！            
(5星)	 我的女神啊~~~            
(NA)	 妈妈说我小时候看到白娘子就不哭了。            
(4星)	 虽然现在看起来演啊演啊的突然唱了起来有点雷            
(5星)	 赵雅芝太漂亮了~难以想象那时的她已经有两个孩子了~            
(5星)	 太多的东西都在里面            
(5星)	 看到它 就感觉在家坐着凳子等它的感觉             
(NA)	 这个很经典            
(4星)	 很多年后才知道原来这是一个百合的故事。扭头内牛            
(5星)	 经典GL之恋…            
(4星)	 2007            
(3星)	 小时候真是要迷死了，在家和姐姐披被挂毯的装神仙。长大后再看，想着许仙是个女的，就常常恶心地看不下去了。            
(4星)	 不会忘记的电视吧。。。            
(4星)	 百看不厌，哈哈            
(4星)	 看过最多遍的电视剧~            
(5星)	 经典 记忆 幼儿园时候看的电视            
(5星)	 赵雅芝真的超美            
(5星)	 小时候爱看的 和老外婆            
(4星)	 赵雅芝好美啊            
(5星)	 赵雅芝真的很漂亮            
(3星)	 超罗嗦            
(5星)	 经典中的经典...            
(5星)	 谁没看过？            
(5星)	 经典            
(4星)	 那时候虽然喜欢小青但是总觉得她干瘦干瘦的，现在看来还好啦，看来果然一代人一个眼光。小时候我们那儿的地方台一道暑假每天下午连播四集（那时候几乎没有插播广播这个词儿），于是我们每个暑假看一遍，竟然还不厌            
(NA)	 最最最早的记忆了            
(5星)	 NND 我被蒙在鼓里好多年 从来就没人告诉过我许仙他是个女的!            
(5星)	 至今仍认为叶童是男的            
(5星)	 为什么一部音乐剧可以这么红，^_^真是一部老少皆宜的好剧！            
(5星)	 小时候永恒的回忆            
(3星)	 可以看一下            
(3星)	 白娘子真的不会老的说~            
(NA)	 看看现在男女比例，才了解当年法海拆散这对百合的苦心......            
(NA)	 其实……这剧……是百合吧……            
(5星)	 小时候看的。那是92年春节，我还是一个小学生。那时就是觉得许仙是女的，但是不会看演员表，当然，对香港演员的认识，也就是在四大天王上。蛮不错的，现在看，还是蛮喜欢的。里边最喜欢的是小青的青蛇。忘情啊。            
(5星)	 就为看赵雅芝            
(5星)	 黄梅调，诗词歌赋，再也没有哪部电视剧可以运用得如此完美            
(5星)	 谁没披老妈丝巾扮过演白娘子？            
(4星)	 人人都看过的片子            
(4星)	 年年重播 不知道能不能播到22世纪去            
(5星)	 是谁在耳边说爱我永不变            
(5星)	        记得小时候，每个暑假都会放的，我总是和姐姐妹妹们一起坐在电视机旁边观看着，觉得白娘子和小青的法术是那么的厉害，很想拥有的。不记得是从什么时候不放了，有点小失落的。突然在不经意间又重新燃起了白娘子热，很开心。真的是经典呀~~            
(5星)	 每次看到电视里放，都会忍不住看，虽然已经看了无数遍了，都是就是好看！！！！            
(5星)	 赵雅芝 那个美啊 ~！！！！！            
(3星)	 真有啊            
(5星)	 从小看到大！            
(5星)	 三个女人一台戏~            
(NA)	 原来台湾电视剧就是我的菜。。。一直都是 打小就是            
(5星)	 那时还真以为叶童就是个男宁～哈哈～            
(4星)	 儿时的经典            
(5星)	 夏光丽真是丑啊真是丑，不但丑，而且做作，不但做作，而且讨人嫌            
(4星)	 在那之后的很长时间里，我一直以为叶童是男的。我是真讨厌许仙啊，这个窝囊的男人。可能是我要求太高，以现代的眼光衡量过去事情。            
(5星)	 绝对的经典！            
(5星)	 看到它就想到了我的小时候。。。            
(4星)	 我接触的最早的爱情片，刚出来时我妈不让我看，可能觉得小学生不能看爱情题材——我还得跑别人家偷偷看，真辛苦！            
(NA)	 科幻片《人鬼情未了》            
(5星)	 儿时最爱啊~！            
(4星)	 妖善被妖收            
(5星)	 无法超越            
(5星)	 经典的说~            
(NA)	 ...            
(5星)	 伴随了我童年时期的每一个寒暑假，真可谓是经久不衰的典范啊！！！            
(5星)	 经典中的经典.从小到大看了不下6遍.每次电视台重播还是会看.            
(NA)	 真的是童年回忆，对唱的片段很多，印象很深刻。插曲都很经典。            
(5星)	 永恒的经典~~!!!            
(5星)	 必须满分，后来重拍的只能当背景，无论演员，音乐，剧情都堪称经典后来叶童扮女生，怎么都接受不鸟            
(5星)	 我想到的直接是媚娘，果然，影评第一个。。。。            
(5星)	 一个凄美浪漫的爱情故事；一首传唱至今的经典；一部百看不厌的神话            
(5星)	 经典中的经典~~            
(5星)	 媚娘~            
(NA)	 经典就是经典。            
(5星)	 因为觉得白娘子是不能不说的，所以反而淡淡，因为她太完美而不真实。所以喜欢小青。还有胡媚娘，明明也是她演的，却觉得更美。            
(5星)	 看了一遍又一遍，开始时主动看，现在是被动看，某台几乎年年播……            
(4星)	 那时候，很小很小，想娶白姐姐            
(5星)	 很多调调都很爱.             
(5星)	 小学时候人人都在看的片子…虽然似乎一直没看到过结局，但是…这只是一个单纯的回忆- -            
(3星)	 我讨厌女扮男装的叶童            
(5星)	 经典的爱。            
(NA)	 南宋，临安，淡烟急雨中，最初的美好            
(5星)	 经典的电视剧。            
(5星)	 没有之一            
(5星)	 怎么看都不腻啊……            
(5星)	 绝对的经典！            
(NA)	 经典总是能够唤起回忆~小时候一听到千年等一回的音乐 就以为要重放了 高兴的要死，想想那时候能看的懂什么~            
(5星)	 经典到无语了吧，看看现在翻拍的都是些什么垃圾啊            
(5星)	 很经典            
(4星)	 青白二仙,最早的印象            
(5星)	 童年看的最多的电视剧了 还有就是西游记 记得小时候觉得白素贞太漂亮了 惊为天人啊 故事也特别好看 百看不厌 歌曲也很动听            
(5星)	 隔二十年看都很精彩            
(5星)	 嘿嘿……我小时候最爱看的了，除了一直唱歌。            
(5星)	 雄黄和牛黄差很远滴            
(5星)	 赵雅芝大娘很漂亮哦            
(5星)	 童年大爱            
(5星)	 看了不知道多少遍。。。电视台的心头大爱。。。            
(4星)	 多么古典啊，台词都文绉绉的，呵呵            
(5星)	 哦 小时候的最爱            
(NA)	 很喜欢白娘子的为人，不喜欢许仙的懦弱，他不值得她付出。            
(4星)	 好喜剧！            
(NA)	 心中永远的赵雅芝            
(5星)	 看的时候年纪小，一直觉得男主角挺帅的，后来才知道是女扮男装，汗            
(4星)	  千年等一回 ....            
(5星)	 经典啊~~~~~            
(5星)	 小时候最爱看的电视剧！赵雅芝是美女的鼻祖！            
(5星)	 真的有女孩子自杀吗            
(5星)	 伴我童年生活的一部电视剧，尽管看了很多遍，但还是喜欢，记得每次寒署假都重播，而且一天连集，真是过瘾啊！            
(5星)	 我的爱情启蒙师！！            
(5星)	 其他没啥好说，为了赵雅芝五星            
(5星)	 永远的经典            
(4星)	 到现在都很耐看            
(3星)	 那个时候以为赵雅芝是一个如天仙般存在的女人            
(NA)	 经典之作啊！            
(5星)	 还记得小时候啊……            
(5星)	 是伴随童年的电视剧。。            
(5星)	 多经典呢白娘娘小时候第一个偶想？            
(5星)	 小时候的最爱            
(5星)	 为了发哥给五星吧。。。            
(4星)	 看得最多遍的电视剧            
(5星)	 不让别人知道这次收藏。            
(5星)	 哈哈，啥都不说了            
(5星)	 虽然现在再也看不下去 但是 回忆真的很美啊            
(5星)	 觉得小时候每天都在看。。。            
(3星)	 赵雅芝是美女啊 这竟然是同性恋电视            
(NA)	 突然想起~~~            
(2星)	 小时候喜欢白娘子，每次播都看回头再看，很雷人特别讨厌白娘子，以前最讨厌的彩英（是叫这个名字吧，媚娘的丫头）和媚娘倒变成最喜欢的了。虽然央视版的没法和这个比，但是从白素贞还有许仙的感情戏来说，我觉得央视版的更好些。            
(5星)	 赵雅芝是仙女。            
(4星)	 看了后这么久，才发现其中真正的含义。            
(5星)	 不用说了，看着赵阿姨长大的            
(5星)	 年年暑假看！            
(5星)	 没看过的人举手            
(5星)	 传说法海是个鳖精，唱戏的版本里就是一个鳖的脸演的。哎！白娘子都原谅他了，我还在这儿折腾个什么劲儿呢.....            
(5星)	 经典中的经典啊~            
(4星)	 当时，我妈妈说多看电视对眼睛不好，不给我看！赵雅芝真好看真好看。叶童，我幼小的心灵一直不知道她是女儿身，暗恋过许仙……            
(NA)	 期待明年暑假浙江卫视的再一轮重播……顺便哀悼沦为杭州旅游宣传片的此剧。            
(5星)	 呀呀呀,要成为像白娘子一样的人~&gt;&lt;            
(5星)	 经典            
(4星)	 没有这个怎能叫暑假~~~            
(5星)	 虽然现在看觉得很傻,不过还是坚持五颗星,儿时的各种回忆啊!            
(5星)	 芝姐到现在还这么漂亮            
(NA)	 说实话~我看不出许仙是女的~也米看出媚娘和小白是同一人演的……            
(5星)	 竟然是台湾剧！！            
(5星)	 经典不容多说            
(5星)	 每次看都能从中明白一些东西 感慨颇多            
(4星)	 比起央视翻拍 确实值得推荐            
(4星)	 小时候每年的暑假都会播            
(NA)	 一遍一遍又一遍            
(5星)	 我看了整部电视，哎，妈的就是看不惯老和尚法海的行为，人家的事，他瞎B管，是不是吃饱了撑的不行，怕撑死了去外头压压马路去！！正是J8狗拿耗子——多管闲事！！            
(NA)	 那时候迷的我            
(5星)	 这个不是经典，那什么是            
(5星)	 静伴幼年时光的那一片深藏记忆的绝对领域53            
(5星)	 永远看不厌的经典……            
(5星)	 唱歌            
(5星)	 从小到大看的最多的电视剧...喜欢芝姐经典的爱情，千年等一回...            
(5星)	 白娘子~~~            
(5星)	 没有人没看过            
(4星)	 扮相，音乐都很赞。。            
(5星)	 黑有爱= =+            
(5星)	 经久不衰,经典!            
(5星)	 很久远但到现在还印象深刻的连续剧            
(5星)	 刚才在QQ空间的一个人的分享上看到的音悦台的新白娘子传奇纪念MV ，又跑到这来看了。            
(5星)	 这一版是经典，尤其赵雅芝。叶童演得不错，就是一个明显是女演员的女演员演许仙有点别扭            
(4星)	 那个时代的记忆，当然赵雅芝真的很漂亮……            
(5星)	 西湖西湖··            
(5星)	 老小老小时就爱看，也忘记了当时是否看懂= =            
(5星)	 童年时代最钟爱的电视剧之一            
(5星)	 百看不厌            
