http://movie.douban.com/subject/1856299/	宫 궁
(4星)	 第二部从始至终看下来的韩剧...看完才发觉...这故事要真发生在现在还真有点稀...果然漫画是让我们来天马行空幻想的。            
(4星)	 喜欢朱智勋的那种眼神            
(3星)	 几年前看过的，现在基本忘光了，不过喜欢信多过律            
(4星)	 其实刚看这个电视剧的时候觉得没什么意思，但是后来就看下去了            
(NA)	 第一次喜欢韩剧的男二号 就是金正勋！            
(5星)	 呜呜~我亲爱的信啊~~            
(5星)	 不错，但是尹恩惠最近拍的〈拜托小姐〉就一般般了            
(5星)	 刚开始觉得男主角很丑，不过越看越喜欢咧~~            
(5星)	 我是在冬天看的这部  当时喜欢的啊 现在每次一听宫的音乐都会很放松 然后睡着 — —剧情总的来说还是不错的 服装 背景 音乐 演员 都不错             
(5星)	 画面很美            
(3星)	 剧情太拖了            
(4星)	 喜欢尹恩惠            
(4星)	 我爱律王子=。=朱智勋。。。。杯具。。            
(4星)	 喜欢里面的信~            
(5星)	 看完后俺那叫一个失魂落魄~~~~~~~            
(5星)	 人生第一部完完整整看的韩剧            
(3星)	 朱智勋吸毒一点都不奇怪。有深挖角色的能力没用到正地方吧。置景漏洞多，颜色还不错，可以让韩国人相信。            
(4星)	 好看            
(5星)	 第一部   熬夜看的电视剧            
(4星)	 剧情很韩国，场景不一般            
(NA)	 太喜欢尹恩惠了。一部好看的片子。。我已看了“N”遍还是这么喜欢            
(4星)	 是灰姑娘与王子。。呵呵。美满的结局呢。。不过现在觉得涉嫌吸毒的王子有点可怕。。            
(3星)	 那时候觉得男主角都好好看~            
(4星)	 Cute~            
(5星)	 很好看 最喜欢他们的场景            
(2星)	 刚开始很喜欢信的  后来看不下去了            
(4星)	 尹恩惠真美~~~            
(5星)	 我爱尹恩惠和金正勋!!!            
(NA)	 还行            
(NA)	 男人很帅.娃娃很可爱.            
(4星)	 律，温暖            
(NA)	 呵呵呵 金正勋 最帅            
(4星)	 信..            
(NA)	 n年前看的            
(4星)	 我只记得葡式蛋挞了T.T问题是...这部剧了到底出现了蛋挞没有？？            
(3星)	 男一号是为了推动剧情发展,男二号是用来爱的!            
(4星)	 没事神么意思~纯粹扯淡！            
(4星)	 哦哟当年可是相当爱            
(3星)	 也就还行吧            
(3星)	 后来不好看了。。。            
(NA)	 这部电视剧，一开始看看很好看，但时间一长有些东西就感到乏味            
(4星)	 在韩剧里算是很不错的电视剧了。。。好看            
(3星)	 金桢勋啊！以前超级狂热！            
(5星)	 是一部 单单只看 演员 就停不下来的 电视剧            
(4星)	 信，是一个天生的王子，他的骄傲，他的洒脱...但更心疼律，因为连笑容都是那么的悲伤，他的傻，令人揪心。            
(4星)	 大学的时候看的，好多人一起看，很喜欢            
(3星)	 那时候超喜欢律君            
(4星)	 当时还不错的~            
(5星)	 漫畫改編的電視劇還挺成功的。            
(NA)	 喜欢金正勋的微笑，也很心疼他。。            
(3星)	 小苗说好看才耐着性子看的……金正勋更出彩的说~            
(4星)	 我觉得律真的很不错，比男主角帅啊~            
(4星)	 虽然剧情很韩很俗套，但整体看下来也还算不错            
(4星)	 也算开创棒子们的YY新纪元吧            
(4星)	 什么事经典，对比一下拜托小姐就太烂了            
(5星)	 当仁不让的经典之一~这部剧记录了众主演最初的美好~恩惠的可爱、朱智勋的酷酷的帅气~女配也已经晋身为熟女了~已经离大众的视线渐行渐远了~现在的我很是怀念~仅以此剧缅怀各位主演逝去的青春~            
(NA)	 衣服好看 哈哈            
(NA)	 自此喜欢恩惠             
(4星)	 漫画版本的话，我倒是对信王子的很有爱的说。但在电视版本中，咱对尹姑娘选择信王子而耿耿于怀。。。竟然置忧郁的律王子的深情于不顾。米办法，谁叫咱受不住金桢勋的眼神呢，啧啧，心中那沉睡已久的母性就这么被彻底激发出来。真是拿这么无辜的孩子没办法。            
(3星)	 原来那么早之前，我就习惯了有始无终。又一部未看全的戏。            
(5星)	 衣服和配乐很棒，只不过想起来就感觉有点悲伤的说~~~一点点的沉重            
(3星)	 其实...这片子我可以打不合格不?貌似不是很喜欢伊恩惠演的这部,有点做作,脑残的感觉...            
(5星)	 《宫》也是我看过仅次于《我是金三顺》的一部搞笑又有趣的影片。律的阳光+忧伤的气质，信的冷酷却因为彩静而学会了爱的表达方式，彩静的乐观和搞怪。套用彩静爸爸的话来说就是“扔到沙漠里也能够用仙人掌做成咸菜活下来的人”。            
(NA)	 最喜欢的韩剧之一            
(4星)	 挺喜欢律的……            
(2星)	 给两星算高的，因为音乐还不错。但是韩剧夸张的表演实在受不了            
(3星)	 如果韩国式君主立宪制。前面还想后面有点拖            
(4星)	 感觉开创了韩剧唯美风的另一先河，区别于冬季恋歌那一时期的风格，是新一代的华丽为美剧，现在看看其实剧情也还好，不知道当时怎么就迷成那样了，o(╯□╰)o，不过再看金正勋还是会惊艳~~~~            
(4星)	 很轻松很娱乐            
(4星)	 那时候的尹恩惠还是女壮士            
(2星)	 主角没一个喜欢的 我喜欢崔尚宫            
(5星)	 曾经很迷恋..            
(5星)	 心微微的疼！为了律！            
(NA)	 劇情、人物性格造型都不是我喜歡的（看漫畫可以，劇集不愛，人物不夠美形），但我喜歡那種時空錯亂，古今難辨的感覺，如：稱謂、場景、服飾            
(3星)	 “难道你看不到我吗?为何看不到这个为你心痛的我?”当初被这句秒到~            
(3星)	 始终不能大爱韩剧~            
(NA)	 不大喜欢            
(4星)	 不管是隐藏真心的信，默默守候的律，还是单纯直接的彩京，都让人心疼            
(5星)	 完全喜欢。我无法不去心疼律。以至于后来每次看到他都很揪心。但更爱恩惠。            
(3星)	 有点架空了            
(4星)	 音乐很好听，情节很幼齿            
(4星)	 从这时起，我就喜欢了尹恩惠，而且我和她生日同一天哦，她只比我小一岁~            
(4星)	 鉴于对架空剧情的喜爱。鉴于在我们的体制下还不允许这样架空故事的出现。            
(5星)	 最后几集比较无聊            
(NA)	 好看！            
(5星)	 好看好看，绝对好看！            
(3星)	 当时谁追着看的，韩剧一贯的剧情——契约婚姻。开始比较好看，后来就so so 啦            
(4星)	 最受不了温柔的男人，看好男二号            
(4星)	 就是从这部剧开始知道尹恩惠的            
(4星)	 金正勋演的让人心疼            
(5星)	 大学里最喜欢看的电视剧            
(4星)	 大爱律君！            
(4星)	 大1生活的一个部分。            
(4星)	 喜欢尹恩惠.自然不做作.心疼律.看韩剧的通病爱上男二号.朱智勋的肩膀是每个女生都向往的.华丽的服装.唯美的场景.温暖的配乐不错的韩剧            
(3星)	 配角很像郭敬明 属于耐着性子看完的连续剧            
(2星)	 不知道讲些什么            
(4星)	 小眼睛、高鼻梁、薄嘴唇，X君            
(NA)	 好看啦~~            
(4星)	 不错，如果不拖的话更加经凑，好看~~            
(3星)	 中规中矩            
(5星)	 最愛~            
(NA)	 哦哈呦            
(5星)	 非常非常非常喜欢 看的同时生出很多感悟 打算找个时间再看一遍            
(NA)	 在看这部剧之后，深深地迷上了律王子~戏里戏外同样完美的天才，真的是Prince Charming~            
(5星)	 从这个时候开始喜欢尹恩惠的            
(4星)	 明知是假,卻充滿憧憬,這是偶像劇所能夠提供的。至少在宮這齣電視劇內有令我覺得很美的場景......儘管是虛構的            
(NA)	 朱智勋很王子~只是，吸毒~~有点可怕~            
(NA)	 我亲爱的“金针菇”            
(3星)	 女主角穿的衣服好漂亮！~~情节用两个字形容“垃圾”！            
(3星)	 也没有看完，太长了            
(4星)	 喜欢恩惠            
(4星)	 挺不错，帅哥美女。            
(5星)	 看了很多遍            
(NA)	 那时，我也沉溺            
(5星)	 更喜欢男2号，不知道30多岁的人怎么还能像他那样的娃娃脸！帅呆了~这里的尹恩惠很甜美！很不错的青春偶像剧~            
(4星)	 道具和布景精良，一点也不马虎，尤其片头做得超好，很喜欢            
(4星)	 作为偶像剧，是值得推荐的            
(5星)	 当年的疯狂真的是不一般，为了这个剧先后买了它的盗版和正版。光完整的剧情就看过5遍，那首冰莲果真也听到烂，同学里没一个不知道我喜欢律君的。            
(4星)	 四星 给朱智勋            
(4星)	 喜欢绿王子            
(4星)	 浅笑如阳光            
(5星)	 尹恩惠，fighting            
(4星)	 这样的爱情里 谁都没有错 这才是最纠结的  喜欢律~  08.11.25            
(5星)	 最喜欢看韩剧的时候看的            
(4星)	 片头音乐很好            
(4星)	 构思几特别，可惜节奏还是慢了点，本来期待看漫画版的，结果还是没看成            
(5星)	 看过他，疯狂地成为百合王子的粉丝            
(3星)	 最多三颗星            
(NA)	 好            
(5星)	 看的时候很心疼~~            
(5星)	 高二的夏天。            
(NA)	 尹恩惠好喜欢            
(5星)	 非常非常喜欢            
(4星)	 熊熊~~~            
(5星)	 也算是韩剧代表作吧            
(4星)	 总是喜欢华丽的            
(5星)	 最喜欢的韩剧            
(3星)	 2009            
(3星)	 衣服不错~~            
(NA)	 看过宫之后大爱朱智勋！            
(4星)	 显然我已经忘了具体情节了，只记得律，现在变丑了……            
(2星)	 看了几集就看不下去了.            
(5星)	 超爱律君，布景也很完美~            
(NA)	 是看过的最好看的韩剧~            
(5星)	 高考前迷得死            
(4星)	 男主的个人味道蛮浓的。            
(5星)	 喜欢喜欢            
(3星)	 喜欢金正勋            
(3星)	 当年的恩惠多清纯啊，现在。。。            
(4星)	 还是很心水信君            
(5星)	 浪漫，搞笑！！            
(NA)	 很不错 很青春 很多明星~            
(3星)	 没看完            
(5星)	 大爱。。。。。。            
(4星)	 我很非主流．我喜欢朱智勋．．            
(4星)	 看的时候津津乐道。            
(5星)	      真的很喜欢的一部韩剧，女主角很可爱，男主角就更不用说了，两个都各有特色……            
(NA)	 嗲死了    太皇宫了吧   不过很好看   里面的泰迪小熊也是一大特色和亮点   贵族风格  还有就是那个个性发型了   大红色的韩服真的好漂亮啊            
(4星)	 很好看，可惜啊！！小朱！！！            
(NA)	 姐姐還刻盤了的。。我的信&gt;&lt;我的彩京！            
(4星)	 二王子很帥~~            
(5星)	 以一个特殊的背景   讲述    爱情故事            
(5星)	 有好多好多可爱的熊熊呢！！            
(3星)	 认识尹恩惠的片子。            
(3星)	 服装很赞！            
(5星)	 很好看啊~            
(2星)	 服装华丽 情节烂            
(5星)	 片子不错。            
(4星)	 后来看金正勋就残了~            
(5星)	 喜欢律～喜欢金正勋～            
(4星)	 很好看，里面的音乐也很好听哦            
(3星)	 虽然有律王子,还是看不下去- -            
(NA)	 可爱啊，喜欢女主角            
(5星)	 如果韩国真的是这样的国家， 也许~~~爱情偶像剧也发展到了宫廷里，真的是家族大了 ，那都可以写。            
(3星)	 话说有一段时间很萌信            
(NA)	 恩 里面衣服很好看  剧情多少有些俗            
(5星)	 喜欢信，不喜欢律。很唯美的感觉。            
(4星)	 朱智勋!!!!!!!模特啊            
(3星)	 韩剧永恒的四人定律。            
(4星)	 卡瓦伊美少女英俊帅哥永远不过期啊            
(4星)	 当时觉得阵容很豪华            
(NA)	 呢个好看，搞笑            
(2星)	 相当墨迹。。。            
(4星)	 高中的时候看的。前面还蛮搞笑的，后面好无聊。            
(5星)	 又是爱上男二的戏            
(3星)	 拖拉            
(5星)	 童话世界，有王子灰姑娘            
(4星)	 怎么说呢？虽为荒诞不经的偶像剧，可处理手法却赏心悦目             
(5星)	 最喜欢的韩剧了算  迷恋了律好一阵呢            
(3星)	 没有她们跟我介绍的那么好，能坚持看完了已经很不容易            
(5星)	 喜欢哎，而且越看到后面发现越好看！            
(5星)	 韓劇中不可多得的經典之作            
(4星)	 没日没夜我只求生活在这个美好世界的人能带给我美好！            
(5星)	 纠结的一部韩剧，却让我好几天缓不过来            
(5星)	 喜欢4年了            
(5星)	 接触韩剧的第一步,很好看            
(3星)	 还可以吧            
(3星)	 有点拖的剧情            
(4星)	 尹恩惠瘦了更好看            
(5星)	 律王子            
(3星)	 上大学时看的片子，这几天又翻出来看了，片子投资确实不小，就是男主角有点丑……总的来说还是很经典的。            
(4星)	 王子和公主的故事，因为一帮民众的关爱不得不多拖了几集……orz            
(3星)	  尹恩惠 在里面好可爱哦～～            
(4星)	 鉴于小萌这么的喜欢于是推荐吧~~还是蛮经典的~~2的话如果想吐就去看吧            
(5星)	 负担着的难忘记忆             
(NA)	 经典......服装太经典了.......一直觉得韩国偶像剧的服装太经典了.....            
(4星)	 看的我都做起白日梦啦，哈哈            
(3星)	 很罗嗦，很纠结            
(5星)	 一直认为是韩剧的巅峰作！            
(3星)	 据说好看的不得了  其实一般  不过成就了尹恩惠丑女大翻身            
(3星)	 阵容比较强大            
(NA)	 不错的电视剧，伊恩惠很漂亮            
(5星)	 超爱的一部韩剧，细腻的感情表露无遗。总是笑过以后，心里飘过某些思绪，或感动，或惆怅，强烈推荐，很适合在爱中挣扎的人。            
(5星)	 朱智勋长得有些像我喜欢的他，呵呵            
(4星)	 一开始灰常喜欢金正勋 后来转移了            
(4星)	 尹恩惠一直很可爱啊。。。            
(5星)	 华丽丽的白日梦，闲来可以投入的享受一下，让大脑休息休息。            
(4星)	 虽然看这个电视离现在有很长一段时间啦```也许大家也都看过，但我还是要推荐给大家            
(4星)	 喜欢律。            
(NA)	 超级喜欢朱智勋。。。wow~~~上大学的时候熬夜看了2天。。。。            
(5星)	 大爱一开始看名字并没有兴趣后来再一次无意中看了点之后我就迷了朋友都说我疯了这部剧我看了十三遍当然后面几次捣着看的但完完全全看下来我至少看了7、8边真的很好看            
(5星)	 好看好看~怀念肉唧唧的尹恩惠，以前多乖一女子，瞧瞧现在整容整成啥了...削骨嘛，抽脂嘛，把特色都整没得了~唉~ 暑气啊~            
(NA)	 哎 信……            
(NA)	 开始不错滴，到后面就拖沓了            
(5星)	 太喜欢尹恩惠的衣服啦~pp!            
(4星)	 一直期待遥遥无期的第二部            
(5星)	 最喜欢里面的大王子信，觉得里面的衣服很有feel            
(3星)	 男一号的演技忒假            
(5星)	 ye bu cuo ha             
(4星)	 要死了，还没看完，因为下载到了移动硬盘里，只有没网的时候会翻出来......            
(NA)	 到现在我唯一完整看过的韩国电视剧~            
(5星)	 高三偷偷看~~~            
(5星)	 很有意思            
(4星)	 我喜欢你。真的。愿意为你付出。            
(4星)	 帅气的勋 后面有点拖            
(2星)	 我确实不喜欢这个类型的韩剧~            
(4星)	 制作精良，情感真挚。冷酷的外表，炽热的情感，淡淡的微笑，浅浅的温柔，默默的关心，暖暖的守望。单眼皮男生，喜欢            
(5星)	 这个没话说            
(4星)	 律君~~            
(4星)	 迷人的朱智勋怎么就嗑药了呢？            
(5星)	 我喜欢^^看了NNNNNN遍            
(3星)	 离谱。。。            
(4星)	 萌啊~            
(5星)	 华丽。            
(5星)	 第一次认识少女壮士，认为她的嘴很性感~这部剧着实带我们幻想了一次……            
(3星)	 漫画更搞笑            
(4星)	 缺少的那颗星只因为后半段的拖沓            
(5星)	 2006年，看着宫过夏天            
(3星)	 也挺搞笑的~            
(3星)	 还可以啦            
(5星)	 很不错            
(4星)	 值得看            
(4星)	 高三时还不知好歹的成天看……呵呵             
(5星)	 初中无限的回忆            
(3星)	
(4星)	 比较喜欢信，不喜欢律            
(4星)	 第一部的宫非常好看，而且里面的着装和人物都不错。            
(5星)	 还不错。            
(5星)	 高考后看的 印象很深刻 大概和当时心境有关吧            
(4星)	 当时觉得很不错的一部在幻想前提下的皇宫青春爱情立志片~            
(NA)	 心爱            
(4星)	 不错。            
(5星)	 好难再找到这样好的电视剧了！            
(4星)	 后背控！吼吼            
(3星)	 花费肯定不小，可是剧情不好。            
(NA)	 洋溢着和谐与善良            
(3星)	 越看越没有兴趣。。。不过刚开始还是挺有趣的            
(NA)	 事实证明,不论什么类型的韩剧我都看不下去.            
(2星)	 该片意义不大 感觉很一般             
(4星)	 我比较偏爱律，喜欢那种气质            
(5星)	 哇哈哈哈~~~            
(4星)	 朱智勋还是很有型的~            
(4星)	 恩惠超级有活力，很喜欢的一部剧            
(4星)	 现代版灰姑娘的故事            
(NA)	 基本上韩剧我都看不下去~            
(NA)	 当初是在考试前天偷偷看的。(～ o ～)~zZ不乖的我呦。还是朱智勋不错~虽然当初觉得金正勋帅的稀里哗啦~咱移情了嘛~            
(4星)	 我想我是有“男二号”情节。喜欢就这样看着律王子做在一地落叶中，忽而抬头，浅浅的笑意好似可以温暖周遭的一切。可惜我们本身不是公主。但是仍然渴望可以碰见一个足够温暖的人，他不骑白马，却仅仅一个微笑一个拥抱就能让我变得柔软，不再执拗。            
(4星)	 结尾不够有力            
(5星)	 很好看            
(5星)	 剧情很有创造力！律王子很有吸引力！            
(4星)	 喜欢信王子~            
(4星)	 为熏心疼着。。。            
(5星)	 别说我幼稚，可是依然爱童话爱情故事            
(5星)	 很好看的电视剧            
(2星)	 脑残片。。            
(3星)	 两个男主都欠抽，拖沓。。。            
(3星)	 很美丽的女主角。            
(4星)	 华丽 细致的视觉感受 尹恩惠的演技很好呀            
(4星)	 最喜欢律说的那句话：感谢你出现在我的生命里，成为我的命运            
(5星)	 律。。王子。。            
(5星)	 华丽的现代童话~            
(4星)	 蛮好            
(4星)	 看这部剧里的信觉得他帅。。看完以后。。。不帅了。。            
(3星)	 消遣用，            
(4星)	 最爱信君            
(5星)	 服装真是太好了            
(5星)	 很喜欢的一段故事。熬到日出一口气看完的经历~只想说很不错哦！            
(5星)	 太好看了~~至今难以忘怀啊~~~\(≧▽≦)/~            
(5星)	 尹恩惠的魅力除了金善雅就无人能及了。            
(4星)	 尹恩惠好像是从这部开始红的……            
(4星)	 看的时候蛮迷恋的，粉红少女梦~            
(4星)	 第一本追着看的韩国连续剧            
(4星)	 近年难得的一部创新韩剧 看过的韩剧top5            
(4星)	 看了三四五六遍了            
(3星)	 还可以~            
(5星)	 好看的~~我喜欢信的~~            
(4星)	 金正勋 好帅            
(4星)	 好看            
(2星)	 没劲!中间都要看不下去了 我的律T T你怎么喜欢个傻子啊....            
(3星)	 我都忘得差不多了==            
(4星)	 精致的画面，还有，我喜欢的伊恩惠            
(3星)	 喜欢律，男二号情结啊~            
(NA)	 喜欢信            
(4星)	 爱上男二号。帅帅的勋。忧郁的律。            
(5星)	 能算是我最早接触的韩剧,很不错~            
(NA)	 我认为最好看的韩剧~~            
(5星)	 喜欢金正勋            
(4星)	 因为是尹恩惠。3星变成4星。            
(4星)	 还好还好~            
(5星)	 看得第一部韩剧！唯一看了3遍的韩剧！真难得呵呵！            
(3星)	 这个故事应该不能放在中国这样的背景下，皇室，多少少女的梦啊。            
(3星)	 一度看得快睡着了            
(5星)	 王子与公主，喜欢信~~            
(5星)	 看过还想看。特别喜欢外表冷酷、漠然，内心却是极其善良、热情的男人！            
(4星)	 开始听抗拒看这种电视剧的后来看了 就渐渐喜欢上了不错 里边的穿衣打扮都不错            
(5星)	 服装好灵            
(5星)	 呵呵~~这部剧是在高三看的~~但是自己还是很单纯的            
(4星)	 敢于想象，为了高收视率结尾拖了又拖            
(5星)	 曾经也感动了好久的一部电视剧            
(2星)	 这两颗星给场景。            
(4星)	 现代童话爱情。也是现实爱情。             
(4星)	 挺好玩的            
(4星)	 当时都高中了，还是蛮疯狂的，天天“律君”的，还用韩语叫~额，呵呵            
(NA)	 尹恩惠 粉爱啊~            
(5星)	 超级喜欢。只能这样说            
(4星)	 搞笑            
(3星)	 拍的很好，剧本不好            
(5星)	 闲来无事看韩剧 3年前看得了 其实我还是最喜欢律 多好的男孩 温暖极了……            
(4星)	 金正勋...喜欢            
(5星)	 韩国的电视真会骗人！韩国的王宫简直就是豆腐干            
(4星)	 很经典的韩剧，故事好，制作水平也是华丽丽的啊~~~~            
(5星)	 就是从这部电视剧开始喜欢勋的，实在是太帅了，爱死你了。            
(5星)	 道具都好华丽，自己反反复复看了n遍，我也算半个恩惠的校友，支持一下咯            
(4星)	 新颖而已            
(5星)	 尹恩惠在里面非常可爱，信王子也不错哦。            
(3星)	 看的时候觉得金正勋好帅，其他的都不怎么会演戏            
(3星)	 让人心疼的金正勋呐            
(NA)	 信            
(5星)	  一部现代版的青春童话，明知道很假，看是就是吸引人的眼球~~            
(NA)	 曾经让我看到大清早5点的电视剧，就只有宫了，很喜欢尹恩惠的自然可爱，信得王子气质是我讶异的            
(NA)	 喜欢这样的假设背景            
(4星)	 律真是体贴啊~            
(3星)	 当时看的时候，开头觉得不错，后面又落入俗套=- =没看到结尾就PASS了- -            
(4星)	 可爱的幻想，hye的蜕变            
(3星)	 君主立宪放到韩国确实新颖 可是剧情上只能说是虎头蛇尾的又一力作            
(5星)	 高中时看完曾经纠结了好久的一部片子，，，很喜欢            
(5星)	 剧情,场面,人物...没得说了            
(4星)	 大爱~~            
(4星)	 可爱的故事，可爱的主角，可爱的男主角~~stay很好听~~            
(5星)	 又是一部结尾很粗糙的片子，如果结尾收的好一点将会是一部很完美的偶像剧。虽然看贯了这样的剧情也明白它的套路，但还是愿意看到有情人终成眷属。            
(5星)	     华丽丽的==            
(5星)	 可怜的律            
(4星)	 算是尹恩惠的成功之作。            
(5星)	 这部电视剧让我认识了金正勋，也爱上了这个男人，智商146的超级聪明大帅哥，温柔得让我不敢直视的眼睛，啊……我已经中了金正勋的剧毒            
(5星)	 这部韩剧,还有《我叫金三顺》是两部百看不厌的经典了！            
(NA)	 经典            
(3星)	 金正勋好有魅力哦！            
(3星)	 纯偶像剧            
(3星)	 我堕落了！？除《人鱼小姐》唯一看完的泡菜剧！！噢真是特殊的鸭子            
(2星)	 不知道为什么这么多人喜欢这部戏。。。            
(5星)	 高中看过的最经典的连续剧            
(2星)	 不好看            
(4星)	 想当年因为这部剧喜欢上尹恩惠、朱智勋 &amp; 金正勋             
(5星)	 不错~王子信，可爱的男人！            
(5星)	 第一次见识偶像剧的魅力，再没有看过比这个更动人的电视剧了            
(4星)	 剧情还是恶俗的灰姑娘变公主的故事，但还是百看不厌            
(4星)	 挺新颖的剧情，看过的第一部韩剧，还不错~            
(2星)	 期望太大            
(3星)	 看了后就光看律了，喜欢金政勋一段时间，其他人演的都好假。            
(NA)	 高中的记忆啊 哈哈 全班疯狂啊            
(4星)	 喜欢那段大提琴的音乐。            
(3星)	 小的惶恐难得胡说八道的很可爱            
(5星)	 不错的童话故事            
(4星)	 一部经典的韩剧~~~            
(4星)	 挺有意思            
(NA)	 华丽啊            
(3星)	 后面实在是看不下            
(4星)	 剧情不是那么出彩，但是很喜欢男主角            
(NA)	 尹恩惠好漂亮，金正勋唱歌不错！            
(5星)	 很温暖也很虐            
(4星)	 曾经一集一集地追着看。网络电视，翻译版本。那段日子不复存在了。            
(4星)	 以前很喜欢            
(4星)	 韩剧 金正勋             
(5星)	 架空，满好玩的            
(3星)	 磨迹得咧~~~~~~~~~~~~            
(3星)	 给初中生看的。            
(5星)	 超好看的。推荐。            
(NA)	 不喜欢男主角            
(4星)	 里面男主角和女主角出场的衣服都是情侣搭配 美死了            
(4星)	 高三那年居然爬墙去网吧等更新....            
(NA)	 我爱朱智勋~！！！            
(3星)	 还是觉得尹恩惠很像全智贤            
(3星)	 前面还是挺不错的。            
(3星)	 just so so……            
(4星)	 挺好看，但是戏拍得太。。。。。。            
(3星)	 还是蛮轻松的，看着消遣不错。            
(4星)	 这个ok 小学毕业的暑假时迷着            
(4星)	 一直觉得律很很很可怜，看完了郁闷了我一个星期            
(4星)	 很好看！前半部分搞笑，后半部分感人~            
(5星)	 就是喜欢。。            
(4星)	 华丽            
(5星)	 於是，這部片子，曾經是通宵看完的。於是，迷上了信王子和律王子。於是，迷上了泰迪熊。於是，迷上了說A ZA FIGHTING!            
(5星)	 真正看的第一部原声韩剧从此爱上尹恩惠更爱上了韩剧中的唯美PS，更喜欢律            
(3星)	 拖泥带水真无聊。            
(3星)	 个人觉得一般            
(5星)	 爱他，爱信，爱上那个默默喜欢着彩京的男人，笨拙地不知道该如何表达自己，却爱得比谁都深，冷若冰霜的他，却如阳光般温暖，爱上他的笑            
(4星)	 开始挺搞笑的，后来就有点太纠心了~            
(5星)	 当时掀起了偶像剧潮流~~~可惜朱智勋就这样~~~~~~~~            
(5星)	 朱智勋。。。听说您被抓起来了。。。诶            
(5星)	 两位王子的爱情战争            
(3星)	 服裝確實不錯，後半部份看不下去了……            
(2星)	 少女情怀总是春之无法理解。            
(3星)	 有点拖沓……            
(NA)	 喜欢            
(4星)	 看在耗费上多加一颗星            
(5星)	 恩惠初出茅庐，可爱的角色            
(NA)	 免疫            
(4星)	 信的眼神让我心疼；律的静态让我幻想；彩京的笑让我看到坚强            
(5星)	 里面的衣服和配饰真的很赞            
(5星)	 !!            
(NA)	 额~！华丽            
(4星)	 嗯，很华丽，相当华丽            
(4星)	 那时我很喜欢            
(3星)	 看的时候韩国一周出两集，我那时候也耐心地一点点等下来了，前面还是有些趣味的，后面几集，很可惜，虎头蛇尾~韩剧的通病。            
(4星)	 画面华丽            
(4星)	 漫画是它的搞笑版吧。。。            
(3星)	 3星都是给背景布置的。的确是部华丽的片子。            
(5星)	 也比较经典的说……            
(4星)	 服装太漂亮            
(4星)	 比较理想化了~            
(3星)	 剧情看到一半的时候跑去看演员参加的节目就知道这部东西有多夸张..不过还是很搞笑的            
(3星)	 当年很喜欢的信王子            
(5星)	 赞赞赞            
(5星)	 还是觉得，看过最好的韩剧是这个。            
(3星)	 真的是简单的消遣            
(5星)	 三个主演都是大爱！            
(5星)	 豪华的阵容 皇宫里的爱情 即使看了无数遍 也没有腻味的时候            
(NA)	 美伦美幻 印象较深的不多的韩剧之一            
(4星)	 尹恩惠从此红啦！            
(NA)	 做的好唯美可爱的熊熊            
(4星)	 看点是主角们的衣服和片子中间出现的小熊吧            
(3星)	 看的时候多喜欢律啊~            
(5星)	 高中时真的很喜欢看呐~sj改编版的更是雷人爆笑哈            
(4星)	 场景、文化、服饰、配乐！            
(4星)	 以前看过，不过剧情有点忘了            
(5星)	 啊~~~~鄙人最喜欢的韩剧~~爱死金正勋了~~            
(4星)	 一部经典的韩剧，属于日久生情吧，是我比较向往的感情方式            
(3星)	 朱智勋 真是。。。蠢            
(5星)	 爱的没法说，勋            
(3星)	 尹恩惠真招人稀罕~            
(4星)	 经典~            
(4星)	 当时看的时候还是蛮震撼的            
(3星)	 律王子还行            
(4星)	 有那么点冗长            
(4星)	 这个真不错            
(4星)	 太……不可思议！            
(NA)	 话说当时很喜欢            
(5星)	 爱 就是付出吧！            
(5星)	 韩剧中的经典            
(4星)	 当时迷恋的王子，今朝却。。唉            
(4星)	 我很少看韩剧其实，都是间歇性的看，这部是4年前刚出国，发烧生病时，在家看完的。很不错            
(5星)	 其实最好是彩京和律，信和孝琳在一起。可怜的律啊...孝琳也挺可怜的...            
(4星)	 当时觉得还不错。            
(4星)	 跟風看的            
(4星)	 早早知道尹恩惠，没想到这部戏表演的很赞。算是特别的吧。            
(5星)	 信君~            
(NA)	 这是我最喜欢的唯二韩剧之一            
(NA)	 中学时蛮喜欢的~            
(4星)	 又是灰姑娘的故事..oh..我深深中毒了...喜歡女主角            
(NA)	 大四阿            
(4星)	 又是个冤家路窄的爱情故事 里面的衣服真的好看啊            
(1星)	 当初是怎么看完的呢            
(5星)	 浮想联翩            
(4星)	 纯真感人的爱1.人心毕竟不是纸张，随便折叠展开2.没有你，我会活下去吗？结论是没有你应该也可以活下去的……但是应该会非常想念……会空虚3.2500万年。从现在起，过2500万年，会重新经历我们现在所经历的事情，重新遇见以前相遇过的人...时间是一种解药，也是我现在正服下的毒药            
(4星)	 哈哈，尹恩惠在这里的扮相真的没的说，不过在其他地方就不咋样了~            
(3星)	 太无聊了……            
(4星)	 我同学老说我和恩惠同学很像有时候，是吧            
(5星)	 王子的爱情            
(NA)	 律王子不错，很王子            
(NA)	 因为金正勋            
(4星)	 拍的场景很漂亮挺幼稚的不过            
(3星)	 看的最后一部韩剧，只对金正勋有点感兴趣，其他不予评价            
(4星)	 律王子啊~只为他而看。            
(3星)	 看完很悲伤，悲伤到失眠。            
(3星)	 偶像片，用来没心没肺地傻笑。            
(NA)	 前方是绝路。希望在转角。            
