http://movie.douban.com/subject/4904661/	绯闻女孩  Gossip Girl  Season 4
(3星)	 已经是鸡肋了            
(NA)	 實在沒有堅持看下去。。棄了            
(4星)	 永远没有结局...无谓再等。            
(3星)	 养眼而已            
(4星)	 Blair越来越好看了 BC啊BC            
(2星)	 好吧其实我就是为了BC才在一直勉强坚持......我觉得真是越来越无聊看不下去我已经弃剧了。。。。            
(4星)	 其实我是冲着连英语去的，不然看几个人乱交干嘛。            
(NA)	 为神马越来越喜欢LittleJ了            
(5星)	 变成习惯~            
(3星)	 狗血和乱搞的代表剧。当fashion show看还是不错的。。            
(3星)	 不看了，太乱            
(5星)	 了解异国风情            
(5星)	 追了好久了。。大爱S~~            
(NA)	 只看时尚，无关人品。            
(5星)	 追了多年的剧  现在第五季            
(3星)	 今时不如往昔，当做无聊时的消遣还不错，比韩剧好的多            
(3星)	 GG开始走下坡了……哎……            
(2星)	 这勉强着看到20集实在看不下去了~            
(3星)	 剧情永远一样i love chuck     i hate chuck……            
(4星)	 心理素质不强不要看            
(5星)	 There is a difference between the great love and the right love.            
(3星)	 顺便学学ABC            
(2星)	 永无休止的折腾。。。            
(3星)	 精神很空虚的一部美剧。但是我还是喜欢blair和chuck一对，serena一直很漂亮。            
(NA)	 看到现在 最完整的美剧            
(NA)	 剧情还能再狗血点儿吗？决定不追了。            
(4星)	 即使blair爱耍小性子，但是她对待爱情是纯洁的。            
(4星)	 喜欢chuck喜欢b 剧情再狗血都追...            
(4星)	 虽然很爱GG,但不得不说真的越来越不好看了 编剧编不下去了             
(5星)	 青春就是来挥霍的，别憋屈的让自己后悔，但也别放纵的让自己后悔            
(3星)	 就最后一集还行            
(4星)	 总觉得BC还会在一起。            
(3星)	 我们都是又无聊又无脑深受品牌崇拜和visual-compact-addiction毒害的人= =            
(NA)	 I&#39;m not loving you, but my life couldn&#39;t without you            
(3星)	 到底能不能行,有没有完.到底能不能成. 真烦.这么长.            
(5星)	 Jenny你出现的频率低的我想自杀。之前一直盼望Blair能做王妃，但是看了最后一集还是觉得自己心底还是被Chuck和她的爱打动的，[伟大的爱]一点都没错，我就差飙泪了好么！总之希望各位幸福，期待下一季！(Blair你美呆了。)            
(3星)	 时装剧就是时装剧~剧情狗血没关系~~快进的看着你~不同的party~万千的衣裳            
(2星)	 脑子进水了，这样的片子看到第四季            
(3星)	 B和D居然有在一起的趋势。果断弃之。            
(3星)	 这季中短暂的有一段，就是B在为自己的梦想fight for时，有打动到我。。。之后，还是爱啥啥吧            
(4星)	 哎。。BC党            
(3星)	 还敢再乱一点吗。。            
(5星)	 很不错的  值得一看            
(NA)	 已经看不懂了，天马行空的剧情~~~欣赏时尚的服装、包包等等才是真！            
(NA)	 C和B还是没能在一起            
(NA)	 chuck!            
(5星)	 nate 超超超帅的..Little J 超美的..            
(4星)	 又看完了一季，继续期待下一季。话说之前一直是追着看的，可是最后一集却拖了两个月才看完            
(4星)	 蛋疼的朱丽亚啊            
(5星)	 最近狂爱的一个美剧 大爱Chair            
(3星)	 又一个关系大轮回。。。。            
(5星)	 jixu zhui            
(4星)	 这季的看点只有衣服的。。。jenny只管唱歌不管演戏了么。。。还有。。为嘛我越来越讨厌Serena了。。。            
(NA)	 乱糟糟～            
(4星)	 已经作为一种习惯在继续……            
(2星)	 越来越没劲了            
(4星)	 B 和C 成长的代价是放手，可我还是纠结了            
(3星)	 在纠结要不要追中坚持到了这里。。。该抽！            
(3星)	 剧情那叫一个蹉跎啊...我每次都只在关注衣服了...            
(4星)	 就让b和c在一起吧            
(3星)	 还能再狗血一点吗？！我要弃剧了...            
(4星)	 I left the Empire State Building last year after 2 minutes when you didn&#39;t show. Louis waited all night.            
(2星)	 开始无聊了。。。幼稚！            
(5星)	 太混乱了            
(NA)	 非常的NICE没看过的人一定要去看哦            
(5星)	 灰常好看，完美的阐释了人性的美与丑            
(4星)	 上东区的混乱生活一直延续，没完没了，剧情也愈发无聊了---            
(3星)	 厌倦了，不知那边会不会被砍。            
(4星)	 骗人，骗人，第四季不是要结局来着！            
(5星)	 美妆，美女，美衣，美男，美饰，一样都让偶放不下！所以才会追了一季又一季！            
(5星)	 很喜欢这一季~~            
(4星)	 纯属娱乐            
(3星)	 XOXO..            
(4星)	 一场华丽丽的NP.            
(2星)	 该剧只适合和一帮gossip姐妹一起杀时间            
(NA)	 一直都希望B和C在一起，总觉得他们举手投足间都有一种相濡以沫的厮守，可惜两个人都是那么的固执，因为一个又一个的误会相互伤害...            
(4星)	 还是乱~~            
(NA)	 喜欢black。            
(4星)	 GG已经越出越不好看了...里面的剧情已经没看头了~各种今天你爱我，我爱你，然后明天你爱我，我却爱他了...连S都有退出GG的打算了...可想而知啊~            
(NA)	 情节依然弱智，适合智商低下的现在的我看，nate怎么越来越像小跟班，c和b都成熟了，不错            
(5星)	 快乐的等待、越来越纠结 越来越有爱            
(5星)	 chuck终于学会了爱            
(3星)	 实在看不下去了，不打算再跟S5了= =            
(3星)	 剧情越来越囧囧加狗血了。。。。。。。            
(4星)	 哎，我为嘛还要看。            
(3星)	 特么22集要虐死谁啊这是！            
(4星)	 I love Chuck Bass!            
(4星)	 我的Chair            
(3星)	 折腾吧贱人们！            
(NA)	 每对男女都有关系            
(3星)	 看在我一集一集追的份上~            
(4星)	 习惯吧。。都第四季了。。。受不了serena那条线了。。。不过BS室友很有爱哟~            
(3星)	 这些男男女女爱的容易放得又快，姐表示很无力……            
(4星)	 完全是因为感情让我继续追下去了            
(NA)	 胸大无脑什么的最讨厌了~            
(3星)	 终于又有一部剧完了。为什么看完觉得上东区的美女们脑残的可以            
(NA)	 越纠结越好看~虽然里面的爱情很乱~但是我依然相信C&amp;B是真爱~            
(5星)	 一直追更新            
(NA)	 喜欢BC， 他们是唯一的动力了            
(4星)	 貌似人物关系有点头痛，不过还是能看懂，电视么还好！            
(3星)	 早就厌倦了无聊的剧情和混乱的男女关系。权当看帅哥美女漂亮衣服，还有听生活美式英语。我要B和王子在一起，不要第五季又变了哈。            
(4星)	 编剧为什么总是爱折腾呢。。。闹心啊            
(3星)	 GG华丽丽            
(5星)	 八卦女的挚爱，嘿嘿            
(1星)	 不知道自己还在追啥，字母党的各位都自便吧，这剧TMD的还要拍六季，照我看直接一把火烧了上东区把这群妖孽都干掉这世界就清静了。            
(5星)	 心机重            
(NA)	 喜欢B和C，觉得他们很配。B深爱着C，即使她不承认，但所作所为都以C的幸福为先。C很可怜，拥有家财万贯，却得不到爱，亲情、爱情对他而言，可望而不可近。这部戏，最不喜欢的就是Dan，对他的评价一个词：恶心。            
(3星)	 越来越狗血的剧情。。。跟下去是不是因为习惯了呢？哎。。。人啊~            
(4星)	 纠结。。。            
(NA)	 我觉得我快追不下去了，真的是越来越无聊了...            
(NA)	 到了国外到看不了～～～真是愁啊～～～            
(4星)	 看到后面已经对他们混乱的男女关系头疼了。。比较喜欢坏坏的chuck，是我一向就比较哈的深情坏男人，哈哈。S和B的搭配值得欣赏。这是我现在还看的一个重大原因。。            
(4星)	 i like chuck bass            
(5星)	 追追追。。。            
(3星)	 只有BC稍微还有点期待...纯混时间额            
(4星)	 这一季好看多了            
(5星)	 最爱            
(NA)	 适合自由的女孩~看            
(5星)	 只要有nate 我就力荐！            
(5星)	 发音好，每个人发音特点不同，模仿一下，感觉酷毙咯。。。            
(5星)	 chuck Bass!!            
(4星)	 等更新啊……等更新            
(3星)	 跟了那么久　不能放弃啊            
(4星)	 没看完。。。没有前几季好看，拖沓繁冗。。。            
(5星)	 B C  在一起吧            
(3星)	 我还以为第四季能正常点呢 我错了            
(4星)	 xoxo.Gossip Girl.            
(3星)	 最后一集让我对S又有期待了！            
(2星)	 剧情太烂 唯一能看的就是Serena的衣服~还有她的笑~            
(4星)	 纠结            
(4星)	 剧情靠谱，Blair风头盖过S，鸡肋的表妹线，酱油乱打的Dan，好吧还是期待一下第五季。。            
(3星)	 找到弃掉的部分看完，心情是：别为这些有钱人担心，他们肯定会没事的            
(5星)	 你知道的~为什么要喜欢C和B            
(3星)	 那啥。看到S04E12就看不下去了，剧情已经完全超出我能承受的范围了，弃剧。            
(4星)	 我看的很纠结，关系总是换来换去的。。。            
(4星)	 有点乱……            
(3星)	 靓衫归靓衫，不过剧情能不这么的混吗，实在有些看不下去了！角色关系的稳定度越来越低，几乎是几分钟一变！            
(3星)	 越来越乱···乱到不行            
(5星)	 我的CB啊~！            
(5星)	 拥有的都是侥幸，失去的都是人生。            
(3星)	 本剧特色即纠结，没有最纠结只有更纠结，直到连某人这样的都受不了。。。            
(3星)	 里面的服装很有看头            
(NA)	 就还行啦 S和B我还是蛮喜欢的 n为什么彻底陪衬了 本来觉得他应该和c是男主要阿            
(4星)	 BC党不解释            
(5星)	 这是我追下来为数不多的美剧之一，看得好纠结，不过还是很好看            
(4星)	 终于开始好看点了。。。            
(5星)	 fashion.love.beauty girl.sexy guys.____i love it!            
(4星)	 为了BC看的好么……其他人都快进好么……狗血什么的从来就不考虑好么……有一天BC彻底没戏我就弃剧……            
(3星)	 还是娱乐            
(3星)	 看看感受下时尚还可以，编剧的钱是省到蛋疼了～            
(1星)	 越来越没内容了，除了八卦            
(3星)	 就当时装秀在看了            
(3星)	 B和C 巴黎相遇那一段着实经典啊， i am in here            
(3星)	 总之继续是BCNSD各种关系…结尾还多了个Prince和cousin…G更是每季结尾都要出来露个面…编剧看来非要想有多复杂弄多复杂…坐等第五季…= =！            
(NA)	 爱死了Queen B。。爱死了拽拽的Chuck Bass。。这部美剧真的不错。。            
(4星)	 这个剧情越发狗血了~真佩服编剧~            
(3星)	 感觉不如以前。            
(4星)	 路易王子确实更适合布莱尔，虽然我知道下一季剧情一定会反转            
(3星)	 三颗星全都是给我的queenB的            
(2星)	 算看完吧，反正也不想看了……            
(3星)	 第四季集集狗血，但还是爱看，第五季快上啊            
(3星)	 终于有点进展的赶脚！！！            
(4星)	 感觉没有第三季那么感人，第四季特别成熟了，结尾的那根验孕棒是不是阴谋呢？            
(4星)	 断断续续 终于结束了            
(3星)	 不追了。            
(4星)	 chuck跟blaire  你们属于彼此 别闹了。。。和好吧~~            
(3星)	 把簡單問題複雜化的劇情。混亂至極的人物關係。萬惡的Dair...            
(3星)	 我真是对那个让D和B在一起的脑残编剧无语啊！            
(4星)	 纠结延续，让S和N在一起吧！            
(2星)	 除了衣服，已经看不下去了~            
(NA)	 从来不会让我失望。            
(2星)	 我有点跟不下去了。不看了            
(4星)	 习惯性的追下去            
(4星)	 中意            
(3星)	 最不可能发生的事看到现在，我觉得GG里面最不可能发生关系的有两对，BD 和 SD。  我不的不承认我其实挺喜欢看BD的对手戏，无关爱情或者其他什么。首先从一开始B对D的态度就是很明确的讨厌，但是这不能阻止一个人去接受他的帮助和劝解。所以我看到B欺负D的时候就感觉很有趣儿，D对            
(NA)	 乱搞何时是个头            
(3星)	 我想看看 见证了过程 是否能猜对结局            
(NA)	 看过一半，弃了，GG真的是，，，，            
(3星)	 S越来越笨了。。。            
(5星)	 没有女人不爱GG            
(3星)	 CW什么事儿干不出来            
(4星)	 Blair木有和Chuck在一起 我再也不相信爱情了...            
(4星)	 Dan越来越帅了混蛋            
(3星)	 编剧太虐了，希望BC有好结果            
(3星)	 我真是越看越糊涂……对C&amp;B基本上已经不抱什么希望了，第五集里面C还要把little J扯进来，不知道又要干什么。那个新来的Juliet又是个什么货？真不想追下去，可还是手贱总是去点。            
(3星)	 nate个大嗓门，烦！chuck个情圣，烦！serena个事儿逼，烦！blair个白眼杨二，烦！dan个圣父，烦！vanessa个脏妹，烦！jenny阿你不要离开快点回来~我湿念你的长腿。            
(NA)	 迷死chuck了！！            
(1星)	 这一季每一集都看的人很想死            
(NA)	 绑            
(3星)	 就是为了看包包和衣服才继续的。。。。，完全没有别的原因！            
(5星)	 越看越纠结，能不这么让我眼花缭乱吗！            
(5星)	 不过剧情也就那么回事儿了，来来回回的，有点儿想弃...            
(4星)	 第四季结束了，漫长的等待期。B&amp;C 真是让人无比纠结。            
(2星)	 编剧自己是白痴，还是当大家都是白痴？            
(3星)	 真是不知道该喜欢谁和谁在一起了，love nate~            
(3星)	 呃，视觉控            
(4星)	 先记着，哪天没事可以看看。            
(4星)	 为毛我觉得第四季变好看了啊，N是个小脑残            
(3星)	 男女主角只要性向正常的互相乱搞            
(4星)	 太混乱了 越来越乱 编剧你想象力还能再丰富点么？不管多乱我都喜欢B还是和C在一起 N和S在一起、、            
(4星)	 从高一追到大二。。。无聊的我哦。。。            
(NA)	  那女的就是个贱货            
(3星)	 继续追BC恋            
(4星)	 空虚的又一季over……            
(NA)	 我实在是受不了他们混乱的sex life了，不过这一季好像有正常点的趋势了。。。            
(NA)	 纠结的不行，却在最后一集期待第五季，该死的美剧，没完没了            
(NA)	 我不想讨厌Nate的。            
(4星)	 第五季...            
(2星)	 能不能多出一点第三季第12集那样的，能不能回到一点正轨？            
(5星)	 追了好久了，虽然有点越来越混乱，越来越直接，但已经是生活的一部分了            
(NA)	 那个老师看着BC说，啊，这个学校的学生这么疯，告诉校长我辞职好了。嗯，这荒诞的剧情我都有点撑不下去了。            
(5星)	 结局又shock到叻。不错麽。可是B&amp;C你们敢不敢不要再逃避自己内心纠结互虐叻。让神马位！！！裝神马情圣！！！            
(NA)	 好久没有看了  只是喜欢里面的帅男美女，和漂漂的衣服而已   剧情 只是浮云~~            
(3星)	 真是越来越混             
(NA)	 混亂！！！！            
(NA)	 我已经搞不清楚人物关系了...            
(3星)	 这一季确实不咋地            
(3星)	 我希望happy ending！希望B&amp;C            
(3星)	 BD搞在一起我就去shi！！！            
(4星)	 我不懂里面的人怎么能这么容易轻信人和原谅人，并且自以为是，这一季里体现的更明显。嗯，这才能使剧情继续下去。            
(4星)	 为了利顿.梅斯特而坚持在看，下一季不晓得又会变成什么样子...            
(NA)	 喜欢B,稀罕态度            
(4星)	 当成一场时装秀来看比较好            
(3星)	 完全的鸡肋。            
(1星)	 乱            
(1星)	 不喜欢情节。但喜欢Chuck Bass. 不过还是放弃了这个电视剧。            
(4星)	 BC            
(1星)	 依旧很乱，看点还是服装造型。结尾有点，下季可以选择性看看。            
(5星)	 年轻人值得幸福            
(4星)	 最爱内特            
(4星)	 囧 应该是B怀上了C的baby 还是分不开的二人啊            
(4星)	 继续期待下一季            
(3星)	 某人，你懂的……            
(3星)	 B &amp; C 你们还要虐多久 .... 但 我相信有种爱 不仅仅是因为幸福            
(4星)	 这是我认为最好的一季。changing your name doesn&#39;t change who you are.            
(5星)	 but it wouldn&#39;t be my world without u in it.            
(2星)	 为嘛我还在看！?这是什么情况啊            
(4星)	 看来~大家都成熟了~很好~我也要成长~            
(3星)	 可不可以不这么纠结 B和C能不能一直在一起            
(1星)	 终于还是让我失望了。弃剧。            
(4星)	 靠，剧尾又埋下了一个悬念，食之无味，弃之可惜。            
(4星)	 其实我还蛮喜欢的,最主要是小b越来越美            
(5星)	 在追。。。            
(5星)	 越来越像电影了。            
(3星)	 这季很乱。。剧情没有任何进展。。很失望。。            
(4星)	 剧情就是不往我喜欢的方向走！            
(4星)	 其实没很大看头了。。一群人差不多都搞完了            
(5星)	 LOVE FASION.........COOL GUY AND FANTASTIC GIRLS........MASSY RELATIONSHIP            
(4星)	 喜欢看QueenB!            
(5星)	 历时近一年看完。。。跌宕起伏的让我以为要是B和Dan上了就绝对不看了 结果最后Chuck的成熟还是让我感动了呀 所以说能结婚的大都不是最爱的人 最爱的人放心底就行啦~            
(5星)	 第四季，终结了。其实结尾算是美好吧，每个人都有自己想去做的事情，也都预示着一个新的开始。下一季又会怎样呢？期待吧。            
(2星)	 第四季第四集，C对B说，我们永远为敌……好吧，那我也不追了……byebye，gossip girl!!            
(3星)	 不追了。            
(4星)	 恶俗片,哗众取宠.但是我就爱.但是这季确实相对前面几季要差很多            
(5星)	 第二集很给力阿  BC就是天生一对嘛 怎么都别给分开了啊啊啊啊啊            
(3星)	 所有人睡所有人这个剧真不该追下去了，多少人还在看是因为更新强迫症 Eric的college选择竟然是 SLC，听见时候笑死我了，好久没联系都不知道那个SLC的表白狂转学去了哪~            
(3星)	 怎一個亂字了得            
(1星)	 弃了            
(NA)	 great love vs. true love            
(4星)	 第四季突然变得精彩了！B和C在火车站那一幕太美了……我收回这季刚开始时的评价！我都快不记得还有过茱丽叶这人了！            
(5星)	 G不要回来，表妹也不要会俩，B还是和C在一起好不好啊，求第五季跟紧啊            
(3星)	 为神马我还在追..            
(4星)	 嗯~我可以说这是时尚大片吗？？美国青春剧啦~哈哈哈~            
(4星)	 最后一集最给力，当然开始的前几集也很好            
(4星)	 习惯了，虽然也不算太好看，但不看还难受。            
(5星)	 好好看的！！！但是一周一集等得我着急的！！            
(5星)	 B和S一起抱着哭的时候是不是在感怀~WHY别人都在前进~只有自己仍留在原地...            
(5星)	 我的爱            
(4星)	 情节狗血。。衣服很美。。            
(3星)	 决定弃剧就是对GG最好的评价。。年前看完狗血的剧透并且看着他一个一个的实现 是一件颇具杀伤力的事情            
(5星)	 越来越纠结了、、、            
(5星)	 还是爱啊~            
(NA)	 不看不行。。            
(5星)	 关系还是很复杂，孩子们还是长大了，纠结的C&amp;B，\(^o^)/~的S，我严重怀疑N就是那个复杂的Gossip。满心欢喜的期待下一季            
(3星)	 这种时候也就看看女猪的搭配了            
(4星)	 c&amp;B分开了 S在第四季中终于醒悟放弃n 和d 只有寻找新的下一任。那么出现神秘的女人 她的目标又是s期待到底为了什么            
(4星)	 为chair坚持到底            
(NA)	 难道说人真的是秉性难移吗？Chuck想要改变，Serena想在Nate和Dan之间做了选择。            
(4星)	 从高三开始看这部片，只完整了第一季。第二季，第三季似乎都没怎么看。。现在在某个英语论坛上看到这个链接，为bc心疼着。。bc不在一起了，我再也不相信爱情了            
(3星)	 种排列组合，该有一腿的都有了            
(3星)	None
(5星)	 成熟了，就是他们中的纠结，又解脱吸引着我            
(4星)	 放假之前大家就散了，失落ing~留下了B和D，比较诡异的组合~看着B吃定D的样子，倒是很爽……            
(5星)	 Queen S and B.            
(3星)	 这群编剧是实在编不出什么了。。。B都跟王子走了，他们还想编第五季啊？！            
(NA)	 作业都做不完了居然还在看这种东西- -            
(5星)	 I love B            
(3星)	 不想往下看了 bc你们不要折腾了嘛 我爱S            
(3星)	  感觉比之前的好            
(2星)	 过于脑残。。。弃剧！            
(4星)	 三年，四季GG。成长在哪里都是一段艰难漫长的旅程。我最羡慕Jenny，佩服Blair，喜爱Serena.。每个纽约客的故事都会有一把辛酸泪。Breakfast at Tiffany, New York I love you，Devil wears Prada这些电影，看看就好了，千万不要因此认为纽约有多好，希望越大失望越大。            
(4星)	 恰克是我看这片儿的唯一的理由，S很烂，B很真实            
(5星)	 my wolrd willbe easier if u didn&#39;t come back,but it wouldn&#39;t be my world without u in it. B may becomes a princess,but it turns out.not .C            
(4星)	 BJ狗血死了你            
(5星)	 想象不到没有GG的生活 让我一直守护 一直期待的电视剧 从中慢慢品味另一个世界的人生            
(4星)	 能不能再叫人无语些。。BC何去何从啊~~            
(3星)	 世界观的不同是根本的不同，你们他妈的纸醉金迷着，你们都是上辈子骨折的天使。所以你们找不到真爱。然后突然想起，让我无比感慨的BC也在这一季，好吧。一星。但是仅此而已，你们回不去了。            
(3星)	 0分            
(3星)	 希望这一季不会让我失望！S你要么和D在一起，要么就好好的和N在一起，不要把两个男人搞得这么颓废好吗？！另外，B和C，我真的无法理解你们！爱有时只是勇敢的踏出第一步而已。2011.3.1放弃这部戏！这部戏已经不能再给我带来任何有意义的东西了，我只能放弃。            
(3星)	 编剧是脑残~我也是脑残= =            
(5星)	 一直最最讨厌的就是Vanessa ，这季觉得Dan还不错~  最最爱的还是Queen B 和Chuck啦！！            
(NA)	 我为CHUCK BASS 销魂~。~            
(3星)	 开头比上一季好一些。。主要在于BC的巴黎相遇吧。。其他的真是又开始各种乱，DN都不是什么好货啊。。现在又出来个Juliet在中挑拨离间，BC也让我觉得越来越无望。。看看到底能有多乱吧。。            
(NA)	 上东区奢侈的折腾            
(4星)	 弃            
(2星)	 CHUCK让人失望。故事倒来倒去，没有一点进步的痕迹，越来越烂            
(4星)	 怎么说呢，最后B&amp;C也许是最好的结局            
(5星)	 其实没有以前好了...            
(3星)	 虽然还是每周很期待 但是真的剧情一塌糊涂了            
(5星)	 这季太好看了！！！            
(4星)	 编剧的脑残治好了？            
(4星)	 我已经无言以对了- -听说bc要订婚了》到时候那集再看一下就好了····            
(4星)	 知道偶尔无脑……但我喜欢就好~~            
(3星)	 看完0409，，，又想弃追了，，，越来越难看。。。            
(NA)	 B &amp; C            
(NA)	 完结,共22            
(4星)	 如果Queen B结婚了 对象不是chuck bass 那真的要不相信爱情了。。哈哈            
(NA)	 blake            
(4星)	 真心萌BD.....            
(NA)	 只为看华丽的衣服            
(3星)	 當所有人都已經坦誠相見  突然好奇 還有更狗血的沒？            
(3星)	 狗血得我已经坚持不下去了。。。            
(4星)	 。。。终于结束第四季。。。挺蛋疼。。不知还会不会继续追            
(3星)	 还好，知识很乱！            
(3星)	 看到churk的成长还是挺欣喜的~~            
(NA)	 大爱小B            
(5星)	 每周二~            
(5星)	 一如既往的好看！不要停！！            
(5星)	 I always love you。            
(NA)	 这一季那个接近nate的女的有什么阴谋。。。            
(3星)	 他们的情感观真是看不懂。            
(4星)	 看得我确实纠结，            
(NA)	 純粹大愛~~            
(4星)	 怎么说呢，编剧爱咋咋地吧…………没有最狗血只有更狗血………………            
(3星)	 B C分手了。            
(4星)	 哎            
(5星)	 第四季看的我真他媽糾結 想直接看結局            
(3星)	 谁说B和Ｃ会在一起的！谁说的！            
(4星)	 越来越俗套了，看着有点心烦……BC…………            
(3星)	 当习惯成了自然，即使不好看也会看下去，以致到后来学会理解、从中思考，和演员们一起成长也不失为快乐的一件事，因此，还是期待GG的回归。            
(4星)	 目前为止还很美好，大红裙，车站离别，姐妹情神马的~            
(NA)	 仅仅为了chuck            
(NA)	 最后C和B都成长了，但是已经有孩子了么？            
(3星)	 BC一定要在一起啊~~~            
(4星)	 OH，这年头连B都要结婚了。我们果然老了啊！！！！            
(3星)	 弃！dan都和blair在一起了。。。下次拍dan和janney吧，再拍serena和她弟弟，走日剧路线嘛~            
(3星)	 越来越看不下去了            
(4星)	 美语不错            
(5星)	 我居然看下来了，庆幸这本电视剧把我电到了            
(4星)	 这大结局我还是很喜欢的，就是BC太残念了 happily never after。。。            
(1星)	 这片，我就追到这了，美剧神马的伦理片神马的去SHI。。            
(5星)	 视觉上的享受啊~~~衣服包 我都喜欢~~~BE COOL            
(3星)	 看了又看，乱中更乱。            
(4星)	 不知道为什么~这一季最后一集看的我有点小感动。。。虽然剧情依旧纠结，但是感觉大家真的都成熟了！            
(4星)	 剧情实在……            
(3星)	 果断放弃了            
(4星)	 纠结啊。。。            
(NA)	 终于结束啦            
(5星)	 还有啥好说的？            
(NA)	 期待奇迹            
(3星)	 再也不继续了。。果断弃剧            
(NA)	 同nikita，目前豆单上唯二没看完的            
(4星)	 纠结吧，争取精彩过生活            
(5星)	 X.O.X.O.Gossip Girl~            
(5星)	 尼玛的，终于第四季完了。第五季啊~~等你啊             
(4星)	 B&amp;C是要闹哪样啦              
(3星)	 已经成了一个习惯了。            
(3星)	 最后B怀孕了麽？孩子应该是Chuck的吧。结尾S的堂姐竟然是冒牌的，没有猜到的结局，还有好多故事留在下一季，期待第五季~~            
(5星)	 我是穷B一个            
(3星)	 鸡肋啊鸡肋 弃也不是追也不是            
(4星)	 终于结束了，等第五季            
(4星)	 挺喜欢第四季的  感觉比较真实            
(3星)	 大结局真让人揪心啊好伐！！C那句“there&#39;s a great difference between great love and right love”把老纸虐的啊！！放手你妹妹啊二货！let it go你妹啊二货！and don&#39;t call it maturing！            
(4星)	 BC是真爱~~~有点喜欢georgiana了~~~阴谋诡计多多~~~            
(NA)	 chuck。。。555            
(NA)	 片中的插曲越来越好听了            
(4星)	 嘿嘿，哈哈我已经期待了            
(2星)	 我就是想来说一句...别再写了....再下去就成Gossip BItch了            
(NA)	 I WILL ALWAYS LOVE U,B~~~~~~~~            
(5星)	 认为比一二部好看            
(4星)	 开篇引子很多~希望编剧能再熬几个通宵把故事编得稍微“精巧”些            
(1星)	 虽然编剧很恶劣的让这些人瞎折腾~但冲着俊男美女炫目的服装时而抓人的剧情还是会跟着看下去----DB在一起 不看了。。。            
(5星)	 大爱Queen B!            
(4星)	 最后一集加分了。            
(4星)	 还好第四季出来到现在3集都没让我失望过。            
(3星)	 哎...            
(NA)	 呃.....乱乱乱            
(4星)	 nate能不打酱油么……浪费帅哥么这不是……            
(3星)	 再编/看下去会变脑残            
(NA)	 重看gg~各种回忆~~            
(3星)	 为什么会有人在此剧中执着爱情？            
(4星)	 我这人吧，总是要有始有终滴……            
(4星)	 喜欢浪子回头的C            
(4星)	 这真不能当一部连续剧来看，转折点太多，情节太诡异，高端深度的已经让我怀疑他是否是一部时尚剧了            
(4星)	 比前三季好看 但也没特别好看= =            
(4星)	 BC总能让人飙泪啊~~~22集            
(4星)	 等那么久只为看看S和B            
(3星)	 依季冇乜追嘅激情,不过唔知点解觉得依季嘅chuck特别靓仔---睇咗兩集~決定唔追啦~~希望BC大團圓結局啦~~~老娘全身心投入到秋季日劇中去喇~~~~~淚奔~~~            
(3星)	 狗了个血            
(4星)	 等着吧。            
(3星)	 我要追我要追。一切只为BC。            
(2星)	 弃            
(5星)	 29 July 2011。一直拖拖拉拉地甚至到了后面15之后一直就没兴致去看了 这部带来仍然是憧憬 像苏童在妻妾成群里面颂莲一直想着梅珊就是她和医生牌桌下四只脚缠在一起的画面那样 这部给我永恒的画面是b和d在情人节那晚经历完颇多在各自的房间里面抱着电话盯着电脑看同一部剧。            
(2星)	 撑不下去了。            
(5星)	 我不想给星星。因为我发现她已经没法再吸引我了。i am done with upper east siders.            
(NA)	 结束吧，我已经看不下去了            
(5星)	 挚爱BC            
(3星)	 我居然看完了→_→            
(3星)	 剧情不做任何评价 我只能说在看的这几个一个一个的都完季 我暑假又要空虚了 正好开展新剧好啦 实在不行翻出来七八十年代的剧看一看嘛            
(4星)	 令人心疼的S.            
(4星)	 BC的爱情。BS的友情。 i will always love u.            
(NA)	 鸡肋            
(4星)	 比想象中精彩~            
(NA)	 太狗血 弃剧            
(4星)	 C和B一定要在一起！！            
(2星)	 终于看完了 混蛋！！！！！            
(4星)	 等5 bc党永存            
(1星)	 看到第七集果断弃了 神马时候就变成能恶心我到这地步的剧了 15G多一个Byte也不留 全删了            
(4星)	 目前看來~比前兩季可取            
(3星)	 今天我和胡小娃一起看完了这一季的最后一集，然后发现这是我们最后一次在一起吐槽这部东西了……            
(NA)	 1.S这季的头发是怎么了，像没保养过的似的。2.怎么就会有那么多的Party。3.S仍旧见一个爱一个啊。4.还挺希望B跟小王子一直在一起的。5.那个表妹...的确很出乎意料。            
(NA)	 最后那个验孕棒是谁的。B你可是要嫁给prince的人了啊。S我都回忆不起你上一个睡过的男人了啊。\nGG讲究的就是一个峰回路转 每集的剧情都是狗血又扯淡\nS04E22 BC的表白感人plus成熟\nS的外形气质实在太棒了 从车站的第一眼爱到现在 但是内在方面越来越赞同B了            
(5星)	 看了3季我终于肯定了，我喜欢的是Blair，并不像Serena般完美，所以很多事都要自己努力，并且能接受失败的打击。以及BC请好好在一起，u two belong together            
(4星)	 依旧大爱            
(NA)	 b在第二集中的红裙太惊艳了。她和c在车站的眼神交流太煽情了。还好，没有错过第二集。我内牛满面！最后一集也感动的哒哒滴            
(4星)	 BC又没在一起。。。            
(2星)	 时装商赞助不少吧、、            
(3星)	 编剧啊编剧，悲剧啊悲剧            
(3星)	 一季比一季无语...这一季BC照样没戏 真是的...            
(4星)	 俊男美女和时装感情路线太搞了点。不过好像老外喜欢。BASS很赞            
