http://movie.douban.com/subject/1477894/	我叫金三顺 내 이름은 김삼순
(5星)	喜欢玄彬。。。三顺。。。
(5星)	完美的电视剧……完美的男猪脚……再也没看过比这个还经典的韩剧了……唉
(4星)	玄彬不笑比较好。。姐姐减肥比较好。
(5星)	好喜欢三顺，哇咔咔
(5星)	我妈也喜欢……不过每次争论的话题都是——权相宇比较帅还是玄彬比较帅……我当然支持玄彬！！
(5星)	我是2007年高三的时候看的。。。那时候还没有想到如果我三十岁怎么样，现在，的确担心了。。
(5星)	励志！
(4星)	这个也太经典了吧，可是艺术源于生活，高于生活啊
(5星)	我喜欢三顺，她很像我曾经我高中时期的密友 老朱。。。。郑丽媛是个有魅力的女孩。。。
(4星)	三顺的魅力和她的身材一样，有分量！
(NA)	不知道看过多少遍了 妈妈推荐给我的 但是还是租碟 妈妈极其喜欢玄彬 偶也是 哈
(5星)	这个不用评了吧，笑死我了
(5星)	对灰姑娘的故事没免疫力……
(5星)	我喜欢三顺。。。哈哈
(5星)	相当相当喜欢的韩剧～
(4星)	喜感很足~
(3星)	就是这种乱七八糟的东西让女人不肯面对现实。。。god。。起码人家金善雅瘦下来也算个美女。。。大妈大婶还是拿起菜蓝去买菜做饭吧。。这个世界没有奇迹的
(4星)	女主角太丑了  
(4星)	唯一一部我至今还愿意重新再看一次的韩剧。
(NA)	很是迷过一段日子
(5星)	以前散散地看过几集,最近一口气全部看完.突然间就引起了我的食欲......最终决定把丢下多年的钢琴重新拾起.很不错的一部电视剧.
(4星)	其实看着不全，好多电视台播放，东看一集，西看一集。最后组成自己觉得理所当然的故事情节。。现实生活应该也有这样的事情发生。
(5星)	我愛玄彬呀!!!
(5星)	不是公主的故事就是好看
(3星)	渴望爱情却被甩的大龄姑娘，霸道帅气的社长，爱情继续中。。。
(4星)	帅男，挫女~~
(5星)	只是知道情节，没有仔细看！
(4星)	我承认我有点花痴
(5星)	史上最好看的韩剧！！
(5星)	虽说这情节实在是让人难以置信，的故事很好看，玄彬的扮相也是超级帅的说！~
(3星)	“我只要他能牵着我的手在大家面前大大方方地介绍说，她是我的女朋友”
(NA)	超爱的！！！大爱大爱！！！从05年开始，因这部电视，喜欢玄彬！
(NA)	超滑稽的一部电视剧，创下了收视奇迹，故事情节虽然属于典型韩剧模式，但金善雅的喜剧表演可圈可点，值得一看。
(5星)	叫什么都可以，只要不叫三顺就好...
(4星)	比较喜欢柳熙珍。
(5星)	也许不特别的你在某个人的眼中是特别的
(5星)	如果每个人都像三顺这么简单真诚，像玄彬这么好看就好了
(5星)	看多少遍都不腻
(5星)	美好吧有幻想吧老肥婆也能遇到帅哥
(4星)	我喜欢。。。
(5星)	因为我也比较胖所以给满 嘿嘿 就是满足YY心态的~
(3星)	这是一部励志片儿
(5星)	我的最爱
(NA)	喜欢
(5星)	大爱
(5星)	看了很多遍，依然很喜欢！
(NA)	阿三····
(4星)	喜欢女二号，长的很漂亮，玄彬一般呀，我家乔妹……
(4星)	挺有意思的姐弟恋
(NA)	不錯
(4星)	当年看就不喜欢女二，隔了几年再看仍然不喜欢女二。仗着自己长得美就一副理所当然都没把别人放在眼里的神态很烦人，就算一走三年完全不联络男人也还是应该心心念念爱着她——哪里来的这种自信。爱情是经不起离别考验的好吗，就算是天仙下凡也没用...
(3星)	三顺姐真是现代版的灰姑娘
(5星)	爱情真的没有永远
(5星)	其实故事不是很出奇招，但为什么就觉得好经典？？也许是布景和节奏的关系，还有配乐！
(5星)	大婶儿，你在里面喂奶吗
(4星)	爱上玄彬的理由
(5星)	看到真诚。
(5星)	玄彬真的很帅~~剧中的音乐也好听~~
(5星)	最喜欢的韩剧
(5星)	我最爱的韩剧NO.1
(1星)	大家都說好看，但我就是看不下去！
(4星)	王子与灰姑娘
(4星)	“再璀璨的星星也有暗淡的时候，你总有一会不爱她。”“人呢，都知道自己会死，但还是很用力的生活。”
(5星)	没得说，看了十遍不止，送出第一个五星，是我挚爱的一部韩剧！！！
(5星)	经典
(4星)	玄彬那玄彬....让多少少女的灰姑娘梦再次亮起
(NA)	能很细致看的韩剧.
(NA)	30岁的茁壮胖女人~~~心灵很强大
(5星)	看多少遍都不会腻的疗伤好片
(NA)	我们家丽媛姐姐啊~~
(4星)	还是不错滴
(4星)	金山顺性格蛮好
(3星)	恩.喜欢看纯粹是因为蛋糕和西点...当然，很BS老板那样的人，现实里怎么会有女人一直等着你..不好好抓住机会还怪别人..无奈
(5星)	恋爱吧，像从来没有受过伤那样
(4星)	里面的歌好听
(5星)	金三顺，可爱的金三顺，哈哈
(5星)	超迷金善雅
(4星)	看了很多遍
(4星)	幻想派。
(5星)	看了三遍也不觉得厌
(NA)	三顺很坚强
(4星)	玄彬那个帅啊 花痴中
(5星)	梦想成为一名蛋糕师
(NA)	很感人 很温馨 每个人都有自己的小小温柔念想 
(4星)	舞蹈吧，就像没有人观看一样。enjoy yourself
(NA)	喜欢帅帅的玄彬
(5星)	超棒~~
(4星)	玄彬很有感觉啊~郑丽媛感觉很不错，不过角色还是讨人厌的。。。美食的诱惑。。。
(NA)	何时我有三顺的运气？
(4星)	多希望有个人能像阿三爱三顺那样爱我啊~喜欢三顺这种直白的人
(4星)	韩剧中的好作品
(3星)	现实中鬼都看不到的浪漫
(4星)	三顺胖了不好看啊
(NA)	一部很好的片子。连我家老公和爸爸不喜欢看韩剧的人。也迷上了。。。呵呵。因为他们说金善雅在剧中的样子很像我。。。我倒
(5星)	韩剧里面的极品了
(3星)	额。。说不清。。很喜欢女主人公的性格。
(4星)	从不看韩剧的好友独独对此剧情有独钟，这是为嘛呀为嘛呀？故事很有趣，男主也很帅，有笑有泪，有感动。大龄女青年终于靠自己的努力赢得了事业和爱情，大团圆结局。
(4星)	灰姑娘愛情系列...
(3星)	断断续续的看
(NA)	有很多经典的台词
(NA)	用三顺的精神&gt;&lt;打败考试paper
(5星)	很搞笑啊
(NA)	最爱的韩剧！
(4星)	想当年我是多么地迷阿三啊
(NA)	挺好
(4星)	怎么直面
(5星)	我可以大声的说我超喜欢这个剧么？！看了N遍了！！！超超超超级喜欢，口水玄彬，宣儿虽然胖胖的，但是俩人很有feel~
(3星)	我一直不理解为什么那个男的就看上这个不漂亮、比自己大、脾气差的女的 扯扯扯
(4星)	非典型女主角+典型男主+典型女配
(5星)	我看过最好的韩剧。
(4星)	唯一看全 看完的韩剧超讨厌这个民族 这个国家的任何东西可是 喜欢玄彬不得不说 女人 就是如此矛盾
(5星)	最喜欢的韩剧。。。
(NA)	很期盼遇到那样的王子
(3星)	三顺凭什么?
(5星)	每个年过30的女人的梦
(5星)	胖女孩也能收获爱情
(3星)	觉得做个蛋糕师很是不错，恩
(4星)	轻松的韩剧
(4星)	我唯一一部从头看到尾没跳的韩剧：）喜欢三顺啊！
(5星)	好看的.期待的.
(5星)	五星推荐。最爱的韩剧，没有第二
(5星)	大爱
(5星)	三顺三顺！！
(5星)	金善雅 你怎么减肥的 告诉我。
(5星)	我是韩剧迷···
(3星)	当冷笑话看~还不错哈~
(4星)	一个胖女人的爱情 ，我觉得现实世界里不会存在
(5星)	太搞笑了~
(3星)	好像从来没看完整过~喜欢每一集前面的那段话~
(5星)	看过两遍，还是觉得好看，超级好看，请注意，我完全不哈韩。韩国的男演员里第一帅的是张东健，第二帅的是玄彬。
(4星)	喜欢它的配乐，挺喜欢剧中的郑丽媛，更喜欢玄彬帅气的脸部线条
(5星)	非典型韩剧，每次电视里放都要忍不住看。。。喜欢里面的每一个人，记得好多句台词
(4星)	不知为何，一直觉得三顺说得那些话，就仿佛是自己在心里一直不断回想考虑到东西。
(NA)	美男胖胖女配&gt;.&lt;
(5星)	经典，不用评论
(4星)	哈哈 三顺
(4星)	经典的一个。。
(3星)	电视天天播   不看也不行  还好算消磨时间  给剩女们一点希望~  
(5星)	这个估计就不只10次了....
(4星)	金三顺满可爱啊
(5星)	我要遇见金三顺这样的、也会头疼吧
(5星)	真挚、不掩饰的爱
(5星)	平凡女也能拥有帅哥的真爱~满足了很多观众的期许
(4星)	男女主角都很可爱啊
(4星)	帅帅的玄彬爱上了胖胖的三顺 三顺的勇敢率真 真好 一切都很好
(5星)	去爱吧，就像不曾受过伤害一样。。。。。
(5星)	最近又看了一遍，以前觉得如果没有玄彬哥哥这部剧收视不会这么高，不过这次看有了新的收获，我也觉得还是三顺抱着爽，哈哈~~
(4星)	当年看过的，算很好看的了。
(5星)	人生 就靠着胆识过吧
(4星)	实在是喜欢女二号
(4星)	额~我看了超级多次
(4星)	唯一可以看的韩剧  虽然还是脑残的灰姑娘模式
(4星)	最不现实的童话。
(NA)	跟着小姨看的
(5星)	又老又胖的女人 找到又帅又多金的男人 其实我们可以从中看到一些可能性 三顺烤的一手好吃的糕点 又会努力争取自己所爱的 最印象深刻的一句台词就是 振轩跟熙珍分手时说的 每个人都知道自己会死 但还是努力的活着 真的很噎人……
(4星)	不错呐 可能相信自己也能遇到那样的人吧 在高龄的时候
(5星)	去爱吧，就像不曾受过伤。
(4星)	去爱吧。就像从没受过伤一样。
(5星)	我去韩国旅游时不断浮现金三顺里面的画面，什么时候我才能去爬汉拿山？
(4星)	挺好挺好。喜欢的。
(5星)	搞笑
(5星)	最爱的韩剧
(4星)	三顺的人生哲学
(5星)	很喜欢，很搞笑，喜欢帅帅的玄彬和傻傻的三顺
(NA)	真正的幸福是与外表无关
(3星)	看到最后都不喜欢女主角
(3星)	安慰我们 性格好 就算没长相也会钓到金龟婿
(5星)	玄彬好帅
(4星)	三顺很善良 爱情很美好
(5星)	谁说胖女孩没有美丽的爱情？？？
(4星)	其实更爱女二号。微笑女王郑丽媛。
(5星)	很喜欢的一部韩剧
(5星)	我的最爱~
(5星)	三顺，现在已经是一个很普通但很有代表性的名字，三顺有她的美丽，有她顽强的永不言败的性格，真希望自己也能向三顺那样，拥有美丽的爱情...
(5星)	就是这部剧让我爱上玄彬
(4星)	傻傻的女主角
(5星)	鼓掌~~ 撒花~~
(5星)	大学时看的，当时真是喜欢
(NA)	漂亮，大学的时候看的好过瘾啊
(NA)	目前唯一能看下来的韩剧
(NA)	大爱大爱
(4星)	很感动的片子，有点像在做灰姑娘梦
(3星)	喜欢这部戏的人还可以看看败犬女王
(3星)	不知道为什么那么多人推崇。。。一般吧
(5星)	好帅
(4星)	太假了，为了剧情而剧情
(NA)	超喜欢的一部韩剧，产生动力的来源，男主角真帅啊
(4星)	断断续续的看，始终没有明白其中的爱情。只是觉得三顺和熙真之间的很真。。。
(NA)	剧情很顺利
(5星)	去爱吧 就像从来没有受过伤害一样
(5星)	很梦幻，制作精良，演的也很棒
(4星)	在现实中不可能发生的童话
(NA)	喜欢的韩剧之一
(5星)	基本上，是快要背下来的水平。三顺告诉女孩儿们很多。台词经典。
(NA)	第一部韩剧
(NA)	很喜欢三顺~~肥嘟嘟，很亲切~毕竟是励志片~不错不错~
(4星)	当年很火的样子，但是这种搭配很……不优
(4星)	要像三顺那样。。对一切有爱。
(4星)	我姑姑学三顺暴像的~~
(4星)	从来没有看完整
(5星)	三顺，maybe 我也是
(4星)	大龄剩女的励志片。
(4星)	好多夏日里的陪伴~
(4星)	像三顺一样恋爱
(5星)	好看~~~
(5星)	看了无数遍，还会看无数的剧
(NA)	玄彬。
(NA)	金善雅的“馅饼爱情”不是幸运，不是偶然，是那一颗对爱真挚而又冒着傻气的心终于会等到真爱的来临……
(4星)	挺喜欢三顺的
(4星)	故事老套但情节很好,并不做作.看的时候多少还会有些心酸的感觉.剧中有不少经典的台词,很值得细细品位.虽然不是大爱,但闲暇时绝对值得一看.
(4星)	有时候觉得自私点才能幸福，不过还好，不自私的女二号也有了好的归宿
(5星)	蛮搞笑的三顺
(NA)	被她执着的梦想和努力所感动
(5星)	哈哈 最爱的韩剧经典！
(5星)	三顺这样的女人多好!
(5星)	温馨得像午后的甜点。。。
(NA)	初中看的~那时觉得8错!!!
(NA)	看不无多次，还是不够
(4星)	很多台词让我感动 回忆的力量
(5星)	没女的春天是从这部剧开始的...
(3星)	前一半很搞笑，在电视上看的，很好玩；后一半就非常烂非常烂了.........
(4星)	三顺 哈哈！
(5星)	比较搞笑
(5星)	喜欢三顺 开创了没女时代。。。
(4星)	玄彬那时候真的是帅
(5星)	离不开的别离
(4星)	丑女 无敌
(5星)	2008
(4星)	chongqingtv   gaokaoqian 1month   wan 12dian
(4星)	这部剧让所有的女人都开始做梦。
(5星)	各种好看 TTVTT
(5星)	好帅的玄彬啊~~~跟雪之女王里简直就是两个人嘛~~~~
(4星)	玄彬很帅
(4星)	给个四星吧，蛮不错的，其实本来想打4.5，可惜没有~呵呵
(5星)	我的女王郑丽媛。
(5星)	我想和三顺一样的··那样的对待爱情·
(5星)	是会重温的韩剧
(4星)	除了《星梦奇缘》之外，最喜欢看的一部。我爱“三顺”～
(4星)	玄彬还是帅类
(5星)	我最喜欢的剧之一。憨憨的三顺就这么慢慢俘虏了玄彬大帅哥的心，不能不说是一大快事。不管现实中发生的概率有多低，且让我们深信我们我们心中的希望。
(5星)	太喜欢了！！！！
(5星)	爱死玄彬   让人充满希望的电视剧    还有美味的食物
(5星)	不知道看了几遍了
(5星)	哦 我的顺
(5星)	金泰平..
(5星)	喜欢那个男主角~帅啊
(5星)	想再看！
(4星)	好玩好玩
(4星)	大爱啊~~~
(4星)	超搞笑！！
(3星)	一直觉得玄彬太矮了，后来才知道是三顺姐太高了 = =
(4星)	其实也是灰姑娘的套路．但就是不俗套
(4星)	演员都是比较喜欢的。最喜欢金善雅。那时候虽然增肥了，但是很可爱，没有演戏的感觉，很自然。
(4星)	幸福和快乐是结局...
(NA)	玄彬真的好帥好帥
(3星)	让老女人和丑女人充满幻想
(5星)	上一次看了N遍的戏
(NA)	最近还想再看一遍    算是鼓励胖乎乎的自己吧   搞笑 也很感动 很多细节都描绘的很真实，三顺想要换名字和减肥的部分 拍的很到位 哈哈每个人的人生就像制作巧克力   自己做的巧克力要装进自己做的盒子里
(5星)	收视奇迹！！！完美！！！
(5星)	看了不止一遍，连NG啊，周边啊都看了，还很萌男女主角在一起。
(4星)	我只能说我对偶像剧真的没什么免疫力~~~
(NA)	我不是巫七順。。。。我沒人家好看。。
(4星)	熙真蛮可怜
(5星)	我们家玄彬的 我都爱看~~嘎嘎
(NA)	虽然套路真的很老··不过·为了玄彬··我还是看下去了··
(5星)	以后会继续重看
(5星)	不拼真么能赢，放弃怎会有春天
(5星)	没有漂亮的脸蛋，没有好的家世，三顺的一生好像都是这样平平凡凡，但是我们看到了她身上那种拼搏，努力的精神，因为要越过太平洋所以要有一艘好船～～～她用她乐观的精神影响身边的每一个人，这就是她的魅力！@
(NA)	我失恋的时候看的，很疗伤
(5星)	可爱的爱情.
(3星)	男主角还是挺帅的 可惜整了太多次容了。。。
(5星)	谁说身材不好，长相平庸就找不到白马王子？尽管发生在电视中，但是也寄予了现实生活中的希望～
(5星)	巨好看～我和我妈都很喜欢三顺～看Ｎ遍都不会觉得腻～
(3星)	我实在觉得金三顺有撬人家墙角做小三的嫌疑。
(5星)	记得当时很喜欢 男女主角都不错
(3星)	佷多人觉得很有意思，我还好吧，觉得对不起我爱你，更好哦
(NA)	第二喜欢的~
(4星)	少数不讨厌的韩剧
(NA)	要像她那么坚强才可以
(NA)	玄彬很帅。。。
(5星)	玄彬！！！
(NA)	纪念纯真的岁月。韩剧，看了以后，会让你活在幻想的世界里
(5星)	很喜欢这出戏，很搞笑。
(5星)	金善雅出品，必屬佳品！
(5星)	不是为爱情，而是为三顺的人格特质
(NA)	  还可以巴   都是相爱的人不能在一起 
(4星)	高三暑假无聊的消遣物阿 咳 我这个俗人
(5星)	超级好看！看了很多遍，觉得演三顺的女演员真的演的很好
(NA)	三順，一個很可愛的女人！
(3星)	完整的看了一遍，觉得三石不那么爱三顺，至少没像三顺爱他那么多。不如和车叔来电呢。。。。。
(3星)	据说金善雅本来爆瘦，天晓得
(5星)	像金三顺一样谈恋爱。。
(NA)	挺有意思 就是什么都有可能 ！！！
(4星)	大龄女青年的童话
(NA)	玄彬好帅。
(4星)	呵呵 对里面的甜点钟爱到不行 好喜欢啊剧情也蛮搞笑的 
(NA)	我就喜欢金善雅，实在可爱！
(5星)	很喜欢  
(5星)	舞吧，即使没有人看到，唱吧，即使没有人听到。
(4星)	断断续续看的 三顺很顽强 很勇敢
(3星)	玄彬~~~话说电视台轮番播放，再好看都要吐了
(5星)	生活吧，像明天是世界末日一样。
(4星)	目前看过的最好的韩剧
(5星)	真的很经典~唤起的是我对韩国的热情.....
(5星)	我只想知道是哪个猪脑子给了还行以下的评价！
(3星)	OH  我最爱的男人和一个跟我很接近的女人的故事……
(4星)	並不是所有的愛都像小說里那樣正派而偉大
(NA)	很喜欢看老处女很可爱的样子哈，曾一度痴迷这个韩剧。
(4星)	没女战胜美女的故事，每次看都会激起我减肥的斗志。
(3星)	我就不明白了 为什么每次看电视总是看到那几集 美食诱惑我更多 
(5星)	喜欢就是喜欢
(5星)	不要成那样的人
(4星)	金善雅
(NA)	笨重的，但直面爱情的猪猪
(3星)	为啥大家都觉得好看？我觉得好难看- -
(5星)	看完立刻爱上玄彬
(5星)	一部灰姑娘的爱情故事。喜欢三顺跳的舞。
(NA)	玄彬cool
(5星)	女人三十一朵花阿，千万别小看自己喽
(5星)	TAT我不是三顺不是二顺不是一顺！！
(5星)	要说韩剧能让我再看一遍的就只有这个了
(4星)	完美的玄彬女主角我就不说了= =
(5星)	我只能说韩剧的首选,幽默的元素,美好的心情~~
(NA)	勇敢的去爱吧 就当从来没有受过伤 
(5星)	百看不厌，或许男人不都色，也有用心生活的
(5星)	算是棒子剧最喜欢的了 ~
(3星)	有个女人很喜欢
(NA)	我也想成为金三顺
(5星)	深爱玄彬5年了
(4星)	当时在电脑上看的时候真的觉得不错、可是自从中国引进在那边狂播的时候我就想呕了~
(4星)	弱弱的说一句   俺看了十几遍了   爸爸看天国的阶梯二十几遍  女儿看金三顺十几遍  恩~不错不错
(5星)	完全喜欢，那个玄彬，拍摄的画片很温暖他们的世界就看不下去
(5星)	三顺是个好女孩
(5星)	百看不厌 
(5星)	玄彬帅哥
(5星)	挺搞笑的~~
(3星)	男主角真的满帅
(4星)	三顺姐的爱情和美食 折射了你整个人生观...
(5星)	对单身的大龄女青年来说，三顺是最大的鼓励，也是最大的谎言
(4星)	让我喜欢上了郑丽媛
(5星)	不知道为什么，百看不厌
(NA)	看好几遍呢
(NA)	玄彬--我是玄彬控---
(4星)	挺好看的
(5星)	玄彬跟乔妹了我们三顺怎么办？
(5星)	非常非常好看，大爱~ 三顺的好多话都是发人深省的，如果我有她一般的善良、乐观、坚强、自信就好了~
(5星)	跳舞吧，像没有人欣赏一样。唱歌吧，像没有任何人聆听一样。干活吧，像不需要钱一样。去爱吧，像不曾受过一次伤一样。生活吧，像今天是末日一样。
(NA)	这是我最喜欢的韩剧  因此我的店名就起的是  三顺  我已经看过N遍.....
(5星)	世界上有很多三顺，可是阿三很少。
(4星)	五百万是男的女的啊
(5星)	去爱吧，像不曾受过伤一样 跳舞吧，像没有人欣赏一样 唱歌吧，像没有人聆听一样 干活吧，像不需要钱一样 生活吧，像今天是末日一样
(5星)	哈哈哈`
(4星)	这个我还真喜欢看。
(4星)	充满欢笑也蛮温情的一部作品
(4星)	那么多的韩剧，我只喜欢这一部。振轩问：“明明知道爱情不可信，为什么还要来相亲？”三顺说：“乘船穿越太平洋，两个人一起总要好过一个。”去爱吧，就当从没有受过伤害一样。也许说得对，但只是也许。
(5星)	总是很爱这部剧里的三顺。每次调到总会再看一看。
(3星)	有爱就好。
(3星)	就是没看懂为什么一上来他就爱她 也看不懂为什么这个片子火
(5星)	就是因为三顺的ex是明显的魂淡，所以对三顺的失恋比较无感囧、、三顺这么会这么遇人不淑呢，不过也是电视剧太戏剧化了，魂淡有怎么会在脸上就写上魂淡两个字出去见人呢？！！！
(5星)	恩好看
(4星)	不错！
(4星)	胖女孩儿也有春天~= =
(5星)	颇有喜感的金善雅··让人过目难忘··当然野百合也有春天这样的剧情着实吸引人呢
(NA)	很很很有意思 
(5星)	80%的人海是三顺
(3星)	穷极无聊了看了
(5星)	没的说了，最爱
(4星)	大龄女也有弟弟爱
(4星)	女儿那个瘦……
(5星)	生活吧，就像今天是末日一样！
(4星)	喜欢女主角 应该是很佩服~~
(5星)	看了快10遍了，还是觉得很棒，台词都快背得出了呢
(5星)	很好~~女主角實在是很好啊``
(NA)	不常看韩剧，甚至连冬季恋歌都懒的看，但就是偶然地喜欢上了这部偶像泡沫剧，里面的插曲love which cannot leave强烈推荐，很有味道和意境的一首抒情歌。
(NA)	看了很多遍的，其实是无奈，因为播放的次数太多了，但越看越喜欢三顺性格。还喜欢lee hom的kissgoodbye嘻嘻
(4星)	玄彬真是帅啊
(4星)	喜欢玄彬
(4星)	单细胞的姐姐碰到了单细胞的弟弟，就这样子，爱情开始了，很搞笑
(4星)	电视也播太多遍了吧
(NA)	喜欢。
(5星)	比较经典。收视率很高的电视剧。生活最重要。
(NA)	这个呵呵，是我欢喜的，剧情很实在啊。。。当然重点是玄彬实在是帅的要命。。。
(4星)	看了很开心，很上进
(4星)	其实看第一遍的时候还觉得很好看的类= =
(4星)	看了N遍
(5星)	好看的很 金三顺乱可爱的
(5星)	可以不用看90%的韩剧，但这个一定要看。
(5星)	玄彬无敌！~
(5星)	三顺好可爱喔···亲亲··
(4星)	熙珍啊~~~不过三顺也挺可爱的
(4星)	这片虽然被高估，但是总不容易腻。每次看都有点不同的感受。
(5星)	支持玄彬！o(∩_∩)o...
(4星)	看着挺好  挺有意思  挺搞笑啊
(5星)	好看=3=
(3星)	注意力就放在男主角身上```
(5星)	我的最爱
(NA)	喜欢，非常喜欢
(NA)	演员都不错~长得也漂亮~(～ o ～)~zZ真希望那种爱情能在现实中发生，人人都有被爱的权利，那样多幸福啊。省的我要死要活要减肥，很痛苦哎。我最爱的巧克力奶油以及肉松，么么，咱爱你们~
(5星)	重播率最高的连续剧（我家）
(3星)	只是因为彼此适合，所以就算不够般配，那也只是别人的偏见而已。
(4星)	滑稽搞笑的爱
(5星)	也许是渴望想三顺一样，每次看都很喜欢，不会厌，有点好笑，有点温馨，有点勇气....
(5星)	看了一遍又一遍啊，看呀看，唯美，感动，不现实，但相信
(3星)	没有连着看一部分一部分的看的
(5星)	精彩~！
(3星)	后来才发现玄彬好像只在这部片里才是帅的~~
(5星)	很好！！
(5星)	只需要简单的浅薄的运气来给我力量
(5星)	虽然台词有时候很让人受不了，但是仍然是一部难得的韩剧
(5星)	想開一家蛋糕店
(4星)	我要变成郑丽媛那么瘦!!!
(4星)	现实中会有这样的爱情吗？？
(3星)	还好。跟妹妹一起看的。
(4星)	玄彬这性格真好啊~很开心的剧情^^
(5星)	喜欢热爱生活的三顺。
(4星)	都是高中时期的回忆啊……
(NA)	阿三~
(5星)	好看好看~
(5星)	 经典的片子 认识玄彬的作品 赞
(5星)	玄彬--我最喜欢的韩国男星！真是帅到爆！！！
(3星)	韩剧就这样的，但是不能看配音版的才有感觉呀，
(4星)	嘿嘿~~胖胖的女人还是很可爱的嘛~~
(5星)	不管看几次都会被三顺深深折服~~~~金善雅太棒了
(5星)	三顺姐 太爱你了~~
(3星)	还是觉得这么大差距的两个人最后走在一起比较牵强。。
(5星)	真希望自己就是三顺，快乐生活，有个帅哥喜欢……
(5星)	经典经典
(4星)	初识金善雅，可爱
(4星)	好看~
(5星)	极少我能看的上眼的韩剧之一~
(5星)	好看的阿~不用多说~~大家都知道~~
(5星)	看过以后的感觉就是，胖不要紧，没工作不要紧，没钱不要紧，重要的是有颗善良心，还有对待爱情的真诚态度。好像太理想化了，试问现在这样的剩女有多少，如果都能和王子在一起，那剩女这个词是哪里来的呢？
(4星)	相对而言最喜欢看的韩剧，剧情简单搞笑，看的时候心情愉悦
(5星)	超爱 看了好几遍
(5星)	可爱的女人~~很喜欢，觉得看得很舒服
(5星)	我要是三顺就好了。
(4星)	姐弟恋
(3星)	这部剧最与众不同的地方在于，女主长的真的很一般甚至胖也是真的贯穿始终没有减肥什么的……玄彬帅到我无法呼吸，其实柳熙真也真的很漂亮，亨利也是非常阳光非常帅气……我感觉还不错！
(5星)	比较搞笑的韩剧
(4星)	一个俗套但可爱的爱情故事XD
(5星)	我也要会做蛋糕O(∩_∩)O哈！
(5星)	看了她才知道胖女孩也是有人爱的哦，嘻嘻
(5星)	经典之作，为每个女生描述了一个很美的梦想
(5星)	非常棒，又让人快乐又励志有时又能引人深思的一部韩剧。
(5星)	good
(3星)	台词有点意思
(5星)	又拿出来重温，发现，哎，还是蛮好看的勒。偶然让我做做俗梦也不错，好吧，现在终于承认玄彬好帅
(NA)	好好好好好好看啊&gt;&lt;
(NA)	看到16集卡住了
(5星)	GOOD
(5星)	三顺和三石~~~~~
(NA)	我要是有三顺坚强就好勒
(5星)	看了好几遍
(4星)	玄彬真的有点帅哦！最近听闻他和宋慧乔在交往，祝福吧！
(5星)	逗
(4星)	一直断断续续的在电视里看，一直都没看全，可就是一直没去买....
(3星)	还是随便看看。
(NA)	知道三顺的魅力
(5星)	相愛吧...如同沒有受過傷害一樣
(5星)	至今最喜欢的一部韩剧
(4星)	白看不厌啦
(4星)	无限欢乐又真实的剧再次看时，却注意力转到女猪的自私和没教养上了。。女二是个好样的连续再看，如果你是柳熙珍，怎样做来保卫你的爱情呢？
(5星)	难得故事情节这么紧凑的韩剧。
(3星)	勇敢与务实。。。
(NA)	大龄单女邂逅美男
(5星)	看过好几遍  想起来还感觉很亲切很温暖 亲爱的三顺和玄彬啊
(5星)	怎么看都不腻
(NA)	很实在嘛~
(5星)	胖人的又一个春天～
(4星)	把握爱情
(NA)	现在过了三十岁的韩国未婚女人哈幸福啊
(5星)	有时候也看哭了
(NA)	O(∩_∩)O~
(5星)	目前看来是我人生中最喜欢的一部韩剧，很喜欢三顺的话，总是能够触到我的内心，这部戏中经典的台词都是能够对每一个人受用的，配乐也很动听，总之比起其它注重浪漫爱情的韩剧来说，金三顺确实让人眼前一亮。
(3星)	电视里总是放不得不看，韩剧看两部就会烦（指这类型的）
(5星)	好玩  哈哈
(NA)	太不屑了！
(4星)	虽然韩剧情节大都差不多，但人家拍的就是干净、晴朗又柔肠百转~
(4星)	即使又胖又丑年纪又大也会得到老天的眷顾哦！
(4星)	玄彬唯一让我心动的剧。。金三顺真是幸福啊~~
(5星)	是三顺的坦诚可爱吸引他的吧。
(3星)	号称现实的不那么现实
(5星)	最喜欢的韩剧
(4星)	哈哈哈，喜欢她们吵嘴，但是不现实啊
(4星)	BJ单身日记电视剧版
(4星)	蛋糕很好吃
(4星)	韩国的败犬也找到了自己的幸福~玄彬，大爱~
(3星)	轻松，搞笑，不泛启迪。
(4星)	爱情与时间无关还是有关呢？
(5星)	最喜欢的韩剧。。。。。虽然也是灰姑娘和王子的套套，但是还是喜欢三顺
(3星)	对韩剧的厌恶程度降低一点以后无奈的接受了电视台的轮番轰炸。
(5星)	泡菜劇的典範。玄彬怎麼這麼的美麗。三順怎麼這麼的可愛。啊啊啊。
(4星)	喜欢三顺这个老女人
(NA)	六点档，很下饭……
(3星)	3.5星，少见的女主角从头到尾都很扯，而且有些话还是能想想的
(5星)	很好玩，金善雅在里面虽然很胖，但是很讨喜，很可爱
(5星)	很喜欢那个结局 那种才叫现实
(4星)	三顺不是美女，其实，我和男主角一样，从不喜欢三顺，到被这个真诚善良的大女人深深打动……
(5星)	我跟花痴样的. 喜欢玄彬.
(5星)	看过的少之又少的韩剧~三顺的勇气和执着最高！
(5星)	看过的最好看的一部韩剧。
(NA)	囧
(3星)	玄彬长得和我弟有几分像 喜欢三顺这样的性格 郑丽媛的确是微笑女王啊！
(5星)	金善雅姐姐现在减肥了。
(5星)	那时不知道看了多少遍，心中的经典。。。。。
(5星)	很舒服的一部韩剧
