http://movie.douban.com/subject/5031441/	家，N次方
(5星)	 什么都好，只是演员服装差劲点。            
(5星)	 逗乐逗乐~~            
(3星)	 赵宝刚导演实在是不够如戏啊，王子文太吵了，对“乔乔”先入为主的概念实在是讨厌不起来，反而觉得那个周浩还不错            
(NA)	 N次重组的家庭，患难见真情，凝聚力超强的一家人，喜欢~~~            
(4星)	 一家人快快乐乐的在一起是多么开心的事～齐殿一出，谁与争锋            
(5星)	 简单、舒服。            
(4星)	 家的概念            
(5星)	None
(NA)	 搞笑            
(NA)	 家庭剧啊            
(4星)	 不急着批评和赞许，慢一点。这个是要学的！            
(4星)	 没有白百何，高露，王子文这三大美女压阵，我看这部狗血电视剧干嘛呀？北京话儿讲台词虽然很好听，听多了也还是会起鸡皮疙瘩。            
(5星)	 第31集呐？！！！！！！            
(4星)	 不是国产乱伦剧吗，尼玛怎么不乱伦，日。。。。。。            
(4星)	 看名字就知道为什么你要推荐我看了。            
(3星)	 喜欢齐齐            
(2星)	 - -誰跟我說好看的！！！誰！！！            
(5星)	 好久没有吸引注意力的电视剧了，不错，不错，原来这人就是赵宝刚啊。            
(4星)	 假是挺假的，但是挺好玩儿的~~赵宝刚是身材控！            
(5星)	 其实能有简单的那样的一个人真好，            
(5星)	 蛮好看            
(3星)	 如果你闲在那里，那就看看吧            
(5星)	 首先就是剧情很贴近生活.人物都很有代表性.对白很好.听的就是顺耳.偶尔还夹点幽默的语句.真是很好!            
(5星)	 又是让我熬夜看的剧...看完就看不下去TVB的狗血剧了            
(5星)	 上次哭这么惨是看士兵突击的时候....            
(4星)	 虽然感觉有些源于生活但高于生活的矫情，但是还是非常的喜欢，有着这样一群家人，家永远会是最温暖最稳固的港湾！            
(3星)	 没看完,剧情有点做作,对话也不够经典。还有证明了一点，导的好演的好的绝对是奇才，你看赵导演的什么呀。。。            
(5星)	 我们会安生度日，只是因为有够多的自知之明            
(5星)	 非常好看            
(NA)	 不错的电视剧，对狗血的剧情表示无语            
(4星)	 宋丹丹！            
(4星)	 除了结尾过于仓促以外，编剧各种强大。            
(NA)	 真心喜欢薛之荔            
(5星)	 聪明温和善良心计无耻热情冷漠搞笑睿智坚强，好吧，这么多形容词可以随便形容这部剧。力荐，难得的力荐。            
(5星)	 哥居然看电视剧了，而且是国产的。            
(NA)	 结局很不爽呢 婚姻法有这么条规定吗？            
(NA)	 在奋斗得路上我们不能丧失原则丧失良知，不择手段获得了你想要得东西的同时你必然会失去很多。爱情不能用任何东西去衡量也不是利用的工具，它更不是一场游戏，每对真心相爱的人都是值得被祝福被理解的。家，朋友，爱情它们之间只要有了真正的爱，它就是坚固不可动摇的，怎么都分不开的。            
(NA)	 其实真不喜欢这样的结局，还是看完了……            
(4星)	 爱齐齐~            
(NA)	 有家有爱            
(5星)	 挺受教            
(5星)	 看到结局我俗气了。不是所有相爱的人都可以在一起，就连电视剧里，也是这样的。。。。。。            
(4星)	 20集后有点无聊了            
(4星)	 越到后来越假了            
(4星)	 竟然有个喜欢吃糖炒栗子的栗子姐，让我怎么办。            
(4星)	 很好看，其实我觉得赵雯演的挺好的   扣一星，因为那个演技很烂的谁谁谁            
(5星)	 这个片子没有男主角，全是女主角！女角色都太耀眼了            
(5星)	 家            
(NA)	 栗子 美  athena更美            
(4星)	 欢笑和感动并存电视剧，让我们看清一些很重要的东西。说实话，看的时候鼻子酸了好几回             
(NA)	 8错~            
(5星)	 “所以，所谓财富……知道人一辈子最大的财富其实是什么吗？是人，是无论你成功还是失败、富有还是贫穷都愿意跟你相扶相携一起经历一起分享的那些人，还有在这些过程里你跟他们之间越来越无法割舍的那份牵绊。”            
(5星)	 最后一集真感人。。。牛人最大的特点就是淡定。。。            
(5星)	 好看~~我么妈妈天天追着呢~            
(5星)	 写实电视剧，看了感触颇多，一个女人为了家庭可以一惜一切代价，一个女人为了梦想可以不择手段，一个女人为了爱情可以放弃一切。            
(2星)	 剧情真有点脑残            
(3星)	 幸福就是和家人在一起，你过得还好么 、            
(4星)	 其实论台词的启发性，也许还不如《我的青春谁做主》等，但就是觉得好看。宋丹丹的角色，让我很受启发。            
(5星)	 哭死我了。。            
(NA)	 一家人在一起，就是快乐~~~            
(5星)	 我太爱里面那两姑娘了            
(2星)	 完全可以压缩成10集，后面20集完全就奔着励志大团圆的结局去的，文岚这个人物太假，估摸着宋丹丹都快演不下去了吧。            
(4星)	 很感动、温馨、生活化的好剧。            
(5星)	 镖和靶的每一次分离，都是为了能够再一次的重回靶心...所以，等待            
(5星)	 Perfect!            
(5星)	 我要王子文我爱罗内包！！！！！！！！！            
(5星)	 今天刚刚在风行上看完全部剧情了。最后一集看完眼睛也哭肿了。喜欢这一大家子，善良，可爱，乐观，坚强。所谓的财富就是不论你是健康疾病还是贫穷富有都有人一直陪在你身边不离不弃，所谓快乐就是一家人一直在一起，不是吗？家的气息是每个人都割舍不下的，是最温暖的。。。。。。            
(4星)	 这样的结局，实属编剧也没辙了            
(4星)	 后面有点过了            
(4星)	 嗯，还不错~            
(3星)	 在某人的威逼利诱下看了几集..真不是我的菜            
(5星)	 结局哭得一塌糊涂,组成一个家,然后永远不分开.彼此照应,共同度过每一个平凡或者不平凡的日夜.            
(5星)	 这部电视剧很棒！语言真给力！继奋斗、婚姻保卫战后的又一佳作啊！就是结局有点不是太圆满，最后带泪看完的，希望会有续集！  或许正是这种不完美会让人印象格外的深刻与耐人寻味吧               
(3星)	 同一类的电视剧吧，很多的相似点，但是还是很有看头的，三天30集。            
(4星)	 薛少，除了长得像某影视明星之外，还有什么？            
(4星)	 喜欢栗子，完美女人。            
(5星)	 我爱栗子！            
(3星)	None
(5星)	 镖和靶的每一次分离，都是为了能够再一次重回靶心，所以，等待。。。看了很多评论，有很多人期待续集，我倒喜欢这美满的结局。ps：这剧中人的名字有点儿意思~            
(4星)	 不错。。。            
(5星)	 在这个时代，真正的人越来越少。做个有人味的人吧，这是最基本的教养。真正的教养是知道什么东西是最好的并且知道为什么。为了爱而离开爱，也许不仅仅只剩下痛苦。这取决个体生命的素养。低劣质量的生命也有需要真诚的时刻。而为了虚荣而抛却真实掩盖最真实的生活，这不过是聪明得太傻了。很爱之荔。            
(4星)	 有点理想化，不过还不错。            
(5星)	 一家人一直在一起就是快乐。            
(5星)	 我只单纯的觉得群众演员有点太“群众”了            
(4星)	 虽然很多细节的真实性不可细究，演员们的演技还是值得一赞的~~赵雯的“我贱故我在”。。文姨的道行。。楚牧成了朱的又一经典形象。。也许一种环境会让很多东西都释放出来，真实的果然是最好的。            
(5星)	 生活本来就是一部电视剧，结局不是我想要的。            
(3星)	 太完美的人始终不存在 这部剧完美的人 太多 不真实 情节也大都可以预料到            
(5星)	 镖跟靶的每次分离都是为了能够再一次重回靶...!!所以,等待... 如果有令你牵肠挂肚的人，千万不要错过，一定要把握幸福。            
(2星)	 元素很丰富，但是用的不好，演的也不好，嗯，你们知道我说的是谁            
(NA)	  我一直想有个家  我只想要个家            
(4星)	 为什么我感觉看完30集感觉还没结束那。。。            
(5星)	 好久没看到这么好的剧了，真真学到很多东西。家就是一家人努力往一个劲儿使，不分你的我的，每个人都要为了这个家努力。我爱这个家。            
(5星)	 关于结局很多种，我有自己的看法。虽然很残忍。 我觉得栗子等待的，不是有日能在一起，而是有日她或者楚牧能够放下。            
(4星)	 还可以吧，宋丹丹表演的有一点假            
(5星)	 小疯子            
(3星)	 便便扭扭，又牵挂着想追完            
(NA)	 成长的疼痛~            
(5星)	 很不错的一部电视剧，里面的家人亲情，朋友之间的友情，社会名利和虚荣心的占有欲，商界的战争，为梦想奋斗的动力，坚持自己的理想，看似离我们有点远，但是随时萦绕在我们身边！            
(NA)	 端午节看的片子            
(NA)	 超爱栗子姐，各种好玩儿，各种逗贫！            
(4星)	 部分情节夸张离奇~却是一部愉悦轻松~又不缺乏心灵勉励的好剧~较奋斗有过之无不及~值得花点时间看看~            
(4星)	 温馨            
(4星)	 温暖的成长，珍惜家人在一起的日子            
(4星)	 在国产剧里面算不错的了……            
(5星)	 好久没有一部电视剧让我有一口气看完的冲动了。欢乐感动。            
(5星)	 不错，好喜欢栗子姐姐和齐齐~~            
(5星)	 太棒了！太棒了！有史以来看过最好的大陆电视剧！剧本写得太赞了！少见言情片能这么出色！            
(4星)	 矮油  哭粗来了TAT 看得我好想吃栗子！！！！！！！！            
(5星)	None
(3星)	 反正不墨迹            
(5星)	 感人的有点假，没有太多冗长的剧情，女角儿都很立体，挺好看            
(4星)	 赵宝刚乃奇男子也            
(5星)	 非常好，真的好。除了部分情节太弱~~但意思全到了            
(5星)	 温暖的、让我心甘情愿的掉眼泪~喜欢死朱雨辰了~            
(5星)	 超喜欢栗子姐还有齐齐，但是最后栗子姐没能和宠物在一起，着实有些遗憾啊！            
(5星)	 大爱~            
(5星)	 虽然片子里的很多事情都是我们这种普通的小老百姓一辈子都遇不到的，但是还是给人一种很实际的感觉，尤其是对“家”的解读，很喜欢            
(4星)	 内地抵家庭伦理剧啥的总拍的是那么回事~哈哈            
(4星)	 就不太喜欢结尾哎            
(5星)	 家的N次方，坑爹伤娘没商量            
(5星)	 我就觉得这种内地电视剧才值得看！台词那叫一个耐人寻味~~~那些芒果台的脑残剧...能不能不要再荼毒社会了T-T...            
(5星)	 写出人性味道的电视，能说的过去的逻辑感···            
(5星)	 大爱栗子姐。            
(NA)	 大爱栗子姐            
(4星)	 每个女孩心底都有个齐齐吧~            
(4星)	 在电视剧里还算不错的。            
(4星)	 栗子姐真是完美女人啊，虽然完美得显得不真实，但是还是很让人向往啊            
(5星)	 一群聪明人的游戏！            
(NA)	 很不错的片子。就是结局不完美。            
(5星)	 剧情可以概括为 天龙八部+流星花园，齐齐=阿紫，栗子=阿朱+木婉清，周浩=慕容复，楚牧=段誉。。。。。。            
(3星)	 是太假了！            
(4星)	 比奋斗什么的靠谱多了。            
(NA)	 三个完美的女人             
(4星)	 hoho坏人当道 不爱nice爱tough            
(4星)	 齐齐刚出来的时候好吵啊。。不过越来越可爱            
(4星)	 小朱多帅气的 。薛洋好丑！！！            
(NA)	 强烈推荐，会有一点思想冲击，朱雨辰演的很真实，赞一个            
(4星)	 小疯子，宠物，栗子姐……都好喜欢……            
(4星)	 源于生活，高于生活            
(5星)	 很喜欢这部电视剧，挺有意思的~大爱栗子姐~朱雨辰的演技也一直很不错，白百合在《万有引力》里和文章的对手戏就很赞了！！超清纯，居然还是人妻，羽凡的老婆！！            
(5星)	 好看！            
(4星)	 我他妈怎么这么喜欢周浩这个贱货啊……            
(4星)	 很久没看大陆的电视剧了，这次开始关注是因为赵宝刚的缘故，主要是导演是和赵宝刚合作了很多年的王迎，在看完之后感觉是有那么点赵宝刚的感觉，但是看完之后却没赵宝刚作品的意犹未尽的感觉，这就是导演功底的差别吧            
(5星)	 很有爱 结尾是我喜欢的            
(NA)	 披著婚戀家庭外皮的臺偶狗血劇情。不過王子文咋咋呼呼挺好玩兒，朱雨辰不出意外的靠譜討人喜歡。還有楚牧和薛之荔兩個人那種不言不語共度難關的……算是感情戲么？克制又溫存，理智又動人，真不錯。            
(NA)	 喜欢赵雯的            
(5星)	 为什么栗子和宠物没能在一起 啊，虽然最近过的很不好，可还是希望看到一个完美的结局。愈加的难受！            
(NA)	 宋丹丹演的妈妈，确实有一套很不错教育子女的方式，喜欢            
(5星)	 栗子姐太完美，太伟大了~~~            
(5星)	 不错不错            
(NA)	 很喜欢里面说话人的小腔调，让我很想哪天去北京生活上一段。也许会爱上那个城市。            
(5星)	 家，给你快乐的地方            
(5星)	 有没人觉得spring偶尔露出的小妩媚和《新白娘子传奇》里戚宝山，就是和许士林李碧莲拜把子的小兄弟很像啊？            
(5星)	 好吧，是可以看到哭的。            
(NA)	 忒逗了！            
(3星)	  赵雯是看点。            
(4星)	 不知道什么原因不想看了。有度娘的严重剧透，知道大概，在20集左右最纠结的时候不想自己也这么纠结下去，so，弃之。anyway，这是一个富二代掌控的世界，这个故事太美好。另外，我挺喜欢楚牧的。            
(5星)	 欣赏栗子姐的能言善辩还有功夫，重要的是这N次方家里的精神，虽然还有点小假，不过真的能学到些个东西~~            
(4星)	 不管是几次重组家庭，温馨、和谐、团结、彼此关照、关心才是家的魅力和意义所在。特别喜欢王子文的表演，老乡加油！任重，朱雨辰和白百合也演得很到位，稀饭            
(5星)	 有受到启发。。            
(4星)	 齐齐！            
(3星)	 赵雯就是典型的歇斯底里人格            
(4星)	 结尾太仓促…………            
(5星)	 栗子姐就是我的好榜样            
(5星)	 感触很深啊！从这里也可以学到很多....            
(5星)	 好看，不用多说了、、、、            
(5星)	 值得回想的一部剧            
(5星)	 栗子~~~姐，完美的有点不现实！            
(4星)	 熬了几个晚上总算看完了，虽然不怎么现实，但有些话还是蛮经典。值得一看。            
(4星)	 世间之事，十之八九不如意。            
(5星)	 青春不清纯，流年不留念。  我还是一个不适合看悲剧的人. 这个结局突然让我想起一句话：这个结局，或许才是最好的结局。            
(4星)	 除了赵雯这演员外,其他都挺好的 ..            
(5星)	 赵宝刚导演还是做本行更专业！这戏演得。。。太可爱了            
(3星)	 其实是很好，只是里面的那首插曲比较烂了！不愧为赵宝刚的徒弟！就是音乐感较差啊！            
(4星)	 2011,06,05--2011,06,12            
(5星)	 充满了爱！好爱栗子姐！期待续集！            
(5星)	 精彩            
(4星)	 想学习栗子的心思稳重运筹帷幄，齐齐的机灵才气和热情，赵雯的睿智成熟跟努力。但很多东西确实是学不来的，争取永远善良着，热情着。想努力做个文楠这样的女人。努力更亲和更真诚。还有家，是个相互的东西，需要你来我往，剧情里面之所以有人一味的付出还换来了美好，是因为不是一个人在奋斗。呵呵。            
(5星)	 我明白了什么事爱和快乐            
(NA)	 文楠醒过来说原来这么多年从来没有给过宠物一丝安全感,为了孩子,两个人还是离婚吧.母爱太感人了...            
(4星)	 家是永远的港湾。            
(4星)	 别的不说，把周浩和赵雯当主角稍微美化一点，就是一个高干文啊~~~~~            
(5星)	 一个通宵看完             
(4星)	 n年没有好好看过国产剧了，不容易            
(4星)	 ~~··好喜欢啊~~~ 又是京味特浓的一戏··~~···~~            
(5星)	 喜欢齐齐和冰窟窿~对于赵文真是恨不起来啊！            
(4星)	 演员都很喜欢，就是剧情有部分假            
(5星)	 相当不错，每天看两集。喜欢朱雨辰，高露            
(5星)	 所谓快乐   就是一家人一直在一起            
(4星)	 超超超好看呐！一家子人心手相连同舟共济同甘共苦是多么幸福啊~！             
(5星)	 很和谐很圆满~            
(3星)	 薛洋是一大败笔            
(NA)	 我讨厌男二……！讨厌死了！！！            
(3星)	 最讨厌 看  白百何 ，演的 太做作。            
(5星)	 现实，很喜欢栗子姐的角色，当然赵雯演的也很好，人性的欲望全面放大！            
(3星)	 昨天陪妈妈在家连看了15集………………            
(4星)	 总之，就那个样子吧；不过看赵宝刚近年来的电视剧，就是为了看一贫嘴，不过看了之后，也喜欢上了京片子的话语方式。            
(4星)	 还不错 喜欢朱雨辰 哈哈            
(3星)	 栗子姐太美了。            
(NA)	 宋丹丹真是天生丽质难自弃 赵宝刚老湿家庭主妇气质毕露更像小媳妇咯都不敢大声念台词儿啊哈哈哈哈哈哈哈哈            
(5星)	 喜欢            
(5星)	 真羡慕这样的家。这样的感情。            
(4星)	None
(5星)	 为什么啊，为什么啊，为什么这么好看呢！            
(5星)	 还不错            
(5星)	 头二十集，当笑话看；后十集，当现实看。这部拍的是赵宝刚所有青春题材里，最靠谱的最丰富的一部。虽然里面某些信息还是比较扯淡，但是相比奋斗，这个靠谱太多太多了。            
(2星)	 片子实在无聊。。。            
(NA)	 镖和靶的每一次分离，是为了再次的相聚，所以。。。等待。。。            
(NA)	 之荔!            
(4星)	 总体来说很不错　前十集特别出彩　后二十集长而无聊bug太多里面演技最好的是宋丹丹，白白何还有朱雨辰但人物塑造的最丰满的是赵雯　齐齐　还有文楠赵宝钢导演导的戏我都爱看，可要这他自己演的薛茂祥感觉非常空洞，无论何时都是一副置身事外的导演的神态总共看哭两次　都是赵雯的哭戏            
(5星)	 历经九九八十一难的家庭终会取得真幸福~ ps:这片充分说明以后娃绝对不能只生一个~            
(5星)	 剧情很深刻 很温暖            
(5星)	 还以为栗子姐会爱上陆震廷呢  宠物爱上栗子也能理解 就是不觉得栗子会喜欢宠物             
(NA)	 喜欢看家的节目，不知道这是不是和年龄有很大关系呢？家是一种快乐的集合，是一个港湾，当你在伤心难受、无处躲避、受到重重打击后一个绝佳的栖息地，它是一个无私的给予的地方。社会的变化让我们漠视家人、漠视亲情，重视金钱权利，可是最终呢，归根结底，我们才发现家和爱人才是我们最应该珍视的            
(4星)	 蛮好看的一剧儿。。。。            
(4星)	 纷繁复杂的兄弟姐妹和情人关系，如果在现实，是不是也有这么好的后妈呢            
(4星)	 我喜欢齐齐~\(≧▽≦)/~            
(4星)	 为了什么而奔忙.....            
(5星)	 怎么说呢  虽然整部剧都透着些混乱和惨淡，但 看完了，感觉还是挺温暖的，一个个小温暖和小感动，贯穿头尾，淡淡的，嘴角微扬。            
(5星)	 开始觉得也就一般的感觉。但是越看觉得越有意思。。而且后面确实也比前面好看            
(4星)	 这个结局很仓促            
(5星)	 看了N次方遍            
(4星)	 五星文楠            
(5星)	 喜欢栗子姐            
(5星)	 很精彩,相当吸引人            
(5星)	 淫家好想要一个栗子姐当脑婆啊            
(4星)	 好剧。暂不提某些演员的演技。            
(4星)	 怎么办，喜欢里面四个角儿。~            
(3星)	 ”家有儿女“ 成人版            
(4星)	 编剧很好，是个女的吧？怎么瞧着您把这男女的智商编得这么分明呢？？            
(5星)	 好看过《奋斗》，无论从演员，剧情，表演来看。2011年五月截止最好看的国产电视剧。            
(NA)	 家是一个有爱的地方            
(3星)	 薛洋那个头             
(4星)	 那女孩绝不是凡人。。呵呵            
(4星)	 其实，挺喜欢赵雯的，说的话都很白，很精辟。“我贱—固我在。”            
(5星)	 一堆的感动，            
(5星)	 赵宝刚导演总是电视剧品质和收视率的保证啊，虽然这回是以主演的身份出现的，但依然亮点颇多，其实每个人物都是很喜欢的，因为真实因为饱满，包括被人讨伐的赵雯。也许这就是家庭这就是生活吧，没有那么多美好，却有让人留恋依靠的幸福。            
(4星)	 又能爱的人··有爱你的人··真好··幸福            
(5星)	 网上追完。。。            
(5星)	 生活是痛苦的，我们是快乐的； 生活是快乐的，我们是快乐的； 生活终止了，我们仍旧快乐， 因为，我们只愿意快乐的活着…            
(5星)	    相当好看，超喜欢薛之荔这个角色、。            
(4星)	 就是中间有些情节确实挺扯的……            
(5星)	 很好，很感人            
(4星)	 编剧不是一般人            
(4星)	 喜欢小疯子的仗义率真 欣赏栗子姐的聪明冷静 佩服赵雯的勇气直白            
(5星)	 很好看，很喜欢            
(4星)	 蛮欢乐,温馨            
(5星)	 虽然虚构了些完美的人物,但真的很温暖,因为看到了付出,宽容,关怀,团结与爱.介是爱的教育　            
(5星)	 我爱白百合啊啊啊啊啊啊啊。            
(5星)	 终于有一部值得看 的电视了 和奋斗有一拼            
(4星)	 忽忽~看的我眼泪稀里哗啦的~            
(4星)	 我很感谢，这个时间看了这个片~呵呵。。。我还是喜欢生活剧，至少，真实~            
(5星)	 国产剧里面跟赵宝刚有关系的剧貌似都很不错诶，虽然演技龊了点，qvod不错土豆上还没连载完呢，一气呵成看了两天，赞一个我贱故我在，赵雯其实让人觉得可恨又可怜            
(4星)	 这贺刚演技拙略到一定程度，本剧最大的败笔，从头别扭到尾！会不会演啊            
(5星)	 一部给人温暖，给人力量让人前行的电视剧，告诉我们家是什么，快乐是什么，成功是什么，什么才是最重要的。珍惜身边的家人，朋友！            
(5星)	 非常好。好逗的。。。超级喜欢齐齐的性格。。。喜欢之荔的聪明、很喜欢丹丹姨把加治理的井井有条！            
(5星)	 看上任重了            
(5星)	 很好看，很受益，很喜欢。            
(5星)	 刚刚看完最后一集，泪崩了。说家给人的感觉是上错车，没有司机没有乘客，不知道下一站在哪儿。这么没有安全感的人却每天都在给别人踏实，能不能不这样啊？            
(5星)	 有趣             
(5星)	 大爱栗子姐，让我反思的连续剧，就是有点长。            
(5星)	 很好看 还是喜欢北京人讲话的那个调 那个幽默  就是结局差了点             
(5星)	None
(4星)	 好喜欢姐姐啊！！！！！！！！            
(4星)	 一个结婚离婚，各种姐弟恋兄妹恋，然后坑爹害娘的故事~            
(5星)	 演的真好            
(NA)	 薛之莉。齐齐冰。楚牧。            
(5星)	 除了赵导，其他人演技可圈可点            
(5星)	 很有感觉～            
(5星)	 有些狗血，也有些不现实的，可还是很多感动，特别是最后两集的对话，还挺有道理的，栗子姐真是神一样的人            
(3星)	 宋丹丹，别一口一个哥行吗？赵宝刚也太淡定了些，没演技吗？栗子姐，我知道你很厉害，一口一个羊，你也不是红太郎啊。朱雨辰很可爱，受欺负的穷二代。赵雯小妞，佩服佩服。。。            
(5星)	 像栗子姐这样的女孩子是绝版货。。            
(5星)	 非常值得看的部电视剧！            
(5星)	 兩天看完了它,有哭有笑,裏面的每個人物都是真實的, 喜歡那些有關人生的話語。&#34;生活是痛苦的，我们是快乐的； 生活是快乐的，我们是快乐的； 生活终止了，我们仍旧快乐， 因为，我们只愿意快乐的活着&#34;            
(4星)	 看到里边小吃街的广告牌都觉得亲切……呃……好久没看到中文招牌了也没有吧……            
(5星)	 重口味。编剧不靠谱。            
(NA)	 赵宝刚电视剧的必备元素就是秘密，各种出奇以及各种现代集合。            
(5星)	 唉啧啧 骂骂咧咧 嘻嘻哈哈看了部大陆爱情片 结局还算 好吧 但还是比较习惯听里面人把舌头捋直了讲话 突然冒出一两句太文艺的 就别扭了还有 我也爱之荔            
(5星)	 果然还是遭太监啦            
(5星)	 宋丹丹很有魅力，活泛            
(4星)	 拟制血亲，原来还有这一说啊？            
(5星)	 这部电视剧改变我的一些观念 家庭和相亲相爱永远是最重要的            
(4星)	 我爱看家庭伦理剧，我就是一俗人。  前面好看，后面一般            
(4星)	 挺好的。美女啊。不过我倒是真是看东西不过脑子，只关注剧情。哈哈            
(5星)	 有点意思~超级好玩            
(5星)	 最重要的感情就是亲情、最温暖的地方就是家、最快乐的日子就是一家人一直一直在一起、            
(5星)	 即便都是臆想，也愿意永远都在心里。虽然可能永远不知道该怎么称呼，不过无所谓的是那只是一个称呼而已。            
(4星)	 结局有点烂。。。栗子姐穿衣服挺好看的，宠物傻了吧唧的，小疯子虽然闹换但也不招人烦，冰窟窿我怎么看怎么别扭 = =            
(5星)	 過得還好麼？|栗子~~~            
(NA)	 齐齐！            
(4星)	 为结尾减颗星            
(4星)	 搞笑+温情＝幸福的一家人            
(4星)	 都是富二代差距怎么就那么大呢？其中两个星是给栗子姐的            
(4星)	 喜欢齐齐的活泼和栗子姐的聪慧，还有这一大家子人在困难面前不服输的那股子劲儿，让观众更多的感受到家的温暖，家的力量。唯一不足就是演薛洋的演员那张万年冰霜脸，真想上去抽了丫的，演技不到位角色也不甚讨喜- -#            
(5星)	 太太喜欢了 太有感触            
(4星)	 还是喜欢白百何            
(NA)	 眼睛哭肿了，里面的每一个人物都喜欢，大爱齐齐            
(5星)	 做不了栗子姐  而心底隐藏了一个赵雯             
(4星)	 上天啊，赐我一个栗子姐姐吧~            
(NA)	 守连续剧真的很痛苦  你过得好吗？            
(4星)	 球神仙姐姐．．．．            
(5星)	 群众演员不要那么滥竽充数好吗？？？神马名流派对的全是打酱油的大叔大妈啊            
(4星)	 赵宝刚终于忍不住了！~            
(NA)	 多可愛一家子啊 貧的咧 哈哈            
(5星)	 很不错。            
(5星)	 关系很复杂 语言很生动 栗子姐很漂亮            
(4星)	 挺搞笑的，也挺温情励志的，贫嘴还真是一技术活儿啊...个别人和地方略假...            
(NA)	 大爱齐齐和朱雨辰，齐齐太可爱啦，朱雨辰帅！文楠的性格也很好~哎~居然讲到偶的同行了~~朝阳产业||| 人要有一颗宽容的心。            
(4星)	 一看就太扯的地方挺多的╮(￣▽￣&#34;)╭            
(4星)	 不错            
(4星)	 家在心里很重要的            
(5星)	 很喜歡。。。雖然還未看完。齊齊，之荔，趙雯，你想做誰呢？？每個人的都有自己的道理吧。。。看完也未必有結果。像我，喜歡之荔的名字，喜歡齊齊的聰明機靈，還有趙雯的百分百自信。。可是我還得做我自己。            
(5星)	 这个电视剧 我个人很喜欢 很不错            
(5星)	 台词精辟，人物精睿。            
(5星)	 不错，值得一看。剧中所表现的亲情、友情、爱情让人感动！！！            
(5星)	 挺稀罕栗子姐的淡定，齐齐的闹腾            
(5星)	 快乐中悲伤，失落中快乐            
(4星)	 齐齐你V5！            
(4星)	 前面不错，有点像气球放气啊，前面气势汹汹，后面蔫了            
(4星)	 虽然有一些不实际的地方，但是赞同里面传达的真善美，家太重要。白百合很出彩，朱雨辰没有演出来。            
(NA)	 很好看。喜欢里面的赵雯，明确的知道自己的目标和需要，然后为之而奋斗，不错            
(4星)	 勇气就是无视世俗的眼光做自己喜欢的事情，生活中太累，很多就在于别人的眼光。n次的离婚，n次方的痛苦，依然坚强的生活，给爱的人坚强的信念。.http://blog.sina.com.cn/u/1742317047颓废之美http://you.video.sina.com.cn/m/            
(5星)	 豪门之家，夫妻双方的多次婚姻，几个非血亲的兄弟姐妹，纷纷扰扰。赵宝刚、宋丹丹、朱雨辰、白百何、王子文、高露、任重等主演，除了贺刚我不喜欢。幽默的语言，有才极了，让人捧腹！爱，也在一次次冲突中真挚起来！            
(5星)	 虽然是那么商业化的剧情  但是感动了我  最重要的是 它让我懂得了我们每天如此活着 自己到底需要的是什么            
(3星)	 王子文太聒噪，高露太淡定，假刘德华一副土鳖样儿就是喜欢白百何和任重！            
(4星)	 王子文（齐齐），演的太好了！ 我喜欢！！！            
(4星)	 看了前18集。            
(5星)	 各种神NETA笑的我死去活来！=。=结尾还是无意外的烂俗了。。。总体还是挺不错。。。老少皆宜。。。            
(5星)	 其中一星给京片子…            
(5星)	 薛之荔的智慧和处事方式很值得学习。整部剧有一种乐观积极的态度，所以喜欢            
(5星)	 每一部认真融入进去的电视剧的结束，都会带来莫名的失落.当然，看书也会这样            
(5星)	 我靠贼好看了点吧！！！肯定会是2011最火剧！宋丹丹演的好几段戏大众泪点啊！一口气看完狂呼过瘾啊！风行网资源威武！            
(4星)	 超级喜欢齐齐。            
(4星)	 灭你，天经地义！            
(5星)	 无语凝噎            
(4星)	 很好看，觉得很温暖，家才是最温暖的港湾，而且兄弟姐妹多还是好呀            
(NA)	 前面几集好看，后面的没兴趣了            
(5星)	 等待？！什么。。。。。。            
(4星)	 虽然是有点扯的人物关系，但是讲述的内容很丰富，比较喜欢.            
(4星)	 太有了，就该这样活着。            
(5星)	 不错滴            
(5星)	 真的 很好看！！~  又搞笑又流眼泪的....            
(4星)	 挺好看的剧集，赵宝刚都出山啦，哈哈            
(5星)	 镖跟靶的每一次分离 都是为了能够再一次重回靶心 所以 等待            
(5星)	 为什么他们不能在一起啊为什么啊为什么啊为什么啊            
(5星)	 我怎么就觉得这么好看呢！！！！            
(5星)	 很不错            
(3星)	 就图听个北京腔            
(5星)	 编剧还不错～            
(4星)	 复习时候快乐的消遣~            
(5星)	 好吧，我喜欢之荔，单纯喜欢~            
(4星)	 栗子姐怎么到了加拿大就变样了            
(4星)	 主流 但不讨厌；哎 爸妈都是这样吧……            
(4星)	 我也喜欢吃栗子            
(5星)	 我的宠物笑起来很憨~~我的神仙姐姐最爱栗子~~~我的齐齐最爱小老头~~~一家人很快乐            
(4星)	 伦理剧的一天啊            
(4星)	 还记得上一部看得很喜欢的电视剧是去年毕业时，《我的青春谁做主》，偶然的机会看见的。又是毕业的年华，喜欢里面的赵青楚。甚至梦想着去做一个法律人员，剪短头发，变得有气场。而今年，工作中，又发现了《家的N次方》。依旧喜欢里面以中短发的栗子姐，干练，有气场，那么能干。想想自己现在，嗨！            
(4星)	 人在犯傻的时候会特别的快乐！            
