http://movie.douban.com/subject/2210031/	仙剑奇侠传
(4星)	 那时的胡歌还是满有看头的            
(4星)	 不错            
(NA)	 还是第一部好看            
(5星)	 最爱.            
(5星)	 只喜欢第一部            
(5星)	 不论好坏，它是一种记忆，最美好的记忆            
(4星)	     只为胡歌最后一眼留言我的武侠情缘            
(5星)	 胡子塞高。            
(NA)	 胡歌！！            
(3星)	 差不多也是一部可以让我飞速的遥控器暂停一下的内地电视剧。我只喜欢看后面的部分，为了人妖之间的爱情感动流泪，为了至亲至爱的友情、爱情感动。那么好的一群好朋友，有时让我笑得喷饭，有时又让我心疼的流泪。胡歌也是我喜欢一个原因，喜欢他有棱角的脸庞，当然是车祸前。            
(3星)	 对于这种初次尝试 宽容点儿比较好 另外我忍不住不说 刘亦菲让我更讨厌赵灵儿            
(NA)	 寒假的时候很无聊的温习了一下还是要当年看的时候一样月如死了 就不想看了这个女子在我心中很久很久感情贵在专至  始终如一一直觉得灵儿配不上逍遥也许是因为逍遥和月如经历的太多了那句玩到老 吃到老我很想可以实现            
(4星)	 我是仙剑迷，又爱帅哥美女            
(5星)	 迷死胡歌            
(3星)	 只喜欢安以轩和胡歌            
(3星)	 其实我喜欢阿奴。            
(3星)	 相爱，不如相知，不如不相见。            
(3星)	 挺好的，爱月如~~~            
(4星)	 其实挺好的 关键是演员没什么讨厌的人 而且时隔多年会想起我亲爱的谢君豪蜀黍和潮人李灿森             
(3星)	 不是失败的真人化            
(3星)	 刘亦菲真的很美，胡歌当年很惊艳，不过很是纠结感情~            
(NA)	 林月如确实死的不值 为这个也要纪念一下             
(NA)	 胡歌说让我告诉你什么叫做爱，于是用满满的都是爱射死了徐锦江。真操蛋。            
(NA)	 最爱林月如            
(NA)	 很喜欢林月如~潇洒敢作敢为~            
(NA)	 林月如你死的不值。明明是三个人的电影，你却一直不能有姓名            
(4星)	 游戏 是经典            
(5星)	 最爱月如            
(4星)	 爱真是件可怕的东西，老实说，要我是月如的话，早一巴掌对李逍遥甩过去了。。。。。            
(5星)	 比仙三好太多了            
(3星)	 雷。。。            
(5星)	 你可以再惨烈一些。。。            
(5星)	 喜欢阿奴，唐钰，阿七，月如，反正是除了男女猪脚，好吧，对逍遥也是挺喜欢的啊，至于赵灵儿嘛、、。            
(4星)	 还是第一部经典,唐钰和阿奴,我最最爱了            
(4星)	 第一部拍的还是不错的。。我觉得            
(4星)	 既不回头 何必不忘 若是有缘 何需誓言 今日种种 似水无痕 明夕何夕 君已陌路             
(4星)	 李逍遥            
(4星)	 我永远的逍遥哥哥……            
(4星)	 仙一的剧情永远是经典。也许是因为这个游戏装载着童年的记忆，那一刻的激动，那一刻的泪水，都存在心底。            
(4星)	 作为一个仙剑的忠实玩家，我觉得本剧拍的还是很不错的，情节比较忠于原著，演员选的也很不错，除了那个整天神神叨叨爱拌哲学家的拜月教主比较累雷人以外……虽然没有用游戏的音乐，仙一的自配音乐也很经典~~~            
(5星)	 钟爱仙剑、其实是因电视剧才认真地玩了仙剑系列。喜欢电视剧的活泼轻松。一切都很美好~永恒的经典            
(5星)	 刚看到仙三，突然想到这个还是小学升初中时候看的，现在好想再看一遍啊！！TAT            
(NA)	 晋元兄，你太gay了也~            
(4星)	 仙剑陪伴了我的童年~            
(3星)	 配乐不错            
(1星)	 简直就是垃圾！            
(4星)	 胡歌最帥的戲了 古裝扮相帥慘了 仙劍系列就這部看得最全            
(4星)	 因为这部剧爱上了唐钰小宝~            
(4星)	 我爱月如~~~啦啦啦            
(3星)	 在不断的失望中，只好在心中塑造不灭的形象。歌不错，人很帅。            
(5星)	 最后一集太催泪了 妈妈丫....T T            
(4星)	 没有玩过仙剑，所以它对于我纯粹只是一部剧。结局太悲惨。            
(NA)	 曾经对这个游戏多么的着迷，对这出剧感觉一般般吧。            
(4星)	 和很多人一样，这剧的收获是胡歌，编剧再被骂脑残，胡歌仍然被表扬演活了李逍遥。            
(4星)	 我给的爱一直很安静。。。            
(2星)	 汗颜啊汗颜我当年怎么会一集一集地看完这样的仙剑的--111而且我还真的掉了不少眼泪            
(4星)	 虽然跟游戏有差距，但是还是很感动            
(4星)	 發現了胡歌這個帥哥 顛覆了對劉亦菲的印象。            
(5星)	 先玩过才看的..经典            
(4星)	 无法超越的仙一。            
(NA)	 小前儿玩游戏的时候 就想 长大了一定拍个仙剑出来！！   先我一步！！！            
(4星)	 月如不错            
(4星)	 改编滴还是不错滴- -可是 我说唐人你就不敢出部不腐的片么- -            
(3星)	 來人吶，把那兩個偽裝成趙靈兒林月如的妖怪拖出去斬了            
(4星)	 我就是喜欢一不喜欢三            
(5星)	 不用讲的 最爱的            
(NA)	 哎呀嫩嫩的逍遥姑娘.....好萌&gt;&lt;            
(4星)	 月如啊~灵儿啊~            
(3星)	 安以轩。林月如。            
(5星)	 我心中永恒的梦~~那年，那段时光，真的很美好！也只有那时候的自己才会那样！            
(4星)	 讨厌林月如            
(5星)	 阿奴，唐钰小宝。            
(4星)	 真挺逗的            
(5星)	 喜欢仙一，支持            
(5星)	 给你的爱一直很安静。            
(3星)	 我爱游戏..- -            
(NA)	 简直是经典中的经典。            
(5星)	 大爱  李逍遥太帅 喜欢灵儿 喜欢六月的雨            
(5星)	 冲着大宇和胡歌 五星了            
(NA)	 经典            
(4星)	 仙剑迷基本都说拍的不好，仙剑我没怎么研究过，还不错吧拍的，主要是有刘亦菲。            
(3星)	 其实我以前听喜欢的，现在没赶脚了            
(5星)	 灵儿万岁 逍遥不败 仙剑永存            
(NA)	 这个不错            
(3星)	 彭于晏最帅            
(3星)	 还是当年的胡歌好看……            
(3星)	 玩过游戏再来看这部电视剧的话，总是觉得有点不爽，胡歌刘亦菲固然很养眼，但是拓展太多的故事情节总感觉有点不符原作            
(4星)	 导演真的很喜欢嘴巴和眼睛大特写的说~~            
(4星)	 灵儿            
(4星)	 还可以...剧情改编的稍有不满意..            
(NA)	 喜欢！            
(4星)	 还是第一部经典            
(4星)	 开始因为不能上外网才看的电视剧，可是一点看下去，看到月如离去--“一直很安静”明明是三个人的电影，我却始终不能有姓名，给你的爱一直很安静。。。，唐钰和阿奴之间还觉的有些感动，喜欢月如，唐钰。。            
(2星)	 唉……我的仙剑就这么被毁了……            
(NA)	 爱是屈服。            
(5星)	 因为仙剑奇侠传这个游戏，让我童年的记忆更佳的美好             
(3星)	 月如呀~~~~            
(3星)	 对于单纯的电视剧而言 还不错对于游戏而言……你知道的            
(NA)	 张芯瑜最可爱了            
(5星)	 经典中的经典。。大爱林月如~            
(4星)	 看仙剑三前是不是应该回顾一下。            
(5星)	 我爱胡猫！            
(5星)	 喜欢灵儿，月如            
(4星)	 依然赚了我很多泪珠。。喜欢看美女！            
(3星)	 狂爱林月如            
(4星)	 蛮感动的            
(5星)	 大爱  最喜欢的镜头是去锁妖塔 逍遥劈开石门的时候  帅死了            
(1星)	 去死吧去死吧~！！！！编剧去死吧~！刘亦菲去死吧~！！！换咱美好的游戏和灵儿女神~！！！！            
(3星)	 仅仅只记得序幕的时候。突然看见刘亦菲美的不可方物。后来，才发现这是个木头美人。美的很空泛。            
(4星)	 就记得那句 世上无情人 却有深情妖 刘亦菲怎么可以这么漂亮 但却一点也不喜欢安以轩            
(5星)	 哎 真的是经典啊            
(NA)	 唐玉小宝。。。            
(3星)	 安以轩演的林月如还是可圈可点的...            
(4星)	 胡歌是我的菜，刘亦菲也是我的菜。最开心的就是我喜欢的两个人在一起了            
(5星)	 15岁的迷恋仍然有效            
(5星)	 初三的那个暑假，感受的一份经典            
(3星)	 跟游戏差太远了            
(5星)	 当初天天晚上看的失眠，那是唯一的一段时间失眠，挺喜欢这种风格的。            
(1星)	 编剧典型NC胡歌就是小混混鉴定完毕            
(5星)	 怎么说呢。唉            
(3星)	 前面还行，后面就···            
(4星)	 我只是来看仙剑的            
(3星)	 在仙灵岛上的灵儿和逍遥哥哥令我过目难忘，真希望时间永远定格在那一天。            
(3星)	 今天看完的……看得好无语啊。后面说的“道”好无语啊。结局差不多都死完了，这什么结局啊。            
(5星)	 i like ~~~~~~~~~            
(4星)	 灵儿！            
(5星)	 高中的时候中午泡网吧看的......所以在我心里算是经典吧            
(3星)	 我们都是乡巴佬            
(3星)	 “既不回头，何必不忘；既然无缘，何需誓言。今日种种，似水无痕；明夕何夕，君已陌路。”            
(5星)	 嘻嘻~~            
(5星)	 我怀念我的单纯而美好的高一。            
(4星)	 喜欢仙剑一多过仙剑三！            
(5星)	 好吧，电视剧不能和游戏比较的，我觉得这真的是个经典            
(5星)	 最经典的仙剑，翻来覆去看了N遍还是看不腻            
(4星)	 除了灵儿，都喜欢            
(5星)	 好看，选角都很不错            
(3星)	 唐钰小宝T T            
(5星)	 不管是游戏，电视剧。支持仙剑，永恒的经典。            
(4星)	 哎哟我的逍遥哥哥喂昂!&gt;&lt;            
(4星)	 关于奇幻武侠题材的电视剧其实挺不错的。胡歌很帅，不过更喜欢谢君豪，那种玩世不恭却又深藏不露的样子。            
(4星)	 觉得挺好看的            
(3星)	 很早以前的一个寒假            
(NA)	 喜欢月如，酒剑仙，灵儿。。。非常不错            
(3星)	 比较贴合原著            
(5星)	 美好回忆啊            
(3星)	 想当年自己拿压岁钱买了整套的VCD光碟。就凭[仙剑]这个名字。            
(4星)	 改变了初一时自己对林月如的看法。            
(NA)	 评价很高啊~~            
(5星)	 主题曲好听            
(5星)	 不当仙剑看的话，不失为一部佳作...            
(4星)	 难忘的经典游戏回顾.......            
(3星)	 就月如了...其他不做评价            
(4星)	 还是当年的游戏好玩            
(NA)	 我更喜欢仙三～～            
(5星)	 永远的经典            
(5星)	 月如……            
(5星)	 大爱！！！            
(5星)	 很喜欢            
(4星)	 虽然公认改得乱七八糟，不过却有新的东西在里面，音乐也很赞。最爱唐钰~~彭于晏真的是把唐钰刻画出来了~~            
(NA)	 以前还玩过仙剑的游戏。希望林月如不要死。结果试了很多方法还是不行。            
(5星)	 我喜歡月如~            
(4星)	 谁让我是仙剑迷捏            
(3星)	 点点点 点点点 讨厌刘品言            
(NA)	 彭于晏~            
(3星)	 刘亦菲好漂亮哦~            
(4星)	 死的太彻底了~            
(4星)	 还好没破坏我对游戏的美好印象            
(5星)	 我不是很喜欢古装剧的人，但仙剑要例外的！            
(4星)	 让印象深刻的反而是我家月如的莫失莫忘和阿奴唐钰的小爱情。当时玩游戏时爱的灵儿不见了。            
(4星)	 点晕我了!不点了!            
(4星)	 没有毁原游戏...已经很不错了...毕竟那是经典...            
(5星)	 古装王子，我挺你！            
(5星)	 少年的回忆            
(2星)	 2次。囧片给唐钰的华丽转身和李逍遥的“爱无限”。            
(4星)	 刚开始从中途开始看，觉得不喜欢灵儿，不过后来把前面的补上，就喜欢灵儿了~看来每个角色都应该全程贯穿了才能下定夺啊            
(4星)	 那个时候同学们都看的一部片子，男生们疯狂爱上纯美的刘亦菲~~(～ o ～)~zZ            
(5星)	 胡歌的大侠扮相真帅            
(4星)	 呃～还蛮美的～            
(4星)	 一邊看片子，一邊玩遊戲。- - 對著遊戲看劇情，也是一種享受            
(NA)	 不管是游戏还是电视，我都玩过看过了，还是挺经典的。            
(5星)	 ui            
(3星)	 一般般...胡歌演的李逍遙一點也不像...劇情也和原著有很大出入...            
(4星)	 阿奴对唐玉小宝的求婚让我记了好久。            
(1星)	 原谅我打这个游戏的时候才11岁            
(3星)	 虽然很扯，但是当年胡歌很萌            
(5星)	 胡歌的成名之作，十分经典            
(4星)	 挺好的。            
(2星)	 比游戏差多了            
(5星)	 不管你有多大的瑕疵，爱就是爱了。呆呆，口口，芳芳，曼曼，日那，rina……那年寒假， 我们还在一起，在一起看仙剑。            
(1星)	 简直就是打击。那么好的游戏，拍成这样            
(4星)	 彭於晏~哈靈~            
(5星)	 完美的一部。            
(4星)	 歌还蛮好听的，有一个叫桃花岛的BGM~~超赞~            
(1星)	 我从小学时候通关之后就有将来有钱了要把这个游戏排成电视剧的想法 结果这个电视剧出来之后 我的心都碎了 细碎细碎            
(5星)	 除了剧情...意义、台词、人物、画面都nice            
(3星)	 不爱刘亦菲 讨厌胡歌 但我喜欢唐玉小宝 多有爱的角色和名字。            
(3星)	 我喜欢月如            
(3星)	 我不要爱逍遥哥哥我不要爱你            
(4星)	 那時我真把劉美女看作仙女了，，不食人間煙火            
(4星)	 太奇怪了，肚子一点都没大就把孩子生出来了            
(4星)	 每次看到結局，還是忍不住哭了。= =別懷疑，我只是戀舊情懷又發作而已。            
(4星)	 喜欢月如，看完结局无法抽离。            
(5星)	 有道看似无道，相爱不如相知 剥落一地的爱情才最美丽，才会有人记得。 痛定思痛，这是一件很幸福很幸福的事情。            
(3星)	 最大的收获是知道了谢君豪，不能说认识，他确实不认识我            
(3星)	 最喜欢姜明的桥段。            
(5星)	 细腻，人物、情节、对白、场景，耐人寻味。            
(4星)	 四星的主要原因是游戏好，里面月如不错，刘亦菲也还好吧。。。期待仙四            
(5星)	 时代的翻版，我们的成长……            
(4星)	 林月如死了我就坚持不下去了。。。            
(5星)	 逍遥哥哥            
(5星)	 胡歌版李逍遥依然是我心中不灭的经典~            
(NA)	 玩过游戏得人，看着就觉得格外亲切的！看这部电视剧，就像当初听周杰伦的第一盘专辑，新鲜感大过于真正的喜欢……但后来，狗尾续貂，直接续成九尾狐狸了！            
(4星)	 ！            
(5星)	 音乐、服装、剧情、演员无一不精彩且恰如其分！            
(5星)	 可爱的唐钰小宝            
(5星)	 为了月如            
(2星)	 安以轩的林月如不错，但是剧情设定真的是让人大失所望，为什么要让李逍遥做选择，为什么要给阿奴找出个唐虞小宝，还有结局吐血那段太洒狗血了。整一个字，瞎！            
(4星)	 1998年第一次有了自己的电脑，玩的第一个游戏是95版的仙剑。大宇的经典游戏改编拍摄成这样，真的很不容易。             
(NA)	 仙剑系列中比较好睇的一部吧            
(4星)	 厉害厉害失礼失礼            
(5星)	 这部剧已经这么久了，但还是最爱唐钰....            
(3星)	 以游戏的眼光看很雷人，以普通人的眼观看很热闹            
(4星)	 看了仙剑三，天知道我是多么怀念仙剑一啊~~            
(2星)	 改编得让我不是很能忍。虽然胡歌确实和游戏里的逍遥长得很像。刘亦菲的灵儿可以打个80分。安以轩……鉴于我对月如童鞋刻骨铭心的喜欢，实在觉得她不是很合格！刘品言的阿奴简直有点脑残……我忍！！！            
(4星)	 改编得真不错，演员也蛮符合游戏里人物的形象和性格。            
(4星)	 逍遥哥哥             
(4星)	 我喜欢刘品言            
(NA)	 MY LOVE~            
(3星)	 只能说还可以.....经典是不能重复的嘛，还是玩游戏去吧...            
(4星)	 除了里面的王小虎  其他的都是能接受的最喜欢里面的林月如            
(4星)	 首部～捧红一堆新人。20集的搞笑，达到巅峰状态 = =            
(4星)	 重温重温~~            
(4星)	 悲剧是英雄的宿命 值得品味            
(NA)	 要三个人 一起吃到老 玩到老想不到 我已经 这么老了                             亿如            
(4星)	 就是很喜欢……虽然现在想起来真是幼稚……            
(5星)	 有段时间一直看了7遍~~~每次看的时候都被酒剑仙的爱情故事感动的一塌糊涂~~~            
(4星)	 不错，作为一部游戏翻拍而来的作品，能这样已经不容易了。记得当初看的时候被林月如感动到了，莫失莫忘，呵呵。值得一提的是，配乐非常不错。            
(4星)	 胡歌那时候还没受伤，真是美少年！刘亦菲的灵儿也还好，没有想象的那么木，月如虽然不漂亮，可很灵动。虽然剧情跟游戏差得有点远，不过中心思想没变，可以接受。            
(3星)	 除了剧本，其他都好..            
(5星)	 看一遍哭一遍！            
(4星)	 还好，就是剧情纠结。            
(1星)	 无意中看到豆瓣用户对此的评价...竟然...好吧，我觉得我不给一星就实在愧对我曾经对仙剑的投入了......另外对所有给两星以上评价的童鞋表示极度不解..........|||||||||||||            
(4星)	 林月如演的不错~            
(5星)	 里面的音乐很完美。。。            
(3星)	 胡歌扮相太灵了            
(3星)	 把经典的仙剑游戏都改成什么了。            
(NA)	 還是比較喜歡劇情的~古裝玄幻能拍成這樣不錯了            
(4星)	 也很感人，很美好。            
(4星)	 时常感动落泪 亲人一个个的离去 悲剧             
(2星)	 这是仙剑？？这不是仙剑。。。。            
(5星)	 演出了我心中的李逍遥            
(4星)	 每集守着看完。。只是为了童年的仙剑梦而已。。            
(5星)	 逍遥哥哥的形象立体了丰富了完满了 可灵儿。。。幻灭 | 逍遥哥哥帅死了 六年后重看 感觉这五年胡椒白当了 怎么能没被迷倒呢 what&#39;s wrong with me? 还有灵儿也没那么讨厌了 阿七也没那么讨厌了 其实大家都挺好的             
(5星)	 经典啊！            
(3星)	 一般，一般，很一般。。。            
(5星)	 比起仙三绝对是五星~            
(NA)	 结局太悲惨了。。。。。            
(4星)	 很久前看的。            
(NA)	 唐玉小宝、阿奴还有林月如。阿奴和月如才是适合刘品言和安以轩的角色，那些淑女形象简直就是要人命么            
(3星)	 胡歌那时比较帅...我以一个10年的仙剑迷的身份担保：这是还算值得看的部烂片~            
(5星)	 靠 這麼經典的電視劇             
(NA)	 什么是爱？什么是道？            
(5星)	 嗷嗷嗷~其实这个真的帅死了！~少女的梦想啊啊~            
(5星)	 挺好看！就是结局太惨！            
(NA)	 ···月如            
(3星)	 朋友说，你看就看，不要想太多……            
(4星)	 我就是觉得 胡歌 很帅            
(5星)	 如果最好是和月如在一起就完美了~            
(4星)	 逍遥到底喜欢谁?            
(4星)	 林月如            
(4星)	 奔着剧情和刘亦菲看的   说实话胡歌演的真不怎么样  起码与我心目中的李逍遥差太远太远            
(5星)	 从此 喜欢上胡哥             
(4星)	 很好看很华丽。。            
(3星)	 总觉得记忆里永远是最后月如一把纸伞雪中的回眸，那时侯仙剑就是一场梦。哎。            
(5星)	 永远支持仙剑...            
(4星)	 不太喜欢刘亦菲。但是故事不错。            
(4星)	 好看的！只是结局太过悲惨!            
(3星)	 李逍遥不错。。            
(4星)	 看重播,找不到当年的感动,却还是忍不住追看~            
(4星)	 最爱唐钰小宝            
(5星)	 很棒的片子！ 看很多遍也不会腻 会有每一遍的感悟 总而言之是诠释侠义与爱的经典之作  阿奴与唐钰的惊世依恋  “相爱不如相知”的三人之爱（并非只狭义的爱情） 以及让人不会微笑也不会遗憾的轻现实结局 是这部片子浮升思绪水面的触角。            
(4星)	 客栈的那几集看的心力交瘁            
(NA)	 前两天看了聊斋2后  回首再看仙剑  那叫一个寒~~~~~~~刘品言啊  你怎么胖成那番模样啊            
(4星)	 很多遍……            
(3星)	 刘亦菲太做作了、真恶心。            
(3星)	 一代国产RPG宗师的真人版——亮点全在原版中的路人唐钰小宝身上。。            
(5星)	 喜欢逍遥的玩世不恭却坚定执着。喜欢灵儿的温婉美丽。喜欢他们俩的爱情。            
(1星)	 凑热闹。别说我还真讨厌仙剑电视剧            
(4星)	 剧情方面与游戏自然是差异颇大，电视剧的传播渠道显然比游戏更为宽广。也就很自然地，电视剧热播后，月如得到更多支持，因为她爱得更凄美，或者起码更加无望。我始终站在灵儿那边，因为我知道月如比灵儿幸福太多了。因为我知道月如最终跟逍遥在一起了，而灵儿再也回不来了。虽然，灵儿是逍遥永远的爱。            
(4星)	 重温完毕~。            
(3星)	 这个电视剧是在上大学时看的，那时候宿舍有两台电脑，每天一回宿舍就几个人围着电脑看，大家一起乐，一起伤，呵呵，美好的回忆啊。            
(NA)	 比游戏差远了，无论是情节，还是那种感觉，都要差很多，不过帅哥美女很多罢了。可惜了那么好的游戏            
(4星)	 我觉得比仙三要好，不过有些地方还是很拖沓。。。            
(4星)	 那个时候最爱的电视剧，让我得到了一个最好的朋友！            
(5星)	 经典。我爱月如。            
(4星)	 还算比较经典的            
(3星)	 月如~~            
(3星)	 胡歌太帅了 怀念月如            
(5星)	 我是一个骨灰级仙剑迷，仙剑一电视剧让我久久不能忘怀。。。最感动的还是林月如，能形容她的只能是两个字--伟大！            
(5星)	 我最喜欢的古装电视剧            
(5星)	 虽然粗糙，但是有不加掩饰的仙界清纯气息            
(3星)	 剧情混乱 莫名其妙 ，没想到3年后可以排除仙剑3这样的好片子            
(3星)	 编剧你就瞎扯淡吧            
(NA)	 不喜欢刘亦菲！！            
(4星)	 胡歌当年绝顶美少年啊- - 还自然系的.  始终记得L君当初很爱月如,唯一和他讲的几次话,就等着他的回应~ 哎~            
(3星)	 虽然比仙三忠实原著些，不过感情太过复杂..比较乱..胡歌演绎的李逍遥明显没有演绎的景天出色..            
(4星)	 什么是道？什么是爱？人与妖，人与神 ，人与人...或许地球万物都知道，只是能真正 领悟的人，妖，道士又有多少？感情之事是每个人必经之事，爱情也逃不过：凡人，道士，圣女，女娲，蝴蝶，蛇精，蛤蟆精.....天涯海角，矢志不移！            
(5星)	 仙剑永远都是最棒地。。永不捶朽。。。            
(NA)	 最记忆犹新的，是最后一幕，血染大地的灵儿，和抱着灵儿伤心欲绝的逍遥。配上异族的旋律，伤感至深。            
(5星)	 不得不说，捧红了很多人。曾经被游戏感动，然后再被电视剧感动....            
(4星)	 除了特效比较烂  其他尚可接受  改编的虽然很多  胡歌演技尚可            
(5星)	 经典。。            
(3星)	 一个年龄的记忆            
(3星)	 、、··            
(3星)	 相較仙三的談情說愛,這部探討了更多的人性問題,只是導演表現得煽情過度.            
(5星)	 奇幻题材的片子，这部算是比较精彩的            
(4星)	 风靡一时的时候我竟然没看。。            
(5星)	 从电视剧来讲，是成功的，从游戏来讲，太失败了。。。            
(4星)	 很傻的导演，很傻的编剧            
(5星)	 我爱逍遥 更爱月如            
(NA)	 很像一场游戏            
(4星)	 只比《仙剑奇侠传三》差一点。。。            
(4星)	 喜欢胡歌。他最适合逍遥。            
(4星)	 刘亦菲就是个仙女儿            
(5星)	 在凌晨2点，看到灵儿回来，笑了；在看到灵儿倒在血泊里，只剩孤独的逍遥，眼泪就止不住了（用了大半盒纸巾）。第一眼看到胡歌饰演的李逍遥：哇，导演真不错，找了个这么像李逍遥的人。            
(4星)	 刘亦菲和我心中的灵儿很接近，只是编剧让她总是说“逍遥哥哥爱不爱我呢？”而不是“我要拯救我的子民。。。”电视剧了喜欢阿奴和唐钰。刘晋元和剑仙都很出彩。            
(4星)	 为了林月如。明明是三个人的电影，我却始终不能有姓名。——阿桑《一直很安静》。            
(NA)	 爱死这部电视剧了            
(NA)	 昨天浙江经视在放了 个么你经典            
(3星)	 除了唐钰小宝，其它的都灰常不待见            
(4星)	 个人觉得比仙剑三好看！！            
(4星)	 改剧情改的很好~            
(5星)	 主演都不错~            
(2星)	 改编的乱七八糟，没有了原著的精髓            
(5星)	 看完仙剑三，越来越怀念仙剑一，却不愿意再看。那是我年轻时的记忆，所以只愿意让它尘封在那里。那时那么喜欢月如，在她死去的那刻，心痛不已，于是去找到游戏，妄图凭自己的力量保住月如，翻遍各种攻略，最后却徒劳无功。。。            
(4星)	 中间有点沉闷，最后一集很感人，哭死了。            
(2星)	 回过头来想想一，依旧很失败            
(5星)	 真希望仙剑一直延续下去 无论游戏或者电视剧。。            
(NA)	 虽然不喜欢刘亦菲 不过这部还是将各个人物表现的不错 所以我顶~            
(4星)	 喜欢灵儿~            
(5星)	 好看~可惜是悲剧~看完了我才开始玩游戏~            
(5星)	 ！！！！！！语言难以表达我对它的喜爱程度，再让我看一百遍我都愿意！            
(5星)	 大爱            
(4星)	 比 3 好看  我觉得             
(4星)	 还是很不错的，也讲述了些“爱”的道理，呵呵~~~~~~~~~~·            
(4星)	 毕竟和游戏不少出入，不过仍然有吸引人的地方。            
(3星)	 剧情杂乱            
(4星)	 很久以前 还在我上高中的时候 Green  就推荐我看，到现在啊 3都看完了 这个还没看……完……            
(3星)	 ╮(╯_╰)╭实在是狠不下心给个高评价……            
(3星)	 这个没3有feel            
(4星)	 莫失莫忘。            
(5星)	 三人去一人归……            
(4星)	 里面的画面很美，歌也很好听。            
(5星)	 太多的个人情感，太多了，太多了，太多了......            
(2星)	 和游戏当然没得比。。。但是音乐不错，美女也养眼            
(5星)	 当时觉得特好看            
(4星)	 喜欢唐玉小宝跟阿奴~            
(4星)	 没玩儿过游戏，不过看了之后有这个冲动！            
(4星)	 特别喜欢林月如            
(2星)	 还是没能看完它~~~            
(4星)	 话说我一直喜欢安以轩这样的女生～            
(5星)	 因为月如，我给了五星！难忘月如！李逍遥，你对月如不公平！            
(4星)	 之前很喜欢赵灵儿，林月如也让人喜爱            
(2星)	 好吧，其实比起仙三电视剧已经很让人满意了            
(2星)	 简直是扯谈。可是，我家月如还是很叫我泪奔的。            
(5星)	 大爱啊！曾经的痴迷！~            
(4星)	 我总是固执地觉得李逍遥真正喜欢的是林月如，然后在几天前才发现原来只是一厢情愿。            
(5星)	 电视上的断断续续竟也看完整了 更喜欢仙3            
(5星)	 感动....            
(5星)	 不错，就是结局悲了点            
(4星)	 以当年的感觉打的分。            
(4星)	 喜欢胡歌。            
(4星)	 还是更喜欢灵儿            
(NA)	 喜欢的不是胡歌，赵灵儿，也不是林月如，而是唐玉小宝。            
(3星)	 奇异的情节            
(3星)	 剧情！！剧情！！！你给我再改的离谱点看看！！            
(4星)	 仙剑迷必看。逍遥哥哥神现。中间几人感情纠缠的情节很水，反派徐锦江反而带来几处惊喜，比如他尽然知道地球是圆的，人才啊！！            
(NA)	 美工很成问题……            
(4星)	 偶像剧嘛，只要人物够美型就OK~            
(3星)	 可爱的唐玉小宝啊！            
(4星)	 我会是永远的仙剑迷~永远，永远~            
(4星)	 难得有电视剧这么多主角的，也难得有电视剧每个主角我都非常喜欢的~            
(3星)	 安以轩的林月如不错            
(4星)	 三星半   当年各种水灵            
(5星)	 那个青春岁月呀~~            
(2星)	 可惜了一个好游戏给改成这样            
(3星)	 我想我最主要的还是喜欢里面的歌曲，还有一些比较感人的台词            
(2星)	 没看完 不过发现刘亦菲确实像98版里的造型            
(3星)	 林月如            
(5星)	 比仙3稍稍逊色了一滴滴···有些部分拍得太假···            
(4星)	 突然觉得是不是该温习下...死的死了伤的伤了...= =|||            
(5星)	 !            
(2星)	 说啥好呢。其实我一个星都不想给。不过你好歹给了老百姓们了解她的机会。虽然可能是误解            
(4星)	 最喜欢酒剑仙            
(4星)	 怎么说呢，至少仙一是我曾经最美的一个梦啊。虽然这个跟心中经典的游戏相差甚远。但是，也给过自己一些感动。            
(3星)	 从来都对神幻的东西有着不可言说的喜欢。可是这部电视剧的内容感觉衔接太不顺畅了。感觉剧情和感情有些脱节，而且中间有几集感情完全不知所云。我只能说，它让我爱上了rpj.            
(4星)	 选角太成功了，一个个，就像从游戏里走出来的一般~            
(2星)	 没给1分我真是太客气了            
(3星)	 大爱林月如。不喜欢赵灵儿            
(4星)	 还行，招牌没砸，很多地方当时看笑话。烂尾。            
(5星)	 yiru            
(1星)	 这部电影的优点：胡歌很像李逍遥。没了。缺点：它玷污了我心中的神作！！！去死吧！！！！！！！！！！！！！！！！            
(5星)	 最喜欢唐钰小宝。            
(2星)	 实在一般            
(3星)	 前20集可以接受，，后期太乱了···阿奴成了酒剑仙的女儿···绝招居然是爱无敌···囧，，少年漫吗··            
(4星)	 以前很喜欢看的 吃晚饭写下作业 就开始了            
(4星)	 |562:1027|            
(5星)	 没想到我这么快就老了            
(5星)	 永远的仙剑永远的情结，电视剧还算不错啦            
(4星)	 难得加进去的人那么感动，为了唐钰，感动            
(4星)	 虽然很墨迹，但是还是有感人的地方            
(1星)	 不喜欢电视剧，不喜欢刘亦菲            
(3星)	 最爱酒剑仙            
(3星)	 看到胡歌就想到那个像极剃须刀广告的POSE            
(5星)	 老喜欢了            
(4星)	 高三要毕业的时候 电视原声乐 火的一腿            
(5星)	 只是觉得很神奇，在那些恰当的时候响起动人的音乐或者前奏，然后开始感动，开始心恸，然后开始爱上，从此再无法自拔。 ——《一直很安静》            
(5星)	 画面好唯美。            
(4星)	 喜欢胡歌啊。            
(5星)	 又在重温。。。真是阳光之下再无新剧。仙一才是最天衣无缝的穿越剧经典。            
(4星)	 仙剑造就了胡歌,胡歌造就了仙剑.            
