http://movie.douban.com/subject/4189360/	隔离七日情 隔離七日情
(4星)	 很搞笑。易早安，那眼神太经典了            
(5星)	 第一集昨天刚看了。。超级吸引眼球            
(5星)	 好看死了，頭两集就这么出彩。            
(5星)	 众生百态,那些小幸福总是让人动容...我为勒部剧哭了好几次...我好爱勒群演员啊!!! 李天翔..邓健泓..郭羡妮..马浚伟..长脚蟹..哇哈哈哈!!!            
(4星)	 郑欣宜啊…就算没有秋官的美貌肥姐的亲和那你也不能这样不讨喜是不？            
(4星)	 hasta la vista            
(NA)	 是黄宗泽啊！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！果断看啊！！！！！！！！！！！！！！！！！！！！            
(4星)	 好喜欢大结局            
(5星)	 马仔~~~~~            
(3星)	 隔离巡礼很给力，，而且还有成班潮童出现~正式开拍时很失望来着，不过目前这样也OK了，，头2集的编导还是毕打的监制之一。。又有肥妹仔（而且记者证都没换~哈~）又有RYAN&amp;JUNE。。又有超偷懒的*年后又有个结尾歌舞，，结局称得上完美了，，一开始想的贼公贼婆和邦妮和克莱德一个结局呢            
(4星)	 马浚伟演贼还蛮有魅力的            
(4星)	 剧情还不错~快被马浚伟折腾死了。。。七天看尽人生百态。。只是现实生活中没有那么执着的爱情。。            
(5星)	 题材新鲜，剧情也很好。短短七日透露了许多人生百态。            
(5星)	 一个很精巧的故事。我家BOSCO在里面表现不错。追了一个寒假的剧，好萌马浚伟跟郭羡妮这一对。看他们当年的《洛神》也觉得格外之萌~~~真的蛮好看的。            
(4星)	 剧情挺新颖 只是 郭羡妮里面的妆实在太老气了 不喜欢            
(4星)	 看完了，還是不錯的，覺得郭羨妮很漂亮，不過有點美人遲暮了。還是鐘意Bosco，不過最後來個中港一家親我真是滴汗。。。            
(NA)	 又一次尝试为了一个人而看剧..又败了..t.t            
(3星)	 我觉得郭羡妮真的多乖勒！！            
(2星)	 看了第五集就完全不想看了，放弃了            
(NA)	 原来的那些人呢？            
(3星)	 断断续续终于看完了。            
(5星)	 终于大结局了。。。            
(3星)	  想看的是林保怡  胡杏儿 蒙嘉慧            
(5星)	 像一部大电影，编得好！            
(NA)	 有创意~感动            
(4星)	 前面同结局好精彩，中间有点无聊。。为了马浚伟+1星！            
(3星)	 觉得很好看。。。。会追的。。。。。            
(3星)	 没有欧阳震华。。。            
(4星)	 结尾有点烂.不过各角色人物都很有特点,几搞笑.            
(3星)	 题材很好bo很靓，马仔不知道在干嘛            
(4星)	 近几年有点喜欢郭羡妮了。            
(4星)	 最后的结局...            
(4星)	 毫无瓜葛的众人，因为一场疫情而迫不得已共处一间酒店七日，相约的，偶然的，他们身份迥异，各有目的。对于平常人来说，七天或许只是平常几日，但他们的命运，却在这七天紧密地联系在一起。从未经历的事情，跳离惯常的思绪，七天之后，他们拥有了另外一种人生与感悟。意外难道都是坏事？可不尽然。            
(4星)	 馬浚偉 郭羨妮飾演的雌雄大盜 讓我想再回去看看 劉德華 鄭秀文飾演的龍鳳斗 只是居然狗血的都是绝症 主題曲很好聽 黃宗澤 儘快愛            
(4星)	 bosco的剧必看必捧            
(NA)	 怪盗基德？！            
(4星)	 最近就算连TVB也没有劲头看下去了。            
