http://movie.douban.com/subject/1456579/	海绵宝宝 SpongeBob SquarePants
(NA)	 我也搞不懂，这么无聊的片子，我为什么就是喜欢呢？            
(5星)	 我准备好了！            
(2星)	 我实在讨厌这个黄不呲咧的东西            
(NA)	 喜欢的不得了~~  国语版的配音也不错~            
(4星)	 我最爱sponge bob square pants            
(4星)	 我准备好了！~曾一度收集了很多带有海绵宝宝的东西            
(5星)	 我最最最最喜欢了            
(4星)	 孩子看了会很聪明。我也很聪明。            
(5星)	 又麻烦又无奈   又简单又快乐             
(5星)	 非常喜欢            
(5星)	 陈信宏爱的            
(5星)	 最爱！            
(5星)	 哦不，章鱼哥~            
(5星)	 我准备好了~我准备好了~            
(5星)	 有段时间天天看，买的碟。            
(4星)	 傻傻的 令人无语的             
(5星)	 ~~~~~~my favorite~~~~            
(5星)	 lovely            
(5星)	 海绵宝宝你怎么可以这么可爱呀！！！！！            
(3星)	 因外甥女的极端热爱，被迫看过一点。。。            
(NA)	 以前就凭它过呢呀 spongebob            
(5星)	 我准备好了♪我准备好了♪我准备好了♪........            
(4星)	 超可爱～            
(5星)	 GARY！！            
(5星)	 孩子们 准备好了吗？是的 船长~~            
(NA)	     我说中国的动画配音在这部动画上很成功啊            
(4星)	 我同情章鱼哥            
(5星)	 我准备好啦~我准备好啦            
(5星)	 章鱼哥！！！！！！            
(5星)	 居然还有爱尔兰语啊。而且它居然有名字啊，方裤衩的鲍勃先生。            
(NA)	 喜欢            
(NA)	 想起GALA《水手公园》了            
(NA)	 我也想要个派大星朋友            
(5星)	 大爱~~            
(NA)	 痴线嘎距~~            
(5星)	 爱死这黄色的大眼睛啦！ 喜欢            
(5星)	 高三的时候看到哭。            
(5星)	 很可爱的            
(5星)	 我准备好了 我准备好了            
(4星)	 内容和剧情很逗人，大多人缓解压力和消遣的工具            
(5星)	 我最最喜欢的卡通人物            
(5星)	 SpongeBobSquarePants!! 可爱的海绵            
(5星)	 一部很简单的动画，小孩子、大孩子、曾经是孩子的你我都能从中找到快乐。            
(5星)	 我最喜欢的动画片~~~~            
(NA)	 嗨，派大星！            
(4星)	 恩恩              
(5星)	 喜欢！            
(4星)	 一般            
(5星)	 我好爱这块小海绵~！疯狂的小海绵~            
(5星)	 你可以再可爱一点，我就再多爱你一点            
(5星)	 CCTV-3配音很给力            
(5星)	 嘿嘿~纯真孩子的最爱            
(5星)	 买了全套DVD            
(4星)	 其实我还是挺喜欢的啊            
(5星)	 我的欢乐心            
(4星)	 spoon bob square pants，我们喜欢你穿上衬衫打上领结，手握小锅铲，单纯傻傻而又幸福的故事。            
(5星)	 是谁住在深海的大凤梨里~海绵宝宝~方方黄黄伸缩自如~海绵宝宝.......            
(4星)	 他的脑子。。。。。            
(5星)	 永远快乐的海绵宝宝和派大星，永远快乐的我们。。            
(3星)	 国语版的配音还挺有意思的            
(NA)	 哈哈。乐观的海绵宝宝的脑袋里没有过不去的坎            
(NA)	 嘿嘿~bob            
(5星)	 章鱼哥，胖大星，蟹老板。            
(NA)	 我去我去我去，海绵宝宝绝对的大爱，学他具有节律的笑声学了好久，哈哈哈哈哈。。            
(5星)	 超级爱！&gt;&lt;            
(5星)	 派大星            
(4星)	 喜欢            
(NA)	 囧。。            
(5星)	 哇哈哈  我的海绵宝宝  i can hear you            
(5星)	 太搞笑了            
(5星)	 i&#39;m ready.             
(4星)	 for some reason.i hate him.            
(4星)	 呵呵呵呵呵呵`            
(5星)	 发生在比基尼海滩滴故事，隐居深海的方正好男人，派大星：我不是配角。            
(5星)	 我最愛的一部            
(NA)	 海绵宝宝            
(5星)	 我也爱派大星~            
(NA)	 海绵宝宝太可爱啦·~            
(5星)	 当时推荐给同学看的时候遭各种鄙视，，估计是在少儿频道播出的原因！！我想不通谁规定动画就只能给小盆友看的，，，            
(NA)	 为什么海绵宝宝天天都那么开心?            
(5星)	 没有人比我更爱海绵宝宝！！！            
(5星)	 O(∩_∩)O            
(5星)	 怎么看怎么喜欢            
(5星)	 为孩子培养一个单纯,快乐,美好,和谐,没事找事的童年            
(3星)	 哈哈            
(4星)	 很好很棒的卡通，都给出四颗星，可是比南方公园温馨多了，适合所有年龄观众~            
(5星)	 我的最爱            
(5星)	 海面宝宝和派大星是永远永远的朋友。            
(4星)	 喜欢海绵宝宝~~~~            
(5星)	 海绵宝宝很可爱，故事很天真，让人看着觉得愉快。            
(4星)	 简单就是快乐看海绵宝宝就会特别快乐~~            
(5星)	 海绵宝宝。派大星。            
(5星)	 啊啊啊爱史了！            
(5星)	 真开心看到海绵宝宝和派大星。            
(5星)	 章鱼哥~~            
(NA)	 海绵宝宝很纯真。很美好。            
(4星)	 派大星 和 章鱼哥~            
(5星)	 少儿频道的配音有点毁            
(5星)	 是谁住在大深海的凤梨里？            
(5星)	 我准备好了！我准备好了！！我准备好了！！！ 详见影评            
(5星)	 爱死你了 就该像你这样活着            
(NA)	 可爱，没话说            
(NA)	 超级搞笑乐天派的海绵宝宝~            
(NA)	 I love them!            
(5星)	 哄小侄女陪我看海绵宝宝~~嘿嘿~~            
(5星)	 赞~~            
(5星)	 这是我的爱···            
(NA)	 我准备好啦我准备好啦            
(5星)	 我准备好了！我准备好了！            
(4星)	 我爱章鱼哥ヽ(≧Д≦)ノ                
(NA)	 很好很喜欢            
(5星)	 O(∩_∩)O哈哈哈~真欢乐真欢乐            
(NA)	   哇塞。            
(5星)	 老少咸宜            
(5星)	 最喜欢海绵宝宝啦！~            
(5星)	 好开心的~~~            
(5星)	 章鱼哥，我们去抓水母吧！            
(5星)	 准备好了吗            
(4星)	 hey！Ilike that！！！            
(5星)	 Brilliant            
(5星)	 中文配音……的颤音，咱模仿的很像&gt;&lt;            
(5星)	 我爱海绵宝宝~~~~~~            
(5星)	 这个真的很好看。。。。            
(NA)	 最爱派大星            
(5星)	 还有比海绵宝宝更让我爱的吗？            
(5星)	 love            
(NA)	 一定要重新再看一遍            
(5星)	 我喜欢海绵宝宝 他的睫毛 他的酒窝 他的笑声❤            
(5星)	 超超超可爱的            
(5星)	 心情不好的时候就会拿出来看            
(5星)	 “我准备好了，我准备好了，呵呵呵呵呵……”            
(4星)	 偶尔看看，放松大笑            
(5星)	 我每一次看都会被笑死掉，朋友说无聊，我狂扁了他！            
(5星)	 很想把那只粉色的海星晒干做标本……            
(5星)	 班里流行的偶像之一=，=            
(5星)	 spongebob            
(NA)	 好。。。。            
(5星)	 搞笑且富有深刻寓意，是难得的动画片            
(5星)	 最爱了            
(NA)	 章鱼哥，章鱼哥……O(∩_∩)O哈哈~            
(5星)	 章鱼哥哥~~            
(5星)	 小蝸...派大星...章魚哥...            
(5星)	 我~~~准备好了~~~~~~~~~你~~~~准备好了吗~~~~~?            
(4星)	 我还是为你着迷            
(NA)	 Bob怎么就这么可爱呢？            
(5星)	 搞笑~            
(5星)	 it&#39;s a dream for adults, fun for kids.             
(3星)	 無俚頭~            
(5星)	 真的，Spongbob真的不只是一部动画，更是一种生活态.度..            
(5星)	 我喜欢它唱歌~            
(5星)	 极度乐观，十分热爱生活，疯狂的快乐。。            
(NA)	 = = 他是我陪伴我入睡的枕边男人            
(5星)	 哈哈哈，方块块            
(NA)	 是谁住在深海的大凤梨里~海绵宝宝！            
(5星)	 至爱            
(5星)	 章鱼哥～～～            
(5星)	 疯狂追了一学期，把全集都下载了看完的。。虽然没有字幕，还是悲催的看了。。。其实剧情很好懂            
(NA)	 好喜欢海面宝宝的说            
(5星)	 我准备好啦！            
(5星)	 对其感情浓烈而复杂。。。。            
(5星)	 还行吧现在卟看了            
(5星)	 sponge bob ！sponge bob！            
(5星)	 wow            
(NA)	 超有爱！            
(5星)	      噢噢，胖大星，我的好朋友            
(4星)	 其实 他是块cheese            
(5星)	 我喜欢章鱼哥~~            
(4星)	 派大星！！！！你还可以再可爱一点嚒？！            
(NA)	 我的海绵宝宝~~            
(NA)	 又是美国的            
(5星)	 为什么这么弱智的故事我看得这么开心~            
(5星)	 派大星~            
(5星)	 我爱所有生活在比基尼海滩的海洋生物！！！            
(5星)	 我的黄色带洞的大方块。            
(NA)	 珍妮！            
(5星)	 哦~章鱼哥我们去抓水母吧            
(NA)	 下了收藏~有刻盘冲动~以后要给俺娃看~            
(5星)	 海绵方块儿 啊哈哈            
(5星)	 家里人            
(5星)	 大爱~....            
(5星)	 单纯不是傻，微笑的幸福汇聚成美丽生活            
(5星)	 一定要看！！！！！！！！！            
(5星)	 就算變成白癡我也不要失去你            
(NA)	 超级解压            
(5星)	 很好玩的片子            
(4星)	 海星好可爱            
(5星)	 我准备好了！            
(NA)	 我的海绵宝宝            
(NA)	 好玩            
(5星)	 我喜欢！            
(5星)	 有关...            
(NA)	 最喜欢海绵宝宝那明灿灿没心没肺的笑！            
(5星)	 他就是我，我就是他！不，我是她！            
(5星)	 难得中文配音都那么赞，仔细听的话你会发现配音演员不超过3个！            
(4星)	 某次無意間在本港台看過一次，迅速迷上了這傢伙……還買了海綿寶寶睡衣o(╯□╰)o            
(5星)	 哇哈哈哈哈            
(NA)	 印象最深的一次是depp给一个好猛好强悍的冲浪手配音鸡冻啊鸡冻~ I love him！            
(NA)	 大爱！            
(5星)	 SpongeBob！            
(5星)	 真的是爱死那块海面了！            
(NA)	 我的最爱，暂不置一词            
(4星)	 实习办公室的书记员有一只巨大的海绵宝宝。不看剧情的我，喜欢扯着嗓子尖叫，喜欢狼籍地大口咀嚼。            
(5星)	 这是难得的我喜欢的国内配音动画片，节奏明快，喜欢主角们鲜明的个性。            
(5星)	 我爱海绵宝宝。            
(5星)	 爱死这部动画了！最喜欢海绵宝宝的单纯            
(5星)	 在这里，我可以开心的幼稚一下            
(5星)	 小蜗~喵~            
(5星)	 最喜欢的动画剧，依然没有之一。爱死他那张傻乎乎的笑脸了，我准备好了，我准备好了，我准备好了。            
(5星)	 超爱            
(5星)	 每晚东森yoyo~减压良剂！            
(3星)	 小朋友喜欢。。。            
(5星)	 大爱！超级经典。            
(5星)	 还用说吗?            
(5星)	 配音版的要比原版可爱的多！还有派大星也可爱得很@@@            
(NA)	 派大星。。。            
(5星)	 海绵宝宝从来没有烦恼么            
(5星)	 哈哈~喜欢！            
(NA)	 一个快乐的海绵。我最爱的海绵宝宝。            
(4星)	 这个实在很有趣，完全不需要大脑的，有时候人就是完全需要放松下，为什么一定要搞的和文艺青年一样，弄什么内涵。            
(5星)	 从前，有一块黄色的大方块，他叫海绵宝宝            
(5星)	 这是现在为止，唯一喜欢的动画片~我是海绵宝宝控，抱枕贴纸记事本……都有            
(5星)	 这个是长大以后最喜欢的一部~~            
(NA)	 喜欢啊·····            
(5星)	 好可爱            
(5星)	 我准备好啦            
(NA)	 哈啊哈            
(4星)	 有射影 所以有趣            
(5星)	 没啥可说的，海绵宝宝！！！            
(4星)	 很可爱，也很神经~~            
(5星)	 呗扯。。。            
(5星)	 我爱的。            
(5星)	 我和我妈的灵魂支柱啊！            
(5星)	 我准备好了，陪你一起2。            
(NA)	 可爱滴            
(4星)	 低笑点，想到了甜儿这个笨丫头。            
(4星)	 哈哈~让我想起一同事~            
(4星)	 好看            
(5星)	 喔~~~~是谁住在深海的大菠萝里~~~            
(5星)	 国语配音太强大了，哈哈哈哈哈            
(NA)	 我闲的发酵了....然后变成了一块多孔的海绵。            
(5星)	 很休闲的动画片            
(NA)	 超幼稚 挺搞笑的O(∩_∩)O哈！            
(5星)	 海绵宝宝、章鱼哥、派大星、蟹老板、草履虫，每个人的活着都代表了一种世界观            
(NA)	 没看过海面宝宝的同学你没有童年吗            
(5星)	 真的很喜欢他的中文配音，很棒哦……            
(NA)	 澳大利亚的少儿台…            
(5星)	 我准备好了!我准备好了!我准备好了!            
(NA)	 - -拍打星。。            
(5星)	 这个也是超级赞！！！            
(NA)	 i am fond of spoonbob            
(5星)	 ~~            
(5星)	 我有全集            
(5星)	 最爱章鱼哥            
(5星)	 小幽默式             
(5星)	 喜欢海绵宝宝，很傻很天真~            
(5星)	 诡诞的故事中尽是极尽真实的生活情景            
(5星)	 大爱，海绵宝宝！我就是喜欢你            
(4星)	 章鱼哥，要吹泡泡吗，只要两毛五。            
(5星)	 最爱你。            
(5星)	 哈哈我的最爱- -            
(NA)	 搞笑的，但是看得下去！一直喜欢动画片！            
(5星)	 可爱可爱可爱~派大星的紫眼皮。            
(5星)	 海绵宝宝～            
(NA)	 傻呵呵的，多简单，多开心            
(NA)	 海绵宝宝~            
(5星)	 ~            
(5星)	 我爱海绵宝宝~            
(5星)	 我最喜欢的            
(5星)	 永远有着阳光心态的黄色小海绵~~~            
(5星)	 我爱海绵宝宝!            
(5星)	 我最爱海绵宝宝！你是全世界最可爱的生物！哇哈哈哈！            
(5星)	 无论是人物的语言，动作，还是故事的发展，都极其的搞笑无厘头，甚至让人觉得很神经，但是无不为一部很好看的动画            
(5星)	 我爱海绵宝宝.            
(5星)	 喜欢海绵宝宝。。喜欢他的天真，真诚，傻傻的~~            
(4星)	 我爱这块海绵。            
(5星)	 没什么好说的 真正经典的东西不多             
(5星)	 成人动画，我觉得。。。            
(5星)	 I&#39;m ready！I&#39;m ready！            
(NA)	 嘿，海绵先生 你真可爱            
(5星)	 真想成为一个心中没有恶魔的方裤衩洗碗擦儿            
(5星)	 太欢乐了            
(5星)	 太可爱了，喜欢海绵宝宝叫“章鱼哥”。好可爱。            
(5星)	 今天在中央一套看了几集，喜欢看，就算长大了也是            
(3星)	 有点叽叽喳喳的感觉            
(5星)	 爱死啦，爱死啦~~~            
(NA)	     大爱..            
(3星)	 喜欢这种简单的明黄。            
(NA)	 最喜欢与自己外甥女在达成共识下看着它            
(5星)	 我爱~~~            
(5星)	 超可爱的合家欢动画            
(NA)	 很想看原版！不过配音也挺好的！嘎嘎            
(5星)	 爱死了~~！            
(4星)	 永远乐观积极的海绵宝宝~~            
(5星)	 非常可爱的片子，适合那些想用动画来打发时间的朋友们~            
(5星)	 我准备好了我准备好了            
(5星)	 My Favorite！            
(5星)	 哈哈哈            
(5星)	 最爱            
(NA)	 超爱！            
(5星)	 越单纯越快乐。。。。如果你不能从中得到欢乐，那么你真的杯具了。。。。            
(4星)	 你永远也想不到海绵宝宝要做什么。估计小孩子也想不到，这编剧到底是什么人这么二呢？？？总之，我很喜欢。什么时候看都开心。            
(5星)	 海绵宝宝。太经典了。            
(5星)	 我最喜欢的是派大星，超级可爱！            
(5星)	 我就是希望身边有个这样的家伙，能让我觉得生活劲儿劲儿的，积极向上，鲜活的黄色            
(3星)	 无聊时的消遣            
(5星)	 我爱派大星            
(5星)	 海绵宝宝一点都不幼稚            
(5星)	 嘿，小蜗，别吃掉我的奶油夹海苔夹椰菜夹西红柿夹超级超级美味的海绵宝宝特制蟹黄堡好吗?            
(4星)	 黄块块儿~            
(5星)	 三年前爱极了这块海绵~~~最爱配角是章鱼哥~            
(5星)	 嗷嗷嗷嗷！            
(5星)	 又迷上了            
(5星)	 我想跟你做朋友呀綿寶~~~            
(5星)	 嘻嘻嘻~            
(5星)	 　　　　说不出我有多爱海绵宝宝。　　            
(5星)	 怎么不收藏？！            
(5星)	 长成这样的思维最欢快            
(5星)	 嗨 派大星 嗨 海绵宝宝 嗨 章鱼哥 个人认为国语版的配音超越了原版            
(5星)	 很好看~~不开心的时候看看会让你的心情豁然开朗            
(5星)	 章鱼哥 你准备好了吗            
(5星)	 如果问我为什么不喜欢中国的动画，我说“中国没有海绵宝宝…”            
(NA)	 和小弟在一起的悲剧产物，智商啊            
(NA)	 可爱死了。到处都有它、            
(5星)	 SpongeBobSquarePants             
(5星)	 I love Bob            
(5星)	 我还是很爱你 海绵宝宝            
(NA)	  很喜欢 最爱黄色海绵            
(4星)	 真好玩            
(4星)	 很好看！            
(5星)	 看 看 再看            
(4星)	 就是有点太傻了。。。。            
(5星)	 其实这是一部揭示生活真谛的动画片哦~！            
(3星)	 就当看过吧            
(5星)	 么么么~~~            
(5星)	 --你准备好了吗？--我准备好了～～～            
(NA)	 &gt;&lt;            
(5星)	 我爱它！            
(NA)	 最爱 最爱，蹦跳            
(4星)	 爱屎了!!!            
(NA)	 海绵脑袋 我爱             
(4星)	 蠢得可爱。            
(3星)	 白痴            
(5星)	 嗨，派大星            
(5星)	 我萌死这个小海绵啦哈哈哈XD            
(5星)	 超級無敵熱心腸搗蛋鬼，哈哈哈            
(NA)	 海绵宝宝超有爱.            
(3星)	 无语的动画.......            
(5星)	 MY LOVE            
(4星)	 可以感觉一下美国式幽默            
(5星)	 太喜欢太喜欢太喜欢了!!!!!!            
(NA)	 我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，我准备好啦，            
(5星)	 看几遍都觉得好玩~            
(5星)	 大团圆结局，积极向上，教人不作恶，适合小朋友看。            
(5星)	 我准备好了~我准备好了~            
(5星)	 好可爱，好喜欢它，那种单纯，人性最本真最可爱的表现。。看到它觉得有时候那些小时候的东西我们都忘了。所以很感慨            
(5星)	 超级可爱 超级喜欢~~            
(5星)	 高三的美好记忆，看在这个份上必须力荐            
(5星)	 喜欢喜欢，它的人生观，我觉得小孩子都看不太明白，很有美国的嬉皮风格            
(5星)	 脑残得很有爱！            
(NA)	 海宝真黄~            
(5星)	 太爱了            
(5星)	 就是那个方短裤啊~~            
(5星)	 经典的顽皮小海绵 哈哈            
(4星)	 十分搞笑的动画片，派大星看起来很蠢            
(5星)	 超爱的动画 不知道为什么这么爱 SHANDY 呵呵。。。            
(NA)	 傻逼海绵，            
(5星)	 不打五星的童年不完整            
(NA)	 好看~            
(4星)	 童真            
(5星)	 是可以吸引我爸爸也关注的一部动画片哦！            
(5星)	 souga            
(3星)	 哈哈   发现似乎海绵宝宝也是一个品牌呢   而且贵呦            
(4星)	 很傻很天真，很黄很白痴……属于工作压力过大，回家睡觉前振奋人心的不用动脑剧！            
(5星)	 绝非一般的有趣  哇哈哈哈哈            
(4星)	 那个大众脸的海绵宝宝。。。            
(3星)	 恐怖片！！！！！！            
(5星)	 我准备好了~            
(5星)	 典型没事搞笑            
(5星)	 美国动画的奇葩，应该是成人职场动画            
(5星)	 好可爱的笑声            
(NA)	 超级稀饭            
(5星)	 一块热爱生活的海绵。            
(5星)	 给我乐的。            
(5星)	 木哈哈~~~啊，章鱼哥~~派达心~~童心未泯            
(5星)	 啊哈~            
(4星)	 好看滴~            
(5星)	 很有意思，有意思得很。            
(5星)	 会有人不喜欢他吗!!!!!!!!偶像！！！！！            
(3星)	 说实话我点都不喜欢这个海绵宝宝= =            
(3星)	 弱卡            
(NA)	 我可以变成他吗？            
(5星)	 很傻很天真很喜欢...            
(4星)	 这个真的不错.            
(5星)	 c超爱            
(4星)	 All hail SpongeBob!            
(4星)	 很喜欢说话的方式~            
(4星)	 纯属无聊时打发时间。。。            
(3星)	 我其实....没那么喜欢吧....= =            
(5星)	 我的最爱 啦啦啦            
(5星)	 看过这个方形小海绵的生活，才发现生活的无限美好和童真。            
(NA)	 很喜欢海绵宝宝的乐观，还有派大星的傻气，嘻嘻  简简单单才是真！            
(5星)	 可爱~            
(5星)	 我准备好了            
(5星)	 最爱天真无邪的海绵宝宝~            
(NA)	 海绵宝宝好萌啊            
(5星)	 海宝、带我舒缓下情绪吧。            
(NA)	 挺乐观可爱的~~            
(NA)	 不费脑子的东西 值得去看             
(NA)	 我是派大星 哈哈 床上摆满了 你们 喜欢~            
(3星)	 海绵宝宝胖大星蟹老板章鱼哥            
(5星)	 我爱海绵宝宝  和他的笑脸 好灿烂            
(4星)	 有爱...            
(5星)	 好孩子！！大爱            
(5星)	 海绵宝宝是一块穿着短裤衬衫打领带、暴牙大眼睛的黄色海绵            
(5星)	 快乐，丰富，充满幻想的海绵宝宝精神！            
(NA)	 超喜欢啊~            
(5星)	 海绵宝宝~潘大星~章鱼哥~蟹老板~            
(5星)	 章鱼哥，准备好了吗?            
(5星)	 sbsq！！            
(5星)	 唯一一部和我妈一起看并且笑到底的卡通片。            
(5星)	 最爱派大星            
(NA)	 海绵宝宝。。。            
(5星)	 嘿 我以后就喜欢谁就送谁海绵宝宝            
(4星)	 捉水母            
(5星)	 最爱了            
(4星)	 真的是非常可爱呀~~~~百看不厌            
(4星)	 嘿 派大星            
(NA)	 章鱼哥派大星            
(5星)	 哦哦哦~~~~            
(5星)	 很好看，我都看了3遍了            
(5星)	 从哪里可以到比基尼海滩？我要去！！！            
(NA)	 完全爱~~哇哈哈~~  派大星傻得真惹人爱~~~~            
(5星)	 心情不好 就看海绵宝宝            
(NA)	 央视            
(5星)	 咿嘻嘻~            
(4星)	 有趣搞笑。海绵宝宝超可爱。派大星是大傻x。章鱼哥是大鼻子。跟章愚哥一样。            
(NA)	 bang bang            
(5星)	 你太善良了，你太单纯了            
(5星)	 太好看            
(5星)	 best, always!            
(5星)	 我的爱！            
(5星)	 海绵宝宝也算是我最喜欢的动画了，看它就没有负担，哈哈笑不停，而且也老陪3岁的小妹妹看，挺好玩的，看起来很轻松，有的时候还经常学里面的经典语言呢。            
(5星)	 啊 海绵 啊 小方快 啊啊 啊            
(5星)	 他会每天对着世界说，我准备好了。谢谢它在我冷到极限的时候给过我那么多温暖和力量            
(5星)	 就是很喜欢海面宝宝的无厘头，有人说，低笑点，很幸福！            
(1星)	 好难看哦。。。。。。            
(NA)	 问 海面宝宝几岁了呢            
(4星)	 就喜欢海绵宝宝没心没肺的死德性，是我崇敬的生活态度。ps：天朝配音版才是王道挖~！！            
(4星)	 在海绵宝宝还没有大红时，就已经喜欢上他啦            
(5星)	 乐天，单纯，富有想象            
(5星)	 无惧者无畏的海绵精神！            
(NA)	 我有一个跟派大星一样芍的朋友，不过真性情，挺可爱的！            
(5星)	 ！！            
(5星)	 大爱            
(NA)	 我的海绵宝宝            
(5星)	 我长不大了            
(5星)	  i love SpongeBOB Square Pants~~~            
(5星)	 无论看多少遍都不觉得厌，最爱派大星。            
(4星)	 他的处事之道让人欢乐~            
(4星)	 26集 奶奶的毛衣……最爱~            
(5星)	 ——谁准备好了？——我准备好了！我准备好了！我准备好了！我准备好了！我准备好了！@#￥%！%&amp;*            
(5星)	
(4星)	 好可爱~~好口爱~~            
(5星)	 派大星            
(5星)	 啊啊啊！！海绵宝宝！！爱死了！！^^            
(5星)	 喜欢他单纯的性格，什么事情都努力的做好。很好，很喜欢~            
(NA)	 小蜗~~~猫猫            
(5星)	 黄方块。俺稀饭你！            
(5星)	 牙缝 yeah!            
(5星)	 很经典的美式幽默动画。很喜欢这个黄色的东西。            
(NA)	 太好看了。台词经典的一毛。            
(5星)	 巨好看！！不看后悔~~~哈哈            
(4星)	 虽然我与美国文化有隔阂，但海绵宝宝美国式的幽默却让我跟它贴得很近。            
(NA)	 哈哈  很经典啊  不用多说了~  海绵宝宝  你能不能借我两毛五/ 我准备好了 我准备好了    美国幽默很带劲！            
(5星)	 我準備好了我準備好了            
(5星)	 傻瓜都喜欢~~~            
(5星)	 在它没有滥大街之前我真的很爱。            
(4星)	 可爱无敌            
(5星)	 我喜欢穿内裤的海绵宝宝....            
(5星)	 哈哈，你个臭黄方块……            
(5星)	 我爱～海绵宝宝～ 章鱼哥是我～ OH~ 海绵宝宝～            
(5星)	 海绵宝宝~派大星！哈哈            
(3星)	 痛恨NC，但还居然还一直在看……            
(5星)	 现在看来有些没意思了。            
(4星)	 从小学就看这个   现在有点烦了            
(NA)	 我终是最适合动画片啊~~            
(5星)	 我准备好了~            
(5星)	 休闲娱乐            
(5星)	 啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊            
(NA)	 虽然极喜欢黄色 但我不爱它^^            
(5星)	 大爱大爱!!!方块海绵~~~~~~~~~~~            
(5星)	 乐观            
(4星)	 超级可爱的海绵宝宝及其朋友们是欢乐的一家            
(4星)	 其实我只喜欢章鱼哥。。            
(5星)	 看着很开心……            
(5星)	 额。。。他和stitch怎么就是我的晚年心头好呢。。。            
(4星)	 是胖大星还是派大星？海绵宝宝，你的口齿可以清楚点哇？？？            
(5星)	 真的覺得派大星是個超爛的損友！            
(5星)	 你准备好了吗，要吃蟹黄堡吗            
(5星)	 冲着邱胜翊最爱的动画都要给五星啊！            
(5星)	 ^ ^ + ❤            
(5星)	 喜欢喜欢            
(4星)	 哈，最近看起海绵宝宝。 派大星是个纯真的家伙。            
(5星)	 “海绵宝宝、海绵宝宝、海绵宝宝……”这几乎是我每次看他时必喊的，像极了一句疯狂的口号。好像在叫他名字的时候，自己的血液也能跟随着沸腾起来。这种感觉，实在太奇妙，太诱惑我了……我喜欢这个黄色的小方块。在我心里，他就是个天才！            
(5星)	 SpongeBob            
(5星)	 神作，俺们全家都爱看。            
(5星)	 可喜欢啦            
(5星)	 三俗又快乐小孩跟我看点不一样但统统高兴            
(5星)	 我是海绵宝宝，她是派大星。以前。            
(5星)	 诶，宝宝你越来越红了，我好纠结            
(5星)	 太好看了~~大爱~~还有，深层的来说，一点都不幼稚            
(5星)	 我妈最讨厌我做海面宝宝的经典动作            
(5星)	 派大星            
(4星)	 - -            
(5星)	 单纯又傻傻的...            
(NA)	 我就喜欢看海绵宝宝怎么了            
(5星)	 时刻准备好最抽风的海绵            
(5星)	 很喜欢他。憨厚老实。            
(5星)	 配音很强大-。-            
(5星)	 啊！看到它我就很有激情！            
(3星)	 脑残鼻祖            
(5星)	 不给五星的你们是人么~~~~派大星是我的灵魂~~现在的电脑开机音乐还是那首“hiya,captain&#34;            
(5星)	 简直了            
(5星)	 其实这部动画片更适合成人看，内容和笑点很多都是有关成年人的烦恼。            
(5星)	 海绵宝宝和派大星~~            
(NA)	 大块头有大智慧。            
(5星)	 2！就对了！            
(5星)	 好吧~无论受到多少人的鄙视我还是会承认……我特别喜欢看海绵宝宝……恩……你们鄙视去吧~            
(5星)	 非常强大的动画片，哥很喜欢……            
(5星)	 海绵宝宝万万岁啊！！！            
(5星)	 我爱神经质跳大神的海棉。            
(5星)	 最快乐的小方块~~~            
(5星)	 和绵球方块历险记有关系么？            
(5星)	 我超爱看海绵宝宝，却被很多不经常挥发幽默的友人们爆笑，真奇怪。可我就是超爱海绵宝宝。啵！            
(5星)	 好看，喜欢            
(5星)	 ！！！            
(5星)	 我准备好了~我准备好了~我准备好了~            
(4星)	 心情不好时看海绵宝宝，总是很好，派大星和海绵宝宝，无敌的两个人，哈哈哈            
(4星)	 国语配音好萌~            
(5星)	 最爱海绵宝宝了！            
(4星)	 弟弟好喜欢海绵宝宝啊            
(5星)	 最爱的动漫角色！！            
(3星)	 一直都搞不清楚，是海绵还是芝士            
(5星)	 最爱...            
(5星)	 哈哈，我的最爱！！！！！！            
(4星)	 他不招人待见，他经常受人挤兑，他情绪激动波动幅度大，对人充满了信任，并开朗顽强地生活在这个世上。            
(NA)	 在一个特殊的地方，和卷卷发现不是那么幼稚            
(NA)	      在一个特殊的地方 和卷卷一同发觉它很好看呐            
(5星)	 粉有爱粉可爱            
(5星)	 爱死你们了            
(4星)	 後現代卓越。            
(5星)	  SpongeBobSquarePants ！！！！！！！！！！！！！！            
(5星)	 有些真理就是那么简简单单            
(4星)	 更喜欢台版配音            
(5星)	 最爱最爱！！！            
(5星)	 是谁住在深海的大凤梨里？方方黄黄伸缩自如~            
(5星)	 超级 天真 快乐 的 无厘头            
(5星)	 我没有准备好            
(5星)	 good            
(5星)	 能找着的都看完鸟= =回家再继续北七            
(5星)	 好笑~            
(5星)	 我准备好了            
(5星)	 一直觉得这是个很深邃的动画片            
(5星)	 可爱的海绵宝宝哦            
(5星)	 宇宙无敌！@#￥%……&amp;*            
(3星)	 傻的可以            
(NA)	 海绵宝宝真的算是成人卡通，可我妈老说我看这个很幼稚。            
(NA)	 其实除了海绵宝宝  章鱼哥我也喜欢～            
