http://movie.douban.com/subject/4294119/	婚姻保卫战
(4星)	 典型的赵宝刚式的耍嘴皮子剧            
(5星)	 说话很有道理~~            
(5星)	 小小的有意思            
(3星)	 挺搞笑~            
(3星)	 我居然花了27块钱买了D9            
(NA)	 挺好看的            
(4星)	 我喜欢黄磊，所以看。。。            
(2星)	 一本集全生活大道理的对话故事，却忽略了人的弱点和这些弱点的美丽。            
(3星)	 就黄磊演的最好了            
(3星)	 婚姻也是一门学问。            
(5星)	 许小宁~            
(4星)	 贴近生活 贴近当下 就像打开我家门对面就是小洋的家了               
(5星)	 里面的台词好经典啊！婚姻就是两个人相互妥协的产物。            
(3星)	 对佟马组合厌倦…李梅这角色实在讨厌~黄磊真不错~            
(NA)	 群口相声            
(4星)	 喜欢许小宁~~~ 李刚也不错             
(5星)	 许小宁做老公，郭小洋做儿子，美哉~            
(NA)	 披着电视剧外衣的夫妻生活情景剧            
(3星)	 腻歪腻歪···            
(NA)	 为什么老让马伊利和佟大为演情侣呢？虽然这次是夫妻。不过也比较合适啦。据了这部片的台词涉嫌抄袭啊！晕            
(5星)	 不错啊，挺适合现在年轻夫妇的，嘻嘻            
(4星)	 根据自己家的模式，结合剧中对应的家庭，取长补短吧            
(NA)	 吵架吵的搞笑啊            
(5星)	 看过...不忘在看...            
(4星)	 不如奋斗            
(4星)	 战斗曾经失败            
(5星)	 最近喜欢大陆片            
(4星)	 黄磊还真真把一家庭煮夫给演活了！马伊琍佟大为一开吵就给念台词似的，谁家的夫妻吵架有这牙口啊！            
(5星)	 不错的电视            
(4星)	 如果我是梅子我也会转身 这个拥抱很美很美❤            
(5星)	 不错，可以看看。            
(5星)	 对白有哲理，深刻，喜欢！黄磊太可爱了，做老公的不二人选啊，如果能赚点钱就更好了！            
(4星)	 好看            
(3星)	 皆大欢喜。李梅还挺让人不同情的~            
(NA)	 额 看过              
(4星)	 还不错~            
(4星)	 现实，经典对话，捧腹大笑            
(NA)	 有房 有车  有工作 有票子  有老婆 有孩子 ~还造次感觉一个个嘴上功夫都不错，台词一串一串 貌似看时过瘾还有就是人脉圈子决定你的人生~你的未来朋友的重要性，也让我想到了物以类聚 人以群分 ，我要有这样几个朋友就好了，有困难时出手相助，有快乐时一起分享，有困惑是一起探讨~            
(4星)	 当长篇话剧看看。。。            
(4星)	 类似奋斗的续集，还是很喜欢里面他们互相间的争论！是我喜欢的味儿！            
(4星)	 心里有家是关键            
(NA)	 有没有类似的说话经典的好看的电视剧            
(5星)	 很早前就看完鸟。。            
(3星)	 结条毛婚啊            
(4星)	 台词太经典有点审美疲劳            
(4星)	 轻松，搞笑，很现实。虽然里面人物嘴很贫，感觉还是收获非浅，值得看。            
(NA)	 最后一集还是扬了。大合唱，很和谐。            
(4星)	 有意思            
(5星)	 非常不错~~~            
(4星)	 看着一群人贫嘴挺好玩的╮(╯▽╰)╭            
(5星)	 剧中好多台词很经典。。。            
(3星)	 黄磊居然对比成了实力派。。            
(4星)	 贫..很贫..非常贫  一点也不象家庭语言            
(3星)	 内容不错，片头片尾曲是亮点，只是很多时候可以的为了将一些道理而设计的做作台词真是难为这些演员了~            
(NA)	 围城内 还是恐惧的            
(3星)	 剧情到结尾还是像以前一样，有些反常，不合理            
(3星)	 温州采样时看的，我始终不喜欢这种脱离生活光斗嘴，却说成是生活剧的南北。            
(5星)	 此片为即将踏入婚姻殿堂的我上了一课，我要步步为营啊哈哈！其实我挺欣赏张谨的，她并不是要抢夺别人婚姻，她也是非常有教养内涵的一个女人。            
(5星)	 大爱许小宁~            
(4星)	 挺有意思的一部剧，里面很多值得思考的东西。艺术来源生活高于生活，确实这样。只是，，感觉有些台词是为了台词而台词，生活气儿少了~~            
(4星)	 感觉马伊琍和佟大为就是奋斗的续集，两个人还是犟脾气，动不动就吵，审判，觉得很累。黄磊演得入木三分，最值得看得就是他了，夫联，主席，很是搞笑。吝啬的老常也是很有意思的看点。感觉赵宝刚特喜欢去民政局加戏码，奋斗也是，婚保也是，结婚也去，要离婚也去。            
(5星)	 因为《奋斗》，才看这部。果真没让我失望。虽然满是抬杠和贫嘴，但也字字珠玑，很不错。            
(5星)	 不喜欢这部电视剧的一定是对生活没有激情的人             
(3星)	 冲着马伊琍看看升级版哈哈            
(3星)	 家庭中这样吵架也是一种艺术，只是不知自己真的遇到“家庭煮夫”或“精神出轨”这种事情是否还能像剧中那样艺术化的处理            
(4星)	 大爱前半段的马伊琍            
(3星)	 没啥特别意思，讨厌佟大为和马伊琍组合            
(4星)	 每个人看的角度不同，得到的内涵也不同，自己取舍就好            
(3星)	 要真家家都跟他们一样的每天没完没了的开辩论会似的不早散了，还保卫呢，保卫个屁            
(NA)	 且过且看吧。活着好累啊。            
(3星)	 婚姻啊~            
(2星)	 看了两集就不想看了，很吵~~~            
(4星)	 不想看下去了，因为另外那个婚姻看着很混蛋            
(NA)	 几个人都很能说，说的也蛮有道理的！            
(5星)	 喜欢赵宝刚拍的电视剧的台词，虽然听着累，但句句在理剧情也贴近生活            
(3星)	 看了十集看不下去了，两口子这么说话累不累啊，而且剧情极为墨迹……            
(2星)	 感觉在背台词，说教意味太过浓重，故事性弱            
(5星)	 讨厌死张谨了，好假！其他每家都看着顺眼，各有特色，和谐的很！诙谐的语言，北京人真能说！            
(5星)	 满发噱的哈哈~连老爸都看得很啧劲~黄磊的煮夫戏太可爱了~最可爱是小洋经常会说点让我笑喷的话~            
(4星)	 言语幽默，剧情贴近生活。            
(3星)	 当背景音乐听着。。。            
(5星)	 编剧和黄磊太给力了~            
(4星)	 后面随着各条线的展开  还是挺好的            
(4星)	 还好~            
(5星)	 这剧真的适合男女老少一同观看XDDD  咱喜欢许小宁那对~~·            
(4星)	 我喜欢许小宁            
(4星)	 没有什么家庭伦理剧那么纠结显得简单 而富有希望            
(NA)	 也许将来我也会面对那些问题            
(4星)	 也许在某导演眼中，保卫自己的婚姻和爱情生活全靠耍贫嘴。一句话，台词太TM让人蛋疼了！            
(4星)	 很多经典现实的语言……            
(5星)	 给人一个对比来思考婚姻。            
(4星)	 我妈说了。。。很深刻的反映了社会婚姻问题            
(4星)	 终于看完了，嫁人当嫁许小宁            
(5星)	 等待我们去开启属于自己的“保卫战”，希望我们能做得更好...            
(2星)	 离小老百姓生活太远，纯粹贫嘴，实在无聊到不行的话可以看看解闷            
(3星)	 说真的 挺没意思的  说难听点 挺垃圾的            
(4星)	 蛮喜欢看的~            
(4星)	 喜欢里面黄磊和袁立这对~            
(4星)	 她们都说现实生活中是没有许晓宁的，可我还是喜欢他            
(NA)	 经营婚姻是门学问，开车还要考驾照呢，人生那么大事，怎么不培训就上岗了，难怪离婚率节节攀升。            
(4星)	 黄磊挺搞～            
(5星)	 人生楷模黄老师            
(4星)	 有意思。但是真不是中产阶级的故事。就佟大为住的房子。。。怎么可能是中产阶级！！！            
(4星)	 觉得台词经典是最大的看点、反映了当代婚姻的种种情况、还不错！            
(5星)	 要是都能活这么有劲得多好啊            
(5星)	 一群活力非凡言语犀利生活超小康的中产阶级讨论婚姻生活和价值……            
(NA)	 戏剧化的生活片            
(3星)	 马伊俐演那人整个一事儿逼神经病            
(4星)	 白领阶级的婚后生活，倒是实在。            
(5星)	 值得一看，有趣儿~            
(5星)	 喜欢黄磊！            
(4星)	 额。。蛮好看。挺可爱。。。他们的家装，我都挺喜欢哈。。            
(5星)	 赵宝刚就是牛啊~            
(NA)	 郭洋就是个无耻垃圾烂男人……            
(NA)	 小小的声音，真是让人，，，，不舒服。            
(5星)	 很有意思的电视剧~~            
(4星)	 许小宁            
(3星)	 怎么说呢 假            
(4星)	 七年之痒也是心里暗示而已。许小宁，老常最爱            
(3星)	 中心思想还行，就是太贫了点。其实，这帮人凑一块儿，不贫都难黄磊不愧是老师啊，比其他人高一个档次，尤其是比佟大为高几个档次            
(5星)	 终于看完了！有些话想想还是很有道理的            
(5星)	 故事蛮精彩的。。家庭爱情。。小孩子很可爱恩。。3个家庭的故事。。蛮搞笑的恩，还有夫联啊。。            
(NA)	 赵宝刚啊赵宝刚，马艳丽啊马艳丽。            
(4星)	 台词是假得太经典了呢  还是经典得太假了呢 我想问生活            
(NA)	 黄磊演许小宁这角色真不错。            
(5星)	 好贫呐！好贫呐！他们好贫呐！            
(4星)	 没那么简单            
(NA)	 爱啊爱~喜欢里面的好多人好多状态            
(2星)	 搞笑，最后几集活脱脱就是给平安和淘宝做广告，奋斗已经够矫情了，这个更甚，中心探讨的那点婚姻观有点copy金婚的感觉！很垃圾！            
(5星)	 哇咔咔~~爱死黄磊了！            
(5星)	 不错不错~就是喜欢这种说话很有腔调的~            
(4星)	 不得不说对婚姻的解读很贴近生活，赵导似乎对设计师很上瘾，建筑师到室内设计师还带上了服装设计师            
(5星)	 可能还没有结婚，很多东西还没有真真正正的体会。值得看            
(5星)	 我喜欢许小宁了 太逗了 哈哈            
(4星)	 提高情商的电视剧            
(NA)	 还不错！            
(4星)	 徐小宁好男人~！陈梦好女人~！演员台词背得估计够呛。。。            
(5星)	 奋斗续集            
(3星)	 真贫~最后的结尾有点儿假~太形式主义了~            
(4星)	 好吧，理论知识先行            
(5星)	 太喜欢徐小宁了，很有意思~            
(4星)	 许小宁简直是完美老公~            
(5星)	 很喜欢，台词有些蛮好玩。黄磊演得真好真到位~            
(3星)	 台词还行，中年版奋斗            
(5星)	 虽然说不太现实，但比那些脑残偶像剧还是现实多了吧。语言幽默，挺有意思的。            
(5星)	 电视剧很逗，部分情节很生活。黄磊刘金山演的太棒了，其他人一般般吧。不过这个可能是中产阶级或者更富有人群的生活。离我的现实太远，尽管有些情感问题可以借鉴吧。 大爱许小宁啊！希望能找个那样的老公！！！            
(4星)	 还是一样的京味儿 贫~            
(NA)	 这部戏的台词超有的，简直就就是妙语连珠，看了还真是有些受教育。让我深信，嫁人就嫁“许小宁”            
(NA)	 许小宁我爱死你！            
(5星)	 哈哈~不错不错~很贴近家庭，语言风趣，幽默~力荐~~~~~~~            
(3星)	 一想到赵宝刚的片子~脑海里首先反映出的一个字是~贫···            
(3星)	 只是看看佟大为            
(5星)	 好久没看到能让我看的如此开心的国产电视剧了。不庸俗，虽然贫了点。贫也是有本钱的，每句台词从演员的嘴里蹦出来，都会让人会心一笑。特别是许小宁同志。在这里特别表扬一下啦~            
(4星)	 赵导风格的延续            
(NA)	 好久每对一步电视剧这么入戏了            
(4星)	 比较优质的电视剧，使得暑假电视不再那么无聊            
(NA)	 社会高度进步  分工要明确              
(5星)	 感觉真的不错。            
(4星)	 对于我这个不爱电视剧的人来说，消遣还是不错的，也不会深究人物剧情的真实度，反正听着台词好玩儿~            
(4星)	 用很理性的角度分析了现代婚姻中男女关系，家庭关系，也道出了爱情的真谛，当激情过后一切归于平淡，也许那才是真正的爱，是现代小夫妻们可以学习的模板。很现实，很真实。            
(3星)	 任重 你演的真好。。            
(3星)	 开始还好，后来就没什么意思了~~~~            
(NA)	 啰嗦。台词很作。但不能否认，不能不直识的真实。            
(5星)	 臺詞非常好玩吶 看起來滿扎勁噠~            
(4星)	 比《奋斗》现实 比《我的青春谁做主》完整！~            
(4星)	 黄磊老师，哈哈            
(4星)	 想起那句话  婚姻本身不是坟墓 而是人把它引向了坟墓。            
(4星)	 冲着奋斗续集名号去的，比较写实的生活片段，比较理性精彩的生活对话，唯独不写实这些这些人都有房有车有很不错收入，还闹腾撒呐。。。            
(4星)	 除了台词  没什么好说的            
(5星)	 生活的小幽默，尽在其中！原来婚姻也可以这样            
(4星)	 我觉得 两夫妻吵架的时候可以看看            
(3星)	 客观环境太假！但喜欢许小宁~~            
(5星)	 台词太爽了，而且故事情节也很酷。            
(3星)	 主要是看到马大妈，整部剧就打折了            
(4星)	 可以教给一些东西，关于婚姻，一辈子都值得学习            
(4星)	 对白太掰了            
(3星)	 没看完 半途而废了            
(3星)	 最喜欢徐晓宁和兰心那对~            
(3星)	 现实            
(NA)	 拧巴有时，可爱有时。总的来说还是非常积极向上的。。。            
(4星)	 语言！            
(NA)	 话语经典            
(NA)	 看的过程中惧怕过婚姻，觉得再深刻的感情都很脆弱。不过看完后倒是想开了。感情就是感情。            
(4星)	 我觉得还蛮好看的捏            
(4星)	 明星云集   台词精彩~            
(4星)	 黄磊演的真好,整个剧最喜欢的就是许小宁了..给我一个许小宁那多好啊..哦呵呵呵呵呵            
(4星)	 煮夫 只能看看的吧            
(4星)	 赵式大道理，佟大为永远那么歇斯底里。。。黄磊演的非常好            
(5星)	 小洋当我儿子好不好？            
(4星)	 现代家庭或许真的就是这样的吧。最大的感受是我们80、90后的感情原来没有那么脆弱，我们还是可以坚持的最后的，我们是能够担当起自己的责任的。爱情，你依然让我觉得可以相信。            
(NA)	 赚钱养个许小宁            
(5星)	 很有趣的电视剧，感觉像是奋斗的续集...            
(4星)	 据分析要达到剧中人物的生活状态，月入得7万以上/人            
(5星)	 生活的态度很重要！            
(5星)	 马伊琍短发无敌            
(3星)	 怎么感觉好聒噪啊，净贫嘴折腾了!看了几集，觉得没啥意思。            
(4星)	 还是比较喜欢奋斗和我的青春我做主             
(4星)	 备用备用~~            
(4星)	
(4星)	 也说是高三生活的调剂了把            
(4星)	 遇到许小宁那样的就嫁了吧~            
(3星)	 可能是没有经历， 感觉不是很好，各种婚姻的杂事。            
(4星)	 这个电视剧   到底会影响多少人呢。。。            
(5星)	 真理啊~~            
(5星)	 很喜欢赵宝刚的风格，喜欢马伊琍            
(3星)	 故事都太不真实，难以获得感同身受的感受。除了有些台词哗众取宠，实在觉得没什么看头。            
(NA)	 一套维系婚姻的宝典。。。喜欢小宁。            
(4星)	 我老喜欢许小宁了            
(5星)	 有点搞笑，但是有时觉得太台词化了            
(NA)	 废话真多···········            
(4星)	 逗~            
(3星)	 平常生活哪有这么说话的啦,台词一套一套的,听着真够累人的            
(4星)	 男人眼中的婚姻解决模式，满足不了女性的幻想。            
(3星)	 语言幽默，有意思~            
(4星)	 身边很多人都说赵宝刚导演的戏有看头。这次看了的确不错。最棒的是里面的台词，两口子吵架都还一套一套的。我是边看边琢磨着，这关于婚姻啊还真可以写本教材书。            
(3星)	 黄磊的角色真可爱，喜欢。很显然的是，赵宝刚故意把现在最流行的语言和情境都摆了进去。很多人抨击说：满剧的贫嘴。我说：嘿，我还就喜欢听贫嘴，关键是贫得要有意思。            
(4星)	 让我又想起了奋斗！            
(5星)	 喜欢黄磊            
(3星)	 还是许小宁境界高~            
(4星)	 四个主角是卖点，还有就是，台词。            
(NA)	 喜欢徐小宁这样的家庭煮夫！            
(2星)	 本来有很高的期望。看到后不能不说是期望越大失望越大。台词贫成这样。。。。到底是生活 还是艺术高于生活?            
(5星)	 教育片儿！！            
(4星)	 还是有点儿意思的            
(5星)	 灰常喜欢许小宁这个人物。            
(4星)	 许小宁很有意思 黄磊演技很到位            
(NA)	 GOOD            
(NA)	 关于80后的婚姻,还不错,比我的青春谁做主好看.            
(4星)	 虽然是一个大广告，但黄磊的确很好~            
(4星)	 有点不太生活的对话~~            
(4星)	 奔着这些组合去看的，没有失望，尤其是台词，真的值得看            
(4星)	 的确很给力……            
(5星)	 感觉是很精彩的一部大陆电视剧，没有蜗居现实得让人心酸、难过和反省自己。语言很风趣，即使家庭的矛盾争执也可以教育我们这代浮动的青少年怎么说话比较得大体。觉得更有一层意义就是教育现在的男人女人都不是好欺负的，很好，我很喜欢。。。。我们都要加油。。。。让男主外女主内见鬼去吧。。。            
(5星)	 超级喜欢黄磊！            
(2星)	 有点失望            
(NA)	 只是喜欢他们吵架的样子 佟大为真的让人无语 更不喜欢张瑾 倒是喜欢小小和圆圆 两个挺好的女孩子 圆圆就是太傻了            
(5星)	 真希望自己能早点结婚，也过上和他们一样甜蜜幸福的生活，虽然拍得很不现实，严重脱离现实，但还是很喜欢赵宝刚导演拍的，很有意思，语言有趣，有的问题解决方式确实是今后可以借鉴的方式，演员也都很喜欢，很有活力，喜欢马伊琍，跟演还3的时候差别很大，现在越来越漂娘了呢~~希望今后我的那个他.            
(NA)	 黄磊演技果然不错 喜欢兰心的执着 喜欢李梅的坚持 不喜欢郭洋最后的软弱            
(NA)	 在现代婚姻里，男人跟女人究竟扮演着怎样的家庭角色，面对外面世界的诱惑，家庭生活的琐碎，我们该如何处理夫妻关系~            
(5星)	 超好看的 幽默又不失真理            
(5星)	 我爱我爱我爱我爱            
(3星)	 对白犀利。。!            
(5星)	 某些话很深刻 很有教育意义 很幽默 像是赵宝刚对自己婚姻生活的总结 结婚了的没结婚的必看            
(3星)	 赵宝刚走不出他的圈            
(4星)	 个人更喜欢兰心那一对儿            
(4星)	 人不该太过计较得失            
(1星)	 一帮性格和行为怪异却恰好都属于富裕阶层的人，满嘴说着那种网上一搜一大堆的矫揉造作堆砌出来的词藻，演绎了一出好多情节不合常理的垃圾电视剧。半数以上的主要演员演技实在不敢恭维，那些赤裸裸又生硬植入甚至占据大量无谓情节的广告让我恶心，这实为我近些年来看过的最让我反胃的都市题材剧。            
(3星)	 很客观的点出我们80后结婚后的生活状态，马伊琍跟佟大为的结局跟奋斗一样            
(5星)	 生活是需要智慧的。。。。。。            
(2星)	 太贫嘴了            
(NA)	 9            
(4星)	 还不错的            
(4星)	 真羡慕能和同学住在一个小区单元楼，互相蹭饭串门多好啊~            
(5星)	 家庭文化任重而道远啊……            
(4星)	 制作精良的偶像剧。剧本不错。            
(2星)	 刻意的学石康的对话风格，但又没学到神韵，那些说贴近生活的，难道你们夫妻俩成天拿着这么些成语开战的？            
(4星)	 喜欢徐小宁。            
(5星)	 大团圆结局，赞！一半实情一半搞笑，还真《奋斗》            
(5星)	 说的很多话都挺有道理的            
(4星)	 好笑~~很哲~~            
(5星)	 许小宁:P            
(4星)	 老常那胖子 太搞笑了...哈许小宁 是个极品老公...很有意思的片子....            
(5星)	 除去他们的物质生活实在是个高峰之外，内容还不错！            
(4星)	 1 赵导喜欢麻豆 2 台词上纲上线 3 这哪边生活 根本就是北京的资产阶级 4 看仨男人在一起是我最欢快的时候了 5 不但许小宁这种男人绝种 黄磊这种男人也绝种了。            
(4星)	 有很多经典台词，用俺家老头的话说，这台词整的，跟辩论赛一样一样的            
(4星)	 闹腾啊             
(4星)	 有点太说教太假了，不过还是挺搞笑的            
(5星)	 煮夫  夫联  妇解            
(NA)	 经典的台词让我受益匪浅             
(5星)	 好看。真实。            
(4星)	 许小宁啊~~啧啧            
(4星)	 熬夜真有效率。。没想到这么快看完了。。结局有点草草收尾的感觉。。            
(4星)	 看要姐想嫁了…            
(5星)	 比前两部个人感觉还好的片子。。不错            
(5星)	 马伊琍真美            
(5星)	 刚刚看完  从第一集到最后大结局。。。太适合学成语的小童鞋啦。姐可没看出没婚姻问题有什么独到解决之道            
(5星)	 赵宝刚太有才了。。            
(5星)	 到哪里去找第二个许小宁~            
(5星)	 很不错的婚姻电视剧~~~很值得一看            
(3星)	 延续了逗贫的风格——其实逗贫并不是北京话的精髓=3=            
(NA)	 不错的电视剧，他们的生活，是我奋斗的最终目标！            
(NA)	 人物对白有&#34;特色&#34;             
(3星)	 恍惚总觉得是《奋斗》之婚后生活~~~            
(NA)	 不管是陆涛还是郭洋，为什么佟大为总能演的让人们那么闹心呢~            
(NA)	 我真的想结婚了.找个靠谱的男人就这么过着简单平淡靠谱的日子.            
(5星)	 2分打给爱情，3分给小宁            
(4星)	 许小宁说的话挺有道理的            
(5星)	 许小宁综合症。            
(4星)	 还凑乎            
(3星)	 跟着妈妈。。。听听看看也算是看完了，有些情节挺逗的，不过大团圆结局是可以猜得到的            
(3星)	 我觉得这里的女权有点过...然后夫妻超级太有说法了            
(2星)	 细节还是刻画出来吧，就是美中不足            
(NA)	 一大家子在一起看着乐乐的            
(3星)	 看了两集就不想看了，太繁琐了，吵吵闹闹的            
(5星)	 以幽默风趣的语言反应现实存在的问题            
(4星)	 许小宁忒贫。。            
(4星)	 我稀罕许小宁            
(NA)	 挺没劲 王磊比较好            
(5星)	 对白挺带劲 黄磊演的徐小宁 老可爱了            
(5星)	 许小宁是个模范好丈夫，老公就得像许小宁一样，朋友就得像杨丹那样            
(4星)	 生活里就是给自己找麻烦找乐子 我咋不认识个说话一套一套的朋友呢            
(4星)	 nice            
(NA)	 对白很。。。。            
(NA)	 太贫。。。            
(4星)	 去年看了一半的电视剧，实在看不下去了，还好我的生活并非那样，欣慰            
(NA)	 一如既往的耍贫，与现实相差甚远！可看点就是黄磊的表演！            
(5星)	 赵宝刚的电视剧总是能引起围观，用幽默、轻松的话语调侃生活，用积极、轻松的态度面对困难、面对压力，用京式幽默四两拨千斤的化解矛盾，这是他的风格特点，也是这部剧最大的看点。[            
(4星)	 片子不错，理想+现实+温馨=适合很多人观看！            
(4星)	 一如既往的关注最现实的当下最热门焦灼的话题，理论探讨与实践演习并行。还是那么的轻松又经典，还不乏给人思考。            
(5星)	 力荐的是黄磊和袁立……其他人除了刘金山和他那女儿，其他都来凑数的吧……            
(5星)	 赵宝刚的电视剧真是一部比一部经典 演员也好！            
(3星)	 嗯，前面还蛮好看的，后面就拖泥带水了            
(NA)	 面对保卫婚姻，确认不能什么时候都死要面子，自视清高。让我想起了“奋斗”最好向南去和璐璐结婚的时候，不还是因为小芸的正确，让向南明白了自己的责任吗？            
(1星)	 电视是不错   不过许小宁他们去天津抓老钱的那段太假吧？他们从北京出发比天津警察到地都早。            
(NA)	 蛮好的。            
(4星)	 赵氏电视剧，老公爱看，我是陪看            
(2星)	 无事找事型，这样的人活着真累更别提什么婚姻。之所以给两个星是因为考虑到毕竟有点华丽。            
(NA)	 看完一个感想：牛！！真***牛，所有人讲话都是一套一套，贫的我想骂人。。。            
(5星)	 一集沒落，哭哭又笑笑。經營一份感情已經很難，婚姻里有的還不只是感情。要怎么去一如既往曾經的愛戀，要多么寬容地做到不妒忌不抱怨，要如何在夫妻間愛情之泉見枯竭時候抵禦外面那么多的情感誘惑。也許你說這只是電視劇，但裡面很多在我僅有過的曾經那次初戀里發生，對于愛，我們要學習的還很多。。。            
(NA)	 马伊琍的大围巾都好好看            
(3星)	 假了点....和奋斗一个味道， ╮(╯_╰)╭没太大意思            
(5星)	 从头看到尾，有的地方不喜欢，比如张瑾那个，不过的确都是婚姻生活中常见的问题，值得深思            
(4星)	 黄磊很赞；他演的许小宁也很赞~现实中的孙莉很幸福。            
(4星)	 喜欢黄磊一样的男人，讨厌佟大为这种精神出轨的人            
(5星)	 喜欢演员 喜欢语言真实的故事 理想化的结局            
(3星)	 隱形小三鄙視之            
(4星)	 看着很积极啊~            
(3星)	 一个字，贫！            
(NA)	 有点扯 小宁蛮可爱的            
(5星)	 我觉得所有已经结婚的，还有想要结婚的都应该看看。虽然包含戏剧的夸张成分，但是总的来说还是很真实，很生活化的。这部电视剧所描绘的正式我们天天生活里都有的。            
(4星)	 还好。。            
(4星)	 得一许小宁 人生足矣……            
(4星)	 多么和谐的一部电视剧，和谐还是被和谐的结果？            
(5星)	 能让人思考就是最大的力量            
(3星)	 大团圆式的结尾不仅脱离了现实，也丧失了令人回味和反思的力量。不过非常喜欢黄磊诠释的居家好男人形象。            
(5星)	 必須看!            
(3星)	 话痨，纠结            
(4星)	 台词太快板            
(3星)	 台词胜过剧情，有点不太切实际……            
(5星)	 黄磊好可爱啊啊            
(4星)	 袁立不错            
(4星)	 太搞笑了，尤其喜欢黄磊，觉得既现实又温馨~            
(3星)	 觉得有些地方脱离了现实。。。这个毕竟是，是一部电视连续剧。取材于生活，高于生活哪。            
(4星)	 谁让这是跟你一起看的呢……            
(4星)	 好看哎~            
(3星)	 郭洋：我一直盯着的是前方的目标，可你盯的却是我的后脑勺            
(3星)	 如此的不痛不痒，集体阿q么？            
(NA)	 我就是为了黄磊把这片子看完的            
(NA)	 80后的语言特色，特立独行，没事找抽，过瘾痛快。剧情一般            
(5星)	 学到许多处理矛盾的方式最后还有小小的几乎流泪的感动            
(4星)	 还行吧 比起那些偶像剧好多了~            
(4星)	 经典斗嘴系列···            
(4星)	     这部电视剧宣扬的对家庭的共同责任，还是蛮认同的。有些台词其实很经典，就是稍有点贫，也有时候觉得稍有些啰嗦（和奋斗相比）。看袁立让我有感觉到没人迟暮啊。。。眼角的皱纹啊。。。马伊琍和佟大为也都老了啊。。。袁立演得有点过，不如以前看她的系来的自如。马伊琍吵架的戏不错~呵呵            
(4星)	 婚恋题材经典之作            
(4星)	 非常适合婚前婚后80后观看的一部教育片，很实际。            
(4星)	 赵宝刚的 作品 我觉得最出色的是 黄磊 演技很棒             
(5星)	 转了一圈又转回来了，我不要那么猜忌。李刚虽然一副不正经孩子模样，确实是个好男人。            
(4星)	 赵宝刚的电视剧里，人人都能成出口成章的大话唠。。。            
(4星)	 额灰常喜欢许小宁~~~            
(4星)	 最喜欢黄磊在里面的表演，得把男朋友忘他那种境界培养~            
(4星)	 挺好，看的乐死我了，唯一败笔就是台词太长像背书。不过这也是赵宝刚的一大特点了            
(4星)	 到最后我欣赏的依然是李刚。婚姻？多可怕。            
(NA)	 陪姐姐窝在沙发上消磨的口水剧            
(5星)	 好多的心声。            
(5星)	 就算婚姻是爱情的坟墓我也愿意跳了！            
(4星)	 依旧有些不现实，但是看的还是很过瘾            
(NA)	 里面后几集黄磊在车里对佟大为说的话我表示很有·····            
(4星)	 太贫，说教意味又浓，不过看着轻松挺轻松的这就够了            
(3星)	 贫来贫去也是种幸福            
(4星)	 现在的电视剧中比较好看的            
(4星)	 嘴皮子耍了，道理讲了，就看世人听不听得进去了            
(2星)	 鸡毛蒜皮，小题大做，一惊一乍。            
(5星)	 选角选的太妙了！台词写的忒欢乐了！Friends的婚后版女权特辑！            
(4星)	 一部解析婚姻生活的葵花宝典，台词精辟，句句入理，值得学习和借鉴            
(3星)	 总觉得后期冲劲儿不足            
(4星)	 看了一点就忍不住一直往下看了特别羡慕和向往李梅和郭洋这样的婚姻 也非常佩服许小宁的能说会道 看到他讨债的部分都要笑死了 或许这就是现代社会主流70,80后的爱情模式吧！            
(4星)	 家庭文化   旧的体系破灭  新的正在形成， 不过人终是要走过两个极端才会向中间靠拢。过犹不及，还是平衡点好。            
(NA)	 有些贫也有点道理。            
(3星)	 话太多了点，也不至于不好看，好歹也有点偶像剧的样子了            
(NA)	 看了十五集，实在看不下去，            
(5星)	 犀利的言语~~对婚姻很好的诠释。。尽管婚姻中有太多的不如意 只要两个人心中还是有爱 那一切就不是问题了。。            
(NA)	 情节一波三折，结果大团圆。突然联想到一句尽管道路曲折，但前途是光明的。            
(3星)	 只剩下斗嘴了吗？比奋斗和青春差远了。            
(3星)	 植入广告太多，不过比国产电影植入广告看的稍微舒服些。            
(5星)	 经典导演、金牌编剧、相对优秀的植入            
(5星)	 可以看下            
(4星)	 难道我真的老了么？竟然爱看婚姻题材的电影。            
(NA)	  我就喜欢用快速的语气来 说很经典的话   。            
(4星)	 挺经典的~            
(5星)	 虽然有点贫，但都是赤裸裸的真理吖            
(4星)	 难得的反思。            
(4星)	 语言“台词”话，但讲的理儿挺正的。婚姻，就是要打持久保卫战呐。            
(4星)	 太逗了~~趁着放假赶紧看完~~            
(4星)	 喜欢黄磊！许小宁许小宁～！！！来捏一个！！！            
(2星)	 隔空瘙痒            
(4星)	 黄磊太口爱鸟~            
(NA)	 赵宝刚典型作品，非常潮的台词，有些像话剧。不错里面的爱情观是值得我们学习以及羡慕的。任何一部作品都不是十全十美的，在一部据里充满着生活哲理，让你感叹的时候。还是少些批评吧。任何十全十美的东东时不存在的。还是乐观的看待吧，宽容一些。            
(NA)	 就那婚姻那些事~~~            
(4星)	 有点不实际啊~            
(4星)	 我真的每天都在看= =            
(3星)	 跟奋斗比总是差了。            
(3星)	 就喜歡許曉寧那對，黃磊的演技崗崗的。馬佟那是什麽夫妻啊，假的很，演得實在不好，馬伊琍的臺詞念得真叫一個難受。            
