http://movie.douban.com/subject/2279817/	都是天使惹的祸
(3星)	 想当年那么萌的任泉，现在也觉得没有多帅了。            
(5星)	 当年超喜欢            
(NA)	 4.5            
(3星)	 我以前看的津津有味啊- -            
(4星)	 那时候的李小璐很美            
(NA)	 李小璐任泉，我还都满喜欢的。            
(3星)	 当时觉得任泉和佟大为超帅 李小璐演的特可爱            
(NA)	 觉得这里面的任泉好像我一同学，就觉得，恩，以后他当医生很不错哎，结果后来真的去了医学院了，哈哈，世事真奇妙            
(4星)	 啊油。真怀念啊。            
(5星)	 哈哈~儿时的 美好回忆啊            
(4星)	 记忆中很好看            
(4星)	 经典              
(3星)	 好年轻            
(3星)	 哎哟我有点儿印象……            
(NA)	 小时候看得，当时的心态跟现在肯定不一样。不过现在也没看过了。过得佟大为的演技越来越好。            
(NA)	 喜欢李小璐的可爱 调皮            
(4星)	 小时候的经典啊。。            
(1星)	 看过一点的表示囧            
(4星)	 当年也是追得一塌糊涂。            
(5星)	 呃。。。。当年好纯的娃。。。            
(3星)	 当年很爱看            
(4星)	 李小璐啊。。永远都这么年轻            
(NA)	 那个时候好喜欢，现在觉得好傻。            
(3星)	 初识李小璐            
(3星)	 李小璐。。。当时看它的时候还没注意到她。            
(NA)	 我就记得晕血的人 可以用喝番茄酱来锻炼自己= =            
(NA)	 貌似是最早看的偶像剧。。。            
(4星)	 小时候看还觉得怪不错的~            
(4星)	 看过好几遍 不错 片头曲很好听呐 金海心唱的            
(3星)	 还是小时候觉得很喜剧的电视。。。。。。我为什么有这样的小时候啊            
(4星)	 初中看的，挺一下，感觉还不错            
(5星)	 那时候还来得个喜欢张延~  任泉大爱            
(5星)	 小学追着看…最后一集老妈还特准我看完再做作业，囧            
(4星)	 曾经我觉得好看            
(4星)	 第一部爱情片，感觉很怀念！            
(5星)	 我还蛮喜欢这个哎~            
(4星)	 很好看，内地少有的我比较喜欢的戏，觉得很可爱            
(4星)	 小时候也不知道是看过几遍了..            
(4星)	 哈哈哈哈            
(4星)	 早年的大陆偶像剧，还不错            
(3星)	 当年的鬼灵精怪李小璐            
(NA)	 不记得演了神马            
(3星)	 我也是看过电视剧滴。            
(4星)	 童年剧。就算放到今天的内地，照样会是一部很红的内地偶像剧。灰姑娘的故事运用的再烂熟，也会有一群傻逼逼的小女孩追随的。任泉那时简直是白马王子啊。            
(4星)	 经典啊 多少年都没忘记那歌            
(4星)	 陪伴了我的初中岁月。            
(3星)	 很搞笑。            
(3星)	 我就是因为这个喜欢上李小璐的也……            
(4星)	 国产里面算不错的了            
(4星)	 一般吧            
(NA)	 通过这部剧认识了很多人。。。任泉，李小璐，张延，还有疯狂的石头那位...            
(4星)	 当时一遍遍地看 看不腻            
(4星)	 小时候的经典记忆            
(NA)	 好像看过，完全不记得剧情            
(5星)	 内地的偶像剧，当之无愧啊            
(4星)	 那时的李小璐最好看最可爱了~            
(3星)	 现在看来还很亲切。。蛮可爱蛮有趣。。小护士的故事。。            
(3星)	 很傻很天真            
(3星)	 一般般，马主任最出彩            
(2星)	 = =我不喜欢李小璐。。。            
(3星)	 冲着任泉看的。当年真是少女怀春            
(3星)	 当初很恨张延            
(3星)	 小璐很美哦~            
(4星)	 佟大为里面可爱。            
(4星)	 恩 小学5年级那年第一次看  后来看了好几遍  简简单单的故事            
(4星)	 funny            
(4星)	 那时候迷上任泉            
(4星)	 小可爱            
(5星)	 回味过才发现男主角的性格是多么经典            
(3星)	 李小璐和任泉。都挺喜欢的。            
(3星)	 我在想任泉和李小璐有多大年纪了   我现在一点也不觉得李小璐和周迅像!  周迅看过去比她老那么多··            
(4星)	 里面确实很多祸            
(5星)	 幼年的记忆            
(4星)	 可爱啊~~            
(3星)	 11            
(3星)	 当时的张延，很惊艳啊。            
(4星)	 当时很喜欢很喜欢的。李小璐一炮而红，任泉真潇洒。            
(4星)	 天，当年的我真是什么都喜欢            
(NA)	 还是感觉不错的~            
(3星)	 当时觉得任泉好帅            
(3星)	 那个时候的璐姨明明是人不是妖。。。            
(NA)	 那时喜欢的不得了，其实挺不错的。            
(3星)	 物转星移。。。。            
(5星)	 以前觉得任泉在里面很帅            
(3星)	 遥远的年代看过            
(5星)	 偶像剧的前身啊。            
(4星)	 当初看 觉得李小璐可 可爱了            
(3星)	 那时候很喜欢李小璐= =            
(NA)	 喜欢金海心的《把耳朵叫醒》            
(4星)	 小学的回忆            
(3星)	 记得当时还迷了一阵子            
(5星)	 电视还真是古老~~            
(2星)	 喜欢张延的            
(3星)	 偶像剧开看年            
(3星)	 “延续偶像剧路线，不漂亮没身材没后台没文化的女主角永远打败有文化有后台漂亮身材好的女二号。”            
(4星)	 当时好讨厌张延的角色呀！！            
(3星)	 just so so。。            
(4星)	 给童年留下记忆。            
(4星)	 国内电视剧言情的经典。            
(3星)	 那时候的李小璐灰常灰常像周迅~~或者说，那时候的周迅很水灵~~            
(4星)	 看那部片的时候喜欢佟大为演的熊锋。。那个时候佟还是配角，谁想到现在小伙已经熬出头做主角了。。。            
(3星)	 任泉这个小白脸。。            
(3星)	 童年记忆            
(4星)	 不太记得了，小学看的            
(3星)	 李小璐是个傻乎乎的护士            
(NA)	 什么年代的啊            
(3星)	 这个算是我言情片的启蒙么？            
(NA)	 还是公孙策比较适合你啊=。=            
(3星)	 别那么骄傲。            
(4星)	 汗，老片子了。            
(3星)	 怎么可以这么笨。。。我就记得她烧鸡那集。。笑屎我了            
(3星)	 当时还真迷            
(4星)	 小时候的偶像剧。。。    有点怀念。。            
(4星)	 任泉，星星眼！            
(4星)	 很喜欢主角们~            
(4星)	 好久远的小学时代            
(4星)	 前几天看到有人说是国产偶像剧中比较成功的一个，嗯，我同意。            
(4星)	 开始关注李小璐~\(≧▽≦)/~啦啦啦            
(4星)	 很青春，很美好~            
(4星)	 小学假期的磨时间良物            
(NA)	 曾经很流行的恋爱模式，丑小鸭变成白天鹅。现在看来更多的是无聊和脑残，还真是社会在发展了啊。。。            
(NA)	 我就是这么讨厌LXL             
(4星)	 那时候任泉就是标准班的帅哥啊~~~放在当时真是很吸引人的电视剧            
(4星)	 任泉+李小璐 童年时的YY对象            
(2星)	 才怪            
(5星)	 爱你没理由~            
(NA)	 没看全            
(3星)	 这部电视剧里觉得任泉很帅，李小璐那时就演没心没肺的刚毕业的学生，现在还是演这种角色            
(3星)	 悠闲地在家配上零食……            
(3星)	 挺可爱的一片~不过任泉的配音那是一个假啊。李小璐不错，特单纯一丫头，说话口音很好玩            
(4星)	 好纯好纯的感觉            
(3星)	 追过            
(4星)	 我印象超深。大家都喜欢林小如。我喜欢蔡美云的。= =            
(2星)	 呃啊。            
(5星)	 哈，那时候很爱看这电视剧的，那时候的主角们都是偶像明星哦。李小璐在那里头真是可爱的小女生哦。任泉是一大帅哥，我也觉得张延的气质很特别，果然是的。还有片尾曲金海心的《那么骄傲》，到现在还觉得好听。            
(3星)	 。。。。想不起啦为什么我会看过这个。。。。            
(3星)	 骗人的护士。。            
(3星)	 医院的恋爱。。。。。。。。。            
(5星)	 波波呵呵~            
(4星)	 因为这部电视剧，我喜欢上了李小璐            
(4星)	 童年啊。            
(NA)	 看了一些            
(3星)	 翻出那么老的片来看，我是怎么了，太有聊了么～            
(3星)	 额，很早的一部偶像剧，感觉自己跟小如性格有点像，都迷糊。。。但这电视挺一般。。。            
(3星)	 貌似是我接觸的第一部大陸偶像劇            
(3星)	 护士的故事            
(4星)	 好像是我看的第一部偶像剧            
(4星)	 剧情记不太清了，只记得很纯的一部剧            
(3星)	 好可爱的李小璐            
(4星)	 算是内地偶像剧的始祖阶段 那时候就觉得 两个人分喝一瓶酸奶就是浪漫            
(3星)	 越发觉得现在要是演这么部剧我肯定不会看的。。但当时真觉得还行。            
(NA)	 挺小的时候看得，印象很深，小璐小璐~            
(4星)	 哇 小时候呀            
(3星)	 刚以为李小璐是周迅看后才知道，原来没有血缘的人可以长得那么像。            
(4星)	 那时候的我六年级            
(4星)	 这片子里人物的名字让我印象深刻！我那时候老喜欢女二号的呢！金海心的主题曲不错            
(4星)	 小时候的回忆啊。            
(5星)	 当年爱的死去活来的电视剧呀！！            
(3星)	 还行~~~            
(3星)	 当时觉得任泉那个帅啊！            
(3星)	 为李小璐加油！片中的林小如好可爱，她最终也收获了她的爱情            
(3星)	 鬼灵精的爱情            
(NA)	 多嫩的任泉多嫩的小璐            
(3星)	 没什么特别感觉  李小璐长得还可以            
(3星)	 想当年我还看得很High...喜欢张延....            
(4星)	 现在看看也没觉得啥 可是当年觉得任泉是世界上最最帅的那啥..ai[谁不有个偶像啊]            
(4星)	 李小璐还是那么可爱            
(4星)	 难得国产偶像剧不土2个星给小璐            
(3星)	 那个时候多喜欢张延的            
(5星)	 最好看的内地偶像电视剧            
(NA)	 小学看的了..            
(4星)	 还不错哦！~当时觉得任泉蛮帅的！~            
(3星)	 以前好喜欢这片子，尤其金海心唱的片头片尾。觉得任泉也作……哎，其实最作的是我……            
(4星)	 李小璐好漂亮            
(NA)	 哈哈NC剧，不过慧眼看上了不知名的佟大为~            
(NA)	 这个片头曲让我印象深刻了            
(4星)	 喜欢小璐的可爱善良~            
(3星)	 当时很小。            
(3星)	 原来我还看过这个，电视里放什么我就看什么            
(2星)	 国产偶像片            
(3星)	 小时候还蛮喜欢的。因为这个电视剧还喜欢过一阵金海心~~~            
(5星)	 很搞笑，很轻松！当时真的很喜欢……            
(NA)	 那个时候特别喜欢林晓如....            
(5星)	 因为这部戏，认识了李小璐，认识了张延，认识了任泉。一个迷糊天使，一个知性气质，还有一个当时我认为很帅。            
(4星)	 上個月又看了一遍 因為身處這樣的環境 覺得還是很好看            
(5星)	 理想的爱情，曲折的过程，发现很多演员的精彩配戏            
(3星)	 那时候觉得任泉很帅。。李小璐很纯情。。现在的李小璐。。唉。。是漂亮。。不过也很非主流啊。。不知道为什么            
(4星)	 那么骄傲            
(5星)	 ......            
(4星)	 更喜欢那时的李小璐。那么骄傲怎么听都好听~            
(4星)	 懵懂中有些许印象= =记得还不错            
(3星)	 同样是看的津津有味……            
(4星)	 清新讨喜            
(3星)	 以前很喜欢任泉啊~            
(4星)	 和爸妈看的又一部剧 爸预测剧情相当厉害            
(4星)	 咱内地偶像剧，也不错！            
(4星)	 想起我那华丽丽的童年啊~~~            
(NA)	 当时好像觉得李小璐还不错            
(1星)	 整一山寨版的《一吻定情》            
(5星)	 内地的偶像剧啊！ 全班都在看的！            
(4星)	 那么骄傲！            
(3星)	 小时候的我其实很幼稚            
(3星)	 那时候就觉得李小璐挺好看            
(3星)	 因为主题曲，喜欢上金海心。            
(4星)	 我看的第一部偶像剧 好像那时还梦到过任泉。。            
(5星)	 以前挺爱看的。。为此都让我放弃了2个周末            
(3星)	 曾经觉得任泉和李小璐很登对，金海心的歌也好听            
(4星)	 很久以前看过啊，记得那时特别地喜欢，还记得里面金海心唱的那首歌蛮好听的，不过忘名字了= =            
(3星)	 李小璐很可爱            
(3星)	 李小璐也是永远的纯真样，只是这会还有点土。            
(3星)	 李小璐很可爱            
(5星)	 国产偶像剧中的精品            
(4星)	 80分            
(3星)	 比韩剧好多了。            
(3星)	 李小璐还是挺可爱的~            
(3星)	 现在看来有些老套啊            
(4星)	 李小璐真可爱            
(4星)	 可喜欢李小璐了~            
(4星)	 当时很喜欢看            
(4星)	 那时候可真喜欢李小璐啊~            
(3星)	 金海心。。。            
(4星)	 经典~~~            
(3星)	 小时候            
(4星)	 内地优质偶像剧            
(4星)	 tv            
(3星)	 当时觉得还行，现在让我看20分钟都看不下去            
(NA)	 纪念下那会的青春.            
(4星)	 当时觉得李小璐超可爱~            
(NA)	 初一我那是一个迷恋李小璐。            
(4星)	 多可爱呵~            
(5星)	 现在想起来很幼稚，当时却很喜欢。那时大家都把李小璐认成周迅了，现在看起来一点都不像。邵剑波最后选择了笨手笨脚的小如，放弃了条件优越的美云。还记得小如在快餐店里打工，和小朋友玩提问回答的游戏，最后邵剑波找来了，好像还带她去了喷泉……都忘得差不多了。            
(NA)	 还是很喜欢有好结局的爱情剧            
(4星)	 那时觉得李小璐比周迅漂亮            
(3星)	 小时候还是有点喜欢的            
(5星)	 超喜欢            
(3星)	 当时小学尚未毕业当时的蔡医生是咱学习的榜样当时小璐的脸还挺可爱的当时也没有想到郭涛会红……            
(5星)	 经典！            
(4星)	 也算得上当年一成功的偶像剧了吧            
(3星)	 当年还算待见任泉            
(4星)	 挺有感触的金海心鼻音            
(4星)	 俺接触比较早的偶像剧了。            
(4星)	 以当年的标准而言挺不错的            
(NA)	 诶 那个时候...            
(4星)	 现在的偶像剧和当年真的没法比            
(3星)	 久远了            
(3星)	 李小璐很灵，里面~            
(3星)	 觉得李小璐长得真的很纯情~~            
(3星)	 我都不记得有任泉了~            
(4星)	 早期喜爱的青春偶像剧            
(4星)	 喜欢任泉            
(5星)	 大陆偶像剧？其实挺不错的，李小璐那时很可爱呀，佟大为的几次等场真阳光哈            
(3星)	 曾经觉得老好看。。。然后那时候很流行金海心。。。            
(3星)	 那个时侯还觉得不错，现在才知道这是典型的玛丽苏剧情啊……还好李小璐还是很漂亮可爱的，只是可惜了同样的大美女张延。里面的歌曾经很喜欢的，和同学一道唱的。            
(4星)	 里头小璐好嫩啊。。。            
(3星)	 国产的偶像剧有点太无聊太简单太雷同,但是它们确实启发了我们哈.            
(4星)	 小学的时候看的，当时真喜欢&gt;0&lt;            
(3星)	 还是蛮好笑的。            
(4星)	 李小璐和张延，恩。。这部局李小璐的开始活跃了起来            
(5星)	 可爱的小璐            
(4星)	 作为国内的偶像剧,我觉得这个是好的,还算得上是. 挺好的.            
(4星)	 挺扯的            
(4星)	 他们俩就这么犀利糊涂的在一块儿了            
(4星)	 跟着姐姐一起看的，好玩儿~~            
(3星)	 很。。。假的一个故事。。。            
(NA)	 纯真年代。            
(NA)	 还是看过的            
(3星)	 哇，张延            
(3星)	 故事还是挺不错的，青涩时代的小幻想和小幸福。只是不喜欢林小如的做护士的那些粗心大意。            
(4星)	 这个四星是按十年前的水平给的。当时真觉得好看啊，每天守在电视机前追看。            
(4星)	 很好看的内地偶像剧……            
(4星)	 你欠我一个拥抱。最大的收获是金海心。            
(4星)	 小时候看的            
(4星)	 嗯，李小璐还是很可爱的~            
(3星)	 当时我多么年轻啊！            
(3星)	 那时候三个主角都好喜欢的            
(3星)	 千万别让我看病碰到这样的护士~~            
(3星)	 原来是我五年级的时候看的，哈哈哈哈。还记得李小璐在我们大学演过一部叫《我的淘气天使》。            
(4星)	 我还挺喜欢李小璐的呢 恩 任泉当时真是帅气啊            
(5星)	 &gt;.&lt;这是80后女必看吧            
(5星)	 很小的时候看得，那时觉得这特别好看，而且是从这开始喜欢上李小璐的。            
(1星)	 以前我看，現在叫我評分，我不會算，覺得不值得            
(NA)	 难得勾看过的大陆片是因为~我见过最他妈傻逼的节目莫过于这个了~            
(3星)	 有意义的偶像剧吧，MS是大陆第一部？这么宣传的，不记得了            
(4星)	 多好的国产偶像啊·· 任泉不错啦            
(3星)	 好早以前的偶像剧            
(3星)	 我才发现我也看了这么多电视剧。            
(3星)	 一家人一起看的。            
(3星)	 国产偶像剧            
(4星)	 那个时候还是很想成为医生的            
(4星)	 当年的李小璐啊，真有爱~            
(2星)	 当时还是很喜欢任泉的            
(3星)	 很好 我把结局给忘了..            
(5星)	 我记得当时反反复复看啊~~哈哈            
(3星)	 那时候挺喜欢的            
(5星)	 小学时候的电视剧时至今日依然能够回忆并津津乐道。那个时候和姐姐对于女主角是周迅还是谁的争论，我最终赢了200块。            
(NA)	 储存记忆...            
(3星)	 嘶---            
(4星)	 当年的波波帅翻了~            
(5星)	 那时候觉得李小璐跟任泉可真配！现在看有点粗糙。但是觉得很经典。            
(3星)	 当年看的时候还是觉得任泉蛮帅的，现在挑剔了            
(2星)	 我想给它打1.5            
(NA)	 看过之后很轻松，很好的一部电视剧，支持国产……            
(5星)	 扑通扑通的~            
(3星)	 白衣天屎            
(3星)	 路过记录。            
(5星)	 爱情喜剧+悲剧            
(4星)	 啊啊啊···以前我是多么的喜欢这个剧啊            
(5星)	 2010            
(4星)	 当年的经典            
(4星)	 国产偶像剧鼻祖了吧……            
(NA)	 那时候的最爱啊，波波任泉好帅啊！            
(3星)	 单纯的小如和骄傲的剑波~            
(3星)	 好多年前了噶            
(4星)	 内地不错的偶像剧了            
(NA)	   我喜欢李小潞 好清涩            
(3星)	 大陆偶像剧,没什么说的            
(3星)	 当时的李小璐很可爱            
(NA)	 结局真挺牛的。            
(3星)	 当时那个叫红哈            
(4星)	 哈哈 小璐好可爱那会儿觉得任泉特帅            
(4星)	 情节一般 印象最深的就是李小璐真好看            
(5星)	 忘不了。很喜欢。            
(5星)	 好像大家都不太喜欢，可这是我第一次接触偶像剧。            
(3星)	 任泉和李小璐~~不知道为什么好像跟着电视台复习了好几遍            
(3星)	 老早看的~对主题曲很有份额feel!还有依稀记得任泉那时好帅            
(4星)	 当时蛮喜欢的            
(3星)	 不说傻了。。骗小孩子的东西。            
(3星)	 那时觉得任泉很帅，李小璐很可爱            
(4星)	 以前超喜欢的一部剧，看了好多遍            
(5星)	 小时候的爱啊~~            
(NA)	 更古老了。。。那时候觉得李小璐真可爱~            
(NA)	 记得也真的很好看 就小璐的牙齿黄了点            
(3星)	 又是我loli时代的算不错的国产偶像剧了，那个时候电视台放，还要看好几遍，哎，????            
(3星)	 看那时超级喜欢任泉。。当时不喜欢李小璐            
(5星)	 小如。。嘿嘿。。            
(4星)	 内地偶像剧里，这部算是很好的了            
(4星)	 如果说内地有偶像剧，那么这是我看过最好的内地偶像剧。不知道那些导演怎么想的，非得学台湾拍偶像剧，本来好好地内地剧硬生生地被败坏了名声。            
(5星)	 国产偶像剧里面算是不错的一部。            
(3星)	 都不记得了。            
(3星)	 很肥皂            
(3星)	 初识李小璐，留下了很阳光的印象！            
(4星)	 hehe ~            
(5星)	 小学看的，那时候觉得超级好看。今天去土豆上翻出看了一两集发现还是很不错，耐看哦~现在不觉得任泉帅了，也不会再分不清张延和周海媚了，佟大为以前比较可爱，李小璐很适合演这类轻松搞笑的剧。这部剧算是内地偶像剧鼻祖了吧，而且还挺经得住时间的考验，主题曲朗朗上口的，非常喜欢!!            
(4星)	 多可爱的电视剧~            
(3星)	 当时觉得任泉还蛮帅的            
(3星)	 内地算得上偶像剧的偶像剧            
(3星)	 傻妞            
(4星)	 这部电视剧是别人给我从头讲的尾的。真怀念那段美好的时光呢            
(4星)	 青春            
(4星)	 该是看的李小璐的第二部片子。第一部是古剧。她跟张卫健主演。那时候只觉得太像周迅。直到这部片子才发现她自己的特色。说实话。这是我喜欢的感情。类型。还有风格。我在中学时代每天守着电视机看完。            
(5星)	 基本上是中国最早的偶像剧了吧，最早的往往是最经典的。。。            
(3星)	 第一次看的李小璐的戏那时候觉得李小璐挺可爱的。。现在看到她貌似有点点反感了……            
(4星)	 童年时的回忆……            
(3星)	 难以相信 ， 我竟然看完了这么部青春剧            
(3星)	 很早的片子了，很美好            
(3星)	 当年看得挺高兴的。            
(4星)	 记忆            
(3星)	 这剧其实不错的。            
(4星)	 小学时看的戏，现在想想也还行            
(NA)	 囧下~我对医院的恐惧倒是在开头处找到了共鸣吖~            
(NA)	 就是一个女护士的故事，好久好久以前的！            
(3星)	 都是天使惹的祸             
(3星)	 喜欢任泉 李小璐            
(4星)	 这个时候还是挺喜欢李小璐的呢            
(4星)	 结局看起来太不爽了`~            
(4星)	 看这部剧是因为喜欢里面的男女主角，剧中情节轻快有趣，现在想起来，还是挺甜美的。            
(3星)	 大陆偶像剧            
(5星)	 那个时候觉得李小璐是那么那么的可爱,还觉得这个片子超级无敌好看...哈哈~            
(2星)	 大白痴电视剧……还小学看的呢……            
(3星)	 年轻的时候觉得还不错了...不知道现在看会有什么感觉            
(2星)	 李小璐还不错了            
(NA)	 我们家刘昀影响应该也挺深呵呵            
(4星)	 喜欢它的电视歌曲            
(3星)	 俊男美女 简单            
(3星)	 现在想起来情节够傻可完全够我当初当个HC的水准囧！而且至此之后主演两个都成心头好了OTZ            
(4星)	 任性女孩的事业与爱情            
(3星)	 我觉得比现在的电视剧都好看            
(5星)	 对李小璐的第一印象            
(5星)	 喜欢任泉就是来自这儿。。当时觉得很sweet的任泉和李小璐~            
(3星)	 以前很喜欢，看过几遍，现在一般般……            
(3星)	 喜欢张延　不喜欢李小璐             
(4星)	 整晚胡思乱想，夜色真好，让我睡不着。            
(5星)	 童年的回忆。            
(3星)	 那时候真觉得很像周迅            
(4星)	 金海心唱的“那么骄傲”印象很深……            
(4星)	 经典             
(4星)	 不错 小时候就喜欢看这样的片子 结局温馨！！！            
(5星)	 我那时候多么喜欢他们两人在一起的感觉。            
(4星)	 大陆偶像剧鼻祖            
(NA)	 天天中午都在放            
(5星)	 我曾经对这个电视疯狂过            
(4星)	 一下子让我喜欢上了李小璐            
(3星)	 大陆风格的偶像剧            
(5星)	 哟哟小时候看的。。那时候觉得真好看啊……            
(3星)	 偶像剧的启蒙。。不过后来就不怎么感兴趣了            
(3星)	 李小璐            
(5星)	 嗯……每次都看不到这个电视剧的结局，但是依然很喜欢，而且貌似经常放呢……            
(4星)	 挺轻松幽默的青春偶像剧            
(4星)	 貌似是初中时的暑假看的吧~简单但是动人的故事~洋溢着满满的青春的气息~            
(3星)	 可爱的李小璐，帅气的任泉            
(4星)	 很喜欢李小璐            
(3星)	 以前看过~            
(3星)	 不记得了。            
(4星)	 这是很早的时候看的一部青春偶像剧！但还是很喜欢这种风格的，虽然很久没有看这种风格的。感觉李小璐在里面出演的那个护士还是很让我喜欢的，还有就是金海星的那首歌唱的很让我喜欢。记得当年，还是他们年少的时光！            
(4星)	 佟大为            
(4星)	 我爱李小璐 我爱任泉            
(3星)	 大陆偶像剧！            
(2星)	 面子还是要给美璐的            
(NA)	 那时觉得李小璐真像周迅            
(5星)	 当年被李小璐迷死了。还有任泉也不错当时            
(3星)	 李小璐可爱。            
(4星)	 那时候老守着看            
(3星)	 老历八早的片子，算是内地早期的偶像剧了吧，算是不怎么难看啦，毕竟当时电视播的时候还愿意看            
(5星)	 记得是好有意思的一部电视剧            
(5星)	 又看到觉得还是很好看啊，比现在的偶像剧好多了            
(3星)	 主题曲不错的~流行了好久            
(4星)	 从这戏喜欢上李小璐。            
(NA)	 李小璐真清纯啊那时~            
(3星)	 曾经很喜欢任泉            
(4星)	 任泉，n年前的hc～            
(3星)	 很在意小路的灰姑娘的身份            
(4星)	 小护士和大医生~            
(2星)	 除了李小璐就没别的了            
(3星)	 中学的时候大家追着看。            
(4星)	 小学看的            
(4星)	 那时候我很喜欢 觉得这个女孩超级可爱            
(3星)	 那个时候无知的我就是看这种电视剧的水准~~~            
(4星)	 他们俩还挺可爱的。红果蛋糕。            
(4星)	 那个学生时代的美好！            
(NA)	 很喜欢哈，这是国产的比较好的偶像剧            
(3星)	 囧，那那时候分不清李小璐和周迅。            
(5星)	 很美的一个片子            
(3星)	 任泉很帅的！那个时侯张延很漂漂的说~            
(4星)	 这片怕是这辈子都不会忘记了... 简直是教程....            
(3星)	 彼时的李小璐 此时的李小璐人红真的要靠运气咯            
(5星)	 当初很喜欢诶            
(4星)	 小時候好喜歡李小璐就是因為這部片子了。            
(NA)	 那个时候的暑假，每天都是等爸爸妈妈一上班就爬起床来，和我曾经的好朋友一起看呢。            
(4星)	 很喜欢李小璐和任泉。            
(NA)	 纯真..            
(2星)	 太傻了            
(3星)	 忘了            
(NA)	 全家看得樂呵呵~            
(3星)	 还行吧            
(5星)	 喜欢小路，喜欢啊，额呵呵            
(5星)	 剧情相当的扯~5颗星全因李小璐            
(NA)	 那个时候觉得任泉好帅啊！            
(3星)	 只记得医院里面的那个晚上喜欢梦游的人:-)            
(3星)	 你看你看 李小璐这么早就出道了            
(NA)	 初见李小璐~            
(5星)	 又觉得任泉很帅。。- -            
(4星)	 搞笑            
(4星)	 第一次接触李小璐，觉得很像周迅，却更精灵！            
(2星)	 记得就是在这部戏中第一次见到佟大为但周围人都没印象            
(NA)	 就没见过那么迷糊的护士。            
(3星)	 嘻嘻,还挺喜欢小白的女主的...            
(3星)	 解闷            
(4星)	 知道了李小璐，任泉。            
(5星)	 那个时候还小，应该是上初中吧~~尽管现在看来当时剧情不怎么样，我还是很喜欢李小璐~~~O(∩_∩)O            
(NA)	 爱，就是自私的...            
(5星)	 难得的清纯青春剧            
(NA)	 我印象中的。。大陆第一部成功的偶像剧~~~真的很喜欢            
(4星)	 很久以前看的了，那时候很喜欢。            
(4星)	 任泉好帅~            
(4星)	 很老的一部电视剧了            
(NA)	 爱情是种感觉            
(NA)	 ==            
(NA)	 一般~~            
(4星)	 任泉还是那个时候比较帅。            
(5星)	 最早认识李小璐应该是从这里开始的，就觉得她好可爱的~还有任泉很帅的~张延是院长的女儿，演第三者- -            
(3星)	 很老的片儿了~通过它我只记住李小璐和金海心~            
(3星)	 觉得他们两个很配哈            
(NA)	 也看不多            
(3星)	 酸奶酸奶~~            
(3星)	 有点夸张            
(3星)	 李小璐的形象真的很“娃娃”，很可爱。男女主角骑自行车的场景好可爱啊            
(NA)	 小学毕业时看的~~~            
(4星)	 诙谐、可爱            
(NA)	 可爱可爱，小璐            
(3星)	 初中时候看的            
(3星)	 随便看看            
(3星)	 我挺喜欢任泉长相的            
(3星)	 还是小孩时候看的了。            
(5星)	 喜欢小如~~            
(NA)	 从这里开始认识了 李小璐            
(4星)	 这应该算是我看得第一部偶像剧吧            
(NA)	 00            
(4星)	 当初觉得很好很可爱。            
(3星)	 妈妈喜欢看的电视剧~~~            
(NA)	 还可以            
(NA)	 好事喜欢奋斗里的杨晓芸            
(5星)	 年轻时候的偶像剧            
(3星)	 第一次看见李小璐，当时觉得她长得跟周迅很像，但后来觉得，她比周要甜            
(NA)	 虽然有点做作  但是还是会很喜欢            
(NA)	 哈哈……好玩……一直都很想知道一开始李小璐的那个头发是怎么梳的……            
(NA)	 李小璐唯一讨人喜欢的表演            
(NA)	 还是很想看 主题去也很好听            
(NA)	 李小璐 任泉            
(NA)	 很喜欢李小璐啊            
(NA)	 算我接触的第一部偶像剧吧            
(3星)	 那是头一次看偶像剧。还蛮新鲜。            
(NA)	 都是天使惹的祸            
(NA)	 李小璐真可爱~            
(5星)	 又是灰姑娘            
(2星)	 发现我看了不少电视剧- -            
(5星)	 第一部看的青春剧诶            
(4星)	 那时候的李小璐好清纯~任泉的确蛮帅的啊~            
(4星)	 这部算得上是内地拍得不错的偶像剧!注意上映年度哟!!            
(3星)	 公孙哥哥好帅气压~            
(5星)	 好早的电视剧了。不过还是觉得好看。            
(3星)	 无甚特别感觉，只是那时的李小璐，的确可爱            
(4星)	 我现在也很喜欢任泉~            
(NA)	 李小璐，任泉，张延            
(3星)	 小时候看很喜欢任泉来着..现在说给朋友听，都会被嘲笑            
(4星)	 喜欢            
(NA)	 那時...是初中吧...很久了...            
(3星)	 蛮青春搞笑的剧！            
(NA)	 2000年            
(3星)	 驚覺……自己原來看過這麽多肥皂劇            
(3星)	 看过三遍，无聊并憧憬            
(NA)	 就是呀，都是天使惹的祸哟            
(3星)	 护士小璐            
(4星)	 我还记得李小璐在剧里面晕血。。当时觉得任泉相当帅！            
(2星)	 想当年我是很喜欢看这部电视剧的啊!            
(4星)	 满好笑的老片子            
(4星)	 电视剧            
(NA)	 有点傻，特别是结尾            
(NA)	 你说你爱我爱的就差跳楼了 总把你叫作lucy把我叫做杰克...            
(4星)	 清纯            
(4星)	 小璐，可爱啊            
(NA)	 喜欢小璐！            
(3星)	 可爱的林小如。            
(NA)	 一吻定情 大陆版            
(NA)	 一般            
(2星)	 一般            
