http://movie.douban.com/subject/1830590/	康熙王朝
(5星)	 道明蜀黍！！！当时青年康熙也萌死我了！            
(5星)	    放假在家陪老爸又看了一遍            
(NA)	 算是最爱的电视剧吧            
(4星)	 都是戏骨级的人物，只能用佩服来形容了。            
(4星)	 被看电视 2遍            
(5星)	 必须的            
(5星)	 陈道明赞            
(5星)	 陈道明的演技太好了，少年康熙也很好，听说少年康熙的演员是个娃娃脸，演这个的时候已经35了，OMG！            
(5星)	 陈道明~~            
(4星)	 作为电视剧，很好了。但是作为历史剧，差点意思。            
(4星)	 这也是大陆擅长的一种……            
(5星)	 这也是我的大爱呀！            
(4星)	 还记得一句台词：XXX ，是你强暴了朕~~       我的心啊··················            
(5星)	 无法超越的历史剧。            
(5星)	 老帅哥。戏骨陈道明！            
(5星)	 陈道明的魅力            
(3星)	 孝庄挺难死的            
(NA)	 一代王朝            
(5星)	 好多年前看过的了 就是觉得很好看很好看            
(1星)	 狗日的辫子戏            
(3星)	 付媛，你可否记得我们的秘密——蓝旗格格？            
(5星)	 小时候最喜欢的电视剧。上体育课还和同学一起演。呵呵，我演康熙！            
(5星)	 很不错            
(4星)	 简直就是经典，陈道明的演技，我被折服了~            
(5星)	 陈道明的演技太棒了，喜欢他演的康熙！            
(5星)	 真的非常棒的电视剧，陈道明的演技把康熙的感觉展现的淋漓尽致。记得那时的暑假和哥哥追着看，到现在也时常会再看一遍            
(5星)	 明叔太帅            
(2星)	 陈道明大加分，但是相比于先出的雍正王朝，整部戏还是粗糙了些。天雷滚滚的“我孝庄”一直是脑残编剧的绝妙代言。            
(5星)	 中国电视剧万岁，陈道明万岁            
(5星)	 不竟经典，而且好看！陈道明的演技真的无话可说，太好了演的~~~~这么多演皇帝的最喜欢就是他！            
(5星)	 淡定的陈道明霸气的斯琴高娃            
(5星)	 陈叔叔的气场还真不是盖的            
(5星)	 为何如此孤独            
(5星)	 真的好想再活500年！            
(5星)	 陈道明的演技绝不是盖的！            
(5星)	 隐藏的命题 天下是你的 你也是天下的            
(5星)	 实力派！            
(5星)	 向天再借500年            
(5星)	 康熙皇帝最后那段话，很是给力！！！            
(3星)	 嗯，实力派。            
(4星)	 喜欢苏麻            
(5星)	 很恢弘            
(5星)	 大爱            
(5星)	 陈道明有感觉~哈哈            
(5星)	 在电脑里存了两年一直没看，近来突发奇想翻出来。想找某样东西，看完整部却也没找着，可能是看得不够仔细吧。不过，这是部好剧，值得肯定。文韬武略大智大勇。都在里面了。            
(4星)	 道明兄经典之作            
(4星)	 跟历史差距有点大，可惜了            
(5星)	 高中时很喜欢，后来租碟回来看完的            
(5星)	 陈道明 影帝  本色演出            
(4星)	 陈道明            
(NA)	 我也真的还想再活500年……            
(4星)	 陈道明让人不得不爱！~            
(5星)	 已经不是看过否的问题，我在想的是，如何把台词都背下来。  我会觉得，康熙应该就是陈道明的那张脸            
(4星)	 真的还想再活500年            
(5星)	 我也想当皇帝 揍小日本            
(NA)	 印象很深 喜欢上了陈道明            
(4星)	 其实我更喜欢书，二月河！！！！            
(5星)	 顶之~            
(5星)	 斯琴高娃和陈道明的演技，那叫一个绝~            
(5星)	 从片头曲好到片尾曲～～            
(4星)	 陈道明演技是不错~可是电视剧却粉饰了落后的封建和极权~而且一部接着一部拍这些玩意儿~从私人情感上来讲，实在是欣赏斯琴高娃的精湛演出。。。。            
(4星)	 陈道明是个读书人            
(5星)	 陳道明啊 你 給力！！            
(5星)	 最喜欢的电视剧之一 陈道明和斯琴高娃演得都传神 很多地方跌宕起伏            
(4星)	 演员好            
(4星)	 超级迷恋陈道明            
(5星)	 太好了，一级喜欢            
(5星)	 第一次和老爸能一起坐下看的电视剧。。            
(5星)	 陈道明的某一段台词真的是帅爆了。            
(4星)	 就电视剧的角度来说算经典的一部了 就历史的角度来说破绽百出 我还是就电视剧角度评分吧             
(5星)	 下一个雍正王朝            
(5星)	 经典！            
(4星)	 很不错的历史大戏。            
(5星)	 陈道明最帅了！            
(4星)	 老戏骨们            
(5星)	 这部电视剧的演员都找的太好了            
(4星)	 喜欢历史。喜欢陈道明老师。            
(5星)	 有瑕疵，但是很好。            
(5星)	 看几遍都不厌倦。            
(5星)	 非常好！            
(5星)	 大气磅礴.多出一颗星给陈道明.            
(4星)	 我小时候太喜欢了！！            
(NA)	 四大名著啊。还有啥好说的捏？哈哈            
(NA)	 是拍清朝电视剧中最好的            
(NA)	 喜欢它的片尾曲。还有，康熙是位好皇帝。            
(4星)	 道明大叔~~            
(5星)	 相当的耐看            
(NA)	 陈道明演的皇帝相当给力！            
(5星)	 陈 道 明！            
(5星)	 看了有三四遍了吧，很经典。            
(5星)	 康熙大帝            
(5星)	 国产经典电视剧 之一 斯琴高娃 的孝庄皇太后 陈道明的康熙 经典的塑造和人物刻画！            
(NA)	 道明            
(5星)	 看过之后，认定陈道明就是适合演康熙            
(5星)	 同样也是一部回味无穷的经典之作，中国帝王史的不朽。            
(4星)	 四星全给陈道明，故事其实一般，但道明叔叔演神了。我讨厌辫子戏。            
(5星)	 最佳~！！！！！！            
(5星)	 给人一种王者的风范！            
(5星)	 这个才是叫经典！            
(5星)	 你强奸了朕啊~            
(5星)	 明叔！            
(5星)	 最爱这部了！道明大叔！！！！爱死了！都是对戏骨们！@Home            
(4星)	 只能说，陈道明跟斯琴高娃演的太好了！            
(5星)	 很有深度            
(5星)	 君临天下。说不尽的忠奸善恶、是非恩仇。千古兴亡多少事，相逢一笑泯恩仇。            
(5星)	 明蜀忝让我萌的乱七八糟。            
(4星)	 在三星和四星之间犹豫            
(4星)	 所谓为了道明叔。。。            
(4星)	 康熙对宝日龙梅说：“宝日啊，是你QJ了朕啊”。相当给力的电视剧，连我妈都爱看。            
(5星)	 震撼的史诗级电视剧！            
(4星)	 喜欢这个千古一帝            
(5星)	 有个苏达拉姑（？）气质很棒啊            
(5星)	 没话说的好，主题歌大气            
(5星)	 看这部剧很爽快            
(5星)	 百看不厌神马的。            
(5星)	 陈道明的个人演技可以说毫无瑕疵了，斯琴高娃也很棒，编剧方面有点缺陷，平民的生活描述太少了，不足以变现盛世的景象            
(5星)	 看了不知道多少遍            
(5星)	 经典呐            
(5星)	 经典大片，            
(NA)	 道明叔叔也是帅叔叔。            
(5星)	 明叔高娃奶奶演的太绝了            
(5星)	 最近又重新看了一次，体会颇深。人性之复杂，亦善亦恶，或风声水起或无可奈何，人一辈子终究是在与自己心中之欲相较量，待到最后，尘归尘、土归土，只是活在自己的梦中。            
(4星)	 历史剧什么的值得一看            
(5星)	 震撼的巨作。            
(5星)	 帝王之术，波诡云秘            
(5星)	 高中每次期末复习前都会播都会看一遍。。罪过啊罪过            
(5星)	 除了说他无与伦比我也不知道还可以说什么来表达我的观点了。请许我这样的溺爱。            
(5星)	 因为这部电视剧我初中去书店找二月河 记得店员对我很不屑。            
(5星)	 这个绝对是经典了！爱的要死！这才叫真正的古装片！            
(5星)	 二月河编剧            
(NA)	 一代帝王，可歌也可弃！歌他的智与勇！弃他的残与暴！            
(5星)	 每看一遍，我都觉得道明哥的演绎怎能如此到位？            
(5星)	 很不错，一直很喜欢。陈叔~~            
(5星)	 陈道明和斯琴高娃都是越老越有魅力的演员            
(5星)	 陈道明与斯琴高娃，两个戏精啊，太经典了            
(4星)	 太经典了。            
(5星)	 历史正剧中最好看的!!!!            
(4星)	 看这类作品最大的感触就是，陈道明在完成大业，老态龙钟的那一刻，沧桑的眼神，令我难忘。            
(5星)	 老实说清宫戏都烂了，但康熙王朝真的大气的不行。            
(4星)	 虽然有低级错误，但是还是挺经典的。            
(5星)	 我最喜欢。。            
(NA)	 容易混淆史实与杜撰。头疼。。。。            
(4星)	 大爱陈道明。            
(5星)	 这个真的不错            
(5星)	 如果你想学一些处事之道，不妨看看它，虽然它是艺术化了的历史，但是，它高于现实，更能表现出什么……            
(5星)	 这两位的实力已经是巅峰了            
(5星)	 挚爱陈道明            
(5星)	 宝日 当日可是你强暴了朕            
(4星)	 我还想再活500年……            
(4星)	 其实历史这东西谁又说得准呢？总体来说还是很好看的，虽然某些情节上的确跟史实有所出入，但陈道明演得很到位，把一个千古帝王的风范和神采都表现的淋漓尽致，特喜欢收复台湾那段            
(5星)	 对我的成长具有极其重要的意义啊！            
(NA)	 陈道明演的相当有气势            
(4星)	 陈道明的小正太演的不错。话说回来，很不错的历史剧。犹记得蓝齐儿明媚的笑容和容妃凄惨的死法儿。            
(5星)	 喜欢！！！！！！！有气势！！！            
(5星)	 我爱明叔，我爱历史剧            
(5星)	 这绝对是经典中的经典。~            
(5星)	 历史都是悲剧            
(5星)	 正大光明            
(4星)	 陈道明真帅~            
(5星)	 奶奶家的一整套碟。和妈妈窝家里一暑假的记忆。&#34;你知道你以后是咋死的么?&#34; &#34;......&#34; &#34;笨死的!&#34; 寂寞帝王心。            
(4星)	 拍的不错，只是细节跟书差异过大。明明伍次友救了明珠，这里确是明珠救了伍次友。            
(5星)	 力荐……必须的……不过看这个发现康熙的自孝庄太后去世之后的挺悲凉的            
(3星)	 据说台湾抗议在闭路4台播            
(NA)	 陈道明~~            
(5星)	 精良！            
(5星)	 是真的好！剧好，歌也好            
(4星)	 不错的电影，原来对权势、地位不同的人沟通方式存在疑问，现在了然了。里面有很多权谋方法可以借鉴            
(5星)	 陈道明！            
(NA)	 这真是一部好片子，一下又一下地敲打人们的心弦...            
(1星)	 你们对得起祖宗吗？            
(5星)	 好片            
(5星)	 最好看的历史剧了！！            
(5星)	 先是一国之君，而后是一个父亲，一个丈夫。这种君主之气在这个时代一直是一种愿景。还是最喜欢蓝琪儿那段。            
(4星)	 经典            
(5星)	 记得是春节期间看的，整天没日没夜的看着DVD。开始对权谋有些接触。            
(5星)	 陈道明。帝王相。            
(5星)	 陈道明把康熙演义得太伟大了。            
(NA)	 至少看5边！            
(5星)	 如何能不爱陈道明。            
(NA)	 初中的时候很喜欢看历史题材的电视剧 囧            
(4星)	 想当年我还小，竟然看的哭了。我道叔帅的哇~            
(5星)	 五百年啊五百年            
(5星)	 又看一遍            
(4星)	  我最爱的一部历史。            
(5星)	 从此爱上陈道明。            
(5星)	 不用说 大家都懂的            
(5星)	 悲剧            
(5星)	 快十年了，再看此剧，经典依旧。            
(5星)	 陈道明版的康熙是经典            
(4星)	 喜欢陈道明，讨厌剧情            
(5星)	 爱死了演康熙的陈道明~            
(NA)	 好片            
(3星)	 换成是焦晃来演绎会更出彩            
(4星)	 气壮河山            
(4星)	 政治没有对与错，只有利益，索额图历史上就是尼布楚条约主要谈判者，该条约我国有相当高的评价，明珠也是一代名相，但他们都是大贪官，不怨谁就怨权利            
(5星)	 喜欢里面的三个人，索尼，周培公，姚启圣。虽然整部剧都不错，但康熙写得绝对是有局限的，凭什么皇帝做到最后就只是寡人，寡不寡人取决于自己，而不是皇位。            
(4星)	 陈道明的戏，不说了。总是很经典的，但是觉得看戏有点色            
(5星)	 陪我爷爷看了遍陪我爸看了遍自己又看了N遍现在的电视台都很少播了            
(5星)	 纪念我的小学            
(4星)	 为了洗马桶的容妃。            
(4星)	 这四分，全是给陈道明的            
(5星)	 道明叔叔怎么能这么有腔调呢            
(5星)	 canon..            
(5星)	 陈道明太帅了            
(5星)	 大爱孝庄            
(5星)	 最萌康熙的我遇见陈叔~还有斯琴高娃也很给力            
(5星)	 没看过的，一边玩去            
(4星)	 某处某处和某处有点扯。赞下陈道明的气场。            
(4星)	 一部大制作、/很多东西看出门道了，也有些没懂、            
(5星)	 童年看的电视，陈道明的表现挺不错的。            
(4星)	 2003年，当我还是个初二情窦初开的小孩子的时候，就被陈道明所折服。那个年代~~飞机刚刚起飞的年代~~~            
(4星)	 里面那个嫁到外面的公主，我很喜欢。。。            
(5星)	 百看不厌啊～            
(5星)	 再活五百年真豪迈            
(4星)	 超爱陈道明            
(5星)	 国产历史电视剧，最爱89年红楼，大宅门1， 第三就是这部。喔，还有宁静那部大玉儿。            
(1星)	 根本无法与雍正王朝相提并论            
(5星)	 再给我五百年            
(NA)	 老戏骨们的巅峰之作啊~大爱额~~~            
(5星)	 所以我对陈道明的爱可以追溯到小学4年级。。            
(5星)	 编剧很强大，就是历史文化细节上疏忽了。            
(4星)	 曾经很爱的 整天都窝在奶奶家看 陈道明好帅            
(5星)	 不得不說陳道明真是了得!可惜對台戰爭的部分完全偏離史實，頗有隱涉現今的政治情勢。            
(5星)	 带着商业性，但是我依然觉得是一部好片。篮齐儿的情节安排有点傻            
(5星)	 在品味一遍            
(4星)	 当我看到这是二月河写的时候..我沉默了...里面康熙和宝日隆美OOXX之后...康熙很爽的笑道:宝日隆美啊..这可是你强暴了朕呐....果然是二月河写的...            
(5星)	 以前看的，最爱的电视剧。还想再看一遍。            
(4星)	 不知对于历史本剧的忠实度有几多 但是对于康熙和孝庄的刻画我不禁要竖起大拇指了            
(NA)	 4.5            
(5星)	 除了太后自称孝庄之外并无别的硬伤            
(4星)	 傅艺伟 孝庄皇后篇            
(NA)	 從此愛上陳道明。。            
(5星)	 从头到尾看了两三遍。            
(5星)	 不知道当年是怎么把一部50集的电视剧看完的 但真的是好看啊 斯琴高娃陈道明果然是演技派的            
(5星)	 陈道明。。。永恒的经典            
(5星)	 陈道明太霸气了，不怒自威啊            
(5星)	 身为二月河的老乡，落霞三部曲居然没读过，都是被央视这清宫戏害的            
(5星)	 霸气！            
(5星)	 都是戏骨啊, 怎么能演得这么好            
(5星)	 盛世王朝，壮志豪情，金戈铁马，踏平四方~~~            
(5星)	 陈道明演得很好。。但这部戏主要是讲太子。。九龙夺嫡就要看雍正王朝了            
(4星)	 除了“我孝庄”雷人点，其余还成。谁让我喜欢陈道明来着。            
(4星)	 喜欢陈道明！            
(4星)	 2001年            
(5星)	 相当的好看！            
(5星)	 绝好的电视剧啊            
(5星)	 道、术、理、情    警世 感人            
(5星)	 鼎            
(NA)	 刚刚的那            
(3星)	 我觉得我还是有点无法体会康熙最后对容妃的“良苦用心”……            
(4星)	 我就是不喜欢陈道明那没精神的表情……            
(5星)	 我真的还想再活五百年！！            
(5星)	 斯琴高娃，陈道明，老戏骨            
(5星)	 我又想起了上学期的reading week.........            
(4星)	 实力派 道明哥            
(5星)	 我真的还想再活五百年。            
(5星)	 一代皇帝的命与缠            
(4星)	 虽然很多地方与真实的历史有相当大的出入，但是整体还是很好看的。            
(NA)	 再给我五百年            
(1星)	 抛去过分赞颂康熙以及讴歌清朝之外，这部片子是很不错的。            
(5星)	 陈道明演的太入味了            
(NA)	 初中的时候超级红...陈道明很厉害            
(5星)	 不知道是看多少遍了，绝赞！            
(1星)	 垃圾劇～打著歷史的名號            
(5星)	 我又开始看康熙王朝了，第几遍都不知道了。对我影响甚大，很多看法都因此改观。            
(5星)	 康熙是个好皇帝 一代圣君 在我心里 他比其它皇帝优秀 因为他肯死 他不求长生不老 而且 他负的女人最少 喜欢苏麻 如果当时嫁给皇上 说不定她就是容妃了 而这样 结局更好            
(5星)	 斯琴高娃和陈道明的演技太震撼了。            
(4星)	 皇帝其实有时候就是装B装出来的            
(4星)	 不是央视拍的，央视买走了版权，央视估计只有钱没艺术了。高中的时候看了好几遍， 可惜清朝的政治统治埋下了没落的祸根。 貌似喉舌ccav也喜欢这些清朝的皇帝戏            
(5星)	 太棒了。。完整的看了一遍。            
(5星)	 唯一看完的历史剧            
(5星)	 从电视剧角度说，拍的不错。            
(4星)	 向天再借五百年 。。            
(NA)	 那会儿我特喜欢看这个            
(5星)	 国产电视剧难得的佳作            
(NA)	 终于看完了。。。。            
(5星)	 我喜欢赫舍里和容妃~~~            
(5星)	 再活五百年。            
(5星)	 最爱连续剧之一            
(5星)	 经典            
(5星)	 陈道明把康熙演到了前无古人后无来者的境地            
(1星)	 只能说，这是陈家林片子的基本水平，不拍后宫的琐事他就无处施展啊            
(5星)	 好看的 喜欢容妃和蓝齐儿            
(5星)	 相当牛的气场，可以为了看这个电视剧不复习坐那儿死皮赖脸的看==陈道明真的是个很好的演员，演啥像啥。            
(5星)	 喜欢康熙帝            
(5星)	 陈道明、斯琴高娃演得真好啊！            
(NA)	 还是很喜欢的            
(5星)	 看了无数遍。            
(5星)	 戏霸就是戏霸~~            
(4星)	 喜欢陈道明的帝王气            
(NA)	 看了无数遍。。。            
(4星)	 有种被骗的感觉，严重和历史不符。。但斯琴高娃和陈道明演技超群            
(5星)	 为数不多的，反复看都不烦的片子            
(4星)	 有气势！            
(5星)	 我真的还想再活500年！            
(4星)	 4。5            
(5星)	 中国皇帝风采            
(5星)	 演技            
(4星)	 康熙来了            
(5星)	 这个就是陈道明            
(5星)	 这个好。陈道明生猛            
(3星)	 很一般的电视剧，重武功而轻文治，可以作为一部宫廷戏，无历史参考性。编剧奴性强、水平次，缺乏基本历史常识，导演儿女情长，演员表演过于做作，无内在，不真实。            
(NA)	 很喜欢            
(5星)	 主题曲《大男人》真的以一个帝王的“我只是个人”的角度，唱出了所有男人一切。当然片子本身无可挑剔。            
(5星)	 最爱            
(5星)	 看过2遍            
(5星)	 永远帅气的道明蜀黍...&gt;&lt;            
(5星)	 不错。。。除了女演员都长的不怎么样            
(5星)	 陈道明            
(4星)	 戏骨都是老的            
(5星)	 超级好看啊。啊啊啊            
(5星)	 中华之大气，本剧较好呈现，但切记：其本是小说改编，非正史！            
(5星)	 很少看历史正剧，但是这部真的很好看，。。。老戏骨演起戏来就是不一样。。。            
(5星)	 不错的电视剧，无聊时可以一看            
(5星)	 陈道明，让我感觉真正演出了皇帝的感觉。            
(5星)	 大爱明叔            
(5星)	 看过N遍~~~每次电视里播都会看            
(5星)	 这是唯一一部我看了5遍以上的电视剧            
(4星)	 4.3。尽管有一些技术性的错误，如“我孝庄……”，但这不影响该片优秀历史剧的地位。喜欢它的配乐。            
(5星)	 导演、编剧、主演，主唱都是实力派的腕，没得挑的一部王朝剧。最爱。            
(5星)	 不错            
(5星)	 道哥            
(5星)	 好            
(5星)	 绝对经典            
(5星)	 经典~不解释~            
(5星)	 陳道明一世演出一角色            
(4星)	 我的开智电视剧            
(4星)	 不错            
(5星)	 陈道明~            
(5星)	 央视首播的时候一直追着看，差不多有十年的时间了，该是复习一遍了，呵呵~            
(5星)	 道明叔你就是皇帝！            
(4星)	 陈道明演的很有气势啊            
(NA)	 又看了一遍            
(5星)	 简直是经典，人的性格揣摩的十分真实。            
(5星)	 陈道明版的康熙让我更深刻的理解了康熙，也认识了陈道明。。。还有喜欢斯琴高娃演的孝庄。。。            
(5星)	 大爱陈道明~~~            
(4星)	 ~~~            
(5星)	 喜欢年轻时候苏麻拉姑和康熙的朦胧啊~            
(4星)	 陈道明的帝王相            
(4星)	 有些台词挺囧的，明叔霸气            
(5星)	 符不符合历史我不知道 但这个绝对不是戏说那个档次的            
(4星)	 陈道明，恩，大叔。不错。            
(5星)	 主题曲太澎湃            
(4星)	 康熙威武。            
(4星)	 我有多爱这个和我一样生日的黑瘦小老头啊。            
(5星)	 第一遍看觉得是荡气回肠，第二回看就是满眼的无奈和心痛了..            
(5星)	 好早以前看的哦，印象很深，很好。            
(4星)	 喜欢这样的清宫剧            
(5星)	 向老天再借五百年            
(5星)	 很喜欢陈道明 也是和爸爸一起看的            
(4星)	 大叔灰常帅            
(5星)	 我最喜欢的一部历史剧            
(4星)	 陈道明实力派            
(4星)	 明叔的经典            
(4星)	 之后开始看二月河的小说的            
(4星)	 不错的历史剧，有点长知识            
(4星)	 挺好看的。国片就这种好看            
(5星)	 经典历史大剧            
(5星)	 第一遍看觉得是荡气回肠~第二遍看就满是心痛满是无奈老~            
(NA)	 说不尽的忠奸善恶，是非恩仇千古难辨……千古兴亡多少事，相逢一笑泯恩仇……最欣赏的三个女性：苏麻，蓝齐儿，容妃最欣赏的三个男性：姚启胜，伍次友，周培公（康熙）            
(5星)	 我的历史知识都是这么普及的            
(4星)	 很有气势            
(NA)	 亮点是陈道明~~（星星眼~红心~揪小手绢~            
(4星)	 喜欢孝庄把玄烨带出去时的那般坚定与绝决            
(5星)	 陈道明太有范了。韩磊太气派了。            
(NA)	 陈道明实在是让人佩服            
(4星)	 一家三口一起看~            
(5星)	 乱喜欢陈道明的。            
(5星)	 陈道明演的好            
(5星)	 so far the best characterised master piece of Kang Xi emperor himself in real history             
(5星)	 如此道明，如此玄烨。            
(3星)	 我真的还想再活五百年。            
(5星)	 看完才知何为气势！            
(4星)	 陈道明！！！            
(5星)	 陈道明，你上辈子就是康熙爷。            
(5星)	 经典之作！！！！！            
(4星)	 很想很想和爷爷一起的日子            
(4星)	 就内地电视剧来说 真的拍得已经超越了 陈道明啊 陈仙人            
(1星)	 也不能怪导演，咱政府就好改编历史            
(5星)	 个人觉得是很不错的正剧            
(5星)	 陈道明，不解释            
(5星)	 每个演员都很认真            
(5星)	 好看好看好看！！斯琴高娃和陈道明都绝了！！            
(5星)	 最好的康熙 最好的陈道明~            
(5星)	 陈道明总不会错的！！！            
(5星)	 陈道明,魅力非凡            
(4星)	 好想再活五百年。虽然清朝已经是末日黄昏了，但我依然对它有着浓厚的兴趣。            
(5星)	 要是满清没有前几个皇帝会是啥样呢            
(4星)	 历史剧            
(5星)	 经典            
(3星)	 五百年……            
(4星)	 在一个场景处掉了眼泪：孝庄匍匐在摊开的大清地图上，颤颤巍巍地喊：这是我大清国啊！运筹帷幄心怀天下如她，当她的土地她的疆域呈现在她眼前的时候，却仍旧热泪盈眶。我总是在想，权倾朝野的最高权力者，他们要用怎样的胸怀，去承载广域苍生呢。            
(4星)	 这个和编新三国的那个朱苏进是一个人吗            
(1星)	 一部典型的撤蛋剧            
(NA)	 真的是，一生珍藏。。看的台词都能背下来了。。            
(NA)	 陈道明的独角戏啊            
(5星)	 道明和斯琴高娃深得我心，主题曲也爱            
(4星)	 大草原上，康熙跟宝日龙梅@&amp;%之后，言道：龙梅啊，是你强奸了朕啊……            
(5星)	 神马是气质使然？！斯琴高娃vs道明叔,是有多震撼...            
(4星)	 曾经很喜欢，后来再看发现不少与史实不符之处，感觉就淡了            
(4星)	 宝……宝日龙梅……你…… 掩面，明叔我对不起你            
(5星)	 陈道明，神一样的崇拜着，大爱。            
(4星)	 稍不符史实            
(5星)	 经典之作！            
(4星)	 亞視曾經放映因為自己喜歡歷史覺得不錯陳道明的演技令我對大陸的演員另眼相看            
(4星)	 道明葛格好有型~~~~~            
(5星)	 强强联手打造最强康熙王朝。            
(NA)	 貌似是一部看过两遍还想再看的电视剧，人物形象丰满、生动，揭露事实的真相。            
(5星)	 陈道明演的真是不错啊!斯琴高娃也是太赞了!            
(5星)	 历史剧里最喜欢的一部。            
(5星)	 看了N遍还想看   大气 威严 君臣伦理 政治  情谊  身不由己            
(5星)	 最经典的帝王剧            
(5星)	 很好看哦！~而且很喜欢演小康熙的那个...            
(4星)	 陈道明与斯琴高娃的强强搭档，演技保证！            
(4星)	 陈道明陈道明~~~            
(5星)	 我真的还想再活五百年~            
(5星)	 看过无数遍，超爱陈道明            
(5星)	 陈道明...演的很有味道。书也很好看...            
(4星)	 好看的            
(5星)	 陈道明真是太帅了。            
(NA)	 君臣 父子 母子 官场  利益  斗争            
(4星)	 信口开河二月河，但拍的不错            
(5星)	 最喜爱康熙大帝，            
(5星)	 oh my god，我心中永远的历史剧No.1，每次重播我都会看的，完美            
(5星)	 很少有这么好的清戏 陈道明使剧添了不少彩            
(5星)	 记得当年我还小，就这样爱上了陈道明。            
(5星)	 帝王戏的经典。            
(2星)	 小时候觉得很好，但是长大了才知道原来有那么多历史错误，太不应该了。            
(5星)	 重量级的哥和姐             
(3星)	 一代经典            
(5星)	 从此喜欢上陈道明            
(5星)	 陈道明帅爆了            
(4星)	 不过里边孝庄自己称自己为孝庄显然不符合历史实情。。这个称号是她死后后人给的。            
(4星)	 陈道明和斯琴高娃的组合很好            
(5星)	 少年登临 手握四方 坐拥天下             
(NA)	 陈道明演技精湛            
(5星)	 和老爸的记忆            
(4星)	 书,我看过4篇,hoho            
(4星)	 气场气场是多么滴重要~            
(4星)	 虽然没太多史实，但是不妨碍好看            
(3星)	 二月河的本子? 陈家林的导筒? 那我要高标准高要求            
(NA)	 看过几遍了？3遍吧，至少。            
(5星)	 陈道明            
(NA)	 他本来是能成为一个杰出的外交家的。。CC的封杀却是诗家幸            
(5星)	 千古一帝！            
(5星)	 最心疼的是蓝齐儿            
(NA)	 “我真的好想再活五百年！……”            
(4星)	 玄烨夺宫部分不如用94年的版本，新版只需接下去即可，陈道明的中年康熙实在是出神入化啊            
(5星)	 道明叔魅力满点啊!!            
(5星)	 喜欢陈道明。非常，极其            
(5星)	 陈道明啊~            
(4星)	 记忆犹新，道叔演的挺好~~            
(5星)	 看了第五遍的时候，终于发现雷点出现。            
(5星)	 其实不如原著            
(5星)	 前些天又看了一遍，历史系的舅舅说书更好看，但是还是喜欢陈道明和斯琴高娃的演出，真真切切把历史这面镜子放到我们面前，照到自己            
(NA)	 斯琴高娃            
(4星)	 童年的回忆。自己默默在客厅播这戏，看康熙如何扳倒鳌拜，不知属实与否。            
(5星)	 很经典的清史剧四星，陈道明和斯琴高娃的精湛演技五星            
(5星)	 ！！！            
(4星)	 道明哥的再借五百年~            
(4星)	 现在知道不修长城是多牛B的了            
(5星)	 里面演索尼的老爷爷是我家邻居啊 嘿嘿~~            
(NA)	 一千位看官就有一千个王朝            
(5星)	 我真的还想再看500遍            
(4星)	 因为这部喜欢上陈道明            
(5星)	 明叔啊明叔 你是我的太阳            
(5星)	 经典了            
(5星)	 让我认识康熙的第一部作品            
(NA)	 我长这么大就那一次提前把暑假作业做完了，就为了看它~            
(5星)	 很不错的一部电视剧            
(5星)	 这男人~啧啧            
(5星)	 内地的正统古装剧挺有看头的。。。            
(5星)	 波澜壮阔，一代豪雄。陈道明的演绎很赞            
(5星)	 王道            
(5星)	 明叔！            
(4星)	 要是我看完我一定给5星的 巨作            
(4星)	 曾经看的我很燃            
(5星)	 耐看。            
(5星)	 剧编的吧没有《雍正王朝》好，但，陈道明演的确实出彩            
(4星)	 喜欢陈道明，也喜欢演小康熙的那个小演员，演的很好。就是硬伤多了点            
(5星)	 真的还想再活500年            
(4星)	 一代君王真的是很不容易，一辈子活的都那么辛苦            
(5星)	 陈道明 中国不可多得的影视人才 在她身上可以感受很明显的大气感            
(NA)	 智者，更是王者            
(5星)	 两个老戏骨。。。            
(5星)	 国产清宫剧中唯一推荐            
(5星)	 马桶比天下干净。一言之虚，百患丛生，一事之虚，为害终生。            
(4星)	 非常不错的一部历史剧，尤其是考虑到拍摄时间~~~            
(4星)	 很多年前看的 今天偶然又在奶奶家看到 讲到降服姚启圣那块儿 挺有意思 和讲得为一起 感觉很恍惚 今晚和室友一起到博物馆  晚上一起吃饭 还见了P             
(5星)	 康熙的孤独            
(3星)	 我真的还想再活500年            
(5星)	 这才是历史剧、            
(3星)	 喜欢陈道明，  但对斯琴高娃的戏也很有感觉，“我孝庄…………”他们的历史顾问，毕业证应该是花十元钱自己办的            
(5星)	 主角的表演比较出彩，对于一个历史盲是不错的补习机会，人物性格也比较完整，但缺乏一些细节上的真实性~~这是大陆电视剧的通病，但总体而言，吸引人的地方不少~~            
(5星)	 !~~            
(4星)	 经典            
(5星)	 觉得比《雍正王朝》好看，明叔还是很有魅力滴~年轻的玄烨也不错，就是后面宝日龙梅那段雷了点。。。。。            
(4星)	 虽然里面知识性错误很多但是总体来说还是尊重了历史同戏说的一系列同时期作品相比很不错            
(5星)	 有一个经典啊            
(5星)	 大气            
(5星)	 当时天天守在电视机前看，最无辜的是蓝齐儿！除了那句“我孝庄。。。。”其他都很好，包括主题曲“我再想活五百年”            
(5星)	 道明叔叔！！！！！！！            
(5星)	 陈道明 陈道明            
(5星)	 为君之道就是要利用好臣子之间的斗争来巩固自己的地位            
(5星)	 灰常好            
(5星)	 狂爱啊。兰琪儿好喜欢的。少年时代的康熙也是我的梦中小情人。            
