http://movie.douban.com/subject/4217513/	就想赖着你 就想賴著你
(5星)	 作为台湾偶像剧，给五星            
(4星)	 每次电视上放都要看一遍，是中毒了嘛            
(4星)	 丁慧凡，想起我自己            
(5星)	  就想赖着你             
(4星)	 两个白痴遇在一起也满搞笑的。。很喜剧            
(NA)	 还不错啦            
(NA)	 不错的偶像剧              
(3星)	 挺好玩的~            
(NA)	 张勋杰，再一次印证发型是多么的重要            
(5星)	 项羽平。。。如果我也有个这么好的男朋友。。。其实我也知道，这都是偶像剧，可是为什么我的心会那么痛呢。。。            
(3星)	 我妈超喜欢~~~            
(5星)	 看过 真的很好             
(5星)	 很有味道，不会像某些偶像剧那样假假的。还有觉得言承旭在里面，好帅好帅哦，顶上....            
(3星)	 现在中视的电视剧没以前好看了，不过看着玩画面还是不错的，特别喜欢看言承旭那害羞的样子~~~~O(∩_∩)O哈哈哈~            
(4星)	 律师先生其实就是个受。            
(NA)	 通过这个电视剧爱上了ELLA　JEERY，感觉良好...            
(3星)	 旭旭帅得没话说，可惜剧本一般般那~            
(5星)	 没想到很好看哦，哈哈哈，搞笑            
(5星)	 我开始怀念某人的40寸胸肌和黏腻腻的声音了。嗯，我喜欢声音温柔的男人。            
(4星)	 很欢乐的片子。言承旭怎么可以这么可爱捏笑起来 我不行了            
(3星)	 言承旭还不错 成熟多了..            
(4星)	 小小彬~~~            
(4星)	 轻松搞笑  不错啊            
(5星)	 好看不多说~            
(5星)	 可爱的两姐妹 是给五星的原因            
(2星)	 Ella..~~~(&gt;_&lt;)~~.....不如PS男.            
(5星)	 我好久没有再看台湾偶像剧的冲动了，但是这部偶像剧让看过的我觉得幸福，心暖暖的，本来郁闷的心情放松了很多            
(4星)	 为了JJF才看的。。。            
(NA)	 我爱帅哥！赐我个帅哥啊！！            
(4星)	 一直很喜欢Ella，虽然她看上去有点男孩子气，但其实她内心比selina和Hebe都要女性化，而且很会哭哦！言承旭这里面演技不错啊            
(4星)	 不用动脑子。很简单的打发时间            
(5星)	 Ella有点小白。。。只是第一次发现言承旭还算帅诶~~~流星花园你总看过吧~~~~O(∩_∩)O哈哈~            
(4星)	 其实比较喜欢杨朵唉~            
(4星)	 快十年了啊，Jerry还是这么帅！            
(4星)	 轻松幽默            
(5星)	 超好笑，言成旭和ELLA好配啊            
(NA)	 虽然很肥皂，还是稀饭。。。            
(4星)	 很可爱的Elle，个人觉得里面的言承旭很可爱~~            
(5星)	 喜欢言承旭！很爱！很爱！很开心，是那种看剧的时候会笑出来的幸福感            
(3星)	 男主撒嬌的功力有點強=x=            
(3星)	 我还是看流星花园去!!!            
(4星)	 依然对这种白痴偶像剧无法拒绝啊～看得欢乐就行。            
(3星)	 ella真的很可爱，不过编剧真的很厉害，这样的剧情竟然可以写28集，看到第14集就看不下去了；里面的杨朵姐姐也很好玩，最有看头的就是这对姐妹了，比较真实可爱            
(4星)	 迷上JERRY            
(4星)	 喜欢看ELLE演的片子，很逗很天真，但绝对不傻！            
(4星)	 搞笑，轻松            
(3星)	 ella演技实在是不敢恭维            
(3星)	 俗啊！适合做画外音消遣啊~不过吝啬鬼很真实。还有我喜欢小屁孩。            
(3星)	 有些，太面了。。            
(3星)	 ELLA发型不错..            
(NA)	 杨朵朵朵            
(3星)	 如果说这世界 不够完美不够好 一定是在等我们 亲手给它变得美好...            
(5星)	 言承旭言承旭言承旭言承旭言承旭言承旭嘿咻嘿咻嘿咻嘿咻嘿咻嘿咻嘿咻嘿咻嘿咻ELLAELLAELLAELLAELLAELLAELLAELLAELLA嘿咻嘿咻嘿咻嘿咻嘿咻嘿咻嘿咻嘿咻嘿咻            
(5星)	 言承旭也有那么可爱的一面 Ella演得不错 角色很适合她 虽然2人的搭配让我适应了好一段时间 总之 是一部让人感觉轻松愉快 看完之后心情舒畅的台剧^_^            
(4星)	 比起滥情的 这样轻松搞笑的好看多了最起码 言承旭让我花痴了！            
(3星)	 太长了 前面比较好看             
(5星)	 在心情不好时，看了完这部剧，心情顿时晴朗起来。突然发现，我爱上了言承旭！            
(NA)	 我最爱的JERRY，越来越会演戏了，不管过了多久，我都会默默地支持你            
(3星)	 偶像剧嘛，不能要求太多，看着开心就好啦~~~            
(2星)	 收拾房间时候可以听个声响            
(3星)	 台湾小言一贯的套路，消磨时光！            
(5星)	 ellaellaellaellaella!!!!            
(NA)	 不错   很好笑  哈哈            
(3星)	 可爱男女。            
(4星)	 每天很勤奮的把追看，想起我愛追劇的時光，也再一次喚醒我對ELLA的愛            
(4星)	 色彩真的很美，是胶片的原因吗？第一次觉得言承旭非常帅，片子里充满恋爱的甜蜜。缺憾是这一次Ella演得夸张了。            
(NA)	 笑死我也            
(3星)	 言承旭好帅！不愧是我哈的暴龙就是剧情需要软了点弱了点   要是霸道点估计更帅气～            
(3星)	 言承旭真帅            
(5星)	 不错不错~搞笑浪漫~！            
(3星)	 烂俗的台剧。。。            
(4星)	 总体还比较好看～不过不太喜欢结尾～            
(3星)	 看不完            
(3星)	 让我想到《咖啡王子一号店》。            
(5星)	 勇敢地赖着 勇敢地爱。            
(4星)	 帅哥真的很帅~~光看帅哥就值了~~            
(3星)	 有时候看什么不重要，重要的是自己能收获到什么，得到自己想要的就足够了            
(4星)	 赖着那么一个人            
(3星)	 剧情很烂俗，然而看得很欢乐……            
(3星)	 滥情的青春言情偶像剧~~~~放松心情看一下不错啦~~~~            
(2星)	 烂俗的剧情 就算是ella演绎也没用 再加上混搭的超女= =~            
(5星)	 我也是。5星全给言承旭。演得好，角色好，好的一塌糊涂。            
(4星)	 以前只是觉得言承旭很帅，现在是相当帅，可耐人儿了~~~            
(2星)	 太扯了节奏又慢, 王子灰姑娘的故事真是百演不衰. 女主实在爱不起来, 男主还行但是演技还是原地踏步. 剧情不现实到极点.             
(4星)	        没有什么意外的情节和特别的感动，比较真实的，也许就是两个看起来不可能在一起的人，在时间里找到了爱情。在这个年纪看偶像剧的人群里，也许我们在做的，反而是去那些让小姑娘们幻想的浪漫情节里捕捉现实的侧影。尽管少的可怜，至少能安慰自己，我们的生活也和浪漫有关。            
(3星)	 哈哈·偶尔也要青春··很可以···            
(4星)	 我家言承旭依然很帅，其他人，忽略不计……            
(4星)	 无聊的时候看看这种电视剧还可以哦，言承旭很可爱，有酒窝就是好啦。。。            
(1星)	 烂            
(5星)	 道明寺第二。。男主角分手之后不会拖拉我比较喜欢。。五星全给言承旭            
(4星)	 和《下一站幸福》不一样的格调 轻松快乐的剧情 喜欢这样的言承旭 成熟又不失可爱 喜欢看他幸福的样子            
(2星)	 看了简直浪费时间啊            
(5星)	 我咋嫩么希望你俩在一起呢 唔 她会给你永恒的温暖的 你相信么 言小旭同学            
(3星)	 言承旭的成长可叫人欣慰。结尾也太差劲了吧。。。            
(NA)	 我爱上言某某            
(4星)	 比起下一站来，我更喜欢这部。话说ella真是天使啊～大爱            
(NA)	 言承旭真是越看越帅哈            
(4星)	 结局太仓促啦！因为被盗版本以为有机会重拍，现在看来希望渺茫。不过，这片想放松的时候看看还不错啦。            
(4星)	 看到20集了 还不错~~ 至今为止我哭了几次了            
(4星)	 言承旭好帅·！            
(4星)	 言承旭的表现很好，如果把女一换掉，应该会更好看~            
(5星)	 很清新的爱情剧            
(3星)	 老梗            
(5星)	 言承旭明明已经老男人了，Ella明明已经第N次演没有女人味的傻大姐了，可是我就是看得很感动很纠结很开心很过瘾。是我疯了吧，            
(5星)	 我的人生就是喜欢偶像剧！！！            
(4星)	 言承旭的演技还是有待提高。。。不过还是很喜欢！尤其是ella从可中事件中学习到的我也很赞同            
(3星)	 好瞎的台剧...看完就算算去了..            
(3星)	 台剧总将最单纯的女生演绎成一个行动白痴，还好Ella很喜感。。哎呀，张勋杰好靓仔哇。。            
(4星)	 结局实在是很雷人啊其他还是不错的            
(4星)	 看了让人很开心的片子.对人物的描写让人觉得很真实.尤其是项羽平坚决要离开丁卉凡的那些戏,真的就如同真实般发生在我们身边的故事一样.杨果的爱情让人看了很受鼓舞.只要相信爱,勇敢地付出,就一定会遇到那个人,无论你漂不漂亮,有没有钱,都真心爱你,珍惜你的那个人.            
(5星)	 sweet！            
(NA)	 大爱ELLA和亲爱的言承旭呢~~mua~~尽管是烂俗的剧情还是让我花痴了一大把。。。吼吼吼~~~如果可以有一个像项羽平那样的男人，人生啊~~多么美好！！！            
(4星)	 三天搞定，还不错。            
(5星)	 一个好看的连续剧            
(5星)	 2天看掉《就想赖着你》，一边想着剧情觉得很俗套，一边我欢乐的看完了.....哈哈，Ella和言承旭怎么可以那么可爱的，哈哈哈哈哈哈哈……这个言承旭也太搞笑~\(≧▽≦)/~啦啦啦            
(2星)	 男主瘦很多，女主很不女人，这类片子我只能说见过太多，算不好...            
(NA)	 是开心的偶像剧 蛮好的 大家都演得很好~~~~ 哈哈 别的就没了 开心就好            
(4星)	 前半部还满好看的，言承旭无敌帅，不过没看过这么闲的律师，小娴演的超棒，超真实，而且身材一级棒，对男2女2都无感，反而后来那个梁志豪律师也很帅很可爱            
(4星)	 也许那就是白马王子吧，可爱的，可靠的！第一次觉得言承旭还是能迷人的，不是那个土不垃圾的过时偶像            
(5星)	 唉，言承旭真的是很帅啊。            
(4星)	 第一次觉得言承旭好帅，演技进步很多。ella也蛮可爱的，表情超丰富，应该是本色演出了。小娴出乎意料的好演技，改变了我对她原来不好的印象。小小彬真的超可爱的说            
(4星)	 难以抗拒~言承旭            
(3星)	 小孩子很可爱            
(4星)	 因为两首主题曲很好听所以才看的剧。言承旭还不错，感觉比吴建豪看着舒服多了，但是Ella演技没有突破啊。28集太长了点。            
(5星)	 就想赖着你MP4和3GP格式下载地址www.mp4ju.com            
(5星)	 Ella好可愛~~            
(NA)	 台剧还是不适合我            
(4星)	 很欢乐很有爱            
(3星)	 女主角那个  太那什么  干呕              
(NA)	 言承旭那么多年了你一点都没有变，包括演技。。            
(3星)	 小小彬~~~~            
(4星)	 言承旭太帅啦！~~~            
(5星)	 支持言承旭            
(3星)	 看了个开头，看了个结尾，中间省略了...            
(3星)	 为了帅帅的Jerry看的，结果发现ella也还比较可爱（后来综艺里发现的）。情节有点老的说。            
(5星)	 看的就是言承旭~~~            
(4星)	 虽然女主角有点不尽人意，但是整体也还好啦。            
(4星)	 言承旭笑起来还是很可爱地·            
(2星)	 言承旭很可爱，Ella很傻，剧情很无聊。            
(4星)	 言承旭很帅。。。只是老是让我想起田口。。。于是我看田口就顺眼了很多(⊙o⊙)…            
(5星)	 好看好看 jerry帅死了            
(5星)	 可爱~            
(5星)	 言承旭...秒杀我...五星只为你            
(4星)	 长大后很少坚持看下来的台剧!!  具体来说，差不多从那年的《流星花园》之后！有点搞笑！很轻松！            
(3星)	 那么多的宣传 结果被盗版给害了 挺可惜的...            
(5星)	 很轻松~很搞笑~            
(4星)	 萌~            
(4星)	 言和杨朵演得好好，里面的冷笑话超多，大爱啦            
(5星)	 集合了所有经典爱情剧的必要桥段，却仍然烹制出清新爽口甚至时不时还予人以惊喜的美味爱情餐点。台剧近来的进步可见一斑。言承旭的表演开始有了挥洒自如感，ELLA笑起来神似SANDRA BULLOCK。我们的生活，有时候需要这样的美梦点缀。            
(4星)	 刚看完，还不错的说，言承旭很帅啊，就是女主角太做作……            
(5星)	 喜欢喜欢！~~~~~~~~~~~~~            
(5星)	 好喜欢~            
(5星)	 满分            
(5星)	 超赞            
(5星)	 哈哈 很搞笑的剧情            
(NA)	 就差最后一集没看完...             
(4星)	 穿白衬衫的男人永远那么吸引我。            
(5星)	 ella的发型实在是太可爱啦，言承旭在里面也别扭的很可爱，很欢乐的一部戏，两个人意外的很搭，特别是戏外更加有爱            
(4星)	 后面没有前面好看            
(NA)	 被DB荼毒提早看完了/_\            
(NA)	 很喜欢，这应该说是流星花园以后让我关注的一部旭的剧，旭更帅了，主题曲也唱的很好，支持            
(NA)	 帅大叔和小萝莉的故事。。旭啊，你帅呆了！！理想情人！！            
(4星)	 除了最后一集~其他都还算有意思~尤其开始你讨厌言承旭的，到最后也会有点看好他~ELLa也比我想象的要好很多~            
(3星)	 真实的喜欢项羽平这种男生，可惜只能在偶像剧中出现。感觉言承旭很多这种角色，没什么太大看点，后面的部分就加速加跳看了......            
(3星)	 身材太好啦            
(5星)	 Ella和Jerry都很可爱，两人绝配~            
(5星)	 言承旭可爱的转变，让我们看到另一个他…期待他今后的作品～            
(NA)	 很好玩啊，跟浪漫满屋一样好玩，Ella本身就很好玩。。。            
(3星)	 只是喜欢ELLA  与其他无关虽然导演和编剧都够弱智            
(5星)	 ··Jerry··            
(3星)	 有一星给Jerry~睡前看看帅哥睡得香~            
(5星)	 谁叫两个我都爱？            
(4星)	 师弟很帅！            
(5星)	 他依然带着他独有的稚气，让我对着屏幕傻傻的笑。             
(4星)	 Ella两星，就是喜欢她就是喜欢，为甜蜜搞笑的故事情节一星，为好听的主题曲一星。言承旭很有意思，配角们很有意思。            
(4星)	 j 真是太可爱了！            
(5星)	 一不小心就把28集全看完了，如果是一周一集的等恐怕要疯掉的，言承旭真的好帅……帅哥变老了都是老帅哥            
(4星)	 喜欢杨朵            
(5星)	 很喜欢，极少看台剧，本来是冲着ELLA去的，却被整个深深吸引，看了N遍，现在还在追每周一集            
(4星)	 好吧~ 懂的!            
(4星)	 蛮温馨蛮搞笑的，打发时间还不错            
(4星)	 我在这里，找到了最喜欢言承旭的样子，远比在流星里的道明。            
(2星)	 看不下去了。。。这2颗星是给言承旭的。。。结局是我喜欢的happy ending。。。            
(5星)	 喜欢Ella!            
(5星)	 被虐的剧情... 顶当年霸道的道明寺和现在依然孩子气的项律师。小白兔，你身材太好了～（五颗星用完了，本人再加一颗拉）            
(4星)	 大陆版剪得很差。失去了台湾偶像剧应有的气场，减弱了原版的感染力。            
(3星)	 三分钟热度，看了前几集我就放弃鸟            
(4星)	 一个大男孩的无言呵护，温暖与心酸            
(NA)	 超好看的！会一直保存着！            
(4星)	 很可爱 希望姐姐也能幸福            
(4星)	 还比较喜欢。可是，结局有点乌龙。蛮轻松愉快的电视剧。虽然部分地方会觉得很无语。            
(5星)	 把盗版的看完了，因为项羽平，喜欢上了言承旭。            
(5星)	 不得不说，奔着ELLA去，却意料之外的喜欢这部剧！比下一站幸福好~            
(3星)	 我爱ELLA，所以选择睇，但系相比之前噶话，呢出真系比较闷。            
(4星)	 大爱言承旭啊            
(4星)	 搞笑简单·            
(4星)	 更喜欢杨乐的个性            
(NA)	 结尾可以再烂一点            
(5星)	 很有趣的爱情故事，让人心情好。            
(5星)	 小白兔~你的牙真的好白呀~            
(4星)	 放手吧            
(5星)	 开始喜欢上言承旭，作品不多，却能红这么多年，确实是有道理的。长得帅身材好个性也真诚可爱，快点跟ELLA在一起吧。            
(4星)	 总觉得言承旭一点都没有变老            
(4星)	 过去很过年最近很喜欢的剧情对JERRY的大转变Ella继续延续可以的风格            
(4星)	 Ella的性格我好喜欢，真的很好很好的女孩子~暴龙这次真的被收服了！            
(3星)	 无聊的时候可以打发下时间，调整下心情。电视剧中的爱情在现实里越来越看不到希望了。            
(4星)	 言承旭好可爱 每天晚上一想到十点能看小言同学 姐就莫名的很high~~可惜昨天结局了            
(4星)	 言承旭超帅的 !!超喜欢有大酒窝的男生 !!!            
(4星)	 怎么现在的偶像剧都有点虎头蛇尾            
(5星)	 原本只是为了打发时间，而且相信他们俩挑戏的水平结果一看就上瘾，陷了进去而且从新迷上言承旭            
(4星)	 Ella演戏虽然没长进，不过还是很搞笑~看着心情好            
(4星)	 犹豫了很久才开始看这一部台剧，实在是曾经一度十分密集地看电视剧，以至于有点消化不良了。但是一开始就停不下来了。对于言承旭的印象有了很大的转变。经过了几年的时间，他成长了。虽然还是一样的不善于言谈，还是一样的耍酷，还是必须去承认他更加的帅了。ella，俨然已经晋升台剧的一姐……            
(5星)	 不错看，台词很幽默，男主角被虐得半死，不过言承旭实在太帅了，演得也超好，5颗星里，4颗给言承旭。            
(5星)	 言承旭超可愛的!!!            
(5星)	 中间好拖沓啊。。。可是Ella好可爱。。。怎么可以有那么多表情？？？            
(4星)	 蛮搞笑哎 插曲好听            
(3星)	 傻里吧唧的。言承旭还是蛮帅的~            
(5星)	 我又喜欢上JERRY了 又一次！            
(3星)	 Ella没突破，加油唉。。。宝贝~            
(5星)	 虽然挺喜欢的，但现实中，不可能有羽平那样默默付出的人啦！            
(4星)	 比较爱小娴...            
(4星)	 言承旭还不错~            
(4星)	 言承旭在三十多岁时终于看到他会演了，很会演呀，那么多表情，哈哈，还有身材真是超好。还有一向不喜欢的这个女的，这次还算顺眼，除了她叫什么大哥、什么大哥那些有点烦以外。这种谈谈小恋爱的肤浅剧集，很好打发时间。            
(4星)	 挺好笑的~            
(4星)	 这片子会看的让人很乐呵。一来是有那么一个大帅哥让人萌。二来是剧情略有点幼稚满搞笑。女主角配不上男主角或者说她演技差，其实也可以忽略。偶像剧本来就是调节心情的。            
(3星)	 剧情俗喇了点，不过还是乱搞笑的            
(3星)	 除了最后一集。            
(4星)	 如果不是中间剧情太拖拉就满分了~甜蜜蜜......            
(3星)	 其实中间12-21都不用看的            
(NA)	 喜欢项羽平喜欢杨果害羞的样子            
(4星)	 都市里的童话故事。            
(4星)	 4星都给帅哥吧，娃哈哈            
(3星)	 一星给言承旭，一星给张勋杰，一星给小小彬            
(5星)	 被项律师迷住了。。。。。。            
(NA)	 言承旭很帅，也很喜欢ella，但是这两人超级没有火花的，好可惜。不过很爆笑。            
(5星)	 好可爱            
(4星)	 新年第一部一口气看完的电视剧 好喜欢ella 就像之前她的片子一样 嘟嘟的可爱 10小时28集 现在是2月28日凌晨3点24分  困~~~PS：言承旭看ella的眼中充满着爱意 就像之前流星花园一样害羞            
(5星)	 会看这部剧都是因为言承旭，魅力日增哦 O(∩_∩)O~            
(3星)	 就这么跟着GG一起结束了，也忒快了。。。没有多多好看，但是至少让我对马克思的包袱暂时丢到一边，Ella算越来越成功了，木有想到她姐最后那么漂亮，蛮好蛮好。            
(3星)	 蛮老套的情节...闲来无事看看            
(5星)	 虽然我知道剧情有点老土，但是还是一集一集的看了下去，说实话，我很喜欢羽平那种不拖泥带水的爱情态度，喜欢就是喜欢，不喜欢就是不喜欢，不像很多的偶像剧里面，男主角总是犹豫不定，不知道自己到底爱着谁。而且这部戏里面配角的演出也非常的精彩，呵呵，总之，很好的剧集哦！            
(3星)	 我就是为了看言承旭的。。。我小学时候的偶像            
(3星)	 某扮演纯情女明星的脸肯定动过！我就是喜欢Jerry叔叔那口洁白的牙齿啊            
(3星)	 言承旭很帅。            
(4星)	 花了整整一天一夜很欢快的看完了就想赖着你～～男主还是带着道明寺调调大呼小叫霸道的言承旭，女主还是肉肉呆呆善良的Ella～～再次被男主带着酒窝的傻笑征服～～            
(4星)	 快乐可能是虚幻的，但痛苦都是真实的。            
(3星)	 只是因为小小彬...            
(5星)	 很欢乐！            
(5星)	 非常好看哦。            
(3星)	 言承旭怎么一副gay样。。。张勋杰很帅，可惜每次都演男二。。            
(5星)	 想到一句恶作剧里的话，原来天才也会受嫉妒之苦~~谢谢ella给jerry带去快乐^__^            
(3星)	 最近很喜欢言承旭演的深情角色，很让人心动啊！不过还是很难想象ella做女主角，还被两个优秀男人喜欢，真是费解啊！情节也有点老套。            
(4星)	 很搞笑、            
(NA)	 两只的演技好自然。Ella果然融化了冰山Jerry。2010年开年最好看的偶像剧，自己觉得比“下一站，幸福”好看。            
(3星)	 对ELLA咧开嘴使劲笑的表情还是不太习惯……            
(4星)	 很温馨很幸福其实还蛮喜欢那个梁志豪的，很高很可爱~~            
(5星)	 言承旭也太帅了吧！！！            
(4星)	 言承旭的嘴好歪哦哈哈~            
(4星)	 承認自己看臺劇是件很丟臉的事情，但是我不得不承認，我真的看了，唉～～～            
(3星)	 生生的看着言承旭害羞和撒娇~            
(4星)	 对不起，我还是把网上的盗版看完了。            
(4星)	 很温馨，很搞笑，没有沉重的主题，想放松看它就对了。前半部Ella真的很搞笑，融入了生活中的点点滴滴。不过，剧情对于偶像剧就不要太苛刻了，男主角耍酷，女主花痴，女二花瓶，男二好好人。。。            
(5星)	 言小旭，我是你的身材控吖！你的聲音控吖！你的手指控吖！老大你連手指甲都長的這麼銷魂&gt;_&lt;            
(4星)	 看的是VCD版本的，据说要改结局，不过也一定是ＨＥ啦！言承旭的角色，感觉有点像当初的道明寺，有点可爱霸道，不过这个多了学识……情节有点台言，就是爱上保姆的那款，呵！            
(5星)	 哈哈哈哈哈哈哈。喜剧片~            
(5星)	 Ella 很可爱啊。            
(3星)	 我承认我无聊。            
(5星)	 ella和jerry的演技很好哟~~            
(3星)	 洒狗血地搞笑。。。。            
(3星)	 旭长大了，希望他更好的走下去。依然花痴他。            
(4星)	 突然发现 言承旭和林志玲真的很配            
(4星)	 言承旭还是很帅。唯一可惜的是结局有点烂。有点新意会更好。            
(5星)	 超可爱超温馨超搞笑的~~~哈哈哈哈哈~~~~~~~~好久没笑这么开心啦~~~强烈推荐啦!!!!!            
(3星)	 言承旭在这部片子里面台词说得非常含糊，感觉是为了让观众觉得可爱而故意为之，导演想延续言承旭在流星花园里面可爱的一面，设计了很多让他很白目的情节，但是由于太刻意，看着非常别扭。倒是ELLA相比在演蔷薇之恋里面的百合时要好看许多了，圆嘟嘟确实比较可爱。            
(5星)	 言承旭的演技出乎我意料，加上完美的身材，有棱有角的面孔，无敌了无敌了。。。虽然还是没有把“乡下”嘴巴给整掉，但是已经够帅了。剧情也很紧凑，ELLA还是不好看，但是超级搞笑。可惜找了个大陆演员操着一口北方普通话，有那么点奇怪            
(3星)	 Ella的表演不同于一般偶像剧女演员，但有时有点过哦            
(4星)	 如果可以   永远赖着你             
(5星)	 不错 喜欢言承旭的演出  太可爱了 喜欢他那想爱又掩饰的可爱表情 看过这个之后才开始喜欢言承旭 所以又翻出了流星花园来看看 支持            
(5星)	 突然发现言承旭那个帅啊。我的天，允许我花痴一回吧！！            
(5星)	 很不错很不错的一部偶像剧！！！            
(3星)	 其实是婶婶推荐看的            
(4星)	 美好            
(4星)	 看过的为数不多的偶像剧 还可以            
(3星)	 funny a            
(3星)	 很久不看剧情这么白痴的台剧了，不过真的蛮欢乐的，言承旭耍宝能这么可爱            
(3星)	 没看完。本来是冲着言承旭才去看台剧的。据说我看的是被狠狠盗版了的盗版版本。等重新拍结局再去看。            
(NA)	 开头还行，第十集开始打瞌睡，编剧太烂。。。            
(5星)	 好喜欢ELLA~言承旭很迷人            
(4星)	 言同学的演技进步不是一星半点啊！            
(5星)	 好可爱的两个人            
(4星)	 言承旭的片子怎样都还是会看的，嗯……            
(4星)	 因为喜欢Ella所以支持这部剧,还觉得不错的呢~如果没事想消遣下看看也挺不错的~            
(4星)	 不要太夸张。。。            
(5星)	 项羽平，台湾偶像剧史上最具魅力男主角非你莫属了~~~            
(4星)	 在台剧里能打个四星            
(5星)	 超有爱。            
(5星)	 情陷言承旭啊！！！！            
(5星)	 大爱言承旭            
(4星)	 很傻很蠢的电视剧~~却让人有着无法抗拒那种甜蜜和幸福感~~Ella依然可爱，Jerry却表现出了自己的喜剧天分。。。看着他们都会情不自禁觉得快乐~~            
(5星)	 第一次发现言承旭那么帅。故事是一般，但是看了还是会感动，是一出很温暖、很快乐的戏。对于我这个老姐姐来说，看了会发花痴的戏，还真是不容易啊。P.S. 杭州被拍得很美哦！身为杭州人的我，很骄傲的说。还有那个四季青出租公司的强悍师傅，不知道是不是正牌司机临演啊？呵呵            
(4星)	 终于看完了，搞笑哦，喜欢ELLA的性格，不过真实生活中看不到的。言承旭就是个型男，往那一站就是个养眼的，O(∩_∩)O哈哈~张勋杰这个带眼睛的造型蛮舒服的，让我都想弄个黑框的眼睛带看看了~~~~            
(3星)	 剧情有点拖沓，Ella似乎从蔷薇之恋到现在演技就没怎么进步，倒是小娴相对比较出彩~            
(5星)	 完全是冲着人去看的。以前没看过台版的流星花园，可是言承旭演的男主却一直都给我一种道明寺的可爱的可绝&gt;_&lt; 很不错看的一部剧~ 爱上言同学了。            
(5星)	 就觉得言承旭好帅啊，也挺搞笑的            
(3星)	 看了好几个月终于看完了，看几集挺搞笑，后面情节拖沓，结局过于草率。言承旭真是放开了演，不过和ELLA这对组合怪怪的            
(4星)	 假期和堂妹看的，其实还算不错的偶像剧了，很可爱，很温馨            
(5星)	 太爱言承旭了。            
(4星)	 看的我发花痴~~            
(3星)	 实在是看不下去……Ella整个太做作了……            
(3星)	 剧情太拖沓了。越看越无趣……            
(2星)	 烂...剧。= =            
(4星)	 朵朵很可爱~！JERRY很帅！            
(3星)	 看播放器的评价都还挺高的，为言承旭，给三颗！~~哈哈            
(4星)	 完全忽略ella。。言承旭可爱的要死！！！！！！！            
(4星)	 谁都会爱上项大律师的吧            
(3星)	 基本上有ELLA的电视剧都蛮好看的,,虽然也不算很喜欢她            
(3星)	 最近在看的偶像剧，为了让自己感觉还有一些青春的味道。            
(NA)	 我是冲着ELLA来的～  |  杰瑞同学的牙很白啊很白。            
(4星)	 四星只为言承旭            
(5星)	 非常好看&gt;&lt;言承旭完全在里面是大突破啊&gt;&lt;            
(NA)	 言承旭出道这么多年了，第一次觉得他很帅～hoho            
(4星)	 言承旭笑的非常迷人=u=而且变扭的时候很可爱。ELLA一如既往的很放的开演~            
(2星)	 一颗星给言承旭，一颗星给姐姐杨朵            
(4星)	 玛雅,青春了一把            
(NA)	 很可爱，不懂爱            
(4星)	 感觉结尾不是很理想，不过整体还可以啦~            
(4星)	 言承旭变帅了……            
(5星)	 想到王子咖啡一号店~            
(4星)	 在六维空间上下的28集，感觉有些短啊，第三.四集的内容是正常播放的第二集啊，难道又是像花样少男少女播的时候那样，卖了一部分版权。杨果翘着的那撮小头发很逗啊。            
(4星)	 我喜欢杨朵！！            
(3星)	 完全为了小小彬才去看呃~            
(4星)	 八年了，当时的道明寺，现在的项羽平，他真是成长了，但是那种感觉还是没变。            
(4星)	 多不容易 从头到尾都看完了            
(3星)	 女主超级不会演戏            
(4星)	 好像相当白痴。。。唉。。。某些瞬间有那么点点道明寺啦。。。。额。看完觉得还不错。。有点小亮点。。言帅。。。啊。            
(4星)	 那个幕后大揭秘！真的很好看！ 　　哎！又和以前一样了！我发现ELLA身上有种特殊的魅力，和他一起拍的男生都会变得很亲切自然！想当年看ELLA和吴尊的时候，也是看那些戏外拍的互动看了一遍又一遍，就幻想着他们现实中真的擦出火花！            
(4星)	 明明剧情很俗 但还是以光的速度看完并且看的很乐- -||            
(NA)	 超好看 哈 我幾天就看完了贊            
(5星)	 还是那么喜欢言承旭^^ 感觉开朗好多哦            
(NA)	 我就是看言承旭的~帅啊~!            
(3星)	 和韩剧比起来还是差很多哦    但是男女主角都是我喜欢的   ELLA好可爱              
(3星)	 言承旭很帅            
(5星)	 看得我心里的花儿那个开啊~~~~            
(4星)	 还不错啦，演得都还好，不是很假。言承旭啊还是一样让人没有招架力啊~~~            
(4星)	 剧情实在是比简介来得精彩的多，言承旭在里面是自然而然的帅，而非造作的，让人想不爱上都难的~~~            
(5星)	 很欢乐很搞笑很阳光的剧，也没有偶像剧狗血的误会来误会去的情节，很适合一天紧张工作之后看，会带来好心情，而且男女主我都喜欢。另外特别要说的是杨朵——小娴演的很好！            
(3星)	 没错！我居然也有看湾湾偶像剧的一天！而且意外的···不算太雷诶··~            
(5星)	 意犹未尽 太好看啦            
(4星)	 言承旭太温情了=3=            
(5星)	 有点拖沓，有点老套，但还是很好看            
(5星)	 相~当~好看~~~有席绢的feel~            
(3星)	 相当欢乐的看完了            
