http://movie.douban.com/subject/3609075/	蜗居
(5星)	 超级喜欢张嘉译            
(4星)	 算是一部可看的电视剧            
(NA)	 看的受打击不小~~连考研的想法都没了~            
(NA)	 太接近现实了。演得好。            
(4星)	 没钱 没关系 太善良 太有原则 还是不要到大城市去漂了这部电视磨灭了我对往日的生活的许多热情幸好 我可以安慰自己这只是电视 还有部分夸张成分要不我不知道怎么面对现在的生活怎么憧憬所谓的未来了            
(3星)	 起码紧实些            
(4星)	 宋思明和海藻一出现我就想吐槽- -            
(1星)	 真是名副其实的 恶~~菊~~~！！！            
(NA)	 很不幸，我看过了。。            
(NA)	    喜欢那只奈良美智的梦游娃娃。哈哈。            
(NA)	 其实，海藻和宋思明在美国过上了幸福的生活~            
(4星)	 男人和女人看完后的观点如此对立...            
(3星)	 了解中国现状，很痛心呀，不过也不理解很多人的很多事            
(3星)	 只能说：真实。            
(2星)	 冲着广大的宣传去的，结果发现乏善可陈，特别是海藻，演技还真不是一般的差，很塑料的普通话，竟然可以当女一号，真不知道这年头的审美观是怎么样的了。            
(3星)	 太真了~            
(NA)	 喜欢小贝的人, 希望海藻和小贝有好结果. 可是一旦小贝长大后, 有安逸稳定的生活后, 说不准,没到40岁, 就有出轨的可能. 他把那6万元看得比啥都大. 即使没有宋思明的出现, 海藻隐那希望不出力就享果实的念头, 会时时考验着她和小贝的感情.苏淳没出轨, 是没条件, 也离不开海萍, 他不敢. 假如他有经济            
(4星)	 世界就是这个样子。那些所谓的美好其实也是肮脏来的。            
(2星)	 现实但不DJ  笑贫不笑娼的年代            
(NA)	 ...................            
(3星)	 女编剧让对白过于啰利吧索            
(NA)	 哦，永远的六六            
(3星)	 有些地方值得深思,还可以,最后面没怎么看了            
(5星)	  数年来唯一看完的一部连续剧，太真实太感人，不止一次热泪盈眶，紧紧贴近我们在这个城市的生活，是精神上的财富和源泉，触动内心深处的困惑，鼓舞我们勇敢面对生活，踏踏实实的走完这一生。            
(4星)	 终于看完了。            
(NA)	 挺感人的  感觉 很真实 尤其很想 现在的年代            
(3星)	 看过一部分，和室友一块看的，她喜欢的要命，通宵看了一晚上，但我不是很喜欢，不太喜欢现实性强的电视剧。            
(2星)	 看了一集看不下去            
(NA)	 现实，实在            
(4星)	 两个中年女人说的话很真实…也好经典。苏淳与海萍间的有趣爱情好好让人羡慕，至于海藻…不知道是真傻还是假傻，就有让人骂的冲动ˉˉˉ离了男人还不能活了是怎么滴了！可怜的小贝都让人给逼疯了…            
(4星)	 感觉和题目不太符合。。。            
(3星)	 惨得有点太夸张~不切实际~姐夫一出场就老得掉牙，还要装嫩，实在受不了~看了几集就看不下去了，还是不看的好~            
(3星)	 为小三和贪官洗冤的片子，没有个稳得住台面的演员，演得最好算文章，可惜从奋斗到这里，都是类似的角色。            
(5星)	 很喜欢海藻 恩 真纯            
(3星)	 没想到它能火起来.没有啥主题.            
(4星)	 讨厌宋思明和郭海藻            
(4星)	 挺现实的，挺客观的，挺好的···            
(3星)	 开始满好的 后来就越来越。。。            
(3星)	 很多人说《蜗居》太现实，没办法，影视作品都是来源于生活，又凌驾于生活之上。一辈子只是买了套70年的使用权，现在的中国对于房子的理解显然很畸形，可是，芸芸众生面对现状只能俯首称臣。国家对于房价的控制只是安抚民心，他只能让涨幅变小，却不可能使价格回落，可是，你们买不买？答案还是肯定！            
(3星)	 看完小说后，最大感触就是社会的现实真是令人无奈···            
(4星)	 买房！            
(4星)	 个人感觉海藻是因为要报答她姐，帮助她姐，步步陷入的。后来发生了感情的。又好像是对他有好感，才找他帮忙。说不清楚。。。。            
(4星)	 比奋斗好看，可是觉得这部戏就围着几个问题绕来绕去。评论比故事精彩。            
(4星)	 生活的残酷和凉薄，但是姐妹俩的确是自己选择走什么样的道路的。。。看到最后，发现海藻真是白痴哎。。。。            
(4星)	 直接跳到最后一集，讨厌海藻，讨厌没头脑的女人            
(4星)	 自作孽，不可活            
(NA)	 很现实，特别是人物的内心刻划。。。。。            
(3星)	 海藻海萍姐妹是没有智商的单细胞动物            
(5星)	 对现实真实的描写就可以评之为5星了。            
(4星)	 除了不喜欢海藻其他都喜欢....            
(5星)	 现实的让我无话可说            
(NA)	 房子又那么重要嘛。            
(4星)	 感觉很复杂。身边好朋友嫁人的时候估计要留心，免得去当小三。            
(3星)	 说不出什么来···            
(4星)	 挺值得一看            
(4星)	 现实。选错路的悲剧。            
(NA)	 good!            
(NA)	 宿命            
(4星)	 大家都说它有多现实，其实还是很遥远的            
(5星)	 血淋淋的现实吖~            
(3星)	 有些情感 本来就不该执着            
(4星)	 还是很不错的，至少我开始有意识攒钱买楼了            
(3星)	 很现实的一部电视剧，很讽刺。还不错，就是觉得李念（演海藻）的演技太生涩了，额，她让我最雷的的一句台词：人情债，我肉偿了……            
(NA)	 ！！！！！！            
(5星)	 感动！！！现实的生活让我们做着无数的选择题，让我们感动着生活中的每一种爱、每一种情，但最终还是那句话，珍惜自己！！！            
(5星)	 唉真是一部让人辛酸的电视剧作品。在现实面前，爱情永远是被抛弃在物质之后的那个            
(4星)	 用电脑看了15集，后面不想再看了，就用手机看了六六的书，发现书和电视剧有稍微的不同。结局和电视剧的结局是一样的，不过是不完整。我想如网友所说，宋思明没死，在医院被调包，去了美国，然后马克和海藻去了美国。最后的结果，还是海藻留在宋的身边。            
(4星)	 会让人明白一些东西            
(4星)	 忽忽~马拉松~！            
(NA)	 宋太自私，难道他不明白鱼和熊掌不可兼得？            
(3星)	 教学片            
(4星)	 社会很现实很残酷，但最终真正打到一个人的不是现实，而是感情。社会也很公平，忠诚、奋斗的价值观念是我们的必须坚守的。            
(4星)	  我真的不讨厌海藻这个小三...            
(NA)	 此片描述的现实中有些夸张            
(4星)	 现实  房子  小三            
(4星)	 理想很美好，现实太残酷。很写实的好片！            
(5星)	 现实的生活            
(3星)	 还可以。只是觉得制作者的自恋成分多了一些。要是能把节奏再稍微提快一点就更合我的胃口了。            
(4星)	 悲情。            
(NA)	 引起人的思考。。。好现实            
(4星)	 剧本虎头蛇尾　分主要加在演员身上            
(4星)	 很现实的片子            
(4星)	 内容比较充实  多元  贴合时代            
(4星)	 我们为了每种价值取向吵了多少次啊从那之后寝室卧谈会的话题就开始社会化了            
(3星)	 只能说总算看完了，结尾还算有点反省的样子，相信给每一个看的人多少有点思考和希望。            
(4星)	 有D失实，但基本上都几写实，植入广告太明显啦。。            
(4星)	 看完了。。为小贝揪心。海藻到后来完全不是当初那个她了。 还有，我喜欢苏淳那样的男人，安逸的生活最好了。。说我不求上进也无所谓。内心满足幸福就好            
(4星)	 优点: 现实缺点: 太现实            
(3星)	 挺现实的片子，可也是建立在幻想主义上的。估计将要兴起小三的风潮            
(4星)	 很写实~~~看完很回味~            
(3星)	 拖了这么久 今天终于看完了  觉得。。。。那就这样吧~            
(4星)	 这就是现实生活。            
(NA)	 《蜗居》带动了小三儿事业的蓬勃发展……            
(5星)	 一个不错的电视剧，开始不敢看，跟着女朋友看完的。            
(4星)	 不同的人有不同的解读，但剧中的真实无法否认。            
(4星)	 小三            
(NA)	 电视剧来自于生活，却重新影响生活。人的矛盾            
(5星)	 现实的片子，太透彻才会那么火哟，房奴 小三 腐败，该有的都有了，能不火嘛。            
(4星)	 1. 买冰激凌那段，几乎是坚持看完的全部理由。2. 结尾下雨那段，看哭了。            
(4星)	 25岁还没结婚，前途无量            
(4星)	 ……            
(4星)	 开始看难以接受，因为太现实。后来可以看下去了，又觉得这剧里的人没一个喜欢的。轻浮随便的女生从来就没好下场的。            
(4星)	 挺真实吧。            
(NA)	 杯具 没有一种状态是好的            
(2星)	 不错            
(5星)	 不能相信女人,不过,不能怪她们            
(3星)	 　这里的宋和海藻根本就没有爱情。海藻至始至终都是一个没什么脑子和想法的人，看上去好像也对钱财也没什么爱好，就像海藻一样随浪飘摇。宋至多只能说喜欢海藻，对于爱情却谈不上，他们俩的人生毕竟没有共同点，没有命运的交会。当然可以说，海藻的命是栓在宋的身上，但这是她的选择，而不是命运逼迫。            
(5星)	 现实，够现实，才够喜欢            
(4星)	 剧中的正室很可怜，马克很可爱，小三很可悲            
(4星)	 “小三”时代的产物            
(5星)	 哪个领导找女婿请通知我一声            
(3星)	 六六的老一套，海青的老一套，慢吞吞慢吞吞的传达生活，体现日子是要过的。想当年，超赞王贵与安娜，与金婚同盛赞，现在看这蜗居，语言的深刻性逊色许多，倒是欧奔了许多，然后宣传正义，侧面体现错误的无奈，还是喜欢王贵与安娜，不过凡事不需对比，看过即使看过。            
(5星)	 这部电视剧反映了当代的社会现实，并且是阴暗的一面。            
(4星)	 小贝是鲜贝！好剧啊~            
(4星)	 很多现实的东西            
(5星)	 看蜗居那是很现实的一部片子，很符合我们现代大学毕业生现状，无论爱情、工作、家庭都是生活很重要的部分，多花心思热爱生活，不可投机取巧            
(4星)	 其实不全是房子的事情            
(4星)	 無語的結局。            
(4星)	 有其积极的一面             
(4星)	 六六的著作每部都很喜欢~蛮喜欢六六笔下的宋思明！            
(4星)	 挺接近真实生活的            
(5星)	 太真实了~~很露骨的反映了这个社会的真实面目！            
(5星)	 想走捷径的人终被淘汰，而蜗牛一样奋斗的人渐渐幸福。爱值得爱的，认真对待值得努力的，怎样对待生活，生活怎样回报你。            
(5星)	 不是真話            
(4星)	 挺写实的，但是在表现海平的节俭上、抢购房子的场面上夸张得有些过了。原只想给个3分，看着广电总局的关照上多给1分。            
(4星)	 真实还是不真实？            
(4星)	 都很可怜。            
(NA)	 （最后改一下吧）没看到希望，也没盲目悲观，而是身处异地的淡定与坚守            
(1星)	 巨废，很多黄色对话，虽说反映现实，但我看却不是很现实。海平和苏淳都属于城市白领人物，供房的话肯定是又能力的了，生活不可能过得这么拮据~~~~~~~总之，有很多都是乱来的            
(3星)	 还是不要看了，让人挺郁闷的，确实是很绝望            
(3星)	 两个恶心的女人外加一恶心的男人，啊呸            
(NA)	 现实就是这样的不给人退路，让你畏惧现在的社会，，看了后感触很多。            
(5星)	 今晚开始看《蜗居》~~房子啊，亲爱的房子，你在哪里？            
(4星)	 8错呢、            
(4星)	 房子是茶几，他们都是杯具            
(4星)	 好男人不多了~            
(4星)	 真实很真实，让我感受到影视作品对生活的生动再现，感受到文艺工作者对生活的深切体会。印象最深为海萍，演员表演功力不错，其他差不少。            
(3星)	 终究，我还是没能看完。。。            
(3星)	 没看完   虽然很现实  但是海藻是我现实生活中最讨厌的那类人   她没跟宋好的时候也是我最讨厌的那种            
(NA)	 觉得拍得挺不错的.每个情节都是现实的. 人长得越大越是失去纯真,越是失去自我,失去梦想呀...            
(4星)	 可以学到很多东西，不白看了一回            
(4星)	 看完就想抨宋思明，抨死他……该死……            
(NA)	 看的我觉得自己就是个悲剧啊。。。            
(NA)	 国产电视剧 拍的就要真实多了            
(5星)	 不轻易看连续剧，所以看过就一定是五星了。哭着看完最后一集，感慨太多，剧本终究是剧本，怎样的结局不重要，有的选择一旦开始就是注定。。            
(4星)	 已经知道内容和结局的故事，坚持看下去总有点困难！这一切就是现实！            
(4星)	 其实还是蛮不错的……很现实            
(4星)	 现实的残酷那是必须的。Survival is the fittest.只是深感人必须得有梦想，无须崇高，但至少让我觉得活着是有意义的。小贝那样到男友我不要，在游戏中苟安的男人如何守得住一个女人？            
(NA)	 我爸长的像宋思明            
(NA)	    虽然不能忍受海藻的行为，但却因为现在社会而所逼，唯有同情。只能说这社会现实            
(4星)	 红颜祸水            
(5星)	 难得看完的一部连续剧……            
(4星)	 有些东西很真实~越真实的残酷才会让人们越去掩饰            
(3星)	 人生啊。。。欲望啊。。。。            
(4星)	 这是一部让80后看了能够更清醒的认识到自己的生存环境，自己该走怎样的路的电视剧。            
(NA)	 如此现实。            
(4星)	 现实，绝望            
(4星)	 前面很好看.很现实.后面就是矫情了.            
(4星)	 小贝小贝。            
(NA)	 现实让人惧怕.可这就是生活吧            
(3星)	 现实的剖析！看来，我们唯有战战兢兢地奋斗着。。            
(5星)	 好            
(3星)	 有对有错 有好有坏 有正有误 有真有假             
(NA)	 极为厌恶那个可恶的女人。。。但确实社会就是如此现实            
(4星)	 现实的残酷            
(4星)	 李念~ 好倾纯            
(4星)	 够现实~            
(NA)	 海藻太恶心了            
(5星)	 如果说奋斗给了我们这些80后一些启迪，一些期望，那蜗居无疑给刚入社会的我们当头一棒，让还沉浸在对未来的美好幻想中的我们猛然惊醒！这个社会现在已经这样了，我们的明天难道不是海萍海藻之流的今天吗！难道这就是我们从小所追求的所谓幸福生活吗？难道这就是政府宣扬的和谐社会吗！我无语！            
(4星)	 再残酷的剧集也不如生活来得残酷！            
(4星)	 前十集不错，后两集还行，中间略显拖沓。整剧看完很心伤，又不知道伤在哪里。最后我认为结尾非常之狗血。还真以为美国是天堂啊？！来美国就能生活好了？            
(4星)	 这片居然就播了，审片的那天吃药了~~~啊哈哈哈~~            
(3星)	 我还是看完了，但至少我是不会自己做个套子，然后往里钻。            
(4星)	 广电总局说蜗居低速,可见上层建筑的品味和我们百姓还是有区别的.我们必须面对这个社会,赤裸裸的不公平,但是我们很微薄,也缺乏勇气去改变,但是至少让我们应该知道,生活有多么不容易,社会有多么不公平,给一个我们抱怨的机会,还有一个思考的过程.我们应该怎样生活.才能让痛苦少一些            
(5星)	 这是一个逼良为娼的社会...            
(5星)	 一直纠结着看完了 太现实了            
(4星)	 看到后面实在不想看了..总的来说还是有现实性的..            
(NA)	 看这想把那个小骚货从屏幕里扯出来揍一顿   我要是小贝早给她两下了。。。。。。            
(5星)	 不多说 看就是了            
(5星)	 一开始很鄙视BTV的这种晚间泡沫剧，但看了以后才发现确实不错。演的很好，台词和场景都很生活，看了一开始他们奋斗的场景，感觉自己工作都有动力了。            
(5星)	 踩人尾巴的一部戏            
(4星)	 前十集还是值得好好看的。后面随便看看就行~~~接的挺垃圾的。感觉更像两部电视剧拼在一起了~~~            
(5星)	 海藻真恶心！            
(1星)	 烂片一部，太烂了，一定要放上来            
(4星)	 这部电视剧唤醒了我，平常的日子里过于关心自己的小世界，忘了家人，忘了生活。            
(3星)	 大家都喜欢宋思明啊            
(NA)	 过了让钱烦的年龄,这是多么可耻的话?宋不是一个正直的人海藻是可怜的海萍是因...            
(3星)	 Not as good as I expect after hearing so many friends talking about it.             
(4星)	 蛮有新意,就是有点拖拉,演员表演平平,那个公务员演得真像.            
(NA)	 现实的片子            
(3星)	 像郭海藻这种智商的人有资格当二奶？有这样智商的女人，男人不死才奇怪了。。。阿弥陀佛！这种贱人好歹放掉了小贝。            
(3星)	 六六，你这个女人~            
(5星)	 你别说这剧俗，你当上房奴，看你还说谁俗。。。            
(NA)	 大家都赶紧去当房奴吧            
(3星)	 在选星星打分的时候犹豫了很久，很难说清楚对于一部这样电视剧是一种什么样的感情，很复杂的情愫，排斥抵触的深处却似乎又相信了什么..我的信仰从来就混乱，矛盾的人不应该讨论这样矛盾的社会矛盾，纠结的人不应该看这样纠结的生活剧，是的，的的确确是最现实最真实的恐怖片。            
(5星)	 最喜欢海萍这个人物，一直不停努力终于有了回报。海藻就正好跟她相反，她希望不付出就会有回报，希望上两天班休息五天，海藻跟宋在一起以后得到了自己想要的东西，却不知道自己已经丢掉了最宝贵的东西。最后，雨停了......            
(5星)	 刚看完，很无语，宋思明不过是弄权者的棋子，一只可怜的牺牲品            
(NA)	 做作啊做作啊做作啊            
(3星)	 跳看了几集这部被同学评“感触颇深的剧。我也意见下：1编剧功底不错，但估计不会得什么奖2人价值观和世界观要从小塑立形成，需父母一直正确导向，跟穷养富养没甚本质关系，不过老太太要早干涉，女儿不至于糊涂到这下场3小事可迷糊，大事不能糊涂。人永远&gt;&gt;房，一辈子的感情不能胡来要负责到头。            
(4星)	 该看的都看了，该说的也都跟JMS讨论过了。。So..whatever...生活还是要继续的。。            
(1星)	 垃圾            
(4星)	 海青的电视剧，这个还是蛮现实的！            
(4星)	 都市生活的人性考验，我们在为什么生活、奋斗？尊严在慢慢被某种看不见的力量吞噬，希望还能幸免吗？            
(4星)	 喜欢里面的姐姐--郭海萍的扮演者海青，她的说话方式，很直也很可爱。自从看了双面胶就开始喜欢这个演员！这个电视剧断断续续的看，喜欢它的插曲和主题曲。文章在里面的扮演风格很喜欢，很年轻！先这样吧            
(3星)	 写实还可以，主角行为及道德观恕我不能苟同            
(4星)	 FW：当我们怀着憧憬的时候，看了《奋斗》；当我们寻找爱情和事业的时候，看了《我的青春谁做主》；当我们即将豁然开朗准备新生活的时候，一部《蜗居》把我们全拍死了”            
(4星)	 真TMD真实            
(NA)	 祸害啊～            
(4星)	 很真实，超级喜欢小贝这个角色，但对于身在大城市的男人，宋思明比小贝更能给女人幸福，就算这种幸福是错误的，是短暂的。            
(5星)	 越是现实的题材，越能吸引眼球，就算再憧憬美好想象快乐也总有回归现实的一天。六六写得很好，演员演得很好。看了让人感触，回味无穷。            
(4星)	 其实很是挺深刻的。。。            
(4星)	 此片多看无益。            
(4星)	 总体上还是不错的一电视剧            
(4星)	 做海青？海藻？·不过是个价值选择问题            
(4星)	 我只能说这部戏的真实直指人心，你能从不同的角色上发现周围人的影子。我觉得宋一点也不可恶，海藻也不轻浮，海萍努力到让人敬佩，而现实就是每个人都有自己的生活方式和宿命。是这个社会给你的，也是你自己选择的。            
(5星)	 宋思明真是有个人魅力啊            
(NA)	 在不想看的情绪下看完。            
(5星)	 残酷的现实一环接着一环，种种巧合促成了一个故事。没有人是绝对的坏，任何的错都是有因可循的，做了选择就不要回头亦不要后悔，只要还活着，就可以继续走下去。            
(4星)	 蛮压抑蛮现实的一部剧            
(4星)	 嘿            
(2星)	 整个就夸张了，夸得一塌糊涂。            
(NA)	 幸好幸好。。我不是            
(4星)	 纠结阿，其实世界上大部分的二奶都不像海藻一样，真有个傻帽儿爱她，最后傻帽儿还真被反贪了，还真挂了。大部分二奶都是有人给钱没人爱，当然给钱的那个也没那么容易被反贪，所以小二们最坏的结局顶多也就是被其他小二上位。看，这个世界多杯具。二奶都有下岗危机。更别说正宫了。            
(5星)	 现实            
(4星)	 中国电视剧还是挺好看的. 就是花时间啊!             
(4星)	 五味杂陈！            
(5星)	 太现实了 ，            
(3星)	 看到一半。前面的表演不错。后面的剧情一猜就知道的。实在看不下去。            
(3星)	 影评比电视有趣得多。。。            
(4星)	 我们是踏实的小蜗牛。            
(NA)	 很贴近我们80后，感慨颇深。现实的残酷，感情的迷茫，我想要的究竟是什么？            
(4星)	 够现实            
(5星)	 80后必看的电视剧。完全的反映现实。            
(NA)	 我留着后半部分 不看了            
(4星)	 看完后觉得自己在社会根本呆不下了，还能活吗？！房子房子房子....            
(5星)	 啥也不说就是好            
(4星)	 一种选择一种生活  生活不是玩笑  青春经不起挥霍  否则代价会很大有许多经典的语录，不知道自己到了而立之年时是否能有那么深刻的感悟，呵呵            
(NA)	 哎 太现实。            
(2星)	 演员矫情编剧恶心            
(3星)	 其实想给2.5星。配角演得都比主角好。海藻演得太作了，当得了小三，还装的像个圣女似的，看得直想吐。另，看了迅雷上的评论，才知道现实中的海藻多得令人发指。这个堕落的社会！            
(5星)	 非常好看            
(3星)	 好多bug~~~            
(4星)	 没出轨前的海藻还是很好的。其实，如果不是为了她姐姐，她也许也不会这样。看到小贝哭的时候，我也忍不住想哭了。痛彻心扉的感觉。            
(NA)	 爱情这东西谁也说不清...海藻一人物就是现实中平凡再平凡不过的女人            
(5星)	 刚看了两集，第二集提到的25元=海藻一周中午饭钱，这平均只够我一顿的，我太奢侈了。。。。            
(4星)	 现实啊            
(4星)	 有点虎头蛇尾……            
(NA)	 今天终于看完了。还是瞅着中午开完会的一点儿空挡，也恰好是年终总结时把本抱了过来，才有那种在办公室看电视剧的美好心情。印象最深刻的情节就是看到宋思明死的那一刻，是他的样子，曾经那么运筹帷幄的一个人也不是万能的。。。结局很悲。。。情节过于现实，导致诸多男同胞入戏太深。。。            
(4星)	 现实。            
(4星)	 不该想的都想了，想完了，却发现也没什么。            
(3星)	 喜欢宋他老婆。            
(4星)	 看过蜗居后我明白了几件事1.我是买不起房子了 2.宋思明是爱海藻的，海藻不是为了钱，不然也不会把钱上交了 3.名牌大学读了也是没用的（苏淳淘宝了，海萍办学校了，海藻小三了，他们都发财致富了）            
(5星)	 写实\欲望 淋漓尽致            
(4星)	 确实很现实，很大胆，挑战广电总局的审核标准~       火的一塌糊涂~            
(NA)	 我喜欢海萍，不喜欢海藻。            
(4星)	 挺好看的            
(4星)	 现实            
(5星)	 非常写实的一部电视剧            
(5星)	 不要自甘堕落            
(NA)	 钱权交易的社会            
(5星)	 现实的电视剧，看了感慨万千            
(NA)	 映射也好，无奈也好，片子拍的很真实，我们中的大部分都生活在房子的重压以及权势的凌驾之下。留下印象最深的是海萍，心目中的完美老婆，哈哈。            
(3星)	 没大家说的那么明确的感触。。果然麻木不仁啊            
(3星)	 没想到会这么火爆            
(4星)	 都是悲剧            
(4星)	 还是先看了电视，书都扔一边了。人生百味，学着成长。            
(NA)	 爱情，时间长了肯定会褪色。所以，经营生活是聪明人的必然。再优秀的女人都有失爱的可能。婚姻煎熬的是女人的青春和再生的勇气。另外，现在人们太关注“小三”话题了，很助长社会不良风气。似乎有爱就可能对。爱是你的权利，可是有了婚姻的人的确没有另外爱情的权利...除非你离婚或者修改婚姻法。            
(2星)	 多少反映点我不知道的社会现实。            
(NA)	 看的小说...然后...就开始想房子的事儿了...纠结啊！            
(5星)	 看到结局。有种失恋的感觉。压抑。            
(3星)	 参考 http://www.douban.com/note/53780786/            
(NA)	 看的人心疼得一部片子，也是很反映社会真实面的片子。很犀利，但很真实！            
(2星)	 ……            
(4星)	 虽然评价是推荐，但是我不推荐心智未成熟的看            
(NA)	 未来即当下            
(4星)	 很深刻的台词            
(4星)	 看完了，心有些疼~对海藻，对小贝，对这个现实~            
(3星)	 前几集想打五颗星，绝对好男人示范录。后面果然蛇尾到不行。而且这猪肉注水太多了。。。            
(2星)	 闹心            
(5星)	 拍的淋漓尽致，好            
(5星)	 现实与残酷的人生。            
(NA)	 三级片吗。都喜欢看。            
(5星)	 和小贝谈恋爱，和宋思明结婚。你也这样想的吗？            
(NA)	 看了感觉生活压力好大啊！我们因该怎样对待这个社会？            
(3星)	 青蛙是给温水煮死的。。骑马找马。。雷锋做好事不留名，但是他写雷锋日记。。。现在是房地产的春天，要是夏天我们还不得睡马路。。。            
(4星)	     初识这部戏是经表弟推荐，而且他很肯定地和我说我一定会喜欢，于是我开始打开看。中间我有羡慕苏淳和郭海萍一起同甘共苦的爱情，有感叹郭海藻为宋思明而错过小贝的不值，有鄙视宋思明的自私…而这些都很现实地反映了如今的社会面貌，可以让更多年轻人审视自己的人生观和价值观，找到自己的路！            
(4星)	 社会，很现实            
(4星)	 我也要个小贝，小贝太好了，这么好的男人就被这么伤害了太不值得了，海藻真不是个好女人，要是帮宋好了，干嘛还吊着小贝，太不会珍惜了            
(5星)	 写得好，演得好！            
(4星)	 现实得让人晕眩。            
(NA)	 讨厌宋思明的嘴脸啊啊啊啊 讨厌海藻的嗲样！！！！！！            
(5星)	 现实诚恳的一部电视剧。我们需要看真相。            
(4星)	 最大的特点就是现实            
(NA)	 很现实的 电视剧            
(4星)	 很现实，感觉比奋斗好看多了            
(NA)	 抽了几集来看……             
(NA)	 最近蜗居这部电视剧一直在网上备受争议，确实有好的一面和不好的一面，但是确实很深刻的反映了现实生活。二奶，买房，贪官。真的好现实。不过当看完最后一集，我觉得本剧的最终目的：二奶是没有什么好结果的。贪官也最终是要被受处罚的。只有坚持奋斗的人才会有好的明天。    看到海萍和海藻两个人            
(4星)	 后面的剧情有些拖沓，某些地方有些矫情，但总体还行~            
(NA)	 好吧，人生是个大悲剧            
(5星)	 情节很三级，诱惑风格太AV~            
(5星)	 看完居然还很感动，感动的不得了。确实很现实的一部电影，也让我们认识了湖北籍女孩“海藻”，听说是80S的电影，所以不得不看啦            
(3星)	 除了那啥宋思明帅锅其他人演技不行德瓦            
(5星)	 我的反面榜样            
(NA)	 海萍那无辜又可怜的孩子，在海萍生下来以后就不曾被他们夫妻善养。 　　 生下来就在外婆外公身边长大，海萍平时打个电话给女孩还要被苏醇掐着时间，回家看个女儿比过节还慎重。买不起房子所以没有办法带孩子。这是多可爱的说法。而那个从小就缺失了父爱母爱的孩子，长大以后要怎样回忆童年。 　            
(3星)	 对比国内其他电视剧来说算是很不错的了，至少有那么点写实            
(NA)	 主线是小三成长史，不喜欢这个。但是整体氛围超现实地体现了当下社会的生存压力，无情地鞭笞着奋力求生的我们            
(NA)	 可怜的小贝！海藻就是时代的一个牺牲品！宋思明不坏！海萍。。。。            
(4星)	 现实是现实，结局不现实。~诶。什么恶有恶报善有善报，又社会主义和谐论了。            
(5星)	 让人思考的一部的片子，很现实            
(3星)	 留点希望在人间吧。            
(4星)	 郭海藻，简直是太做作鸟~现实又不现实~~~结尾有点太理想化。唯一就文章好看点~~~            
(3星)	 电视剧应该让人看清现状但是不能让人绝望            
(3星)	 没看完，一般般~             
(NA)	 看完《蜗居》才知道，有时好的电视剧未必想看第二遍。            
(5星)	 结局已不是结局            
(2星)	 看个头和尾 太压抑了            
(4星)	 现实恐怖片，好多话蛮有道理的            
(5星)	 大爱宋思明。。他说 “我已经不需要用金钱来装裱自己”的时候 帅死了-。-  钟岳民之后我的新欢             
(NA)	 这是现实的悲哀与无奈，海的女儿们的梦想最终只是镜花水月一场空，连泡沫都不剩。。。            
(1星)	        为了房子，什么生活乐趣都没有了，都不要了，十足的房奴样。为了房子，自己妹妹的幸福也睁一只眼闭一只眼不劝不理心安理得地接受。为了房子，一个星期只能打一个三分钟的电话给女儿，老公还要掐着时间叫挂电话，那老公好像不会想女儿似的，一点用都没有。            
(5星)	 很现实，胜过奋斗。            
(NA)	 对于海藻，我们不能多说什么，她是当代社会的一个悲剧，对于宋思明，那家伙是个人才，各种关系处理的得心应手，对海藻，那是一心一意的爱护。只是我们现在这个社会不能容许这份爱存在而已，就像我们不能接受同性恋一样。但这份爱所分泌的荷尔蒙是不参杂任何一点杂质的。和我们整日歌颂的爱情没有差别。            
(1星)	 这什么东西啊一般傻屌才看            
(4星)	 其实还是蛮现实的。每个人的种种行为都有自己的理由，可以理解。关键还在于节骨眼儿上怎么把握自己。指导思想应该是价值观。            
(4星)	 买则房子要册宁性命额 小贝哈帅 郭姓姐妹真是贱的可以            
(5星)	 很好看。但是不敢看第二遍了。不知道明天的我，会成为海萍亦或海藻？            
(4星)	  小三            
(4星)	 很棒，有勇气拍出来。            
(4星)	 現實與反現實。說是真，又有假。            
(5星)	 喜欢六六，喜欢她这种一针见血地调侃……海青也喜欢，特自然            
(NA)	 现实的让人蛋疼。 我们都是现实版的蜗居            
(3星)	 ……相当喜欢小贝这样的小男人。。。很体贴人很有爱。。。            
(4星)	 喜欢海青的表演            
(5星)	 入戏，出戏。            
(NA)	 真的很窝...            
(4星)	 很现实，很强大，也映射出黑暗~~~~~            
(3星)	 收尾潦草且说教，不喜欢            
(1星)	 没几个好东西。悲观者慎看            
(4星)	 不管走哪条路，不管选哪一种价值观，先要富起来的永远都是心灵。知道自己想要的是什么，知道自己真正要哪一种人生，想过哪一种生活。道德不道德的……呃。但是，我不会放弃我的小贝……简简单单的幸福永远都是第一选择！            
(4星)	 挺现实的电影 结局不怎样 ，很多穿帮镜头。 不错吧。今天刚看完            
(NA)	 应该让国家领导人都看看  中国现在真实的样子 顶它            
(3星)	 没说的怎么好！            
(4星)	 我看过之后想努力赚钱了。            
(5星)	 我就喜欢小贝            
(4星)	 有爱情不等于幸福 当然只有金钱也不等于幸福 看完片子 我并没有过多的抱怨 作为一个感情不容眼里有沙的人 我既然没有对宋妻感到一点点同情，相反的我责怪海藻 既然决定做了小3那就要做个骄傲强势的小3 怎得到了最后能让那女人得逞，伤了你...所以在现世有爱情有金钱都不等于幸福做人要强势            
(3星)	 一般。            
