http://movie.douban.com/subject/4894070/	黎明之前
(NA)	 剧本不错，演员不错，配乐也不错，国内剧中很有水平。但是为什么就把手砸骨折了呢？            
(4星)	 挺好的，但说超越《潜伏》还差点儿。            
(5星)	 好看！很久没看到连大结局都好看的连续剧            
(5星)	 信仰是奢侈品也是老生常谈~~心理分析什么的的确挺像那么回事儿~~当然最关键的还是新欢呐~~悲剧命老男人什么的太没有抵抗力了……            
(4星)	 除了结局，其他都不错，角色挑得都好到位。。。            
(4星)	 这部电视剧告诉我们有个好人缘是多么重要！            
(5星)	 蛮特别的剧，从一开始就公布谁是共产党，谁是国民党，但剧情仍然牢牢吸引着观众。吴大叔太有魅力了，表演很自然，完全没有痕迹。海清同学还真是打酱油的，就执行了一次任务，还没完成。基本上每个角色都很到位，成全了这部新颖谍战剧！            
(5星)	 都是有血有肉的人！            
(5星)	 喜欢男主角正派深沉的长相 嗯呢            
(5星)	 推理性不错，想看小说。和潜伏不属于一个类型，不能比较。            
(5星)	 没有4.5星，就选择5星吧。毕竟，感觉和《潜伏》相比，少了点类似于“翠萍”这样的女人，也就少了很多热闹，因此娱乐性略有不足。不过，真的也是很不错的片子~~~            
(4星)	 故事的精彩在于对手也是高智商，但是即使是高智商啥都能看穿俺们还是能混的下去，就有点奇怪了            
(5星)	 新杰蝈蝈太帅了!!            
(5星)	 喜欢这个结局~~~惊叹编剧~~水手最后留给031的录音~反奸计~~太成功了~~~佩服得五体投地            
(4星)	 难得的精品。            
(4星)	 结局说实话有点狗血了，太扯了点。不过前面的二十多集还是很不错的            
(4星)	 和以往的谍战剧不同，党不再是无所不能，人不再是无敌英雄。            
(5星)	 刚看完，悲壮的不行。五星好片。            
(5星)	 最帅的中共间谍！            
(NA)	 在悬疑方面有点接近美剧了            
(5星)	 看完之后，倒了一杯酒，敬那些有信仰有理想的人，不管他的立场是什么            
(5星)	 佳作难得            
(4星)	 海青的角色没什么意义啊。。。            
(5星)	 两天看完，恨啊！说了不看的，忍不住。还有考试呢，害得我要裸考了。            
(5星)	 又一部让我沦陷的电视剧，看了这么多的谍战剧集，可以算是一部上乘的作品，主要还是本子，还算经得起推敲，因为同样的演员，在《追捕》中，就完全不是一个味道了。大爱吴秀波！            
(5星)	 《黎明之前》大幅度提高了我对电视剧的审美标准，接下来看什么呢，看什么呢，看什么呢！！！            
(5星)	 很精彩，情节紧凑，让人欲罢不能            
(5星)	 过瘾。真过瘾。            
(5星)	 在没看到最后几集一直想给4星的，可等到了最后几集，特别是后2集，那绝对是5星，很好很强大，也很感人，服！            
(5星)	 结局也算圆满。花了几天时间看我这个片子。片子不错，酣畅淋漓。编剧总题的逻辑严密性还不错，但总归有些bug，不像《潜伏》的剧情那么缜密。可能是摊子铺的有些大，严密性稍差些。想起一段话，用以概括谭忠恕和刘心杰的关系。“关怀之殷,情同骨肉。政见之争 ,宛若仇雠！”            
(5星)	 第一次看到拍得不用我快进的国产剧            
(5星)	 很好很好            
(5星)	 太给力了！            
(5星)	 叔控发作了            
(5星)	 比潜伏好看，谍战片中比较经典的一部            
(4星)	 还可以            
(4星)	 线索人物太多了，就容易收不回来            
(5星)	 最后刘新杰抱着顾晔佳哭得上气不接下气的时候，我也哭了……我承认，我就是没水准，人家看谍战风云，我就看这些时候……            
(5星)	 很好看啊 哈哈~~~~~~喜欢男一号 不单单因为他像黎明。            
(3星)	 结局让在我的意料之外，总体感觉还行吧。            
(3星)	 我怎么就没觉得这片子好？？？            
(NA)	 看完后激起了自己的爱国之心。和看完建国大业时的心情一样。。真的是一部很好的电视剧。那些默默在背后奉献和牺牲的人，为的只是少许的时间。。还有一段唯美的爱情，即使阴阳相隔，那一刻是那么感人。那段兄弟情，演绎着人心里最真实的写照。。其实，不是政客的军人也是很可敬的。            
(5星)	 重在谋略！            
(5星)	 这可能是我为数不多的国产电视剧标签，而且是五星推荐。            
(NA)	 当旧的信仰坍塌，至少还有一份真正的情义值得守护            
(NA)	 无疑是精品，故事性很强，但比较潜伏，逻辑性差一些，可能更适合感性观众的口味。无论如何，已经看到了中国电视剧制作的进步            
(5星)	 值得看的~            
(5星)	 紧密的剧情，灵魂附体般的表演，精彩！            
(5星)	 太帅了……雅痞……怎么才30集，为啥不多拍点！！！！            
(5星)	 大浦萌~~~佩林帅~~~            
(5星)	 大爱吴秀波            
(3星)	 演员不错，剧情太假。比不上《潜伏》            
(5星)	 很精彩，看之前不要去看影评，否则就体会不了那种一环接一环迷离而又紧张的刺激感。            
(NA)	 人品很重要            
(5星)	 男主角真帅啊- - 有魅力的大叔            
(5星)	 谭忠恕的表演加1星。            
(5星)	 水手，太可惜了。            
(5星)	 好编剧.导演差了点            
(4星)	 老爸爱看死了。            
(4星)	 悬念之外 ，兄弟情，友情也让人印象深刻几乎没有令人讨厌的角色~            
(5星)	 作为女人羡慕这种真切的兄弟之情，还有深感对待朋友真诚，要交到好朋友非常的重要，群众基础太太太重要了！            
(4星)	 不错哦，尤其是林永建哦            
(5星)	 由于很好很强大，所以在看完之后，突然有怅然若失的感觉！            
(5星)	 幾個晚上沒白熬.....30集誒夠長的            
(5星)	 当中偏后有那么几集看着相当不爽……            
(4星)	 三星半吧，不过可以约为四星减            
(5星)	 不把观众当傻子，不把对手当傻子，不神化共产党。            
(4星)	 质的飞跃，成功的中国式美剧            
(5星)	 编剧还能再强点吗？谍战电视剧还能有更高的巅峰吗？师母以待！国产电影何时能达到如此的水准！            
(5星)	 波叔太萌，谍战剧不nc            
(5星)	 真的和潜伏有一比            
(4星)	 中间偏后五六集是最好的，节奏气氛都很好。手法的运用确实有大进展，但是同样，作品愈成熟要求愈高，又不得不挑剔多一些。最后几集收得有点忙乱            
(5星)	 一部非常优秀的谍战片，看的我班也不上了，睡觉做的梦全是电视剧情节，我汗            
(5星)	 严谨精彩            
(NA)	 很赞            
(5星)	 《黎明之前》最后两集看得我数度老泪纵横……吴秀波太帅了哇！！            
(5星)	 值得一看            
(5星)	 太TM好看了！            
(NA)	 很值得看的电视剧            
(4星)	 做人大于做事            
(5星)	 实在太给力了，吴秀波神演技啊，再加上神编剧 好剧！            
(5星)	 夜以继日地终于看完啦~嗯，披着谍战片外皮的推理剧，秒杀天下的男主角啊。。。吐血推荐~作为国产片其实我想打六颗星！！            
(5星)	 真的很好看，我花了三个多礼拜在今晚终于看完了。大叔真的有三宝哎！            
(NA)	 国产的本子，写的很棒，精品            
(4星)	 我那么迅速地喜欢上他~            
(3星)	 啥玩意都能出来演校长，我草.卧底演的有点过。不说了，说不完。            
(5星)	 虽然脱离不了现在主流剧集的俗套，但剧情的紧凑，人物的刻画，加上群众演员的出彩，已经不是我以前音像中的国产剧，很棒，真的有被感动到。            
(5星)	 吴秀波，太帅了！            
(5星)	 不是一般地好看！欲罢不能！看完还久久回味！环节丝丝入扣，情节紧凑，欺负有致。很真实地描述了一个卧底多年的地下党那种迷失和惘然的心情，面对同志死亡的无力感。吴秀波的演技很赞！刘新杰这个角色相当有魅力。主要配角演的都非常好，林永健很给力！            
(5星)	 跟潜伏一样好看的谍战剧，推荐            
(5星)	 正在看，片尾曲超好听～已看完，我的2010年度最佳电视剧大家的力量，成就了一部好戏。            
(4星)	 结局是如此感人的兄弟之情，谁说谭忠恕不是真正的英雄，就此往后他失去了后半生的自由。。。            
(5星)	 一般很少看国产剧更可况是谍战片。这次看这个片子其实理由很搞笑，之前是因为林永健，这个人很搞笑，他的片子都蛮生活化，想看看他演特务头子是什么样，而且这个剧集口碑如此之好，就看看。不曾想，真的如此好看。紧张。悬疑。感动。热泪盈眶我想说。没有反角，只是成王败寇。            
(4星)	 林永健不错            
(5星)	 喜欢，超喜欢，但是我喜欢的是林永健演的，太有感觉了。            
(5星)	 必火！！            
(5星)	 让我对国产谍战局刮目相看！            
(5星)	 兄弟情            
(3星)	 感觉没潜伏好看啊            
(5星)	 这是在《大宅门》之后我看过的第二部可以用“精彩”两字来形容的国产剧。真的是酣畅淋漓。            
(5星)	 花了三四天功夫看完了，近期看得最快的一部片儿。几条线同时推进，并不是强化敌必弱我必强，感觉甚好。因为事上本无完美。            
(5星)	 迄今为止看过最精彩的国产谍战剧。            
(NA)	 裏面有個人長得很像Mr朱嘉尉，越看越順眼XD            
(5星)	 很精彩！不同于其他的电视剧把悬念保持到最后，而是让观众站在“卧底”的角度体会当卧底的感觉～            
(5星)	 过瘾的逻辑推理            
(5星)	 相当精彩的谍战片，推荐~            
(3星)	 吴秀波要红..            
(5星)	 很好看 所以看完了            
(5星)	 丝丝入扣。            
(3星)	 吴秀波：和阿汤哥一样，经常莫名奇妙的傻笑，很无厘头。场景：破绽百出，群众演员超级的不敬业，农闲的时候混饭来的。干干净净的街道，不知道环卫工人拿了多少薪资，这么的卖命。海青：怎么会放到主演中呢？大浦的戏份是她的几十倍，就是个名气而言，居然放到第三位列出。我是编剧也得让她牺牲。            
(4星)	 堪比《潜伏》！            
(5星)	 难得不把观众当弱智            
(5星)	 情节跌宕无间道；男儿本色真英雄。《潜伏》之后终于等到一个令人惊叹的谍战大戏。            
(5星)	 4.5     林永健这个形象真WS   最后一件集体保刘新杰应该再有点铺垫            
(5星)	 最开始看到刘新杰解释说是马蔚然在他家里接了凌晨那个电话，觉得有点牵强，毕竟这个是突发事件，推托为马蔚然布局，我不能相信这个能骗倒齐佩林和孙大浦。大结局重组案情为李伯涵和马蔚然联合布局，嫁祸给“早已负伤”的刘新杰，如果不考虑第一集那紧张到分秒必争的开局，也算是勉强说得通吧？            
(5星)	 好看，主角很帅，情节很紧凑。每一个角色都很丰富。            
(4星)	 林永健比吴秀波还小。。吴秀波很有魅力~            
(5星)	 太棒了，熬了几个夜看完了。。刘新杰很帅，只可惜连个老婆都没娶唉！那时候人的信念怎么那么强呢？为了信念设计好牺牲自己，太难得了。。            
(5星)	 灰常灰常灰常给力，政治成分不多，高手对决，推理严密，情节跌宕起伏，博弈呀博弈，大浦吃三明治笑死俺鸟~~男猪灰常有魅力，笑起来太可爱鸟~~做人不能太李伯涵，不剧透了~吼吼~~这类的剧一年拍一部，胜过那么多恶心的翻拍剧~~~~            
(5星)	 超花痴刘新杰啊~还有浓浓的兄弟情~~林永健演啥像啥，牛~~            
(5星)	 比较真实，紧张又感动            
(NA)	 两党之间的问题并不是两党军人和民众之间的问题，很多事情不能说谁输谁赢，只能说这是命运又一次给我们开得玩笑。无奈！！！            
(4星)	 虽然场景比较沉闷，剧情仍有漏洞，但还是很不错的～新偶像诞生            
(5星)	 休眠者一旦被唤醒，就意味着牺牲。 虽然不知道有没有夸大共产党的成分，但在那个年代，很多人为了信仰而牺牲，还是值得尊重。            
(5星)	 吴叔威武~喜欢看他的演技，喜欢他的气质。我发现从不同的角度看他，他像不同的明星。有时候像周星驰，有时候像黎明，有时候还有那么一点点梁朝伟的感觉@#%%&amp;            
(5星)	 扣人心弦，波澜起伏~波波太帅了！            
(4星)	 或多或少的总能看到潜伏的影子，如果在潜伏之前推出或许就是五星片。最后的反间计是亮点。最近的影视剧中对国民党的刻画越来越人性化了。            
(5星)	 党国的精英们呀，怎么都这么帅！！！好聪明的！            
(NA)	 海清真的不适合这种年轻的角色，大爱男猪脚吴秀波，有机会再找他主演的别的电视看看。            
(4星)	 一看谍战 就想着 跟 潜伏 比没辙 孙红雷的余则成 太棒了 不过跟大家强烈推荐 吴秀波             
(5星)	 起先是同事推荐的，一开始没有当回事儿，后来一看就被迷住了，看了两天三夜（除了上班），一共20个小时搞定。。。还真是不错，除了22集之后，编剧有明显的纰漏，编不圆了。。。            
(4星)	 要有多大的勇气才能从容地面对即将来临的死亡            
(5星)	 不错！            
(NA)	 最酷的告别方式：胜利后见~！让再见的希望代替了离别的伤感。            
(5星)	 很棒很棒。难得的精品。            
(5星)	 道不同，亦可与谋            
(5星)	 2010-10月。            
(5星)	 很有诚意的作品            
(5星)	 知道了有吴秀波这个演员！            
(5星)	 超爱吴秀波！虽然我也喜欢孙红雷，但是必须承认这部剧绝对超越“潜伏”！！！            
(4星)	 如果不是结局逻辑有点混乱，可以给五星了            
(5星)	 今年看到的最好的片子，强烈推荐            
(4星)	 因为老帅哥之故。。。            
(5星)	 开始的时候觉得没有潜伏好看，不过真是越看越精彩~~            
(5星)	 第一部认真仔细看完的谍战大片            
(5星)	 我绝对没有想到男猪脚居然已经42岁，，，，            
(4星)	 嗯，看过后感觉夸的都过大了，虽说有些漏洞，但整体还是不错的；大浦比较可爱            
(5星)	 让人欲罢不能的好剧            
(5星)	 非常给力！一口气看完，准备重温            
(5星)	 好久没发过花痴了。。刘新杰真是我的菜，果然还是大叔控啊大叔控            
(5星)	 看不到太多枪声的战场。个人韵味十足成全了剧中的主角。            
(4星)	 一直很喜欢吴秀波这种范儿的。黎明之前对于人物心理刻画很精彩，但剧中我党地下特工就没干什么正事儿，一直是男主在擦各种屁股，而且我党越往后越二，以收留女学生一脸猪头相内货为首，倒是八局精英们让人观之胆寒。总之还算值得一看。            
(NA)	 这几年头一次看完了一部连续剧，这一切，跟我手上两块钱一个的地瓜，都像是个骗局……            
(5星)	 好看。值得记录一下。            
(4星)	 值得玩味的结局，刘新杰与顾晔佳隐忍的爱情，让人唏嘘。            
(5星)	 都是普通人，一个鼻子俩眼睛的，为了我们今天能跟这儿吃饱了躺着抒发各种小情绪，爹妈，妻儿，家人，身份，生命，自由，全他妈不要了。而且，这种放弃不是一时的，意气的，而是长期的，寡淡的，一生的……无地自容啊我们！            
(5星)	 三天看完            
(5星)	 绝对值得一看，电影党一枚墙裂推荐！            
(3星)	 觉得有很多疑问            
(5星)	 放弃美剧来看它！值得！！！好导演 好导演            
(4星)	 不错，值得一看。            
(4星)	 稍微有点意外。            
(4星)	 很耐看，和《潜伏》有的一拼！很少见的把国民党人演得也很可敬可爱！            
(5星)	 洗了一次脑            
(5星)	 只是为了花痴吴秀波而已            
(5星)	 吴秀波真帅            
(5星)	 嗯！林永健演的特棒！            
(5星)	 有句台词印象很深。。国军校级军官的腰围是二尺四。。按照这个标准。。共军一半的军官都要回家烤白薯。。每次看见那几个腰围四尺二的将军站在天安门上。。我常常在想。。这样的将军能打仗。。            
(5星)	 堪称完美···最后那个计划太经典了            
(4星)	 男主角我的型。。哎。。花痴了。            
(3星)	 兄弟情深噗哈            
(5星)	 一部值得推荐的电视剧。周围的朋友连锁反映。故事很精彩，人物很鲜明，爱情很含蓄，最主要的是男1很帅。            
(5星)	 这一切就像一场赌局，筹码就是你的生命，而我是你的入场券。。水手V5！！            
(3星)	 剧情完全克隆 潜伏啊            
(5星)	 说实话比潜伏好            
(2星)	 虎头蛇尾,左支右绌,bug象天上的星星一样多.            
(NA)	 结局设计的不错            
(5星)	 一年看一部连续剧，去年是《潜伏》，今年就是它了。            
(NA)	 好吧~我家吴秀波终于红了            
(5星)	 最近很爱的一部电视剧。不落俗套，有情有义。            
(4星)	 最后太玄乎了            
(5星)	 情节 紧促。演员演绎的不错。2010最好的一部电视剧。            
(5星)	 得到的都是侥幸，失去的都是人生            
(5星)	 超好看！！！            
(4星)	 当初和爸妈一起看 全家总动员的片子总是好上加好            
(5星)	 其实我看这部剧之前就发现很多TX老拿它和潜伏作比较，我又是潜伏的剧迷，因此是抱着挑刺的心理来的。但真看进去后才发现这也是部难得的好剧a~~两个都不错。还有，角色真能塑造人，吴秀波在里面真帅^_^。以前可不觉得，但是。。。我窃以为他某个角度有点像周立波。。。当然气质压倒性胜利！            
(5星)	 非常不错，结局很震撼            
(4星)	 很久没看国产剧，这个一看就停不下来            
(5星)	 看得痴迷            
(5星)	 这部电视剧反面人物不戴脸谱，说话平和，态度和蔼，尤其是对待群众，一般情况下还是有礼貌的。正面人物的刻画没有顶天立地的大英雄，都是平常老百姓，而为了理想而牺牲的伟大精神，体现在演员低调的自然表演中，其内心震撼力比高呼口号要来的更加强烈！不贬低，不拔高，是这部电视剧最成功的地方.相对            
(4星)	 好看。            
(5星)	 吴大叔非常有魅力啊~~            
(5星)	 经典中的经典，震撼啊，演员表演都很有张力，不可多得的国产片啊！            
(5星)	 TMD实在太好看了....有多久没有这种看片的热情了...            
(NA)	 秀波大叔很有爱。又对国内的编剧水平重燃信心。            
(5星)	 很棒...除了...为什么刘新杰老是咯咯咯地傻乐...可能鸭梨太大...            
(5星)	 最后一集，一句话把我看哭了。“你知道我叫刘新杰，你知道我是031，可你都还不知道我叫什么。。”            
(5星)	 很好看的一部碟战片，表演都很精湛            
(5星)	 震撼之~~            
(5星)	 看得出编剧很用心··!!不错，喜欢~~            
(4星)	 挺好看的 剧情很紧凑 环环相扣 侦探片似的 最后结尾情节也很好            
(4星)	 潜伏之后再没看谍战片了.总觉得其它那些都是粗制滥造,侮辱观众智商的.后来听说这部片好,确实有意思,节奏快,人物生动丰满.而且看到最后被感动了,那时候的共产党人的那种信念,唉,太让人敬佩了.            
(5星)	 值得            
(5星)	 唯一一部没有按过一次快进的电视剧。。。。。。            
(5星)	 值得一看。            
(5星)	 幾個主演都很不錯，但最喜歡張晞林的表演。齊帥被他演活了。            
(5星)	 从小到大看得最好看一部大陆电视剧，完全按照美剧的路子编剧的，线索多，悬疑足，事件丰富！唯独人物刻画稍显不足，最后一集可谓大成之作！大爱，大爱！加之吴秀波 林永健精湛的演出，再看几遍都不为过！            
(NA)	 演员演的还素不错滴。            
(3星)	 陪老婆看的，觉得故弄玄虚。本想给两星半的。根本无法和《潜伏》相提并论            
(4星)	 开头很给力，中间有点儿啰嗦。有的情节不是很符合逻辑。不过总体还是不错的，比潜伏的节奏快，而且每姚晨那种搞笑的角色还是比较不错的。办公室不是那么勾心斗角，也有关系不错的同事。这个比较符合现实吧？人缘不好，死的比李伯涵还惨啊。吴秀波笑起来有点儿像周星驰。            
(5星)	 吴大叔是电视版的梁朝伟            
(5星)	 超赞！            
(5星)	 好吧，我承认，我变大叔控了            
(5星)	 吴秀波，啥也不说了，早就知道你能火了~            
(5星)	 新杰(心)~            
(5星)	 八局局花太美好了！！！            
(5星)	 真实            
(5星)	 很精彩，愿意再品味一遍            
(4星)	 八局真有爱啊，还招人不？其实老谭该系统学习一下《lie to me》，没见你兄弟撒谎的时候老摸他那美貌的鼻子么            
(NA)	 没有潜伏好 {个人观点} 但还是挺喜欢看            
(5星)	 情节丝丝入扣，让人看到中国电视剧的崛起的曙光……            
(4星)	 我不知道是为什么，为什么我觉得没有很精彩啊，真的是奇怪，我都搞不清男主角干嘛要一直笑啊            
(5星)	 最后一集的最后时段运用了《勇敢的心》主题曲the love of princess，风笛声真是销魂啊。其实最喜欢顾晔佳和刘新杰之间的眼神交流，真好。大浦这个角色很可爱。算是谍战剧中的上上之作了            
(5星)	 不错，除了小兵甲乙丙外，没有太弱智的人物了。            
(5星)	 精彩智慧            
(4星)	 真正的主旋律！人性的信仰            
(5星)	 其實我想給4顆半，個人覺得比《潛伏》好看            
(4星)	 原本只是抱着随便看看的态度看这部电视剧，不过比想象的好。拿他和《潜伏》比吧，潜伏中主要表现余则成如何应对各个困难，完成潜伏任务；而该电视剧则主要表现第八局的种种行动来反衬水手各个成员，相对来讲《黎明之前》更有表现力，更为真实。            
(5星)	 巨大的震撼和感动！关乎信仰，关乎人性，关乎牺牲            
(5星)	 超给力...！            
(5星)	 剧情紧实悬疑~~好帅的男猪脚~~~            
(5星)	 刺激！！！！！！！            
(5星)	 “我猜到了这开头，猜不到结局……             
(3星)	 片尾曲好～            
(4星)	 死的时候才知道珍惜......            
(5星)	 国产剧总算有一部帅哥主演而又不让人失望的了            
(5星)	 难得一见的好片。            
(5星)	 过瘾。两天时间看完。怎么都演的那么好啊~主配都深入人心。除了海青那个角色。。。            
(5星)	 每个人都很精彩            
(5星)	 绯云陆推荐的电视还是有眼光滴~~~            
(5星)	 黎明之前的革命爱情最让人感动            
(4星)	 一场庞大的杀人游戏            
(5星)	 一段非常精彩的谍战故事，演绎了老吴这个不老神话！！！！！看过之后才知道，原来大陆还有这么一个帅到不行的大叔、            
(4星)	 挺好看的            
(5星)	 凌晨1点47分看完，好看            
(5星)	 咋能那么年轻呢o&gt;_&lt;o~            
(5星)	 有血有肉有勇有谋的谍战剧            
(5星)	 剧情不拖拉，推理还不错，吴大叔好帅！！！            
(5星)	 比不上潜伏。但是也算谍战剧里的好作品。喜欢男主角            
(5星)	 吴秀波太帅了            
(5星)	 大叔级帅哥飚戏相当给力            
(5星)	 演员真的都很给力！            
(5星)	 挺好的。没有把国民党写的那么弱智。            
(5星)	 好片            
(5星)	 谍战+办公室斗争+帅哥电人但是， 海清同志， 能把嘴整整吗？            
(5星)	 非常好看            
(5星)	 斗智 不讲别的            
(5星)	 革命剧的革命剧中我找不出一个真正意义上的坏人            
(5星)	 智慧、胆量和信仰的过招            
(5星)	 原来敌人也是有血性的人，精彩的表演，力荐！            
(5星)	 谍战精品            
(5星)	 当人有了信念的时候，自己是谁就已经不重要了            
(5星)	 结局 结局            
(5星)	 结局 结局            
(5星)	 能给十星吗？前五颗星颁给编剧和导演，后五颗星分别颁给无大处长。特别是刘新杰。            
(5星)	 没想到潜伏之后还能看到更精彩的谍战片，黎明胜过潜伏，只是水手太神了。。。            
(1星)	 海青是个大龙套  林永健一星 其他都是他妈扯谈            
(5星)	 吴秀波打破了两个传奇 第一“出名要趁早”第二“《潜伏》之后再无谍战片”            
(5星)	 很久没有遇到让我觉得如此欲罢不能的电视剧了            
(4星)	 不错的谍剧，比起其他的强多了。能跟亮剑比            
(5星)	 兵法云 虚者实之 实者虚之 兵法又云 虚者虚之 实者实之 PS主旋律也有精品！            
(5星)	 引人入胜，全剧中居然找不到让人讨厌的角色，非常喜欢            
(5星)	 波密            
(5星)	 吴秀波帅大叔把刘心杰演的太好了！            
(5星)	 真的太好看了，连续看了三遍。男主好帅关键是演技好。里面每个人都是演技派的，真的太给力了。强推！！            
(5星)	 对于谈笑间樯橹灰飞烟灭的水手，演员的气质还欠缺了深沉稳重和足智多谋，反而是他牺牲后的旁白让水手的身影瞬间高大了起来。林永健和吴秀波都演得很好，齐佩林和孙大浦的形象也恰如其分，演得都很有特色和亮点。            
(5星)	 很不错，相当精彩的一部电视剧！可以于《暗战》和《潜伏》相媲美了！            
(4星)	 难得的好剧啊，害我在复习最紧要的关头耗费了那么多时间把它看完了……            
(5星)	 最好的伪装就是不伪装。这个大叔好。            
(5星)	 海青这个女主的戏份少到已经只能算个配角了……这部剧让我知道一个叫吴秀波的演员。            
(4星)	 喜欢演技派，台词功底深厚。            
(5星)	 除了海清以外，挺好看的……            
(5星)	 让我们记住了两个人，刘新杰和谭忠恕。谭掉眼泪那一段特揪心。            
(5星)	 这个国产剧编剧不错，演员表现也好，近几年极少数值得看的国产剧之一            
(5星)	 很好了            
(5星)	 真不错            
(5星)	 这是一部很有诚意的电视剧1、有功力深厚的好演员。刘新杰、谭忠恕、齐佩林、孙大浦、李泊涵，这几位演员的功力简直无可挑剔2、有可以和胶片电影媲美的镜头语言。无论是剪辑，还是镜头视角，或者节奏设置，视觉语言完全比国内很多电视剧高出不止一个档次。            
(5星)	 30集，很精彩。剧情很紧凑，结局让人意外。            
(5星)	 无比惊艳的群像剧，剧情推理、节奏把握、人物塑造、演员表现，无可挑剔，妙不可言，妙不可言            
(5星)	 即使是敌人，也是活生生的人，也都有人性，这样的战争才是真实的。            
(4星)	 一天20小时看完，不错，演惯坏人的终于演好人了。怎么觉得他跟周立波有点形似。            
(5星)	 那一句“新杰，那支玫瑰花好美”我的心就碎了。共产党的坚毅与情怀。            
(5星)	 感觉比潜伏好看            
(4星)	 剪辑真的很好，谭忠恕是里面塑造最成功的角色，但是最后十到二十分钟里的人物的各种不敢苟同。吴秀波肯定是个南方男人，要不然怎么这么阴柔美~            
(4星)	 好压抑 男主很出彩……            
(NA)	 看到流泪，看到感动，真的挺好看的            
(4星)	 福尔摩斯+潜伏+三国+谷歌            
(5星)	 很好~看的我鸡皮疙瘩满地~什么最重要不是信念是朋友的义气和你的人缘            
(5星)	 好看 过瘾            
(5星)	 比潜伏好            
(4星)	 看到最后我很欢乐，结局一番推理确实很难说服观众，因为毕竟疑点和巧合太多，经不起推敲，但是我还是喜欢这个结局，我乐呵呵的心里暗想，刘新杰平时得多招人喜欢啊，让八局的兄弟们那么费劲的极力想证明他的清白。整部片子最吸引我的还是八局里的几位哥们，要能力有能力要性格有性格，每个人都很可爱啊            
(4星)	 2010年11月6日晚10:00pm看完            
(5星)	 海青，亮点！            
(4星)	 哎~~~ 我就是三分钟热度。。。。。。。。            
(4星)	 间谍是个技术活            
(NA)	 顿顿阿姨推荐的不得不看            
(5星)	 剧情比较精彩的少有国产谍战片子。            
(4星)	 把水手形容的也太神了吧～～            
(5星)	 非常给力            
(4星)	 看完了，还不错，虽然情节上有些小漏洞怎么想也想不通……看完之后我竟然无可救药的喜欢上了谭忠恕，我怎么了我究竟怎么了？？            
(5星)	 老吴好有味道啊            
(4星)	 我们的党要真值得就好了            
(4星)	 比较严谨 给四星只是因为先看了潜伏            
(5星)	 近年来少有的电视剧精品，从剧本的编写，到演员的选择，再到表演，都是一部值得推敲的作品。            
(5星)	 此片和潜伏同为谍战的上乘之作，表演和剧情来看，此片更加给力            
(5星)	 同样灿烂的繁星，也有不同的轨迹。没有硝烟的战场上的英雄传说。            
(4星)	 难得的紧凑啊，导演电影拍的一般，那些调度那些景深放到电视剧里真惊艳。            
(NA)	 在平凡的生活中寻找一些慰藉            
(5星)	 不给五星简直对不起所有看过的国产片。            
(5星)	 黎明之前的深夜过去那一刻，我仿佛被击中，眼睛湿润，有些感动、有些温暖、有些难忘，很过瘾、很感慨、很回味......            
(5星)	 的确厉害            
(4星)	 没觉得比潜伏好 但是还挺不错的！            
(5星)	 有史以来质量最高的国产剧。            
(5星)	 只比潜伏差一点点            
(5星)	 这几天花晚上的时间看了最近大热的谍战片《黎明之前》。经典，的确很经典。我想用最最华丽的词语来表达我对这部片子的评价，想了很久，依然词穷。这是一部和平年代最值得看的英雄片之一。很多人说这样的片子很难再被超越，我既认同，又反对。认同的是同样的人物，同样的故事，绝对无法再被复制，因为这            
(4星)	 有新杰在，神马都是浮云哇。            
(5星)	 难得的好剧            
(5星)	 被迷住啦！            
(NA)	 我也觉得没潜伏好看，怎么分儿介么高，结尾很烂，好多地方有纰漏，不过秀波同志演的挺好。            
(5星)	 最后一幕黑暗笼罩在TG特务的男主角脸上，为这个给五星            
(4星)	 前二十八集我给五星，最后两集减去一星。华丽的镜头、有逻辑的情节、演员出彩的表演，让人看得很过瘾。包括饱受诟病的海清，我都觉得可以接受。对照《潜伏》，在镜头的运用和场景上，高低立现。套用周立波的话，《黎》是咖啡，《潜》虽然不到大葱，但至少也是狗不理了。还有瑕疵，如结尾的生硬。            
(5星)	 国军情报部门还是很有效率的智商很高，可惜大势已去            
(5星)	 本土化的美剧            
(NA)	 有美剧风格 结尾值得沉思 是否还有续集？            
(5星)	 牛B！            
(5星)	 有时候人比鬼更恐怖！            
(5星)	 GOOD。正在看，很喜欢。            
(5星)	 劉新傑你是全民偶像啊～=3=～吳秀波你火啦～&gt;.&lt;            
(4星)	 难得的想再看一遍的国产剧。。            
(4星)	 没有期待，反而带来惊喜！算是吴秀波演过的最好的电视剧了吧！            
(5星)	 刺激，居然会一天半就看完，还没有快进，不愧是龙潭三杰的故事。            
(4星)	 我是满怀敬意的！！！            
(4星)	 李伯涵最后的叫声真是凄厉，人缘人缘~努力工作还要有好人缘，还要不那么贪心才行。最后的结局，两兄弟的分别有些悲壮。            
(5星)	 史上少见的好剧——我最反感的是那些洋奴们 国人自己出产一部好剧就群雌粥粥 说什么是抄袭美剧 真是洋奴到家了            
(4星)	 信仰！这个词太重，重得现在我们无法坚持！            
(4星)	 经典台词：这就像一场赌局，你的筹码是生命，而我是你的入场券。            
