http://movie.douban.com/subject/5031426/	真相
(5星)	好精彩~可惜结尾太快，只有25集。这样的结局，Mavis没有选择任何一个！耐人寻味！我要像Mavis一样理智!!做一个理智的女生!
(4星)	杨怡马明不喜欢|||
(4星)	配角好靓哇~ 绝对会有2！
(4星)	港剧
(4星)	开始像第三类法庭，最后陈展鹏成功跑出了好嘛~
(4星)	结局很怅然啊~也许是为了第二部咯~
(5星)	接档《怒火街头》后的同类题材，同是律政剧，但是确是不同的侧重点。剧情紧凑，深究案件背后的人性。制作细腻，写实，很值得一看。
(4星)	难得最后男女主角居然没在一起~
(5星)	失败在最后5集，前面很给力
(5星)	25（完结） 陈展鹏keith确实演的很有感觉！案件一个接一个，真正的罪犯永远不是你认为的那个！马明你是有多难等呀！20集最后才出来，演坏人很出彩呢！Ceci&amp;Alex虽然好短暂，但是爱一个人是即使他是骗你的你也会选择相信他，原谅他
(5星)	25竟然就没了。。坐等续集
(5星)	近期看过TVB中最好看的一部
(3星)	狗尾啊 
(5星)	...喜欢的风格，最后M谁都没有选，挺好的结局！！！
(4星)	目前是2011年最好看的一部了
(3星)	强大的配角阵容反映主角D没底气...
(4星)	又是一部结尾收的好急的剧。
(5星)	马国明阿你肿么这么萌！！！黄浩然阿你肿么这么萌！！！
(5星)	结局什么的太差了啊！毁了5星电影啊！
(4星)	喜欢杨怡
(4星)	喜欢大C
(3星)	庭审的几段PART都狠过瘾，PS看来预备个救急暗号还是狠有用的哦
(4星)	多接触，主动出击
(5星)	keith好靓仔啊~~~~~~~~iluvkeith~~~~~~~~~~~~~~~~
(4星)	这结尾真是......
(3星)	陈展鹏 ok的
(4星)	其实，我想kc在一起。陈展鹏终于做主角，演得不错。
(5星)	剧情紧凑不拖沓，结局太坑爹，M没跟任何人在一起，希望有第二部
(4星)	大C为神马要死啊！后面几集剪过的吧、、、
(3星)	就这么完了？
(5星)	黄浩然这次终于演了比较主要角色，我继续看好他！陈展鹏我第一次认识哦，感觉很好，好中意！马国明演坏人，不错，不影响我的喜爱！杨怡成熟不少了，进步很大！
(4星)	算不错的TVB剧了，编剧上有些新意。
(5星)	好好睇，不过我都觉得25集太少啦~期待续集~
(4星)	港剧一直很不错嘛~
(3星)	把律师拍的跟警察一样的。没想到编剧居然会给大C这样的安排
(5星)	keith说明一切
(3星)	几个案子好好坏坏  最后结尾超级随便了事
(4星)	辣么好的两个男人MAVIS一个也不要，分一个给我好么。。。
(3星)	矮油。。。临到最后几集好狗血啊= =
(3星)	比怒火好看，但是为什么港片看到最后，总觉得编剧很无力呢
(4星)	开头看以为是《怒火》的狗尾续貂之作，看后才发现原来根本没有可比性，《真相》更加偏向律政方面的叙事，感情戏偏少，虽然最后Mavis没有选择，但其实这样的结局更易让观众接受，《真相》让我重温了TVB久违的律政剧，而且陈展鹏在这部剧中也相当出色，《真相》之后相信一定会受到力捧！！
(5星)	情节比较精彩，婆婆妈妈的感情戏份不多~~这是一大亮点，而且还让陈展鹏有了出头之日~~8错~
(4星)	结局感觉很仓促，感情线到最后还是没有一个交代。另：陈展鹏好帅啊~！
(3星)	一直都觉得陈展鹏骨子里都是坏人，他做好人我还是接受不了！不过人家耶好努力，加油吧！！马国明，无论是好人还是奸角还是那么迷人…大爱！！肥仔祥和田姐好Q啊…希望以后又多滴他地噶戏
(3星)	杨怡开始挑大梁？倒数第二个故事不错，感情线很奇怪。虎头凤中蛇尾。
(5星)	TVB最近最好的剧！！
(4星)	哇，难得看到TVB最近几年的剧打分么高的。
(5星)	结局真仓促啊，期待续集啊啊！！！
(4星)	哎哟，陈展鹏不错哦！
(NA)	好喜欢杨怡和陈展鹏啊
(4星)	从杀警单case结局那集开始，水准直线下降。。。马明出场后原本重头戏来的，结果漏洞百出。。
(4星)	最后一集花了毛一半的时间讲男三肥仔的爱情故事啊 - -
(4星)	人物性格鲜明，情节跌宕起伏，案件也新颖扑朔迷离，专业知识开阔视野，喜欢男女主角K&amp;M................
(4星)	这、这结尾、、、好、好吧、、、
(4星)	mavis 點解唔通 keith一齊啊！！！！
(5星)	追着追着看完了 角色都是演技派 我彷佛看到了TVB当年巅峰时期的影子
(5星)	喜欢陈展鹏&amp;黄浩然！！！
(5星)	这是我近期以来看的最有价值的电视剧之一，每天等着它更新。我觉得角色都选的很好，尤其是Keith，之前没见过他演主角，不过也让我看到TVB是藏龙卧虎的。我学到很多与法律有关的知识，很开心，也学到了有些事情正确的处理方法。这部电视剧的剧情引人入胜，越到后来越精彩。很值得看哦！！！
(3星)	真心讨厌杨怡。不过有黄浩然、陈展鹏、马明，我忍。
(NA)	这个结局算咩情况啊？难道还准备拍2。。。。。。
(4星)	好好看！
(5星)	近年TVB少有的好剧~~~~~~~~~~~~~~~~~~~中意大C
(NA)	感情戏的结局真心有点可惜了。
(3星)	前部分内容很紧凑，后部分似乎比较散了。律师，会计师，一个讲法律，一个找法律漏洞，都伤不起啊！
(NA)	结局太草率了吧。
(4星)	最后六集很无语，超级巨声很无语，说专业其实也谈不上………………但继续支持陈展鹏果断抱Keith大腿……
(4星)	一直以为是三十集，到二十五集时却意外的发现居然大结局了。。。母鸡是不是编不下去了。。。
(4星)	近年少见不错的片子哦~不过更喜欢沉淀的法网群英！
(5星)	挺好看的~这两年来不错的一部剧~
(4星)	大C好惨啊。。。。。。。
(4星)	比想象好看，但中间有几个案子期待的辩护戏没出现，结局怪怪的。。
(4星)	还不错，我喜欢马明和唐诗咏这对哇。
(2星)	剧里的法庭辩论也太小儿科了吧
(3星)	喜欢黄浩然、喜欢马国明。剧情一般、这几个案子也不是很精彩，但相对而已、还是比较有看头的。
(5星)	最后的结局真的很难接受啊，但所有的案子都很清楚，也反映了各个不同社会阶层的人物，很不错
(5星)	从头追到尾，奈何烂尾了。。。女主命苦啊，拍戏时生病……
(3星)	只能说虎头蛇尾。中间部分很出彩了一集然后下一集又突然弱爆了结尾就不提了。不过有些小细节很不错但是逻辑衔接伏笔不够lor.内容真假就不提了。and我好喜欢陈展鹏啊睇完。觉得好man
(5星)	好看
(5星)	1516集以后，彻底沦陷
(5星)	这部片子一切都好 就是节奏有些混乱 让人有点点不舒服 
(4星)	大部分都不错，大案穿插小case的进程很好看，可是这尾也烂得太狠了一点，杨怡前半段御姐路线顺眼很多，后半段又转回苦逼了
(3星)	大结局囖~~
(5星)	开始觉得也就这样，越看越好看
(4星)	大结局不够给力啊
(4星)	大C~~~
(4星)	谁都不选这算什么
(5星)	大概是TVB近几年最佳的现代剧之一。陈展鹏，终于男一了！！Keith、Mavis、谦少、大C、胖子的人物设定还可以。中间keith妈那段剧情有注水嫌疑啊~
(4星)	冲着最后一集，我减一颗星
(5星)	喜欢，灰常的喜欢，没想到这次陈展鹏竟然演正面角色了，但是真的很喜欢这样的电视剧，老是看一些卿卿我我的电视剧，让人卧倒，而且这部剧还有很多搞笑的地方，尤其是一些小角色的出演，推荐大家，喜欢律师、案件类的各位看看
(NA)	只喜欢看Alex和大C！！！喜欢Alex！
(5星)	超喜欢，没有为什么
(4星)	疑点利益归于被告。
(4星)	剧情很紧凑，真的不错！
(4星)	最近追很紧咧，希望快点更新啊，为什么用片名搜索一直搜不到捏，很怪嘛。额，补充下，结局好突然，感觉才要进入渐入佳境突然就结束了，
(5星)	一年多看过最好的TVB剧集。片子从头到尾都保持专业的理智，真急死我等想看主角感情纠葛的观众~Wallace为友情和爱情拼了命的付出却被编剧轻描淡写了；不过，全剧还是有让人刻骨并心痛的爱情，AC哎。结局30秒有一丁点儿小惊喜，反正那个叫Keith的男人从来都不缺女人欣赏。BTW，是部好剧，期待续集！
(4星)	曾经的梦想是当一个律师,为着正义去拼搏,在生活的推动中,渐渐遗留在角落的梦想,
(4星)	55555 大C死啦 想到都想哭！！！
(5星)	花痴刘大状
(5星)	怎么这样就大结局了。。。我还没看够呢。。快出续集吧。。。
(5星)	这段时间以来，终于看到了一部精彩的港剧。keith很帅，迷恋上陈展鹏。剧情也不错，希望结果是好的，我是KM党，希望编剧不要为了续集而续集。结果，烂尾！！！
(4星)	每天追的津津有味- -
(4星)	最近Tvb喜欢把女主角安排牺牲？还是我喜欢的！
(5星)	大C怎么就这么突然的死了？！！
(3星)	大C死了，我不看了！摔！就因为她不是主角么？！
(4星)	可惜名字取得太悲催了
(3星)	烂尾！！！！！太烂！
(4星)	这个片名都成敏感词了吗。。。。为毛直接搜都搜不到。。。。
(4星)	结局烂尾了
(5星)	还我唐诗咏啊！！！~~o(&gt;_&lt;)o ~~
(4星)	挺好看的，本来男主角不帅 女主角也么特色，不报希望，不过看下来还不错
(5星)	近年TVB难得的好片，陈展鹏大亮点，KM，求求你们在一起吧！
(3星)	陈展鹏啊陈展鹏啊(&gt;_&lt;)这什么结局啊= =~~~~
(3星)	黄浩然变认真工作就没有魅力了！大c怎么就死了呢！还能追！
(3星)	大结局is like shit...
(4星)	杨怡忽然就御姐了..近年难得的好剧,回复了以往职业剧的水准了
(4星)	些许烂尾了…… 主角的情感线简直是清心寡欲。不过案例的叙述角度都算新鲜，关于陪审团的科普很不错。有时候有点虎头蛇尾，不过不妨碍它的好看
(3星)	算是今年比较有诚意的制作了
(5星)	杨怡很美！
(4星)	前面的很精彩，但是20集后面开始一直快进。。无感
(5星)	总体还不错，看片过程中可以熟悉相关法律知识
(5星)	喜欢
(5星)	我爱剑雄！我爱黄浩然和他率真的咬肌！我爱我和僵尸有个约会！我爱陈展鹏除了他笑的时候总是耍帅！我爱杨怡短发不圣母！我爱ATV众！我爱马国明！但我不能接受他的傻逼刘海！
(5星)	不多说了，非常好看！
(4星)	谦少爷，我喜欢。刘思杰，我也喜欢，杨怡，这里我也喜欢
(4星)	有幾個案子還是不錯的
(NA)	不喜欢男猪脚
(5星)	我就说最后一集没有最后一集的赶脚!!!!!!果断求第二部啊!!!!!Keith和Mavis怎么能不在一起啊!!!!!!我勒个去啊!!!!!!!
(4星)	不错，陈展鹏值得一看
(3星)	近年難得看完的港劇，不過還是沒有當年港劇鼎盛時期1/10的精彩，前半段太拖拉，後三集開快車，很不協調
(4星)	野心太大铺设太多，情节推敲不起。仍不失为本年度最好港剧，没有之一。  “最后马国明一出场那气场秒杀两大男主角好吗...弹钢琴啊深情得一逼啊”
(5星)	感觉比 怒火 好看
(5星)	好意犹未尽啊，有木有下一部啊
(5星)	对于这种题材的电视还是挺感兴趣的。虽然说它里面所采用的是英美法系，对于我们学习大陆法系来说有所区别，但是相对而言，看英美法庭还是比较刺激的
(5星)	总体不失水准，为陈展鹏加一星
(NA)	马国明在这群男人中显得格外英俊......囧。
(5星)	冲着豆瓣搜不到老子也给5星
(4星)	有点烂尾的感觉，虽然马国明我挺喜欢，但最后那个故事太无聊了
(4星)	案件很抓人 今年上半年最赞的TVB剧 陈展鹏要上位了。私心希望杨怡拿视后
(NA)	杨怡的脸越来越立体了
(5星)	被动，无得揀，所以我要主动，有得揀。我记得以前读法律的时候，教授第一课就跟我们说，我们很多时候会遇上很棘手的案件，凡事自己一定要坚持，所以我不会容许有人藐视法纪，知法犯法。我这个人就是这么固执，明知道这条路行不通的，我就会走另一条。我相信所有證人的口供、判詞、謄本、筆錄，所有的證
(5星)	TVB连播两套律政剧，ATV深夜还重播个法网群英做对抗么~【怒火街头】和【真相】虽都是律政剧，但木有可比性，一部透着幽默寻求不同人所坚持的不同的正义观，一部带着寻求真相的坚持。喜欢【怒】的风趣和故事的落点，喜欢【真】的陈展鹏的可正可邪的律师扮相
(3星)	结局太不给力了，最后还不说mavis和kenth在一起 ，果然有一套
(3星)	其实对于这部里的男主角也没什么感想，都是配角一路上来的，很喜欢杨怡一头短发的感觉，干练....改了对这群男主角的起初观感，太帅了，看真相觉得做律师是一件超炫的事情！！！因为以前的一号法庭，很喜欢律师题材的故事！！大结局胖子是个看点，Alex整一个很悲剧的人物......
(5星)	两个主角实在太靓仔啦~
(4星)	马国明又来打酱油了
(3星)	只有2个案子吸引人
(4星)	看见讲law就看了，可是电视剧就是迷惑人，哪里有那么好的法治啊
(4星)	挺好看的，特能打发时间！！
(5星)	TVB中算不错的了
(5星)	挺棒的 不得不佩服编剧的独具匠心 在讲述案情的同时会普及小知识 比如说 神秘的陪审团 这部剧集竟然可以完全这些细节展现出了 之前每每看法庭剧时总会想陪审团是什么判的 如何选拔的......现在谜团全部解开了 真的很赞！不过剧情有事确实很拖沓 较怒火街头爱情戏少了 不过仍有看头 
(4星)	模仿了十二怒汉。。。但是也有自己的内容，可以一看。
(3星)	最后一集太吊人胃口了！
(4星)	2011上半年算是比较好的....
(4星)	喜欢黑警那段~~客串的演员也都不错~
(4星)	很真实。
(3星)	没意思啊。。。。
(5星)	开放式结局你妹！大C死了你妹！马明陪葬了你妹！
(5星)	虎头蛇尾
(4星)	男主不是万年配角么么，第一回做男猪脚，我表示很新鲜。其实TVB剧情永远就那样，我就素克看人哒。
(NA)	好耶！
(4星)	TVB难得回归正常。可怜的郑嘉颖，怎么就……
(5星)	正在看，不错。纠结的情节，复杂的案例。 个性分明的人物。都是让人感觉非常不错的。
(3星)	虎头蛇尾
(4星)	看样子会有第二季
(3星)	選題佳
(4星)	keith好高EQ。。大C的少女心。全劇最hea橋段“i love you too”
(4星)	杨怡还不错。
(5星)	最后杨怡和前夫,大C和马明,黄浩然和陈展鹏,James和田蕊妮在一起好了
(4星)	几乎没有什么硬伤,而且结尾谁都不选让我非常满意.TVB的编剧终于开窍了.
(5星)	好看~
(5星)	好看！
(3星)	哇~~~~啊~~~马国明出来的那一瞬间好帅啊~~~~~~~~~~~~两天就把拉下的10几集全看完了，又要坐等每天更新了，痛苦啊。。爱死马国明了~！！希望他不要是个负心汉啊。我就知道他不会是个好东西的，可是我还是喜欢他啊。。。他怎么舍得啊。。。他那么爱大C。。太自私太狠心了吧。。结果最后杨怡谁都没选啊。
(4星)	Keith超过二少爷Wallace了！
(4星)	情节紧凑
(4星)	今年看过的TVB，我最喜欢这部了~~~两个男猪脚都不错，比较有特点。就是大C死的突兀了点。马哥哥也算深情了。还有黑警那个案子本来我觉得可以拍的更深点，有点虎头蛇尾草草收场的感觉
(5星)	这个比怒火好看、是今年tvb为数不多的好剧啊
(4星)	更新等的我好焦急。终于更完了。。结局还是有点仓促了。。
(5星)	很紧凑很精彩  记得前两年上经济法的时候我们老师就说 你们别看港剧里开庭多么精彩 在大陆根本没有 都是浮云 连续剧真的只能看看 美好的东西真能羡慕咯
(4星)	啊。。有剧透不开心啊  我不要大c悲剧啊！！
(5星)	M，K，W三人的结局给我猜中啦哈~马明太惨了一点啊~~~
(5星)	比《怒火街头》好看太多！豆瓣的评分明显也高出《怒火街头》，一班我都不是很感兴趣的演员，却给了我不少的惊喜！只是希望不要烂尾呀！
(5星)	结局很温馨。谁也没选也许是最好的结局，希望他们三个人可以一直这样下去。大C的死有点遗憾，但是当一个女人爱上一个男人的时候，很多时候是蒙住了自己的双眼，即便这个男人千万种的不好，但是依然熟视无睹。
(4星)	我有多少年没有追过tvb的剧了......一集不落，虽然烂尾
(5星)	我服了，现在的编剧啊真是瞎闹没够，想怎么写就怎么写啊。Alex就那么写死在监狱里了，而Mavis跟谁也没交代清，她看着Keith和Wallace就一句想做朋友就这么解决了啊。是你编剧写iloveyoutoo就英雄救美的，是你写苦逼地狱男就心有灵犀的，最后一张照片就交代了啊......
(5星)	TVB近期难得的佳作，一部纯正的律政好剧。故事情节都很紧凑，一环扣一环，紧紧抓住你的眼球啊！
(5星)	唐诗咏好看！
(NA)	还是喜欢这种类型的多一点
(5星)	意料之外的可观度。
(3星)	很一般，不知道为什么都说经典。
(3星)	感情戏好烂！没想到结局更烂！！
(5星)	确实不错，至少目前为止我都还保持的高昂的兴趣追看
(4星)	大C死了很可惜，陈展鹏演技不错，马明越来越有型
(3星)	TVB没好剧了么
(4星)	个人觉得会误导想学法律的童鞋
(5星)	还是TVB的片子给力。
(4星)	一直不明白黄浩然为毛不红啊。。。虽然看起来猥琐了点，但是真的该红起来了啊。一张乖乖脸的马国明演坏人实在是不够入木啊。。。
(5星)	杨怡超帅啊
(4星)	这是TVB第一次把陪审团的讨论情况放在萤幕前吧？也算是一个突破。
(5星)	超好看的 好多年没看港剧了 越来越喜欢黄浩然~~~~~~~~~！！！
(5星)	很好看。~剧情也很喜欢，特别喜欢这里的杨怡。
(5星)	好久没有看到这么有型的剧集了，讲述那个强奸案陪审团为商议一个结果一个公正公义是那么的艰难，还有十八集左右更经典居然警察和黑社会的勾结都出来了，警匪勾结真是不容易啊？只为找出真相！
(5星)	明显很好看么
(5星)	8错8错~~~~~
(3星)	虎头蛇尾，从alex出来，剧情就开始狗血了，然后最终Mavis居然没有和Keith一起。
(5星)	杀警案虎头蛇尾, 但是有气场. 短发阿田是女神.
(NA)	结局竟然是这样的，太扯了
(4星)	杀警 这个小单元还挺不错的
(NA)	烂尾了
(5星)	km一定要一起啊~
(4星)	有亮点，但还是不够精致，习惯性烂尾。希望续集更精彩。
(4星)	求第二部！KM给我在一起！在一起！在一起！！！
(4星)	颇有深度和角度的港剧~编剧的功劳！男主角keith越看越有型！ps：总是觉得ivy和keith在一起的画面特别有火花特别和谐= =....莫名了~
(3星)	结尾一般 
(5星)	一见keith误终生啊
(4星)	虽然是连续两部的相似题材，不过还是挺不错的
(4星)	陈展鹏终于成了一次主角。这部电视剧与以往同类型的法律电视剧角度有所不同，它从多方面多角度地剖析评价一个事件的真实性。眼见不一定为实……
(4星)	本来觉得还不错，尤其是黑警那段很精彩，可这结局也太坑爹了，神马跟神马嘛，有点虎头蛇尾啊。。。
(5星)	好好睇啊~一睇就上瘾啦~ 陈展鹏做律师感觉好好~~
(4星)	TVB目前为止今年最好的剧之一，另一部怒火街头~~
(5星)	非常流畅的剧情，陈展鹏！！！很帅啊~~~虽然。。。结尾有点仓促，还是五星好片！
(3星)	烂尾。。。以为还有一个礼拜可以看的，突然就从30集变成了25集。。。
(4星)	很不错，看的出TVB还是挺用心的，不过，感情线真的不能容忍呀！
(5星)	这部剧是我这两年来看过最好看的TVB电视剧~无论是对陪审团的刻画还是对警察另一面的揭露都带来很多惊喜~值得推荐。
(4星)	陈展鹏好型&gt;3&lt;
(5星)	一直很害怕看查案血腥的场面，但真相没有这种画面，是我很喜欢。虽然这部TVB尺度颇大，但陈展鹏与杨怡的优秀表演，让人不自觉忽略这些小瑕疵
(3星)	TVB的编剧都跑了。台词剧情再也木有了经典。
(4星)	讲逻辑的剧不多见了
(4星)	杨怡这次靓了很多诶感觉，还有keith和wallace都很正，黄浩然这次的角色蛮赞的，不输男1噢。
(3星)	居然有点儿追剧的感觉了~~~/瞎了我的感觉，什么破结局啊？！
(5星)	不错的案例…感情戏方面粗糙了点，还是很感兴趣地看完。噢，结局我不接受。
(5星)	大尺度topic,杨怡知性有木有~
(4星)	TVB改走重口味路线第二弹。
(5星)	16集开始的案子好好看
(5星)	马国明真是亮了。
(4星)	稳打稳扎的律师探案剧。唯一不满意的是结局，先不说大C挂得有多冤枉，Alex也挂得太莫名其妙了吧?
(4星)	彻底迷上刘大状，坑爹的编剧，不烂尾多好！
(NA)	好多人都说不错，为毛我看不下去，全部都是对白，没内容。。难道现在观众好这口
(4星)	发现陈展鹏不错啊~比怒火街头好看~~
(4星)	杨怡怎么看着像张可颐
(5星)	爱死刘思杰~
(5星)	pro真的是种魅力~
(5星)	真的很好看~杨怡真的很有型~
(4星)	果然没有失望啊～～
(4星)	5244 = 我爱CC。ALEX也算是悲情了，没干过杀人放火的事情，就是心狠了一点。本来有大好前程和如花美眷，结果全都一场空
(3星)	看了前5和后5集，反正是不会再看中间的了。面孔比较陌生的第一男主角很亮，YY的短发真的很难看好么（杯具的是她似乎在傲娇女强人的路线上十分享受）。马明不要再演BT了= =|||||||
(2星)	我用了多大的毅力啊，才看完最后五集！！！！！！！
(5星)	这几年看过最好的tvb剧 没有之一。
(3星)	神马烂结局！
(4星)	我开始关注法律了！~
(4星)	高潮就3秒啊
(3星)	少爷少爷。这个算什么结局，TVB的流水剧~~
(4星)	现在看tvb的戏无论怎样都找不到当年的感觉了咩。。
(4星)	其实案件非常的平淡无聊，顶多值个3星。但是多加一星献给professional lawyers和最后一个case。这部剧非常的职业化，如果早点看到，相信我会去报考法学专业。律师事务所里的工作环境就是我所期望的，好敬佩那些大律师们。最后一个case很感人，只有真正爱过的人才会理解大C的矛盾纠结和身不由己。
(5星)	真好看，不解释
(3星)	在香港，谁都能查案，警察，法医，现在还有律师~~~~
(4星)	陈展鹏终于霸气外露，不再当万年酱油了~
(4星)	 刚开始明明写着30集的。结果25集咋就收尾了。哎
(4星)	天呐=-= ceci就挂了.......no 一个小时快进了三集 胖子和mme的戏还可以 别的闷死的！
(5星)	好看！！！主角和配角难得都很爱！K M W C还有胖子。。。
(NA)	很吸引人
(5星)	一部好剧，让我认识陈展鹏！这么多年，这么好的演技，这么好的条件，再不跳出来，太可惜了。
(5星)	真相结束了
(3星)	节奏太慢了。一件事讲个老半天都没完、、、
(3星)	我觉得暴难看...案子没意思
(4星)	最近这个单元有点意思啊。。
(4星)	看到17集 终于看到了重点。。
(4星)	TVB很久没出现这么给力的电视剧了
(NA)	keith 赞 好压场
(5星)	这类的片子 我都很喜欢的～ 破案，真相～ 嘿嘿 不错 
(5星)	这算哪门子大结局啊= =
(5星)	很好看。很正义。
(4星)	虽说中间庭辩抄陪审团抄但是港味还是加分的
(NA)	陈展鹏可以，片子一般般
(5星)	追到第18集～莫非已经进入高潮了。虽然港片里黑警的事一直都有影射，不过像真相里这么剑拔弩张的并不多。真的越来越精彩了～
(5星)	在TVB两年来的东西里都可以打五星了。
(5星)	我好少何会甘力荐tvb剧集。乜都讲道理讲人性，真相虽然令人心痛。但佢蕴含左好多最求真理噶青年噶梦想！
(5星)	喜欢陈展鹏和唐诗咏
(4星)	比 怒火街头 的故事性好~~~
(4星)	前面的戏很浮云，后面越来越好看。捧Keith吧捧Keith吧捧Keith吧捧Keith吧捧Keith吧
(5星)	现在在看的这出袭警，黑白为奸在港片里虽说已经用得不少了，但还是能看出其中的诚意和胆量。除了大C死了，其他都不错。
(4星)	近几年最好看的现代港剧
(3星)	配角是亮点~只有黑警那几集好看啊~
(NA)	有深度有新意的案情情和充满细节感滴各种司法程序大赏，POINT是木有狗血恋情，谦少律师行里一众高挑美貌西装男，就是一把子四根水葱儿嘛！
(5星)	太好看了
(5星)	好看，不过瘾，希望有续集。
(4星)	果然还是TVB最拿手的~
(5星)	陈展鹏翻身之作~
(4星)	好多年TVB都没有可以看得电视剧了，也许和以前的旧片比还是很多缺点，但是在今年底剧集中还是不错的。尤其是黄浩然啊，虽然后半才开始戏份增多
(5星)	太喜欢陈展鹏了！！以及马国明！！！！很好看的律师剧，没有那么多狗血纠结的家长里短
(3星)	什么破烂结局啊！四星都变三星了！
(5星)	拍的真的挺好的。。。比怒火街头好看！
(4星)	20集后差了点，不出意外应该会出2
(NA)	很好看。超级喜欢黄浩然。现在看的正揪心呢。不知道他们最后会不会在一起。
(5星)	好看呀  案情很给力呀  越看越给力  不过看黄浩然这个动力比较大  比案情还好看  顺便说一句哥们儿以后不追港剧了  累死我了  急人
(4星)	终于出现一部比较像样的港剧了！
(3星)	本来一直处于追剧状态，那天无意中被剧透大C挂了，还是马明买凶杀人……于是停了好久今天才看完……掩面……这一对好悲情……不过，据说他俩携手去紫禁惊雷里当两口子啦……
(4星)	还不错 节奏比较快
(5星)	真的是很精彩 但是结尾稍稍有一点仓促 但是 不可否认 这是近几年TVB的神作 
(5星)	法官都要蒙住双眼才能看到事实的真相。
(4星)	tvb难得一部能看的..虽然尾巴不够好..
(5星)	杀警这集很给力啊，如果后面还更精彩的话我就给五星！
(4星)	剧情还是不错的
(4星)	陪审团那集真给力
(5星)	就是杨怡两个都没选一个我很不爽，还有，我不解为什么二女会死，这个是大C，怒火是贞贞，不喜欢这样的剧情
(5星)	大C死咗？！唉，最后阿怡没和陈展鹏在一起也让我怨念。马明你死得罪有应得，可我的小心肝还是颤了有木有！今年看过的最好看的港剧，目前没有之一。
(NA)	追至17。。继续。。
(5星)	比那啥怒火街头好看多了
(5星)	真是越来越有意思了。。。
(3星)	陈展鹏貌似第一次演男主吧，正面形象还ok，与以前总以奸角形象出现对比看，演技还是不错的。
(3星)	剧情不错 有几个CASE都蛮精彩的，我喜欢杨怡在这里面的打扮，和正气凛然的样子。
(4星)	其实杨怡挺不错的。
(3星)	不想看了= =
(4星)	大C死得我好伤心，总的说还是近段时间最好看得港剧了
(4星)	TVB几时变得那么重口味~打斗场面我都要尖叫了
(5星)	又是一个仓促的结局。
(5星)	好看爆！这才是我中意的TVB！
(3星)	我是有多爱马国明啊……看到他出来就激动了！！！
(NA)	现在tvb的电视剧真的是在走下坡啊 越来越不行了 哎 伤不起啊
(5星)	最惊喜的就陈展鹏当正，最暖心的就是KM的暧昧，最亮眼的就是剧中的理念和案件，最遗憾的就只生生烂尾，最令人期待的就听说有续集，给点力吧，一定要续集，一定要原班人马啊！
(4星)	看了结尾，只想给三星了…
(4星)	每个案子太短了点。喜欢第九集陪审团。
(5星)	换个角度看问题，你会有不一样的收获。
(3星)	一直演变态的男一终于上位了，不知道这部片子能否保持住他的势头，毕竟现在TVB不是一般的小生荒啊……明明很帅啊，还一脸正气。不过，这片真的不如上档的怒火街头，情节乱七八糟，演员表演得太用力，案子至今也没有看到能发人深省的，不禁让人对陈展鹏的未来担忧啊。
(3星)	越来越不喜欢杨怡。。。
(5星)	貌似第一部自己上网完整看过的TVB..大爱陈展鹏
(3星)	看到最后觉得一般了
(5星)	TVB的法庭戏一向都支持。
(4星)	这就是结局？！
(5星)	难得一见的好剧！
(5星)	难得有好看的港剧
(5星)	&gt;3&lt;
(5星)	剧情完爆法政3！！！陈展鹏是个大亮点。黄浩然越来越丑，新扎师姐中的样子已不复存在了。。。哭
(5星)	实在太好了，结局更出乎意料。窥探人性的比较多，有不一样的感觉。杨怡一贯的有个性。PS：K真的好帅啊
(4星)	没有一个谎言是完美的。真相不会被改变。没想到这么快就结束了，两个男主真的很难选嗯~
(3星)	i love you too~~你会把我照顾的好好的吧。
(5星)	好久没有碰上还蛮满意的港剧啦~
(4星)	只有25集啊亲！最后一集收尾要不要收的这么急啊！
(3星)	还算不错的港剧，节奏很紧凑，人物也够干练，只是最后两集结尾太过匆忙，容易让观众难以适应这冲击。。。
(4星)	结尾。。马马虎虎
(4星)	蛮好看的
(3星)	看完怒火没兴趣看这个咯
(5星)	故事很紧凑，TVB的编剧终于找回了一点当年律政剧的感觉。陈展鹏这个当年的超级大龙套这次当个又帅又有性格又牛的律师男一号果然很讨喜。杨怡还是走女强人路线吧。黄浩然一如既往的打酱油。看到各种熟悉的绿叶出来飚戏真是很开心。最后为什么要让大C死掉啊啊啊。主角的情感纠结是打算拍第二部了吧。
(4星)	值得一看。不看也没损失。除了杨怡都不是TVB的得力干将，但是表现可圈可点，证明TVB正在换血中
(4星)	杨怡好看！黄浩然的眼睛没神。
(5星)	真心好看~！
(3星)	唤起了我曾经的梦想。结尾看完，总觉得怪怪的
(4星)	情节给力
(4星)	Mavis 哈哈哈哈结局好烂 = =！
(3星)	还好吧，结束的太仓促，MAVIS也没有做决定，应该是为续集做铺垫。
(3星)	果然虎头蛇尾没让我失望。
(4星)	越来越有意思~
(4星)	看侯伯勤的那集把阿姐感动的嘞~~
(NA)	TVB今年难得一见的好剧，陈展鹏成功上位。
(3星)	结局太XX 大C竟然死了 女主角也谁都木有选 - -
(3星)	人物魅力不如怒火街头
(5星)	杨怡短发很赞
(4星)	看了潜形再看这部……觉得杨怡好漂亮
(5星)	超级好看！！虽然Tavia因为生病戏份少了许多~但是剧情真实，专业，演员都很给力~是TVB近年来不落俗套的难得好剧了~力荐力荐~~
(NA)	比  怒火街头  好点结局其实令人烦躁
