http://movie.douban.com/subject/1790376/	巴黎恋人 파리의연인
(3星)	 我喜欢弟弟。帅到            
(4星)	 因为金贞恩才看的，没想到看到一部好片子。两男一女的情节虽然老套，但见功力的就是那些细节。            
(3星)	 这个……没少好说的，还不错啦            
(4星)	 只看了一遍，但是印象不错            
(5星)	 这个不得不看不得不推荐,又是一个霸到的男人,执着的爱着自己爱的女人,霸到的带着她逃离,霸到的从情敌那里抢走..只是最后的结局很那啥,疯癫的金贞恩穿礼服很美很娴静,好几场跳舞的戏份气氛都好好            
(4星)	 也是挑不出什么毛病的好剧，更喜欢它的姊妹篇《恋人》。            
(2星)	 我只能说，男主女主都不是我的那杯茶，你叫我怎么喝得下？            
(2星)	 讨厌女主角            
(5星)	 当年，一直让我哭            
(3星)	 陈航的老启柱!            
(2星)	 都说这剧好 我真是没看出来 看了不到一半就直接看结局了            
(NA)	 难过和受挫的时候会翻出来看的韩剧。那么那么微小却又那么那么强大的她。            
(3星)	 没能坚持全部看完的剧。            
(4星)	 不喜欢过于纠结的三角关系 不过那年这是兜兜的最爱            
(4星)	 男主角 很像你            
(4星)	 说实话镇的是不喜欢男主角啊             
(3星)	 我喜欢朴新阳            
(2星)	 其实我到现在还不明白 为什么火的收视高的永远是此类寡讲三角恋去国外拍拍就号称大手笔的韩剧？而且客观的说 金贞恩脸整的太假太假 演得也太作太作 正儿八经的 她红在哪里？            
(5星)	 完美了            
(3星)	 有个爱追韩剧的闺蜜绝壁是件伤不起的事儿。            
(5星)	 最好的韩剧            
(NA)	 经典之最            
(3星)	 又是一个只有善良+大条就能遇到白马王子的女主。倒是出现了朴大叔，第一个剧情没有按照我的恋爱期望走而不让我讨厌的男一。            
(5星)	 够狗血，也够美好。灰姑娘与王子从来都是不败的美好            
(5星)	 金正恩 我喜欢            
(3星)	 金贞恩整容整得好丑，直接破坏片子美感~            
(NA)	 灰姑娘的故事，不过王子开始有点凶            
(5星)	 到现在还是会哭            
(3星)	 只有李东健是帅气的。            
(3星)	 就是女主角有点做作            
(3星)	 没有想象中的那么经典，可能男主角不是我喜欢的风格！！            
(5星)	 最喜欢的电视剧，最喜欢朴信阳            
(5星)	 这部和《情定》是我最爱最爱的韩剧。看多少遍都不会腻。超级爱社长。和情定里的东贤有点像。            
(5星)	 好喜欢男主角的对女主角说的：你为什么我不告诉他我就是你的男人，我就是你的情人.....晕倒....            
(NA)	 很奇妙            
(3星)	 女主别扭点，男一老了点            
(NA)	 推荐 OST            
(4星)	 感觉还是很好的一部电视剧，剧情还可以~总能给人以浪漫的感觉~就是女主角演起来傻傻的，喜欢男主角~冷冷的，酷酷的，只对自己的女人才绽放出笑脸~~            
(5星)	 不错            
(3星)	 朴信阳大叔 我爱你            
(NA)	 我的第一部韩剧，至今的最喜欢的韩剧……            
(3星)	 一直对结局耿耿于怀            
(5星)	 很喜欢,感觉猪角象灰姑娘~~~            
(4星)	 剩女的白马老王子。            
(5星)	 喜欢朴信阳。。。。。            
(3星)	 没看完，为毛李东健是男二。。哈哈。只觉得男一和金贞恩都上了年纪了，不是我喜欢的类型。。。            
(5星)	 我记得那些天在他官网上的一天一帖……好疯狂……大叔，我永远爱你！！！！            
(3星)	 我的宝贝儿            
(NA)	 看了三遍了啊   感动   看的过程中满眼都是小星星            
(3星)	 陪妈妈断断续续也看了个大概了。。。喜欢李东健            
(4星)	 陪老妈一起通宵看的            
(5星)	 最爱的韩剧,可惜结局过分潦草            
(2星)	 主要是不喜欢朴信阳            
(5星)	 一部经典的韩国电视剧 同样 还是喜欢他们的音乐             
(5星)	 大爱爱。。。            
(5星)	 最爱最爱的电视剧~            
(5星)	 很喜欢这样子直白而且“朴素”的男人！！            
(5星)	 唉，被韩社长的气魄打败了            
(2星)	 二星半。            
(4星)	 我萌眼睛男。            
(5星)	 帅气的男人，两个都是            
(3星)	 后来觉得周笔畅想男猪脚。。            
(3星)	 谁还没有年轻不懂事的时候......==            
(3星)	 我要把我看过的韩剧都理出来 越来越惊人地发现 虽然我一直很鄙视沉迷韩剧的人 但是自己确实也看了不少&amp;&amp;&amp;&amp;            
(2星)	 男主太丑太老了吧            
(3星)	 迷过一阵儿 。。。            
(2星)	 又一个冒傻气的灰姑娘            
(3星)	 觉得剧情还行,女主的脸已经整得有点过分了,过犹不及呀女主!男主长的.....            
(1星)	 无聊的棒子系，耐着恶心陪老妈看完。。。日            
(5星)	 最爱的韩剧            
(5星)	 标准的麻雀变凤凰戏码            
(NA)	 曾经的经典，最后机场那段边看边哭            
(4星)	 看完这个剧，，让很多到了适婚年龄的女人，有了理想老公的标准；。。            
(4星)	 朴信阳啊，朴信阳，如果你不是这部戏的男主角，这部片子还有什么可看之处呢？？            
(3星)	 从这部开始狂爱李东健滴~哈哈~~~            
(5星)	 这个看的第一部韩剧，因为姐姐喜欢，所以就看了，结局似乎不尽人意。            
(5星)	 情节很紧.            
(4星)	 愛上朴新陽的戲。            
(2星)	 看的第一部韩剧。韩剧真是虎头蛇尾。by the way,这部电视剧收视率56%??!?!?!!!不可能是平均收视率吧？！不然他们脑子里装的是神马？？            
(3星)	 喜欢男主角的自信            
(3星)	 没耐心看完。。。 。。。            
(4星)	 开始觉得男主角年纪有点大，还不如男二号看着顺眼，但看看就觉得朴信阳把他演绎的很可爱，很有魅力，又比青春偶像多了点踏实的感觉。            
(5星)	 很欣赏朴信阳            
(3星)	 我还是不能接受大叔啊            
(4星)	 收获超高收视的这部戏其实剧情很老套，那为何那么受观众欢迎呢？我想朴信阳以及他所塑造的角色，加分最大！            
(3星)	 记忆深刻的是那个立拍得～～～            
(4星)	 当时挺轰动的。灰姑娘的故事由此流行。            
(3星)	 并没觉得它很经典            
(5星)	 超喜欢朴信阳  噢噢！            
(3星)	 李东健比男一帅多啦啦啦～            
(3星)	 一般，开头景色还不错，剧情和演员都一般了            
(4星)	 第一次发现眼镜男也可以很MAN            
(NA)	 虽然男主角长得并不帅，但是还蛮有味道的！Ps:戴着眼镜的成功男士            
(5星)	 我最喜欢的韩剧之一..            
(3星)	 为了它，我竟然还买了书，太不理智了            
(3星)	 但凡是灰姑娘的童话，收视都好。何况还发生在浪漫之都——巴黎            
(3星)	 看景            
(3星)	 看过之后喜欢上了大叔……            
(3星)	 当初喜欢那个女主角            
(4星)	 喜欢这种的爱情，可是都只是编的。幻想的真累。            
(5星)	 好喜欢朴信阳 支持支持！！            
(3星)	 看这种缠绵剧，我的习惯是一气呵成！            
(3星)	 巴黎很美好。。。            
(NA)	 灰姑娘            
(5星)	 宝贝儿~            
(3星)	 李东健！支持！            
(5星)	 唯一打了五星的韩剧。so far。很喜欢社长还有李东健！！！            
(NA)	 至少男猪脚不像一般韩剧那样的优柔寡断            
(3星)	 局里面唯一喜欢的人，朴信阳            
(4星)	 我还是比较喜欢看了以前有段时间喜欢看韩剧但有时韩剧还是好看的不是他不切实际只是我们谁都有那个权力去爱 那中真实的爱 只是现实已很少或已不再有            
(NA)	 我是看着这些电视长大的            
(3星)	 第一印象朴信阳很老有很丑 但不知为什么 越看越顺眼 真怀疑自己的眼神 好几年前看的 如果没记错的话 集数应该也不少 我这几年总结出的经验 集数多的电视剧 到后面都有些赚收视率的嫌疑 剧情都不是很紧密 不过剧里的李东健 很是让人揪心 很可怜 也很可恨            
(4星)	 一向看演员的我竟然觉得这部不错，足以说明演员们的演技与剧情还蛮吸引人            
(3星)	 就为了看巴黎风景，结果也只有开头有，韩剧的特色            
(5星)	 很久很久以前看的。那时候觉得超好看！            
(2星)	 彼时它声名大噪，故而小女子就去一探究竟，结果看到一个丑老男人和一个整过容还是很畸形的女人在一起不知道纠结来纠结去纠结个什么劲，遂弃之···当然也有可能是我没有深入其中，得其精髓吧···            
(3星)	 不怎么喜欢女主~~~            
(3星)	 看的时候没觉得特别好啊，可是好像反响很不错~~~~            
(4星)	 男主好像xy....- -            
(3星)	 八错，男二号还是如韩剧传统的那么出类拔萃，难得的是男主角也很有味道            
(4星)	 韩社长很可爱~~感觉他的爱情发生在不同的星球，他傻傻憨憨的学习正常人的恋爱，之后不时的搞点小浪漫，让人超级感动啊~张东健把胡子剃了之后变得超级帅~~很纠结，演的不错            
(5星)	 赚走了我好多眼泪啊~~~            
(5星)	 为什么不跟男二在一起？！！            
(NA)	 个人认为，最经典的韩剧。            
(3星)	 又一个好大叔哦            
(4星)	 我看了黑多遍,黑多遍            
(4星)	 在某个人推荐之下看的。你还好吧？            
(4星)	 男主角怎么是你。            
(3星)	 感觉还可以吧            
(5星)	 就喜欢朴信阳这样风格的男人！            
(4星)	 曹成模的主题曲把剧提升了很多            
(4星)	 喜欢男主角的霸道，喜欢看他不顾一切拉走姜苔琳，但是故事到后面有些拖沓            
(4星)	 灰姑娘与王子的完美故事。            
(NA)	 最爱朴信阳            
(4星)	 我很喜欢这个故事.            
(5星)	 灰常、灰常地喜欢。知道不太可能出现在现实中，可是单纯感动就够了，总是感觉到久违的温暖。大概不会那么幸运的得到那份幸福吧，还是唏嘘感动不已            
(NA)	 男主角比较讨喜            
(3星)	 非常十分极其地讨厌女主明明年纪一大把，还在那里用力瞪着眼睛装清纯...            
(5星)	 女人往往容易对第一个对自己好的男人动心            
(3星)	 又是个个电视台强着播的            
(4星)	 =  =每条放学冲回家  ~~还买了 原声            
(3星)	 真不知道自己一不小心看了这么多恶俗的韩剧。哈哈。            
(3星)	 依旧是灰姑娘题材的戏···看它是为了看看巴黎的景色~不过，女主角笑起来眼睛弯弯的还是很美~            
(3星)	 当时迷得要死，很久之后才反应过来里面的女主竟然是《夏娃的诱惑》里的刘主播            
(3星)	 看完这部片子喜欢上李东健~女主其实也蛮好看的~~当时还是在电视上看的呢，听着恶心的国语配音，却每天都守在电视机前面看。。。好吧~承认每个人心中都有个灰姑娘的梦~剧中的插曲很喜欢！            
(5星)	 看第一遍的时候觉得很好，之后觉得演员不太美感！            
(4星)	 我比较喜欢的早期看过的韩剧，曾经一度抵制韩剧的我，自从看了巴黎恋人后就一发不可收拾，曾经把剧中男主角的很多镜头都截图下来，佩服自己那时的动力和耐心~            
(3星)	 看不惯女主角的脸            
(NA)	 女主角表情做作。不喜欢...            
(NA)	 灰姑娘~~~哎，搞的我也想去巴黎找王子去了。 但是不是找朴信阳 哈，一定是冲着李东健去的~！            
(5星)	 超喜欢男主角韩启柱的个性，我的最爱！            
(3星)	 我很不喜欢女主角那傻样            
(5星)	 最爱的韩剧，感情是真挚与成熟的。“我像一株枯萎的花儿，坐在人群中哭泣，这时候你出现了，用手轻轻抚摸我凌乱的头发，抹去我的泪水~”我渴望这样的爱情。            
(5星)	 灰姑娘的故事并不是什么稀奇玩意儿，但是看这部片子让我接触到了曹成模，恩~~很有收获，弥补了阿哲留下的一段空窗期~~            
(4星)	 虽然说不上是偶像剧，但还是觉得很好看            
(4星)	 所有的少女心中都有一个灰姑娘的梦吧            
(4星)	 不喜欢舅舅            
(4星)	 完全冲着李东健去看的啦，那个男主是在很难让我接受！            
(2星)	 我最不喜欢的韩剧前三，估计能有这个了吧，除了李东健，其他真的是无话可说            
(5星)	 这个男人，长的虽然不够帅，但越看越可爱~~            
(3星)	 女主角的下巴是不是整过容啊  怎么看都不舒服            
(4星)	 不错啊，金贞恩很漂亮哦，虽然看起来有点“老”了，哈哈，她的fans不要砸我……            
(4星)	 好看！！！            
(4星)	 两主角都挺讨人喜欢的            
(5星)	 第一次觉得长得不够帅的男一号也可以如此有魅力！~            
(4星)	 对结局有点迷糊~~            
(3星)	 男主角开始看好丑···            
(2星)	 看到内女主角长的像松鼠一样就觉得很不顺眼。每次都盯着这只松鼠的表情研究            
(3星)	 前半段挺有趣的，中後段又開始老梗，沒看完！也不會想繼續看            
(4星)	 看了这部开始喜欢老男人了，orz            
(4星)	 很喜欢里面的曲子,我也想有一天能遇到我的那个王子,            
(4星)	 我喜欢,主题曲最喜欢            
(3星)	 难得看韩剧，当初居然是我老爸先看起来了的，然后才带动了我们            
(4星)	 当初真是喜欢朴信阳啊~            
(3星)	 一般而已！            
(5星)	 每个女人的心里都住着一个灰姑娘            
(4星)	 OST很好听。巴黎很美。我就想知道最后结局是什么，真的只是女主角自己写的一部小说的想象吗么=。=            
(4星)	 跟着老妈看的，剧情不错，就是没有帅哥美女~！            
(NA)	 额。。灰姑娘与年轻社长+兄弟纠纷。。            
(4星)	 比较经典            
(4星)	 喜欢巴黎从这里开始……            
(NA)	 不太喜欢女主角说话 带着异样的声音             
(4星)	 灰姑娘..            
(3星)	 又见灰姑娘，朴王子太迷人了            
(3星)	 那女的长得我都心动了！            
(5星)	 朴~            
(3星)	 巴黎~~向往的城市。。。            
(1星)	 老男人和老女人。。谁要看啊            
(5星)	 喜欢朴信阳            
(3星)	 无聊的时候看的，没觉得那么好~            
(5星)	 翻出来的旧剧，笑，是有那么一阵，为人迷恋~对我来说，永远是经典            
(4星)	 一段2男VS1女的传统故事.修赫最后真是很让人伤心的角色,一直是站在哥哥的身后,让人保护的人,却是伤的最深. 爱真是没有道理可讲的......短时间里我也陷入这种情绪出不来了. :(            
(4星)	 老娘看了它不下5次...这是我知道的次数            
(4星)	 迄今为止唯一看过完整的韩剧···            
(5星)	 是因为这句电影才喜欢上东健的，好开心哦，好喜欢他···            
(5星)	 傻乎乎的女主角。            
(4星)	 虽然是灰姑娘的老情节，不过看了觉得还不错            
(4星)	 还不错            
(3星)	 喜欢男二号            
(NA)	 这样子的男人..            
(4星)	 我喜欢朴信阳……嘿嘿            
(3星)	 好早的            
(5星)	 虽然男女主角并不亮丽抢眼，不过剧情真的很感动啊            
(4星)	 结局有点莫名+俗……中间不错的看~            
(3星)	 第一主角都不喜欢，而且结尾虚幻的让我很懊恼跟着浪费了这么半天感情。李东健也别别扭扭的浪费了一张帅脸。            
(4星)	 喜欢里面的大叔            
(3星)	 女主角的那个表情特夸张了，那个做作啊~~~~~..............            
(4星)	 Great actor and actress.            
(5星)	 又一部大爱……            
(2星)	 不是谁都会变公主的。            
(5星)	 百看不厌            
(4星)	 2008            
(3星)	 呵呵，老三样。            
(3星)	 shiytv            
(5星)	 非常喜欢的一部韩剧，关于灰姑娘的故事！            
(3星)	 没有很养眼的  却坚持着看完了            
(5星)	 大学时代看的韩剧 典型的灰姑娘翻身记            
(NA)	 额···不是很喜欢男主角哎     反而更喜欢男配角的角色哈哈   男主角大概是师奶杀手  估计很多女生也应该是蛮喜欢 年轻点的舅舅吧   还有那早熟的小鬼，哈哈            
(3星)	 看多了，就不觉得这部由好好看了！！            
(5星)	 超级喜欢,因为想成为灰姑娘            
(NA)	 虽然男主角很丑，女主角整容失败，但是剧情还是让我义无反顾的看下去，并爱上了它，不得不承认，主角的丑美不在自身，二是她们所演绎得角色            
(3星)	 貌似没看完            
(3星)	 有一个灰姑娘和白马王子的童话故事就是王子公主都好像老了点            
(3星)	 猴子脸女人与面包脸男人的故事~~~            
(NA)	 纪念纯真的岁月。韩剧，看了以后，会让你活在幻想的世界里            
(5星)	 灰姑娘和白马王子的现代版，太浪漫拉            
(NA)	 唉，看的韩剧太多了，感觉一个样！！！不过还是会看。。。            
(3星)	 又是灰姑娘的故事 韩剧为什么都是这种千篇一律的情节！            
(NA)	 喜欢这种感觉。            
(5星)	 童话故事            
(5星)	 搞笑感人            
(5星)	 宝贝儿、、、韩启柱这样的男人就是我的理想型、、            
(4星)	 我曾经有一段时间在做什么的时候都在想男主角在干嘛会跟我一样吗~那个时候我就知道我中毒了~现在想来真是难以置信~            
(3星)	 我怎么都不能喜欢起女主角~            
(3星)	 ........现在想起来,觉着女主角很不适合演这种角色, 而男主角也挺一般的.            
(3星)	 典型的灰姑娘 越发的不实际            
(5星)	 看过这么多韩剧，还是想说，巴黎恋人是我的最爱，虽然，剧情很童话。            
(3星)	 男主老了点            
(NA)	 还OK            
(NA)	 喜欢舅舅。。。要找个像舅舅那样的人就爽歪歪啦～～～            
(3星)	 灰姑娘的故事，不过李东健真的很帅。            
(4星)	 很早以前看的            
(NA)	 电视上无聊看的~~高中吧            
(5星)	 没话说 力荐            
(2星)	 厄~不晓得哪里好看~            
(3星)	 除了梦幻还剩什么？            
(4星)	 高中的时候看的~ 用整个双休日看完了，佩服自己，眼睛啊肿的，作业也没做，影响深刻。很好看            
(4星)	 虽然很多人对女一的长相不感冒，可是我当初还是看的不亦乐乎。            
(4星)	 这个男人很有魅力！            
(NA)	 還不錯            
(4星)	 金贞恩 对眼好闪            
(2星)	 算了啦 好烂的故事            
(5星)	 女主角换个演员就好了。剧情很好，真正的爱情，是奉献。            
(5星)	 又一个典型的灰姑娘与王子的故事--啊----很喜欢他们在巴黎那段的            
(NA)	 我能悄悄的说一句么？话说看男主角觉得真亲切。为啥呢？跟二舅长得不易般的像啊。真怀疑我那根筋错了，咱用力的拍了拍脑门。。。            
(NA)	 男猪脚好丑啊 女猪脚整容之前就很丑。。             
(4星)	 典型的灰姑娘童话故事            
(5星)	 就是超好看。。。给人无限希望            
(4星)	 朴大叔魅力四射的一部剧            
(4星)	 难得看的 韩剧 剧情老套 但我还是看了             
(5星)	 我就喜欢大叔阿~~            
(5星)	 昨天又在家重温了这部片子..喜欢朴信阳塑造的这个角色..也喜欢女主角自始自终认定男主角,没有在男一和男二不断徘徊。            
(4星)	 大爱            
(4星)	 “女人常常会幻想，人群中，自己却象朵凋零的花去其中，这时候突然有个白马王子出现，叫着我的名字，搂着我的肩膀，轻轻抚摸我凌乱的头发，而且还送到家门口，那岂不是太完美了吗？”可有时我又觉得所有的王子都一样的完美那就略微有点单调了            
(4星)	 男主角真的长得不好看            
(4星)	 good            
(4星)	 心动了~            
(3星)	 还是灰姑娘的故事，还是迷倒众生。            
(4星)	 女主角演得太做作了，很喜欢男主            
(2星)	 收视率超高的一部剧却吸引不了我，女主角的表演很夸张，浪费了两个大帅哥            
(3星)	 女主角看得有点别扭。            
(4星)	 第一部迷上的韩剧， 超迷朴大叔的            
(3星)	 听说她整容，他倒蛮不帅的~嘿嘿            
(NA)	 前面很后面不是一个档次上的饿            
(NA)	 歌很好听。            
(4星)	 当时还没抵抗力 入门韩剧             
(3星)	 记住了拍立得，记住了moon river            
(NA)	 这个女人            
(3星)	 没看完……&amp;            
(4星)	 创造了韩剧收视率的最高记录 56%? 也就是说一半以上的大韩民国子民在看这部现实生活中0.01%可能发生的肥皂剧 匪夷所思所以开了三个开头硬是看了下去 果然我对演员的要求很高果然我是人云亦云的跟风派 台词很出彩是这部剧成功的关键 喜欢金晶恩会笑的眼睛 不过看多了很腻歪 大爱李东健            
(4星)	 很喜欢里面的的音乐~            
(3星)	 再次提醒人们，贫富差距的爱情，只能是想象出来的            
(4星)	 先喜欢上的主题曲            
(5星)	 高中的时候看了很多遍，灰姑娘的美丽童话，啊……我也想遇见一个拯救我的王子            
(4星)	 印象很深的第一部韓劇, 由此開始喜歡李東健... 還蠻有看頭吧,             
(5星)	 支持            
(4星)	 张东健，恩            
(5星)	 在那个时候还是很吸引人的~            
(2星)	 喜欢女主角。            
(5星)	 朴信阳的眼神让人心动            
(5星)	 太迷恋女主角            
(4星)	 做为一个女人,你可以很傻,可以有点小迟钝,甚至有点笨,但是请记得,一定呀善良!            
(3星)	 不喜欢女主角            
(4星)	 这个成熟男人很有魅力……            
(4星)	 浪漫啊浪漫，灰姑娘再一次站起来了！影视音乐也很不错，喜欢的一部韩剧！            
(NA)	 虽然觉得金素恩真的整容整过了头，但是可爱还是能够打动人的            
(2星)	 男一女一，都无法喜欢            
(5星)	 这个编剧不错！挺喜欢朴信阳 李东健             
(5星)	 永远让人做梦的灰姑娘，剧情很吸引，李东健挂了胡子后太帅了            
(3星)	 虽然朴信阳不帅~可是偶喜欢~            
(5星)	 恩，在我十几岁的某段日子里 陪我的人            
(3星)	 说实话，他们都是演技派            
(NA)	 朴信阳大叔还算不错。            
(3星)	 韩剧看得不多。就当时来说还是觉得挺好看的。            
(2星)	 女主角太恐怖了            
(4星)	 喜欢男主o(∩_∩)o..            
(5星)	 虽然金MM整容到有点假，但是笑起来真的很可爱……剧情经典！            
(4星)	 第一部看的韩剧            
(4星)	 看的第一部韩剧，好看            
(2星)	 一点也不好看，难看shi了。            
(3星)	 !            
(5星)	 这是我看过的最好看的韩剧了，我花了整整一天半的时间把它看完了，看完后还回味无穷，真的很好看。也许几乎所有的韩剧都是灰姑娘遇上白马王子吧！可是从这部电视剧里面，我也感受到了为爱可以牺牲一切的感到，骗取了我好多眼泪，真讨厌！此剧是成功的。学到了很多，感受到了很多。足够了。            
(NA)	 不真实            
(3星)	 刚接触，以后发现千篇一律            
(3星)	 囧女主角            
(2星)	 一般般...            
(3星)	 虽然情节都还可以 但是觉得男主角更帅些就好了            
(4星)	 我最喜欢的一部韩剧            
(4星)	 女主角很可人 灰姑娘灰得有理.            
(4星)	 有些还是蛮好玩的            
(4星)	 喜欢男主角            
(NA)	 没看完...            
(5星)	 高考期间看的~            
(3星)	 男女主角都不显眼的“偶像剧”？            
(3星)	 约定俗成的灰姑娘和白马王子，韩国人每天在做梦            
(3星)	 韩国女人个个都那么美 是要付出代价的            
(4星)	 由此，妈妈爱上了朴信阳            
(5星)	 老妈眼中的经……典……！！！            
(4星)	 不可思议，很是浪漫，但是事实就是那么不完美，如果是我，我是不可能让另一个悲伤            
(4星)	 一部理想化爱情的代表作，其中的男女主角很喜欢，值得自己偶尔去回味，一个很好的男人，还有一个很好的女人的爱情            
(NA)	 女一太傻了            
(3星)	 女主不喜欢，想当年完全因为朴大叔看的。            
(3星)	 童鞋說是猴子與柱子的愛情            
(4星)	 弟弟推荐的~            
(5星)	 还是以前的韩剧好看。            
(NA)	 很喜欢            
(4星)	 花痴历史：我心荡漾花痴依旧            
(5星)	 看过的第一部不拖拉的韩剧的说            
(5星)	 韩剧里难得让我觉得很正常的片子            
(5星)	 我的最爱。            
(NA)	 即使在考研前一天也在坚持看，好像特别容易喜欢这种脸型的人呢，比如波士顿里的alan            
(2星)	 女主演太矫情、做作。。装嫩。。            
(3星)	 第一次完整看过的韩剧...            
(NA)	 i love东健            
(5星)	 那一年看过的最好看的韩剧，虽然男主不帅，女主不美，不过他们的故事却令我着迷~~~~前几集在巴黎时，就跟童话似的~~而且，男主的性格还很有趣，很多面~~~不过，结局有点怪就是了，我当年还觉得不错咧~~            
(5星)	 从她身上看到了我的影子            
(3星)	 一直没闹明白这个女的怎么有这么多人喜欢 更加不明白的是她为什么不选择李东健！！！            
(5星)	 Pretty Woman的翻版啊~ 太喜欢女主角            
(NA)	 因为是ON AIR的编剧看的，前面写的比较好，后面就……            
(4星)	 朴信阳太有才了～            
(NA)	 还好啦！灰姑娘的故事            
(5星)	 这个被我妈逼着看的。。。还不错看，剧情虽然老套，但是拍得真的不错~男主角虽然老了点，可是也很有味道。女主角很喜欢啊~~~            
(5星)	 再一遍，韩社长果然是最完美的男人。            
(4星)	 灰姑娘的故事            
(5星)	 最喜欢的两部韩剧之一            
(4星)	 看过很多次~            
(3星)	 又是灰姑娘的童话故事。            
(4星)	 高三暑假看的。很喜欢他舅舅啊            
(5星)	 原来可爱最能让人动心            
(5星)	 为毛我喜欢姜健            
(5星)	 如果真的有这样勿需质疑的人，不论态度如何我觉得都是幸运的            
(3星)	 Paris Paris            
(4星)	 大爱！！！            
(3星)	 喜欢大叔，好久啦~            
(NA)	 大学的日子让我一直记得，其实不在乎看过什么，在乎我在什么时候看了            
(5星)	 特别喜欢的一部韩剧，朴大叔在里面太帅了！            
(3星)	 还可以            
(5星)	 因为喜欢东健才看的，不过朴信阳还是很帅滴...            
(5星)	 看了3遍……            
(NA)	 羡慕女主角的寶麗來相機啊...            
(3星)	 经典 不可取代            
(4星)	 喜欢男主和女主，哎...灰姑娘的故事            
(3星)	 居然看过这么多肥皂剧            
(4星)	 喜欢修赫            
(NA)	 夢            
(4星)	 李东建真帅，很酷…            
(5星)	 浪漫感人            
(NA)	 是编剧的灰姑娘情节            
(2星)	 一直不理解为什么这部剧可以火成那样。。。            
(3星)	 当我骑着单车在阳光下飞驰的时候，总会想到这部电视剧里的女主角；当我在巴黎的大街上环顾四周的时候，我在想她投过硬币的那个许愿池究竟是哪一个。            
(3星)	 其实不太吸引我。            
(5星)	 我最爱的一部韩剧，我的的第一次就是献给它的，我喜欢这种故事情节，喜欢这个看上去有点老气的女演员，喜欢他的虽然贫穷但是很有个性。喜欢还是喜欢。            
(3星)	 因为喜欢《爱上女主播》，所以才冲着女主角来的，可男主角长的。。。但演技还是可以的。            
(4星)	 什么都不说了...就是经典呀...            
(4星)	 不直到为什么这片子在韩国那么火，我觉得很一般。女主角的面部表情实在是太夸张了，受不了            
(5星)	 貌似经典            
(4星)	 巴黎恋人            
(3星)	 看的时候就觉得那里的大叔实在是太老了，完全是为了看李东健才勉强看完的~            
(3星)	 女主好假，男主看着看着倒顺眼起来            
(NA)	 很喜欢             
(NA)	 韩剧中的战斗机            
(5星)	 这个也是经典嘛……            
(NA)	 别人都喜欢李东健我偏偏喜欢大叔级的朴信阳！            
(4星)	 女孩 你很棒 那个男人很男人            
(4星)	 其实我更喜欢修赫哥~            
(5星)	 男主角虽不够帅,但还是很好看            
(3星)	 未看完            
(4星)	 好看好看            
(4星)	 喜欢这个并不能说是非常帅的男主角。            
(NA)	 很喜欢这个主题曲            
(2星)	 ，无聊得！            
(4星)	 剧情好~对李东健的造型很无语            
(3星)	 我向往的巴黎......            
(3星)	 韩流时看的，已经忘了差不多了。            
(2星)	 不是很喜欢，所以没看完            
(NA)	 想要那个相机啊            
(4星)	 兄弟之间的争夺战！好看···            
(5星)	 李二菊的最爱！            
(3星)	 混着看的            
(4星)	 只是看过。~~~            
(NA)	 哎~            
(4星)	 东健好帅啊            
(3星)	 感觉那个灰姑娘长的不好……            
(4星)	 挺喜欢朴信阳，给人感觉很man，虽然他并不高。            
(5星)	 灰姑娘~            
(4星)	 继《风之画员》之后彻底迷上朴新阳！            
(3星)	 一般吧~            
(4星)	 故事蛮温馨的，女主角也挺漂亮，笑起来很甜            
(4星)	 看到他，想起他            
(5星)	 喜欢这个女主角~~男主角不是很帅，但是看起来很顺眼啊~~~            
(3星)	 也没看全            
(NA)	 又想起牛牛了 巴黎恋人 呵呵            
(5星)	 这个要再看一次,觉得那男的很好!            
(3星)	 一般            
(NA)	 很唯美            
(5星)	 推荐推荐看好几遍             
(3星)	 凑合  但是剧情还可以            
(5星)	 那时 你一个人 第一次 在家看韩剧~`            
(4星)	 爱情啊~永远都是童话            
(5星)	 情结不错            
(NA)	 不是很喜欢男女主角            
(2星)	 外貌协会自然对此片的男女主无感了。。            
(NA)	 更喜欢李东健。            
(3星)	 男女主人公都不好看            
(5星)	 这个女人真有福气            
(4星)	 不错 不喜欢男猪 好老            
(3星)	 主要还是不喜欢男主和女主，女主整容过度了。所以看不下去，没办法，我是外貌协会成员。            
(4星)	 女主角的性格很特别。。。很有趣的啦~~            
(5星)	 灰姑娘            
(4星)	 第一次买碟看的韩剧。也是唯一一次。韩式灰姑娘的套路。            
(2星)	 老男人和老女人的恋情            
(5星)	 经典的灰姑娘的故事喜欢里面的情节 喜欢里面的歌曲            
(NA)	 最喜欢的一部韩剧！            
(5星)	 喜欢朴信阳            
(NA)	 呵呵，里面的男女主角都很喜欢！            
(3星)	 前半部分还喜欢，后半部分基本上不想看了。不知道为什么总是被姐姐说我喜欢看，但是每次让我看到的都是后半部分            
(4星)	 圆了my童话梦....            
(NA)	 巨爱            
(3星)	 谁说我长得像女主角来着？！            
(3星)	 演员不咋地~            
(4星)	 里面李东健很帅~            
(3星)	 童话！！！            
(5星)	 喜欢！            
(4星)	 莉香坚强勇敢明亮的笑容一直鼓励着我再一次在太英脸上看见是那么感动            
(NA)	 巴黎恋人             
(4星)	 还可以吧，喜欢韩社长            
