http://movie.douban.com/subject/6110548/	对我说谎试试 내게 거짓말을 해봐
(5星)	 超喜欢，有很多小细节处理得非常好！虽然也有不足的地方，但是可以忽略不计！            
(5星)	 喜欢恩惠!!!!!            
(4星)	 没什么剧情纯粹看演员的颜。最白烂的爱情剧啦~~但看肥皂剧不就求个轻松嘛~~            
(1星)	 编剧太差，浪费两个演员，男主近年来没好作品，再不起来，估计要沉了。            
(3星)	 好久没看韩剧了，怀念一整天抱个电脑在床上的日子。用来打发时间还是不错的。男一的西服衣领配饰绝对是亮点。男一怎么看着象周杰了，男二和小秘书都不错，女二眼睛小啊！            
(4星)	 韩剧就要追着看才好看。。。            
(2星)	 情节拖沓老套又冗长            
(4星)	 开头不咋好看，中间还不错，最后有点拖沓。。            
(4星)	 超喜欢尹恩惠的·玄奇俊的正太秘书绝对是亮点，上辈子估计是丘比特吧。哈哈···            
(3星)	 十二集以后基本就是在注水了            
(3星)	 烂俗剧情，可是看着好欢乐哦结尾太无力，不推荐了            
(3星)	 一开始还觉得挺好看的，看到最后几集完全是为了给自己追这部剧一个交代了。。。            
(NA)	 编辑个脑残！男主这个角色实在是太烂了！            
(3星)	 这剧里的中文听着纠结啊，三颗星给一些漂亮的衣服和鞋子~            
(3星)	 本来是去看尹恩惠的，没想到又被这个韩剧给套牢了，看下去~还挺娱乐的~            
(3星)	 剧情依旧要多狗血有多狗血，冲着女主看的。//&#34;我不是想要结婚，而是想成为结了婚的女人。&#34;剩女的辛酸估计我过几年就能体会到了。//不想追下去了……            
(NA)	 完全就是没事做，然后冲着尹恩惠去看的，还行，有些地方还是被感动到了，偶就是一感情泛滥的人啊~            
(3星)	 尹恩惠演的挺好得 比男主要好 呵呵 不做作 挺真的~狗血了,,,            
(4星)	 还不错的韩剧.            
(4星)	 超搞笑的！            
(1星)	 谁说的 再好的演员也敌不过酱菜缸一样的编剧            
(2星)	 直接看得最后一集            
(NA)	 破则该的女2的鼻孔和欲罢不能的男2的中分呐~~~            
(3星)	 我喜欢朴勋喇..O(&gt;_&lt;)O~  朴勋！！！！            
(3星)	 剧情又落了俗套，后面完全没看下去的欲望            
(3星)	 笑一笑就过去的片子            
(3星)	 鬼扯啊。。。鬼打墙啊。。尼玛兄弟俩怎么就能老是喜欢同一个啊。。。双胞胎也木有酱紫啊。。。闹哪套啊这是！！！            
(3星)	 7.4？明显高了啊……            
(3星)	 前面也是看主角来的，后面觉得一般般，韩剧的老套路。主角都是不用工作吃饭的那种，只知道谈恋爱。            
(4星)	 泡菜剧~解解月火日的无聊            
(3星)	 因为兔子姐姐才追这么无聊的一个剧~            
(3星)	 女主演什么都是一个样子；男主的说话声好尖啊，是我以前看国语加油金顺时没有想到的；文艺男弟弟鼻子有点大其它OK。总之有槁笑可看可不看。            
(NA)	 闷骚男穿粉红色西装还蛮Q的嘛。            
(4星)	 尹恩惠 衬衫控！            
(4星)	 凑合，就TMD无聊才看。            
(3星)	 前面实在是不咋的，后面还行``            
(3星)	 10集之后就是个大烂剧            
(4星)	 结局篇没法看，其他还好            
(3星)	 弱智肥皂剧。。。            
(1星)	 额……狗血的剧情阿            
(3星)	None
(4星)	 蛮可爱的一部 童话感            
(3星)	 最后几集真的非常的无聊啊、            
(5星)	 正在继续。。。。加油！！            
(3星)	 算是看过了……            
(2星)	 后面比较糟糕            
(3星)	 一颗星是给尹恩惠的            
(3星)	 跟着晕妈乱看 男主真的是不怎么帅。。。            
(5星)	 喜欢            
(4星)	 终于结局，男女主角幸福的结婚了。然后，我们学到了：有时在谎言中，往往隐藏着比事实还要炙热的真相。             
(3星)	 不追了 没意思            
(3星)	 Like a pouring rain...            
(NA)	 好无聊哦            
(2星)	 和我的公主一样，看了两集就实在无法看下去了            
(5星)	 雖然劇情不新鮮，但是看起來挺不錯的，劇情緊湊，也有些讓人意外的部份。會讓我有觸動的地方。尹恩惠的演技挺好的。            
(4星)	 躲避你电话的时候就是分手的预兆            
(1星)	 只是那尹恩惠的衣服风格·大爱·衣服品味随着剧集也越来越差了            
(3星)	 姜志焕老了，没原来可爱了            
(1星)	 两个男猪脚太水了吧 哥哥总抽筋 弟弟死鱼眼            
(3星)	 打发时间还是可以的            
(3星)	 男的好纠结，伤了两女。            
(2星)	 男二长的像某J，，，被催的，，，            
(4星)	 冲着尹恩惠看的，现在看到第七集，因为对等更新很不爽，所以慢慢来。目前为止觉得还蛮有意思的，可惜里面男人都不咋地，除了萌系小秘书以外，哦吼吼~~            
(5星)	 超爱！            
(4星)	 要是有3.5星就好了~~编剧开始胡编乱造了，但是不妨碍它的娱乐可观性~~男二不错哦~~            
(NA)	 开始看韩剧，说明真的疯了……            
(3星)	 看尹恩惠来的，11集换编剧后，就只剩下男女主角撑场面了，剧情真是烂了            
(2星)	 ……坐个凳子也能翻过去的女主…………你怎么不喝口凉水都塞牙啊 哦好吧 您真的喝口凉水就塞牙了            
(3星)	 终于看完了T T 前面挺好看的 后面越看越不好看 有些集就是为了充数、赚钱            
(4星)	 rich man attractiveness            
(4星)	 一个通宵，看了十集，对韩剧没有免疫力~            
(5星)	 神奇的开头~喜欢尹恩惠 就是木有更新完            
(4星)	 中途换了编剧。            
(3星)	 男主角不够帅            
(NA)	 这几天迷上尹恩惠了。            
(3星)	 冲着女主去看的   男一男二太差啦~            
(4星)	 尹恩惠真的很适合演平民女子，很真实            
(4星)	 `            
(4星)	 最后第六集的结尾的插曲            
(5星)	 喜欢恩惠的出色演出~无论如何，在追剧的过程中得到幸福~            
(4星)	 描述女主角在伤害了自己朋友面前的那种想法。表现很不错，情节也很不错，男主角的声音有点。。。            
(5星)	 第一次追韩剧追成这样等更新，发帖吧，要买里面衣服，找吧友发歌喜欢女二里面的衣服，其实她很好，就是有点悲情因为喜欢尹恩惠才看的，之前的剧情很好看听说中途换编剧，换过后一开始不能接受新的风格，好在后面还行恩惠里面嘴唇很好看            
(NA)	 嗯嗯，不是我的菜啊，没看完。。。            
(2星)	 依旧无营养无存在感又进展太慢。中间那段中文真可怕。            
(3星)	 只够消遣。又是烂肚            
(5星)	 喜欢男女主角，剧情幽默诙谐~              
(3星)	 可爱的尹恩惠 不过 姜志焕 还是范er 不够诶            
(4星)	 阴差阳错的一对~完美大结局~没超过20集的韩剧哟~            
(3星)	 不晓得小伊的眼袋怎么那么明显呢？情节太一般了，勉强看完了。            
(3星)	 前半部分还行吧            
(3星)	 最喜欢的那个镜头是尹恩惠去机场送他，给他那支笔的画面，姜志焕牙齿咬住下嘴唇，嘴角上扬，带点羞涩带点舍不得，其实内心呢甜蜜的要死。这种感觉深得我心呀~            
(3星)	 烂尾的结局            
(3星)	 只为了看尹恩惠 话说他们情侣还是很欢喜的            
(4星)	 王子和灰姑娘的happy enging             
(2星)	 我就想看看黔驴技怎么不穷            
(3星)	 一开始还看得津津有味的，后来越来越看不下去了，结束之~            
(4星)	 俗套小韩剧、不解释。            
(4星)	 尹恩惠太可爱了！！！男主角看着也算顺眼，也没有过多的蛋疼情节~            
(1星)	 别对我撒谎~尤其是在剧情和智商方面            
(5星)	 最近很值得看的一部剧了啊~~~~~            
(4星)	 棒子剧就是狗血，不过看的很欢乐。。。嘻嘻            
(3星)	 冲着加油金顺去的            
(4星)	 虽然也是小白的韩剧，但是，我还蛮爱看的~我有很久很久很久不看韩剧了。。。哈哈，我觉得弟弟还挺帅的，还有帅帅的男秘书~男主当然也帅了~            
(1星)	 完全是尹恩惠。剧情实在是烂到家。            
(3星)	 主要是女主有几件衣服还不错。。我主动忽略男主的脸。。剧情很一般，男配女配也很一般。。。            
(4星)	 每天下班回到家，就看看。前面的剧情很一般，索然无味。可是从后面几集开始，就觉得还不错。挺喜欢尹恩惠的，演技我不懂，但是她演出来的那种感觉味道，就挺讨人喜欢的。            
(4星)	 开头比较好看 后面么又是老套路了 总有个女二出来乱的            
(4星)	 虽然最新一集开始有点俗套了。。但是。。。喜欢老男人！！！            
(3星)	 棒国剧都喜欢半调子，前面还蛮有爱的，后面拖沓的一塌糊涂            
(5星)	 不错~            
(1星)	 不理解里面的所有爱情关系。            
(4星)	 编剧还行  编剧总是要丰富想象 呼 挺好听的韩语啊啊啊            
(4星)	 最后烂尾了。。。不过前面不错。。喜欢尹恩惠。。。            
(4星)	 结局真的很无聊……            
(NA)	 男二长得好像汤唯。。。            
(5星)	 集集都有吻戏呢 孔雅婷说樱花没有了的时候我居然哭老            
(3星)	 前女友什么啊..... 弟弟很帅~~小秘书很可爱~~            
(3星)	 E............            
(1星)	 晕，这年头了我还迷这戏。不能容忍我自己啊~~~~~~~            
(2星)	 好好一个剧编剧编啊编啊就变成便便了            
(5星)	 这部很不错··一周才更两集··纠结啊~~~            
(4星)	 大爱尹恩惠            
(4星)	 其實我覺得很狗血...可是也是看各人都狗血這個詞的理解...看這部戲 其實 真的有情景 能讓觀眾跟著一起難過 感動 開心 覺得搞笑所以 看一下吧^^            
(4星)	 说实话一般般，前面太扯。后面太煽情。            
(3星)	 前面还行 后面真没劲            
(3星)	 麻木乐。如果不是某人说很搞笑我肯定会弃的。。。事实是真的没嘛搞笑的点啊。不过算乐。算是陪我度过了某段时光。            
(4星)	 姜志焕长的太像海鸣威啦，            
(3星)	 其实，我真的是觉得这个故事超级浪漫，但是显得太假！！！            
(5星)	 灰常 稀饭！！！            
(3星)	 貌似尹恩惠主演的电视剧收视率、口碑都不错呢，追剧中~~~我追的剧真是太多了~~~            
(4星)	 从第七集开始，觉得好看，现在焦急等待更新中            
(3星)	 麻麻地~~            
(3星)	 有时候韩剧不一定要好看，我只是想看看而已。            
(3星)	 一开始纯粹冲着尹和姜去了，看到可乐那段，哈哈哈，才觉得有感角啊~~~            
(4星)	 我们不是想要结婚，而是想成为结了婚的女人。            
(4星)	 倦怠期，需要一部韩剧来弥补青春，哇哈哈~            
(4星)	 还没领悟到名字的含义耶~            
(3星)	 最后一集死活不想看了            
(3星)	 放松咯~~~~~            
(2星)	 如果不是喜欢恩惠，不会看下去。            
(4星)	 一开始是想起以前的我觉得剧情还可以看到最后 只是为了看个结局悲剧啊 导演失望了            
(4星)	 很不错的电视剧，为什么收视率在韩国那么差，咳，品位不同啦！~~            
(2星)	 再改分数。。越后面月无聊了~            
(3星)	 面瘫男有点。。无语            
(5星)	 赶脚不错哈~不过男猪脚有点难看……            
(2星)	 等shi俺了！！！最好发现竟然是部烂剧！            
(NA)	 小跟班不错呀            
(4星)	 挺有意思的呢。            
(2星)	 剧本很烂              
(2星)	 本来打四星，后半段难看得让我兴趣一 减再减，对不起了恩惠，虽然我挺待见你            
(3星)	 也就为了尹恩惠随便看看            
(3星)	 星星给尹恩惠和小观点还有那个傻傻的秘书哈哈哈            
(3星)	 嘛刚开始的无限欢乐被烂尾了……不能违心的推荐啊……            
(4星)	 好看好看，纠结啊，色长一定要和恩惠在一起啊。            
(4星)	 纯粹看人去的            
(4星)	 剧情老套，狗血，夸张。但小婷遇到的问题确实反映了许多剩女的现状。不再是单纯的友情，而是拼老公拼工作拼家庭拼和睦。替那个贱贱的同学感到悲哀，除了男人她还有些什么，有宇宙的法则么？            
(3星)	 四集弃            
(3星)	 刚看了一集，我怎么觉得姜志焕的脸有点胖了呢。最喜欢他的《加油！金顺》            
(2星)	 很垃圾 我强忍着坚持看完了            
(3星)	 尹恩惠也到了演剩女的年龄了啊···男主丑死了···女人的嫉妒心啊···惹的祸啊···又是契约啊···韩剧没创意了啊···            
(3星)	 才更了8集，剧情也是在现在才有了突破性的进展。喜欢尹恩惠，也喜欢这样有张力的爱情故事。;看完结局，才知道太坑爹了，改三分吧            
(3星)	 在美剧国产各种荒了的情况下,我又开始大肆的进军棒子市场.男女猪脚恰好都是我的菜于是就看了起来.路线一成不变的还是玉米味浓重.哎...果断的说 姜大叔还有尹童鞋都明显的&#34;圆润&#34;了不少.啊..            
(4星)	 我能追完个韩剧不容易吖，Mark之，虽然大结局差点儿骂娘...            
(2星)	 我只想看到故事的中间，在挫折中成长，因为那往往是真实的，最后的美满往往是遥不可及的童话            
(3星)	 6分            
(2星)	 逻辑勉勉强强，主要看的是女主角的演出。            
(3星)	 我不是想要结婚，而是想成为结了婚的女人            
(5星)	 主要就是看恩惠，看看轻松的爱情喜剧~难道真要拘泥什么剧情太牵强不合理什么的~反正我是看的一直笑不断~很开心的一部剧！            
(2星)	 好吧，前面一两集我还是认真看了的，从第三集开始，就完全失去了看下去的勇气。。。完全无新意嘛，别以为剧情凑凑，抄抄，补补就能播出了。要不是有尹恩惠在，我真的连第三集也不会看。。。好吧，我果断要弃剧，转战《城市猎人》！            
(5星)	 小秘书好可爱啊！！            
(3星)	 最近能有个好看的男演员嘛            
(3星)	 除了男女主角是我喜欢的，对剧本其实挺无语的……            
(5星)	 好看好看             
(NA)	 很想看啊  在线看啊            
(3星)	 男女主角是支撑我到最后的原因！后面剧情无比拖沓！            
(4星)	 喜欢尹恩惠.....            
(5星)	 看得心痒痒 但可惜烂尾了            
(3星)	 坑爹的编剧            
(4星)	 秘书是个小可爱~太萌了            
(2星)	 烂尾了。            
(4星)	 其实我就是看上了尹恩惠的一个包包……于是我就开始看剧了……= =            
(3星)	 前八集很好看，后八集很垃圾            
(2星)	 果断弃剧了。姜志焕老了胖了，声音也让我接受无能；尹恩惠还是咖啡王子里好。编剧很狗血，莫名绯闻的爱情开始，不想继续了            
(4星)	 很久不看偶像剧了  但是这个蛮好看   就是男主角实在长的一般。。。            
(2星)	 富二代，，，富二代，，还是富二代，，能不能不是富二代，，            
(2星)	 尹恩惠~你好可爱~            
(4星)	 伊恩惠 还有方成俊的笑容...迷 哈哈 追梗。。            
(3星)	 只能说越看越觉得烂尾……            
(1星)	 还是《王子咖啡一号店》好。秘书不错。            
(3星)	 剧情有点拖沓，有时有点让人不耐烦            
(2星)	 不喜欢。虽然喜欢女二的气质和男主的声音，但是剧情太差。。。特别是后半段，前半段我坚定地支持男一女一，结果越到后面越支持女二甩了男一吧！！给两颗星仅表示不推荐看。= =~            
(3星)	 没有宫的人气，也没有咖啡的热气，还是喜欢那个短发的咖啡王子~这部戏在这个档期出现~显然不会有很高的收视率~两个好演员拯救了一个烂编剧……            
(NA)	 很可爱，有点甜蜜~            
(2星)	 天啊 我竟然弃剧了            
(5星)	 极力推荐这部剧，虽然编剧有点狗血，没拿好剧情，但是尹恩惠的演技不错，支持恩惠。。。。            
(4星)	 好吧··韩剧真是一个坑····            
(5星)	 看主角的一举一动。和她一起笑一起哭            
(3星)	 剧情弱，逻辑差。            
(4星)	 尹恩惠真是蛮可爱的啊            
(5星)	 最近迷韩剧啊，迷韩剧，好喜欢，弟弟穿衣的剪裁真不错            
(3星)	 前十集有看头。。。。之后的。。。就有点拼拼凑凑了            
(NA)	 看这种电视剧，省心！中途上个厕所，做个小餐，去趟超市，回来接着看，依旧看的懂，，            
(2星)	 虎头蛇尾 男主的装精做作 编剧的泡沫 这两颗星给服装和女主吧            
(3星)	 额...说实话，编剧真不咋地，不是靠这几个演员撑着得话，应该是部烂片。用一句话概括一下：韩国人喜欢生活在谎言中，无论何时何地。            
(3星)	 结局其实还是那么的不给力呀            
(3星)	 姜志焕这演的太装了啊!剧情太单调，适合初中时代的我，跟以前的王子灰姑娘一个套路，就是修的现代点，这也是需要的，骗骗现在的初中生，不过00后不可小觑可能他们也不要看了==            
(3星)	 越看越无聊。。。            
(3星)	 尹恩惠姐姐...您終于演了一部我不愛看的韓劇= =..            
(3星)	 冲着女主角而来，不过中途不好意思，弃了            
(3星)	 玄社长那多变的领花啊~            
(4星)	 最近的大爱 特别是最新的那集 那个喷可乐桥段是我的大爱啊            
(3星)	 后面几集表示失望了            
(2星)	 成俊！            
(2星)	 除了尹恩惠勉强能看以外，其他的是在没法儿入眼。主角都不养眼，还看什么韩剧啊。剧情也很差劲啊，一点儿都不“喜剧”。            
(3星)	 萌男猪娘娘腔            
(4星)	 社长摇可乐，笑S我了，后面又被虐S了，快虐男人去~            
(1星)	 男主角有点娘，剧集太烂。            
(4星)	 酸酸甜甜 恋爱的滋味～            
(NA)	 纯属无聊，果然·····            
(4星)	 剧情一般，但有搞笑情节和尹恩惠的萌表情就够了            
(3星)	 我突然发现男主生日和我同天- -这样算加分理由嘛 尹恩惠还蛮可爱的- -无聊的时候追这样的搞笑段子看还蛮解闷的虽然是俗套的灰姑娘模式            
(2星)	 看一开始就知道剧情了。            
(3星)	 从第五集开始编剧就疯了。。。            
(5星)	 之前都是无厘头的巧遇，造就了后面2人的爱情。听不错了。            
(2星)	 有点像拼盘，剧情都似曾相识            
(5星)	 我就爱恶俗啊！            
(4星)	 整体还可以，尹恩惠里面休闲、office的打扮居多，都是不错的搭配，姜志焕的演技不错，没想到是双鱼男，演艺圈的双鱼男不多啊，没想到还挺优质的！            
(4星)	 虽然尹恩惠整的变丑了，但还能坚持下去，男主太大叔了，男二一比成了帅锅。虽然情节老套，但半年没看韩剧的我也坚持到了第七集。            
(3星)	 从第5集开始渐入佳境。还不错~后面可真是难看到一定程度啊。。            
(4星)	 偶像剧就是这么纯朴的狗血才好看……            
(3星)	 看帅哥 看美女 就够了            
(3星)	 全会长的中文听得我要抽筋了            
(3星)	 这部剧重点不在剧情 我说尹恩惠有几套衣服啊包啊都搭很好诶~~~  真心好看诶~~~            
(3星)	 冲着尹恩惠去的~            
(3星)	 前10集很好看 现在越来越狗血            
(3星)	 不知道为什么，恩惠的发型让她总是看起来很老气。姜帅哥有的地方表演的痕迹太深，不自然。            
(3星)	 大叔= = 发花痴啦？- -~开始还有笑点，后面很无趣~            
(5星)	 我觉得很好看啊  尹恩惠真的没得说了 男主角多看看就顺眼了~            
(3星)	 果然是开始好看 后面难看的韩剧风格            
(3星)	 弃之。            
(4星)	 成熟点的人的恋爱观，比以前的泡沫剧有些深度。。。。            
(5星)	 刚看了第七集，好喜欢尹恩惠            
(3星)	 一粒星给姜志焕 一粒星给两位秘书 还有一粒给尹恩惠每集必糊的眼线            
(2星)	 姜志焕的挑眉看多了觉得蛮恶心的。            
(NA)	 10x  从眼镜秘书流利地报出社长的腰围脖围臂长腿长脚码，我就不能淡定了，这就是奸情啊。社长说了：周日和你看爱情剧，违背了我的信念。尹恩惠说：“等等，请跟我说清楚。…还喜欢那个女人吗？”我竟然想哭。第八集哭了啊啊啊。后面几集就渐渐俗套了。            
(4星)	 姜志焕的面瘫脸居然越看越有喜感            
(2星)	 没看完，不想看下去了…            
(NA)	 好像回到了18岁，TOT，            
(3星)	 大概是日剧看多了，看到11集就看不下去了。。            
(4星)	 挺不错的。            
(2星)	 最后实在看不下去            
(4星)	 喜欢里边的弟弟~~尹恩惠穿衣服挺好看滴值得借鉴捏            
(4星)	 韩剧什么的我放弃。。。。。不过尹恩惠好漂亮 男二挺帅的~~ 那个秘书很帅很可爱~~为这些人物加上四个星= =            
(3星)	 男主角是gay?又是潦草结局了，弟弟呢，苦情的弟弟~最后连个露脸的机会也没给            
(5星)	 虎头蛇尾的剧 节奏不是一般的慢 不是冲着女主根本不会看            
(2星)	None
(NA)	 看到第七集了，怎么感觉剧情和我叫金三顺很像啊。            
(3星)	 越到后面越虚伪            
(4星)	 大龄女青年的故事            
(2星)	 编剧太差            
(2星)	 NC            
(3星)	 随便看看            
(3星)	 只是冲着尹恩惠            
(1星)	 垃圾编剧            
(3星)	 又是个只能看前半部的剧            
(NA)	 听着都是挺耳熟的，可是....语言不通，不知道歌曲叫啥名字呢！            
(3星)	 冲着尹恩惠去的，不过剧情真的不咋地~~            
(3星)	 开头还好后来不行            
(3星)	 嫩们都错了，其实小兰才是真正的女猪脚！！！             
(2星)	 剧本坑爹！            
(5星)	 尹恩惠是好看 看不厌            
(2星)	 从开始出了两集开始追剧（不是渴望型的 是有出来了就看下下）。。越来越难看 。。到出最后两集的时候连看的欲望都提不起来。。挨完快一个暑假终于看完了最后两集。。呼~~跟我的公主一样不好看 是今年追的两部烂韩剧            
(2星)	 11集之后觉得男主就是一混蛋。            
(4星)	 还可以            
(1星)	 犯贱啊…………我好爱成俊啊~~            
(4星)	None
(3星)	 跟金三顺的模式好像，剧情也就2星，1星给尹恩惠            
(4星)	 除了恩惠，木有看头。。。可是冲着恩惠（还有那个小秘书哈哈），还是要看的～～            
(4星)	 伊恩惠喜欢~            
(2星)	 后劲不足，烂尾，尹恩惠虽然有人气在那里，但是感觉演技还是不行            
(NA)	 爱情，本身就是一件不可思议的事情，喜欢上不可能的人，变成不可能的自己            
(3星)	 电视剧一般般，不过里面那首男女对唱的lovin ice cream还算蛮好听的            
(3星)	None
(3星)	 渣剧本            
(3星)	 No logical!            
(4星)	 简直就是韩国版Much ado about Nothing么            
(3星)	 说实话！韩剧中灰姑娘的题材太多了！大家估计去看也没想在剧情方面来太惊喜！本身就是来轻松或是看点喜剧的！前期这种效果是有些！很喜欢女猪脚那种大大咧咧，可爱，率真！！还有当剩女的那种无奈与凄凉！让人感觉入木三分！可是是1为了凑够16集吗！两人关系一确定！实在剧情物语！只能让女猪脚做作            
(4星)	 每次看完一部电视剧或者电影都会有空落落的感觉。尹恩惠还是很喜欢~~~~            
(2星)	 两个都肥了估计编剧脑袋更得肥大，这故事。。。            
(3星)	 剧情到后面有点拖沓了，有些情节也很牵强，不过演员的表演很不错啦，特别喜欢恩惠的气场~~            
(3星)	 要是平时的话随便看看也行 杯具就是谁让你跟最高爱情一起上档呢~唉 恩惠同学谁叫你当初推掉秘密花园            
(2星)	 越往后看越狗血，不给力            
(3星)	 男人啊，男人            
(3星)	 超喜欢第六集那首插曲hee young----Are You Still Waiting            
(3星)	 爱恩惠             
(3星)	 真心的。。。这个剧情太无脑了。尹恩惠你从宫到现在演技就没啥变化啊            
(4星)	 更新吧 更新吧~~            
(2星)	 木有帅哥~~            
(3星)	 确实不想继续看下去了。。。            
(4星)	 尹恩惠的片儿就是明明很脑残就是想看下去，看她到底能脑残到什么地步……            
(2星)	 再不是因为尹恩惠，我一颗星都不想给！            
(2星)	 剧情有点乱乱，情节也是一跳一挑！只因恩惠            
(3星)	 我来提醒自己还年轻的证明  果断没看下去啊             
(3星)	 浪费了般配的CP，中间的剧情转折太狗血。            
(4星)	 喜欢尹恩惠~~~~            
(3星)	 一般俗            
(3星)	 剧情真是让人有点蛋疼啊！！！            
(3星)	 虽然剧情老套，但是还是有新的地方            
(2星)	 努力撑到十四集，还是决定弃剧。            
(3星)	 男猪太丑了            
(4星)	 冲着尹恩惠去的，男一和男二越看越有爱，还可以吧~~            
(3星)	 稀饭尹恩惠 前面还挺逗的 后面一搁置就看不下去了            
(4星)	 其实也不是很喜欢很喜欢尹恩惠  但是她演的电视剧我全看过  姜志焕是年龄大的缘故吗？感觉他发福了  剧情啊太纠结  起伏太大有点接不上趟            
(3星)	 再好的演员都需要一个好剧本 啊            
(3星)	 就那样 都没看完 对韩剧越来越没感觉            
(3星)	 完全是因为有尹恩惠才看滴～～ 可是剧情不是一般滴俗滥呀～～            
(3星)	 说实话到后面就不好看了            
(NA)	 姜志焕的大脑门和宽了的饼脸我实在是嫌弃            
(NA)	 多少女人想要成为结了婚的女人            
(2星)	 我要说终于结束了~要不是俊男靓女我真的无法看下去了，整个一个狗血、混乱加牵强的结合体。这是我今年看的最差的电视剧了~真心不推荐~浪费时间~            
(4星)	 搞笑：）            
(3星)	 前女友蛮惨的呀。。。            
(3星)	 人物都很可爱，剧情也没太折腾人，不错            
(4星)	 好冧好冧吖            
(3星)	 我爱男猪女猪不解释~            
(3星)	 一般，希望尹恩惠接点有深度的            
(3星)	 。。。酸死人不偿命            
(2星)	 完全是冲尹恩惠去看的= =            
(2星)	 没了工作跟没了爹娘一样，至于么...            
(3星)	 还行            
(NA)	 终于开始想看了            
(3星)	 完全冲着尹恩惠            
(NA)	 睡觉前听听声音~ （这故事荒诞的厉害）            
(3星)	 一部无聊的喜剧，打发时间的话也还行            
(5星)	 结尾有点烂。但总体还是很欢乐的。            
(4星)	 编剧比较弱~            
(3星)	 11集弃。前面还比较有趣，越看越苦情，剧情也有点脱节的感觉。果然编剧不能随便换。            
(3星)	 一个演员一个星            
(4星)	 一直喜欢尹恩惠，意外收获了长得像我老公滴男猪脚哈哈            
(2星)	 편집이 뭐하는 거야? 키스신 그렇게 나와도 돼? 아우...창피해            
(5星)	 冲着尹恩惠看的，除了剧本不给力，里面的两个主演都演得不错！~~            
(3星)	 同 玛丽外宿中和我的公主            
(4星)	 很搞笑            
(3星)	 不建议看，会对两位主角感到不值的一部戏。            
(3星)	 后面有点太狗血...            
(3星)	 基本上处于越看越失望。            
(2星)	 不喜欢男主            
(3星)	 喜欢尹恩惠 男猪脚太丑了              
(2星)	 冲着尹恩惠去的 第10集 暂弃            
(4星)	 挺喜欢女主角的，所以追了···            
(3星)	 搞什么，怎么到后面烂尾了！            
(3星)	 很轻松，很可爱！！！一开始比较有劲，后来就一般般了！            
(2星)	 编剧太烂，浪费了演员            
(3星)	 很搞笑啦这个~~~~一直都很喜欢尹恩惠。。。剧里很喜欢玄尚熙。。。MS是个新人            
(2星)	 果断腰斩!!跟《城市猎人》一起看 简直太坑爹了！！            
(3星)	 两个男主都不帅！不过男一的秘书很帅哦~~~自从男主感情路线开始狗血到发疯然后男一开始卖萌发嗲之后我就观看无能了！            
(3星)	 还挺喜欢他们相互扶持相互帮助的剧情            
(3星)	 虎头蛇尾. 除了前两集还能勉强凑活.后面编剧无力. 剧情无力.             
(5星)	 发现那个大叔也挺帅的，不过我们恩惠实在是太漂亮了 ^_^            
(4星)	 最后一集看的我乐呵乐呵的~            
(3星)	 普普通通咯。。。典型的爱情剧。。。            
(3星)	 编剧不行啊，尤其是后半段的剧情真是各种%……￥#@%&amp;*            
(3星)	 男女主交集太少了 男二哪儿像90后了= =长的好老 想弃了都快  我终于还是弃了它            
(5星)	 最近好像男主答应了女主的谎言—结婚？好期待啊~还好~ 蛮好看的~            
(5星)	 搞笑            
(NA)	 越往后越觉得没意思，但是也坚持看完了            
(4星)	 冲着尹恩惠我就要追啊~            
(3星)	 尹恩惠 真得好好看啊            
(3星)	 不喜欢男主角，依然爱我的女王，尹恩惠！哈哈！但是开始觉得韩剧有点墨迹了！            
(NA)	 男主角成熟稳重，偶尔搞笑是我的菜呀~~            
(3星)	 期待后续发展给给力啦~~~            
(2星)	 剧情太没劲了             
(3星)	 呃...本来很期待的，但是看完评论后就突然不想看了~~~8过...恩惠啊~~~我还是最最最喜欢你啦！！吼吼吼吼~~~~O(∩_∩)O~            
(3星)	 剧情真的好一般啊。            
(3星)	 现在韩国编剧是越来越不给力了            
(NA)	 后面好无聊            
(2星)	 韩国已经没有看的过眼的男猪脚了吗！！比拜托小姐的那位还不如！！伤天害理啊！！            
(2星)	 脑残的编剧！！！            
(4星)	 前面好看很多，后面太矫情了            
(3星)	 看过很多契约的。。这个最不符合逻辑= =            
(3星)	 “我不想结婚，只想成为结婚了的女人。”            
(5星)	 就是脚得相对于更脑残的韩剧，这部剧情节虽然不靠谱，但是放松心情还是不错了，男一女一很可爱。看韩剧，本来就不能和情节较真……            
(3星)	 就是个爱情剧嘛~也不是很矫情~就是很温馨~一颗星是因为男二镜头太少而扣掉的。。。            
(NA)	 老了老了，这样的偶像剧也就看看凑凑热闹罢。            
(3星)	 纯属娱乐            
(3星)	 很一般            
(2星)	 很韩剧            
(NA)	 弃剧            
(3星)	 忍不住的想快进。            
(3星)	 尹恩惠的打扮是亮点            
(4星)	 男女猪都是我喜欢的演员，是不是期望太高了？有点小、、、、小、、、、真的是小、、、、失望            
(3星)	 喜欢姜志焕。            
(3星)	 老套的故事主线下，演的还不错。。。            
(4星)	 两个大爱的演员终于在一起演了一部戏~~女二号实在长得太丑了，那嘴难看的……            
(3星)	 男女主全面期待，男女二号全面讨厌            
(4星)	 我觉得这部剧到后面很明显编剧脑残了啊= =             
