http://movie.douban.com/subject/2190914/	桔子红了
(4星)	 喜欢李少红的剧            
(5星)	 美°            
(4星)	 记得她的刘海，买了那样的服装，记着去照几张那样的照片，想着就很美好了。。。            
(5星)	 衣服真好看            
(3星)	 李少红我曾经很喜欢你，谁让你糟蹋红楼梦= =            
(5星)	 周迅的扮相让人心碎。凄凉的结局。            
(4星)	 含义深刻没咋明白没办法 看的时候年纪还小            
(3星)	 很纠结的文艺片。            
(5星)	 非常美的剧 难得里面所有演员都发挥出色 周迅和黄磊都是我极喜欢的 然而从人间四月天开始我就觉得他们还是做朋友的好            
(3星)	 只记得周迅在最后难产和那场凄冷的雨~~            
(5星)	 秀禾用筷子吃牛排那段表情特好，周迅是天生的演员            
(4星)	 李少红的风格            
(NA)	 好多漂亮YY。            
(3星)	 =    = 依然妖娆的周迅和依然骇人的公鸭嗓            
(4星)	 很喜欢李少红的风格            
(5星)	 虽然还特地去看了书，不过还是觉得电视是美化了这个故事的。周迅的秀禾自不用说，跟黄磊的戏演得非常好。不过二太太对着情人唱《夜来香》的时候却似乎更加感动。            
(5星)	 原来小时候没看懂！            
(4星)	 一直喜歡周迅。這個成熟又內斂的江南小女子。            
(NA)	 那时候迷黄磊迷得七荤八素的            
(3星)	 多猎奇啊            
(4星)	 李少红啊            
(3星)	 黄磊的主题曲，还有凄美的剧情，爱情的结果真是，唉········            
(4星)	 李少红的精品作品。景美人也美。            
(3星)	 除了压抑还是压抑            
(NA)	 跟着妈妈一起看的            
(4星)	 看到那一片桔林  让人太眼馋了 像是色香味俱全的大餐            
(NA)	 支持女性导演            
(NA)	 又是小时候一部恐怖的电视剧。            
(5星)	 这部最喜欢了            
(4星)	 对剧里老宅子的天井印象深刻            
(NA)	 最触动我幼小心灵的老国产电视剧，以至于长大后想到它就会想到“深度”一词。            
(4星)	 制作精良是李少红的片子的一贯风格            
(4星)	 那一苏阴冷，雾气，哀怨，江南，橘子            
(NA)	  看到周迅死了我居然哭了            
(4星)	 喜欢黄磊看的，不喜欢周迅            
(4星)	 挺美的，不过不忠实于原著，更喜欢原著的朴实            
(4星)	 服装好看~            
(4星)	 当年看的心寒啊            
(4星)	 这里的周迅着实惊艳            
(4星)	 青春的青，爱情的红              
(4星)	 封建礼教旧社会还好已经离我们远去一去不复返            
(5星)	 非常非常美。            
(NA)	 有李少红总是阴沉沉的！女人的命运！好想有什么压在喉咙却说不出话来            
(5星)	 一直很喜欢李少红的调调            
(2星)	 只是觉得很江南            
(1星)	 不解释~            
(5星)	 喜欢大奶奶            
(4星)	 看着心里憋屈            
(5星)	 千万不要相信只拥有爱情和梦想的人            
(5星)	 周迅             
(3星)	 喜欢这种 黑暗的感觉 慢节奏             
(3星)	 与大明宫词神似，但略逊一筹            
(4星)	 美。            
(4星)	 喜欢衣服            
(4星)	 一直觉得周迅唱的片头曲很阴森            
(4星)	 压抑            
(4星)	 每个主角都喜欢            
(4星)	 没看懂            
(4星)	 就是喜欢杯具，越悲越喜欢            
(3星)	 黄磊这个懦弱的男人            
(4星)	 又是因為周迅！            
(3星)	 文艺太文艺，我是怎么看完的            
(NA)	 喜欢那首歌吧            
(5星)	 婚姻决不能跳过爱。            
(4星)	 凄美的爱情            
(3星)	 很无奈，很无奈。            
(4星)	 喜欢那个感觉的周迅            
(4星)	 小时候觉得像鬼片            
(4星)	 跟我妈一起看得` 绝对看过 但忘了讲的是什么了            
(3星)	 服装做的太牛逼了。            
(4星)	 风格很喜欢            
(4星)	 背景是黑的，周迅的脸很白皙            
(4星)	 黄磊帅啊。。。            
(4星)	 拍的很美，可憐的女人!            
(4星)	 压抑，我喜欢里面周迅的扮相            
(NA)	 很有韵味            
(4星)	 景美            
(3星)	 对哦~~ 这个电影没风声好看~~ 当时一起看的            
(4星)	 美则美矣，这部剧的女性观怕是有问题吧            
(5星)	 迅一姐 回归吧             
(5星)	 景美，人怜            
(NA)	 原来我看了这么多滴妈妈电视剧            
(2星)	 节奏慢死了，怪不得当年的收视不怎么样。讨厌周迅。            
(5星)	 压抑的绚丽            
(5星)	 诡异            
(4星)	 周迅好美啊            
(4星)	 很深很深。小时候一点都看不懂。            
(NA)	 也许就是那巷子中灰白的天空吧！            
(5星)	 这个是大牛。            
(4星)	 印象深刻的秀禾，周迅的演技在这里已经让我惊叹不已            
(4星)	 李少红，强            
(5星)	 很不错啊~            
(4星)	 和《大明宫词》一种风格，从镜头到对白，华丽沉郁中隐隐透出哀凉和绝望，李少红作为电视剧导演还是很有自己的风格的，可惜电影就完全不行。            
(5星)	 为什么爱一定要错过呢？            
(4星)	 满闷的，需要耐着性子看            
(3星)	 服装很有特色，节奏很慢            
(3星)	 第一次知道周迅是在《大明宫词》中那个富有灵气的公主...            
(NA)	 那片有点阴森的橘园如油画般的画面            
(5星)	 画面和演员的挑选都无可挑剔            
(4星)	 回忆起来觉得像鬼片~            
(NA)	 橘子，你还记得吗？            
(NA)	 就是喜歡周迅。            
(4星)	 前面的可以当鬼片看。。。。=。=~            
(3星)	 喜欢主题曲，阴雨天在巷子里放风筝，喜欢那种压抑感~            
(4星)	 服装是喜欢的            
(NA)	 春去春又回来，花落花会开            
(5星)	 看的就是压抑、演技、眼神            
(5星)	 从这部戏开始 喜欢周迅            
(5星)	 那年暑假，外婆，小胖和我，每天晚上八点到十一点，片尾曲就是熄灯号，“原来应不应该。。。”            
(5星)	 很喜欢 周迅和寇世勋 配戏            
(5星)	 看不透的点点忧            
(4星)	 黄磊那时候好嫩啊~            
(5星)	 画面有多好看。            
(5星)	 周迅            
(5星)	 那种感觉啊，心碎。            
(5星)	 很压抑            
(5星)	 有点feminist的意思            
(4星)	 有點詭異，有點曖昧，有點喜歡            
(5星)	 生活本来是无奈。            
(3星)	 对主题曲的印象太深刻。周迅空洞的声线唱：春去春又回来，花落花又开，冥冥之中谁安排。            
(3星)	 我妈最爱看的，音乐快把我吓死了            
(5星)	 我觉得比书好            
(5星)	 我亲爱滴周迅~！！！！❤❤            
(5星)	 永远记得小学看的日子。还是觉得隐隐牵动的沉重与疼痛。            
(4星)	 有段时间~电视里一遍遍的播~记住了一双大眼睛~和一个文弱的男人            
(2星)	 导演对于一夫多妻制的那个暧昧啊，怀念阿            
(3星)	 很悲戚 仅此而已。            
(NA)	 李少红的色彩服装没治了~美 就是音乐和周迅那首歌儿不大喜欢            
(4星)	 也不错。            
(3星)	 和大明宫词一个调调 到那还是更喜欢大明宫一点            
(NA)	 大明宫词后的周迅归亚蕾 韵味依旧  电视剧的画面微微泛黄 亦如微微泛黄的记忆             
(4星)	 你听风在唱，人生无常，让梦飞一场。            
(NA)	 当年看的我很阴森            
(3星)	 闷啊！            
(4星)	 周迅在里面演的不错  cctv8            
(3星)	 周迅总是那个样子            
(NA)	 特别喜欢这部戏            
(4星)	 配乐很喜欢..如果我走向这样的结局            
(4星)	 断断续续看完的。            
(4星)	 服装好，摄影好，配乐好。剧情一般。            
(4星)	 有点过了            
(4星)	 女性导演视角的鬼魅            
(3星)	 从那一刻，爱上了古装服饰~            
(4星)	 春去春又回来，花落花又开。冥冥之中谁安排。            
(4星)	 黄磊是我滴梦中情银~            
(5星)	 很好看            
(5星)	 风格好像和大明宫词很像            
(3星)	 没大明宫词感觉好            
(2星)	 不是很喜欢这样的剧~~            
(5星)	 等你等到橘子红了。            
(4星)	 青春的青，爱情的红            
(NA)	 要是似水年华你的默默有周迅来演就好了，呵呵——            
(4星)	 喜欢衣服设计            
(3星)	 那时候还不萌周迅            
(4星)	 焦头烂额的高三假期，和老妈同看。美丽单纯勇敢的秀禾，憨厚英俊而又懦弱的容家小叔，看得异常压抑。原声很好听，服饰很好看，演员很到位，整部剧很有感觉，制作精良，四颗星。            
(4星)	 风格比较招人待见。            
(4星)	 画面很美，节奏太慢            
(4星)	 李少红的，喜欢            
(5星)	 继《像雾像雨又像风》后继续追逐的戏，一样的惨烈唯美            
(4星)	 其实这个世界本来没有坏人，阴差阳错+自私+无奈造就了很多悲剧            
(NA)	 很喜欢            
(3星)	 衣服漂亮。黄磊GG在拍摄时，为了忍住眼泪不掉下来用了心脏病的急救包            
(NA)	 归亚蕾。。。气质啊。。。            
(4星)	 华丽的服装以及羞涩的情感            
(5星)	 梦幻而残忍            
(4星)	 结局怎么看怎么不爽            
(5星)	 纠结的伦理片            
(5星)	 从此我对烟雨迷蒙的江南小镇有了向往            
(4星)	 大爱片尾曲！            
(3星)	 周迅ok拉。            
(5星)	 神作            
(4星)	 妈妈有段时间超爱的  越是冷的女人男人越是喜欢么            
(4星)	 布景做得好漂亮，叶锦添的衣服做的不是盖的            
(3星)	 不是很喜欢            
(3星)	 纠结剧中的经典剧            
(NA)	 归亚蕾 我喜欢的女演员            
(5星)	 覺的這戲都陰森森的，納悶死了            
(3星)	 还记得老爷知道自己没有生育能力后的反应，带着大房去骑马……            
(5星)	 看得让我崩溃，又不得不说是电视剧中难得的有质感的好片子~            
(5星)	 很美            
(5星)	 周迅演技没得说，剧情也不错，可是好好的一部电视剧却被所有的背景音乐给糟蹋了，明明很和谐的情景却给配上鬼快出现似的声音，乱七八糟的背景音乐，让人看得想骂人。真是服了幕后做音乐的人。“人才啊！”            
(4星)	 衣服好看            
(5星)	 想当初CCTV8年夜饭还播周迅难产            
(4星)	 李少红风格            
(4星)	 道具，服装都细腻。            
(4星)	 那个时候 黄磊 很热！！            
(NA)	 清朝末年，江南小镇。            
(NA)	 哈。。。            
(4星)	 从这部戏开始喜欢周迅            
(4星)	 赞周迅            
(NA)	 那个乡下的家真不错            
(NA)	 很久前看的了            
(3星)	 看着觉得有点压抑            
(5星)	 很喜欢他们两个在橘树林            
(4星)	 很多年前看的，印象中只剩下周迅穿着那些精致的衣服，伤感寂寞的样子，很美。            
(5星)	 难得的好电视剧            
(5星)	 橘子红了，却也依旧在等待。            
(4星)	 当年的周迅很动人，很loli            
(5星)	 这个结局呀，巨纠结。。。            
(4星)	 周迅。            
(5星)	 飘渺神秘的意境里必定有一段缠绵悱恻的情感纠缠            
(3星)	 不是很喜欢这种基调的作品            
(3星)	 对剧中的静默记忆尤其深刻             
(4星)	 旧时代的悲剧。色调有些偏暗，有些压抑。正是这部片，我喜欢周讯，黄磊！            
(3星)	 阴深深的。            
(NA)	 和妈妈一起看过的电视剧 第一次认识周迅            
(5星)	 大太太真是个可怜的女人，老爷也同样悲惨，周迅总是那么有感觉，这样的故事，注定是个悲剧。            
(5星)	 衣服好看 电视剧也拍得跟电影儿似的特别有感觉 就是死活没看懂             
(3星)	 看时还太小不能完全了解啊            
(2星)	 节奏太慢            
(NA)	 浓郁。            
(NA)	 很早前看的了 今天突然看到一篇文章 写秀禾的 感觉很模糊            
(3星)	 - -拍的美！            
(4星)	 故弄玄虚！越来越烦李少红！            
(5星)	 悲剧总是周而复始            
(4星)	 李少红的电视剧，就是喜欢~~~            
(NA)	 淡淡的感觉···········            
(4星)	 到现在都还忘不了结局那组对比境头，心揪得无处释放            
(NA)	 看着看着我是哭了可是最后周迅和黄磊抱头痛哭，黄磊的鼻涕落下来了。。。我笑了这不能怪我&gt;&lt;            
(NA)	 喜欢周迅黄磊            
(4星)	 这个片子印象很深刻            
(4星)	 周迅有种独特的美            
(4星)	 被叶锦添的设计折服            
(5星)	 因为最后一集打的5颗星            
(4星)	 原来是叶锦添！气氛色彩都很好，电视剧有这审美的确值得嘉奖。周迅和黄磊的戏有点狗血。            
(3星)	 黄磊和周迅都是我喜欢的演员。但是这片子真的很闷。            
(4星)	 精致的闷片            
(5星)	 还是那么阴柔,还是那么悲凉,还是那么美            
(4星)	 对黄磊+周迅的组合没有抵抗力            
(5星)	 喜欢衣服的高领大袖，喜欢灰色的墙细细的巷，喜欢欲言又止无比纠结            
(NA)	 &#39;&#39;生活本来是无奈~&#39;&#39;            
(5星)	 李少红的画面总是相当美。            
(NA)	 没有看完整，断断续续吧，受不了这种封建片，受不了这三个太太，还有那两个男的            
(3星)	 断断续续看的，就不怎么喜欢周迅            
(NA)	 青春的青，爱情的红            
(4星)	 不得不说，周迅演这种暗色调的压抑的电视剧，真是很有一套啊！用她那独特的沙哑的嗓音低声清唱忧郁的片尾曲，也是别有一番味道。            
(5星)	 感情细腻动人            
(4星)	 导演啊             
(4星)	 风筝那个桥段真是太梦幻了~~            
(4星)	 周迅很灵            
(4星)	 喜欢周迅里面人演技都不错 歌好悲            
(4星)	 春去春又回来，花落花又开            
(4星)	 发型好囧啊，其他还成~呵呵~            
(4星)	 叶锦添的衣服都很好看很好看。。。整个色调也很喜欢            
(4星)	 当年小学初中的同学还觉得这个电视剧很怕人的时候，我却觉得蛮有味道蛮好看            
(NA)	 如果风筝飞起来了，故事也可以结束了            
(5星)	 黄磊和周迅 老牌台湾演员 深情的演绎~~ 编剧还算不错~~            
(5星)	 泪流满面。            
(4星)	 那小发型~~还有老妈喜欢的男演员~            
(2星)	 当时年纪较小- -陪着老妈看的- -基本忘记是悲剧吧还是一个大叔老牛吃嫩草的故事？！            
(4星)	 第一部让我看哭了的电视剧            
(3星)	 当时觉得挺唯美的,而且演员我都喜欢.            
(4星)	 琦君的作品 拍成剧集版 值得一看 画面唯美宛如电影推荐            
(4星)	 意境。。。在大学的图书管理借过它的剧本，更加觉得是很有味道和意境的一部剧。可慢慢回味            
(5星)	 怎一个悲字了得？            
(5星)	 一个电影导演拍的电视剧            
(4星)	 喜欢里面的黄磊~            
(5星)	 和大明宫词一起，是小时候的记忆，我爱李少红            
(4星)	 实在是很心疼大妈这个角色            
(4星)	 大爱李少红的唯美，鄙视她的悲情            
(4星)	 周迅啊!外貌真得很吃香,感觉演什么都有那种很独特的感觉!            
(NA)	 冥冥之中誰在安排？……            
(4星)	 看来的一句影评：什么橘子红了，明明是帽子绿了。经典。            
(5星)	 像油画一样的电视剧            
(4星)	 唯美            
(3星)	 没有东西可以让人记住。            
(NA)	 周迅啊周迅            
(3星)	 好慢。。。            
(3星)	 好压抑，不过周好水灵。            
(4星)	 还记得秀禾死去的时候，那样的眼神，让我想起红楼梦里对黛玉去世时的描述            
(4星)	 时代啊，悲哀啊            
(3星)	 陪外婆看的。            
(3星)	 看了太久，忘了结局。            
(5星)	 很美很美的悲剧。。。。很久以前看的了。。初中。。。            
(5星)	 服装,配乐,太赞了..李少红作品,大爱...            
(5星)	 黄磊  稀罕            
(4星)	 喜欢周迅才看的            
(4星)	 周迅演得不错。            
(4星)	 我喜欢此片的画面，很鲜艳。很灵动。            
(4星)	 完全为了导演和演员，李导的台词依旧很美。            
(5星)	 非常喜欢的一部电视剧，无论从编剧到导演，李少红的唯美发挥得淋漓尽致。这里的周迅是最美的周迅，从此爱上秀禾装！            
(5星)	 每一集都是偷偷看的，但是真的每一集都看了            
(3星)	 虽然寇世勋和归亚蕾我都很喜欢，但是这片子就是喜欢不起来.....            
(3星)	 故事不错，就是演得拍的着力            
(3星)	 片尾曲真恐怖。。。            
(3星)	 那时很火。。。结尾让我很无语。。。初看的时候我才10岁怎么可能看懂，现在重看才发现这些演员演技了得呀，尤其是黄磊，当他掀开秀禾的盖头时，那眼神中的复杂全部囊括其中。周迅演的也是，好啊~            
(5星)	 好电视剧            
(4星)	 周迅的美啊。。。            
(3星)	 节奏太慢            
(5星)	 橙色            
(4星)	 橘子红了的时候，亲爱的我们的爱还在吗？            
(4星)	 服装是亮点            
(2星)	 怨女烦死了            
(5星)	 画面感非常好。很动人。            
(NA)	 气氛很郁结            
(3星)	 只记得那背景音乐很有恐怖片的神韵            
(4星)	 耀辉呀            
(4星)	 当时的我，看不懂            
(3星)	 恩，想想看是比金粉世家强多的。            
(5星)	 周迅的演技，赞。            
(4星)	 就是喜欢这种时代的故事            
(4星)	 我爱那辽阔的橘林。            
(2星)	 我好像已经不喜欢黄磊了            
(5星)	 我相信李的镜头可以把丑陋变美            
(4星)	 不错..喜欢            
(3星)	 最受不了这种故事……累死我了            
(3星)	 人性的扭曲            
(4星)	 8.5分，打四星。            
(3星)	 如果《桔子红了》在前，我可能会对其评价很高，可惜出了《大明宫词》以后，李少红才导这个，如出一辙，实令人...            
(4星)	 李少红的电视剧，总是直接打击到人心灵的最深处……虽然《桔子红了》有一种让人无法摆脱的压抑感，却还是欲罢不能……            
(3星)	 妈妈级喜欢看 我就跟着看了点            
(3星)	 ……我其实只是在乎了叶锦添囧RZ            
(4星)	 红了。乌镇。            
(4星)	 粉喜欢~            
(4星)	 那个结局让人崩溃            
(4星)	 我就吃这一套的电视            
(3星)	 很漂亮，可是太压抑。            
(4星)	 爱上周迅            
(5星)	 唉……一段情两段情            
(4星)	 整部剧透着南方水乡潮湿的压抑与悲凉。            
(3星)	 不是很喜欢            
(3星)	 只看过一点儿，喜欢剧里的造型            
(3星)	 一边在结婚，一边在举行葬礼            
(3星)	 靠。。。那时候的周迅啊。。。            
(4星)	 看得人很压抑            
(4星)	 唯美的画面~            
(5星)	 不动声色中表韧了执着与无奈，悲伤，控诉....            
(NA)	 周迅美翻了            
(4星)	 那片桔园...有你，有我~            
(NA)	 台湾演员有实力。            
(3星)	 那个艺术理解不了            
(5星)	 开创了电视剧少奶奶时代            
(4星)	 看到了每个人的无奈与悲哀            
(4星)	 音乐不错，气氛诡异            
(4星)	 就是喜欢这种带点诡异的精致的华丽感伤            
(5星)	 我爱黄磊            
(NA)	 那个地方好看            
(3星)	 慢得我快睡着了……            
(5星)	 黄磊            
(3星)	 慌慌的……            
(4星)	 挺压抑的一部戏……            
(NA)	 看过。。不很记得了。。            
(4星)	 就对周迅有印象            
(5星)	 周迅。因为周迅、            
(3星)	 就记得那片桔园了  还有橘子            
(3星)	 这个电视剧给人的感觉很诡异。。            
(5星)	 我还写过周记呢。。关于这剧。。太隐忍了这片            
(4星)	 表演的很到位。。。。            
(5星)	 绮君的每一部小说，没有好人和坏人，惟有语调平静的诉说和那些心尖上的凄凉            
(2星)	 没有看懂，压抑            
(NA)	 有一点大明宫词的感觉 给我            
(NA)	 悲惨的命运，时代的局限            
(NA)	 黄磊！~            
(3星)	 挺压抑的            
(5星)	 太唯美了            
(3星)	 造型极其怪异            
(5星)	 其实我当时看的时候完全没理解什么乱七八糟关系。对于10岁小孩来说这也太含蓄了。但是就是很爱那个feel.            
(4星)	 庆幸不是生在封建社会。            
(4星)	 还行            
(2星)	 感觉真的好像鬼片            
(4星)	 我一直喜欢这风格的            
(4星)	 小黄，周迅。            
(5星)	 美            
(NA)	 画面不错            
(3星)	 安静得剧情女人的戏            
(NA)	 周迅年少时有纯真的笑容            
(4星)	 結局有點血淋淋...~            
(4星)	 画面太漂亮            
(NA)	 曾经这部片子，让我泪满脸            
(3星)	 情节忘了只记得挺感人的 哭了            
(1星)	 啊……为了八卦一下老同学而看的            
(5星)	 太喜欢了难以言表            
(4星)	 画面美            
(4星)	 当年看完桔子红了才知道和大明宫词都是李少红导演的，她的电视剧比电影强多了，但是没想到如今会栽在＜红＞上面………            
(4星)	 命运            
(4星)	 气氛好，自此爱上了周迅。            
(3星)	 服装设计实在很赞，大师就是大师            
(2星)	 看了其中几集            
(NA)	 画面唯美，演技出众，不可多得的国产好剧。            
(5星)	 这是一个真实的故事改编的喜欢~~她的画面  很感人  以前看时总哭！            
(5星)	 看了，想哭            
(3星)	 周迅 黄磊 大陆 电视剧            
(3星)	 有点沉闷            
(4星)	 周迅在这片里演的真的很好.            
(5星)	 大太太...            
(5星)	 江南小镇的美丽故事。            
(5星)	 这个是我看得最认真的电视剧。一个镜头一个眼神都很认真地再看。            
(NA)	 喜欢周迅~            
(4星)	 喜欢周迅，喜欢李少红的片子            
(4星)	 感觉不错，太凄惨了            
(4星)	 当时很喜欢周迅的说            
(NA)	 高中时看的。喜欢周迅和黄磊一起放风筝。            
(2星)	 不喜欢 我都么看完            
(5星)	 喜欢没理由            
(3星)	 那个时代的爱情悲剧            
(5星)	 压抑，但是喜欢里面的道具，服装，音乐....            
(4星)	 陪母亲看的 喜欢周迅的成长            
(5星)	 沫沫还有这本书在我家            
(4星)	 总觉得像鬼片            
(3星)	 挺文艺~            
(4星)	 李少红~            
(5星)	 情节速度慢了点，但是是好片子。。            
(2星)	 为了服装看了几集，受不了，不想再看，太神了。            
(NA)	 第一次看周迅。。。            
(4星)	 非常李少红的剧，很细腻            
(4星)	 除了有点像鬼片之外，其实还是很不错的。            
(5星)	 桔子红了 是该摘了 不能不爱了            
(4星)	 实在是相当李少红的作品啊~            
(4星)	 就是如同主题曲似的无奈，扣住了我的心。            
(5星)	 都是喜欢的演员            
(3星)	 感觉很阴森，虽然画面经常很唯美。            
(5星)	 音乐 画面 故事 演员 一切都太完美了！            
(4星)	 爱周迅...            
(3星)	 时代的悲哀：活在当下的无可奈何，无法掌握、无法控制、无法改变……只有默默接受！这里的周迅，是我最喜欢的周迅！            
(5星)	 高一那年的文艺大戏。庭院深深深几许。            
(4星)	 服饰很美，节奏很慢            
(5星)	 真搞不懂 为什么周迅演什么像什么演什么都让人很有感觉 好喜欢秀禾在里面怯怯的样子            
(NA)	 大陆            
(NA)	 我承认我变态，我喜欢里面的老爷            
(3星)	 画面很美，但是感觉很拖沓，很沉重，很不知所谓            
(NA)	 很压抑的连续剧！            
(4星)	 画面很唯美            
(4星)	 里面黄磊的角色真是太戆了            
(NA)	 黄磊，周迅。叶锦添。。            
(NA)	 想起当年和泡泡都痴迷在如梦如幻的橘色水乡里不能自拔，总有万多感慨。至今，还会凝神回望那段稚嫩职守的青春岁月……            
(3星)	 衣服很漂亮，节奏慢了点，音乐一般            
(5星)	 比原著丰富了不少            
(NA)	 气氛不错 看了一部分 知道结局            
(2星)	 鬼啊~            
(NA)	 很好很讽刺~~            
(4星)	 我觉的为数不多的经典电视剧，周迅在里面演的不错。            
(4星)	 很有深度的，记得最后的结局是一面办红事，黄磊帮那个女的结婚了，一面办白事，周迅为了帮寇世勋生小孩，难产死了，对比很明显。那个时候听片尾曲就觉得周迅不适合唱歌，除非找到适合她嗓音的歌，没想到之后她就出唱片了- -            
(5星)	 喜欢。            
(4星)	 很慢很慢的剧集            
(NA)	 服饰和摄影都很美，就是剧情有点过于悲怆            
(5星)	 春去春又回来            
(5星)	 那么喜欢周迅那种怯怯的却倔强的感觉，柔弱而坚强。可惜了，黄磊的怯懦，也算成全了这段回忆吧！可怜的老爷，可悲的太太。还有其他~~            
(4星)	 橘子红了……            
(3星)	 看这剧看得有点抑郁  当年系冲着黄磊去的            
(5星)	 像一首缓慢的伤感的诗一样的电视剧那个年代的爱情            
(NA)	 周迅  现实伤感            
(3星)	 内容沒感覺。主要喜歡黃磊的同名歌集            
(4星)	 服装够精致，情节够压抑。            
(3星)	 悲            
(5星)	 很好看            
(4星)	 这是和妈妈一起看的一部戏            
(3星)	 压抑            
(NA)	 还是周迅和归亚蕾            
(NA)	 橘子该红的时候就是要红的            
(4星)	 高中的事了，好遥远            
(NA)	 海报很漂亮            
(3星)	 服装、意境不错。剧情不太喜欢。            
(NA)	 我很喜欢归亚蕾啊            
(4星)	 别样的风情            
(4星)	 琦君+周迅=完美。btw,喜欢寇世勋。            
(NA)	 sasa            
(4星)	 画面很唯美，很有气质．            
(3星)	 比较沉重，很有感觉，衣服也很漂亮，其他的再说了            
(4星)	 意境其实蛮不错的，但是这种东西看多了会很抑郁的。            
(4星)	 额，比较好看~~            
(4星)	 喜欢黄磊的书卷气            
(5星)	 美...            
(3星)	 比想象中的不好。            
(NA)	 桔子红了            
(3星)	 符合年轻时一味阴暗爱自我折磨的我            
(NA)	 春去春又回来。花落花又开。冥冥之中，谁安排？            
(NA)	 桔子红了             
(NA)	 喜欢周迅            
(NA)	 喜欢这的周迅，喜欢这部剧            
(1星)	 完全不知道在讲什么。            
(3星)	 够美的。就是剧情发展磨叽了点儿。            
(4星)	 周迅的演技我一直很欣赏，归亚蕾更是没的说            
(NA)	 深幽巷,庭院深            
(4星)	 纯纯的周迅            
(4星)	 喜欢里面所有的女演员。不知为什么觉得里面的气氛有些恐怖……            
(NA)	 2001年            
(NA)	 看过这部电视剧后的某一日，下雨的日子，撑着伞，踩着青石板路，看漫山的桔子红，那一刹那仿佛时光倒流            
(NA)	 一直看一直看            
(NA)	 李少红拍什么都像鬼片……            
(4星)	 sadly beautifulness            
(3星)	 封建残余            
(NA)	 三星半，精致，但过于追求精致了            
(3星)	 喜欢周讯在这里面的角色            
(NA)	 结局真的是看得我热泪盈眶啊……            
(NA)	 几个主要人物表演都不错            
(5星)	 我最喜欢的电视剧之一。特别的感觉。            
(3星)	 妾的悲歌            
(NA)	 还行            
(NA)	 一群悲哀的女人            
(NA)	 上上辈的女人            
(5星)	 美人如花隔云端            
(NA)	 老女人            
(5星)	 李少红这个女人能把魂拍出来~            
(NA)	 橘子红了，人还在吗？心还会痛吗？            
(NA)	 好闷的            
(NA)	 通过这部电视剧喜欢上了周迅和归亚蕾，那怯生生的表情和动作竟是表现得如此真切            
(3星)	 好看            
(1星)	 一般            
(NA)	 哀伤            
(4星)	 又是断断续续看的片子，李少红的片子意境都很美～            
(5星)	 吃人的礼教。“春去春又回来，花落花又开，冥冥之中谁安排？”            
(NA)	 周迅是个小精灵            
(4星)	 刻骨            
(NA)	 黄磊/周迅            
(3星)	 不喜欢看这类型的片子！            
