http://movie.douban.com/subject/2154096/	士兵突击
(5星)	 嘿。超喜欢的说            
(5星)	 看完整部剧时，我长舒了一口气。28集中我不知开心的笑过多少次，感动的哭过多少次，也许这是我走之前看过的最后一部剧，也是我走之后能最铭记于心的一部剧，之前的担心变为了激动和向往，向往那个视命令如生命的地方，充满了血和泪的地方，友情和不舍的地方，我为之奋斗一生的地方。。。            
(NA)	 除了烦人的许三多，其他人物都喜欢。            
(4星)	 主角是引线，配角是重点。            
(5星)	 喜欢那个许三多，更喜欢史今，可是，这样的班长还有多少            
(5星)	 已经中毒两年半了，并且还将继续下去，目前为止最喜欢的电视剧，没有之一！            
(5星)	 彻底改变了我对国产军旅电视剧的印象。重新勾起当年想当兵的理想，遗憾当年没有报考军校。            
(5星)	 高城，高城            
(4星)	 纯爷儿们的剧，作为小女子的我，也看得津津有味…            
(4星)	 袁郎队长，让我膜拜你吧╮(╯▽╰)╭~            
(5星)	 别错过，别错过这部戏。            
(3星)	 非常一般            
(5星)	 没有女人，亮了！            
(5星)	 柿饼土鸡已经是一种现象了！！！！            
(5星)	 不抛弃，不放弃            
(5星)	 大爱            
(5星)	 我的最爱啊！            
(5星)	 除了一个女匪徒以外没有一个女演员，不靠爱情，就能让人感动和激动，也是一部值得无数次观看的电视剧            
(4星)	   一部感动了我的电视剧，许三多不是傻，而是太过认真，但是现在这么认真的人能有几个，他的执着让我感动，他的那股不放弃不抛弃的精神让我感动，很喜欢这么有故事的电视剧，兰小龙加上康洪雷，创造了中国电视剧史上的又一个传奇，笑中带泪的电视剧，每个人都会被片中的人物所感动            
(5星)	 前半段是美好的，后半段是现实的。            
(5星)	 不抛弃，不放弃            
(5星)	 超喜欢            
(5星)	 当初抱着怀疑的心态去看传说中“没有一个女人”的电视剧，不知有没有市场，看了两眼就知自己多虑了            
(5星)	 致那些固执坚持的人            
(5星)	 一部中国电视剧史上最男人的戏...            
(5星)	 放了感情在里面了。            
(4星)	 伴随我毕业设计看的，每天凌晨通宵做设计以后看一集，对史班长要离开的那一段印象很深，因为我们也要毕业了……            
(5星)	 http://www.laogeek.net/            
(5星)	 聪明人中的极致。            
(5星)	 最喜欢班长，特别是退役那一集，泣不成声啊            
(5星)	 经典，每一个人都个性鲜明，真汉子们。。希望以后能像他们一样            
(5星)	 我中毒了我。。。            
(5星)	 至此中毒不浅，一直到现在。萌啊萌            
(4星)	 不抛弃，不放弃...现实中，史班长那样的人估计是找不到了...            
(5星)	 适合程序员精神            
(5星)	 电视剧版的《阿甘正传》，相当不错的一部励志电视剧。永远的经典！            
(5星)	 难得完整看完一部电视剧            
(5星)	 立意新颖            
(3星)	 我们宿舍有个哥们把这看了不下百遍，几乎每3天就要重看一遍。我们基本把每一集都听了一遍。。。            
(5星)	 最喜欢史今            
(5星)	 绝对五星　绝对力荐　看完觉得身边的哪叫男人啊            
(5星)	 独一无二最爱电视剧            
(3星)	 许三多？你让我恨你。            
(5星)	 数度落泪%  都是兄弟 都是爷们            
(5星)	 没得说，成功必有他的理由。            
(5星)	 我最喜欢的 班长 最好的班长            
(NA)	 十八岁的际遇。。            
(5星)	 诸多品质汇聚一堂            
(NA)	 许三多的憨，让人看到感到继而敬佩，因为我们正是缺少了这种执着向前的毅力。            
(NA)	 我们家袁朗啊~~~~            
(4星)	 纯爷们儿的戏            
(4星)	 印象深刻            
(5星)	 “不抛弃，不放弃！”“光荣在于平淡，艰巨在于漫长。”......太多太多经典台词了，无愧国产军旅剧的巅峰之作，人性的东西太多太真实了，每个人都能从中或多或少地找到自己的影子。            
(5星)	 不抛弃，不放弃            
(4星)	 除了不喜欢王宝强的形象，什么都挺好            
(5星)	 像在看自己的故事            
(5星)	 迄今为止还是我最爱的一部国产电视剧！不抛弃 不放弃会影响一代人的！            
(5星)	 一个女人也没有的一部戏 却吸引了成千上万的人            
(4星)	 喜欢班长            
(5星)	 还不错吧，太久以前看的。还是值得一看。我最喜欢老A！哈哈，因为我喜欢很男人的男人。            
(NA)	 喜欢这帮男人之间的情谊            
(5星)	 爆笑。悲傷。感動。一台男人戲。一個人的成長。            
(5星)	 老七说，年少轻狂，幸福时光。            
(5星)	 多说无益，唯有力荐。            
(3星)	 感觉前面把许三多描写的太傻了，后面又把他写的太牛了，实在是令人感到莫名其妙，难道就这是励志？？？恕我不能欣赏。。。还有，里面的人我最不喜欢的就是许三多，其他人到是很喜欢。。。            
(5星)	 看了2遍 准备闲了再看 呵呵            
(5星)	 至今对我鼓励最大的一部连续剧            
(5星)	 如果你愿意，就看。不必我多说。            
(5星)	 不管别人从《士兵突击》里解读出了多少意义，于我而言，它最大的意义就在于：队长。山里的黄昏，容易想人想起旧事......每每看到听到与《士突》相关的内容，脑海里第一浮现的，就是袁狐狸狡黠却又让人莫名安心的笑容.......            
(5星)	 狂喜欢            
(4星)	 大家看了都说好，我才去看的！            
(NA)	 忒男人的戏！女人也赞！~            
(5星)	 随时随地 一生            
(5星)	 国产剧的顶峰~我心中的神作~~~对于这样一部好剧，除了狂赞还能说什么呢。            
(5星)	 当年推荐给不少同学看，哈哈……            
(5星)	 那些男人们。。。            
(5星)	 许三多真是让他无语了~~~            
(5星)	 非典型性主旋律。            
(NA)	 jiao着要是大专那会要是看这个可能就不会得罪“贱人”-_____=（最后！最后！最后！高城和袁队！！！好JQ！可持续发展！！！！！总觉得像爸爸妈妈的组合=。，=（挖鼻XDDDDDDDDDDDDD（在帝都军训的时候跑过俺人生第一个可能也是最后一个2000米            
(5星)	 美好回忆            
(5星)	 我终于看过了，一本没有唧唧歪歪的傻妞的片子就是好看            
(5星)	 不抛弃。不放弃。            
(5星)	 军人的世界，钢七连            
(5星)	 好物。兰晓龙是个难得的人本修养很高的中国编剧。            
(NA)	 真是特好，有哲理。一直到现在我还把其中很多感悟的东西作为自己的座右铭。力荐            
(5星)	 我最喜欢的一部片子，男人的戏，女人走开            
(5星)	 大爱~            
(5星)	 永远忘不了许三多，，永远忘不了的2次创业            
(1星)	 只有SB才爱看            
(4星)	 前12集比较好看哦            
(5星)	 从哪看都好看            
(5星)	 我定义的标签就是士兵突击，因为他就是士兵突击，不是别的。好看，有劲，有血性。            
(4星)	 王宝强要是我的兵，早给崩了。            
(5星)	 果然是男人戏呀            
(5星)	 没有女人的励志剧            
(4星)	 很给力啊，喜欢袁朗跟吴哲，嘿嘿            
(5星)	 军旅电视剧是从这个开始的，里面的任务角色都刻画的十分生动有血有肉，深深的其中的剧情所感染，也因此向往部队的生活，兄弟间的那份情谊！！            
(5星)	 最喜欢的一部电视剧            
(5星)	 终于知道这个时代还有种叫做“执着”的东西在激励着人们日渐麻木的内心。不放弃，不抛弃虽然是个漂亮的口号但是我想它会感染很多人一辈子            
(5星)	 确实是部不错的内地电视剧，每个人物角色塑造都很成功            
(4星)	 前面平平，后面越来越精彩            
(5星)	 没什么需要多说的，就一个字，棒！！            
(5星)	 意义特别的一部剧，有很多深深的寄托，不抛弃不放弃，我们都相信过            
(5星)	 饭史今。            
(5星)	 不抛弃，不放弃！            
(3星)	 牛叉的许三多- -还有班长- -和那个我忘记叫什么的很man的司令纯爷们儿这种剧都是蛋璜小姐推荐的曾经一段时间她很迷恋班长的blog            
(NA)	 其实蛮囧的，但是囧也有爱啊！            
(NA)	 喜欢军事题材，从这里开始            
(5星)	 确实真的很好看。20090823            
(4星)	 前面还不错。后面就开始现实主义起来了。            
(5星)	 一部百看不厌的电视剧，一部没有爱情却让我哭得稀里哗啦的电视剧。。。            
(4星)	 看完史今的所有桥段，戛止。            
(NA)	 灰常灰常好看，不同于一般的军旅题材，青春励志偶像剧。            
(5星)	 超好看            
(5星)	 向前进向前进            
(5星)	 反复看反复看！            
(5星)	 非常非常棒！            
(NA)	 1.特别怀念军训。2.希望康洪雷、兰小龙他们拍出比《团长》更彻底的好剧！            
(5星)	 深深地震撼....长久的感动....突发向往之感            
(5星)	 其实，可以更好看的。            
(5星)	 没有任何一部电视剧可以让人如此着迷和感动。            
(NA)	 经典之作            
(5星)	 中了好久的毒            
(4星)	 相比较而言，前半段跟好。铁打的营盘流水的兵，战友情让人动容。            
(5星)	 没有史今，一百个许三多也是枉然，当然，这不是重点重点的是领会精神            
(5星)	 除了王宝强，一切完美。 巨讨厌他。            
(4星)	 一只羊成长为一条狼的故事            
(5星)	 一本一个人的“圣经”            
(5星)	 班长TATATATATAT            
(5星)	 很久没有能让我重看这么多遍的电视剧了，朴素的片子讲述了朴素的道理，却给了人不一样的领悟，每个人都可以在其中找到自己的影子，也会有所顿悟。            
(5星)	 额，似乎除了许三多其他角色都喜欢。。。。            
(5星)	 不抛弃不放弃啊            
(5星)	 励志片 很不错啊 男人一定要看            
(5星)	 知道自己还活着，想着怎么活。            
(4星)	 又是在老妈的影响下看的电视剧            
(5星)	 许三多说：每天做点有意义的事情。他每天起早贪黑摆着石子路的情形我到现在还记忆深刻。            
(5星)	 愛SI袁朗了TOT~這輩子好想遇上這麼一個男人啊。。。。            
(5星)	 什么叫经典。这个就是了。没看过《士兵突击》，别说你看过军旅。史今温和而坚定，伍六一“宁为玉碎不为瓦全”，老七的“年少轻狂，幸福时光”，成才的执着和忧虑得失，马小帅的“七连的骨头”，袁朗“恶的善良人”，吴哲的“平常心”……还有老马、小宁、老白、齐桓……诉说着“不抛弃、不放弃”。            
(5星)	 好导演。好演员。好剧本。好剧。            
(5星)	 做好每件应该做的事～            
(5星)	 两个暑假，看了两遍。第三个暑假了，想看第三遍            
(5星)	 非常喜欢……其实这电视剧很感人            
(4星)	 极少的能感动我的电视 人物性格丰满 主题流畅 喜欢老七            
(2星)	 我个人是完全无法忍受许三多这种人。。。            
(5星)	 没大牌、没明星、没女人的戏，火的一塌糊涂。被感动的一塌糊涂。            
(4星)	 我只打了4星 = =            
(4星)	 比较喜欢高连长，最不喜欢许木木。。。            
(2星)	 别人推荐，却最终没有兴趣看完            
(4星)	 除了许木木，还可以多看看别人。            
(NA)	 尾结的有点迷糊。。            
(5星)	 我爱史今。我爱高城。我爱许三多。            
(NA)	 很好看很感动~            
(NA)	 大学军训时学校组织每晚看的，被许三多和他周围的人所感动。感谢这么多好人，让许三多可以真诚而幸运的成长成熟！            
(5星)	 特怂的一人，特男人的男人，特励志的一片，我~~~特喜欢            
(2星)	 还是那句话，好不好听自己的，别人说好就说好，回头想想都没意思，是别人都看你才看，还是觉得好看你才看？            
(5星)	 男人的向往和情感。立正，敬礼！            
(5星)	 兰小龙是邵阳人啊。 哈哈。            
(5星)	 看它就是激动， 就是喜欢······            
(5星)	 一种精神 挥之不去 弥足珍贵            
(NA)	 不抛弃不放弃 不断的积累            
(5星)	 是男人就该去当兵！            
(5星)	 当兵的人，可爱的人，那些才是真真正正铁铮铮的硬汉            
(5星)	 有一个人，他做什么事情都当做救命稻草一样，有一天我发现，他抱的已经是一棵参天大树了！            
(NA)	 那个可爱的许三多            
(4星)	 许三多并不傻 他的那种坚持就是智慧            
(NA)	 这世上每个人都不希望自己的身后是空的都希望自己的身后有一个人在跟随、在保护、在陪伴，就像走夜路，身后的这个人何其重要！绝大多数这个年纪的人他们整个的生活就是自己在跟自己演戏。他们还没意识到生活的本来面目，所以总是一相情愿地活着——自己在脑海里想出生活的样子，然后硬把现实往那里面            
(5星)	 我看过的 最棒的 国产电视剧感人 深刻 真实            
(5星)	 成长 将认真做到极致            
(5星)	 非常喜歡的一部劇。            
(5星)	 %￥@#&amp;%*&amp;……我的福音            
(5星)	 当许三多作了333个腹部绕杠的时候，我哭了...            
(5星)	 上帝啊，给我一个史今吧            
(5星)	 里面有俺的老乡 傻根 呵呵 不过里面的故事挺感人的 顶            
(4星)	 不抛弃 不放弃            
(5星)	 看了N遍的，吐血推荐！~            
(5星)	 没看过也许是一种遗憾            
(5星)	 那是真男人啊             
(5星)	 近年来我认为国内拍得最好的军事题材片            
(4星)	 怎么说呢,风靡全中国,乃至东南亚的电视剧,啥都不说了            
(4星)	 热血啊~~~让人意犹未尽~            
(5星)	 很喜欢很喜欢             
(5星)	 被很多元素打动。。。            
(NA)	 08前            
(5星)	 正好在做社会实践的那个暑假热播的，几个人一起熬夜看完的。当时最喜欢里面的袁朗            
(4星)	 如果没有那些刻意的桥段会更好            
(5星)	 喜欢有性格的史今和袁朗。            
(5星)	 带给我许多感动和思考力量的剧集。            
(NA)	 钢7的精神永远热爱……并同某人一起爱上他啦，O(∩_∩)O哈哈哈~            
(5星)	 好好活干有意义的事！我记住了！            
(5星)	 啊啊啊本命大剧之一啊!后宫最佳选择= =+            
(5星)	 人性的坚持。            
(NA)	 我很爱...            
(5星)	 haha            
(NA)	 没有女人的戏，居然如此经典            
(1星)	 害人不浅            
(5星)	 我的最爱~~            
(5星)	 我还挺爱这剧的，励志啊            
(NA)	 喜欢班长的执着和责任;喜欢五六一的率性和实在;喜欢秦朗的个性和毅力;喜欢海军的&#34;平常心&#34;和&#34;不能输&#34;.            
(5星)	 人要带着愤怒才不容易妥协，说我。            
(5星)	 真正能够做到不抛弃不放弃的人又抛弃了什么放弃了什么            
(5星)	 让我对国剧挽回些兴趣            
(5星)	 至少看过5遍，陪爸妈就看过3遍！让我理解了军人的意义            
(NA)	 熟悉~            
(5星)	 给了我很大震撼，我一辈子都不会忘了那句话：好好活就是做有意义的事，做有意义的事就是好好活            
(5星)	 我喜欢许三多~~~            
(NA)	 那叫个土~~            
(5星)	 嗯，2008年            
(5星)	 很喜欢。。。非常喜欢连长            
(NA)	 没有爱情的好剧！            
(5星)	 虽说是煽情，但是煽得很成功，煽得我无话可说。里面的演员投入了全部的感情啊！这点让我很震撼            
(5星)	 超级好看啊  喜欢里面的班长            
(5星)	 现代中国军人的精神榜样！            
(5星)	 六一居士是不是王安石的别号呀？好耳熟……            
(NA)	 我覺得這個是非常值得看的電視劇。。            
(5星)	 这个电视剧陪伴了我的高三            
(5星)	 在我最无助 或者 困惑的时候 我会一遍一遍的看 这是最好的一个平衡点            
(4星)	 喜欢老A之前钢七连那部分故事            
(4星)	 赞一个            
(5星)	 这片子也能看到哭？是的，这才是真的感动。喜欢老A。            
(5星)	 不抛弃，不放弃            
(5星)	 很震撼  很感人  不抛弃  不放弃            
(NA)	 那段时间不可忘却的记忆            
(1星)	 没看果断一星            
(4星)	 老A            
(3星)	 段奕宏还是在A大队最帅            
(5星)	 不抛弃  ，不放弃            
(5星)	 经典            
(4星)	 不抛弃，不放弃！            
(4星)	 让我哭了            
(5星)	 一个个鲜活的人物着实让人非常感动            
(5星)	 他推荐我看的            
(5星)	 从来没想过自己会看这种类型的剧            
(5星)	 真正的男人戏，励志片中的经典。剧情不俗套，引起人们的共鸣            
(5星)	 班长，我的最爱            
(NA)	 将是我一生的爱了            
(4星)	 精神上的感动~            
(5星)	 挺好一部片，绝对值得一看            
(5星)	 昂昂的许木木.不抛弃不放弃.难得没有女人戏的片.            
(5星)	 这是一军旅同志剧            
(5星)	 极力推荐 好励志的那            
(5星)	 曾经中毒很深            
(5星)	 不抛弃，不放弃，            
(5星)	 哭死我啦            
(5星)	 电视剧             
(5星)	 无论在什么情况下，在任何时候，我所能想起的唯一，那里有我度过生活悲伤快乐时候全部的精神支柱。            
(5星)	 已经成为没有之一的存在了……对我来说OTZ            
(NA)	 在国难日那天，我在内心默念“不抛弃，不放弃”。傻有傻福！！            
(5星)	 时代的标记，让我们记住了许三多，“钢七连”、“不抛弃，不放弃”。。。            
(5星)	 每当暑假，没有好电影看的时候，都会拿出来看看~~            
(NA)	 没一个女演员哭别班长 那段是 寝室长的最爱            
(5星)	 绝对是一个时代的经典，人物魅力的大爆发。            
(5星)	 这些年来看过完整的电视剧不超过3部，让我坚持看完并且强烈赞叹的只此一部！！致敬！！            
(5星)	 ！！！            
(5星)	 带劲。            
(5星)	 这部电视剧是我近几年看过的最好看的国产电视剧之一            
(4星)	 好看            
(NA)	 坚持！（这两个字的短评不知道什么时候写得，估计大一吧）最近周围有人又再看了，我也看。里面有个片段的印象又深刻了∶我是钢七连的第★★名士兵…突然有种感觉，仪式其实还是很重要的…有人说回忆过去的时候，往往记起的是一点一点的细节…不过其实有很多已经成为一种仪式刻住了…            
(5星)	 士兵突击  突击士兵            
(5星)	 我最喜欢的 大陆 电视剧... ... 严格的说 看了4遍  不严格的说 看了5遍            
(4星)	 喜欢561.            
(NA)	 真的很不错不抛弃不放弃             
(5星)	 很爷们儿的一帮人            
(5星)	 纯爷们戏            
(NA)	 看过很多遍 每次看都很感动            
(5星)	 不抛弃不放弃!            
(5星)	 不错的军人电视剧            
(3星)	 断断续续的看，觉得其实人要是稍微聪明点儿，生活就不会那么费劲。            
(5星)	 这样一部电视剧，让人欲罢不能！越看越好看！            
(4星)	 如阿甘单纯可爱，但许三多并不是天才，而是凭借一种服从精神做到士兵王。            
(5星)	 袁郎太帅了~袁郎太帅了~袁郎太帅了~袁郎太帅了~袁郎太帅了~袁郎太帅了~袁郎太帅了~袁郎太帅了~袁郎太帅了~            
(4星)	 人间正道是沧桑            
(5星)	 绝对最棒的电视剧，无大腕，无炒作            
(5星)	 这部剧因为有了那么多实力派的倾情演绎，才烘托出这个许三多。我爱军人            
(5星)	 我喜欢这群纯爷儿们，很久没有感受到那么纯净的哭和笑了~~~            
(5星)	 真的很好看。            
(5星)	 不抛弃 不放弃            
(4星)	 战争场面过少  讨厌都是对话的            
(4星)	 许三多这个人物太理想化了            
(5星)	 一个士兵成长的几部曲最喜欢钢七连的部分 可以说 没有钢七连 就没有许三多的未来            
(5星)	 永远在看，永远都看不够。            
(4星)	 很励志            
(5星)	 国产最佳军事连续剧            
(3星)	 不喜欢王宝强.            
(4星)	 很搞笑            
(5星)	 每个人都会喜欢，又对每个人都不一样的。            
(4星)	  励志             
(NA)	 bl？            
(5星)	 花了好几年时间，终于完整的看完一遍了。岁月是把杀猪刀啊！            
(5星)	 一部给人以激励的电视剧            
(5星)	 七连在每个人的心里都筑了一座城池            
(4星)	 那个夏天            
(NA)	 &#34;年少轻狂,幸福时光&#34;            
(5星)	 它不是一部电视剧，而是人生哲学。            
(5星)	 大爱！是我看过的最好看的电视剧。。。我居然看了３０遍。。。            
(4星)	 一种精神            
(5星)	 喜欢袁郎和六一!            
(5星)	 成人童话，很激励人，但童话毕竟只是童话，在现实生活中是不太可能存在的。此外，在豆瓣里的评论都写得很好，值得花时间去看看。            
(5星)	 意外发现            
(5星)	 很震撼 很感動 很勵志 。。。            
(5星)	 是除了主角，所有人我都大爱的片子            
(NA)	 之前一直没看，是因为抗拒它被炒作得太厉害。之后，看了，但是，对不起，我没被激励，倒是觉得怎么有许三多那么傻的人，不过元朗很cool            
(5星)	 影响我一生的电视剧TOP.1            
(NA)	  好             
(1星)	 对这些题材没兴趣。            
(5星)	 果然很好，好的不是一句话说的完。            
(4星)	 很不错，学习下兵王的成长            
(5星)	 真后悔这么晚才看这部片子。带给我很大的震撼，很喜欢老七，许木木……真的非常非常好的一部片子。            
(NA)	 从小草到参天大树的成长日记。            
(4星)	 这部戏在2007年春季陪看，旁观着绵延不绝的感动。那么多方言，爱屋及乌。。            
(5星)	 不抛弃 也不放弃 这就是钢七连            
(5星)	 不抛弃，不放弃            
(5星)	 看了7遍的电视剧            
(5星)	 07年底看过的，经典。            
(5星)	 从未这样看一部军旅剧            
(2星)	 抄袭《阿甘正传》            
(5星)	 除了宝强，哪个都是咱们的心头好，只是打心眼里心疼史班长，如果没有他给三多的第一次机会，那么后来的许多次也就不复存在了。史今是三多命里的贵人            
(NA)	 喜欢看，特别喜欢里面人物不同的个性，更喜欢史今。。            
(5星)	 你不能不服成才真的有本事。他是属于那种从来没有跌过跟头的人，在小山村自然如鱼得水，在部队也最快崭露头角。即使所有人都知道他假，也不能不承认他很优秀。如果不是到了老A这个真正考验一个人性格为人的地方，他不用改变也能混得有模有样。但是如果这个人改变了，变成了一个结合了许三多和成才的人            
(3星)	 有很多的感动            
(5星)	 剧中有很多对白很有意味，男女兼顾的军旅感人故事            
(5星)	 好好活就是做有意义的事。            
(5星)	 这才是真正的奋斗！            
(5星)	 记得这是我在你床上蹭着看完的。。            
(NA)	 他们说我像伍六一？            
(4星)	 男人戏            
(NA)	 只有我走了,才能拨掉你心中最后一点儿草.            
(5星)	 不抛弃, 不放弃; 好好活, 就是要做有意义的事; 做有意义的事, 就是好好活. 日子就是问题叠着问题.            
(5星)	 老七啊老七。。            
(5星)	 别人都以为他抓住的是一把稻草，但是咋不知不觉中那已经长成参天大树了            
(4星)	 還行。。。            
(NA)	 喜欢。非常喜欢。如果有来生，就做他们。            
(5星)	 经典            
(4星)	 有些地方略显狗血，不过总体感觉很励志。            
(5星)	 我的最爱            
(5星)	 有点烂尾，许三多身边的那些人才是整个电视剧最动人的地方            
(NA)	 看了N多遍，流了N多泪，喜欢N多人，明白N多道理            
(NA)	 史今            
(5星)	 感动~~不抛弃不放弃！！！            
(4星)	 4颗星全给快意的老A，7连太沉重不适合我。            
(4星)	 没见过哪一部电视剧能火这么多人!!            
(5星)	 记得当时看士兵突击的时候那种疯狂的状态，是窝在宿舍几天没有出门的看，直看的天昏地暗的--之后还忍不住看第二遍第三遍的那种感觉。喜欢这部描写军旅生活的一部电影，里面的某些精神一直给人一种难以名状的激励，而那些人，也成了我们心中的真英雄。            
(5星)	 一部男人感动男人的片子。            
(NA)	 很喜欢~~            
(4星)	 算是军旅片里最成功的一部吧？            
(5星)	 班长。。。            
(5星)	 振奋，自己的影子，励志，向前走，不放弃不抛弃...这部电视剧给我的太多太多了...            
(NA)	 刚开始觉得它不怎么样，偶尔看到别人在看，许三多的傻让我觉得有点做作，有点俗，后来我从头到尾开始看，而且一发不可收拾……不抛弃，不放弃在这里被诠释。厌恶了台湾、香港的爱情片，在这个片子几乎没有女人的戏，这一点就值得称赞了，这个导演不一般。这个片子的另一个特点就是配乐非常好，虽然很多并非原创，但是这样的配乐真的很难得。            
(5星)	 一个人的坚守。            
(NA)	 喜欢军中真男儿            
(5星)	 第12集，看两遍，哭两遍。男人的戏更容易受感动。            
(5星)	 爱561~            
(5星)	 高二看的那段时间是完全痴迷状态，也成了戳中泪点最多哭的最厉害的电视剧。士兵永远突击！            
(4星)	 落泪几回，人人心里都有不屈的一面吧。            
(4星)	 其实我没那么爱这部剧            
(5星)	 完成于永远念念不忘的日子            
(5星)	 年轻人都应该看的片子            
(5星)	 非常好的 国产电视剧 期待续集~            
(5星)	 喜欢段奕宏~看了很多遍~            
(3星)	 这部电影拍的很假 现实生活中根本不存在这样的人   只具有说教意义            
(4星)	 好好活，就是做有意义的事，做有意义的事，就是好好活。。。            
(4星)	 确实不错 难得拍得不做作的国产电视剧 我最喜欢连长^^            
(5星)	 没得说，做为一部国产剧，它会是一个里程碑式的经典            
(3星)	 看的极其断断续续~            
(NA)	 刚火的时候很排斥 以为市井之剧 去年看了 一发不可收            
(5星)	 好吧，我承认我腐，我很腐，我非常腐。腐到CP都乱了！            
(4星)	 不抛弃，不放弃。            
(5星)	 关于成长，关于希望、梦想与坚持，关于友谊            
(5星)	 经典军旅剧            
(5星)	 不抛弃!不放弃!            
(5星)	 很久没有看过这么好看的电视剧了！            
(4星)	 太有爱了，太有爱了            
(NA)	 理想的军营。。。一直不明白，为啥与高成很共鸣。。            
(5星)	 好！            
(4星)	 很多经典的话            
(5星)	 唯一一个看了3遍的大陆剧            
(5星)	 其实不推荐所有人看，因为不喜欢那些赶时髦的人混入革命队伍，呵呵，说笑的~~            
(5星)	 男人的戏  大气感人            
(4星)	 还特意买了盘看呢...喜欢史班长...伍六一...连长...老A...还有...还有...            
(5星)	 一部披着迷彩衣的偶像剧，纯真的军营童话，青春激荡梦飞扬，铁血柔情英雄泪。            
(NA)	 好看            
(5星)	 我的精神图腾            
(5星)	 纯爷们            
(4星)	 每一片绿叶都烁烁放光，更奈何红花是那付不起的阿斗。真也好，假也罢，为着内陆电视中尚有血性和男人味的汉子们推荐。            
(5星)	 高三看的，上了本科，说明不错的！            
(5星)	 执着的许三多。只做有意义的事。            
(5星)	 纯爷们！！这里的所有军人都人念念不忘            
(5星)	 保尔柯察金            
(4星)	 考研时所看的电视剧。最深刻的便是许三多在单杠上不停翻转的那一幕，那是一个界限，从那以后，他的内心便不再懦弱了。            
(5星)	 娘嘞，啥时候看啥时候都觉得好看。就是有那么种精神。适合经常复习。            
(5星)	 超级国产腐剧。            
(3星)	 只看了一半，看到史今复员了~~~            
(5星)	 那种精神，有时竟不敢再回望，也许是自己太懦弱了吧……            
(5星)	 不抛弃，不放弃            
(5星)	 我是严重的突迷~！这个制作班底。我的大爱。            
(5星)	 不抛弃不放弃            
(5星)	 最喜欢和最念念不忘的中国大陆电视剧            
(5星)	 啊哦。。我的段小受            
(4星)	 大伙好像都看过~~  只有突击没有激凸却已然有的看            
(5星)	 有段时间，看到当兵的就两眼放光，呵呵            
(NA)	 哈哈 袁朗 我爱你~            
(5星)	 喜欢袁朗，更喜欢段奕宏。就是这部戏把我坑惨了~            
(5星)	 喊一声龟儿子，我无福消受            
(4星)	 一群赫赫生辉的配角，和一个魅力值负数的主角            
(3星)	 我是被压着看的。老师压的            
(3星)	 断断续续地看。            
(NA)	 高三时全班一齐看的～～            
(5星)	 小也推荐。费了我很多面巾纸的剧~（*@ο@*）             
(5星)	 基本上看过的人都喜欢            
(4星)	 不抛弃，不放弃            
(4星)	 国产硬汉集合            
(NA)	 感觉是近几年拍的最好的一部军旅题材的电视剧了。            
(4星)	 赞            
(5星)	 一群男人！都是男人呀！TAT！太感动了！            
(5星)	 完美！            
(5星)	 很不错的电视剧，体现了兵哥哥们的生活，还有很多感人的情节            
(5星)	 有了它，美剧韩剧日剧TVB一边去！话说，俺当初的梦想就是从军呀。            
(5星)	 三多兄            
(NA)	 在电视上断断续续看过的很喜欢袁朗             
(4星)	 对中国来说是部难得的电视剧            
(1星)	 真是对中国人民解放军的侮辱！            
(5星)	 一部绝对没有掺杂一丁点儿女情长的电视剧，难得的好剧！            
(5星)	 史今，太帅了            
(5星)	 除了王寶強和段奕宏，我都無比無比的喜歡與崇拜！！！            
(5星)	 前部分最喜欢三连长，后面也挺喜欢袁朗和吴哲的，尤其引得我看士兵突击的是以袁朗和吴哲为原型的同人文。。。剧看哭了我好几次，史今跟连长看北京还有他走的时候，伍六一快坚持到胜利时弃权。。。军人每到这时候总让我倍加感动            
(5星)	 不管别人说它有多么幼稚和不真实 我仍然信仰士兵突击这是我的精神家园            
(5星)	 吴哲 袁朗 大爱            
(5星)	 很好            
(5星)	 爬不过去的墙，翻不出去的圈            
(4星)	 迷过元朗一阵            
(5星)	 让我喜欢上军旅片            
(5星)	 永远爱你～么！            
(NA)	 我喜欢他们  他们是纯爷们儿！执着 刚毅 冷静 聪明 真诚 单纯 可爱的人            
(NA)	 wow~我亲爱的老A队长 吴哲。啊啊 平常心呐。我又开始腐了。            
(5星)	 活着就是做很多很多有意义的事，有意义的事就是好好活着。 呵呵 其实谁能给出更好的答案呢            
(4星)	 看完了想当兵。还好后来又看了《圆明园》            
(5星)	 我的信仰。            
(5星)	 断断续续地看 喜欢袁郎还有关于要找回我的枝枝丫丫的一句话            
(NA)	 最爱伍六一。            
(5星)	 从在电视上看了两集后，在网上搜索看了全集视频，再买碟重新看。真的很好看！喜欢袁朗，史今，高城，邢佳栋。。。。其实喜欢每一个人！！            
(5星)	 超好看！！喜欢许三多~            
(4星)	 供应了在这个时代很需要的血气            
(NA)	 一部看了许多遍也不会厌倦的好剧            
(5星)	 看了好感动的军旅片            
(5星)	 为一群纯爷们儿哭哭笑笑，我疯魔了。            
(4星)	 感人 军旅片的突破！            
(4星)	 为数不多国产连续剧.            
(5星)	 三多遇到的都是好人啊            
(5星)	 许三多            
(5星)	 有所经历的人，会有所感觉。。。            
(5星)	 是骡子是马，拉出去溜溜~            
(5星)	 年轻人必修的人生哲理巨作            
