http://movie.douban.com/subject/1764730/	浪漫满屋 풀하우스
(4星)	 真的很好看，很能让人放松的戏            
(4星)	 想当年起水痘的时候看的。            
(2星)	 还是不能明白这个片子为什么这么火……            
(5星)	 经典            
(NA)	 一般人都看过···            
(4星)	 青葱岁月的最爱~            
(5星)	 第一部看的搞笑韩剧，也是经典之作            
(NA)	 不錯            
(NA)	 三只熊            
(NA)	 本来不想看。可是在我老妈的濡染下也看完了。            
(3星)	 轻松。。。还好是happy ending。。。            
(NA)	 哎呀呀呀，这也是一个顶点少女系列            
(3星)	 宋慧乔是真漂亮啊            
(3星)	 还可以~~~很久很久以前看的~~~            
(4星)	 还不错            
(4星)	 啥也不用说了            
(4星)	 很经典。            
(3星)	 看过的唯一一部韩剧。。矫情            
(4星)	 很早的一部却很经典！            
(5星)	 看了10遍，也许20遍~            
(NA)	 在轮番轰炸下，看完了……            
(1星)	 滿無聊的，吵吵鬧鬧沒營養的一部戲            
(5星)	 我愿意说它是新时代韩剧的开山之作            
(4星)	 看过            
(4星)	 cute            
(4星)	 2个人很有喜感            
(4星)	 很爱的一部片子...宋MM继续加油            
(4星)	 我是这部片子红到最后被淡忘的时候才开始看的。除了无感还能说什么。不过值得激动的是这片子没有失忆跟死人。笑。            
(3星)	 大屁股蠢男人+美丽无脑女=大烂片            
(4星)	 rain太帅 抵挡不住            
(5星)	 还是很经典的韩剧~高中时候偷偷看的~好怀念那时侯~            
(4星)	 蛮喜欢宋慧乔的            
(4星)	 喜欢乔妹唉~~            
(NA)	 07年底换工作的时候陆续给看完的一部韩剧。真难得~~            
(5星)	 第一部从头到尾看完的韩剧，也是至今为止最爱的韩剧..很喜欢故事情节，但并不喜欢李英宰那样的男生。还是情节好了。            
(5星)	 如果有这样的生活的话，我要用下辈子去换            
(3星)	 大二看过，在当初来讲，这应该是传统韩剧的转型之作。            
(5星)	 喜欢宋慧乔和RAIN这个组合            
(3星)	 就是有点不切实际。            
(4星)	 温馨            
(3星)	 不知道为什么不太感冒。。。            
(5星)	 天生一对，完美的男女主角            
(3星)	 一直忘不了Rain痞子一样的笑容            
(3星)	 一部做饭吃饭的剧            
(4星)	 第一次买碟看的韩剧，还是很不错，过了这么久依然觉得不错。开了一个先河感觉上。            
(5星)	 百看不厌即便是小白            
(5星)	 看过它的人都爱上了RAIN~            
(4星)	 第一部完完整整在电视上看过的韩剧            
(5星)	 高中那会儿是真爱看。。。            
(5星)	 轻松、搞笑又养眼！            
(5星)	 不用多说，好剧            
(4星)	 挺逗的，挺可爱的~~一对活宝...            
(4星)	 可爱的rain            
(4星)	 记得歌儿都很好听            
(5星)	 棒子国的女人里面。。最喜欢的就是宋慧乔。。就是很舒服的感觉。。还有可爱的rain。。喜欢他笑起来的样子。。            
(NA)	 很喜欢宋慧乔。。梦幻的人物啊。。。灰姑娘与大明星。。呵呵            
(5星)	 Cute~            
(4星)	 编剧很强            
(5星)	 太可爱了~            
(5星)	 经典韩剧            
(NA)	 我觉得一般            
(NA)	 个人认为一般            
(4星)	 这剧就不多说了……            
(4星)	 开创韩剧新纪元的一部电视剧            
(4星)	 男女主角演得都很自然~超难得~            
(NA)	 呵呵 我们就是那样            
(4星)	  很漂亮的房子..            
(4星)	 小眼睛很深情            
(5星)	 我的最爱！            
(NA)	 唔，这就是个童话...            
(NA)	 浪漫啊，男帅女美 ，真好啊            
(5星)	 韩剧里短小精悍不苦情狗血的典范...虽然他还是韩剧...            
(3星)	 总觉得这个剧傻傻的            
(4星)	 里面的衣服很漂亮            
(4星)	 经典            
(3星)	 当初还是觉得蛮好看的= =            
(5星)	 记得那时候我高三            
(3星)	 好吧，真的很童话~            
(2星)	 情节弱智得我没话说了，居然还无数人喜欢，            
(4星)	 熬夜看韩剧的开山之作            
(5星)	 韩剧的套路 都可以总结了。但这部毕竟在中国的影响力巨大。还是记忆深刻的。            
(NA)	 超级爱的一部电视剧            
(5星)	 每次看都能使心情好起来的神奇电视剧            
(3星)	 好像只挑着看了几集~            
(4星)	 各个电视台的狂轰乱炸的播放，就好好地看了一遍，还不错，剧情搞笑，很有意思            
(NA)	 rain好身材            
(5星)	 情节俗套，但是，我给五颗星。宋慧乔再高点多好。            
(5星)	 那时候觉得rain很可爱。            
(NA)	 喜欢 诶            
(4星)	 慧乔&amp;Rain ....之前的场景很轻松很搞笑，但是最后怎么觉得气氛沉重古板的要死。。。            
(4星)	 同样年轻时候看的 = =            
(3星)	 挺搞笑的            
(4星)	 来的不早不晚，及时雨            
(3星)	 傻妞和傻小子演的傻剧            
(4星)	 电视台不知道重播了几遍，我是比较靠后才看的。            
(5星)	 养眼啊养眼！唯一觉得rain好看的时候…            
(4星)	 这剧太科幻了。。            
(3星)	 乔妹的打扮很不错~            
(3星)	 对嘴唇厚的男人无感啊啊啊啊啊啊！！！！！！！！            
(4星)	 经典            
(NA)	 喜欢宋慧乔~~            
(4星)	 特别美好 那时候喜欢上rain 的            
(4星)	 简单轻松的快乐。            
(3星)	 以前看的。            
(5星)	 轻喜剧，但还是避免不了哭            
(3星)	 很泡菜             
(NA)	 从头吵到尾            
(4星)	 忒经典            
(5星)	 这个经典的韩剧            
(4星)	 朋友多次推荐才看的，确实很搞笑，但是还是更喜欢my girl，起码男主没这么幼稚，太气人了！            
(5星)	 Rain            
(4星)	 大妈们的最爱！绝对的梦幻之作！            
(4星)	 好看好看，很浪漫            
(NA)	 太喜欢乔了 太美了            
(5星)	 经典，可爱的rain            
(4星)	 韩剧的经典            
(4星)	 非常搞笑。rain是非常可愛的、            
(5星)	 小Rain是我的初恋 ~~            
(4星)	 一对欢喜冤家的爱情~~~            
(5星)	 轻松喜剧，当是看的很欢~            
(4星)	 宋慧乔没人不喜欢吧            
(NA)	 好看 、            
(3星)	 唉，好慢的情节啊            
(NA)	 没有电视看的时候，还是可以磨时间的。            
(5星)	 无法超越            
(5星)	 乔妹的俏皮转型 RAIN的惊艳 满满的甜蜜 5星 没话说 韩剧喜剧的鼻祖            
(NA)	 现在都还在怀念..            
(4星)	 喜欢，很好，李英宰很贱......喜欢那个老男人~~            
(4星)	 是鄙人高中去网吧的一大诱因            
(NA)	 男二号我更喜欢            
(NA)	 宋慧乔很可爱~~可是~~那个~还是有点小遗憾~            
(5星)	 暂且给个五星吧。            
(5星)	 爱上 乔妹妹            
(4星)	 很温暖，也有感动~不错~            
(NA)	 虽然不现实，但是景色和着装风格很值得看呦！！！            
(5星)	 第一部真正爱上看韩剧的作品            
(4星)	 没有原著漫画好看，不过也值得一看            
(NA)	 这个经典不用多言了吧~~            
(4星)	 男女共处一室的剧总是有看头的。            
(NA)	 典型韩剧            
(4星)	 2004年暑假在北京看的 极其经典之韩剧 小乔啊哈哈            
(4星)	 比较早期韩剧进入中国市场，姐姐我也不入俗套的跟风了一把。三只小熊风靡一时啊~~~~~~~~            
(5星)	 看中的不是灰姑娘的爱情，而是那份幽默……韩式特有的幽默            
(3星)	 烂面满屋~哈哈~            
(4星)	 宋慧乔真漂亮            
(5星)	 好看            
(5星)	 喜欢两个主演哈，，，不错            
(4星)	 那时候很红的            
(4星)	 偶像剧里算是不错的了            
(3星)	 一开始很不错看，后面就拖了。            
(4星)	 在电视上看得，就当开心了            
(4星)	 rain            
(4星)	 妈妈很喜欢            
(NA)	 RAIN~            
(NA)	 喜欢宋慧乔            
(5星)	 前面好看。后面一般。            
(5星)	 看来我还是喜欢轻松愉快的爱情故事~~喜欢宋慧乔，更喜欢RAIN~~            
(5星)	 很搞笑的            
(4星)	 当年多喜欢rain啊..            
(5星)	 haokan            
(5星)	 RAIN笑起来真的很可爱~~~~            
(4星)	 2007            
(4星)	 Rain演的好可爱            
(4星)	 喜欢的。            
(4星)	 温馨，浪漫！！            
(4星)	 好象是我完整看完过的第一部韩剧            
(3星)	 Rain是真的不好看。            
(NA)	 喜欢宋慧乔~~rain   喜剧又深情            
(3星)	 乔妹真美啊            
(4星)	 很漂亮的戏，视觉上的。其它就一般吧            
(NA)	 想笑   想笑  太亲切的片子了            
(4星)	 看了很多很多遍！！好看，赞！！！            
(4星)	 我只能说我对偶像剧真的没什么免疫力~~~            
(5星)	 韩剧最爱两部,浪漫满屋和我的女孩.            
(5星)	 百看不厌~            
(3星)	 虽然俗套 但看着还好            
(4星)	 最爱乔妹            
(3星)	 这样的韩国片太多了。。。            
(5星)	 我喜欢～            
(3星)	 呃            
(3星)	 er···还OK啦··            
(5星)	 本人非常喜欢的一部电视剧，非常的浪漫美好，而且演员很喜欢~虽然剧情有点老套的韩国偶像剧的一贯用法，不过效果还是不错的~            
(4星)	 还能让我看完的韩剧  虽然后面几集有点拖            
(5星)	 百看不厌的片子。 浪漫也有真实的爱情。             
(4星)	 可爱活泼漂亮的宋慧乔~帅气的rain~            
(5星)	 最喜欢的一部韩剧了~~~~~~~~~~~~~~看过不知道多少遍了            
(NA)	 好喜欢            
(4星)	 那时候多感动啊！！！！！            
(4星)	 让所有女人都幻想的不切实际的~ 但是还是喜欢看的电视剧~~            
(4星)	 真的不错。            
(4星)	 喜欢韩智恩的那种精神吧，(*^__^*) 嘻嘻……            
(5星)	 很喜欢呐~            
(NA)	 纪念纯真的岁月。韩剧，看了以后，会让你活在幻想的世界里            
(4星)	 高考结束的消遣。让我浪漫地等待残酷的现实降临……            
(3星)	 有点欢喜冤家的感觉 虽然有些闹剧、不过最后还是有情人终成眷属            
(3星)	 一直与结局无缘……不过也不必亲眼见证一个没有悬疑的happy ending……            
(4星)	 喜欢里面的房子～～            
(3星)	 当时很红的            
(4星)	 如果这电视能短上五集就完美了            
(NA)	 好看            
(5星)	 爱情就要轻松浪漫，偶尔的拌嘴，不是吗？            
(NA)	 第一次看的时候就被rain迷倒了，，，宋慧乔也好乖            
(4星)	 除了我爱的宋慧乔，没别的了。            
(2星)	 歌不错。。片子烂。。            
(5星)	 看过这个之后开始迷恋Rain 可爱的不行            
(4星)	 看了挺开心的~            
(5星)	 这个5分送给当年的感觉            
(4星)	 为什么看过这么多韩剧？可见我大学时多悠闲 汗。。。            
(3星)	 算是经典之作了~            
(4星)	 初中看的时候还可以吧~            
(4星)	 小女生打發時間的不錯選擇            
(5星)	 Rain呆呆的，好可爱            
(5星)	 喜欢那个房子            
(NA)	 初中毕业那个暑假看的。            
(5星)	 也是我看次数最多的电视剧之一,简单爱,挺好            
(5星)	 我的小乔啊            
(5星)	 可爱            
(4星)	 很早前开过···还不错···            
(4星)	 不错啊            
(5星)	 两人在剧中都十分可爱啊！！！            
(NA)	 现在再看好无聊啊            
(5星)	 经典韩剧- -比较喜欢里面的rain，宋慧乔好美            
(3星)	 一如以往的浪漫漫韩剧风格~~~ 也许是演员的关系，这部剧确实很火！            
(4星)	 看这个是为了好多年前中意的一套同名漫画            
(NA)	 这种爱情就叫做傻的可爱！！            
(5星)	 两个养眼的人凑在一起情节不像一般韩剧那么俗套百看不厌            
(4星)	 红还是有原因的...但是再让我看绝对不可能            
(5星)	 嗯 泛黄的纸 from 萌芽            
(5星)	 好吧，这也是一部经典之作......            
(4星)	 为帅哥美女叫声好            
(5星)	 超喜欢的爱情剧            
(3星)	 虽然不想承认，但是韩剧的套路总是这个样子，主角间么，身份差距的厉害。然后，最终。。。            
(5星)	 happy滴~~            
(NA)	 也是非常喜欢！            
(NA)	 唧唧也看过呢。。。            
(4星)	 小眼睛Rain            
(4星)	 宋慧乔和Rain都是我很喜欢的啊            
(5星)	 爱你~            
(4星)	 rain就是這樣狗屎運紅起來了..            
(2星)	 不喜欢rain 俩人整天吵 烦死了            
(NA)	 有情有义有天地。            
(NA)	 所有人都喜欢的  我却不一定喜欢。            
(4星)	 他不像我！            
(4星)	 喜欢她。            
(NA)	 经典            
(4星)	 喜欢在FULL HOUSE的你们··            
(4星)	 我买的第一部电视剧的盘就是《浪漫满屋》            
(5星)	 可能没有人不喜欢哦...            
(3星)	 宋MM的衣服很漂亮。故事很愚蠢~棒子很弱智~            
(NA)	 是得承认它经典            
(5星)	 挺好玩的。            
(5星)	 hen JD            
(5星)	 记忆中第二部韩剧~~好看~~~小浪漫            
(5星)	 情节和演员都很可爱            
(4星)	 百看不厌            
(4星)	 剧情如剧名...！            
(4星)	 不错！            
(4星)	 看的烂了~= =            
(5星)	 漫画就里程碑了。。。            
(5星)	 韩剧经典，怎可错过            
(5星)	 진짜 재밋다~~            
(NA)	 超级好看的浪漫剧，最爱的郑大宝儿演的~            
(4星)	 还是和漫画有差距啊            
(NA)	 看很多遍都不会厌            
(5星)	 大学的时候看过好几遍，电脑里存的一直都舍不得删。。            
(5星)	 经典中的经典            
(5星)	 最喜欢的美女宋慧乔MM主演的浪漫喜剧，陪我度过了这个暑假。            
(5星)	 很童话的片子。。让人对爱情充满希望。。但也只是童话。            
(4星)	 虽然不喜欢Rain，可是电视剧本身是好的。难得有部不“泡菜”的泡菜国电视剧。            
(5星)	 看了这么多遍还是喜欢~~rain笑起来好可爱哦~~            
(5星)	 崇尚這種浪漫有趣的小愛情            
(5星)	 FULL HOUSE就是个神话。志勋居然演活了这个跟原著一点也不像的角色。他是适合孩子气的霸道的有时冷静的角色吧            
(4星)	 永恒的吵架            
(NA)	 rain这小子太可爱了            
(5星)	 温暖的回忆。。~            
(3星)	 还蛮可爱的啦            
(4星)	 韩式经典烂尾            
(3星)	 剧情有点老，感触不深            
(5星)	 好看好看  温馨浪漫 又很搞笑            
(3星)	 看过之后更讨厌rain 了            
(5星)	 实在的额，它是我第一个看的额韩剧。。。。呵呵，只后还迷上小眼睛翘臀的Rain一段时间。。。            
(4星)	 里面的配饰很好看            
(5星)	 哈哈，好看好看。            
(4星)	 这是我第一部看完的偶像剧.            
(4星)	 这可是经典、各大电视台都快播烂了。。。            
(5星)	 之前觉得很脑残 后来觉得很温暖了            
(3星)	 被我媽看爛的電視劇。不怎麼喜歡rain。覺得醜            
(4星)	 整体轻松的风格~偶尔也有煽情~            
(NA)	 小乔的经典。            
(5星)	 每夏必看。            
(5星)	 2011.6.12            
(5星)	 就是喜欢它，我看的第一部印象深刻的韩国偶像剧，喜欢宋慧乔的打扮，超可爱            
(5星)	 看完这部超级喜欢宋慧乔啊            
(5星)	 我还是不喜欢肌肉男……            
(4星)	 韩剧中的经典，记一笔。            
(4星)	 笑一笑```世界更美妙```            
(NA)	 话说这些韩剧都是陪老妈看得~怎么说呢，咱只是很喜欢场景，房间，可是不期待这样的爱情。            
(4星)	 一部可以看完就忘 边看边忘的好剧            
(5星)	 超喜欢。过了N次都不腻。            
(5星)	 大爱Rain和宋慧乔 很喜欢那首《三只熊》～            
(4星)	 决定浪漫与否的，是身边陪伴的人。            
(4星)	 很久很久以前看的了            
(5星)	 我妈在看，蛮好的，呵呵            
(4星)	 classroom  中午            
(5星)	 很有趣~            
(5星)	 Rain像个孩子一样让人想要疼。            
(NA)	 打啊 打啊 就好了            
(4星)	 挺逗的            
(5星)	 很可爱，很幸福            
(4星)	 让女人喜欢宋慧乔。。就是有点拖沓。。。            
(4星)	 真的很浪漫的爱情故事。            
(5星)	 很经典的片子 太赞了 RAIN  灵            
(5星)	 ....            
(4星)	 是挺不错的。            
(3星)	 本来很喜欢Rain,看了就不喜欢了            
(3星)	 当时觉得挺配，现在觉得宋慧乔和玄彬更配点，- -，哎，            
(4星)	 韩剧开始转型咯             
(5星)	 和妈妈喜欢的同一部韩剧……想说~老妈你总算有点长劲啦啊哈            
(5星)	 大爱~~            
(5星)	 百看不厌~  他们挺搭的，电视重播多少遍都看！            
(5星)	 喜欢这部电视剧，因为她的唯美，我喜欢没有恶斗，没有勾心斗角让人厌恶的场面。那份真实，那份纯情，才让我如此的偏爱。那样的爱情来得简单来得是缘，相吸的两个人走到世界的角落终能相遇！            
(5星)	 看了不知道多少遍的连续剧，百看不厌。。。            
(4星)	 我妈妈都喜欢，可见魅力之大            
(5星)	 喜欢rain            
(5星)	 那房子好漂亮。            
(5星)	 能说不是经典吗            
(4星)	 经典拉~            
(5星)	 挺经典的~~            
(5星)	 还比较养眼的组合，女生可爱，男生更可爱，好像感情也就是那么培养出来的，只能说小打小闹的爱情很有趣            
(2星)	 没觉得怎么有意思            
(NA)	 这个片子在我家就是我妈的代名词啊~~~            
(NA)	 好可爱的rain            
(5星)	 我多热情喜欢过的小眼睛男人阿，年代久远了。            
(3星)	 基调温馨，房子不错。有个朋友很像RAIN、哈哈            
(3星)	 俗套的韩剧……有契约，女主角是个作家，父母双亡，男主有才或者有钱或者有名气……有时候对于韩剧我是很无奈的……容易上瘾然后又鄙视自己。            
(4星)	 很浪漫 温馨~            
(5星)	 我家rain!!~~~            
(5星)	 经典之作，也是一个很可爱单纯的男主角            
(5星)	 迄今为止最喜欢的一部韩剧            
(4星)	 很美！            
(4星)	 随便拎一集就能看的电视剧，因为真的没什么情节可言。。。。            
(3星)	 还是喜欢漫画的            
(5星)	 百看不厌~~            
(3星)	 都怪电视上演了N遍那个配音真是郁闷人啊还是挺韩语的比较好            
(3星)	 我看过原漫画 感觉那个好多了            
(NA)	 喜欢喜欢            
(4星)	 两个冤家 一对欢喜 最喜欢他们学自行车的时候            
(NA)	 我很喜欢小宋            
(4星)	 喜欢上Rain的眯眯眼            
(4星)	 嘿嘿，青春剧嘛，哪个小女生不喜欢？            
(5星)	 浪漫            
(5星)	 可爱的爱情~            
(5星)	 好看            
(3星)	 男女猪脚我都喜欢            
(3星)	 还行吧，偶像剧始祖            
(NA)	 - -，            
(3星)	 跟漫画你不一样，但是还好            
(5星)	 唯一一部在网吧里迫不及待坚持看完的韩剧，从那时才真正喜欢看韩剧            
(4星)	 用来放松神经，不错～但是不要相信韩剧哦～            
(NA)	 飞机上不是每次都能遇见明星的 哈哈哈            
(NA)	 衣服哈多啊            
(NA)	 rain!!!喜欢            
(5星)	 看了不下5遍，每次重新看的时候，还是觉得很温馨美好！            
(4星)	 rain是让我看这部电视剧的主要原因            
(3星)	 没看完...觉得剧情一般..            
(2星)	 高中的时候看的，感觉剧情有点支离破碎，人物有点喜怒无偿。可能是那时候没看懂，不过再看一边是不太可能了。            
(3星)	 现在过来那个阶段 韩剧也只是那时好看            
(5星)	 一段温馨的爱情，在名叫“full house“的房子上演。            
(NA)	 可爱的rain            
(NA)	 赞啊            
(NA)	 一个大男孩给不了的爱            
(NA)	 乔妹～～～真是太赞了，哈哈，我学她的发型了            
(4星)	 对韩智恩的衣服很那啥。            
(3星)	 一般般啦……            
(4星)	 我家乔妹啊~你咋这么好看捏~            
(5星)	 最爱宋慧乔            
(NA)	 这部里面稍微喜欢一点RAIN            
(3星)	 还好。其实以前对韩剧确实一点儿也没兴趣，无奈周遭的人都说浪漫满屋确实很好，于是在各个电视台轮番播放以至于这部电视剧都属于过时的时候我才看，就一般吧。谁叫我对韩剧没兴趣。比较反感。现在好多了。            
(5星)	 永远的最爱            
(4星)	 故事很俗，但是有美女啊。RAIN也很可爱            
(NA)	 看了无数遍还想看。哈哈            
(NA)	 ~~~因为虚幻，所以美丽            
(5星)	 演员很喜欢,看了这部剧开始喜欢Rain的 ..            
(4星)	 乔妹+Rain=超可爱的一对~            
(4星)	 还是一部值得推荐的片子，还可以            
(NA)	 记得某人很爱看，反复看了不下十遍            
(4星)	 看了好多遍噢.            
(4星)	 开头好扯 |||不过整体不错-v-rain笑起来很可爱~            
(5星)	 太可爱了。。            
(4星)	 搞笑韓據~~還想再看第二次呢!!            
(4星)	 pure love story..love it.            
(2星)	 剧情真的好傻            
(4星)	 看过的最有趣的韩国电视剧            
(5星)	 相当不错的电视剧~~            
(4星)	 鸟类  咕咕鸡 嗯            
(4星)	 很轻松 没有那些尔虞我诈 爱恨情仇 只是一点点轨迹的交错 同一屋檐下 斗嘴吵架中滋生的小小浪漫 很温暖 RAIN真的很帅 小眼睛 但很会笑 干净的皮肤 高大的身材 痞子气的小霸道 有时却又温柔得一塌糊涂 宋慧乔 优质国民演员 气质美女一枚 眼睫毛很漂亮 俊男美女 制作精良 不错             
(5星)	 妈妈也很迷~~            
(5星)	 向韩智恩学习            
(4星)	 典型的小孩似打闹出来的爱情            
(3星)	 不错            
(3星)	 I think I love U            
(5星)	 很搞笑，小浪漫，小可爱，歌曲很好听            
(3星)	 如果是当时评,也许是四星.            
(3星)	 很一般            
(4星)	 轻快 诙谐！ 唯一一部从头看到尾的韩剧！只因陪人观看！              
(4星)	 05年的冬天我就干这个了            
(5星)	 遥远的记忆，成功···            
(5星)	 他们把荧幕中的爱情搬到现实中来，为这幕剧增添了更多的看点，看了好多遍，也学会了那着韩国儿歌。            
(5星)	 搞笑可爱            
(3星)	 怎么看都感觉似曾相识            
(5星)	 很久之前就看过了，因为这部戏喜欢rain的。一个可爱的大男孩~~~            
(4星)	 无论如何也是风靡很久的韩剧啊~~~~~~~~            
(3星)	 看了三年。或者不止。从高中时代就已经下到电脑里面。一直断断续续的看。一直没有看完。知道09年的5月才从台式机上面转过来全部看完。确实是一部浪漫的影片。也是一部不会让我觉得讨厌的韩剧。            
(5星)	 love rain            
(3星)	 还可以吧            
(3星)	 二，但是看了            
(4星)	 满片里只有看到宋慧乔            
(4星)	 想当年因为这部剧喜欢上宋慧乔跟阿Rain            
(5星)	 宋慧乔的三只小熊...            
(4星)	 乔妹妹真是漂亮~            
(3星)	 比较搞笑 某些部分感人 无聊可以一看            
(5星)	 看两个人斗嘴，吵架，真好玩            
(4星)	 经典            
(4星)	 不记得看了几次了——这是我高二时候的聊资。。哎            
(5星)	 为什么看多少遍都不烦。。            
(5星)	 三只熊~~~            
(3星)	 两个人天天关在屋子里吵架            
(NA)	 shalala 好听            
(4星)	 相信没有人没看过吧            
(5星)	 可爱！搞笑！            
(4星)	 曾经觉得很好看，看第二遍的时候觉得好无聊，果然韩剧只能看一遍==            
(4星)	 喜欢宋慧乔            
(3星)	 很2的剧，但是蛮经典            
(NA)	 简单浪漫            
(4星)	 喜歡裏面的Rain。            
(3星)	 后面拖沓了，韩剧老问题。            
(NA)	 full house 好浪漫的            
(5星)	 超喜欢看，看了很多遍，还是想看。。。            
(NA)	 看过一部分            
(NA)	 还是不错的`基本看的人都会很高兴。但是我还是更喜欢巴黎恋人里的男一号性格  或者对不起，我爱你里的大叔性格~是男人就该那样爱            
(4星)	 很轻松浪漫的音乐，剧情            
(4星)	 从这部片子开始喜欢宋慧乔！            
(5星)	 浪漫满心            
(NA)	 应该说我瞥过...不是看过...里面有一首rain的歌很好听~~~ms叫命运            
(4星)	 电视剧只是电视剧            
(4星)	 喜欢。没有理由。            
(5星)	 慧乔MM            
(4星)	 歌好听            
(5星)	 偶像剧，满轻松的            
(4星)	 这里面的音乐还是很得我心的，男人 呐，即使是长得像rain，看多了也觉得好看了...orz            
(5星)	 不用多说了，经典，百看不厌！            
(5星)	 完美，梦幻的爱情童话            
(3星)	 老妈超级喜欢看==            
(3星)	 为什么有人如此痴迷？            
(5星)	 宋慧乔！            
(3星)	 从来没觉得好看过，不知道为嘛这么红。            
(3星)	 有点搞笑            
(5星)	 鸡，咕咕咕            
(4星)	 挺好看的            
(3星)	 不怎么好看~~当时就是冲演员去看的。            
(5星)	 老少皆宜，看一看更年轻            
(5星)	 很好看的片子            
(5星)	 经典之作。。            
(5星)	 浪漫。滿屋。這樣的感覺真的覺得好幸福~~~            
(4星)	 就还蛮好笑的。            
(NA)	 我的最爱            
(4星)	 记忆里第一个看的韩国电视剧？ 拖沓些 但不错            
(NA)	 很期待这样的爱情关系和生活，两个美丽的主角，温馨逗趣的爱情故事，一发不可收拾……            
(5星)	 浪漫~~~~绝配~~~~~~            
(NA)	 重复了Ｎ多遍            
(5星)	 韩剧的绝对经典，连我妈都爱看= =            
(5星)	 与颖恋爱的时候看的~            
(4星)	 雖然前半部女追男，後半部男追女很典型的韓劇模式。但這部算是其中節奏很好的了。            
(4星)	 少女情怀总是春之他们看上去是那么和谐。            
(4星)	 宋慧乔很漂亮            
(5星)	 从此开始喜欢rain，看到的第一个没有坏人的韩剧……            
(4星)	 三只熊            
(NA)	 看了让人觉得爱情很甜蜜的故事。            
(4星)	 阳光别扭大男孩。            
(5星)	 恩。。。泡菜国拍的难得好看的电视剧~            
(5星)	 喜欢~~            
(3星)	 累死了看的，不过好玩呢            
(2星)	 这个电视一天到晚放！！！！！！！烦死了            
(4星)	 其实情节很弱智, 但还是喜欢rain和宋慧乔            
(1星)	None
(3星)	 好无聊。            
(5星)	 感动！            
(4星)	 !            
(4星)	 总体是不错的，至少不是悲剧，宋慧乔在里面好PP啊~            
(5星)	 perfect couple            
(NA)	 搞笑            
(NA)	 小气的男人            
(NA)	 无聊中，很多电视台都在转播。找不到看的。            
(3星)	 恩 一般般            
(5星)	 经典啊，那个时候外地台整天就放这个            
(5星)	 第一部大笑的韩剧，只是看不下去第二遍            
(5星)	 这俩个可爱的家伙            
(5星)	 倾情观看完 感想有好多 最不满的一点是 两个人到最后的最后才好起来 怨来怨去那么长久的时间 看得心里好是焦急呵            
(3星)	 一般吧,有点点假~            
(3星)	 挺无聊的            
(3星)	 不是非常吸引我。            
(4星)	 人总是拥有时不在意~失去以后才知道珍惜~            
(4星)	 i like it  but i dont believe it            
(4星)	 不得不说我很喜欢养眼的...            
(5星)	 我最喜欢的韩剧            
(3星)	 宋MM就是漂亮            
(NA)	 时装很美            
(4星)	 第二次看，我就在想：三十岁的韩智恩，也许会选柳民赫。成熟而真挚的爱。            
(5星)	 经典在于天天都开心快乐的谈恋爱。。。            
(3星)	 恩 開始還不錯滴 後來劇情拖遝            
(4星)	 有趣又可爱            
(5星)	 挺搞笑的            
(5星)	 主演很赞！            
(4星)	 RAIN很可爱~她很漂亮~            
(3星)	 托各大电视台不断重播的福 我对此剧已无爱.I&#39;am so so so sorry..            
(5星)	 漫画的力量很强大            
(4星)	 很轻松很甜蜜的爱情剧            
(NA)	 我的低级趣味最终停留在rain这里。。。。            
(4星)	 虽然现在基本不看韩剧了            
(5星)	 喜欢Rain            
(5星)	 full house...            
(4星)	 曾经一度很羡慕的爱情            
(5星)	 百看不厌            
(2星)	 很久以前看过的            
(4星)	 其实我觉得真的还好。            
(2星)	 受不了那个rain啊，，，可是俺老娘超喜欢            
(4星)	 韩片的开始            
(5星)	 浪漫满屋            
(5星)	 就让这部电视剧成为经典吧~            
(NA)	 Rain电视剧代表作之一~            
(NA)	 浪漫满屋 真的是够幼稚 但是更够浪漫 却也不够现实 由此而认定了Rain的形象就那样了 再看别的都觉得好好笑哦            
(4星)	 搞笑            
(4星)	 喜欢主角们            
(3星)	 偶像剧的经典套路。            
(4星)	 比书好看！~            
(4星)	 在当时来讲，确实很经典            
(5星)	 很浪漫            
(3星)	 rain难看死了            
(3星)	 为什么那么多人说好看？            
(5星)	 记得，当时，他也喜欢.....老拿我来比...            
(3星)	 演艺巨星和无名女作家            
(4星)	 嗯，看偶像剧的日子~~·            
(2星)	 完全不觉得哪里好看            
(3星)	 跟風看的            
(4星)	 中考完之后才看的，挺温馨，只是实在不喜欢Rain            
(3星)	 天生我不适合看韩剧！            
(5星)	 啊我永远的爱多么登对的一双啊!哦 ~ 我爱rain~~~            
(5星)	 三只熊。小眼睛。full house，留给所有人太多的浪漫。这在高中时候的记忆。            
(4星)	 还行            
(4星)	 孩子气            
(3星)	 实在是折腾，没道理，纯折腾，这就叫娱乐吧。            
(4星)	 肥皂中的浪漫……            
(5星)	 韩剧就爱这一部            
(5星)	 打破悲伤韩剧的经典……            
(4星)	 服装 good演员 good            
(5星)	 当年好迷啊，看了两遍，当年好迷rain            
(5星)	 经典韩剧了吧            
(NA)	 第一部韩剧            
(5星)	 就算不同电视台一遍遍的重播，我还是忍不住一遍又一遍的温习，大一的回忆。。。。            
(NA)	 這劇里的Rain粉可愛哈～            
(5星)	 让我笑着还流着泪。            
(4星)	 乔妹，真是漂亮极了！            
