http://movie.douban.com/subject/2997325/	我的团长我的团
(5星)	 强力推荐啊。。。我没看过士兵突击，但是团长看了3遍，怎么看都看不够。。。。就是喜欢。。不辣，迷龙，小太爷，死拉死拉，兽医，蛇屁股。。。。喜欢。。。小醉。。。。都喜欢。。。就是喜欢。。。            
(5星)	 想哭却哭不出来，那种压抑，那种说不出的感觉，只有读了书才能感觉到吧，249所有作品里最喜欢的            
(3星)	 想表达的太多 演员又像在演话剧            
(4星)	 三星给剧情，一星段奕宏。            
(5星)	 好看！            
(3星)	 没书好。。。            
(4星)	 自古未闻有权臣在内，大将能立功于外者。            
(5星)	 真实的让人深思，绝对值得看第二遍，一部每一次读出不同味道的电视剧，原来中国的战争剧也可以这样真实，那样的山坡就好像我家背后小时候大家一起玩耍的山坡……            
(5星)	 真实，剧中每一个角色都是那么鲜活。在那样的时代，为了活着而活，谁都能成为英雄，去作战，去拼命。英雄只是比普通人更勇敢，或者他别无选择，这是一个人的个性，他的宿命            
(5星)	 康洪雷是个好导演 小说结局颇具历史的厚重 电视剧的结局改动很大，但是理想的具象化。这样很好 很好 另外我要说，看了一年半，终于把这剧看完了，这意味着一个阶段的终结。            
(NA)	 二腐            
(NA)	 没懂            
(5星)	 台词精辟那不用说，怎么就可以分析得那么深刻呢！            
(4星)	 真正的反应了那个年代人们心中&#34;精英&#34;与&#34;炮灰&#34;的区别.            
(3星)	 一般般，yy太过            
(5星)	 1。封侯将军事，战士半死生。头颅轻一掷，空有国殇名。2。江山万里何苍茫，好男儿，岂惧青山葬。——燕大叔《天行健》             
(5星)	 再多的争议也无法磨灭这部剧的价值与意义。            
(4星)	None
(4星)	 段奕宏说话挺逗的            
(5星)	 国军将士……我们需要真实的历史……            
(4星)	 值得细细回味的一部剧            
(5星)	 几天看完了这部电视剧…一部让我为之动容的电视剧…1942年 中国远征军南下缅甸…直至1945年 这是中国远征军的所有历史…不评说孙立人 戴安润 这些留在历史上的大将军也不评说新38师 也不说新编200师本文 只是纪念那些战死在亦或是顽强在南天门上的那些英雄们！蹩脚的喊出他们的名            
(5星)	 大爱            
(NA)	 这部片中我连续看了三遍。是一部相当不错的连续剧。            
(5星)	 FINALLY!!!作为一部电视剧 它的手法之妙真的震惊到我了。而且才发现原来有胡子的男的也很帅啊。后面那些集让我怎能不YY师座和龙团长呢？！师座好帅！赞一个 就是好累啊 看太久了            
(5星)	 电视剧里面最好的，就编剧，台词，演员都无可复制            
(4星)	 比不了士兵突击            
(5星)	 完美            
(5星)	 喜欢孟烦了            
(5星)	 死都不怕，就怕不安逸            
(5星)	 我需要有激情的生活~~~~~~~~~~            
(5星)	 爱上这个妖孽团长带领的妖孽团~每个人都很有特色，都爱！            
(5星)	 好的电视剧能经的起时间的洗礼和沉淀，希望没看过的人能和我一样，幸运的邂逅它！            
(5星)	 很好的理由已经让“影随茵动”老兄说了。            
(5星)	 最好的电视剧，没有之一。            
(3星)	 这两年唯一看过的国产剧            
(5星)	 年轻而苍老的我，年轻而苍老的我的祖国。            
(3星)	 冲着段奕宏去看的，呵呵            
(5星)	 这部电视剧逼着人去思考，关于历史、关于人性。其实想想，不过是一群军人生存的故事，可是就是那么有魔力，让人泪流满面，看完全剧之后，我真想放声大哭知道筋疲力竭~            
(5星)	 至今最引我深思的一部戏~~~            
(4星)	 电视剧和书都不错            
(5星)	 太有个性了，我喜欢！突然爱上了一群人！            
(5星)	 台词太内涵了！            
(4星)	 恩，人物个性蛮鲜明滴            
(NA)	 利益的驱使  可以不管人得生命            
(5星)	 自打看了某位童鞋的评论 还真是觉得看完康洪雷的片子生活太美好了~咳咳~这副班底还是喜欢的要死~剧里每个人的片子我以后都追定了~             
(5星)	 比士兵突击好看好多倍            
(4星)	 这部片子，不像其他的片子那样，我可以不用任何思考的就推荐出去。这部片子，我不会推荐。一段历史，一团炮、灰，一个悲哀的人。死啦死啦死啦，但是他的悲哀却会在一个又一个这样那样的人身上重现。突然，觉得，这样的一个人，好真实。正如那句话说的“他心比天高，命比纸薄。”            
(5星)	 台词太绝，兰小龙本子叹为观止。愤懑的38天。我的团长。看完这么久觉得还深刻的印在脑子里，所以又回来加了1分            
(5星)	 把生命交给你            
(5星)	 虽然口碑不是很好，但我还是蛮喜欢看的，台词设计不错，注重心理的刻画描写，比一般的战争题材戏更好一点            
(NA)	 最好的国产电视剧             
(5星)	 觉得其他战争剧都是垃圾。。            
(5星)	 反复看。最近重看点在稀豆粉~            
(5星)	 很不一样的军旅片，很现实也，生死与共。不过剧情确实有点拖拉。            
(5星)	 我承认电视剧是有那么一点拖沓，而且和原书有一点出入，但还是相当的喜欢，至少演员演技超赞，而且是一部完整的关于远征军的故事，够真诚！            
(5星)	 太沉重了，还是更喜欢士兵突击，但这部五星也当之无愧了前面太拖了点，三十集就完美了，喜欢烦啦和小醉那种纯洁得令人心疼的爱情，喜欢张译~炮灰们都很可爱！            
(NA)	 好磨叽。            
(5星)	 龙团座啊，此生的大爱大悲啊！！非常值得一看的电视剧，兵团兄弟们奉献的精品！！            
(5星)	 圣母抽受的龙文章。制服诱惑的虞啸卿。美人张立宪。！！木哈哈            
(NA)	 鳖犊子            
(2星)	 太贫了，贫烂了。            
(5星)	 还用评论吗            
(5星)	 尘封的历史，多少忠魂埋骨他乡，多少同胞被人遗忘……            
(4星)	 第一集的演讲即可享受四星推荐了            
(5星)	 嗯！孟烦了！            
(5星)	 唉。            
(5星)	 国内电视剧之巅峰            
(4星)	 父辈的旗帜            
(NA)	 虽然感觉有点晦涩，但总体不错，写实不浮夸            
(5星)	 走，我带你们回家！            
(5星)	 战争中的人不是每个人都不怕死，也有懦弱的一面，我的团长是战略下小人物的心理和生存的真实体现            
(5星)	 值得一看再看，越看越心痛            
(4星)	 删节太多，这很要命            
(5星)	 不知道再上哪里去找这样一部电视剧            
(3星)	 没士兵好            
(5星)	 史上 最经典的 最深刻的电视剧了吧            
(5星)	 有深度            
(5星)	 国产最好的战争电视剧，康洪雷纯爷们！充满了浪漫主义色彩，很喜欢            
(5星)	 很多人说冗长，我偏偏喜欢的就是这种细腻            
(3星)	 可能士兵突击的不可超越性，导致对它的希望过高，最终只有失望。            
(5星)	 在不经意间击中灵魂深处，从此打上深深的印记，永远记得            
(5星)	 在懂与不懂之间的我只想说，好好地活着真的是对他们最大的尊敬            
(3星)	 不喜欢            
(4星)	 段奕宏你演话剧            
(5星)	 很感动，感觉也很有深度            
(5星)	 悲天悯人的惊世之作！书和电视剧都值得一看。            
(5星)	 听了某歌想起了这部没敢看最后集的某剧 43集的沉重片能看42集 奇迹            
(4星)	 看完。节奏有点小慢，于是一边手工一边看。人物形象和想象的有出入，不过这样也很有趣。屏幕能够显示小说无法显示的光影，是另一种乐趣。            
(5星)	 总之我喜欢            
(NA)	 你要是让我来啊，谁TM不愿意来啊~            
(4星)	 千秋家国梦~            
(4星)	 那师座说话我咋一句也听不懂呢？            
(5星)	 段奕宏 真男人             
(4星)	 有点神经质的一部电视剧            
(3星)	 内容太拖沓。            
(4星)	 这是我看这部戏第4遍，我喜欢这部戏里面角色很鲜明。这是一部男人戏，难得得好看。            
(NA)	 魂儿...            
(5星)	 岂曰无衣，与子同袍            
(5星)	 关乎生存 关乎希望            
(5星)	 这是一段常人很少能触及到的历史，满满的疮痍和沧桑，远征军的牺牲和鲜血被埋没在异界的土地下，睁着眼却一直望不见那片心心念念的家乡的天空。这个龙文章说：我带你们回家，岂曰无衣与子同袍！可最后还是弄丢了他最宝贵的团员，一次次跌倒在归途之中。结局那场美好的梦是多么残酷又悲伤……            
(5星)	 团长是个疯子            
(5星)	 从当事者的角度，一分一秒的过，看完后会觉得有同样的经历了。每个时代都一样，忧国忧民的，人情世故的，爱家乡的，大大咧咧的，以自己喜欢的方式生活着。            
(3星)	 如果这部剧压缩到20多集的话，一定是部好剧，一位朋友跟我说过国内电视剧多拍一集就多赚多少钱，我只能苦笑了            
(4星)	 战争中的生命            
(5星)	 有笑有泪的一群男人-            
(3星)	 额 后边有点磨叽  稀罕张国强和段奕宏~~            
(4星)	 本来不太待见士兵突击的人，但这片子剧本够扎实，很多东西看得出电视剧没来得及拍出来            
(5星)	 没的说，无法超越的龙文章！我想这是段奕宏的巅峰之作了。            
(3星)	 看完士兵突击去看的 只能说还可以~ 没有很好看~            
(5星)	 我欠你的啊 要背着你走            
(5星)	 不管怎么说，它让我记住了一群人，一段历史            
(5星)	 十分纠结的看完了，我的七哥，我的迷龙，我的虞啸卿，我的孟凡了，龙文章，爱你们哦。            
(4星)	 太拖了，orz            
(NA)	 太喜欢了            
(4星)	 我承认，看到后来我就看不下去了            
(4星)	 能把这戏看好的人，还是得有点儿智商的。所以多数人都觉得不好。            
(5星)	 什么是军人的坚毅，看这部就知道。非常喜欢张译            
(5星)	 我终于明白了《我的团长我的团》是一部穿越剧，被虚构的穿越者就是龙文章，龙文章是我们心中的渴望，渴望正是源于对抗战现实失望。。。在接连看过《战场上的蒲公英》《1944：松山战役笔记》《中国远征军滇西抗战田野调查笔记》后豁然开朗。            
(5星)	 没啥好说，自己看去。            
(5星)	 迄今为止战争电视剧的顶峰            
(5星)	 故事有深度！            
(5星)	 哎哟 还记得我当时整天都在叫嚣 天赐我个迷龙吧~            
(2星)	 比较了《我的兄弟叫顺溜》、《士兵突击》和《亮剑》这三部军旅片，很明显，越真实的电视剧越成功，越做作的电视剧越失败。《我的团长我的团》就是个最失败的例子。            
(5星)	 最好的电视剧，没有之一            
(NA)	  我居然要看书才知道，我们曾经那么辉煌，无畏，开阔，包容世界，不拘一格，禅达人，没有桥，也修了和顺镇，我们祖先没有榜样，也走了整整五千年！可这不是我从你身上看到的，也不是从我身上看到的，这就是问题，有问题怎么办？要改！             
(5星)	 作者说：妖孽，妖是智，孽是逆流激进。我想，孽的，更是人性与人生。            
(5星)	 没有大人物，没有大主题，甚至没有大战役的战争片。只是几个在无尽等待中的贫嘴的男人就足以让人感动，或许，因为这才是真正的战争。            
(5星)	 最喜欢的国产电视剧            
(5星)	 虽然剧情有些拖沓，但整体还是挺不错的。可惜电视剧没能拍出真正的结局。所以转战到书上了。于是发现，最喜欢的其实是狗肉。            
(4星)	 难得一部爱看的男人片子            
(5星)	 还是为了段奕宏。。。。            
(5星)	 最可怕的並不是侵略者            
(5星)	 虽然诸多硬伤，仍不失为为个体呐喊的好剧。            
(4星)	 不是说有45集么？？            
(5星)	 人物描写很精彩，作者很有文采，很好看            
(NA)	 结局太平淡了！亮点在战场的残酷！和国军的真实！            
(3星)	 大陆 不知道说啥            
(5星)	 喜欢打仗的人请看看这最底层士兵兄弟们的艰辛吧            
(5星)	 艺术不需要多做解释            
(5星)	 “我带你们回家！”            
(5星)	 结尾不够好。            
(4星)	 我看过的最好看的电视剧。演员参差不齐。导演很失败。但仍不失为一部霸气的电视剧。因为小说太精彩了。            
(5星)	 战争之中人性的流露，举国沦丧的悲哀            
(NA)	 ~很好~            
(5星)	 我们缅怀,我们永远无法忘记抗战14年中为民族而阵亡的321万国军将士,我们的先辈            
(4星)	 我喜欢李晨～～～            
(NA)	 小翠呀！小翠！            
(5星)	 震颤心灵，有笑有泪，让我久久沉浸其中～            
(5星)	 虽然惨遭禁播，十分值得推荐的很有个性的战争剧，人物塑造十分成功            
(4星)	 我说过了我很萌张译。            
(5星)	 看完团长后。我更喜欢那些演员。它不是士兵突击。但我真的很喜欢就是            
(2星)	 在豆瓣的好评率较高的推动下，我的确去看了，硬撑了五集，实在是看不下来。在观看的同时，我一直在怀念士兵突击和生死线。难道就我看不明白？无法欣赏？            
(5星)	 电视剧没看全，是用书补的。            
(5星)	 中国人            
(5星)	 段确实灰常妖孽            
(NA)	 回家不积极，脑子有问题            
(3星)	 疯疯癫癫的死啦死啦（团长的外号）。            
(5星)	 虽然有很多不足，但却是最爱的一部电视剧。看一遍虐一遍。。。我的团长，你国士无双！            
(2星)	 情节拖沓，爷们儿煽情，看不下去            
(NA)	 期待太多，但是很失望，最后的结局还是比较壮丽的，只是过程让人觉得有点250            
(5星)	 精彩呀，很文艺，觉着还是书写的好。            
(4星)	 时而紧张，时而幽默，但是看得精疲力尽~            
(5星)	 我开始痛恨我那愚蠢的自尊。。。            
(5星)	 跟他一起看的电视剧。            
(5星)	 值得人反思的一部作品，让事情回到本来的样子，现如今，本应该都变得那么难做到，而不应该却变得那么平常人们反而接受，人变得麻木，值得深思……            
(5星)	 一群人陷入了死循环，在大事大非和个人得失之间纠结            
(5星)	 小人物和大形象            
(NA)	 绝对够棒            
(5星)	 我要再看~再看~再看~~~            
(5星)	 再也没有什么比信仰更矜贵，更下贱。遗憾就是没能拍完。            
(NA)	 男人的电视,是男人就看看吧            
(5星)	 我眼中最优秀的国产战争戏，但这不仅仅是一部战争戏，而是一部人性的赞歌，我爱这群人，更爱这个创作团队            
(NA)	 段奕宏演团长演的很妖孽！            
(5星)	 249的戏偶都支持            
(4星)	 对于小人物的关注，对于战争的反思。            
(5星)	 看到最后，眼泪一直在流，在梦里一直梦到这些纠结的情景。那些被 历史遗忘的人，那些为战争付出生命的人......            
(3星)	 本来好好的电视剧，实在是太拖拉了。没完没了啊            
(NA)	 好看            
(5星)	 荐            
(4星)	 国产战争片的战斗场面的真实度终于有所提高。不过其实这部剧很吸引人的地方更多是那些很有意思的方言。唯一的不满就是张译实在是太罗嗦了。。。            
(5星)	 这个，真的超现实了。。兰小龙喜欢莎士比亚。。发现没有发现没有发现没有？？            
(4星)	 从朋友那里撬来的小说原版最好看。出了书的小说，虽然不好意思，还是要说，拖。。。电视，唉，无奈受限的地方太多了，在现有条件下，也算不错了吧。配乐必须赞一个。            
(3星)	 1.太冗长拖沓,砍掉1/3不错;2.剧本太晦涩,很多台词都很生涩,不知所云看上去很无聊3.士兵突击是赔本赚吆喝,这个赚钱砸招牌.4.女人戏烂.5.整个片子有为戏而戏的感觉.6.不喜欢烦啦的装B和死啦的矫情7.段的角色有故作深沉莫名其妙兼迫害妄想症之嫌8.剪辑的故弄玄虚卖弄技巧成拙            
(5星)	 每个人都有自己的理由，为了同一个目的            
(5星)	 我要给10个星星            
(5星)	 的确比《士兵》沉郁很多，坚持看完的奖赏就是一份难忘的沉痛            
(5星)	 结局有些仓促。。其他都挺好的            
(4星)	 前半部分过于滥情，总体来说是可看性很强的剧集，编剧的水平高于导演。            
(5星)	 ···电视剧的结尾已经是 皆大欢喜了 真正让我伤心的是 小说···心碎了无痕啊 ····            
(5星)	 刚开始看的时候感觉拖沓  越看越喜欢            
(1星)	 在过年的闹哄哄中把个这个裹脚布一样长的电视剧给糊弄完了，好题材，让导演给糟蹋了……            
(5星)	 鳖犊子            
(4星)	 孟烦了说，中国人就是因为听天由命和漫不经心，才落到今天的悲惨境地。死啦死啦说，我们太爱安逸了，死都不怕，就怕不安逸。。据说原剧本的结局无比凄凉，因此对康导心存感激。要表达战争的冷血无情，一个众角纷纷家破人亡的生死线已经够我体味的了。            
(4星)	 张立宪            
(5星)	 好心酸，好心酸的，历史……现实真是心疼啊            
(5星)	 很爷们            
(3星)	 不如士兵突击啊            
(5星)	 超喜欢!喜欢死啦死啦!喜欢孟烦了!喜欢他们的团!只有他们的团            
(NA)	 从这部戏，开始喜欢张译这个演员，喜欢他的戏路            
(2星)	 我断断续续、间跳地看了很久，故事讲得不好，尤其结尾令人不快。这其实应该拍成一个话剧，或许能表达得更清楚，错选了电视剧这种题材。            
(5星)	 虽然冗长，但是那是从内心的感动            
(NA)	 硬是没看完            
(4星)	 虽然不及 士兵  但是 他也证明了一些事实  那些人 那些事  让我们遥望不及～～～            
(4星)	 段段，以及那些男人们            
(5星)	 向抗日救国的国民党军队致敬，向中国远征军致敬，你们是中华民族的英雄，终究会得到人民的尊重。段奕宏等塑造出的形象是鲜活的，他们并不是高大全，但却是真实的，活生生的，更让人接受的，收视率没有那么好，但只要有人看到，触动的心灵深处的那些感动，并且开始对历史的反思就足够了。绝对的好剧。            
(5星)	 谁懂得的悲悯？！战争中的悲悯？！太多人看不懂吧，我们被无畏被英雄充斥了所谓的胜利……然而平凡的背后，真实的背后是什么……没几个人是英雄，很大可能是没有英雄，而我们……是什么？！            
(5星)	 有一种东西叫做信仰            
(5星)	 看了会中毒，无法控制的重复播放，哭过好好想想人生的意义，绝望，希望，是良性的循环吧？            
(5星)	 真实，真实到让人看了很闷。即使戏里的人的表演有些夸张，但是透出的人性却无比真实，很不一样的战争电视剧。对比之下，之前看过的战争电视剧都太假了，太假了            
(4星)	 溃兵的胜利            
(5星)	 结局还是戏剧化的美好了一下下，战争的真相我们只能想象            
(4星)	 小太爷。            
(NA)	 喜欢里面的人物个性，和那些忧郁的挣扎。            
(4星)	 有那么糟糕吗?我觉得很好看啊!!!!!!!!!            
(5星)	 深刻，耐看，编、导、演俱属上乘！是近年来国内拍得最好的少有的一部好剧！            
(5星)	 我真是伤心死的……            
(5星)	 不能平静            
(5星)	 我是兰迷~     喜欢迷龙！            
(5星)	 很多人看不懂，看得懂的人心疼。            
(5星)	 深刻，经典            
(5星)	 值得深思 折射面很广很深。没有戏剧性的冲突，只有平实饱满的陈述，却让我心疼和魂牵梦绕。            
(5星)	 战争剧的经典            
(4星)	 进度不够从容，人物真真个性；有暗淡矫情，亦有华彩经典。            
(NA)	 你要让我来呀，谁××不愿意来呀......想必这个大家该都会唱了吧            
(3星)	 看过之后，的确热血！不过实在是太长了，43集！后面的一个坑道战就打了十几集，实在有谋杀时间之嫌。故而减一星。            
(5星)	 极端尖刻的刺痛人心            
(5星)	 走，我带你们回家！            
(5星)	 真正的炮灰在九爷那。            
(5星)	 描绘心灵的史诗巨作            
(5星)	 前头铺垫冗长，后头很感人的说            
(5星)	 -马革裹尸乃大悲情~-岂曰无衣，与子同袍。-阿译竟然唱那首阮玲玉！-22集，团长太有腔调了。里面的团长和烦了就整两个刀子嘴豆腐心。-虞:你是讨债的?龙:我是要饭的!-烦啦就是盆冰水，不管你热不热，总归会适时地浇在他团长头上。-31E 很赞~            
(4星)	 挺有文艺青年的范儿，有点脱离现实，所以我评了4星！            
(1星)	 整篇没几句正经的，净扯淡了...            
(5星)	 什么时候才能被超越？这，是个问题。            
(5星)	 子啊，把我变成阿译吧~            
(4星)	 不知道为什么要看，因为周边的人都在看            
(4星)	 一群士兵突击的男人的故事 。。。            
(4星)	 很man的片，我看过的最好的国产战争连续剧，中国版的band of brothers            
(5星)	 虽然种种缺陷，我还是要给你打五分            
(5星)	 现在的电视剧太多了。借用这个电视中迷龙说烦了的一句话：‘就你还行，不装犊子’            
(5星)	 这片咋到电影版了…………= =太痛苦了……太虐人了……            
(5星)	 无论是否是史实，这部电视剧都将人拍的有血有肉。            
(5星)	 回家不积极，脑子有问题~            
(5星)	 要的就是这种范儿~            
(5星)	 本来就带着感情来看，所以剧中人更让我心痛。很沉重，很悲壮。。。。但是我看不太懂TAT            
(NA)	 就是喜欢这几个男人            
(4星)	 不错            
(4星)	 看男人戏哭了几回 中国导演编剧把战争戏拍得如此实在 刻骨铭心 没有主义 更多的是人性   [原来花季雨季里的那个王笑天长成这样了  虽然戏份不多 但还是对李晨的角色张立宪很喜欢]            
(5星)	 虽然被现实不断蹂躏，但希望之心不可磨灭            
(NA)	 经典中的经典~            
(5星)	 死啦死啦很像海盗船长，大家演的都很好，我很喜欢            
(5星)	 爱复燃            
(5星)	 李连胜是我老乡！            
(NA)	 看的不认真            
(3星)	 这片子，活活拖死的，压缩至30集——4星压缩至20集——5星            
(4星)	 战斗英雄终于可以是懦弱的了，虽然很多情况很不真实，但是也许这就是真实，喜欢看团长耍赖！            
(5星)	 几乎每一集都有哭点...            
(5星)	 永远的丰碑！无限绝境中的希望，死啦死啦的信念！            
(5星)	 导师。            
(5星)	 永远不忘老段在里头的发狂            
(5星)	 这是一部关于人性的电影            
(4星)	 哭的最多的一次电视剧。。。            
(NA)	 京娃子演技不是很好 没有团长演技好！思想活动描写的太复杂了，复杂到有点假！            
(4星)	 电视剧终于越来越好看啦。            
(4星)	 不错!~不过个人认为它应该短点儿~~            
(5星)	 我叫孟烦了，字颠三，号道四，人称烦了小太爷~~~            
(NA)	 你没觉得这色不正吗？             
(NA)	 很喜欢            
(5星)	 在看看来至少是经典。            
(NA)	 也是看过一部分            
(3星)	 看了一半始终无法坚持看完，总的来说还不错，但是孟烦了话太多了，把我整烦了。            
(5星)	 一场现实蹂躏理想的话剧            
(5星)	 看过不下5遍了，每看一次都会掉眼泪。龙文章明知道虞啸卿的四个小时是个没谱的承诺，但他还是带着自己的团（虞啸卿眼里的兵渣子）冲上了南天门~~~去修龙文章在心里承诺过无数次的一千座坟！！！            
(3星)	 结尾差点把电视给砸了            
(NA)	 请问各位，愈啸卿走路时有吱吱的声音，有谁知道这是什么寓意？            
(4星)	 撕心裂肺。            
(5星)	 温习的这一遍花了很多日子，今天凌晨终于看完了。很累，心都碎了，眼泪流干了。梦想是用来编织出来让更多人为你买单的东西。当他们前仆后继死在梦想里，最后收单的只剩下你。沉浸其中的人只得到了过程；而出身其外的人得到了结果。如果是你，你选择什么？？？然后想想现实的自己，究竟在为谁们买着单？            
(5星)	 对历史中那些付出了的人们说相信。            
(4星)	 剧情有点拖拖拉拉的...            
(5星)	 士兵是花儿 团长是荆棘            
(5星)	 死一个角色哭一次的剧            
(5星)	 我觉得很好            
(NA)	 刚开始特别看不懂，后来也一直没看懂，但却一直惦记着看着。这样不一样的队伍，这样不熟悉的历史，希望以后能有更多这样视角的片子出现。            
(5星)	 今天才看完电视剧，小说才开头。这肯定是影响我最深的片子，也许会是我最喜欢的，至少今年我忘不了。。            
(NA)	 事情该有的样子——我的团长我的团            
(4星)	 用了一个周的时间看完了《团长》。除了节奏上有些拖沓，一切还好。又看到那些熟悉的面容，还是士兵突击里的熟悉的面容，只是这次身份都有些变了，只是感觉还是那些人，伍六一与虞啸卿，袁朗与龙文章，班长与孟烦了，很多的特质是如此相似。我不由得又怀念期起那些人来。            
(4星)	 看了哭死啊~~~~~~~团长啊            
(5星)	 孟烦了真可爱，龙文章很妖孽            
(5星)	 看了5遍以上了，越看越有感觉。            
(5星)	 让自己的国家永存，哪怕牺牲生命。            
(4星)	 立意新，文字表现力强，演员很有张力，唯一的缺点是节奏有点慢。总的来说，还是喜欢的。            
(3星)	 相比较而言，还是喜欢那个东北爷们            
(5星)	 这段历史当的国人铭记            
(4星)	        挣脱了以往中国的战争片的严肃和死板，很形象、很人性、很生活、很真实地体现了人性、战争。            
(5星)	 第一步正面反应国民党抗战的电视剧            
(5星)	 不按规矩行事            
(1星)	 战争中讨论人生没有意义，把鬼子杀光才是最应该最有意义的事情，想要讨论人生可以等战争结束，那个时候有大把的时间！            
(5星)	 歌唱江山 蝴蝶飞舞            
(5星)	 没话说了。我对自己特别喜欢的东西总是不知道说什么。我喜欢并热爱着的一部戏，一本书，一群人。            
(5星)	 一部让我看的时候笑，笑过后只想哭的戏，很疯颠，却让我感动如斯            
(1星)	 没有旗号，没有番号，把堂堂正正的正规军拍成一支名不正言不顺的部队，真他妈傻逼            
(4星)	 就是有点太拖沓了~            
(4星)	 很另类的剧，电视上扫了几眼。有可能晦涩难懂，不过想必是部好剧。249要表达的东西，生活之上了吧。            
(5星)	 好几次让我想跪着看完！            
(5星)	 朴素真实地述说人性。            
(3星)	 纯意识的东西比战争场面更出彩，绝境下的人性都在里面~~就是相当一部分情节和对白太冗长了，感觉使精彩程度大打折扣~~至于能否称为经典见仁见智吧！个人不太喜欢。            
(5星)	 这是我看过有看的电视剧，是我觉得最好看的电视剧            
(5星)	 其实等到很久以后，能回忆起来的也只是那些小事....这是一部用很多的小事串联起来的回忆！            
(5星)	 喜欢小醉！            
(5星)	 强大的精神领袖  他总能化险为夷  因为他是龙文章            
(4星)	 一群我喜欢的有血性的男人，书其实更精彩            
(5星)	 招魂！招回华夏的魂！            
(4星)	 兰晓龙和康洪雷都是天才。            
(5星)	 最给我震撼的电视剧 这些男人们给了我不同的但同样深刻的记忆            
(5星)	 看过的最好的国内影视剧，没有之一            
(4星)	 炮灰团的血泪史            
(1星)	 这是垃圾的代名词。。。            
(5星)	 不知道说什么了，赞！            
(NA)	 好看。            
(4星)	 没有把作品拍完整了，以前的铺垫就显得多余。            
(5星)	 起初可能会觉得腻，可是看到后来终究还是被这队人震撼了……            
(5星)	 国内最好的抗日电视剧了.            
(5星)	 强烈的话剧感。            
(5星)	 走啊 我们一起回家            
(NA)	 没有不怕死的人，只有不怕死的时刻！            
(5星)	 死都不怕,就怕不安逸            
(5星)	 一部虽然没看完，但念念不忘的片子。            
(5星)	 看了有点久了            
(4星)	 人最可怕的，就是有了不该有的希望。            
(5星)	 感动得稀里哗啦的            
(5星)	 《士兵》里那束一直让我怨念的花，终于在《团长》的枪口上绽放了。大半夜的一下子眼泪横流，直到剧集播完也没法停止。像那些野草和野花一样，起于尘土，归于尘土。虽说是处青山可埋骨，可那些东南西北飘荡着的灵魂，如今究竟在何处安眠呢。            
(4星)	 有时候想讲一个好故事还远远不够。因为阿译的军歌，我给四星。。。            
(4星)	 看着很真实。。。            
(1星)	 乱扯            
(4星)	 不规则的团长带领着一群不规则的士兵，以一种不规则的形式完成了一场战争。龙文章不会变成虞啸卿，因为战争不是他最想要的东西，因为他还无法把他的袍泽弟兄作为获得胜利必须付出的代价，尽管他说“岂曰无衣，与子同袍”比起小说本身，电视剧有待改进，但对比众多电视剧，这部剧值4颗星。            
(4星)	 有点拖，有点贫，可要有感动            
(3星)	 本人更喜欢&lt;&lt;士兵突击&gt;&gt;因为可以说是原班人马的再次合作《我的团长我的兵》所以看了其实也还不错啦但我还是更喜欢&lt;&lt;士兵突击&gt;&gt;            
(5星)	 一段沉封的历史            
(5星)	 曾经为了看完这电视剧，连课都翘了。白天黑夜的看。总结出：看不明白吧，看书吧！            
(5星)	 妖孽的团长             
(5星)	 大爱剧里的台词和独白很有文艺范            
(5星)	 猥琐中的崇高            
(2星)	 相比士兵突击，差太多            
(5星)	 这部戏之后，我爱上了张译，爱上了东北汉迷龙，爱上了国名党军醉生梦死糊里糊涂嘻嘻哈哈插科打诨的生活            
(1星)	 看到第7集实在忍受不了,碟片扔抽屉了。瞎编乱造，严重不尊重历史。            
(5星)	 看了一遍又一遍，就觉得虽然表面都一个个贱得不行，相互挖苦落井下石，骨子里却是命换不来的兄弟情义。我真怀疑这些演员演完这戏后是否能走出这种情境，回归现实。            
(5星)	 士兵的原班，张译，邢佳栋，段奕宏，陈思成，李晨，呵呵张国强。。。一群硬汉上演的真实的反恐黑森林            
(5星)	 我看的为数不多的内地电视剧            
(5星)	 一个军人应该是怎样的。            
(2星)	 还能说什么呢？导演是在和我们玩对白游戏吧？            
(5星)	 好看！(*^__^*) 嘻嘻……            
(4星)	 四星是个人感觉，不喜欢的还是别硬往下看了……            
(5星)	 很棒的，            
(5星)	 好好活着            
(NA)	 虽然是战争片，可是却让人忍俊不禁，我没有看完，总是嫌长的电视剧。每一集每一句台词都让人笑趴。            
(5星)	 褒贬不一  但我很喜欢            
(5星)	 向远征军致敬、、、、、            
(NA)	 不喜欢悲剧，但是现实是如此的残酷。。。。            
(2星)	 小太也怎么了，照样不着调不靠谱            
(5星)	 虽然拍的是一群残兵组成的炮灰团的故事，但毕竟还原了一点当年事情本来该有的样子。因为某些原因，大陆一直回避抗战正面战场的题材，但一场卫国战争不是靠两支红色军和民兵的地道战、地雷战、麻雀战打赢的，正面战场上许多可歌可泣的故事被湮没了。我们只有正视历史，才能直面未来。            
(5星)	 很深刻。。            
(3星)	 剧情很拖沓，有些人物很喜欢，比如迷龙还有不辣            
(4星)	 给男人的            
(5星)	 很深刻的一部片子，拍出了人身处战争时的迷茫和挣扎！            
(NA)	 很感动~~~~~            
(5星)	 我超级喜欢的。尤其是孟烦了。            
(4星)	 最后几集让人看着哭，也很气愤            
