http://movie.douban.com/subject/5377708/	北京爱情故事
(5星)	 很喜欢            
(5星)	 很好看啊            
(4星)	 看得我心子痛~~~社会的世界观人生观扭曲了，啥爱情呀，都是狗屁，爱情都是以互惠为原则吧。其实挺深刻的，就是我这种轻微完美主义的人看了难受受不了！            
(5星)	 连看4集,欲罢不能.爱听陈思成那一口的京片子            
(3星)	 关键是疯子就是那哪一部电影里的那个可爱的小受啊~            
(4星)	 陈思成给自己写了个最容易火的角儿后，悲催的发现没一个角色适合王宝强。。。。            
(5星)	 整个故事体系虽然有些落俗，总体来说还是不错的，演员演的很到位，尤其是张译，这个角色本身就不讨好，他把这个人物的无奈与妥协演的很到位啊，当然啦，整部剧是冲着橙子去的            
(4星)	 再见了、过去、再见了、曾经、再见了、青春...             
(2星)	 除了爱情，这儿啥都有            
(3星)	 挺那个啥的。。。            
(1星)	 作为一部电视剧，太难得了，里面居然没有一个人物是我喜欢的。再加上一大堆烂价值观，给一颗星太便宜它了。            
(4星)	 结局坑爹啊。。佟丽娅好美~~            
(5星)	      人生，一出戏又一出戏。   身边的人就这么些，爱恨纠葛。当爱演变成恨，一切都和从前不一样。   芸芸众生，谁能逃得出手掌纠缠的曲线。   珍惜眼前的一切，别让最珍贵的东西溜走！            
(2星)	 扯淡的剧 脑残的粉儿 别闹了            
(4星)	 台词很赞的            
(5星)	 杯具            
(3星)	 不错啊~ 当然得喜欢林大夏 还是北京姑娘好吧你看吧            
(4星)	None
(4星)	 如果有一天，我身边也出现像林夏这样的人，我是不是会义无反顾呢？            
(5星)	 真心被感动 最伟大的爱情不过如此 爱与被爱 懂与有人懂 最真挚的友谊不过如此 不求富贵攀结 只求患难友人相助 最真的亲情不过如此 一声久违的爸 感动到淋漓尽致 一塌糊涂 只盼有缘人 一路同行 有梦者 随缘所成~            
(4星)	 再见 青春。            
(5星)	 喜欢喜欢疯子~~想到当年的无赖~哈哈 幸运的是我的疯子一如既往的陪着我            
(NA)	 我还没见完  我是真想知道结局是什么            
(4星)	 对，我看完了。再见青春。朋友妻不可欺。            
(4星)	 专虐屌丝片            
(5星)	 看着林夏 仿佛看见从前的自己。奋不顾身 却又不得臣服于现实。            
(4星)	 其实挺好的。。。            
(4星)	 最后一星留给刻意的苦逼~            
(4星)	 之前冲着丫丫等这剧等好久了，一出来就开始追。可惜中间去北京上课，直到春节才回来接着把这剧看完。可以说很久没被一部电视剧这么吸引过了，其实仔细想想有些后半段的剧情尤其禁不起推敲，而且剧情的发展和转折还显得生硬，但情感上还是不由自主地被这部剧吸引。不过结局觉得还是草率和唐突了。            
(3星)	 放假回家和家人一块看了些，将我的注意力从计量、毛姆小说中转移出来。            
(5星)	 看了一集给一颗星的太让人恶心了，怎么不贴个你认为完美的连续剧看看。为喷而喷，可耻            
(5星)	 今天终于看完北爱了。林夏说：安全感取决于对爱的忠诚度，爱一个人，就要努力给他最珍贵的东西，这是一种承诺。沈冰说：买得走的东西怎么也留不下，买不走的东西谁也拿不走。在这部剧里，仿佛每个角色都能找到自己的影子。2011经历太多，也成熟很多。长大真的一点也不好玩，再见青春，再见美丽的疼痛。            
(5星)	 只有一句话想说，红颜祸水。            
(NA)	 流水它带走光阴的故事            
(NA)	 从奋斗中的米莱，到北爱的林夏。成长，爱情，物质，财富。永远以绝望的方式肆意蔓延。            
(4星)	 第3、34、36、39集很好！            
(2星)	 一星给士兵的演员们。。。我真的是冲着双花来看的虽然实在是看不下去了= =颜控还不能有始有终什么的，我错了orz。 还有一星给前面几集，大概到一群人回学校然后唱《光阴的故事》那儿。。剩下的，真不知道在磨叽些什么，还有尼玛的开放性结局，假不假= =            
(4星)	 谁愿意长大呀，这种滋味可不好受了，那是一种违背自然规律的成长，眼睁睁的看着自己血肉模糊 支离破碎 被撕扯着 不得不成长的成长。。。。            
(NA)	 一个人的堕落总是不该借故推脱在别人身上的，因为最后都是回归自身。不是有谁没谁的问题。            
(4星)	 杨幂—5  剧情—5  音乐+5 现实+5~~~            
(NA)	 超级喜欢林夏，演员演得也很好；有吴狄这样的朋友很幸运，但作为男朋友，他有点矫情过了；陈思成演的疯子还真挺疯的；石小猛这个演员虽然演的还行，但长得也太抽象了吧，怎配得上佟丽娅对他一片痴心=。=             
(3星)	 凡人的爱情故事……加上商战？            
(4星)	 挺好  很现实  不过真心讨厌石小猛            
(3星)	 最近挺红的一个片子，冲着片名去看了……不管多少人同情石小猛这个凤凰男我还是很讨厌他……女主角中喜欢沈冰这种冷血型的，林夏虽然讨喜，那么痴情也太了！所以这几个人的爱情观吧，我都不喜欢……            
(4星)	 看到不知道说什么好了，百感交集的            
(NA)	 最近看的一部电视剧，可以和电影《树先生》对照。前者故事似乎胜过演技，后者故事略显晦涩，一都市，一乡村，但都有打动寡人的地方。 北 爱的场景设置也很有意思，酒吧、楼顶（尤其是夜晚的楼顶）、海边、餐桌，重要的事情几乎都在这些地方发生。            
(4星)	 片子总体还好，就是有三个明显错误。一个是沈冰住院时大冬天下雷阵雨，还有36集时吴魏说父母出车祸是吴狄14岁的时候，可38集的时候吴狄又说是16岁，最后一个问题就是演员一年四季都穿呢大衣。            
(4星)	 关于爱情，友情，亲情。或许真挚的情感才会有真实的人生……            
(3星)	 打翻了一瓶养乐多。。= =苦逼啊。。剧情真傻逼~姓吴的哥和大黑一样傻逼加苦逼~哎哟喂~            
(5星)	 其实命运本来就不公平，你觉得电视剧拍的太不公平，你觉得石小猛的奋斗没有错，可是现实本来就逼电视剧更不公平，石小猛错了，错在他觉得除了那个选择以外别不选择，天大地大，他非要再那一家公司死磕吗？我欣赏疯子，欣赏林夏，他们都是真正活过的人，因为对于他们来说，爱情大过天。            
(4星)	 狗血！！            
(4星)	 @12.1.25 残酷的青春物语。 前半段接地气，后半段三俗了。            
(5星)	 很好看            
(4星)	  无敌 疯子 石头 三都是每个男人自己的写照。都是从什么都想要以为自己什么都能得到 到最后只敢只能把手伸向一个地方的蜕变 问问自己个儿 你最想要什么 或者明白点儿说 你只能得到什么。我能想明白嘛。            
(4星)	 很爱林夏。只是结局还要说祝祖国繁荣昌盛那个地方好雷。            
(4星)	 多加的那一颗星为了吴狄和伍媚。            
(2星)	 李晨 张歆艺 佟丽娅 陈思成 都没有关系，知道么。就一杨函数，本人就很恶心了，演个角色更恶心。这狗血的剧情，还弄这么多集。浪费爷时间。你说你长那么丑，非得演里面应该是的最漂亮的角色，你于情何忍、你情何以堪。没你还能三颗星。真想给一颗，但是，我忍了，因为那四位。            
(4星)	 很现实，北京就是这么一个爱情的故事。但不够经典。是近几年内地最好的偶像剧            
(4星)	 不明白杨幂为乜那嚒红。。。            
(4星)	 不够完美，这才是现实。时间能够改变每一个人，爱上了，爱淡了，获得了，失去了，努力了，放手了。十年后的我又会变成怎样？你们都还在不在我的身边？            
(3星)	 【2012,01,25--2012,02,17】人的一生中至少该有那么一次，会为了某一个人而忘了自己，不求结果，不求同行，不求曾经拥有，甚至不求她爱我，只求在我最好的年华里，遇见那个人。PS：什么烂结局！            
(4星)	 有一种痴情叫程峰，有一种真诚叫吴狄，有一种现实叫石小猛，有一种悔悟叫杨紫曦，有一种执着叫林夏，有一种疼惜叫邵华阳，有一种贤惠叫沈冰，有一种纠结叫伍媚，有一种爱情叫“北京爱情故事”。            
(4星)	 简宁又爱上了强势的女人- -。            
(4星)	 期待续集！            
(3星)	 太太太太纠结勒吧，听阿猫解释的云里雾里的，一堆人纠纠葛葛，意外的最后的结局还有点小悲啦            
(5星)	 太痛了。。。。            
(4星)	 有点现实，有点狗血。。。陈导加油！            
(4星)	 为什么是这样的结局。。。            
(5星)	 我一看这种爱情电视连续剧就会一发不可收拾, 变得难以自拔..个人觉得石小猛这个人很可怜, 的确是社会和社会的某些人将他这么一个原本勤勤恳恳、诚信老实的农村小伙, 变成无恶不作的城市流氓.. 而沈冰和疯子的感情是我最为关注的, 中间插进来一个秦皇让这出戏变得更纠结..没有永远的弟兄,只有永远的利益            
(4星)	 太现实……            
(NA)	 整个剧都看了，精简一下就是告诉我们投胎时要么有个好爹要么有个好哥，要不只能变态。            
(NA)	 很多矛盾突出，表现刻意，狗血，到最后还是看哭了。。。            
(5星)	 喜欢林夏这个女孩~            
(2星)	 我可以骂编剧脑残么 石小猛被写死就说明了北京等一线城市就是富二代星二代和2b青年的天下 你从穷乡僻壤走出来的你爹要是没个几千万 你就没永无出头之日 人格还要被践踏 践踏着还觉得心安理得 老婆跟人跑了 自己还成了罪人 诶            
(5星)	 为了祭奠我几次因感动而流出的泪水，我要点满这里的所有星！！！            
(4星)	 这是一部可圈可点，但如果要把他当成一部连续的连续剧来看的话，有些地方实在让不可思议。OH，对不起，我是一个有精神洁癖的人            
(4星)	 考试两天煲完的剧，一气呵成无泪流...            
(4星)	 作为一部国剧 这个还是值得推荐 之前一直没注意到这个叫陈思成的挺有才的 不愿意站在谁那一边 觉得看的就是那个劲儿  中国人总该搞什么的道德评判 没意思  再加一句 佟丽娅是女神！女神！！！            
(4星)	 看的我这个纠结啊，这都是神马人生。那杨紫曦真是太烦人了... 配着杨幂那被人掐了脖子的歌声偶真是...            
(4星)	 无时无刻不感受到导演编剧的诚意            
(NA)	 现在的场景，好像看到了《你是我兄弟》的影子，不过，不够深刻，            
(4星)	 結局不是我想看到的呀~爲什麽好姑娘都沒有個好結果呢。╮(╯▽╰)╭。說到底全是命啊。好好珍惜眼前吧。            
(3星)	 越到后面剧情越狗血，是真的狗血啊，但是我特别喜欢39集那个时间定格的结尾，太有张力了。            
(5星)	 片子选演员和塑造角色很成功，剧情不做作，好看。            
(5星)	 　　　林夏　　１９８８            
(4星)	 挺不错的~~            
(2星)	 群众喜闻乐见的NTR 剧情狗血没新意 台词故作幽默 这些事儿每天都在发生 为何还要浪费那么多时间去看一部剧 看完还是觉得 真尼玛莫名。。不过真心喜欢小猛 到最后更喜欢- - 只是班长你的鼻孔好像变大了。。            
(4星)	 各种熟悉的场景让我十分想念北京            
(1星)	 剧中插曲有汪峰的《再见青春》            
(3星)	 林夏，一个用语言无法诠释的女孩！            
(5星)	 残酷青春物语            
(4星)	 为士兵突击的三兄弟，四星            
(5星)	 终于看完了最后一集。虐心&gt;&lt;。            
(5星)	None
(5星)	 有一个夜因为这部剧睡不着，也写过很长的算是观后感的东西。。青春、爱情，这些我们还在经历的，为了10年后再看今天的岁月不后悔，我会努力的            
(3星)	 感觉很拖沓 沈冰很漂亮 无偏见的认为杨幂很出戏 看到石小孟我就烦躁            
(1星)	None
(5星)	 终于追完《北爱》了，影片的现实，让我叹为观止，最后的结局没想到沈冰没有醒过来。“能买走的东西留不住，能留住的东西买不走。”沈冰的敢爱敢恨与对爱情的执着，疯子的霸气纨绔但见到沈冰后改头换面，吴狄为朋友的无私与真诚对爱情的不离不弃，吴魏对事业的盲目追求以致于忘记了停下脚步来看身边的风            
(4星)	 看了7集，迫不及待的看了分集剧情，突然不想看了= = 后来看到了人人上面的强分和朋友的强推 一个晚上19集两天看完啦~~~ 为什么我觉得疯子有Chuck的影子！啊！            
(4星)	 忍着假爆了的配音，无视着做作的表演，没日没夜的看完了，其实只是想看他们最后都走向了那里，那些多多少少有自己影子的人。            
(4星)	 北京，一个小时候经常吵着去的首都，那个熟悉陌生的名字。在那里匆匆而过的人，是看客，是过客，是乘客，然而留下的人，在匆匆的脚步中好像什么都没留下，只留下青春。仿佛剧中沈冰所说“如果可以选择，我宁愿我没来北京”。可是，有生之年，狭路相逢，终不能幸免            
(4星)	 好电视剧最后总得狗血一下~~            
(4星)	 看完特憋 看他们除夕的时候 在老地方喝着小酒聚在一起 在房顶上看大北京城洒满烟花 身后就是CCTV大裤衩儿 想到自己要三年不能在北京过年  就打心眼儿里想哭 放炮 喝酒 扯淡 往年都不往心里去的事儿 现在看来弥足珍贵 十年以后不知道都变成了什么鬼样儿 也许毕业一别 就再也不见 结局太揪心了。            
(5星)	 很现实的一部电视剧，真实的反应了当代年轻人生活态度，价值观，以及对社会的看法。片里的演员都演得非常好，片子里的插曲都很好听。我熬了2个通宵看完的，非常不错。            
(5星)	 　　 再见，青春。 　　 再见，美丽的疼痛。             
(5星)	 很久很久都没看过这么经典的国产电视剧了。喜欢~            
(5星)	 太过现实的青春爱情剧            
(4星)	 物质与爱情   太多我心疼的人            
(3星)	 为了林夏才给的三星，在看到沈冰接受疯子，无敌辞职帮助疯子。偶觉得这部片成功的变为了一部正宗的二逼片            
(5星)	 片子开始一群人中最幸福的两个人，石小孟、沈冰。片子结尾一群人中最悲惨的两个人，石小孟、沈冰。这就是这个社会带给我们的希望吗？看起来真的是让人绝望！            
(5星)	 开放式的结尾还是很不错的，起码，让我们知道，未来的事情都是些未知数。沈冰没有醒来，但是我相信，在梦中，她会原谅疯子的。因为，她会知道，一切本都是原来一样的美好。不过，还是要说，沈冰的植物人状态，是意料之外的，略显突兀了。这个是部好电视剧。            
(3星)	 这看了开头还真猜不到结局呢...所以真的是有情饮水饱吗？ps那个...老天，赐给我个疯子呗~            
(4星)	 还不错了。每个电视剧总有那么喜欢的女角色，例如这里的林夏。每个剧里也总有一个让我花痴的男角色，例如程峰。这个剧里真的很完美到没法挑毛病的姑娘，那是沈冰。喜欢的剧情喜欢的场景太多，感动我最多的，大概就是这3个人。            
(4星)	None
(3星)	 我是那种看见北京两个字就兴奋的不行行的人。评价就是 还是要有钱啊傻逼人类们。            
(2星)	 杨幂难道不知道自己在演什么吗？她知道，而她演了。            
(4星)	 伤心的            
(4星)	 “好像一夜之间就长大了，谁愿意长大啊，这种滋味可不好受了。那是一种违背自然规律的成长，眼睁睁的看着自己血肉模糊 支离破碎，被撕扯得不得不成长的成长。”“下辈子吧 都干干净静的为对方留着，直到碰到彼此为止”            
(4星)	 好多年没认认真真看一部电视剧了。            
(4星)	 很揪心的一部剧。再见，青春。再见美丽的疼痛。            
(2星)	 如果我是沈冰，如果我是，我但愿自己会等石小猛。p.s：那些导演自以为抒情或必要叙事的冗长段落尽可以删掉，然后缩成二十集。            
(4星)	 浮华的社会，该扮演怎样的角色？            
(5星)	 很感人            
(5星)	 为此剧四海一家都没吃到 罪过！！！惭愧！！！陈思成是春风沉醉的夜晚里的陈思成啊            
(5星)	 追完了。“这部剧告诉我老实巴交的丑男不一定不腹黑，风流倜傥的帅哥不一定不专一，红颜一定祸水，坚强的人更容易受伤，世界很操蛋，但要心存希望。”            
(4星)	 不知道是不是陈思成很喜欢汪峰，我高中时代也曾经疯狂的喜欢过汪峰。我问过祥子什么才是真正的摇滚，可是现在我们所坚持的东西都在逐渐迷失掉。其实所有人都会妥协，连我曾经喜欢过的汪峰都是一样如此。晚安，北京。            
(4星)	 最后的最后，小龙女还是跟高富帅在一起了~~~有钱人追女孩子真TM容易            
(5星)	 这部剧不能说有多现实，但的确让我一直想到自己即将结束的大学生活。不管怎样，疯子吴狄小猛林夏他们这些人可以在同一个城市中奋斗，但是半年后，我们要面对的是天南海北，然后，会不会就真的变普通再变...生疏呢。            
(4星)	 去百度看剧情介绍，然后去百度影音找全集，翻看一集又一集的片段，只为小伍。            
(4星)	 北漂的不易，爱情的艰辛。            
(5星)	 很久没尾一部电视剧感动过了，林夏，这部中最喜欢的角色，为了爱的人可以做任何事，她总是笑着哭，哭着笑，很坚强的女孩，还有吴狄，为了兄弟，为感情，可以义无反顾，等等剧中的任务都让人印象深刻            
(5星)	 活了20多年...迄今为止 印象最深刻的一部关于青春、爱情、奋斗的电视剧            
(4星)	 很喜欢林夏啊   更喜欢李晨呢  哈哈哈            
(4星)	 很现实的连续剧，里面有北漂小猛的心酸和改变，有富二代程峰艰难的追逐爱情，有林夏的痴情，有杨紫曦的虚荣与踏实，还有沈冰的浪漫爱情，简直就是社会的一个缩写，现实的让人痛苦            
(4星)	 十分稀罕林夏，第二稀罕沈冰。然后，现在的电视剧都要这么拖沓骗钱么？            
(3星)	 剧情有点太冗长了吧，佟丽娜好漂亮~~~            
(5星)	 嗳……            
(5星)	 再见  青春   再见   青春！            
(3星)	 没有249的兰男郎们，一个纯爱情故事，各种关于青春的小感伤小温馨，各种符号化的人物设定。看得出来，编剧（同时也是导演）想说点什么，可最终流于平庸。            
(5星)	 果断给满分，近年来最好看的电视剧。比奋斗还要好。。。。。。。。            
(4星)	 这部剧重在看过程，结果嘛，就不说了！            
(5星)	 评论：朋友妻不可欺，其他的只不过是冠冕堂皇的理由罢了。。。            
(4星)	None
(4星)	 我以为我把它找回来，你就会回来了。连惊讶的时间都没有。眼泪就汹涌而出了。对不起，对不起。            
(4星)	 再见了，青春            
(5星)	 鼻子一直很酸，把我对你的那些想念全部翻出来，收都收不住            
(3星)	 杨幂的演技真的不是一般差。            
(NA)	 现实是残酷的。。。            
(5星)	 关于成长的选择 或对 或错 那都是必经的苦涩            
(4星)	 喜欢吴狄 小伍  林夏            
(4星)	 比想象的好点儿            
(3星)	 各种烦杨幂，铺天盖地都是她。可是这剧里有张歆艺，佟丽娅，李晨，陈思成，多么美好的演员阵容阿，全被她搅和了。。            
(4星)	 佟丽娅女神啊~            
(5星)	 其实我们不懂。            
(4星)	 喜欢林大夏~            
(5星)	 个人觉得真的很好的一部电视剧，不知道有没有第40集，结局真的特别虐心，真希望沈冰能醒过来，跟疯子过好的生活，戏里其他的人也能幸福~~~推荐            
(3星)	 剧情其实还挺老套俗气的　可还是让我一路笑笑哭哭骂骂咧咧的控制不住自己的失眠了十来天　我一直如此坚持的相信单纯的爱情　像疯子　像吴魏　也许我也像沈冰一样　再也醒不过来了            
(4星)	 大过年的，居然最后这是一个悲剧！作为一个新锐导演，演员选得很不错，互相演戏非常默契，让整个剧抓人眼球，故事情节也还算中规中矩吧。不过亏得有40集，让我见证了导演的成长，后面的明显拍得比前面的好！最喜欢佟丽娅演的沈冰，真乃凡间少有的清纯；李晨的演技是一个突破，让我再也不鄙视他了~            
(4星)	 能买走的东西早晚留不下，买不走的东西谁也拿不走。             
(4星)	 一星李晨吧，一星张歆艺吧，一星台词吧，最后一星张译吧。            
(3星)	 我果然不能接受残酷的结局啊，最后一集都不想看了，其实我想说的是当我看到伍六一也来客串了几分钟，就想着要不段奕宏也来客串几分钟吧……李晨、陈思成编剧、导演、监制都做起来了，小生们现在都好全能啊……我看到后来，觉得疯子和沈冰在一起挺好的啊，可是陈思成居然把自己媳妇儿写到出车祸了……            
(5星)	 越长大越孤单，越长大越不安，再见了，曾经。            
(5星)	 感觉若此揪心的电视剧国内不多，其实吸引我的只是一个“情”字，可是这个字包含太多，或许她有边界，但没有底，就像一个黑洞一样，让几乎所有的人都心甘情愿深陷进去。假如可以，我也想如此深陷其中。爱情需要太多勇气，我不知道自己能不能承受这爱情的撕扯~            
(2星)	 没什么好说的            
(4星)	 很好的一部电视剧！            
(5星)	 我艹你丫的北京，我草你丫的金钱，我草你丫的爱情，我草你丫的生活~看着这部处处针刺的都市生活剧想跳楼的心都有了。真心恶心，真心难受，真心不想看，疯掉了~这尼玛坑爹的，谁来拍淮南爱情故事啊？我剧情都想好了，一个煤矿工人被生活爱情糟蹋最后成为煤老板，哇咔咔咔~意淫结束，在北京过的都看下吧            
(3星)	 不喜欢陈思成的疯子，更加反感有些没有逻辑的剧情，最为迎合年轻观众的作品，还是找到了共鸣，但是我发现我对这类型的电视剧失去了热情            
(4星)	 這部劇告訴我們 ：浪漫狗血的愛情總是被有錢有閑的富二代創造；最可怕的不是一窮二白，而是隨波逐流而被顛覆的世界觀；道德標準總是在忽略麵包和麵包所帶來的創傷時先選擇了那顆狀似天真單純善良的心，儘管它與前者經常虛構出人們的無知世界；千萬不要跟優柔寡斷的小男人搞姐弟戀。            
(3星)	 好评不断，包括很多大牛都给予了肯定，但是实在不是我的菜。。            
(5星)	 很不错的一部青春片~原来北京城代表的不仅仅首都这个地理名词而已，它还是一群年轻人的梦想之地~只怪当初太天真罢了            
(4星)	 减一颗星是因为狗血。            
(NA)	 混乱的价值观            
(4星)	 在北京奋斗的年轻人，不容易！如果不被迷失，更不容易！            
(4星)	 林夏这个傻姑娘            
(4星)	 很久没看到过这么好看的电视剧了。结局令人惆怅，扣一星。            
(4星)	 石小猛去死吧 - - #            
(5星)	 北京。爱情。故事。突然好害怕长大。害怕自己越来越现实。害怕自己会为了可笑的虚荣心放弃一些可贵的东西。希望我可以一直像吴狄一样吧。            
(3星)	 二颗星给陈导！一颗星给北京！            
(4星)	 我看着满目创痍的繁华，感到痛彻心肺的惆怅。听着心在爆裂的巨响，陷入深不见底的悲伤。我在这里欢笑我在这里哭泣，我在这里活着也在这死去。            
(4星)	 过年看这个谋杀时间            
(5星)	 石小猛这个“三无”北漂看的我真心酸            
(5星)	 再见青春，再见美丽的疼痛……我在这里活着也在这死去！北京·爱情·故事！            
(4星)	 时间仍在 是我们在飞逝            
(4星)	 尽管每个人都抗拒长大，可我们还是不得不接受着成长赠予的礼物，我们品尝爱情的滋味，领悟生活的意义，同时我们交付自己的青春，舔舐自己的伤口。             
(3星)	 39多集的电视剧 编剧您就不能设置一两个圆形人物吗？            
(5星)	 青春总是稍纵即逝，友情、爱情、亲情总是困扰又围绕在每个人身边，如何选择，长大后会怎么样，没有人知道，但是内心的选择总骗不了人，虽然会伤痛，但也值得，因为收获总会有所失去            
(3星)	 剧情有点拖沓 后面有点扯 ，演员选的极度不合适啊！！！！            
(5星)	 这是国产的不多见的够真实的电视剧了，希望大家力顶啊！            
(4星)	 情节狗血，人物标签。。但是我还是觉得不错看。。发生了什么。。            
(4星)	 北漂是一门艺术            
(4星)	 青春的浪漫和残酷  北京北京…… 很多人物里面可以看到自己某一部分的性格             
(5星)	None
(3星)	 一般吧，看了前几集就猜到了结局            
(5星)	None
(5星)	 很爱疯子和林夏，再见，青春            
(5星)	None
(4星)	 北京 北京 结局不精彩 但是台词值得一记。             
(NA)	 不喜欢这个结局            
(NA)	 因为执着的林夏。我才两天时间把这部剧看完。            
(NA)	 剧情实在一般般/不过陈思成同学还行 虽然造型有点儿土/张译译太惨了。。全部跳过/主要看可爱的李晨！/            
(NA)	 加着班终于把北爱看完了，结局很发人深省。  值得一看            
(4星)	 AU 现实太残酷 面包和爱情不能兼得==除非你就一富二代or官二代            
(5星)	 看完片子就一个感受，纠结。每一个人都活的很认真，所以这一切都是社会造成的，谁都没错。            
(NA)	 不解释  一部剧  就是教你坑蒙拐骗 且无耻的挖兄弟/朋友的女人 。            
(3星)	 看完了终于理解评论里有人说越看越回去把分数改低了，我也是，前面很好，后面很鸡肋，不过我觉得发展除了巧合比较多以外，生活就是各种样子的，只是又有多少人能保证不迷失自己的内心呢？            
(NA)	 王80            
(NA)	 看完北爱天都亮了，眼睛也肿了，生活本来就是如此不易，一段故事，一种坚持，除去一切能留下的只有感情。爱情无关于时间却需要时间的证明，遇到那个看一眼就知道是对的人，我知道现在的等待都是时间的洗礼，让这一切成为独特的记忆，遇见你，不顾一切的去爱，执子之手与子偕老~            
(3星)	 也就片头曲还不错了··            
(5星)	 导演居然是疯子！！            
(5星)	 这个叫什么疯子的太傻比了！！！！！ 第一，帮人找工作跟人说那女的是我女朋友  真不要脸！！ 第二，在火车上跟人换位置，跟人说那是我女朋友，我俩吵架来着, 真不要脸！！ 第三，打听那女的过去，还跟人说他俩要结婚了， 这逼男的真操蛋，侮辱我们男性同胞的人格 ，小孩儿们不要模仿            
(1星)	None
(4星)	 每个人都有自己的难处，每个人都不容易。爱疯子！！！爱林夏！~.爱程峰跟沈冰的爱情，爱吴魏对伍媚的爱，他们都 爱的纯粹...陈思成很有才、            
(3星)	 看到30集就直接跳结尾了，后面是凑集数还是怎滴，好拖沓，看的好焦躁。喜欢伍媚。（摘）永远要记得，我们不可能拥有全部，千万别要的太多，否则，你将面对的失去全部。             
(5星)	 感触良多            
(3星)	 本着一颗反应当下80后爱情观的角度用心去看，被某几个片段感动得落泪，是因为那正是我所向往却无法得到的。后来慢慢发现，故事本身并说不通，纠结、矫情。现实生活中真正存在的东西，被演绎出来，稍许的渲染也是可以真真切切地感动观众的。但是“北爱”你做得还不够好。            
(NA)	 我一直不觉得他有做错什么。            
(4星)	 林夏不傻，她什么都知道，比谁都清楚             
(3星)	 最怕穷小子一夜暴富什么的了            
(5星)	 吸引我的电视剧不多，拍的不错哦            
(5星)	 苦逼的结局。            
(3星)	 怎么能给三星半？看到26集，弃！越往后越觉得在人物塑造上用力过猛矫枉过正了，偏油腻了，本人口轻~当然陈思成绝对是个好小伙子！很努力也很真诚。            
(3星)	 那么回事吧            
(5星)	None
(4星)	 追看几天，国产剧的适合我这个年纪看的            
(5星)	 好看！！！强烈推荐！！！            
(5星)	 心情是一集比一集沉重啊。。。            
(4星)	 今天看完《北京爱情故事》大结局。这部剧代表了一些80后的典型生活现状。事业，爱情，生活。这是一首关于青春与成长的挽歌。有钱没钱没关系，最重要的必须清楚你自己真正想要的是什么。有些人穷一辈子也开心，有钱也不一定会得到真爱。王者总是孤独的一览众山。追你所追，爱你所爱，此生足矣。            
(4星)	 相比奋斗那种理想生活，这部剧更现实、真实。            
(NA)	 我考虑在它和宫2之间做个选择，亲们有木有好的建议？            
(5星)	 比想象中的真的好看狠多。比祼婚之类的真实多了。            
(4星)	 三星给故事，一星给演员。            
(2星)	 如果39真的是结局 姐真心想说尼玛编剧你脑残吗 富二代被神化 从之前恨得要死到之后爱的要死的丫头变植物人 努力却被社会逼坏的孩子入狱。。。不好意思 大过年还真消化不过来            
(5星)	 十年前我在哪里，十年后我又在哪里            
(4星)	 很好奇究竟是怎么样被函数姐的黑粉压低了分数之后又弹到快8分的。。。            
(2星)	 如果一部电视剧在源于生活的层面上不柴米油盐，在高于生活的层面上不清新脱俗，就只能是烂片了            
(4星)	 看完了...虐心+狗血 还能再惨点儿吗~！！！！            
(4星)	 很多人都骂石小猛不是东西，可是一开始，明明就是程峰的错啊。= =            
(4星)	 本来是很好的，但是从33集左右就开始烂尾，吴狄和沈冰的行为都开始脱离常理，被主角光环扭曲，还多了很多道德标准幸福标准一类的，一下就毁了            
(4星)	 看了一整天，实在是疲倦了。            
(4星)	 再见青春 永恒的迷惘            
(4星)	 真心不喜欢杨幂...   不过看到后面着实被感动了一把...   或许我的青春还在进行中...  但却感觉它已经渐行渐远了...  曾经被我牢牢记在心的的事情现在已然成了一片空白...            
(3星)	 看到20集果断放弃，石小猛和杨紫曦两大恶心人实在让我无法继续！张歆艺、李晨、莫小棋各一星。不过石小猛能这么让我恶心，可见张译演的很不错！~            
(4星)	 太纠结了。。冲着陈思成去的。。还是一样的帅            
(4星)	 永远不要低估一个姑娘与你同甘共苦的决心。            
(3星)	 丫丫演的沈冰真不错，但是剧情没什么冲突感，太拖沓了            
(1星)	 垃圾片，贫嘴，自以为幽默的京味儿和城市中心优越感。啊呸…            
(4星)	 最深刻的是石小猛的角色，一个人在任何的环境下一定不能坏掉心态。。。。本是可以通过努力可以拥有事业和爱情的人，却用了扭曲的价值观做了一个激进的选择，最后得不到所有。。。。。。。还有林夏，这么多么让人心疼的一个人            
(4星)	 没什么感想 就是 演戏。。。什么鬼结局，等着拍第二部吗？不过还是沉迷了一段时间，陈思成支持你啊            
(5星)	 特别感动的是沈冰对石小猛的那份感情，就像沈冰说的除非你说不爱我，除非你说不要我了，否则我这辈子就只属于你一个人。我看到了曾经的我也是这样说过。            
(5星)	 北京毕竟不是东京            
(5星)	 &#34;北京，还在。爱情，不死。故事，永生...&#34;            
(4星)	 佟丽娅真漂亮            
(3星)	 狗血的剧情实在看不下去了。。。为了李晨加一星吧            
(NA)	 爱情就是狗屁。            
(4星)	 如果没有杨幂，我绝对给五颗大红星            
(5星)	 非超好，大爱林夏            
(3星)	None
(5星)	 叹为观止的青春题材电视剧。            
(3星)	 看的过程很难受，主人公各种为了爱情而改变，尤其是石小猛，让我觉得很虐。珍惜你所爱的人，相信你所爱的人，同时尊重爱你的人            
