http://movie.douban.com/subject/2989755/	命中注定我爱你 命中注定我愛你
(4星)	被里面的故事感动得一塌糊涂~
(3星)	其实 没怎么喜欢 前面一半看着玩玩还可以
(3星)	我……我……我实在不觉得阮经天帅……
(5星)	好看
(2星)	这编剧的很能YY啊
(4星)	纯粹在看脸……
(4星)	很感人哦
(4星)	就是喜欢阮经天
(3星)	连续剧果然不能拍续集。。
(4星)	灰姑娘的故事
(NA)	很久没看偶像剧，开心一下~
(5星)	很好的电视剧，值得推荐。便利贴女孩要抽空看看哦，给自己勇气和信心，相信自己能行。
(3星)	现在就记得那狗了，超可爱，很会演
(4星)	万恶的偶像剧。
(2星)	像个大拼盘，偶像剧演员又不养眼,无厘头的搞笑,加大量莫明其妙的感动进去。可是我看着却一点都不感动。
(5星)	可以想像编剧写得时候一定很欢乐，我看的也同样欢乐。
(4星)	比想象的感人一些、搞笑一些。
(2星)	狗血死了
(4星)	挺精彩的一部电视剧。很多集看得都想哭了..~挺感人的。PS：覺得自己有點像裏面的女主角——陳欣怡。
(5星)	这是我看的继《流星花园》之后又一部很好看的台湾偶像剧，总算摆脱了弱智白痴的偶像剧标签，有女孩子们不可抵抗的浪漫憧憬。
(NA)	结局有点烂
(4星)	很可爱
(4星)	让人耳目一新的台湾偶像剧，并在于俗套的王子和灰姑娘，或者是加上了现代色彩的便利贴女孩与钻石王老五，而在于对爱情的坚持，每个人都可以做到！坚持，不论生老病死，坚持爱着她！加油！
(3星)	剧情拖沓啊...
(4星)	1-30集都不错 30-39集完全为了拉剧情死拖~
(5星)	唯一一部从头看到尾的偶像剧
(NA)	很好！重温中
(4星)	不得不承认，这是少数不被我鄙视的台剧~还蛮好看的呵呵，适合小女生。~不过，这个可能不太适合被人抢掉男朋友抢掉老公的那部分群体~呵呵
(5星)	我们就只这样，命中注定。哈哈
(5星)	推荐，粉不错的说！
(4星)	又感人又搞笑的灰姑娘情结，烂俗却吸引人看下去~！
(5星)	很少看台湾偶像剧，我觉得挺好看的，因为现实中找不到这样的剧情，只有在偶像剧中寻找一些灰姑娘与王子爱情的幻想。纪社长的感觉很好，就是不知道他生活中是什么样子。
(3星)	朋友说了很久才去看。。乔恩好美。。==T.T
(4星)	我居然也看这个，而且熬了两个通宵看完，既然笑了哭了，就不能再自以为清高脱俗的给人家差评。生活也需要调剂，没意义也许就是有意义，何况不一定非得要个意义
(3星)	还是很拖拉
(5星)	啊小天真是我一生最爱啊&gt;&lt;
(4星)	前半部哭得我死去活来的。。
(3星)	拖沓。
(3星)	姐无聊，姐自抽^
(5星)	幸福如履薄冰
(NA)	推荐。可恨可气又好笑！
(4星)	典型的台湾偶像剧~~
(4星)	第一次是偶然，第二次是必然，第三次是命中注定
(4星)	挺不错的电视剧~还有点教育意义呢~看的时候还有点美剧的感觉~~便利贴女孩真的很让人心疼。。
(4星)	台剧，呵呵~
(3星)	我承认看的时候非常脑残...
(3星)	狗狗好乖哦...大喜大悲...配角强大...陈妈妈有点神经兒...男士们的嘴唇需要那么诱人伐
(3星)	好看哇～～～
(5星)	看完觉得能拥有自己的孩子是一件很神圣的事儿！
(2星)	剧本弱智，剧情拖沓。大概比较适合空闲时间非常多的人或者青春期少女。
(NA)	陈乔恩的确是台柱
(3星)	好像是08看的了，刚开始很煽情吧~后面拖得老长，看到都没耐心，几首歌还可以·~一天一天贴近你的心··
(4星)	终于看了之前一直以为自己不会看的电视剧 很好看 但是不喜欢女二带来的曲折
(1星)	把不要脸到极点的男主无耻地见异思迁爱上小三女主拍得理所当然的脑残故事。
(5星)	看了让人想谈恋爱。
(4星)	好看,,前面20几集都很好,,可惜后面剧情太拖了,,但总的来说还是好看,,
(3星)	补上~
(5星)	反正哭了很多次..
(5星)	或许是有些编造，但是我相信爱情，相信努力，相信勇气！
(4星)	唯一看过的完整台剧，很口水很欢乐，陈欣怡肯定是天秤座，没立场没特色，有好运就够了。
(3星)	很烂的剧情。但是还是看完了。
(4星)	11集就应该结束了==
(4星)	我爱乔恩
(5星)	阮经天啦！
(4星)	还不错啊。
(NA)	陈乔恩的偶像剧不错，起码不做作
(NA)	每星期都会追着看,前面剧情很不错,最后几集又回归俗套
(5星)	与C一起看完，是一部很有趣的片子，累了，放松效果不错。我很喜欢“便利贴”女孩——单纯，善良，简单，纪存希是难得的好男人——有责任心，有时候很幼稚，纯情，爱一个人爱到即使对方不能生小孩，也还要在一起。C说这种男人只会存在在偶像剧中，现实很残酷…… 现实真的那么残酷吗？心怀希望吧^^
(5星)	留了眼泪，笑过，有真实，有虚无，或者，糊里糊涂就是真
(NA)	前年····一礼拜一集····坚持看，因为是在大陆，只能看转播·····当时都融进去了，痴迷呀······觉得阮经天老好看了····就是因为介，我一年没再看过偶像剧，觉得没有再好的了·····不过现在再看下一站，幸福······也很好
(5星)	打闹也是一种幸福……
(4星)	台剧再一次崛起了~  碰巧又是喜欢的类型
(4星)	Dylan、Dylan…
(4星)	但可以触及心底最柔软的地方，我的脸上挂着微笑，跟着哼完了最后一首片尾曲。然后现实也变得更美好了一些！
(4星)	还是不错的
(4星)	后几集太拖沓了
(NA)	一大把年纪看傻傻的偶像剧 一口气看完了 无可自拔……
(5星)	很好笑~阮经天也走搞笑路线了~
(5星)	成功的编剧和营销甚至让它红到了美国　虽然又是麻雀变凤凰的故事　但这绝对是个有现实意味的童话
(3星)	各种主题曲，插曲，喜欢
(4星)	是搞笑还是想要以小见大？结果发现只是一部偶像剧！
(NA)	结局……结局……结局&amp;￥%#￥……#噢噢噢噢噢
(4星)	非常非常非常后知后觉的看完。纪念下几度忍不住的眼泪。缺一颗星因为某些真的太不靠谱的细节= =
(NA)	好看~
(4星)	中间最好看,也最纠结结尾有些让人失望
(5星)	喜欢陈乔恩，感觉她演得蛮真的~~~ 这部戏感觉也比较正常，不像一般的台湾偶像剧……
(3星)	小白
(3星)	开始几集比较有趣，可是到了后来很无聊啊
(NA)	偶素被迫跟猫妈一起看的。。。居然英文名叫戴斯特你。。。。
(3星)	好吧 对肥皂剧没爱 某天一不小心脑子抽筋了 就看了 好吧 还骗了我不少泪花儿 。。。⊙﹏⊙b 这是为什么呢。。郁结
(4星)	还不错，里面那只小狗很可爱
(NA)	看的第一部台剧。
(4星)	难得好看的台剧~~女人当自强~
(3星)	几个人从这个电视里看到的是爱情的杯具？我是其中一个。
(4星)	喜欢乔恩姐姐！
(5星)	幸福如履薄冰...好剧~
(5星)	这部是我的最爱，永远不会改变。
(4星)	八错八错。虽然我一向不喜欢看台湾偶像剧，但是《命中注定我爱你》真的是全部看完了~喜欢便利贴女孩儿与王子的爱情故事。呵呵
(5星)	感觉还可以
(3星)	从怀孕开始我就是为了看他流产。。。
(3星)	最近阮经天很红嘛。
(2星)	實在是。。。
(3星)	陈楚河哦~~
(5星)	王子公主的故事之所以是童话，就是在暗示完美的两个人想要真正结合是做梦吧。
(4星)	喜欢这部片子，因为Elaine~~~
(5星)	无聊在家，有点OUT地把它看完了。其实偶尔看看这种轻轻松松不太有逻辑的片也挺开心的。嗯嗯。小天灰常帅。
(1星)	名符其实的‘呕’像剧，剧情太假太扯了。PS：阮小生，你就是那‘咆哮马第二’，我决定封你做咆哮教下任教主。
(5星)	为数不多喜欢的偶像剧
(4星)	流产之前都不错，后面就没意思了
(5星)	很好看啦 喜欢陈乔恩后来的发型哦
(4星)	爱上纪存希
(3星)	……很早以前就看完了！消遣片……结束~
(5星)	第一部台剧 上个暑假看的 泪流满面 
(4星)	真是命中注定的！！！陈乔恩真是有够牛！！！！
(NA)	我现在看台剧看疯了，不过拉着看完的。
(4星)	大爱DYLAN神父~
(4星)	可爱到爆的剧啊！哈哈！
(4星)	因为不大喜欢陈乔恩，就一直比较排斥；结果一不小心就被阮经天“俘获”了……看得我又哭又笑的，不过还是很感动，不知道为什么会有结婚生小孩的冲动？！
(4星)	好喜欢happy ending~
(5星)	用偶像剧的方式拍出很多现实中的热点，演员的表现很棒，里面的亲情爱情都很感人，每集都吸引眼球，好听的原声，收视第一的台剧不无道理
(5星)	阮经天啊，最佳男朋友啊！
(4星)	不自信，不会妨碍你去爱，但会不相信别人的爱
(4星)	某些还行~
(NA)	超级好玩，就是后面太墨迹了
(5星)	虽然台湾的偶像剧都很多相同的地方.但真的好看.又哭又笑
(4星)	之前还很不情愿的看这种台湾的电视剧，会觉得很二氧化碳。看美剧看习惯了。就爱挑三拣四的。某日，闲的流油的时候看了一下。立马就爱上了男女主角，这个故事虽然很荒诞，在现实生活中不常遇到。但是真的可以让一个正被单身公害害到的人，开心很久的一段时间。生活不就是这样子吗？
(5星)	小天小天，爱死你了！！
(5星)	小天超级帅，很man很sexy，超级大爱~
(3星)	为什么每到假期总会沉迷于这样不切实际的偶像剧？？？
(5星)	“人生就像一场赌局，不可能把把都赢，只要筹码在自己手上，就永远都会有希望。”
(4星)	超戏剧性 超偶像剧
(5星)	我觉得还不错的偶像剧 ~
(4星)	感觉有很长一段时间没有看偶像剧了，其实还是一部不错的偶像剧。生活需要感动，而感动并一定要源自现实。
(4星)	当时是一集一集跟进的 相当疲惫 现在我那全看不出来哪里好 怎么会这么火呢 小天的眼睛是很放电 当时我连他们参加的娱乐节目都没有放过 看吧 相当的投入 只是 时间流逝 现在看起来就一个烂
(4星)	5年抵不过3个月。。。也许只有自己爱自己，不为他人轻易放弃自己的梦想和事业，要不就放弃自己的事业只追求爱情。连安娜这样的天之娇女都会被别人舍弃，更不用如此普通和平凡的自己了。别为了爱情，忘记了自己。如果错过了一些人，安慰自己会遇到别人的吧。
(2星)	芒果台 爱上琉璃苣女孩···囧
(4星)	陈乔恩~~~~~~~~~~~~~~！！！！！！！！！！！！！！！！！！！！！！！！！！！！
(5星)	大结尾太汗了。。把之前想说的意境全毁了。。p.s粗眉小眼男很不错哦
(4星)	据说收视率很好~阮小天终于红了~
(4星)	天呐，Anson原来就是《痞子英雄》里的那个杜文雁
(4星)	拉着看完的，相比较同类台剧来说，还算蛮不错，不过我还是最喜欢在上海的戏，气场感觉都不一样，好多了去了。
(5星)	那种感觉……欣怡，你坚强的，是我的楷模
(3星)	还行
(5星)	我要再看一遍！！！
(5星)	我20岁之前最后一次偶像剧吧。
(5星)	很少看台湾偶像剧，感觉大部分故事内容很幼稚~~但这部戏是我认为相对于近期台湾偶像剧里少有的值得一看的佳作。不仅仅是陈乔恩对于女主角的诠释很到位，而且故事内容和搞笑部分也拿捏得当，贴近生活，没有太过于夸张.有几处情节还是有感动到。恩! 4.5 星力荐
(4星)	满足了一下，我小小的幻想
(3星)	搞笑得很，尤其是欣怡的妈妈，那口音太熟悉了，那阵子我最爱的事情，也是给室友模仿欣怡妈妈~
(NA)	不错了。对于台剧来说
(4星)	中间一段，欣怡流产让我哭的稀里哗啦。感人同时也惊喜。但最后几集有点拖沓，不够利索。
(4星)	便利贴...
(5星)	好看好看
(3星)	音乐不错
(4星)	后面的情节稍嫌拖沓。乔恩后期的装扮很不错，喜欢。
(3星)	刚开始还蛮好看，后来就。。。
(5星)	喜欢小天
(4星)	配乐的作用真的很强大~
(5星)	看着很欢畅，而且发现了陈楚河这个大帅哥，O(∩_∩)O哈哈~
(4星)	典型台湾偶像剧，挺俗，不过还算搞笑，有些情节蛮感人
(3星)	剧情有点虐，但是结局还不错。
(4星)	You call&#39;t destiny ,i call&#39;t love
(3星)	打发时间可以看看
(5星)	一切都是命中注定，大爱小天
(5星)	整个人都粉红了&gt;&lt;
(4星)	虽然知道世界上没有像欣怡一样那么好欺负那么好心的便利贴女孩，但是存希伤害欣怡的前几集还是蛮感动，蛮心疼欣怡的。有机会我也要看一下原作。
(3星)	后面拖戏严重，个别集很好。
(3星)	不喜欢添加了太多台湾本地元素的片子……  有些角色很雷人
(3星)	最后剧情有点拖~
(2星)	套路改一改会死么
(3星)	台剧的情节基本如此。
(4星)	
(3星)	为了天天的一句粗口~
(3星)	偶像剧毕竟只是偶像剧。。。若发生第四次，那是什么？
(3星)	这样都可以上错人，我服了。看完后姐疲惫了……
(5星)	很缓慢的剧情，命中注定的爱情
(3星)	沒看完。。。看伐下去了
(4星)	我喜欢Dylan！！！！！！！陈楚河！！！
(4星)	很早以前看的了
(4星)	终于看完了。还是很有喜感的。。。恐怕我的考试就比较杯具了囧
(3星)	剧情有点拖沓
(2星)	能不能再脑残一点？？
(3星)	曾今一个寝室追着看 果然是看完结果就不想看第二遍
(4星)	觉得当个陈欣宜也挺好 纯纯的弱弱的
(5星)	不知道看哭了多少次~~第一次是纪存希跑回家看到心怡写的妈妈日记，超级感动的；之后是心怡穿成鸡的样子跑去逗纪存希笑，之后是分开了两人合作case之后。阮小天的演技真的是没的说，看着就能觉得心纠结啊，撕扯的感觉呢！！
(5星)	剧情很好，跨度够大够曲折。。一夜命中的剧情有点……
(4星)	哈哈……搞笑
(3星)	为乔恩打三星，后面实在太太太太。。。（省略一万遍）拖了。
(4星)	还是不错的
(5星)	少有的喜欢~~
(3星)	没看完，后面就不好看了
(2星)	只是好奇待会要演尤佳期的、传说中的“台湾偶像剧一姐”会是什么样～～～不过我实在看不出来，细节拍这么粗糙的剧怎么能收视率破13啊～～～希望电视剧的《佳期如梦》不要拍得太离谱啊啊啊～～～
(3星)	看着挺乐和。
(4星)	结局太拖拉。。
(4星)	当时很喜欢。。小天
(4星)	好搞笑
(3星)	小天很帅
(5星)	一部偶像剧居然也把我看哭了……
(5星)	灰姑娘遇到王子的故事~或许很多女孩都是平凡的陈欣怡，遇不到自己的王子~但是偶像剧就是想让人感动，感受那种童话般的爱情
(4星)	存希~~
(3星)	看完就无语掉的..
(NA)	便利贴~~
(3星)	实在是典型的狗血剧表演夸张情节肥皂
(NA)	很难得，台湾出的精品。这几年在我看来唯一能称之为好看的，扣人心弦的电视剧只有它和“痞子英雄”了。
(4星)	后期拖沓，但总体上仍然让人爱不释手。一边清楚地明白它超不现实，一边跟着哭笑感动~
(5星)	也老灵的~~~
(NA)	欧~离谱的便利贴，
(4星)	灰姑娘的故事经久不衰...
(NA)	陈乔恩又旺了一个阮经天，不知道下一个她要旺谁，我拭目以待喽。
(4星)	这个世界太灰色了，看点美好的偶像剧吧；好久没有恋爱的感觉了，看点美好的偶像剧吧~~收视神话的剧自然要看咯~~之前看绿光森林的时候我就不喜欢立威廉，而更喜欢看男二号阮经天。到这部他不红都难啊！湖南台又要播啦，有空再看一遍呗~~超喜欢里面的两首歌：《半情歌》《我的快乐》。
(5星)	无情的剥夺了我的眼泪！
(5星)	陪伴我08年的电视剧，让人心碎又温馨
(5星)	通宵看完，从头哭到尾。好温暖好感动好心疼好好看
(5星)	最喜欢的偶像剧啦~~~虽然仍是偶像剧一如既往的假。但是就是喜欢~
(NA)	存希那条裤子上镜率真是高啊！改成看过吧，我不会去继续看下去了
(5星)	收视破点的偶像剧，真的赚死被人的眼泪钱了，喜欢，这个世界有很多陈欣怡那种女生，只是没有那么善良罢了
(2星)	无聊
(3星)	搞笑拉
(4星)	温馨！
(5星)	感染力強
(NA)	两个人的演出都很赞。剧情也蛮出其意料的。值得一看。
(4星)	阮经天。。我喜欢
(4星)	一部认真看完的偶像剧。喜欢陈乔恩和阮经天了！
(4星)	情节新颖，也是同时段收视最高的一部作品。
(5星)	爱翻过了的偶像剧。
(3星)	男二号 总是让我无法抗拒 hoho 
(4星)	命中注定 就不要辜负另一半
(3星)	就算再烂俗的剧情，就算再无趣的台词，当你听到那么真诚的声音：陈欣怡，加油~~~我们还是会稍稍被感动下的吧。
(4星)	一切真的是命中注定么？那么能不能告诉我要怎样选择？
(4星)	搞笑~~~
(4星)	当年我这么..清纯
(5星)	剧情很感人~~是我近年来看过最好的一部台湾偶像剧
(3星)	小天不错
(5星)	最认真看的一部台剧！~！~！~
(4星)	陈乔恩太可爱了，剧情一环套一环，音乐好听，制作精良的偶像剧。最喜欢两人分开的那一段。
(3星)	我爱陈林西施女士儿！
(3星)	太假~
(5星)	小天啊~情定之作！
(4星)	欣怡儿和存希~~喜欢。。后面拖戏了。。
(NA)	喜欢陈的自然风
(3星)	恩。。乔恩表演还是很自然，配角都够真实。
(5星)	陈乔恩演的都好看
(5星)	靠 为什么平均7分啊 看来大家欣赏水平有限啊
(3星)	没有看最后一集，虎头基本没有尾，后面实在是太过分了，拖成烂剧了，前面很喜欢，追了好久！
(4星)	小天~~啊啊~还不错~很适合消遣看
(3星)	典型的王子灰姑娘
(4星)	有一段时间很迷~~
(NA)	没看完
(NA)	外景拍摄..上海...现在偶像剧为了复杂情节和&#39;成熟度&#39;弄不弄搭上小孩从这里开始...
(4星)	阮经天在里面很可爱，可惜逃脱不了拖沓的情节。
(3星)	唯一看过的台片，虽然剧情很无厘头，不过搞笑就够了，喜欢天天，帅帅的男孩~~~
(5星)	加入了陶瓷艺术，让感情表达的更含蓄且更有深度，超喜欢
(3星)	越往后越无聊
(5星)	超爱
(5星)	小天  爱死了
(5星)	偶像剧中的奇葩
(4星)	小天出名的片子……看看吧
(NA)	狗血
(4星)	阮经天还是穿西装/不穿最突显身材啊！
(NA)	这部戏是从后面看起的，不喜欢看男主虐女主！
(3星)	剧情其实还蛮瞎的，但小天是很帅的~上哪去找纪存希这样的男人……
(5星)	因为阮经天~
(5星)	又重温了一遍。还是感动。
(5星)	deemed！
(4星)	 好喜欢小天~
(3星)	小天很帅
(2星)	看了一半就沒心機看下去了……
(3星)	打发时间
(5星)	挺好看的~阮经天哈可爱，小孩子一样。。。 Dylan哈灵！！！！！！！！！！！！！！这男人看大灌篮的时候就喜欢他了~ “第一次是偶然，第二次是必然，第三次命中注定。”
(NA)	很疯狂的3天就看完了
(2星)	我居然看过···
(NA)	好看
(NA)	因为帅哥，所以喜欢。因为阮经天所以陈乔恩。哈哈
(NA)	小三什么的可不可以滚开
(4星)	&#34;便利贴女孩&#34;也有春天，呵呵。
(4星)	紅極一時不是沒道理俄。。
(4星)	一贯的王子与灰姑娘的故事 不过王子不怎么绅士 灰姑娘笨得厉害
(5星)	ToT刚开始的时候觉得很弱很做作，但一口气看下去，泪流满面。乔恩真的很容易就可以揪住别人的心。看着她的大眼睛里盈满泪水真的是件残忍的事。阮经天就爱大叫~哈哈
(3星)	前半段很感人很好看，後面太拖了，沒看完！
(5星)	第一次是偶然 第二次是必然 第三次是命中注定。
(3星)	绝对是因为无聊才看的 但是怎么会每个星期都看呢？那就是因为空虚啊 你就是我大三（？）空虚的见证啊！男二开始挺帅的 越看越一般 女主越来越带入个人色彩 不喜欢 于是结尾都不愿意看了 可我终究看过这片子。。。无视吧无视
(5星)	对于我来说，“坚持”是最不可靠的。
(4星)	又是一部偶像剧～～
(5星)	算是看过最打动我的偶像剧。。。陈乔恩不算很漂亮，但演技真的是一流的棒！
(4星)	陈乔恩绝对算实力派！
(4星)	也是很典型的台湾剧，但是当时追这部剧追的还蛮疯狂的……但是结局实在太让人无语，是不是编剧前面写的太好，结局就只能这样了反正就是虎头蛇尾
(4星)	因为破10的高收视看的，也因为看完败犬想再看小天才看的，当时觉得太童话太不现实，不过看第二遍的时候，居然觉得很不错……很温暖很搞笑
(5星)	被女人搞得最悶得時候看的- -#
(5星)	挣扎了很久 还是给了5颗星 挣扎的原因是因为后来欣怡去上海的部分大大扣分了 可能是因为收视率好就加拍的因素吧 情节就开始老掉牙了 不过总体而言 还是一部可以让人很心酸很心疼的偶像剧啦 至少 我哭得稀里哗啦了~
(4星)	去年暑假看的嘿嘿,还不错
(3星)	16集以后不知所云
(4星)	感觉女主角这么好（单纯，善良，可爱）的女生我这辈子估计是碰不到了，我尽力做的好的男生，希望我这个观点能持续下去，也不知道我的抗打击能力能承受多久。
(5星)	极度好看
(4星)	我的乔恩~~
(4星)	呵呵，这个电视剧够狗血
(5星)	还算不错吧，虽然不太喜欢女主角，但是阮经天真是越看越喜欢！2个人相爱的人在一起真的是件非常幸福的事情！希望全天下的有情人都能终成眷属，我当然也不例外，希望在10年能够找到真心爱我，并且我也爱的人！！！
(4星)	最无辜的小三了，羡慕。。
(4星)	还是前半部分催泪些
(5星)	不错
(4星)	看的时候非常喜欢...小天很帅，陈乔恩很漂亮...印象中觉得演ANNA的女生也很美... 难得给我留下好印象的偶像剧....看来我还是个小女生啊
(4星)	嗯。&gt; &lt; 他们说。。我像 陈乔恩 。。剧集。还OK。
(NA)	越看越好玩，愿天下的便利贴女孩都能找到自己的王子
(5星)	非常好看哦
(3星)	剧情很言情，小天老帅的~~
(4星)	故事和演员都不错，受到过很多人的追捧，小天迷住我了~！
(3星)	有点扯，有点瞎，有点无厘头。还是有感人的地方的。无聊的时候可以看看
(5星)	小天的A咖处女作，真好
(4星)	偶像剧里不错的作品
(3星)	后面太拖了
(3星)	不是弱智是脑残。不过还是看完了。
(4星)	又是王子和灰姑娘的故事
(2星)	我真没觉哪里好看
(5星)	不是每个好女孩都能遇到懂得欣赏她的人 欣怡很幸运
(3星)	不明白为什么当初播出的时候那么火爆。
(5星)	非常喜欢~！
(4星)	故事不错，挺好看的
(4星)	 便利贴 。。
(NA)	哎哎...只叹当时年纪小以后我会不会也称为便利贴&gt;&lt;
(4星)	还好
(4星)	败就败在狗尾续貂
(5星)	命中注定...我爱你
(4星)	得跳着看。令人震惊的是把台剧、各种剧中所有的俗套都用上了。不过最喜欢陈林西施儿，啊哈哈~
(NA)	 第一次看这种片的感觉。连歌曲都喜欢。很白痴。
(5星)	这是什么？这就是我的样板。
(5星)	我的小天，我的小爱！
(3星)	不好看
(2星)	电视剧本身没有多大看点但是当时曾被“半情歌”深深感动。
(5星)	这个很搞
(3星)	或许是因为外界评价太高，不过倒可以算是名副其实的偶像剧，因为蛮脱离现实的。
(3星)	便利贴小姐感动我了。。。
(NA)	 不现实 ，可是挺美好
(NA)	一切都是命中注定的 而我和你也是 我们的相遇也是命中注定 可是对你的那份执着却是我没有预料的
(5星)	哭哇哭哇哭~！
(3星)	一般吧~
(5星)	剧情很紧凑，不错！
(5星)	超级好看
(3星)	剩有一点没有看完，其实也很老套，不知道为什么那么红。？？？
(NA)	我疯了，我竟然看了~！
(3星)	竟然是季可蔷小说改编的 当然很言情了 先虐再自强不息     
(5星)	None
(4星)	台剧里算是剧情比较紧凑的片子啦，尽管结尾还是拖沓了一点。对于80后尾巴的女生，我想大多都不太会对太多的事情动容了吧，但看完这部片子让我对感情有了些动容~~尽管题材还是那么的不靠谱，但能让我动容，那就不赖啊~~另外：小天很可爱哦（HOHO花痴的YY一下）
(4星)	典型的台湾偶像剧,随便看看吧,关键是阮经天啦
(3星)	加油！陈心怡！加油！小尤娜！
(4星)	第一次追偶像剧，纪存希~~~~
(5星)	曾经让我哭的唏哩哗啦的片子~即使再看一遍，依然觉得精彩~
(5星)	我最喜欢的台湾偶像剧，在对的时间看到了他~
(NA)	应该让你乘着飞机展翅飞上云端；然而过多的思念让我选择纪念你
(5星)	错误的邂逅，爱的抉择。。
(4星)	我只是喜欢阮经天。。。
(3星)	太偶像剧了~~没办法接受
(5星)	也太好看了吧，偶像剧经典~！
(3星)	其实挺感人
(4星)	前面很不错，后面坚持看完吧
(3星)	很戏剧，虽然很多桥段都很老。不过组合在一起效果不错。
(4星)	剧情总是较折磨人。但还是比较喜欢这部，多种情感汇集一起，还比较有的看
(NA)	台剧中也就这一部值得推荐了……个人认为。
(3星)	大一课少在寝室看的 中间几部分有些小感动
(NA)	7天高效！
(3星)	心酸感动
(4星)	 在最累的那段日子,就是每周观看《命中注定我爱你》让我的心情无比的放松的,今天又看一遍这个电视剧.新的想法有：A 就是剧中配角的也是很幽默,在初次观看的时间只是注重了主要演员的戏,在仔细的观看发现就像是欣仪的大姐也是很有意思的,带着CHANEL的眼镜睡觉,呵呵,要是我没有对时尚关注的话,也不会了解那个眼镜的品牌.可见要是欣赏一个剧也是要很多的知识的,包括各个方面.B 剧中配角的演技也是值得称赞的, 就像是欣仪妈妈反串的金钱包大酒店的老板娘就很有特色,还有存希的奶奶,表演的很自然,这是演技的最高的境界了,就像不是在演戏一样,仿佛是生活.C剧就是剧,要客观的欣赏,那不是生活,就是欣赏而已,不动真的感情,只是客观的评价.动什么别动感情,这话不假,因为它真的很贵重,容不得太多的瑕疵.例如剧中的陶艺作品,就是那个可以透光的磁碗,叫幸福的.背后的含义就是幸福是暖暖的,很温心的意思,但是很脆弱的,仿佛一碰就会碎,幸福的另一层意思是幸福如履薄冰。
(4星)	相信爱情，相信爱情，一直要相信爱情。
(4星)	不错的，阮经天一夜爆红的片子
(5星)	言情小说所有的桥段这里都有
(3星)	生活中不可或缺的便利贴
(4星)	故事比较有趣，阮经天的演技不错。。
(4星)	好看，小天越看越帅
(4星)	鉴于对便利贴女孩这个提法的喜爱
(NA)	不是我的菜
(5星)	难得看到一部这么好看的偶像剧，狠狠把我吸引了，又深深的打动了我，嘿嘿，原来台湾还是能出高品质的电视作品嘛.!
(4星)	红了小天，不错，一个好孩子
(3星)	看到后面没什么耐心了。
(5星)	额，还不错哦~
(4星)	心情郁闷，又可以接受白痴剧情的时候，看一看还是可以笑出来的。特别推荐里面的陈林西施女士儿，演技派的演员确实厉害得没话说~~
(3星)	其实，我们遇到的每一个人，都不是意外。
(4星)	真的是很欢乐儿 哈哈哈
(4星)	就是 台式 搞笑
(4星)	标准的台湾偶像剧 很典型 分寸拿捏的很到位 张弛有度 所以很成功
(4星)	台剧一如既往的无聊...不过小天真的好帅！
(NA)	甚感动~~
(4星)	前面不错
(5星)	王子和灰姑娘.不现实却很美好~
(3星)	奶油剧。
(5星)	怎么说呢~这部戏改变了以往的编剧手法，上来就是男女主角HAVE  A  BABY~剧情比以往的台剧有吸引力，再加上小天实在是太帅了！
(5星)	我不承认，它是一部偶像剧。
(3星)	中间有点乏味..觉得没有什么新颖..但是还是不错啦
(NA)	又看了一遍-----
(5星)	阮小天啊阮小天。纪存希啊纪存希~XDDD
(4星)	一开始并不喜欢粗眉毛的阮经天 后来看看就习惯了便利贴女孩并不都是那么幸运的陈乔恩的身材很棒哦~~~
(5星)	这是我最喜欢的剧之一。痛苦的高三，有它的陪伴，顿时可爱了许多。傻傻得欣怡，帅帅的DYLAN,还有令人又爱又恨的存希。不过不管过程如何，两人终是在一起。
(2星)	这剧情通畅么？
(4星)	很少看台剧，这个还不错啦
(4星)	看到中间时哭得淅沥哗啦的，真是让人又哭又笑的一部偶像剧
(3星)	杀时间之必备
(4星)	喜欢
(3星)	还是看不惯台剧
(5星)	是我第一部主动去看第二遍的片子绝对是偶像剧的经典代表在我心里没有偶像剧可以超越这部片子。
(5星)	迄今为止， 最好快的电视剧。明知道是假的，可是就是忍不住的喜欢
(5星)	2009
(NA)	呵呵 挺有意思
(3星)	其实，很瞎……
(5星)	阮小天~
(3星)	偶像剧94偶像剧,不多说了.
(4星)	哎~其实我已经看两遍了~我不嫌丢人
(4星)	剧情未免太长了吧。
(1星)	连听他们说话都烦 剧情表演更不用说 
(4星)	挺有趣的一部片子，剧情挺好看的
(NA)	很好笑！歌又好听
(5星)	看了陈乔恩演的很多片子，觉得我始终还是停留子命中注定我爱你的感觉上~在这里，我只能说虽然是偶像剧，但是很出彩~
(3星)	严格的说其实还没看完，不过还好了，最大的感受就是这部剧让记住了和干儿子他妈美好的----&#34;烂菜叶&#34;很怀念！
(NA)	好看又搞笑~~结局 很好
(5星)	乔恩的演技太好了。女演员里就她最让我感动了。呵呵，小天也不错啦。
(5星)	伴我高三！！很好看！！支持陈乔恩！！演得很好！！！
(4星)	我只能说我对偶像真的没什么免疫力~~~
(2星)	所有俗的桥段全部用上了。现代社会果然压力大。
(5星)	超经典 内容很好很曲折，演员诠释的很好，演技也相当的不错。加上帅哥阮经天  让整部片子更有看点。
(NA)	怎么说 灰姑娘的故事 但是却仍然万年赚人眼泪 觉得阮经天真的超可爱 而且爱情的那种幸福感真的让人无法放手
(5星)	很好看
