http://movie.douban.com/subject/2157239/	将爱情进行到底
(5星)	 原来都过了12年了啊。。            
(4星)	 小学时代，对李亚鹏这样的闷骚男就没啥抵抗力。            
(5星)	 因为是小时候很美好很美好的记忆，所以给了5星啊            
(4星)	 估计是我看的第一部偶像剧，挺怀念的！            
(5星)	 小学时候就天天守看;情节曲折,动人;演员很赞,清新;插曲很好听;一晃眼12年过去了,再次听见熟悉的片名,希重温旧情旧景!            
(5星)	 青春的印记            
(4星)	 等你爱我            
(5星)	 要去看电影版～            
(4星)	 其实国内也可以拍出很不错的偶像剧            
(4星)	 小学的回忆。。            
(NA)	  文慧，大城市女孩，没吃过苦，一见钟情爱上男猪脚。想靠自己家里的力量去帮助男朋友，从没有换位思考过别人。可杨峥是从小靠自己打拼得到的一切，实则心里自卑，强烈的自尊心不允许他接受文慧帮助，而文慧又是那么以自我为中心的城市女孩。这样的俩个人自然走不到一起。            
(3星)	 少时的记忆            
(4星)	 坑爹啊 不是电影啊= =            
(NA)	 一直喜欢《遥望》这首歌。。。            
(4星)	 12年了，青春使人苍老~            
(4星)	 就记得李亚鹏很爱哭了            
(5星)	 对象牙塔的憧憬的开始            
(5星)	 这是我们青春的记录，小柯、陈明、谢雨欣的歌也很经典。昨天看到电影版的预告，很期待十二年后的将爱！            
(NA)	 想看12年后的等你爱我。            
(2星)	 鹏哥可能真的是个好男人，巴特实在不合小时候的眼缘...两星，感情分....            
(5星)	 有张楚出镜？！！            
(5星)	 陈明，谢雨欣，这么好的两个歌手，这么好的嗓子和天赋，后来咋没发展好呢，唉～            
(NA)	 李雪啊，初中咱俩净讨论这个了～～～            
(4星)	 剧情忘得差不多了            
(NA)	 这是我第一个完整看完的电视剧            
(5星)	 小的时候看的 当时很向往那种生活 可是现在大学就要结束了 才发现理想与现实有多远。。            
(4星)	 伤痛的青春            
(4星)	 不错            
(5星)	 一个周末全泡这部剧上了，回味。            
(5星)	 那年我还小，现在重温一遍。挺心酸又挺甜蜜的。不想我们被生活改变，变得不堪和软弱。青春若有张不老的脸，但愿它永远不被改变。我希望你们回头的时候就能看到我，而我也是，我们一直在一起。            
(NA)	 对我影响很大的一部片子~~            
(5星)	 多少年的记忆啊            
(5星)	 在你我相遇的地方依然人来人往 依然有爱情在游荡            
(5星)	 喜欢这部电视剧的人真的很少，这是为虾米嘞？这么优秀            
(5星)	 可好看啦。。。。。。。。。            
(5星)	 要出电影版了，期待啊            
(4星)	 十几年前 花季少女对初恋的憧憬 呵呵 现在过来听到那时的主题曲 还会感伤             
(5星)	 最爱的偶像剧。。看无数遍            
(4星)	 我记得当年我还是挺中意这部剧的            
(5星)	 非常喜欢的 7岁的夏天            
(4星)	 时代。经典。            
(5星)	 当时看了好多遍 忘不了那首等你爱我 好喜欢 除了李亚鹏            
(NA)	 你说的我想再看一遍            
(4星)	 那个时候很喜欢徐静蕾。李亚鹏现在变好看很多。重温这部连续剧，更多的是回忆。            
(5星)	 对于大学、爱情最初的憧憬。源于此。            
(4星)	 看这部的时候 还算待见李亚鹏 这部之后 就再也不看他了            
(4星)	 重回上年是            
(5星)	 这个里面貌似我就是我对大学的印象            
(4星)	 很不错的国产偶像剧，喜欢李亚鹏            
(4星)	 第一部！            
(4星)	 记忆里的第一部偶像剧，那个时候，老徐还不是老徐，李亚鹏也还不是李嫣她爸            
(5星)	 充满回忆的一部剧            
(NA)	 又在看了            
(5星)	 拍得太好了，不愧是经典。但是这哪是青春偶像剧啊，整个现实又残酷。总是错过又重逢，相爱的人不能在一起，内心的纯净总是与现实不断碰撞。李亚鹏当年明明把角色诠释得很好啊，现在演戏怎么变这样了。。。演了令狐冲以后就中邪了。。。唉。。。。            
(4星)	 童年的回忆            
(3星)	 小学三年级            
(4星)	 很久了。依然記得是因為它從此對大學生活開始無邊無際的憧憬與幻想，最後，我如願以償，雖然，過程艱辛。            
(NA)	 高中社会的片子，红了一帮人            
(4星)	 那时的人，那时的路，那时的一二九，那时的同济，那时的DHL，那时的上海，而今，物是人非……            
(5星)	 十多年前看的电视剧今天又拿出来看了一遍依然感觉那么好！            
(5星)	 不是说要拍电影么？            
(5星)	 因为青春岁月。一去不返。            
(NA)	 98年             
(4星)	 多久之前的记忆了啊~            
(5星)	 那时候的老徐。。。好嫩            
(5星)	 正在听陈明的老歌《等你爱我》，于是， 我不由自主想起这部片子来了。            
(4星)	 最初的爱情            
(4星)	 好歹号称内地第一部爱情偶像剧，那会儿觉得老徐不是一般的清纯啊。            
(3星)	 我觉得中国两部青春剧的经典：十六岁花季＋十七岁不哭。都是10年后那来看都看的下去，不觉得过时的片子。这部和另外一部：北京夏天，都是还凑合。三五年内能看看，现在拿出来看，觉得很小儿科。徐静蕾，一直不太看好她。觉得演戏很做作，演技很单一。这么多年过去了，一点进步也没有。            
(4星)	 剧情忘得差不多了，就记得里面的歌            
(4星)	 为了明年的电影版  补习！   里面的小餐馆里还放着wonderwall            
(NA)	 关于等待和烟花的记忆。            
(NA)	 年轻时候的爱情片            
(3星)	 越来越烦徐静蕾            
(5星)	 哎呀，该怎么说呢...            
(4星)	 大陆青春启蒙剧，小柯的遥望1999深入人心            
(3星)	 从那时起开始欣赏小柯的才情。            
(NA)	 青春年少            
(4星)	 我记得这部电视剧触动了很多人包括我爹娘 国产真正意义上的第一部偶像剧 也是那时候 老徐走进我爹的心了            
(NA)	 我接触的第一部青春偶像剧。            
(3星)	 算是中国第一部青春偶像剧啵？当年还是有点感觉的，主题曲我很喜欢。            
(5星)	 文艺女青年集中营            
(4星)	 小学三年级看的不算早熟吧            
(4星)	 别跟我提当年            
(NA)	 特么的李亚鹏            
(5星)	 已经不记得当时的想法了，只不过带给我太深的感觉            
(5星)	 还不懂爱情的时候看这个剧，觉得青春啊，多么美好多么向往，徐静蕾好漂亮，现在~青春都走了            
(5星)	 中国偶像剧的代表力作。个人觉得整部影片的配乐不错。主题及片尾曲曾传唱一时。98年也是因为这部剧，认识了当年的徐静蕾……            
(4星)	 青春启蒙剧~伴随着初恋            
(4星)	 当时太小完全没领会其中精神            
(3星)	 那时的小徐，那时的我            
(NA)	 回忆。            
(NA)	 对软饭李的恶感源出于此            
(NA)	 那个即将到来的花季雨季            
(3星)	 初看时还觉得好，后得知是翻拍一日剧，顿时无感。现在想来，算是大陆翻拍剧中不错的了。剧里的几首歌都不错，譬如《遥望》            
(4星)	 虽然徐静蕾以那么大的年纪饰演清纯小女生有点难为她了，不过不会影响这部片子在大脑里经典的记忆。            
(5星)	 期待将爱。            
(5星)	 小学yy大学和社会的感动动的电视剧            
(3星)	 印象中的内地第一部偶像剧，陈明的歌很给力.            
(NA)	 第一次看这部剧的那年，正好大学毕业，仿佛看到了自己的青春            
(4星)	 配乐美的一塌糊涂            
(4星)	 十年之前很爱文慧，现在却很爱若彤。在你我相遇的地方，依然有人在唱，依然还是年少无知的感伤            
(4星)	 那时候还是好想长大到二十 。。。关于青春的所有幻想都在十几岁时。。            
(2星)	 完全受不了徐静蕾这个女人            
(5星)	 也许青春的爱情都是带着些许遗憾吧            
(NA)	 我在年幼无知时你正青涩            
(3星)	 印象不深啦，不喜欢老徐和李亚鹏这对            
(5星)	 老片子，可惜是个杯具啊！因为相爱的人没有在一起……            
(NA)	 我没印象了= =            
(5星)	 几部看哭的电视剧之一，自己觉得很经典。            
(4星)	 有多少人被这片子骗到了同济            
(4星)	 老徐啊．也清纯过．．            
(3星)	 那个年代的偶像剧 青涩的徐静蕾            
(4星)	 再看，才懂得。            
(5星)	 那时候的徐静蕾            
(5星)	 中学时期看过一遍又一遍的电视剧，现在有时都会怀念文慧甜甜的笑。            
(4星)	 儿时的回忆啊~~            
(5星)	 这么多年了，还是很喜欢。当时看的很认真的说。。            
(3星)	 从此以后，将**进行到底            
(4星)	 还是小时候看的呢，全忘了            
(5星)	 太经典了            
(3星)	 唉，家伟            
(5星)	 小时候            
(2星)	 一直不觉得好看            
(5星)	 我的最爱。            
(2星)	 想起就好笑。            
(4星)	 音乐的水准把这个剧提高不少，那是我的第一张原声            
(3星)	 喜欢那个时候的谢雨欣            
(4星)	 当年比较不错的内地版本偶像剧．那个年头就算不错了．            
(3星)	 那时候上学、课件、放学的热议话题之一，就是这个片            
(5星)	 将 爱情 进行到底                
(3星)	 徐静蕾那时很清纯，唯一出彩的一个，李亚鹏太残了。            
(NA)	 无关优劣，只是我们成长的斑驳，有些，烙在上面、、            
(5星)	 初中时候的回忆 唯美 懵懂            
(3星)	 忘了            
(4星)	 我高中时候看的贼激动的片            
(4星)	 喜欢前面8集  喜欢里头的曲子   关于青春的零碎记忆回过头看时才发觉是一生中最灿烂的印记            
(2星)	 很多人把这部奉为经典，我却不感冒，一看到谢雨欣的那个样子我就想吐。            
(5星)	 最早看的一部大陆偶像剧 一直喜欢老徐            
(3星)	 美好的回忆啊，导致我对老徐的印象颇佳。。。她在里面太美了，好像老徐那段过了之后我就没看下去了。。。            
(5星)	 很喜欢的一部片子，有自己的理想，有几个挚友，有一份心动的爱情，那是我高中时代的憧憬。那些渴望着大学时代的岁月，如今已远去，就像这部影片，只能在心中怀念。。。            
(3星)	 徐静蕾好漂亮            
(3星)	 当我们还懵懂时看了这个...            
(4星)	 同济            
(5星)	 我们那个年代的            
(2星)	 当年未成年的我就觉得做作 更别说现在看了            
(3星)	 初中。那年            
(5星)	 伴随我情愫萌发的电视啊            
(5星)	 这部片子看了十遍，让我向往三个东西：大学，爱情和上海            
(NA)	 过去了就过去了................            
(1星)	 现在完全看不进去，徐静蕾的表情好做作。            
(5星)	 大概十二三年前看的，影响颇深            
(3星)	 谁没有过的青春            
(3星)	 一个很多角的爱情故事            
(4星)	 期待着最近老徐和李亚鹏 将这部的后续 早日公映            
(5星)	 当时觉得好看的一塌糊涂~而且还是 在偶家附近取的景            
(NA)	 4            
(3星)	 主题句印象极为深刻，但没看全            
(3星)	 真不喜欢他俩            
(4星)	 歌好听            
(5星)	 飞扬的青春。            
(3星)	 那是属于青春的故事。            
(4星)	 我喜欢里面的歌            
(NA)	 突然看到这部电视剧要拍续集电影的消息，真怀念。那时候自己是个挺孤僻的小孩，那个夏天开始看足球，为不知为何物的爱情流下眼泪。那个夏天，喜欢上一个演员，叫徐静蕾；喜欢上一个歌手，叫谢雨欣。            
(5星)	 又这么低。。            
(5星)	 曾经的最爱 多年后看了也会流泪的片子 那就是我们的梦想与现实             
(3星)	 情节都忘了，只记得李亚鹏在剧中的发型了            
(5星)	 什么评论也不想写，这是一部奇异的片子，对我的影响是至深的···            
(4星)	 那是老徐还是小徐的时候两根辫子放在肩膀上多么纯情啊直到现在她最美好的形象大抵都定格在那个时候吧            
(4星)	 今天才知道是张一白拍的，童年的记忆呀            
(NA)	 好早好早前，看的~~~只记得当时里面有个男的出车祸            
(4星)	 当初很迷这部片子的，关键是当时比较迷老李同志。有部分场景是在我们宿舍楼下取景的，但是老徐嗲嗲的声音幽幽地从一楼飘上三楼“你明天可以陪我去图书馆吗……            
(4星)	 当李亚鹏还没有毁在大胡子手里，当老徐还是一脸清纯，当等你爱我的音乐想起，我也想找人去看海            
(4星)	 有关青春的日子            
(3星)	 现在完全想不起来剧情了 = =             
(4星)	 突然很怀念。。            
(5星)	 我那对青春，大学的憧憬啊            
(4星)	 很早之前的一部电视剧了，大学里的爱情纯真啊！            
(4星)	 后来知道这是赖昌星专门为了捧红谢雨欣拍的。。可是。。。我还是喜欢谢雨欣            
(3星)	 当年被老徐那青春无敌的笑容打动            
(3星)	 大爱里面的音乐~            
(5星)	 那个时候我小学 没什么偶像概念 看了这个不晓得这就是偶像剧 买了谢雨欣的专辑 不知道什么是专辑 觉得都是她的歌有点赔 但就是喜欢带电视剧的插图喜欢徐静蕾 那个经典了再难重现的形象            
(3星)	 《谁》            
(3星)	 儿时的记忆            
(4星)	 想当年，老徐多么的清纯。            
(5星)	 山寨的很经典.            
(NA)	 日剧《在爱的名义下》+《爱情白皮书》的翻版拷贝。            
(4星)	 奋斗之前，不要忘记还有将爱！            
(4星)	 记得当时年纪少            
(5星)	 还有多少人记得这样一部电视剧。尽管多年以后我见到了传说中的杨峥，他带着他那天后的老婆在我对面吃早餐，那时候我真的想问他，为什么那时候就那样放弃文慧？可是如今我也29岁了，没有那么孩子的话了。我想我永远都忘不了杨峥在海边用电话让文慧听海浪的声音，那一刻，泪流满面            
(5星)	 那个年代的回忆            
(4星)	 青春的纪念            
(5星)	 第一次感动            
(4星)	 歌好,青春            
(5星)	 是记忆和回忆……            
(4星)	 当时我妈不准我看这种爱情片，怕影响我，不过还是不小心看到徐静蕾和李亚鹏深夜回校的那一吻，然后觉得一定要上大学啊~~：）            
(NA)	 老徐代表作。            
(3星)	 传说中内地第一部偶像剧            
(5星)	 中国最好看的青春偶像剧             
(2星)	 那个年代算得上是偶像剧了，只记得剧里四个男主都很丑            
(4星)	 等你爱我...哪怕一次也就足够.            
(4星)	 让我在年少无知时对校园爱情最大的幻想            
(4星)	 回头看看，几乎在人生的每个阶段，我都是那个用心而倒霉的第三棒。接力赛我从没跑过其他棒次。有一次冠军和记录本来都属于历史班，第四棒的班长终点线前摔一跤。最后一次大学校运会我也是院4*400第三棒，跑了11名。            
(NA)	 好早看的了。很想知道，后来杨铮做了什么工作。在电视剧的最后也没有交代。曾经那么骄傲的一个人，最后很失魂落魄。看到后面，都快忘了杨铮最初的模样，那个文慧喜欢的杨铮。            
(3星)	 我記得李亞鵬當時還沒這麼惡,我記得徐導當時還很青澀.            
(5星)	 我打算把张一白导的都看一遍            
(NA)	 期待电影版啊            
(5星)	 重温一下小时候            
(3星)	 当年轰动一时的偶像剧啊            
(5星)	 喜欢。。。喜欢他们在操场上起跑时的感觉。。            
(5星)	 小哥儿，原来你什么都不懂，幸好老天没有夺走你的全部。弟弟，一点点长大吧，长到20岁的夏天，踏进青春的花园不要再出去，那里有各种感人的景色，不要像你哥哥一样，当额头上长出了皱纹才知道那里的美丽。            
(NA)	 太久远了~            
(NA)	 我最喜欢的是若彤啊。。。还有歌很好听。。            
(5星)	 喜欢十年……挚爱，十年            
(4星)	 第一次见到老徐            
(2星)	 当时觉得里面的人都丑死了，画面又灰暗，说爱情的？没有感受到所谓的青春偶像。。。囧。。。            
(5星)	 在那天，天快亮的时刻，我做了个梦，梦到了他们，我从来没做过那么真实的梦，一切都是那样的真实，信心、充满活力、伸手可及、呼之欲出，那一瞬间是那样不顾一切的向前冲着，那一时刻，我们的确是昂立在风中，期待着更精彩的瞬间。。。。。            
(4星)	 煽情煽得厉害，不过情感逻辑有点问题。。            
(3星)	 按理说我应该印象深刻的，可是没感觉啊。            
(5星)	 最喜欢的是结局~杨峥终于发现若彤那么久的守候,那一屋的金鱼真美。            
(NA)	 那只令人憎恶的半老徐娘            
(5星)	 有关青春  有关年少 有关岁月和梦想  六月 一个离别的季节 梦开始的季节 12年前看的时候兴奋不已 12年后看了依然会流泪  大爱这部电视剧            
(3星)	 当时就不喜欢LYP= =            
(NA)	 很久前看过            
(5星)	 青春之路的记录者，爱情、友情、青春、选择、生活........            
(5星)	 内牛            
(3星)	 小柯的音乐太加分了！！现在就记得那歌了~~~经典            
(4星)	 跟着我妈妈看的啊。~~            
(NA)	 爱情～是不是错过了就不在了～是不是尽管我在原地等你你也不会再回来了～            
(4星)	   听说要拍电影版了，于是重温了一下曾经的经典，真的是中国大陆第一部偶像剧啊，好看无极限            
(4星)	 为什么他后来不和她在一起，却和她在一起…            
(5星)	 对大学生活的期待就是从它开始的。及其喜欢里面的音乐            
(NA)	 真是令我青春变得五彩缤纷的电视剧。            
(5星)	 当时最名副其实的内地“青春励志”剧！原声CD,到现在听还算内地高水准的杰作！            
(4星)	 前半段还喜欢，他们在大学那会儿，看的又激动又感动的，那年夏天我初中，超想读大学            
(4星)	 青春偶像剧宗师            
(4星)	 那时候还是挺喜欢李亚鹏的，还有王学兵。是我心中比较经典的爱情电视剧了            
(5星)	 完完整整看过两遍，一遍是十年前，我还是个初中生；第二遍是十年后，我已经大学毕业开始工作。记得那个时候，班上的女生都把QQ名改成了文惠。喜欢那个女孩的笑，还有那些在我们憧憬中不断夸大的爱情。里面的歌……小柯真不错。那么美好的歌，现在都很有感觉。我们那代人青春里很深刻的记忆。            
(3星)	 喜欢那会的徐静蕾~ 看了它才对大学有了概念            
(4星)	 那时很喜欢那首歌            
(3星)	 悲伤的电视，悲伤的秋天。一切依然存在，只是早已物是人非，压抑得让人喘不过气来。            
(4星)	 那时候没觉得老徐好看。。。            
(5星)	 老徐当年还很青涩，歌曲现在仍旧好听。            
(3星)	 小时候看的了。。第一部偶像剧。本来最近想从头完整地看一遍的，结果徐静蕾的演技真的让人很受不鸟…太假太假了，有辱北影的名声！原来《一个陌生女人的来信》的水平是姜文带出来的…哎…十几年过去了，还是没长进，杜拉拉里边演技还是那样稚嫩…            
(4星)	 看的时候还小，读大学了又不想重看            
(NA)	 实在不记得剧情了只记得徐静蕾和李亚鹏            
(NA)	 回忆真他妈催人老，一晃十多年了            
(4星)	 那个年代啊~            
(5星)	 一不小心又怀旧了            
(4星)	 啊..小学入门的偶像剧            
(5星)	 转眼十几年了，当初的徐静蕾现在也变成老徐杜拉拉了            
(5星)	 那个片头，过了10年再看，依然热血沸腾，这个片子，将我们的青春提前上演……我爱这样的青春电视剧。            
(5星)	 12年了都..想当年还给感动的稀里哗啦的..哎.......期待电影版..            
(4星)	 传说中的大陆第一部偶像剧 初三的一天下午 看到雨森死 关了门偷偷哭            
(5星)	 清风            
(4星)	 捧红了很多人啊！~可惜当时我就是不喜欢李亚鹏...            
(5星)	 小学时看的，那音乐，那纯情，那激动，那毕业后的......不知若现在再看会有怎样的感受            
(3星)	 多美好的青春记忆 对于李 徐 寥等…             
(5星)	 中国大陆第一部青春偶像剧            
(5星)	 一晃十一年，惆怅在眼前            
(3星)	 算是国内偶像剧的先驱？            
(4星)	 就是因为这个片子喜欢上了老徐～～～            
(5星)	 传说中国产偶像剧第一部，我竟然赶上了……            
(5星)	 小学。。。            
(4星)	 到最后记得最深的却是谢雨欣.            
(4星)	 那个年代的青春偶像剧感觉比现在的更真实。。。            
(4星)	 徐静蕾的发布一时成为街头巷尾人手一个的必备            
(5星)	 启蒙偶像剧            
(5星)	 还是很怀念的~            
(NA)	 在你我相遇的地方依然人来人往            
(5星)	 音乐赞~挺经典的~            
(3星)	 音乐响起，情难自已            
(5星)	 曾经的回忆，青涩的年代。最爱老徐。            
(4星)	 我们的青春，我们的岁月，他们还在，却早已一去不复返。            
(5星)	 回眸再望，已经十多年了。我也在上海，我也即将毕业~~            
(5星)	 整部电视剧的配乐诗小柯做的~            
(NA)	 这么多年过去了，依然不喜欢李亚鹏            
(5星)	 小时候的第一部偶像剧 那时候好喜欢徐静蕾扎的头发 = =、            
(5星)	 那时的青春纯粹的一塌糊涂            
(4星)	 比较有意境的            
(4星)	 懵懂岁月的一份巧克力甜点            
(5星)	 青年徐变成老徐，同济，美国，至今还记得雨中接力跑与海边电话，音乐难忘迷人            
(5星)	 永远都不会忘记的一部偶像剧。爱杨峥，爱操场，爱奔跑的影子，爱那些真挚、青春、追梦的人... “等你爱我，也许只要一次也就足够；等你爱我，也许只有一次才能永久”... 爱那个执着真挚的女子——若彤。            
(5星)	 曾经的小徐，现在的老徐            
(5星)	 对大学所有的美好幻想都因它.虽然现在大学的生活和那时想象的完全是天差地别,但是听到那些插曲还是回觉得青春美好.            
(NA)	 在你我相遇的地方，人来人往......            
(4星)	 哎哟我的青春哟            
(NA)	 一部分            
(4星)	 相比这部电视剧  其电视原声专辑更为成功  杨峥在海边电话传情听涛声的情节历历在目            
(NA)	 挚爱老徐，哈哈            
(4星)	 当时记得主题歌挺好听，男猪脚李亚鹏在里面挺SB            
(4星)	 那个时候，我喜欢老徐，并且不讨厌李亚鹏。那个时候，我每天深夜等爸妈睡了起来看。那个时候，马上要高考了。            
(4星)	 一般吧            
(NA)	 大部分人都看过的内地当时算好的所谓偶像剧吧。。。让好多人给大学时光种下梦想。。。            
(NA)	 很不好看，当时我怎么这么无聊啊            
(NA)	 高中时候迷的要死要活的            
(NA)	 儿时记忆啊。            
(3星)	 模糊的记忆            
(4星)	 印象里最早的愛情意識片            
(4星)	 喜欢老徐。喜欢剧里的音乐。            
(4星)	 咋就记不清了。。捧红很多人的片子            
(5星)	 永远的纪念            
(4星)	 大陆当时唯一的偶像剧吧~            
(4星)	 很久很久以前的记忆            
(3星)	 很早以前看的 只觉得徐静蕾很漂亮 哈哈~            
(4星)	 当年觉得很好看，现在，不知道。            
(5星)	 我的青春啊~~~            
(3星)	 年代久远            
(5星)	 当时真的好年轻            
(4星)	 那会相当不错的内地偶像剧~            
(NA)	 十年前看的时候，对自己说，如果是我一定不会放开彼此紧握的手十年之后再看，终于承认，原来仅仅有爱还是不够            
(4星)	 小时候为什么爱看？？？            
(4星)	 当时叫那个风靡啊            
(NA)	 徐静蕾在里面是叫文静吗            
(5星)	 多年后 重温 那段青春 还是会心动 或许对于现在的我，看这部更有感触 为什么 感觉文慧有莉香的影子~            
(5星)	 启蒙~大爱            
(5星)	 让我的童年对大学充满幻想。音乐都很经典。            
(4星)	 在那時看來，還不錯滴。            
(4星)	 喜欢徐静蕾那种纯纯的感觉··            
(3星)	 不记得很多了，反正李亚鹏是长头发，徐静蕾是清纯的很            
(4星)	 喜欢那首歌《遥望》            
(4星)	 当年很喜欢的一部            
(5星)	 经典国产偶像剧  这部戏爱上徐静蕾            
(4星)	 因为离别            
(5星)	 记得谢雨欣的每一首歌            
(NA)	 多么不喜欢主角啊            
(NA)	 高中年代            
(5星)	 忽然觉得缘分的妙不可言            
(5星)	 文慧 杨峥            
(3星)	 曾经我觉得王学兵还是不错的            
(3星)	 童年回忆。            
(4星)	 虽然情节已经有所淡忘。但是如同主题歌《等你爱我》一样，有些感觉永远铭刻在心底。就如同对于爱情的懵懂~            
(5星)	 小学的时候看过。现在突然想在看看。。HOHO....真不错啊。那么久远的电视。到现在都没有俗套。可能。是爱情经久不衰吧            
(5星)	 虽然剧情和人物都曾经不是最喜欢的，但是这是偶像剧的开始。错综的感情纠葛，并不好看的演员们，却挺有意思            
(5星)	 小学啊，相当的迷恋            
(4星)	 大陆偶像剧自此。            
(3星)	 同样是我妈说我看了好几遍 我一点印象也没得电视剧            
(3星)	 喜欢里面的徐静蕾，还有陈明唱的那首《等》            
(5星)	 雨森和松岗有的一拼            
(5星)	 老徐那时候一点都不老            
(4星)	 老徐真的很漂亮。主题曲真的很好听。我决定再看一遍            
(5星)	 那时候的爱情多纯啊！那时候的徐静蕾令我一生难忘！            
(5星)	 配乐真是相当不错~            
(5星)	 看着真感动。音乐最出彩            
(5星)	 快大学毕业的时候找碟来看的，看后和室友抱头痛哭一顿            
(NA)	 大陆偶像剧的鼻祖，很赞~~~纯纯的徐静蕾，好喜欢~~~            
(5星)	 这就不多说了.中国第一代偶像.那时候我们还青春.            
(5星)	 青春            
(4星)	 终于看完了            
(5星)	 五颗星送给少年            
(4星)	 在你我相遇的地方，依然人来人往，依然有歌声在游荡，在你我相爱的地方，依然有人在唱，依然年少无知的感伤            
(5星)	 等你爱我。我记得谢雨欣里面的第六日。            
(5星)	 跟内容无关。只为纪念那青春，给5分。            
(4星)	 这是国内第一部偶像剧~反正在我心里是这样~当年，我才小学毕业。老徐还没被称为才女，也没人叫她剩女            
(4星)	 最深最无聊的绝望在于：随着年纪越来越大，我们发现，大多数时候，那些错过的并不值得我们怀念和伤感。             
(3星)	 儿时记忆，当年的老徐            
(5星)	 无关乎剧情或演员，现在看来很假很普通，每当听到它的几首主题曲却依然会心动而悲悯不已，并且因此一直喜欢了徐静蕾10年之久。只因为它拥有了所有我对于爱情最开始的记忆以及幻想。我会永远怀念的电视剧。没有之一。            
(4星)	 到现在，对这部剧还是恋恋不忘，内地的第一部正式青春剧集，当时小学的我看得如痴如醉的。很喜欢那个梳着两个辫子青涩的徐静蕾，飘飘白裙，真是美好啊……现在想起这部剧，耳边依然能回响起谢雨欣那首《谁》的曼妙旋律……            
(5星)	 李老师说：“你不要做文慧，文慧不懂得怎么去爱一个人，也不懂得去接受爱。”嗯，不做文慧。            
(5星)	 当年还是有不少优秀的国产偶像剧的...            
(NA)	 初中时喜欢的一部国产剧~            
(3星)	 纯纯的爱恋             
(4星)	 毕竟那时候是萌着像文慧那样的女生            
(4星)	 偶像剧啊            
(4星)	 青春的日子，要将爱情进行到底。大陆经典的偶像剧吧            
(4星)	 内地优秀偶像剧~我记得我超喜欢徐静蕾的头绳和项链~            
(5星)	 我记忆中印象较深的一部偶像剧！            
(4星)	 十年前我还是个P            
(4星)	 小时候觉得特好看            
(5星)	 为了 回忆时的感觉 初中的小孩 除了听到“等你爱我”那句以外 很多都没看到 不记得            
(4星)	 80年代大学时候的进修片！            
(NA)	 启蒙剧            
(4星)	 十多年前的故事，感动了那时的我            
(5星)	 十年前的憧憬，十年后的回顾，未曾经历，期扮拥有。。。            
(5星)	 那时我还年轻            
(NA)	 今天新闻：张一白吸毒被抓。            
(4星)	 它是一份记忆，也暴露了我的年纪            
(4星)	 那时候对爱情还是比较朦胧的我不知道怎样才叫将它进行到底，现在呢，希望回到纯真的世界，但不要爱情……            
(4星)	 歌很好听            
(NA)	 那时候还很迷李亚鹏……            
(5星)	 将爱情进行到底！            
(4星)	 一拨电视剧            
(NA)	 好早好早看的            
(4星)	 小时候给我感受最深的一部电视剧！~            
(4星)	 有没有永远的第一部真正意义上的，彻底搅动心脏的岁月电影            
(5星)	 我所有有关青春的幻想和记忆。另外，还有刻骨铭心的徐静蕾。            
(4星)	 初中 还是高中时看的电视剧  那时的徐静蕾 就是大学里爱情的代名词  单纯的校园爱情故事~            
(1星)	 丑男李亚鹏            
(3星)	 不知道為什麼這片子，我始終沒有看完。但卻學會了唱裡面的幾首歌。            
(4星)	 就是这本片子让我认识了老徐，第一次看见她就喜欢上她了，觉得她好清纯，好美丽。但是这本片子的剧情不是很喜欢，很乱，结局也令人很失望            
(4星)	 配乐，演员，都不错，算是国产偶像剧中难得的作品，也是我感觉上李亚鹏唯一一部演的不错的片子。            
(5星)	 我也喜欢 在听筒里感觉大海的心跳            
(5星)	 当亚鹏还没有变成小新弟弟 爱情还是那么纯洁 当静蕾还不算是才女 一切都还那么自然             
(5星)	 非常非常喜欢            
(4星)	 记忆里的青春            
(5星)	 我心中最好的大陆偶像剧，老徐当时青春年少，白裙飘飘，微微一笑击中了所有人，男生都想有这样的初恋，女生都想变成这样的初恋            
(4星)	 在那个时候的朦胧感觉            
(4星)	 好怀念啊～我们那一代心中的浪漫就是这样了            
(4星)	 那个时候的经典了吧。            
(4星)	 你说过文慧是你的情意结，但我不爱碎花裙也从不梳麻花辫；你说长大了就知若彤好，但我也不稀罕当滋养男人生命的肥料……我就是我，独一无二。            
(5星)	 虽然它“借鉴”了爱情白皮书和壮志骄阳的好多情节，可是还是给五颗星吧。为我矫情的八零后情结以及怀旧情结。。张楚、高旗、袁鸣、陈明、田震纷纷龙套之，这也算是空前绝后了。。另，柯大人的遥望一直都是K歌必K之歌~ 原声大碟当年还是现在都是一如既往滴稀罕着T^T            
(5星)	 这算不算看的第一部偶像剧。。。我到现在依旧喜欢徐静蕾纯纯的笑，李亚鹏沉沉的声音。。。            
(4星)	 最近常常在想，如果我高三毕业那个暑假没看这部电视剧的话，我的大学生活一定会完全不同            
(3星)	 大姑娘 我喜欢的是谢雨欣            
(NA)	 很久的戏了            
(3星)	 等你爱.....爱....爱我.哪怕只有一次也就足够!            
(4星)	 喜欢小柯的歌            
(5星)	 看的时候哭了一遍又一遍，剧情的节奏控制的很好。现在仍然好看~还能看到同济曾经的影子            
(5星)	 里面有我们每一个人的影子与青春的痕迹            
(4星)	 小时候 看的第一步 国产 偶像剧...记忆比较深刻..            
