http://movie.douban.com/subject/3933008/	美人心计
(3星)	 打发时间还行，某些桥段太琼瑶不能忍。文帝颜很正~            
(4星)	 因为这部片，爱上林心如... 很想找本专门讲述窦皇后故事的书来看....            
(5星)	 很不错！！~比宫心计好看            
(4星)	 4.5            
(3星)	 林心如演得不错，不过剧情有点俗套啊            
(3星)	 到后面我就看不下去了。。孙菲菲很漂亮。。            
(NA)	 非常喜欢，很好看的电视，这应该是林心如的转型，林心如演的非常好，希望以后会出更好的电视。            
(4星)	 看完电视剧的感觉这历史也改的太乱了点- -，不过整体剧情还算精彩，一口气从头看到尾，林心如的演技还是欠了些味道，可惜啊可惜，虽然电视剧名字叫美人心机，但是反而更喜欢这部电视剧里的男人，属于稀有动物了呼呼            
(3星)	 记得当时还在读书，用了两个晚上看完了这部电视，结果发现，没有宫心计好看。            
(NA)	 不够跌宕。我最爱勾心斗角的电视剧了，很纠结很吸引人            
(5星)	 刘恒啊，刘恒、            
(4星)	 这几年难得的好片。剧情有点弱，也有不少雷点。。灵魂人物是长生不老的舅母。。。            
(4星)	 我觉得拍的很不错，就是林心如的妆和演技都可以再提升一下            
(4星)	 在学校的最后几天和同学看了一点。。            
(4星)	 据说二十集后是宫斗，我就没看了，前二十集演员漂亮，演技也不错。孙菲菲给我的印象很深            
(5星)	 美女，帅哥好多好多啊            
(5星)	 林心如犹如陈酿美女，比起以前有醇香了～            
(4星)	 古代偶像剧            
(5星)	 最爱于编            
(3星)	 还不错            
(4星)	 哦 眼花缭乱的美人们~            
(NA)	 看完美人心计，最喜欢的就是雪鸢。痴情，忠诚。总之非常喜欢。            
(4星)	 杨幂的戏份还算很多，吼吼！就是冲着杨幂和那个王丽坤看的。至于男的嘛、吕雉她儿子我喜欢。好难的- -            
(3星)	 在古装烂片云集之际,这还算是一部好的!            
(4星)	 刘恒的手太美了，~            
(5星)	 虽然很多瑕疵,但是一个女人即聪明又真情。是个高难度的角色，有种既爱又恨的感觉。真的演的不错。传说的完美女人。= =#            
(5星)	 高！            
(4星)	 景帝是个深情好男人            
(3星)	 快进着看完苗苗的戏份，于大妈你就角色选对了人，其他麻烦自己拿回去面壁哭······            
(3星)	 就是看不惯很多剧中柔弱的女主人公，喜欢努力为自己争取一切的女人...阿幂...唔...            
(5星)	 这部电视剧拍得没话说，因此爱上了林心如和杨幂，演得非常棒            
(5星)	 一口气看完哒。比宫心计好看多了。。            
(5星)	 林心如的一次蜕变。不错的宫廷戏            
(3星)	 没我想象中的那么吸引人。            
(4星)	 有没有这样的皇帝？？？            
(4星)	 为两个男人而感动            
(4星)	 算是国产里很不错的了、剧情很不错、演员也是很多啊、饱眼福了、虽然很多集看到最后还有点舍不得、很值得一看、演员演技不错、            
(4星)	 一些史实被改得很荒唐，但里面美女很多~~  给四星            
(4星)	 果然是美女如云啊~即使某些情节同样狗血，还是比《宫心计》好看多了！            
(4星)	 男主角一个赛一个好看            
(3星)	 美丽 精致 不过林心如确实见老啊····            
(4星)	 值得看看的 看明星吧~            
(3星)	 够曲折离奇            
(3星)	 斗得不够厉害，不爽            
(4星)	 喜欢这部剧只因为刘盈。            
(3星)	 还能再拖点么??看在打酱油的美男美女份上，多给个星            
(NA)	 女人还不是盖的，尽量少惹~~            
(2星)	 只看两集 可能没资格说 反正我没看下去 整个又一个紫薇格格            
(4星)	 觉得还蛮不错，一气呵成。喜欢刘盈，默默付出，只为她而存在。后半部分有点没劲，馆陶太可恶，哪有这样的女儿。            
(NA)	 超爱片尾曲            
(NA)	 冲着一群演员去的~一开始进展的贼快……后来就越来越正常了……            
(3星)	 解无聊用            
(3星)	 爱的人怎么的心机都是聪慧，不爱的人怎样的计谋都是阴险狡猾。其实都只在是不是相爱。可悲可怜的人总是那么多，为什么遇不到对的那个，又为什么死抓着不爱自己的人受伤害？            
(5星)	 有点像大陆剧和港剧的结合体，不过真的陪我度过了一段很难熬的日子，算是这几年相当精彩的一章了。主要围绕林心如演的窦漪房来展开，后来不管是他好朋友、丈夫、儿子都像配角一样轮流在她身边走来又离开。说实在的开始是冲陈键锋去看的，后来也就还都蛮喜欢的了。            
(4星)	 林心如演的漪房可真是温润坚韧啊，很喜欢她。我觉得一个女人真的可以从她身上学到好多，善良什么的就不说了，那个聪明，平和，容忍，斗智斗勇我擦我真是佩服她啊，做个女人象她这样真是不容易啊~~广大象我一样冲动嚣张的小女女来看看她吧~~~            
(3星)	 宿舍人在看 我就断断续续跟着看...开始还挺吸引人，后来就没完没了...一些剧情经不起推敲就三两句糊弄过去了...看得我一愣一愣的...冲明星还凑合着看吧            
(2星)	 。。好多漏洞            
(3星)	 喜欢杨幂            
(3星)	 大致跳着看，实在看不下去了，好长哦，没耐心。。。            
(4星)	 記得這片子是我前幾個月一口氣全看完，美女帥哥陣容            
(4星)	 觉得这部戏完全的演绎出了后宫的毒辣艰辛 虽然没有还珠格格那么残忍,但是还行            
(4星)	 好吧，可以看看，不过有些情节很抓狂            
(3星)	 剧情一般，感觉有点抄袭            
(3星)	 中国的电视剧古装剧从来不缺，所以说啦进化的很快，应该说还算可以            
(5星)	 为了我喜欢的苗苗看的，看完以后我又多喜欢上了别人。。。好吧，我写过这个读后感了，不重复了            
(4星)	 雪鸢之后 我就不知道该看什么了             
(4星)	 林心如还是很美啊~            
(5星)	 林心如的演技上了一层楼啊...            
(3星)	 大部分演员的演技属于古装偶像剧范畴。编剧够干脆，死人频率很高。            
(3星)	 总算看完了...可胡杏儿在哪呢            
(4星)	 其实整部剧里我印象最深的是青宁王后            
(4星)	 为什么我就是喜欢青宁            
(3星)	 很羡慕窦漪房和文帝的感情！            
(2星)	 好假，剧情的逻辑较差，玩心计玩的太肤浅，            
(5星)	 陈键锋大爱！            
(NA)	 老姐很喜欢，我也觉得不错            
(3星)	 只觉得林心如的演技让人崩溃，云汐从一出场就堪比诸葛，没有任何磨砺的小丫头感觉能把吕后玩弄于鼓掌，太神仙了吧。另外造型让人失望~~~~            
(NA)	 好吧，。此剧完全就是为了看杨幂。。雷得我吐血。林心如也老了啊。            
(5星)	 女人真的需要聪明!!            
(3星)	 这是一个四颗星到三颗星的过程。            
(2星)	 看了中间几集……弃            
(NA)	 多年不见的心如，彻底改变对她的印象。            
(NA)	 挺长的。里面的服饰我感觉不错。演员们也还都很努力，当然不能当做史实电视来看，里面的一些人的身份最后发展的让你意外，编剧挺能想的。            
(5星)	 林心如的演技越来越好了！剧情感人、敢认            
(3星)	 就长得好看的聪明。。。别人都傻子。。。            
(5星)	 窦太后好强大~            
(5星)	 这也算是我看过的国产电视剧里 比较好的一部了！服装设计的很华丽！林心如的演技长进很大！            
(5星)	 让我疯狂迷恋的一部电视剧，像我这么简单的人真的需要好好补一补了，云汐或者漪房真的很睿智很善良，我也想成为这么一种人。每集看完都忍不住要看下一集...            
(3星)	 宫廷戏            
(4星)	 之所以看这部剧首先是因为杨幂。仙三里出现雪见，我忘不了。雪鸢一角演的淋漓尽致。整部剧的高潮就是雪鸢自杀窦漪房为其报仇。之后小辈们的心计也就不那么出彩了。戏的最后一集或许是提示出导演或制片还有排后传的企图。我无言。            
(5星)	 还算精致的一部作品，没有很让人无法接受的地方，所以也算是值得一看            
(4星)	 最初的那一眼 最缠绵 看到了相爱 却不舍得看到离别 我总会莫名的对江山美人这种题材发出感慨            
(3星)	 不愧是于抄抄大妈啊~~~            
(3星)	 编剧实在不咋地，最出彩得还属雪鸢，比较喜欢这个角色~            
(5星)	 我多喜欢张嫣            
(5星)	 好好看~喜欢如如            
(5星)	 我觉得比宫心计好看,虽然也是宫廷的争斗,但是不像宫心计那样让人看得难受,反而是很温情,很好看            
(4星)	 老少皆宜,,,寝室剧场的c、            
(2星)	 导演是不是想告诉我们 除了窦漪房 其他都是蠢蛋还真的只能当电视剧看            
(4星)	 蛮好看的，特别是到最后再回首窦漪房的一生的时候会有一种沧桑的感觉。            
(5星)	 林心如的演技不错。。不过里面的情节似乎告诉我：男人都很傻，只有女人才是最后的统治者。。。            
(4星)	 跟着妈妈看的            
(3星)	 作为娱乐片还不错，作为历史剧简直狗屎            
(4星)	 很不错的一部内地古装剧            
(NA)	 有点温柔！！            
(3星)	 人物的内心完全反映在了脸上，不过情感还是挺不错的            
(NA)	 喜欢紫苏和雪鸢的善良，好心疼，雪鸢死的时候眼泪就禁不住的往下流，喜欢窦漪房开始不再软弱，后面弄死慎儿的情景，喜欢他的霸道~            
(4星)	 陈键锋很棒~            
(5星)	 基本每集都死人的好剧！！！            
(4星)	 首先我很感谢它，它补充了好多我知识上的空白。推荐的理由当然不止这些，最近的剧也七七八八的看了不少，这个的感觉是最整体的，不会感到编剧在某一阶段有无力感，大概他一直抓住了他要的灵魂，所以没有散掉！这很难得！            
(5星)	 主要是因为小mi，心如也很不错！原来王丽坤会那么的不好看呀~            
(3星)	 从头到尾的尔虞我诈。林心如有母仪天下的气场。            
(4星)	 很优质的后宫古装大片，看到了林心如前所未有的表演张力。刘恒和窦漪房，周亚夫和雪鸢，甚至所有配角都是一段打动人的故事            
(NA)	 想起白胖还有挣不开眼。。。            
(4星)	 很不喜欢慎儿，虽然一开始很同情她。看完这部戏，深感要想站得住没有点心计是不行的。            
(5星)	 很喜欢，所有演员演的都很好。特别喜欢豆苗。            
(2星)	 宿舍的姐妹们都看疯了，被硬拉着看了几集，没开出油多看，陈键锋的造型挺让我崩溃的， 就这把我对铺的女人迷得要死要活的！！！            
(3星)	 终于认真的看了一次肥皂剧，前20集拍的不错，后20集就有点烂了。以前的印象中窦太后总是一个不近人情又很阴险的老太太，虽然这个是戏说，但是毕竟看人是有不同角度的，每个人做每件事换个角度看，也就不难解释了。            
(3星)	 汉代的皇帝怎么一个比一个好哇？都是爱江山更爱美人的好男人，哈哈！            
(3星)	 教会你防人之心不可无  但害人之心不可有啊            
(4星)	 后面太墨迹了            
(NA)	 四十集，佩服自己居然看完了...因为，确实不错啊            
(3星)	 杨幂在里面的爱情            
(3星)	 还好，比《宫心计》要好很多，林心如演技比以前进步很多了            
(5星)	 好看好看。。。。！！！！            
(5星)	 好看好看好看            
(3星)	 看到27集  关于妙人就没兴趣看了。。            
(4星)	 大家不要笑我俗，不过还行，挺好的戏说！            
(4星)	 情有独钟...p.s. 汉服很漂亮            
(5星)	 不错，就是后来去看了一下原著，额，差距好大            
(3星)	 美在心计            
(3星)	 从锁清秋、大丫鬟到美人心机，我看到了女尊模式的泛滥。            
(5星)	 因为苗看此电视剧，因为刘恒，爱上此剧            
(5星)	 很好看，看了一集期待下一集！            
(5星)	 好看！！！            
(4星)	 正好促使我查看了一遍汉代历史。。。            
(4星)	 人无完人            
(NA)	 斗吧= =~现实不还是这样，蹩脚的剧情。。            
(3星)	 情节不连贯 不如不看            
(4星)	 前两集可以看严宽，忽视剧情和逻辑可以看服装造型，这部剧汉服相当不错；小皇后嫣儿很可爱，陈键锋的配音极有感觉，十几集之后剧情可看，刘盈化身窦长君，大爱，嫣儿的太后时演员也甚爱；这剧其实有看点的，但是坚持看完是在对人的一大考验啊！看着看着就精分了！有时还来点重口味的GL、BL，乱啊.            
(4星)	 还不错            
(3星)	 很感人 很感人。让我看见了真诚的重要，人与人之间维系情感最关键的一件东西就是信任，对对方无条件的信任。            
(3星)	 看到11集就没兴趣了。。感觉是节奏太慢，情节不够有吸引力            
(4星)	 最初看的时候，并不怎么看好林心如，总是演那种楚楚可怜的角色。但是，看完之后，觉得她演的挺好的。里面不少演员我都蛮喜欢的，尽管跟演技没有太多关系，比如杨幂，比如陈键锋……            
(4星)	 还不错。。。懂得忍耐 懂得收敛~~~            
(4星)	 如埙君子-----花痴贴 三天长假还在追《美人心计》。  很喜欢《美人心计》里的刘盈，当皇帝时为发泄身心束缚的悲哀，故意荒淫无道。可那双小眯缝眼却掩饰不了落寞、悲伤。知道他为了救同胞兄弟，日夜不离，却还是失去了他。渐渐喜欢上这个善良的男人——他拥有了帝王不该有的善良、任            
(NA)	 刘恒被气死的那场气感动到流泪也许是莫名。但是真的被感动到了            
(NA)	 至情至性，欲罢不能            
(4星)	 林心如被什么上身了？            
(NA)	 看了一点点 不想看了寒假回来又看了            
(4星)	 总的来说还是不错的。所以一直追着看完            
(5星)	 给点高分，，，因为对我来说真的是最近两年，除了美剧和日剧之外能看了一集想看下一集的，虽然有些PART也是快进的，，，，            
(4星)	 我爱古装，这是一部近些年来难得的古装剧了……虽然主角让我有刻画不怎么到位的感觉            
(3星)	 实在看不下去，浪费我时间。。。            
(4星)	 陈键锋真好看~@@            
(4星)	  何晟铭与杨幂的感情戏好赞！！！陈键锋成熟了很多~~~演技不错~~            
(4星)	 好看是好看，但我觉得刘恒那个不是爱，感觉不到真诚。            
(3星)	 勾心斗角            
(4星)	 女版三国 ，美女很多            
(5星)	 很好的剧情 值得看！！            
(5星)	 林心如的演技大增，就此爱上她，还有陈键锋，他们诠释代王和漪房的爱情看着真的很窝心，也很羡慕~            
(5星)	 nice to c~~            
(NA)	 最喜欢吕鱼，对王志复位时与刘启说的那段比较感动            
(4星)	 美人……心计……            
(5星)	 不错            
(4星)	 时间跨度太长的片子，结尾了总给人物似人非的惆怅感……ps，我仍然执着的觉得此片可以yy的地方太多，活脱脱一百合片呐……            
(5星)	 刘盈，这个无面人，想起千与千寻里那个无面人，卑微的无面人，让人感动至极。            
(3星)	 与舍友一起为窦太后操碎了心。。。            
(NA)	 气场            
(4星)	 看了一半就不想看了。。。不就是各种斗嘛~~            
(5星)	 窦窦这次演出太好了，喜欢看很多女人出现的古装戏...另外，很喜欢刘盈，这个角色。            
(4星)	 陈键锋~呼呼（hc下）~看这部剧的时候前面都看的很仔细~不知道是莪没耐心还是怎么滴，后面的几集马马虎虎的看完鸟~不过这剧还是很强大滴。。            
(3星)	 我越看越觉得没劲,演员们似乎不太能把这部剧撑起来,有点软,我没有看到感觉.            
(5星)	 还是很好看的一部剧~            
(3星)	 豆苗啊豆苗、            
(NA)	 这帮女人太强悍            
(4星)	 这么多坏女人 让我进去 一口吐沫吐死她们            
(4星)	 能有几个，窦漪房、吕雉            
(4星)	 戏说            
(5星)	 林心如演技进步了。。虽然剧情略微拖沓，关于 情有独钟 的感情脉络还是让我感慨了一把。。            
(1星)	 非球JB难看            
(4星)	 我真觉得王丽坤长得好阿凡达。。            
(3星)	 巧合太多就假了            
(NA)	 我喜欢林心如横跨年龄SO大的演技，还有雪原还可怜，赚了我不少眼泪            
(5星)	 这个电视，尤其是在最后，哭的很厉害。挺悲情挺虐的一个电视剧，窦漪房比宫心计里的三好要真实的多，但是也神话了一点，连魔术都会。。。即使是这样，这个电视剧的剧情的安排，人物感情的描写总是让人看的欲罢不能，完全投入到剧中。            
(4星)	 无力无力无力。。            
(NA)	 林心如的窦漪房从头到尾怎么不老的，真晕。陈键锋太帅了！            
(4星)	 BH的聂慎儿真喜欢刘章吕鱼那一段            
(4星)	 温柔、撒娇是对付男人最好的武器！            
(4星)	 我的名字叫雪鸢，莫雪鸢......            
(3星)	 罗晋童鞋要红            
(4星)	 真的很棒。尤其是前二十集，后面跳着看即可。心如真的很棒            
(4星)	 陈键锋            
(5星)	 这个真好             
(4星)	 算是陪我妈看完了....            
(NA)	 心机很重，学学            
(3星)	 看了这个电视，总结两点，第一，好皇帝都死得早，（个别特例除外，例如刘彻，康熙），第二，好皇帝要么就没喜欢的人在后宫，要么独宠一人，如果没有喜欢的人在后宫，那除了政务以外确实无事可做。哈哈~~            
(NA)	 情有独钟，最宝贵在这个独字。            
(3星)	 其实我想很不厚道的给两颗星！            
(NA)	 林心如演得好            
(NA)	 爱上男主…貌似现实里米有那么帅难得中国最近有真么档次还挺高的古装剧啊            
(4星)	 很喜欢的剧，苗苗大势啊            
(5星)	 值得踏平整个长安城。            
(4星)	 这一段历史的影视作品很少、所以也算是有点新意、而且这是我看过翻拍小说比较成功的一部电视剧、演员选的很符合人物原型、            
(3星)	 我的美人儿。。。            
(3星)	 感叹于酱油君的数量及华丽度，比起完整剧集貌似更哈粉丝YY的MV            
(3星)	 编剧的想象力实在是高            
(NA)	 不错的电视剧，很好看，相信很多女生都会很喜欢，更加喜欢上面的林心如            
(3星)	 看完之后，发现到底是电视剧啊，将历史篡改的呀，而且感觉有点草草结尾            
(3星)	 烂尾            
(4星)	 刘恒死后就不想看了            
(3星)	 美女很多，其他一般般            
(4星)	 真挚的爱!!            
(NA)	 不错            
(4星)	 我曾经以为林心如是个只会瞪着无神的大眼睛的女人，于是我错了……            
(NA)	 林心如演技大增~~            
(NA)	 老套的宫廷勾心斗角 瞒有看点的 喜欢~            
(5星)	 还不错。            
(NA)	 喜欢代王啊            
(3星)	 女人心            
(3星)	 有几句台词真的让我很汗颜很汗颜啊  哈哈            
(4星)	 看到后来不想看了...            
(4星)	 汉室后宫的勾心斗角，那么复杂~~窦皇后的确厉害            
(NA)	 看完很沉重  关于人生  女人的一生  还有历史  命运  纠结中。。            
(4星)	 里面林心如的演技可圈可点，里面演员我觉得都可出色，就是故事慢的很，推进性不强            
(NA)	 女人勾心斗角真是太可怕了。林心如依然很美。            
(5星)	 很好看。。。            
(4星)	 为了如此复杂环境中最坚守的爱，也是独一无二的爱，我感动。雪鸢，刘恒，窦长君。。。赚取了我多少的眼泪            
(5星)	 林心如转型了。。可以接受            
(5星)	 啊~~~~~~太好看了。            
(4星)	 喂为什么同学们都在看连我也在看啊混蛋！！            
(3星)	 有美人儿            
(4星)	 无聊的时候看了一下，杨幂的角色太美好了。之前非常不能接受林心如老了还要扮18少女，现在看看也好了，不能总和紫薇比。            
(5星)	 很好看            
(3星)	 故事是好的 只是拍得不咋样 很不咋样             
(3星)	  就是像宫心计啦。不过没有宫心计这样的让我看了想看。            
(3星)	 后面太累赘~~~            
(5星)	 爱江山 但是更爱美人啊！            
(NA)	 陈键锋很可爱。各种互扇巴掌很过瘾。            
(5星)	 真的不错            
(4星)	 这年头还有一部能耐心看下去的古装剧，真是太难得了。编剧还算尽职，美人帅哥也确实养眼，值得一看啊！！！我觉得林心如的表演真的不错，内敛而坚毅，聪慧而大气。另外，帅哥刘章的不爱江山爱美人，也让人看得好生羡慕！！！！            
(4星)	 窦漪房聪明了一世，保住了江山和心爱的男人，最终确实一个失败的母亲······不知道历史上的这个人是不是对自己的人生没有遗憾呢？            
(4星)	 忽略剧情，只看画面就好。被宽美人秒了(*^__^*)             
(3星)	 前面不错……后面不如前面精致了……            
(NA)	 前半段好看。不过勾心斗角看得太多，也会觉得生活很不美好了。            
(NA)	 好吧，其实这段时间是有点无聊            
(4星)	 每个演员都演得很好            
(NA)	 一部比较成功的电视剧，我很喜欢             
(5星)	 好看的 剧情很紧凑 杰小西推荐你看 不过我在想你得看多久呀 哈哈            
(NA)	 我是跳着看的这部片子，感觉太勾心斗角了            
(4星)	 林心如演的不错!~~            
(4星)	 只有一次寄身形于这世间的机会 只有一次 只有一次            
(5星)	 女人做到这个份上……幸而遇上了刘恒。            
(3星)	 嗯，我无聊了            
(2星)	 纠结！            
(3星)	 后来想起，文帝好男色……我汗颜。后来想起，窦太后眼瞎后，刘恒进了其他美人，我疑惑。后来，推算了一下，当年初见时，窦17，刘13……13，13，13啊……            
(4星)	 挺好看，大概宫廷里的女人生活就如此，身在后宫，不得不为保护自己而改变，尔虞我诈，勾心斗角，美人心计。            
(5星)	 陈键锋的代王无与伦比，陈键锋的文帝无出其右~~~一部精致的古装剧。            
(2星)	 典型的于正作品，不合适带脑观看。            
(NA)	 还不错哦！首先确实是美人如云，其次勾心斗角也蛮值得一看的！            
(5星)	 刘盈啊~~            
(4星)	 美女如云            
(5星)	 非常好看的一部古装片！            
(NA)	 好看 什么是心机~~            
(2星)	 人物性格的刻画不是一般的矛盾，天雷滚滚            
(NA)	 其实剧情一般，但帅哥！美女！值得一看            
(NA)	 雪鸢是亮点，对杨幂改观了            
(3星)	 真是相当的长...            
(4星)	 服装和取景很美            
(3星)	 看过之后有一个感觉：里面的男人都很蠢，成天被女人耍的团团转。故事狗血到极致，不过一环套一环的还算让人能够继续看下。里面女人的扮相都很漂亮，男人普遍很丑。BUG多的数不过来，最雷的莫属那个“进京赶考”……口胡乃家汉朝有科举制度伐？？？！！！总之一句话，这部片子用来打发时间不错~            
(NA)	 像穿越剧一样的            
(4星)	 还不错的            
(4星)	 配角的选择真的很棒，故事也很出彩，看了之后我终于理清汉朝的人物关系了~            
(3星)	 从开场看，还是想或者说还是可以继续深入的，但不知道为何结尾部分拍的太过仓促了 。。有点失望            
(5星)	 总体来说不错~ 喜欢聂慎儿 演得太到位了 现在想要重读史记            
(5星)	 开篇很精彩，后面开始节奏有点跳跃，林心如的表演也不显成熟，不过，不失为一部好片子~            
(NA)	 一如既往地喜欢杨幂            
(3星)	 我觉得果然是电视剧啊……╮(╯_╰)╭都是【演】的……有的也太假了吧啊啊            
(5星)	 真是超级纠结的.....            
(4星)	 剧情有纰漏，雷人桥段层出不穷，短短得40集塞进了5代帝王，不容易啊。嘿，窦漪房竟然深得刘盈和刘恒得喜爱，太假了点吧。            
(5星)	 总体来说还是很不错的。只是前面有点粗糙。            
(5星)	 看到最后淅沥哗啦的            
(4星)	 那句死不相问的誓言，山盟海誓。http://blog.sina.com.cn/s/blog_492ec32e0100hqzj.html            
(5星)	 越看越心伤。            
(4星)	 超豪华的酱油团            
(5星)	 看的时候很痴迷 看过之后没有回味无穷的感觉 不过还是值得一看 超喜欢雪鸳 窦漪房好聪明 刘盈好痴情              
(4星)	 最喜欢里面的雪鸢…………            
(4星)	 林子如的演技进步很大，看着还算舒服的一部剧。还有就是世上最帅打酱油严宽的出现，我彻底被秒杀了。            
(3星)	 时间跨度比较大。。内容比较纠结            
(4星)	 居然入迷了。。。。在找汉朝的历史补课了            
(3星)	 剪的厉害。。。            
(4星)	 好多美女~！！喜欢！            
(3星)	 我纠结于云夕到底有没有爱过刘盈，····不过就算她没爱过，我爱就行了···唉···另外难得一个剧里出现两妖孽男~真魅惑~~~你知道我说的谁吧，少康，刘盈······            
(3星)	 帅哥美女......            
(4星)	 整个朝廷的人彼此似乎都是亲戚，表兄妹成婚，一切都是为了巩固自己的权势，黎民苍生不过都是棋子。            
(2星)	 只为了第一集假到姥姥家的耗子            
(3星)	 囧~~~            
(5星)	 很不爱看电视剧 可是两天看完了全部的剧集~~~前面很精彩后面差强人意 有点拖沓  不过总的来说 我很喜欢            
(4星)	 蛮好看的！            
(5星)	 居然觉得很好看……            
(5星)	 我相信因为这部戏，我再次爱上林心如了。她的演技真得有进步了。看完这戏，我有足足一个星期沉浸在当中，极力推荐。            
(5星)	 不离不弃的爱执子之手与子偕老的承诺无不令人感动            
(5星)	 虽然老年的妆化的不怎么样，但是很有情节，一直吸引着你，刹不住车。。。            
(2星)	 场景服饰十分华丽，人物剧情万分脑残！            
(3星)	 喜欢那个皇帝   陈键锋            
(NA)	 林心如的演技提高了不少··            
(NA)	 好剧，但是觉得窦漪房怎么那么不待见刘启啊，是她亲生的吗，还有就是雪鸢怎么没和周亚夫好呢，慎儿太坏了            
(3星)	 我竟然浪费时间看这么些。。。            
(4星)	 超喜欢章鱼恋 16-21集            
(3星)	 不过如此            
(4星)	 男的都挺傻，女的都不咋地            
(5星)	 林大美女啊~~~            
(5星)	 感覺算是內地古裝戲的里程碑了！要好過tvb的宮心計也好過曾經的金枝玉孽，選角也很好，是美女也是會演的，林心如演的最好！            
(5星)	 很喜欢杜云汐和雪鸢。刘恒是个好皇帝。            
(3星)	 看不下去了。。。当那个妖孽慎儿怎么都不死的时候。。。            
(5星)	 永不想问            
(NA)	 前面很不错，后面的逻辑有点乱，但演员都很养眼            
(NA)	 反正是不想继续看了...            
(5星)	 宏伟的史诗            
(5星)	 不错，历史剧！演绝的了            
(4星)	 恩，不错不错，喜欢林心如            
(4星)	 女人啊……            
(3星)	 大爱 雪鸢            
(NA)	 最感动你的绝对信任。。。            
(NA)	 喜欢林心如~~            
(4星)	 里面的女性都很漂亮            
(5星)	 2010            
(4星)	 挺好看的宫廷女人戏。            
(5星)	 好看，泪奔            
(4星)	 明争暗斗            
(5星)	 绝对推荐 内地古装精品之作陈键锋打进大陆市场之作林心如的翻身之作            
(5星)	 够手段，值得学习。。我很入戏~            
(4星)	 解闷可以            
(3星)	 好多明星哦   有時間瞅瞅            
(NA)	 服装不错            
(5星)	 愿得一佳人，白首不相离            
(3星)	 林心如老了诶，但是老了也好看！            
(4星)	 我是跟着别人看的，个人觉得这电视太曲折了，太长。            
(3星)	 真没有想到林心如演得那么好！剧情太复杂太长了，减一颗心            
(4星)	 真的好搞好复杂~            
(4星)	 多少年不看电视剧，忽的看了美人心计，刚看了两集爱上了窦长君，这是支持我继续看下去的唯一动力。。。            
(5星)	 很喜欢剧中的爱情~让人羡慕            
(4星)	 很是喜欢林心如。女人之间的争斗全在于势            
(4星)	 很好看的，一口气看了好几天，真不错！            
(5星)	 杨幂太美了，就这样死了太可惜了。聪明一世的窦漪房美貌与智慧并存，可是对于自己的儿子却是·····遗憾啦！好男人也是不多啊，文帝还真是一个痴情种            
(4星)	 唉...女人们,男人们,还有他们各式各样的感情...刘盈是亮点!!            
(3星)	 美人心计，怎么只有美人，没有心计。剧情，，有点傻            
(4星)	 华丽丽的场景＋数不清的美女            
(NA)	 哈哈哈，打酱油的们相当出彩~其他主角们快进或者pass吧            
(4星)	 心如jj演技进步很多。表扬~没想到乖仔sam可以演好皇帝。再表扬。            
(4星)	 用了大概三天的时间看完了 寝室这帮姑娘一个个的都看这个...史实可能有些不对，可是刘恒对窦漪房还真是好啊....演刘赢的罗晋真挺帅的 总体还是挺不错的            
(NA)	 对林心如大大改观 原来以为她只活在琼瑶的影子下            
(3星)	 林心如演技赞了，其它可以忽略了。杨幂你的妆能淡点么……            
(3星)	 糖糖说，做事情要有始有终。所以我们坚持看完了40集。            
(5星)	 记 从夜晚看到天亮一口气10集的感动            
(4星)	 林心如终于学会耍狠了呀~~呵呵，好不错，很看来里面那种生死不弃的爱情~让人心疼，让人羡慕呀~~            
(4星)	 长辈们好喜欢讨论它            
(4星)	 前面比后面更好看            
(NA)	 虽然剧情很白痴，穿帮镜头很多，等等，但不知道为什么就是吸引我看完并时常回味。            
(5星)	 大爱剧里的音乐，特别是慎儿在妓院里出场那一段，配合着场景和舞姿怎一个“美”字来形容。 全剧看完让我颠覆了以往对林心如的看法，皇后和太后都演得很到位，自然而又不失皇家气派。 雪鸢真的很美，以往在《神雕》、《王昭君》里天真烂漫的笑容又一次打动了我，很喜欢这样的雪鸢。            
(4星)	 算是古装戏里面有想法的，比宫心计强了不是一点半点，只是让林心如演少女，还是勉强了。。。            
(4星)	 一个宿舍一起通宵看完的            
(4星)	 花开的时候最珍贵，花落了就枯萎错过了花期花怪谁，花需要人安慰            
(4星)	 中意林心如，以为她除了还珠格格就再也不会什么爆点，我发现我错了。我喜欢她的深谋远虑，喜欢她和陈键锋的爱情            
(NA)	 看得那叫揪心啊，帅哥美女一大摞            
(NA)	 剧情衔接不上来啊            
(4星)	 演员、布景、编剧都可以说做得很周到了，是近几年后宫剧中我较为喜欢的。佩服编剧的起承转合、恰到好处，虽知戏说，却也心甘情愿地跟着编剧走，莫名其妙地会落泪。。。不得不说的是了，演员的演技都值得夸奖！港台演员很难得！！！            
(4星)	 林心如永远是那么美            
(4星)	 有些剧情和台词很雷, 但看完之后对林心如的评价有所改观, 听嘉说了很多西汉历史有些意思.            
(5星)	 没话说的好。嗯            
(3星)	 为了看林心如~~雪鸢也漂亮~~            
(4星)	    宫廷斗争            
(4星)	 勾心斗角~~女人啊~~..........无语~            
(5星)	 演员都很好，剧情很精彩。            
(4星)	 一堆美女，有点审美疲劳，anyway，剧情比较尊重历史，还可以。            
