http://movie.douban.com/subject/3292384/	宫心计
(3星)	 剧情还是有点老套给2颗星.给杨怡一颗星            
(3星)	 皇宫里面，还是尔虞我诈，究竟选择做好人还是坏人呢？你是会做三好还是金玲？            
(3星)	 宫廷的斗争啊            
(4星)	 一直相信善有善报，恶有恶报～《宫心计》可以有很好的教化作用，可惜情节有些牵强…            
(3星)	 yibanbanba /            
(4星)	 这四星是给服装和主题曲的= =            
(4星)	 只看了26到33 呵呵             
(5星)	 好睇！！！            
(5星)	 好人终有好报的            
(3星)	 结尾是三好其实才是真正的幕后BOSS，这才完美            
(5星)	 遗憾是，闭起眼时，至望到世间多少暗涌            
(3星)	 收尾好潦草 害我不浅啊 星期六考试 星期五看一整天 结果晚上8点开始复习经济到早上4点……            
(2星)	 无聊的一部剧            
(3星)	 比金枝欲孽确实差远了            
(3星)	 好            
(NA)	    里面最真挚的友情最后都因为权益而破裂了                哎             
(NA)	 在追看的浪潮下瞟过数眼            
(1星)	 觉得这部剧真的很无聊，一群不安于室的女子们为了菜啊，钗啊，财啊的勾心斗角，真是有够无聊            
(NA)	 前面和让人叫好            
(3星)	 真的很一般，佘诗曼演技糟糕，杨怡不错            
(3星)	 讨厌老好人,很假            
(3星)	 开始看的时候觉得不错，可是看啊看啊看啊就点点点了。。。            
(3星)	 没看完，看过的也是断断续续的，很奇怪也能连接起来……因为我的好几个同学都在看，所以看了一些，TVB太强悍了，连我在逛街的时候都发现所有衣衣店的老板都在看，一部很好打发时间的剧，好像还标版职场菜鸟必看，其实我很喜欢陈豪的角色，八卦一下，据说佘和郑是因为这部戏才在一起的，小三得逞            
(3星)	 最初看是因为受《金枝欲孽》的影响。宫廷戏啊。首先觉得陈豪演皇帝很奇怪的感觉，唉，TVB人荒啊~其次，里面的衣服饰物真够耀眼的。再次，角色。刘三好好的太假。佘诗曼演技一般，三好这个人物太不真实，姚金玲后来又坏的离谱，还是万宝贤相对真实，任性骄纵但心思单纯无害。至于钟司制和阮司珍            
(3星)	 這個電視劇的場景可謂簡陋的一米。。。不過我還是追著看的很起勁，傳統的宮廷鬥爭，有了帥哥美女以後永遠都是璀璨閃耀的哈哈！            
(4星)	 喜欢tvb            
(4星)	 这个还挺好看的，看了之后学会了很多东西。            
(3星)	 片花比实际的电视剧要更有憧憬            
(3星)	 错过了金枝 就看这个吧..　简单一点咯            
(4星)	 挺不错的            
(4星)	 女人之间的战争最可怕啊~~~皇帝真是个好男人也好可怜最后应该给他留个心爱的人啊，老婆，孩子，妈妈全没了。。。。。还有一直觉得不管是《金枝欲孽》也好，还是《宫心计》她们的装化的很到位，不同的时期都能够表现出角色的内心状态，思想变化。还有觉得这部里女二号更出彩~~~            
(3星)	 服装很华丽，剧情很无聊，表演很夸张。所以没让我惊艳            
(3星)	 有点虎头蛇尾            
(NA)	 尔虞我诈，斗不过真爱            
(4星)	 挑着看的 有点乱 宫廷戏吧都差不多 不过衣服还是很有看头的~            
(3星)	 没金枝欲孽好看~消磨时间挺好的~也84太长。。。            
(3星)	 唉唉唉，又是港剧。            
(4星)	 追的时候欲仙欲死，追好了就那样，不过舍装嫩还是有点型的            
(NA)	 服装和发型还是不错的，值得欣赏，只是剧情老套！我不相信空中会有三好这般女子！            
(4星)	 都是后宫的斗争            
(2星)	 还是很二的.大家压力那么大真的不爱看圣母.阴暗心理导致我们爱看勾心斗角鱼死网破.而且个人认为杨怡的奸妃角色演得好脸谱化= =没劲.            
(3星)	 围观米雪。            
(3星)	 看了几集实在没兴趣追完了            
(4星)	 女人啊~            
(4星)	 整体感觉不错，只是觉得最后的结局有点虎头蛇尾            
(NA)	 服装和造型，值            
(3星)	 结局怎么那样。            
(3星)	 女人的争斗真的是全世界最可怕的东西……            
(4星)	 女人们很漂亮 可是男人们。。。            
(4星)	 谁能永远善良               
(3星)	 比起金枝欲孽，差了很多，而且觉得刘三好这个人太假了。。。很多时候都是挑着看，就是想知道结果而已。。。说白了，我只是冲着佘诗曼去看的，，还是有些失望            
(3星)	 做好事  说好话 存好心            
(2星)	 全年度最差的电视剧，竟然还拿了奖！！！            
(NA)	 这部片子很假...            
(4星)	 虽然不及当年的金枝玉孽，但也算不错的tvb古装剧。            
(3星)	 结尾很扯淡            
(3星)	 一般般吧            
(3星)	 剧情和对白比金枝欲孽差远了像小孩子打架的游戏            
(2星)	 假大空            
(5星)	 被胡晓晓同学拖入的，无聊的时候看看还是多不错的            
(3星)	 就是斗来斗去之类的宫廷戏，服装还不错。第一次觉得郑嘉颖还挺帅，不过可惜结局不清不楚。            
(3星)	    勾心斗角               
(2星)	 不喜欢三好，不喜欢这个故事，更不喜欢这部戏的化妆师，把好人坏人画的那么明显，看三好的妆清雅的，而金铃的妆一看就是坏人的打扮，无语……            
(3星)	 是从差不多一半追完的吧，tvb的剧都一个味            
(2星)	 看了十几集，实在看不下去了。            
(2星)	 我大概就是不适合看TVB吧            
(4星)	 前面剧情比较慢，后面太快，本以为正式开始，哪知却是结尾~~            
(3星)	 好久不知后宫争斗。。            
(3星)	 比《金枝玉孽》差一些，不过结果我喜欢             
(3星)	 没看完。。。因为真的很老套！            
(NA)	 没有金枝欲孽好看            
(2星)	 跟金枝欲孽不可比。主要没我喜欢的黎姿。            
(3星)	 都是女人争来争去            
(3星)	 太完美的人，离真实太远。            
(4星)	 一开始比较吸引人，后面就一般了吧~            
(NA)	 果真有如此完美的人么。            
(5星)	 苏打虫            
(4星)	 我也觉得结局很狗血。。。。            
(3星)	 勾心斗角让人心累 服装比剧情有可看性            
(NA)	 好看 ，tvb            
(4星)	 很有港味..            
(4星)	 比蜗居好看，但是没有金枝欲孽好看..画面什么都比不上....            
(3星)	 宫心计劣评好多……在我看完后，觉得只能看看演员而已。好人太好，恶人太恶……现在总觉得看腻了这种两极分化及其明确的故事了。有人说杨怡的演技太过夸张。但我只看过她这部戏，既然是坏到肠子里的女人，不演的做作，怎么才够味~~喜欢杨怡……估计是看佘诗曼演好人戏太多了，她好的过夸张了            
(4星)	 服装是挺华丽啦，只不过陈豪的妆发实在太囧            
(3星)	 预告片比较好看。- -            
(3星)	 在学校和同学一起看的，一向TVB的路线，有的妆画的有点过我觉得。剧情一般般吧，有的话很雷。            
(3星)	 那囧囧有神的三圣母啊            
(1星)	 老套！！！！！            
(NA)	 就是爱看~~            
(NA)	 C&#39;est la femme            
(2星)	 比较失望的一部剧集，和当年的金枝玉孽不可同日而语！不过失望是早已预料的了，更让我失望的是如今的TVB……            
(3星)	 就那几个演员 就那几件破事老套 没兴趣了            
(4星)	 咱四一起看的。大二上的怀念。            
(3星)	 是因为年纪大了么？？受不了难听的插曲。。。看了一半再也看不下去了，然后留下TVB后遗症~            
(4星)	 不可能总是那样好吧，总是那样好会被利用的吧。            
(3星)	 结局一如既往的烂尾了            
(2星)	   很假            
(3星)	 女人的心。海底针。。使人琢磨不透。。女人狠起来不是一般的恐怖。。            
(4星)	 还不错的电视剧。。。追的我很辛苦。。但最后马太监死的太爽快，让我有点不爽快呢~            
(2星)	 雷！雷着雷着就看完了            
(NA)	 女人何苦为难女人            
(NA)	 在冷漠与恐怖的地方都有温情存在，相信做好事，说好话，存好心会有好报~            
(3星)	 用大量的舆论宣传吊大家胃口，结果只是普通的一部古装剧，有点小失望            
(3星)	 剧情太莫名其妙了，人家会变坏也是理所当然的            
(2星)	 看了5集左右 懒得看了            
(3星)	 三好三鹿三枪，去年的流行啊            
(3星)	 又是跟着室友一起看完的，囧            
(NA)	 好睇            
(3星)	 总体来说还可以，但是现实中三好是不可能存在的～比起金枝玉孽，这个好像弱了一点            
(3星)	 实在无聊的时候看的            
(NA)	 本着对阿佘的喜欢，看了这部电视剧。可是，我真是不敢恭维此片。剧情有很多不合常理的地方，陈豪饰演的李怡造型也太差了。            
(4星)	 看了一遍，听了两遍。寝室里此起彼伏的看！            
(3星)	 斗的不激烈            
(3星)	 “在宫里没有正义，只有生存之道。”我年龄越大，就越觉得那些心理阴暗，一肚子心计，满脑子阴谋论的人，是因为智力不够。这和我小时候的认识是大致相反的。尽管存在个体差异，但是整体上，足够聪明的，进化得更好的人群，通常会倾向于选择公平、正义。            
(3星)	 香港片的俗套戏码，里面好像人人都可以变成坏人，除了刘三好之外，有点拖沓了。。。            
(3星)	 十年了…也就这个样            
(5星)	 好喜欢            
(4星)	 去年最爱。            
(3星)	 3好，太假            
(3星)	 一般了，没有金枝欲孽好看~~            
(3星)	 很假很失望            
(NA)	 真难看            
(3星)	 妆画的很好            
(3星)	 刚看的时候特别喜欢，我很喜欢佘诗曼的但是当我看到29级显扬还没出宫31级就结束的时候我就在想TVB你在干什么？            
(NA)	 好多穿帮的镜头与剧情。。。。。港剧多数都是用来消磨无聊人的多余时间！            
(4星)	 学习说话艺术……            
(5星)	 很多人都說不好看，可是還是繼續追。我也是。            
(3星)	 人物过于符号化了。每次都提一遍“三好”是什么好，什么好，什么好，有点搞笑。累赘。            
(3星)	 觉得还没有珠光宝气好看，不明白为什么要勾心斗角，觉得剧情毫无逻辑            
(3星)	 剧情还是那么TVB啊~~  出来的时候还一集一集跟追~~~结果结局果然是我想的……  有点郁闷            
(4星)	 虽然和某些比较象，但是其中的情节设置还是有点看头的，比较紧凑            
(4星)	 还是不错的，有点综合大长今和金枝欲孽的感觉            
(5星)	 一直很喜欢TVB的戏，喜欢佘诗曼 喜欢黎姿 可惜黎姿走了5555真遗憾            
(3星)	 后半部真的好乱。这样的衰片我竟然一集一集追着看完了，我真是蠢钝如猪！！             
(4星)	 剧情很一般把，就是一般的TVB            
(4星)	 还行            
(3星)	 不过 我不喜欢勾心斗角的那型 恩 杨怡真的演得超好的            
(3星)	 其实这部电视是佘诗曼的败笔！个人认为~            
(2星)	 因为看米记，给两颗星。            
(4星)	 很多的时候,只是因为无奈,才不得不走进那人性的黑暗.            
(3星)	 剧情太一般，杨怡很出色。            
(2星)	 刘三好其人好得太假，谁都帮？            
(3星)	 被陈豪的眼线雷到不敢看了~~            
(3星)	 傻乎乎的阴谋剧？陈豪你就别画眼线了，五官都越发扭曲了！            
(3星)	 完全及不上金枝欲孽，又是典型的好人坏人对抗片，刘三好这个名字起的直接让我联想到好彩妹，雷啊。。。            
(3星)	 典型的港台剧            
(3星)	 杨怡的选择是正确的，刘三好的存在是不可能            
(NA)	 我只觉得很狗血。不知道为什么收视能飙升到50，HK观众口味真是越来越……            
(4星)	 很不错呢~            
(NA)	 为什么结局不好呢？应该是好人有好报的啊~哎~            
(4星)	 传说中的金枝欲孽和大长今的结合版，但是还是无法超越前两部的高度……            
(3星)	 狗血得紧            
(4星)	 不错了            
(3星)	 越看越无语三圣母整天端个盘子走来走去结局更夸张            
(3星)	 硬件比较好软件差多了            
(NA)	 TVB的经典类型，现实            
(1星)	 太假了太假了厄~            
(3星)	 有点恶俗。            
(1星)	 垃圾！！！            
(2星)	 剧情太扯了吧~ 收视率还那么高，是在难以理解            
(2星)	 超级无敌狗血 当观众是白痴吗！            
(3星)	 TVB            
(5星)	 此片灰常具有喜感~            
(4星)	 怡的奸角很不错   衫靓  人更靓            
(3星)	 掉书袋掉得好紧要，编审有蔡婷婷。阿佘是我的女神！            
(2星)	 圣母玛利亚之刘三好            
(NA)	 看前面还行，后面就不行了，杨怡还不够狠，可以再狠点，佘诗曼应该后面变得再强悍些，可以斗得在激烈一点            
(3星)	 無聊的時候看看吧。少了黎姿的戲也就只有這樣了，比起金枝欲孽，相差太遠了。            
(3星)	 看个头看个尾就ok了，还是比较喜欢以前的警探片            
(3星)	 金枝欲孽的翻版            
(NA)	 没有《金枝欲孽》好看，看到后面就不想看了            
(2星)	 刘三好就是男版许三多...            
(3星)	 结尾太仓促            
(3星)	 还不够勾心斗角，剧情还是不够好            
(2星)	 当皇帝就得画眼线？老太监和司制的强大爱情。。            
(4星)	 后面还蛮好看的            
(NA)	 是有点做作            
(4星)	 典型的TVB聚集，不如金枝欲孽            
(3星)	 巧合太多，结尾漏洞百出。演员的演技很不错。            
(4星)	 郑嘉颖又跟佘诗曼演情侣- - 然则陈豪最高～～装傻的很可爱            
(3星)	 只看到了21级，然后就直接跳到结局了……            
(NA)	 貌似是打着学粤语的幌子            
(4星)	 少看tvb，除非想学粤语。tvb永远惩恶扬善，因为港人压力大吧~所以，没有什么感触咯，这次。硬着头皮看下去。            
(3星)	 没有金枝欲孽斗得爽快            
(3星)	 刘三好太不真实了,为了&#34;好&#34;而好,实在是道貌岸然~            
(4星)	 虽然没有金枝欲孽那么好看不过没事儿的话看看还是可以的、~~~            
(2星)	 又一烂片！！！香港师奶白天的幻想！！！            
(2星)	 前面还好,后面太勉强了,拖啊看前半部都够了            
(3星)	 看过很少电视剧，看了这个更觉得我还是更适合电影            
(3星)	 跟着老婆看的，三好真是伟光正啊！             
(NA)	 本来很是期待这个电视剧的  天天连载追着看 不过看到偏后的时候就受不了三好了 哎            
(4星)	 TVB的古装剧一向都是非常简朴的，这次奢华了一把，倒也是拍的还不错，每个演员都很认真的在演戏，剧情也能牵动人的心，吸引人往下看。可是女人的细分太重了，作为男人的我看的有点郁闷~            
(3星)	 还可以，唔算好睇！            
(4星)	 即使剧情有点老套 ......老实说 我不喜欢三好 因为没有这种人了反倒姚这种人比较多 比较现实             
(3星)	 结局太匆忙了，没有金枝欲孽好            
(4星)	 就是为着演员的妆容服饰和前半部的头饰，还有米雪都值得推荐啦~：）            
(4星)	 我果然腐了……为什么我觉得皇帝和显扬之间JQ无限……佘诗曼有几个镜头竟然好像黎姿……            
(2星)	 看见三好圣母如此礼义廉耻必备，不得不说：您老人家如此正经却让人越看越不正经……年长老少少数民族的男人都不放过，难道长了个狐媚的样子圣母的心？喜欢杨怡！8错！            
(NA)	 有一部女人勾心斗角的连续剧，哎~~~~女人真可怕            
(4星)	 佘诗曼ya            
(NA)	      佘诗曼饰演的刘三好是一个非常完美的人，存好心，做好事，说好话，也就是所谓的“我为人人”。可究竟世间有这样的人吗？人人都有自己的算盘，处处算计人，打压人，为保住自己的地位，用心计，耍手段，象姚金玲这样的人比比皆是。            
(4星)	 整个宿舍一起追着看的~三好有点呆~最喜欢高侍卫~ps:金枝欲孽剧情比这强            
(3星)	 不知道为啥这么红。跟这我主任看了几集 -0 -就是老套的勾心斗角谁又死了谁又活了。不喜欢。            
(2星)	 弃了……            
(3星)	 一般            
(NA)	 总体感觉还行，只是台词很多重复的。词穷了！？            
(NA)	 娱乐性很强的片子，拍得也很精致，只是觉得没留下什么。倒觉得最近内地的电视剧整体上了几个台阶。            
(4星)	 服装，配饰，装潢，发型，化妆，都是TVB古装戏中前所未有的华丽！            
(3星)	 无聊的时候追着看的。服饰，妆容都很华丽，就是有点太浓了。人物的变化很突兀，结局也是匆匆了事。            
(3星)	 原本期待又是一个金枝欲孽，结果变成温情励志剧。那华丽丽的眼线啊，也分散了我不少的注意力~            
(3星)	 老套的剧情，一般漂亮的演员，都不知道自己为什么追            
(NA)	 超好看的TVB剧            
(2星)	 TVB无法突破自己了。鉴定完毕。            
(3星)	 感觉没有金枝玉孽好看            
(3星)	 完全没有预告经常，失望            
(NA)	 好一部電視劇            
(4星)	 有点拖沓            
(3星)	 演来演去都是这几个人~唉~悲哀啊            
(NA)	 主角和配角的戏份有点乱            
(3星)	 看不完，刘三好= =            
(NA)	 郑嘉颖~            
(3星)	 还好，一直不太喜欢看这种勾心斗角的东西。            
(4星)	 三好好的太假了…我相信好人会有好报，但是前提是没被坏人弄死了~比金枝好看，那个节奏太慢            
(1星)	 狗血得。。看不下去            
(NA)	 如果人人都能有颗善良的心，那世界该是多么美好！            
(3星)	 衣服万年不变，剧情放开后又收不回，比起金枝欲孽实在差太多            
(3星)	 人心终究是善的，不过看得我好累啊- -@            
(3星)	 前半还行~后半就……            
(4星)	 佘诗曼演的刘三好，好的有点假            
(3星)	 比金枝欲孽差的太多了            
(4星)	 还可以            
(4星)	 服装啊，发型啊，灯光啊，还是很赞的            
(NA)	 此剧大结局时，我才看过某集与某集的某几个镜头，觉得不怎么样，知道大受欢迎于是从第一集开始看，果然精彩！            
(3星)	 一集一集追着看下来的            
(4星)	 老套路，但还是看完了，结局没悬念，不过剧情还算可以            
(2星)	 剧情太烂。但是喜欢港剧里可以把丑女都打扮的很大气！！！            
(NA)	 很狗血的一出戏，我想戏的宗旨是想让人向善的，所以剧中众人全倒向刘三好了。小孩子看看还好。可是我们这些长了点社会经验的人看了，实在有够难受的，违背社会规律啊！弱肉强食才是真理嘛~            
(3星)	 TVB很锻炼人，的身体素质。各位辛苦了。。。            
(3星)	 “做好事、說好話、存好心”～～厄～～～真郁闷～～～～            
(2星)	 最讨厌女人之间的钩心斗角            
(3星)	 钩心斗角的老把戏。。。            
(3星)	 女人就是麻烦。            
(3星)	 没新颖...抄袭了很多类似的电视剧            
(3星)	 刚开始还不错，后面感觉比较粗糙。            
(4星)	 如果有三星半就好了。            
(4星)	 算是TVB的重頭戲了，化妝服裝宣傳什麽的鋪天蓋地，看過感覺一般，雖然TVB擅長做女人戲，但還是比不上當年的金枝欲孽。            
(4星)	 让我这个没头脑的好好学习一下为人处世的道理。。。            
(3星)	 装扮还好  但是故事很老套            
(3星)	 没感觉            
(3星)	 虽然假还是看完了   人物装扮好漂亮的说            
(3星)	 可以打发时间！            
(2星)	 故事性很弱            
(3星)	 就像人家说的。真的很像大富翁。场景换的很少。看过就觉得是浪费时间。            
(3星)	 一星给杨怡古装淡妆扮相一星给华丽的道具和服饰一星给有金枝欲孽在前还敢拍这片子的TVB斯达夫和众演员们。。。            
(4星)	 看看服装和配饰吧，情节和金枝无法比啊~            
(NA)	 今年不错的一部TVB剧            
(4星)	 存好心，做好事，说好话~~~            
(2星)	 好假！            
(4星)	 女人宫起心计来真可怕            
(5星)	 还不错啊            
(NA)	 不错哈。但勾心斗角的视乎看很多了。麻木了。            
(3星)	 老梗            
(NA)	 喜欢佘诗曼 但是不是很喜欢这个角色            
(3星)	 三好也太幸运了   相反金铃太倒霉了   有点假！            
(3星)	 最后匆匆结局，还是不如金枝欲孽            
(NA)	 不喜欢里面的姚金灵，而且是越看到后面就更加的不喜欢。。。。。            
(3星)	 SB的不是电视剧，是坐在电脑前把这么SB的一部剧看完的我！杯具~~~            
(4星)	 没想象中的精彩。但是我要说，我喜欢姚金铃。            
(5星)	 强！            
(NA)	 3好            
(NA)	 三年没看TVB，再看的时候，还是那么亲切而小气。            
(3星)	 剧情概要有点俗，不过有些情节的穿插处理得不错，一开始看很有兴趣，后面却有些腻的感觉，用来学粤语也不错~            
(2星)	 这片子还能再狗血点儿么？            
(NA)	 good            
(4星)	 TVB台庆剧            
(5星)	 服饰道具有巨大突破            
(3星)	 TVB的又一部宫廷据，还不错啦            
(5星)	 劇情也得好好~演員拍的也好好~特別是楊怡真是夠奸            
(3星)	 后半段就没有什么吸引力，草草收场            
(4星)	 看的时候會拼命追,追完有點失望.            
(NA)	 自惭形秽 ：）            
(3星)	 没有以前的好看了            
(4星)	 华丽丽的古装港剧，超爱            
(3星)	 看TVB42周年晚会感觉佘诗曼还好，刘三好怎么就那么别扭            
(3星)	 看造型。。            
(3星)	 李诗韵在里面的扮相很好看~~~            
(3星)	 跟巡礼片差太多了，失望。            
(2星)	 我边看边就纳了闷了，这片前一阵它怎么就给火了呢~这是为什么呢果真结局小显扬同学华丽丽的复活了~阿门            
(3星)	 越华丽的地方越多丑态呢。结尾自我感觉草草了点。            
(NA)	 我想把刘三好些的太好了，宫庭里有那么好的人吗？我不相信            
(4星)	 之前还可以，但刘三好好得太假，姚金玲的演技也有些生硬，陈豪还是一如既往地展示着男人的霸气。感觉跟金枝欲孽有一定的差距。            
(4星)	 做好事  说好话 存好心              
(4星)	 我喜欢姚金玲~~~一大亮点            
(3星)	 也就这样~~~            
(2星)	 编剧脑子里有排泄物            
(3星)	 编剧呀，你当观众是白痴吗？？？？ 剧情囧死我了            
(2星)	 里面佘诗曼的造型听中意的，其余剧情啊各方面一塌糊涂。。听说是没钱拍了才会这样            
(2星)	 这个演技……不说了~~打牙祭的片子            
(NA)	 我还是喜欢金铃，真实一些，虽然后面为了权势已经变得太坏了，但是真实            
(3星)	 第一次看电视剧里的人讲粤语~~~~            
(NA)	 结局很动人！            
(3星)	 本来觉得饰品很华丽，于是忍着看下去了，没想到后来发现饰品也很杯具。。。            
(3星)	 没金枝欲孽好看            
(4星)	 相较于三好的那么多好,我还是比较喜欢有&#34;人性&#34;的金铃..即使他在最后疯掉了,但是,它只是为了在宫里生活下去 ...作为一个女人,除了能够想尽办法往上爬..你还想怎么样?他又不像三好有那么好运..所以,只能说他没碰到个对的人..不然他才是最符合的人!!!            
(NA)	 女人间的钩心斗角，还是喜欢金枝欲孽            
(2星)	 受不了了 怎么tvb的水准下降到这种程度了            
(NA)	 比不上当年的金枝欲孽            
(4星)	 打发时间。            
(NA)	 打发时间            
(NA)	 一场没有刀光剑影的斗争。            
(3星)	 给个仁慈的表示，圣母的力量是雷人的。唯一的收获是我喜欢上了杨怡（也第一次觉得她漂亮）            
(5星)	 爱杨怡！！！完美的宫斗大作！            
(4星)	 内知某知啊？内某知，吾知啊            
(4星)	 恩，刘三好太好了，让人感觉不真实~~            
(3星)	 没有巡礼片拍的好            
(2星)	 古时候的高大全  太烦这种说教了            
(3星)	 洒一把狗血~再撒一把狗血~~            
(3星)	 冲着刘三好的名字，就对这部片子没有了什么兴趣，剧情也是差强人意，我也不明白为什么会有这么高的收视率，如果要归功的话，那也只能说是杨怡了，其他的角色，哎。。。。。            
(NA)	 剧情失望            
(4星)	 没看完，貌似和大长今的确有些像。给我留下印象很深的是“说好话，做好事，存好心”。不过有了三好，就有了快乐么？            
(5星)	 一直喜欢TVB的剧，不仅是演员演技颇好，剧情也是很吸引人，充满悬念            
(4星)	 杨怡一个人在后宫搞，就没意思了，不过她还是演的不错，喜欢这个浓重的造型            
(NA)	 剧情发展好慢，而且真的很像大长今，不喜欢，所以没看完            
(3星)	 没金枝欲孽看的过瘾，后宫之争嘛，怎么最后只有两人乱闹            
(1星)	 难得有我没看下去的ＴＶＢ电视剧，这算是一部吧～～～里面都是好人，实在看不出怎么有“心计”，一切都只是误会吧。。。和巡礼片有太大的反差了。。。            
(3星)	 我又是看了一半就放下了 没有好看到让人追着看的地步            
(3星)	 非常不现实的三好            
(3星)	 刘三好太假，那么好的人怎么会在险恶的宫中一直平安长大呢。我很疑惑。            
(3星)	 斗啊斗            
(3星)	 被老婆逼着看的……            
(4星)	 因为佘诗曼才关注这部大热的剧集，感觉剧情似乎过于草率，特别是最后的结局，但总体来说还是部不错的剧集            
(3星)	 勾心斗角，尔虞我诈            
(NA)	 剧情确实单薄了些，最让我感动的还是钟雪霞和布吉祥这一对。            
(3星)	 一般一般，还算可以            
(3星)	 哪有刘三好这么好的人~~~真假~            
(NA)	 今天。你宫心计了吗？            
(3星)	 陈豪在戏里好像玉皇大帝穿睡衣的样子。。。            
(3星)	 一般里面的人好飘飘            
(3星)	 整体还好吧！不过就是最后虚构的太离谱了…            
(3星)	 三好三好大家好才是真的好            
(2星)	 真的很无聊！很TVB!很local的东西啊！！！            
(3星)	 很难相信三好从小就是生活在宫里，尔虞我诈的环境不可能铸就一颗不设防的心。三好政策无疑会使人死的更快，这是剧本最大的漏洞。金铃被导演刻意抹黑让剧情变得乏味庸俗。还是比较喜欢关菊英和米雪的争斗，揣测和好误会揣测……两人经历了考验之后终于重归于好，这才是真实的。            
(4星)	 看勾心斗角其实很爽            
(3星)	 练习粤语            
(3星)	 很老套的故事，比起 金枝欲孽，差远了            
(NA)	 其实很一般            
(3星)	 不管收视有多好，香港剧集就是香港剧集.......几十年如一日的，熟悉得都快烂掉了.......同时我也特不待见陈豪            
(5星)	 这是让我练习粤语的第一部片子±有感情啦 哈哈            
(2星)	 美女帅哥老面孔，粗制滥造旧剧情！TVB真的木有题材了么？            
(3星)	 剧情莫名其妙~~            
(3星)	 内容不错，结局不好            
(NA)	  有点头重脚轻            
(3星)	 照金枝欲孽差好多呀，还可以吧            
(3星)	 我觉得刘三好假的一塌糊涂啊            
(2星)	 一般般，之前已经出过类似宫廷争斗的片子，没什么跟新意......            
(3星)	 看过了《金枝欲孽》，再看《宫心计》，感觉确实很一般。除了杨怡的角色有些出彩外，其他都很中庸。            
(4星)	 凉凉吉祥~俺就是喜欢看后宫            
(4星)	 女人何必如此歹毒…结局像神话…            
(4星)	 华丽的服饰妆容和布景，好一个盛唐，我喜欢            
(2星)	 脑惨，无聊的肥皂剧            
(3星)	 我是真的受不了一直一直出现“做好事 说好话 存好心”...点到位止嘛            
(NA)	 很大长今 很弱 当它面对金枝欲孽的时候            
(4星)	 宫廷故事,还不错            
(4星)	 陪我走过了一段空虚的日子            
(3星)	 我觉得跟着更新看电视剧比较容易吸引观众，现在想想如果不是我跟着更新看，我一定从第一集跳到最后一集看，里面的角色都太假了            
(3星)	 还是金枝欲孽好看。。。            
(NA)	 结局太潦草~            
(5星)	 昨晚刚看完，喜欢TVB.喜欢这样的宫廷斗争。杨怡和佘诗曼演得很出彩。            
(3星)	 剧情一般。            
(3星)	 真想抽那个刘三好            
(3星)	 实话说 tvb水平差了 结局仓促  亮点都在化妆上了...            
(5星)	 唯一缺点是以女人为主角            
(5星)	 这一刻是糕点，下一刻可以是砒霜            
(3星)	 皇宫里的人是不是说啥秘密都生怕别人听不到还非得选敞亮的地方||| 姚金玲和马太监恨不得把坏字写到脸上，瓜到这种地步了为毛他们还能混得这么好，锤地|||            
(NA)	 听完片头曲 其实想放弃看下去的想法的，            
(3星)	 嗳，陈豪这眼妆真够囧的……            
(3星)	 其实就是觉得~历史真的是这样么~~无意义的剧情~~不可能出现和存活的三好~~打发时间~还是在浪费时间~自己也不知道了            
(4星)	 好像大奥啊~~这种戏最适合寂寞的时候看了~            
(NA)	 情节生动            
(3星)	 不相信好心会有好报。。            
(3星)	 情节人物安排不能理解，华服化妆还行。            
(3星)	 演员的扮相实在不想说什么了            
(3星)	 跟金枝欲孽的差距不是一般的大            
(3星)	 边连载 边看的 是tvb的风格 陈豪妆有点过 。。。。            
(4星)	 服饰很好看，妆容精致！            
(2星)	 看完就学会一成语 蠢钝如猪            
(4星)	 TVB就是出了太多这样的剧情了，有点乏了            
(3星)	 服装很好看……对故事却越来越失望！            
(4星)	 虽然皇帝妆太重，女主过分完美，好看。            
(3星)	 TVB的片子，总是有兴趣看的。好人有好报，主题还是不错的哈。            
(3星)	 5合理的地方实在太多了            
(5星)	 灰常好看            
(4星)	 看完宫心计。觉得TVB的剧集越来越不尽人意了，但是四颗星还是要给的，谁叫TVB的吸引里确实无法抵挡呢。。。            
(5星)	 我爱三好。            
(3星)	 跟&lt;&lt;大长今&gt;&gt;比起来实在是差太远了~            
(3星)	 我看了半年了，终于看完了……            
(4星)	 女人之间的手段！            
(3星)	 还行吧，相比这一系列古装剧，我更喜欢《创世纪》那类的商业剧~~            
(NA)	 杨怡演的不错，给她加油！            
(3星)	 很养眼啊，就是有点对不住历史            
(NA)	 在学校是寝室人一块儿看的，一星期五集，当时等的很纠结……            
(4星)	 友情不是坚不可摧的，它很脆弱，会输给欲望。            
(3星)	 最后那结局太乱整了涩~            
(3星)	 刘圣母最会扯            
(NA)	 感觉就是抄袭韩国的大长今！            
(3星)	 看完很郁闷  相当郁闷啊  希望陈豪 佘诗曼在一起啊  烦            
(3星)	 故事有点老套..演员还行            
(3星)	 故事一般吧，不过杨怡这次真的“狠”！呵呵            
(4星)	 想象中的结局。。。            
(NA)	 圣母            
(4星)	 看看还可以，但是貌似有点逃脱不了tVB古装剧的俗套            
(2星)	 成功的浪费了我的时间。。。。            
(3星)	 三圣母，不喜欢这种好角色            
(2星)	 三好太善良了。让人觉得善良的不可信。没看完。            
