http://movie.douban.com/subject/4812751/	成均馆绯闻 성균관스캔들
(5星)	 有天演得真好，朴敏英这型也不错，宜男宜女，宋钟基像朵花一样，美，刘亚仁还是演放浪不羁的角色吧，老实的看着别扭。都很好，就是最后一集的最后一个镜头太。。。雷了。。。            
(4星)	 今天刚看完，还不错，就是结尾又是有点潦草。。。总体不错            
(5星)	 养眼的剧，情节虽然有时拖沓，偶有小bug，但整体还是比较不错的。            
(4星)	 有仟的电视剧，必须支持。背景故事很新鲜，不错~但是不够彻底和真实，到底还是以爱情为动人之处。不过至少剧里涉及爱情的部分还是少的，挺好。不腻            
(4星)	 女林女林~成大校草非你莫属~            
(5星)	 我爱女林！我爱十年知己桀骜！桀骜是女林的 女林是桀骜的！你俩继续欢腾下去吧~！！！！所有配角们都是那么那么有爱~！！！我爱这剧~！！！            
(5星)	 喜欢就是喜欢            
(4星)	 韩国古代版F4+梁山伯and祝英台            
(NA)	 结局充满喜感~~            
(5星)	 我爱TVXQ  也爱这部电视            
(4星)	 为女林马克。。大爱啊~~            
(3星)	 这3分全都是给宋钟基的。还有桀骜            
(5星)	 每个男的都超好看我没办法不花痴啊啊………= = 我HC到底了……严重推！            
(4星)	 还不错~ 就是搞不懂怎么好意思一口一个论语的呢！！            
(4星)	 结局很搞笑！很有读书人的风范，一切都是从书中学到的，包括**XX。呵呵！有爱！            
(4星)	 有天有天有天            
(3星)	 轻松的青春偶像韩剧需要宽容的对待，看着开开心心的就足矣。            
(4星)	 是因为两个男配才打四颗星了，不要误会 -  -            
(3星)	 中间一大部分都没看，传言女猪是整形的面目全非，我捶地。            
(5星)	 最近追的剧，虽然依旧无耻地喜新厌旧了，拔过还是推荐~~~PS:各种美男各种CP各种腐，任君选择~~~            
(5星)	 把淘气之吻挤下去是有原因的。            
(5星)	 ~^_______________^~            
(4星)	 女主是炮灰，CP已配对            
(3星)	 还行吧，对男女主不大有感觉            
(4星)	 本来以为梁祝+花样少男少女的翻版没啥好看的，但还是沦陷了。喜欢佳郎，为了控制自己的心而答应的婚约，一边小虐女主一边又把自己弄的身心俱疲，向男儿身的女主告白的那段很到位，溪边落水前所说无法控制自己那段更是让人小心肝一颤一颤的……后面可能要狗血了，不过就这么看看也不错~~~            
(NA)	 中国的论语学的挺好的么...            
(5星)	 唔里有仟呐~唔里宋钟基呐~人才啊！好剧！            
(5星)	 挺温馨的，有点搞笑            
(5星)	 等我有流量的。。。            
(3星)	 弃            
(3星)	 韩版梁山伯与祝英台。但男一不是我的菜。            
(5星)	 古装版女扮男校园剧 混合政治阴谋神马的 核心还是我爱你你爱不爱我之类纠结死人的内容 却看的人一愣一愣的 男二男三大亮 女主也靓            
(NA)	 韩国能不能别再拍女扮男装的剧了？有没有点新意啊请问            
(5星)	 李善俊的个性跟我简直一模一样啊……同道中人！            
(2星)	 终究是没能看得下去，没发型啊没发型            
(3星)	 这个剧的确有点太拖沓了。。。有很多都没必要的描绘。。。剧情有点混乱            
(5星)	 pretty good            
(5星)	 其实我喜欢桀骜            
(3星)	 想先死一下下            
(5星)	 养眼的男猪和男配。。可爱的女林。            
(4星)	 为了有天去的。。。。还不错            
(4星)	 女林  简直太帅了。。。            
(4星)	 又成为回忆了~这是一部看到一些情节会让我欢呼的电视剧~喜欢女林喜欢大物喜欢佳郎喜欢桀骜~最爱女林~~~            
(4星)	 开头不知道讲啥故事，看看也还好，下面要追着看不知道会不会觉得进展太慢了，男一真赞，好男人，那些对白太感人了，还有那眼神，女林也可爱的要命，美的要命，那么聪明，不知道后面还有什么故事。            
(3星)	 。。。偶尔            
(4星)	 钟基古装真给力....剧情没怎么看懂...            
(4星)	 意料之中的烂尾，给姐个续集吧            
(4星)	 看着看着又没劲了            
(NA)	 梦想与热血吧。突然觉得朝鲜是个自强不息的民族。这样的爱情，多么美好。这样的友情，多么美好。是在人世间，总也见不到的热血和理想。            
(4星)	 冲着几位主演去的，剧情发展实在是太太太太太太漫长。。。            
(3星)	 刚看的时候觉得很不错 几个主角虽然面孔颇生 但是把女扮男装混入校园的常见剧情演的别有一番情趣 也令我刮目相看了不少。。。 从18集开始 没有耐心再追下去了 估计编剧实在玩不出什么新花样变只能拼命向politics靠拢来避免落入俗套 着也是韩剧常用的一种手法吧            
(5星)	 古装外衣下的偶像剧 消遣挺不错的~            
(5星)	 朴有天太帅了，宋钟基太可爱了，这韩剧好有看头，实在是令人开心。            
(NA)	 最近很火……            
(5星)	 很有趣，我很喜欢男二男三            
(4星)	 桀骜好萌            
(5星)	 一如既往的支持男二，男三            
(5星)	 男一男二都让人喜欢~            
(4星)	 让人很轻松愉快的电视剧            
(5星)	 这里没有男一.男二.男三,全是男主.            
(4星)	 요림아....6002아....            
(2星)	 没得劲。            
(4星)	 为何结局总是那么得不完美呢？            
(4星)	 近年来唯一看得下去且迷恋的韩剧……            
(5星)	 女林真美好。。牛奶男。。            
(5星)	 很好看，佳郎、桀骜，女林还有大物四个主角都很喜欢            
(3星)	 我纯粹为了女林才看的。女林完全有愛。哈哈。            
(4星)	 给力的男三            
(4星)	 哈哈哈哈 最近很萌的电视剧~            
(4星)	 颜            
(5星)	 到目前为止我觉的很有意思啊为什么收视率这样呢...朴有天的演技着实的让我大吃一惊。TAT去当演员算了！            
(4星)	 总觉得桀骜和女林该发生点啥~其实暧昧才是亮点，男主万岁，女主最好是打酱油的= =！！！            
(5星)	 大米好帅，这部剧不止男一号，连男N号都很给力！还有，送给女二号芙蓉一句话，天天读烂书，迟早变成猪。            
(5星)	 我喜欢女林！！~好喜欢！！！            
(5星)	 男2男3也太萌了^_^)y            
(5星)	 男二号X男三号的CP大萌啊&gt;///&lt;            
(4星)	 女林……这无疑是我能看完这部戏的最重要原因，不是说我腐。我坚信不会再有另外一个人能像钟基一样把女林演绎的淋漓尽致。女林爱着，却又爱着。桀骜太过愚笨，察觉不了女林的水晶玲珑心。当桀骜的一拳对向女林时，女林心中是怎么想的，我不知道。我只是看到了那透着泪水与心酸的眼眸和那盈盈的笑……            
(4星)	 好粉红的一部剧啊，不过确实演得好好喔。每次看到女林望桀骜那深情的目光，我都在想，这两人不在一起实在太可惜了！            
(4星)	 老姐推荐的，两天看了18集，期间一直琢磨宋钟基还演过什么，终于想起来了，这孩子太妖孽了，哈哈，            
(5星)	 缺爱、忘记爱、想爱、寂寞无聊时，看看吧！能解一些愁！            
(4星)	 具龙河演的真不错！            
(4星)	 一，男一男二男三相当般配。二，女配爱女主。结论：3P+百合才是重口味XD            
(5星)	 喜欢这样的故事，好看            
(5星)	 男主角们都很帅啊~！            
(4星)	 女林好可爱：）            
(4星)	 为女林打了四星。就酱。            
(4星)	 嘛……只是觉得有天挺帅的，否则不到4星……            
(2星)	 一集即弃            
(5星)	 女林啊~~~~            
(NA)	 好看            
(4星)	 이걸 보면서 감감이 좀 이상하다,어디가 영 불편하다            
(4星)	 好吧，我承认我对古代比较有爱            
(5星)	 很久没有这样追着看一部韩剧了。。。            
(5星)	 2010最给力韩剧。            
(4星)	 类似梁祝 高于梁祝~            
(NA)	 我就喜欢刘亚仁……我就喜欢刘亚仁……我就喜欢刘亚仁……疯鸟~~~            
(NA)	 处处都有JQ啊。。            
(4星)	 剧情一般 演员很好~~            
(5星)	 女林好可爱啊。。因为他特意去看了拜托아가시..虽然只有一个镜头。。赫赫。。            
(5星)	 桀骜出场时候的插曲，谁有啊谁有啊谁有啊~~~~~~~~~~~~~~~~~~~~            
(4星)	 漫长而期待的电视剧终于完事了。回味无穷哇。还是挺值得看的，不过有的地方真的挺韩国的。墨迹。            
(4星)	 韩剧的最后几集总是特别难熬，能让我快进着看完就是好韩剧。除了最后几集太拖，情节有时候白痴得让我忍不住想笑。。。之外，总体不错，演员们长得也够顺眼，四星。主要是，萌上了宋钟基！！！女林真是大大的亮点啊~~            
(4星)	 棒子总是用一堆美色来配合幼稚的剧情，各种美男，任君挑选啊。冲着有天看得第一集，看到女林出场就决定看下去了，桀骜虽然不是我的菜，演得还是很好嗒。大物演尤美的时候就很惊艳了，虽然推近景的时候双眼皮有点假，不过美色面前一切都是浮云啊。。。            
(3星)	 越往下看，越后悔了。开始给4星，现在给3星。再看，估计要给2星了。剧情太雷人了。受不了韩剧。            
(4星)	 一起去韩国的女生推荐的。有爱的片子。可供腐女YY。男三号最漂亮·！            
(5星)	 每个演员的微表情都给力啊            
(2星)	 你妹的，有梁祝在前棒子还能整出个啥            
(3星)	 结尾大爆笑            
(4星)	 还可以 挺搞笑的 男色哦~~            
(3星)	 剧情很烂，可是很喜欢这个男主角，花痴了            
(NA)	 为了宋钟基            
(5星)	 对有天改观了~~男主很励志~~            
(5星)	 最爱里面的那个妖孽..哈哈哈^^            
(5星)	 久违了的一部佳作 虽然故事情节总有相似之处 但是演员的表演服装剧情发展都很精彩 尤其是朴有天和宋钟基演的很棒            
(5星)	 怎么就那么喜欢看宋仔呢~哎呀爱死了            
(NA)	 好看，本来只是为了看大米，结果返现很多惊喜！！宋钟基什么的很萌啊~~女主角让人讨厌不起来，有天演得很好，刘亚仁很帅！！            
(4星)	 和同期姐姐说好什么时候也穿成男装去上课。哈哈哈哈~~~            
(3星)	 纯粹为了在中的ost 去看的。其实制作的还可以，但是剧情没怎么吸引我。不过宋钟基演的不错            
(3星)	 纯属YY男二和男三            
(4星)	 很喜欢            
(5星)	 美极了            
(NA)	 韩国就是出俊男和美男！！！宋钟基有点惊艳哎            
(5星)	 好吧，部分剧情有点狗血，不过仍不失为一部好作品，韩版古装F4加梁祝啊            
(4星)	 感谢这部剧让我认识了宋钟基            
(3星)	 一般般，故事不是特别吸引人，导演的编排能力有待改善，亮点较少。            
(5星)	 仔细看了的人都知道，喜欢全部主角，大爱女林~~~            
(4星)	 主要看女林和桀骜，其他人si到一边去！            
(4星)	 总体不错 是今年值得一看的韩剧 末尾我跳着看的 HE的结局不错哦            
(5星)	 是值得看的剧哟，有天和钟基不错啊，有天根本跟现实就是两个人嘛，不过我比较喜欢古装扮相。。。钟基的角色很讨喜，孩子长得太可爱了，喜欢的不得了。。。本年度我看过最好的剧，整体架构很经得起推敲，虽然这也只是一部YY的片子，不过，我相当能接受的了~~            
(5星)	 就是喜欢古装~            
(4星)	 这剧其实没啥内容~~~冲着朴有天去的，8过那角色实在没什么意思，朴该有的魅力都没出来！倒是宋钟基有点意思！那女主完全属于投错胎！本来也像个男的~~~和原著差很远啊！！刘亚仁还是头发放下来好点，梳好了完全地痞啊~~~            
(5星)	 女林啊。。哎。。。。。            
(5星)	 好看啊好看呐好看啊好看呐~~我除此以外说不出别的了···            
(5星)	 好吧   为了有天。。。其实还是挺好看的 。。。几个男主            
(5星)	 李先埈從只有禮法的書呆子變成會亂吃豆腐的男人了!            
(4星)	 还挺不错的，有点像梁祝            
(NA)	  我纯萌有天            
(3星)	 男三是个亮点            
(3星)	 就主角都不怎麼賞心悅目...古裝的偶像劇，還是怪怪的。            
(5星)	 算恋爱了！明年之前就不花痴了~            
(NA)	 喜剧 青春            
(4星)	 虽然剧情大众，但演员还是不错的。。            
(4星)	 钟基啊钟基~~~~~初衷是看小米 结果被女林拐走。只能说 这角色很讨喜~~            
(3星)	 桀骛师兄，你就和小女林在一起吧。。。            
(5星)	 ！！！            
(3星)	 男女主完全酱油  女林桀骜真有爱啊            
(4星)	 已经许久不看韩剧了，本来是为了在无聊之余鉴赏一下朴有天的演技而点开的，却因为宋钟基而追下去。            
(2星)	 虽然是micky，但是。。。            
(4星)	 woli可爱滴小有天~            
(4星)	 一开始就被宋钟基的丰富表情而惊艳到，一部喜爱配角大于主角的青春偶像剧            
(3星)	 请让桀骜和女林在一起吧阿门~~            
(4星)	 古装流星花园+偷偷爱上你+咖啡男子一号店+my girl+......!!!            
(3星)	 好吧。。我承认我是花痴一枚~~            
(5星)	 我爱宋钟基            
(4星)	 很可爱～～ 男二 男三都比男主出彩儿~ 还是没能坚持看完最后几集            
(NA)	 勉强追到第四集，看不进            
(4星)	 果然，女林真的很不错呢。感觉宋钟基还是古装好看呀。            
(5星)	 宋钟基 刘亚仁 不得不爱            
(4星)	 很轻松的剧，看起来也很开心。虽然剧情套路依旧不变，就像是“是美男啊”的穿越版，但是，男配角们长相上还是颇为客观。轻松的剧就轻松去看吧，收获的是好心情。            
(5星)	 史上最帅气的打酱油男三            
(5星)	 宋钟基和刘亚仁你们就虐吧！话说女同男同都有，这BJ  真给力！            
(NA)	 美男、青春、热血、隐藏的好奇心。。。。。。这就是王道            
(4星)	 我真的只对女林有兴趣~            
(4星)	 女林不错            
(3星)	 中国的梁祝+韩国的是美男=成均馆绯闻            
(3星)	 就是有点拖沓            
(5星)	 好久没看过这么好的韩剧了~虽然男一男二长的不是很给力~            
(4星)	 我爱女林~~            
(3星)	 冗长...            
(3星)	 帅哥美女的组合永远是我的最爱，但是总觉得没那么过瘾。            
(3星)	 韩国版梁祝，女主和男一二三都很有爱的说~            
(5星)	 美男  暧昧  古装 隐瞒 暗潮 女才子  学生官员            
(4星)	 韩剧的温婉，细腻，内心戏的丰富，这里面都有了            
(4星)	 好玩            
(4星)	 一星给剧情，三星给帅锅~            
(4星)	 女林啊，女林的一片丹心            
(5星)	 很欣赏宋钟基  那种说坏不坏 说邪不邪的感觉 很吸引人喏~~ but 不喜欢女主 总是哭啊哭的。。没劲。。            
(3星)	 喜欢俩男配，灭哈哈。            
(5星)	   喜欢轻松温暖的青春剧的千万不能错过这一部，如果你喜欢原来是美男，那么你一定喜欢这一部。只要开始看，你就会被里面的每一个人吸引，无论是主角还是配角，剧情好看有意思，每一次看到时间表上的小点在飞快的移动，我都超级不忍心看到，不想让一集那么快就结束啊。期待下一集！            
(5星)	 15集太给力了！现在终于发现 沟  是辨别男女的好方法！ 哇哦哦！！            
(5星)	 我比较喜欢配角，看来我果真是配角控。。。            
(5星)	 嘻嘻...            
(3星)	 女扮男装，偶像剧，泡沫剧，一笑而过            
(4星)	 感觉里面男角们五官都小小的感觉。清新是说得上的。            
(5星)	 闹木闹木喜欢~~            
(4星)	 管你是不是人造的，大物的嘴唇把我完全迷倒了！            
(5星)	 华丽丽的男主们~真想一个个都推倒，哇咔咔~            
(NA)	 据说是假腐剧。。。            
(4星)	 大陆的编剧也，给力点嘛！            
(NA)	 个结局都太赶啦吧            
(5星)	 挺好的一部韩剧，通过这部电视认识了东方神起并喜欢上了，很伤心他们的解散，由衷的祝福JYJ，加油！你们会成功会开心的！            
(4星)	 我自寻烦恼的时候逃避现实，调整心态的……            
(5星)	 怨揪花瓣，情何以堪？恨数繁星，忿而不言。为生不腐，死有余辜。泮村内外，幸甚至哉！             
(3星)	 没看的下去。。。            
(5星)	 我觉着就该改名叫【别扭男李先埈的艰难爱情】。。            
(5星)	 喜欢男主            
(5星)	 像梁山伯跟祝英台~            
(5星)	 哇哈哈，各种帅哥撒。。。颓废的是竟然因为这个剧喜欢mickey啦            
(5星)	 oh，yeah~~~够腐            
(3星)	 宋钟基很好看，            
(4星)	 只为女林            
(5星)	 剧情很吸引人噢！~~            
(2星)	 还可以吧，最近一直再追，这部剧里俊男美女很多，故事也很纠结，尤其适合那些喜欢女扮男装混进男孩堆里得到众多男主爱慕这种情节的人观看，不过很小说有一定的差距，总觉得情节发展的有点缓慢……            
(4星)	 女林！~            
(5星)	 冲着我家爷和敏英姐姐去的~结果被女林秒杀。。。高举女林桀骜大旗，表示要把男色进行到底~完满的佳物，希冀的桀骜，没有结局的女林T.T            
(5星)	 妖孽啊 妖孽 成均馆 通            
(5星)	 我的天。太好睇啦~~~！！结局好搞笑。            
(3星)	 看到16集，弃了~开头还行，越看越无聊，剧本比较怪，女林还挺有爱的。            
(5星)	 好久没有遇到喜欢看的韩剧了，久违咯            
(3星)	 没想到男一正好小一轮，我老了亚。侧面和某些时候显得帅气。作为歌手还不错，现场的掌控力还可以更好。舞蹈也不错。男三女林演得挺放松。没看出来是梨泰院里的受害者。10来集的时候很拖沓。知道是女人这关过了，还有家仇在。真是抄了一套抄另一套。好在青春无敌。帽子太搞笑了。            
(4星)	 把传统的文化的东西结合进来，历史青春励志偶像剧。不错。            
(4星)	 蛮喜欢有天的 女林也特可爱 总之值得一追的             
(5星)	 养眼啊，真的好养眼啊，好喜欢的，又好笑            
(5星)	 本来是为了有天来的……看到现在发现“佳郎”“大物”“桀骜”“女林”甚至是“掌仪”都很非同凡响啊……唯一有点儿小遗憾的是敏英男装时有点小小的婴儿肥啊……不过很可爱的样子……            
(4星)	 哎呀呀，可爱的宋钟基            
(4星)	 虽然是有天演的，我喜欢神起，但是要说这个~剧情确实有的~，像我们的《梁祝》，不过也有他们自己的味道和感觉！男主角电视了，虽然演技还需要加强，但是却有自己独特的演戏感觉。女主角，是从MV开始走入荧幕的，也拍了不少韩国的其他电视剧，演技还是可以的，不错~是一部值得学习和观看的一部剧~            
(4星)	 女林啊(*＾▽＾)人(＾▽＾*)            
(5星)	 很不错            
(4星)	 这是神马结局！！！！！！            
(3星)	 当然是男二            
(5星)	 男一、男二、男三各有各的好，都挺喜欢的，特别是女林哦            
(4星)	 搞半天大家喜欢的都是女林            
(5星)	 美好啊，最抢戏的男二男三啊！！            
(5星)	 就冲着有天，无条件支持啊            
(NA)	 我要祝福桀骜和女林            
(5星)	 近年来最喜欢的韩剧~~            
(5星)	 各种给力各种吐血各种搞笑各种嚎叫……强烈推荐不废话            
(5星)	 재미있는 것이야!            
(3星)	 宋钟基曾水灵，OST不错，鉴定完毕            
(3星)	 可以选 却不是必选项            
(NA)	 古装的韩剧我实在是看不下去啊！！虽然评分很高~可是还是看不下去~~~            
(5星)	 俺爱有天~            
(4星)	 超级喜欢宋钟基和朴有天~哈哈~~~            
(3星)	 男主们都很给力啊，剧情太拖了……            
(4星)	 看到14集,这货是华丽丽的BL了阿     20--结尾真仓促,不过看韩国拍历史片的确是惨不忍睹的,拍感情戏还不错.                     哎,下周韩根锡回归了阿,那撒外出中了            
(5星)	 还不错            
(4星)	 犯了花痴。            
(5星)	 还是那句  女林是才亮点。            
(5星)	 太有爱了。。。            
(NA)	 感觉有点象韩国版的《梁山伯与祝英台》，现在正在追，做为消遣还是蛮好的，呵呵~            
(4星)	 女主好漂亮啊            
(5星)	 喜欢粉嫩粉嫩的女主角，各有千秋的男主角们...            
(3星)	 OMG，为什么我一看到男2号卖萌，我的小心肝就会颤抖。还是适应不了呀            
(5星)	 这部剧最大的看头就是人物美型，剧情勾人还有华丽丽的古装！^_^            
(3星)	 宋钟基乃萌物 无意外烂尾 无聊时追追狗血剧也很欢乐 顺便期待下接档的玛丽外宿中            
(4星)	 为何掌议的双眼总是红着，难道是被妒忌熏红了？？具容夏一直笑得那么无害，她也总爱牵起嘴角 灿烂笑终于追完了~~            
(4星)	 赞赞赞.只能说所有角色都是大爱.            
(4星)	 很赞，看过好久了，忘了改了            
(5星)	 演得很好            
(4星)	 里面有个小白脸啊 小白脸~            
(5星)	 有点像日剧《花样少男少女》有仟和宋钟基在里面的微笑实在是无人能匹敌，剧情还可以并不是十分的枯燥，偶尔也有点搞笑，打破了韩国古装剧的沉闷，强力推荐哦……            
(5星)	 没理由~~            
(4星)	 挺可爱的结局有点烂- - ～            
(4星)	 还蛮好看的  可是看了10集就看不下去了            
(5星)	 我喜欢暧昧，喜欢男色，喜欢女扮男装。剧情紧凑有趣，令人心动激动。好喜欢啊！（=-=掩面逃走。。。）            
(3星)	 轻松!            
(4星)	 梁山伯和祝英台            
(4星)	 还是挺经典的韩剧，值得用来消磨时间，比《是美男啊》好看很多            
(4星)	 本来是冲着朴有天去瞟一眼的，但是一眼就被宋钟基给吸引了。亮点在宋钟基，            
(4星)	 第六集后比较好看了            
(5星)	 剧情不重要了。演员很好。            
(3星)	 美男在哪里  以及  支持现代美男            
(3星)	 嘛嘛~~老套，但是还行~            
(3星)	 宋钟基的演技果然好到惊人啊~！韩版古装花样少男少女啊~~不错，有天很帅气...            
(3星)	 去年追完的一部韩剧。男主女主男二男三都很美！            
(5星)	 好基情！            
(4星)	 韩剧总是开头还不错 后面就牵强了 不过还好里面有养眼的帅哥            
(4星)	 17集之后就不好玩了。。。            
(3星)	 越来越俗也 = = 看到第几集就没瘾不看了            
(3星)	 为了看小可爱宋钟基，真是一般般，看了几集            
(4星)	 happily ever after.为了男猪脚和男二男三，以及古装版F4，值得一看            
(3星)	 小宋你是男一！            
(2星)	 为什么评分这么高？受不了他们说话的腔调。            
(5星)	 本年度大爱的一部韩剧，红了男二号，华丽丽的女林啊            
(5星)	 即使睁开双眼也是一片茫然，这就是人生。。。成均馆BJ大人就像作文考试最后来不及了仓促结尾啊，不过还是赞一下这部不错的剧吧。            
(3星)	 我是被姐姐抢了电脑逼着看的，我就纳闷了，女主那身材，还有动不动就眼泪在眼眶里打转的样子，瞎子都看出是个女的了。。。看来南棒子的片不能太较真            
(3星)	 如果我說，比起劇情，我更enjoyKate的劇評，會不會有些失敬呢？好吧，我还是乐意承认“女林”还蛮不错的！            
(4星)	 韩国山寨版梁山伯与祝英台。没想到micky还能那么一本正经，辛苦了！不过我还是喜欢那个女林^^好可爱啊，哈哈。看这种片子最大的好处就是不用费脑子，只需看脸蛋儿~            
(NA)	 看不下去了            
(5星)	 女主太可爱了~~            
(4星)	 我想全把分给女林和桀骜行么= =无论是角色还是西皮他们已经占了所有注意力= =            
(5星)	 八错八错            
(3星)	 为看帅哥跟的~  宋钟基是我的新宠~             
(5星)	 我的男人~！            
(4星)	 除了第一男主角都不错的一部片子，还在追剧中            
(4星)	 有天好帅呀 钟基好萌呀            
(5星)	 不错哦            
(4星)	 《梁祝》+《花木兰》？            
(5星)	 帅哥 口水。。。            
(4星)	 虽然给我一种有点像‘原来是美男啊’的感觉。但其实还是蛮好看的。虽然我是神起的fan，但也不是神起的所有剧我都会看。有天的演技真的进步很大，让我很吃惊呢！            
(4星)	 爱了那么多年的朴有天吶！很有爱的！and 女林怎么那么萌那么可爱啦！！！            
(5星)	 宋钟基太可爱了            
(4星)	 不错不错~            
(3星)	 这么高的星，我看过感觉很一般。 个人更喜欢桀骜，有气魄，有胆识，冲动难免.. 佳郎 真的腹黑。一般般 一般般            
(3星)	 一句话概之，就是梁山伯与祝英台的韩国版。还是弃剧了。            
(4星)	 韩版梁祝~~~            
(5星)	 大米有很大的进步哦，Fighting！！！！！！！！！！！            
(5星)	 我的有天有天。啊啊啊啊。            
(5星)	 好看            
(5星)	 十分给力的男二以及男三，结尾似乎仓促了那么一点点            
(4星)	 我爱文在信 可是貌似他注定是个悲情人物 于是我又好心碎 真的...            
(4星)	 我看你一眼就激动，看你风中的侧脸就觉得整个世界都只剩下这一个画面。            
(5星)	 改了改了。。史上第二号看韩剧            
(5星)	 好看，，好看，，女林太乖，太可爱了。。。O(∩_∩)O~            
(NA)	 非常可爱            
(3星)	 宋钟基太cute啦！            
(4星)	 桀骜！            
(4星)	 美男啊美男 可供消遣            
(4星)	 现在流行腐剧？            
(5星)	 腐女因子要不得            
(4星)	 喜欢女林超喜欢            
(4星)	     梁山伯祝英台，其实是可以有另外一种演绎方法的~            
(4星)	 发现我已经不适合看这种纯情片儿了...T_T            
(3星)	 男一是败笔，男配很给力大中国文化之于棒子，很可悲            
(5星)	 原来朴有天可以这么可爱。            
(4星)	 我就是当小腐剧来YY的~~哦耶~结局真萌，哈哈哈            
(5星)	 超好看！女扮男装是我喜欢的style！            
(5星)	 虽然剧情有些拖沓，不过里面的主角都是大爱！            
(NA)	 钟意MICKY            
(5星)	 好看！但是希望不要演的过长            
(4星)	 里面很多帅哥哦 女林的表情很可爱            
(5星)	 说实话吗，剧情很一般而且太拖了，女主也不是很得我心。就是为了有天才给五星的，虽然里面很喜欢女林，长的太有爱了，希望他不要和芙蓉花配一对啊~            
(4星)	 很狗血的剧情，不过不错啦，不仅有男一，还有男二男三撑着。。看点多多啦            
(4星)	 偶不看韩剧有一阵子了，前些日子看泰剧，闹腾得不行，部部大打出手，所以又开始看韩剧，安静些。反正是俊男美女养眼就好了，剧情稍觉拖沓还能接受。谁让偶就是俗人一枚呢~~~~            
(3星)	 前段兴趣昂让，后面索然无味            
(5星)	 女林！女林！ 不解释。            
(3星)	 抵抗不了花美男的诱惑啊            
(3星)	 睇到最後發現宋鍾基真係好靚仔~            
(3星)	 朴先生的……            
(4星)	 好吧，我不迷什么东方神起，我只想说，男一狠僵硬（也许是剧情需要），男二狠苏志燮，男三狠销魂，男四狠霸道……女主狠好命（家门不幸神马的都是铺垫，连女二都拜倒你脚下）……            
(5星)	 我是贤重的饭，但我承认有天的演技真的比贤重的要高许多……            
(4星)	 无处不在的色情啊，诱人的小嘴啊，后面几集有点弱            
(5星)	 一个美好的爱情韩剧，值得看。            
(3星)	 朴有天            
(5星)	 好久没看韩剧了，这部很有爱，就是剧情慢了点，小桀骜和小傲娇~~华丽丽的couple！大米演的也不错！喜欢他的笑容！            
(3星)	 男的帅，女的靓，看的很养眼。            
(1星)	 超级无敌意淫无趣无聊加装13            
(4星)	 前半部的时候，宋钟基的表现很惊艳，可以留意一下~            
(5星)	 超级喜欢！！！            
(4星)	 女林果然很有魅力！但是却因此片 大爱micky            
(4星)	 哈哈哈哈            
(5星)	 还在跟。            
(5星)	 呵呵~~~很有趣~~很让人开心的韩剧            
(5星)	 两个月，终于追完了，最后一刻有一种失落感。。。以后还是不能追剧啊。。。伤身伤心            
(5星)	 好看好看好看            
(3星)	 比梁祝要丰富，至少矛盾的设定要深刻一点，拍的很精致，但跟日剧的精致是不一样的，远远不及。话说怎么那么热爱歌颂他们的君主呢？呃。。。            
(5星)	 古代版F4 +梁山伯与祝英台。女猪脚太美了，真的好美啊。超级爱女林，表情太可爱鸟            
(5星)	 帅锅一坨一坨            
(5星)	 请赐那两个男配给我吧！！萌翻天了！！！请赐给我吧！！            
(4星)	 宋呕爸！            
(2星)	 男2和男3太合我心水            
(3星)	 女林和桀骜你们可以尺度再大一点。            
(3星)	 我只是喜欢女林而已 不过韩剧真是拖的要死 不快进我真的会疯            
(4星)	 越来越有意思，渐入高潮了。            
(5星)	 猜得八九不离十也还是喜欢看            
(5星)	 古代版“是美男啊”            
(5星)	 我 有天 我 钟基 我 亚仁啊 你们太坏了            
(5星)	 励志、粉红。            
(5星)	 朴有天 宋钟基 朴有天 宋钟基 .....哦吼吼吼~            
(4星)	 古裝版の原來是美男            
(5星)	 这个结尾 呃、            
(2星)	 弃            
(5星)	 忽略与梁祝相似的这一点，，，总体来说还不错，棒子国向来想象力丰富……奔着有天钟基来看，，演得都很好啊，剧情也有看点，OST的歌曲也好听            
(5星)	 五星给我亲爱的男三号!!!  这部电视剧不是一般的好看.. 好看到内牛满面...            
(3星)	 看到后来就没劲了            
(5星)	 很喜欢，大力推荐！            
(4星)	 男主的性格~~~~            
(4星)	 男二男三啊            
(4星)	 完结啦~            
(5星)	 很不错的 纠结之后的大团圆 特让人满足              
(4星)	 宋钟基,你可不可以不这么可爱啊~~~~            
(4星)	 剧情是一般啦~但是各种帅哥让人想一直接着看~            
(5星)	 满喜感的~~            
(5星)	 我爱宋钟基！！！！！！！！！！！！！            
(5星)	 有天和宋钟基都很帅呀，支持一下~~            
(5星)	 最近看的花痴剧            
(5星)	 Nice！            
(5星)	 当我被女林秒到时，我就决定要追下去了大物的女装真是惊艳，期待更多粉红~            
(3星)	 比起之前的宣传失望很多,不过宋钟基在这里真的让人不得不爱.            
(NA)	 好好看啊            
(3星)	 韩版《梁祝》，独特很新颖，朴大米依然很有爱，男三很惊艳~            
(5星)	 阿一古，三只啊，姐爱你们一万年。。。            
(4星)	 不错～            
(5星)	 喜欢喜欢喜欢喜欢            
(5星)	 韩剧的水平在不断提高，大陆剧还是那么不堪入目            
(5星)	 成均馆唉，看看孔子和儒家文化和科举制度如何在古时的棒子国扬威哈！            
(5星)	 还不错~            
(2星)	 看不下去……            
