http://movie.douban.com/subject/4067152/	行尸走肉 第一季 The Walking Dead
(4星)	 还行吧 比较真实吧算            
(5星)	 期待第二季。            
(3星)	 作为丧尸片，太温情，作为温情片，又太丧尸。特效很不错，可惜故事太普通。            
(5星)	 很过瘾，所以心甘情愿掉大坑里了。。            
(4星)	 略僵尸活死人片无数，我承认waling dead的某些场景还是把我给恶心到了。。。            
(4星)	 为毛第六集就完结了。。。。            
(3星)	 赶脚很一般呀。。一群幸存者的故事基本跟迷失架构差不多么= =            
(4星)	 第一季完结            
(5星)	 至少第一季目前还是不错的  难保以后如何  大体电视剧都是这样吧            
(3星)	 极端状况的人性            
(5星)	 植物大战僵尸以及CS混血版。。。            
(NA)	 很耐看 刚看第一集开头时 那两人在车里对话很沉闷 后面的就一直勾引我看下去 哈哈 正在下第六集 期待第二季            
(5星)	 为什么它们可以跑这么快？！            
(2星)	 真是想不到这个导演是拍肖申克的救赎的            
(4星)	 嘿嘿，我就爱看丧尸片。            
(3星)	 情节粗糙弱智            
(4星)	 还是很给力的很多细节的地方！            
(5星)	 好看···害得我每次走暗处的时候都犹豫一下·            
(4星)	 各种类似片的影子.不过作为美剧,挺精细了.不知道是否会有下季,又会如何发展.            
(5星)	 =。=~还是挺不错的~            
(5星)	 快点更新吧~ 超正！            
(5星)	 丧尸题材的都快拍烂了,但是这个片却别具匠心            
(4星)	 六集太少。。。            
(4星)	 吸血鬼是无法和僵尸媲美的！挺好的，就是剧情有点老套，应该还有后续剧集？            
(5星)	 作为僵尸剧集，实在很有深度。赞赞赞，相当好看惊心动魄扣人心弦啊。就是第一季太少了，期待第二季。。。            
(5星)	 强烈推荐            
(3星)	 凑合看            
(4星)	 最后一集不错            
(5星)	 Zombie是我的最爱啊            
(5星)	 讨论人性的末世朋克~ 真的很好~ 看看自己是谁？人还是僵尸？婊子还是圣人？            
(4星)	 僵尸一般，关键是看演员们在这种情况下面的各种丰富表情想法和细节            
(5星)	 喜欢生化            
(NA)	 喜欢僵尸片            
(4星)	 更倾向于人性            
(5星)	 精彩绝伦            
(3星)	 有点吓人            
(4星)	 虽然看多了丧尸片感觉都差不多，不过还是拍出了新意，比如人们躲到了高山上，以及人物间个性的差异碰撞出的火花~~~            
(NA)	 The Walking Dead S1E5看完.越来越认识到，人性的丑恶是与生俱来的。很多人虽有着生命的躯壳，但其内心就如同行尸一样。最后CDC的大门终究是打开了，发出的光芒如同上帝的拯救。把瑞克从人性崩溃的边缘拉了回来             
(4星)	 该导演执导过  肖申克的救赎            
(5星)	 僵尸片爱好者的心头好            
(3星)	 僵尸片 一般            
(5星)	 强烈建议边看边吃零食            
(4星)	 吃饭前或者吃饭中看不错。 中午就喝了一碗粥...先争取今天不吃肉肉...            
(4星)	 看完电视剧又看了一遍漫画！而且还是没有中文翻译的漫画- -            
(NA)	 期待下一季            
(4星)	 丧尸片百看不厌            
(2星)	 节奏拖沓了点            
(3星)	 好久没有僵尸片看了！爽个。不过难逃电视剧进程过慢的毛病，第一季几乎没什么高潮            
(5星)	 第一个丧尸类电视剧啊，超给力            
(5星)	 非常精彩！            
(NA)	 一个晚上全部看完，爽得我浑身打哆嗦，晚上做梦都在狂奔。            
(4星)	 2010-12-04 僵尸也有连续剧...            
(3星)	 下一季是不是得等到明年万圣节 = =            
(4星)	 除了恶心就是单调的剧情，不惊艳。。太淡定            
(5星)	 慢慢等下一季吧            
(5星)	 不錯~~~~            
(4星)	 有点血腥，但是好多人推荐啊            
(5星)	 很不错。期待下季            
(3星)	 单纯的口味重，越来越吸引不到口味越来越重的我            
(NA)	 这么多年了，美式鬼片还是只会靠恶心人混日子，一点追求没有。            
(3星)	 没出之前万分期待，出了之后看了前两集觉得不负众望，从第三集开始就真的，恩，怎么说呢？不想再看，废话真多。            
(5星)	 死人复生，生人将死             
(4星)	 类似于lost的组织行为学实验剧，照顾到了非/拉丁/亚裔的观众，但是从前两集看角色并没有太多亮点            
(4星)	 电视剧版我为传奇~韩国人很搞笑~            
(5星)	 赞！            
(5星)	 又见sara，很期待啊，场面不错，很给力            
(3星)	 才知道是肖申克救赎的导演            
(5星)	 丧尸、鲜血神马的，还是挺刺激的            
(5星)	 情节有些突兀~            
(5星)	 IMDB 上见过的评分最高的电视剧。            
(3星)	 这种类型往后就是无聊            
(4星)	 不错~~~            
(4星)	 没有太多的僵尸戏、情感戏倒是很多、为了生存吖、静等第二季、            
(5星)	 丧尸 我最爱看            
(4星)	 介绍了丧尸的生理机制            
(4星)	 很少追美剧的我在追这个……            
(4星)	 这一季短的令人发指啊~            
(5星)	 06            
(3星)	 等这边的人都死得差不多了又会有一群人出现……是不是都这样。。。            
(5星)	 跟S2相比。。绝对5分            
(5星)	 靠  11个月之后才出第二季            
(4星)	 剧情拖沓，但正是由于故事进度缓慢，反而显得很真实很有代入感            
(5星)	 很刺激~            
(4星)	 急等season2...            
(4星)	 精彩，不过每次都是关键时候完，等更新            
(5星)	 出的太慢了~~~~~~~~~~~~~~            
(4星)	 还不错。            
(4星)	 哎哟喂 我也敢看恐怖片叻            
(4星)	 给力！！！！            
(4星)	 我不准备再追了            
(3星)	 老套 憋气             
(4星)	 好看。给力。            
(4星)	 看完了，降为4星，此剧最大亮点在僵尸化妆和特效上。最后一集总算看到点大场面，不过这剧越来越话痨了，紧张情节在哪里？惊悚画面在哪里？僵尸追逐战在哪里？好在寂静岭姐姐活下来了，断手大叔看来也要在第二季亮相。希望下一季处刑人弟弟多点戏份，那个总在装13的Lori早点加入SS行列！！！             
(4星)	 恶心死了            
(3星)	 拉进度条的、目的只是为了看Norman一眼。。。            
(NA)	 第一季就这么完结了  。。。            
(5星)	 不错，够血腥。            
(5星)	 看过最好看的丧尸片，让人在看惯了大量血浆和各种器官之后依然觉得新鲜和惊喜，最难能可贵的是并非如一般丧尸片那样为了血腥而血腥——生存环境的动荡既湮灭不了人性中的美好，但也绝对无法掩盖其中的丑恶            
(4星)	 患难见真情            
(5星)	 norman??            
(NA)	 挺不错的            
(4星)	 先是小怕怕。。。看到后面觉得。。。等得我好辛苦！            
(5星)	 每集都是缓慢进入，紧张结束……好难过啊  要等~~            
(5星)	 人人都爱丧尸片            
(5星)	 人类在面临灭亡时的细微心理  演的很是到位如果真有那么一天你会不会依旧有信念？            
(5星)	 大爱僵尸题材的。            
(3星)	 我怎么就不喜欢呢。热爱僵尸片，热爱末日题材，但始终不觉得这是一个好的电视剧题材。拍成N集的僵尸+末日很难找到突破口，最终沦入各种俗套的循环之中~            
(NA)	 太TM好看了！            
(5星)	 好看            
(3星)	 只有六集、、、第二季真要等到明年万圣节？            
(4星)	 又是一个坑。。。            
(5星)	 我看到的更多的是关于人性。            
(NA)	 还是漫画好看~~~            
(5星)	 等待第二季            
(3星)	 很刺激，坐等第二季            
(NA)	 看不下去了 各种血腥 各种特写  剧情弱质了            
(4星)	 居然这样就季终了太特么坑爹了            
(3星)	 第二季好出了呀！            
(4星)	 wow~~~我就爱看重口味加人性纠结剧~~~超出预期啊~~~啊哈哈哈~~~继续啊~~~接着出吧！貌似掉进了大坑里……最后一集等不来字幕直接上，倒也看懂了80%~好兴混~~~            
(3星)	 重口味，剧情有些老套，有些lost和prison break杂糅            
(5星)	 出乎意料，将僵尸片拍的充满人性，潸然泪下。那一幕错愕的转折，那一幕惊恐的暴乱，那一幕送至亲最后一程的绝望惨烈，久久不能忘怀~~            
(NA)	 骷髅飚血            
(4星)	 前几集还是很不错，但是总觉得后面剧情能猜到，惊喜不大！            
(NA)	 看了1集             
(3星)	 末日NTR            
(NA)	 能让人看瞌睡的电视剧。。不知道拍来做什么。            
(5星)	 那几个人 洗久违的热水澡 心情都不一样。。。。            
(4星)	 相比于血腥恐怖的镜头，一些对人性的描写更让我看不下去...            
(4星)	 等第二季            
(5星)	 气氛太棒了，我觉得不输给任何一部僵尸电影            
(3星)	 就这样吧 不追了            
(4星)	 至少现在看来很不错            
(5星)	 很给力 期待第二季            
(2星)	 拍的太没意思了            
(5星)	 蛮好看的！情节紧凑！            
(5星)	 第一季就只有六集 几时才有第二季啊？？？等待都是痛苦的~~~            
(3星)	 铁杆僵尸迷终于盼到 电视剧了。。希望能拍得更出彩一点，而不仅仅靠故意的节外生枝来延长剧情            
(5星)	 让丧尸来的更猛烈些吧            
(NA)	 好看的一比            
(4星)	 希望出快点~~            
(5星)	 不单是一部恐怖剧。然后，十分给力。            
(4星)	 总体比较满意。不过第6集是小雷了一把，原来CDC的中央电脑AI名叫vi啊            
(4星)	 还不错~可以一看，如果对血浆肉肠神马的不介意的话= =            
(5星)	 听说后边不给力，别着急！            
(4星)	 除了极少部分的逻辑错误 总体都不错            
(4星)	 美国人真的是非常热衷zombie文化啊~            
(3星)	 weird            
(3星)	 加长版传奇            
(5星)	 不错的电视剧啊~··            
(5星)	 总能想到丧失围城            
(4星)	 不错就是坑挖的太多，等看等的心烦            
(5星)	 期待第二季            
(5星)	 坐等第二季啊~~            
(4星)	 僵尸片也有人性            
(4星)	 最起码现在的感觉，愿意跟下去            
(4星)	 美国僵尸上电视剧啦~~~~ 哪个有才的配乐编辑，看的我真诙谐！！            
(5星)	 真不错，看的惊心动魄            
(4星)	 还算给力            
(5星)	 是不是激发我嗜血的本性了            
(NA)	 还成，在追            
(4星)	 那个在真爱至上里很有创意的挖墙脚男,你敢弄的再恶心点不            
(3星)	 忒恶心但是恶心过后，还想看算了，还是少看为好            
(4星)	 剧情需要更加紧凑点            
(4星)	 应该怎么评论这个暂时的结尾。。。            
(4星)	 真的挺好看的，就是才6集有点短。            
(4星)	 密切关注那只亚洲人= =            
(4星)	 生化危机电视剧版，你能不能出快点            
(4星)	 有点生化的范儿。            
(5星)	 看了开头 就有感觉            
(4星)	 第一季6集结束。第二季2011年感恩节出。。。。遥远。。。            
(4星)	 编剧气短            
(5星)	 重口味啊，不管是暴力还是室内外运动            
(5星)	 期待下一季            
(5星)	 审判日来临你要痛苦的活还是安逸的死            
(5星)	 出几集了？ 我就看4集。好看。  不过是我进化了，还是怎么。感觉一点都不恐怖啊，反而有几个镜头看的很有喜感            
(5星)	 看不下去第二季 当年第一季我是如何疯狂地看下来的?            
(5星)	 我喜欢看极端情况下的人性            
(5星)	 新颖的僵尸剧，狗血的第二季竟然得等到明年11月。            
(4星)	 吃饭什么的时候看这个 最促消化了            
(3星)	 我喜欢看末日僵尸片...            
(2星)	 总觉得好冷...............坦克的同志喜感爆了            
(4星)	 今年开播的这个算不错了            
(4星)	 more about humanity            
(4星)	 不如漫画画的好            
(5星)	 太特么好看了            
(5星)	 靠,当超长电影来看,超爽            
(NA)	 喜欢，超爱，给大家一个下美剧的博客http://okoo.yo2.cn/有很多美剧更新，喜欢            
(3星)	 一般般。。没true blood给力            
(NA)	 我们应该要学会驾驶飞机坦克汽车还有马匹等交通工具以便逃生...            
(3星)	 后力不足            
(4星)	 钱是不是都花在第一集上了？            
(5星)	 好看，太好看了，我看《阿凡达》都小瞌睡了一下，这个连看了四集，老美这电视剧咋拍的这么好呢！！！            
(NA)	 有点像活死人黎明 但是觉得比那个好看 毕竟是电视剧 有足够的时间来引出种种矛盾 刺激            
(3星)	 非常一般。第一季完结，不想再追了            
(5星)	 给力。。。            
(4星)	 不是我的口味。。。。            
(3星)	 感觉没有生化危机好看，就是画面比较恶心            
(5星)	 刺激            
(4星)	 kinda classic~american hero            
(3星)	 算是抄袭同类影片吧~很多地方不符合逻辑。我想与大部分同类影片不同之处是，它的主线是感情：亲情、爱情、友情！            
(5星)	 AMC=高品质            
(3星)	 看完了第一季，剧情不够复杂曲折，人物形象不够饱满，但丧尸们的妆容很逼真，做到了电影的水准。            
(5星)	 great            
(4星)	 于是，第一季就结束了？开头还没完吧？            
(NA)	 剧情太完美了。可惜出的集数太少了。            
(4星)	 僵尸拍的真逼真……第二季要等好久啊……            
(4星)	 我总是在纠结我为什么会喜欢这种看着又怕又坚持要看下去的感觉            
(4星)	 直到世界末日？！            
(2星)	 让你变成看过是因为我等不起。            
(NA)	 等着第二季继续行走……            
(3星)	 丧尸片…不是那么好看。            
(3星)	 只记得那个老人说的那句: Too bad. you couldn&#39;t do that to come into somebody&#39;s life, make them care and just kick out.  就这样一季就结束了。。。            
(3星)	 头一次看完整的恐怖电视剧 不易啊突出人性 还行哦 里面有我喜欢的那谁 那个那弓的那个            
(NA)	 大部分没看下去的都是嫌节奏太慢了太闷了，让我真想骂一句被惯坏的。末世感和末世情怀是什么，不是什么2012里的慷慨激昂，更多的是孤独和无望。这点twd努力营造了，包括胶片的拍摄，大量无声默片式的运用等。总觉得到了末世还需要作出选择未免残酷。dylan的歌永远适合这种题材第五集最残酷            
(NA)	 太简单的美剧，学不到什么东西，但追的下去。            
(2星)	 不好看= =            
(1星)	 看了第一集就不想再看了~恶心~            
(4星)	 walking dead...有些人活着好像死了一样，有些人死了却还活着...            
(4星)	 看个恶心            
(4星)	 丧尸不是重点，主要讲人性神马的，有创新就是好，不错            
(4星)	 诶，居然第一季就这么几集            
(4星)	 还不错，最喜欢看形形色色的僵尸，化妆化的比电影里还专业。            
(4星)	 和《我是传奇》还挺像，到后面的设定有点混乱，不过挺喜欢这类剧情的片子，决定追完~ 嘎嘎            
(4星)	 才6集，不给力！！            
(5星)	 僵尸片，期待第二部            
(3星)	 zhen慢            
(4星)	 第二季要等1年啊 我去。。            
(NA)	 第一季太短 期待第二季            
(4星)	 摊子不要铺这么大吧 且看第二季如何圆            
(4星)	 恶心是满恶心的..            
(4星)	 2011.11.27            
(2星)	 睇完第一集都未有欲望睇第二集~！这个算好还是不好啊？            
(5星)	 很棒的僵尸剧集！            
(4星)	 希望快点出新的…            
(4星)	 还说不是恐怖片 吓死我了 最变态的就是在男主被一群群僵尸包围的时候竟然来了首无比轻快的小曲 测            
(5星)	 追中。            
(4星)	 期待第二季            
(5星)	 坐等第二季！！！            
(5星)	 下一季啊 下一季！！！            
(5星)	 太赞了，坐等第二季。。。            
(5星)	 其实，这不是一部恐怖片。            
(4星)	 果然重口味了╮(╯▽╰)╭            
(4星)	 我爱各种僵尸片            
(5星)	 醒不了的噩梦……            
(4星)	 逼真呢。。。。哦呵呵呵呵呵            
(5星)	 大制作丧尸啊            
(4星)	 剧情稍磨叽。观察僵尸群众演员也是一种乐趣            
(3星)	 感觉有点像生化危机。。            
(5星)	 很好看。。。            
(5星)	 好短啊            
(5星)	 看过几乎所有的丧尸好片和烂片，求生之路打到无聊的时候，第一部丧尸电视剧就这么华丽丽的出来了！            
(5星)	 更多的是人性            
(NA)	 Sarah Wayne Callies            
(5星)	 很好奇这种题材怎么拍电视剧~~~            
(5星)	 很精彩 期待第二季。            
(4星)	 忍不住说shit , fuck 丧尸真给力！            
(3星)	 打僵尸啊打僵尸。剧情稍显拖沓，丧尸也不够给力。3.5星吧。            
(5星)	 我爱丧尸片，长篇更是爱死了。            
(3星)	 好无聊··看的睡觉            
(4星)	 怎么感觉越来越邪乎了。。。            
(4星)	 我试试            
(5星)	 MOMO姐力推剧怎能不看？            
(5星)	 已经超越原作漫画            
(5星)	 真的很不错```            
(5星)	 非常之帅啊            
(4星)	 我没觉得很恶心...            
(5星)	 这个片子讨论的是人性            
(3星)	 现在感觉一般            
(4星)	 总觉得有些BUG不能让我释怀。            
(5星)	 BRAVO!!!            
(NA)	 nice            
(3星)	 这是我看过的唯一不以惊悚和搞笑为卖点的僵尸片。比较《迷雾》，这里面人的状态正常多了……            
(5星)	 俺就爱看僵尸片，电影总是嫌短，现在好了，哈哈哈            
(5星)	 这部片子的群众演员很给力。群众僵尸很逼真，很认真。感动。            
(4星)	 第一季完结了，期待第二季            
(NA)	 2010-12-9 在him的推荐下，每周坚持看，终于看完了，剧情很刺激，期待下一季，不过要一年~~~~2010-12-16 with abram重新看了一遍，还是很吸引人            
(4星)	 第一季結束了 只有6集 期待第二季            
(4星)	 有dead的时候还是蛮过瘾的。。。            
(3星)	 看着玩，看到哪算哪P.S最后一集一直在skip，新意与好看是两码事，听说boss炒了所有的编剧，准备找自由编剧来整第二季，居然有点期待二了，呵呵            
(4星)	 看完发现自己对血腥的忍耐度挺高的            
(4星)	 越看越喜爱。第一季就这样完结了,伏笔埋得莫名其妙....            
(5星)	 漫画一个月才出一话出了5年了，TV一个星期才1集，真会墨迹            
(4星)	 是我要求太高了，电视剧特效做成这样已经Ok了！但是总是觉得不够给力...            
(5星)	 要等下一個萬聖節！！ 我勒個去！            
(5星)	 还不错！人性！            
(4星)	 人类大战僵尸 处于绝望的人类在困难中艰难求生 人性啊！！！            
(4星)	 其实没有那么恶心，后续不要拍成lost就是成功            
(NA)	 重口味！！！骷髅丧尸，血腥杀戮！！！看得过程中几度想呕，忍住了。。。            
(4星)	 不错是不错........ 嗯 但是给我速度！！速度！！            
(NA)	 生化危机！！不过我还真是...挺....挺喜欢看的··            
(4星)	 第一季很惊悚。第二季有点拖沓。            
(4星)	 唯一的一个美女竟然在第四集被咬死了。。            
(4星)	 说的是丧尸，其实讲的是人性~~~挺喜欢这类末世情结的片子            
(5星)	 坐等第四集            
(4星)	 T.T擦            
(4星)	 推荐啊！！尽管节奏有点点慢 不过考虑到也塑造了各个人物的个性和之间的冲突 不仅仅是单纯的丧尸片。。。总之挺不错的一片 口味也比较重 PS 男二真是 好吃不过饺子好玩不过嫂子啊。。。sara演的人妻也真是的 听人家说老公死了还没几天就愿意跟老公的哥们睡。。结果老公回来了 囧            
(4星)	 死尸的世界，活人的故事            
(3星)	 在末日里还在追求民主自由？ 玩蛋去吧！            
(4星)	 之前我怎么那么喜欢这类题材啊。            
(3星)	 开场有点像PC版生化危机2            
(5星)	 不用说什么，力荐！大爱！            
(3星)	 有点失望            
(4星)	 更新的那么慢。。。            
(5星)	 喜欢Merle的弟弟Daryl，虽然性格暴躁，也是个恶人角色，但是他与兄弟感情很好，虽然口不留情，“get your ugly ass out here!i got some squirrel!let&#39;s stew&#39;em up“但对哥哥的亲昵和关怀仍依稀可辨……            
(5星)	 口味够重 期待下季～            
(4星)	 看了三集 真的不错 再说最近也没太多好看的美剧            
(4星)	 so far so good            
(5星)	   期待的第一部美剧··  也很值得看的美剧···很喜欢            
(4星)	 第一季完结了。期待第二季。化妆什么的很给力，Sarah很给力。            
(4星)	 骑马背枪，单枪匹马进丧尸之城……            
(4星)	 越狱的延续            
(5星)	 虽然题材并不新颖，但是把这个题材用到电视剧上还是非常给力的！我决定追这部剧了！            
(5星)	 喜欢这种求生之路的风格            
(4星)	 开始觉得废话多。。后来感觉还不错的说。。重口= =            
(5星)	 我居然能忍受这部血肉横飞的电视剧            
(1星)	 老婆被人抢了。洗洗睡吧。            
(5星)	 不错哦             
(5星)	 化妆师很给力     剧中情感融入也算饱满            
(5星)	 好看   哈哈             
(4星)	 受不了了，这都成连续剧了！！不过还是忍不住看了.....            
(4星)	 我都快忘了第一季的剧情了，果断开始第二季！            
(4星)	 前半段好看，后半段急躁还有些失真……            
(4星)	 擦 这个化妆效果不是盖的            
(4星)	 比囚徒还是好看很多的..就是无帅哥....            
(4星)	 节奏有点儿慢僵尸什么的是噱头末日苍凉才是亮点 看的我 肝儿疼            
(4星)	 爽ING。            
(5星)	 第一季就这样完了，第二季要等到明年。最后一集，虽然没有任何的恐怖画面，气氛却一直令人恐惧着。本来对第二季很有憧憬很有希望，却莫名其妙看到了一个大剧透= =然后瞬间僵硬。不带这样的！            
(3星)	 个人不喜欢 看了两集 弃            
(3星)	 应该给丧尸颁一个最佳任劳任怨奖。            
(3星)	 化妆还好，剧情难免俗套            
(4星)	 不错~~比看电影过瘾~蛮真实的~            
(5星)	 大爱            
(4星)	 对白有漏洞，有时候对不上。画面还是挺恶心的。不过不害怕            
(3星)	 僵尸片还是更适合拍电影啊，电视剧情节进展太慢，有点冗长。而且，第一季才只有6集…完全不过瘾。            
(4星)	 听说不错，还行吧，化妆还不错。            
(4星)	 僵尸片..            
(5星)	 人性的触碰，看时精神高度紧张。期待下一季！            
(3星)	 女主角Sara            
(5星)	 看好这片子！            
(4星)	 血腥、、            
(5星)	 人物冲突很尖锐，越来越精彩了！            
(5星)	 好看，过瘾。。。。。。。。。。。。。。。。            
(4星)	 第六集让我把三星提升为四星            
(3星)	 看到第三集！感觉剧情很拖沓！            
(4星)	 節奏太慢，不夠爽            
(4星)	 一个人不敢看。。。持续关注中。            
(1星)	 看着懦弱的主角，咋看咋不喜欢。04，over            
(4星)	 电视剧版比电影版演的详细，当然剧情也要慢。            
(5星)	 我追,很顶            
(5星)	 挺好看的～！            
(5星)	 喜欢有危机意识的片子。            
(4星)	 重口味，每周的期待~            
(2星)	 -=-据说有Sara~- - 难看死了- - 我简直都没看完···            
(3星)	 填补空白时光不错，有人说老套，但是僵尸片内容都大差不差，还是喜欢迷雾            
(5星)	 强烈期待第二季！！！！            
(4星)	 结局不给力啊啊啊啊！！！为嘛节奏那么慢啊啊啊！！！为嘛不是电影啊啊啊啊！！！这一年要愁死老娘了！            
(5星)	 感觉和死亡岛差不多，这么暴力真不是我能承受的。----好吧，我现在完全改观了。我看上瘾了。            
(5星)	 很给力......            
(4星)	 第一季结局没有预先的精彩什么时候出第二季？或是没有第二季了？            
(3星)	 20101117地球版越狱——人间地狱，僵尸智商低？不懂得使用工具，急速奔跑……20101205update0104            
(5星)	 看过一老外化妆师，的确很真实~！            
(5星)	 久违的不错的僵尸片.当&lt;生化危机&gt;开始采用大量特效,失去了动作片原有的酣畅淋漓,这时&lt;行尸走肉&gt;走到了观众眼前.化妆效果很自然,紧张之余还多了对人类最初情感的描写,值得一看..            
(NA)	 弃            
(NA)	 不给力啊没真爱如血重口            
(NA)	 不好看            
(5星)	 很不错啊 前几集挺好看            
(4星)	  我爱一切形式的丧尸片！！！！            
(4星)	 07012011. 總比某些電影好看多了.             
(5星)	 好看，僵尸电影一般讲的是血肉横飞，枪林弹雨。但是这剧的剧情推动好，各方面都照顾的比较好，可能是连续剧在时间上充足。第三集最是精彩。音乐有点像《惊变28周》，还有莫尔的弟弟是《处刑人》里的帅哥，长得特有个性。            
(4星)	 题材不新，剧情不老。            
(3星)	 好一般            
(3星)	 the walking dead不好看，但可控制食欲。僵尸不吓人，人性更吓人。看到《迷失》，《我是传奇》的影子。            
(4星)	 好吧！个人喜好这种题材！            
(4星)	 僵尸比较接近BIO系列的水平，不过貌似没出现过BOSS。期待S2。            
(NA)	 好多僵尸，可惜没有植物            
(4星)	 僵尸还不错.无论怎样都不能放弃生的希望啊.P.S.我怎么觉得男主像Carvalho...            
(1星)	 要惊悚没惊悚要悬念没悬念据说是想着重刻画人性………人性个P啊眼泪哗哗的………还不如《未来闪影》55555555。而且剧中人物的脑子……他们根、本、就、没、脑、子！！！！二到摧心裂肺………看片的时候总有种被人鄙视智商的感觉！！！！！全剧没高潮啊眼泪哗哗的………            
(3星)	 人物塑造的那么粗糙。。太多剧情太牵强了。都莫名其妙的。这剧也只能打发打发时间，不要太多期待            
(5星)	 丧尸神马德最喜欢了  哦个对？            
(4星)	 虽然有一些情节有些不自然+刻意+考虑不周，看下去的话还不错，看到越狱的女主了好美~！男主很像GG里的DAN。。            
(5星)	 这几年僵尸很给力呀~~~            
(5星)	 很精彩 哈哈 厉害啊            
(2星)	 3集以后就在吃屎吧            
(3星)	 可能是因为我不太喜欢这种不太现实的片儿~~~            
(4星)	 你麻痹不是爱丽丝就不要和丧尸面对面交锋！！！！            
(5星)	 等第二季！！！！            
(5星)	 9分+            
(3星)	 没有结局            
(3星)	 TV版的我是传奇...            
(4星)	 效果什麼都非常不錯的。就演員話好像太多了一點...            
(5星)	 看上去到目前为止还不错            
(4星)	 yammy              
(4星)	 大牌云集噢~我心爱的漫画            
(4星)	 目前看着还不错，就是场景有点恶心。。。            
(5星)	 给力！            
(3星)	 一般 惊变28天的电视剧版呗~            
(4星)	 看不动            
(NA)	 演员没有很帅，但是我喜欢这类型的题材            
(4星)	 每一次的决定都很艰难。            
(3星)	 有点拖沓，看后续怎么样            
(5星)	 第一季终于完结了。。太慢啦。。            
(NA)	 瘆人            
(4星)	 我愛重口味。            
(4星)	 =_=说完就完了，太短了            
(5星)	 六集明显不过瘾啊  下一季快点出吧            
(4星)	 还不错 希望保持            
(5星)	 一点小恐怖，但是人性、家庭、友情的元素在片中就显得特别感人。            
(4星)	 典型美剧嘛，不过尸变神马的不都这样。生化危机+惊变+2012，还有点迷失的影子。。            
(3星)	 节凑忒慢 接着看            
(4星)	 因为刚出两集，还有很多包袱没有抖出来，所以先给四颗星。            
(3星)	 看到第三集 傻逼剧不解释 婊子 加 2B            
(4星)	 还好，剧情太慢了。。。            
(3星)	 加长版僵尸总动员            
(4星)	 第一集結尾好嬲!!!            
(3星)	 我末日情节很严重呀。扶额            
(3星)	 血腥暴力却很上瘾            
(NA)	 嗯，其实还好，我不是很怕。            
(3星)	 看过前面几集~~~还好吧，但是没有延续的冲动= =！            
(5星)	 剧组有必要一年更新一次片源吗 怒了！好 我等！            
(5星)	 相较丧尸电影也毫不逊色            
(NA)	 期待第三集···今天都15号了··怎么还没动静···理论上今天放第三集的啊·            
(5星)	 僵尸连续剧，我喜欢，管他是描写人性的丑恶还是阴暗，我就爱看血浆片。            
(4星)	 正！ 好像28days            
(4星)	 human            
(5星)	 我看过的最好的丧尸背景伦理电视剧！期待第二季！            
(NA)	 我是传奇的电视剧版.            
(5星)	 一惊一乍的传统僵尸片在通篇荒凉绝望的气氛面前完败，walking dead, is it the end of the world? 断手恶棍男生死是第二季的伏笔……吧            
(NA)	 这个剧情..不是电影惊变28天的剧情么？？是改变成连续剧了？？？            
(5星)	 编剧对人性给出了自己的理解，也表现得很到位。            
(NA)	 没兴趣追了            
(3星)	 惊变28天之美剧版            
(5星)	 必须5星。期待明年的第二季。            
(NA)	 好恶心，化妆技术真的太好了            
(5星)	 近年来不可多得的僵尸类影视作品            
(4星)	None
(4星)	 夏天看真血 秋天看丧尸 nice～            
(4星)	 据说是《肖申克的救赎》的导演拍的，有点像《我是传奇》的电视剧版，不错~追之~            
(NA)	 生化危机电视剧版。。。。            
(5星)	 纯粹喜欢这个题材，给力，就是出得太慢了。            
(NA)	 敢看僵尸片，不敢看这个囧，因为都是晚上看电视剧            
(4星)	 有點像28 days later!!好有電影既感覺!!            
(4星)	 没什么新意啊 第一部电视剧            
(4星)	 对这种类型的片子新鲜度的要求总不是那么高的~            
(3星)	 群众演员好辛苦            
(4星)	 有爱的sare和真爱至上的表白男            
(5星)	 丧尸电视剧，能拒绝吗？不能            
(5星)	 第一季就这么完了，太不给力了...            
(5星)	 一部探讨如何生存的杰作。            
(4星)	 Zombie Apocolypse!!!!            
(1星)	 烂片，没商量            
(4星)	 比漫画给力多了！不过我很纠结里面..主角老婆的背叛，不知道为什么，很纠结。比看到丧尸还要纠结。            
(3星)	 一般一般~BUG很多~            
(NA)	 看了第一集觉得值得我追看。丧尸也好，吸血鬼也好，恐怖得有内容有腔调我都喜欢。            
(5星)	 我要去做群众演员。一季6集。你妹。            
(5星)	 比众多丧尸电影好看的丧尸剧 期待下一季            
(3星)	 没亮点            
(5星)	 妆化的太赞了!肿么不播了！！！            
(4星)	 嗯,没有让我失望.amc对人性的刻画...真是...            
(3星)	 你讲了个啥            
(4星)	 期待第二季！            
(4星)	 又感人 又重口味=。=            
(4星)	 赶紧出第二季啊！！！            
(5星)	 cool！！            
(2星)	 大多美剧通病第一集好看，越演越烂。            
(5星)	 肠肠肚肚。。。            
(4星)	 我吓点低。。。最害怕的就是他喵的丧尸            
(4星)	 我嘞个去，第一集才6集！！！看完了！！！明年万圣节才出第二季！我靠，美剧真的好消耗青春，而且是在等待中消耗的！！！！            
(3星)	 本只有6集的东西。。            
(5星)	 这部美剧丧尸不是重点，重点在于人性。            
(3星)	 口味太重了，姐受不了了，决定不跟了...            
(3星)	 情节有序发展 期待2            
