http://movie.douban.com/subject/3882715/	武林外传
(5星)	 “你注定是个好人。”——第八十回            
(5星)	 百看不腻啊            
(5星)	 神作~！            
(5星)	 佟掌柜让俺看到了温柔、乐观、善良、坚强女子的典范老白让俺知道了真正的帅哥不是外在的，大多数情况下，他嘴贱、好吃、懒做、胆小，缺点枚不胜举，就像一个还没有长大的孩子，会时不时的撒撒娇，耍耍赖，可是每当危险逼近，他总能很冷静的在一边观察，不动声色，盘算解决的方法            
(5星)	 乱好看的 非常搞笑 很有创意            
(5星)	 力挺力挺            
(5星)	 　　啥也不说啦！这个电视剧，是我觉得唯一能看的中国电视剧，哈哈！它陪伴我度过了太多我难过、寂寞、无聊的时光。我爱老白，我爱来邢！            
(4星)	 就是爱方言~~~~~~~            
(5星)	 真的喜欢。            
(5星)	 如果一年看一部电视剧的话，我06年看武林外传，07年看士兵突击，08年看潜伏，每一部都是值得重复的观看无数次的精品！            
(5星)	 地球人都知道。            
(5星)	 饿滴神啊~~            
(NA)	 同福客栈的笑声            
(5星)	 看了一遍又一遍，咋那么好看。白展堂咋那么逗呢，喜欢得不得了。            
(5星)	 搞笑的多了，搞笑你还愿意看的，它，算一部。            
(5星)	 宁财神 真的很神            
(4星)	 笑死            
(5星)	 神剧啊神剧！！            
(5星)	 到位            
(5星)	 百看不厌            
(5星)	 最喜欢的电视剧            
(5星)	 超搞笑超搞笑超超超超搞笑~~~~            
(5星)	 先河            
(4星)	 呵呵            
(4星)	 挺好            
(4星)	 搞笑的一群人..            
(5星)	 这不是我的最爱么            
(4星)	 我对这种搞笑剧没抵抗力！            
(5星)	 每晚必须看着入睡，~            
(5星)	 老少皆宜            
(5星)	 二得很有性格··            
(4星)	 小孔雀看的时候我觉得她很白痴，后来我也不知不觉的白痴了            
(5星)	 超级喜欢！            
(4星)	 吃饭的时候看这个真合适 。            
(5星)	 也是经典            
(5星)	 对国产两字我要重新估量            
(NA)	 这也一经典            
(5星)	 ！！！！！！！！！！！！真的是看了无数遍。。            
(5星)	 第二部呢 咋就没音信了呢？            
(5星)	 排山倒海！！阿~~~= =|||            
(NA)	 好笑！！！            
(4星)	 有硬伤            
(5星)	 看了很多遍，让人笑又让人沉思，我们究竟该怎样活着。            
(5星)	 那里是家            
(5星)	 最爱~~~            
(5星)	 呵呵            
(3星)	 为什么就有这么多的人喜欢看呢？            
(5星)	 我以为是个喜剧，确实，但是又总能教给人一些东西。            
(4星)	 喜欢，一看就乐            
(5星)	 青岛话版更有意思            
(5星)	 经典的一塌糊涂，估计大陆以后没有任何电视剧可以赶超            
(3星)	 中间掺杂的诡异小短剧很合我心意            
(NA)	 池浅王八多            
(4星)	 喜笑怒骂间蕴藏着大道理            
(5星)	 肥皂剧中的经典！            
(4星)	 真喜欢            
(NA)	 一段时光，一个时代的印迹，将搞笑进行到底            
(3星)	 吃饭的剧            
(5星)	 这个暑假竟然无聊的全看完了..囧..            
(3星)	 傻是傻得来。。            
(3星)	 …………不够完全的搞笑            
(NA)	 必须要看电视台演的才特别有感觉~~            
(4星)	 也是凑在猪边上看的            
(4星)	 古今混搭的搞笑            
(5星)	 看的我心乐开怀！哈哈哈哈哈            
(5星)	 额的风情万种的佟湘玉            
(5星)	 难得的经典            
(2星)	 基本没笑过 难道是笑点太高级了？            
(5星)	 百看不厌。            
(5星)	 很有意思的            
(4星)	 搞笑...            
(5星)	 看了无数遍都不厌~            
(5星)	 看三遍了，百看不厌，有深度有思想啊            
(5星)	 难得的好剧，虽然有点穿越～            
(5星)	 我觉得它很经典            
(3星)	 无厘头中国式可爱幽默姚晨大爱            
(5星)	 每次看都很high~            
(5星)	 中国情景喜剧质的提升。            
(NA)	 哈哈~            
(NA)	 和室友一起开怀            
(5星)	 看这个我笑得很厉害 是我心中喜剧的五颗星            
(4星)	 北漂的周星驰            
(5星)	 恶搞就是王道            
(4星)	 挺不错~建议看看青岛话版的~            
(4星)	 应该是08年最搞笑的一部电视剧集吧            
(5星)	 哈哈哈            
(5星)	 我喜欢祝无双，非常喜欢……每次放假回家必看，每次打开电视必有……很喜欢很喜欢            
(5星)	 向这部剧的全体工作人员致敬！！            
(5星)	 被秀才感动哭过= =            
(5星)	 喜剧经典，搞笑但不庸俗，演员个性鲜明，表演生动！看了好几年还是不厌            
(5星)	 有史以来中国最经典的电视剧            
(5星)	 超级大爱~            
(5星)	 看了1W多遍了吧。。            
(5星)	 方言版好            
(5星)	 我第一次看到的时候，就感觉这是有一个划时代的来临。            
(5星)	 我爱情景喜剧            
(5星)	 百看不厌            
(5星)	 横空出世的财神~~~            
(5星)	 真是超爱他们~~~~~好想看第二部~真的好想~            
(5星)	 每次看到都心情很好            
(NA)	 宁财神很不错，我是看他小说长大的。            
(5星)	 那时候猫肉一直很喜欢的佟掌柜。            
(5星)	 实际上没有真正意义上全部看完，等有时间把它补齐吧            
(4星)	   葵花点穴手            
(5星)	 标杆.            
(5星)	 应该多一些类似的作品            
(5星)	 经典中的经典，诞生了无数的经典台词，每集都能把我的肚子笑痛。            
(5星)	 看了两遍。很温暖的一群人。            
(5星)	 搞笑的很纯粹~~小怪兽超赞的！反复的看N遍呀...            
(3星)	 生活有时候也需要无聊的笑话            
(3星)	 草根中的经典！            
(5星)	 看了一遍又一遍            
(2星)	 其实我没看完，额滴神啊！            
(5星)	 经典            
(4星)	 心情不好的时候看，心情好的时候也看，我喜欢。特别喜欢主题曲，词填得经典            
(5星)	 百看不厌 搞笑 细节出都很出色 中国难有的好连续剧            
(5星)	 哈哈 一群活宝            
(NA)	 喜欢姚晨            
(4星)	 大陆新时代的情景喜剧            
(4星)	 就是太长了点~又一经典肥皂剧~            
(5星)	 额滴神啊，太搞了            
(5星)	 不仅仅是喜剧，更表现的是朋友之间的氛围，这种感觉如果你没有一个真正知心的朋友，你是悟不到的，这些朋友是值得一辈子珍惜的。            
(5星)	 嬉笑怒骂皆成文章            
(5星)	 太牛了            
(5星)	 巨无语 哈哈            
(5星)	 葵花点穴手！            
(5星)	 嘹咋咧my own swordman            
(5星)	 来自六人行么？            
(5星)	 国产剧的突破！            
(5星)	 虽然电视上都播烂了，但它确实是一部好剧。            
(5星)	 嘿，朋友，如果真的是你请打招呼。            
(5星)	 温馨 感动 搞笑            
(4星)	 一直在看            
(5星)	 经典中的经典~            
(4星)	 逗            
(5星)	 哈哈哈哈哈。爱死了~~~            
(4星)	 最近天天看            
(5星)	 这么经典的片子居然让我给忘了            
(3星)	 很搞笑。但也只是搞笑而已。            
(5星)	 但愿，我也拥有我自己的 同福客栈 。            
(5星)	 哈哈哈哈            
(5星)	 这么经典的电视，怎么60后的人就非得说是“烂片子”？？？            
(5星)	 秀才说死姬无命            
(5星)	 看了好几遍哈。。。            
(4星)	 虽然只看过几集... 不过还不错啦            
(3星)	 傻            
(4星)	 台词可以背下来了……            
(5星)	 喜欢佟湘玉……            
(5星)	 大爱啊！永远看不厌！老邢好有喜感！            
(5星)	 读你千遍也不厌倦- -            
(5星)	 一个可以重复随时随地看得片子            
(4星)	 炊事班的延续...            
(2星)	 这也是武侠？            
(5星)	 饿滴神啊～            
(5星)	 超喜欢~            
(4星)	 想穿越            
(5星)	 ４年～不需多说～            
(4星)	 看了好几遍。挺好玩的~            
(5星)	 超级搞笑o(∩_∩)o...哈哈            
(5星)	 喜欢这种无厘头～            
(3星)	 不错啊我也看过            
(5星)	 和朋友们坐在床头，大家一起来看，哪怕明早一起上课迟到。中午晒着大太阳走过草地，晚上爬上台阶看星星，那段时光啊            
(5星)	 是不是的会想起来。            
(5星)	 太嘈了！挺有讽刺意义的。也算是情景喜剧的另一个里程碑巴！            
(5星)	 有趣，            
(5星)	 额的神呀~实在是太有才了。            
(5星)	 中国情景喜剧里程碑式的作品...            
(5星)	 赞啊很happy            
(5星)	 郁闷的时候特别推荐这个            
(5星)	 必须看的一部电视剧。            
(5星)	 毫无疑问给五颗星呀            
(5星)	 绝对经典            
(5星)	 !            
(4星)	 喜欢无双和老白            
(5星)	 本该给六星            
(4星)	 D            
(5星)	 国产剧里做的最好的喜剧！！！            
(5星)	 笑死人不偿命的黑色幽默，喜欢死了！            
(5星)	 宁财神很牛逼闪闪的，我特崇拜~高中的时候有个男的因为看了那剧后来就开始说陕西话了- -还有那演白展堂和喻恩泰都不错~            
(5星)	 爱看这种类型的片子，轻松诙谐，每一次笑料中似乎都有意料不到的成分，而且最后还有似有似无的经验与哲理。生活中平添了些情趣。            
(5星)	 方言癖            
(5星)	 放几遍看几遍，随放随看~            
(NA)	 很好            
(5星)	 看了很多遍，我不想对他说什么，你会不会像我一样看很多遍？            
(5星)	 绝了！            
(5星)	 强大的剧本            
(NA)	 简直爆笑            
(5星)	 百看不腻。。            
(NA)	 让我们一起玩转江湖            
(4星)	 大家都说我像郭芙蓉            
(4星)	 搞笑+1            
(5星)	 极喜欢 有的人说无聊 我说是道理            
(5星)	 亲爱的我的老白啊。            
(1星)	 垃圾不知道哪里有笑点，。，            
(5星)	 看了绝大部分 特喜欢            
(5星)	 值得珍藏            
(2星)	 一般，模仿六人行            
(5星)	 大爱。。。            
(5星)	 只要电台在播，就会在看            
(NA)	 娱乐也是生活的一种态度 学方言的好素材            
(5星)	 好吧，我实在是佩服。。。咱国家的编剧恶搞能力也是不错的啊~咋就不能好好发挥呢~            
(5星)	 怀念大家一起笑的时光            
(5星)	 基本上看过的电视剧和剧场版我都不放进来....但是这个太经典了.白看不厌,很爱!!一定纪念一下.            
(5星)	 太经典鸟            
(4星)	 无聊么？还好还好            
(NA)	 he&amp;me的大爱            
(5星)	 你是不是饿得慌呀，呀的一得味~编剧好演员优。            
(5星)	 啥也不说了            
(5星)	 哈哈～            
(5星)	 特喜欢这种情景喜剧，不知看过多少遍了。            
(4星)	 真喜欢。            
(5星)	 看上去很闹腾其实很内涵            
(5星)	 太爆笑了            
(5星)	 无与伦比了。鸟语花香了。            
(5星)	 经典喜剧，流行有道理            
(5星)	 休闲食品            
(5星)	 军人文化就是有劲儿            
(5星)	 里面英语上海话一起来的时候真有点倘不劳，笑死了            
(5星)	 生活小智慧            
(3星)	 算是个突破            
(5星)	 我爱            
(4星)	 好玩 而且其背后藏着的更多宁财神的股本！            
(5星)	 经典。。            
(5星)	 如此经典~不看怎么行~            
(3星)	 冯小刚和宁财神用喜剧的形式是为了让别人更愿意“听”他们说话，不仅仅只是为了让人笑！            
(5星)	 宁财神的代表作啊啊啊~~划时代滴经典啊~~搞笑又温情~还掺和点人生哲理~            
(5星)	 子曾经曰过:你活是我衡山派的人,死是我衡山派的死人.饿滴神啊...            
(5星)	 Nice one!            
(5星)	 高中时候给我带来好多快乐~            
(5星)	 很多剧情很有创意。            
(5星)	 ……某个孩子最近一直疯狂地飙看……            
(3星)	 搞笑剧，适时的消遣一下也是可以的            
(5星)	 宁财神很有才.            
(5星)	 意外发现，然后猛看有文化的 时尚的             
(5星)	 那年很风靡的片子            
(5星)	 臺詞滾瓜爛熟 。。。            
(5星)	 情景喜剧，能拍的这么有深度，不易了。 没拍续集绝对是明智的——这个高度，估计是短时间内不容易刷新的。            
(5星)	 百看不厌的后现代搞笑            
(5星)	 这是一部无与伦比的经典古装喜剧！也会是我一生的挚爱！            
(5星)	 都成经典了。            
(5星)	 经典！感觉只有我们大陆70后成长的我的同龄人才能写出这样的剧，共同的教育成长背景，从市场经济转型，成长过程一直受到港台文化，外来文化等的冲击，我们进入了一个和父母告诉我们的那么一样，又有些不一样的江湖。。。不过四年后再看，还是有不够成熟的地方，但我仍然很喜欢            
(3星)	 吃饭的时候解闷            
(4星)	 不知看了多少遍 那段时间 每个台都会播 就那么看阿看的            
(5星)	 啥话都不说了！经典！我是腐竹！            
(5星)	 近年电视剧里最好的            
(5星)	 应该和美国一样，一季一季地~            
(5星)	 太有才了！！            
(5星)	 开创了一个新的领域。。            
(4星)	 喜欢没有理由!            
(5星)	 当初央视8套放的时候，觉得真的是不可意思，这算什么东西，不古不样不中不西，可是就是很神奇，自己终究是一集集的看了下去，真好，时间就在插科打诨中慢慢过去            
(5星)	 绝对的经典，经典中的经典！绝对是国产情景喜剧无法超越的巅峰之作！            
(3星)	 哈哈。。。            
(3星)	 看过，笑过，忘记过            
(2星)	 真不知道大家为什么就是喜欢这种贫的东东。反正我是无法把它看完            
(5星)	 哈哈哈哈哈            
(4星)	 简单  真实            
(5星)	 我很看好你喲~~~擺手~~~親娘耶，影響仕途耶~~~            
(4星)	 个人觉得《武林外传》是一个小高潮，《我爱我家》才是中国情景喜剧的巅峰。            
(5星)	 经典！            
(NA)	 我的最爱~~            
(5星)	 太经典了~            
(4星)	 侃的有點兒爛了就是。。。。            
(3星)	 笑过就够了，很轻松            
(4星)	 真的很搞            
(4星)	 没看全，有感觉，但不算强烈            
(5星)	 哈哈            
(NA)	 超级无厘头            
(NA)	 其实就没看全过，，，我看着大陆情景喜剧长大……            
(4星)	 暑假无聊一直看这个~            
(4星)	 再累再苦就当自己是二百五再难再险就当自己是二皮脸            
(5星)	 搞笑            
(4星)	 很无厘头的搞笑--它会火是有道理的！闲适的时候喜欢看这种片子来逗逗自己            
(NA)	 额滴神呀            
(5星)	 很搞笑，喜欢里面的老板娘，但是搞不懂“女李晶”为嘛那么受欢迎            
(5星)	 爆逗啊。。。哈哈            
(5星)	 哈哈哈            
(5星)	 因为室友反复看这个看了一年了，我吃饭的时候也经常一起看，的确好笑呀            
(5星)	 喜欢芙蓉~~讨厌莫小贝~~            
(5星)	 爱死了武林！            
(4星)	 不错            
(5星)	 搞笑的情景剧。            
(4星)	 老喜欢~但是一直没有看全            
(5星)	 跟着你们看的，好！            
(4星)	 国内最好的情景喜剧            
(NA)	 葵花点穴手！！            
(5星)	 小爷我就一俗人！怎样啊!俗也能把梅斯布挂在嘴边！            
(5星)	 颠覆传统，眼前一亮。            
(5星)	 ！！！！！！！            
(5星)	 逗死了，太有才了            
(5星)	 难得的好剧啊            
(NA)	 假期的时候在家看武林外传感觉生活很美好...            
(2星)	 老实说不怎么样，主要有些地方看了会觉得十分郁闷，但是这年头没啥好情景剧了，还是《我爱我家》的年代幸福            
(5星)	 快点来人超越她吧            
(5星)	 巨喜欢            
(5星)	 电脑里面全有，但是没全看            
(4星)	 用来放松的剧            
(5星)	 啥都不说，乐呵吧            
(5星)	 我的最爱，甚至觉得我有很多幽默细胞都是这部剧启蒙的，用同事的话来说是看了这部剧之后人变得神神经经的。            
(5星)	 要么爱死，要么烦死的一部电视剧，最爱掌柜，最烦无双            
(4星)	 留下了一些经典语录啊            
(5星)	 特搞            
(3星)	 娱乐一番。排山倒海。            
(4星)	 某天午觉醒来说的就是西安话，基本只爱掌柜的            
(5星)	 喜欢你，贼喜欢！            
(5星)	 至今仍然在其贴吧恬不知耻得混成老腐竹            
(5星)	 这还有啥说的……            
(5星)	 经典～            
(4星)	 挺搞            
(5星)	 不解释，我爱50，我爱佟湘玉，我爱闫妮            
(5星)	 哈，我爱你们全部            
(5星)	 看到结尾哭了            
(NA)	 是个人都看过吧……看一两集还是有点意思的            
(5星)	 赞这部可以翻来覆去一遍一遍看的片子            
(5星)	 如果有十颗星的话 我愿意给它十颗            
(5星)	 难得的好剧啊            
(5星)	 偶的神啊，你为撒这么搞笑呀            
(5星)	 搞笑            
(NA)	 相比起同类型喜剧对星爷的一味抄袭，武林外传算是抄出了新意。            
(3星)	 没事看乐呵，武林外传还不错            
(5星)	 乐呵~            
(5星)	 超级搞笑，还值得思考            
(5星)	 我滴个神~~~~    不知看了多少遍            
(NA)	 太搞笑了，超无厘头            
(5星)	 ~~~            
(5星)	 滚瓜烂熟 每个人都喜欢 特别是郭芙蓉            
(5星)	 好稀饭~~            
(5星)	 看过N多遍了.但经典就是经典.经久不衰.            
(5星)	 武林  江湖       啦啦啦            
(4星)	 有些附加值 比剧本身来得更有味道            
(NA)	 太多人说这个逗 让我怀疑自己脑袋坏了 是真乐不起来            
(5星)	 狠好，狠强大。            
(NA)	 大一的那一场所谓的舞台剧  超有想象力的同学们  幽默            
(5星)	 不管看多少遍都不会腻的电视剧。            
(5星)	 最爱大嘴            
(4星)	 喜欢姚晨的visa广告~~            
(5星)	 非常极其以及特别的好            
(5星)	 实在找不出好的语言形容这一家人 反正是我心中的经典            
(5星)	 子曾经曰过~            
(5星)	 一段时间的精神食粮            
(4星)	 每个假期陪妹妹看《武林外传》的快乐时光~~            
(5星)	 国产电视剧最爱之二            
(5星)	 我来来回回看了不知道多少遍。就冲这个，也得给满分。            
(4星)	 咋让我想起做模型的日子呢？...            
(5星)	 额的神啊 上帝以及老天爷啊...嘎嘎            
(5星)	 很喜欢啊~~~额滴佟掌柜~            
(5星)	 难得。。。            
(5星)	 绝了~~~            
(5星)	 friends武侠版            
(NA)	 笑了就行            
(5星)	 温馨的连续剧，让我想起了六人行！            
(5星)	 超级经典！！！            
(5星)	 难得的好看~~~            
(4星)	 中国式幽默，外国人绝对看不懂。。。。            
(5星)	 太好玩了，但不属于可以看很多遍的那种~            
(5星)	 我上面有人            
(5星)	 呵呵  宁财神正真属于中国人味道的情景剧            
(5星)	 很喜欢            
(5星)	 神作，不解释！            
(4星)	 断断续续看了一点~难得我这喜剧免疫者也能有爱的~            
(5星)	 经典的台词，搞笑而有教育意义~            
(5星)	 要说你没看过武林外传，你都不好意思开口            
(5星)	 这是第一部和父母一起看的喜剧~~~值得收藏            
(5星)	 非常成功的恶搞            
(5星)	 武功高强但初入江湖的郭芙蓉（姚晨 饰）、客栈老板娘佟湘玉（闫妮 饰）、金盘洗手的神偷白展堂（沙溢 饰）、满腹经纶的吕秀才（喻恩泰 饰）、客栈厨师李大嘴（姜超 饰）等等。这群年轻人在同一屋檐下演绎了一幕幕经典的搞笑场面，在欢笑与眼泪中陪伴观众们一起渐渐成长。            
(5星)	 从06年开始小众的看，到07年的下午剧场，随便哪个台都在放这个。觉得满特别满搞笑的，风格呀台词呀。。(*^__^*) 嘻嘻……(有人说看这个需要背景知识,否则笑点都看不懂,是滴是滴^_^)            
(5星)	 反反复复看了无数遍            
(5星)	 太经典啦~无法评论~            
(4星)	 蛮搞笑的。。虽然是陆陆续续看的。            
(5星)	 好！            
(5星)	 路漫漫其修远兮 吾将上下东南西北白中发 无所不向披靡而求索            
(5星)	 呵呵~            
(5星)	 太搞笑了，很喜欢。            
(4星)	 不仅很好玩，也很有道理！            
(5星)	 搞笑啊！            
(5星)	 我喜欢这么恶俗的快乐~            
(4星)	 蛮欢喜的 有点想给五颗            
(5星)	 里面的台词很有趣。            
(5星)	 我这辈子就指这活了~            
(5星)	 地球人都知道了。            
(5星)	 宁同学是个人材~            
(5星)	 这可是风靡全寝室的电视啊！            
(5星)	 很搞笑，看了好几遍，但是每一次还是会被逗笑，而且会学到很多道理            
(5星)	 郁闷时的开心剂以及亲切的陕西话。            
(5星)	 没看全~            
(NA)	 没全看完，总的来说还是不错的            
(5星)	 于是看多少遍都不厌            
(5星)	 中毒了入睡都得靠它了无数遍啊无数遍            
(5星)	 耳目一新            
(5星)	 传世经典~            
(4星)	 搞笑,解压良品            
(NA)	 曾经没日没夜的看            
(NA)	 同福客栈的故事            
(NA)	 折磨人的笑啊。。。            
(NA)	 多次            
(5星)	 下饭的好片            
(NA)	 XD            
(5星)	 很搞,很经典.            
(4星)	 嘿！朋友！我们好久不见你在哪里~            
(5星)	 哈哈~~这群可爱的人儿            
(3星)	 其实我觉得并不是特别好笑-_-#            
(5星)	 江湖~~~            
(NA)	 看过好多遍            
(5星)	 最好的国产情景喜剧！            
(5星)	 经典经典经典经典经典经典！！！！！            
(4星)	 满有意思的            
(5星)	 低调低调。            
(5星)	 像一剂兴奋剂一样注入了当时萎靡不振的电视市场。            
(5星)	 据说广电X局还狠批过这部戏。说其低俗，在古装中加入现代元素非常庸俗，不符合史实。冏。。谁看谁知道看我们的外传，让傻×说去吧            
(5星)	 超喜欢            
(5星)	 经典啊经典！当初我哥推荐我看的时候，我还很不屑~囧...后来...后来，凡是电视台有放的都看，百看不厌!            
(5星)	 太好笑了。            
(4星)	 确实很搞笑哇~~            
(5星)	 笑岔了，最近几年最好看的中国电视剧            
(4星)	 心情不好的时候真的很解乏.            
(5星)	 还有什么好说的呢。经典            
(3星)	 有时候太冷了            
(NA)	 百看不厌            
(5星)	 非常好。。            
(4星)	 郎君啊~你是不是饿的慌~十娘给你做面汤~~            
(4星)	 没有很完整的看  但是的确挺可爱的这剧            
(5星)	 我爱我家之后，好久没有冲动看情景喜剧了，这次是个例外            
(NA)	 关门，放小郭！            
(4星)	 另类的江湖，额滴神阿~！贼好看了~！            
(5星)	 倒背如流            
(NA)	 绝对的精典 我看好你呦！            
(4星)	 看多了恶心            
(5星)	 喜欢里面的每个人物，除了莫小贝            
(4星)	 陪我吃了多少顿早饭、午饭及晚饭啊            
(3星)	 呃|||            
(3星)	 没觉得那么那么经典╮(╯▽╰)╭            
(5星)	 很喜欢            
(5星)	 额滴神哪~            
(NA)	 搞笑            
(NA)	 闹心，也开心。            
(4星)	 武林外传            
(5星)	 目前为止 最为经典的国产情景喜剧编剧真的很有才            
(4星)	 好笑            
(4星)	 很时尚            
(NA)	 F045 武林外传01-25 F048 武林外传26-48F050 武林外传49-68F051 武林外传69-80             
(5星)	 太经典了!!!!!!!!            
(5星)	 最最喜欢的是白展堂~            
(NA)	 经典            
(5星)	 我记得我刚看的时候背后很多人说我幼稚。后来很多人变得比我还要幼稚            
(5星)	 巨好看！            
(5星)	 大江南北，老老少少，都对此片给予了很高的评价，我也是投赞成票的一个。期待续集！            
(5星)	 爱你，很久很久。            
(NA)	 ．．．            
(4星)	 自从看了六人行之后就感觉他有一点仿六人行的感觉！            
(5星)	 中国唯一部经典情景剧（有美女，有帅哥，不容易）            
(NA)	 哈哈            
(5星)	 这种片 一定要人多 或许老辈子的人不一定懂为什么我们会笑 我想 这就是代沟的原因吧！            
(NA)	 快乐与惊喜相伴道理融入其中            
(5星)	 大爱小郭。            
(5星)	 笑死了，恶搞的武林外传            
(5星)	 超搞笑~~~台词也写的好            
(5星)	 里程碑意义的中国式情景喜剧，糅杂了一点武侠、一点爱情、一点梦想、一点人生、一点金庸古龙、一点琼瑶、一点莎士比亚、一点friends、以及十二分的搞笑            
(3星)	 恶搞也要有水平            
(4星)	 虽然我不怎么喜欢 但绝对算作是另类的好作品了啊            
(5星)	 温情的乌托邦            
(NA)	 特别好玩            
(5星)	 跟老友记一样  随时可以看 随时可以笑            
(4星)	 武林外传            
(5星)	 喜欢看，看了3年喜欢佟掌柜：）            
(5星)	 你确定它好看--我确定一定以及肯定            
(5星)	 经典！            
(NA)	 这些人太会耍宝了            
(5星)	 狂爱            
(4星)	 偶尔笑一笑            
(5星)	 我就喜欢～            
(5星)	 看似平俗，平常之中见真实。            
(5星)	 天天看。。天天看。。            
(5星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈。！            
(5星)	 高考期間 每天的念想            
(4星)	 寓教于乐            
(4星)	 嘿嘿...            
(5星)	 异常搞笑 异常强大！            
(5星)	 台词都快会背下来了···            
(NA)	 有点夸张            
(4星)	 我的精神食粮。            
(5星)	 真是太有才了。一群活宝~~经典            
(5星)	 浓缩的武林，经典哪            
(5星)	 我是腐竹            
(2星)	 看多了智商会变得跟阿甘一样的            
(5星)	 情景喜剧            
(4星)	 挺好玩的            
(5星)	 很诙谐。却不乏人生道理。            
(NA)	 人人都知我喜欢。何时能与弟弟重温。            
(5星)	 无数次笑岔气，可爱的尖锐            
(NA)	 不错！            
(5星)	 国产经典轻喜剧            
(4星)	 中国的情景喜剧啊！！            
(NA)	 喜欢，大爱～            
(5星)	 佟湘玉 白展堂郭芙蓉吕秀才李大嘴莫小贝            
(5星)	 一部经典的over,一段永恒的回忆，还没品尝完，就结束了            
(NA)	 当初看第一眼的时候，只觉这电视剧的色彩感觉不好，暗暗的，于是便丢一边了，后来不知怎的就疯狂爱上了！            
(4星)	 很有意思的电视剧 闲暇时间都用它来打发            
(5星)	 吐血推荐阿~~~~国产搞笑巅峰之作，上至八零，下至零八，大家都爱看~~~            
(NA)	 傻的要命            
(5星)	 子曾经曰过。            
(5星)	 好！            
(NA)	 宁财神的...            
(3星)	 搞笑的武侠，贴近现实，为什么禁播呢            
(5星)	 高三的每天- -            
(5星)	 还我飘飘拳!            
(NA)	 没有可以超越的            
(NA)	 就是为了搞笑，才会不辞辛苦一集一集看下来，不过看到60多的时候没兴趣了。以后再说吧            
(5星)	 看到全新的一部古装喜剧。很火！            
(5星)	 特搞笑的情景剧！喜欢！            
(5星)	 他送我的，因为就要分开了，怕我以后还总是犯错，却没他来劝。让我懂点小道理。            
(4星)	 现代的古装片            
(NA)	 致敬            
(NA)	 很喜欢            
(NA)	 没看完            
(NA)	 这个还不错呢 虽然出的时候是高三= =没怎么看            
(5星)	 有笑点            
(NA)	 看过的最为经典和时尚的情景剧。            
(5星)	 笑声的世界 情感的交融            
(NA)	 超级爆笑 好看 喜欢  呵呵            
(NA)	 我喜欢，我喜欢，彻彻底底的喜欢！！！            
(5星)	 影响人生观价值观的经典            
(NA)	 幽默中告诉哲理            
(2星)	 没太大意思            
(3星)	 我不明白为什么这部戏评价那么高。            
(5星)	 我最爱            
(NA)	 强就一个字            
(NA)	 郭女侠太强大～～            
(5星)	 看似戏虐            
(4星)	 经常看，秀才说的情话也很受用。总之就是很好            
(5星)	 爱死咧            
(NA)	 从武侠中看到自己看到生活            
(NA)	 是喜剧里的里程式作品            
(5星)	 无了敌了！！            
(5星)	 不看是损失            
(5星)	 真心蛮好看的            
(4星)	 作者很有才!            
(5星)	 和男人经常一起温习的功课之一            
(5星)	 我很喜欢            
(5星)	 9很搞笑...值得看...佩服宁财神啊...哈哈...            
(3星)	 看过老友记后。。。就不想多说什么了。。。你顶多是中国版的成长的烦恼。。。            
(4星)	 超喜欢的电视剧，前半部分很好。在学校的时候一有空就看，好喜欢～            
(5星)	 我爱东北话            
(5星)	 嘻哈中充满智慧～～～            
(4星)	 葵花点穴手 排山倒海             
(NA)	 武林外传            
(5星)	 喜欢这一群，幸福复杂而简单。他们都相信，能一直和彼此在一起。            
(NA)	 很有时代感            
(5星)	 最喜欢的情景喜剧~            
(NA)	 喜歡            
(5星)	 我是情景喜剧之王            
(5星)	 爱到不厌其烦的背台词            
(5星)	 一开始没在意 后面发现那个戏剧感相当足啊表演 就是梅斯布嘛。。。精辟            
(5星)	 不仅是喜剧那么简单。            
(1星)	 我真是不想承认看过这破玩意～我家只有55个台，假期回家好不容易看次电视结果22个台播这个!!!要我死???!!!            
(5星)	 武林外传             
(NA)	 具说后篇没投资人了，可惜啊可惜。办公室那点事的古装版。财神就是厉害，什么都能写。            
(5星)	 还用介绍吗？经典中的经典哦。。。            
(5星)	 搞笑！            
(5星)	 搞笑，纯属搞笑！            
(5星)	 电视剧             
(NA)	 百看不厌            
(5星)	 吃饭时的最大消遣            
(5星)	 真的是一部让人看了一遍想二遍，就算看三遍都不会闷的电视剧~~~            
(4星)	 不错，调节心情的喜剧            
(5星)	 一个字：神。            
(5星)	 欢笑过后，暖流永驻。            
(5星)	 很有创意的古装喜剧            
(5星)	 超级喜欢~经典中的经典~！            
(5星)	 又想看了~~            
(NA)	 无聊时看的            
(NA)	 嘿嘿            
(NA)	 反复看的同时，我在一直思考我的人生！他们很可爱！            
(4星)	 喜欢里面的对白            
(5星)	 财神！太有才了！            
(NA)	 开心果，电视上看过，收音机听过，不厌不厌，永久新鲜。            
(4星)	 打发无聊的时间            
(4星)	 生活必备            
(5星)	 确定一定以及肯定            
(5星)	 该发生的和不该发生的            
(NA)	 这个真灵            
(NA)	 搞笑的同时也讲述了很多道理。呵呵。            
(4星)	 喜欢这种幽默            
(NA)	 总也播...总也看....            
