http://movie.douban.com/subject/2229576/	上错花轿嫁对郎
(3星)	 受不了聂远的一切            
(4星)	 很好看的剧，剧本演员拍摄都很好，那时候的黄奕多可爱啊            
(4星)	 名副其实的席绢式爱情剧。。聂远演的很好            
(3星)	 席绢阿姨和琼瑶阿姨还是很像的。。。            
(5星)	 这个很喜欢            
(5星)	 2004            
(3星)	 很早以前喜欢的            
(4星)	 嗯，小学时看得电视剧啊，那时候好喜欢啊~~            
(3星)	 还蛮经典的~            
(3星)	 比原小说差很多，但黄奕是可爱的。            
(3星)	 跟我外公他老人家一起看的~哈哈~            
(4星)	 黄奕拍得最好的一部电视剧。这个调调比小燕子强多了。            
(4星)	 我的妈呀 沙溢！竟然是那个……哎             
(NA)	 哈哈怀念那时候爱这片的心情 都不肯去晚自习            
(4星)	 小时候的美好回忆~             
(3星)	 当时看的时候觉得两个女主角还是挺惊艳的            
(NA)	 很好看！            
(NA)	 黄奕好漂亮呀~！！            
(3星)	 喜欢席娟 小说不错~            
(4星)	 黄奕唯一一个乐观的要死的角色吧，席绢还是不错的！            
(4星)	 还是那类毒计，还是那个伶俐的黄奕，还有主题曲，母亲喜欢看。            
(3星)	 我老妈超喜欢的剧   因为她看了好多遍            
(NA)	 啊！ 怎么有沙溢 我咋没印象            
(3星)	 完全是冲着原著去看的，虽然人物外形还算符合原著，可这剧情。。。囧囧有神            
(5星)	 给同学推荐了好多次，也没人去看。            
(4星)	 那时候的黄奕真的有灵气啊            
(NA)	 也是一二年级的片子……扬州台原来放过……            
(4星)	 还是觉得黄奕这里演的最可爱            
(4星)	 实在是不喜欢黄奕，但聂远还行，勉强给个4星吧。            
(3星)	 其实这是席绢三本书合成的故事            
(5星)	 沙溢蛮可爱的            
(3星)	 当年 当年            
(3星)	 其实黄奕和聂远挺配的……            
(4星)	 就是从这部戏开始喜欢聂远哥哥啊~~            
(1星)	 真的不喜欢黄奕。            
(NA)	 陪姥姥看            
(3星)	 这应该是第一次看到黄奕的作品。觉得挺漂亮的。那时候连着李湘的快嘴李翠莲。是最爱看的。大概是。中学时代。            
(5星)	 活泼的黄奕  感觉她以后的角色都很一般  喜欢聂帅哥。。。！            
(3星)	 小时候很喜欢。            
(3星)	 我比较无聊            
(3星)	 杜冰雁漂亮！            
(4星)	 原来沙溢那时候就出道了呵~~            
(3星)	 黄奕还是蛮好额            
(3星)	 男主都很丑。            
(4星)	 喜欢片尾曲。            
(3星)	 剧情挺有意思的，但演员我不喜欢。            
(5星)	 很喜欢，如今再看也是。            
(3星)	 黄奕演得有欠火候            
(NA)	 很经典            
(3星)	 。            
(4星)	 通过这部片子认识了聂远            
(4星)	 超喜欢看齐家小两口的`~            
(4星)	 阴差阳错的花轿换来的是幸福的生活，本来就是错位的两对新人，最后却能走在一起，实在是幸福甜蜜的事情。            
(3星)	 这部剧造就了黄奕。可是，还珠3却毁了她。            
(4星)	 制作粗糙了点,不过剧情很好看            
(4星)	 怎么看了那么多            
(3星)	 很喜感            
(NA)	 上错花轿嫁对郎             
(4星)	 难得我基本不看言情小说的原本……可这一部我真是非常喜欢囧RZ            
(3星)	 挺好的，开开心心~            
(3星)	 与还珠有些相似……温柔和刁钻古怪的对立            
(4星)	 陪伴着我的少年的夜晚            
(4星)	 挺有意思的            
(4星)	 这个片子的创意不错，有点现在的韩剧味道，喜欢黄奕，豪气干云~~~~~            
(5星)	 挺喜欢这部片子的，很欢快，是黄奕难得的好作品。            
(3星)	 还行　两个扬州女子一文一武            
(NA)	 很一般            
(3星)	 把席绢的小说演得跟色情片似的~还有，那时的聂远。。。真是干巴啊~~~            
(NA)	 那时候的黄奕很好，怎么就变了呢，叹气。            
(4星)	 挺放松的一部电视剧，很久之前在广州台家庭影院时段播过            
(3星)	 印象中每个暑假外地台都会放…囧            
(3星)	 一直很质疑这部片子的后期制作，为什么有那么多有点连不起来又怪怪的特写慢镜头呢？            
(4星)	 作为那么古老的古装电视剧……已经很不错了            
(3星)	 我各种风格的电视剧都看            
(3星)	 才发现有老白            
(4星)	 只记得那个时候的黄奕很漂亮，那个时候的电视剧化妆很俗套……            
(3星)	 当初脑残的觉得黄奕很漂亮            
(4星)	 那个时候的黄奕和聂远好稚嫩也好可爱啊~~哈哈哈~~现在真的是物换星移来着了~            
(3星)	 看过一点，不太记得了            
(NA)	 哈哈，很早之前和妹妹一起看的，当时觉得很搞笑~~            
(5星)	 黄奕迷倒我了。            
(NA)	 和妈一起看的            
(4星)	 在这里黄奕扮演的李玉湖让我很喜欢（天知道为什么后来她扮演的什么角色我都不喜欢），也是第一次看到她的亮相吧！觉得很清新，也有很多地方让人很开心的情节。当年看这部电视连续剧的时候是举家一起看的，跟老妈一起看电影一起欢笑的感觉还历历在目，没有再重新看过，但觉得印象中是觉得这部连续剧还好的！现在也不敢重看了，很多小时候的电视重看就都会失去其看的价值，除了经典的，这也是一种悲哀。            
(2星)	 比小说差的不是一星半点，郁闷            
(2星)	 真是把席绢的故事拍的惨不忍睹阿                
(4星)	 蛮好看的~~            
(NA)	 我有看过书，但没看完剧....            
(3星)	 根据席大人的同名小说改编……            
(4星)	 李琳李琳            
(3星)	 还是书比较好看            
(4星)	 根据小说改编 好看            
(3星)	 席绢的作品改编，剧情轻松幽默，兼带有一些浪漫主义色彩，但是过多的重复镜头的运用影响了整部剧集的流畅度，众多美女帅哥的组合是亮点，故给出三颗星            
(3星)	 黄奕演的还是不错啊~~            
(3星)	 席娟的文啊~~~            
(NA)	 不如小说             
(2星)	 从此开始讨厌黄奕同学～            
(4星)	 那时好喜欢这部剧，还特地找了席绢的书来看            
(3星)	 好吧...那就全三星好了...            
(3星)	 有点做作，其实故事还行            
(3星)	 里面的搞笑都有点冷            
(3星)	 我坦白，我看过，囧            
(3星)	 還算不錯啦，第一次看黃奕的片子、            
(3星)	 还行            
(3星)	 我妈妈好喜欢啊            
(NA)	 扬州美女。。。黄奕不错。。。            
(5星)	 当年那么喜欢的黄奕            
(4星)	 拍的有点粗糙，但是剧情凑合            
(NA)	 暑假看的~            
(3星)	 没办法，老妈喜欢看。。。            
(3星)	 私感觉黄同学那么多片, 这片是演的比较好的一个.            
(NA)	 上错花桥嫁对郎主题曲任静-巧解姻缘天作合世事艰多磨难独自少欢乐说是灰心一笑更难得千万别错过当轻松时且轻松不要苦心去琢磨好来好去跟着总有好结果开怀饮放声歌人在一起心里热你也说我也说戏里戏外都是乐日子也好过music好日子里出了错错也不算错咱们巧解姻缘说善恶一波三折来到家中不是客欢欢喜喜天作合有情有意一定会有好结果开怀饮放声歌人在一起心里热你也说我也说戏里戏外都是乐日子也好过好日子里出了错错也不算错咱们巧解姻缘说善恶一波三折来到家            
(NA)	 有自己的风格,也不错!~            
(1星)	 看不下去            
(3星)	 那个时候对黄奕有比较深的印象 因为她笑得特感染人            
(5星)	 剧情很不错，很少看到这么起伏的            
(4星)	 又是一部还很幼的时候看的……            
(4星)	 李玉湖萌啊            
(NA)	 男男女女 命中注定哦            
(3星)	 断断续续看过很多集。。            
(5星)	 古风古俗很是喜欢            
(4星)	 以前看过席绢的小说，没想到拍成电视剧了，还行，女主角都挺漂亮。。            
(2星)	 刚刚一看演员名吓一跳老白居然也在里头而我一直没发现            
(NA)	 纯粹偶像剧。。。啥也没            
(4星)	 经典的古装剧            
(2星)	 觉得还是书写的好.            
(4星)	 更喜欢改编后的电视剧，先入为主            
(NA)	 缘~妙不可言~            
(NA)	 命中注定就是你...            
(5星)	 上错花轿嫁对郎            
(3星)	 拍的还行            
(2星)	 好好的小说啊，就被拍成这样了，不忍看啊            
(NA)	 刘若谦……汗!            
(4星)	 都很美，除了那个将军。= =            
(3星)	 但是看的时候觉得很不错啊            
(4星)	 聂远还是那个时候感觉好。            
(4星)	 这个我还是很喜欢的，简简单单的            
(3星)	 感觉像是偷师还珠格格的。也对，人家黄奕马上做了二代还珠格格类。            
(2星)	 喜欢聂远~            
(3星)	 一般吧，演员选择吗，冰雁部分很失望。            
(4星)	 轻松活泼~~情节新颖~~            
(4星)	 和老妈一起看的            
(3星)	 剧情还可以,挺好看的            
(4星)	 看的时候觉得聂远好帅阿，现在就没这么认为了。            
(5星)	 好久之前在哥哥家看的 但是只看完了第一集就被妈妈叫回家了             
(3星)	 女主角都很漂亮            
(3星)	 喜欢过。            
(4星)	 席绢            
(NA)	 女主角都挺漂亮的,剧情也不错            
(NA)	 肥皂剧中的肥皂剧            
(NA)	 不错            
(1星)	 无聊。。。            
(NA)	 这部电视我已经看了好几遍了，每次在家都不会觉得厌倦，甚至可以说我与它一起长大，非常喜欢聂远和黄奕，而且黄奕在里面非常漂亮。以后看到了可能我会是要看的，不会觉得厌！            
(4星)	 喜欢齐天磊和李玉胡，渴望那样的爱情            
(4星)	 好可爱的灰姑娘            
(3星)	 其实还不错，就是有点土气            
(3星)	 看了之后才知道其作者是谁.            
(NA)	 有点搞笑，第一次认识了黄奕            
(4星)	 席绢的小说改编的哦~            
(5星)	 很棒的片子。            
(3星)	 现在看来，这部片子的剪辑，有够可怕            
(3星)	 小说比电视剧好看多了            
(3星)	 恩。。其实女主角都很漂亮            
(5星)	 很欢喜的剧，很江南风，多看几遍都不厌啊。难得一部不错的大陆剧。            
(NA)	 1997年            
(5星)	 席娟            
(3星)	 改编的还行            
(4星)	 哪个卫视在放，还是会停下来一遍遍看。当年有几个妞有李琳这么漂亮啊！当年聂远和黄奕一对多有爱啊，现在成陌路了。。。当年沙溢好喜感。。。当年觉得里面歌都好听。。。            
(NA)	 喜欢那里的歌曲            
(2星)	 呃呃，黄奕当时不错。剧情也不错。但是怎么看着很狗血呢。            
(NA)	 聂子~~            
(3星)	 有点纠结的……            
(3星)	 纯属找乐            
(5星)	 当年很爱的电视剧，作者席娟的言情小说我看了很多，还是很喜欢这个。这个小说对我来说还有特别的回忆，虽然不是很好            
(NA)	 构思很不错。。            
(4星)	 不错，彼时的黄奕还不错            
(NA)	 不如看书。            
(2星)	 般无法忍受第二次             
