http://movie.douban.com/subject/4848610/	千谎百计  第三季 Lie to Me Season 3
(3星)	 大叔很有范儿，剧情后面就无力了。            
(3星)	 boring…学英语不错…            
(4星)	 依然给力的Dr.Lightman。            
(4星)	 竟然13集播完了我已经当作情景剧看了  其实还不错耶有点像第一季lightman有点小聪明  就是locker彻底变成了一个路人故事全部发生在lightman和gillian身上了              
(5星)	 看LTM，已经变成每周的习惯~            
(2星)	 习惯之后，感觉平庸            
(5星)	 继续膜拜            
(3星)	 正变好看了怎么就被砍了呢？……            
(3星)	 第十三集            
(3星)	 一开始看的确很感兴趣，可是看多了发现每集都是老套路~            
(4星)	 6.14才回归。新人可以出彩了拜托。            
(3星)	 已经看不下去了…lightman越来越神经…走路那样…放到哪都不像个正常人…看得累的慌…            
(3星)	 看了第一季后就看不下去了，不知道现在剧情有无突破。            
(3星)	 这剧已经无法挽救了…大叔回去拍黑帮片吧            
(3星)	 喂那个英伦腔大叔，耍流氓耍得有点过了喔～！= =            
(4星)	 我觉得不太真实。。            
(5星)	 更新呢。。。            
(4星)	 不是每一集都那么精彩。            
(3星)	 依然喜欢Tim大叔            
(3星)	 老实说还是第一季比较好看，可信度也比较高。第二，三季明显把Lightman神话了，而且Tim Roth 的表演也越来越痞了。虽然有点坏坏的男人是招人喜欢的，可是坏到整天跟个喝醉酒话都说不清楚的痞子似的，就开始打扣分啦。            
(3星)	 一季不如一季            
(3星)	 没见怎么面部分析，直接得出精确的结果，第三季变成一部神话！            
(3星)	 lightman的表演已经偶尔有点矫作了，也许该终结这个系列了            
(3星)	 索然无味了            
(4星)	 第三季风格大相径庭            
(NA)	 恶心的男主角            
(NA)	 每个谎言背后都有它的意义            
(5星)	 快点更啊。快点更~~            
(4星)	 don&#39;t you, love?            
(3星)	 喜欢lightman的小女儿~            
(5星)	 跟中            
(4星)	 这就没了？~            
(5星)	 最近在追的美剧，果断推荐            
(4星)	 觉得第三季变味了            
(3星)	 还行！            
(3星)	 偶尔看看，不值得连续看            
(5星)	 有时候知道别人在想什么并不重要，因为他的想法若是与己无关，只会徒增烦恼啊~            
(3星)	 总的来说还是觉得第一部最经典～            
(4星)	 看多了就觉得有点那啥了。            
(5星)	 小艾越来越美了啊~            
(5星)	 LIE TO ME, PLEASE. I DON&#39;T WANT TO HEAR THE TRUTH.            
(5星)	 男主演技十分到位，配角也都毫不逊色，但是看到第三季的时候就有些厌倦了，毕竟在现实生活中侦案不能全部依靠deception experts.            
(NA)	 也就他们各自有各自的爱情 可友谊还那么美            
(4星)	 感觉案件越来越不重要。。。他居然真的是love她。。。            
(NA)	 越来越不给力了。。。            
(4星)	 原来只有13集            
(3星)	 很不情愿的承认，真的不如前两季了            
(5星)	 真神奇、            
(5星)	 lie or lie or lie            
(3星)	 一季不如一季            
(NA)	 我等着            
(5星)	 剧情上真是一季不如一季了 有点让人失去热情            
(4星)	 看到第三季就不想追了，虽然我很喜欢男猪脚，但套路太了然了……            
(3星)	 越看越没劲            
(5星)	 很是不错啊！            
(4星)	 从中学到了一些小知识，但是也把自己弄得很神经            
(3星)	 tim roth一个人撑起全剧            
(5星)	 提升篇            
(3星)	 光男终于承认他爱foster女王了~            
(4星)	 大概审美疲劳了，除了乱七八糟的猜忌，其他的神马都没学到......            
(3星)	 看多了觉得比较扯 缺少足够的科学依据            
(3星)	 草草结束~            
(4星)	 总之就是：三部看一部就够了            
(5星)	 看第1,2季就好            
(4星)	 好吧，终于把重点挪到Gill和Lighterman身上了。            
(4星)	 最喜爱的BG西皮终于是要功德圆满了            
(3星)	 一集集还是有点皮的。。            
(5星)	 终于看完了。话说，为什么没有第四季咧。下一片美剧是啥咧。咦咦。            
(NA)	 听说被砍掉了，不过也真的没什么好看的了。。。            
(3星)	 不带歧视的说。。民工，没看过啥电影的，看看贺岁片也觉得乐呵，给满分。。。。这就能解释为什么豆瓣上美剧得分都这么高            
(4星)	 偶尔是可以看看的~~            
(NA)	 超爱的一部美剧！这老男人也未免太帅了吧！！！            
(3星)	 有点厌倦了每次相似的剧情。            
(3星)	 竟然获奖了favorite TV drama，实在是没想通。我是觉得剧情有点太玄乎了，这么厉害，美国就没有那个多在逃serial killer了，肯定都绳之以法了~            
(NA)	 很棒！~            
(3星)	 第一季最好看            
(4星)	 为什么要被砍啊！！！！            
(NA)	 等待第九集            
(3星)	 Lightman变得神经兮兮            
(3星)	 表示Carl大叔走不下去了            
(4星)	 果然上课上的都有职业病了块            
(5星)	 巨爱            
(3星)	 继续重蹈覆辙...            
(5星)	 这个大叔也很厉害的说            
(3星)	 fox功力大减,从第二季复归开始就……            
(3星)	 越拍越没劲            
(5星)	 我爱Tim Roth            
(4星)	 一路货色            
(NA)	 啊！禁了            
(4星)	 看多了会习惯性的注意周围人的各种表情……            
(4星)	 ING....            
(4星)	 真心好看             
(4星)	 创意挺好，剧情也算抓人，但整部剧在Tim Roth那在我看来too over的演技下有一种奇怪的腔调，于是不能多看            
(NA)	 看了这部想学心理学            
(3星)	 没有以前好看了            
(4星)	 好的美剧太多了，这个也不接着看了。            
(4星)	 应该还很好看吧。但是我说什么都跟不上了。            
(5星)	 睡前故事            
(4星)	 尚未入迷~现在觉得还不错~只是刚刚意识到这一季都完了==            
(3星)	 第一季好，后来差一些，第三季就彻底不想看了。。lightman变得很神经，案情很狗血，没意思。倒是em越发靓了～            
(3星)	 越來越無聊            
(5星)	 好演员，我喜欢。            
(4星)	 就这么完了，挺遗憾的，不过说实话第三季看着也是有点编不下去了            
(5星)	 能编出那么多故事本来就很稀奇了。剧情。心理。            
(5星)	 lie to me.            
(4星)	 虽然明显没第一季好看了。喜欢这一季的海报。            
(3星)	 lie to me 相较于其他美剧最缺少的就是主线了！不过还是因为Tim追着，第三季整体没有第一季那么吸引人了，也没有第二季有感觉，争取追完吧。好像FOX不打算订第四季的。            
(3星)	 第三季就很一般了            
(5星)	 about affairs 棄之            
(3星)	 越来越牵强了            
(5星)	 一些判断非常实用呢            
(NA)	 都不敢乱作表情了~            
(5星)	 非常的好看 节奏也把握的很好 每个案件都很刺激            
(NA)	 不会出了。。。            
(NA)	 就看了第一集，感觉挺酷，人还是的慢慢琢磨啊            
(4星)	 攒着还没看,给四颗希望能不负所托..            
(4星)	 我现在开始不留神就观察别人表情什么的了。。。            
(3星)	 跟柯南感觉像啊            
(4星)	 美剧都是成也剧本，败也剧本，这部剧的几个主角竟然都喜欢，打破总有一个让我烦的定律，大爱Emily            
(4星)	 不喜欢女一啊~新鲜感没了以后觉得不像第一季那么有吸引力了            
(NA)	 很优秀            
(5星)	 就是那么爱犯罪题材的  爱cal 爱Gillian~~~快更新吧 等的真辛苦            
(NA)	 今年最爱的美剧。            
(4星)	 三星为了Emily，还有一星为了大叔的新情人            
(4星)	 原来早就结束了，我还傻傻地在等14集。。。嘴上说不好，心里还是希望能有第四季。。。呵呵，总是这么矛盾            
(4星)	 哪一季你们才能在一起哇！！哭。            
(3星)	 已经没有最初的新鲜感了，可以结束了。            
(4星)	 还可以了...就感觉他和第一季的角色设定不一样了，越来越疯癫邋遢了。            
(4星)	 我就是喜欢这个大叔~！            
(4星)	 怎么来说，最后的一点小情绪很好            
(3星)	 还是没新东西。。。而且，故事太夸张了吧。。。            
(NA)	 可爱的行为心理学！            
(4星)	 精彩纷呈            
(5星)	 男猪表演很有张力            
(4星)	 妈的，在我说编剧快要才尽了以后就被砍了。            
(4星)	 Eli Loker！            
(4星)	 看到LIGHTMAN就想起海上钢琴师……            
(4星)	 前半季无比诡异觉得连人物都扭曲了……后半季总算正常些了，几个故事也算有爱            
(5星)	 TIM其实什么都知道~            
(3星)	 有点审美疲劳            
(NA)	 依旧很好看            
(3星)	 被cut嘞……  好可惜、            
(4星)	 被砍了,其實還是挺不捨的             
(4星)	 更新太慢，还是很有可看性的！            
(3星)	 第三季彻底变味了            
(3星)	 显然没有第一季那么震撼了。            
(5星)	 Lightman 越来越不正常了，感觉演的有点过了，剧情不错            
(NA)	 打发一下无聊的时间，牛人一个            
(NA)	 看够了，毫无新意，放弃            
(4星)	 独立的单元剧，值得一看            
(4星)	 看了一半。命运如何。明年还播么。            
(4星)	 总的来说还是不错  但是看到第三季 就有点疲劳了            
(3星)	 好像秘密都被挖掘得差不多了...都在小打小闹...看到第三集就看不下去了...            
(4星)	 怎么locker突然变这么有爱捏~~ 没有想到这样就完了。。只有13集的么。。第四季神马时候呢。。            
(4星)	 7.5            
(5星)	 I love Tim Roth            
(3星)	 越来越不给力了            
(5星)	 carl lightman和他闺女真是越来越有火花了~！            
(4星)	 第三季的影响力不减，但是新鲜感消失            
(5星)	 从第一季看到现在。            
(4星)	 不大想看了.有种乏味感.            
(2星)	 ——》8越来越烂了，sigh            
(5星)	 完结了啊啊啊啊啊啊……            
(5星)	 大爱！！！            
(4星)	 貌似是越来越没意思了，前途陌路            
(3星)	 那啥，我有点跟不上节奏。不过lightman还是很有魅力的说            
(2星)	 越来越讨厌            
(5星)	 我追LTM真的很累啊。            
(5星)	 还是大叔            
(5星)	 希望一直看下去~            
(3星)	 一般吧，结束得都不记得了~~            
(NA)	 好像有点看不下去了。            
(4星)	 Lightman收敛很多!!越来越爱这个英国男人!!            
(4星)	 好看            
(5星)	 Got ya            
(4星)	 第三季莫名其妙的结束了。我要追剧啊…             
(4星)	 如果抱着学习微表情的心态去看，看第一季就够了~ 第二第三季与一般的破案剧很相似。            
(4星)	 案件还是很吸引人的，都不是泛泛之案，当做普通侦探剧还是很不错的，只是欠缺了分析lie这个噱头。第三季的确再也没有突出分析表情了，所有关于表情的分析都是在台词中一句带过，也很少再出现那个经典的玻璃屋子。但是单从探案剧来看，无论是第三季的剧情，还是各位性格鲜明的主演，都是很棒的。            
(3星)	 从全局来看，其实没什么剧情            
(3星)	 已经再没有功夫也没有兴趣去看完这一季了。            
(3星)	 不是早说这剧要砍了么.....            
(NA)	 每集最后的父女毒舌温馨小片段真好\nEmily对爹说 和杰出男友分手的原因不是他做了什么而是他什么都没做 Willy你对得起你这名字嘛 这姑娘忒可爱了\nS03E13 Cal终于承认爱Gillian 可惜剧被砍了 再无下文鸟            
(2星)	 故弄玄虚，有什么不能骗倒的？？！！            
(3星)	 完全落入俗套，感覺像是已經沒什麽內容可以編下去了。爲了Tim Roth才看，他在劇中的人物性格比第二季有所改善。            
(3星)	 第一季很不错,后来就......            
(4星)	 蛮好的            
(4星)	 就这样~            
(4星)	 第四季~~~~~~            
(5星)	
(4星)	 后来没有再追了==            
(4星)	 被砍了 可惜            
(3星)	 第三季我就不说啥了……            
(4星)	 为嘛就13集= =+            
(3星)	 博士变三八了，什么都管,还到处调戏女人            
(3星)	 包袱都抖干净了 再不加把劲真就要被砍了            
(5星)	 痞子大叔，我就知道你是爱Foster。期待第四季。            
(3星)	 第一季比较有魅力            
(4星)	 只因为他            
(NA)	 还记得每周等一集的辛苦～            
(5星)	 可惜被砍了            
(4星)	 我就喜欢老流氓= =            
(4星)	 开始很好看，到后面越来越不给力了            
(3星)	 越来越不给力            
(NA)	 TimRoth X            
(2星)	 看不下去了，抛弃            
(NA)	 似乎，前两季比较吸引            
(4星)	 昨天看了第8集 今天就看到第9集被打胎了 哇唔 ……            
(NA)	 莱特曼和福斯特你们还在暧昧啊！！。。。            
(4星)	 今年最让我心痛的停播            
(2星)	 难看。            
(NA)	 不太想追了。            
(NA)	 最近沉迷            
(5星)	 又回归到心理学范畴了，赞            
(5星)	 用一天时间，一口气看完第一季所有。。。            
(NA)	 Behavioral Science            
(4星)	 总体来说 还是很精彩，只是结尾太淡了...            
(5星)	 哈哈，超级推荐，就是更新慢了点啊。坐等啊            
(4星)	 里面有些心理学概念，对我来说~~挺有新意的。            
(4星)	 總感覺他們會破產……            
(4星)	 aye, 这个还是有爱。可惜呀可惜            
(4星)	 还是被腰斩喇！！！            
(3星)	 越来越一般了！            
(NA)	 喜欢他那个邪气，怪怪的，我的重口味            
(4星)	 只能说 看到后面就腻了            
(3星)	 这种人永远交不到朋友            
(3星)	 终于看完了~~~哈哈~~cal终于承认爱Gillian            
(3星)	 这片子不是讲测谎的。。是讲犯罪的。。。            
(4星)	 就是感觉还蛮好撒            
(1星)	 这剧终于被砍了            
(4星)	 謝謝這部劇，讓我愛上KW            
(4星)	 友情分。。。。這季看地好累            
(4星)	 前面几集莱特曼在不停的发展新的女朋友，受不了，穿插这种情结太多了，以至于我看片都觉得倒胃口。            
(4星)	 盼的来这俩在一起么 together together together------------被砍了 哭死！            
(2星)	 第三季明显不如第二季            
(4星)	 看到后来倒是蛮喜欢每集最后LIGHTMAN和EMILY的部分，特别是最后一集，哈哈~~            
(4星)	 没前两季好看了。。。第四季会有什么惊喜？            
(4星)	 这一季差好多...感觉是拼凑出来的东西            
(3星)	 没有撑到第二季结束。。。感觉缺少新意了。。。            
(3星)	 Lightman化身上帝 看了几集就不成了            
(3星)	 看不下去了。。            
(2星)	 能看？            
(3星)	 果然被砍了。。            
(5星)	 我爱大叔~            
(4星)	 看一集的时候是惊艳！那个强烈白光中逐缩小却清晰的脸庞，让我尖叫是1900！狠狠的推荐给所有人，还鄙视东方台的山寨品“幸福魔方”拙略的演出风格，第二季感觉有点跟不上趟，直接把我远远甩落的第三季，让我有点讨厌这个小个子的英国腔男人，自大狂害死自己的爱情、亲情、友情！            
(3星)	 没有前两季好看了啊~~            
(3星)	 第三季的Lightman不知道是咋了啊，跟更年期似的，见谁咬谁，连Gillian都不放过，炸毛鸡啊。不要逼我弃番！！            
(3星)	 我好像更喜欢Emily            
(4星)	 最后一季啊……期待能有下一季……            
(3星)	 只有第一季还行，后面的不好看了...            
(3星)	 NND，Cal和Lightman早搞上不就不会被砍了吗，FOX缺钱缺成这样啊，腰斩……            
(5星)	 做为一位父亲Lightman挺不容易的!            
(1星)	 唉，编剧越来越想不出新意了。            
(NA)	 很喜欢的一部美剧，相关的书也买了。            
(4星)	 抛却第二季走向FBI剧情后，lightman又开始了他欠抽的精彩故事            
(5星)	 ！            
(5星)	 好像口碑越来越走下坡了···whatever··我的 Tim~~~ 还是喜欢看`!            
(4星)	 可惜被砍了 一开始很看好这部剧的             
(5星)	 光人博士的不正常程度更进一步~不过我表示我喜欢这样的性格            
(4星)	 为这最后一段对话也值了，但是也估计就是因为这对话让第四季胎死腹中了。            
(2星)	 看不下去了 弃之！            
(5星)	 比起第二季，有些许回暖之势。。。            
(4星)	 不错的剧，尤其第一季，你还对这个很新鲜的时候，会看的很爽。            
(5星)	 确实学会了很多小的辨别技巧....            
(4星)	 清明节期间一口气看了13集，有点疲了。但是案情都还比较精彩，也能学到不少俚语            
(NA)	 第四季正式被砍，我会怀念那个LOLI的……            
(5星)	 让你深刻领略美剧的强大            
(NA)	 越来越鸡肋鸟            
(5星)	 主演主演……  偶像就是偶像            
(2星)	 水平下降太厉害            
(NA)	 Tim Roth，我全部的注意力都在你身上            
(5星)	 Tim大叔加引人入胜的剧情，想不好看都难。            
(4星)	 还行吧，只看第一季就好了            
(3星)	 虽然后面的剧情确实没有之前的好看了，但是。。。被砍掉还是让人有点郁闷啊。。。几个演员都演的不错啊。。。            
(2星)	 没新意了            
(1星)	 难以忍受了···从第一季的疯狂迷恋 到第三季的难以忍受 它才花了3季的时间  剧情无厘头 主角神经质   细节什么的完全没有 就是一个人在那自说自话····唉····白瞎这个剧了····            
(1星)	 第一季是经典  第二季是鸡肋  第三季是肥皂剧  水准下滑太多  被砍也是好事            
(3星)	 感觉没有前两季那么吸引人。男主角的演技让我觉得他越来越浮，老练而深沉的他不是会更加的有魄力么？            
(2星)	 lightman 你该歇歇了。。。            
(4星)	 尽管看的越来越吃力，但还是有感情的~            
(3星)	 越来越没意思额            
(4星)	 迷人了，大叔控了。。。。            
(3星)	 不如前两季。尤其是最后一集，怎么看怎么像吃社交网络剩下的。最后还挖了个坑，埋起来吧~            
(4星)	 叔。木的看了。。TAT。。。            
(4星)	 不错，不错，虽然看的时候少了很多第一季的时候那种惊讶~但是这剧就这么被停了。。            
(3星)	 感觉没有第一季好看            
(5星)	 就喜欢大叔耍流氓～            
(3星)	 编剧来点新鲜的。            
(3星)	 Dr.Lightman 您不适合搞慈善 麻烦您回来吧.            
(5星)	 我想让Lightman 当我爸            
(4星)	 情感上了主线            
(5星)	 超级喜欢……Cal有一种很独特的气质……并且随着剧情的发展也变得逐渐真实，一样有失误，有无法判断的案例，也有失误，但是他却始终有种霸气！~~~太喜欢了！~~            
(3星)	 2011.2.5-13终于砍了            
(4星)	 TEAM BUILDING宣传片的一季么 四颗星以示惯性的爱 纵使最爱的专业性已失            
(4星)	 还不错            
(5星)	 微表情的世界            
(5星)	 本来还说没有前面好看了 不过后面越来越给劲儿有没有！！lightman承认他喜欢foster了有木有！！！！！结果尼玛FOX给砍了！！！我擦啊！！！还我的LGHTMAN！！            
(3星)	 感情戏太多，反而失去了这部戏的主色调~            
(4星)	 Lightman希望正常点，越来越神经质了...            
(NA)	 期待后续，可惜没有！            
(5星)	 关于心理学分析的美剧，只是现实生活中永远无法捕捉0.02秒的一处细微。            
(4星)	 还是最喜欢第一部...第二部里最喜欢emily治她老爸...第三部...靠的，FBI呢！！！            
(5星)	 不可不信，不可相信~！            
(NA)	 看到第3集看不下去了            
(5星)	 就不能出快点嘛？            
(NA)	 很想看看自己的微表情~~~            
(3星)	 远没有第一部精彩，只剩老男人耍帅            
(4星)	 比第二季有意思，但貌似剪辑有些混乱。            
(5星)	 很喜欢看, 和时下流行的题材都不同, 很新颖.             
(3星)	 下坡路那个下坡路            
(NA)	 就这样被砍了。。。。            
(3星)	 看多了  就还行            
(4星)	 大不如前。。江郎才尽。。怪不得被砍了。。            
(4星)	 Lightman终于坦露了心迹，你Foster就在一起吧~            
(4星)	 一如既往的好看~ 我是大叔的fan            
(3星)	 烂尾…………            
(NA)	 第三季还不错，回归回归！            
(NA)	 这片子看来就要这样烂尾了。。。这一季已经不如从前，估计第四季要木有了。。。            
(3星)	 灰常一般啊            
(3星)	 看不下去了            
(3星)	 看到第五集，还是没坚持下去，弃了，即使是tim roth大叔            
(4星)	 越来越不好看了            
(5星)	 没办法喜欢就是喜欢~            
(2星)	 我看到的是一个很不耐烦的的lightman               
(5星)	 别人都说你不那么好看啦 可是我还是觉得都挺好            
(2星)	 这一季要不要这么难看 要不要 要不要！！！最后一集居然还用上了FACEBOOK的桥段 你们的创造力是有多枯竭啊！            
(3星)	 嗯，是啊，我义无反顾得开始看第三季了-。-||||结果停播了            
(4星)	 居然被砍了。。。嗷嗷嗷~~各种抓狂            
(3星)	 CAL要是和GIL真好了..也许我会弃剧..            
(4星)	 觉得没之前的好看。。。            
(3星)	 为啥开始让蒂姆大叔开始用美男计了！？            
(4星)	 怀念第一季的技术含量！！            
(4星)	 我的GC恋啊 就这么完结了...还好他终于承认了 他爱她...            
(NA)	 很喜欢Dr.Lightman，很喜欢FOX出品的这部美剧            
(4星)	 不想再看了            
(5星)	 我就知道你会回归流氓~~~给力的光明叔回来了~~~            
(4星)	 看了三集，感觉比第二季好些            
(2星)	 越来越扯            
(4星)	 主角感情戏多了~            
(3星)	 终于被砍了……            
(4星)	 不知不觉倒着看完了            
(3星)	 越看越不用心了。            
(4星)	 但愿如前两季得我心。            
(3星)	 被砍是有道理的            
(NA)	 真的不是说特别的好看，可是大概还似继续会看的            
(5星)	 越来越            
(5星)	 莫名其妙就木有了！！！！讨厌……编剧你们休假是怎么了啊！            
(5星)	 老头 力挺你            
(3星)	 追不下去了，准备弃            
(3星)	 后面的剧集看不下去了            
(5星)	 可惜没有第四季            
(4星)	 比第二季好多了~~            
(3星)	 还是抵挡不了被砍的命运。。            
(3星)	 越来越没有看下去的耐心了！！            
(NA)	 没前两季好看            
(NA)	 海报搞的像恐怖片~~终于看完了，看的有点不耐烦了            
(4星)	 唉，这季就是所谓的大结局了啊……就被砍了啊。的确为什么lightman这么喜欢乱搞的男女关系啊。又是女警长又是那个珠宝女贼的。还是很喜欢两个女主角。gillian和tores。            
(3星)	 没办法，喜欢Tim roth.            
(NA)	 弃了            
(5星)	 一集又一集的等待啊！            
(3星)	 7集，弃            
(4星)	 总是连不下去，郁闷            
(5星)	 第四集出现的那女的一定还会再回来，CAT&amp;MOUSE，多欢乐的戏码，TIM的生活从此有了转折            
(5星)	 越来越喜欢这个别扭但可爱的小老头。            
(2星)	 越来越莫名其妙，不追了            
(2星)	 我只看了几集然后就完全失望不想跟下去了。。            
(4星)	 sigh...            
(NA)	 ROTH 你还能再拽一点么？倒立着接手机吧！            
(4星)	 喜欢男主讲话的腔调~小心你的微表情            
(4星)	 依然很不错！            
(5星)	 FOX为毛要停了你！！！我恨它！！！还我Dr.Lightman！！！！！！！            
(4星)	 “被看过”……            
(4星)	 好看却失去了最初的神韵。。。。。。。。。            
(NA)	 烂尾了            
(3星)	 追到一半差点放弃= =都三季完结了才好意思承认么！我都为Gillian跺脚啊！            
(2星)	 故事越来越没劲，虽然喜欢TIM大叔，还是终于看不下去了            
(3星)	 看了两集，觉得有点说不出来的味道，先继续看下去吧~            
(5星)	 未完成的不遗憾            
(5星)	 喜欢这种夸张的心理推论，不自觉去观察周围的人            
(3星)	 其实就剧情来说，还是不错的。演员的功力不弱。可就是不知道怎么回事，我入不了戏。越看越无聊。            
(3星)	 看到第十集弃剧            
(3星)	 越来越不行了。。。            
(3星)	 这个人对他闺女真是好            
(NA)	 就这么没了╮(╯_╰)╭            
(3星)	 我忘了我看了几集了..好像没看完...第三季真不好看...            
(3星)	 被我叫停了            
(NA)	 看不下去了            
(3星)	 当我发现一个剧情剧集转成感情剧集，那么也就没什么好留恋的。一颗星剧情，一颗给Tim Roth，一颗给剧中的女儿Emily            
(3星)	 逐渐失去兴趣，但还是先看看吧            
(4星)	 大叔还是好帅，就是一集一个案例有点儿烦了……            
(NA)	 都千篇一律，不追了            
(3星)	 根本不能看啊！！！            
(4星)	 不爽了，叔，对Forst好点            
(4星)	 不如第一季好看            
(2星)	 弃            
(5星)	 越来越喜欢locker，貌似又出现了新人物，lightman怎么好像有点扭曲的感觉......            
(3星)	 听说被砍了，我松了口气，不想跟了，也不想就这样放弃，好像背叛了谁一样，我tm怎么老这么善良。。。。            
(4星)	 反正一季不如一季            
(4星)	 剧情越来越专注人性的问题了            
(3星)	 看多了似乎就这样个套路吧 前两季比较吸引我            
(5星)	 110724@kankan S3E13剧终，唉；海报不错；TRTH HRTZ；Slang：willy http://t1.qpic.cn/mblogpic/7341b1f37fe336de9356/2000            
(4星)	 大叔有腔调            
(4星)	 三星半。那两对终于承认了。但我一直担心继续拍下去编剧要江郎才尽了。            
(3星)	 已经不像第一二季那样注重微表情 也就没多少兴趣了            
(NA)	 4集后弃之，这季测谎叔越看越烦躁= =            
(4星)	 Cal终于承认爱Gill了……就这么结束了啊！            
(NA)	 希望还有第四季，居然第三季就这样结束了·····            
(5星)	 依然痞痞的大叔            
(4星)	 莱特曼已经变成pshyco了。。这剧被砍在情理之中 。。各种人物关系都烂尾了。。不过最后那个场景也算让L跟F的关系明朗起来 虽然只是几句话而已。。ps em的男盆友好q            
(4星)	 确实越来越普通 但是就这么没了 也实在有些空落落            
(4星)	 痞痞的            
(4星)	 就是啊 大叔你还等什么啊 morning sunshine morning sunshine            
(4星)	 就是看完了有点累            
(3星)	 这季越来越不行了。。            
(3星)	 一季不如一季            
(NA)	None
(3星)	 感觉前途渺茫啊~~季后补充：果然被砍了~~            
(3星)	 貌似是给掐了吧。。所以。。没啥好说的了。。            
(5星)	 你真的 脑壳转的有点快！            
(NA)	 第三季跟了三集，实在是看不下去了。跟犯罪心理比起来，差距太大了。严重觉得卡尔有多动症。            
(5星)	 早结束了...            
(4星)	 臥槽 被砍了            
(NA)	 莱特曼博士，你敢动作再夸张疯癫些么？            
(4星)	 第10集结尾看到了大叔的心里话！话说...电脑天才现在都流行叫Zach吗？            
(3星)	 不想跟了呀呀呀            
(NA)	 CG关系接受考验的一季，新角色加入，案情扑朔迷离            
(2星)	 剧情越来越牵强啦~不看了            
(5星)	 果然没什么是确定的……又说要出第四季了…… orz 不过不跟FBI一起之后，可看性的确大大提高了……            
(3星)	 一季不如一季。。。            
(4星)	 lightman写书比我写论文还痛苦。。。好歹我憋废话也能一小时憋几千字            
(4星)	 四星给Gill。Gill俺の嫁。Cal你是在等完结对么…求第四季。            
(3星)	 看不下去了,觉得微表情吹大发了.            
(5星)	 这电视剧我倒不是多喜欢 但是演员都是我的大爱            
(4星)	 貌似要被砍了~~            
(5星)	 热爱一如既往            
(5星)	 越看越让人喜欢            
(4星)	 带着不太看好的感觉来迎接这部剧的到来，看了一两集觉得值得再追下去。            
(5星)	 爱tim 爱Em~            
(5星)	 怎么又完结了!!            
(4星)	 看多了，就像是吃多了的甜品，会腻的。            
(3星)	 觉得乱了            
(NA)	 收视率下降了，然后第四季没有了            
(3星)	 越来越走下坡路            
(3星)	 据说这季算是结束了？害的我还以为没更新呢，还等了段时间呢，真是的            
(3星)	 实在是看不下去lightman继续装疯卖傻，中途放弃了。。。            
(4星)	 越看越无聊            
(4星)	 再见了可爱的大叔            
(4星)	 两天补完九集。其实，隔了这么久在看还不错啦～Tim叔你终于承认对Foster的爱了啊哈哈～可惜已经被砍了...最后几集Emily都很不错～            
(3星)	 大叔你能靠谱点么？            
(3星)	 没想到第三季开始得这么快~update20101113：本季看到第三集。我决定此剧再不追下去了。脱离了“立剧之本”，拿什么跟其他侦探系美剧比！            
(3星)	 弄啥。。刚刚评的是一二季。。真的是。。错了错了            
(4星)	 Kelli五星，Tim五星，编剧负六星！说你配不上这么好的演员都是便宜你了，最后居然来个yy小萝莉，看得我不断吐血，严重内伤……            
(3星)	 13难道这一季完了么?女主都去客串Criminal Minds了。。。            
(3星)	 等了这么久，可这一季怎么这样。。            
(3星)	 我不喜欢那个女警察，非常不喜欢。弃。            
(3星)	 一直没搞清楚原来13集就已经完了。Tim Roth大叔魅力仍在，可惜故事却已经有点疲软。            
(3星)	 这种单元剧就是一开始还不错，后面逐渐僵化。不知第四季有木有了……            
(5星)	 not bad            
(5星)	 最爱的lightman,你啥时候复出啊~~~            
(3星)	 一直没变 但最终 也算有点小红了吧            
(4星)	 小姑娘越来越漂亮了！            
(5星)	 不要天天大案要案的才对....            
(NA)	 没劲儿追了            
(3星)	 我快看不下去了呀！！！！！编剧啊，你能给力点不？？？Tim大叔啊，你能不狰狞了不？？？？？被砍。            
(4星)	 竟然被砍掉了！！！            
(4星)	 二季已经停追了一半了，看了新季头两集貌似还不错            
(4星)	 最后一集怎么感觉是以facebook为蓝本啊            
(3星)	 拍到第二季后半部到第三部开始越来越黑暗,越来越烂...            
(NA)	 郑州            
(5星)	 lightman 啥时候能和GILLIAN在一起啊??            
(3星)	 总的来说 愈发不给力            
(3星)	 進入第三季，連表情講解都省了，直接說結論做案件推理，挺傻眼，不過打發時間還可以            
(4星)	 表示对CAL和GIL的感情发展更感兴趣虽然被THE GOOD WIFE戏谑了，但表示对MICROEXPRESSION毫无压力            
(3星)	 看不下去了....弃之            
(3星)	 11.08.03如果你自信，有实力，你也可以像Dr. Cal Lightman一样嚣张！~            
(5星)	 要是就这么结局了也太不给力了吧 桑感            
(4星)	 片子的确不错，情节也蛮紧凑，但是，看到后来你就会发现“他”是万能的，凡事又落入了俗套……            
(NA)	 砍了。唉。            
(3星)	 弃剧而逃，看不下去了            
(5星)	 哎哟，三季提前开播了，我是多么兴奋啊~~~本来以为二季结束了还要等很久才出来呢~啊哈哈老L真是越老越帅            
(5星)	 看到这个时候已经全然是感情分了 无论前12集CAL如何的花心大萝贝 最后一集都可以原谅他了 但是 翻译你能不能放点感情进去啊             
(NA)	 搜了下，卧槽收视太低被电视台弃掉了不开心            
(3星)	 居然这一季就这么完了&gt;_&lt;            
(5星)	 等待S4~~KW~~~            
