http://movie.douban.com/subject/2140064/	栋笃神探
(NA)	 好看 结局很悲伤            
(4星)	 几中意子华 虽然片子的案子……是比较弱            
(5星)	 钟意子华半年之后先睇嘅剧......因为一早知道结局，所以冇乜feel了            
(4星)	 臭结尾，不然给五星            
(5星)	 黄子华的表演实在令人欣喜~~            
(5星)	 不喜欢结局~            
(4星)	 子华很怪诞很迷人，少芬最好的表演之一不要当案情片看，此片的魅力在别处            
(4星)	 粤语版找了好久才出现~~哇虾米我要知道结局才看片啊~~Sad ending不错呀~zem zem吖~~            
(4星)	 蔡少芬演技相当棒。            
(5星)	 还是为了黄子华,而且我很欣赏这个悲剧的结尾            
(5星)	 黄子华搞笑的功力果然厉害！            
(NA)	 貌似最近在TVB吧看到栋笃之美满大结局，总算是弥补了我这么多年的遗憾呐。            
(5星)	 好希望慧慧跟作栋最后可以在一起。            
(5星)	 男主太有才了，女主太霉了            
(5星)	 好中意黄子华啊啊啊~            
(5星)	 莫作栋让我爱上黄子华，，从此，我的梦想又多了一个，去HK看一场子华栋笃笑的现场SHOW，，            
(5星)	 &#34;受害人李慧慧,你现在可以不说话,但你说的话将作为呈堂证供,你最好只点头,你是否愿意娶莫作栋,照顾他一辈子.&#34;             
(4星)	 中意子华            
(5星)	 不以案件的复杂和严密的推理取胜，不以搞笑或温情取胜，6年前的这部电视剧，却赢得了许多人的心，你我皆凡人，平淡的温馨最得人心。（黄子华又是一套衣服从头穿到低，服了他了）            
(NA)	 因为很喜欢蔡少芬。。。不过他们俩配一起，也太搞笑了。            
(5星)	 很喜欢结局，喜剧的重点是悲剧，很好            
(4星)	 只能说，太可爱了黄子华。            
(5星)	 两个人撑起整部剧            
(5星)	 “我图你什么？图你帅还是图你有钱？还是图你顺路搭顺风车？我图你神探，就会抓贼？你这没用鬼，腿短又哮喘。。。”             
(5星)	 Vivi姐你怎可以这么RP  XDD            
(5星)	 叉烧啊叉烧，她生了你又不爱你~整部剧从头看到尾，莫探员的经典台词层出不穷。莫探员啊莫探员，TVB生了你又不爱你。以为是喜剧的，却把你整死了变成大悲剧。            
(5星)	 我从这部剧爱上黄子华！            
(5星)	 先看这部剧后才真正观赏《男亲女爱》的我，正是因为这部剧而爱上子华的。他和Ada的对手戏也真是火花四溢。            
(NA)	 子华太神勇了 哈哈 喜欢啊  还有ADDA  美女啊 演技也好棒            
(5星)	 结局很郁闷。            
(5星)	 这个ending真是悲啊...哭死最喜欢的台词:：vivi说，“我图你什么？图你帅还是图你有钱？还是图你顺路搭顺风车？我图你神探，就会抓贼？你这没用鬼，腿短又哮喘……”爱情就是不管他变成什么样子，都会喜欢。            
(5星)	 最近难得看到的一部觉得很好的电视剧，我觉得喜剧得很成功，越来越喜欢黄子华了，就是觉得案子是越到后面越变得简单，尤其是最后那件案子尤其的，为了这样一个案子而牺牲掉主角的生命，编辑是不是太草率了            
(5星)	 經典之作，結局很傷人！            
(5星)	 很好看，雅俗共赏，搞笑，也有意义。            
(5星)	 ms小黄同学还蛮有才的            
(4星)	 好搞笑的两个人            
(4星)	 还不错            
(NA)	 黄子华……            
(NA)	 重温了一下这部片子，那样的案件拿到现在来看简直太一般，甚至很多漏洞，但是一些细节，台词和人物塑造，还有对待爱情事业选择方面确是处处给人启发！            
(3星)	 发愤图强,日日冲凉!!终于看完了.子华,叻仔噶!            
(4星)	 比《绝代商娇》好看，但是最好的还是《男亲女爱》，我终于明白这部2000年的戏为什么破了当年HK开埠以来的收视纪录，有郑裕玲有黄子华才是部完美的剧，其他都是黄子华的独角戏，个人秀。            
(NA)	 黄子华的经典作品··            
(5星)	 第一次见识到了黄子华的演技，继续关注他；仍然很喜欢蔡少芬，他们的配合太默契了！只是大结局有点让我困惑。            
(4星)	 黄子华虽然样子衰衰点,演技还是不错地..            
(5星)	 结局真讨厌 看得我大哭            
(4星)	 港片，搞笑。            
(5星)	 黄子华的幽默在这部剧中真是表现的淋漓尽致。            
(4星)	 结局有点雷人。。            
(4星)	 除了烂尾啥都爱。            
(5星)	 子华叔~~            
(5星)	 欲罢不能            
(5星)	 不敢看结局ing......            
(4星)	 还是蛮好笑的            
(5星)	 这戏好看 蔡少芬的功劳比黄sir大 六四开吧            
(5星)	 剧情超级搞笑，探案过程也不错，ADA和黄子华在里面还蛮配的，都演的很好！            
(4星)	 子华兄您才华无限啊。            
(5星)	 詹詹也很好，什么都好            
(3星)	 因为那句钓鱼岛是中国的，开始搜黄子华的电视，这部，有点失望            
(5星)	 拇使腾 no problem            
(5星)	 黄子华            
(5星)	 TVB我的最爱~            
(4星)	 少芬姐姐哈漂亮呀。。。            
(5星)	 那个结局啊T_T            
(5星)	 也就我们这些人爱看吧。            
(5星)	 太好看了~每个人都那么可爱            
(5星)	 點解系噶結果類，桑心。。。            
(5星)	 结局挺让人猜不透的，不知是死了，还是活着的。            
(5星)	 精彩，一个平凡人的精彩            
(5星)	 双结局，当然喜欢完满的那个。。            
(4星)	 莫探员和李慧慧是我心目中的最佳夫妻档！            
(5星)	 阿栋做乜死左啊？唉            
(5星)	 很简单的案件很经典的搭档            
(5星)	 子华，唉。莫作栋啊莫作栋~            
(5星)	 系我衰又唔夠衰～兇手究竟是誰～            
(3星)	 结局很郁闷            
(5星)	 我钟意的男人是和他在一起时可以无拘无束。钟意做咩就做咩。只要是我钟意的。不管他是没钱也好。样衰衰也好。吃东西不付钱。送人回家也没车。我都觉得好。             
(4星)	 情节好容易猜到，但我还是钟意黄子华            
(5星)	 DAYO我爱你呀            
(4星)	 黄子华不容易。很好。            
(5星)	 绝对狂荐~！            
(5星)	 有小惊喜的TVB破案剧            
(4星)	 黄子华 牛人一个            
(5星)	 又有侦探戏份，又有搞笑戏份，又有黄子华，完美~            
(5星)	 可以说这两人的搭档是完美的。只是剧情过于黑暗吧，而且后来男主角生死不明，留下许多想像。没有拍续集真是个遗憾            
(5星)	 居然悲剧~~            
(NA)	 一路玩杭州一路追剧集            
(5星)	 这个结局~~~~~~~            
(5星)	 不喜欢结局            
(3星)	 蛮好看的，第一次看魏俊杰扮演这么搞笑的角色。最后一集穿上婚纱的蔡少芬真美，只可惜新郎“走”了。。。            
(5星)	 才发现原来蔡少芬搞笑天赋十足~一如既往的喜欢黄子华戏里的性格：搞笑十足，做起正事又认真能干~            
(5星)	 一口气看完了。看点不是悬疑的剧情而是角色的魅力            
(5星)	 经典之作，从此树立栋笃笑形象            
(4星)	 黄子华很油菜            
(5星)	 强烈推荐 大爱黄子华！            
(5星)	 黄子华是经典            
(NA)	 结局有点搞不懂            
(5星)	 呢個ending--永久性心傷！！！            
(4星)	 难得TVB的剧，最后结局是这样的。            
(5星)	 为什么阿栋最后要死呢？婚纱照到最后也只有vivi。            
(4星)	 如果没有烂尾就好了            
(5星)	 为什么结局要设计成悲剧呢，不喜欢这样。不过看完这部电视剧，觉得黄子华真的很不错            
(5星)	 这几年港片就剩黄子华仲有D睇头。            
(3星)	 莫作栋死了 太可惜了。。            
(5星)	 我们吵着要还给我们一个大团圆结局，是因为现实生活不可能随心所欲的美好。            
(4星)	 还是不错滴~~~推理剧            
(4星)	 两个演员都超级喜欢！化学效应果然不一样。最后的悲剧结局很让人寻味。            
(4星)	 重温了一遍 还是很搞笑..            
(5星)	 心中看不腻的剧~~~喜欢看莫作栋和李慧慧的斗嘴            
(4星)	 纯粹娱乐，不错。蔡黄组合非常好。            
(5星)	 很好，很喜欢黄子华 和蔡少芬但是悲剧的结局看了很难受但是皆大欢喜的结局 又不够有戏份            
(NA)	  罗密欧超搞笑            
(5星)	 我喜欢黄子华，我喜欢蔡少芬，我喜欢喜剧，我喜欢这部剧集！            
(NA)	 好看            
(5星)	 子华~~~五颗星啦            
(5星)	 深入我心的。。。            
(4星)	 结局太悲。不喜欢。            
(4星)	 我喜欢黄子华这种搞笑的人还有蔡少芬的身材~            
(4星)	 黄子华原来有电……唔小心电亲添……            
(5星)	 为什么结局这么悲啊?接受不了，我泪奔了！！！大爱黄子华蔡少芬。。。            
(5星)	 非常好            
(5星)	 最后死左实在太可惜拉，搞到我心ＵＰ左几日～            
(4星)	 黄子华!!!            
(5星)	 很爱莫作栋啊! 就是因为这部戏恍然大悟原来我要找的人是这样的...可惜我看的是第一个结局, 伤心了很久.            
(5星)	 我怎么就爱这种笑中有泪的电视剧呢，怎么就爱这种贱得来衰格，有才得来幽默的类型呢。。。            
(5星)	 勁搞笑!!!            
(4星)	 子华的片子基本上都是我的大爱            
(5星)	 好好玩的！            
(NA)	 很搞笑            
(4星)	 因为在看绝代商骄，所以上周特意去看了黄子华这部。感觉还不错，就是结局让人意料之外            
(5星)	 劇情挺強 笑點也多 就是結局囧得很。。。            
(3星)	 黄子华式的幽默             
(5星)	 很不错！值得一看！            
(NA)	 真的很喜欢黄子华啊            
(3星)	 剧情一般，演员好            
(5星)	 很久以前就因为听说了结局没看，现在终于没忍住，剧情的确是不错，比起最近这些，以前的确实胜出太多，黄子华一直这么闪闪惹人爱啊，但是也没耽误我结局哭的稀里哗啦~~太可恶了~~            
(5星)	 虽然happy ending的那个版本不让人留下遗憾，但是，为什么我认为原来的那个结局更好呢？            
(4星)	 搞笑            
(5星)	 喜剧开场，悲剧结尾             
(3星)	 还行吧            
(5星)	 好            
(5星)	 独一无二的莫作栋与李慧慧。            
(5星)	 原来..华子..都可以甘..演..既..            
(5星)	 好看！！！            
(NA)	 黄子华!!!!!!!            
(5星)	 支持黄子华            
(5星)	 黄生，我爱上你了。            
(NA)	 喜欢这个组合。只是结局..........            
(5星)	 超爱黄子华啊            
(5星)	 99%的喜剧            
(5星)	 绝对的好看，也是最爱之一~！！            
(4星)	 虽然很容易猜出凶手但是还是不错，结局很囧            
(5星)	 Betty最高！（本末倒置了你）            
(5星)	 黄子华 功劳不小            
(5星)	 子华的经典力作            
(5星)	 这个片子很有意思，破案的过程很有趣，看了2遍还是3遍呢。            
(5星)	 极好。            
(3星)	 其实剧情一般啦，主要是子华那张脸看着就想笑。            
(2星)	 日薄西山江河日下            
(5星)	 看到最后才明白，原来这不是喜剧啊            
(4星)	 实在有点儿记不得剧情，不过语言确实很有特色            
(4星)	 结局非常狠心，不错不错~就是为啥子华哥不换衣服呢？            
(4星)	 虽说有点老。。。但基本不错            
(5星)	 非常喜欢，百看不厌！            
(5星)	 一直期待的好男人            
(5星)	 如果再有合作就好了！！！            
(4星)	 明明是部喜剧，为什么要这样的结局？            
(5星)	 好喜欢好喜欢             
(3星)	 不知道为什么我记得雪妮演的老太太            
(4星)	 很喜欢的片子，结局太....真是！！否则就给5星了            
(5星)	 喜剧还是悲剧，已经分不清            
(5星)	 好看，ada一如既往得好看            
(3星)	 看罢一把刑侦片再看这部破绽百出，案件嫌疑人不必说，警察做事也完全不讲程序，推理基本是栋探的独角戏，不过还算欢乐除了坑爹的结局……大概要说人不锻炼不行啊一定会早死            
(5星)	 大爱，子华~            
(3星)	 结局太不好了。            
(5星)	 看着就很开心！魏俊杰里面也太好笑了。。。            
(3星)	 私家侦探            
(4星)	 这剧不仅让我喜欢上黄子华..更让我钟意蔡少芬..            
(4星)	 喜剧的风格，但是结尾看的人很难受            
(5星)	 大爱            
(5星)	 大爱vivi            
(4星)	 喜歡黄子华             
(5星)	 爱你爱你就是爱你！！！            
(4星)	 就黄子华人丑点之外其他的都很好，很喜欢            
(NA)	 090511 皮皮            
(3星)	 没那么好看            
(5星)	 主角可爱^_^            
(4星)	 結尾看到莫探員死很傷感啊 我承認自己是俗人一個 更鍾意happy ending啦            
(NA)	 看到第10集，不喜欢破案的方式了，给人下套损了点吧原来回水是退钱的意思            
(5星)	 李慧慧的杀人能力堪比柯南……喜欢黄子华和蔡少芬的搭档。            
(4星)	 為什麼結局要把黄子華寫死了...咳...            
(4星)	 劇情幾得意，感情戲快咗少少。其實ada好適合演呢D八婆角色.....            
(5星)	 你知道我狠迷dayo 的噢            
(5星)	 这个电视剧其实相当不错，当年我跟着电视看了两遍来。/在网上看才发现落了好多情节啊，好看好看--09.7            
(4星)	 在幽默搞笑中的破案            
(3星)	 我看的烂片真不少            
(5星)	 开始看的还是国语版的，往后就必须看粤语版的了，慢慢发现黄子华的魅力~越往后看越觉得实在是有够搞笑的~就是结局让人有些伤感~            
(NA)	 黄子华的表演让人眼前一亮            
(5星)	 在看的时候，宿舍的都以为我神经病了，因为真的好好笑^ ^            
(5星)	 可恨的结尾～            
(4星)	 黄子华笑死人            
(NA)	 有人抱怨，这么一部喜剧，怎么能让主角死掉呢，黄子华就说，死了那么多人，怎么能还叫喜剧呢。            
(4星)	 还不错的电视剧。。            
(5星)	 为什么那么嘲的片子要有那么杯具的结尾？看得我好伤心好伤心。不过，案件的质量实在不高。            
(5星)	 大爱 太搞了就是结局有点欠揍只是比较不喜欢蔡少芬那种女人都能嫁出去替莫作栋难过替詹沾开心            
(5星)	 笑死人            
(5星)	 一次笑,两次哭,三次无奈            
(5星)	 可愛的有個性的黃子華~~我的偶像~~            
(4星)	 结局啊结局！！！            
(5星)	 实在很好看啊            
(5星)	 Ada            
(5星)	 超级好看。6星            
(4星)	 黄子华的搞笑作用的确能满足当年我的胃口，虽然现在有些说不清是否有嘲笑自己年少无知的没深度，笑点之低极其容易发展成花痴，小唉一下            
(5星)	 经典。子华+ada，无可厚非。            
(NA)	 绝对好笑。。不容错过。。。看了亦看。。            
(4星)	 搞笑的片子竟然悲剧收场            
(5星)	 好看的情节，喜欢的演绎，可恶的结局            
(5星)	 跟弟娃儿一起看的            
(5星)	 就是爱dayo            
(NA)	 爆笑栋笃笑一直在笑            
(5星)	 黄子华~~我葱白你            
(5星)	 当年为了那个结尾流泪.            
(NA)	 非常精彩            
(4星)	 里面很多台词果然不错。。。结局有点霉            
(3星)	 还蛮搞笑的啦            
(3星)	 最初认识是一首歌You&#39;r a part of me            
(5星)	 百看不厌。            
(5星)	 太棒的剧！            
(4星)	 在笑声中感悟了很多做人道理...            
(5星)	 黄子华。。我终于知道了为什么那么多人喜欢你了。。最后还是赚了眼泪的剧···            
(4星)	 搞笑的剧情，出人意表的结局            
(3星)	 不喜欢结局！            
(4星)	 挺逗的            
(4星)	 喜剧            
(5星)	 特喜欢的一部连续剧结尾歌很好听             
(5星)	 顶顶顶            
(NA)	 大爱，ADA~~~            
(4星)	 可能预期太高了            
(NA)	 近期很喜欢的一部，很搞·            
(4星)	 搞笑的神探，美丽的女长人，悲情的结局。            
(5星)	 夸张的人物，轻松的剧情，变态的结局。也许莫探员最终倒下带给你的伤感难以忘怀，但更让我记忆深刻的是蔡少芬和黄子华一幕幕精彩的对手戏。很长一段时间里，他们会是我眼中港剧最佳情侣角色。            
(5星)	 如何才可以，遇到完美的莫作栋            
(4星)	 至今沒有找到另一個版本的結局            
(5星)	 好笑            
(5星)	 经典！            
(5星)	 还是值得一看的哦            
(5星)	 很喜欢很喜欢，尤其是那个悲惨的结尾            
(NA)	 我的最爱            
(NA)	 70%搞笑+30%案件            
(4星)	 you are not my cup of tea            
(5星)	 喜欢喜欢 `            
(5星)	 黄子华你个天才！！！            
(5星)	 很喜欢里面的蔡少芬            
(5星)	 力荐wor!            
(5星)	 真的值得一看的电视剧！！！黄子华太有才了，当然，也第一次看到这样的蔡少芬            
(5星)	 搞笑得很～黄子华真的很WS，但是演得很好，ADA就更不用说了，即使结局不HAPPY            
(3星)	 有点弱智            
(5星)	 官方最爱电视剧            
(5星)	 栋笃神探            
(5星)	 一直覺得黃子華像我父親,冇料到莫作棟結局都有幾分相似.另ada真是幾cute幾靚.            
(5星)	 太喜欢了            
(3星)	 要想人不知 智商别太低            
(NA)	 子华的大多数剧集都充满栋笃笑的幽默，所以都会冠以栋笃之名。这部明明是喜剧来的，但是结尾却出人意料的子华死于拍婚纱照当天追贼的路上，剩新娘蔡少芬一人的美丽倩影，叫人措手不及的心酸。            
(5星)	 [大学] 哈哈 当时正迷黄子华的栋笃笑            
(5星)	 百看不厌            
