http://movie.douban.com/subject/1786740/	还珠格格第二部
(4星)	 物極必反。小燕子瘋了，五阿哥癡了，說實話我還蠻喜歡看爾康和紫薇兩個人心靈相通彼此契合非你莫屬你一個眼神我一個點頭就了的感覺.......            
(NA)	 辽宁现在一天演8集，ORZ~~ “重温重温”~~~            
(5星)	 童年啊！            
(NA)	 经典 那时候 &#34;疯迷”            
(3星)	 不如第一部好看了。            
(3星)	 看第二部的时候只喜欢晴儿。            
(5星)	 大家好，我是小燕子            
(4星)	 我是一把锁就让我画把锁吧 哈哈哈            
(3星)	 第一部狗尾续貂。            
(5星)	 很好玩            
(5星)	 母亲大人曾因为追着看，煮穿了一个锅~            
(5星)	 一定是要看一遍的，第二遍就免了，周杰演戏真投入呀真投入呀            
(3星)	 额，这个太扯了，其实中间小燕子大段的受虐戏有点让人觉得“恶人自有恶人磨”啊= =            
(4星)	 那时候还觉得蛮好看的。。。            
(5星)	 喜欢            
(3星)	 于是，第二部还是有点看头的，至少还是不厌其烦地看过无数遍，尽管以今天的眼光而言有些是很雷            
(5星)	 香妃好漂亮啊 可惜……            
(2星)	 当时吧，怎么就这么爱看，还是全民的。我们小也就罢了，为啥一堆大人还这么如痴如醉的。            
(3星)	 凑凑合合            
(4星)	 一个皇上居然可以属尊降贵苦苦哀求他的子女们回家，实在难得！紫薇和尔康、小燕子和五阿哥最终能成为夫妻，皇后容嬷嬷也得到了应有的惩罚并能与小燕子紫薇和睦相处，真是圆满的结局。            
(5星)	 -~            
(NA)	 当年谁不爱看            
(NA)	 第二部也很好看~            
(NA)	 芒果芒果            
(3星)	 晴儿香妃。            
(3星)	 我童年的回忆            
(NA)	 煽情不止            
(5星)	 我喜欢~            
(3星)	 开始更扯了。            
(3星)	 续集的悲剧。。            
(3星)	 第二部还说得过去            
(NA)	 简单就是经典            
(3星)	 记得第一次看的时候，小学五年级光景。放完的时候，还有点不舍。。。            
(3星)	 还4第一部最好看            
(3星)	 喜欢前一部。            
(5星)	 除了好还是好！            
(4星)	 我小時候的最愛啊，少說看了6邊            
(NA)	 我的妈啊~~~现在看真的很无聊~~~            
(3星)	 租碟子看的。。。虽然不好看还是看完了。。。            
(NA)	 惯性            
(3星)	 人物更多了，造型更美了，故事不好看了，没有逃脱续集狗尾续貂的魔咒。            
(4星)	 回忆啊            
(4星)	 可怜香妃已世。            
(4星)	 我爸爸看不腻的，这个还是算经典国产电视剧吧！可谓是家喻户晓啊~！            
(4星)	 已经看到了这系列的颓势了，但这不影响他仍然是经典之作            
(4星)	 经典总避免不了翻拍            
(5星)	 趁热打铁再看一部            
(3星)	 什么东西一续集都缩水了            
(NA)	 不错不错。            
(4星)	 一开始还不喜欢看，后来妹妹看，没办法只能看。。。后来居然喜欢上了，看了N遍。            
(2星)	
(4星)	 \(^o^)/~那时好小            
(4星)	 童年，假期，电视            
(5星)	 赵薇是我小时候的大爱~            
(3星)	 第二部永远不会比第一部经典的            
(5星)	 那时侯显示相当爱看了            
(4星)	 我那会儿多迷赵薇苏有朋啊，现在不行了。林心如也是个美女，还有刘丹王艳，啧啧            
(5星)	 我喜欢看他们大逃亡的时候。。。什么紫薇瞎眼一类。。。            
(1星)	 看了一集后，只能说！一堆无脑的人在干无脑的事情            
(5星)	 初中的时候，我长大了已经。嗯。            
(2星)	 第二部总比第一部来的白痴，第三部更是恶心到没瞄一眼- - 依稀记得当时很迷晴格格。            
(NA)	 没大一部好            
(5星)	 2007            
(3星)	 故事太扯，演员太二，不过还满好玩的            
(4星)	 唯一喜欢的就是他们到处逃亡的时候的故事了。            
(4星)	 小时候还是被紫薇和尔康的爱情感动过了的...            
(3星)	 说真的，这个是我主动去看的。。            
(NA)	  小燕子实在太俏皮了，            
(3星)	 儿时的回忆~            
(NA)	 我真的很喜欢看的古装片．            
(NA)	 还是怀念那个只是存活在虚幻影像和记忆碎片中的小燕子            
(3星)	 小燕子进化为泼妇了。。。            
(3星)	 小时候很是痴迷了一段时间，最喜欢看结婚弄错新娘，哈哈。            
(3星)	 纠结的故事。山盟海誓。又奈何？            
(5星)	 其实我很爱。            
(3星)	 还行            
(2星)	 巨傻！            
(NA)	 不知不觉今天在放第三部了。。            
(4星)	 hntv            
(3星)	 总觉得还是第一部经典。这部太冗长。            
(3星)	 做人要雅俗共享            
(3星)	 相比较而言比较喜欢第二部            
(NA)	 = =让我还能说什么呢……            
(3星)	 还好吧。。。年轻时候的回忆            
(NA)	 湖南台又重播了 我又看了一遍            
(3星)	 其实还可以。            
(5星)	 为什么评价这么低？            
(2星)	 狗尾            
(3星)	 比第一部烂多了。            
(4星)	 喜欢第二部            
(3星)	 湖南卫视一直连续播出，但时隔多年再看来还是有许多有趣的地方.            
(3星)	 我小时候怎么会看这种东西?            
(3星)	 我都分不清第一部和第二部了= =            
(5星)	 逃亡的那段 最最最爱看了             
(3星)	 第二部也能勉强看            
(3星)	 比一差。。但至少比三好            
(1星)	 最受不了张铁林~~            
(3星)	 第二部么，当然就不如第一部了。且第二部简直就是一点亮点也没有=A=要么就是那个熨斗烫平眉头？还是忍不住感叹，皇后的宫斗水平太差、太差、太差。忍不住想要给她寄上几本宫斗小说=。=依照淑芳斋这帮子傻男女的出错水平，怎么样都能搞死了~            
(5星)	 第一部能看，第二部好看，第三部不能看            
(4星)	 小时候看得，不过现在电视台每次重播都还是不会错过。很经典。。            
(3星)	 和第一部比起来,小燕子就是个疯子.            
(3星)	 现在看来很一般！            
(4星)	 第二部的小燕子好讨厌呐，香妃很美            
(4星)	 这一部里完全不能理解五阿哥还爱疯燕子什么！？            
(5星)	 不多说，从小看到大~            
(NA)	 刻意的冗长和无聊            
(5星)	 力挺            
(3星)	 第一部好些            
(3星)	 !            
(5星)	 箫剑完人            
(3星)	 初二的暑假啊            
(3星)	 经典啊，芒果台已经循环播得想吐了            
(2星)	 没劲            
(3星)	 如果不是因为出了萧剑和晴儿，我才不要看下去呢＝＝b            
(NA)	 ^_^            
(NA)	 都快看烂了            
(3星)	 儿时记忆里有她的影子，不过没第一部好看。            
(2星)	 好像鬧劇一樣            
(5星)	 经典            
(3星)	 比第一部烂一点点……            
(2星)	 多年以后觉得琼瑶真挺俗            
(3星)	 小燕子无理取闹　没有什么思考            
(3星)	 童年的记忆            
(3星)	 审美疲劳了，所以不及第一部。有度最美。            
(3星)	 尔康 你的泪腺强的 真是人不可貌相！！！            
(3星)	 这集全成了燕子个人秀，但我觉得还是人多才热闹啊~            
(4星)	 中上水平吧            
(4星)	 小时候记忆的一部分            
(3星)	 当年的言情戏            
(5星)	 和第一部一样雷            
(1星)	 当时气得个我呀。            
(4星)	 竟然离第二部播出也已经十年了……呵呵，无比遥远的感觉。很佩服琼瑶的本事，能把一个已经讲得差不多了的故事再弄出来炒，还能炒出这么多货来……呵呵……            
(4星)	 第2部纯粹是买那些人的面子去看的，已经开始水准下降了，不过那时候也没什么替代品，不比现在。            
(NA)	 请问有谁没看过？            
(5星)	 演技明显上升了            
(NA)	 谁能说那时候没看过。哈哈            
(2星)	 浪费时间            
(NA)	 还珠格格……以前电视里面都是这片子            
(NA)	 先看书后看电视，汗|||            
(2星)	 虽然雷，但是当时看得津津有味，小学生啊……            
(3星)	 比第一部差多了            
(3星)	 不如第一部            
(3星)	 冗长是特征……但是为了肖剑和晴儿……何况还有个香妃T.T            
(5星)	 谁能说那时候没看过。哈哈            
(4星)	 总体来说还是不错的，剧情比较惊险            
(3星)	 第一部是经典，第二部就有点狗血了。不过香妃好漂亮！可惜了……            
(4星)	 窝在房间看了小学5年级的那个暑假            
(4星)	 已经有三部了。超凡脱俗？不！非(常)凡超(级)俗！不过，消磨时间却非常有效。            
(4星)	 原班人马还是不错的。            
(NA)	 还是赵薇。。。            
(3星)	 闹腾            
(NA)	 俗了。            
(3星)	 广告插播到吐血            
(NA)	 够格的            
(NA)	 继续余热。。            
(2星)	 没一好看。            
(3星)	 现在一想到蒙丹一声叫喊喊醒了死去的含香就囧囧有神            
(4星)	 当时很热！！！            
(2星)	 惭愧的承认，我确实看过。从头到尾哦            
(4星)	 觉得比第一部好            
(5星)	 曾經我的最愛            
(NA)	 太拖沓了。            
(4星)	 虽然都看烂了,但还是挺好看的            
(4星)	 我们童年的回忆            
(3星)	 虽说当年很疯狂，但是小燕子装傻还是很雷我            
(NA)	 初中时代            
(NA)	 好看 兴奋            
(2星)	 垃圾，垃圾中的极品            
(NA)	
(NA)	 这个`````看了1就顺着看了            
(NA)	 10年还珠梦            
(5星)	 依然搞笑            
(NA)	 看了第一部，还要看第二部            
(3星)	 发现我看了不少电视剧- -            
(3星)	 童年回忆            
(3星)	 延续第一部的风格.            
(NA)	 还珠格格2            
(4星)	 受第一部的影响，第二部也还好！            
(2星)	 无聊了            
(3星)	 我竟然还看过...             
(NA)	 如果说第一部是一种超越，第二部就有点狗尾续貂。            
(3星)	 想当年...            
(3星)	 看还二的那个暑假好像很没有意义。            
(NA)	 当时还在小学的我，超级喜欢的哟            
(4星)	 好挺好的 回忆            
(2星)	 为什么这么难看的我都看过阿？！！！！！            
(2星)	 一般            
(NA)	 广泛的            
(2星)	 ，，，，，。。。。！！            
(3星)	 不如第一部来得原汁原味            
(NA)	 初中            
(NA)	 good movie            
(1星)	 垃圾得可以            
(1星)	 垃圾            
