http://movie.douban.com/subject/1876781/	越狱  第二季 Prison Break Season 2
(4星)	 追忆当年的Mahone。            
(4星)	 当时的感觉是没有第一季好的。            
(4星)	 better than season i            
(5星)	 强烈建议，要看。            
(3星)	 无法同第一季比，脱节的严重，没看完...            
(4星)	 爱米勒            
(3星)	
(4星)	 T-bag的生存能力再次达到惊人的程度 帅死！！！            
(5星)	 我觉得第二季比第一季好看。哈哈，            
(4星)	 漂流在外也没什么好看的            
(5星)	 出来又进去，进去又出来            
(5星)	 前三位，mike，t bag ，Mahoney            
(2星)	 看不下去……            
(4星)	 比起第一季只是剧情的延续罢了。但比起第三季当然还算是不错的。            
(NA)	 好看死了！            
(5星)	 以为这一季越狱成功了            
(3星)	 =            
(4星)	 想当年每天晚上在宿舍床上抱着本看啊 耳机还不响            
(5星)	 很完美的第二季            
(4星)	 虽然没有第一季那么好看，那么刺激，但还是蛮精彩的，哈哈~男主角挺帅的！！            
(2星)	 看了一半，没意思，没看完            
(NA)	 各种看过            
(4星)	 T-Bag和Mahong的演技最好！尤其喜欢Mahong！Kellerman都好有型！            
(4星)	 结局拖拉了一点            
(4星)	 还可以，虽然没有第一季成功            
(NA)	 嗯，越狱            
(5星)	 比第一季专业多了。。            
(3星)	 没看完看不完            
(3星)	 第二季 一般            
(5星)	 总给人想不到的继续            
(4星)	 还是 温特沃斯米勒~            
(4星)	 米帅帅~~            
(4星)	 与完美的第一季相比 这季真的不好看。。整天逃啊逃的。。。心也一直被揪啊揪的...            
(4星)	 结局让我很无语。            
(4星)	 接龙            
(3星)	 一般            
(3星)	 有点狗尾续貂的意思            
(2星)	 没有越啊            
(4星)	 跑得脱 马脑壳            
(4星)	 越看越觉得迈克是傻逼- -            
(NA)	 惊险刺激，思维缜密，喜欢迈克，更喜欢这部电视剧的创作者！            
(NA)	 越来越不咋地            
(NA)	 第二季没有第一季那么精彩，但是还是挺好的！            
(5星)	  还是很好看,继续支持!            
(5星)	 两个黑人都挺好的~             
(5星)	 依然紧张.            
(3星)	 没有第一季好            
(4星)	 恩。第二季显然没有第一季来的惊心动魄了……            
(4星)	 叫人们越狱撒。不过不适合中国的监狱。            
(4星)	 还行            
(5星)	 为什么又进去了-  -     有完没完...超级喜欢Alex...~            
(4星)	 当然，这一季还是不错。            
(5星)	 初三天天看这,            
(NA)	 很快又要被关进去了...            
(3星)	 看过第三季的都知道，第二季等于白拍            
(NA)	 好看            
(4星)	 没1的剧情NB了            
(5星)	 经典            
(5星)	 经典            
(5星)	 最爱T—bag            
(NA)	 分明就是一个故事还要分成两季            
(5星)	 还是很扣人心弦，纵然有时他们运气太好了            
(5星)	 越狱的本来面目就应该这样！惊险刺激！            
(4星)	 还可以            
(3星)	 4季中最差的一季            
(4星)	 我知道总是有惊无险            
(5星)	 这季确实没那么出色,但还是很不错的~            
(3星)	 er...            
(3星)	 个人最喜欢这一季！            
(4星)	 第二部尚可 从第三季开始就*&amp;……%@#6了            
(NA)	 喜欢MC            
(4星)	 越的不是监狱，而是人生            
(5星)	   我爱它 ！ 太帅了， 太刺激 了！！            
(4星)	 我居然更喜欢第二季，虽然编的厉害。            
(5星)	 好看~            
(4星)	 越狱风云...            
(5星)	 在不停的逃亡和追逐中Michael意识到自己的行为或许不是那么对，但是没办法            
(3星)	 ....有点...鸡肋            
(5星)	 我的偶像！！！            
(4星)	 还能接受            
(NA)	 就是精彩            
(NA)	 据说很不错呢！            
(5星)	 第一季的最后一集，当迈克（文特沃斯•米勒 Wentworth Miller 饰）和林肯（多米尼克•珀塞尔 Dominic Purcell 饰）他们跑到黑帮老大阿布鲁奇派来的飞机所停泊的地方时，飞行员因为安全问题而没等到他们就离开了。逃脱的囚犯们只能望天长叹，于是，他们各自展开了逃亡生涯。　　FBI追捕逃犯的资深探员马宏在副总统的授权下成为捉捕小组的主管，他决定逐个击破。另一方面，莎拉的父亲因为林肯这起案件而遭灭口，她开始相信麦克了，并从父亲的遗物那里获得蛛丝马迹；副总统的手下Kellerman 前往捉            
(5星)	 惊险刺激            
(4星)	 何处为狱？            
(4星)	 还好            
(4星)	 比起第一季，我决定不再看下去了            
(5星)	 第二季在我看来仍然非常精彩            
(4星)	 第二季也还值得看。            
(5星)	 很好            
(5星)	 ２没有１好看            
(5星)	 米勒的賣相無可置疑了。怎麼會有長這樣的男人。            
(NA)	 牛逼的编剧            
(5星)	 不得不惊叹。给了我怀疑的力量。            
(5星)	 剧情明显比第一季拖沓了不少 但是依然给5星！！            
(3星)	 快看不下去了,衔接的太唐突            
(4星)	 公路片是最难拍的            
(4星)	 还是第一季好看            
(2星)	 overtly intricate,  bit hard to follow and lost interest after the second season            
(5星)	 喜欢林肯。。。            
(NA)	 看过第一季后 近一年才看的 不喜欢第一季的结局 在吊我 太明显了 呵呵            
(NA)	 08前            
(5星)	 经典            
(5星)	 和第一季一起看的。            
(3星)	 没有第一季经典            
(4星)	 个人感觉是一部很好的连续剧，虽然好多情况下是很理想……            
(5星)	 09.7.7、7.8两天看完，依旧精彩。            
(4星)	 一直都喜欢            
(2星)	 给Michael一个机会，让他去战胜这个不公平的世界，可惜他也仅仅是常人而已。            
(4星)	 远远不如第一季            
(5星)	 偶之一口气啊            
(3星)	 越到后面越难看。            
(4星)	 这里的男的都很专情,除了Belick            
(5星)	 第二季的越狱一度没有其他季的评价那么搞，不过我还是会一集一集看下去，这样才有连贯性。 第二季里面的情节虽然有些破绽，但是总体还是蛮不错的。            
(4星)	 2007            
(4星)	 也还不错~~            
(4星)	 很多人物并没有表现出第一季我对他们的期待 精神病过早的离开 两个黑人可有可无            
(5星)	 惊心动魄。。。            
(4星)	 尽管不如第一季。还是不错的。Michael和sara相爱了。呵呵            
(5星)	 最后那是Belick么？！难不成还要继续越？？？            
(3星)	 2-4季            
(4星)	 第二季还不错，推荐。            
(5星)	 很经典的美剧            
(3星)	 第二季完            
(3星)	 第二季没之前的好看            
(5星)	 比第一季时空跨度更大，人物刻画更深刻。精彩依然！            
(4星)	 Too many coincidences            
(4星)	 第二季开始无聊了...            
(3星)	 更惊险...更血腥...            
(5星)	 预科消磨时间的精神食粮            
(4星)	 哇，当时在寝室，和邓菁看得关不了电脑啊，一集一集，直到天亮。那时东财还不断电。            
(4星)	 都分散跑开了，剧情有点散            
(5星)	 继续上瘾            
(4星)	 智慧的较量~~            
(3星)	 逃亡，如果是不看了第一集真的不会看这一季            
(4星)	 依然惊心动魄            
(4星)	 不如第一季，但也很好了            
(4星)	 给这对可怜的兄弟少点磨难叭。            
(3星)	 没第一季好看。            
(NA)	 超喜欢，终于看完全集了！            
(4星)	 大爱反派亚洲人            
(5星)	 看的惊心动魄的！            
(NA)	 剧情细腻            
(5星)	 平淡的生活需要刺激与冒险 再勇敢些…            
(3星)	 自从看了24小时。。。越狱就被我抛弃了            
(5星)	 先看的第二部。Sara, you and me, it&#39;s real.            
(4星)	 乱糟糟的            
(5星)	 揪心的剧情            
(5星)	 我大学生活的一个印记            
(5星)	 |5065:5695|            
(NA)	 Oh。男子。            
(5星)	 我爱越狱，哈哈            
(5星)	 开始逃亡            
(NA)	 第二季的主角是Kellerman，当所有人都认为他死了，这个家伙却在大结局华丽转身。当然，对我来讲我一直没有觉得他死了，别说我事后诸葛亮哦！            
(NA)	 放不下            
(4星)	 本季是迈克和马宏的对手戏，一个是跑路高手，一个是追踪专家，高手拆招，火星撞地球的感觉，不过相比第一季，略显逊色了。            
(3星)	 亡命天涯，这部比第3季好            
(5星)	 延续第一季的经典!            
(5星)	 暑假看完了.和他一起看的.记忆很复杂.            
(3星)	 准备跑题            
(NA)	 8.5分，比第一季来说，情节太散。            
(4星)	 里面有penny            
(NA)	 迈克那样的聪明、执着、善良，他是每个女孩心目中白马王子的化身，也是每个男生镜子中的自己……            
(5星)	 故事还在控制之中            
(4星)	 无法超越第一季            
(4星)	 很想知道他们的生死            
(4星)	 第二季還是可以看的 。。。            
(NA)	 就算是结在第二季也好。第三季全面崩坏。放弃。            
(4星)	 可以改名做逃亡了.            
(3星)	 每次都那么巧合的逃跑成功,也太过电视剧了吧            
(4星)	 没有第一季好看            
(4星)	 比上一部感人，人性是复杂的，需要信任和宽恕，更重要的是faith            
(4星)	 最后一集真丑陋 完全为了出第三季            
(4星)	 编剧开始生编硬凑到竟然让我放弃了温帅。。。可见好的剧本才是一部好戏的灵魂啊            
(5星)	 看到第二季快结束时不追了 不过经典 美剧就是节奏快 爽 米勒帅锅喜欢~            
(5星)	 看的过程纠结。。结果值得            
(4星)	 一部在中国红得出奇的电视剧，虽然在美国的收视率不高，但我大部分中国人一样，非常钟爱这部剧集，经常会感叹为什么中国人拍不出这么优秀的电视剧了？第一季最为精彩。            
(5星)	 T-bag有言。We just go our separate ways            
(NA)	 狂熱```            
(4星)	 分散的剧情            
(NA)	 Miller。。            
(NA)	 经典            
(2星)	 远逊于第一季            
(3星)	 mahone比较帅~            
(3星)	 因为室友老是在看片时对我剧透，让我不胜其烦，所以变得非常抵触此片，片子是无辜的。            
(4星)	 因为超喜欢第一季，所以继续看.            
(5星)	 这一季的故事编得也可以，看得下去。            
(5星)	 稍逊于第一季，但还是精彩绝伦！            
(NA)	 2009-2            
(1星)	 都说了继续看2，3，4季会后悔            
(3星)	 不予置评。。            
(4星)	 啧啧啧，真的是不错            
(5星)	 其实个人印象最深的人物是Charles Patoshik···无论是那句“I want to go to Holland”，还是他跳楼时那首舒缓的《Home》···             
(4星)	 就是一部逃亡片            
(NA)	 这季太短了 导演不咋地 居然罢工了··            
(4星)	 run!            
(4星)	 还不错            
(5星)	 看了就停不下来，让人又爱又恨的电视剧~~            
(4星)	 支离破碎的剧情，不管别人怎么说，我还是觉得这季很好            
(2星)	 第二季完全不好看，扔了。            
(5星)	 的确喜欢 没话说            
(4星)	 明显没有第一季看得上瘾...            
(5星)	 最喜欢Alex Mahone！            
(3星)	 比第一季差多了            
(3星)	 放弃看            
(4星)	 还是第一季好看。            
(4星)	 这一季没有特别的感觉，一直在逃亡。现在想想是从这个时候就对越狱没了兴趣，但是很奇怪还是一直看了下去            
(5星)	 2006            
(NA)	 2006            
(NA)	 最喜欢这部电视了            
(4星)	 没第一季好！            
(NA)	 好像是第七集之后才开始好看～            
(4星)	 剧情需要你，再艰险的场面你都能全身而退，不需要你，就是一个死。若一、二季连在一起，完整的一部戏，各条线都有了交代。接下来可以换个编剧，转个思路啦            
(5星)	 太好看了            
(2星)	 第一季就是顶峰 第二季是低谷 第三季是多余 第四季峰回路转 然后打住            
(4星)	 Mahone一度是我的老公。            
(NA)	 不如第一季            
(5星)	 觉得这一季起了重要的衔接作用            
(NA)	 精彩&amp;揪心            
(4星)	 还算精彩。            
(4星)	 有点脱离，就一个字“逃！”            
(4星)	 没有第一季好看了。。但是米帅还是很灵            
(5星)	 上瘾            
(3星)	 多余的续集            
(4星)	 第二季4星给T-bag！            
(5星)	 一集一星期            
(5星)	 好看 第一季最好看              
(3星)	 It&#39;s ok...            
(5星)	 赞！            
(3星)	 還是第一季好            
(3星)	 情节越来越牵强了。            
(5星)	 我觉得第二季也是很好看啊            
(5星)	 情节紧凑，悬念迭起            
(4星)	 没有第一季好看！但还是很喜欢！！呵呵            
(4星)	 为什么每次危机出现的时候总是会被轻而易举的化解……            
(4星)	 逃亡没第一季好看~            
(5星)	 比第一季差一点，但还是好看！            
(5星)	 经典的没话说            
(NA)	 超爱miller            
(5星)	 继续激动            
(5星)	 觉得还行            
(5星)	 Everyone is trying to find his way out...            
(1星)	 这一季太烂了。。            
(5星)	 酷            
(3星)	 马宏的出现还行            
(5星)	 很棒的 miller在里面相当帅！            
(NA)	 第二季看完后也就没继续了~~            
(5星)	 精彩依旧            
(4星)	 这季Alex是唯一的亮点            
(NA)	 pb2            
(2星)	 为了情节需要请坚持看完吧            
(3星)	 still gd but season one is too gd            
(NA)	 说实话 看完越狱后 直接导致 再看别的什么都觉得剧情有漏洞或演员角色不够好或内容无意义…… 没有可看的电视甚至电影了……            
(3星)	 2007年底            
(NA)	 因为魔兽爱上金属音乐，因为越狱爱上LP            
(5星)	 很无奈的跳着看            
(4星)	 越狱外传 - 在监狱外面转            
(5星)	 还是赞  不得不佩服那些导演们             
(5星)	 经典的一部，只是不在监狱            
(4星)	 纠结开始了。。。            
(5星)	 我深爱着Paul            
(5星)	 米帅            
(NA)	 越狱第二季            
(4星)	 第二部也还可以            
(4星)	 脑子依然很好            
(5星)	 越了又越~            
(5星)	 好看            
(4星)	 亡命天涯 总是在一集的最后设置一个新的悬念 让你不得不看下一集 在看了两天之后 我终于学会了在每一集的一半结束            
(4星)	 情节不如season1紧凑了~~但还是不错~~            
(3星)	 自己都能猜出剧情了。            
(4星)	 还行~            
(NA)	 没有第一部好看。            
(NA)	 羡慕Sara            
(4星)	 不及1            
(3星)	 不如第一季~            
(NA)	 比第一季精彩了很多。智慧和人性的展现。            
(4星)	 狠不错~            
(4星)	 　第一季的最后一集，当迈克（文特沃斯?米勒 Wentworth Miller 饰）和林肯（多米尼克?珀塞尔 Dominic Purcell 饰）他们跑到黑帮老大阿布鲁奇派来的飞机所停泊的地方时，飞行员因为安全问题而没等到他们就离开了。逃脱的囚犯们只能望天长叹，于是，他们各自展开了逃亡生涯。　　FBI追捕逃犯的资深探员马宏在副总统的授权下成为捉捕小组的主管，他决定逐个击破。另一方面，莎拉的父亲因为林肯这起案件而遭灭口，她开始相信麦克了，并从父亲的遗物那里获得蛛丝马迹；副总统的手下Kellerman 前往            
(3星)	 2是垃圾            
(4星)	 前面看的很激动（第一季），越到后面越没感觉，特别是第三季            
(NA)	 越狱后的逃亡哦，完美的逃亡计划...            
(4星)	 T-bag锋芒毕露~~            
(5星)	 虽然和第一季没的比，可看在米帅历尽千辛万苦的份上，还是给五星吧~~~            
(3星)	 狗尾续貂            
(3星)	 显然没有第一季那么精彩了。            
(NA)	 挺悶..            
(NA)	 还不错            
(NA)	 更好!            
(5星)	 继续支持            
(5星)	 喜欢            
(4星)	 故事情节和人物性格继续展开了            
(NA)	 看了``            
(3星)	 中庸            
(NA)	 scofield             
(3星)	 比第一部差吧。。。。            
(5星)	 现实再残酷，也是可以克服的            
(4星)	 3遍            
(NA)	 跟第一季同样经典！情节扣人心弦，记忆最深的还是特工和麦克的高智商，虽然高的有点假，还是让人佩服。            
(3星)	 有点失水准            
(4星)	 沒第一部的劇情吸引。            
(4星)	 沒有第一部好看了。因此不怎麽期待第三部了            
(NA)	 也狠不错哒            
(5星)	 没第一部好看            
(2星)	 很平淡，有些无趣            
(NA)	 没有1感觉那么震撼            
(NA)	  越狱 第二季            
(4星)	 无聊的一季。。            
(NA)	 好            
(5星)	 监狱外还在BREAK。。。好看            
(4星)	 还是好看。虽然没第一季好看。            
(NA)	 有些拖沓的第二部            
(4星)	 不如1好了            
(4星)	 S2有点怪怪的感觉            
(4星)	 T-bag ，让人又爱又恨。            
(4星)	 这个相信大家都看过，节奏感很强，而且有点血腥有点暴力，不过我喜欢- -..            
(NA)	 欲罢不能。            
(4星)	 哎。。。怎么越变越不想看了呢            
(NA)	 有一些失望～            
(5星)	 看完真的不想看国产电视剧了 不得不承认老美很强            
(4星)	 3.5            
(3星)	 没前面的好            
(NA)	 推荐给大家了            
(NA)	 还是第一季比较扣人心悬            
(NA)	 Michael&#39;s story            
(4星)	 越狱 只是一个开始            
(5星)	 好喜欢sarah            
(NA)	 大爱            
(NA)	 其实编剧还是很用心在编的，可是我们已经习惯了那种惊心动魄，于是不再象看第一部那么疯狂了。            
(4星)	 每个人都是受害者。            
(NA)	 没有前面的好看看了            
(4星)	 当年追得好累……            
(4星)	 米帅啊            
(NA)	 不用再多说了            
(4星)	 Prison break             
(4星)	 很不错的，扣人心弦。            
(NA)	 越狱第二季            
(5星)	 第一部看得紧张但是心中始终有希望...第二部情节也很巧妙 但是太多人死掉 在逃亡过程中看得太过揪心 ...            
(3星)	 如果第一季是恒星，这一季就是猩猩！            
(NA)	 还是米帅~~            
(4星)	 稍有做作            
(4星)	 说实话 没有第一部好看            
(3星)	 看到一半没看完            
(NA)	 一如既往            
(5星)	 第二季还好，看到第三季就不太想看了，因为出得慢，而且，越左又越...冷饭炒得内都唔好食啦            
(4星)	 大逃亡还是可以看下            
(4星)	 这季不能叫越狱了，只能叫逃亡            
(2星)	 第1季很棒，第2季就那么回事，第3季根本不想看了            
(5星)	 越狱。            
(5星)	 人生就是一场越狱。            
(NA)	 不好看            
(3星)	 不如第一季            
(4星)	 其实最喜欢第二季 我是茶叶！            
(4星)	 比第一部有差距            
(NA)	 美剧             
(4星)	 尔虞我诈，看谁能棋得先手            
(NA)	 因为这部片子，我也去做了纹身。。。可笑吧，，，            
(NA)	 不如第一季！            
(4星)	 越搞越大，滚雪球            
(5星)	 T-bag是亮点            
(3星)	 应该不会再看S3了            
(4星)	 虽然觉得没有第一季那么扣人心弦，但依然称得上是部好片子。            
(5星)	 不错            
(5星)	 好看08年三月            
(NA)	 太好看了，我很喜欢            
(NA)	 比较烂的第二季            
(NA)	 应该叫逃亡            
(5星)	 还是如同第一季那样好看，爽            
(4星)	 没有第一季那么惊艳            
(4星)	 还凑活吧。            
(NA)	 这个没有第一季好看哦            
(5星)	 t-bag~            
(2星)	 越来越差  无法容忍  不看下一季            
(4星)	 第二季相对第一季稍有逊色            
(4星)	 没第一部刺激，，但还是很刺激            
(3星)	 第一季永远是经典第二季只是余热第三季让我想放弃            
(5星)	 一直追，一直累            
(NA)	 开始好看，不过繁琐            
(NA)	 没第一J好看            
(5星)	 虽然情节已经有点怪，和监狱已经没有太多的关系，不过仍然值得一看            
(NA)	 延续第一季的风格,还是那么扣人心弦;斗智斗勇,很好的电视剧            
(2星)	 紧张又余，但剧情拖沓造作。            
(NA)	 帅呆了~            
(NA)	 完全没有评论的必要。男人。            
(3星)	 比第一季差多了            
(4星)	 逃呀逃，又逃到了监狱了（liao）            
(5星)	 相對S1有dd失色.不過都係好好睇            
(3星)	 多了个MAHOO            
(NA)	 喜欢            
(5星)	 ...            
(4星)	 for sarah&#39;sake            
(5星)	 我家迈克依旧帅/`            
(NA)	 小拖沓。            
(4星)	 持续追踪            
(4星)	 米帅~            
(3星)	 好看``            
(NA)	 like            
(5星)	 我爱Mahone!!            
(4星)	 没有让我很失望，还是值得看的，第二季喜欢上了T-bag            
(3星)	 从这一季开始，编剧开始乱发挥了            
(3星)	 审美疲劳了 第一季还行            
(NA)	 我要越狱            
(4星)	 嗯，喜欢T-Bag~            
(5星)	 好看，没啥说的            
(3星)	 没第一部精彩            
(3星)	 真的是一季不如一季了啦。。。            
(3星)	 凑合             
(5星)	 Good!            
(5星)	 情节还是满紧凑的，我很希望在22集的时候结束，即使没有很清楚的结尾，留个模糊的印象给观众，让大家去遐想，也不至于第三季那么倒我胃口了：（            
(3星)	 很可惜，拍的有点像老太太的裹脚布，不如第一季            
(4星)	 还行            
(4星)	 越狱　……            
(4星)	 没第一季精彩            
(NA)	 不是你不够好，而是我不够坏            
(2星)	 说实话，第二季实在是很不怎么样            
(4星)	 明显没有第一部引人入胜了.            
(5星)	 拍的蛮烂的..失望            
(NA)	 大家终于逃出来了!!!可是还是一样的波折不断啊~~~可怜的迈克尔有被抓进去了,还是这么恐怖的地方!!不知道他会这样呢???期待第三部啊~~~`            
(NA)	 We run.            
(5星)	 依然是经典            
(4星)	 如果不跟第一季比，还是值得一看的。            
(5星)	 惊心动魄，让人无法自拔            
(NA)	 一次不能看太多，太紧张，太累了...            
(3星)	 聪明的            
(3星)	 didn&#39;t follow the entire season            
(4星)	 第二季在逃亡的路上 看得有点辛苦 不过 scofiled的高智商还是体现的淋漓尽致 相比第一季来说还是不那么精彩            
(NA)	 看过了            
(NA)	 情节扣人心弦，男一号足智深沉，值得劳教人员效仿，哈哈            
(5星)	 意犹未尽            
(5星)	 极力推荐，现在正在追第三季~~            
(5星)	 真好，看得真爽！            
(NA)	 超爱呀超爱迈克尔,前两季在周休二天不眠不休疯狂看完。期待第三季的全部到来……            
(4星)	 明显编剧拿不出第一季的好东西了，不过米帅可以是唯一必看的理由            
(4星)	 s2            
(NA)	 I don&#39;t want to rate it. One of the best after the 24 heat.            
(5星)	 有点暴力了就是            
(3星)	 开始有点勉强了            
(NA)	 ....一般            
(5星)	 比起第一季来说确实质量下降不少，不过里面的人物还是一样有个性的。            
(5星)	 三天两晚之二            
(2星)	 勉强看下去……            
(5星)	 就是喜欢            
(NA)	 继续逃……            
(NA)	 一集都没有拉下过...自豪啊嘿嘿.很好看,很惊险.            
(5星)	 虽然很多人对此的评价不如第一季好了，有些内容也有点牵强，不过个人觉得第二季更加接近现实，更加反应现实            
(NA)	 没有第一部来的漂亮~            
(NA)	 依然喜欢            
(5星)	 也得到消息说麦克是同志。。。。            
(NA)	 “凡有边界的，皆是监狱——人生是监狱。” 　　 　　不论怎么逃窜流离，终究还是在人生的囚禁里。 　　T-Bag依然得不到真爱的救赎； 　　C-Note看着妻子入狱，女儿重病时，只觉得不越狱更好； 　　Sucre还是未能和“生命的全部”团聚； 　　Charlse去不到荷兰，他理想中安全和宁静的乐土，只能一死了之； 　　David人小势弱，斗不过强权被非法枪杀； 　　而两位主角，还在周而复始地兜兜转转之中。            
(4星)	 是拖沓了点……            
(NA)	 接着等待了半年，陆续看完了第二季，成为了每周实实在在的越狱迷，发觉不想看第三季了            
(NA)	 。。。            
(5星)	 一样棒            
(NA)	 在监狱外更危险            
(NA)	 怎么可能没看过            
(4星)	 略逊一部～            
(4星)	 越狱2,不如越狱1了            
(4星)	 没有了第一季的节奏            
(5星)	 第三季已经推出，但是一直没有时间看啊....            
(NA)	  期待下一部            
(NA)	 赞个 三部里最喜欢了            
(NA)	 2季太soso了            
(5星)	 先看第一季            
(3星)	 一般            
(4星)	 第二季拖拉,勉强还好 是一口气看完的            
(3星)	 可以            
(3星)	 还行的第二季~~            
(5星)	 米帅超级迷人!            
(1星)	 居然说越狱一刚。。。整季都在外面逛            
(NA)	 差不多好看吧            
(4星)	 一茬不如一茬            
(3星)	 没有第一部好看...            
(5星)	 D9 QN            
(5星)	 米帅米帅米帅！！！            
(5星)	 无须多言            
(NA)	 无话可说，第二季比第一差很多            
(3星)	 明显弱了。。不过也还行。。            
(5星)	 和第一季比起来感觉差了点            
(4星)	 好看            
(4星)	 还行            
(3星)	 与第一部比,次了点            
(5星)	 剧情稍稍走下坡路，米勒的脸上开始出现了伤疤，不那么要命的帅了。不过还是好看！终于和Sarar走到一起了！            
(4星)	 第2季说实话比第1季烂...            
(3星)	 就第一二季还行，不追了。。。            
(2星)	 乱七八糟。            
(2星)	 还是一好看～            
(4星)	 期待第三季，据说就快上映了。            
(NA)	 喜欢理性的头脑！            
(3星)	 没有突破第一季            
(5星)	 越来越喜欢里面的T-bag了            
(3星)	 典型的后续无力            
(5星)	 太有意思了，3快点出来啊！            
(4星)	 也许是新鲜劲过了，觉得还是第一季好            
(5星)	 很棒            
(5星)	 第一部美剧。。。爱上了went....            
(3星)	 还是美剧好看            
(4星)	 没有第一季的扣人心弦            
(5星)	 第一次看的悬疑片。            
(3星)	 不知是不是因为在电脑上看的原因，觉得没有第一部震憾，人物结构松散了许多！            
(NA)	 看过...            
(5星)	 期待3~~~~            
(NA)	 追了很久            
(4星)	 好看!~            
(3星)	 大概不會看第三季了            
(5星)	 Michael好靓仔啊            
(5星)	 等待第三季            
(4星)	 终于是看完了，由于太复杂，后来看得有点疲掉了……3什么时候出呢            
(3星)	 没第一季好看            
(2星)	 没意思            
(NA)	 第二季的结局让我觉得很牵强，硬是让故事没结成，第三季回怎么样呢？            
(NA)	 虽然没看过，但我也推荐            
(NA)	 Prison Break: Proof of Innocence            
(NA)	 第二季同样好看！            
(4星)	 二季不如一季，T-BAG还是很牛。            
(NA)	 第二部的剧情没有第一部精彩。表现平平。不过这个结尾真是想不到，期待第三部。            
(NA)	 第二季漏洞多了            
(4星)	 没有第一季好看 有点拖  感觉提不起劲            
(5星)	 越狱 season 2            
(5星)	 顶!            
(4星)	 第二季没第二季好，第三季没第二季好～            
(NA)	 MS            
(4星)	 fd            
(NA)	 智慧的描写            
(5星)	 由于角色到处乱跑，和第一辑大家都关在监狱中完全不同了。特工依然忙活，还加上个Mahone，另外一个时常奸笑的亚裔（影响亚洲人形象？）。结尾还挺好，重回监狱，一切从头再来。            
(4星)	 不如第一季            
(NA)	 人物设计精巧            
(5星)	 小米?米帅?不是说我.他又回来了!            
(NA)	 看一当然要看2了。            
(4星)	 第一季经典,第二季还行,期待第三期            
(NA)	 还是不错的很            
(NA)	 越狱            
(3星)	 一般            
(4星)	 1比2好睇~虽然男主角都系好靓仔~            
(4星)	 mahone.....................            
(NA)	 老这么精彩下去也不是个事儿呀            
(3星)	 就是这后面意思越来越小了，至于后来也懒得看了            
(NA)	 超级0的~~            
(5星)	 励志类电影　让你知道注意细节可以造就成功　喜欢并关注中            
(5星)	 这个就不多说了...是人就知道.            
(NA)	 偶像偶像！            
(5星)	 Prison Break: Proof of Innocence            
(5星)	 第二季。            
(3星)	 一切又从头,还是里面精彩            
(3星)	 第二季不如第一季，看不看第三季？？思考中...            
(5星)	 虽然没有第一季紧凑，但是却还是延续了经典！            
(3星)	 还要不要看第3季,是个问题.            
(4星)	 Micheal Scofield!!!            
(3星)	 没第一季好看了，剧情的发展有些牵强.            
(3星)	 不如第一季那么好看            
(5星)	 好看            
(NA)	 不得不看下去的            
(5星)	 顶~            
(NA)	 没有第一部好            
(NA)	 飞越狐狸河~呵呵~~没有第一部好看了            
(4星)	 监狱外面是更大的监狱            
(5星)	 呼吸呼吸，最后会？            
(5星)	 无法放弃            
(5星)	 渐入佳境...            
(NA)	 没有第一季那么好，但还是喜欢            
(NA)	 不如S1TBAG在这里，是神            
(4星)	 因为是放一集看一集的，感觉没第一季时精彩，总觉得被那导演耍着玩，每次看到些希望又将之毁灭。。。            
(5星)	 经典            
(4星)	 还是很好，但不如前一季了            
(NA)	 不如第一季            
(5星)	 强力推荐大家去看这部巨作。值得一看            
(5星)	 剧情紧张刺激            
(NA)	 这一季WS啊WS~            
(4星)	 合理性的逐步显现            
(4星)	 悬疑            
(5星)	 pb 2            
(3星)	 拖拖拉拉拖拖拉拉。。。            
(4星)	 没第一季好看            
(5星)	 看ing～            
(3星)	 情节开始拖沓,其实第一节都有点不耐烦了.不过还是推荐一下            
(4星)	 动了脑子的            
(4星)	 连载我总是以为没有之前的那个好 不过这次因为有谜底在作祟还是会吸引我一点            
(5星)	 刺激、悬念、节奏            
(NA)	 帅~~            
(5星)	 没有办法...虽然你没有第一季那么的独当一面...可是还是很灵的...赞拉...            
(4星)	 可惜不如1            
(4星)	 同样好看            
(4星)	 人性的悯灭            
(NA)	 handsome Wentworth Miller            
(NA)	 比第一季差些.            
(5星)	 继续继续，不知道什么时候是终点            
(NA)	 第二季比第一季好看.            
(NA)	 没得说，就是崇拜Scofield            
(5星)	 依然好看得一塌糊涂，虽然有人说不如第一部，不过他们不也仍然一集不落的看吗？            
(NA)	 很有意思            
(NA)	 455            
(NA)	 超级喜欢，强力推荐!            
(NA)	 太喜欢了.可惜最近停了.真希望快点看完啊!            
(NA)	 期待14集            
(4星)	 疯狂的为了自由的为了正义的灵异的人们            
(NA)	 不错~            
(5星)	 没有第一季严谨            
(NA)	 经典            
(5星)	 等的我好辛苦哦！~            
(2星)	 唉~~越来越拖了........            
(5星)	 michael!!!!            
(NA)	 一看不可收拾，喜爱的人应该是一样的同感：至今最喜爱的剧集！            
(4星)	 14快来吧！            
(5星)	 越狱            
(4星)	 not too bad            
(NA)	 你心里不怕的时候就没有什么可怕的了。可怎么才能让心里不怕呢？            
(NA)	 等待1月22日～            
(5星)	 继续观看中...            
(5星)	 最近超迷!快出14集吧!            
(3星)	 都拍成lost了            
