http://movie.douban.com/subject/4826770/	我的公主 마이 프린세스
(2星)	 果断弃~！ 唯一的亮点在于 李起光 的公主装 = =+PS：艺珍还是在我最爱的 家族诞生 里最顺眼 - -             
(4星)	 虽然很韩剧- -但我还是觉得蛮好看的。宋承宪在里面很灵吖            
(NA)	 正在追着看~帅男美女..男主女主都美..男二女二长的都特苦&gt;&lt;不过还是拍的挺好的~就目前来看            
(3星)	 金泰熙能接这样的电视剧真让人匪夷所思            
(4星)	 搞笑啊~~美女啊~~帅哥啊~~~            
(5星)	 哈哈~帅哥美女王子公主多么对味啊~可惜更新太慢了~~            
(5星)	 我们公主真好看 不过这算什么破烂结局            
(3星)	 真的是因为太无聊了 姐是BS看韩剧的            
(4星)	 源于小时候对宋承宪的热爱 不过长大了还是依旧热爱的啊……            
(5星)	 身为颜控没办法不爱啊！剧情又不算烂真的适合消磨时间！无限感叹号            
(5星)	 一部只能看演员不能看剧情的电视剧！            
(5星)	 养眼呀呀呀。。            
(3星)	 宋承宪还是挺帅的。。。编剧这是神马大忽悠，悠出去了没拉回来。。。            
(NA)	 本来我有羞耻心的觉得这个年纪看韩剧是很丢脸的事，不过演的人更年长，那莫我就淡然了             
(NA)	 咋过就这么子完咯？            
(3星)	 完全是冲着深情宋偶吧的帅气和电眼去看的~剧情实在不怎么样            
(3星)	 是在是有些无聊的片子，不过为了宋承宪还是忍着看完了~            
(NA)	 除了女二，其他的都看着挺养眼的            
(5星)	 关键是宋承宪好帅啊！！！            
(5星)	 仍旧是happy ending，多有爱的一对            
(4星)	 宋承宪的肌肉毛的话说~~~~~~~~金泰熙演的超级可爱挺像爹的！            
(2星)	 剧情烂            
(3星)	 E01-E13不知所云.后面3集应该是SG的金编加入的关系吧才变得好看一些。其实我觉得剧本定位很重要，MP就是在剧情还是爱情中飘重心才会让人看的糊涂＝ ＝如果一开始就设定爱情喜剧可能会很不错吧～ PS:主演很养眼。            
(5星)	 就为你们，我看定了！            
(4星)	 老宋养眼            
(4星)	 宋承宪依旧那么的帅啊～            
(5星)	 宋大叔还是那么帅，不愧我喜欢了他这么久啊，就因为他也要给5分，哈哈            
(1星)	 造型什么的，台词什么的，可谓完美。要有缺陷才行嘛。怎么可以那么和谐AND装。能不能不要那么喜剧啊。你们还是悲剧吧。什么白血病、什么车祸……不是一直一直烦死人的这个那个让你们不在一起就是缺陷好不好。有个缺口好透气诶。            
(4星)	 节奏有点慢啊……            
(2星)	 好养眼啊~。。没看完。。            
(5星)	 我只是想看宋承宪和金泰熙  不过剧情很讨喜 哈哈            
(4星)	 没意思的泡沫剧            
(5星)	 喜欢男女主角啊！            
(4星)	 随便看看, 养养眼呗.            
(5星)	 第一次觉得宋承宪这么帅！！            
(5星)	 能让人开心的电视剧啊，虽然剧情俗套了点~~            
(5星)	 喜欢宋承宪            
(3星)	 最後兩集沒看= =斷了以後就不想追了            
(2星)	 看帅锅阿看镁铝～～不过还是改变不了烂片的本质。。。唉            
(2星)	 看到第四集开头 实在看不下去了 暂且放弃！            
(3星)	 哈哈 纯粹是为了宋承宪~~~服兵役回来那个身材不要太好了！             
(NA)	 一般，编的太离谱，没共鸣            
(3星)	 看了两集 弃            
(4星)	 怎么说，主角阵容很强大。。可是剧情一般般吧。            
(4星)	 终于看完了！南教授眉眼间带笑的表情好萌！            
(3星)	 太膩味了。            
(2星)	 宋承宪你让我失望了呢~            
(5星)	 大爱啊~~            
(5星)	 颜控必看            
(3星)	 这组合真是太好了，最近老也看见韩国的给力搭档，让我想不看韩剧都不行。            
(3星)	 因为男女主角才看的。            
(3星)	 竟看演员了            
(3星)	 女主完全没有魅力可言，很失望~人物星相塑造得太做作了            
(2星)	 颜分            
(NA)	 逗            
(5星)	 我的泰熙女神，不解释            
(NA)	 两集。果断弃。            
(3星)	 纯属视觉系            
(3星)	 为了养眼的主角！            
(3星)	 剧情真的有点单薄，感觉撑不起这十六集的时间            
(3星)	 三颗星给男女猪脚...            
(3星)	 又挺扯的剧情，适合此时打发时光            
(3星)	 走的轻松幽默一类....看过宫之后对于这类题材并不觉得新颖。宋承宪在我眼中还是犹豫类型，这突然转型的还没有习惯额....            
(4星)	 简单可爱的小情节            
(4星)	 看着舒服， 心情愉悦就是好剧了啊~！            
(5星)	 哇哈哈哈 男女主角都喜欢，好久没看韩剧了，又被吸引了。            
(5星)	None
(5星)	 刚刚看完第五集。漫长的追剧生活又开始了。宋承宪怎么比以前更帅了，真是没天理啊。和金泰熙的对手戏很有看头，超有火花的。台词非常给力，神马“我爷爷第一次见她的时候都跪下了”之类的。非常期待接下来的剧情。            
(4星)	 养眼的组合啊~~~~            
(3星)	 一般般吧              
(5星)	 最近无聊过头= =。。。。。。。。。            
(5星)	 超爱~~            
(3星)	 人总不能一辈子靠脸混饭吃吧            
(5星)	 这个好看。            
(4星)	 有帅哥美女 还很搞笑 这种剧怎么能不追            
(4星)	 棒子的戏啊棒子的戏没办法太美型了两位。。T T            
(NA)	 爱的人们，结婚吧。。            
(3星)	 。。初恋。            
(2星)	 剧情太苍白了，看不出宋承宪有什么演技。只靠金泰熙撑起。越看越觉得无聊。弃之。            
(4星)	 第九集么 一直没看完 也不是弃 &gt;&lt;            
(2星)	 标准帅哥美女无内涵泡菜剧 不过我就是爱看 后来看不下去了            
(5星)	 因为男女主角，所以“力荐”。            
(3星)	 弃，韩剧。            
(3星)	 宋承宪~~~~            
(2星)	 不好看            
(4星)	 오빠多少年了还是那么帅。。            
(3星)	 好久不见的人呐。。。            
(2星)	 女二是肉毒杆菌打多了么？成天一副皮笑肉不笑的表情简直欠抽            
(4星)	 完美结局~韩剧都是这样，刚开始不错，后面就不怎么好看了~啧啧啧~            
(3星)	 宋承宪意外的幽默啊，当兵回来MAN了不少，这组合养眼，搞笑就OK===么看完，后面越来越无聊了。            
(3星)	 弃了。。。            
(4星)	 纯为帅哥美女而去~            
(5星)	 演技，剧情都是浮云，只要颜就可以了，看他们两个在一起就ok了。。。            
(3星)	 五星打给宋承宪~完全被秒到~❤╮(￣ε￣╮)不行了，有宋GG我也看不下去了，弃            
(3星)	 寒假最后一部剧。。。            
(NA)	 大爱宋承宪、、、吼吼            
(3星)	 男女主各种美各种帅 ... 我怎么这么肤浅呢 噗噗噗噗            
(3星)	 看了一半看不下去了            
(3星)	 　　尽管老宋年纪最大，脸蛋看起来还是水嫩无比，身材更是不用说，胸肌大到他应该自责了。　　外交官和教授都是一付“都怪我太帅了”的德行 　　公主家的那两只拉布拉多！从来没有见过天然呆的狗！             
(4星)	 不多说、太完美了、但是没有看完，太狗血了。            
(3星)	 唉。。我是有点无聊吧。。。            
(5星)	 挚爱金作家的剧~~~~            
(4星)	 猛然发现 蓝色生死恋已经好多年了            
(3星)	 喜欢这俩人，但不代表我很喜欢这部剧集，剧情很一般了。            
(4星)	 话说除了没有办法接受现在流行男士裤子的裤腿外，一切都好，宋承宪实在是完美啊！较之玛丽，毫不犹豫的要追啊            
(3星)	 纯粹为了养眼···            
(4星)	 看人。。看人就够了啊！！            
(3星)	 嘛，自从两人好上了我就弃了= =            
(4星)	 这个结局算什么？？就在飞机上嘴着嘴着就没了。。。。。。            
(5星)	 冲着宋承宪的身材去看的。。            
(NA)	 弃！金泰熙都一把年纪了            
(NA)	 俊男美女啊            
(4星)	 剧情一般，看主角~            
(3星)	 俊男美女。喜欢喜欢。其他的就没什么可看的了            
(2星)	 放假喽            
(5星)	 净化眼球的情侣~宋大叔真是木有老的痕迹啊，超喜欢这种扮相~可惜怎么俩人木有如花絮给人的期待一样假戏真做捏~            
(5星)	 故事逻辑连一颗星都不配。但宋承宪演的朴海英太charming了，可以给两颗星。第三颗星是给宋承宪和金泰熙这样帅哥美女的养眼搭档。最后一颗星给两个月来看剧的欢喜和温暖，我承认我就是喜欢眼睫毛呀、男主拉着女主一路狂跑这样的恶俗桥段。            
(3星)	 弃了弃了 实在没兴趣看下去了            
(3星)	 沒有看完啦 我果然不是看韓劇的料&gt;&lt;            
(3星)	 为什么那么多人推荐我看这个。。。            
(3星)	 虽然两个人年纪都不小了 ，但是演这种剧集还是好吸引人啊更新 -----我没看下去 剧情好苦逼            
(2星)	 看了6集，弃！            
(5星)	 我是真的好久没看韩剧了。但是这部真的不错。我爱宋承宪，我爱金泰熙~            
(3星)	 狗血            
(2星)	 冲着两个主演去的。。。            
(3星)	 前面好看 后面又拖了            
(5星)	 宋gg和金泰熙的组合实在是太棒了！绝对养眼 只是等更新很难熬啊~呼 最后结局很甜蜜~            
(NA)	 不吸引人，韩剧的通病，我还是乖乖的去看美剧吧            
(3星)	 欢喜冤家变恋人的模式。。。            
(5星)	 金泰熙            
(3星)	 看了一半弃 只能说很老套很无聊            
(4星)	 金泰熙！！！            
(3星)	 剧情一般般，完全是冲着男女主角去的            
(2星)	 这叫什么剧情？真是可惜了帅哥和美女。            
(NA)	 20110209——20110227            
(3星)	 有一部看不下去的韩剧            
(4星)	 看了半年的电视剧总算有个了解，话说韩剧我看的可真是旷日持久啊！            
(5星)	 最近在追的片子。。。和my girl有点像，轻松愉快我喜欢            
(3星)	 宋承宪真的是好帅啊，但这剧。。。看着看着着实没啥意思了            
(3星)	 剧情。。。不想说什么。。。纯粹看人。。看人。。            
(3星)	 只是帅哥美女，消遣的剧。            
(3星)	 现在对韩剧真是免疫了。。。看来看去都是四角恋。。。            
(3星)	 只是唤起了公主病。除了男女主美丽的皮囊和小浪漫外啥都没。唯一剩下的，就是那颗在韩剧体系下被培养出不切实际幻想从而永远不得满足从而永远只能在韩剧男主的眼神里得到片刻满足的瑟瑟发抖的心。从此角度讲，任何成功产品都是在制造并满足其受众。宋大叔啊，我距离上一次看你的眼神，隔了有7年了吧。            
(3星)	 暂时给三星。个人觉得不错。情节看来好似大俗，但很适合放松心情。几个演员特别是宋某还蛮颠覆点点风格的。。准备追。忘了我最后有没有看完，甚至连情节都有些忘了。。囧，也就是养眼吧，没啥别的。            
(NA)	 08finished? 弃！            
(3星)	 金编的助手水平如何呢？            
(3星)	 您两位能不再接这种剧咩- -！            
(2星)	 希望这个走向会是宫那个类型，希望破滅了            
(3星)	 俊男靓女的组合总是让人那么感觉生活那么的美好。。但剧集并不是很给力。。作为一个消遣还是可以的吧~~~            
(3星)	 宋承宪怎么那么会演，那么帅，那么有型啊，这么多年一如既往的帅            
(5星)	 尼玛不是在演情侣！！！尼玛就是情侣！！！结婚！！必须结婚！！            
(NA)	 美男的诱惑。。            
(4星)	 结局喜感。            
(5星)	 有宋承宪，就都是五颗心~~ .            
(3星)	 还蛮好看的啊，哈哈，到6集~~~~~~看完线~~~~第六集之后又走上韩剧的老套路，纠结无比，偶看的蛋疼，越看越无聊，之后以十几分钟一集看完，偶圆满了。            
(3星)	 最后几集实在看不下去 弃之            
(3星)	 超级讨厌女二的长相,宋承宪身材真不错,金泰熙你除了会眨眼睛还会什么!!!!!!*ˇ*             
(3星)	 宋承宪，我喜欢的第一个韩国明星呀～～金泰熙，也很喜欢呀～～弃剧了，我老了，情节太嫩，看不下去了~~~            
(2星)	 抛弃了            
(3星)	 宋承宪啊宋承宪...            
(3星)	 真的俗烂的剧情            
(3星)	 狗血又狗血，纯粹看宋承宪鲜活的身体，弃            
(2星)	 看了两集,朴小珍的戏份少的实在可怜,我没动力追了.弃剧..朴小珍咱下次来女一吧,那样大家都会追的欢乐的            
(3星)	 开始挺喜欢的，但止步于第六集            
(3星)	 看看吧。。反正蛮欢快的，目前            
(5星)	 诶哟诶哟 宋承宪 你和我当初看那小子真帅的时候一样 吼吼 男人了!!!            
(4星)	 发现宋承宪很不错            
(3星)	 可惜了这两个主角            
(4星)	 四颗星都是给帅锅美女的            
(1星)	 完全因为宋承宪啊。还是对金泰熙不来感啊。。。烂死了的剧情            
(4星)	 哇哈哈哈~~~期待已久的两个人呀~~~帅气的外交官~~~拜托你们在一起吧。。。            
(3星)	 久不见宋大叔拍这种剧了，作为我第一个喜欢的男星，要顶一下~            
(3星)	 可惜当年的天国的阶梯和蓝色生死恋都老了。            
(3星)	 全部给宋承宪            
(3星)	 韩剧越来越懒得看下去了....            
(2星)	 主角都爱死了。            
(4星)	 追的第一部剧，温暖了一个寒假。            
(3星)	 编剧实在弱            
(3星)	 一颗星给宋承宪 一颗星给金泰熙 一颗星给选择他们演CP的导演            
(3星)	 看看美女...            
(5星)	 本以为两个老人装嫩会很恶，接过剧情很不错，俩人的演技也很好，当然宋承宪的不惜卖肉也是亮点之一啊！！！            
(3星)	 虽然我还是不可避免的喜欢男二号，但是这个剧男主是宋承宪啊！！于是两个男人都好帅啊。。星星眼。。            
(3星)	 看不下去啦 俗到掀桌啦 第三颗星给俊男美女            
(3星)	 我承认我又老了、、            
(4星)	 老帅哥依然很帅~泰西也很美            
(3星)	 实在没动力看下去了。。。            
(4星)	 帅哥美女，又搞笑，情节还不错，看到第二集，还没有觉得俗气。还有点感动呢。            
(4星)	 轻松搞笑不用过脑子，里面穷丫头用的包都是CD，MiuMiu和Mulberry啊！！！我也要当穷丫头！！！            
(4星)	 可看可不看的类型：帅哥美女加俗烂剧情。            
(4星)	 氧气情侣，喜欢泰锡在里面的装扮，可爱            
(2星)	 活生生把四星改成两星 编剧你简直是暴殄天物！！！            
(4星)	 节奏还算紧凑，也比较搞笑。            
(4星)	 没看完，不过还不错            
(5星)	 终于完结了，还是更喜欢金泰熙在iris里的御姐形象            
(5星)	 很好看哦，自己年龄不小了，但还是追着看。金泰熙狂漂亮啊~~            
(2星)	 宪哥啊，哎以故            
(5星)	 超赞的            
(4星)	 前半部分很有情节，两位的搞笑都很好~~到后面越来越拖沓，好多矛盾都像是硬造出来的，导致最后一集我是快进着看完了结局~~~就为一个事情纠结了一集的时间~~            
(3星)	 又是部骗小姑娘的剧。。。            
(3星)	 说实话 只对主演满意= =~~配角神马的狗血剧情神马的无视= =            
(3星)	 不真实的童话。            
(5星)	 如此欢乐哈哈哈            
(3星)	 只如果没有宋大帅哥和金大美女，这部韩剧真的没有任何亮点。            
(3星)	 哈哈哈哈 纯粹是为了泰熙去看的～！            
(4星)	 帅哥美女的组合最喜欢了 浪漫温馨的爱情故事最喜欢了 结局有烂尾的嫌疑~~            
(4星)	 有所韩剧的结局都是粗糙和狗血的。            
(5星)	 四星和五星真是一念之差，光看剧情是绝对没有五星的，不过看着养眼的一对，就是五星了！            
(3星)	 完全理解不了两日相爱又没啥阻碍干嘛折腾出那么多事            
(3星)	 虽然狗血但是没想象中难看。消遣时可以一览。            
(4星)	 帅帅帅            
(4星)	 冲着男一女一来，啊！宋大叔的身材呀！没话说。。。。。            
(5星)	 很有趣...虽然故事故事情节很老套....但是这和其它的电视剧还是有一点点的差别的...比较像小说            
(4星)	 看这部剧，虽然说内容没啥吸引人，但是就冲着这男主的帅，女主的美，和华丽丽的衣服.....我看完了            
(3星)	 男女主角都是我喜欢的，但还是受不了本片装纯做作的风格……            
(4星)	 王子變青蛙 灰姑娘變公主            
(3星)	 就主角还有点儿看头儿，配角、剧情真受不了            
(4星)	 剧情其实很弱， 但我就是冲着帅哥美女的组合来的， 值了！！！            
(4星)	 今天看了结局，三四个月来很多快乐的来源。男一女一完美，女二邪恶的老套剧情。可就是让人很开心。            
(4星)	 设计师出身的金泰熙果然着装不一样~养眼~~            
(3星)	 有意义的内容感觉也就一部电影的长度            
(3星)	 小宋宋`            
(3星)	 挖哈哈哈哈哈哈，够欢乐啊我喜欢！！！！！！！！！！！！！！            
(5星)	 太好看了，宋oppa的表情太电人啦，两人生活中也在一起吧            
(4星)	 宋承宪 是小时候的记忆了，真是不老的人            
(3星)	 11年過去了 宋承憲還是那麼帥。            
(3星)	 金泰熙美翻了            
(4星)	 还不错~很喜欢宋承宪和金泰熙的组合~            
(5星)	 宋宋和小金真是不可方物啊            
(3星)	 帅哥美女的组合果然就是养眼            
(3星)	 女二长的好难看，看了几集弃之。。            
(4星)	 很多人说宋承宪演这戏老了点，我觉得老是老了点，但演技超好，演出了嫩小伙的感觉。            
(4星)	 好久没看韩剧了，宋承宪和金泰熙的完美组合当然要看咯！！！感觉前面好看些，后面的剧情不咋样，结局超甜蜜啊！编剧的功力有待加强。            
(4星)	 很少看承宪哥哥演这种轻松的搞笑片。虽然剧情狗血，但依然花痴状观看中啊！！            
(3星)	 看在男女主都很貌美的份上就忍了这么二的剧情，教授我也喜欢，只是讨厌女二怎么能这么老气            
(3星)	 很无聊的剧情啊。。。            
(4星)	 我是有多久没看韩剧了！！！偶尔看看也挺好就是只有16集 太短了            
(3星)	 好事多磨，身不由己。有情人终成眷属。承宪超级帅超级可爱。kiss啊神马的不是浮云不是浮云~~~——2011.03.03            
(4星)	 帅哥美女挺养眼，不过这剧情还真是一般            
(4星)	 养眼的组合            
(5星)	 我真的就是戒不掉偶像剧了么            
(5星)	 还用说么 有我女神金泰熙必须看。编剧是金编的徒弟 希望带来惊喜            
(5星)	 无理由。。            
(3星)	 宋OPPA的颜是亮点            
(4星)	 我喜欢了十一年的男人。。剧情不知所云，但却让人看的津津有味。。其实就是看帅哥。。            
(3星)	 虽然宋大叔很帅，但是剧情实在是太狗血，看不下去啊看不下去~            
(3星)	 金泰熙很美            
(3星)	 今天终于看完了，韩剧终摆脱不了虎头蛇尾的传统。前一半看得我那叫个兴奋呀，无字的都看得津津有味，但后面愈看愈没有激情。剧情很老套，结尾更烂。但真是俊男美女呀，请真实的在一起吧。            
(4星)	 结局坑死爹了            
(NA)	 cute二人组 宋承宪最顺眼的一次 俩人在一起吧！！！！            
(3星)	 金泰熙终于演了次完全活泼可爱的啊，这回是真的觉得她很漂亮了。            
(3星)	 ‘宋承宪+金泰熙’面前人人浮云。。。            
(3星)	 虽然宋大叔很帅，可是从五星到三星，就这么被毁了。            
(4星)	 希望會有第二部吧。            
(5星)	 温柔的男人，最容易让人爱上可爱的女人也是            
(3星)	 寒冷冬天里，紧张考试过后的一丝温暖。我不会忘记那段奋斗的日子。            
(5星)	 什么是偶像剧，这就是偶像剧！男帅女靓，其他都不重要            
(3星)	 只为金泰熙，剧情不是很给力啊。            
(3星)	 纯粹为了男女一号，啥破剧情呀，真是看不懂            
(5星)	 超好看  哈哈哈···就是又得更片了            
(NA)	 10            
(3星)	 宋承宪好帅啊~~前四集都是前奏吗？？            
(3星)	 大爱两位主角~！***终于看完此剧了，给出的评分也从五颗星降到了三颗星...并且，第三颗是打给两位主演的...剧情实在是太没说服力了，幼稚+错乱..白瞎了两位好演员...可惜了...剧情无聊到最后两集实在无法坚持看完...            
(5星)	 我又看上了狗血的韩剧，不过男猪脚还真是帅地有点像吴尊。我去。            
(3星)	 难看            
(3星)	 冲着宋承宪和金泰熙看的            
(5星)	 又是一部很美的韩剧。            
(5星)	 又一次为韩剧沦陷。。。很俗套的剧情，明明知道很傻很白痴，但就是喜欢，可能每个女孩心里都有个灰姑娘的梦吧            
(5星)	 虽然都看的到你们的鱼尾纹了，但我还是好喜欢你们捏~~            
(2星)	 只是看人而看&gt;&lt; 剧情很不咋地啊 浪费两个好演员 T^T            
(3星)	 前几集还挺搞笑而且紧凑的，后面的剧情就。。。。。。宋承宪还是这么帅&gt;A&lt;            
(5星)	 超喜欢金泰熙的            
(3星)	 设定挺新奇的，怎么就是没好好利用反而落入俗套了呢？皇室没皇室味道，还是回归轻喜剧风了吧？深情的宋哥哥性格很模糊，跳脱的公主，让人无语的女二，没啥竞争力的男二，起码看完了，虎头蛇尾啊。            
(3星)	 女主角很美啊             
(4星)	 完全因为宋承宪            
(2星)	 劇情有點莫名其妙，這年頭還搞復辟皇室，按現時來看，韓國根本不可能。            
(4星)	 因为提供了一个好名字。。所以加一颗心~            
(5星)	 韩剧的突破啊            
(2星)	 怎么会长得这么完美            
(2星)	 除了拉布拉多很呆其他都很无趣            
(2星)	 看不下去啊            
(5星)	 好久没有这样子去追一部韩剧咯            
(NA)	 啊啊啊啊,收不了那个吴允珠.好老.好丑.,那么恶毒.跟大妈一样            
(NA)	 看了四集 弃了            
(2星)	 因为两只的出演决定义无反顾的追剧~追了俩月，成了习惯，终于看完，热情却在每周俱减。演员养眼，可剧情老套，追剧也成了快进。唉。我摆脱不掉的韩剧啊，能新鲜点不？            
(NA)	 到了倒四集看不下去了。。。金泰熙笑起来牙齿真好看&gt;&lt;            
(NA)	 宋承宪好像更帅了            
(3星)	 剧情一般,但是金泰熙在剧中太漂亮了,好喜欢!            
(5星)	 其实很期待他们结婚的剧情，但是没有，不过再说一句，宋承宪真帅            
(3星)	 忽略无比狗血的剧情，姐只是想表达下对宋承宪大叔的无比hc之情            
(4星)	 十多年前喜欢的宋gg还是那么的瘦。。娃哈哈哈            
(3星)	 又开始做梦了            
(NA)	 看了前五集和最后一集- -            
(5星)	 很久没看韩剧了，宋承宪似乎更帅了哦，这部剧给我《宫》的感觉，但跟《宫》还是有些区别，我喜欢，圆万千少女们一个公主梦！            
(4星)	 越到后面越不好看了            
(5星)	 養眼...大愛。            
(4星)	 烂尾，不过主角真滴素超级－－养眼＠＠            
(5星)	 虽然是灰姑娘的狗血剧情，但是主角不错。            
(3星)	 剧情太烂啦...            
(NA)	 好吧，的确是越来越难看。。。            
(5星)	 说白了，就是冲着宋承宪和金泰熙            
(3星)	 充满喜感的女主角            
(5星)	 很久都没看到那么喜欢的韩剧了            
(5星)	 就我怎么会不停的从宋承宪身上看见ZYH的影子- -+ 各种囧            
(3星)	 轻松有余             
(5星)	 金泰熙加宋承宪，真是太完美了。都想给六星了。            
(4星)	 不为剧情，为了承宪哥哥~            
(5星)	 追            
(3星)	 我看了几集，怎么说么。十年了，宋承宪帅的一如既往            
(3星)	 我就是为了看小宋哥哥的呀！            
(4星)	 完全一个人打发时间看。            
(4星)	 男女主角我都喜欢～追着看嗯～            
(NA)	 哪怕只是为了我最爱的金泰熙~~            
(3星)	 饭饭推荐            
(NA)	 继《下一站幸福》后追的第二部剧。发现最讨厌的宋承宪变帅了，其他没感觉了。。。。。            
(4星)	 主要男女主给力。情节什么的要往后看了，就是节奏比较不快。话说秀肌肉那段真是。。。。。。。            
(5星)	 喜欢宋承宪，一直……            
(4星)	 这才叫偶像剧好哇！里面那个小厨师好可爱！！！我喜欢他！！！            
(4星)	 本来五星是给两个主演的配对和第一集的情节。。。现在略微有些拖沓了。。。            
(3星)	 轻松着看吧，要三十几岁的人上来演偶像剧也不容易。            
(4星)	 很欢乐~            
(4星)	 追的好辛苦呀            
(2星)	 刚开始很萌，后来剧情薄弱，靠这两只的魅力也撑不下去了            
(4星)	 嗯呢，金泰熙演这样的角色比IRIS里的那种上手得多。不管怎样，看得很温暖~还有继续装嫩演偶像剧的实力~~宪哥依旧很温柔很帅气~~ 貌似又没有坚持看完~            
(5星)	 从第一集开始就很吸引人喽~宋承宪还是很帅！希望剧情不要落俗~            
(NA)	 弃。。。。。            
(4星)	 剧情确实不杂的。但这两人也太配了吧。            
(5星)	 我以为我对韩剧从此免疫了，但是，冲着宋承宪的长睫毛，我竟然也乐在其中~~~            
(3星)	 宋大叔一脱我就惊了啊  女二削了半张脸了吧            
(5星)	 太养眼了!很喜欢的搭配,剧情拭目以待把            
(4星)	 宋承宪魅力不减啊，不过我还是没看完……            
(2星)	 情节老套 没看完            
(3星)	 看不下去了~            
(4星)	 有点虎头蛇尾，后面剧情就拖沓了，没什么实质性内容            
(2星)	 看不下去了            
(5星)	 男女主角帅呆了美死了！！！            
(4星)	 看颜就够了……剧情什么的暂时忘掉吧= =            
(4星)	 虽然金泰熙很美，但是我总希望这个人是勺子。            
(NA)	 不怎么样 真不怎么样            
(3星)	 卡司绝对强~换两主演我绝对不看了...还有不得不说。。我喜欢这部剧的OST配乐~~~            
(5星)	 人生啊。。。看韩剧哭的稀里哗啦的日子又开始了。。。 。。。。话说第二集下的雪真是太像日和里的头皮屑了。。。让我这种笑点泪点都低的人情何以堪啊啊啊啊啊啊啊            
(3星)	 宋承宪好久不见！公主也很可爱！跟！            
(3星)	 剧情一般，看完只是因为男女主角养眼            
(3星)	 對這樣的黃金組合表示相當賞心悅目，對宋大叔一如當年的帥氣表示相當相當不淡定。儘管大結局太TM不給力！該死的編劇！            
(3星)	 强大阵容 烂俗剧情            
(3星)	 俊男靓女的喜剧~            
(4星)	 最近 最近 玄彬和宋承宪的脸都变得好瘦啊  这是怎么个情况？？？？but  典型的韩剧情怀还是安慰了我期末复习 车票没着落的 小心灵美男美男 老宋的卧蚕真迷人 （红心)(红心)(红心)haha 开心就自己做表情  。。。。梦做完了  有点拖沓            
(3星)	 要不是宋承宪太帅，这剧我真是跟不下去。            
(5星)	 女猪脚真的很喜欢 不然也不会来看            
(4星)	 本来是三星，因为各种帅和各种萌、亮、美，又加了一星，终于迷完了，朴女婿更man味了，泰熙姐也还可爱，嗯，就这样吧。over。            
(5星)	 因为刚看的原因么？还是因为玛丽外宿中太难看了？觉得这个不错嘿，4分！金泰熙眼角都是皱纹，所以这片5分啦            
(3星)	 我是有多无聊= =            
(4星)	 除了养眼还是养眼~很登对啊~你们就凑合凑合在一起吧~~(*^__^*) 嘻嘻……            
(NA)	 金泰熙 女神啊            
(4星)	 西装男很好看~~            
(3星)	 目前还蛮搞笑 不知道会不会烂尾 棒子的片子老是拖拉的紧。。。            
(5星)	 宋承宪的嘴唇真是性感!!!aaaa ~~            
(3星)	 完全俗            
(2星)	 俊男美女的~看着玩呗~.......两个人很配~喜欢金MM的颜~衣服什么的都很不错~可惜剧情太弱太弱            
(3星)	 胸肌才是王道！好吧~越看越没劲~╮(╯_╰)╭            
(4星)	 韩剧纯属消遣。。            
(2星)	 金泰熙的妆太厚了。两星宋承宪无敌帅            
(4星)	 又是喜剧~~~看到了My Girl的影子；真是好看，第五集海英和李雪似乎有了新进展，李雪的善良感动了海英吗？两个人最后应该是在一起的吧~~海英老作孽的喏~~任由哈拉波及摆布。。。开头结尾非常好看，中间不行，宋承宪肿么那么可爱呢，金泰熙最后经典一吻太灵了！！！            
(3星)	 追了六集最后还是弃了，女二看起来像个女特务，金泰熙也没有爱在哈佛时候的感觉了            
(4星)	 喜欢整体气氛欢快的片子，还有金泰熙美呀。。。这位美女早在哈佛里就有鱼尾纹啦，所以现在基本是没有特别大的改变，还是一样的美呢，宋承宪说实话，头一次让我觉得还可以不错的样子，比起李秉宪，宋承宪还是比较适合小金啦。。。            
(2星)	 到底是演员老了，还是我老了....没感觉了....            
(3星)	 狗血！！！！！！！！！！！靠 不该看            
(4星)	 太养眼了！！！！！！！！！            
(3星)	 一集弃            
(2星)	 跟《sign》比起来要轻松许多 两个结合起来看正好 PS：越到后面越烂            
(4星)	 太好笑了，喜欢金泰熙！结局不好，坏没坏到底，半道就往回园了，第一女主哭笑太夸张，第二女主基本没表情，这什么戏啊！            
(5星)	 我的金泰熙。。。。。。。。金泰熙。。。。。。金泰熙。。。。。            
(5星)	 轻松好笑，美女俊男~粉红至上            
(3星)	 跟到一半 看了个结尾  吻还是很有趣的            
(5星)	 N久不见的两位，新作fighting            
(4星)	 纯粹是给帅哥和美女            
(3星)	 这个组合            
(3星)	 开头还好，后面越来越难看了。。            
(4星)	 宋承宪越老越有味道            
(2星)	 我不禁大喊一声·真没意思·可是有起光在··我又要看下去··            
(3星)	 啊！！宋承宪身材真好~~~            
(2星)	 让自己回归韩剧的最后一部作品。            
(3星)	 怎么说呢，宋承宪还是那么帅，但是金泰熙阿姨的鱼尾纹已经出卖了她的年龄，真的看不惯女人装嫩啊····            
(3星)	 狗血的剧情            
(3星)	 看到后来越来越觉得没劲，就算有两大明星在，也摆脱不了剧情的脆弱。印象最深的就是金大美女的大白牙，为啥导演总给特写呢。            
(2星)	 实在是太烂了，或者，太乱了。            
(5星)	 宋承宪真是太帅了~！！完全迷倒！！            
(2星)	 看不下去了            
(NA)	 回家，按上网，才能看…哎！            
(4星)	 剧情神马都是浮云，宪金才是王道            
