http://movie.douban.com/subject/2156663/	西游记
(5星)	 我至今还百看不厌            
(5星)	 恩，片子比我年长            
(5星)	 长老姓唐，甜到忧伤            
(5星)	 还是这版最好看了！            
(3星)	 我小时候喜欢看港剧 .。            
(5星)	 太经典了。怎么都要看            
(3星)	 這個誰敢說沒看過            
(5星)	 六小龄童 无人超越了吧            
(5星)	 大爱第一个唐僧            
(5星)	 哇，童年最深刻的记忆啊。            
(5星)	 经典就是经典            
(5星)	 看多少遍还是经典！            
(5星)	 任何电视剧都没有超越西游记 无论电脑技术如何发达 依然是六小龄童老版西游记是经典 天天让我看我都不会厌  有没有六颗星以上颗星可以给？！            
(5星)	 无法超越的经典            
(NA)	 卧槽 豆瓣居然给我推荐这个             
(5星)	 经典中的经典！我小时候的大爱            
(5星)	 童年，成长，记忆            
(5星)	 六小龄童的孙行者简直无法超越            
(NA)	 当年的经典，后来多年后又重新被翻出来了一次            
(5星)	 小时候最爱            
(NA)	 别说你没看过            
(5星)	 集体回忆            
(5星)	 不说什么了            
(4星)	 者曾能没看            
(5星)	 记忆            
(5星)	 这也经典，唐僧很帅很没用~            
(NA)	 兒時的樂趣~            
(5星)	 儿时的飞天梦            
(NA)	 百看不厌            
(5星)	 呵呵 我姥爷的最爱            
(5星)	 中国人应该都看过吧            
(5星)	 那时候能够拍到这种程度真的很不简单！够经典！全中国人共同的回忆啊！演员演技是没得说的了，各种外景也很好！小时候只知道唐僧前后貌似有点不一样，二十一岁的时候才知道，原来是三个演员分饰的，绝倒！            
(4星)	 无论如何，不能被遗忘的版本            
(5星)	 还翻拍啥呀？能超越嘛……            
(5星)	 永远的最爱            
(3星)	 不喜欢，那时就觉得特技太烂=。=            
(5星)	 真的很嗲，现在都能看得下去的剧            
(5星)	 经典            
(5星)	 嗲            
(5星)	 绝对经典            
(4星)	 必然的经典            
(5星)	 我的第一个偶像是孙悟空            
(4星)	 还是老版的西游记最好看            
(4星)	 本来应该是五星，只是放太多遍麻木了            
(5星)	 百看不厌            
(5星)	 从小看到大，成为历史。            
(5星)	 心中无法超越的电视剧，百看不厌，无论现在再翻拍多少次，心里只认为这部最好。            
(5星)	 怎么会那么好看~~            
(5星)	 经典！！！！！！！            
(5星)	 经典            
(5星)	 无法超越呀……            
(4星)	 童年啊童年。。。            
(4星)	 看到呕            
(5星)	 我也搞不清我看了几遍了。            
(4星)	 后来看觉得特效假的很            
(5星)	 永远无法超越的经典            
(4星)	 现在才觉得这个好看            
(5星)	 童年            
(5星)	 那一个假期就躲在家里看 开学都白了             
(5星)	 有什么好说的            
(5星)	 经典中的经典 陪咱们度过童年走过少年进入青年            
(5星)	 神剧中的神剧            
(4星)	 怎能不看            
(NA)	 4大名著中唯一一个看过的 也是唯一一个现在看了还很开心的四大名著连续剧            
(5星)	 一看白骨精、红孩儿和蜘蛛精那几集就有阴影。我喜欢玉兔精。每次一到这里我必看。            
(5星)	 孙猴子真是个宝~~~赞~            
(5星)	 童年的记忆            
(4星)	 有谁还没有看过的吗            
(5星)	 从小看到大~            
(5星)	 经典啊~~~            
(5星)	 这个太经典了~！            
(5星)	 保存了我最美好的记忆。            
(3星)	 好歹小时候也算是它的粉丝            
(5星)	 经典，经典，经典！！！！！！！！！！！！！            
(5星)	 经典~~！！            
(5星)	 中国有人没看过吗...            
(5星)	 太爱了，爱死了，从小看到大，什么时候播，那个台方，从来就不会换台            
(5星)	 都不知道自己看过多少遍........那些熟悉又陌生的剧情和台词.......            
(5星)	 小时候很喜欢看啊~~~            
(5星)	 六小龄童是我的最爱            
(5星)	 72变            
(NA)	 从小看到大的            
(5星)	 现在完全是当搞笑片看了            
(5星)	 即使是现在放，偶尔也会看看吧            
(5星)	 看过不知道多少遍了，大概和新白娘子传奇差不多吧~但是我也不知道那个看了多少遍！            
(4星)	 经典啊，估计无法被超越            
(5星)	 经典。            
(5星)	 爱死你了！！！！！！            
(5星)	 没有一部后来翻拍的能超越它            
(5星)	 经典啊            
(NA)	 经典，儿时的记忆，里面的歌曲也很好听            
(5星)	 看了新版后发现经典也不定是完美            
(5星)	 真不知重播了多少遍            
(5星)	 还想看原著            
(5星)	 经典            
(5星)	 会有哪个中国人没看过吗？哈哈，经典呐~~重拍的那个真是。。惨不忍睹。。。            
(5星)	 tv            
(4星)	 小时候的4星星啊。。。            
(5星)	 现在食堂的电视还常常放，一边看一边吃饭，嗯，会吃得津津有味~            
(5星)	 不过翻拍了多少部，还是最爱这个版本，废话不说，就是经典            
(4星)	 印象中暑假经常有播的，，嘻嘻，小孩子都喜欢看。。安            
(5星)	 爹亲最爱最爱的剧。。 也不知道他看过多少回了。。 反正只要电视有播他就看。。于是跟随他也看到现在。。  真是名副其实的一部伴随我从小到大的剧啊。。              
(5星)	     我的童年。不下30遍。            
(4星)	 经典无法超越            
(5星)	 小时候的最爱            
(5星)	 现在的就是不如以前的            
(5星)	 绝对的经典，以后叫我小孩看，顺便可以吓她“不听话妖怪就要来找你了”。            
(5星)	 经典            
(5星)	 虽然现在已经没有耐心守着完整看一遍 还是要力荐 不要忘记 我们的过去            
(5星)	 看过N多遍的东西，还是愿意看。喜欢车迟国那集。赵丽蓉            
(4星)	 差劲的特效，乱假的化妆成就了这部西游记史上前无古人后无来者之作。            
(NA)	 电视上都播烂了            
(5星)	 所谓经典，就是百看不厌            
(5星)	 我儿时的最爱~            
(5星)	 小时候多爱~            
(5星)	 西游记真的不需要再拍了，那就不是经典而是恶搞了！            
(5星)	 我只想说那些拍了新版的，你要么就好好拍，要么就别来糟蹋原来的好东西            
(NA)	 喜欢孙悟空，我心目中的英雄，悲情浪漫。            
(5星)	 百看不厌的经典！            
(5星)	 小时候每个暑假都和弟弟在奶奶家从头看到尾            
(5星)	 记得我爹当年花了一把钱买了一套正版碟            
(4星)	 到现在还重播~            
(5星)	 回忆啊            
(5星)	 我到现在都爱看，钟爱这一个版本....            
(5星)	 猴哥威武！            
(NA)	 最经典            
(5星)	 永恒的经典            
(4星)	 经典            
(5星)	 最经典的。不可效仿，也不会被超越。            
(NA)	 还是喜欢旧版的~             
(5星)	 每集都看了几百遍了            
(5星)	 小学五年加上初中三年的寒暑假，全部贡献给它了            
(5星)	 有的时候唐僧真的是令我恨的牙痒痒            
(5星)	 师傅，前面有妖怪。            
(3星)	 。。。            
(5星)	 我亲爱的孙悟空，亲爱的西游记            
(5星)	 虽然我已多年不看电视了，但这就是那种无论什么时候无论哪个年龄转台看到都可以津津有味看下去的电视剧，也是神了。            
(5星)	 每年的寒暑假都放            
(4星)	 经典的回忆            
(5星)	 老版的一直是人们心中最经典的，即使今天的特效可以让人眼花缭乱。            
(4星)	 经典     ，曾几何时，我天天捧着电视机。。。。            
(3星)	 谁没有童年 我现在都还陪奶奶看“你挑着担~”            
(5星)	 一直被模仿，从未被超越            
(5星)	 寒暑假循环播放            
(4星)	 童年记忆！            
(5星)	 一部能持续播放30年 年年暑假寒假都争相放映的电视剧 一座永远无法逾越的高峰            
(4星)	 第十五集有赵丽蓉。            
(5星)	 暑假午觉醒来，电视必播作品            
(NA)	 很少人没看过的经典喜欢小时候的这个版本，越改越奇怪了现在            
(NA)	 剧。它就是我的童年。            
(5星)	 看了一遍又一遍，经典就是经典！毋庸置疑！现在再听主题曲。。。。时光流逝。。。。            
(5星)	 从小看到大……每年暑假都放            
(5星)	 1986年的西游记电视连续剧是世界上拍的最好看的西游记没有之一。            
(5星)	 当年看悟空因为白骨精时间被唐僧冤枉，我嚎啕大哭了            
(5星)	 童年最爱啊            
(5星)	 老幼皆宜，，，，，百看不厌            
(5星)	 这是神剧！从小看到大。            
(5星)	 经典 儿时看了N遍········            
(NA)	 每年的暑假啊、换两个台就看到西游记            
(4星)	 尽管特技差，但是镜头的节奏和情节的展开可一点都不差。            
(5星)	 不知道是多少个N遍了~~~            
(5星)	 这没得说啊~            
(5星)	 这个真无法超越            
(5星)	 童年美好回忆啊            
(4星)	 大师兄，师傅又被妖怪抓走了！            
(5星)	 你挑着马··我欠着担··            
(5星)	 后人很难跨越的一座山。            
(5星)	 启蒙作用。。。            
(5星)	 这个我怎么敢不给五星呢。。。不管怎么说六小龄童我还是蛮喜欢的~            
(5星)	 不说了            
(NA)	 千秋万世，四海列国，只此一部西游记。 没有华丽的电脑特效，没有炫目的后期制作，而用真心去打造的，就是经典。             
(5星)	 经典，虽然特效现在看来有点假            
(5星)	 鹅。。。。。有背景的妖怪都被收服了，没的都被消灭啦。。。只是四个人一起做一个任务而已            
(5星)	 呕心沥血之作            
(5星)	 小时候 每个假期最有意义的期待就是电视台重播西游记            
(5星)	 80后有几个没看过的            
(5星)	 经典~            
(5星)	 经典            
(5星)	 我的最爱            
(5星)	 怎么看现在新版的怎么不舒服            
(5星)	 简单才能经得住时间            
(5星)	 经典经典~~~            
(4星)	 又一部儿时经典            
(5星)	 身为中国人，没看过这部电视剧算是白活了。            
(5星)	 还是这个精典            
(4星)	 看侠客行的时候只想到了一个词一世英名呀            
(5星)	 不能超越的经典。            
(5星)	 从小到大看了多少遍数不过来了。放假的时候总和姥姥一起看            
(5星)	 新西游记刺瞎了我的双眼            
(4星)	 在那个年代无法超越~            
(5星)	 小时候的电视剧都很经典,即使没有多么高的外在技术            
(4星)	 你們知道 唐僧是兩個人嗎            
(4星)	 特技不好 但那个时候真够了            
(5星)	 小时候最喜欢的            
(4星)	 西游记告诉我们，有后台的妖怪都被救走了。            
(NA)	 重播必看            
(5星)	 最经典的国产电视剧            
(5星)	 和作者家住的不算远，可惜每次都是到门口没进去            
(5星)	 看了新版西游记~才知道旧版的好            
(5星)	 经典！            
(5星)	 世界上最帅的猴子。            
(5星)	 细个必睇啊，四大名著中拍得最好的一个，号称中国版噶魔戒            
(4星)	 每年都会放，想不看见都难            
(5星)	 还用说什么么？从开始播以来，只要有放的，我老爸就会看。无敌了。老少咸宜的经典！            
(4星)	 啥也不说了            
(5星)	 一部能让我从小学看到现在都不厌的电视剧只有这一部了吧……上了16年学，每年两个假期，32遍总是有了的~            
(5星)	 陪我老弟看过N遍            
(5星)	 必须得小的时候不知道看了多少遍            
(4星)	 幼儿园            
(5星)	 童年里最美好的回忆。不过长大了，有点儿奇怪，谁说《西游记》是给小孩儿看的？！            
(5星)	 没看过的不是中国人~            
(3星)	 正直盛年的迟重瑞被中国首女富陈丽华在演绎高峰期所俘获，并最终修成正果结婚了；现在的迟叔和丽华姐成日在澳门永利尽情挥霍；            
(5星)	 儿时经典 无法超越            
(5星)	 我的童年时光.            
(5星)	 怀念那个经典的开头啊，jiujiujiu…………            
(5星)	 一直被模仿 從未被超越 六小齡童 永遠的經典。            
(NA)	 超级经典的电视剧.无论看多少次,都是哪么好看.无论任何时候拿着遥控转台,见到重播这戏,都能令我的遥控停止转动.从头到尾,从人到妖到神,从台前到幕后,透露着专业敬业认真的精神.后辈,好好学习学习再学习吧.            
(5星)	 无可超越的经典            
(5星)	 爸爸喜欢看动画片            
(NA)	 经典，填充了我的童年            
(5星)	 中国经典。            
(5星)	 百看不厌            
(4星)	 不可超越。            
(5星)	 估计是看的次数最多的电视了。。。            
(5星)	 一遍一遍又一遍，两遍三遍四五遍。。哈哈哈哈。。            
(5星)	 每年暑假看一遍            
(4星)	 7次。由于时代原因，这部经典囧点太多            
(1星)	 为啥就不能拍的更好点...            
(5星)	 儿时的最爱啊!!            
(5星)	 经典v            
(3星)	 有必要年年重播吗？有必要翻拍吗？            
(5星)	 最爱            
(5星)	 每年假期的记忆            
(5星)	 滚瓜烂熟都没这么熟。            
(5星)	 真的不需要重拍了            
(NA)	 西天取经 是一个伪命题            
(5星)	 经典            
(NA)	 这应该没什么人没看过吧            
(5星)	 绝对经典啦~~~            
(3星)	 不知道为啥就是不喜欢看说.            
(5星)	 四大名著 央视国际巅峰作品  唯一远销海外的作品吧.. 虽然岁岁年年 台台播 但确实拍的好            
(5星)	 经典~~~~~            
(5星)	 经典。            
(3星)	 童年啊，暑假啊。            
(4星)	 童年的伴侣。。            
(5星)	 这就更经典了 小时候不知道叫西游记 老管他叫孙悟空            
(5星)	 经典就是经典，百看不厌的            
(NA)	 小時候的大愛啊            
(5星)	 最经典一版            
(5星)	 每年寒暑假都会看一遍的电视剧，太经典了。我身上有猴儿哥的影子，绝对的。            
(4星)	 喜欢六小龄童这版！！只有他演的像            
(5星)	 今年寒假还在播……            
(5星)	 哇哈哈，小时候的记忆，超经典            
(5星)	 没有超越的            
(3星)	 已经看麻木了。            
(4星)	 看过百八十遍了囧。            
(5星)	 强推！经典！            
(5星)	 好看            
(4星)	 呵呵。。 Not good from today&#39;s view, but way stunning back then..            
(5星)	 永远的经典            
(4星)	 过暑假的下午一直守在电视机旁看的。            
(5星)	 过年了又好播了。。。            
(NA)	 每次假期都会看到各个电视台在那边滚动播出            
(5星)	 最棒            
(5星)	 杨洁            
(5星)	 最近想念大师兄            
(5星)	 每年夏天的重播            
(3星)	 曾经沉迷啊            
(5星)	 多年的暑假必看剧目。            
(5星)	 猪八戒背媳妇 嘎嘎嘎            
(5星)	 不晓得看了多少遍~~~这么多年，每到假期就来一遍。。            
(5星)	 小时候看的所以力荐了            
(NA)	 从小看到大            
(4星)	 HJJC20100101-HJJC20100125            
(5星)	 不知看了多少遍了，总是没看过完整的第一集，遗憾....            
(5星)	 神作~            
(NA)	 这个就不用评价了，经典中的经典            
(5星)	 凡是有后台的妖怪都被接走了，凡是没有后台的都被一棒子打死了。            
(5星)	 咱真人演动画，更是好看！            
(5星)	 童年里每个寒假必看的电视剧！            
(NA)	 百看不厌            
(5星)	 这个必须看            
(4星)	 小时候断断续续地看了一些，这是最贴近原著的版本了。            
(5星)	 惟妙惟肖。            
(NA)	 啥也不说了            
(5星)	 其实这部片子给几个星都无所谓，因为它的经典不是这几颗星能撼动的。            
(5星)	 非常非常好            
(5星)	 经典！            
(5星)	 从下看到大。还记得一年级的时候，家里在收购草莓，每天中午回家，吃着外工做的香喷喷的菜饭，看着每年暑假都会有的西游记，那种感觉真好            
(5星)	 我外婆的至爱~~            
(5星)	 经典！            
(5星)	 不可复制的经典            
(5星)	 人间事常难遂人愿，且看明月又有几回圆            
(5星)	 这个根本不用废话吧            
(5星)	 能不老重播么。            
(5星)	 看过几百遍了吧。。。            
(5星)	 伴随学生时代每年暑假的经典电视剧            
(5星)	 绝对的童年记忆，可以倒背如流。            
(5星)	 经典啊......            
(5星)	 经典 永恒            
(5星)	 相比特效技术提高了许多的续集，还是喜欢这部呀~            
(5星)	 每年暑假各个台都放这个！            
(3星)	 幼儿园的时候觉得不错，很经典。            
(5星)	 每次看电视，看到西游记都会看上一会，从小看到大，看了多少遍都不会变的经典~            
(4星)	 提到西游记就会想到我的童年，笑。            
(5星)	 经典            
(5星)	 千万别人张纪中之流给废了            
(5星)	 永远的经典            
(5星)	 虽然是经典也不用寒暑假期每个电视台放一遍吧？！非把好好的一部经典弄得跟广告似的吗？            
(5星)	 叫你猜！！（儿子快看。。）            
(5星)	 百看不厌            
(4星)	 没有哪个中国人没看过吧            
(5星)	 四大名著中最爱的~            
(NA)	 看过好多遍            
(NA)	 沙僧~            
(5星)	 经典            
(5星)	 小时候最爱看了，百看不厌的            
(3星)	 以小时候的眼光该是四星的，但是现在觉得不行了            
(5星)	 无法超越的巅峰  看啊看啊总在看            
(5星)	 没人没看过            
(5星)	 长老姓唐。。。            
(5星)	 美孜孜暖洋洋的回忆            
(NA)	 假期必播            
(4星)	 唯一比《还珠格格》播的次数还多的电视剧。            
(4星)	 特效实在太次了... 但依然是陪伴我们度过童年的经典啊!!!            
(4星)	 经典中的经典~            
(4星)	 经典电视剧，那时能拍成这样蛮“先进”额            
(NA)	 哈哈哈哈哈哈            
(NA)	 我的妈呀            
(5星)	 曾陪伴我度过无数个寒暑            
(2星)	 從小就煩透那個六小齡童演的孫悟空了。            
(4星)	 都看过吧            
(5星)	 我最早的世界观啊            
(5星)	 童年时每次暑假必看。百看不厌。            
(5星)	 怎一个经典了得            
(5星)	 小时候每集不落，超经典的电视剧，至今还百看不厌            
(5星)	 童年记忆，永远永远永恒...            
(5星)	 不用翻拍了            
(5星)	 小时候我最爱看            
(5星)	 从童年到青年这片一直伴随着我，成为生活中的一部分。感叹导演和演员们的毅力。            
(5星)	 童年看得最多的…            
(5星)	       从小一直陪伴着我长大的剧，现在还会乐此不彼地看，尽管每个细节我都记得清清楚楚，六小龄童演的孙猴是没有人能替代的，除了他演的，其他人演的孙悟空我一概不看            
(5星)	 应该满分啊            
(5星)	 小时候记得有几年，每年的寒假暑假都会播。            
(5星)	 寒暑假反复播放啊反复播放。。。            
(4星)	 以前不厌其烦看着的故事。后来觉得过于幼稚。不就是打妖怪然后去取经嘛！事实证明我太浅薄。            
(5星)	 噔噔噔...噔噔噔，噔噔噔...噔噔噔，你咦挑着担，我额牵着马啊...，一个字儿，经典。            
(5星)	 其实看了那么多年，都没有看全过呢！            
(5星)	 为毛豆瓣给我推荐猴生蛋？猴生蛋。。。呵呵。。。哎。。。又少了一个会这么叫的人了。。。            
(4星)	 不知道看了多少遍            
(NA)	 小时候的记忆，和我一样大的电视剧            
(4星)	 那年夏天，正是中午，电视机里传来“敢问路在何方.......”，我悄悄地跑去看西游记。过不久，听到老妈在叫我的声音，原来鸡在吃我家的谷子，我失职了！            
(5星)	 童年啊童年            
(5星)	 你挑着担，我牵着马~~~~。。。            
(4星)	 很好看            
(NA)	
(4星)	 童年啊！那时我还年轻......            
(5星)	 看了这么多年也不会烦啊            
(4星)	 小时候很喜欢看的            
(5星)	 最爱第十六集            
(4星)	 除了经典还是经典，只认准六小龄童的悟空            
(5星)	 呵呵~平时看电视没东西看~就会转到看西游记了~            
(5星)	 暑假又到了，于是西游记又开始了。            
(4星)	 我只是疯狂的喜欢悟空            
(5星)	 最完整正统的讲述，贡献            
(5星)	 小小的电视，大大的梦想。            
(5星)	 无法超越的经典            
(5星)	 我就是孙悟空，哈哈            
(NA)	 一生都爱看的电视剧。            
(5星)	 不得不说~我是看这个长大的~看过N次还百看不厌~有时候我都服了我自己！！经典！绝对的经典！！            
(5星)	 “西游记告诉我们，凡是有背景的妖怪都被接走了，没背景的都被一棍子打死了”            
(5星)	 从此我心中多了个六小龄童=孙悟空            
(4星)	 这会有人没看过么            
(5星)	 经典            
(5星)	 真好看啊真好看！我是红孩儿！            
(5星)	 同样是跟我一起长大的电视。。            
(4星)	 哈，小时候我的最爱，呜            
(5星)	 4 大名著之一            
(5星)	 每年暑假都要放            
(4星)	 这么多年了，他一直在寒暑假播出，我也在不经意间看完了全部            
(5星)	 小时候年年看 年年放的电影，年年看不够的电影，            
(5星)	 你～～挑着担～～～～            
(5星)	 孩儿们!            
(5星)	 顶            
(4星)	 至今每年暑假都要播            
(5星)	 每个中国人都看过            
(5星)	 童年整个暑假的记忆            
(5星)	 儿时            
(3星)	 真像戏剧啊。戏剧，就是要让你觉得是在演，不是真的；影视剧就是让你觉得不是演的，是真的。            
(3星)	 虽然是经典但是那个时候我好象很不喜欢看讨厌唐僧和猪八戒            
(5星)	 每年暑假还在放 每年暑假还在看~~            
(3星)	 我的童年……            
(5星)	 敢问路在何方~            
(5星)	 儿时最喜欢的就是孙悟空了~没想到现在已经是老爷爷了- -            
(5星)	 伴随了我童年时期的每一个寒暑假，真可谓是经久不衰的典范啊！！！            
(5星)	 经典中的经典            
(4星)	 第一部虽然已经看了不想看了,但无可否认是经典            
(5星)	 孙悟空就是六小龄童，六小龄童就是孙悟空！            
(5星)	 儿时的经典回忆……            
(5星)	 要说央视电视剧有好看的，那只有西游记了……要说西游记那么多版本，也只有这一个版本是好看的也是不可超越，哦不，应该是根本不能和这个版本比……            
(NA)	 他大闹天宫了。然后，他都改了吧            
(5星)	 什么叫做经典！            
(5星)	 绝对的无法超越！            
(5星)	 小时候百看不厌            
(5星)	 想象力无限            
(5星)	 经典            
(5星)	 哈哈哈哈哈哈哈哈好呵呵            
(3星)	 如果以现在的眼光，只能说烂但毕竟是一代人的经典            
(5星)	 从小培养叛逆精神            
(5星)	 不着为什么，看了那么多遍，总是在看女儿国那一集，总是看不到红孩儿那一集。。。为什么呢。。。            
(4星)	 小时候最喜欢看猪八戒背媳妇            
(5星)	 小时候的最爱            
(5星)	 六小龄童演的孙悟空真是经典！            
(NA)	 应该会是生命中的经典            
(4星)	 特效不错，真的            
(5星)	  百看不厌            
(5星)	 无论什么时候看都觉得经典            
(5星)	 剧本 演员 音效 特效前无古人后无来者            
(5星)	 海报换个热闹点的啊我要给100星 不知道看了多少遍 不腻 里面的姐姐们都好漂亮啊 饰品晶晶闪^-^            
(NA)	 难忘的回忆，小时候总是很想像孙悟空一样可以飞来飞去，看了无数遍了还是喜欢也！最不喜欢看三打白骨精那段，觉得猴子好可怜。。。。            
(5星)	 没有理由的            
(NA)	 经典            
(5星)	 疯狂迷恋 现在有时候还看……            
(5星)	 在当年来说是个不小的突破            
(4星)	 18岁以前，百看不厌，18岁以后，被视听效果撼动，就不再执着这部电视了。            
(5星)	 我爱孙猴子            
(5星)	 ╮(╯▽╰)╭            
(4星)	 路在何方？路在脚下            
(NA)	 这封面。。。            
(5星)	 电影本身我给五分放电影的吐他一身！！！            
(4星)	 记得每次重放奶奶都会看.            
(4星)	 儿时回忆            
(5星)	 看过无数遍无数遍~            
(5星)	 绝对的经典            
(5星)	 小时候最爱看的电视剧啊            
(4星)	 原始版的经典，后来的续集很垃圾            
(5星)	 小时候每个暑假过一遍            
(5星)	 万人空巷            
(5星)	 这个不可能有人没看过了吧            
(4星)	 久经不衰            
(5星)	 看了又看看了又看··            
(5星)	 四大名著就这个看滴次数最多，最全、、、            
(4星)	 我当年暗恋孙悟空……每个暑假看一遍，结束的时候还哭……            
(4星)	 四大名著中最感兴趣的            
(5星)	 经典            
(5星)	 小时候的最爱····虽然现在不喜欢了 ·但是小时候那绝对会给五星....            
(4星)	 其实相当耐看……新版的反而不如老版            
(4星)	 毕竟是那个时代的经典了            
(NA)	 没看过不是中国人            
(5星)	 每个暑假都会看 每次都是和爸爸一起看 每次看都很开心 这就是经典的魅力            
(5星)	 为什么标题会有棒子文？            
(5星)	 经典中的经典，四大名著里惟一看过的一部电视剧。            
(NA)	 好            
(5星)	 似乎无法超越了            
(NA)	 虽然电视几乎年年假期都在放，但是我始终没有看到过第一集            
(4星)	 六小龄童的经典，无人可以超越。80年代的心，不像现在这么浮躁，制作出来的东西，比较用心。            
(5星)	 不会有人拍得比这片子更好了            
(5星)	 如此出色以至于再难超越——在商业化的时代我们再也见不到。            
(NA)	 猴哥~            
(5星)	 有没有人没看过？            
(NA)	 很经典。            
(5星)	 还是这部老的经典！            
(5星)	 不知道看过多少遍            
(5星)	 童年的回忆。。            
(5星)	 时间总是定格在那些画面 那些声音 那些味道...因为那是我们的童年            
(5星)	 儿时经典            
(4星)	 从小就喜欢孙悟空。会一直喜欢到老。            
(4星)	 小时候很爱看啊。。。            
(5星)	 my hero            
(5星)	 豆瓣你猜吧            
(5星)	 小时候。每个寒假都会播放西游记。每个暑假都会播放新白娘子传奇。我都知道。我都记得。            
(5星)	 经典中的经典，现在还在不停的播，现在不是又要重拍吗，估计拍出来又是毁掉一部名著。            
(5星)	 这个简直要是不看,就不是中国人. 其实呢这个是唯一一部被家长准许可以看的电视剧. 但那会还是断续地看. 不过不知道为甚么,只要说看西游记, 绝对可以准时看.            
(5星)	 这叫一个经典。。。            
(5星)	 太经典了！            
(5星)	 从小看到大……            
(5星)	 从6岁，看到60岁            
(5星)	 经典            
(4星)	 童年的回忆            
(5星)	 必须看过            
(NA)	 谁没看过?            
(5星)	 从有记忆开始，这部连续剧是我每年都要看两遍以上的~~            
(5星)	 不过一段儿女情            
(5星)	 真想不到那时候的中国竟然能拍出这样好的电视剧            
(5星)	 小时候每年暑假的娱乐            
(3星)	 这个，叫做，童年，吧。            
(5星)	 最喜欢孙悟空            
(5星)	 敢问路在何方            
(5星)	 永恒的经典，伴随我们成长的故事            
(5星)	 看了不下数十次            
(NA)	 童年回忆系列             
(4星)	 哈哈。。童年的一部分            
(5星)	 四大名著看过两部——其一            
(5星)	 每年的暑假            
(4星)	 师父换了一个又一个...            
(5星)	 无法颠覆的经典！！！！！唯一一部想给100颗星的电视剧            
(4星)	 N遍            
(5星)	 超级经典！！！            
(5星)	 介还用说吗？？            
(5星)	 一代人的记忆            
(5星)	 不论从哪集开始都可以津津有味的看下去……            
(5星)	 拍得很是经典的！            
(3星)	 又一部动画片            
(5星)	 五颗星完全是给16集的            
(4星)	 以前每年暑假都會播放...長大后便無力看了            
(5星)	 还有什么比这个更经典的？            
(NA)	 小时候最大的愿望就是能嫁给孙悟空            
(4星)	 像是成长的必经之路一样，一定会看西游记            
(4星)	 坚决支持旧版            
(5星)	 播放次数最多的电视剧，这个绝对的经典。            
(5星)	 西游记的电视剧只这一部就够了。            
(4星)	 这是80后的我们小时候看最多的一部连续剧了···            
(5星)	 一代经典            
(5星)	 小时候那叫一个爱看呐            
(5星)	 假如可以给六星的话。。。            
(4星)	 还是经典!            
(5星)	 大闹天宫！！            
(4星)	 贫僧，来自东土长安，前往西去，赢取真金            
(5星)	 经典中的经典            
(4星)	 看得最多的重播的片子 啦啦啦 寒暑假必看～ 实在是经典            
(5星)	 到底是经典。。。            
(5星)	 这是镌刻一辈子的记忆。            
(3星)	 哇咔咔，我爸爸的最爱。每一段剧情都倒背如流。            
(5星)	 永远的猴王            
(4星)	 囧            
(5星)	 经典            
(5星)	 小时候得最爱，怎么长大了就没意思了。。            
(5星)	 赞一个            
(4星)	 拍摄过程挺不容易的            
(5星)	 无法超越的经典            
(NA)	 看了三遍··            
(5星)	 还是这部西游记拍的最好            
(4星)	 敬业+1            
(5星)	 这个不会退色的经典            
(5星)	 经典中的经典            
(5星)	 一到假期电视必须天天播的～看恶心了～            
(NA)	 这个版本基本没有人可以超越的了,就是唐僧怎么傍富婆去了呢.            
(5星)	 不知道100后 还有人喜欢看不 每到过年时总有好多台放个不停 当时不解 原来又有好多小孩子开始出来了             
(5星)	 没得说，绝对是力荐！            
(5星)	 传神之作。哪怕今天看来特技有点可笑。            
(4星)	 猴哥~~            
(5星)	 难以撼动的幼时心中最爱            
(NA)	 记忆            
(5星)	 虽然拍了续可我还是以为当年这个25集的版本才是神作嘛OTZ看了多少遍不记得了囧RZ            
(3星)	 实在是没什么爱。。。。。            
(5星)	 当然是经典了            
(5星)	 神通广大的齐天大圣，聪明耿直衷心保护唐僧西天取经            
(5星)	 呵呵，几乎每放必看            
(5星)	 马德华哈哈哈            
(5星)	 打小就看它  现在 依然看得high            
(5星)	 有没有六颗星？！            
(5星)	 重播的数量反映了质量。            
(5星)	 就就！等等等等等等等~~哈哈，这个开头是我的心头宝。看了太多遍了。            
(4星)	 经典            
(5星)	 即使技术不行，演的超棒啊            
(5星)	 桃子 西游记 奶奶家拼成了我的暑假            
(5星)	 经典！　最爱悟空            
(5星)	 以前每逢暑假必看            
(5星)	 童年的记忆            
(4星)	 额，不知道看了多少遍的片子了            
(5星)	 那个年代...            
(4星)	 很好。            
(4星)	 不喜欢白骨精……那段 特别无聊喜欢蜘蛛精的……为什么呢……            
(5星)	 赞            
(5星)	 西游记是童年必看，每年必看。            
(NA)	 上天入地,舍汝其谁?            
(5星)	 百看不厌，可惜就是重播时截去的忒多了。            
(5星)	 经典中的经典，百看不厌，后面的狗尾续貂，可惜了            
(5星)	 不说了~小时候的最爱~放几遍看几遍~            
(NA)	 经典到无人媲美得起            
(5星)	 不会有比这部还出色的西游记了…            
(5星)	 永远的经典            
(5星)	 看了我整个九年义务教育            
(3星)	 老人孩子喜欢看  热闹            
(4星)	 小时候的神话，天天盼望……            
(4星)	 六小龄童就是孙悟空的化身            
(5星)	 悟空，变！            
(5星)	 小时候看多少遍都不腻            
(4星)	 以前还好，现在是不得不看            
