http://movie.douban.com/subject/4011034/	大女当嫁
(4星)	 不错~奶奶是亮点。            
(5星)	 看得很感动很感动~~~            
(3星)	 零星看了几集。。。            
(5星)	 小宋佳美的。。。张耀阳可爱的。。            
(4星)	 有些夸张的表演，但挺有意思，很现实。            
(4星)	 又是一部给女人看的片子，类同败犬女王，为什么都设定33呢，哈哈            
(5星)	 家人永远是最爱你的也是最值得你爱的人！            
(3星)	 还挺好玩一剧，虽说有点夸张，但却是现实。            
(4星)	 不错，挺逗的            
(3星)	 这一家子太折腾人了！            
(NA)	 怎么老吃哈根达斯呢……     幸亏他俩在一起了，要不在一起我得多难受啊！            
(5星)	 喜欢~ 还没看完，觉得太有意思了，很真实，一点也不做作。家人也好，那些个形形色色的男人也好，都刻画的不错，宋佳演的也很好~            
(NA)	 最近喜欢看现实剧，生活真的就这么现实。            
(5星)	 感觉像麻辣婆媳又像我的青春我做主~~鲜活又真实            
(3星)	 怎么总是有种感觉里面演张耀阳的有种文章演奋斗的范儿            
(4星)	 很实际的片子，值得看看            
(4星)	 不知道这算不算是喜剧,但我流了好几次泪            
(3星)	 剩女真可悲            
(3星)	 （小）宋佳很...俏。            
(4星)	 没有最好的，只有最适合的。            
(NA)	 哭着看完的........要抓住幸福啊            
(NA)	 每个人物都很饱满，感觉特别实在。            
(4星)	 千帆过尽终遇他            
(4星)	 故事是通过不同身份男人的出现紧紧联系起来的，一个男人的离开之前总会来一个新的男人，这个过程中总伴随着的哥大志的掺和，台词重复率极高“昨天是我不对，我向你道歉”，分会必合，合会必吵，这就是主旋律。才看到第15集，后面我2倍的速度观看！看完了，挺好！我也想去找你，你会来找我么？            
(4星)	 挺好笑的，但笑过背后却有很深的含义啊            
(5星)	 首播的时候以为又是国产主旋律鸡肋片，二轮播放的时候觉得很好玩，该喜剧的地方洗具，该理想的地方理想，那些家人也很自然，正常，没有陷入脸谱化。。至于剧情啊笑中有泪吧，每个都很典型缺点是本剧节奏越来越拖沓，剪成20集最好，刘沁的歌对我真的很受用，从奋斗到该片都眼前一亮            
(NA)	 刚开始觉得是爱呼2的电视版，直到这位真命天子出现后整个调调就变了（话说导演剧透，这个程闯同学一脸正气，那气场一看就是正牌男主角嘛）奶奶演得实在是太传神了，家里一干人等也十分传神。忘了多久没有看大陆的电视剧了，更别提感动得流泪，这部是个例外。真是老了，居然看得津津有味，很有共鸣..            
(NA)	 國產的, 也好看. 只是應該吧歲數要往前推, 愛情發生在不同的階段.            
(3星)	 争吵            
(3星)	 编剧还是极其贴合生活的，只是小宋佳确实漂亮了点；当初蹦着去看刘德凯的，哇，岁月果真神偷，好老；哈根达斯没少赞助；桑塔纳的备胎奔驰永远用不上，这是桑塔纳自己意识到的，可惜社会不这么看，要不然最疼大雁的奶奶也不会生拉硬拽，大女当嫁嘛，选择多些固然好，但终极目标是嫁出去，否则简直是公害            
(4星)	 很真实的当代剩女的情感表现            
(NA)	 不喜欢小宋佳这个角色，角色人物太矫情，演员太死板。            
(4星)	 第一眼瞄到我娘在看，觉得是妈妈级别的电视剧。第二眼瞄到居然有周杰，让我着实呕了一把，愈发觉得应该没得看。后来。。。。。。。。我承认，满好看的            
(4星)	 竟然都看上大陆电视剧了我。            
(4星)	 浓缩的大女之恋            
(4星)	 我是在qq视频上看的，除了电视剧本身，网友400多页的评论也很有意思。但是还是逃不掉好看或是喜欢或不喜欢某个人的字眼。其实大雁并不是完美的，甚至有很多的缺点，问题是这样一个不完美的人难道就没有追求爱情的权利了吗？编剧把整部戏写的有点伤感，所以最后来了个还好的结局。            
(4星)	 拍的平实生动，有喜有忧            
(4星)	 哭了            
(3星)	 艺术高于生活没错, 太夸张了点儿~难道大女就一定要那么变态嘛?!            
(NA)	 排得这个现实我靠            
(NA)	 总感觉有什么在心中盘桓。。。但是又说不出是什么亲情。。。爱情？亦或是笑料百出很喜欢。。。。            
(3星)	 迅雷看看人物介绍给弄错了 导致我看了这部片 除了对于演员从开始的期待到后来的无语 这部片还是挺好的 有点幽默也算现实 ps:下次看片先弄清楚演员表 以免再出问题            
(4星)	 看完，觉得还真是铅球            
(5星)	 非常写实            
(4星)	 不错，贴切的生活~            
(4星)	 年龄在大也要谈恋爱。年龄在大结婚也要有爱情。            
(NA)	 剩女的悲哀            
(5星)	 在武林外传之后，看到的一部还可以的国产电视剧            
(5星)	 挺好            
(4星)	 宁缺毋滥嘛！但是如果再等10年，来自家里、社会的舆论，你抗得住嘛？？！！            
(4星)	 我怎么觉得这片子像是我的未来预告片呢~            
(4星)	 怎么说呢。。。啥可能性都被讨论了一遍            
(3星)	 突然觉得当女人真不容易啊~            
(NA)	 喜欢            
(5星)	 剩女  剩女            
(3星)	 现在是剩男的社会啊！            
(4星)	 除了周杰在剧里的名字让我无语 其他的很值得一看            
(5星)	 小宋佳的作品看过不少 这部算是她演的最好的一部 轻松自然 却有极其到位  剧中的演员大多演的很像  质感很好的一部作品            
(NA)	 始终相信 剩下的 是精华 不是因为挑剔 而是因为坚持自我            
(4星)	 小宋佳真好看            
(NA)	 我想我是太无聊了。。。            
(5星)	 我只是想找个有感觉的，这要求高吗？高，实在是高!            
(3星)	 邻家姐姐般的美丽的小宋佳~            
(4星)	 20到30岁的女孩都应该看看            
(NA)	 感觉很不错            
(5星)	 很好的片子~~~个人以为，好的电视剧就是即使被切割成一片一片的，即使如此的分隔清楚，每一片都无不彰显整部电视剧的特征~~~这部电视剧就是如此，片片温暖，贴心~~~找个人来爱我，困难否？非也，但也非也~~~            
(3星)	 为了跟老妈有共同话题，为了了解外面的世界老百姓在怎么过日子，也为了我喜欢小宋佳。电视剧么，艺术要求不能太高，有打动人的地方也就不算差……            
(3星)	 小宋佳~南京台搞的  跟着敏敏看了点 也从她那剧透了点 当看完了吧~            
(4星)	 姜大雁 比我淡定。囧。            
(4星)	 总体不错，就是太闹腾了~~！            
(NA)	 搞笑之中夹杂难过，每晚的必修课了。            
(4星)	 真不容易啊！            
(5星)	 姜大雁，我爱你            
(4星)	 纯冲宋佳去的这个结尾啊。。。关键时刻掉链子            
(5星)	 。。。            
(4星)	 总体不错，就是模仿的痕迹有点明显。。。            
(3星)	 谈一场恋爱 人才完整 不求天长地久 只为曾经拥有 以婚姻为前提的恋爱 背负了太重的包袱 始终觉得恋爱是过程 过程始终是要享受着的 婚姻是某个恋爱的美好终结 也是人生另一个起点 是水到渠成的 一定要给自己在另一个开端前 留下美好的回忆 将就的婚姻 是“被习惯”的人生 总觉得酸涩夹生            
(NA)	 一如主题曲，找个人来爱我。            
(NA)	 这是写我的电视剧！            
(NA)	 小宋佳的演技，有种润物细无声的美感；看姜家老小的家长里短，是一种笑中带泪、泪中带笑的感觉，真好！            
(3星)	 选角有问题。不知道导演觉得像宋佳这样的三十四岁还能没嫁嘛            
(5星)	 2010.0410-14            
(NA)	 用快进的方式，两个小时看完了，没什么特别的感受，结婚还是要有感情为基础的。            
(4星)	 热门话题轻松演绎！            
(4星)	 别再给大女压力了，我们和正常人一样            
(NA)	 太有大女的神经质感觉了。呃。            
(4星)	 小宋佳皮肤真好            
(5星)	 说出了大女心声~剩男剩女时代晚婚潮~            
(4星)	 挺好看滴！除了一开始比较闹腾。。。            
(4星)	 刘沁，听片头还以为是王若琳。家人才是亮点。            
(3星)	 每个剩女都有自己剩下来的理由            
(5星)	 等有时间了，再来认真地写个影评。            
(3星)	 挺逗            
(5星)	 挺现实的  剩女不容易~            
(NA)	 剩女的苦辣心酸            
(4星)	 好好笑啊，我的神啊。            
(3星)	 闹心~            
(NA)	 刚开始几集确实太搞笑了，后面越来越闹，越来越伤。很喜欢里面的奶奶，太可爱了，很慈祥，一看到她想到我外婆。            
(3星)	 刚看完，挺有意思的，就是家里那些事有点夸张了，不过结局还是好的            
(3星)	 从丽江看到香格里拉看回丽江又看到大理。。。我真无聊~~            
(NA)	 还好还好            
(5星)	 看得心特寒~~~最后终于安慰了些许            
(NA)	 陪着家人边敲电脑边看看  没看太全            
(5星)	 国产剧的幸福很踏实   大雁相信爱情 才会剩下   她说“爱一个人才能和他生活”  这么简单的道理 那么复杂的社会  最感动的她那一家人 奶奶死的时候 我也哭得好难过            
(4星)	 找对象从23就该抓紧...            
(4星)	 剩女啊剩女！！            
(5星)	 真的感同身受！我的生活和大雁很相似，相亲过的人和她遇到的也很相似！在等待爱情的过程中就被剩下来了！现代社会对剩女的关注超出了本应有的范围，我们需要的更多的是宽容，而不要无形的压力！            
(4星)	 我喜欢上宋佳了。            
(5星)	 剩女不好当啊，看着家人那个着急还蛮真实的，喜欢于小伟            
(NA)	 相当真实。            
(5星)	 很搞笑   也让我很有危机感            
(NA)	 得到一切如果失去你,我会很脆弱~~            
(4星)	 很生活化，很有意思，很好看            
(4星)	 真难得完整看完一部内地电视剧，还真是不错呢            
(4星)	 在戏里，有些女主就特别事儿B，虽然她长得好看，你特别想喜欢她，就是对她无感，堀本一个，Elena一个，小宋佳这里头也是，真烦……            
(3星)	 她嫁不出去完全是她自己的问题            
(3星)	 它的结局让我的评价打折。            
(5星)	 以电视剧的方式反映严重的社会问题，不错，很深刻            
(4星)	 有点黑色幽默作为大陆电视剧来说水准很高了就是情节偏理想化            
(5星)	 我喜欢闯闯~            
(4星)	 心疼~            
(3星)	 不喜欢的大雁的性格            
(4星)	 很现实 贴近生活的连续剧            
(3星)	 前面挺好，后面挺扯            
(NA)	 O(∩_∩)O~            
(4星)	 虽然是从女性的视角来写大龄青年的婚恋生活，但是我真的认真的思考了一下自己的将来。这片子挺实在的。            
(3星)	 片头曲写还是挺有意思的，现实中真的有这么疯狂找对象的剩女吗相隔1个月之后补充：看了10多集，看不下去了，放弃            
(5星)	 这部片子像是早几年写的，想想看好像有几年没看到过讲这个年龄段的淡定的片子，普通北方女孩怎么找着合适的人，感情一点点发展：无性、不作、不潮、不夸张、不物质、不腻味。我不讨厌蜗居双面胶，不过家长里短那些事，我是彻底厌了，没必要再看类似片子折腾自己不得娱乐。哎呀呀，我爱狗血剧情~            
(4星)	 急求铃声····《女大当嫁》第七集里的插曲 哎呀哎呀my love是什么歌《女大当嫁》第七集里的插曲 哎呀哎呀my love是什么歌第七集里哎呀哎呀my love挺好听的，是什么歌最好有下载地址where are you my love 好像不是，能告诉是谁唱的吗            
(4星)	 人物塑造得满成功的 很鲜活             
(4星)	 拧巴            
(NA)	 看了一集，好像有点意思我好想和爸爸妈妈住一起啊，从六年级开始和爸妈在一起的时间就太短太短了            
(3星)	 故事扯 但说的还真是那么回事儿            
(3星)	 评论我下次写            
(4星)	   满不错的，可以看下去。            
(4星)	 我觉得那个年代的军人充满了一种浪漫主义色彩，而且可能在那个年代，那个环境，那种人的思想以及谈恋爱的状态特别真诚，特别简单，内心充满激情，但是外表是点点滴滴默默付出的感觉。----于小伟            
(4星)	 宋佳的表演又有了新的突破，让人觉得她不再是小宋佳，而是大女姜大雁。            
(4星)	 不知道为什么能把这部剧追完，在这个时间有限的时候，也许是因为自己性格中和姜大雁某种程度上的相似度，也许是因为剧里温馨的家庭，也许是因为京腔语言的幽默感……以道德的高姿态谴责大雁先后和几个男人交往的人，其实何曾真正看懂了大雁这个重感情的人呢？            
(NA)	 为了小宋佳看的，还不错。。实习处的姐姐早上肿着眼睛说，给你们推荐部大陆剧，然后我猜到她要说哪一部了。            
(5星)	 很符合现实，除了广告打的太明显，呵呵            
(4星)	 剧情是还蛮逗，不过不喜欢大雁的性格，尤其是以为自己生病了那一段，总觉得事情都是自己作出来的            
(4星)	 看完开始担心自己会不会就这样被无情剩下了            
(4星)	 现在才来谈爱情，是不是太奢侈了？            
(4星)	 前面比较好看            
(4星)	 看完这片子忒喜欢小宋佳了            
(4星)	 好玩！            
(NA)	 看了简介，感觉好像bj单身日记啊。。。。大龄女青。／／／            
(4星)	 一个剩女，一家子折腾看不下去了。。。。            
(3星)	 看几集即可，多看无意，由其是结局，虽然美满却是全剧中最不切实际的部分。            
(4星)	 喜欢小宋佳，喜欢于小伟，喜欢剧情，喜欢导演的处理，喜欢里面的每一个演员            
(4星)	 2010-04-11 看完 （cctv8）。 前半段ok, 后半段牵强，四星给小宋佳的            
(3星)	 部分还是挺来源于现实的，稍微带了点戏剧效果的夸张，说实话有时候挺讨厌主角的木讷和犹豫的，本人最受不了电视剧里的主角性格太过善良和美好，不真实，常常让我看着看着就来气            
(5星)	 太搞笑了哇哈哈~            
(5星)	 很实际的问题~语言也很幽默~            
(4星)	 主角宋佳當然演得很好，但我看姜母演的更棒，真正演出了含辛茹苦、充滿深情的母親。            
(4星)	 结局还真有点小浪漫，就是没等到一场婚礼，有点小遗憾。            
(4星)	 看过后部分            
(4星)	 让我哭的稀里哗啦的电视剧~            
(3星)	 感觉故事情节有硬伤。            
(5星)	 不错的电视剧 很感人            
(5星)	 想不到小宋佳演的这么好。认识她是在《闯关东》看到的，鲜儿。            
(NA)	 很不错的电视剧，演员到导演都不错，喜欢小宋佳说话的儿化音。            
(5星)	 被奶奶感动惨了～挺细腻的一片            
(4星)	 ......            
(4星)	 好剧，特别是姜家的亲情很让人感动。扣掉的那颗星是因为太多的情节逻辑错误和穿帮镜头。            
(5星)	 比较贴近生活，又挺逗的。挺温馨的            
(1星)	 真心觉得没我写得好 第一集那叫什么啊。。。第一集的大事件一看就是硬安上去的，事件一完，整个戏全垮了。要人物没人物，要情节没情节，细节更无从谈起，小宋佳接了估计也是6位的原因            
(3星)	 刚看完，终于给了剩女们一个还不算太绝望的结局，挺假的，其实。看这部剧最大的感慨就是，好老啊，曾经的费云帆……            
(4星)	 有些话很有道理，最后结局不错，可这是电视剧，现实呢。。。            
(3星)	 剩女不容易那            
(4星)	 挺好啊            
(5星)	 谁来说说，大雁为什么会被剩下？            
(4星)	 挺真实的，宋佳的演技不错             
(NA)	 总有爱情            
(4星)	 挺不错的国产片了，就因为这片我深深喜欢上了小宋佳。不过说实话，里面有点事还是挺闹心的...            
(5星)	 一个人过不可怕，可怕的是一群人想帮你谈恋爱。            
(5星)	 无语凝噎...            
(5星)	 拍的好，真拍的好            
(3星)	 不当剩女！            
(5星)	 现实一点  搞笑一点 轻松一点            
(5星)	 太好看啦!超级搞笑~~            
(5星)	 不为别的，只为真实的家庭故事            
(2星)	 有史以来看过最闹心最别扭的电视剧 给四星的众位仁兄 我们看的是同一部戏吗            
(5星)	 有感觉的？很难。。。  :）            
(NA)	 我常常很不负责任的想干脆嫁了得了。。。哈。。。            
(NA)	 很夸张，很搞笑 喜欢生活中的京味儿片！            
(3星)	 最喜欢全家人都聚到一起的时候的热闹场面。这才是家人，吵吵闹闹，可是所有的误会隔阂都抵不过血脉亲情。            
(3星)	 其实就是讲了一个必须门当户对的故事 素养、财富、年龄、家境，什么有落差都是不行的。后半段的内容水平明显下降，剧情拖沓无味            
(4星)	 陪老妈看的，剧情有点夸张，但还是蛮好玩的            
(4星)	 电视就是电视····看得太对都是虚            
(4星)	 又哭又笑的看完了整部剧            
(4星)	 爸爸狠可爱            
(3星)	 刚看过的结局。整部剧前半段很现实，后半段牵强的童话。终究是电视剧。            
(NA)	 现在有越来越多的关于剩男、剩女的电视剧了，偶然发现中央八台也能播放一些当代戏了，这挺好的，要不都是那些古装的。            
(5星)	 程闯说：“如果是好消息，我就冲你挥挥手。”于是，在那个小站，他们拼命的向对方挥手，是多好的消息啊！            
(4星)	 朋友介绍我看这部电视剧 貌似超级搞笑呢            
(5星)	 流泪的微笑  ：&#39; )            
(5星)	 剩女的世界~我喜欢最后那个~很帅呢~            
(4星)	 在公交车上看到介绍，感觉还不错貌似。看到最后她和程闯那块，哭的不停。。。            
(4星)	 大龄剩女真是不容易啊~~~            
(4星)	 又是一部剩女的爱情 刘德凯还是很有魅力啊 现在是个魅力老头 大雁对他说：“我愿意跟你谈一场恋爱” 真感动 喜欢大雁这样的爽气 看了简介不喜欢结尾。。            
(NA)	 节奏太慢            
(4星)	 宋佳            
(4星)	 挺好玩的一部剧。。。            
(4星)	 独立，直接，不将就            
(4星)	 再次验证，周杰不会演戏。            
(4星)	 挺现实也挺有意思的            
(5星)	 喜欢小宋佳            
(4星)	 8套终于放完了，我家的大女难题仍然未解决。            
(4星)	 有同感，没有爱情，我真的不愿意结婚。            
(4星)	 这个时代的怪事            
(5星)	 在家的时候看的电视剧，好看，在没电视机的情况下电脑追着看            
(4星)	 HE。可能编剧想告诉各位，总有美好的结局在等待大家吧。就怀揣着这样的美好保持冷静吧。呵呵～            
(4星)	 很搞笑的片子。也有感人的一面。也很现实。            
(NA)	 闺女三十四，全家总动员。目前看到第三集，心酸。            
(5星)	 提早准备...            
(5星)	 结局算是个好的交代了。她也够倒霉的，找到真正的另一半为什么会那么难那！喜欢这个结局！            
(NA)	 看到那个彭坦就他妈烦，SB一个            
(4星)	 因为有了周杰，减了一颗星，不然绝对给五星。挺好看的一部内地片儿。            
(4星)	 太闹了点，有种家无宁日的感觉。家和万事兴啊~~            
(3星)	 有生活的影子，可是编剧好狗血。            
(4星)	 很好看            
