http://movie.douban.com/subject/1304397/	欲望都市  第一季 Sex and the City Season 1
(4星)	 消遣时看一下还挺长见识            
(5星)	 看了还想看！大爱！            
(5星)	 喜欢就是喜欢            
(5星)	 大爱！            
(5星)	 电视剧看完了必定会看这个电影版的            
(3星)	 剧集的时候每一集都像小电影一样，真拍成了电影，反而没有剧集的时候好看。            
(5星)	 深刻的内涵～～            
(5星)	 没了闺中密友，我们的生活才真的可怕～            
(5星)	 我的最爱            
(NA)	 最喜欢的美剧之一            
(4星)	 美剧控啊            
(NA)	 其实也就看过一点点- -            
(5星)	 永远的圣经            
(5星)	 看了n次重看仍不腻，温习没去过的纽约。并磨亮爱情学分。            
(4星)	 没欲望的人，有吗？            
(5星)	 美女，时尚，思想，生活，性。女人成长必备。不过编剧说了，这只是幻想中的SEX &amp;LIFE 哦，真正的NY美女们不都是这样的啦~            
(NA)	 喜欢这样的友情            
(4星)	 女人必修课             
(4星)	 a fashion show+girls&#39; love=女人的自我，智慧，脆弱，坚强与执着。            
(NA)	 我热爱的女人们            
(5星)	 Classic            
(5星)	 看了不下8遍了！对我影响深远的美剧啊！            
(4星)	 当时太年轻，适合熟女            
(3星)	 觉得太奔放了。。。            
(4星)	 嗯，爱是唯一不落伍的品牌            
(NA)	 我要多努力 才能活出自己            
(5星)	 深刻的佩服carrie............            
(4星)	 偌大的城市，容不下的是你的单只形影……            
(4星)	 第一次看美剧，只看了一季，一集一个主题，很利于思考~            
(4星)	 Big和Carrie的结局还是完美的~~~Fashion啊~~~~            
(5星)	 05年到现在，看了至少四遍了，总也看不腻，这里面有所有类型的爱情            
(NA)	 classic..nothing else.            
(5星)	 单身的女人学会如何在人生的道路上走好。            
(5星)	 这个是经典.            
(5星)	 半夜写稿的相同状态。Mr.Big和Aiden的二择一..            
(5星)	 陪偶度过了大学时光啊            
(NA)	 一帮独立女郎。模范生。            
(5星)	 第一部一口气追到底的美剧，因为SEX场面过多，和妈妈一起看时有点尴尬，但真的很好看啊！最爱萨曼莎，我的女神啊！这样强大又独立的女性大概也只有美国这样的社会氛围才能培育出了，简直是精品中的极品！            
(NA)	 最近又在零星地回看，仍然有些感动。            
(4星)	 看完后面的镜头再回来看前面觉得很奇怪~            
(4星)	 片名虽是sex and city，然而主题倒不如说是love and city~其实是我们每一个人感情生活的绝对写照~在一段段错综复杂的关系以及狗血的感情人生中，始终不会变的是支持我们走下去的最铁的友情和最终的真爱~            
(5星)	 从头看到底感受到复杂而完美的情绪体验            
(4星)	 他们对情欲的追求要我咋舌..但是四姐妹雷打不动的友谊却让我感动了。前段时间完整的看过第一季到第六季。看他们找伴侣，ML,买鞋子，周六的早餐，出入各种上流社交场合..再看他们厌倦玩弄，寻找真爱却满披荆棘..也许，电影版的SEX..给了他们完整的结果，很棒的一部片。            
(4星)	 忘记是在哪一个欲望的时候用了三周的时间疯狂的看完了所有季……            
(5星)	 好看啊，启蒙啊            
(4星)	 记得里面的婚纱很漂亮            
(5星)	 引发人思考很多问题            
(3星)	 友谊最大。            
(5星)	 最爱的美剧            
(4星)	 我不是受虐狂，但是我真的很爱BIG邪恶的笑和因为无法拥有而加剧的迷人。            
(3星)	 太狂野了，存在GAP            
(3星)	 四个欲兽乱搞的故事。故事的寓意是：即使私生活搞成这样，也不影响你的事业，更不会影响你找到真爱。            
(5星)	 永恒的经典！！！            
(3星)	 吹捧NY过分，误导青少年；反映美国一部分人的真实思想，却又夸张之嫌~~~优缺参半，而且特点鲜明~~            
(5星)	 最爱Miranda             
(5星)	 爱            
(5星)	 至爱。。。            
(5星)	 女性都应看一看的电视剧。            
(3星)	 讨厌Carie...就像一只自以为是呱呱乱叫吹毛求疵的鸭子...不过Mr. Big可真是帅哇...经典的上东区男人...            
(5星)	 又一经典剧集，和friends不一样的剧情和风格，但仍然大爱，或许是华丽服饰和台词让人迷失，也或许是大都市的奢靡生活让人神往。Anyway，很不赖。            
(4星)	 美国人就是开放            
(5星)	 Welcome to the age of uninnocent.The mind of very fashion real and no cover we should keep.            
(5星)	 很厉害            
(4星)	 每一集探讨的内容或许很敏感，可是不禁会想原来美国人思想认识上与我们还是有相当距离的。看看第一季时间距离我们何其远，那个时候美国人探讨的话题，我们今日才开始热议。哎。。。。            
(3星)	 vera wang的广告啊~            
(5星)	 熟女必看            
(3星)	 无聊时随便看的...            
(3星)	 找不到共鸣...但如果从时尚记录片或者广告片的角度来看，还不错            
(4星)	 里面有些事情其实还挺深刻的            
(4星)	 曼哈顿的生活果真如此吗            
(5星)	 开始喜欢Samantha~~~            
(4星)	 女权色彩很浓厚的片子~~            
(5星)	 专栏作者是我最喜欢的            
(5星)	 我爱里面的衣服~~            
(4星)	 看完好久了，忘记改- -第一季还不错，第二季就不行了。不喜欢charlotte.            
(4星)	 教育片。            
(NA)	 四个女人的故事似乎总是很精彩。只是我对此片无爱。            
(4星)	 Mr. Big，超烂的男人，不值得爱            
(5星)	
(5星)	 HOHO...终于全看完了。。很喜欢哦。尤其是第六季的最后两集，写的太生活太现实了。            
(5星)	 始终是我最爱的美剧。友情与爱情同等重要。最让我记性深刻的是sam在miranda妈妈葬礼上突然失声痛苦……            
(5星)	 看的第一部美剧啊            
(4星)	 很好很好            
(NA)	 一个很美却有现代现实的梦。            
(NA)	 喜欢Mr. Big，非常喜欢。            
(4星)	 不是很喜欢carrie，也不是很愿意看她和那个big缠来缠去miranda我倒挺喜欢            
(NA)	 为什么所有好看的故事都发生在NY？            
(5星)	 四个女人一台戏            
(5星)	 凯莉和大人物，你俩人要急死我啊。            
(5星)	 经典。黄是黄了点。道理是很实在澳。            
(NA)	 喜欢朋友的关系，四个女性友人，羡慕。。。            
(NA)	
(NA)	 超爱            
(5星)	 很喜欢，越看越喜欢的电视剧，看完之后还会觉得空虚，怎么就没有了呢？不过第四季的carrie，我很讨厌，艾登那么好，竟然放弃了，唉。。。            
(5星)	 翻译 有加分 嘿嘿            
(5星)	 友人曰：女人一生必看剧目            
(5星)	 天啊，我爱这四个女人，和她们那一堆一堆的男朋友。            
(5星)	 圣经果然名不虚传。            
(5星)	 此剧对本人的意义在于，明白了，一定要自信和敢穿。女人是一定要有自己的几个闺蜜的。要坦诚            
(5星)	 刚看的时候，觉得那些赤裸的性让我不能接受，不过除去那些“美国式的情节”看到越后面越有味道。喜欢凯莉的可爱和非常清楚自己想要的生活；喜欢萨曼莎的现实和直率，虽然有时相当粗鲁；喜欢米兰达的理智；喜欢夏洛特的理想浪漫和完美主义...原来35+的单身生活也可以如此精彩！精致的曼哈顿女孩！            
(5星)	 这才是纽约特色。            
(4星)	 三四季不能看，其他都还好            
(3星)	 说实在的，一口气看完的，如果有一群朋友，单身也好吧。ps:Mr big挺迷人的，如果再拍飘，希望他演白瑞德~~~            
(5星)	 当年看的时候可是激动啊，最喜欢chalotte，很优雅很有气质。Sarah Jessica Parker就要看发型怎样而不是时时刻刻都好看了。还有无数的靓衫！            
(NA)	 新版的虽然人物有些衰老，衣着还是比较光鲜，现在看老板的看不下去，还是这个好些            
(NA)	 不敢那么活。。。            
(3星)	 太老了。。。。。            
(5星)	 你可以没有SEX 你可以没有去过NY，但是你必须看一看SEX AND CITY            
(5星)	 大爱啊~            
(4星)	 不知不觉就看完了一季            
(1星)	 垃圾中的垃圾            
(5星)	 j&#39;adore!            
(NA)	 我的大爱啊……喜欢这四个女人在纽约城市丛林中的恋爱故事，更喜欢的是她们的衣橱            
(4星)	 里面的女生都很厉害，看了我一个月            
(5星)	 墙裂 推荐            
(5星)	 不错哟            
(4星)	 我承认我更爱她们的口音。爱看的美剧之一。            
(5星)	 视听老师说 很好看 但不适合你们看 所以我就看了看            
(5星)	 不论是剧集还是电影版都那么的赞，对我的感情观影响最深的作品            
(4星)	 不止是性。剧中所提及的问题都值得你我思考。喜欢她们无坚不摧的友情。            
(4星)	 看每一集都能学点儿关于女人的道理，可以帮助成长，挺好的            
(4星)	 不错            
(5星)	 很搞笑  不过更加喜欢四人之间的感情 又有多少人能够拥有这样的友谊呢            
(5星)	 四个女人一台戏            
(4星)	 赤裸裸的，又很美好理想            
(NA)	 看了之后，认识到单身很正常，晚婚很正常。也算是解决了我作为单身的凄惶吧。            
(5星)	 爱死啦~~！！！！！            
(5星)	 人物设计有吸引力，情节节奏掌控适当，目前唯一追了六季的美剧，经典，也因此衍生出一系列各种版本的欲望都市，可惜经典难再现啊。            
(4星)	 I like Manhattan            
(5星)	 如果你热爱美剧，或者热爱时尚，就该看sex and the city            
(4星)	 男人，钱，性，婚姻，睿智的女子，不怕老            
(5星)	 美剧生涯的开端……            
(4星)	 非常不错  得坚持把6季看完  所以 我是好样的  哈哈            
(5星)	 老友记一直没怎么看，倒是这个，呵呵，百看不厌            
(4星)	 eye-opening            
(5星)	 Style            
(5星)	 我的第一部美剧，当它出了电影版，我实在很激动！            
(5星)	 最最爱            
(5星)	 Will we all end up good? Like Carrie and Mr. Big?            
(5星)	 黑色幽默，灰色寂寞            
(5星)	 看了很多遍。。            
(NA)	 好好看！            
(5星)	 超级喜欢            
(NA)	 Big Apple is kinda of significant sign for America! I like the humor language.            
(NA)	 友情的part我很欣赏，其他方面我就不敢苟同了，sex场面太多了，而且话题太成熟，还是适合25岁以上的女人看，我不满20的话，现在看消化吸收不了。。。            
(NA)	 sex占了爱情的多大比例            
(NA)	 非常好的美剧            
(NA)	 看时很爽，看后有点假，结局四位女性均回归众多女性的生活轨迹，有点无奈            
(NA)	 永远不希望有ENDING            
(4星)	 颠覆国人对性,爱,的态度. 国内翻拍的&lt;好想好好谈恋爱&gt;差了去了            
(4星)	 四个女人开始了一段友谊和爱情的旅程。            
(NA)	 love 是永恒的时尚标签            
(5星)	 很好看 很具有启蒙性质。。。            
(NA)	 建立在物质基础上的。            
(5星)	 成长必备。。。            
(5星)	 爆好看。太好看了。所有男的女的已婚的未婚的，都该来仔细看的一部好片！            
(5星)	 很欣赏片中不同角色对sex不同看法很有代表性。电视剧注重的是对sex的剖析，佩服Jones的公开，毫不掩饰自己。很喜欢Carrie的小女人。。            
(3星)	 没看几集就看不下去了，除去时尚元素，剧情真是无聊得可以了。            
(4星)	 越看越搞            
(5星)	 大爱！！！ 吐血            
(5星)	 太经典的影片，不管怎样的语言都会觉得苍白无力。女人，男人，情爱，永恒的话题。            
(5星)	 很经典。很好看。            
(4星)	 怎样的女性都逃不离爱情的痴缠。但是又为什么要逃呢？            
(5星)	 美国女性性启蒙老师。            
(5星)	 经典，即是百看不厌，久久回味。            
(5星)	 经典，carry踩着高跟鞋，叼着烟的样子，sam在床上叫的样子，都让人无法忘怀。。。            
(5星)	 I extremely like it...            
(4星)	 it&#39;s so lucky not living in NYC            
(4星)	 开放啊开放            
(5星)	 最爱的美剧            
(3星)	 看了一季            
(5星)	 相见恨晚            
(5星)	 从第一季到第五季到电影结局版 我无法不爱的欲望都市 我们每个人心里都住着一个Carry girl            
(NA)	 嗯其实后来却不喜欢那谁谁了。。。不过那谁谁的女儿真好看            
(5星)	 对这部剧的感情太深了 陪伴我度过了那段难熬的青春期 包括现在难过低谷的时候都会翻出来再看 已经不记得看过多少遍了 永远都看不厌 带给我的太多 还有让我爱上了NYC 就是TMD的一直都去不了 擦            
(5星)	 一个时代的终结。            
(5星)	 不用多说。继Friends之后大爱。            
(5星)	 除了那个女猪像老妖婆以外，都很爱            
(3星)	 不懂            
(5星)	 看了好多遍都不腻~            
(5星)	 每个女孩都应该看一下，我们完全可以过着不同模式的快乐生活，所谓剩女的苦楚，其实更多是自己强加上的。            
(5星)	 如果问我最喜欢什么美剧，我会毫不犹豫的说这部。不管它以什么作为噱头，整整六季，每一集都不是单纯的“电视剧”，它就真的像是Carrie的专栏一样，精致、严谨、发人深思却又不乏幽默。陪着四个女人走了六个春秋，我相信，她们不是剧中的角色，是世界某处真实生活着的凯莉，米兰达，萨曼莎和夏绿            
(NA)	 看着她们四个那时候那么年轻还~~~再等到电影版的时候，感觉好亲切~~~            
(NA)	 男女关系，carrie讲得不错。            
(NA)	 电视剧比较... 有教育意义            
(5星)	 love Carrie so so so much~            
(5星)	 超爱SJP，这部剧也陪我渡过了大4那段难熬的日子            
(NA)	 一直在看            
(3星)	 结局幸福就好            
(5星)	 samantha。你是我的偶像！最后一集我竟然都看哭了。。。真是囧到家了。            
(5星)	 They were lovely            
(5星)	 敏感的女人们            
(3星)	 没有一个很人让喜欢的角色            
(5星)	 在爱与欲中徘徊的四个女人们，是中国【好想好想谈恋爱】的原型。很好的片子，至少让我对男女那点破事了解了不少，看透了一些问题。            
(5星)	 女性之间的友谊 时尚            
(5星)	 familiar questions~learn a lot~            
(5星)	 电影明显比电视剧差了太多            
(5星)	 四个女人相同而又不同的生活着，生活是真实而残酷的            
(5星)	 我所见过距离矫揉造作最远的时尚女性片            
(3星)	 有人会因为我把它归为“情色”打我么？ 不过还真有一点色色的            
(5星)	 大爱            
(5星)	 生活的缩影吧！            
(3星)	 其实我只想给2星的。。            
(5星)	 怎么说都逃不掉经典二字了。。。            
(3星)	 后几集才开始有点看头            
(5星)	 看过，不错，时尚也现实。因为完结了所以一口气看完的。            
(NA)	 性和权不能做交易            
(5星)	 五星送给萨曼莎和凯瑞的衣橱。            
(5星)	 女人成熟前必看剧集            
(4星)	 虽然很多观念不置可否，但还是不错的            
(NA)	 不错            
(NA)	 在线的片源质量太烂 剧情再好也懒得看了 看了3集 暂停            
(3星)	 being alone            
(5星)	 除了FRIENDS之外，第二爱的美剧            
(5星)	 四个女人都是我的大爱，当然，最喜欢的还是Carrie，经历了各种波折，最后找到真爱，最最美好的结局。            
(5星)	 名字起得很好，先赚了眼球再说。            
(5星)	 超爱当时是BT下载的 每季都会保存几集最经典的 不时回看对于爱情的理解和定义 写得很透彻 也不断成长 电影感觉没连续剧拍了好 内容太散 不过 最后的结局还是好的  符合老年人的审美            
(5星)	 不喜欢carrie            
(5星)	 非常非常值得看的美剧，每个女人都会在里面找到共鸣！            
(NA)	 看了2集～            
(NA)	 感觉一般，有待重温，可能年龄和经验不够丰富吧。            
(5星)	 喜欢~啊喜欢~            
(3星)	 还是有点不接受，难道，这就是西方文化的开放？            
(2星)	 生活太资产阶级了，受不了鸟            
(4星)	 没看齐   就看了这么一部分            
(5星)	 sex and the city~~~~            
(NA)	 不错不错不错不错~            
(4星)	 1-7季            
(5星)	 第七季            
(5星)	 每段故事都有深意，4個女人之間的友情始終如一的堅定。            
(5星)	 很想成为samantha这样的人，自由的游走于爱情，依然自我，可惜我只是carrie。。。            
(5星)	 好时尚好光鲜亮丽．MrBig真完美～            
(5星)	 最爱            
(3星)	 久仰            
(5星)	 全球女性最好的教科书。            
(4星)	 喜欢Charlotte            
(5星)	 大学时候大家一起聚在电脑前看片的时代。怀念。            
(5星)	 真的很好看。很幽默，而且每集的话题都很有讨论的内容，也可以解决一点自己平时有想过的疑惑~            
(5星)	 没有人不爱carrie            
(NA)	 这四个女人呀            
(5星)	 电视剧好看，电影算了0 0            
(3星)	 真的比较一般            
(5星)	 最爱的一部片子            
(5星)	 虽然整个过程有点漫长 一共出了7季  但是真的很好看 反映了现实的爱情  女人 男人的各种心理  里面的生活和城市结合起来 夹杂着纽约城市的时尚 足以让每个人都向往。  大爱。            
(3星)	 其实学到挺多的            
(5星)	 哇！哇！四个女人我都爱！            
(3星)	 开始几集还不错，越到后来越平庸，而且不合情理。只是因为它是关于纽约的，所以还是都跟着HBO看了。Anything about New York gets my attention.            
(5星)	 呵呵呵呵呵            
(5星)	 经典剧集，掀起了一股“欲望潮”，同时也造就了Sarah 。            
(5星)	 通过好友的推荐开始看的，真的很好看~~~很想活的像他们一样，做一个从容潇洒的女人            
(4星)	 其实电影版也不错~            
(5星)	 在男权社会中，女性和友情拥有无可匹敌的力量。            
(5星)	 2008/06/27-06/29經典電視影集。            
(NA)	 classics            
(4星)	 还行~            
(5星)	 推荐推荐            
(5星)	 最爱的美剧之一，疯狂看完第一遍之后竟然觉得失去了精神寄托，无奈之下只能立马再看一遍。虽然很多情节才都是刚熟悉过的，但真的是太好看了！是一部能让我产生共鸣的片子！by the way，我爱死凯莉的单人沙发和储衣间了！            
(5星)	 最爱美剧之一            
(5星)	 萨曼莎是真正的极品            
(5星)	 ... and you            
(5星)	 SATC我反复地看了多少遍？她们四个人我都爱，她们是最完美的组合。sam的洒脱豪放是我希望自己能有的生活态度，miranda的认真独立和事业心是我所追求的，还有charlotte的优雅和公主病、carrie的小女人性格和drama queen的特质……都是那么地真实            
(5星)	 我的最爱。            
(NA)	 NY            
(4星)	 题材太单一            
(5星)	 刚开始看不进去 后来越看越喜欢            
(NA)	 尺度太宽了 个人觉得            
(5星)	 大爱            
(5星)	 大爱~~看不厌~~~好羡慕她们一直有姐妹淘陪伴，一起成长            
(3星)	 bible for girls            
(5星)	  很值得一看，独立、自主..........................教会你很多~            
(4星)	 喜欢她们的生活，虽然不真实不过向往中            
(NA)	 总算看完了这部很牛逼的美剧            
(4星)	 现实的写照            
(4星)	 不如电视剧精彩，女权思想比较重，但总算给了Carrie和Mr Big一个happy ending。            
(5星)	 很赞，爱，其实很特别            
(4星)	 必看的经典。            
(4星)	  中国翻版了人家，很爱很爱你，那英演的没人家的好            
(3星)	 美人迟暮啊            
(NA)	 女人可不可以像男人一样寻欢作乐？看不懂。            
(5星)	 SATC 美剧启蒙。            
(5星)	 四个老女人关于爱情、性和名牌生活。不错，很真实的电视剧。只是，中国人的思想观念，会觉得太露骨！            
(4星)	 带给我蛮强震撼的。            
(NA)	 时尚盛宴，关于爱很深刻很感动            
(5星)	 很好看            
(5星)	 maybe because I&#39;m so young then,it&#39;s a classic to me            
(NA)	 喜欢Samansa，至少活得很本色。他们的生活在中国是不可能被复制的            
(4星)	 四个老娘们的闺房乐事            
(4星)	 四个人的友情和独立的个性，一直坚守着自己的信念            
(5星)	 看完全季，真正的是在心里喜欢这4个女人，从单身到最后电影的美满结局，女人到最后想要的还是一个男人            
(5星)	 最爱的HBO电视剧            
(NA)	 每个女人都是这样走过来的……            
(4星)	 语言简单听力练习不错            
(4星)	 至少完整了我的大學時代了。            
(5星)	 好看            
(NA)	 cool feminists            
(5星)	 大学性教育范本            
(5星)	 i learned a lot about love and sex and relationship from it. dunno if that&#39;s good or bad though            
(5星)	 bible，看了起码10次。可惜有些桥段还是太老套了            
(NA)	 我想我真的是个很保守的人，如果生活真的如此这般赤裸裸，那我宁可选择包裹自己。            
(5星)	 很有教育意义 lol            
(5星)	 这部剧爱了好久好久..            
(4星)	 一部戏看透男男女女的关系。不过，呃，有些场面还是过于火辣            
(5星)	 good for women            
(4星)	 看你想要怎样的生活了。            
(NA)	 每一集基本四个男的 有点腻味了            
(5星)	 最爱            
(3星)	 作为一个男人，把这4个女人长达几百集胡搞的电视剧看完可见，我有多无聊            
(5星)	 第六季是眼泪的一季。            
(5星)	 大爱 大爱            
(NA)	 看了这个片子的第一感觉发现自己的生活与她们相比已经不叫生活了，女人更应该自我些。。。羡慕ING            
(4星)	 最羡慕的是她们的友谊            
(5星)	 唯一可以和《老友记》媲美的经典美剧~            
(NA)	 最爱最爱最爱            
(5星)	 好看死了 意犹未尽啊 是女人都该好好看看 很有感触            
(5星)	 最爱Samantha。敢爱敢恨敢追求自己想要的。            
(4星)	 电视精彩，小说更精彩~            
(5星)	 哦哈哈哈~~我喜欢最后一集，因为一想到萨曼莎跟那小黄瓜一边做爱一边内牛满面的样子我就乐不可支~            
(5星)	 算是在相当一段时间内给我很强影响力的一部剧哦~            
(5星)	 如果我只看一部美剧，那就是SATC            
(3星)	 四个老女人            
(4星)	 even a shrink has a shrink,so it&#39;s not only about sex            
(5星)	 不用多说了，对女人有用的。。。            
(NA)	 啥也不说了            
(3星)	 为什么我就不像其他人一样那么喜欢这部剧呢？            
(5星)	 很好            
(4星)	 新的认知            
(5星)	 JUST LOVE THAT!            
(4星)	 I know why it&#39;s a CLASSIC.            
(4星)	 太多sex画面了。            
(5星)	 Carrie &amp; Big，那遥远的遇见。| SATC开篇，处处闪着智慧的小光芒。            
(5星)	 经典中的经典。对我影响很深的一部美剧。            
(5星)	 她们的友谊才是我看的最大原因。            
(NA)	 部分真理            
(4星)	 女性必修课~很有意思.还有可爱的纽约            
(5星)	 也算是看了以后思想有点进化            
(NA)	 看了很多遍的电视剧，曾疯狂的想找它的英文剧本看，很喜欢四个英文超好听的女人们在那叽叽喳喳最后一集的时候看哭了，有朋友在，真好            
(5星)	 这样的生活是有多棒            
(5星)	 老好看了··            
(5星)	 6 seasons finished            
(4星)	 某夜在某个烟熏缭绕的网吧睡意朦胧强打精神阅完此片，终于明白了曾经见过貌似高深的装逼原来只是拙劣的模仿。            
(5星)	 it is not just them. it is the process that every girl becomes a woman.            
(5星)	 你可以看到虚荣看到真实看到悲伤看到幸福看到这个世界            
(5星)	 超喜欢，看多少遍都喜欢。这辈子是过不上这样的生活了。下辈子吧            
(4星)	 女人要善待自己            
(NA)	 精致！            
(5星)	 有意思            
(NA)	 觉得电影比电视剧好看哦             
(3星)	 不对此部电影做任何评价，全当无聊时打发时间罢了。这部影片看了一半吧，没看完，故事情节有点乱七八糟，不过对于开放的美国来说，这应该是正常的生活写照吧？！            
(5星)	 JUST CLASSIC            
(4星)	 经典。            
(5星)	 在我心中的NO.1            
(NA)	 有无穷选择的城市里，有的时候发现自己终有所属，是一种再棒不过的感觉。两个人既然不想爱，为什么要结婚？也许是需要伴侣，内疚，或者想寻求政治庇护。我需要一个征兆，你告诉我要有信心，我却失去信心，所以我需要一个征兆。            
(4星)	 满足宅男的需求            
(5星)	 有时间再重新看一遍~            
(5星)	 我的最爱~！            
(NA)	 女人就是感性大於理性的動物。            
(5星)	 S            
(5星)	 拍得很认真的美剧，音乐和剧情都喜欢。            
(NA)	 很喜欢            
(5星)	 喜欢萨曼莎            
(4星)	 不错的剧，有些地方很得到那个点            
(4星)	 崇拜samantha同学。。。            
(4星)	 人说看多了美剧会觉得婚姻并非必需品。            
(5星)	 KimCattrall! 非常喜欢Samantha!            
(5星)	 我喜欢这个结局.还有音乐.            
(5星)	 sex and love            
(5星)	 Carrie &amp; Big...            
(NA)	 实在是太爱了！            
(4星)	 sex woman            
(5星)	 恩。。。。。。。。。。。。            
(5星)	 我心中的经典感情剧            
(5星)	 全6季。看了不知道多少遍。            
(5星)	 很时尚的~但是乱了点...爱情真这么难么?            
(NA)	 love            
(NA)	 最爱            
(5星)	 大爱这样的友情！~还有Mr Big!~            
(5星)	 人人都是不完美的  拼凑起来才是人生            
(5星)	 超爱啊！！！！            
(2星)	 看不懂，看了几集，不再看了            
(5星)	 最爱的美剧 第一个完整看完的美剧            
(NA)	 名牌和爱情             
(5星)	 不知不觉就成了大龄女青年……            
(5星)	 喜欢            
(4星)	 信心满满真是让人赏心悦目~            
(5星)	 Carrie遇见Big是最美的意外            
(3星)	 carey实在看上去太老了。。。可怕可怕            
(NA)	 Just be yourself?            
(4星)	 不同的时候看，心情不一样啊            
(5星)	 一集集看下来，她们变得那样熟悉。好朋友。生活。思考。再多的华丽之下都是对爱的朴实追求。在巴黎街头的哭泣。我们的生命里遇见多少人，会有几个这样的圈子，他们一直都在。当我们结婚，生子，老去，还能结伴去旅行，还能静坐在午后的阳光里，或广场的角落里看着人群，说很久很久的最内心的话么？            
(5星)	 坚固的友谊，喜欢            
(NA)	 喜欢她们对待relationship的态度            
(NA)	 纽约生存笔记            
(5星)	 good            
(3星)	 只看过一点            
(5星)	 最早的了。她们可真年轻。            
(4星)	 没看完整而已            
(NA)	 看完第一季就没有再看下去的欲望了。            
(NA)	 这部电视剧改变了我的性观念            
(4星)	 在她们身上，找到了自己的影子~~一个集合体！            
(NA)	 她们1998年也不土啊            
(4星)	 曼哈顿的人生活得太随性了~            
(5星)	 不多说了，羡慕那种友情。            
(5星)	 我喜欢...女人之间的友情让人羡慕..还有就是眼花缭乱的衣服...喜欢..            
(5星)	 非常有趣            
(2星)	 看了几集就看不下去鸟            
(5星)	 每年重看每年感觉都不同            
(5星)	 Nice!            
(5星)	 不解释            
(5星)	 坦率、真实、幽默，还有几分引发反思的小小机智            
(3星)	 4个女人的故事，有点涩女郎的感觉呢……            
(3星)	 虽说是探讨男女关系的电视剧，我个人觉得：看点1——女人的友谊；看点2——时尚服饰            
(4星)	 女人，爱情是唯一的追寻。            
(5星)	 迄今全部看完的一部美剧~ 经典话语不胜枚举~             
(NA)	 还是电视看得舒服…            
(3星)	 性启蒙教科书             
(4星)	 One of my best friends            
(NA)	 懂得很多 推荐看看            
(3星)	 为什么惧怕婚礼？他实在是怕了。四个美国中年妇女。。。            
(4星)	 Smantha真强势，Miranda也不错，最烦马脸……            
(5星)	 上学期很迷の一系列。            
(5星)	 开头还可以            
(5星)	 看的第一部美剧            
(5星)	 我觉得很好～            
(4星)	 奔放啊 奔放            
(5星)	 太喜欢这四个女人了～～            
(5星)	 性还有亲密无间的姐妹淘情谊            
(5星)	 应该作为教材在全世界特别是第三世界和不发达地区普及            
(5星)	 一定看~~非常好看~~            
(NA)	 A story talking about sex, but in fact about love, and real life.            
(5星)	 女人的事情我们男人永远看不明白            
(5星)	 Mr.Big那句&#34;Kid&#34;。            
(4星)	 喜欢            
(5星)	 超级灵~            
(5星)	 最最钟爱的电视剧~            
(NA)	 太多集了，只看过几集            
(4星)	 始终么看完过。。            
(4星)	 那些都市里的欲望            
(5星)	 没办法说，太经典了。            
(4星)	 ……真tm逗            
(4星)	 the one.            
(4星)	 会讲故事容易,把故事讲的好听难,讲的即好听又能让人有所学尤其难.SC做到了这一点            
(5星)	 wise and nice            
(5星)	 很早以前看了的，到现在想起还是觉得不错虽然到后面已经觉得是习惯才看，但是还是会期待接下来到底会怎么样            
(5星)	 值得一看，深有感悟！            
(5星)	 看了还可以回味 我还发现里面那个律师客串豪斯医生             
(4星)	 值得看全的.            
(3星)	 看的我物欲横流。除此之外再无其他            
(4星)	 同样的困惑            
(5星)	 值得去看            
(4星)	 12年前的美剧，今天看我们的生活，竟然还差那么多……哎，这个世界            
(4星)	 应该睇，因为你会更了解女性、爱情与sex葛关系，，bt睇多左又会令自己好难接受自己生活系如此保守葛社会...依旧矛盾ing..Sex Vs. Life            
(5星)	 丰富的扩展            
(4星)	 看衣服搭配            
(3星)	 Season 1            
(NA)	 这是为数不多的我看了又看的美剧 美国佬就是这么嚣张 宽容得可爱            
(5星)	 还不错的肥皂剧，宣扬女权和性解放            
(4星)	 大一、大二时打饭回宿舍吃时的佐料。            
(5星)	 我超爱~~~~            
(3星)	 没得传说中那么好看            
(NA)	 不错的~            
(5星)	 升级为我的最爱            
(4星)	 四个女人寻找真爱的故事。好吧，我竟然看了一部这么女人的电视剧。看了快一年了，今天终于看完了。这里面的爱情没有给我留下多深的印象，四个人的友情却挺难忘的。            
(NA)	 6季  08年暑假  大爱            
(5星)	 经典吧            
(5星)	 有爱情，有人生的好电视剧！爱死~~            
(5星)	 最爱！            
(NA)	 超赞的~            
(4星)	 中间一段有过审美疲劳，不过还好结局是圆满的            
(5星)	 正式步入看剧行列之后的第一部美剧（小时候那些电视上面的姑且不算）。现在仍然可以在不知道想看什么的时候随意抽出一张放进碟机里面打发时间。一句话，很喜欢。            
(NA)	 fascinating             
(5星)	 徘徊在现实与不现实中的爱情            
(NA)	 It is wonderful!            
(5星)	 看过一季，很好看，但没有什么吸引我一直看下去            
(5星)	 花了几个月的时间，终于看完了。超超超级喜欢呢~以至于现在没得看了有点小小失落。。。            
(4星)	 作为完全女性题材的电视剧，它还是很先锋超前的。只是越看越讨厌Carrie,这个女人太贱了。            
(4星)	 哪个女人会不喜欢？！            
(5星)	 如果看过本片和老友记，你会发现现在没有哪个剧是称得上精品的。            
(3星)	 就那样            
(5星)	 favorite            
