http://movie.douban.com/subject/4202127/	读心神探 讀心神探
(4星)	 感觉比lie to me好看~港剧就是给力啊！            
(NA)	 好看的说、            
(3星)	 编剧不够流畅，情节老套，如果不是保怡，我不会看这部戏，TVB怎么了？            
(4星)	 刚开始知道这部片子的时候呢其实是很鄙视的，觉得TVB怎么现在也学湖南台一样搞翻拍啊！看了之后才觉得其实TVB就是借用了一个Idea而已！果然不像湖南台那么不要脸哦！林保怡的风采不减当年啊！不过可惜的是觉得没有情节是讲惩治姚Sir那帮姑妈的，有小小不爽！            
(4星)	 没有lie to me推理的缜密。可我是tvb控。            
(4星)	 神奇的微表情~~            
(3星)	 20101112极其无聊想看是否更有中国特色，还好还好，update 02            
(3星)	 行为，表情，读心。真有那么神奇吗？            
(NA)	 用来消磨时间，读心术。。。。。。            
(4星)	 觉得有点像lie to me ，但是还是蛮好看的            
(3星)	 仿美剧《lie to me》~~不过拍的还行就是了。            
(NA)	 如果看过lie to me的人，会感觉这是一部完全模仿性却少了许多专业片段的电视剧，实在不怎么恭维，不过毕竟是TVB的，看起来还是比较有亲切感，里面炒粉的转笔技术实在不错……            
(4星)	 还不错！可是是模仿LIE TO ME            
(2星)	 故事性不强~~失望            
(NA)	 中国版lie to me 吧。。。侧重点不一样。            
(4星)	 其实有点拷贝美剧 但是还是给里面的一个MM高分 哈哈            
(5星)	 特殊意义，不详细解释            
(3星)	 模仿LIE TO ME            
(3星)	 虽然是抄的题材，对白也稍微做作了些，不过黄宗泽真是有型，正！            
(2星)	 太假太弱了~弃~~~            
(3星)	 太一般~除了田蕊妮好漂亮~他妹妹很可爱~呃~总之除了林保怡其他人都很好            
(3星)	 抄袭            
(4星)	 还不错，情节有点点粗糙            
(4星)	 喜欢林保怡、黄宗泽，虽然和lie to me，有些像，但也保持了TVB的风格，期待出续集。等看。。。。。。            
(4星)	 翻版lie to me.黄宗泽好有feel~ 蛮好看的。            
(4星)	 TVB，没啥好说。无敌爱。            
(3星)	 很雷同的剧情，加上很狗血的结局，这部港版的《lie to me》实在是一般，不过拿来消遣还是可以的            
(2星)	 老丑男，剧情是抄袭的。。。 不知道看点在哪儿            
(3星)	 山寨与青出于蓝有时只是一堵墙的距离            
(4星)	 还好吧。虽然剧情很狗血            
(3星)	 又见人格分裂~~            
(3星)	 个个都说抄lie to me...其实应该说是抄The Mentalist.简直一模一样            
(3星)	 有让我想继续看的冲动，就说明还算成功，吸引人，结局稍微有点仓促。            
(5星)	 虽然剧情可能山寨，但是演员是原创嘛，还是挺有看头的。而且实用!            
(3星)	 山寨 lie to me咯～也就随便看看拉～～            
(1星)	 这这这。。。港版lie to me么 那女的好恶心！！！！不是田蕊妮就那新的女的！！！啥时候冒出来的比钟嘉欣还恶心！！！            
(3星)	 严重抄袭还抄不好 哎。。。            
(4星)	 林保怡和黄宗泽一直是比较看好的TVB男艺员 这次发现演贝儿的陈茵薇挺可爱的 不错            
(NA)	 开始很好 结局烂            
(3星)	 比较一般 和lie to me不能比 随便看看当消遣咯            
(1星)	 太搓了 山寨！            
(NA)	 凑活看看~            
(3星)	 tvb如今已很少能让我看完的片哩，这部看完了，尽管大家都说抄袭了Lie to me            
(3星)	 因为一句“观星是古老的统计学规律”看的，是不是太虔诚了            
(4星)	 还没看就知道说是模仿Lie to me，可是类似又怎么样呢，一直以来TVB的警匪片都是挺赞的，不过这部剧集的案子少了点刺激和惊险~            
(2星)	 看了几集就没兴趣了            
(3星)	 真是一般般～            
(3星)	 翻拍的很有中式的味道,人情 伦理 道德 比起原版LTM更符合中国的口味            
(1星)	 把观众当白痴么            
(3星)	 宿舍里一起看的 没法说 SB            
(3星)	 只是去看黄宗泽的            
(3星)	 墨迹            
(NA)	 果然无聊            
(NA)	 看到lie to me 在看这个就觉得要多傻逼就多傻逼了            
(2星)	 看了一集就看不下去了，太弱智了吧~，把动作拍那么夸张，谁都能推理了！            
(4星)	 虽然和lie to me有些相像的成分，还保持了TVB的特色，挺容易让中国观众接受            
(5星)	 最近看谁都能读出来            
(NA)	 我任然不能看出别人是否说谎            
(NA)	 就是 lie 2 me的港版 不过编的不错 加入香港特色 whatever 好看就行了 本来就是打发时间的            
(4星)	 一开始觉得有些假，后来看进去了还行~呵呵。我有生以来看的第一部香港电视剧……额……            
(4星)	 啊！            
(5星)	 20集太短了，意犹未尽。            
(4星)	 还OK啦~~这种片拍100集都可以哒！            
(3星)	 港版lie to me。。骂的人那么多我就不说什么了。。有它的特色在~~            
(3星)	 怎么说，不可争辩就是山寨剧。但TVB山寨也有山寨的味道~~~            
(4星)	 前半部分是港版lie to me，后半部分要精彩点。。。。            
(3星)	 啊 山寨。好在我喜欢林保怡，田蕊妮也很好。            
(3星)	 虽然很多人反对其翻拍Lie to me，但是仍旧很喜欢林保怡~            
(3星)	 据说不错~~            
(4星)	 超级中意大块田            
(NA)	 抄襲！而且大團圓式的結局套在這裡面感覺很突兀，值得稱讚的大概就是林保怡的演技了吧...            
(2星)	 诶诶~好吧，我是来看黄宗泽和林保怡的。。剧情实在是太幼稚了            
(3星)	 LIE TO ME的港版，拍的很TVB，但鲜有亮眼表现，和美剧相比，很多地方显得过于做作了，又要故意放大人情的部分，导致线索不够清晰。            
(4星)	 虽然有很浓重的山寨的味道，不过TVB的探案剧还是有些看点的。特别是在这个闹剧荒的季节。            
(3星)	 前面还行，越往后就越没劲了。            
(3星)	 完全就是lie to me 的中国版            
(3星)	 山寨，还是山寨！            
(3星)	 案件有点傻。为啥到最后都是港式肥皂剧呢？            
(3星)	 看了lie to me就觉得很一般了....            
(4星)	 虽然模仿Lie to Me,但是有港剧味道            
(3星)	 抄袭也需要水准的            
(3星)	 一般般啦            
(NA)	   虽然看完了 但是我看之前没听过lie to me 现在我跑去看了  果然是抄到阿妈都认得出来了            
(3星)	 没看过Lie to me还是能接受这部剧的~ 保怡大叔真是不减当年啊            
(3星)	 很具TVB特色的lie to me...            
(2星)	 太假太难看            
(NA)	 咋一看觉得很lie to me，但是看下去又觉得，还是港片家庭伦理的内涵。突然觉得TVB还是蛮聪明的，只是换了一个花哨的形式而已~            
(3星)	 喜欢林保怡和bosco嘛~~不过都是太typical的TVBfeel 于是没什么新意了 连有什么样的case都能猜出来orz，双重人格现在好像TVB刑侦剧定番啊XDD            
(4星)	 虽然是copy lie to me，但是算近几年TVB难得的破案好片子哦，哈哈……            
(3星)	 = =            
(3星)	 大山寨~哈哈            
(3星)	 好老套的剧情~            
(3星)	 我很想知道。最后个案子。钱到底被谁拿走了。还有后面的结局像是赶着收工 ，很仓促啊。还算OK啦。            
(1星)	 看了一集果断弃之 虽然很喜欢林保怡  还是喜欢lie tome            
(4星)	 竟然提到了Edward T. Hall的理论，不错；杜汶泽的老婆好赞~人格分裂好可怕~            
(4星)	 还不错啊。。。抄袭就是生产力，如果说抄的好也很不错，干嘛老纠结什么抄不抄的。。            
(4星)	 黄宗泽好帅!!!!            
(5星)	 喜欢            
(4星)	 有点套路的感觉，学了《lie to me》            
(5星)	 拍摄手法每段都差不多！            
(NA)	 整体讲，还是推荐大家看看的            
(2星)	 实在太假了            
(NA)	 还是一部tvb的警匪片，只是这一部更多的涉及到人的潜意识，运用心理学来解释人的犯罪动机。但是总觉得这部戏有点神秘化的倾向，把神探写的太神了。觉得还是像黄宗泽那样才更接近生活，而且他的转笔特技也确实是无人能敌，追女生也很有一手。            
(3星)	 还不错，就是索爱的铃声听了想吐……            
(2星)	 完全照抄LTM，但是母鸡点解我竟然全部看完啦！！是因为发现杜汶泽的老婆漂亮了咩？            
(2星)	 结尾莫名其妙            
(4星)	 总的来说还是不错的，比 lie to me 更接近中国人的思维            
(2星)	 垃圾，抄的太垃圾了            
(3星)	 好吧，我承认大小BO都帅            
(NA)	 看看黄宗泽谈谈朋友感觉很不错            
(3星)	 港版LIE TO ME~            
(4星)	 田蕊妮的表现令人震撼，期待續集            
(4星)	 其实没那么神···但是大叔还是有魅力的~~            
(4星)	 不错的剧，强忍着等出完了一气看完的，最近在看《唐琅探案》，里面也有微表情，瞬间想去买本书来细看看。            
(NA)	 读心喔，对警察非常重要的一项技能，录口供就是跟歹徒博弈，不懂得察言观色怎么行。很精彩的一部片，最近都挺喜欢看香港的刑警片，只是20集，太少了点，起码是三十级吗！哈哈！            
(4星)	 是有点粗糙，结尾也很匆忙，但是的确题材比较新颖，管他是不是抄袭美剧            
(4星)	 剧情不大紧凑，感情戏太少。            
(5星)	 喜欢  哈哈              
(3星)	 主要是喜欢林保仪，看了这个才看lie to me就没什么感觉了，但是想到时不时想到这个还是想笑，哈哈～            
(3星)	 小心你既小動作..茶餘飯後既一套港劇﹣，﹣            
(NA)	 很受用。            
(3星)	 lie to me的中文版            
(4星)	 才20集！！            
(4星)	 感觉还OK啦。结局有点儿戏，不够高潮咁咯            
(4星)	 4- 吧，话说真的有点山寨，不过看在黄宗泽的份上，呵呵~~林保怡变老了~~            
(3星)	 虽然不是很长，我就是冲黄宗泽去看的，他是真的就有转笔绝技么~剧情案例神马的，比较一般，分析人物表情什么的太直接了。。。处理的让我有些失望，结局是很仓促啊。            
(4星)	 港剧的不错也就这水准了            
(NA)	 还好吧            
(NA)	 TVB就是这个风格，没什么特别            
(3星)	 好白痴啊！            
(4星)	 虽然是抄袭的lie to me，不过还是挺好看的。林保怡很适合这样的角色啊，很喜欢“妈dam”的气质，娴雅淡定。            
(3星)	 觉得陈茵微很可爱。            
(4星)	 黄宗泽完全被林保怡抢了风头，啊哈哈，老男人魅力不减啊为什么最近所有的香港警片最后都出来个双重人格来升华剧情。。。。            
(4星)	 其实 真一般            
(3星)	 抄袭剧，凑活着看吧。。。。。            
(NA)	 TVB    哈哈  稀饭稀饭……            
(NA)	 比lie to me生活化一点...但是每次都要解释一下人的动作表现出了什么情绪，够傻X的...            
(NA)	 超级好看！！吐血推荐~！！！            
(NA)	 不是很好看，但还是硬看完了。            
(4星)	 开始觉得模仿美剧lie to me实在太粗糙了，到后面港剧的精髓凸显出来了，原来还不错！            
(2星)	 有点抄袭《lie  to  me》的感脚·······            
(3星)	 lie to me 港版+中国国情版+ TVB影子            
(3星)	 好假。。。            
(3星)	 符合TVB一贯的风格，偶像和时尚的融合，流行的语言，前卫的破案方式，但是不可否认，太多的相似的场地，连打酱油的人都是熟面孔让人觉得这部剧只是为了赚钱，不过还是很喜欢林保怡和黄宗泽，演技不错，帅哥加型男的完美组合，养眼！！！            
(3星)	 虽然跟LIE TO ME有蛮大差距的 但适合平时消遣看啊 蛮喜欢黄宗泽的~            
(3星)	 全靠林保怡            
(5星)	 看过后有意犹未尽感！开始冲着林保怡才追的这部电视剧，看着看着感觉每个角色都很吸引人，虽听说是全搬美剧《lie to me》，有点小遗憾，但是作为一个作品来讲，它真的是一部值得人看的剧集！赞！            
(2星)	 港版lie to me, 没有多大新鲜，结局寥寥草草，可还是看完了…………            
(3星)	 陈茵媺和黄宗泽真的很配啊，演得很好，林保怡丧失之前金枝欲孽的水准，他的招牌式讲话时侧头让人觉得很木。            
(4星)	 不过瘾。            
(3星)	 剧情冗长  copy美剧lie to me            
(3星)	 不灵，抄袭LIE TO ME            
(3星)	 港台肥皂剧            
(NA)	 研究心理真的很重要            
(3星)	 撒谎动作很生硬。另外，剧情介绍完全也是在骗人，姚SIR的老爸是老千，不是相士，好不好！！！！            
(4星)	 纯熟抄袭！            
(4星)	 tvb的电视剧就是有自己的风格            
(4星)	 介于3~4之间。            
(4星)	 其实看完竟然发现不错 甜蜜蜜的 很生活~            
(4星)	 虽然说确实是抄袭了lie to me。但是我就是执意地喜欢TVB的演员加他们的感情戏。            
(4星)	 好看，学到不少察言观色的技巧            
(NA)	 身体语言很重要！            
(3星)	 皆大欢喜呵呵。            
(3星)	 看过lie to me 不免会有比较，每每有新片，我都会看一点，这片也要我有时间再来看。            
(NA)	 狂抄Lie to me            
(NA)	 整部剧真的有点勉强...看到尾已经没有开头发现保怡是绝对主演的兴奋劲了，只为看戏有始有终吧...            
(3星)	 如果我会读心术~~            
(3星)	 原来田蕊妮挺不错的嘛            
(5星)	 就是喜欢看富含恩怨情仇的破案剧，呵呵，几个案件都还不错，最后的赵文海挺有看点~            
(2星)	 开始真的不错，后来就烂尾了            
(3星)	 粗糙的20集，没有太多的特别，即使山寨人家lie to me也山寨不了多少东西，跟TVB一贯的警匪片如出一辙……            
(3星)	 如果说lie to me是宫殿，这部剧就是普通民宅而已。林保怡不错。            
(NA)	 前三集很精彩，虽说是完全抄袭LIE TO ME.但是还是很让人期待和吸引人的。况且里面有我喜欢的黄宗泽。。但是但是，后面的剧情相当拖沓而且感情戏份要么你就甭提要么就好好编，这到最后这弄得怎么个回事呀。。。            
(3星)	 lie to me 的山寨版 但是比较贴近生活 男主比cal正常一些...            
(4星)	 才20集。。不过瘾啊。。必须出个2神马的。。黄宗泽这货真是“帅”啊            
(3星)	 最后一集真够多余的            
(3星)	 浪费林保怡了，编剧太没有诚意……            
(3星)	 山寨版，，没什么意思            
(3星)	 终于看完了，刚开始看觉得还是很特别的，就来豆瓣看看其他人的评论。找到了美国版的《千谎百计》，发现港版的几乎和美国的差不多。大概内容都是抄袭的吧。发觉还是美国版好看一点。每次看都觉得这种人很累。因为每个人每天都在撒谎，而自己天天都可以看得出别人在撒谎。            
(5星)	 虽然大家说不好看。。。。我觉得蛮好的，又让我有欲望看下去的片子不多了            
(4星)	 看的我居然做噩梦。神吖。被窥探的感觉。            
(3星)	 有爱的围观群众~还有那略显夸张的微表情........怎么看都是一个字 作.....话说山寨的不要那么厉害，情感线都一样吗.....还有就是那个op里的镜头太多了....各种被op剧透....            
(2星)	 纠结+挣扎，金庸式的老套路。            
(5星)	 一个人的表情和细微动作是其心情的良好反应，要读懂一个人就要留心观察他的言行举止。            
(4星)	 大爱求婚啊 太萌了            
(4星)	 因为是tvb 就这么简单            
(3星)	 太牵强，但比起LIE TO ME，港片的基调还是比较吸引我的。            
(3星)	 把很久前看过的犯罪理论直接套现，所有案件太顺，过于理想，不过演员很ok~            
(NA)	 看得粤语版。常常反应不过来。全寝室都在看。很多人推荐。TVB在同学们心中。地位很高啊。            
(5星)	 一直喜欢tvb。偏爱黄宗泽。            
(4星)	 我看的第一部TVB呢。结束的也仓促了吧~~~~            
(3星)	 没看完...复习一级期间都不敢放纵自己看别的剧            
(3星)	 就算山寨lie to me，但是跟公主嫁到相比，还是凑合能看哒！            
(3星)	 这部剧果然脱离不了lie to me的影子，个人认为案件赘述情况明显，节奏不够紧凑。林保怡确实老了，和其他重案组职员相比，身高和长相都很没有优势，解说案情的样子不够帅，哈哈。喜欢姚sir的妹妹，懂事，可爱不矫情。还以为至少25集以上，结果才20集就收尾有点意料之外。            
(3星)	 不要说剧情。看完了，于是我忘完了，我就是要看电视剧中的卡司，看的就是那一大堆熟悉的演员在一起，就喜欢大杂烩。            
(4星)	 尽管有抄袭之嫌，对这类电视无免疫力。但表情稍显生硬。            
(4星)	 仿得不错。            
(NA)	 还不错            
(3星)	 前几集还行，后边就没什么意思了            
(4星)	 比较喜欢林保怡和欧阳振华的TVB剧            
(5星)	 高仿lie to me            
(3星)	 为了林保怡和黄宗泽，才看得下去。。            
(NA)	 很不错，可以学会读心！ 但是觉得结局太仓促了            
(3星)	 比lie  to  me差了点            
(3星)	 没LIE TO ME专业，最后结局无语。            
(4星)	 还行吧            
(4星)	 我喜欢林保怡和田蕊妮~            
(NA)	 TVB 的基本电视剧格式、剧情、节奏。。。不过TVB演员的演技真的都很好，特别是客串的演员很敬业。比起《lie to me 》，两者不是很有可比性，专业和业余的。            
(4星)	 就是案件少了点，结局仓促了点。            
(1星)	 这不是lie to me 这不是lie to me。。。。            
(2星)	 抄袭啊，Level比较低            
(3星)	 山寨版的lie to me.不过tvb的警匪片还是蛮有意思的.            
(1星)	 失败的抄袭            
(4星)	 就当一剧看，别想那么多就行了            
(NA)	 港剧的味道一直胜过内涵 一集不拉看完了            
(4星)	 忘记 lie to me 。。。它只是个破案类的港剧。。   还是很有看头的。。            
(3星)	 林保怡给我的感觉发力过猛了，但是田蕊妮好喜欢，而且突然发现她是《八号巴士》里面路平平的那个美女死党，我真是后知后觉。            
(4星)	 黄宗泽好帅好帅好帅。警察哥哥好帅好帅always帅。            
(3星)	 港版lie to me            
(4星)	 谢雪心奶奶的忍耐力真是太给力了！难道拖着个油瓶嫁到程家就该受到这样的责备与刁难？问题是嫁了过去不是没有所出的啊，不是还生了个女儿么？女儿不是程家人么？唉，女儿应该跳出来，维护妈妈，与势利的姑姐们做斗争！            
(5星)	 抄袭 反正我喜欢             
(3星)	 更多的港剧色彩，支持下！            
(3星)	 与《Lie to me》 如出一辙，多了些港式家庭、爱情桥段，消遣还是不错的。            
(4星)	 :-)。。。好happy的ending， 如果案件进展的能快一点点就完美了，不过也不用像美剧那么快。            
(3星)	 个人觉得lie2me更好            
(4星)	 虽然借用了lie to me的题材，但依然保持了TVB的本色，亲情友情与人性的刻画很到位。            
(2星)	 看了两集就看不下去了            
(4星)	 没看过lie to me所以没任何关于抄袭的感慨，觉得这部很好看！尤其看了之后再次感叹Bosco真帅，尤其抓贼的时候。前半部分看的时候更有趣，对身体语言的解读挺感兴趣，但如大家所说，大结局太唐突了，结束得太快。虎头蛇尾。            
(NA)	 最后结局有点牵强。感觉像是硬演完的            
(4星)	 结局看了3、4天才看完。。连影子都说比lie to me好看，可见真的挺好看！就是短了点，出续集吧。。杜太看着真是舒服，气质女子啊！            
(4星)	 所謂的讀心其實是察言觀色罷了，anyway,每個人都有必要學點讀心術            
(5星)	 对于港剧来说，这个题材之前没有写过。比起原作《lie to me》自然没有那么专业，但加了许多港剧特有的家庭人情元素，节奏也明快，是很不错的一部作品。            
(4星)	 不错啦！            
(4星)	 太短了，这么快就大结局了。             
(4星)	 的确是TVB的风格啊.            
(5星)	 不错哦。LIE TO ME比较血腥，这个非常适合国情，而且TVB的编剧也非常有水平，他们20集的电视剧总是短小精悍，很精彩。            
(3星)	 lie to me的TVB版 林保怡需要保养啊            
(4星)	 其实还行，但为什么TVB的刑侦剧一定一定有个CASE是双重人格的？？！！            
(3星)	 话唠            
(3星)	 后面那几集都是什么啊什么啊 怒吼！！！！炒粉很有爱啦 其实阿海当主角会很好             
(4星)	 你撒谎            
(3星)	 这是我看过林保怡演得最烂的一部= =，抄lie to me也没抄到家，剧情也不行~            
(3星)	 从《金枝欲孽》开始就喜欢上了林保怡这位TVB的一哥，当然他在这部现代悬疑推理警匪片里面的表现依然很给力！吸引眼球的题材，善恶分明的二元对立结构，婉转多变的情节就当重温当年的侦探小说福尔摩斯一样过瘾，但是从叙事结构上来说，作为一部电视剧他的故事表述也未免太罗嗦了点！怎么说，这部片子            
(4星)	 喜欢，两天时间看完所有的，对里面的读心术，记忆宫殿很有兴趣，剧情比较新颖，值得一看！            
(4星)	 林保怡大叔还是很能镇住场子的~就是整体有点温馨了。。难道偶口味变重了？？            
(4星)	 有时候分析的太多显得有点俗套,粤语片就是好看阿.            
(3星)	 觉得没法政先锋好看            
(3星)	 觉得田蕊妮演的不错            
(5星)	 仿lie to me            
(5星)	 TVB版lie to me，结局真的很有爱啊！哈哈~~~            
(3星)	 山寨lie to me            
(NA)	 一般            
(3星)	 翻版lie to me...冲着俩男主跟着...            
(1星)	 粗糙,TVB没了TV.            
(4星)	 结局好仓促啊。。            
(NA)	 这是一个我只看了二十分钟，便决定永不再追的片子。抄袭lie to me，也抄到这么没水准。都懒得说，看了后悔            
(2星)	 兩星完全是給林保怡和黃宗澤的編劇0分！雖然我斷斷續續的看完，但一點都不推薦這一部。因爲我有看過lie to me!這部和談情說案一樣，都應該成爲tvb編劇的恥辱柱            
(NA)	 一看名字就知道是抄袭lie to me            
(3星)	 抄归抄，好在还保留了些自己的特色            
(NA)	 还是那句   bosco好帅~~            
(3星)	 为什么他妹妹和他同母异父 但是姓姚啊            
(NA)	 看着玩。            
(NA)	 很好看            
(4星)	 感觉意犹未尽，没怎么看就完了。而且姚SIR和下属的感情戏交代的太仓促了，有点可有可无的感觉。反正感觉20集的后半部有点莫名奇妙。整部剧整体感觉还可以，题材还算新，虽然有点仿美剧但还是跟以往的警匪片不同，推荐大家看看了。            
(3星)	 结局太匆忙了.....感觉都没交代清楚            
(3星)	 模仿lie to me的痕迹太重。。。            
(3星)	 一般般，案子太少，老港片路线            
(NA)	 开始还是比较吸引人的，但是后面的几个案子越来越没兴趣。。。只是意外发现饰演贝儿那个演员很可爱，和bosco挺配的            
(3星)	 看完这部之后，彻底想看lie to me.            
(3星)	 还不错            
(4星)	 虽然是山寨版的，但也拍出了一定的水平。            
(3星)	 还行            
(NA)	 看完了，忒一般，都是一边玩游戏一边看的，TVB要加油啦            
(2星)	 林保怡的表情有时候真的很智障。。            
(4星)	 山寨又怎样，反正大家不是你抄我就是我抄你，这几年的TVB中已经很不错了~            
(3星)	 lie to me简化版            
(3星)	 男女猪脚之间的感情戏清淡得不像TVB风格啊            
(4星)	 第二部啊。            
(3星)	 看到一半就看不下去了            
(4星)	 冲着黄宗泽和田蕊妮就看完了 其实贝儿笑起来还是很sweet的～            
(4星)	 TVB版lie to me ，演员我喜欢~            
(4星)	 挺好看的            
(3星)	 没有lie to me这么好看的啦            
(3星)	 从来没想过要拿TVB和美剧来比，倒不是崇洋媚外，差距就放在那里，承不承认都是事实。抱着找茬的心态看完20集，结局莞尔一笑。山寨又怎样，可爱得角色，适当得表演，俗套得爱情支线，作为茶余饭后的口水剧，相当不错了            
(3星)	 纯属无聊打发时间可以看、微表情断案、黄宗泽 陈微茵上演烈火未完全的爱！            
(3星)	 故事情节跟剧情简介屁都不相干            
(3星)	 剧情滥造结局唐突。只是……因为TVB，所以TVB。            
(4星)	 警察局+侦探剧            
(3星)	 三个星全部给林保怡，抄袭不得分，哈哈            
(3星)	 林保怡怎么胖成这样了...            
(4星)	 不错            
(3星)	 看完觉得更宁愿看《谈情说案》……            
(3星)	 抄吧吵吧            
(3星)	 一天连续看完的 作为考试后缓解压力的 节奏还可以啦 ·            
(4星)	 黑头发，黄皮肤，看着舒服            
(NA)	 没那么渣            
(3星)	 小眼镜男            
(2星)	 还是Lie To Me 好看！            
(4星)	 结尾太仓促            
(3星)	 察言观色贵在低调啊            
(4星)	 突然就结尾了，还以为这部剧会挺长的呢            
(3星)	 山寨啊            
(5星)	 林保怡太给力了！TVB的侦探剧一向很精彩，只可惜太短了些。            
(NA)	 TVB除了宫斗就是侦探，没新意，老套路，熟面孔。可是，就那么对我胃口。            
(4星)	 宿舍一起围着看,减轻害怕,看血腥画面也安心一些.            
(4星)	 虽然是抄袭的，但是tvb的警匪片一向都还唔错啦~~            
(3星)	 终于追完了，集数感觉少了，还是蛮好看的啊            
(NA)	 TVB没好看的电视剧了，全是俗套：办公室恋情，案件为情、为财。人格分裂。唉。失望呀！            
(3星)	 港版Lie to me            
(4星)	 tvb还是拍探案的这种时装剧比较给力            
(4星)	 黄宗泽！！！            
(2星)	 没有以前的TVB好看了，案子比较简单，演员为了突出夸张表情很明显就知道谁是凶手，感情线很突兀，制作的比较粗，完全冲着黄宗泽去看的，里面妈DAM的发型很好看，现在的TVB都没以前好看了！~            
(4星)	 希望有一天，即使我离婚带有一个小孩，也会想Madam一样，有个男人愿意照顾我            
(3星)	 怎么才能把电视剧拍得既有趣又包含了很多知识呢。            
(4星)	 好看~~~就是稍微有点烂尾~~~            
(4星)	 不要说像lie to me之类的。不要说仿。我还是喜欢看港剧。            
(2星)	 只給林保怡打2星。。            
(NA)	 炒粉哥 我真的好中意你啊~            
(3星)	 LIE TO ME额港版咯 好吧 其实胡定欣才是重点 还有 我很不喜欢黄宗泽~！            
(3星)	 凑合着看完了。            
(3星)	 虽说是仿剧，但演员的表演还是不错的。特别是最后的结局，轻松搞笑。既然是用休闲时间，追求的不就是这样的结局、这样的效果吗？            
(4星)	 后面变得没意思了，，，            
(5星)	 不知道里面的读心学在生活中是否适用，(*^__^*) 嘻嘻……            
(3星)	 如果不是有田蕊妮,我估计有点会中途弃剧..不过看到最后的那个Hug也值得了..真的爱上田蕊妮了.哈哈哈            
(3星)	 貌似跟Lie to me差不多哟            
(4星)	 虽然是抄袭的 lei to me  不过，林保怡的感觉还是很好            
(NA)	 微表情好明显额            
(4星)	 其实和lie to me 很像。。。            
(4星)	 后两个案子用了8集的篇幅，浪费，尤其是姚Sir生父的案子很墨迹~~结局感情戏太突兀，有失水准~~~            
(NA)	 跟室友看了点,,跳着看的            
(2星)	 shit坨坨            
(5星)	 黄宗泽            
(3星)	 这部算是TVB里面很少描绘感情的破案系列哦，建议一边吃东西，做事一遍听听看看就行了~~情节一般，但是好歹帅哥美女演技派集合嘛~            
(NA)	 喜欢田蕊妮            
(3星)	 抄袭的痕迹太重了            
(4星)	 lie to me 的翻版，混合港剧特色            
(3星)	 嘿嘿 为了学粤语。。。            
(4星)	 从LIE TO ME 到读心，感情戏多了点。比LIE TO ME通俗易懂些            
(3星)	 蹉跎之用，妈dam蛮嗲的。            
(NA)	 林保怡  黄宗泽。            
(2星)	 我看这个片子之前还没看LIE TO ME，整部看完后去看了下LIE TO ME，刚看开头的时候我就知道，《读心》输了，林保怡的看人在和蒂姆拉夫比简直太肤浅，也不是演技的问题，编剧应该负很大责任。小小失望。            
(2星)	 怎么看怎么觉得别扭，            
(3星)	 好有tvb特色的lie to me啊，微表情很夸张            
(4星)	 演员都很赞。案子么。。。一般吧。。。            
(3星)	 那个记忆宫殿挺符合我口味的            
(4星)	 鉴于黄宗泽。我的分还是很高的。鉴于林保怡。又是加分项。哎呀。我就受不了帅哥和型男。            
(NA)	 20集简短精炼。不管抄不抄袭，有人看，有收视，达到目的就可以。            
(3星)	 一般吧，都那套路~            
(3星)	 TVB越来越不行啦~            
(4星)	 一向喜欢破案类的港剧。            
(2星)	 lie 2 me 的港版 完全是冲着演员去看的~            
(3星)	 每天晚上吃饭的时候看一集，居然给看完了。。。真是一部囧片。。。            
(3星)	 港片即使山寨，也比大陆山寨的水平高很多，形式抄袭美剧，但港剧的魂一直没丢。            
(3星)	 &gt;&gt;粗糙的结局。。炒粉哥和炒粉嫂不太配。            
(3星)	 很多年以后继续TVB。。。继续学习粤语~            
(3星)	 Lie to me~~            
(3星)	 无谓抄袭之说。爱看TVB的，仍会喜欢~~//Bosco很有型，林保怡一如既往男人魅！！最后个案又是人格分裂，腻~~妈dam和姚Sir好得也太没先兆了，结局So仓促且不像结尾。            
(4星)	 虽然和lie to me类似 但是港味十足啊。就是收尾太草率                
(5星)	 赞            
(3星)	 不得不说，林叔叔，您老了啊            
(2星)	 山寨版lie to me            
(4星)	 貌似刑警的片子，我基本都爱            
(4星)	 比美剧的LIE TO ME分析上更细腻。只是这个结局也太仓促了吧！            
(3星)	 鉴证实录+lie to me么。            
(5星)	 神奇            
(3星)	 这结局也太仓促了吧，案件也不是太复杂~~~            
(4星)	 明明知道是山寨版的lie to me，但是黄宗泽的帅哥魅力依然强烈吸引着我每天及时更新观看，哈哈            
(3星)	  只看开头便可轻易猜到结尾的剧情，只有帅哥黄宗泽耐看。            
(3星)	 copy美剧lie to me，剧情乱跳，结尾草率            
(4星)	 20101109抄袭美剧 看完加一星 抄的也蛮不容易的            
(3星)	 因为林保怡看的。TVB的传统风格            
(3星)	 也许真的是太关注微表情，总觉得拍的实在是太做作了。而且真的是一点也没涉及法政上的东西。            
(2星)	 shiwang...            
(3星)	 学lie to me 学的还可以，哈哈哈            
(4星)	 最后个案子搞了这么久最后还是草草了事嘛，看看，那个结尾又虎头蛇尾了吧~            
(3星)	 刚想还有个电视能看看，没想也太快了吧            
(3星)	 感觉剧情少了点！            
(4星)	 不错啦。            
(3星)	 其实我觉得还蛮好看的么            
(3星)	 虽然比起美剧来差很远 但是还看得下去            
