http://movie.douban.com/subject/2983389/	寻秦记
(4星)	 经典翡翠台电视剧。             
(5星)	 看过的最好的穿越剧            
(5星)	 小说与电影的完美结合，这也是古天乐的最后部古装剧，遗憾啊~~            
(4星)	 那时的古天乐。            
(5星)	 一度是最喜欢的电视剧之一            
(5星)	 不晓得看了多少遍……            
(5星)	 这是偶看的第一部关于穿越的电视。无比经典。            
(4星)	 宣萱嗲~~~            
(4星)	 穿越剧很经典，最喜欢善柔，潇洒的女子            
(4星)	 黄易的作品通常大气又恢宏，有点色又爱卖弄历史，TVB改编后由古天乐饰演项少龙出来的结果有点意外惊喜。笑点很多，保留了原著的一些精华，虽然砍掉了不少枝节，整体上及格了。林峰初担任要角，中中肯肯。            
(5星)	 曾经的进店，太好看了            
(3星)	 越到后面越不好看            
(4星)	 穿越鼻祖吧 算不算            
(5星)	 很喜欢            
(3星)	 就挺好啊~            
(4星)	 好看。。冲着乐乐去的~~            
(5星)	 林峰很出彩            
(3星)	 每次都没看到结局就放弃了            
(4星)	 项羽的老爸是项少龙，这个最经典~~            
(3星)	 穿越啊穿越            
(4星)	 算是相当好看了。角色很适合古天乐演。            
(4星)	 据说是穿越的鼻祖~            
(NA)	 好看            
(NA)	 最后一集特别虐。。盘儿含泪挽留太傅留下可是太傅要去ZZS            
(4星)	 尤其喜欢一开始吃了巧克力那两个可爱善良的老人家            
(4星)	 那时候觉得剧情有点意思……            
(4星)	 让人思考得不到位。            
(5星)	 古天乐 林峰 宣萱 强档            
(4星)	 相当喜欢            
(4星)	 时空穿越剧的开山鼻祖，当然在我心中也是最高峰，其它类型片索然无味。。            
(4星)	 穿越的经典 ， 这个也是80必看的，黄易大师的大作据说跟书不一样，没看过书，有空补下。港剧经典            
(NA)	 给我逗的 当时不喜欢林峰呢……            
(3星)	 当时看的还行哈哈            
(3星)	 太久了忘记了。。。当年很迷林峰。。。            
(4星)	 经典穿越--111            
(5星)	 唯一看的穿越剧。            
(4星)	 啊~             
(4星)	 不错，蛮喜欢的，曾经通宵追着看            
(5星)	 这部片也是一经典！            
(NA)	 棒！！！            
(NA)	 一直觉得穿越剧是可以教育小孩们好好学习的  - -             
(4星)	 穿越鼻祖？哦不是 马克吐温才是            
(NA)	 只记得编剧还是挺用心的，还比较符合剧情的！            
(4星)	 经典穿越之一。            
(4星)	 还算是比较好的改编            
(NA)	 同意是部神剧。。但是发现没有古天乐的话这剧就好苍白啊。没办法港产小投入没办法还原黄易大大的种马神作啊            
(5星)	 很好的穿越剧，拍得很早，不俗。但是没别人那么喜欢滕丽名。喜欢这种风格的对话，有点点白话的味道，觉得这样才算是好            
(5星)	 虽然对原著改了很多，但还是很经典的~~            
(5星)	 古天乐太帅了~~~            
(4星)	 这算是拍的和好的穿越片子了            
(4星)	 好看好看  喜欢古天乐 宣萱  林峰            
(NA)	 很好看            
(5星)	 哈哈项羽他爹            
(4星)	 一开始我很难定性项少龙这个人，同学的一句话让我醍醐灌顶，项少龙就是一个种马啊            
(4星)	 小说更好看。            
(5星)	 最老早看的穿越剧吧             
(5星)	 看了好多遍了            
(5星)	 谁求谁　　春秋都只听天地号令　　天命　　谁能扭转运程　　谁无谁　　  乱局亦一样入定　　谁在篡改剧情　　别高兴　　别以为叫始祖　　万岁千岁都会依你意愿来营造　　下一世　　别理谁叫高祖　　别要赌　　天命最高            
(5星)	 好多个假期就播这一个能看的，不看都不行。            
(3星)	 远远没有书好看呀~            
(NA)	   很好看呀,感觉很搞笑,结局也不错............            
(5星)	 帅帅的古仔和少爷啊~~            
(5星)	 喜欢萱萱            
(4星)	 为什么啊？二女伺一夫？？？            
(5星)	 寻秦记可以说是穿越系列的一部经典作品，无与伦比！            
(5星)	 项羽的爸爸是项少龙！！            
(5星)	 项少龙的儿子叫项羽  哈哈 经典            
(4星)	 较之原著略去不少内容，而港剧的布景、人物造型、内容的衔接显得那么的不经意，但是，这仍然不影响这部电视剧的娱乐性。而古哥哥也是凭借项少龙一角走向偶像之巅峰            
(3星)	 作为原著饭，我很不高兴地说编剧你居然敢把纪嫣然删掉！            
(5星)	 因为这部电视剧，喜欢上了林峰~~            
(3星)	 我很悲哀的今天才看全它~~~            
(4星)	 这个才是穿越的巅峰与经典好么！            
(3星)	 开头太哈比了            
(4星)	 好看            
(4星)	 乐乐的最后一部电视剧 必须支持的            
(4星)	 不错！            
(5星)	 现在随便拿出一集，还是会马上看进去。很少有古装片让我这么神迷。            
(NA)	 峯少演的嬴政哈~~~            
(5星)	 当年第一次看穿越、古天乐还真是帅。            
(5星)	 看了蛮多遍吧，不过好像都没有看完整，嘿嘿，感觉很好。            
(5星)	 在當時來說，穿越的故事很新鮮            
(4星)	 最早的穿越還是TVB來得~            
(5星)	 当年迷倒不少人啊            
(5星)	 很经典的历史重编~            
(NA)	 这是让我彻底爱上古天乐的一部电视剧，40集我两天就看完了；喜欢项少龙这样的男人，幽默、睿智、痴情、勇敢，善用计谋却不失正义            
(3星)	 有时候，要拓开视野，多多包含。            
(5星)	 古天乐，帅！            
(4星)	 不错，不错。两个靓仔            
(NA)	 古仔+宣萱，完美组合。            
(4星)	 穿越鼻祖            
(4星)	 太爽了。。            
(5星)	 看过最多次的港剧            
(5星)	 经典中的经典啊            
(5星)	 小时候很喜欢的一部。。            
(4星)	 帅哥养眼！            
(NA)	 电视台放了太多遍了，受不了了            
(4星)	 很好看的穿越剧            
(4星)	 古天乐说“不~是吧~”的表情很有爱。香港人的娱乐精神很聪明很纯粹。            
(4星)	 古啊古啊古啊古            
(3星)	 古天乐的所有片子都应被视为糟粕。。虽然他其实演技尚可            
(4星)	 还是书好看，角色性格丰满，没被缩水，电视剧把两三个人缩减成一人，虽然故事还是讲下来了，但是缺少了书中的精神……比较受不了项少龙一天到晚的发明电，还是那句话，书里的内容比电视剧精彩百倍！！！但就电视剧来看还是可以的            
(3星)	 因“秦”而观之。从此之后，古仔远去到了大银幕。林峰的眼睛就是从这里开始学会灵巧说话的。这是我最讨厌的一部宣萱的角色的片子。            
(3星)	 大概是我不是太喜欢这个类型的吧。不过那个时候都没觉得古天乐帅呀..为什么大家都喜欢善柔..            
(4星)	 见到少爷的第一部剧            
(NA)	 爲什麽我當年看的時候完全沒發現這是基片？！            
(4星)	 宣萱嘴里喊着花真风情；即使现在我也没搞明白龙阳君的Cast是男性还是女性 = =||            
(5星)	 我的粤语长进不少            
(5星)	 本来是冲着古天乐去看，却从这里迷恋上少爷            
(5星)	 经典的穿越剧。            
(3星)	 突然发现我看过好多TVB....好吧..是TVBL            
(3星)	 开启了穿越的大门            
(4星)	 不错不错 很好看            
(4星)	 很經典的一出電視劇，幾好睇噶！            
(5星)	 穿越~            
(3星)	 电视台放的，没看全。。。所以搞不清情节。。。            
(4星)	 呢套剧长是长咗D，不过真是唔错噶。            
(3星)	 三菱镜再美又如何，他始终不是你的。            
(2星)	 穿越啊……            
(4星)	 穿梭时空剧的经典            
(5星)	 喜欢善柔...这部剧以后，TVB送走了古天乐，迎来了林峰，黑得很相似            
(4星)	 我的古仔~~~            
(5星)	 看的第一部穿越剧            
(5星)	 绝不能错过            
(5星)	 除了经典还是经典            
(4星)	 穿越的第一个电视剧，很搞笑            
(5星)	 真的好很看，喜欢            
(NA)	 穿越、穿越            
(4星)	 项少龙的儿子是项羽这个结尾，我真是ORZ了            
(5星)	 太好看了，除了古天乐，林峰也很好            
(4星)	 能改成这样没得说了            
(5星)	 我很喜欢的一部            
(4星)	 很经典的一部啊。。记得是初一看的。。一边在追流星花园，一边在追这个。。。            
(5星)	 乌廷芳！！！            
(5星)	 每个男人都想做一次项少龙。。。。            
(3星)	 宣萱 和 古天乐 真的好搭啊            
(4星)	 还行            
(5星)	 8婆就喺赞你好靓嘅意思            
(5星)	 当年等的我寝食难安            
(4星)	 最是那一低头的温柔            
(4星)	 虽然和原著差很多...可我就是喜欢 少爷的首次正式亮相~            
(5星)	 经典啊经典，那时候的古仔真帅的天昏地暗            
(4星)	 穿越戏当中的经典吧。主要是太喜欢古天乐了，在这部片子里也演的很出彩            
(NA)	 TVB的同学推荐给我，当时就一句话：fucking Nice!~            
(3星)	 很早很早看过，都快忘了。            
(5星)	   一代经典电视剧  很搞笑~~！！  百看不厌！            
(5星)	 大制作+古宣的再度合作 其实宣在剧中演出的是処ｦ个不同的角色 乌家堡大小姐以及后来磨难重重的凤菲 虽然不怎么喜欢这个女人 也非常不满意二女共侍一夫 所以最终的幸福居然也被我看的很淡泊 但宣萱在剧中的扮相实在是漂亮阿             
(2星)	 喜欢江华，不管正派或反派，都演出自己的味道。            
(4星)	 帅哥美女云集 大饱眼福            
(3星)	 这是我唯一一次不喜欢宣萱演的角色            
(4星)	 就喜欢穿越~~~            
(5星)	 多好多好看呢。穿越~~~            
(4星)	 拖了好久好久~~终于看完了，没有意外的结局，男人都会羡慕的齐人之福，就是项羽的出现有点雷人，还是很经典，喜欢粤语版的。            
(3星)	 穿越的鼻祖            
(5星)	 重新补了一遍，果然经典不可超越。师傅就这样抛弃盘儿了，看着好心疼。俩女主都挺不待见的，果然还是师傅和盘儿的CP更合我心。            
(NA)	 我要回古代赚钱去！~~~~            
(3星)	 如此的虎头，如此的狼身，如此的蛇尾            
(3星)	 年轻的古天乐            
(4星)	 看了原著我才知道，这片子有多么的清水，内牛啊            
(NA)	 很经典的一版            
(5星)	 多潇洒。            
(3星)	 喜欢 宣萱            
(3星)	 讨厌郭羡妮            
(3星)	 没有书好看            
(4星)	 为什么秦始皇要长生不老乜？……因为他要去找项少龙啊！XD养成系，赵盘就是个活脱脱的渣攻啊！            
(3星)	 高考那天也有看诶            
(5星)	 其实 我们在很早就学会了穿越            
(3星)	 3.5演绎得不错啊            
(4星)	 算是少数比原著好的电视剧了，原著里的项少龙简直是。。            
(5星)	 好啊 好啊 好            
(5星)	 这是古天乐的一大转型之作。不得不欣赏！            
(4星)	 古天乐还是呆在无线TVB的时候比较让人怀念            
(4星)	 无视历史好看就成            
(5星)	 我爱古天乐 我看的是粤语原声             
(5星)	 笑过，哭过，项少龙！            
(5星)	 心中的TVB经典！            
(4星)	 听粤语很有感觉，想听粤语才看的。            
(4星)	 古仔好帅！峰少那时候好青涩。            
(NA)	 莫看完            
(4星)	 大学时期就看过的电视剧。记得当时因为喜欢古天乐，所以疯了一样的在看。改编得很不错，很有港剧特色！喜欢。            
(NA)	 小说和片子都不错            
(4星)	 剧情改编的不错，古天乐最后的tvb剧。            
(5星)	 百看不厌！！            
(3星)	 古仔很帅，其他没什么说的，穿越始祖~            
(2星)	 之所以不太喜欢，是因为看过原著，情节和一些细节都被改动了。            
(4星)	 回忆大学时光            
(NA)	 还不错，虽然偏离原作，但自有可爱之处            
(4星)	 相当不错的穿越片哇            
(5星)	 大爱！！看无数次都不会腻 古天乐最帅~~~            
(3星)	 其实到后来，我就没看下去！            
(4星)	 经典穿越~~            
(5星)	 穿越就要拍的像这样            
(NA)	 这是我觉得最成功的穿越电视剧，古天乐把项少龙那个角色演得也是那么精彩，有个镜头让我特感动，就是项少龙为了挽回乌廷芳爱的那个love说的我眼眶都...            
(3星)	 冲着古天乐去的，现在好像又没啥感觉了            
(4星)	 前阵子看神话，然后后知后觉地下了寻秦记来看，现在真的很难得找到这么好看的古装剧了，经典啊~~~故事精彩，演员的表演也很到位~~~            
(5星)	 穿越剧的始祖 ~~ 经典！            
(3星)	 穿越得有点雷            
(5星)	 乐乐啊。。。            
(5星)	 穿越啊穿越            
(4星)	 启蒙我的又一部穿越            
(5星)	 搞笑、轻松            
(5星)	 看电视把它看全的，还在读高中啊那时候，古天乐是我曾经滴偶像            
(5星)	 一夫多妻制多么美好，初中时看的吧？曾经看完还正经畅想了好一阵子            
(3星)	 历史常考啊            
(5星)	 8年前在电视上追看此剧，如今只记得结局时项少龙儿子是项羽带来的震撼，现在重温一遍，依然精彩!            
(4星)	 比那个复杂的小说简化了太多，修改了太多。不过作为一个全新的电视剧来看，还是很不错的。            
(5星)	 从史实角度来看，说白话的项少龙说不定能和战国时代的人沟通的，但是神话却一定不行            
(4星)	 我足以相信很多人会因为这部剧爱上古天乐。            
(5星)	 好看又好笑..            
(4星)	 希望古天乐把那些个女人都给娶了            
(2星)	 香港是找不到漂亮女演员了么？            
(3星)	 那时的林峰怎么那么丑、、、            
(4星)	 少龙顺便把善柔也娶了吧~~            
(5星)	 很少看到的穿越电视剧……古天乐的项少龙风流潇洒机智，怪不得一众美人都倾情了……            
(5星)	 好怀旧呀            
(4星)	 前20集更轻松好笑，整天窝在网吧里等着后20集出来。是在太心水这个项少龙了，有点诙谐，有责任感，有点小花心，实在是个男版的“万人迷”！            
(3星)	 看来我们确实要好好学习，啥时穿越回去时，还能救命@            
(4星)	 我就记得古天乐回古代了.            
(NA)	 看过  有印象不过没什么特别的感觉，哦~~~对了，貌似受不了一夫一妻制可以回去~~~~            
(5星)	 超喜欢寻秦记的，因为有古天乐，也因为这部电视剧好看            
(4星)	 穿越的话..这个还算蛮不错的啦..            
(4星)	 我喜欢穿越中的经典啊。            
(4星)	 男人谁不想成为项少龙那样的大英雄？            
(4星)	 喜欢 宣萱 喜欢 郑雪儿...            
(3星)	 开始觉得是喜剧,可是越往后越喜不起来....            
(3星)	 最后二女享用一夫的结局很是让人惊讶。            
(4星)	 TVB~            
(NA)	 太有创意了，盔甲里面穿t恤，看过之后才知道不能随便改变历史，也许自己都会消失            
(NA)	 假如历史是这样的~ 有点拖沓的TVB 宣萱是最饱满的一个人物了            
(4星)	 那些女人里，善柔最好。            
(5星)	 古天乐实在是太适合了~            
(4星)	 想要弥补　俏君和徐飞的遗憾　哎　遗憾是无法弥补的　不过看到萱萱和古天乐演情侣，还是非常喜欢的            
(5星)	 多么奇妙的想象啊 可以认为它是穿越的开山鼻祖吗？            
(5星)	 哇哇~~居然还能有这个~~古天乐真是帅啊            
(4星)	 看得最早的一部穿越            
(5星)	 大学毕业，上班一年，最无聊的时候，刚发现迅雷这么个好东西。这是我用迅雷下的第一部电视剧，之前都是电影。还不会打包下载，一集一集的搜出来下载的。还因为下载，被网上打斗地主的一顿说，因为影响了网速。那时候超爱古天乐，现在也爱，只是他很少演电视剧了。那时候还不认识林峰，我现在那么喜欢他            
(5星)	 穿越剧中绝对的经典。            
(3星)	 前面蛮搞笑的，后面OK~~其实不是很喜欢宣萱那个角色还有那个公主的角色，觉得还是跟秦清比较配            
(4星)	 古天乐，太帅了。最好的穿越。            
(NA)	 第一部穿越类的电视剧~            
(5星)	 天乐天乐！！！            
(5星)	 看了神话，重温寻秦记            
(3星)	 没一次看到结局的~~~都是湖南卫视放的时候陆陆续续看的~~~不喜欢郭羡妮~~~            
(4星)	 穿越~经典~            
(5星)	 又系TVB难得噶一部好戏，好似系古仔最后一般tvb剧            
(3星)	 对穿越无感。            
(4星)	 算是我的第一部穿越吧……囧。            
(NA)	 我不爱啊！！！！            
(3星)	 因为古天乐和林峰才看的            
(5星)	 穿越时空的首创者            
(4星)	 为小古多加一颗星            
(5星)	 穿越剧中的佳作            
(5星)	 穿越小说们的爸爸,虽然他不黄了            
(NA)	 我还是觉得他和宣萱在一起好，不喜欢秦青。。。这是一部穿越剧            
(4星)	 第一部穿越片。还不错。            
(2星)	 编剧很失败，导演更失败。没见过这么蠢的女主角。比原著差不知道多少。            
(5星)	 必须的。。。看完电视剧还专门看了小说来着。            
(5星)	 和《九五至尊》並列兩部最喜歡的TVB無厘頭穿越片，近來翻看一次還是笑爆 XD            
(5星)	 我覺得項少龍就是個花心大蘿卜，見一個愛一個。不過如果我也遇見一個項少龍這樣的，像古天樂這麼帥，又對人好，我當然也願意當其中一個哈哈。不喜歡郭羨妮。一直覺得宣萱和古仔是很般配的一對。懷念TVB時期的古天樂，雖然身為電影咖的古仔演技是大有進步，不過我這種外貌協會麼，嘿嘿。            
(5星)	 最早的穿越电视剧，算是经典            
(4星)	 古天乐那个时候挺有魅力的 tvb的台庆剧质量一年比一年下降            
(4星)	 开始时喜欢项少龙  后来很痛心连晋 最喜欢项少龙，赵雅，盘儿之间的感情  朱姬和嫪毐也很感人  相反 项少龙的几段爱情都不喜欢            
(5星)	 穿越电视剧的翘楚哦，古天乐古天乐~~            
(NA)	 穿越            
(4星)	 好看 推荐看上半部分  呵呵            
(5星)	 经典            
(4星)	 好像完全脱离了小说。。。            
(4星)	 挺有意思的            
(4星)	 还是喜欢漫画            
(NA)	 按照知音体的说话，可以总结为&#34;一个男人和5个女人的超时空生死爱恋“            
(4星)	 属于早期穿越了吧~很经典~项少龙的儿子可是项羽呢~            
(4星)	 不喜欢郭羡妮            
(NA)	 时光机 能回去么 回去要干什么 不要了吧             
(NA)	 经典的穿越之作            
(3星)	 书比剧色            
(5星)	 太好看了  百看不厌            
(5星)	 最帅的古仔在这里            
(5星)	 喜欢古天乐和宣萱，很符合流行穿越风啊！哈哈~            
(5星)	 虽然还不错，但是还是喜欢黄易原本的小说版本。            
(5星)	 妙！            
(4星)	 每个暑假的少儿剧            
(4星)	 嗯，蛮喜欢古天乐在里面的表演的！            
(4星)	 大爱啊            
(5星)	 古天乐的经典为何都停留在电视剧上            
(4星)	 西楚霸王是我儿子?!...            
(3星)	 还是小说精彩~            
(5星)	 穿越剧里的上乘之作，刚穿越那会尤为逗乐            
(4星)	 题材挺不错的            
(4星)	 当年特看得特入迷。            
(5星)	 很不错的电视剧，喜欢古天乐！            
(5星)	 看了3遍。还是想看。。            
(5星)	 开始喜欢欣赏古天乐..正是从这里开始            
(5星)	 古天乐演的超到位啊！~            
(4星)	 真的是看不厌            
(4星)	 还OK            
(5星)	 经典TVB            
(5星)	 古仔改变肤色后最成功的电视剧~            
(5星)	 最喜欢的tvb剧            
(5星)	 古仔得视帝的又一作品~~~~            
(5星)	 第一次接触穿越            
(4星)	 挺好看的            
(4星)	 难得一部好看的穿越电视剧……少爷演得好棒！！！            
(5星)	 项少龙太帅了！！            
(5星)	 经典~古天乐啊~~捂脸。。            
(NA)	 哇~~為什麽我頭上頂個叉燒包啊~~~            
(3星)	 当我知道了原著，我就囧了            
(NA)	 看过几集，书倒是看的差不多了            
(5星)	 古大帅哥            
(NA)	 他的儿子不要叫宝儿 要叫项羽            
(4星)	 前半段还是蛮搞笑的            
(4星)	 时光穿梭的鼻祖            
(4星)	 古仔            
(5星)	 编剧真是辛苦了。。。            
(4星)	 第一次看穿越            
(5星)	 完美男人。。虽然有点假            
(5星)	 古天乐~            
(4星)	 黃易的小說，這部TVB改編的不錯。前一陣又看了一次……            
(5星)	 好看            
(4星)	 狂爱古天乐和宣萱啊            
(3星)	 不错            
(4星)	 好看            
(4星)	 为什么项少龙可以取了两瓢呢，我高估他了~~~其实我最喜欢善柔。。。            
(3星)	 没漫画好看            
(3星)	 真不喜欢这剧，不知为什么那么多人萌，古天乐那时候……            
(4星)	 穿越鼻祖？            
(3星)	 逻辑漏洞太多            
(5星)	 古天乐演技不错，很自然，很搞笑！印象最深刻的是赵盘受虐待后的性情大变，震撼啊，一个人的改变能如此大，能力能如此强，偶像            
(4星)	 还是连续剧清水啊，小说简直让我看不下去。            
(4星)	 古仔。你快回来！！！！！！！！！！！！！！！！！！！！！！！            
(NA)	 最大的印象是结局项羽的由来  让我喷饭  其次就是哀叹着现代的琴清怎么办            
(3星)	 当时还好 现在想想 是五雷轰顶            
(3星)	 郭羨妮好美~~            
(4星)	 恩··西楚霸王是我儿子？哈哈哈~很有爱涅~            
(5星)	 笑翻了            
(5星)	 同类影片中的绝对经典，智慧，演技，幽默，创意都可圈可点。            
(5星)	 好吧，我喜欢赵盘            
(4星)	 大爱项少龙            
(5星)	 是不是秦始皇遇到外星人了            
(4星)	 当年学习粤语的一部电视剧，因为刚出来时没有找到国语版，上半部剧情更精彩。为了古天乐和宣萱的话，绝对值得一看            
(5星)	 虽说是穿越 我还是不怎么喜欢            
(5星)	 经典，重温过好多次            
(4星)	 绝对经典啦,应该算是穿越的鼻祖了吧...            
(3星)	 和原著基本不是一个“色彩”了。但那种想象力和魄力还是多少有的。历史啊            
(NA)	 其实这部我真的没有连起来好好看过            
(4星)	 源于对黄易大作的喜爱 情节改动不少 然剧集篇幅有限有情可原 基本架构都在 演员+剧本才能无敌            
(4星)	 我就是冲着古天乐和宣萱去的~~            
(5星)	 穿越剧现在很火，可我怎么看都不如十年前的《寻秦记》好啊，既幽默风趣又故事性强，真是搞不懂为嘛            
(NA)	 喜欢 古天乐 这个人            
(4星)	 说不上喜欢也说不上不喜欢            
(5星)	 超好睇            
(5星)	 很经典！百看不厌！我们古天乐帅爆!            
(5星)	 特别好            
(4星)	 古仔还是很有型的~~            
(5星)	 喜欢这类型的古装片，喜欢里面古天乐哈灵            
(2星)	 不喜欢这种剧情，有点小雷人。            
(5星)	 在电视上看了好多次，喜欢            
(4星)	 还是原著刺激啊。。但是这部剧的人物扮相还8错。林峰刚出道在这部戏里表现还挺出彩。            
(3星)	 穿越劇!!!!!!!!!            
(NA)	 搞笑，好看！            
(4星)	 挺有意思的 穿越啊~            
(4星)	 粗糙            
(NA)	 好片！            
(5星)	 今生唯一一次穿越            
(NA)	 最早看过的穿越时空的片子了吧，现在很想回顾一下。            
(4星)	 这就是 传说中的 穿越 么            
(5星)	 当年租碟的第一部戏！！！看得我爱上了TVB~~~~            
(5星)	 虽然跟原著不太一样，但是觉得演绎的不错~            
(3星)	 那时，好喜欢那个公主            
(NA)	 宣萱啊··我的爱··呵呵··和古仔搭配·真是··太完美了！            
(NA)	 鸟            
(5星)	 绝对是经典...            
(4星)	 难得我看完的TVB剧集。            
(4星)	 我们家乐乐  还有一束发菜  嗯            
(5星)	 极为经典，百看不厌～            
(4星)	 第一次接触穿越 然后穿越就开始烂大街了 囧            
(4星)	 好看好看            
(3星)	 项少龙才没这么丑            
(5星)	 百看不厌··哈哈哈            
(5星)	 穿越的始祖。。            
(5星)	 特经典了，项少龙的儿子是项羽~~这部片子是我的大爱。            
(3星)	 我终于知道 原来项羽是项少龙的崽            
(4星)	 高中时候的剧 真的挺不错的后来还有再翻出来看，然后看了点原著 发现剧情改得远了点吧……一直为少龙怎么不选一束发菜而纠结，不然选雅夫人也行 不喜欢邬庭芳 性格明显有缺陷            
(NA)	 盘儿            
(5星)	 古天乐就是帅~！            
(3星)	 其实 郭羡妮 古装很漂亮            
(5星)	 实现了所有男性的幻想与女性幻想~~~            
(NA)	 喜欢古天乐            
(NA)	 古萱配的一个经典~            
(NA)	 被古天乐抢尽风头的戏，一直没有注意到黑黑的赵盘/嬴政原来是···            
(3星)	 帅            
(4星)	 书没看过,就看过电视剧,对秦王的身世的理解让人耳目一新,            
(5星)	 第一次看的穿越题材，呵呵~            
(5星)	 神一样的孩子~            
(3星)	 比原著好看。            
(5星)	 强烈推荐            
(4星)	 如果没有雪儿这个片子就完美了 我爱古天乐~            
(NA)	 其实当时我比较中意善柔哦……好吧其实系我比较中意滕滕            
(3星)	 第一次看一半就没看了，第二次才看完。。。            
(5星)	 最爱的穿越剧~            
(5星)	 在大学里重复重复再重复地看            
(3星)	 LOUIS最后一部TVB剧            
(4星)	 貌似很多人都将其奉为经典，不过我没看完，只是走马观花，觉得挺好玩的～            
(4星)	 不错~ 从这一部起对古仔越发喜欢~            
(5星)	 古仔凭这部戏当了TVB一哥，这都不给五颗星？晕死。。。            
(4星)	 蛮经典的            
(5星)	 我真不想承认这是我喜欢的最后一部古仔的戏            
(NA)	 再看的时候发现有王喜~            
(4星)	 只爱林峰。            
(4星)	 不喜欢项少龙，处处留情，没有原则！            
(4星)	 很不适应那种氛围  但还行！            
(5星)	 嗯，不错，好歹主线不是爱情，古天乐也很man            
(5星)	 经典            
(3星)	 穿越剧中还算不错啦，但没有什么特别的地方            
(4星)	 不错，经典            
(3星)	 太久了 已经淡忘了            
(5星)	 改编得很好，比原著好多了，超好看            
(4星)	 我超爱这部小说 电视剧虽然被改得面目全非 但是被娱乐化之后还算保持了原味的神髓            
(4星)	 还是很有喜感的，问题就是里面那几个女主角有点雷。。。倒是假嬴政的妈妈我很喜欢            
(5星)	 冷好            
(4星)	 在众多的tvb剧集里，较为喜欢的一部~而且是黄易的作品改编的！            
(5星)	 第一次看完記憶最深的一句話就是“SHIT，西楚霸王竟然是我兒子！”            
(NA)	 古仔好帅            
(4星)	 我看过好多遍~还是觉得很好看！！呵呵            
(4星)	 oo            
(5星)	 和爸爸一起看的！历史篡改的还真是富有喜剧色彩！喜欢古天乐！            
(NA)	 好看   我这看            
(5星)	 呵呵，古仔，当时的确是冲着他去看的。。。但在当时，这种穿时空的剧情甚是收瞩目的啊。。。            
(4星)	 不错的穿越。            
(4星)	 看了两次吧，第二次是陪着老妈看的~~~            
(5星)	 古天乐离开TVB之前的扛鼎之作吧，和台湾八大合作在气势上还是比本土之作大器多了。 古仔帅呆了，比书里写的正面了很多。            
(5星)	 以前通宵看的一部連續劇 ....            
(NA)	 两坨黑炭玩勾心斗角，凸显了秦王宫的气势恢宏。其实宣萱和郭羡妮的扮相我都不喜欢，一个是明明不是小三的女强人没事扮成了个像小三的样子，另一个是本来一小三硬要扮成不是小三的女强人样子。            
(4星)	 不错啦～项少龙……            
(NA)	 粤语版就是比国语版犀利            
(NA)	 穿越时空            
(5星)	 前半部非常有意思~            
(3星)	 和原著差太多了啦~            
(3星)	 故事里面的一些玩笑开的不错，编剧比较有想象力~            
(5星)	 是带着私心看这部片子的,因为喜欢古天乐和萱宣的情侣档,所以看这部片子之前就是冲着他俩能在一起看的...还好最后他们在一起了,虽然中间有个郭羡妮~也是从这时候开始注意林峰            
(3星)	 先看的书，再来看电视总是有点不满意！！！！！！！！！！            
(5星)	 觉得古天乐好帅啊            
(NA)	 也算是影视作品里比较早期的穿越了哦            
(4星)	 XD，主角纯情点也好～            
(4星)	 看的第一部广东话电视剧。纪念一下。            
(NA)	 相当经典            
(5星)	 这部片子让我第一次认识了林峰，一个黑黑的小子。虽然有人说他像古天乐，但我从来不那么觉得，他就是他。            
(5星)	 没办法是女人都喜欢项少龙啊            
(NA)	 古天乐啊古天乐……            
(5星)	 那时候的林峰就像小毛孩一样，被古天乐的风头完全盖了            
(4星)	 古天樂醬。            
(4星)	 林峰的巅峰之作，可惜他退步得太快了，那种坚毅的眼神从此再也没见过了            
(5星)	 古天乐很帅哦。            
(5星)	 电视剧比原版小说健康多了！            
(5星)	 当年真的觉得无敌好看~~从这部开始喜欢少爷和郭羡妮~~            
(NA)	 funny            
(5星)	 古天乐真是靓仔啊。            
(4星)	 古天乐真的很帅啊。            
(4星)	 古仔加林峰。            
(5星)	 比起援助，我还比较喜欢电视剧的项少龙            
(3星)	 寻秦记不如改成纪嫣然失踪之谜            
(4星)	 古天乐//因为此剧加深了一些对历史的认识。            
(4星)	 这部电视剧让我喜欢上穿越这个主题            
(5星)	 穿越的很上道啊~~~            
(4星)	 可怜的江华            
(4星)	 那時林峰在和古天樂比黑            
(5星)	 不喜欢秦清。。。            
(NA)	 大学回忆系列             
(4星)	 改了不少原著的情节~不过古天乐的演出还是很出彩的。p.s.峰少的秦始皇扮相很不错~            
(4星)	 古仔的巅峰期            
(4星)	 念念不忘的只有善柔            
(NA)	 如果可以，我也愿意回到战国。            
(5星)	 这部穿越不错            
(4星)	 最早穿越的            
(5星)	 他是G4自然战无不胜..bug也有..只是看过神话之后会发现这是穿越戏中的经典(现在不是将来就会是)!            
(3星)	 又一个穿越。。。            
(5星)	 其实挺好看的还，穿越题材来说            
(5星)	 算不算 穿越剧 鼻祖？！            
(4星)	 当年穿越还不泛滥的时候的经典穿越剧。看此剧的时候众女生都无比花痴琴清，在俺心中她就是一女神。过了几年以后又重新看此剧，居然发现琴清是郭羡妮，啊啊啊啊，俺的世界轰然倒塌。不过古灵精探以后，郭羡妮在我心中滴形象又那么好转了一点点。。。            
(4星)	 里面有一星是给古天乐的。            
