http://movie.douban.com/subject/2157131/	少年包青天
(2星)	 很多年后我才知道我被骗了。全TM抄金田一的。。。            
(4星)	 必须承认我看过= =虽然很不待见鼻孔教主，但是他演的这部还是不错的。            
(5星)	 还是周杰演的少年包青天最经典            
(4星)	 其实第一部还是不错的，虽然有些手法模仿了别的侦探片，比如柯南。同样是在初中看过，那时候还被里面的几个情节吓到。            
(4星)	 都是为了八贤王才看的            
(4星)	 很喜欢。            
(4星)	 哦哦~陈道明 什么叫气场 这就是            
(5星)	 白看不厌，周杰演的不错的            
(4星)	 当年超爱看啊，迷八贤王==            
(5星)	 少包还是这部最喜欢啊，任泉演的公孙策相当的有爱。            
(3星)	 诶~哪个时代的知名人物都逃脱不了被神化的命运            
(4星)	 超z1用~            
(5星)	 就这部好看点            
(3星)	 3部 我只看过这部            
(2星)	 最讨厌周杰了            
(3星)	 第一部还是不错的            
(4星)	 周杰，释小龙~李冰冰~嘻嘻            
(3星)	 全是抄的            
(4星)	 就完整看过这部 还是很不错的            
(5星)	 电视上每次放每次看            
(5星)	 还好啦  不错            
(3星)	 那月牙也许是被驴踢的呢？            
(4星)	 少年系列里最好的一部。            
(4星)	 只有第一部经典。            
(4星)	 虽然是抄，但是抄的还算中规中矩            
(4星)	 2000年            
(4星)	 明叔，八贤王和庞太师萌的我一塌糊涂。            
(5星)	 就喜欢就看第一部             
(3星)	 小学时爱看。            
(4星)	 当初看的时候也就一般吧，后来拍多了续就觉得烂了。对周杰印象真不好现在            
(4星)	 庞飞燕很可爱，鼻孔周还没那么讨厌            
(4星)	 平心而论，第一部的《少年包青天》是第二部和第三部无法企及的··            
(4星)	 0 0            
(3星)	 当时一集不落地看完了。            
(4星)	 推理断案，在我没接触国外剧集时这个绝对是很好看的            
(4星)	 看包青天的时候还没看过金田一……            
(4星)	 案子很悬乎~~喜欢这个憨憨傻傻的包青天~~我就喜欢看这种老片的感觉。            
(5星)	 很好  很好            
(5星)	 第一部最经典，中国的少年侦探片            
(4星)	 我喜欢破案~~            
(3星)	 中国版青年金田一么= =抄袭啊.            
(3星)	 造作周杰！！其实整部电视剧还算可以            
(5星)	 那段郁闷的日子，跟表姐半夜一起看，伴着外面黑猫的叫声，实在是赞            
(4星)	 果然按惯例来讲还是第一部比较好看。            
(5星)	 周杰的演技确实没话说..            
(4星)	 在家里重温了一遍，还是很好看的呀~            
(5星)	 清新自然不做作            
(4星)	 第一部真的蛮不错的。。。            
(3星)	 那时候冰冰的下巴还没整。。            
(NA)	 = =。            
(4星)	 忽略周杰            
(3星)	 =_=对小人和窗户上的黑脸至今恐惧万分            
(3星)	 原本打算给4星，想到抄袭了别人的诡计，少了一星            
(4星)	 至今为止大陆最好的推理破案片~            
(5星)	 几版包青天就周杰演的比较顺眼~后来陆毅邓超什么的就残了~            
(NA)	 呵呵 情节还蛮扣人心弦的            
(5星)	 吓得我晚上睡不着!            
(3星)	  它教会人们懂得从生活中的小细节去发现新事务            
(5星)	 不提人品，周杰这部演的确实不错            
(4星)	 无聊时挺有用的            
(4星)	 暑假偷偷摸摸看的，虽然初中的时候有些地方很害怕但是依然很好看            
(4星)	 干尸- -            
(NA)	 跟你比什么？比谁黑？比谁燃烧得更久？哈哈。            
(4星)	 可能是先入为主吧。后面几个演少年包青天的都感觉不如周杰。当时很喜欢的一部剧。            
(4星)	 四颗星都给道明叔            
(4星)	 我喜欢破案的剧。。。            
(5星)	 经典是值得每一代都去看的            
(4星)	 我喜欢看第二部            
(4星)	 算是挺经典的了，虽然剧情过于夸张。。。虽然一开始很反感周包拯，但是看到后面的两部我就知道我错了，人要知足.....            
(4星)	 周杰演的包黑炭确实不错             
(4星)	 周杰有点搞笑天分            
(4星)	 初中的时候看的，这么多年过去了，只记得八贤王。            
(4星)	 当年还是很迷的~只是续集太 狗血~            
(4星)	 包青天想问题的时候表情好单一            
(3星)	 初中时挺爱看的            
(4星)	 吓死我了 那时            
(2星)	 我曾经喜欢李冰冰            
(4星)	 看得吓死了啊！害怕的。。            
(4星)	 主要是剧本编的不错哦。。呵呵。。蛮灵还看过好几遍呢。。            
(5星)	 第一部还是蛮好            
(5星)	 精彩啊~            
(3星)	 小时候喜欢来着            
(5星)	 这部包青天无人能否认是最好的一部。            
(4星)	 任泉帅呀            
(4星)	 看了好多遍了都、、            
(4星)	 其实我觉得尔康很帅啊，但是一直不敢跟别人说。。。            
(4星)	 周杰童鞋，你不当五角大楼不是精分党翘楚的时候，演技还是很不错的。            
(NA)	 隐逸村之谜= =            
(4星)	 开山之作            
(4星)	 谁也没想到啊 当年的李冰冰 现在。。。呵呵            
(5星)	 国产看的不多，但这系列我百看不厌            
(3星)	 有些地方他们自己都说不圆，前后都对应不起来。            
(5星)	 最喜欢的电视剧之一            
(5星)	 少年时期最喜欢的剧集 第一部最有感染力            
(NA)	 哈哈以前我真的看完了！            
(4星)	 忘了是第几遍了，年年暑假都有，还是经典            
(4星)	 任泉不错，李冰冰变了好多            
(4星)	 喜欢任泉            
(4星)	 看移花接木那一集我还有点怕.哈哈哈            
(4星)	 小时候每天看完睡觉都在床上挺尸 安慰自己有被子鬼怪伤害不了我 后来想想觉得还应该保护下爸妈 就想鬼怪进不了家门= =            
(5星)	 我现在还喜欢……==小时候一个人呆在家看，音乐吓哭了我……            
(5星)	 无论从悬念设置、演员表演、剪辑节奏、音响配乐都是最好的，有些情节表现现在看来依然觉得脊背冰凉，很引人入戏。不管周杰这个人怎么样，但是他的少包无疑是三人中最经典的。如今的国产古装推理剧，也就属狄仁杰还可以与之比肩了。感谢潘老师当时筹拍了这么部经典的好剧啊！            
(4星)	 这两天一直在电视上重温经典~            
(4星)	 其实周杰这个演的还不错。而且剧情也不错啊。            
(3星)	 主要是这个爱摸鼻子的周杰实在不讨喜!            
(5星)	 话说第一部《少年包青天》还是挺好看的！            
(5星)	 我觉得，第一部最好看了            
(3星)	 公孙策很帅 呵呵            
(4星)	 部分吓人，饭时好片儿。            
(NA)	 周杰版的包青天真是……= =            
(5星)	 经典            
(5星)	 哈哈  每年暑假都会重播的  百看不厌啊             
(3星)	 把金田一和柯南这对冤家团结到了一起呵呵也是这部剧的长处了            
(4星)	 小时候蛮喜欢看的，不过后来逃逸周实在是...            
(5星)	 很好，很好            
(4星)	 爱破案罢了            
(4星)	 道明叔，真是太迷人啦~~~            
(4星)	 觉得这一部最好看，很吸引人..            
(4星)	 很多人都说这是最好看的一部少年包青天~            
(4星)	 相当深刻地狸猫换太子            
(4星)	 周杰这版最不错...看到陆毅就心烦= =...            
(5星)	 当时很喜欢很喜欢            
(4星)	 很多演员都在最后成名            
(5星)	 我竟然会想重温。            
(4星)	 小时候觉得好看的不行的电视剧            
(4星)	 啊哈哈哈哈哈我只是刚刚看见电视里又在放而已= =            
(4星)	 想看又很怕。当初也有一部分是冲着周杰去的。            
(5星)	 我觉得这部可经典了怎么办。            
(5星)	 虽然是个恐怖片，但是偶年轻时候灰常灰常爱看~~            
(4星)	 当时觉得周杰还是不错的            
(3星)	 抄袭,红果果的抄袭!            
(4星)	 小学生的电视剧名单            
(4星)	 少年包青天那一系列的二三四五xx部，只有这一部（第一部）好看。。。            
(2星)	 抄袭！            
(5星)	 一集不落，很精彩。这是周杰除了还珠以外，唯一一部还不错的戏。            
(4星)	 记得是预备班的时候看的，当时灰常灰常喜欢，每个案子都喜欢自己想想，猜猜凶手。我觉得是三部少包里最好看的。            
(3星)	 其实算不错了            
(5星)	 周杰的版本最好。            
(5星)	 儿时的记忆最喜欢的第一部            
(5星)	 最喜欢的包青天            
(4星)	 这个回味期长            
(NA)	 蛮不错的~任泉有爱            
(4星)	 有抄袭之嫌啊，不过就喜欢第一部            
(4星)	 这部比较好看            
(1星)	 抄袭日本的金田一少年之事件簿，强烈鄙视。            
(NA)	 这部片子看过不止一遍了，大一第二学期，作为我们寝室的怀旧电视剧回顾榜单上的榜首，我们四人在寝室里看了够黑天瞎地的，一起看的感觉就是不一样啊            
(3星)	 忽然发现我小学狠看了好多电视剧呢            
(4星)	 噩梦的回忆啊            
(5星)	 啊啊啊啊啊啊啊啊啊啊啊啊啊好喜欢啊~~~~            
(4星)	 特喜欢那歌。当年觉得很好看            
(4星)	 中国版的柯南            
(5星)	 经典~            
(4星)	 经典版            
(4星)	 还是第一部好看            
(5星)	 小时候            
(4星)	 有时候揭露真相不见得就是好事。            
(4星)	 四颗星完全是为了让我痴狂的八贤王点的            
(NA)	 小时候看得吓得睡不着。血腥啊            
(5星)	 2000年7月            
(4星)	 里面的包拯挺搞笑的，外观形象很传统，但内心形象塑造很不同寻常，值得一看            
(4星)	 周杰演的第一部案情很好看！            
(5星)	 真喜欢释小龙~~我年幼时的偶像~~还有明叔，，，好有魅力啊~这部剧整体素质都很不错，演员，剧本，服装场景，还有音乐棒！            
(3星)	 妈的，吓死人类。。还有那个时候的释小龙多可爱。。            
(4星)	 1比2好看            
(NA)	 有一集干尸的忒他妈恐怖了            
(4星)	 偶还是最喜欢第一部~            
(5星)	 经典 有诚意~            
(4星)	 看完&lt;占星术杀人魔法&gt;我才知道里面抄袭            
(4星)	 今天竟然看到电视台有放！！            
(4星)	 楚楚。那时候大爱李冰冰。周杰的表演也到位。            
(3星)	 最爱这个版本啦            
(NA)	 本来是很喜欢的但抄袭…………尤其是你还抄的我看过的小说不训你都对不起自己            
(3星)	 包青天：啊，好多小尸体啊            
(4星)	 虽然周杰的名声不好，但这部电视剧的确拍的不错。            
(4星)	 不应该是庐州才子嘛，怎么变成扬州了            
(NA)	 算我为数不多喜欢的电视剧 其实我翻看觉得很腐..            
(4星)	 从彼时就开始赞李冰冰了。。            
(3星)	 我搜了下任泉而已==            
(3星)	 我到现在才发现满满的JQ= =            
(4星)	 还是这部好看            
(5星)	 我觉得很精彩            
(3星)	 偶...年轻的鼻孔君。            
(5星)	 最喜欢第一部,第三部也过的去            
(3星)	 和奶奶一起看的。奶奶总说“ 喏喏喏 这就是坏人”            
(5星)	 高分因为任泉和释小龙。。。还有庞飞燕。。。            
(5星)	 好看  喜欢这类电视剧 周杰版的好看些比那些版            
(3星)	 初中巨爱看            
(4星)	 古代侦探剧的鼻祖！当时可爱看了            
(4星)	 周杰难得被俺表扬            
(5星)	 国产剧的经典啊            
(4星)	 国产推理剧啊            
(NA)	 第一部好看            
(4星)	 我是相当的喜欢啊~            
(4星)	 周杰鼻孔真大，但是为了当年有些被吓到。4星吧            
(5星)	 经典            
(4星)	 http://www.youku.com/playlist_show/id_3998095.html            
(5星)	 n遍            
(3星)	 周杰真能硬抢戏。            
(4星)	 第一部还好其实            
(4星)	 小时候陪伴我的，那时候觉得李冰冰好漂亮，现在看差远了。拍的挺用心的            
(NA)	 后来喜欢上陈道明之后，才领悟到八贤王就是他演的。            
(3星)	 片尾曲很好听、、很讨厌周杰·就是这样            
(3星)	 暑假打发无聊的时间吗            
(2星)	 GJM            
(4星)	 真相到底怎样，十年前的我总是很焦灼。            
(3星)	 没有福尔摩斯好看。。。。。。。。            
(3星)	 撇开周杰个人垃圾的人品 这部剧他演得不错 这部当年真好看 我还记得很多情节模仿的柯南 囧 我就是这部剧认识李冰冰的 并且觉得她很英气            
(5星)	 好看！            
(4星)	 不错~喜欢庞飞燕和公孙策~~~包拯有点假~ 呵呵            
(4星)	 这部很好看            
(4星)	 中国柯南 哈哈哈哈哈哈            
(3星)	 周末填充物。。。看完又怕。。            
(NA)	 喜歡這類            
(2星)	 抄袭！            
(3星)	 小时候看这个会害怕            
(5星)	 3部都看了 还真是一部比一部差1是最好看的            
(4星)	 以前每集都守着看，破案很精彩的。            
(4星)	 现在看起来也许一般，但是小时候看，留下深刻印象            
(4星)	 八贤王~~            
(4星)	 只有第一部最赞，其他都挫到渣            
(3星)	 =_=不知道為啥就記得包拯那句··&#34;好多小屍體！&#34;··            
(4星)	 不喜欢周杰本人……            
(NA)	 少年包青天出了很多部，但是还是觉得这部最经典。            
(2星)	 山寨的厉害了            
(3星)	 个人觉得周杰在这部片子里面的演技还不错，当然，也仅限于此部            
(4星)	 从这里开始喜欢看侦探小说！！            
(3星)	 里面有一个故事抄袭柯南。。。。隐逸村那几集我觉得好恐怖            
(5星)	 最爱推理类~~最爱包青天            
(5星)	 现在的周杰真叫人失望            
(4星)	 如今冰冰姐成了一姐，包大哥。。。            
(4星)	 据说剧情山寨自日本            
(5星)	 喜歡這裡面那個白玉堂~            
(4星)	 第一部很精彩。            
(5星)	 《少年包青天》系列中最喜欢的就是周杰演的第一部，虽然剧情不是很复杂，但也不至于夸张。周杰也每次都是表演用力到假，有点过，但是三个包青天中还是看他最顺眼，最像包青天……也最喜欢第一部中包拯和楚楚的朦胧情感。不过更喜欢第二部中包拯、公孙策和展昭的友情。            
(4星)	 还是一样故事不错 就是某些演员演技不是很好            
(4星)	 抄袭大作,还是很不错滴            
(4星)	 当年狂迷柯南，看到这部赤裸裸抄袭柯南的剧集不停地骂...........又停不了看= =            
(4星)	 还是拍的不错的悬疑古装呢            
(4星)	 当时特别喜欢            
(3星)	 第一部还是不错的            
(4星)	 看了好几遍的，很怀念            
(3星)	 还是第一部最自然最精心.            
(NA)	 小时候当恐怖片看来着            
(4星)	 挺好看的，就是周杰这个演员脾气不太好            
(NA)	 周杰继还珠之后演的最好的 - -            
(3星)	 鼻孔            
(3星)	 还成。主要是俺喜欢探案一类的电视剧            
(5星)	 虽然我不 怎么喜欢周杰，但是我还是最喜欢他 这个版本的 包青天，好看！            
(2星)	 清朝第一鼻孔男又来了            
(4星)	 五角大叔那时就开始有点不太正常了...            
(4星)	 好吧。不说演员。案件挺好的            
(5星)	 片尾曲不错，那时的李冰冰很美，庞飞燕印象很深，可惜后面演了秋蝉后就很少演戏。第一部的释小龙还是娃娃脸，让人难免想起旋风小子的时候，嫩嫩的，却也可爱至极。            
(4星)	 虽然大量抄袭了古今中外的推理探案剧，但本土化地十分成功            
(4星)	 以前看的时候又看又怕……            
(5星)	 说实话，除了周的“玄奘”念成“玄装”外，不外乎一部不错悬疑推理片。虽然中国没有自己的推理故事            
(4星)	 小時候看的時候覺得案情很好的            
(2星)	 我觉得这部剧有点假。            
(4星)	 还是觉得第一部好看。            
(5星)	 好玩又害怕~包青天系列都看了，这部挺经典的            
(3星)	 还行，挺不错的国产推理类偶像剧。可惜演包青天的周杰，艺德和人品都太差，以后再也没兴趣看他主演的电视剧了。            
(NA)	 那时候超级喜欢看...            
(4星)	 周杰版本的我最喜欢            
(4星)	 虽然抄袭很多，但是1真的是最好看的            
(4星)	 害PIA，睡不着觉            
(4星)	 虽然不喜欢周杰，但是这部剧的确不错            
(5星)	 周杰居然如此正经！            
(2星)	 没有一个案子不是抄的～～～～～～～崩溃～            
(3星)	 因为任泉才看的这部片子。            
(4星)	 除了周杰其他都不错~            
(4星)	 青天啊青天 你怎么那么像金田一呢？            
(5星)	 纵观了童年的惊悚= =            
(4星)	 少年包青天也就数这部最好看了...            
(NA)	 电视上总播，很多都是无奈            
(5星)	 虽然周杰很讨厌 但是小包他塑造的还是很成功的            
(4星)	 虽然释小龙长大了            
(4星)	 当年相当喜欢庞飞燕和公孙策，河边那段看得我心驰荡漾啊            
(4星)	 还是有点意思的　研究很久后觉得周杰的眼神很有电视剧特色哟　周杰很像一个旧友            
(4星)	 初中好像看的还挺上瘾的            
(4星)	 虽然老是抄抄柯南，抄抄金田一啥的，觉得还是拍的不错的            
(4星)	 喜欢看            
(4星)	 年幼的我当时看起来蛮吓人的，从这部电视剧开始知道了金田一，并且喜爱上了金田一这部漫画...            
(3星)	 想当初很迷这部，内地第一次出那么好看的关于破案的，还很悬疑，就是还喜欢，就是后来的换角、续集，完全毁掉，唉......            
(3星)	 包黑炭啊            
(3星)	 。。。            
(5星)	 第一部最精彩            
(3星)	 周杰演技烂啊烂            
(4星)	 还八错，片头片尾曲好听            
(3星)	 案件蓝本好多是俺最喜欢的金田一的...诶~也就为了明叔~            
(4星)	 第一部总是好的吧            
(4星)	 其实。。。真挺好的，那谁就不说啥了。。。            
(3星)	 除了周杰，演员都很不错。            
(2星)	 净抄《金田一》 受不鸟啦！！！            
(4星)	 无视周杰。。。            
(5星)	 这不是童年心中的no,1么            
(3星)	 最经典的部分，居然是金田一里面的故事……            
(3星)	 当时我还没觉得周杰那么讨厌呐~            
(4星)	 真美想到当时喜欢的周杰居然是这种人            
(4星)	 我希望庞飞燕嫁给公孙策            
(3星)	 这版还挺好看的            
(2星)	 当时曾经追过，不过现在在看觉得这就是一部弱智的儿童片~~            
(4星)	 当年尊青涩啊...任泉泉傲娇最高~~=w=            
(4星)	 说实话当年觉得第一部还是有看头的，主题曲的旋律也可以的~            
(4星)	 这部片子播放的时候我还是看得很HAPPY的，就是为毛案情都是抄袭侦探漫画的呢？难道是X漫的真人版？            
(3星)	 剧情还是可以的            
(5星)	 第一部的少包的确很经典            
(3星)	 BJ人品下作，狂抄金田一和柯南，但和后面两部相比，第一部还算过得去了            
(4星)	 就记得释小龙小时候可爱死了。            
(5星)	 重播多少次我都乐意看            
(4星)	 喜欢的            
(4星)	 虽然不喜欢周杰~但是少年版包黑子~还是第一本最好看~            
(5星)	 10年前看的 很喜欢 满分            
(4星)	 我看得挺津津有味的            
(3星)	 我就是看悬疑的...            
(5星)	 抄袭大作！！！腐剧！！！            
(3星)	 公孙美人哇～            
(4星)	 周杰的鼻子和我外公一样            
(4星)	 虽然几度不ＤＪ周杰　不过但凡探案我都喜欢            
(3星)	 释小龙长大了……不好玩了            
(4星)	 好看，看了会让你感到心惊胆战！            
(4星)	 好看，周杰演得不错~            
(4星)	 高中时一边做作业一边看……            
(4星)	 挺好挺好            
(4星)	 第一部是最好看的            
(4星)	 tv            
(4星)	 记住了周的瞪人功力            
(3星)	 不知道说什么的剧……哈            
(1星)	 我叫你抄金田一！            
(5星)	 只有第一部能看~            
(NA)	 悬疑  很有看头            
(4星)	 这是最好的包青天，可惜了            
(4星)	 还是不错的~~~我喜欢公孙策和庞飞=。=主要喜欢任泉~            
(4星)	 一晃也过去10年了            
(4星)	 第一部最好看。后面都很烂....我的小龍也長大了唷(＾Ｕ＾)ノ~ＹＯ             
(2星)	 尔康 代表月亮惩罚他们！            
(3星)	 小时候看这个还有点怕呢···            
(1星)	 抄金田一的没出息~            
(4星)	 还是第一部好            
(3星)	 名侦探包拯+包少年事件簿╮(╯_╰)╭            
(1星)	 看过一点，没意思            
(1星)	 烂货！            
(4星)	 这个。。。虽然严重抄袭（BS下先）在还没想那么多的我的小学时代还是很喜欢的~冰冰啊还是纯朴点好            
(5星)	 我记忆里很经典的一部。也是看了很多遍。            
(4星)	 白白净净的公孙策~            
(5星)	 真好看呀真好看            
(4星)	 不错            
(3星)	 第一部其實還行 按我當年的標準            
(4星)	 感觉是三部里面最好的一部，尤其是包拯，感觉周杰这个角色塑造的还是很不错的，比起呆呆的陆毅            
(3星)	 其实现在看的话他就是个小腐剧            
(4星)	 跟陆毅邓超比起来我居然最喜欢尔康！何况还有明叔！            
(3星)	 喜欢公孙策。。就是戏份太少。。            
(5星)	 挺好看的，第二部，第三部不如第一部            
(4星)	 有点吓人，有点好看~~            
(4星)	 汗，我觉得还是比较好看的，女主也比后面几部的顺眼许多，虽然案件GJM成份太多……            
(2星)	 超级反感。。。抄袭金田一            
(4星)	 断案的，当时喜欢。            
(5星)	 那时候天天看            
(4星)	 LOLI时代最萌的公孙策啊&gt;_&lt;花痴中~~还有陈道明这个美大叔~展昭这个萌正太~~话说傲娇的庞飞燕也是萌物啊！！！            
(4星)	 那时候你还没被喊做五角大楼~            
(4星)	 八贤王帅呀            
(2星)	 周杰，不喜欢，换了他，我就会再看。不过里面的案件很扯吧。无聊            
(4星)	 还可以！            
(4星)	 -我特喜欢看 哇咔咔~            
(4星)	 多年以后当我读完岛田庄司的占星术杀人魔法时，我才知道自己在早N年前就已经被这部少年包青天给残忍的剧透了。隐逸村之谜跟占星术杀人的手法一模一样，囧死我算了。            
(NA)	 当年觉得有几个案子很好看            
(5星)	 感情戏很重。。            
(4星)	 初中？高中？            
(5星)	 哈哈。当然爱            
(NA)	 小学时代的回忆            
(5星)	 其实我真觉得第一部很幽默。            
(4星)	 总喜欢侦探的~            
(5星)	 童年回忆啊。这几天在重播，我为了看它放弃了宝贵的复习时间~~~            
(3星)	 hehe            
(4星)	 这部最好            
(4星)	 气死我了，超柯南的原话！不过第一部还是可以的，个人觉得庞飞燕很可爱的说(*^__^*) 嘻嘻……            
(4星)	 小时候很萌            
(NA)	 中国很少这样的剧            
(NA)	 忘了cdm八王爷了，罪过~周杰这个理性的家伙看似不会跳槽了            
(4星)	 算是好看的国产片了，但是太会抄袭了……            
(5星)	 周杰唯一可以看的片子= =+            
(4星)	 小学时的害怕却又无法抗拒。            
(4星)	 虽然很多情节与XXX雷同，但是，这还是少年包青天系列做好看的一部            
(4星)	 不错不错            
(4星)	 公孙竟然是任泉演的 欧 真是好看 我也爱释小龙 李冰冰真是美貌啊 ...原来周杰是尔康!!!            
(4星)	 小学1年级（也许）的追捧啊，很爱看，看后却又很害怕。            
(3星)	 別人都說是奶油包青天，笑死我            
(4星)	 初中里，是又胆小害怕又想看……            
(5星)	 太经典了。            
(5星)	 喜欢周杰，三部的包青天他最有型~            
(5星)	 我小时候会唱它的主题曲~  (当然现在也会)            
(3星)	 故事都是抄袭的            
(4星)	 好歹小时候这么喜欢的            
(5星)	 安徽卫视啊，我的假期生活。在当时看来还是很经典的。            
(4星)	 少包里就这部能看            
(5星)	 小时候很爱周杰            
(4星)	 遥远的那时候              
(4星)	 周杰演得好            
(3星)	 喜欢推理类的，这个系列我还就是这个第一部看了最全了            
(2星)	 除了抄袭还剩什么？            
(5星)	 周杰演的好看~            
(3星)	 不少劇情，有抄襲金田一的嫌疑。            
(3星)	 当时还是很喜欢，只是当时...            
(4星)	 当时也很爱看。            
(4星)	 第一部虽然各种COS金田一+柯南，但是也算是新突破了。之后的。。。。            
(3星)	 虽然年纪大了以后知道九成抄了金田一和柯南，不过至少让我娱乐了一段时间            
(4星)	 我很喜欢周杰这版的少年包青天 颇有侦探电影的感觉 饿……至少在我看的那时候给我这种感觉……            
(NA)	 三版里面 就这版最靠谱 虽然剧本大都偷的金田一一的漫画 但是周杰表演大智如愚的包拯倒真是眼前一亮 没有陆毅版的刻意 或是王学兵版的呆板又或者邓超版的毫无印象 又或者邓超其实没演过包拯 只是他的黑脸张无忌太深入人心而已            
(3星)	 国产探案剧 最垃圾的地方就在于太拖拉 不知道主题是什么，这还好，关键是演的还不伦不类。至少要学学港台探案剧。片首曲歌词还是不错的            
(2星)	 两颗星是给陈道明先生的。此剧存在的价值仅仅在于他饰演的“八贤王”。            
(5星)	 特别是那个蒙放老师那集，，看的我晚上做噩梦不敢睡觉            
(5星)	 表里不一的人物塑造            
(3星)	 几个案子还不错的，虽然到处是别的片的影子，几个主角的感情线太2了……            
(4星)	 很不错~            
(4星)	 少年包系列，看来周杰和陆毅的版本，后来邓超的版本处理，看来下造型就被吓着了，唉，但坦言之，鼻孔周和陆帅哥的两部还是不错的，几个冰冰也挺吸引人            
(5星)	 复习了无数遍。            
(4星)	 小时候很爱看呐，觉得还是第一部最好了            
(5星)	 认识了李冰冰这个可爱的女孩子            
(4星)	 最喜欢看的就是周杰的版本啦...每次转台看到就会停下            
(4星)	 想你当年荷风微摆的衣角            
(5星)	 还是这一部最经典            
(5星)	 剧情            
(4星)	      案件很精彩，老黑很面瘫~            
(2星)	 刚刚播放的时候我气得直冒烟~~~偶（自小学三年级起）可是金田一的超级FANS哎！！            
(3星)	 抄袭柯南和金田一的案件的说            
(5星)	 包青天系列里最喜欢的一部虽说剧情很多抄袭金田一  但演员们的诠释还是很到位的            
(5星)	 就是喜欢            
(3星)	 小学的时候 看的 吓死了            
(3星)	 将就看            
(5星)	 这个系列 我都喜欢 好看            
(2星)	 抄吧            
(3星)	 好PIAPIA诶...            
(3星)	 本来很喜欢，可后来看了少年金田一，唉，不说什么了，赤裸裸的抄袭啊！！            
(3星)	 这部还是满可以的~            
(5星)	None
(3星)	 虽然听说是抄袭,但侦探片就是爱啊.周杰演得不错的,比陆毅那版好多了.            
(4星)	 还好吧            
(5星)	 真相只有一个---柯南？呵呵。非常好看，看的很带劲，一直到晚上3点多，结果第二天困的吃不住，然后第二天晚上一不小心又看到3点。。。汗不过隐逸村之密那段有点吓人，家里保留着干尸啊。。。。。。。情节很紧凑，扣人心弦啊，就是集数少了点，能有60集就好了:-)            
(3星)	 这版还成            
(4星)	 哎哟哟。初中特喜欢特喜欢的破案来。            
(5星)	 管它仿金田一还是福尔摩斯，总之我还是看得很起劲= =            
(4星)	 虽然抄袭 但还是鼓励下内地的电视剧吧 反正我没看过原书            
(2星)	 内地拍的推理片总觉得很怪~            
(5星)	 小时候暑假看了好几遍啊~            
(3星)	 蛮花痴的……            
(5星)	 小时候迷啊~            
(3星)	 =,=#吓个半死啊~            
(5星)	 经典            
(5星)	 在周杰演的电视剧中，我还喜欢的一部。            
(4星)	 我觉得还蛮吸引人的 推理            
(2星)	 傻。。            
(3星)	 只有这一部能入眼啊            
(4星)	 就是有抄袭            
(4星)	 其实我很喜欢公孙策和飞燕的那对。。。可惜故事大多是抄的            
(3星)	 金田一翻版，不过不至于连音乐都搞一样吧            
(2星)	 无语////            
(NA)	 可爱的周杰-0-            
(5星)	 与第二三部相比，其实第一部更好看。不过，这也是个定律了。            
(4星)	 小时看的~还会觉得怕怕！            
(3星)	 抄袭金田一！抄袭柯南！            
(5星)	 第一部 超精彩的 也超可怕的&gt; &lt;            
(5星)	 虽然据说是疑似抄袭 但是我觉得很好看            
(4星)	 案件有相似就不说了，不过我爱庞飞燕。            
(4星)	 还是最习惯周杰版的少年包青天            
(3星)	 小学看的，那时候特宽容，觉得什么片都好看。            
(5星)	 三部最好看的就是第一部            
(NA)	 高乔的那段最好看以前还一直以为片尾曲那英那个是李冰冰唱的 啊 太对不起人家了            
(3星)	 看了做恶梦的            
(4星)	 里面的飞燕，讨人喜欢啦。            
(3星)	 这个也是许久许久以前看过的啦            
(4星)	 那时看周杰和李冰冰配在一起觉得真顺眼！            
(5星)	 八贤王！！！            
(3星)	 看的时候觉得还8错。。            
(4星)	 别的不说，周杰演的包正确实很棒，台词就比其他人好很多，任泉也很棒            
(4星)	 盗了金田一和柯南。            
(4星)	 据说这是金田一的真人版 不过当年看来还是优秀作品            
(5星)	 很经典的一部            
(3星)	 当年一天到晚吃晚饭的时候放            
(2星)	 山寨哎            
(5星)	 这部开始喜欢上了李冰冰。。。            
(3星)	 感觉这部最好。。            
(4星)	 虽然看里面的案件很熟悉，但还是不错滴……            
(4星)	 这眼神犀利的！            
(3星)	 当年居然觉得周杰还挺顺眼。。            
(5星)	 头一部最好看。            
(5星)	 大爱庞飞燕            
(2星)	 少包            
(3星)	 test            
(5星)	 少包- -            
(1星)	 垃圾            
(5星)	 除了何家劲的版本，最喜欢就是这个了            
(3星)	 周杰德版本不错，当时挺爱看的，现在想想真是假的~~~~~            
(4星)	 其实我还是觉得这个多好看来的，看了好多遍嘞，几乎也是到了假期就又会放的，哈哈，刚刚买奶茶发现西游记又在放了            
(4星)	 蛮好看的            
(3星)	 !            
(5星)	 周杰这版挺好看，气氛渲染不错            
(4星)	 很值得人去欣赏的一个片子~            
(5星)	 唯一一部我觉得他演得很好的戏，也是唯一一部我觉得后来者再帅也比不上他的戏            
(2星)	 清官变神探，会不会扯了 一点？            
(NA)	 超级喜欢            
(5星)	 爱得,第三部就算了            
(3星)	 李冰冰比范冰冰好多了            
(4星)	 看来我从小就对逻辑推理很是喜欢            
(4星)	 整个系列的最经典一部, 导演以一种亲切的方式去呈现整体效果, 再加上大量精采配乐, 很有力度的一部片.            
(3星)	 正义的化身啊 以前还有点怕看的            
(4星)	 抄袭无数啊啊~            
