http://movie.douban.com/subject/1878360/	金枝欲孽
(5星)	 真的很好看~            
(5星)	 OK的。            
(5星)	 黎姿最美！！            
(5星)	 黎姿还能更美么。。。            
(3星)	 看太晚了，看过后宫甄嬛传  这个还真不怎样            
(4星)	 佘诗曼真不好看            
(5星)	 情节很紧凑，但是皇上太老了，林保怡也不够帅！            
(4星)	 越到后面越拖沓。结局很成功。            
(4星)	 当时看的那个欲罢不能啊            
(5星)	 你让我对宫廷剧迷恋一时，我喜欢玉莹，喜欢黎姿。            
(5星)	 经典            
(5星)	 这部戏里没有彻底的好人，也没有彻底的坏人。不过本性都是善的一面，除了像“皇后”这样的人。。喜欢安茜的明泽保身和复仇时狠劲，喜欢玉莹在利用孙白杨时的手段和一直对她额娘那种深深的爱，喜欢尔淳的表里不一和最后的觉醒，喜欢如玥那种王者的气质以及成全孔武和安茜的气量。。。            
(4星)	 最愿是安茜姑姑的与世无争,处变不惊,不得不时,偏爱玉莹,看懂亦不点穿,大家都是戏子,不过是做戏,各取所需罢了。            
(5星)	 绝对五星。            
(5星)	 问世间，金枝之身遇见怎么样的劫，才逃不开这样的孽？            
(5星)	 啊 看那么多清宫戏还是觉得&lt;金枝欲孽&gt;最经典不过!            
(5星)	 好揪心啊            
(5星)	 经典的后宫争斗戏~~~台词也经典~~正！            
(4星)	 这个一定要看~~很好看呀~~真的不亏是年度大剧~~呵呵。。好吧，唯一的问题是最后活着的两个人算什么名堂呢？？编剧就是让人郁闷            
(5星)	 不爱宫墙柳，只被前缘误。都不过为一个“情”字。            
(5星)	 现在开始看懂一点了            
(5星)	 TVB最好的作品            
(4星)	 TVB最后的辉煌            
(4星)	 看女人勾心斗角。            
(5星)	 这是唯一一部我看过后喜欢上所有男女主角的戏。就是这部戏让我对佘诗曼印象深刻。            
(4星)	 高三逃课回家看大结局，哭的那叫一个惨            
(4星)	 和媽媽一起追完的。。            
(5星)	 假如我不给他们打五分，那么老娘就要打我~~~            
(5星)	 整个梳化服都做得不错，但我觉得最美的还是梁铮；最爱的人物不用说了，哈            
(4星)	 黎美人怀了龙凤胎啦！！            
(3星)	 感觉没有吹的那么好            
(5星)	 很殇，很赞。            
(5星)	 我最爱的几部港剧之一            
(5星)	 不爱宫墙柳，只被前缘误，花开花落自又是，总来东君主。红墙深处很无奈，自由又是多么不易。珍惜生命，不要为他人而活，要为自己好好生活。            
(5星)	 因為這部戲愛上林保怡。            
(4星)	 近幾年的經典。            
(5星)	 大爱啊大爱。            
(5星)	 真系amazing..怨妇戏.            
(4星)	 刚回顾过粤语版的~高中最喜欢哪个不记得了，可能因为四奶奶的关系，这次看最心疼邓萃雯啊~~~            
(5星)	 好爱佘诗曼~~            
(4星)	 宫廷女人大戏            
(5星)	 每次看的时候都想哭！            
(5星)	 这是我最喜欢的一部TVB拍的电视剧，好像我还没发现中国有哪部后宫戏能超过它。            
(2星)	 非常无耻的扯淡以及巧合            
(4星)	 勾心斗角冤孽型TVB戏里的经典了。            
(5星)	 我爱这样的故事，因为无论多复杂，到最后，一切只是为了爱。            
(4星)	 不错             
(4星)	 我是真觉得这个还不错，尤其邓萃雯~            
(5星)	 至今都非常喜欢            
(4星)	 很精彩  但是结局好仓促            
(NA)	 经典。            
(4星)	 由此剧我学会了粤语~            
(3星)	 在我还是一个小小女孩的时候= =这剧算是重口味了 支持玉莹这对            
(5星)	 剧情难得的缜密            
(5星)	 绝对经典            
(5星)	 编剧太绝了，看了三次，还想看！            
(5星)	 2010年5月。爱尔兰。            
(5星)	 当黎姿和那谁抱着死去的时候，难过，难过，好难过            
(NA)	 女人戏啊，就是争啊斗啊的。            
(4星)	 个人不太喜欢明争暗斗的宫廷戏，但，不可否认，金枝欲孽，确实很不错！~            
(4星)	 演员好，可桥段比起后宫甄嬛传小说来说就单薄多了，而且皇帝太老太难看！            
(5星)	 四個懂愛 會愛的女人。            
(5星)	 演得很好~~~配音也很好~~~            
(5星)	 经典啊            
(4星)	 那一星，扣的是结局            
(5星)	 绝对的经典~音乐很赞~人物大赞~各有特色，没有绝对的好人和坏人~最重要的是情节相当紧凑，总有意想不到的伏笔和心计，看得很过瘾            
(4星)	 少一颗心, 因为这剧实在太悲凉了. 喜欢里面的演员. 喜欢剧情中的执着, 和不多的温暖            
(4星)	 1、玉莹这个角色告诉我们，小人物就算再努力妄图往上爬，结局也是很凄凉滴~2、尔淳怎么突然就圣母了，安茜真是让我有种不知所云的感觉。3、孙白杨喜欢玉莹还不如喜欢福雅更有说服力~4、还好有如妃，如妃娘娘真是我的菜~            
(5星)	 不爱宫墙柳，只被前缘误。花开花落自有时，总赖东君主。            
(4星)	 结局好悲惨啊!!!!            
(4星)	 不要得罪女人            
(4星)	 玉莹小主            
(5星)	 哎哟喂~我是有多喜欢宫廷剧啊~~            
(4星)	 恩 边绣十字绣边看的 感觉TVB LEVEL变高了            
(5星)	 整容强大！经典啊~~~            
(4星)	 最近发现孙白杨的妻子好可耐啊~~~哈哈。            
(3星)	 黎姿的最後一出電視劇呀.            
(5星)	 太爱孙白杨了！~~~每一个演员都很棒。            
(5星)	 宫斗必看            
(NA)	 高三晚11：00～            
(5星)	 几年来仅剩记忆且不厌烦的古装            
(5星)	 TVB的女星们，你们厉害            
(5星)	 好可怜的皇上，后宫里一半爱御医，一半爱御前侍卫            
(5星)	 我喜欢玉莹~黎姿真的好美啊            
(5星)	 我爱。。。金枝欲孽啊            
(5星)	 这部戏是TVB最后的辉煌……            
(5星)	 我从来就没有兴趣做一只孔雀,因为浴火重生的只有凤凰            
(5星)	 最为经典的后宫斗争剧            
(4星)	 记得本剧最后一句话是：参与这场战争始终只有我们两个。            
(4星)	 高三时看的~很不错~            
(NA)	 宫斗经典！            
(NA)	 我看过的最好的宫斗剧。            
(5星)	 人，忘记了就不要再记得。。。。            
(5星)	 喜欢那首诗，喜欢剧中的人的两面性的真实描写            
(5星)	 不错的女人戏            
(5星)	 很好的宫廷戏            
(5星)	 非常精彩的对白，很值得一看！            
(5星)	 经典之作。。。大爱。。。            
(5星)	 这才叫宫斗剧啊内牛满面！！            
(4星)	 梗係得啦！            
(5星)	 恩，当初一部很牛B的剧集，大气上档次，就跟现在攻心计似的，值得一看！            
(5星)	 比宫心计强多了，经典            
(5星)	 统统是小三。。。。。可怜皇帝老儿，弄了半天，估计也就那个长的比较邪恶的皇后老太还算是跟他的；其他的，我们都知道。。。。。            
(5星)	 都是气场女！            
(4星)	 很强大            
(4星)	 和老妈都喜欢雯女，比演技其他花旦矮了整整一截。最后她说：“要走，庆幸在你们心中有爱；要留，只怪我心中依然有恨。因此，就只有靠你们来完成我们海阔天空的心愿”，一下觉得很悲凉            
(5星)	 经典            
(5星)	 到最后谁都恨不起来            
(5星)	 编剧很有才，看了一集就放不下。只是最后结尾仓促了，小小遗憾啊！            
(5星)	 大爱，看过几遍，依然容易心绞痛，导致不敢再多看。宫廷剧难以超越的经典。            
(4星)	 正在看，但是觉得勾心斗角还蛮辛苦的，所以看看停停            
(5星)	 很少给连续剧打五星，不过真不错            
(5星)	 很不错的一部宫廷剧，其中林保怡的爱情令人感慨。催泪的地方很多，很好看。            
(4星)	 张可颐灵~            
(5星)	 虽然有一些BUG，但不阻止它成为经典            
(4星)	 尔虞我诈，好恐怖。。            
(4星)	 同类型里我就认真看过这个            
(5星)	 空间绝后的好港剧            
(4星)	 四颗星是因为安茜的感情戏太多了！！！！！            
(4星)	 后宫戏            
(4星)	 精简的制作，个性突出的人物，难得的经典。            
(5星)	 可頤的表演真是沒話說~tvb欠可頤一座獎盃 雖然說03年拿了，難道就不能連續兩年拿嗎 這部劇明顯女一是安茜!!!            
(5星)	 非常之好看            
(5星)	 这是我最喜欢的一部港剧。不知道重复看了多少遍。每一段情都让我揪心。尔淳的眼泪让我心疼，插曲配的天衣无缝。完美，实在完美。            
(5星)	 绝世好剧            
(NA)	 没的说            
(5星)	 经典啊            
(5星)	 好好看。。爱黎姿。张可颐。。。。雯女演的也超级好。。            
(5星)	 很少看tvb，这部是最爱。            
(5星)	 那群女人很阴险。但是他们也是身不由己。            
(NA)	 女人的战争很可怕            
(5星)	 安茜            
(5星)	 这是TVB演出宫廷斗争的巅峰。。。            
(4星)	 不错！！！            
(4星)	 尔淳小主。            
(4星)	 不错呀            
(5星)	 所有人都有罪，没有谁无辜            
(5星)	 感觉有点做作，但暇不掩瑜            
(4星)	 用了一天两夜的时间看完了。。。            
(4星)	 原则上不太爱看勾心斗角的宫廷戏，一群女人为了一个男人卑微到泥土里。美其名曰爱情，实际各个心怀鬼胎。女人，可以有手段，但姿态要美，恶形恶状太倒胃口。但，几个女演员的戏做的好，尤其邓萃雯，算她的名义上封后之作。美中不足在于，四位演员年纪摆在那里，在再，也少了16、7少女的水嫩与味道            
(5星)	 不错~~            
(5星)	 tvb相当不错的一部            
(5星)	 最喜欢福贵人这个角色            
(5星)	 真的很华丽，很好看！            
(5星)	 大爱            
(4星)	 这部电视剧作为影视作品来说是有它的不足之处，但是作为一部经典的影视作品来说，它自有它的理由。演员演技不俗。大爱邓萃雯。            
(NA)	 可恨之人必有可怜之处吧            
(3星)	 前面剧情设置还很不错，最后一集仓促收场            
(4星)	 宫廷斗 无爱的题材 有爱的演员            
(4星)	 女人心角力之最经典。            
(5星)	 女人之间永远少不了勾心斗角，而金枝欲孽真是把它演到了极致。tvb向来擅长拍勾心斗角的片子            
(5星)	 这部戏是TVB的经典。之后再出的戏都很难超越了。            
(4星)	 一帮女人聚在一起准没好事            
(5星)	 我最爱的港剧之一。没想到看女人之间的勾心斗角可以这么过瘾……            
(NA)	 好喜欢如玥啊            
(4星)	 宫斗，女人间的战争太可怕了~            
(5星)	 经典啊 女人们的经典啊 TVB的经典啊            
(4星)	 完美的黎姿            
(NA)	 每温习一次就内牛满面的电视剧            
(4星)	 港剧中不能超越的经典            
(5星)	 很久以前看的剧集.现在还有很多地方台在重播.有时候闲着没事干.也会看...当年为了追着剧集.费了好大劲啊.不过.值得.            
(5星)	 本来是为了黎姿才开始看这部电视剧的，但是看过以后，我发现，还可以有其他的人给我爱了            
(3星)	 稍微看得下去点。。            
(4星)	 姿姿的演技            
(5星)	 大爱！            
(5星)	 TVB多年来难得的好片            
(5星)	 淫乱的后宫~            
(3星)	 沒有傳說中的那麼好,但誠意已足            
(4星)	 个个聪明，个个耍心计。            
(5星)	 最近太多的宫斗剧，让我不得不想起这部经典的电视，好像没有什么能超过这部剧的。            
(5星)	 既然殊途同归 何必争先恐后            
(5星)	 每个人物都好立体，没有绝对的好与坏。尔淳爱得好傻，非常同情她。但是还是喜欢玉莹。黎姿的美貌惊为天人~            
(5星)	 每个女人 都有故事 邓萃雯 和 佘诗曼 喜欢你们很久了            
(5星)	 算是港剧中的经典了            
(5星)	 忍不住诟病下黎姿的演技。。高分贝+脸部扭曲狰狞omg..喜欢邓萃雯。            
(NA)	 女人啊。。中国酒爱拍这个，可想而知中国的思想老想着暗地里的争斗            
(5星)	 没看过勾的这么扣人心弦的~            
(4星)	 勾心斗角啊………………女人，不可小觑……            
(4星)	 当时在芒果台播的时候不晓得有多火 都上大本营了- -            
(4星)	 喜欢            
(4星)	 也算是TVB女人们的巅峰之作。            
(4星)	 - 算是比较经典的吧            
(4星)	 至今最爱的TVB一部            
(5星)	 勾心斗角的女人戏，很精彩。            
(4星)	 庭院深深深几许，乱红飞过秋千去。问苍天，几多快活儿女。两星给前29集的佳丽三千，一星给邓萃雯的如妃娘娘，余下的一星要独给芳华一梦般的大结局了。            
(5星)	 tvb 最经典的剧            
(5星)	 最爱如妃和孔武            
(4星)	 世上情最可贵，可也最能让人心痛            
(5星)	 膜拜编剧。            
(5星)	 这部戏可以说是宫廷戏中的经典，经典的台词，巧妙的剧情，精湛的演技，华丽的服饰~赞！            
(5星)	 百看不厌的经典呀～            
(5星)	 让我哭            
(NA)	 我一般不看香港电视剧，除了这部。虽然是瞎编的，但人物是立体的            
(5星)	 我的保怡吖！！！經典後宮戲，無數清宮戲的典範!            
(5星)	 ！！！！！！！最爱的三人：林保怡+佘诗曼+黎姿~~~~~哇！！！！！            
(4星)	 我感觉再怎么也不会有文章或者影片超过该剧了。            
(4星)	 至今还记得文女的那段对白。。。。真有气魄啊。。。。但是林保怡真是让我失望。。。。还是喜欢《火舞黄沙》里面的他            
(5星)	 TVB牛在 最後時刻讓你化除了所有對於劇的怨恨和惆悵 那太監說的那句話讓我很感動            
(5星)	 大经典 不可超越            
(4星)	 人海战术。斗的还算可以的。            
(5星)	 里面女人很美 嘿嘿嘿            
(5星)	 看了两遍！            
(4星)	 徐公公是一大败笔，其实没TA什么事！            
(NA)	 好复杂的人心啊            
(4星)	 还行，后来那位男猪演得不错，就是脸上太凹凸了，颇影响观感。            
(5星)	 最喜欢的一部港片            
(3星)	 看一群女人矫揉造作·····            
(4星)	 女人戏            
(5星)	 来来回回跳着看了很多遍。音乐大爱。细节功夫非常到位。如果硬要给我看过的几百部电视剧排座次的话，这毫无疑问是No.1            
(5星)	 TVB宫斗剧巅峰，无论是剧本还是演员甩后面《宫心计》几条街            
(4星)	 没想到如妃居然是一个情种            
(3星)	 从此TVB演员的台词水准越来越高。            
(5星)	 算了 不加了 tvb没有我没看过的...            
(5星)	 仍然觉得尔淳很可怜            
(5星)	 其实这部戏里没有绝对讨巧或招厌的角色，但是却本能的厌恶玉莹，一个太做作的女人，一个到最后才明白自己真爱的女人，一个太过肤浅的女人。与之相比就很欣赏尔淳，欣赏她的谈定，她的大气，她的运筹帷幄。虽然最后没有赢家，只有输家，但依然为尔淳高兴，庆幸。希望她可以完成这四个女人海阔天空的心愿            
(5星)	 omg。。。这出戏没有一个人演的不好            
(5星)	 经典            
(4星)	 啧啧女人勾心斗角真可怕。为那么个丑皇帝。哎TVB 永远这几个人            
(5星)	 演绎宫斗戏中的经典,主演精彩到位.不俗!            
(3星)	 看的真累            
(4星)	 断断续续看            
(5星)	 好看            
(1星)	 喜欢邓萃雯，可惜黎姿，现在已嫁作商人妇            
(5星)	 看了两遍，评语仍是不错！            
(5星)	 冇得顶！            
(5星)	 很喜欢这个系列~            
(5星)	 大爱            
(5星)	 这么经典，就不废话了            
(4星)	 发现港剧都是殊途同归。所谓今时的人所作所为都是有昔时的原因，再勾心斗角的人原先也是本善，再洁身自好的人后来也会变脸；这其中原委可能是爱情，或是亲情。戏剧化一番后，最后各个都出落的像有情有义的人，尘埃落定。只是金枝欲孽的结尾太过草率了吧，我宁愿看到皇后最后的残死，那才更            
(5星)	 我太爱这部电视剧了            
(5星)	 觉得这部戏比宫心计好看N倍。不明白，有了这，干嘛还拍那部戏，衬托它的经典吗？            
(5星)	 不爱宫墙柳 只被前缘误 花开花落自有时 总赖东君主风光人人俱 寂寞谁相扶 缘聚缘散终是梦 莫道红尘苦金枝欲孽里的人都不快乐。可以在任何地方相遇，就不能在这厚厚的宫墙内。既然在紫禁城相恋，那就摆明了没有好的结局            
(5星)	 宫廷争斗戏总是可以华丽丽的            
(NA)	 我觉得，这是我看过的TVB的宫廷剧里面的经典。后来的一些，都渐渐觉得淡然无味。这出剧里，虽然邓萃雯没有拿视后，但是从那个时候开始，她就已经是视后了。然后，全剧中，让我最深印象的人不是邓萃雯，也不是黎姿也不是其他人，而是福雅。为了留在宫中见到自己喜欢的男人，甘愿久病不愈。            
(5星)	 是我到现在认为tvb最有水准的一部戏。自这部戏之后的勾心斗角的题材就一发不可收拾。            
(4星)	 TVB回光返照的            
(4星)	 我觉得比宫心计好看。            
(5星)	 很经典，还有我的至爱在里面哦！            
(NA)	 最好看的勾心斗角！～            
(4星)	 女人的战争            
(4星)	 布景环境一般，但胜在情节。后宫的勾心斗角，让人不寒而栗。            
(NA)	 你曾经是轰轰烈烈的女子，如同钮祜禄如月般寸土必争，却被心头的人背弃，沉寂十年，终于回到荧幕。那男人消失已久，你可以继续美丽。            
(NA)	 这片子超赞，里面的美女们演技都非常好，包括黎姿啊，邓萃萍啊，太经典了。。。是部女人们的大戏，太监们演的也挺好，不亏是tvb大戏，服装很华丽，剧情很紧凑。。。就是结局有点惨，另外就是里面有一个我比较讨厌的演员佘诗曼            
(5星)	 经典            
(4星)	 一开始就注定是悲剧的故事，基调很悲凉，看得有点胸闷            
(4星)	 我是去看美女的            
(5星)	 当年还挺爱电驴姐的，倒是黎姿无感            
(5星)	 经典之作~            
(5星)	 我爱林保怡!            
(5星)	 经典            
(5星)	 一开始不太看好这部片子，后来意外的看了第一集，觉得还不错，然后便深陷其中了……囧！            
(5星)	 一部《宫心计》无法超越的片子            
(5星)	 后宫戏看了这个其他的都觉得浮云了。。            
(5星)	 喜欢林保怡的倔强··喜欢佘诗曼的坚持··            
(NA)	 大一的时候看的，看完之后觉得任何宫廷争斗片都无法吸引我了……            
(5星)	 宫斗的经典 个个都是女王范儿            
(5星)	 赞邓萃雯演技！            
(4星)	 tvb没落前的最后一部好看的电视剧            
(5星)	 有女人的地方就有争斗  一场场没有硝烟的战争 为男人 为地位 为荣华富贵            
(5星)	 近年来最成功的港剧了            
(5星)	 黎姿 恩  黎姿            
(5星)	 TVB 的高水准             
(4星)	 想学勾心斗角的可以当教材用            
(5星)	 又一巅峰之作~佩服编剧~~            
(5星)	 花开花落，最后，又有谁能偿那个海阔天空的心愿？            
(5星)	 迄今为止看过的最好的古装剧            
(3星)	 黎姿最好看~            
(5星)	 经典了，后宫女人的悲哀            
(5星)	 6大主演全部都是视帝视后之身。            
(4星)	 寒冷的春节期间，看了两天一夜，看完了。女人争斗故事，玉莹小主。看了《写意人生》之后，冲着黎姿看的，对比两种截然不同的角色，可知黎姿的演技还是了得的。然后又顺着邓萃雯看了《巾帼枭雄》，顺着林保怡看了《鉴证实录》            
(4星)	 邓萃雯、张可颐、黎姿都是俺坚持看下去的理由。长度刚刚好~！            
(4星)	 勾心斗角的经典 女人心 海底针 女人情 无底洞女人恨 似金重            
(5星)	 满满的浪漫主义            
(4星)	 喜欢如月！            
(5星)	 故事情节跌宕起伏，结局注定是悲剧，有些爱情是没有结果的，只能死亡            
(5星)	 04年的片子...我从09年看到10年才看完...不得不说这片子真的很不错...最后一集虐死了我-  -...            
(5星)	 2000年后的港剧还有比这部更巅峰的么？            
(5星)	 花开花落总是春，尔淳。            
(5星)	 剧本和演绎都非常精彩。            
(4星)	 不错的            
(NA)	 没有看全但是很爱张可颐^^以及我是从什么时候开始那么讨厌黎姿的- -。            
(4星)	 TVB难得还算认真一回，暂时脱离粗制滥造。            
(5星)	 安茜本不该卷入这场纷争... 可怜。            
(4星)	 在港剧中,是值得推荐的一片.            
(4星)	 虽然BUG满天飞，但仍然无法掩盖出色的心理博弈张力。PS：个人认为皇帝最可悲，五个老婆斗得昏天地暗，却没有一个为了他的            
(NA)	 林保怡太帅了            
(4星)	 女人间的战争 TVB佳剧~！            
(3星)	 抱着太高的期待看了 然后就没有了预想的好            
(4星)	 TVB难得的大制作            
(5星)	 不独唱，可以看到不同的女人，虽然有共性，但也有特性。            
(5星)	 已是经典 难以超越 挚爱安茜            
(5星)	 tvb 进入2000后，最值得观看的港剧            
(4星)	 勾心斗角。。。看一半觉得累了。。。            
(5星)	 灰常爱            
(5星)	 看实力派们斗演技 很爽            
(4星)	 主题曲也好听            
(NA)	 后宫只看这部足以            
(5星)	 孙白杨 和 候玉莹 在一起了呐            
(4星)	 跳着看的，是经典吧            
(5星)	 他爱我，我爱你，你却爱着另一个别人。            
(5星)	 我喜欢，Orz            
(4星)	 结局太唐突            
(5星)	 TVB一部经典            
(5星)	 不能走错一步...            
(NA)	 只有黎姿可以是玉莹、            
(5星)	 经典啊!            
(5星)	 很好看，经典！            
(4星)	 还是比“宫心计”好的……            
(5星)	 神剧~~把我重新拉回~TVB            
(5星)	 把以前没看这部剧的损失补回来！！！！！！！！！！！            
(NA)	 很好看。            
(3星)	 老话，勾心斗角，不喜欢……但是确是事实            
(5星)	 高考那之前每天下午都和慈禧哼着那个片尾曲~~            
(5星)	 宫心计。。            
(NA)	 人性的双面            
(5星)	 喜欢如妃、玉莹、最重要的是孙白扬啊孙白扬~~~！！            
(5星)	 少见的TVB场景大制作。。。黎姿和福雅好美~~            
(5星)	 和妈妈一起看的片子...难得连我妈都爱看的港剧...            
(5星)	 宫心计什么的跟它是没得比的啦，不在一个档次上···估计以后也很难有超越的了，在这个题材上···黎姿走了，好怀念她和佘佘斗戏产生的效应啊，认识有对手才有意思嘛，虽然以前也喜欢佘佘，但现在就剩她一个了也觉得没什么意思了            
(4星)	 如果不是后半段开始变成言情剧的话，满分伺候。            
(NA)	 虽然不喜欢Bowie和黎姿搭戏，但是不可否认，这是部成功的作品。by the way，这里面我最喜欢的是安茜。            
(5星)	 HOHO~很不错啊。印象最深的是那时候我跟同学在书店里说里面的情节，旁边的大叔居然偷听，后面居然还跟我们讨论起来。乱搞笑            
(5星)	 这部是集宫廷斗争之大集            
(4星)	 近期看的时候，一些压抑，却又水满自溢的感情伴着背景乐汩汩流出，平和表象之下的奔腾是无望的苦涩。。。是打动我的。。            
(5星)	 为情生，为情死。            
(4星)	 女人间的钩心斗角最是可怕            
(3星)	 陪老妈看完的^_^            
(5星)	 后宫的勾心斗角之中其实都隐藏着一颗颗脆弱的心            
(3星)	 从此开始觉得粤语极富感情            
(4星)	 尔虞我诈的斗争，现实是不是就是这样？在大染缸里，能保全自己就不容易了。            
(4星)	 一群欲求不满的高智商女人。。。            
(5星)	 大爱            
(5星)	 喜欢如妃~~            
(3星)	 怎么努力都看不下去最后两集~            
(5星)	 相当震撼~看完后很久心理都不能平复~比较喜欢尔淳！            
(4星)	 看的心力交瘁的...            
(4星)	 邓萃雯            
(5星)	 经典的后宫剧情和对白都很喜欢，真的很现实可惜在职场上总是用不到那些招数，因为实在不是那种人            
(5星)	 反观今天的TVB，都不敢相信曾经排出金枝这样的神作..            
(5星)	 唉            
(5星)	 赞！最爱~            
(5星)	 如钥，尔淳，玉莹，安茜，哪一个不是冰雪聪明，工于心计。而我最钟情的女子，确是那个淡淡笑魇，默默去爱的福雅。一天一点，多点少点又有什么区别呢？——不是其他，而是服毒。能够偶尔见到你，偶尔得到你的关心，能够最终死在你的怀里，够了。福雅，你的爱，如此的安静，隐忍，如此让人心碎。            
(5星)	 “不爱宫墙柳，只被前缘误，花开花落自有时，总赖东君主”            
(5星)	 主宰与被主宰。            
(4星)	 其实最可怜的应该是皇帝有多少必失多少啊！！            
(NA)	 比宫心计好看，虽然类型差不多            
(5星)	 近几年里tvb最好的作品了，各个环节丝丝入扣，配合的天衣无缝，每个女人都很可悲可怜，都是为了维护自己的一点点利益，看的辛酸，尤其如妃结局，泪奔            
(4星)	 比宫心计好N倍            
(NA)	 我们是为什么而活着啊，何苦            
(5星)	 最最爱的港剧 你自作聪明也要看我聪明不聪明最爱玉莹 如妃 白杨            
(5星)	 经典不多说。            
(5星)	 很多年不看TVB剧了，这剧没让我失望。无论是音乐还是主题，还是演员，都发挥得很不错。            
(NA)	 每句话都是经典            
(4星)	 宫廷里小女人们的斗争啊~还是值得瞄一眼的。。给她们的美貌和智商打打分吧            
(5星)	 舍不得删的港剧            
(5星)	 我看了两遍~            
(NA)	 我爱港片里宫廷戏。            
(5星)	 重温，不跳            
(4星)	 勾心斗角阿~            
(5星)	 4位視後 + 2位視帝 = 1部金枝欲孽            
(5星)	 为什么没有10颗星            
(4星)	 到了06还是07年我才开始看的，因为有太多的推荐铺陈在前，看的时候反而无法真正投入，可能期望太高了？只留下平平的印象。但头饰和服饰很华美。不喜欢两个男主角，全都没一点主角样子，是配角脸。黎姿之前觉得她没什么美的，这里觉得真美。            
(4星)	 一直没看完~            
(4星)	 应该算是TVB里质量不错的了            
(5星)	 经典            
(5星)	 TVB的拯救。            
(5星)	 我喜欢的类型~~~嗲~~~n多年后也肯定是经典。。            
(4星)	 不是喜欢任何一个主角，因为各个都千疮百孔，一直喜欢画着淡妆，淡淡微笑，淡淡爱人的福雅，喜欢一个人就放在心里，因为有一天说出来后连喜欢都不可以了。            
(4星)	 三个女人一台戏            
(NA)	 超级喜欢的港剧啊~            
(NA)	 经典的后宫斗争            
(5星)	 当年的我只看到了林保怡更宽的戏路，最近的回温才慢慢悟到雯女厚积薄发的惊艳。那段借女招宠实在让人心寒又称赞。P.S.当年的服装的工整精细，彻底把《宫心计》之流比到哪儿去了            
(5星)	 好看,喜欢孙白杨,最感动他对玉莹的无怨无悔付出,哪怕陪着她共赴黄泉,林保怡不帅,但就是有一种人格魅力让人不得不喜欢            
(4星)	 好            
(5星)	 除了好看真想不到别的了。女人，欲望，好可怕，好精彩。            
(4星)	 女人之间的斗争知道最后才全部释怀            
(5星)	 霎那芳华。不可多得的清宫剧。            
(5星)	 数年前，高二，冬天。一部看完久久难以释怀的电视，一部反反复复看了多遍的电视，一部六年后的今天，我仍会想再看的电视。            
(NA)	 经典。            
(4星)	 再说吧~      ，，，，对了，那个孙白杨刚出来的时候，我大叫，哎呀这个人怎么这么丑啊，怎么叫个这样的人当男猪脚啊，可是，可是我一定要说可是啊，我越来越喜欢他，有一种说不出来的魅力，就是好喜欢他，虽然他的眼睛还是很小，虽然我依然很承认他真的不好看，可是他就是好有魅力————）啊            
(NA)	 女人們的戰爭啊。。            
(5星)	 就是喜欢尔醇·比··宫心计里面的三号好多多多了····宫心计就是垃圾·根本没法儿和这个比·······            
(4星)	 幸好你离开是因为心中有爱            
(5星)	 都是可怜人……            
(4星)	 黎姿 林保怡 哦哦哦            
(4星)	 女人之间的战争~            
(5星)	 一部女人剧，可以搞到满城风雨都系甘犀利噶~~            
(4星)	 节奏太慢~十分讨厌玉莹            
(5星)	 清宫戏后宫争斗中的经典~            
(5星)	 超赞            
(5星)	 记得如妃的最后一句：“这个后宫向来就是你和我在斗，以前是，现在是，将来也会是。”当时就颤抖了！太有霸气了！            
(5星)	 往严重讲，这部电视剧改变了我价值观。            
(4星)	 为了某些人，的确是要推荐的。黎姿的演技在里面实在是一般般啊。            
(5星)	 打给如妃的！            
(5星)	 人美景美剧情有张力            
(NA)	 喜欢这个，还特意去了故宫，看他们住的地方~            
(5星)	 肯定是TVB有史以来最好的十部戏之一了            
(5星)	 最好港剧之一            
(5星)	 太赞了            
(4星)	 把人性的善都给发掘出来了，颠美皇后没有捏，女人们，别忘了如妃的所托，要有个海阔天空的未来            
(3星)	 从安茜争上位开始就开始扯蛋了有木有！最后大结局令人无语凝噎……            
(5星)	 很贊的一部劇，看過之後這么多年來沒有一部古裝是比得上的，人物感情細膩，刻畫得很到位，大製作就是大製作啊~            
(5星)	 智商剧            
(5星)	 五年前 五年后            
(5星)	 取代了家好月圆在我心目中的位置。            
(4星)	 最后有点看腻了.........            
(5星)	 安茜啊……T0T            
(3星)	 TVB啊，开始令我失望了。            
(NA)	 张可颐饰演姑姑的是我最喜欢的女角 而林保怡的孙白杨很符合我的标准            
(4星)	 女人的戏......            
(5星)	 这个世界上最可怕的是空穴来风……            
(NA)	 以前看金枝欲孽的时候觉得看不下去因为那一群人整体都是勾心斗角的，看起来很吃力，不过现在的宫心计与之相比更胜一筹。她们的服装真的很到位也很漂亮。            
(NA)	 非得身不由己            
(4星)	 经典,但是有些地方不符逻辑            
(5星)	 哦呀！            
(5星)	 剧情非常吸引人，喜欢邓萃雯娴熟的演技，黎姿和佘诗曼之前的尔虞我诈演得蛮逼真，陈豪和林保怡一直就是实力派，喜欢。            
(5星)	 第一次看是三年前了，只记得剧情复杂，没有一个好人，第二次看却看到了很多真感情。            
(5星)	 看來看去還是孫白楊最可憐。被自己愛的人操縱和算計。心裏明明清楚還依舊執迷。其實皇帝也算可憐。后宮妃嬪三千卻都各懷鬼胎，也沒有人是真的愛他。            
(5星)	 要做如妃这样的女人~            
(NA)	 最最最最爱的tvb            
