http://movie.douban.com/subject/2190931/	刑事侦缉档案IV
(5星)	 若说案情，我个人觉得是比不上前三部。只有黄石街的案子让我有点惊喜，这个案子里，俏君说：“我把我的命交给你，不是因为你是警察，而是因为你是徐飞。”……编剧很聪明，在种种纠结以后给了我们两个有情人不能终成眷属的结局。俏君告诉我世界上不是只有爱情。五星送给演员和那摧残我的结局。            
(4星)	 一个人一生只能恋爱一次。。。所以，编剧让这两个男人都抱憾终身。。。够虐的。。。            
(4星)	 第二次看~还是很经典。萱萱和古天乐是绝配。如果换个结局，我会打满分。。。            
(5星)	 记住两句话，“每个人的价值观都不同”，另一句“有些人即使不在身边，也会在心里面”            
(5星)	 依然宣萱。。= =~~            
(5星)	 没想到到了第四部又好看起来了。。。            
(5星)	 彻底喜欢上宣萱的作品，不服你可以看一看！力荐5星            
(5星)	 最爱的一部港剧            
(5星)	 热烈爱过了，最后又回到原点            
(4星)	 没有陶大宇的版本前几部好            
(5星)	 ~~~~~            
(5星)	 永远的飞君恋~            
(5星)	 无敌爱！            
(5星)	 经典！！永远的君飞恋~喜欢那个独立坚定乐观自信又如小女生般可爱的俏君，永远忘不了她一转身忍不住难过地流泪回头却又坚强明朗地微笑~遗憾铸就了永恒的经典！            
(5星)	 第一遍 开始看第二遍            
(NA)	 喜欢，以前在电视上看的            
(3星)	 这个其实可以不叫刑事侦缉档案，和前面的没有什么联系什么的，故事么也一般，茶余饭后还是可以一看的！            
(NA)	 不用说，武俏君就是我心目中完美女性的代言人。要怎么样才能成为她那样的女人呢            
(NA)	 不好也不会拍这么多部            
(5星)	 感情戏大过破案的剧情。            
(NA)	 之前看过 看了就忘 就记得最后一个案子了 因为有郭晋安啊 一出来太有气场了……            
(4星)	 应该是看过的吧,可怎么就不记得讲什么了呢?            
(4星)	 情比案好            
(3星)	 不喜欢古天乐            
(3星)	 很想子山和坐牢后的婉兰一起，很想徐飞和俏君一起，看到俏君最后无奈的退出我泪了，看到这种莫名的结局，我真后悔自己坚持了50集            
(1星)	 和前面三部比都不能比，人物纠结太怪了，该在一起的都没在一起，白白浪费了古天乐这么帅的人了…………            
(5星)	 无法成全的遗憾，不可复制的经典            
(4星)	 好美的俏君            
(5星)	 绝对推崇            
(NA)	 古宣！其实我也挺喜欢man和糖心的。            
(5星)	 我的最爱 曾经流泪            
(NA)	 很好看，虽然结局古仔和宣萱没有在一起，但是港剧好像都是这个调调，留一点遗憾            
(5星)	 但是我永远爱你，俏君            
(5星)	 徐飞和俏君最终分手的那场戏，太真实了，加一星~刑事杯具档案，和前三部风格迥异。不过案子少了点~ 人物都大爱啊，可惜结局悲催！            
(4星)	 完全是冲着某人去看的。            
(4星)	 宣萱加天乐是绝配啊            
(5星)	 我把自己交给你。并不是因为你是个警察。而是因为你是徐飞。。。。。。               为武俏君和徐飞叹息。。            
(5星)	 无法被超越的感情戏，无法被超越的分手戏，无法被超越的古宣对手戏            
(5星)	 TVB的经典警匪片之一，不过相比前面三部，这一部并不算特别精彩。            
(5星)	 永远萌古仔和宣萱的黄金搭配重温后为了感情戏多加一颗星            
(4星)	 虽然我喜欢武俏君，但还是希望徐飞和芊芊在一起。            
(NA)	 换人了饿，不喜欢啦，            
(4星)	 看过。            
(5星)	 喜欢里面每个案情的发展。喜欢小唐菜，看着让人心疼的女子。可徐飞和武俏君却还是没能走到一起，其他的结局再完美也弥补不了的遗憾。            
(5星)	 没看一次就唏嘘一次的爱情。            
(5星)	 就是好看~~！            
(4星)	 嗷嗷的喜欢宣萱            
(5星)	 喜欢古天乐和宣宣的对手戏            
(4星)	 当年宿舍的集体据，当时宿舍的人都喜欢man不喜欢唐心，好吧，我至今还是喜欢佘诗曼。当年的古天乐的确比现在有型有魅力            
(5星)	 永远难忘的徐飞和俏君            
(5星)	 换了一批人，不过还是很好看~            
(4星)	 最糾結的是兩對感情。            
(5星)	 dfs             
(5星)	 最喜欢的之一            
(5星)	 怨念这结局            
(5星)	 经典啊经典~              
(4星)	 最中意呢一辑            
(5星)	 时间越久，越能懂得徐飞的无可奈何，心中的遗憾却永远无从弥补……            
(5星)	 爱            
(5星)	 太喜欢这部剧了，好喜欢古仔和萱萱在一起哈~            
(4星)	 喜欢李珊珊            
(5星)	 |824:862|            
(5星)	 古天乐～～～            
(5星)	 恨死向海岚了，恨死这个编剧了。。。古天乐和宣萱，绝对是荧屏上最佳情侣。。。宣萱的气质很适合心理医生呀            
(5星)	 最爱            
(4星)	 新欢旧爱，艰难的抉择            
(5星)	 好看            
(5星)	 追TVB            
(3星)	 有一个案件特别经典            
(5星)	 徐飞和武俏君的结局让人唏嘘不已。            
(4星)	 三位主演都很讨喜...o(∩_∩)o...哈哈            
(4星)	 单列来看吧，和刑事前辑毫无关系，如果没有向海岚，一定更加完美            
(3星)	 很不满结局的安排~            
(5星)	 宣萱和古天乐最好的合作            
(5星)	 记不清究竟看了有几多遍。见证了仙林三年那些个每日微笑过后暗自的悲伤们，以及，那些个过了12点一个人伴随着微弱的电池的静寂夜晚们，边看边偷偷流泪。有推荐过某人，估他终究没能看懂，却反而意外地收获了另一份所谓知己的开端。            
(5星)	 Man爸爸那个案子，楼梯里从小冰箱掉出来的手很吓人            
(5星)	 至爱故事！            
(5星)	 超级喜欢，宣萱，呵呵            
(3星)	 心如和婉兰必死一个，想不到是心如，这一个三角恋我还算比较满意，子山这个角色非常讨好。原以为芊芊必死，想不到徐飞最后选了她。本来就不太喜欢武俏君，但是big big girl响起的时候心酸了一下。就算以现在的眼光来看，这依然是个很好的电视剧。            
(4星)	 好令人怀念的一部港片~            
(5星)	 跟前面的幾部没什麼聯系了~純粹CH小古和宣萱.不過討厭佘貌似那麼楚楚可憐的樣子...            
(5星)	 一见徐飞误终生            
(4星)	 可以看看的            
(5星)	 经典了 播出十年之后我才看的            
(5星)	 有些事发生不能当没发生过。最后的结局或许是最好的选择，平淡的幸福。            
(4星)	 喜欢唐心的开朗善良，俏君的聪慧直接，然而她们注定都是悲剧角色。两位男主角陈锦鸿让我联想到《法政先锋2》中的古泽琛。古天乐的表现与自己其他早期剧集相比也属自然。感情戏做主打，侦破剧情的设计一般，略欠紧张，似乎可以把“形事”二字改成“情事”了。            
(5星)	 最爱。没有之一。            
(5星)	 大爱古天乐和宣萱            
(5星)	 这里面的案子好多都看得我欲罢不能啊，这么多年前可以编剧可以编得这么好，现在都是怎么了！还有，喜欢上鉴证中很不喜欢的小棠菜，错了，这里你叫唐心！            
(5星)	 【我最爱的⑩大情侣 之 徐飞❤武俏君】            
(NA)	 开始下降            
(5星)	 哎。。俏君啊。。man啊。。            
(4星)	 徐飞和俏君，在TVB编剧的笔下，注定没有结果的爱            
(4星)	 怎么是这样的结局            
(3星)	 不知为何我却一直不喜欢这里的古天乐和宣萱            
(4星)	 徐飞和俏君 让我纠结这些年!!!            
(5星)	 一声叹息～            
(5星)	 五粒星,最主要原因是古天乐,大帅哥            
(4星)	 我还是比较喜欢前三部。。虽然比起陶大宇古天乐好多了。。            
(4星)	 太悲情了。。古萱配            
(4星)	 要不怕看了心里难受那就看吧            
(4星)	 对结局极度不满            
(5星)	 记得当初为了看这部戏，跟老爸谈条件：“如果我上午写完作业，下午就可以看《正气》了不？”后头这部戏又改名叫《正义》。超爱徐飞，武俏君更是我到目前为止最欣赏的女性之一。            
(4星)	 最让人揪心又无奈的结局            
(5星)	 我想给10颗星可不可以。。。。武俏君跟徐飞给我的映像太深了，讨厌向海岚            
(4星)	 纠结            
(5星)	 当时非常喜欢古天乐啊            
(4星)	 嗚嗚~宣萱跟古天樂~~~大愛!            
(3星)	 觉得没有陶大宇和郭可盈版本那么好看了，但还是完整的看过            
(4星)	 还不错。古天乐和宣萱我都喜欢~~~            
(5星)	 到了4，还好变了感觉，不是真正意义上的刑侦4.徐飞.芊芊.俏君的问题到现在都是难以明白的话题。            
(NA)	 佘佘这个时候还是鸡仔声噢。。            
(5星)	 我最爱的破案片之一啊            
(4星)	 死太多人了吧            
(5星)	 看得我内伤了，宣萱那个角色实在太好了。            
(5星)	 四部里面最喜欢的一部            
(NA)	 喜欢古宣配，一致认为坚强的女人容易受伤，这里更加证实了这个想法。            
(5星)	 小学时候喜欢前三部，长大了只爱第四部            
(NA)	 刑侦系列最后一部，徐飞、俏君之间让人唏嘘的爱情            
(5星)	 最后徐飞说：感情要经过比较才分得清轻重。始终觉得徐飞跟武俏君才是绝配。            
(5星)	 让人心痛的结局。            
(NA)	 侦破剧。。怎么说呢。有时觉得很无聊有时觉得很有趣。。但是终归蛮爱            
(5星)	 感情很复杂，看的心酸            
(5星)	 精彩            
(5星)	 徐飞的黑外套，俏君的配音，子山的眼神，阿MAN的腼腆，可怜的唐心。            
(4星)	 想不通为什么徐飞最后和武俏君分手             
(4星)	 我还是很喜欢唐心的            
(5星)	 好吧 两段爱情都足够经典啊飞君恋和那段三角恋都很好啊            
(2星)	 换了人就不好看了。            
(NA)	 徐飞和俏君            
(5星)	 总是在梦中告诉自己，糖心不曾走过，芊芊没有回来            
(5星)	 超爱呀，为虾米是那样滴结局啊，虐S了，最近又在重温            
(4星)	 吸引人            
(NA)	 第一次看，断断续续，只记得飞君以及那个令人怜惜的女子...第二次看，我的关注度啊...            
(NA)	 完美搭档            
(5星)	 经典，帅哥，嘿嘿！            
(5星)	 为什么不能在一起            
(5星)	 刚刚看完   6.21            
(NA)	 最爱古宣配            
(NA)	 看了无数遍 大爱            
(3星)	 敗筆            
(NA)	 有始有终，最后一个也不能不看啊、·            
(5星)	 很离奇的案情，很好看的推理            
(NA)	 当年的重头戏，我们都爱看            
(NA)	 最后的相逢，唉……            
(5星)	 最好看的一部            
(2星)	 和前三部不能比啊            
(5星)	 狂喜欢古天乐和宣萱~~            
(4星)	 稍为逊色的案件，却由两端不错的三角恋来弥补～            
(5星)	 至今回想起结局仍让我无比心痛            
(4星)	 陈锦鸿扣分            
(5星)	 看了再看            
(5星)	 oh～～～～～～～            
(NA)	 话说这部我就不是很喜欢了...演员不喜欢            
(5星)	 超爱的~~            
(4星)	 宣萱！            
(5星)	 喜欢            
(NA)	 只因为喜欢宣萱            
(NA)	 悬疑的剧情一点也不拖沓，喜欢            
(5星)	 结局……            
(4星)	 这什么结局啊            
(5星)	 眉眼舒展，一抿嘴，嘴角温暖的小涡旋，让我心疼好久的俏君啊            
(4星)	 没说的，就是经典！！！！！！！！！！            
(4星)	 不如前面好，出彩的地方只是宣萱            
(5星)	 [大学] 罗嘉良+宣萱后又有了古天乐+宣萱            
