http://movie.douban.com/subject/1761707/	天桥风云 모델
(5星)	第一部韩剧？ 当时貌似都不怎么懂~ 总之跟着妈妈看~~ 还流了好多眼泪来着……
(5星)	第一部
(5星)	因为《天桥风云》,才对韩剧喜欢的一发不可收拾,呵呵~
(4星)	好有历史的韩剧了
(NA)	那是很早的时候看过的韩剧。
(4星)	也许是看的第一部韩剧，纪念
(4星)	这个看过一点儿~~小政哥啊。。。
(4星)	又一部经典 
(4星)	额 好像是我看的第一部韩剧……
(5星)	张东健特帅了
(5星)	远钧哥，小政哥
(5星)	经典的回忆
(4星)	最帅的张东健
(4星)	美好记忆。如同东爱。
(4星)	经典老韩剧
(5星)	金南珠在里面好美，还有饰演她弟弟的苏志燮，我喜欢。
(5星)	这所是比较早的来大陆的韩剧了
(5星)	忘不了的那两位哥
(4星)	第一部看的韩剧
(5星)	韩剧中的最爱
(4星)	都不记得剧情了，只模糊记得和T台有关。某个同学因此喜欢张东健“学长”，喜欢了很多年。
(1星)	看，那些整过的面容
(4星)	对模特行业的知悉，是从这部开始
(4星)	我接触的第一部韩剧
(NA)	记忆久远。
(NA)	看得最早的韩剧,非常喜欢.. 金南珠仍然是我最喜欢的韩国女星
(5星)	看的第一部韩剧现在回想起来~不错
(5星)	经典的经典的经典 实在是好看的不得了！！！！！
(4星)	我的第一部韩剧
(5星)	经典...
(5星)	启蒙级别.
(5星)	金南珠 真的很美 当时看此剧的时候还不知道她整容 只是觉得 哇 好洋气的女人 在剧中也是超酷的 做着最时尚的工作又出淤泥而不染的样子 张东健 跳舞的时候好好笑 那个时候的走秀真不简单呢 李政的亦正亦邪的性格很饱满 是很出戏的角色 不过可怜了韩载硕 他在不少剧里都是炮灰
(5星)	小郑哥，宋庆琳，这是和星梦奇缘差不多老的一部剧，90后未必喜欢，可能有点不屑的意味，不过，我这人说话真的从不无故伤人，唉，跑题了，可能是想到了现在的非主流所以有些忿然，还是回这来，这是一部很好看的韩剧，爱情剧，可能是个悲剧。就是一部悲剧。起码是四年之前看的。
(3星)	人生第一部韩剧
(3星)	只记得里面有个女孩嗲嗲的叫——小政哥～
(5星)	经典，隔了十年还是一样吸引人~只喜欢三部韩剧《蓝色生死恋》、《天桥风云》、《巴厘岛的故事》~
(5星)	早期很经典的韩剧，与现在恶俗的泡沫剧绝对的天壤之别~
(5星)	人生第一部韩剧。。。赵远均~小政哥~宋庆琳~
(4星)	那时看的时候谁都不认识，但被剧情吸引
(5星)	经典 经典 经典 
(NA)	初中的时候看过，哭得很伤心。工作一年后突然想起来再看，五脏扭成一团，还是哭。令人揪心的爱恨情仇，现实无法承受之重。至爱插曲hold me，把歌词写下来细细学唱，反复听得心酸不已。
(5星)	第一次
(4星)	模特我喜欢 朴秀儿
(4星)	想当初啊。。
(4星)	重温经典~小时候蛮喜欢的
(5星)	初中一度幻想
(NA)	还好  把我的眼睛看近视了
(3星)	帅哥美女呀
(5星)	少女情怀总是春之我原来看了那么多韩剧
(4星)	经典啊~
(4星)	好老。
(4星)	经典啊~
(NA)	这个太经典了
(4星)	看过的唯一一部比较黑暗的韩剧。
(5星)	最初韩剧，女主有气质不同于现在韩女
(5星)	NNN年前看的，從此了解到這個世界是多麼的複雜= =
(5星)	和尹理事一样当年的小政哥...
(NA)	看过最早的韩剧！~
(5星)	大爱
(5星)	喜欢张东健，从这里开始~也不知道是这个比较早还是夏娃的诱惑比较早……
(5星)	人生的第一部韩剧
(4星)	韩载锡你这个万年悲情男啊，捡个照片都能见上帝。另外，其中一颗星是用来标明和女才男貌的差距的。
(5星)	小学记忆。张东健。[小牛。]
(5星)	我的赵远钧啊，你怎么就死了呢，你一直守护的爱人终于看见你了，曾经遥不可及的幸福就在眼前，~~~~(&gt;_&lt;)~~~~ 呜呜
(5星)	看的第一部韩剧。
(4星)	算励志的，不错哦，呵呵 就是有点老了
(5星)	小学时，疯狂的喜欢。
(NA)	我这生看的第一部韩剧吧。
(NA)	看的第二部韩剧
(5星)	第一部韩剧
(4星)	小学的时候天天追着看= =
(3星)	以前 姐姐和我都喜欢看的
(2星)	看了，忘了。
(5星)	模特的世界，很赞~
(4星)	很经典　算是我最早看的韩剧
(4星)	|1770:2310|
(5星)	第一部韩剧
(5星)	咦？这部我没记过么？！！这部是我的爱啊！！！想到远钧小跟班~！！！心底的泪就哗哗的。。。其实想想，李政也很有爱啊！！！其然姓张的不如姓韩的养眼。。。
(3星)	应该算是韩剧的元祖+经典之作吧 
(5星)	看的第一部韩剧 我觉得金南珠好好看哦 张东健没觉得帅啊 韩载锡 不是我喜欢的类型 不过结局实在是让我无语
(5星)	我看过的第一部韩剧，绝对经典的。故事有深度。
(5星)	第一部看的并喜欢的韩剧
(NA)	找了很久
(5星)	韩剧最爱，无法取代！
(4星)	百看不厌的经典
(5星)	天啊，最早接触的一部韩剧了
(4星)	老了
(4星)	当年很喜欢这部
(4星)	一生人中第一部看得韓劇那時韓國女生還都流行用暗色的唇膏
(4星)	初中的时候就喜欢啦！
(3星)	人生第一部韩剧
(5星)	认识张东健的电视——亦正亦邪的李政
(5星)	虽然金南珠的脸不自然……
(NA)	我很爱韩载锡
(5星)	早起韩剧的鼎力之作
(4星)	nnn老的片子。記得是放學囘傢一邊喫飯一邊看的。里面一個糢特姐姐還患了乳腺癌...
(5星)	鵝地娘，這部是經典中的經典阿。
(5星)	至今记忆深刻~
(4星)	印象不太深了 就记得挺好看的。。
(4星)	喜欢的韩剧
(5星)	看的第一部韩剧，爱上张东健。。。
(4星)	当年看的时候每每哭肿双眼，虽然现在韩式爱情戏泛滥，再看它已不如从前那样疯狂赚得眼泪，但那时，它被我封为经典。
(3星)	这电视剧就是说男人不坏女人不爱好男人注定要炮灰的
(5星)	韩剧启蒙
(NA)	追溯起来这是我看的第一部的韩片了~韩流初涌~
(NA)	爱死了
(5星)	看的第一部韩剧鼻祖级别的
(5星)	最开始接触韩剧的时候
(4星)	算是看的第一部韩剧吧 还有点小黑暗
(5星)	当年的挚爱..
(3星)	初尝韩剧
(3星)	有顺风妇产科的宋护士··
(4星)	成人世界啊。
(4星)	风靡一时啊
(5星)	经典啊。
(5星)	看过很多遍，完全不会觉得腻。真的是经典
(5星)	最早接触的韩剧。电视和书加起来看了无数遍。
(3星)	小学的时候，第一次看韩剧
(5星)	同样的是设计  为什么我只是停滞不前 留在原有的地方
(5星)	韩剧里我的最爱。
(NA)	为什么我不喜欢赵远均呢。
(5星)	那时候的小郑哥
(5星)	看一次流一次泪，最喜欢的一部电视剧！
(5星)	我的第一部韩剧，在小学的时候，和同桌一起分享
(4星)	最喜欢第一集，金南珠第一次走秀！
(NA)	模特的辛酸
(5星)	凤凰台首播啊！当时是很yeah的韩剧。初中班上的女生都追着看。韩剧入大陆的先河了。
(5星)	大爱啊～～现在又买了碟想要重温。。
(5星)	经典~~
(3星)	最后的结局直接导致我在后面数年内对韩剧过敏，现在在几部喜剧的治疗下稍有好转，也只是对喜剧而已
(5星)	帅哥美女的组合
(5星)	喜欢 韩宰硕
(5星)	hold me~~~~~~
(5星)	当年的帅哥美女·
(4星)	小的时候多爱阿～
(4星)	当时觉得金南珠好乖。剧中的小正哥~~
(5星)	看过的第一部韩剧
(4星)	那个时候简直是着迷了 李政  李政让人无法抵挡的坏男人
(5星)	多少年了，一直念念不忘的情节，萦绕心头的那曲《只爱你一个人〉，里面的一切都是经典，我认为它是其他韩局都无法超越的
(3星)	比较早引进的韩剧吧，模特儿的世界其实真的不好混
(4星)	对待爱情的执着让我感动。
(5星)	韩载硕又被撞死了=。=
(5星)	小政哥 赵远钧
(3星)	其实不算完整地看过，但是跨越的时间太长了，反而觉得没有意思了。
(5星)	经典中的经典！
(5星)	经典
(5星)	经典
(5星)	与后来的韩剧完全不同类，这部真的好看。 
(2星)	张东健演坏人==
(5星)	韩宰锡呀，这是第一部我看的哭了的韩剧~
(5星)	那个时代的一大经典吧
(3星)	是我看过的第一部还是第二部韩剧吧，呵呵
(5星)	最早的韩剧，，小时候喜欢
(5星)	经典
(5星)	貌似是看的第一部韩剧，感觉妆画得好浓，喜欢男主角张东健，据说是个有钱人哪~
(5星)	啊啊啊啊啊啊啊啊啊啊 超级超级超级喜欢
(3星)	当时的张东健太帅了~~
(5星)	可能是韩流鼻祖吧
(NA)	这部剧我看了至少7遍，台词都背的下来了！巨爱！就是因为这个，从小就有个梦想，当model...可惜身高不够啊。。5555
(NA)	远钧啊.
(NA)	韩剧 
(NA)	曾经很惊叹里面的金南珠，现在我惊叹我当时的眼光。
(4星)	又是遥远的回忆啊
(5星)	好久看过了．．．都不太记得了
(3星)	很多人觉得脱了衣服的张东建很性感在我看来减完肥再回来罢
(NA)	第一部韩剧
(3星)	Lynn很喜欢
(NA)	很早的了
(5星)	最早的韩剧
(5星)	你要的爱情在里面吗
(4星)	从此爱上张东健
(5星)	不能磨灭的记忆 始终觉得它最好
(5星)	第一次见苏志燮
(4星)	已经不大记得情节了
(NA)	喜欢金南珠
(5星)	最喜欢的韩剧
(4星)	我的首部韩剧至今难以忘记
(3星)	我生命中第二部韩剧，个个都是俊男美女，就是太长。
(5星)	原来金南珠是整的啊，那时的我多憧憬她呢
(5星)	经典
(3星)	看过几集，因为张东健
(5星)	嗯
(4星)	张东健,wa~~~~
(4星)	又是韩剧经典中的经典
(4星)	也是看得断断续续的～
(4星)	经典 还用说
(5星)	我看过的第一部韩剧也是印象中最好看的一部
(4星)	.
(4星)	很老，但很经典
(4星)	韩剧梦开始的地方，天桥也～
(5星)	赵远钧！
(3星)	当年看得很憋闷。不喜欢憋闷的电视。
(NA)	天桥风云 
(5星)	韩剧中的经典
(4星)	最早看的一部韩剧。。MS
(NA)	我喜欢了好长时间
(NA)	韩流来袭第一波~~
(NA)	好像是初中的时候看的，还是小学。。。不记得了
(4星)	迷恋
(NA)	小学很喜欢,比现在的棒子剧好看多了
(NA)	部分
(4星)	太不直接了，何必呢？
(NA)	好久以前看的哟
(5星)	还记得和某人的情谊开始于此，却不知在何时终结了。
(4星)	好看
(4星)	很早的剧了～～没怎么看全～但感觉不错～～金南珠好漂亮的说～～～
(NA)	天桥风云 韩剧 
(3星)	最早看的韩剧
(5星)	我的小政哥啊，其实最让人心痛的不是远均，而是你。张东健是我的超级最爱。
(4星)	最早接触的韩剧
(3星)	经典 
(NA)	第一眼见 很漂亮的金南珠 慢慢看下去 印象最深的是深情的韩宰硕
(NA)	经典啊！！！
(NA)	看的第一部真正意義上的韓劇，認識了金南珠，迷上那個癡情的韓載碩。。。。
(NA)	因为张东健，因为韩剧，因为寒暑假，因为湖南经视全天候播放，所有看此片，张东健依然那么酷，依然有死心塌地爱他的女人，故事有点荒唐，但是还算不错吧
(5星)	第一部吸引我的韩剧，还有曾经超级迷恋的远钧*^-^***
(5星)	难得的精品
(3星)	很小的时候看的
(NA)	复仇的故事太纠结，看完后很心痛，最喜欢的韩剧
(3星)	第一次接触韩剧
(NA)	接触的比较早的韩剧  很喜欢的
(4星)	以前看过 很久了 还不错
(4星)	一段时期的经典喜欢韩宰硕
(NA)	太长了
(3星)	很早接触的一部韩剧，当然对于那些现在看来粗糙烂掉至极的剧情是抱有很大好感的。当时被远钧迷的一塌糊涂，想怎么会有这么有魅力的男人而且名字还那么好听...后来才晓得韩文名字都是音译的...囧...对于复仇类的情节并不是很感冒，世上哪来那么多仇恨那么多高智商的复仇者那么多穿插点缀的爱情，最后的结局只能说...狗尾续貂...但就算为了儿时的悸动，也要顶下
(4星)	貌似这是最早看的韩剧
(NA)	里面有个让我心疼的角色
(NA)	天桥风云 
(5星)	第一部让我无法出戏的经典，仍坚信不会有超越他的了
(NA)	最早喜欢的韩剧
(NA)	以前看，以为韩国满街都是身材狂好的帅哥美女
(NA)	第一弹
(NA)	很老的电视剧，当年很喜欢啊！
(NA)	更喜欢韩载硕 
(NA)	看的第一部韩剧
(5星)	这是我解除的第一部韩剧！十多年前啦吧~但是，经典就是经典~韩载硕Forever！！！！
(NA)	看的第一部韩剧。很喜欢。
(4星)	金南珠很漂亮，后来才知道整出来的，但还是很漂亮...张东健还是很喜欢他，虽然在这片里有点坏
(4星)	看过的第一部韩剧
(4星)	突然想起了这个电视剧当初好喜欢的，记得那是……至少是高二以前看的了。“怀念过去，怀念从前……”神经！
(NA)	只看了几集...
(4星)	感觉是刚接触韩剧不久看的~很经典~
(NA)	絕對經典
(4星)	以前好喜欢的。。
(NA)	真的是看过。印象模糊，只记得很多衣服。
(5星)	我还是选李政
(5星)	一定要看
(NA)	我当时觉得挺好看的 - - 就是太黑暗了
(5星)	绝对经典
(NA)	嘿咻
(4星)	喜欢宰硕……
(4星)	值得一看
(NA)	张东健好帅
(NA)	远均。
(5星)	最爱的韩剧，百看不厌！
(4星)	基本上是从这部片开始接触韩国电视剧，从那时起开始喜欢韩宰硕，直到现在，他还是那么有型。
(4星)	当年很喜欢
(4星)	很痛苦却很现实的爱情
(5星)	目前为止唯一一部看完后觉得韩国编剧不弱智的电视剧
(NA)	早的忘记演的什么了
(4星)	好人坏人一念之间，过了很多年，最想念的韩剧就是它和我心荡漾了
(NA)	女人天生是容易受伤的~~
(5星)	年少的时候 喜欢那个帅帅的坏男人 李政 长大了 才知道赵远均的可贵 宋庆琳 我最喜欢的短发女人 15年过去 天桥风云里的服装造型 依然是经典
(4星)	小学的时候，电视台播放时，还挺风靡的，课余的时候，还会一起讨论……
(5星)	只要是青春回忆中的，都打5分，不论好不好，因为它们见证了最好的豆蔻年华
(5星)	曾经．爱过
(4星)	小政哥…………
(NA)	较早就看过的韩剧,惊叹演员的完美
(5星)	隆重推荐的韩剧！
(NA)	我看的第一部讲时尚的电视剧
(3星)	喜欢的韩宰硕和张东健
(5星)	远均
(3星)	最早看的韩剧
(5星)	眼泪开始的地方
(4星)	当发现蓝色生死恋里那个老爸是这里的经纪人时..
(4星)	好多年前看的啦~
(5星)	赵远钧。那样的男人多美好啊。
(4星)	最早接触到的韩剧
(5星)	模特生涯
(NA)	张东健最帅了
(4星)	初中时对韩剧最初的记忆。
(4星)	很小很小的时候看，觉得里面的人超帅啊……。苛刻的模特训练，让人知道，原来模特不是上去走一下就可以的了。
(NA)	激烈的感情。
(NA)	我们都在摸索，都在寻找。 　　 　　 一切都在路上。 
(NA)	第一次开始喜欢韩国的电视剧
(4星)	看的第一部韩剧
(NA)	有生以来看的第一部韩剧。
(NA)	一般
(3星)	沉浮一瞬间，
(NA)	经典
(5星)	很喜欢
(NA)	经典代表作 
(NA)	爱死赵远钧了
(NA)	里面有好多韩国的传奇人物，经典韩剧！
(4星)	很喜欢金南珠
(5星)	很经典，对模特这一行也有了更多的认识
(4星)	最早的韩剧
(5星)	宝妮看的第一部韩剧，经典！
(5星)	很不错的一部韩剧!
(5星)	太喜欢了
(5星)	张东健张东健
(4星)	这真是十几年前看的呀，经典剧。2010.12.11
(NA)	电视一遍一遍地放，我就跟着看啊看。
(3星)	唯一看完整的韩剧
(5星)	韩剧启蒙作~大爱远钧哥~
(NA)	未来还是靠自己
(NA)	早期韩剧
(NA)	170
(4星)	还是很早的时候看的,现在看应该还是会哭~
(NA)	怀念
(5星)	名字都能背出来~连我爸看到都能喊出小政哥~
(4星)	最初的经典
(5星)	虽然不是看过的最好看的韩剧，但却是记忆里影响最深的韩剧之一。伴我走过高中的韩剧啊。。。
(NA)	是那种每天偷偷看的，因为还在小学，但是对我有着莫大的吸引力！
(NA)	各个都是美女和帅哥
(NA)	看过很多遍，超喜欢小政哥，那个帅呀，哈哈哈
(NA)	最早看的一部韩剧，记忆犹新。
(NA)	早期看过的韩剧,喜欢韩宰硕.
(5星)	当年在电视剧前天天盼着看的，一集不落呀
(NA)	看的第一部韩国影片，真的很经典，值得收藏！
(4星)	经典韩国时装剧。对这里的张东健真是又爱又恨啊
(5星)	我看的第一部韩剧
(NA)	梯形台上的风云
(NA)	经典
(NA)	互相伤害的爱情，很心痛
(NA)	伤痕~人性的复杂
(3星)	古老
(4星)	唯一看过的一部韩剧
(NA)	从此迷上张东健
(4星)	一部古老的，却不舍得丢弃的电视剧
(3星)	高二吧?
(5星)	这是一部我觉得以后一定会买一套全集的电视剧，不管里面角色的感觉已经变得多老气，还是忘不了当初一个人逃课在家看，哭得稀里哗啦的样子。好几年都在迷韩载锡，他的名字有好多个翻译的方式，最喜欢这个，说不上原因。之后看报道说他好像是个没有演技的演员，那在天桥里是他本色的演出吗？那真的是太帅气的本色了！
(4星)	穿西装的李政是帅的
(3星)	我看的第一部韩剧，好吧，我本来就没看过几部韩句。
(NA)	我唯一记得的一部韩剧
(4星)	第一部让我着迷的韩剧
(4星)	很多年前看的了...记得小政哥...记得爱情中的等待和付出...
(4星)	当年看的 很不错
(NA)	 张东健 韩宰硕 金南珠 
(3星)	第一个令我反感的韩剧桥段就是韩载锡又车祸over。那两年他被车撞的频率实在太高了……
(4星)	爱的最高境界~
(3星)	刚开始觉得不错,后来就漫漫失去兴趣和耐心了,所以到底有没有看完我也忘了
(NA)	很早的一部电视剧，掀起了韩潮
(5星)	韩剧经典
(3星)	久远
(3星)	中学时候，很喜欢韩在硕演的那个角色，现在却很喜欢张东建。人长大了，真的变化太大了
(4星)	也是很早的韩剧了
(5星)	最早看的韩剧　　至今不能忘怀远均的死
(NA)	让我相当的震惊
(NA)	很悲！
(NA)	喜欢干练的金南珠~也是牛牛
(NA)	好像是我看过的最早的韩剧
(4星)	爱情纠来纠去
(NA)	当时觉得金南珠真的蛮有魅力的，特别是学生秀和给李彬公司代言的时候。可现在知道她整容以前的样子，额～～～～
(NA)	爱
(5星)	我韩剧的启蒙阿
(5星)	经典的韩剧
(NA)	高一看的，经典阿
(4星)	看得比较早的一部.喜欢女主
(3星)	　李政、宋庆琳、赵远钧三人的初次相遇是在庆琳的毕业服装秀上，远钧应邀成为庆琳的模特，但因他的迟到而差点让作为观众的李政代替他上场表演。就在这次服装秀上，远钧对庆琳一见钟情，也使庆琳和李政萌生了当模特的念头。 　　 　　远钧所在的顶尖模特经纪公司正在招考模特，在报名现场，庆琳与李政不期而遇，远钧也看见了他们，三个之间的故事由此开始。李政和远钧都很喜欢庆琳，但庆琳却对李政更有好感，这使得远钧感到很落寞。 　　 　　李政虽是神话集团的长孙，但父亲早亡，母亲不为家族承认。从小，他就被母亲告知，要找
(5星)	虽然你没有远均好，但是我还是喜欢你－李政！
(5星)	几乎影响了整整一个初中时代
(5星)	稀饭~~
(4星)	爱远均！
(5星)	第一次接触的韩剧，并且喜欢上了张东健。
(4星)	第一部让我注目的韩剧
(5星)	爱上服装设计,爱上T台...
(4星)	呵呵 小时候特别喜欢看 都看了好几遍了
(5星)	最早看的韩剧
(4星)	T台故事
(3星)	不错
(NA)	太久了，都有点忘记剧情了，但最后一集却印象深刻
(5星)	我最喜欢的韩剧
(NA)	我爱张东健，我爱韩宰硕，我最爱金南珠，呵呵。
(5星)	生平第一部看过的韩剧，百看不厌。李政、远钧和庆龄三个人的爱恨情仇动人心弦，领我走进韩剧的世界，从此不能自拔。绝对是韩剧历史的里程碑，那首主题曲更是不能错过~还是喜欢小政和庆龄在一起，张东健年轻时还是很帅的，至少迷住了那时的我啊，呵呵~
(3星)	俊男靓女～
(NA)	天桥风云
(NA)	爱情和事业，男人选哪个？我爱选事业的男人
(NA)	偶初中时看过的第一部韩剧 
(NA)	年少时的服装设计梦
(4星)	很早以前，差不多算我最早接触过的韩剧了吧
(5星)	很少看韩剧，一部结构紧凑的韩剧～
(NA)	我的第一部韩剧
(5星)	最喜欢的一部韩剧.喜欢里面的远钧
(5星)	经典,不只是爱情!
(4星)	模特的人生
(NA)	应该是第一部看的韩国偶像剧,当时狂迷韩在硕.
(4星)	悲剧‘啊
(5星)	可能是看的最早的韩国电影,被赵远均的之着和付出所感动~~~
(4星)	没看全...
(5星)	时尚，韩流撞击中国大门的第一部作品，在无数中国青年的心中第一次激发起对时尚的热情。
(4星)	当时看还行
(4星)	可怜的男二主角
(4星)	看的第一部韩剧
