http://movie.douban.com/subject/1786743/	老房有喜
(NA)	 哈哈            
(4星)	 相比小燕子，喜欢这个干净的赵薇。            
(3星)	 当时觉得苏有朋和赵薇挺合适的，满希望他们两是一对的。            
(3星)	 还是因为赵薇红到发紫不过在那个时候 有这样的偶像剧，着实已经不错了            
(4星)	 当年            
(3星)	 乘着还珠格格的春风，又来一套老房有喜。            
(4星)	 没有看全，但记得很喜欢来着。            
(3星)	 童年            
(3星)	 结局相当巧合。            
(3星)	 怀旧            
(3星)	 咋，我都忘记了。            
(4星)	 在南京看的 怀念            
(3星)	 最早接触的偶像剧？？？            
(4星)	 我家薇薇~            
(4星)	 那是他们特火吧。            
(3星)	 美好的童年回忆啊            
(NA)	 好小好小时候在老房子看得哎 都不记得了            
(3星)	 听说过，或许也看过那么一两集~~我一直觉得这种成名后的乘胜追击，品质不咋滴~~            
(4星)	 因为小时候喜欢赵薇，就看了，故事是我喜欢的故事。            
(NA)	 其实我以前特爱看这个。。真的是好好看。。。。            
(3星)	 很有喜，就是那个外婆和孙女的交织感情设计很搞人            
(4星)	 当年看的            
(NA)	 陪扣扣看的            
(4星)	 小PONG~            
(4星)	 要多怀念有多怀念啊 在姨妈家的小电视上看完的。。            
(4星)	 以前挺喜欢            
(3星)	 前两天还跟宿舍同学讨论来着，那个时候的苏有朋同学还是很萌人的            
(5星)	 从这部开始喜欢赵薇~            
(4星)	 我家竟然有套碟            
(5星)	 那是三代人的故事            
(3星)	 现在如果在上海有个老房也是很伟大一件事啊            
(5星)	 怀旧啊            
(4星)	 记得小时候挺喜欢的            
(4星)	 童年童年            
(4星)	 话说当年我还是很喜欢的，比看格格好的说。            
(4星)	 不记得内容了。纯粹是当时挺赵薇苏有朋            
(4星)	 那是看着也还行~~片尾曲~~最近比较烦比较烦比较烦~~            
(1星)	 简直瞎眼。            
(4星)	 那时看得纠结得哟~~~            
(4星)	 吉祥。。。。            
(2星)	 不记得演得什么了，一会哥哥妹妹的……诶诶，赵薇那时候好年轻啊            
(3星)	 那时候，觉得赵薇和苏有朋真配来着……            
(3星)	 当时还珠格格大热导致赵薇大热导致我去看了老房有喜，还好结局不错，剧情一般般吧。            
(2星)	 别以为跟着还珠的风，我就能买账。            
(3星)	 有时候小时候的电视剧比长大的好看多了。            
(4星)	 这个很有意思 比现在的上海讨人喜欢            
(4星)	 这个还是比较搞笑的            
(3星)	 当初无哪能就fan赵薇特苏有朋到了这种地步来...            
(4星)	 那时候很喜欢看的            
(5星)	 很赞，很喜欢，很怀念。。。貌似最后镜头是我们学校。。。            
(3星)	 赵薇那个时候真的红得一塌糊涂！            
(4星)	 给的是当年的分，那时候真喜欢赵薇和苏有朋。            
(3星)	 在引进大陆剧集方面，ATV总是比TVB要强。就像ATV引进还珠，赵薇红了，TVB再引进这部……            
(4星)	 记得好多年前看的了，那会都不懂事            
(4星)	 还是不错的剧目这片子赵薇的表现很不错的总觉得后来周渝民的一部剧《silence》啥啥密码的，有这个主线收房产的影子            
(4星)	 我当年可爱看了~才小学呐。。。            
(NA)	 当时是那么得想追你。。            
(3星)	 初一时看的，当时趁着《还珠格格》的风头出的一部电视剧，看的人还真不少，就是冲着苏有朋和赵薇去的            
(2星)	 陪着妹妹看的            
(3星)	 就那样吧            
(3星)	 没印象了，大概是和着广告一起看的。            
(3星)	 年少不经事，喜欢疯了五阿哥小燕子。。。            
(3星)	 青涩的爱情            
(4星)	 年少的时光啊...            
(4星)	 多早之前看的啊。。。印象中还是挺好看的            
(4星)	 一度很迷恋的            
(NA)	 哎呀那时候嫩嫩地苏有朋真是萌死了&gt;&lt;            
(3星)	 这部里面不对赵薇有还珠格格里面的反感            
(NA)	 小时候看的吧~            
(4星)	 生活的感觉~~            
(3星)	 当时真的很萌啊。            
(4星)	 好多年前看的了 觉得好好看            
(3星)	 曾经很喜欢这一对。            
(4星)	 其实剧情挺傻的 但是那时候的感觉太美好             
(4星)	 我爱吉祥            
(3星)	 差不多已经忘了……只记得吴有利= =            
(4星)	 只是怀念当时            
(4星)	 怀念那时的赵薇和苏有朋 某天发现原来这里面的小海燕都那么大了             
(4星)	 这个是 赵薇 最好的2部剧之一            
(NA)	 4            
(5星)	 1999            
(4星)	 至少那时喜欢过。            
(3星)	 小时候的纯真已不再。            
(4星)	 童年回忆嘿            
(2星)	 还珠格格那时。            
(4星)	 那个时候觉得好好呀！            
(4星)	 貌似是在还珠格格之后看的。。。            
(4星)	 挺好看的 借着还珠格格的后劲儿            
(2星)	 陪我度过了一段孤独的时光~~仅此而已。            
(4星)	 那时的赵薇....            
(4星)	 其实…还是…不错看…的= =            
(NA)	 这是自己喜欢的大陆剧,罕见啊            
(4星)	 年轻的时候真喜欢看            
(4星)	 当时大家都这么纯真啊            
(5星)	 就是看了这个电视剧才让我有了让男人受虐才好看的情结。。。            
(4星)	 当时特想让苏有朋和赵薇在一起 真的            
(NA)	 很有话剧的feel。。。            
(3星)	 趁着还珠的风潮，再续朋薇恋            
(5星)	 童年的回忆……            
(5星)	 剧情我都忘了，不过男女主演的很好，像是在真恋爱`~            
(2星)	 在那个人人追逐小燕子的时代啊            
(4星)	 吴秘书 小眼睛 圆形墨镜            
(3星)	 古董了啊...            
(4星)	 当值赵薇正开始红接连拍的几部电视剧            
(3星)	 哈哈，那个时候只要是他俩的通通关注！            
(4星)	 怎么最近老是把这些老片扒出来了。。。            
(4星)	 我感觉挺好的，那时候很喜欢赵薇。            
(3星)	 那时赵薇和苏有朋很红，因为还珠格格            
(3星)	 小燕子和五阿哥又一搭档。。回忆中的电视剧。。呵呵。。            
(NA)	 看过一点点。            
(NA)	 喜欢吉祥喜欢 的不得了            
(4星)	 冲着邰志源邰哥，给四星好了            
(4星)	 再俗也是种幸福            
(NA)	 剧情有点忘了 但结局不错            
(3星)	 姐姐我当年是多么喜欢赵苏2位，可惜现在米感觉了            
(4星)	 看完还珠就看了这.            
(3星)	 童年的梦想啊。。。            
(NA)	 还可以            
(3星)	 6            
(5星)	 吉祥！            
(4星)	 记忆。            
(4星)	 哈哈，小时候真是什么片子都爱看啊            
(3星)	 当年就觉得他俩应该是一对！但，演戏终究不是真的。不过，他俩在经历了那么多的风雨后，确实是成长了许多。            
(2星)	 一段童年回忆 而已。            
(3星)	 很久很久很久以前看的。。当时一看小燕子和五阿哥就很激动。            
(4星)	 上高中的时候看的。            
(3星)	 当他们都是豆蔻年华时。。。            
(3星)	 薇哥拉风            
(4星)	 小的时候，最喜欢看五阿哥和小燕子在一起            
(4星)	 那时才高中            
(3星)	 小时候还迷的跟什么似的…            
(4星)	 小时候就是很喜欢看~            
(4星)	 当年的爱~            
(4星)	 啊 还是小时候的记忆。            
(3星)	 忽然看到的，记录一下            
(4星)	 结局太牵强            
(NA)	 那会觉得苏有朋和赵薇很般配            
(4星)	 那个时代的记忆，苏有朋和赵薇继还珠格格后的后续。。当时还一直纠结在结尾两个人一会是亲兄妹，一会又不是亲兄妹的问题上。。。            
(4星)	 据说那个小海燕现在长得可漂亮了            
(4星)	 初三的记忆，我和妈妈都爱看。至今珍藏。            
(NA)	 要命的悲剧。。。            
(4星)	 小学 二年级?            
(4星)	 小时候喜欢的电视剧            
(4星)	 哈哈，穿越！小海燕长大了啊            
(4星)	 她的外婆吧，穿旗袍很美。            
(2星)	 还珠的附属作品            
(3星)	 只记得当初看时觉得很可爱            
(3星)	 小学记忆＝ ＝            
(3星)	 当年 觉得赵薇很美....            
(3星)	 我一直当情景剧...            
(NA)	 有爱！！吉祥            
(3星)	 对那个小姑娘印象很深刻            
(4星)	 当年百看不厌            
(5星)	 帅帅的小鹏，可爱的吉祥，早熟的小海燕，还有上海老房子里的一大群有趣的人们~~            
(3星)	 一般吧，不记得了            
(4星)	 我说啊我说            
(3星)	 呃，赵薇穿旗袍那张照片我还挺喜欢的            
(2星)	 喜欢 情深深雨蒙蒙             
(NA)	 囧了  这小学看的吧  早忘了讲啥的了            
(NA)	 ……还珠余热            
(5星)	 虽然有点扯，但是很好玩            
(NA)	 赵薇好年轻            
(3星)	 当初趁着还珠格格的热乎劲，对此剧着实迷了一阵。。。            
(4星)	 我还想重看……哪里有            
(3星)	 对不起。我们是乡下人            
(4星)	 只记得周华健的歌还有每次看都很开心。            
(5星)	 其实演吴有利的邰智源是亮点～            
(NA)	 我那个时候一直觉得五阿哥和小燕子就该是一对，            
(4星)	 小时候觉得很好看！~嘿嘿~            
(4星)	 小時候看這劇還哭濕過枕頭            
(3星)	 青涩了            
(3星)	 记不到了 小时候看的 因为喜欢赵薇吧            
(3星)	 当年的小海燕现在可美了~            
(NA)	 这个我也看过 哈哈 ，            
(4星)	 小时候挺喜欢看的。。            
(2星)	 噻，受不了我了昂，都看过            
(3星)	 搭上了还珠的顺风车            
(4星)	 表妹吉祥，呦兮            
(5星)	 &gt;.&lt;            
(NA)	 嘿嘿，那是超想他们好上的            
(3星)	 也算是自己的一段记忆吧~            
(3星)	 比还珠好点儿            
(4星)	 貌似跟着老妈看的。。。            
(NA)	 童年回忆系列            
(4星)	 还是他们两            
(4星)	 这电视剧播的时候我刚搬家刚转学刚开始定期去医院妈妈又一直没能陪在我身边。            
(4星)	 小的时候……            
(3星)	 其实还好            
(5星)	 小学的时候,用零花钱和同学一起去租碟看的,很幸福            
(3星)	  那个时候的青春偶像剧啊- -现在想起来好囧好囧            
(3星)	 可以看看            
(4星)	 那个时候超级喜欢啊。            
(3星)	 小正太            
(3星)	 想起来其实蛮温馨的。            
(3星)	 哈哈 太久远啦那个时候觉得有朋老帅了            
(3星)	 借着还珠格格的热度，当时是迷疯了，这部剧都不记得讲什么了。            
(3星)	 不过是为了满足观众的希望            
(3星)	 小鹏~            
(3星)	 我KAO太复古了吧            
(3星)	 至少那个时候我很爱~            
(NA)	 汗啊，原来我看过赵薇这么多没营养的电视啊            
(4星)	 早期偶像剧 你们都曾年轻过            
(NA)	 好青春好年轻~哦也~            
(3星)	 展现了点老上海的风情呢~不过剧情嘛……一般            
(NA)	 当年就感觉这是一部神奇的电视剧……            
(4星)	 居然是我爸跟我抢台看这个！！            
(3星)	 满可爱的剧，配角也都满可爱            
(4星)	 小时候的故事了。            
(2星)	 = =             
(4星)	 小的时候何其迷恋啊            
(3星)	 这片导演居然有丁仰国            
(3星)	 当时赵姐姐的一口黄牙仍在…            
(3星)	 最近比较烦            
(3星)	 惯性            
(3星)	 小學時候看的了。好久遠。            
(NA)	 没什么印象            
(4星)	 当年青涩。            
(4星)	 上海风味很重很好很强大。吉祥吉祥~~            
(5星)	 又童年回忆类            
(NA)	 看不懂的上海人!            
(NA)	 他们重逢的时候还挺感动的。            
(NA)	 哎哟我小时候不懂事             
(NA)	 依然记得《最近比较烦》这首歌，还有那堵墙上的“吉祥我爱你”。。。            
(4星)	 那时候的苏有朋真是个小正太。怎奈何时光对他并不留情，如今真的有点衰。            
(4星)	 跟在还珠1之后的。。总体来说是沾了还珠格格的光吧。故事一般性的其实，还牵扯前代。。。。。但冲着赵薇和苏有朋的组合，不看是不行的            
(3星)	 遥远的回忆            
(4星)	 好古老的记忆。。            
(4星)	 那时候觉得这两个人超配的啊~~            
(3星)	 看完还珠格格的后遗症            
(3星)	 记住的、向往的，只是上海的法国梧桐树。            
(4星)	 当时大家都很年轻。。。            
(2星)	 当时接着还珠看，还想看赵薇和苏有朋，这两个一对            
(3星)	 俩人“再续前缘”~~            
(3星)	 好小的时候..            
(4星)	 我只记得当时追星追赵薇苏有朋。哈哈。            
(NA)	 也算以前较为经典的片子了吧！            
(3星)	 一度很喜欢，现在再看也就那样，没耐心看了            
(4星)	 就在简陋的某家医院遗留的操场上拍出了这部当时让我一直守在电视机旁的片子。当时看看很咋的，现在再看大概也不咋的了。演海燕的女孩应该很大很大了吧。            
(4星)	 忘了内容了都。。但是 赵薇是个好姑娘            
(5星)	 基本上是当作还珠格格现代版看的            
(3星)	 还珠格格的风潮还没过的时候看的，当时感觉还不错~~            
(4星)	 还挺喜欢的            
(5星)	 还珠风后的热剧，挺喜欢他俩的情侣档的。尤其看他俩拍的老照片，好笑            
(3星)	 好怀旧            
(3星)	 当时为赵薇和苏有朋的搭档很追过一阵子呢。神奇            
(4星)	 因为爱赵薇·只是爱赵薇·看了这部连续剧就爱了赵薇这么多年            
(3星)	 又一個童年回憶            
(5星)	 也是那个年代的回忆吧            
(4星)	 当年的苏有朋很帅很奶油            
(NA)	 ....            
(3星)	 当年看的时候我不记得是初中还是小学了。。。            
(4星)	 童年的回忆啊~一直挺喜欢赵薇的~            
(3星)	 小学那会儿无比的着迷。今天翻出来看了看，旧时光，尚在。。            
(3星)	 还珠格格之后看的这个 OMG            
(2星)	 最近比较烦，比较烦，比较烦……            
(5星)	 10年            
(4星)	 在还珠之后播的片子，当初还挺萌的            
(NA)	 还珠的后遗症，无奈            
(4星)	 我  童年的美好回忆啊               
(3星)	 在这部电视剧听到的月亮代表我的心            
(4星)	 那时候因为喜欢赵薇和有朋。            
(5星)	 那么多年前看过，好想再看一遍。。那时候苏和赵都还青涩，我还那么懵懂。。            
(4星)	 那时候多喜欢吉祥和苏小朋啊            
(5星)	 很熟悉的上海，非常怀念当时            
(4星)	 好怀念哦~            
(4星)	 我也曾追着还珠热啊。            
(3星)	 。。。            
(3星)	 O(∩_∩)O            
(4星)	 真让人怀念呢            
(3星)	 很久以前的一部电视剧了            
(3星)	 真是趁热打铁。。。            
(3星)	 唯一一部感觉有她可以继续看下去的片子            
(3星)	 小学毕业考试的时候还在演。            
(2星)	 没啥印象了都。。。            
(3星)	 年轻啊~~            
(4星)	 青春洋溢，陪同木鱼一起的回忆            
(NA)	 哪年了 貌似是还珠火了之后 觉得这个故事还挺有意思·······            
(4星)	 你还记得吧            
(3星)	 哈哈            
(4星)	 搭着还珠的顺风车，看着两人不知有多感动，那时候的我            
(5星)	 苏有朋空前绝后的帅。。。怀念那个年代，那座老房，那个夏天，那些老邻居和那些故事。。。还有那2位我心中永远的金童玉女。。。。。。。。。。。。。            
(4星)	 当年的有朋啊。            
(3星)	 年代比较久远，已经忘记情节了……当年放的时候很喜欢看            
(4星)	 感觉挺文艺            
(4星)	 本想给三星，但小时候内心其实是四星，听说小海燕现在可漂亮了。            
(5星)	 童年的味道            
(3星)	 再也没播过            
(5星)	 没想到这个剧还有很久很久以前的版本啊，不过还是值得看滴，为了两岸关系嘛            
(5星)	 当时追得可厉害了~            
(3星)	 完全是因为还珠的原因看的            
(2星)	 岁月啊            
(4星)	 记得跟着欢喜跟着伤心的心情...十几年前的内地偶像剧能做成这样我真的很欣慰~唯一的遗憾就是结尾太狗血且太说不通了...            
(4星)	 好美好美的故事。            
(5星)	 目前看过的最好的一部电视剧,三遍            
(3星)	 真纯呐            
(2星)	 好像这部戏让很多人不喜欢小燕子和五阿哥了            
(4星)	 看完还珠就是老房接档~  肯定是冲着赵薇和有朋两位还珠老人看的，虽与前部有差距，但依然喜欢！            
(4星)	 小时候寒暑假特喜欢看            
(4星)	 當年看的感覺不錯, 清新~            
(5星)	 豆瓣果然格调高 为什么小时候的这些经典剧都只有六点几分。未必那些给低分的叼人们以前没有守着电视机看。            
(4星)	 很小时看了一点.还可以吧            
(4星)	 小学很爱            
(5星)	 感覺特別好，不知道爲什麽            
(3星)	 还珠后遗症            
(4星)	 还记得爸爸送我的赵薇挂画呢~            
(2星)	 狗血设定，比较无聊            
(4星)	 最后结局的剧情有点意思            
(NA)	 忘了，好像看过吧            
(3星)	 记不太清楚了，赵薇那个旗袍装太惊艳了！            
(3星)	 其实我觉得这片挺俗，但无奈当时大家都要看。不过赵薇还是不疯疯癫癫可爱            
(4星)	 我记得 那首歌 很好听。            
(4星)	 他俩其实很像表兄妹还有朱桦的R&amp;B式月亮代表我的心            
(4星)	 因为赵薇所以才很关注她演的骗子，不过那是还是很纯真的感觉            
(5星)	 哈哈  因为小燕子看得            
(NA)	 初恋很爱赵薇，后来又陪他重新看过一次。。            
(NA)	 想当年~~~~            
(3星)	 。。。。。。。            
(3星)	 老老的....偶像剧么....            
(3星)	 是因为还珠之后再看的2人合作，还不错            
(3星)	 当初看也只是因为里面有赵薇和苏有朋,那时还珠还很火..            
(5星)	 吉祥。            
(3星)	 当时觉得很好看            
(5星)	 还是喜欢赵薇。。。            
(3星)	 有点意思            
(NA)	 我年轻时候的小爱。            
(3星)	 恩，很有那个时候夏天的感觉。有相同感觉的还有考试一家亲。那是一个值得怀念的夏天上海的年代            
(5星)	 看的时候觉得这部片子蛮有意思的...            
(4星)	 我总觉得苏有朋和赵薇很配。可是现在苏哥残了。。。            
(1星)	 赵薇年轻啊            
(2星)	 还是还珠迷的时候。            
(NA)	 我心中的上海，初恋和遇见            
(3星)	 记得看过            
(3星)	 当年纯粹是因为还珠效应看的这部。。很困惑当年怎么就能耐着性子看完呢。。            
(5星)	 小学五年级的最爱，呵呵~            
(2星)	 好假 记得结尾的反转是“收养的” 收养的还刚好跟养父长得那么像。。。            
(3星)	 很久很久前看的了，那时候还在小店里租碟子看的。因为这个喜欢了赵薇            
(3星)	 薇哥早期作品，还行！            
(4星)	 记得这偶像剧还成。            
(3星)	 就是因为喜欢赵薇            
(3星)	 口香糖一块。            
(4星)	 蛮好玩儿的            
(5星)	 表妹吉祥~~~%&gt;_&lt;%            
(3星)	 囧啊            
(4星)	 年华呀年华            
(2星)	 可以            
(NA)	 我的温暖回忆            
(4星)	 很上海            
(4星)	 现在看来很狗血            
(4星)	 也是小时候看过的片子，都还嫩嫩的他们看着是年少的样子            
(4星)	 那个时侯的赵薇哟。            
(5星)	 当年多好看啊，我妈都爱看            
(3星)	 老喜欢这种筒子楼里的故事了            
(4星)	 乖乖、有岁月的啊            
(3星)	 讲上海的~呵呵~所以看的特别有感觉~            
(3星)	 当年看这个，我爸怀疑我的品味……其实当时迷小燕子主要是            
(3星)	 其实挺不错的仔细想想，好怀念当时年幼无知的自己            
(3星)	 我记得那首《月亮代表我的心》            
(3星)	 十年前看的，现在回顾了一下            
(4星)	 小学最爱            
(4星)	 我最近比较忙比较忙比较忙……            
(NA)	 没啥意思            
(NA)	 我承认小时候曾经迷恋过她            
(5星)	 小时候看过两遍。。。。            
(4星)	 看过的第一部赵薇演的            
(4星)	 小时候挺喜欢的            
(NA)	 忘了            
(4星)	 小海燕都长大了...            
(4星)	 小时候很喜欢            
(3星)	 “小燕子”红了，拍了一部古老的电视剧            
(4星)	 好像内时候木有还珠吧。很爱看赵薇和苏有朋            
(5星)	 小时候……            
(4星)	 小学可爱看了呢~呵呵~~            
(4星)	 有十年了吧？？　。。　那时年轻。。　我同样年轻的。。            
(2星)	 扯淡            
(NA)	 曾经因为这部戏喜欢上苏有朋，嘻嘻            
(4星)	 我突然想再看看，可惜看不进去了            
(5星)	 。。。哈哈哈哈哈            
(3星)	 最近好烦啊            
(5星)	 我不知道，我怀念的，究竟是那时候的赵薇苏有朋，还是那时候的自己......            
(4星)	 忘掉情节了，赵薇那个时候演得挺不错            
(5星)	 那时候好喜欢看！            
(3星)	 唉呀妈呀            
(3星)	 挺扯淡的轻喜剧             
(4星)	 赵薇系列，也看过很多遍了，还买书收藏了            
(2星)	
(NA)	 超爱的 回忆~            
(4星)	 赵薇纯啊            
(4星)	 赵薇那个一堆绳子编的首饰，我狂COSPLAY当年            
(5星)	 好喜欢苏有朋！            
(4星)	 记得里面的苏有朋老帅了~~            
(4星)	 现在想起来 赵薇苏有朋演了那么多言情剧 竟然是这部最动人心弦            
(5星)	 好爱他们两个            
(5星)	 早期内地偶像剧，很多片段和同龄人说起来都是如数家珍            
(3星)	 当时也蛮喜欢来着            
(4星)	 有些台词还是很萌的。比如男猪说喜欢咸蛋超人，房东说把我的房子换给我。XD            
(3星)	 那时候不懂两岸的那些纠葛。可是迷上了上海的房子还有人。主题曲最近比较烦当年街知巷闻。有些角色名字现在还记得，邰智源的吴有利，还有海燕，阿晴嫂，三弦。还记得他们打电话去前线的时候的场景，还有那个房子和篮球场，苏有朋还在上面写字呢。            
(4星)	 呀！表哥！来抱抱。            
(NA)	 好年轻的赵薇            
(NA)	 迷过好一阵            
(5星)	 当年的记忆啊！！！！老爱了！！！            
(5星)	 回忆年轻时候的赵薇和苏有朋。            
(2星)	 亂七八糟的劇情、            
(5星)	 超爱吉祥的说~            
(3星)	 喜欢赵薇和苏有朋感觉他们好配啊！            
(5星)	 忘记了，挺好玩的，我记得那个小女孩喜欢张信哲的歌，好玩            
(NA)	 表妹吉祥，十年前看过的。            
(2星)	 老上海的味道。那时候很喜欢看= =             
(NA)	 曾经，我的回忆，很喜欢`~            
(3星)	 2004            
(5星)	 曾经很爱的剧            
(3星)	 那时  赵薇 嫩的 我更是 嫩的            
(4星)	 老上海的感觉挺浓郁的……            
(4星)	 有老上海的味道有过日子的味道            
(5星)	 我台词都背得到            
(4星)	 哎哟 不错哦            
(4星)	 N早以前的一部剧，但至今为止是我觉得赵薇和苏有朋最好的戏            
(NA)	  小学最爱看的。。             
(NA)	 当时觉得二人真配。            
(NA)	 哎呀，当年追着看这部片子啊。激动地我半死!            
(3星)	 快吐出来了- -不知小时候为什么喜欢看~            
(3星)	 都忘了            
(4星)	 里面的苏有朋真是阳光帅气啊。。偶尔再去翻视频看的时候，就觉得时间仿佛停住了一样，苏有朋永远都那么年轻。爱情永远都那么纯粹            
(3星)	 当年的苏有朋很帅气，那个奶油哦~            
(NA)	 挺好的阿。爱上上海。            
(2星)	 那时候我也不觉得好看 骗钱片            
(4星)	 现在看还是觉得不太土。            
(4星)	 只记得当年看的时候很喜欢上海这城市.            
(4星)	 不仅仅是小燕子啦            
(3星)	 要不是因为当年还珠的热潮没退，我才不会看这部片咧。。。            
(5星)	 印象最深的角色是吴有利，很搞笑            
(4星)	 初中的美好回忆 那时大家都很喜欢哦            
(3星)	 大眼妹貌似自此后人气不行了...            
(5星)	 好喜欢这部电视剧 李眉 苏三 吉祥 苏小鹏！            
(5星)	 啊~~简直是那时候的最爱~            
(3星)	 以前就喜欢看赵薇和苏有朋配对```            
(3星)	 小海燕红了- -为啥苏赵最后没在一起的说            
(4星)	 当时很迷很迷            
(2星)	 看了n遍也没看懂，也不知道结局是什么，反正就知道里面有小燕子有五阿哥~~~            
(4星)	 这绝对不能是05年的上映的啊            
(3星)	 趁热打铁的作品。            
(3星)	 还珠的短期后遗症，想来那故事还是挺温馨的当时觉得            
(3星)	 还是，还珠格格之后，疯狂的迷恋那个所谓的小燕子和五阿哥…………            
(5星)	 那个时候SYP那简直帅呆了。现在又重新看了一遍。果然岁月不饶人啊。            
(3星)	 那时候对雅诗印象深            
(4星)	 肥皂成功            
(5星)	 和还珠格格一起看的，那时候苏有朋还很帅，发型还跟正常人一样            
(4星)	 CQtv            
(4星)	 啊啊。小学六年级。我还记得。当初的小海燕已然长大。很美丽。            
(4星)	 看过很多遍~~当时超萌赵苏配呀!            
(3星)	 蛮搞笑的，而且赵薇当年挺好看的            
(3星)	 因为赵薇            
(3星)	 很久很久了。前段时间还又翻看几集。但大概忘记了。            
(3星)	 那时好像赵薇和苏有朋相当的红……            
(3星)	 我清楚地记得某年我看到最后两集的时候，突然插播关于法X功的批斗。。。从此我记住了法X功            
(4星)	 属于一段成长时光的回忆性片子，初中看的哈，淡淡的感觉很好~~还有主题曲，很喜欢~~            
(NA)	 好老好老，还有那个漫画            
(4星)	 儿时记忆            
(NA)	 看过好几遍，每次都看不厌            
(5星)	 经典之作，既有爱情的浪漫元素，又有家庭的和睦温馨，几个配角都相当出色，就连小演员海燕都演技自然，记得当年看时，爸妈也很喜欢。            
(2星)	 仅仅是为赵薇和苏有朋制作的戏。            
(3星)	 当年是冲着赵薇和苏有朋的绯闻去的 精神可嘉            
(NA)	 当时没有网络可以下载美剧看 。。。。。 SO 一边很着急得 看完了            
(5星)	 儿时美好记忆            
(3星)	 好老呢            
(3星)	 应该算是偶像剧……剧本相当让人吐血……            
(3星)	 比较没想法，还珠格格之后看到的苏有朋与赵薇的对手戏……其实我觉得这俩人不配……            
(4星)	 那座老房子，那条满是梧桐树的街            
(3星)	 俗气类 小鹏哥哥！            
(3星)	 看了很久了，当时就觉得赵薇和苏有朋怎么看怎么配。            
(NA)	 记不得多小的时候看了，            
(4星)	 好看~            
(4星)	 对于原来这些现在想想也挺怀念的剧，我一律四星别怪我偏心。            
(4星)	 初中看的。            
(NA)	 趁着汗珠格格热播 应景的片子 不过还不错            
(3星)	 里面的吴有利  不错            
(4星)	 在邻家大姐的支持与胁迫中看了一眼，结果一发不可收拾，在那个假期几乎就天天捧着电视看了            
(3星)	 环珠格格的余热~            
(3星)	 在还珠格格之后拍的，当年也算火了一把。            
(5星)	 正迷燕子时            
(4星)	 当年还是很喜欢的~尤其主题曲            
(4星)	 苏有朋和赵薇真的很衬            
(5星)	 最喜欢赵薇这部戏            
(4星)	 就记得那个大房子了            
(NA)	 无聊得要吐            
(NA)	 一点都没感觉到十年过去了            
(4星)	 呃…            
(4星)	 我觉得强于还珠格格            
(4星)	 当年超希望看到赵苏在一起的`~            
(4星)	 剧中吉祥和苏小鹏的爱情，可以说是天注定的，在曲曲折折中经历了几世，那种对爱情的执著与两人无法错过的缘分深深的打动了我。            
(4星)	 比较小滴时候看的了....            
(3星)	 那时的赵薇和苏有朋都很纯啊            
(4星)	 回头看当年的电影电视剧，总是会感叹，我们都老了。我和我曾经喜欢的人儿们，就那么不可挽回的一点一点变老了。            
(5星)	 可喜欢了。。。99年的。。            
(NA)	 哈哈哈             
(3星)	 多久前的电视剧了。。            
(4星)	 小时候觉得特别好看            
(3星)	 纯粹是为了人看的吧……那个时候真是纯情＝V＝            
(4星)	 ...            
(NA)	 当时环珠格格，那么迷恋赵薇和苏有朋饰演的角色，这部片子充斥了我满满一个暑假，现在只记得片中老旧的红墙老房和星星的上海人。            
(5星)	 怀旧都给五颗星            
(3星)	 年少时 夏日的香气             
(3星)	 一般般，大众化的跳不出他的特点……            
(3星)	 印象最深的是片尾曲。。朱桦翻唱的很好听            
(3星)	 還珠格格之後 挺喜歡趙薇搭蘇有朋..不過現在的趙薇已經蛻變成功了.蘇有朋就....            
(NA)	 在小学的视觉看去  太好看了            
(4星)	 上海老房，梧桐树道。PS：苏小鹏不是亲孙子，为什么长得一样？            
(5星)	 VV和小朋还真是配啊            
(4星)	 上海系，苏有朋外酷            
(5星)	 童年的记忆            
(4星)	 上学时对于爱情的憧憬            
(NA)	 太可怕了。。=。=            
(4星)	 差点就把这戏忘了…            
(4星)	 有印象…片尾曲美…            
(NA)	 老上海            
(4星)	 启蒙偶像剧            
(3星)	 我喜欢三弦夫妇！！！            
(3星)	 一般般            
(4星)	 挺有上海的味道的~            
(4星)	 这里的赵薇最实在。            
(2星)	 还珠2没首播时凑合着看            
(NA)	 当时天天看，就喜欢看到素有朋和赵薇在一起            
(4星)	 话说我儿时还挺迷赵薇的呢            
(4星)	 苏有朋那时是唯一的帅哥            
(NA)	 上海的老马路呀            
(NA)	 还是很好看的嘛            
(2星)	 曹完全是因为还珠格格的毒害我才会看这个的……            
(5星)	 青涩的赵薇和苏有朋。说来很有趣，这部片子似乎不是那么出名，但周围的同学几乎都看过，而且还都很喜欢看。可能是因为紧接着《还珠格格》的第一部吧，又那么小，天真地真的很想让小燕子和五阿哥在一起，然后又发现一部戏也是他们两个在一起，所以就很喜欢了……            
(5星)	 吴有利。。。。            
(3星)	 曾经很迷恋的电视剧~            
(NA)	 想当年还年少的时候，因为这部片子，我还迷了苏有朋好一阵            
(3星)	 当年他们真的很红呀            
(3星)	 學邰哥的“李明華，you are beautiful，太beautiful”學了很久。。。當時初中            
(NA)	 当时很迷的 现在大致记得情节吧 跟风之作            
(4星)	 怎么这么喜欢她呢。            
(4星)	 挺喜欢的            
(3星)	 冲着赵薇当年的热潮去的~            
(5星)	 拍得很好，真实有趣            
