http://movie.douban.com/subject/4922426/	绝望主妇  第七季 Desperate Housewives Season 7
(4星)	 主妇们都是强大的~~~每个角色都个性鲜明塑造完善~虽然剧情难免有点狗血说。。。            
(5星)	 最爱            
(4星)	 追的最久的美剧了~~~希望结局 又希望一直这样下去吖~~~~            
(4星)	 为Lynette和Tom设定的剧情冲突太刻意了~~~但这季的结尾好happy！            
(5星)	 追啊追啊追啊~            
(5星)	 Desperate Housewives has been amazing these 2 seasons!!            
(5星)	 当生活突然失去了全部的意义，你有没有勇气面对那颗子弹？            
(5星)	 爱死这部剧了            
(5星)	 加油更新啊            
(3星)	 新角色加进来 脉络还是以犯罪扯淡为主啊、、、            
(5星)	 一直坚持不懈地跟总有他的道理的！            
(5星)	 God 等到9月才有第八季。。。            
(4星)	 休息时看看,放松一下,希望能有一个亚裔的主妇.            
(4星)	 第七季尤其好看。            
(NA)	 最晚才从奇异网上看完，一直以为看不到了            
(5星)	 看到现在，最好看的一季            
(5星)	 跟着我的实验一起结束的一季。看到结尾时都已经忘了开头。            
(4星)	 处处是杯具...            
(5星)	 欲望绝情妻~            
(4星)	 开始期待第8季            
(4星)	 从第一季到第七季一直超级讨厌Tom Scavo，看到这时候也开始不喜欢Lynette。Sigh，全世界这分钟有谁 张灯结彩。谁这刹那要跟所爱 离开。全世界有多少爱情看得见将来，难怪无尽怨侣多得可以填海。            
(5星)	 我已经和他们生活在一起了，所以不看不行啊            
(3星)	 实在是受不了编剧没完没了地翻老账，剧情越来越拖沓越来越无聊，每次看新集都是对耐性的考验和对自己智商的质疑- - 6月6日：丢了好几集之后还是看了Final，编剧果然江郎才尽了么……不过，L对Tom说的那段话竟然让我很有认同感。最后四个主妇站在一起的样子和眼神又有了前几季的感觉            
(5星)	 結局告訴我~這絕對不會是DH的完結季！！！我愛裏面的每一個人啊啊啊啊啊啊啊~            
(5星)	 天哪。。            
(5星)	 肥皂剧中探讨人性的又一奇葩，细细碎碎的一堆破事儿，好像贝壳里的珍珠，表面上是生活中盛产的秽物，其实是暗藏玄妙的宝藏，它无数次的让我对乏味窘迫的生活刮目相看，无数次的让我发出人性才是超级细菌的惊叹！爱死这样的自我探索～            
(5星)	 追这部剧毫无压力。。。            
(5星)	 爱死了的电视剧！！！期待更新！            
(5星)	 神马都不多说了。是我一直追看的美剧。            
(5星)	 Lynette和Tom分开了？！！我再也不相信婚姻了。。。            
(5星)	 carlos变年轻了……            
(5星)	 一如既往的好看！            
(NA)	 什么时候能结束··            
(NA)	 几好～            
(4星)	 Always love it!            
(5星)	 终于看完了，话说Lynette家的双胞胎看着好像马特达蒙，要跟Tom分手这段来看我觉得Lynette有点多事儿。每个纠结的坏人最后都死得那么恰巧，嘿嘿。这一季印象很深刻的是那句“为了炒你，我可以买下这家店”，哈，Renee气场强大啊，希望不要像凯瑟琳他们那样匆匆离开哟~            
(5星)	 Oh，no。我亲爱的卡洛斯杀人了。。。55555            
(5星)	 啊！Lynette和Tom是我最看好的一对啊！！Why are u guys separating after you survived cancer, failed business and ex-lover?!唉。。漫长的等待又要开始了。。            
(5星)	 看预告下一季又带感了~cool~            
(5星)	 编剧你是在努力扭转susan is a bitch这个真理吗？            
(5星)	 那个内牛满面啊            
(5星)	 继续...            
(3星)	 Carlos你肿么了？！还以为换人了~||||||||||            
(5星)	 每一季都那么好看，是要我追到什么时候嘛T__T            
(5星)	 坐等第八季。            
(NA)	 弃了            
(5星)	 Renee是亮点            
(NA)	 很实际！            
(4星)	 为了一个终将大白的秘密，又是一季！            
(3星)	 耐住烦看结尾有亮点即改变            
(5星)	 刚开始重点是主妇，后来就越来越绝望了，还是“祝福”一下。稀饭稀饭啦            
(5星)	 因为喜欢主角们，所以5分            
(4星)	 最末一集的爆点~下一季会怎样呀            
(4星)	 虽然越来越狗血，还是会继续看下去。            
(5星)	 期待第八季！            
(5星)	 呼~看完了，又要等到9月！            
(NA)	 没得说，看到那几个美女主妇简直像看到老朋友一样，从大一一直追到现在～～持续狂热ing～            
(5星)	 就爱这一部美剧！而已！            
(5星)	 永远的最爱。            
(5星)	 临近尾声，此剧又有让我继续追随的动力了。有亮点啊，我想知道她们会怎么处理gaby的 stepfather的尸体。            
(3星)	 还是看不下去了，还是Grey好看            
(4星)	 还是剧情片吸引人~~~！！            
(4星)	 给力的剧集啊 继续追~~            
(5星)	 结尾真是太激动人心了            
(5星)	 期待S8            
(5星)	 w女王来了            
(4星)	 110730@qiyi Death Lane,people die one another. S7E23 over            
(4星)	 又追完了。。又是一年哦            
(5星)	 棒！！！            
(3星)	 表现平平。            
(NA)	 这剧追着也蛮没劲的，但是还是扔不掉且急切等待下一季...poor gaby...好像比以前喜欢苏三了            
(4星)	 本以为这一季会是整个系列的结局，没想到还有第八季。追看DH6年，早已没了激情，就好比结婚多年的老夫老妻，剩下的只是感情了。我会一直追下去，直至完结...            
(5星)	 好看好看好看！            
(5星)	 家家有本难念的经~~不容易啊            
(3星)	 ..            
(5星)	 第一部 认认真真 从头到尾的美剧。。。。特别 特别高兴的得知   还有第八季或者 第九~~~~~~~^_^            
(5星)	 追了n年了都。。。            
(NA)	 看了第一二季  就没再跟了            
(NA)	 期待更多狗血剧情~~~~            
(5星)	 想不到这季还蛮有追头的            
(5星)	 对susan的讨厌全部转移到了Lynette身上，非常想说Lynette自作孽不可活╮(╯▽╰)╭            
(4星)	 听说快结束了            
(3星)	 Paul Young回归，Bree第三春，Susan色情网播，第六季一开始就如此搞            
(3星)	 惯性吧            
(4星)	 我爱G~            
(4星)	 精彩！            
(5星)	 爱死这部剧了，等第八季！            
(5星)	 我亲爱的四个可人儿为何还在绝望，何时才能得到真正的幸福。            
(4星)	 一口气看完，学到很多东西。            
(4星)	 看完第七季啦，剧情开始没事找事。。。Carlos很Man啊。。            
(3星)	 这一季。。。好差。。。            
(5星)	 DH is always good!            
(5星)	 接触比较早的一部美剧，挺好看的            
(3星)	 拖拉了很久终于看完了，一集集的跟还是挺好看的，只是停了一阵后不像之前的几季会常常惦念，不想它了。。            
(5星)	 看了七季，我仍旧觉得Mike最帅，Calos最Sexy，而Tom永远是最好的那个男人，他们这一对是最后的希望，不要放弃啊……            
(5星)	 还没看够呢~想看第八季~~            
(5星)	 哇哦！这结尾，也太吊胃口了吧！！！让人如何不期待第八季！！！            
(5星)	 追得最持久的一部剧~ 8几时出啊！！            
(4星)	 依旧高水平            
(4星)	 剧情力度下降不少。。发现到第七季。。还是Gaby最可爱。。            
(5星)	 哈哈我怎么也叫追了2年了，这是第三年            
(4星)	 你懂的，越来越            
(5星)	 一定要给五星。。。我希望DH永远都拍下去            
(5星)	 一年又一年。            
(3星)	 探望老朋友一般，就是想看看她们的生活，关于剧情，实在是没有任何期待。            
(5星)	 一直爱的。            
(5星)	 坐等下一季！！            
(2星)	 这季的剧情真乱，唯一能让自己开心的就是那些可爱的小插曲了。            
(4星)	 越来越绝望了。。。每季都死两三个人            
(5星)	 看了这么多年，我最欣赏的couple 要separate T^T 莫名触动到感情这根死筋。。            
(5星)	 爱死了             
(4星)	 willi一来，海报都变她为女王            
(NA)	 第十集            
(5星)	 等第八季            
(5星)	 超棒~！终于回归了！            
(5星)	 美帝的理想生活下的中产阶级梦⋯⋯            
(NA)	 end~            
(5星)	 喜欢这种诡异的凌乱的中产阶级            
(5星)	 气场啊气场啊！！！            
(4星)	 花了四年的时间赶在上班前赶上了进度 这季的结尾真心让人意难平~            
(5星)	 即使这部相对平庸.可是依然是我心中最爱剧            
(5星)	 结局是绝对的亮点 DH始终是我觉得最好看的美剧             
(4星)	 L和T千万别离婚啊            
(5星)	 ABC就是个家庭主妇，高中到大学，就追这个            
(5星)	 必看！            
(5星)	 已经追习惯了，编剧还是很厉害的，没有越写越离谱，所有的事情都很合理            
(4星)	 W女王加入主妇，要是带上Marc就更美了；不习惯剃了胡子的Carlos，好在还是变回来了；整一季都在铺线，最后终于死了两；Lynette和Tom真的就这样分开了么？……            
(4星)	 大爱Willi~ Carlos还是有胡子有味道啊~             
(4星)	 这一季就这么结束了？。。。彩蛋在哪里？？？            
(5星)	 我姐总是说我在看家庭主妇            
(5星)	 Paul自首了，这真是一个令人慨叹的结局。但这与Susan的热心关爱密切相关，实际上，虽然susan老是办蠢事，但是并不遮盖她这难得的优点。God,我爱这部剧！            
(5星)	 越来越精彩            
(3星)	 这季的最终集是想怎样…快完结吧= =            
(5星)	 超好看。。大爱。。。            
(4星)	 Carlos出场的时候快不认识了。我觉得第七季的DH又走上正规了也~            
(5星)	 一如既往的好看！            
(5星)	 最后一季了！第一季中悲剧的开始的家庭男主人回来了！期待结局会是怎样。越来越多的伏笔是不是会在这一季被挖掘出来。eva的孩子不是她的 bree的孩子又撞死了eva老公的妈bree离婚后又想开始。susan做了不是很明智的决定lyn富有的同学要住在这条街上故事又开始了。。。            
(5星)	 总有一集可以感动我。            
(5星)	 第七季的绝望结束了啊，每年到这个时候就是又伤感又激动啊。这季的结尾不如上一季。还有就是老是把第一季的东西拎出来讲，Martha长什么样子我都快不记得了啊。但是，依旧无比期待早点九月回归啊！！！！！！！！！！！！！！！            
(5星)	 第七季上来就又好笑又悬念，真给力！越追越上瘾！            
(2星)	 都看到第七季了。竟然觉得不想看了。说明这一季真的很失败吧。            
(5星)	 一下子去掉大胡子不习惯啊又一季结束了不知道编剧想怎样为什么总围绕自杀被杀做文章呢 真心不希望下一季走阴暗内疚矛盾路线            
(NA)	 susan呀，咋就二成那了……            
(NA)	 虽然孩子长大了，几个主妇依然很美艳，目前两集看来还不错，期待中……            
(5星)	 Lynette和Tom分手简直让我崩溃，谁分手都可以，为什么是你们？？为什么？为什么？鲁迅爷爷说：悲剧就是把美好的事物毁灭给你看。真的悲剧了……            
(4星)	 ND，一季一年，一年又酱紫过去了。。。            
(5星)	 四个女人一台纠结的戏。。。。            
(4星)	 这季的亮点是wilhelmina~             
(5星)	 新加入的主妇以前演过丑女贝蒂吧            
(4星)	 Carlos是换了演员还是瘦身还是整容还是肉毒还是电波拉皮了。。。            
(4星)	 又一个结束哇            
(5星)	 看完了好空虚！！！！等着回归啊~~~            
(5星)	 又搞感人路线啊,,,而且编剧真的是越来越爱gaby啊,,,,,呜呜~~我也爱~~呜呼~这季的结尾好感人啊。。张大晰。            
(5星)	 一如既往的好看。对生活细节的把握太赞了。            
(4星)	 Carlos Solis刮了胡子真难看            
(5星)	 Susan历经破产、失业、换肾等等波难，终于回归紫藤巷。可怜的Paul果真是杀人凶手。再见Renne，让我无限怀念起小时候看过的好多美剧。而Lynette与Tom让人沮丧，这的确是一个共苦不易同甘更难的世界。而Carios与bree之间的心结靠一个更大的秘密来疏松。麻烦的下一季。            
(3星)	 语速是不错的，但是觉得这部剧差不多该结了~            
(3星)	 毁了我的W女王~            
(5星)	 喜欢傻傻的susan            
(3星)	 对这季期望不大。结局太无聊了。            
(5星)	 Carlos真是个好老公。            
(5星)	 继续折腾大家都变老了            
(3星)	 另外一根鸡肋。果断弃            
(5星)	 最后一集太给力了。            
(4星)	 Tom和Lynette~sigh~            
(5星)	 2011-2011,05,18            
(NA)	 LIFE IS SO COMPLICATED.            
(3星)	 没有以前的感觉了            
(4星)	 这次结局不是特别喜欢的感觉额！哎.            
(5星)	 继续追            
(NA)	 第七年。            
(5星)	 结局有点伤感，最恩爱的夫妻也要分手了。            
(3星)	 Season 7有些草率，但主妇们还是一如既往的美！            
(4星)	 A bit massy.            
(5星)	 期待下一季！            
(4星)	 2010年09月30日，E01，Carlos变瘦变干净了。11月05日，E06。2011年01月10日，E11。2011年01月23日，E13。            
(4星)	 这季死了一个不相干的人            
(5星)	 这季的悬念相比前几季，都不觉得有什么悬念诶            
(4星)	 还有啥可以讲么？            
(5星)	 每年一季，已经成了习惯            
(2星)	 这季简直难看shi了。。。            
(5星)	 一集一集看果然没有一季一季看有意思啊……            
(5星)	 最后一集很精彩啊！            
(NA)	 小时候的梦想是Gabrielle，后来发现自己只能成为Lynette，然后长着长着就开始向Bree靠拢，最后才发现其实自己就是个Susan.T-T            
(5星)	 追了这么多年的剧之一            
(5星)	 威廉米娜，女王啊，膜拜~~2011.5.30-23(本季完)所有追的剧集比较起来，永远是主妇我的最爱；平和的生活只能演成情景剧，吸引人的剧都要死人，生活都跟过山车似的才会追~~            
(5星)	 Carlos的胡子！！~~~哎            
(1星)	 我放弃看第八季了            
(5星)	 很爱追美剧，追的很嗨皮。。。苦等第八季！！！            
(4星)	 連Lynette這對都要分，真讓人唏噓            
(4星)	 终于第七季啦  海报不给力啊            
(5星)	 又要坐等第八季啦            
(4星)	 这样子的结局是不是还会有第八季呢？            
(5星)	 这剧就应该无限拍下去！！            
(2星)	 没落已成定局            
(4星)	 这是目前追的四部里最适合学口语的一部，可惜没怎么好好利用，早点回归吧。            
(NA)	 Carlos的胡子没了.... 那墨西哥风情的胡子啊 T_T            
(4星)	 追了5年的剧，无需多说            
(5星)	 世事变迁。。季末结局很点题啊！            
(5星)	 中间有些情节比较牵强，总体来说还是不错，毕竟都陪伴了我七年了~继续等着看下一季。。。            
(4星)	 又热闹了~~            
(4星)	 Lynette和Tom看得我心都碎了            
(5星)	 Renee的加入增加了一些笑点~~            
(4星)	 连lynette和tom都七年之痒了...            
(5星)	 结尾不太惊艳啊            
(5星)	 完结了...编剧风回路转的在最后两集把以往的平淡拉回到风暴中.            
(3星)	 看编剧还有什么手段可以耍~            
(4星)	 似乎发生了很多事情啊             
(4星)	 已经没有当初的热情了，现在还一集一集追主要是喜欢里面纯正的英文。Mike已经沦为可有可无的角色了；倒是比以前喜欢Gaby了。            
(5星)	 苹果战争必须还要继续。            
(5星)	 大爱这群女人            
(5星)	 终于回归！！等得花都谢了            
(3星)	 这一季弱爆了            
(2星)	 面对打了一季酱油的Renee, 还能说啥……但是我很想知道Lynettee第八季会怎么样。            
(5星)	 太爱Gaby和Carlos.            
(4星)	 Zack回来了，Paul回来了，却没有带来悬疑。            
(4星)	 OMG。这一季有点跌宕起伏~            
(4星)	 E18 Why ask. The new secert.            
(5星)	 编剧威武！七季了还不见疲态！            
(4星)	 23            
(4星)	 又屎了一个……            
(5星)	 我希望这部剧永远没有结局。            
(5星)	 每一季都很经典啊！！            
(5星)	 期待第八季！！！！            
(5星)	 追啊追~最爱的美剧~就算已不是最爱，但爱会成为一种习惯。            
(5星)	 这个结局我喜欢~记得第一季有句台词是every woman has a dirty secret，这里面的每个女人可不止一个啊~特别是最后结局的时候有种大家要死一起死的感觉~有点小惊悚哦~第八季应该更精彩才对~DH，秋天见。            
(5星)	 这是一条神奇的街道，死了那么多人，大家还是相亲相爱的生活在一起——因为死的都不是主角啊，有木有啊！！！            
(4星)	 美剧都完结了以后看什么TT            
(5星)	 每一季的最后一集总是那么精彩！！            
(5星)	 虽然我爱看DH，虽然我习惯了看DH，虽然DH还没有开始烂尾，但我真心地希望编剧们集中火力好好写个大结局吧！胡编乱造了7季，故事早就漂移得不像话了，主妇们来了又走了，新人也好旧人也好，要是没有那些个小幽默小闹剧在里面，早就乏味透顶了。是啊，人呢，看笑话是不会看厌的。            
(4星)	 优胜劣汰。            
(4星)	 其实我本打算不追了,可是看到最后还是忍不住想说继续期待S8~~L和T经历了那么多还面临婚姻危机,不得不让人绝望...担心Gaby,希望那个秘密可以永远被藏匿...以及,不得不说,Susan运气太好了,虽然不喜欢她莽撞迷糊的个性,可是越来越怀疑她是双鱼座...sign~~            
(3星)	 新入的主妇实在有待加强戏份 我对恶人有嗜好 Paul young其实蛮好啊            
(3星)	 终于补完了……            
(3星)	 vanessa Williams太给力了            
(3星)	 连Lynnett和Tom都要分开了。。。            
(4星)	 !!!            
(5星)	 1个星期看了20集，这一年都没怎么追~            
(3星)	 lynette和tom，干嘛连看上去这么稳定的一对，都要开始腹黑。两个人都强势真是不行哦。当男人身居要职后，原来多得的那部分money，很大一部分，不是为了褒奖他的工作，而只是要收买他身边那个女人，让她可以安心和钱过日子。然后，让工作安心的偷走这个男人的时间            
(3星)	 模式化了，少有惊喜            
(4星)	 恭喜破羊成功洗白~~~ 编剧能不能给W女王排条主线啊，她可是很有存在感的好不好！主妇们，绝望的人生还在继续哦~            
(NA)	 结尾倒不是很吊胃口            
(3星)	 这季难看死了            
(NA)	 I have followed you for SEVEN years~~!!!            
(3星)	 死的太蹊跷~            
(5星)	 这季很赞            
(5星)	 这季的主线是这些年来最弱的，但仍然会追下去～～～            
(3星)	 绝望的丑女贝蒂            
(5星)	 最有动力最有悬念 但是结局还是好多谜团 是想憋死我们吗             
(4星)	 你们这是最后的晚餐麽            
(5星)	 我爱主妇。            
(4星)	 as insane as for ever            
(4星)	 又要开始等了。。。。            
(4星)	 主妇完季。。本季爱gaby多点。。。            
(5星)	 相比前几季没有那么跌宕起伏引人入胜了,却给了人更多关于生活的思考,依然大爱~期待第8季~            
(5星)	 最后心潮澎湃了            
(4星)	 依旧好看。            
(5星)	 期待下一季            
(4星)	 CARLOS瘦了好多啊 大胡子也没了 差点没认出来            
(3星)	 早点收摊吧            
(5星)	 finale依然给力！            
(4星)	 Felicia大娘再一次让美景镇子深陷恐惧，这位演员的演技堪称一流。               
(5星)	 这是多么智慧的剧集呀！            
(5星)	 calos 是不是换人了。。。。            
(3星)	 习惯性伴随，这季收尾还行。            
(5星)	 漫长的等待又开始了            
(3星)	 干掉了那个猥琐的继父，为什么不报警呢，擅闯民宅，意欲不轨，而且只敲了一下头。有个好律师绝对可以当庭释放。果然不是律政剧啊。            
(5星)	 虽然一度觉得激情不再，但到了结局还是发现难以割舍啊，我爱DH！            
(5星)	 我们每天都与他们擦身而过，但从没正眼看过他们。我们不愿看到他们脸上的悲伤，他们心中的渴望，他们眼中的孤独。但有时，我们应该停下来看一眼这些孤立的人。为什么？如果我们看到够仔细，我们或许能认出他们            
(5星)	 又回到了前两季的水平，精彩！！快点出第八季吧~~~            
(4星)	 比想象中的好点            
(5星)	 最爱啊~~~~~            
(5星)	 看来下季就是完结了啊，4个人一起作案了            
(5星)	 这一季精彩不减，但Renne不够期待中性格鲜明            
(5星)	 不够波澜，演的很好，所以还是很好看，RENEE是个不好的选择            
(5星)	 这个完季真的很给力！            
(NA)	 7            
(NA)	 这一季，Lynette让我倍感意外。            
(5星)	 太精彩了！！第七季完全回归DH应有的调调！焦急等待第八季！！            
(5星)	 真的时不时就弄出几具body啊            
(5星)	 终于回归了~~~~~~~~~            
(4星)	 人祸比天灾给力，人多宜博弈，boss可以接个力            
(5星)	 越来越好看了...            
(5星)	 最后疑点好多啊，下一季快来吧快来吧            
(4星)	 最不可能分开的一对。。。。。。            
(5星)	 Lynette的演员演技也太TM赞了吧，一个是怀孕的时候被绑架那集，一个是Tom离家出走这集，那心理活动之狰狞，绝了！现在慢慢开始喜欢Bree了，希望和警探能有好结果。            
(NA)	 情节没问题。。问题是表演开始做作！            
(5星)	 好爱好爱            
(3星)	 儿子为母亲报仇，弑父！变成了《不要靠近我》            
(4星)	 主妇们，你们强悍！我从大一追到我毕业，你们还没绝望，我已经绝望了，下一季你们还想做什么！？            
(4星)	 剧本依然很扎实，言之有物；只是觉得Vanessa没有太大发挥的空间，可惜了。            
(5星)	 感动不灭            
(3星)	 第七季就开始不行了……            
(5星)	 终于回归            
(5星)	 永远大爱绝望主妇            
(5星)	 gaby和她老公的那一部分真的很让我想不到            
(5星)	 一再喜欢和坚信的也改变了，这就是生活吗...            
(3星)	 剧情开始狗血了。。。            
(5星)	 一年又一年。。。时间啊            
(5星)	 越来越喜欢Gaby了            
(5星)	 really impressing            
(4星)	 季终还不错            
(5星)	 2010年9月28日-第一集            
