http://movie.douban.com/subject/2244363/	粉红女郎
(3星)	 恩。。。刘若英的牺牲。。 其实牺牲最大的好像是陈好，之前的她演的角色都比较有味道，被这部局给贴上标签了。。。            
(3星)	 呵呵，就这样。            
(3星)	 相对还好            
(3星)	 额...            
(5星)	 当时特别喜欢            
(4星)	 当时迷了一阵朱德庸~~            
(5星)	 刘若英又突破了，还成就了万人迷陈好            
(3星)	 不是很喜欢这种莫名其妙的风格            
(3星)	 那时的陈好很漂亮，喜欢哈妹，刘若英的结婚狂形象不怎么得我心            
(3星)	 身为一部八点档，这部电视剧还是成功的            
(NA)	 现在不能重看的，在记忆里就好了            
(5星)	 很可爱            
(NA)	 一辈子孤单            
(4星)	 四个女人的成长故事，可能有的时候也可以看成是一个女人的不同阶段吧~呵呵~            
(3星)	 貌似只对刘若英有好感。。。讨厌陈好。。            
(3星)	 喜欢刘若英            
(3星)	 挺乐的            
(5星)	 还是不错滴！！            
(3星)	 3.5颗星            
(3星)	 4、5年级时看得吧，反正觉得它特别逗。            
(4星)	 陪我长大            
(3星)	 我的200只能是这个么……            
(4星)	 跟漫画差不多好看            
(3星)	 觉得陈好好漂亮            
(NA)	 结婚狂...            
(3星)	 看了一遍就不想再看第二遍            
(4星)	 看的挺乐            
(5星)	 万人迷，一般人都演不出来！俺们小好还说啥了，就不一般。            
(3星)	 初中时蛮火的            
(5星)	 当年看的贼HIGH            
(3星)	 断断续续看过。奶茶真的演得8错！            
(4星)	 大陆喜剧从这部开始有起色了。            
(3星)	 大家还都年轻 还都有婴儿肥...            
(5星)	 第一次知道刘若英 然后陈好的万人迷太绝了            
(4星)	 朱德庸小說改編。很成功。            
(3星)	 奶茶~            
(3星)	 当时也爱看。            
(5星)	 算是很经典了。龚喜啊龚喜！            
(4星)	 喜欢里面看似无厘头的剧情以及龚喜和四个女人之间暖暖的友情！            
(4星)	 其实还挺好看的，奶茶太自毁形象了，陈好那时候也很塞~            
(5星)	 不知怎么就在豆瓣搜到了这部看一遍喷一遍的东西 马上给满分OH YEAH            
(3星)	 刘若英的颠覆性表演            
(3星)	 COMIC上的好东西。。跟VINCENT天天看。。。            
(4星)	 蛮轻松蛮好玩的            
(4星)	 四个粉红女郎 其实也很可能是一个女人不同时期的代表 我现在的形象约等于结婚狂 哈哈            
(5星)	 年少的记忆。。。            
(5星)	 看到心疼的小萍。。不许你们说她。            
(3星)	 红了一个万人迷；方小萍应该不会在现实中出现            
(4星)	 片头的真人版四格漫画+1星            
(4星)	 中学时挺乐趣的。。。平凡才是真            
(NA)	 喜欢张延~            
(4星)	 大陆好看的搞笑剧不多，这个算是比较突破的了            
(4星)	 闹腾腾的剧集也有温馨            
(4星)	 大陆产的里算不错的了            
(4星)	 冷 笑话            
(4星)	 挺搞笑的，顺便路过记录。            
(3星)	 好多女人            
(3星)	 2004            
(3星)	 喜欢哈妹~            
(3星)	 捧红了某些人。            
(3星)	 貌似那时的胡美丽还没那么雷人            
(NA)	  一大伙人一起看的 好喜欢朱德庸的漫画            
(4星)	 不一样的刘奶茶            
(NA)	 好看 忘了            
(5星)	 小萍……            
(5星)	 各位女主角算是各有各的性格啦！            
(5星)	 最聪明的是方小萍...            
(4星)	 刘若英演得真猛....            
(3星)	 喜欢奶茶            
(5星)	 不错！！！            
(NA)	 牛奶茶着实有魄力            
(4星)	 结婚狂~~            
(3星)	 丑女大翻身还是不错的            
(2星)	 一点不好笑            
(3星)	 俄。。            
(5星)	 我初中时代最搞笑的一部电视剧集，现在想来依然记忆犹新            
(1星)	 傻得可以一部剧  糟蹋刘若英这么个人了  相当弱            
(NA)	 小萍！            
(3星)	 因为此剧陈好就开始大演角色美女，薛年纪不小了还要一直演可爱小女生            
(4星)	 还是蛮经典的喜剧片，曾陪伴我们寝室的姑娘们度过了“非典”～            
(3星)	 此片认识了这四个女人。剧情一般。            
(4星)	 一段成长时光的回忆，毕竟大红大紫过的片子，应该以不同的眼光去审视            
(2星)	 看在刘若英的面子上才多加的一星            
(3星)	 纯属看来搞笑。            
(5星)	 用它作第一百部平时给的五星太多了,这个应该给六星            
(2星)	 额。。            
(4星)	 初中毕业聚会回来~看哈妹离开那段~眼前一片模糊~            
(4星)	 七月的开始我还在说。要像她们一样生活的那么潇洒。高一时代会无比欢喜的电视剧。            
(5星)	 居然不小心看过3次.            
(4星)	 儿时的经典回忆            
(5星)	 当结婚狂发现大宝抛弃的时候,到现在还记得奶茶那绝望呆滞的表情,虽然是龅牙 但还是 很美很美~            
(4星)	 也是红个透  尽管个人不是很喜欢            
(3星)	 这封面雷到我了            
(4星)	 看的就一乐呵！            
(NA)	 很有意思            
(3星)	 高一暑假。打发绝望。            
(3星)	 轻松愉悦            
(3星)	 其实挺傻的，不知道为什么当年爱看，可能因为没有网~~。            
(5星)	 回忆            
(3星)	 相比较，朱德庸的漫画要好看些……            
(4星)	  粉红女郎             
(4星)	 恭喜 恭喜！            
(4星)	 搞笑诙谐            
(3星)	 !            
(3星)	 不知道为什么把奶茶搞个龅牙的造型。= =            
(5星)	 不要太搞笑噢！！！笑喷！！            
(4星)	 四个女人一台戏            
(3星)	 万人迷如今何在？            
(4星)	 三个女人一台戏四个女人一闹剧            
(3星)	 陈好好妖啊~~~            
(3星)	 初中时代挺爱看的。  自己也挺2的            
(NA)	 粉红女郎             
(5星)	 永远都记得的坚强的方小萍            
(3星)	 不喜欢疯疯癫癫的            
(3星)	 结婚狂            
(5星)	 我喜欢可以让人开心快乐的东西。然后偶尔间隙也能想到一些关于其他方面的。            
(3星)	 奶茶的力作，她就是那种初看没印象，之后就越看越忍不住看……            
(4星)	 当年好红！            
(2星)	 漫画不是那么轻易可以代替的            
(4星)	 喜欢~            
(3星)	 四个女人一台戏　各有风格            
(3星)	 刘若英~~            
(5星)	 成就了一个万人迷嗯。            
(3星)	 不说什么            
(3星)	 不错哦！！！            
(3星)	 曾经十分羡妒万人迷的IQ和EQ~            
(4星)	 记得借VCD看的。。。万人迷正当迷人啊。。。            
(4星)	 比较轻松            
(5星)	 我觉得 这是一部不错的片子 轻松愉快的同时 也能让我认真思考一些事情            
(4星)	 哪怕一次次为爱受伤，依然应该勇敢的继续相信爱。            
(1星)	 要不是为了记录。。。本来都不好意思写            
(4星)	 当初好喜欢看            
(5星)	 很久以前看到的时候很是喜欢~            
(5星)	 恩，好看的，，，书也很好            
(4星)	 全家总动员，感动过你我。那时胡兵很帅，刘若英很美。现在都不一样了。            
(4星)	 漫画很有意思，连续剧也不错            
(4星)	 挺可爱的一部剧            
(5星)	 我觉得这算上一部女性励志片吧!            
(3星)	 恶心陈好到家了！日            
(3星)	 只能说  很突破            
(4星)	 搞笑的，吃得苦中苦方为人上人            
(4星)	 算不错了。结婚狂真傻。哈哈刘若英真厉害            
(4星)	 纯消遣            
(3星)	 挺好的几个人，都给整成这样了，也不容易~            
(4星)	 爱 结婚狂            
(4星)	 俺喜欢刘若英～            
(NA)	 没看全~            
(4星)	 这部电视剧不错            
(4星)	 算不错了。结婚狂真傻。哈哈刘若英真厉害            
(3星)	 干物女演结婚狂的讽刺。            
(4星)	 從喜劇的角度看到人性~            
(5星)	 看着看着 就每天都看了            
(4星)	 如果不是这么水就更好了            
(3星)	 哈妹和那个日本明星那集，真神奇。            
(3星)	 刘若英演得太过了            
(5星)	 幼稚时期很喜欢的，也比较搞笑            
(4星)	 国产的差不多就这样了！            
(5星)	 罗密欧…            
(5星)	 很搞笑，四个角色深入人心            
(2星)	 弱智。当我们都是弱智。            
(4星)	 只是想笑而已            
(5星)	 看了很多遍的！~~~            
(3星)	 还不错~~~            
(4星)	 一直就纳了闷了~~这个结婚狂还能更衰嘛。。。            
(4星)	 当时看的那个是.. 眼前一亮..            
(4星)	 不错。            
(NA)	 鲜明。            
(NA)	 我的牙很像刘若英~~            
(4星)	 四种女人，生活中的高度抽象            
(NA)	 生活会有疯狂!!!            
(3星)	 一辈子的孤单            
(3星)	 万人迷            
(3星)	 万人迷陈好。            
(3星)	 只喜欢刘若英            
(3星)	 不喜欢看电视的我早期看过的了            
(4星)	 很不错，朱德庸~~            
(4星)	 只爱结婚狂            
(4星)	 我喜欢结婚狂            
(4星)	 这部电视剧让我知道了陈好，刘若英和薛佳凝。            
(5星)	 一种经典            
(3星)	 无聊的时候可以拿来看下。            
(3星)	 高中看的，挺开心            
(NA)	 內地喜劇片            
(3星)	 当时很喜欢陈好            
(NA)	 有些话还是有点道理的...            
(4星)	 很搞笑，虽然男主角很。。。            
(3星)	 那时候觉得陈好真漂亮。            
(3星)	 各具特色            
(4星)	 不得不说，我看的时候还是很喜欢的，现在也喜欢，:-)            
(5星)	 喜欢小萍~~            
(NA)	 刘若英。几米。            
(4星)	 爱情宝典 好看            
(3星)	 当时还挺特别的~            
(4星)	 喜欢可爱的薛佳凝            
(NA)	 对胡兵实在没好感            
(NA)	 万人迷和结婚狂都很经典。            
(NA)	 挺无聊的一个喜剧            
(4星)	 喜欢里面的刘若英，演的很可爱。            
(NA)	 我看到了许多~~            
(3星)	 纯属娱乐            
(NA)	 部分            
(4星)	 也可以算是一时的风靡了。            
(4星)	 结婚狂...居然是我看刘若英的第一个角色...            
(3星)	 当时还蛮风靡的电视剧            
(3星)	 喜欢刘若英~            
(4星)	 现在还有电台在重温            
(3星)	 胡美丽            
(NA)	 看过很多遍            
(4星)	 奶茶還是很可愛的，陳好麽。。。            
(4星)	 有意思 剧情有意思 演员也很到位            
(4星)	 还蛮有趣的~            
(4星)	 多逗啊！            
(4星)	 没有漫画好看            
(3星)	 挺都市的            
(3星)	 蛮搞笑的剧情。很轻松。            
(4星)	 幸好是奶茶扮演了结婚狂～～            
(4星)	 比较佩服奶茶的表演。            
(5星)	 因为这部电视剧喜欢上刘若英。            
(3星)	 不如漫画            
(4星)	 虽然初中就看过了，但电视里又放还是会忍不住看~            
(NA)	 四个女人的生活            
(NA)	 搞笑的。可能跟年龄有关。所以才会导致爹妈都不理解为啥我会喜欢看这东西            
(3星)	 很搞            
(NA)	 真难看            
(4星)	 朱德庸的漫畫很得意            
(5星)	 作为漫画改编已经不错了～～            
(NA)	 粉红女郎            
(4星)	 可爱            
(3星)	 当时看的时候觉得挺有意思，不过现在再让我看就觉得有点过时了。            
(3星)	 有点雷            
(4星)	 从四格漫画改编成电视剧,真是不容易!            
(4星)	 和妈妈一起笑~            
(3星)	 搞笑+真实情感的记录，不喜欢已经让人腻味的胡兵，但记住了《成全》            
(NA)	 粉红女郎             
(5星)	 喜欢刘若英里面的表演            
(NA)	 2002年      又名: 涩女郎            
(3星)	 轻喜剧            
(3星)	 曾经的饭后必看节目……不过现在看腻刘若英了，唱歌演戏都是~            
(NA)	 超喜欢这四个女的，最喜欢方小萍。            
(4星)	 四个女人一出戏            
(3星)	 音乐还不错了……捧红了陈好、薛佳凝却贬了奶茶……日本那边照的景都不错            
(3星)	 消遣啊，电视天天播            
(NA)	 三个女人一台戏，那四个女人呢？            
(5星)	 哈哈哈            
(4星)	 四个女人一台戏            
(5星)	 哈哈，这四个人好好玩~爱Rene~还记得那个啥啥啥“金原崇”……囧死~            
(NA)	 太夸张了            
(3星)	 挺傻Ｂ一剧……            
(3星)	 搞笑戏            
(5星)	 电视剧            
(NA)	 一般。本是是冲着朱德庸的漫画去的。看了才知道上当了            
(5星)	 考高中那年热播，可是不让看，所以觉得超级好看，虽然不是这样            
(NA)	 曾经觉得挺搞笑            
(5星)	 突破&amp;经典～            
(3星)	 陈好也太嗲啦            
(5星)	 善良的生活            
(4星)	 奶茶真是亦庄亦谐。            
(NA)	 刘若英。永远的才女。            
(NA)	 陈好其实演得很好 很强大            
(1星)	 无聊            
