http://movie.douban.com/subject/2270545/	春光灿烂猪八戒
(NA)	 没啥好看 小时候还煞笔追着看            
(4星)	 喜欢的原因是结局的无可奈何            
(4星)	 当时喜欢的没心没肺的。            
(3星)	 不咋的喜欢陶虹     想起前几天她作为纪晓芙与杨逍的舌吻    我真是无比哀怨            
(3星)	 好春光，不如梦一场，梦里青草香。现在还记得这个旋律。某个暑假的记忆。            
(3星)	 起先看没感觉，看久了觉得还是有些道理吧            
(4星)	 之后的狗尾续貂，实在让人……彼其娘之！            
(5星)	 哦也，他们就这么好上了            
(4星)	 猪猪乾坤屁。。            
(NA)	 小时候看过            
(4星)	 太白金星真有爱呀··            
(1星)	 印象里面超级烂剧，竟然当时很多人看。            
(NA)	 為什么... ...國產劇就不能好好做海報嘛            
(3星)	 o(╯□╰)o            
(4星)	 这个都有。            
(4星)	 朱哥哥~~龙妹妹            
(3星)	 另类猪八戒            
(4星)	 喜欢            
(3星)	 喜欢陈红的            
(4星)	 小时候很喜欢            
(3星)	 吴承恩有分红没            
(4星)	 很久以前的电视剧了 =。=            
(5星)	 主题曲还记得~~            
(5星)	 好春光，不如梦一场。            
(4星)	 猪哥哥~~~            
(3星)	 夫妻档-。-            
(5星)	 徐峥好可爱。因为这部戏俩人定情，可真好啊。            
(3星)	 现在想起了觉得好囧~            
(4星)	 第一部蛮好看啊。            
(5星)	 为什么分数这么低！大家都看哭过，尤其是小龙女变成泉眼的时候。片尾曲也好感人。当时上小学的我快哭死了。。            
(4星)	 倒是真的成就了一段好姻缘呢            
(4星)	 徐峥，陶虹     演的很不错            
(NA)	 陶虹 徐峥 结缘剧            
(4星)	 孙兴是我很喜欢的一个搞笑演员，他的搞笑是自成一派的，而小时候看徐峥的表演真的是让人眼前一亮的，你不得不说，拥有喜剧天赋又能让你笑出来的人是真的很难得的，我爱这么电视剧，蛮小的时候看的，现在依然喜欢，讨厌那乱七八糟的第二部。            
(4星)	 儿时的记忆            
(5星)	 简直，太经典了。            
(5星)	 经典啊            
(2星)	 超狗血，什么都有一锅炖。没电视看的时候也不愿意看            
(5星)	 嗷嗷嗷嗷 童年的记忆＝v＝            
(NA)	 低龄儿童看看不错 片头 片尾曲 都还会唱 - -!            
(4星)	 就徐峥的那一版还不错，后来拍的就感觉好扯了~~~            
(4星)	 当年实在是太火了，徐峥红扑扑的脸蛋真是很可爱……很入迷的去看，完全忘记了，小猪八有一天是要拜一个叫唐僧的人为师出家做和尚去西天取经的……一开始他和小龙女就注定了是个悲剧，而我那年为了一个注定的悲剧心情起落，又笑又哭。            
(4星)	 很好笑得电视剧，没想到最后男女主角会成为现实生活得夫妻，哈哈。。            
(3星)	 陶虹挺可爱的            
(NA)	 好看啊好看            
(2星)	 猪八戒就这样被你们炒热了            
(NA)	 我笑中还有泪。。            
(3星)	 挺好玩的            
(2星)	 超没劲。。。            
(5星)	 小龙女很美好，真好他们结婚了，而且很幸福            
(4星)	 逢春啊            
(3星)	 当年我超喜欢小龙女            
(3星)	 不记得            
(3星)	 片尾曲很好听啊。卷睫盼            
(3星)	 其实小时候真的觉得很不错啊～            
(4星)	 成就徐峥, 陶红爱情.            
(3星)	 呦喝，这也感动过            
(NA)	 现在还会唱主题曲            
(2星)	 无爱。。。。主要是放太多遍了。有没有好看的人            
(3星)	 我觉得小龙女超傻的。            
(3星)	 我当时一集不拉的看完了，还觉得很好看，为什么？现在都没想通o(╯□╰)o            
(4星)	 猪八戒系列就只喜欢这版            
(4星)	 小时候觉得挺好玩的            
(NA)	 猪八戒与小龙女的终成眷属，现在想来是美好的回忆            
(4星)	 小时还被这个感动过......            
(5星)	 小时候看得那个乐呵啊。            
(4星)	 他们两个很有爱。            
(5星)	 小时候看的。   爱是因为你，美丽被还原            
(5星)	  相拥不相视 在胸襟沾满了泪水 再难阻断——年少时的纯真            
(4星)	 竟然叶伟信..(⊙_⊙)            
(NA)	 好春光，不如梦一场            
(3星)	 我讨厌杯具！            
(4星)	 小时候多么喜欢啊            
(3星)	 无厘头            
(5星)	 猫妖挺可怕的            
(3星)	 我就爱看有金巧巧 有猫妖的那段 看得我振奋精神 = =            
(3星)	 当年还行            
(5星)	 当时的美好            
(4星)	 曾经喜欢            
(4星)	 最后还是小感动了一把，喜欢小陶虹笑眯眼的样子，很可爱            
(4星)	 台湾的配角演的太棒了，屈中恒、孙兴、李立群很棒！！            
(4星)	 美好的回忆~            
(4星)	 童年            
(4星)	 绝对是经典喜剧啊            
(4星)	 同样是当年觉得很好看的            
(4星)	 想我当初最后大结局还哭的稀里哗啦....            
(4星)	 还是第一版的比较好看一些            
(5星)	 童年最好的电视剧            
(4星)	 后面几部就不行了            
(2星)	 无聊            
(5星)	 好到极致，第一部，求插曲            
(4星)	 看了好多好多遍才看到结局……为什么小龙女死了……            
(1星)	 真恶心            
(3星)	 很讨厌猪八戒，小龙女那么可怜。            
(3星)	 啊啊啊 小时候觉得小龙女实在是太美丽了。。            
(3星)	 反正以前很喜欢看。            
(4星)	 后来听说徐峥和陶虹结婚了，嘻嘻后面翻拍的几部都哗众取宠了没有内涵            
(2星)	 哎。。。不喜欢里面夸张的装扮。            
(4星)	 那时候，多喜欢陶虹啊            
(3星)	 就这样..也十年了啊...            
(3星)	 超级无厘头            
(2星)	 不知道为什么不喜欢。            
(3星)	 很久远了，小时候看的？呵呵，那时小            
(5星)	 好吧，我承认我看到最后哭了            
(4星)	 貌似有看得差点哭            
(5星)	 童话啊，童话！            
(NA)	 当时也很喜欢徐峥...突然发现我以前是看一部电视剧就喜欢谁...            
(4星)	 恶搞、山寨片中的经典了。。。。哈哈，我小时候还真是恶趣味啊            
(3星)	 嫦娥很漂亮，就是有点儿童不宜……            
(5星)	 第一次看电视剧看到眼泪哇哇，就是看这个的大结局的时候            
(4星)	 看过才知道，原来不是所有的电视剧都是美好结局。            
(3星)	 电视里放什么我就看什么            
(3星)	 无聊的高考过后的暑假            
(5星)	 小时候看真是感动了            
(5星)	 很美好很美好的童年回忆.很美好很美好...很美好.            
(4星)	 片头片尾不错XD            
(4星)	 回忆啊            
(1星)	 不做评论。。。。+_+            
(4星)	 猪哥哥……            
(NA)	 卷睫盼，明眸璀璨            
(5星)	 好春光，不如梦一场,梦里青草香……蓝天白云青山绿水，还有轻风吹斜阳。虽然现在再来看陶虹很一般，但当时确实秒杀到我了。            
(3星)	 剧情够烂的            
(4星)	 看到后来很感人。。哭了好多次。。小猪猪就和小龙女在一起了哈哈哈。。。很有爱啊。。。            
(4星)	 我居然看哭过。。还因为和我一样看哭过而喜欢上一个人。神奇啊。            
(3星)	 小时候追着看的一部剧，最近在电视上看到重播，特怀念。印象中结局是悲剧吧，可怜的小龙女，好不容易和猪哥哥心意相通……            
(5星)	 喜欢这一对。只要脑海里想起那个音乐就觉得怀念感伤。            
(2星)	 娘咧。。。导演居然是叶伟信。。。重名的么？            
(5星)	 又组了个剧组 我是谁来着？二公主？            
(NA)	 小学时当动画片看            
(5星)	 6年级第一次看 到结局就哭了 虽然什么都不懂 却还是很难过            
(3星)	 若即若离的手指尖。。。            
(3星)	 当年为什么会傻的去看它？o(╯□╰)o            
(3星)	 过程很囧。。。不过结局的时候我哭了            
(3星)	 喜欢徐峥、陶虹这一对，定情戏啊            
(2星)	 猪哥哥。猪你大爷。            
(3星)	 小时候看到的            
(3星)	 吃晚饭一定要看的            
(3星)	 猪哥哥。。。            
(4星)	 当时很喜欢看啊             
(2星)	 看完这部戏之后很长一段时间里我对徐铮同学的影响都停留在猪八戒里那个猥琐的猪妖身上，直到他演了疯狂系列才有所改观，最后说一句，我真的不明白这剧和欢天喜地七仙女是怎么红起来的= =            
(4星)	 3红美女呀            
(5星)	 这部剧本来播放的时候我是不喜欢的，觉得太啰嗦，后来看到小龙女知道了朱逢春已经不是当初的那个人时，我才又重新开始看，演员演的还是不错的，特别是朱八诈死，小龙女为他流泪那里，泪奔了一次。看到结局就在想为何要让小龙女变成泉眼？原来是为了之后的续集做铺垫啊，内牛满面。            
(3星)	 总觉着有点恶心            
(5星)	 是小学的暑假吗？朝朝暮暮等着这个~最后小龙女离开时哭惨了~            
(4星)	 这句后来那个妖怪是我童年的噩梦啊！            
(4星)	 我很喜欢。            
(NA)	 引用爱马的一句话：现在再看觉得有点儿恶心...            
(NA)	 曾经感动的不行的片子            
(3星)	 徐峥。陶虹我都喜欢            
(3星)	 现在想想，对比如今大多数古装剧，本剧的雷点还真的没有什么，更何况对这种剧本似乎应该宽容点才对。没想到徐峥和小陶红后来真成了。            
(3星)	 初中还蛮喜欢看的，看的时候也喜欢陶红，现在看看的话小龙女为爱付出了好多            
(4星)	 很欢喜            
(2星)	 脑残……            
(4星)	 孙兴跟徐峥好好玩，后半段猪八戒整个渣化了……可怜小龙女最后变成了泉眼。            
(4星)	 小时候最爱啊            
(4星)	 那时候就发现徐峥是个潜力股            
(5星)	 童话般的爱情            
(5星)	 最后一集真有被感动诶~            
(5星)	 我愿意用十个星星来评这部电视剧。我自己看过将近10来遍。。。每次看还是那样的感动。。哪里找那样的猪八戒小龙女。。。            
(3星)	 满搞笑的            
(3星)	 一到放假就播的。。。越看越不洗具了            
(3星)	 WHEN I WAS YOUNG . I WAS EAZY TO FOOL BY 这种电视剧            
(3星)	 我只喜欢太白金星            
(3星)	 你会否在转身的时候，听见我轻轻的叹息            
(3星)	 他们真的在一起了。            
(2星)	 我想学刘剪刀那样骂脏话了            
(3星)	 好像没看完            
(5星)	 我就是喜欢看这个！猪猪乾坤屁 哈！            
(3星)	 徐峥 还是夜店好看            
(5星)	None
(3星)	 其实呢，小龙女死的时候，我也是哭了的...虽然和电视剧搞笑的氛围不大合            
(4星)	 很好玩很好笑。            
(3星)	 一般喜欢            
(4星)	 徐峥和陶虹，结缘的一部戏，徐峥彻底展现了他的话剧演员的雄厚表演实力，也是一个有戏的人。。            
(3星)	 相对还好            
(3星)	 一般般吧，就是妙妙挺可怕的            
(4星)	 那会陶虹最好看            
(4星)	 最后那集哭了。看了好多遍重播。            
(4星)	 当年姐还为这剧哭过，哇哇哇.....老娘太纯情了！！！无敌的！            
(4星)	 我是虹豆            
(4星)	 好春光，不如梦一场            
(3星)	 猪八戒真恶心，为什么小龙女还那么喜欢他！！            
(3星)	 不知道猪八戒能红起来的点是什么。。。            
(5星)	 nnd,我还就打五星，不管怎样它打动我了！            
(3星)	 其实还是有爱情的，最后小龙女变成泉眼的那会哭了，有些心疼和舍不得。一直不喜欢猪八戒，太猪了            
(1星)	 不做评价            
(3星)	 毕竟感动过嘛            
(3星)	 当年演了一夏天            
(5星)	 她的泪化成雨飞满天。            
(2星)	 这个也够傻。。            
(3星)	 这两位还真是一对            
(4星)	 记得某处把我感动坏了，但是是哪里呢= =            
(4星)	 好春光不如梦一场~歌词倒背的剧            
(4星)	 那时候觉得好好看T.T            
(3星)	 够白吃,白目,但不是不可看....            
(4星)	 看过这部后，觉得之后的一切关于猪八戒的电视都很雷了。那时依然很小            
(1星)	 那時候看還好，現在你拿刀子對著我，我寧願 命都不要也寧死不蹩一眼            
(NA)	 初一暑假我追的剧 哈哈哈            
(4星)	 最后一集看的内牛满面            
(4星)	 嫦娥真好看            
(1星)	 真恶心            
(1星)	 完全不是偶的菜            
(5星)	 喜欢徐峥傻傻的样子             
(2星)	 忘了剧情。。。            
(3星)	 豬哥哥~            
(4星)	 有些无聊的恶搞与我本厌烦的纠缠，可我还是觉得那样简单单纯的爱真好。            
(4星)	 很好。            
(5星)	 又勾起往事了            
(NA)	 神话剧只此一部，再多就脑残了。            
(3星)	 小时候看，觉得猫妖好可怕，一直以为是惊悚片来着            
(4星)	 小龙女，唉            
(3星)	 这曾是每年暑假必看的片子            
(4星)	 喜欢孙兴的表演            
(3星)	 囧            
(5星)	 记得最后我竟然看哭了。能撮合一对有情人，不错。            
(4星)	 陈红老漂亮了，我姥姥居然说我长得像演猪八戒的徐峥！= =。            
(NA)	 青春启蒙            
(5星)	 猪哥哥！            
(5星)	 这部真的很美好            
(4星)	 猪猪乾坤屁~~            
(4星)	 最初的搞笑。。。孙兴那个搞啊            
(3星)	 童年，假期，电视            
(3星)	 看了之后的猪八戒系列就发现其实这个片子还是很好的，修改下评价……            
(5星)	 选五星 不是以今天的眼光来评判 而是根据从前从中感受到的美好            
(4星)	 我觉得第一部挺好看的。。。我喜欢小陶虹头上两个小叉叉            
(4星)	 当年看的一愣一愣的。2和3就再也看不下去了。            
(2星)	 徐峥和陶虹的结缘之作，但我还真是不喜欢            
(2星)	 受不了女主角整天在那[豬哥哥豬哥哥~~~~]= =+.            
(4星)	 2004            
(3星)	 记得二牛哥……            
(3星)	 我老师写的。            
(2星)	 我很讨厌里面的猪八戒，简直就一SB~            
(3星)	 好可爱的小龙女            
(4星)	 刚开始有点儿奇怪 习惯了就还好只不过后续两部 只能指着太阳说日了            
(NA)	 额。。。            
(NA)	  好喜欢里面的小龙女哦。，。            
(3星)	 结局让我有点意外，我以为会是欢天喜地皆大欢喜呢！            
(3星)	 一般一般。            
(2星)	 没有太大印象。。。            
(4星)	 当时看的时候还好，最后一集还有点感动= =            
(4星)	 除了有点讨厌装疯卖傻的猪八戒，其他都还好~            
(3星)	 我觉着续集很烂，就这第一部剧情回忆中很不错就是没内涵，但是现在看就不知道啥感想了，我和某网友意见一致——这是一部被续集毁掉的好片            
(4星)	 十年前的片了，只是猫妖内段有点吓。            
(NA)	 结局为什么不圆满呢？！            
(3星)	 陈红真美            
(4星)	 小时候 觉得很搞笑~            
(4星)	 小陶红和徐峥的结缘之作            
(5星)	 就冲那俩夫妻            
(5星)	 结局每看必哭。            
(5星)	 最后一集真的哭死我了~~~现在看也哭，yeah!            
(3星)	 因为有个奇丑无比的蛤蟆头减去一颗星            
(3星)	 小学时津津有味看过的肥皂剧            
(5星)	 恩...搞笑又感动？            
(NA)	 哈哈哈哈 钱江卫视一天到晚放之前            
(4星)	 超爱小俊~~~~~~~~~~死的那里哭死了~~ 小时候总是幻想被自己喜欢的人误会杀死 满足了我的变态幻想 哈哈哈哈~~~~~~~            
(3星)	 我记得结局我哭了。            
(3星)	 不怎么好看            
(3星)	 回忆            
(3星)	 大概是……一二年级看的啊……现在又在放……            
(NA)	 很好看,我记得是上初中把.            
(4星)	 最近又在放了            
(4星)	 纯粹搞笑。            
(3星)	 陶红..oh ye~  木有她的画面就低头吃零食            
(3星)	 演员不吸引人 剧情没吸引力 我只瞄了两眼            
(4星)	 当年可爱看了..徐峥还是光头最好看            
(5星)	 感动。            
(4星)	 中学时代特别痴迷一部电视剧。小龙女。猪八戒。总是希望他们能在一起。有时候。会讨厌那些故意拆散他们的人。            
(4星)	 最后的结局啊~            
(3星)	 看得有些乱七八糟，一般情况吧            
(5星)	 解铃还须祭灵人，恐怖~            
(3星)	 小时候很喜欢海龙女姐姐啊嘿嘿嘿嘿。。。。            
(3星)	 徐夫妇的定情戏哟，还是可以看一下下的啦            
(5星)	 猪八戒系列的经典开山之作            
(4星)	 我就爱这猪哥哥。片尾曲最爱。            
(3星)	 一部电视剧成就一段姻缘啊~            
(2星)	 一直觉得挺弱智的。            
(3星)	 前面好玩。后面不好玩了。            
(NA)	 哈哈，好多年了~~            
(3星)	 那时就感觉陶虹挺漂亮的…            
(4星)	 好欢乐好欢乐好欢乐。。。。。            
(3星)	 哇哈哈~~!!原来这个演猪八戒的是徐峥。            
(3星)	 其实还蛮搞笑的            
(4星)	 !            
(5星)	 好看的~~            
(3星)	 那时候为何看得火热？不记得了。            
(5星)	 那时候，觉得小龙女好美，猪八戒好过分，可是后来，看他们表白，真感动。            
(5星)	 小时候特别喜欢看，喜欢陶虹的小龙女和徐峥的猪八戒            
(NA)	 陶虹            
(3星)	 好春光 不如梦一场~~            
(4星)	 超前            
(2星)	 猪哥哥~怎一个憨字了得。            
(4星)	 小时候都看哭了            
(4星)	 好看，徐峥可爱的圆脸，剧情也还不错。看了好几遍的。            
(1星)	 SB的典範！！！            
(5星)	 痴情的小龙女　搞笑的八戒            
(4星)	 好可爱            
(4星)	 小时候喜欢啊，现在被爸妈拿来开玩笑            
(4星)	 小龙女消失的时候真的哭了。再浪漫人也还是消失了啊。            
(1星)	 其心可猪！~            
(5星)	 小时候记忆最深刻的故事，结局的时候我哭的死去活来。            
(NA)	 徐峥太可爱了            
(NA)	 灿烂的烟火，悲伤的爱情            
(3星)	 猪牌！！！            
(3星)	 歌蛮好听的，戏挺白目的，让他俩走一起也算值了            
(3星)	 那时看到那张猪头脸就想撕了它。            
(3星)	 小放屁和二踢脚            
(3星)	 结尾挺悲的            
(4星)	 看过的为数不多的大陆的电视剧            
(4星)	 这个推荐是给当年的观感做的真没想到是个悲剧结尾            
(5星)	 猪八戒，你很美            
(3星)	 搞死人了。。。            
(5星)	 曾经很喜欢的一部电视剧！            
(3星)	 挺好的。。。            
(4星)	 有情人终成眷属。戏里戏外。            
(NA)	 俩可爱            
(3星)	 猪哥哥龙妹妹            
(3星)	 以前都不知道这个主题歌居然是吴彤唱的。            
(4星)	 这里也出了一对夫妻……            
(4星)	 哇赛赛……还记得某天停电没得看=。=哭了一晚上            
(3星)	 前电脑时代看的。当时觉得不错啊。哈哈            
(4星)	 搞笑            
(3星)	 就喜欢看嫦娥的那一部分~            
(3星)	 挺荒唐            
(4星)	 直到现在的春节还在播……            
(2星)	 囧死。            
(4星)	 结局挺感人的啊            
(4星)	 囧…………            
(NA)	    之前觉得陶虹演的不错。。。            
(4星)	 不错            
(5星)	 多喜欢里面的小桃红啊            
(4星)	 小龙女和猪八戒~~最终走到了一起            
(2星)	 真没印象还给过哪个片子两星.. 让我觉得现在的国产电视剧没的看, 这片功劳不小.            
(2星)	 对人物造型没啥想法……            
(NA)	 小的时候就看了.那时很怕里面的猫妖,现在有了续集,但都不如以前的好!!~            
(3星)	 喜欢徐峥~            
(NA)	 喜欢最后的场景，小猪猪笑着仰望天际：龙妹妹，你看，我没有哭，我在笑...“不经意间，才发现猪猪的泪水早已顺着脸颊滚落....感动于这个场景好多年.....            
(2星)	 各种混乱和恶搞            
(4星)	 很干净，很有趣            
(NA)	 真的哭了            
(3星)	 雷人啊!            
(5星)	 虽有些荒诞，可依然感动            
(2星)	 土            
(4星)	 魔幻剧中的经典            
(3星)	 引发了后来一堆的猪八戒            
(3星)	 好无聊的片子啊            
(4星)	 当年的猪猪            
(4星)	 不错哦！            
(4星)	 无厘头却值得            
(3星)	 可爱的八戒~~~            
(NA)	 委屈徐峥了            
(3星)	 徐峥 比那谁谁好了不知几倍..            
(NA)	 那个时候，很喜欢小龙女对八戒的付出和牺牲...            
(5星)	 小时候特别喜欢，初一的暑假去北京还跟妹妹在北京看的不愿出去呢。主要是初一喜欢的女生也喜欢看，哈哈。很喜欢陶红的小龙女，以致现在我发觉我的审美观貌似就是在那时定型了            
(3星)	 不能多看            
(4星)	 结局我心存芥蒂很久很久。不过幸好他们真的在一起了。            
(4星)	 还是比较喜欢小陶虹的            
(3星)	 徐峥。。            
(5星)	 第二部那个傻八戒简直不能看，我说这八戒憨点，他也不傻呀，还是徐峥演得好，多聪明的猪八戒啊            
(4星)	 不错不错。            
(4星)	 比后来的几部这个算好的了……            
(NA)	 好可气的一部戏~那只猪不愧是猪！！！真想宰了它            
(1星)	 除了徐峥演技超级棒，实在找不出能看的地方了！哎~~            
(4星)	 很轻松哦            
(3星)	 小陶虹。            
(4星)	 好春光不如梦一场啊！            
(4星)	 小时候看的时候还哭了撒~            
(NA)	 看过一部分            
(5星)	 现在看到会想起来弟弟 春光            
(3星)	 喜欢看结局            
(NA)	 就只记得孙兴的太白金星的扮相很可爱            
(4星)	 只记得最后看哭了            
(NA)	 不可能再去看            
(4星)	 《卷睫盼》那首歌很好听，很感人的故事，喜欢这里的小龙女            
(4星)	 豬肉漲價             
(1星)	 徐峥这部戏给我留下了坏印象。改不掉了咋办。。。            
(3星)	 横空出世的徐峥……            
(NA)	 春光灿烂猪八戒            
(4星)	 可爱中            
(3星)	 我也不晓得为撒我会看。。。            
(1星)	 = =            
(NA)	 这样的剧集居然让徐铮名色双收！            
(4星)	 好喜欢小龙女，尤其是结局，又让一向好哭的我哭的稀里哗啦            
(3星)	 结局让人不舒服            
(NA)	 2000年            
(4星)	 觉得猪八戒真的是可爱            
(3星)	 2.8            
(2星)	 他们俩后来成了夫妻了，嗷嗷~不过当时可不喜欢这个猪八戒了~            
(3星)	 认识了徐铮            
(4星)	 善良的猪八戒            
(3星)	 颠覆从前的印象             
(NA)	 拍这种片子就是浪费纳税人的钱！            
(4星)	 猪八戒挺好玩的。            
(1星)	 不评不快!            
(2星)	 一般            
