http://movie.douban.com/subject/2155335/	十七岁不哭
(NA)	 和同事聊到《80’后》时讲到了李芳芳，便义务将李导演以前的一部剧翻出来推荐给同事，连着《北京夏天》一并看了。。。不仅感叹，还真是有没看过这些剧就长大了的孩子。想起那时的我，作业不写，也要看的，嘿嘿。。。再看一遍还是很感动，那些花儿。。那些永不消失的十七岁情结，北京夏天情结。。。            
(5星)	 【青春不是一场梦。】再看的时候，除了怀念电视剧本身，还有我自己曾经的十七岁呀！~~            
(5星)	 那种兵荒马乱的感觉            
(5星)	 郝蕾❤            
(5星)	 我的简宁啊，就是那样的时光，也是那样的人。            
(4星)	 两个字，好看。虽然演技都还很青涩            
(5星)	 我的豆蔻年华            
(5星)	 很喜欢            
(4星)	 回忆            
(4星)	 不记得了            
(5星)	 看到简宁对杨宇凌表白的时候,,,,啧啧            
(4星)	 当初吃饭的时候看额片子嘛=.= 牛萌萌绝对额女大18变哦..            
(5星)	 试试就能行，争争就能赢            
(5星)	 那年，那人，那事......            
(4星)	 当郝蕾还是清纯的时候。。            
(NA)	 早恋！            
(4星)	 郝蕾啊郝蕾，青春啊青春。            
(4星)	 青春的记忆~~~喜欢            
(5星)	 我们那个年代很值得看的青春剧。            
(4星)	 青春的记忆，80年代的人都会记得。            
(5星)	 帅！            
(4星)	 儿时的记忆            
(NA)	 简宁简宁~~小时候的梦中情人~~            
(5星)	 记忆深刻的 总是很美好的            
(5星)	 就是这个就是这个！！！            
(4星)	 年少时的回忆啊            
(5星)	 那时，我才8岁，不懂啥是十七岁就不哭。    我只知道，里面有个穿白色毛衣的哥哥很帅。很帅。            
(5星)	 这都是记忆力最好的时候，各种最好的时候看的，额滴神啊            
(5星)	 大爱简宁和杨宇凌            
(5星)	 对于我来说，这是我小时候第一次看的心潮澎湃的电视剧，喜欢简宁、杨宇凌、雷蒙，像活生生的现实中的人一样，多少年都忘不了~            
(NA)	 4.5            
(5星)	 很怀念已逝去的青春，那十六十七岁的花季雨季，永远就不会回来了吧！呵呵，看着这部电视剧，让我想起了一个人。到现在，都没有能真正的忘记，不过这样也好，留在心底让它慢慢发酵，然后变得更美好            
(5星)	 乐心是超人            
(3星)	 物是人非            
(NA)	 还有牛萌萌呢?            
(5星)	 鸡血地开始重温顺便感怀了一把。从10多年前的首播开始都不知道看多少遍了～大家都好可爱。ps 比起简宁，其实俺一直喜欢的是雷蒙和晓峰这类的男孩子～XD            
(5星)	 我的第一部偶像剧~刚得知竟然是在我们学校拍的，一下子给了我爱北师大的理由。            
(5星)	 好看啊            
(5星)	 年轻的李晨 年轻的郝蕾            
(4星)	 乐心多克奈啊            
(3星)	 李小晨这时候的包子脸百分百秒杀我了……（捂面            
(5星)	 聪明的简宁，美丽的杨宇凌，他们演绎的就是我们身边发生的校园青春故事，在他们身上可以看到当初自己的影子。            
(4星)	 晨哥。。            
(5星)	 关于十七岁不哭，亲家总结过一句话给我，她说，你那么喜欢简宁，然后就活活把自己逼成了杨宇凌╮(╯▽╰)╭            
(5星)	 回想起那段曾将有梦的日子。            
(NA)	 人生第一次学会迷恋男猪脚的戏。很爱简宁呢，杨宇凌有点强悍了，记得当时更喜欢乐心，还做梦梦到她，也爱雷蒙，好青涩的过去，怀念过去。            
(5星)	 不记得是小学还是初中时看的了，那时候老爸允许我看的电视剧很少的，这是其中之一，老爸是老师，他说他其实是看老师们是如何管理学生的，但是我的记忆里就只剩下了简宁，那个帅气的优等生。            
(5星)	 17岁，多么美好的年纪啊~            
(3星)	 好像是看过~~可是什么都不记得~~            
(4星)	 当时很喜欢，就是现在已经看不下去了            
(5星)	 这个必须都看过！！！            
(5星)	 小学的时候每天放学看中央八少儿剧苑的日子。            
(NA)	 &gt;&lt;老电视剧什么的..            
(4星)	 那时候很萌简宁。。。            
(5星)	 经典的片子~对于简宁印象太深了，深深觉得简宁同学影响了我的择偶观            
(4星)	 郝蕾和李晨的脸感觉都没怎么变过。。。。。            
(5星)	 还是很爱，那群人。            
(5星)	    雷蒙            
(5星)	 我才九岁啊~不过爷那个时候就嗷嗷稀罕李晨啊~~            
(NA)	 冲着郝蕾看的==            
(NA)	 多遥远啊。。            
(4星)	 卡在17岁和27岁中间 回不去了也难向前            
(5星)	 很久以前看的一部剧，那年的青春岁月            
(5星)	 纯            
(3星)	 好小好小时候看的,一直记得李晨            
(4星)	 记得那时我读初三，我真的很想看这部片子，可惜父母不让我看，于是我只有在屋外闲逛，淡淡的星光，漫无目的，如同我空虚寂寞的青春            
(5星)	 美好的回忆            
(4星)	 简宁简宁简宁。。。            
(5星)	 是那个时候认识了个叫李晨的帅哥，现在没了当年的影子`            
(5星)	 好喜欢啊~~~萌动的时候看的，很不错，算是青春教育了吧~            
(NA)	 小時候看了好多遍            
(4星)	 青春让人既感动又满身鸡皮疙瘩。。。            
(4星)	 十七岁那年的十七岁不哭。            
(5星)	 10年后。他接到一通电话：“简宁，我是杨宇凌~~~ ”            
(4星)	 从小就喜欢简宁那样的            
(NA)	 这部电视剧让我在小学的时候开始期待十七岁            
(3星)	 就觉得李晨很是帅气。            
(5星)	 让我看了就像速度长到17岁的电视剧，至今依然觉得17岁时最快乐的年代            
(4星)	 当年郝蕾真是清纯呐            
(4星)	 十七岁不哭，安静的班长——简宁。            
(5星)	 很喜欢。            
(5星)	 那些永远不再的青春。            
(5星)	 小时候的大爱。            
(5星)	 这个绝对要给五星，想当年每到暑假就看一遍……            
(5星)	 花季前的憧憬 长大后的回忆            
(5星)	 宇凌，我终于想好了，现在我把我的想法告诉你。我们不能在这么尴尬下去了，我们这个年龄承担不起这么劳心费神的东西。宇凌，你是我见过的最好的女孩子。我欣赏你，关注你，但我也太在乎我的学业，我的成绩。我需要太多的孤独，太多的冷静，去看书，去做题，去做实验，因为我是如此渴望成功和优秀。            
(5星)	 超级经典            
(5星)	 简宁简宁简宁......太真实的一部戏了T_T            
(3星)	 高中的时候 觉得  无与伦比              
(4星)	 竟然有郝蕾和李晨···            
(4星)	 很久很久很久以前            
(3星)	 3。5            
(5星)	 他们都老了…我也老了…            
(3星)	 看过～            
(5星)	 时隔这么多年再次重温这部片子依然承载了太多的感动和回忆            
(4星)	 经典啊            
(5星)	 我依然喜欢这个妞，看她的话剧电影.....但是再没有简宁和杨宇凌，再没有十七岁            
(5星)	  十七岁不哭             
(5星)	 我喜欢简宁 超喜欢            
(4星)	 谁不是一边受伤一边学着坚强。            
(5星)	 我的童年啊！！！简宁和宇凌            
(5星)	 因为这部电视剧还专门买了一本剧本书，这本书是十几年前的书籍中唯一还留到现在的一本。            
(4星)	 小时候超爱看。            
(4星)	 一直在记忆深处 就是记不得片名 原来是这部电视剧啊~ 哎 我那一去不返的童年~             
(NA)	 李晨不错~~~            
(5星)	 我的年少时光~~            
(5星)	 小学时看的时候没有那么大的感触，等自己高中毕业了再看一遍，发现里面的情节灰常的真实呀~            
(5星)	 记忆。。            
(5星)	 虽然过去了十几年，现在回头看还是得说这是部经典。我觉得《十六岁的花季》《花季雨季》《十七岁不哭》是中国大陆最好的三部校园小说（戏剧），似乎现在已经很难有超越他们的了。            
(5星)	 这是我最最喜欢的一部剧，那个时候我看了它不下五遍。很喜欢简宁。也很喜欢她们纯纯的喜欢。还有她们的友情。还有雷蒙。也很喜欢。唯一不喜欢的就是牛萌萌。            
(NA)	 当年只看到李晨 牛萌萌 才发现 郝蕾             
(5星)	 喜欢简宁，喜欢李晨！            
(4星)	 就是因为这片，我现在在电视上看到李晨都会多停留几眼。            
(5星)	 我们中学时代的青涩记忆。不可复制的经典，有着我们的欢笑和泪水。简宁，杨宇凌，乐欣，雷蒙，岳晓丹，老冯……一个个熟悉的名字，只言片语，回想起来，就像能触碰到那个时候的场景、空气中的味道。            
(5星)	 我的童年啊            
(5星)	 经典里的经典！            
(5星)	 最深刻的记忆            
(5星)	 简宁，曾经沧海难为水，他是一个标杆。            
(4星)	 青春是一部仓促的书~以前不了解，现在才慢慢地领悟~            
(5星)	 记忆中的简宁和杨宇凌才是一对，现实很残酷            
(4星)	 学生时期，都会希望身边能有一个像简宁一样的男孩子吧            
(4星)	 多年前看是憧憬，多年后看是怀念            
(3星)	 哈哈，那时侯就想留长发，然后有一个郝蕾的发型            
(5星)	 即使兵荒马乱也要学会从容。            
(5星)	 还想再看一遍            
(4星)	 简宁啊简宁~~~            
(5星)	 流逝的青春~            
(4星)	 这才是大陆的偶像剧风格嘛，其他一律山寨＋土鳖            
(4星)	 年少时光            
(4星)	 小学最喜欢的电视剧竟然是讲高中生活的……心里有个杨宇凌……            
(5星)	 童年时看的青春剧…当时太期待16、17岁，因为青春时节除了跳皮筋与芭比娃娃还可以发生很多事情            
(5星)	 当年我看的时候还没有十七，不太懂，后来过了十七再看，有种说不出的心痛……            
(5星)	 看十七岁不哭的时候，我才十三岁，当时充满了对高中生活的憧憬。            
(5星)	 儿时懵懂            
(4星)	 初中的回忆            
(5星)	 简宁、简宁、女孩心中最完美的梦。            
(4星)	 我特别想知道为什么我小时候没有看过这部电视剧。            
(5星)	 内地也就这种剧好看            
(4星)	 当年········            
(5星)	 包子脸李晨~~好想捏~~            
(5星)	 试试就能行，争争就能赢。心底永远的青春白马王子——简宁。心底永远的魅力女孩儿——杨宇凌。15岁的我，看了这部剧。但是很残念，17岁的我，却没有去上高中。心底永远的怀念，箱底还有一本同名书压着呢。。。。老了再回味吧。            
(NA)	 以为那就是高中生活。            
(5星)	 简宁是我梦中的第一个白马王子，总是不懂为什么雷蒙老跟他过不去。那是还不知道演杨宇凌的那女孩叫什么，只觉得那样的女孩很受欢迎。那个羡慕别人花裙子的女孩，我很理解她            
(5星)	 简宁 完美的男同学～            
(5星)	 很怀念的青春时光...            
(4星)	 我非常喜欢简宁和杨宇凌            
(5星)	 经典中的经典~~~~            
(4星)	 那时候，很喜欢杨宇凌…            
(5星)	 第一次看还是小学2年级，现在重温却是大三了~~~17岁悄然过去，不回来了……我想有个水晶球，带我重回17岁！！！            
(5星)	 竟然是郝蕾演的。。。            
(5星)	 梦中情人啊，简宁儿            
(4星)	 我含着泪，一读再读，却不得不承认，青春是一本太仓促的书。            
(5星)	 简哥 简哥 年少时的白马王子~ 郝蕾越长越胖！            
(5星)	 那年的故事~~            
(5星)	 ~~~~！！！！            
(5星)	 十七岁那年看的！至今珍藏！            
(4星)	 小学的时候看的当时 很向往长大 幸好 还有青春            
(NA)	 与《花季雨季》并驾齐驱的青春校园剧            
(5星)	 你是我心中永远的简宁和杨宇凌            
(4星)	 有一段日子叫青春，有一段日子我们无悔。            
(5星)	 很棒的一部青春剧            
(5星)	 期待能重播 再感受一次~            
(5星)	 第一次看的时候.....还在上小学........而现在.....高中都毕业2年多了.....小时候最喜欢简宁....现在回头看还是喜欢简宁....            
(5星)	 回头看当年，想哭~            
(NA)	 蛮久前看第一集，今天看完了            
(4星)	 当年比他们小好多，觉得高中真好。现在已经过去这么多年了。。那天谁提李晨来着，我说我不知道这演员。后来那人说了句简宁，我真立刻想起来了。            
(4星)	 十七岁……无悔的十七岁，那年我上高三，一年后我还在上高三……十七岁不哭，是的我没哭，因为我把泪水都攒到了十八岁。如果说现在我是在人生的十字路，那么十七岁那年我则是在人生的岔路口，有人说我们不该为自己的选择后悔，我想说我没有后悔，只是我想知道另一条路通向何方。越是到无助越是回想过去            
(5星)	 小学六年级在少儿图书馆的回忆~             
(5星)	 好经典啊，当年还不怎么看得懂~只记得男主角和女主角很配            
(NA)	 寒假我为毛回看这电视剧？            
(5星)	 太真实了，就算现在看也是如此怎么里面的男孩子不是穿的阿迪达斯就是D&amp;G 啊，呵呵里面的数学老师好凶啊，我的噩梦~~现在觉得老冯也好凶啊            
(4星)	 不哭。            
(4星)	 嗯,要按当时的标准...            
(NA)	 唉，我老了            
(5星)	 简宁，杨宇凌。            
(4星)	 他们现在都长大了            
(4星)	 好小的时候看过，好怀念啊            
(5星)	 很小的时候就看过，当时觉得李晨超级帅！！~立刻奠定了书生牌在我心中不可撼动的地位@！~            
(5星)	 我突然有种想要溺死在一段时光里不愿醒来的冲动，虽然不是同时代的青春，但竟像是有共鸣，除却那个让人无法理解的疯狂的关于清华的集体主义梦想。没有狗血的剧情，没有拜金的氛围，没有世俗的沾染。曾经，原来这么美过。            
(4星)	 当时觉得简宁帅死了            
(4星)	 我只记得是小学时候看了，当时很喜欢            
(5星)	 非常好看的学生片            
(NA)	 这个电视剧里有一句话让我至今难忘···            
(5星)	 看到最后就好像看到自己的高中结束一样，当时不觉得什么，现在怅然若失。            
(4星)	 主演都已成为了人妻。。。            
(NA)	 so close to our reality and student life. cherish.            
(4星)	 当时看的蛮感动的            
(4星)	 还记得郝蕾说过：“如果特别想买一样东西，秉一个星期，一个星期之后，保准你不再想买~~”            
(5星)	 简宁啊简宁~杨宇凌~乐心~            
(4星)	 呵呵, 都快24啦, 看17岁的生活, 暮然回首, 那人却在灯火阑珊处.            
(4星)	 当年被感动得一塌糊涂。            
(4星)	 还记得当时跟大哥抢电视 他想看足球 我就想看这个 。。。。            
(4星)	 简宁            
(5星)	 青葱岁月qr            
(4星)	 回忆总是甜甜的，回忆《十》我记得他们的青春活力，记得他们的自信潇洒，记得他们说过“谁不是一边受着伤一边学会坚强”记得他们的宣言：“我们的明天会足够的出色，足够的优秀，足够的好！”            
(4星)	 大家很青涩的表演，很真实            
(5星)	 80后            
(NA)	 少年时的梦想。一直至今。简宁。            
(NA)	 十七岁不哭、红十字方队、校园先锋、男生贾里……这一票，载满我的学生时代，校园之梦            
(5星)	 小学的时候看的，当年可喜欢简宁了            
(5星)	 好看            
(4星)	 郝蕾            
(NA)	 啊！！青春            
(5星)	 那年我们都是十七岁……            
(5星)	 小时候的记忆            
(4星)	 算是我们那一代人稍微正统一点的回忆吧            
(5星)	 喜欢李晨~~~            
(5星)	 十七岁时，初入网络，不懂规则，取一网名，十七岁不哭。自觉挺有味道，挺恰当。怎知遂成为笑柄。哈哈，现在已经能坦然面对这样的嘲笑了。这部戏对我的影响实在是深，以至于每次走在图文交错的楼梯上，总会想象记忆中的简宁和杨宇凌在楼梯上不期而遇的那一幕。Anyway，这部戏里有我得不到的东西。            
(5星)	 曾经很迷恋啊！！！            
(5星)	 简宁简宁~~            
(5星)	 那阵的李晨真是帅            
(4星)	 我就记得郝蕾坐那铁架子上 一手撑头 特忧郁的样子            
(5星)	 很爱很爱的一部。            
(NA)	 当年的励志大片。            
(4星)	 还蛮不错的，初中时看过，现在想想有种时光倒流的感觉。            
(5星)	 第一次看《十七岁不哭》的时候是在小学，当时觉得离十七岁好远好远，不可想象的远。今天再次看到她，恍惚间，我离十七岁又是渐行渐远。            
(4星)	 当时我还在小学            
(5星)	 看的第一部关于青春的吧            
(5星)	 郝蕾和李晨你们无愧当年            
(5星)	 初三的时候正等待高中的到来，能够在那个时候刚刚好看到这部让人如身临其境的真实的片子，真好。依旧喜欢那句，试试就能行，争争就能赢！            
(3星)	 无法回去的青春            
(4星)	 记得当时年纪小。            
(4星)	 杨雨凌，雷蒙，简宁。这些名字一直记得            
(4星)	 青春的点滴回忆            
(NA)	 小学六年级 大爱             
(5星)	 为了曾经17岁过，五颗星            
(5星)	 青春实在美好。            
(NA)	 小时候老爱看了。喜欢里面那个叫什么蒙的男生            
(NA)	 老早了            
(5星)	 我的青葱岁月啊，回忆真甜，现在很想再回味的一部片~            
(5星)	 小时候可喜欢李晨了哈。。。            
(5星)	 小时候的回忆~            
(5星)	 小时候啊小时候            
(5星)	 祭奠逝去的青春。            
(4星)	 阳光下的绿树,从这里开始.            
(5星)	 我只记得我好喜欢就对了。。            
(4星)	 高中的记忆。我们隔壁班一男生就因为长得特像简宁，一下子就火了，成了初中部众女生心中的白马王子。            
(5星)	 impress me when I was young            
(4星)	 当初萌的雷蒙- -            
(5星)	 小学时看            
(3星)	 。。。            
(4星)	 哎.. 演员都要中年了            
(5星)	 那么多年，我只是活在这个梦里。祭奠我的学生时代……            
(4星)	 回忆的地位无比强大            
(5星)	 一去不复返的青春啊。。            
(4星)	 简宁好像是当时女生对帅哥的所有定义            
(5星)	 想当年超级迷简宁的，这部片都成了年轻的一部分了。            
(3星)	 已经不记得情节了，只记得有个班长叫简宁，有个很强势的小姑娘叫杨宇凌，每次都说，是盛气凌人的凌~            
(5星)	 青春啊...            
(5星)	 那一年我在日记里写下：上了高中毕业我也要卖书；高中毕业那年我们在学校门口支了旧书摊！！            
(5星)	 简宁            
(NA)	 那段岁月            
(5星)	 每一个人都会经历的十七岁，每一个人都向往的十七岁，每一个人一生只有一次的十七岁。            
(5星)	 你有你的圆我有我的方            
(4星)	 没想到郝蕾后来变成那样了。。。            
(5星)	 难得看到的青春剧            
(5星)	 小学的时候很感叹高中的尾巴            
(5星)	 我们都是那样走过的呢~~~  致我终将会不再的青春            
(4星)	 青澀年代啊。            
(5星)	 所有人都是那么美好，那个雷蒙当时觉得帅死了            
(5星)	 我的青春的回忆~            
(4星)	 大爱            
(4星)	 儿时经典~            
(4星)	 遥想当年...            
(NA)	 看的时候幻想17岁，17岁的时候光速而过，20岁以后贪恋17岁            
(5星)	 简宁，困惑的杨宇凌还有雷蒙那几个描述一生的“啦”是小时候对长大的幻想            
(5星)	 至今不灭的  简宁情节~            
(4星)	 经典的青春片            
(4星)	 小时候的记忆。国产偶像剧？            
(5星)	 简宁 我暗恋你许久！！！！！ 我真想我自己是杨宇凌儿 真好 我一直喜欢你们到现在  简宁 我暗恋你 我暗恋你 我暗恋你 我暗恋你            
(5星)	 爱惨了简宁和杨宇凌。            
(NA)	 那时我在上小学，每天憧憬自己的17岁，真正到了17岁的时候，却忘了当时的憧憬，我想青春是用来挥霍的，我一路挥霍，得到了很多 也失去了很多，现在我22了，突然想起这部电视剧，儿时的记忆都还在            
(4星)	 那样的回忆，小孩子对大孩子的羡慕            
(5星)	 怎么我小时候的电视剧都那么好看呢！这是回忆...            
(5星)	 想当年看的那是一个喜欢 虽然那个时候并不是很喜欢简宁 但是却因为李晨而喜欢吴哲  也是因为那个时候认识的李晨和郝蕾~喜欢~            
(5星)	 一代人的回忆，杨宇凌、简宁。。。            
(5星)	 可惜从来没有遇见过这样一个简宁。×_×            
(5星)	 青春，一边受伤一边学会坚强。青春真美好。            
(5星)	 还想再看一遍            
(5星)	 小时候            
(4星)	 简宁~~            
(4星)	 小学看的 果然17岁要哭            
(3星)	 有一段时间很痴迷“青春偶像剧”，也许初中的时候看高中生活最幸福，高中时候看大学生活最幸福吧！            
(5星)	 最初的，也是最美好的，对青春的勾勒            
(5星)	 青春的日子怀念那样校园的日子            
(5星)	 青春啊。。            
(4星)	 记忆有点模糊了。            
(NA)	 就是我们心中的那个简宁！刻苦，多才，平和，傻傻的笑，一切那样完美，这部戏凝练了我们的高中生活——让人那样怀念、叹惋，那一段岁月，我们“兵荒马乱”，年少轻狂，幸福时光。             
(5星)	 怀念            
(4星)	 中学时代 看着同龄人的故事总是很多共鸣的，怀念……            
(5星)	 青春的美好。            
(5星)	 为紧张的高中生活注入丰富的色彩～～太喜欢这部电视剧里，至今还能记得很多经典的台词“谁不是一边受伤，一边学会成长”、“真正的朋友是生命的慰藉”、“们不断地从孤独中走出，投入人群，却无助地发现寂寞仍在背后，它从未远离”……喜欢杨宇凌的张扬，喜欢简宁的优秀，喜欢雷蒙的不服输。            
(4星)	 青春啊            
(4星)	 哈哈，李晨。            
(4星)	 看过之后我就早恋了            
(5星)	 当年最最喜欢的青春学生剧啊！太喜欢杨宇凌了~当然简宁也很帅！一口气把书都买了~            
(4星)	 因为花痴才找来看，却发现生活在21世纪初，奔27岁去的我，还不如20世纪末期17岁的他们高明！搞咩啊！返祖啊！！            
(5星)	 初中看的了，好多情节也都不记得了，就记得郝蕾和李晨，李晨是好多女生的喜欢的吧，那样淡淡的情愫，现在想起来是多美啊……青春真好……这是青春期必看的啦            
(NA)	 omg            
(4星)	 在还没上高中的时候就看过 在看过龙乌鸦后突然又想起来重新看了一点儿 发现原来时间留下的痕迹是这样的——就连盛气凌人的杨宇凌 也会变的。。。高二应该重新看一遍受受教育的            
(5星)	 当年看的时候像在看自己的故事。。。            
(4星)	 小时候觉得那就是向往的学生生活            
(5星)	 李晨，小帅哥。            
(5星)	 那是段青葱岁月，有欢笑，有泪水，有成长。我们清纯，我们缠绵，快乐和忧伤，洒落星星点点 我们无悔，我们无怨，驿动的心，青春永远！            
(5星)	 一个没有结局的故事，陪我走过了小学初中和高中。。。。            
(5星)	 那时看到，还是小学生，却是我眼中最好的校园剧。简宁和杨宇凌。            
(5星)	 原来我是喜欢高晓峰的……            
(5星)	 以前看的时候觉得十七岁还很遥远呢，现在又看了一遍，十七岁离我也已经很远了啊，片子讲的是高中的故事，但是心智比大学还成熟啊。很喜欢这片子，哈哈，喜欢简宁，可惜现在李晨长丑了            
(5星)	 那时候 我们会拍自己的偶像剧            
(5星)	 我看晚了            
(5星)	 我所有对中学的期待都源于这部电视             
(NA)	 好看，那句经典的台词谁不是一边受伤，一边学会成长            
(NA)	 我拍的。。。            
(4星)	 算是中国青春剧的先驱了            
(4星)	 中央八套下午档，每天吃饭的时候            
(4星)	 转眼，我早已不是17岁。            
(NA)	 看过无数遍，里面的台词都能倒背如流了，但还是每次都感动得一塌糊涂。这部电视剧包含了我对青春所有的怀念与向往，得到过的，抑或从未得到的。谢谢你。十七岁不哭。            
(5星)	 郝蕾和李晨！！！郝蕾和李晨！！！            
(5星)	 i love hao lei            
(5星)	 從那時起，喜歡郝蕾。            
(5星)	 原来大家都意淫简宁呀！            
(4星)	 很不错。没想到里面那个特别害羞的农村女孩是牛萌萌演的。            
(NA)	 高中的时候看过            
(3星)	 李晨很帅            
(5星)	 看完这片，喜欢上了北京的冬天。            
(3星)	 家长说没有永远的温室花朵~            
(5星)	 杨宇凌 盛气凌人的凌O(∩_∩)O哈哈~            
(5星)	 多想回到过去 只是再也回不去            
(5星)	 伴我走过懵懂的年代            
(5星)	 为了我初中时候的年轻岁月，都要投这本书和这部电视剧也好五颗星。还记得当时还躲在被窝里偷偷地看书。想象着以后的高中岁月就是这么地丰富多彩。现实和电视剧的区别啊。。现在想起来，就剧情而言，《十七》应该是一部偶像剧了~            
(5星)	 第一次看的青春偶像剧！从此向往着，哦，原来长大了是这样的啊~！唉。。。00后都出来了，我们老了。。。PS：看士兵突击的时候就惊叫！平常心——简宁！            
(5星)	 花季雨季电视剧版。            
(5星)	 心中永远的简宁和杨宇凌。一直偷偷在心底喜欢自己成为一个骄傲，“盛气凌人”，优雅大方，体贴细致，无坚不摧的女孩，而偷偷寻找勤奋上进，成熟淡定，博学健谈，德治体美全面发展的男孩子。曾以为是奇迹，可是现实里，他真的出现在我的生命中            
(3星)	 李晨 郝蕾            
(4星)	 小学时看的当时很盼望长大上高中            
(5星)	 李晨 当时大爱 郝蕾            
(5星)	 小学时看的，很难忘的一部剧。因为这个，现在都对郝蕾、李晨有莫名的好感            
(4星)	 回忆啊回忆            
(5星)	 当年最喜欢的电视之一，另一部是《红十字方队》            
(4星)	 从小于17岁看起~~            
(5星)	 经典 两个月前想起来又翻出来看了一遍            
(4星)	 年青真好！！            
(5星)	 看过好几遍，曾因为它而向往高中生活。。然而这毕竟还是电视剧。。            
(4星)	 想当年超喜欢雷蒙和简宁            
(5星)	 流行歌曲我也会唱，我也会情不自禁地喜欢一个女生---简宁。            
(5星)	 记得高考期间，父母帮忙录像观看这部片子的时光。。。共鸣感异常强烈            
(4星)	 青涩的年代            
(5星)	 居然有牛萌萌            
(NA)	 当年的郝蕾，当年的李晨            
(4星)	 经典            
(NA)	 十年之前你还不是你我还不是我            
(4星)	 当时觉得杨宇凌和简宁简直太配了，可惜他俩为什么没在一起。里面的人都很喜欢！            
(4星)	 想当年我是多么迷恋简宁这样的孩子啊~~~            
(5星)	 坚强的度过了我的17岁~            
(5星)	 高中看过的一本书,现在才有机会看电视剧版本.哈哈,挺雷人的.整一个中国教育模式下才会有的故事,很可爱,很青春,也是属于我们那时的事情吧.可是我怎么就没有遇到那样的可爱的高中朋友啊...哈哈,虽然我也遇到很多高中好朋友.虚无缥缈的东西总让人憧憬。挺励志的。试试就能行,争争就能赢！            
(NA)	 那一年我十七岁            
(4星)	 在师大拍的哦~杨宇凌和简宁那段简直太深得高中生之心了。那个年龄谁不期望在繁重课业中无往不利同时还能跟与自己同等优秀的异性同学开展一段扑朔迷离睡眼朦胧的小暧昧啊~            
(5星)	 经典，永远无法忘怀。            
(5星)	 小时看的经典啊            
(5星)	 还记得他们俩在广播台时提到的那首歌……喷饭……            
(4星)	 好久远的回忆            
(5星)	 想当年的最爱            
(5星)	 当时很迷恋            
(3星)	 那年，我17.。。            
(5星)	 我们都不再十七岁，重温那一年，还是有深深的感动            
(NA)	 简宁，初恋的味道            
(4星)	 好多年前的东西了，居然在这里发现了            
(5星)	 “青春是一本太仓促的书...”            
(5星)	 最美的回忆            
(5星)	 好看            
(5星)	 年轻啊那时真年轻啊            
(NA)	 简宁啊，好怀念            
(NA)	 回忆。。。            
(5星)	 简宁 杨宇凌            
(5星)	 影响了我整个初中的电视剧，好多台词都成了自勉的名句。            
(4星)	 十七岁里的小郝蕾摇身一变，喔，那个颐和园里得女子            
(5星)	 还记得当年在家乡看烟花的时候看到一酷似雷蒙的男生  然后就忘记烟花那回事了~囧            
(5星)	 我喜欢简宁和杨语凌            
(4星)	 高中接触的，看到了高中的影子有句话记得很深：你要哭的时候就想想这值不值得哭，等过一个星期你就会发现一点儿都不值我们每天都在成长，成长的痛是我们在青春的时候必须去承受，去学会的            
(5星)	 我们那个年代的人必看。杨宇凌在操场上一圈一圈跑步的场景总是令我挥之不去            
(4星)	 小时候的记忆！            
(5星)	 美好且记忆深刻的回忆            
(NA)	 北师大            
(4星)	 喜欢简宁！            
(4星)	 那时的我是多大啊?            
(5星)	 看了书后再看的，喜欢~~            
(5星)	 初中的最爱。杨宇凌。。。            
(5星)	 当时萌简宁萌到不行………………            
(5星)	 我看了n遍书……陪伴我走过初中的哦！            
(4星)	 看《十七岁不哭》的时候还是初中，还没有17岁。那么那么喜欢简宁，最初的白马~~            
(5星)	 额曾经滴青春哇。            
(4星)	 哈哈，曾经的回忆，喜欢杨宇凌            
(4星)	 中国儿童共同的回忆吧~            
(5星)	 当时奉为经典~~！！！！！            
(5星)	 青涩的初中记忆            
(5星)	 简宁！            
(4星)	 很早很朴素，但是真的很喜欢里面的几个经典人物~            
(4星)	 一群朝气的中学生自我成长的故事            
(5星)	 小学三年级暑假看的  太太太太太好看啦  那时候最喜欢帅帅又乖乖的简宁了            
(5星)	 就算再兵荒马乱，我也要从容。            
(4星)	 青春的回忆。。。            
(5星)	 喜欢简宁和杨宇凌~            
(4星)	 永远的记忆            
(4星)	 很久了，真的……            
(5星)	 高中时代的最爱            
(5星)	 班长班长            
(5星)	 明天我们会出色、会优秀、会足够的好            
(NA)	 初中的，还记得是中央二台，同学都看            
(5星)	 为了纪念我的17岁            
(5星)	 喜欢简宁,小学时看的,有点早熟,呵呵            
(5星)	 　　宇凌，我终于想好了，现在我把我的想法告诉你。我们不能在这么尴尬下去了，我们这个年龄承担不起这么劳心费神的东西。宇凌，你是我见过的最好的女孩子。我欣赏你，关注你，但我也太在乎我的学业，我的成绩。我需要太多的孤独，太多的冷静，去看书，去做题，去做实验，因为我是如此渴望成功和优秀。            
(5星)	 小学时的记忆            
(NA)	 记不得了            
(5星)	 影响了中国80后的一部电视剧。。。            
(5星)	 还是有感觉            
(5星)	 当年最爱！真是同龄人描写中的最爱！            
(NA)	 年少的我们，曾经竟因为这部片子而憧憬长大，觉得十七岁是个极其神圣的年华            
(5星)	 ！！  10年以后还认真重新看过。。            
(4星)	 当年很说明我们的问题            
(3星)	 李晨，简宁，正太，非常花痴            
(4星)	 成长的见证            
(4星)	 17岁的回忆~~~            
