http://movie.douban.com/subject/2212156/	家有仙妻
(4星)	 喜欢那首歌 ..  草蜢唱的            
(NA)	 是我看过的唯一一部搞笑的台湾剧。小时候最想要的礼物是何莉莉的手镯~\(≧▽≦)/~戈伟如太美了            
(4星)	 宿舍一姑娘在重看            
(5星)	 超级好看的~！            
(5星)	 喜欢有个莉莉这样的妻子            
(4星)	 儿时的记忆            
(NA)	 小时候的回忆 显然已经忘了很多了            
(5星)	 帅气的沈公子！嗷呜。澎恰恰~~哈哈            
(5星)	 美好回忆            
(5星)	 小时候每天嚷嚷着要那个镯子，他们给我买了好多，呵呵            
(5星)	 这个真是我没读书时候的美好记忆。当时和姐姐一起看的~~~还吃着爆大的嘎冷            
(5星)	 也赐我一个吧....恩....我指手镯。            
(NA)	 最早看的台剧            
(4星)	 我一直幻想自己有一个那样的手镯。            
(3星)	 小时候还觉得孙兴好帅哟。。。=v=            
(4星)	 当年看的就是很想看，每天守在电视机前等，虽然现在已经不记得多少剧情了。。。            
(5星)	 &gt;&lt;童年!!            
(5星)	 小时候乱砍，也没个知道具体内容什么的，反正知道就是挺经典嗲！            
(4星)	 神奇死了哈哈            
(5星)	 好好看            
(4星)	 当我在高中时复看时，只有第一集还是那么吸引人            
(4星)	 好小的时候看的~有时间再看看，嘿嘿            
(5星)	 永远的经典，这是我小时候印象最深的一部台湾片            
(5星)	 很小的时候看过。            
(4星)	 小时侯的回忆            
(5星)	 儿时记忆！            
(NA)	 简直了，儿时的回忆            
(5星)	 小学看的到现在翻出来都还搞~我也想有那个玉镯玩啊~~~            
(4星)	 很小的时候看的，很搞笑。            
(4星)	 太古老的东西说了你们都不记得            
(5星)	 也是小时候的最爱，我父母最喜欢这片子了，当时还用录象机给录下来了！            
(4星)	 当年很喜欢看这个的...如今就记得好看...其他都忘了...            
(4星)	 好像有个那样的镯子            
(4星)	 小时看的很喜欢，现咱就感觉一般般了            
(5星)	 一直想要个魔法手镯。            
(4星)	 记忆中欢欢喜喜的感觉            
(5星)	 小时候的快乐            
(4星)	 梦想着也能拥有那样一只有灵气的玉镯，哈哈            
(4星)	 很久之前看了，都忘了            
(4星)	 小时候可爱看了            
(4星)	 当年很迷玉镯的..            
(4星)	 那手镯我也想要            
(4星)	 今天看还是觉得很好笑，喜剧拍成这样我觉得就可以了            
(5星)	 可喜欢那个手镯了，神奇的很，是童年少年时的梦幻呢~            
(1星)	 这个真难看  小时候不懂事- -            
(4星)	 哈哈 当年看的时候没有一刻不在笑，很开心啊            
(3星)	 本恰恰            
(5星)	 = =+这个不能忘！            
(5星)	 第一个台湾电视剧阿！我看得            
(5星)	 何莉莉  你还在么？            
(4星)	 阿贵：我什么都不怕！！！            
(NA)	 主题曲挺经典的            
(NA)	 那会儿是有多迷啊，雷翻了也迷。            
(NA)	 一直纠结没看到结尾http://v.youku.com/v_show/id_XMTQ5MzM2.html            
(NA)	 美丽又有魔法的姐姐。童年时候的美好记忆。            
(3星)	 今天下午还想起来了            
(4星)	 - -            
(4星)	 童年回忆啊！！！            
(4星)	 挺有意思的            
(4星)	 童年的回忆~            
(4星)	 小时候很喜欢~            
(5星)	 小时候的最爱啊            
(4星)	 没有手镯，也是仙妻。            
(3星)	 没什么印象了            
(5星)	 经典            
(4星)	 我就纳闷了，本来是部烂片，我怎么就这么爱看            
(4星)	 陈天贵！            
(5星)	 好看得不得了啊到现在还觉得好看            
(4星)	 还是小时候看的呢~            
(5星)	 紫色的袜子，哈哈当时很喜欢这部电视剧的            
(NA)	 跟穿越有点关系吧            
(5星)	 小时候超爱看，现在想想依然觉得好好笑，虽然不太记得了，但回忆依然是那么美好。            
(NA)	 小时候看过啊。里面还有赵本山还有那英。啊哈哈哈。            
(5星)	 经典呀^            
(5星)	 他总是·不让我送她到家门口·            
(3星)	 小时候很喜欢看的台剧呢  总幻想自己也能够拥有那么一个神奇的手镯            
(5星)	 突然很怀念。            
(NA)	 非常喜欢的一部轻喜剧呢~~内容很有趣，看的时候都是小学六年级了。主题歌是草蜢乐队的，很好体内各，大家放血的时候都在唱，现在回想起来很不错~~            
(NA)	 這個這個。。。懷戀            
(5星)	 哈哈哈            
(4星)	 小时候熬夜的动力来源            
(4星)	 他总是~只留下电话号码~~             
(4星)	 澎恰恰太可爱了撒            
(NA)	 那时候那个音乐一响起 就好亲切的            
(4星)	 以前一直听着那个片头曲跳那个超级傻的舞的。。。。            
(5星)	 一只神奇的手镯            
(4星)	 童年 我也想要一个镯子            
(4星)	 美女与野兽            
(NA)	 忘得差不多了            
(4星)	 忘了讲什么了            
(4星)	 后来觉得伍佰特像男猪脚，还有，实在没想到孙公子后来演了倚天里面的杨逍            
(5星)	 孙兴哈雌！我喜欢~手镯好灵！我也喜欢~~            
(3星)	 我以前看的是萧蔷演的，很好看，还是很想看，但好象没有找到列。            
(NA)	 超梦幻的~记得看这部剧的时候还是小学，那时候唯一的奢望，长大以后要有一个跟女主角一样的手镯，小时候的愿望真单纯……            
(NA)	 想再看一遍            
(4星)	 小时候最爱看            
(5星)	 那会是相当的爱            
(4星)	 具体剧情都忘记了，但是脑袋中清楚地记得那媳妇有超能力，很搞笑。            
(3星)	 小时候看的            
(4星)	 经典！！            
(3星)	 那首歌！！！            
(5星)	 那时看什么都觉得好看。            
(4星)	  澎恰恰            
(5星)	 陈天贵的憨傻，何莉莉的美丽可爱，沈公子的疯癫，沈妻的艳与嗲，都被刻画得入木三分，但这却不是一部周星驰般的无厘头喜剧，剧中从头到尾都表示了对社会热点问题的关注，并积极导人向善，实在很难得。对比近来所谓的海派戏剧以及周立波，常常以侮辱他人来获得笑点，实在是高明得太多了。非常非常怀念。            
(4星)	 童年= =其实我已经不记得剧情了            
(5星)	 儿时回忆。            
(4星)	 她总是忘记电话号码.            
(4星)	 很小的时候看过，现在都找出来看，虽然很多都很老梗，但是觉得有很多韵味在里面            
(4星)	 小时候看得笑翻了            
(4星)	 很喜感            
(NA)	 啊我童年的回忆夏天一边喂蚊子一边跟表哥表姐窝在奶奶屋子里的电视前狂笑            
(4星)	 小时候最萌内手镯。。。。。            
(5星)	 我现在都还想看            
(4星)	 到现在就只记得片头曲了            
(NA)	 小时候看过  印象已经不深了   只记得鸽子飞过去    拉了屎在那个男的头上            
(5星)	 幼时看过的印象最深刻的搞笑片，神奇手镯，美梦成真，呵呵。            
(2星)	 囧            
(4星)	 那个时候看觉得很好玩的！            
(4星)	 原来不是萧蔷啊。。。            
(4星)	 童年爱看            
(4星)	 神话            
(5星)	 我的最爱！            
(4星)	 小时候就梦想 有那么个镯子            
(4星)	 超级经典！！超爱！！            
(NA)	 有了这只镯子，所有超人都可以被PIA飞了            
(3星)	 我记得孙兴。。挺搞笑一电视剧。。嘿嘿。。            
(4星)	 超好玩            
(5星)	 小时候超爱看~~哈哈            
(4星)	 给我童年带来快乐            
(4星)	 小時候最喜歡的電視連續劇之一            
(4星)	 很温馨的家庭喜剧            
(4星)	 跟躺椅上看着昆仑牌电视机,我的躺椅,我的昆仑牌电视机,还有家有仙妻            
(4星)	 就想要那镯子            
(5星)	 第一部太经典了            
(4星)	 现在都不记得内容了，只记得小时候还蛮爱看的。            
(5星)	 我想要一镯子，只是后来的故事有点儿看不明白            
(4星)	 又一部操蛋剧，又一部当年我开心的一集不落地看完的喜剧            
(4星)	 (*^__^*) 嘻嘻……小时候很喜欢看            
(4星)	 小时候很喜欢看            
(5星)	 沈公子 阿贵 莉莉 还有沈公子的媳妇儿，白冰冰，现在都老了。。沈公子的媳妇儿还在某个电视剧里演了贵太太呢。白冰冰都当胡兵丈母娘了。            
(4星)	 同年的乐趣，澎恰恰，还有主题曲~~            
(5星)	 最早看的台剧            
(4星)	 小时候看的   记得那时看得很开心            
(5星)	 我小时候最喜欢的            
(3星)	 。。。主题曲依旧朗朗上口，很搞笑的老台剧。            
(3星)	 当时觉得很神奇            
(4星)	 有多少人看过后想拥有那个手镯呢？ 我是其中之一啦            
(3星)	 一个手镯引发的一系列爆笑的故事,不太喜欢台剧,不过这部还好了            
(4星)	 沈公子的裤子            
(3星)	 很适合小朋友看。            
(4星)	 记得那时候很喜欢波波——戈伟茹  可是她现在已经演妈妈了            
(5星)	 虽然很离谱，但是让人人都想拥有那个神奇的手镯~让我心想事成吧~            
(5星)	 小时候一直梦想自己也有一个玉手镯。            
(3星)	 我要那个手镯            
(5星)	 小时候看到哭看到笑            
(NA)	 你的心是我唯一靠岸的地方            
(4星)	 小时候守在电视机前面看的啊            
(5星)	 小时候最爱的片子，每天都希望自己也能有一个这样的镯子。            
(NA)	 幻想有这样的镯子            
(5星)	 又一经典            
(NA)	 欧~~~~挖虾米楼恩gia~~~            
(4星)	 我希望也有那玉镯            
(4星)	 真想要何莉莉的那个神奇手镯啊！            
(5星)	 我和弟弟一起跳舞 哈            
(4星)	 oh my ladygaga~塑料手镯~            
(5星)	 怀念哪            
(5星)	 当时就希望也能有个这样的法宝~            
(5星)	 又是一个童年的回忆            
(4星)	 初识闽南语            
(4星)	 那时候做梦都想有个镯子戴～            
(5星)	 发现学校里的资源，赶紧下了重温。好欢乐！！还是很喜欢何莉莉！要像她一样开朗就好了！            
(NA)	 怀念   影响最深的还是主题曲            
(5星)	 我也想要一只这样的镯子~            
(4星)	 我觉得何莉莉长得很漂亮            
(4星)	 大鼻孔始祖！澎恰恰~~~            
(5星)	 我爱他们            
(NA)	 第一部经典，第二部垃圾。小时候看完这部剧后，好像懂了很多东东，好的坏的都有。那时班里的同学都在学何莉莉的那个超能力手势            
(4星)	 哇，当时应该超红的片子吧，我想很多人都想有个这个镯子            
(NA)	 喜欢家有仙妻里面的豪哥，正太啊            
(NA)	 看到家有仙妻，就想起浪味仙，还是大半夜饿肚子的时候。。。            
(4星)	 第一步绝对堪称经典            
(NA)	 小時候最愛了算            
(4星)	 那时候觉得这种人可以变来变去好好玩喔            
(3星)	 。。。            
(NA)	 如果能够拥有那样神奇的手镯？            
(4星)	 主题曲令人深刻啊！            
(4星)	 真的好搞笑的说~            
(4星)	 现在看的话也许只给三星，但小时很喜欢。镯子是童年的梦            
(5星)	 小时候超迷这个            
(4星)	 其实剧情忘记差不多了··            
(5星)	 演何莉莉的演员好漂亮，演他丈夫的澎恰恰好可爱。            
(5星)	 很喜欢这个系列~            
(4星)	 80分            
(3星)	 蹦恰恰~大鼻孔。            
(4星)	 我想要何莉莉的手镯，想在12点看看我的未来老公的样子~            
(4星)	 儿时的记忆~            
(4星)	 何莉莉与澎恰恰~~~            
(5星)	 主题曲很好听～            
(NA)	 何莉莉笑得好傻。小时候看的很high,不过别再让我看第二遍了。            
(5星)	 小时候看的太happy了~~~~~他总是 只留下电话号码……            
(NA)	 难忘            
(4星)	 很美好很美好的神奇手镯 很美好很美好的小学回忆            
(5星)	 非常非常喜欢            
(5星)	 其实我好像没看全。。但是小时候真的很开心            
(2星)	 何莉莉还蛮搞笑的。            
(5星)	 太搞笑了，很喜欢沈公子夫妻俩，莉莉很美哦，小时候的美好回忆啊            
(5星)	 伴我...            
(NA)	 那时候也老惦记 弄个镯子            
(5星)	 连歌曲也很可爱            
(5星)	 好看！            
(5星)	 里面的演员我都喜欢啊            
(5星)	 太经典了            
(4星)	 具体的忘了，但是记得当时只要播，我就守在电视剧前            
(4星)	 剧情记不清了 但记得它很经典~            
(4星)	 我喜欢那个玉镯            
(4星)	 还记得，小时候，看得我梦里发笑~            
(5星)	 小时候曾经晚上坐在黑暗中一个人看着屏幕傻乐。            
(NA)	 超级想要那个手镯 ~~            
(NA)	 童年回忆哈。。            
(5星)	 阿貴啊哈哈哈哈哈 何莉莉啊哈哈哈哈哈哈 沈公子啊哈哈哈哈哈哈 波波啊哈哈哈哈哈 梅有才啊哈哈哈哈哈 小豪啊哈哈哈哈哈 啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈            
(4星)	 那只神奇的手镯啊            
(NA)	 忘了 只记得很无聊            
(5星)	 记忆中第一部特别欢乐的电视剧，经典阿            
(4星)	 与《神仙老爸》同一时期的连续剧，因为在KTV里面唱到《失恋阵线联盟》才觉得很怀念的。            
(5星)	 超经典～超喜欢看的～            
(5星)	 自那以后，再也没有这样的剧集让我们开怀了，是因为没有类似的电视剧了，还是时代更迭，社会变了，价值观不同了？            
(4星)	 这两天还在想，要是我的小玉镯也有魔力就好了~            
(4星)	 小时候看的电视剧            
(4星)	 比第二部好太多            
(4星)	 小时候还蛮想有这样的老婆的            
(5星)	 我虾米都母gia            
(5星)	 我很奇怪好多人都只看过家2，其实这部才最经典好不好，在没有什么偶像剧的小时候，我特爱何莉莉的招牌笑，做梦都想要那只镯子~            
(4星)	 我都记不起他们在干什么了.= =.但我记得主题歌            
(5星)	 儿时的经典            
(5星)	 - -！            
(5星)	 傻乐呵的小时候            
(5星)	 啊哈哈哈。 好想再看一遍            
(4星)	 手镯手镯，我要手镯。。            
(4星)	 以前不知道这个台剧叫什么，就一直记得很搞笑。            
(NA)	 看过是看过  不过我不太明白它为什么貌似还挺火的~~~~            
(5星)	 好有童年回忆的电视剧啊~~            
(4星)	 她总是只留下电话号码，从不肯让我送她回家..            
(4星)	 想起来就很好笑            
(5星)	 小时候好喜欢这个            
(5星)	 童年时找老婆的标准 哈哈....            
(NA)	 这音乐总是好听            
(5星)	 现实版美女与野兽，更何况还是有法力的美女            
(4星)	 那时候总想如果自己也有这样一个手镯那该多好啊，哈哈，做梦            
(4星)	 当年我完全都是守到起看呀            
(NA)	 印象很好 不过印象不多  反正记得很神奇的样子            
(NA)	 记忆最早的台剧。很喜欢这个时期的台剧啊            
(NA)	 阿贵啊陈天贵            
(NA)	 我年轻时候的很爱。            
(4星)	 主题歌的印象最深..            
(4星)	 小时候很爱看，对歌很有印象            
(3星)	 很小的时候看的台剧了（貌似当时小到还分不清大陆剧、港剧、台剧的概念），虽然经典，但不得不说剧情很狗血~~~不过彭哥的搞笑才能还是不错的。比剧集经典得多的是主题曲——草蜢的《失恋阵线联盟》：她总是只留下电话号码，从不肯让我送她回家……            
(5星)	 看过 一个玉镯 喜欢            
(NA)	 小时候超爱的电视剧            
(NA)	 要是我有那麼個鐲子該有多好            
(5星)	 阿贵            
(5星)	 对当年的戈伟如和林以真都很有爱。。            
(4星)	 因为这个小时候极其喜欢带镯子            
(4星)	 好玩。。            
(4星)	 记得不太清了……            
(4星)	 小时候跟我哥看笑到爆。后来，再也没可能了。            
(NA)	 那个时代都算带点经典的色彩了。            
(4星)	 小时候的爱。            
(4星)	   天灵灵地灵灵  再来一根冰淇淋            
(NA)	 从这个开始 我发现了戈伟茹这位美女。。其实在我很小的时候 我有误会过女主是赵雅芝            
(4星)	 片尾曲很熟啊            
(5星)	 小时候的美好回忆，做梦都想要个那样的镯子。还有《失恋阵线联盟》            
(5星)	 经典~~            
(NA)	 很好笑。            
(4星)	 澎恰恰的经典，从此我看孙兴难以把他想象成一个正经的人。。。            
(4星)	 话说那时多大,正式向往魔法的年龄呀~~~            
(4星)	 很有“历史”的片子了，也很有“回忆”的片子！~看的时候还是小丫头呢！~            
(3星)	 好像有赵本山            
(5星)	 我喜欢神神奇奇的            
(4星)	 我妈爱看 我跟着看~            
(4星)	 这部电视剧看过，但是印象不是很深了            
(5星)	 小时候最喜爱之一，至今印象深刻            
(5星)	 爱死了            
(4星)	 最近去KTV还在唱那首主题曲爱情啥啥联盟~            
(NA)	 磨灭的时间里唯一留下的            
(5星)	 童年那段时间很美好的回忆            
(5星)	 情节和主题曲一样欢乐！            
(5星)	 哇塞。。我压箱底的啊。。。            
(3星)	 我想有这个手镯            
(3星)	 幼儿园看得，不懂那时候怎么那么迷它            
(2星)	 曾經一時轟動阿，還記得草蜢的歌嗎?            
(5星)	 我想再看            
(NA)	 与童年有关~            
(4星)	 当时很另类的风格 小时候电视观看            
(4星)	 第一次接触的台剧吧            
(NA)	 ！！！            
(5星)	 到現在還會看..            
(NA)	 最最最最，经典            
(5星)	 我还会唱主题曲呢!            
(5星)	 第一次看台剧，十分特别的感觉，那个主题曲今天听了还那么的有回忆            
(4星)	 小时候很爱看            
(4星)	 小时候爱看，那时也好像要那手镯呀~哈哈            
(3星)	 一直记得草蜢唱的主题曲很好听~~            
(4星)	 那首主题歌叫什么来着？            
(4星)	 童年的回忆啊            
(4星)	 小时候最喜欢的电视剧之一，那时侯还经常模仿何莉莉双手合十的样子许愿，80后的孩子没有没看过的吧？            
(4星)	 当时觉得特别吸引人的电视剧..            
(3星)	 日本有101次求婚。台灣有仙妻。- -！都是醜男娶美女的劇情。            
(2星)	 long long ago...            
(5星)	 童年的幻想。。。            
(5星)	 小时候看觉得很好笑~~            
(4星)	 只能记得几个片段了0 0            
(NA)	 美好的回忆啊~！还有 我和春天有个约会~！经典！            
(5星)	 我也想要那样的手镯。            
(4星)	 小时候看的            
(4星)	 小时候多希望有那么一个神奇的镯子~            
(4星)	 五、六岁时看的            
(4星)	 细化里面莉莉的女演员，当时看的时候觉得很有特点漂亮            
(5星)	 我在这个电视剧里找到了好几个和我同学长的像的演员 哈哈            
(5星)	 小的时候被那只神奇的镯子所吸引，真希望现实中也会有那么一只无所不能的神起镯子             
(4星)	 7.5 很13很搞笑的一电视            
(4星)	 大表哥            
(5星)	 喜剧中的经典            
(2星)	 经典之处在于，第2X集中赵本山和那英！            
(NA)	 念念不忘那手镯            
(NA)	 主题曲叫失恋阵线联盟            
(NA)	 天灵灵地灵灵再来一颗冰激凌            
(4星)	 第二部还有那英,本山呢...            
(5星)	 长大以后才知道戈伟如原来是金城武的前女友。            
(5星)	 小时候超喜欢呢            
(4星)	 小时候的记忆            
(5星)	 小时候看的很开心            
(4星)	 小时候我也希望有那个镯子            
(NA)	 没意思            
(5星)	 看过太久 现在只依晰记得仙妻并起双手许愿的样子 和我最后一次相信童话的感动            
(4星)	 对片头曲印象很深            
(4星)	 2002            
(5星)	 当时看专访的时候,一直以为&#34;澎恰恰&#34;的名字是&#34;嘣嚓嚓&#34;(反正都是象声词)             
(5星)	 很喜欢孙兴～            
(4星)	 呵呵            
(4星)	 黄鞋紫袜            
(5星)	 哈哈 ，小时候好喜欢！            
(5星)	 草蜢！！！            
(NA)	 很喜欢的一部片子~            
(4星)	 澎恰恰 哈哈            
(5星)	 何莉莉·········！！！            
(3星)	 不是很记得了            
(5星)	 她总是，，只留下电话号码，，            
(4星)	 只记得在小的时候她让我笑的很开心，但是具体的内容却怎么也想不起，美好的回忆            
(4星)	 几百年前看的吧？？ 哈哈 很搞笑的            
(5星)	 主题曲印象极其深刻~~            
(5星)	 remember of childhooh .wonderful.!            
(5星)	 即使现在还惦记那手镯            
(5星)	 澎恰恰、            
(3星)	 好像还有个塑料版cos的镯子，我。。。= =            
(5星)	 人善终于被人爱             
(4星)	 去年用汉魅下载过，小时候贼爱看，现在再看真的看不下去女主角后来没什么消息了，也挺漂亮的            
(5星)	 太喜欢这部电视剧了,好神奇,又搞笑,我曾经的最爱.主题曲也很好听.            
(4星)	 美女            
(5星)	 现在再看还是很好笑小时候也曾经对着自己的手镯暗暗念过咒语希望有奇迹发生            
(4星)	 已经不大记得了，主题曲还是很熟悉~~            
(4星)	 小时候的终极幻想啊            
(NA)	 记得还是很久以前看过一点点的，现在除了模模糊糊有个印象，其他什么都没了……如果有时间，真想重新看一遍~怀念过去的时光~            
(4星)	 恩……            
(4星)	 小学时看的，最后一集因为陪舅姥姥逛街，忘记回家看了，竟然到现在还记得。。。当时没有网络，也不懂什么叫重播。。。            
(5星)	 我好像还幻想过有一个魔力手镯 而 幼儿园的同学还有吹过 他家有好几个 ⊙﹏⊙b汗            
(NA)	 那是一段很美好的回忆，记得当年看的我很年少，如今仍然怀念那种看家有仙妻的感觉，我喜欢，甜蜜……            
(4星)	 好笑，KUSO，好看，只是很受不了没字幕……            
(5星)	 当年经典的冲击想象力的电视剧，爱上了孙兴的表演。。。            
(3星)	 那时候喜剧好少            
(NA)	 看的时候，真想自己拥有那样一个镯子！            
(5星)	 儿时的美好回忆！            
(4星)	 我想要镯子！小时候看得老开心~这有几部啊囧            
(5星)	 小时候永远的记忆，那时就梦想着幼稚神奇的手镯            
(5星)	 蹦恰恰和何莉莉的完美搭档            
(5星)	 童年的最爱嘛...            
(5星)	 《野蛮女友》算什么，陈天贵才是经典~            
(5星)	 虽然很吹 但是我就是迷恋那个手镯啊 我小时候真的以为世界是可以许愿的            
(3星)	 幼儿园时看的～嘻            
(4星)	 我要那个镯子......            
(4星)	 一直觉得 戈伟如很漂亮，不愧是 金城武的前女友。            
(5星)	 我是看着家有仙妻长大的哦。。。。            
(3星)	 小时候应该挺喜欢的~音乐很经典~            
(5星)	 小时候很喜欢看的，还记得最后一集采访的时候说每个人的梦想还是什么的，老奶奶说，拍第二部的时候说。第二部只有三个人没换，围绕手镯，没什么意思。老奶奶不知当时安否。据说女主角因为车祸死了，所以没拍续集。可是时隔多年还是出了续集呐。但没第一部经典啊。对了，“哦架啦哦木GIA”是什么意思            
(5星)	 怀念··            
(5星)	 正宗的台劇，太太太經典了，主題歌到現在都記得很牢            
(4星)	 小时候看的可带劲了~ 主题曲：失恋阵线联盟~            
(5星)	 哈哈哈，这个太经典太经典了~~~绝对童年的美好记忆~            
(4星)	 特喜欢            
(4星)	 差不多全忘了            
(4星)	 小时候看的~~~当时还cosplay呢~~~经典呀，亿当年，风满晴川~~~！            
(3星)	 记得很小的时候看过的，那个神奇的手镯。。。            
(4星)	 很搞笑            
(NA)	 欢喜~            
(5星)	 现在听到歌曲时还会偶尔兴奋，囧            
(5星)	 这个剧情很不错的说            
(4星)	 对主题曲和那个镯子的印象还是挺深的。            
(4星)	 第一部还是很有趣的！第二部就不知所谓了，唯一的看点就是变美女            
(NA)	 好看 经典            
(5星)	 当年的经典。            
(4星)	 小学很喜欢的电视剧            
(4星)	 这一代的人应该都看过的电视剧吧，随口都能哼唱的主题歌，还有那神奇又调皮的玉镯...            
(4星)	 记得小时候很喜欢的            
(4星)	    儿时的回忆...            
(5星)	 当时我是多么的羡慕有超能里的那个孩子！            
(4星)	 当时我也好想有这个镯子~            
(4星)	 小时候最爱看的电视剧了~            
(4星)	 小时候多么希望有那么一个镯子。            
(NA)	 满脑子的主题曲还有手镯发出的光还有孙兴洋气的打扮还有那个叫做澎恰恰的被戏弄还一脸天然的男主。。。还有一家人一起看的时候笑翻了的美好的童年时光            
(4星)	 好玩的~            
(4星)	 好小的时候看的            
(5星)	 当时觉得何莉莉很好看！那首主题曲失恋阵线联盟现在还会唱！            
(5星)	 现在戈伟如老了才发现她原来以前是美女             
(5星)	 很幽默的一部家庭            
(5星)	 小时候一个人看最后一集在沙发上哭　            
(5星)	 经典；但是不愿意回顾。            
(3星)	 看过 不过不记得了            
(3星)	 以前喜欢看            
(5星)	 穿紫色袜子能娶到漂亮老婆……            
(NA)	 我记得那首歌。。。失恋阵线联盟，下次唱给你听            
(NA)	 小时候的回忆 很好看 如果电视台再放一遍的话 还会看的 很回味            
(NA)	 童年回忆系列 她总是 不留下电话号码！            
(3星)	 家里还有一个长得超像的手镯！！！            
(3星)	 很小的时候看的，只记得那个手镯。            
(2星)	 看不懂...            
(5星)	 童年的回忆……            
(4星)	 太好看 太经典 好好搞笑~~            
(3星)	 童年呀~~            
(5星)	 那个时侯觉得林以真真是漂亮啊。。。            
(4星)	 彭恰恰有个大鼻孔~~~            
(5星)	 回忆哈回忆            
(NA)	 好老            
(NA)	 童年的美好记忆            
(4星)	 童年的经典诶 好笑~还有就是歌很捞- -            
(5星)	 搞笑的电视剧 喜欢孙兴            
(3星)	 失恋阵线联盟            
(4星)	 小时候我可爱看呢  我现在还能想起来主题曲            
(5星)	 小时候也幻想有这么个神奇镯子！！！            
(4星)	 小时候超爱             
(NA)	 蹦恰恰            
(NA)	 读预备班的时候看的            
(3星)	 当时觉得很神奇的镯子。            
(5星)	 现在依然很喜欢的电视剧 很搞笑阿            
(3星)	 太久了，记忆有点模糊了            
(5星)	 蹦恰恰，哈哈！美好的故事，童年的回忆            
(5星)	 哈哈            
(4星)	 小时侯的经典 永远记得那首歌~            
(4星)	 戈伟如好漂亮好漂亮            
(5星)	 记得那个神奇的绿镯子。            
(5星)	 沈公子 沈小宝 还有反应！            
(3星)	 恩，台湾人神经兮兮的搞笑片            
(5星)	 小时候超级爱看的~~笑笑笑~~            
(5星)	 手镯手镯～～何丽丽            
(NA)	 曾经很想有那样一副镯子            
(5星)	 当年最好看的电视剧            
(4星)	 一度想要那樣的手鐲            
(NA)	 有印象的是那个镯子            
(NA)	 啊~            
(4星)	 那个时候，有一种零食叫乖乖~            
(5星)	 大爱            
(5星)	 我很纳闷的是有那么一只镯子干嘛还有这么丑一老公··特别喜欢孙兴和戈伟如那对··            
(NA)	 小时候看的 我也想有只手镯            
(4星)	 当年萌物！绝对是萌物！虽然现在完全不记得任何具体剧情了囧！            
(4星)	 笑，经典喜剧~即使我记不得任何情节，我也记得当初看时那开心的心情~            
(4星)	 小时候            
(NA)	 有魔法真好我就经常做七瓣花的梦            
(3星)	 小时候喜欢看            
(NA)	 小時候看過的很經典的一部電視劇哈～            
(NA)	 怀念。            
(5星)	 曾經的夢想吶～            
(4星)	 我看过的极少量台剧之一，‘就想说还蛮赞的耶’            
(4星)	 我要买碟。不喜欢主角名字。            
(5星)	 喜欢那个神奇的玉镯            
(4星)	 儿时的经典            
(3星)	 我想我很喜欢看的原因是我沉迷在我自己如果有这种超能力我会干什么……            
(4星)	 当初幻想也有个何丽丽那样的手镯~            
(3星)	 童年的记忆            
(2星)	 当年的萧蔷也不咋地嘛！            
(4星)	 小时候的经典，那时的沈公子还满帅的，他老婆也满美得~~~~最让我无法接受的就是，挺漂亮一女主配了那么一个男主。。。= =            
(4星)	 她总是只留下电话号码。            
(NA)	 儿时回忆啊。。。            
(4星)	 怀念啊~~            
(NA)	 她总是忘记了电话号码 哈哈            
(4星)	 阿贵。不要用你的鼻孔看着我。。。。。。。            
(3星)	 童年回忆了都，对孙兴的印象非常深            
(NA)	 已经不记得情节了，汗            
(5星)	 哎哟喂,虽然情节都忘了,但是..小时候那快乐的笑声我现在都记得阿..            
(4星)	 小时候喜欢看的一部剧            
(NA)	 那傻乎乎的男女主角……            
(3星)	 刷门的那集 记忆犹新！！！            
(4星)	 我小时候最萌的电视剧            
(5星)	 爱死了            
(4星)	 澎恰恰实在搞笑！戈伟如当年可爱，现在也保养得好好。            
(5星)	 百看不厌            
(5星)	 小时候就想要那个手镯            
(5星)	 这也太早了吧  但够经典            
(NA)	 这个还真是经典            
(5星)	 我也想要那只手镯！很好看！            
(4星)	 哈哈哈，孙兴大哥！            
(4星)	 神啊~也赐给我那样一个有魔法的镯子吧~~ 嘿嘿            
(4星)	 小時候看的挺樂的。。。            
(4星)	 澎恰恰名言：我虾米都唔ging！            
(NA)	 孙兴，平头…… 还有神奇手镯……            
(3星)	 记得里边有个很漂亮的女子            
(5星)	 小时候多喜欢看啊~            
(NA)	 童年印象深刻的一部台剧哈～～～男主角有一点点像周杰伦。。还是台湾男人大都那长相？。。开玩笑            
(NA)	 小时候在老屋看的,和小姑,婶婶们            
(5星)	 我也想要那样的手镯，好神奇……            
(4星)	 人家也要有超能力~~~~~~~~滚地哭（小时候真的跟家长要过镯子- -）            
(NA)	 记不太清楚了。            
(4星)	 嘿~老板，来碗泡菜！            
(4星)	 童年            
(NA)	 这个主题曲好像也不错……            
(4星)	 很小很小时候看过的样子 那歌叫什么，失恋热线联盟？ yeah~            
(4星)	 那时很想要那只神奇的手镯            
(5星)	 喜欢！            
(4星)	 儿时最爱之一～            
(4星)	 呃··鼻孔的确很大·            
(5星)	 看了n年还觉得意犹未尽            
(NA)	 童年阿！            
(5星)	 好喜欢那个有魔力的手镯哈~~~            
(NA)	 曾经，真的很好笑            
