http://movie.douban.com/subject/1863947/	神雕侠侣
(4星)	 李若彤！！            
(NA)	 小时候成长的味道            
(4星)	 大侠的女儿如果都是宅女，也许他们就不用那么费劲了。。。诶             
(4星)	 很喜欢当时的小龙女~小时候的回忆！真的很好看~            
(3星)	 不错的说。            
(4星)	 多年前还是很迷恋的，相比之下，这个版本是最好的。            
(5星)	 最喜欢的版本            
(NA)	 当年古天乐还是那么帅啊            
(5星)	 对于一个人 经典之所以经典 难以取代 是它可以回忆过去             
(NA)	 神仙般的小龙女~~~            
(5星)	 永恒的经典            
(5星)	 古天乐把杨过演活了，五星都是给他的            
(4星)	 —。—比黄晓明版本的不知道好了多少档次 心中的经典啊            
(5星)	 浪漫！！！！！！！            
(4星)	 好喜欢古            
(4星)	 真喜欢这版的郭襄            
(5星)	 这是我最爱的一部金庸剧~            
(5星)	 喜欢小龙女那微皱的眉头，喜欢杨过那专情的眼神。            
(4星)	 那时候的古天乐真帅~            
(4星)	 最美的时候            
(5星)	 惊为天人            
(4星)	 算经典了吧            
(5星)	 想当年，小姨夫还不是现在这个小姨夫，我还不懂什么是守宫砂。现在小姨离婚又再婚，不变的却是李若彤的美。~            
(5星)	 最喜欢的金庸作品的最喜欢的一个版本，从小学看到大学。在我还不知道“情为何物”之前就让我认识到了“生死相许”，甚至对我的爱情观产生潜移默化的影响。十六年前，小龙女跳下去了；十六年后，杨过还是跳下去了。            
(5星)	 那时候觉得很好看            
(4星)	 小龙女~~~~~~~~~~~~~~~            
(5星)	 特别喜欢李若彤的小龙女扮相~~~            
(5星)	 我一直觉得古天乐是擦了润唇膏的。。            
(4星)	 比较喜欢这个版本的神雕            
(5星)	 经典不需要解释            
(4星)	 古天乐让我爱上了杨过.            
(4星)	 特么最近一直在怀旧……还是最喜欢李若彤了，刘亦菲你给我死开！！！            
(5星)	 最喜欢这时候的古天乐            
(5星)	 永远忘不了那个场景，夕阳里，两个背影，“问世间情为何物，直教人生死相许”            
(5星)	 这个版本最经典            
(3星)	 当时古天乐嫩得都可以掐得出水来            
(4星)	 当时觉得女主角漂亮。            
(3星)	 完全没办法想象原来古天乐的现代装扮帅成那样~~~~~~·            
(5星)	 心中永远的经典，痴情这般，又为哪般            
(5星)	 哎呀呀，美丽的古仔            
(5星)	 这是我心里觉得最好看的版本~~~            
(4星)	 一直觉得李若彤这个版本的小龙女最经典 =W= 貌似我看过为数不多的电视剧全是在小时候。。。            
(4星)	 很好很强大            
(5星)	 人物跟我看书的感觉很像。。。            
(5星)	 吐血大集合            
(5星)	 都不记得看了多少遍            
(5星)	 现在的改编剧都该去看看什么叫差距~            
(5星)	 这版虽然画面感不如张纪中的那版，但是确实让人看了感觉最好的            
(5星)	 粵語版的真讓人懷舊...95版的是最好看的了...白嫩白嫩的古天樂好可愛...            
(5星)	 经典            
(5星)	 我心中只有这一版神雕            
(5星)	 这个版本我最喜欢            
(5星)	 就喜欢这部             
(NA)	 经典，，那时还不知到古天乐            
(4星)	 最经典的版本            
(5星)	 古天乐版的《神雕》最经典，黄晓明版和任贤齐版的，一个是垃圾版，一个是民工版..........            
(4星)	 最喜欢的小龙女版本            
(4星)	 小时候看的，第一眼看到小龙女惊为天人！            
(5星)	 比较喜欢的一版神雕~            
(5星)	 演活了不食人间烟火            
(4星)	 经典啊~            
(5星)	 经典版            
(5星)	 李若彤很漂亮            
(NA)	 最经典一部            
(NA)	 最喜欢的就是这一版的了 支持支持            
(4星)	 那时候天天守在家里看！！！            
(5星)	 演戏有时候就是如此，对于古天乐，有些角色，与他，不过一朝一夕，说忘就忘，与你与我，却是一生一世的怀念，道来，是我们青春的一段回忆·········            
(5星)	 还能说什么呢，经典中的经典，演员，音乐······大爱            
(NA)	 初中，孤苦伶仃，无依无靠这几个字冒出来了，还有他为了看最后一集十六年后的重逢放弃了一部美国大片。            
(5星)	 经典~~永远的李若彤=小龙女            
(5星)	 忍不住又看了一遍            
(5星)	 李若彤好美。            
(5星)	 哈哈！            
(5星)	 张可颐。            
(5星)	 古天乐饰演的杨过深入人心！            
(5星)	 我心目中的绝色~！！！！杨过和小龙女！！！！谁知当年的过儿有多么迷我，当年的小龙女直至今日依旧是我心中的仙女的化身啊！！            
(5星)	 最喜欢这一版的了            
(4星)	 杨过小龙女太凄苦了T T 里面最该死的就是郭芙，她去死去死            
(5星)	 問世間 情是何物 直教生死相許            
(4星)	 最爱这一版的神雕侠侣            
(NA)	 儿时经典。李若彤塑造的小龙女在80后心中很难超越了。            
(5星)	 很好啊，游戏都玩过，现在看感觉也很好啊            
(NA)	 最好看的版本            
(5星)	 绝对经典            
(4星)	 冲这个姑姑给你多打一颗星            
(4星)	 最好的版本我觉得            
(5星)	 至今还保存在电脑上，永恒的经典。完美的组合，完美的故事。            
(5星)	 这大概是我最喜欢的一个版本了，夕阳西下，断臂人在天涯，十六年他与你，绝情谷底...韶华易逝，青春不再，光阴荏苒，相思膏肓，谁误了谁...只愿从此神仙眷侣，永不分离...            
(4星)	 不过只等你短短十六年            
(3星)	 两鬓斑白=..=            
(5星)	 这个才叫一遇杨过终身误。这是我所见过最好的爱情。            
(5星)	 n遍了            
(5星)	 我心中的神作！            
(4星)	 这个组合很有爱            
(5星)	 杨过、、、            
(5星)	 最喜欢这个版本            
(4星)	 那個經典吖～            
(4星)	 古天乐当时好白啊 这是我后来唯一的感叹            
(5星)	 好小時候看的，最經典的版本啊。。。個人認為            
(5星)	 还是喜欢古天乐白白净净的样子            
(NA)	 插曲，乐哥            
(4星)	 最喜欢这个版本            
(5星)	 心目中的经典            
(4星)	 肤色洁白的古天乐 哈哈            
(4星)	 李若彤太有爱了。。            
(4星)	 爱情启蒙课            
(5星)	 最爱这部金庸剧            
(5星)	 毫无疑问的经典            
(5星)	 根深蒂固的人物形象 之后再看其他 总有些怪异            
(5星)	 没法儿解释……            
(5星)	 没天理了，竟然只有8.3分！            
(5星)	 最经典的一版！            
(4星)	 我形目中最完美的杨过小龙女组合            
(5星)	 最喜欢的电视剧版神雕~            
(NA)	 这版老经典了            
(5星)	 我从小看大的版，我心里的经典            
(5星)	 杨过和小龙女的感人爱情故事。            
(NA)	 还是更喜欢黑的古天乐            
(4星)	 = =   记得在家乡的时候和他们1起看这电视剧。            
(5星)	 很好很强大            
(5星)	 看一遍就泪奔一次            
(4星)	 无法超越的小龙女            
(3星)	 在杨过的年龄上导演似乎犯了一个大错，怎么孩童时代和成年之后都由二十多的古天乐来扮演呢？真是搞笑~不过金庸的作品拍成剧依旧很有吸引力            
(5星)	 百看不厌            
(5星)	 初恋之一！！            
(5星)	 必看的经典哦z~            
(NA)	 跟版本中最为般配的一对儿。 强烈推荐其中的配乐啊，TVB 的配乐狠狠的棒            
(4星)	 杨过！            
(5星)	 最喜欢这一版了            
(4星)	 从此这版定格了。。。            
(5星)	 喜欢~~~喜欢杨过和小龙女~~中间杨过跟郭襄的小插曲也好看~~~觉得这部剧是后来拍的所不能比拟的……            
(4星)	 看过最好的一版神雕侠侣.            
(5星)	 都看过都知道            
(3星)	 片头曲很好听，这版的小龙女很经典            
(5星)	 一直很喜欢            
(NA)	 好久了            
(4星)	 小龙女太经典了            
(4星)	 当年的古天乐那叫一个白啊……            
(5星)	 演员很好，布景太差            
(5星)	 姑姑~过儿~            
(5星)	 最经典的一部神雕            
(5星)	 经典啊，李若彤的小龙女太美了            
(5星)	 绝对的经典，有2处，小龙女好可爱···纪念！            
(5星)	 杨过就是古天乐，李若彤就是小龙女，永远的形象...            
(4星)	 那个时候看到尹志平和小龙女@#$%^&amp;*  那叫一个激动            
(2星)	 算是消磨了我很多的寒假暑假。            
(5星)	 这版太经典了            
(4星)	 绝对的经典，最喜欢的版本            
(5星)	 最喜欢的一版~~~            
(4星)	 那时的古天乐是白的            
(NA)	 最好看的版本            
(5星)	 冰清小龙女。独臂小白脸。妖娆主题曲            
(4星)	 所有版本的经典版～            
(5星)	 小学四年级 有一次爸爸不让我看 让我去睡觉 痛哭 愤怒地撕下墙上三好学生的奖状 哈哈哈哈哈哈            
(5星)	 经典啊            
(4星)	 古天乐当时还是个小白脸 李若彤演的很美            
(NA)	 我初一时看的，李若彤是的梦中情人啊！            
(5星)	 神仙姐姐            
(5星)	 感觉这个版本的最经典了！李若彤演小龙女太合适了！            
(5星)	 经典            
(5星)	 经典            
(5星)	 这也可以说是部经典了，很喜欢很怀念，觉得李仙姑的塑造超成功！            
(4星)	 一见杨过终身误？可惜我爱完颜萍。            
(4星)	 这个版本相信是大多数80后的最爱，古仔的外形太适合了，似乎是为杨过而生的。另外培育额很不错，虽然好几首都是来自小日本游戏里面的            
(5星)	 一见杨过误终身            
(4星)	 小龙女.....            
(4星)	 处女膜的桌面快捷方式            
(5星)	 当年大爱啊~            
(5星)	 我最爱的武侠剧，10岁看，立马被杨过秒杀。个人觉得，只有古版的神雕 才配的上 一见杨过误终身              
(4星)	 其实这部和《还珠格格1》同时播的，我还是偏袒这部的，当时还和大人们发生冲突，因为他们要看《还珠》，记得自己还生气了，哈哈，真是小孩子！            
(5星)	 经典版本！            
(5星)	 最理想的姑姑            
(5星)	 现在已经看不到白白嫩嫩的古天乐了            
(NA)	 李版小龙女是大爱            
(5星)	 你别眷恋她的心啊我的心/请把她留在黑暗里            
(5星)	 经典             
(5星)	 前两天又看了一遍。。。对不起，我承认我在看的时候想的都是那些同人文。。            
(4星)	 给4星是因为青春的记忆            
(5星)	 83版的射雕离我太远了，我只认为这一版才是金庸电视剧里诠释得最好的了，李若彤比小说形象差点，杨过＝古天乐            
(NA)	 情节上讲，这部比张老头的好些            
(4星)	 当年白白的乐乐丫…            
(5星)	 经典版……            
(5星)	 最好的版本，            
(4星)	 我看的第一版神雕额            
(NA)	 经典～～～古天乐白面小生的造型还是挺俊的            
(NA)	 当李若彤第一次在古墓中出场的时候，我才知道人能漂亮到这种地步。电视剧都播完一年多后，我才知道男主角叫古天乐。            
(5星)	 这是我看的第一版神雕，第一部金庸武侠剧。我心中杨过小龙女的样子在当时就已经定型了。            
(5星)	 归去来啊……当年古仔还是个白嫩小生            
(NA)	 那个时候的古天乐真的很养眼            
(4星)	 那会儿古天乐真白            
(NA)	 最善良最单纯之人，才是最尊贵之人。            
(5星)	 印象最深刻的一版，古仔和李若彤很配            
(4星)	 最喜欢这版，属于童年的记忆~~            
(5星)	 经典到不能再经典            
(5星)	 百看不厌            
(NA)	 最爱的一版            
(4星)	 还是觉得这部最经典~~~             
(4星)	 李若彤很漂漂啊            
(5星)	 惊鸿一瞥            
(5星)	 哈哈：）(*^__^*) 嘻嘻……我中意这个版本            
(5星)	 分明李若彤最巨小龙女的气质！最爱这个版本的神雕侠侣！古天乐你当年白白的真受啊…………            
(4星)	 身穿一身白衣的小龙女，仍是我心中神仙姐姐的化身，那么超凡脱俗。            
(5星)	 对它的喜欢仅次于新加坡版本            
(5星)	 纯粹为了俊男靓女的组合顶一把            
(4星)	 还是比较喜欢这一版的·            
(4星)	 最爱这个版本            
(5星)	 最喜欢的版本~            
(4星)	 主题曲 我现在还能喊两嗓子            
(5星)	 想当年，桃花树下，美人如玉            
(5星)	 最爱这个版本的            
(4星)	 最棒的小龙女            
(5星)	 你知唔知咩叫做真正的金庸片噶？            
(5星)	 这是最经典的一部神雕侠侣，百看不厌！            
(5星)	 画面和音乐             
(2星)	 2人不是我的茶            
(4星)	 小时候 被感动的 冲破当时世俗的爱 那么了不起 现在突然觉得那时的TVB真是经典            
(5星)	 古天乐白的时候很漫画 但是我还是喜欢他现在的样子             
(5星)	 最喜欢的就是这一版的神雕，还是白白的英俊小生的古天乐，超凡脱俗的李若彤……            
(NA)	 小龙女            
(NA)	 不止看过5边            
(5星)	 古天乐最帅的时候，和李若彤最美的时候~            
(5星)	 最好的一个版本！            
(4星)	 还是书好看            
(5星)	 好啊！！！！最喜欢古天乐和李若彤了~！            
(NA)	 那个年代看这部剧的时候印象最深刻的就是杨过叫“姑姑”的样子~~跟鸟叫似的~~            
(NA)	 我心中唯一的小龙女            
(5星)	 古仔啊~书中人再现！            
(5星)	 最经典            
(5星)	 深入人心，让所有人满意，让所有人喜欢的一部超级神雕侠侣。每一个演员都非常的经典，让我觉得其实傅明宪演的也很不错，那种几乎让人想砍她，骂她，收拾她，折磨她，乃至虐待她！！！            
(5星)	 這個好懷念阿            
(5星)	 这次是你不经意的离开，带来我这许久不变的悲哀。想起小学时候暗恋的姑娘，十一年后，重聚首，多少心酸付诸一笑，戏谑的说句，yy的对象又少了一个。可见，跨越时间的爱情，的确太不容易，无论贫穷富裕，疾病健康都不离不弃，大概我能做到，但如果变胖发福，浓妆艳抹，那就只能立马放弃了。            
(5星)	 这个...经典啊...            
(5星)	 我认为最好的版本(¯﹃¯）            
(3星)	 古天乐多萌呀。            
(5星)	 啊啊啊啊~~拥起落落余辉任你采摘， 啊啊啊啊~~留住刹那永远为你开            
(4星)	 经典，很长，我爸很喜欢李若彤~~            
(4星)	 经典不可复制            
(4星)	 wow~ 看了好几遍            
(4星)	 小时候好喜欢小龙女            
(5星)	 哇，最好看的射雕了，当年还是小学时候到处都是杨过小龙女的画片，呵呵            
(3星)	 。。。。            
(4星)	 始终记得我爸口中的小龙女            
(NA)	 尹志平为小龙女蒙上薄纱那一刻，我想看导演剪辑            
(5星)	 好白的古仔            
(5星)	 惊艳的李若彤，冷峻的古天乐呀，一看见古天乐喉结一动，我就想喊：姑姑！你在哪里呀？            
(5星)	 挚爱这个版本            
(4星)	 最爱的神雕侠侣~            
(5星)	 最爱的武侠经典剧！            
(3星)	 古铜帅男还是奶油小生的时候            
(4星)	 少年啊少年            
(5星)	 这个95版的神雕侠侣，岂是一个经典就能描述的。杨过和小龙女堪称一绝阿！ 真是“一见杨过终生误”啊！ 也是从这部剧开始认识古天乐。而李若彤在其中简直就是神仙姐姐啊！！！            
(5星)	 经典中的经典。比原著还经典。这才叫金童玉女啊。白皮古天乐——“西狂”啊            
(5星)	 虽然有过很多次的翻拍，但这一部是最经典的。            
(5星)	 杨过太苦了。我很幸福。            
(4星)	 杨过和小龙女的最佳组合~            
(5星)	 这也童年回忆了……            
(5星)	 小时候追了好久，星期六大结局要出去吃饭，看不到结局的时候我都快急死了。。最后就看了个尾巴，遗憾了好久。。李若彤是偶心目中的最佳小龙女~            
(5星)	 最喜欢的古装剧            
(5星)	 初中时候超喜欢的剧，那时候有很喜欢古天乐跟李若彤            
(4星)	 看了尹大道士在那个月朗星稀的晚上作孽之后，我难受了很久，，，，记得当时我还上小学，我很为龙姑娘难过            
(5星)	 这版那个经典啊！！！这就是我心中的小龙女啊~~~~~            
(5星)	 我对于《神雕》就从未与古天乐 李若彤割裂过 常常复习            
(5星)	 最喜欢            
(NA)	 小白脸古天乐、大美女李若彤            
(5星)	 95版的神雕真的是最赞了。            
(5星)	 我心目中的杨过和小龙女 ~            
(5星)	 只是没书精彩~~不过比后面的强很多了            
(4星)	 经典··            
(5星)	 这个小龙女气质最好。            
(5星)	 经典中的经典！            
(4星)	 雕兄~            
(4星)	 李若彤的小龙女深入我心，古天乐的杨过有些太过英俊了            
(5星)	 最喜欢的一版~完全符合想象~            
(NA)	None
(5星)	 小龙女啊            
(5星)	 本人认为最最最经典的一部了。那时的古天乐太帅了。            
(5星)	 姑姑那么美，过儿那么俊，你们能不能真的在一起？我都要流泪了。            
(5星)	 李若彤在片中扮演的小龙女无论从长相还是表情都是很经典的            
(5星)	 想到当年的杨过就是一阵心痛            
(5星)	 最近在重温啊哈哈哈哈哈哈            
(5星)	 没有小龙女美过李若彤！            
(5星)	 李若彤当年在我心中就是仙女            
(5星)	 小学真的很迷            
(5星)	 这个怎么可以漏掉啊！            
(4星)	 小龙女睡在绳子上  好帅啊            
(5星)	 应该算是比较经典比较定型的一部。            
(4星)	 李绮红很可爱            
(4星)	 古天乐和李若彤版的神雕很经典，尤其是李若彤，仙女姐姐啊~            
(5星)	 小时候看的            
(4星)	 李若彤真好看            
(5星)	 我心目中最完美的小龙女和杨过            
(5星)	 白面古仔配清冷李若彤，赞~            
(NA)	 过儿，姑姑            
(4星)	 这个版本的堪称经典了            
(4星)	 小时候的金庸剧最爱篇            
(4星)	 李若彤无法超越            
(5星)	 最爱的电视剧，就是古天乐的神雕侠侣！真是经典            
(5星)	 只影向谁去            
(5星)	 心中的经典啊~~~            
(5星)	 小时候的回忆。            
(5星)	 我还巨清楚的记得那年的结局是在中秋节的晚上！一家人围着电视都没怎么赏月。魅力大啊啊啊            
(NA)	 只爱这一版            
(4星)	 最喜欢的一部神雕侠侣            
(4星)	 也是经典~~~当古天乐还是小白脸的时候...            
(5星)	 一袭白纱，大概我喜欢白纱裙是因为小龙女？小古白白的时候也挺可爱的            
(NA)	 经典啊            
(5星)	 我腳的我那年紀的金庸古龍版本都是最經典的            
(5星)	 2010重溫一遍。無比豔羨那對俠侶            
(5星)	 美女啊            
(4星)	 挖哈~想当初古天乐还是很水嫩滴            
(5星)	 过儿。。。            
(4星)	 当李若彤成为经典            
(NA)	 永远的小龙女 不是摄影师也没关系 呵呵            
(4星)	 改名字叫郎才女貌            
(5星)	 永遠的經典~            
(4星)	 最爱这一版，古天乐的杨过，李若彤的小龙女，魏秋桦的黄蓉，李绮红的郭襄……经典，虽然制作上在今天看来比较粗糙，但那时的港剧皆如此。            
(5星)	 拍的最好的神雕            
(NA)	 很经典的一版            
(5星)	 三千弱水 只取一瓢飲。            
(5星)	 绝对经典，百看不腻            
(NA)	 不可超越的杨过小龙女组合！            
(5星)	 古天乐演这个的时候好帅啊            
(5星)	 绝美版的神雕，无人能及李若彤的小龙女。            
(NA)	 一到暑假各个电视台天天放            
(NA)	 最喜欢            
(5星)	 经典            
(5星)	 只有这个才是小龙女            
(4星)	 爱一个疼我，关心我的人，这个剧集给人美好愿望。            
(5星)	 其实挺配的            
(5星)	 很喜欢的剧集，当年的古天乐和李若彤真的是相当养眼啊！            
(4星)	 最好看的小龙女            
(4星)	 也许那时候还没有什么内地电视、tvb的概念吧，所以一直觉得这跟我概念上的港剧挂不上勾，呵呵···当然是很不错的，经典，就不用多评价了，大家都知道···            
(5星)	 这部很经典，可能是最经典的一部了，影响了整整一代80后            
(5星)	 我最喜歡的一個版本 因為最美型。            
(5星)	 我以为这是最棒的一部            
(5星)	 我心中的杨过就是那样的            
(5星)	 我最喜欢的一个版本！！从杨过小龙女到郭襄都很喜欢            
(5星)	 完美            
(4星)	 这个小龙女真是没得说了~~~~            
(5星)	 十年前，还在上小学的我就迷上了这部电视剧，杨过的冷酷聪明，小龙女的美丽优雅，真的很好很好啊            
(4星)	 我以前是很喜欢看古装剧的。。觉得里面女生的衣服很飘逸 很好看            
(NA)	 古天乐就是为杨过而生。            
(5星)	 荡气回肠，浪漫经典。            
(5星)	 最爱的一部~            
(3星)	 3次。囧片给天竺神僧            
(2星)	 一点记忆都没有...            
(4星)	 经典啊。            
(5星)	 这是所有拍过的神雕侠侣里最好看的一部了.            
(5星)	 经典已不能超越            
(5星)	 最完美的杨过 小龙女            
(5星)	 经典            
(5星)	 无论什么时候看，都情绪激动，太喜欢了            
(3星)	 也算是经典版本了。但那时的技术确实不行            
(4星)	 给我一个借口，让我此生不忘            
(5星)	 一见杨过误终身。一语成谶。            
(5星)	 最经典的一版神雕了~            
(5星)	 一集没拉下            
(5星)	 最爱的一版~~~            
(4星)	 李若彤不错~            
(5星)	 .............            
(NA)	 当初是你决定离开  成为我这许久不懂的悲哀            
(5星)	  很经典... 看过的人都知道，不过还是有些不足，尤其是结尾处理的比较仓促，如果这部戏再加几集，再充实一点就更好了。 不过古天乐的杨过塑造的真好。            
(4星)	 喜欢小龙女。            
(4星)	 最喜欢这个版本的小龙女和杨过            
(5星)	 李若彤..            
(3星)	 无感            
(5星)	 据说原著里面的杨过是经常吼着的 只是这版的杨过 那种桀骜不驯的风采 似乎更讨人喜欢 只可叹香港弹丸之地 只能闭门造景.......早日回归该多好 也许就没有黄晓明上蹿下跳装疯卖傻来污染视听了~~~            
(4星)	 经典啊经典            
(5星)	 最帅的杨过。            
(4星)	 不喜欢杨过小龙女配~~~喜欢杨过和郭襄。。。            
(5星)	 我心中唯一的神话，最美的记忆            
(5星)	 最小龙女版本的小龙女就是她！！！            
(5星)	 最经典的。。不变的爱情。            
(4星)	 看金庸的第一部武侠  。            
(4星)	 经典。            
(4星)	 这个版本是最爱=U=            
(5星)	 喜欢 李若彤真漂亮            
(5星)	 真是一对神仙眷侣..            
(5星)	 最经典的一部，属这一版的最好看            
(NA)	 那时的古天乐 那时的李若彤             
(NA)	 我心中永远的小龙女            
(4星)	 经典啊，喜欢这一对！            
(5星)	 看来看去还是这个版本对眼            
(NA)	 當年攢了無數的關於這部電視劇和演員的小卡片，當時的古天樂還是個白臉的小生哦            
(5星)	 李若彤超级摆的!            
(5星)	 大爱，看了不下几十遍，大学时一冲动还去买碟了，有些桥段都背出来了，最喜欢英雄大会上和重阳宫的相遇            
(4星)	 金庸之爱            
(5星)	 那是电视上放一遍我跟着看一遍呀！好看！            
(5星)	 就因为看这个，喜欢古天乐啊...            
(5星)	 我喜欢这版的郭襄小妹妹，那一声“大哥哥”~            
(5星)	 哎。。一见杨过误终身啊            
(5星)	 当年的古天乐还是小白啊            
(4星)	 没大陆版本好看吧            
(5星)	 李若彤+古天乐，多加一颗！            
(4星)	   小白脸时期的  古天乐            
(5星)	 经典            
(4星)	 我最稀饭的神雕版本~            
(5星)	 第一次认识古天乐的片子，那时候他还是白白的，不如现在帅，不过这部戏拍的真的不错，以至于后来张纪中大导演拍出来的神雕侠侣我都不忍心去看，怕破坏了古天乐和李若彤好不容易树立好的形象。神雕侠侣让我认识了爱情原来是可以至死不渝的。            
(4星)	 最喜欢的一版，都很好            
(4星)	 小龙女，太销魂了！            
(4星)	 神仙姐姐我最爱            
(NA)	 这个真是记忆中经典中的经典啊~~~还是奶油小生的乐乐 冰雪佳人小龙女~~~            
(5星)	 超级喜欢！太经典了。。。刘亦菲和黄晓明一边歇着！            
(5星)	 永远的小龙女和过儿……            
(5星)	 最喜欢的版本，我感觉是最经典的版本，喜欢很喜欢            
(4星)	 小龙女（李若彤 饰）            
(4星)	 经典~            
(4星)	 最喜欢的一个版本  小龙女实在是太美了            
(5星)	 给李若彤的小龙女。            
(5星)	 一代经典。。。最美小龙女是也。。            
(5星)	 那时候古天乐还是小白脸呢            
(5星)	 最喜欢的版本，，，，            
(5星)	 我们这个年纪的人，几乎没有不被古天乐的杨过折服的人            
(5星)	 我好想打10颗星。。百看不赖啊  可惜这版太惨了            
(5星)	 最喜欢最喜欢这个版本            
(5星)	 16年之后杨过果真跳了下去...            
(5星)	 过儿，呵呵            
(4星)	 还是最喜欢 李若彤 版的小龙女            
(NA)	 五年级，我记得            
(4星)	 喜欢李若彤版的小龙女            
(4星)	 记忆太遥远啦              
(4星)	 不喜欢杨过小龙女诶            
(4星)	 莫有天龙八部那么爽快，可忍耐范围内的磨叽，此情绵长仅供追忆            
(5星)	 支持这个版本。。            
(4星)	 这是我第一次认识到啥叫小白脸            
(5星)	 当时真是惊艳~            
(5星)	 古天乐~那时候还是小白脸一个呢，太帅了！            
(5星)	 我最爱的杨过~！            
(NA)	 最喜欢的版本            
(NA)	 小学5年级看的电视剧，直到现在依然百看不厌            
(5星)	 多么痴情的过儿。李绮红演的郭襄真可爱~            
(5星)	 古天乐你还是白好看            
(4星)	 真帅啊古天乐！            
(5星)	 单纯美好 就五星             
(5星)	 基本上都应该看过吧？            
(5星)	 金庸武侠剧中最爱的一部  “天意如此 你又何必伤心呢” “我为什么要对你笑呢 你又不是过儿”              
(4星)	 2            
(5星)	 忠实TVB迷            
(4星)	 比较经典的一个版本            
(5星)	 李若彤才是我心中永恒的小龙女，刘亦菲一边呆着去！！！！！            
(5星)	 十年生死两茫茫~            
(5星)	 永远的最爱。一辈子就只认这一版。            
(4星)	 小龙女只能是这样了            
(5星)	 那时候的古天乐是多么的肌肤胜雪啊~            
(5星)	 最爱的《神雕侠侣》版本            
(5星)	 一直以为是拍得最成功的一部《神雕》...            
(5星)	 小学时看得，李若彤很美，让我对小龙女的认识有了别样的了解，就觉得刘演得不怎样。            
(NA)	 神雕侠侣            
(4星)	 最喜欢这个版本的神雕            
(4星)	 无疑，这是几个版本之中，最好的一个了！大爱李绮红的郭襄啊~~~            
(4星)	 真的喜欢，啥也不说了            
(NA)	 嘿嘿，儿时经典            
(5星)	 N个版本里最好的一版            
(5星)	 我最喜欢的一部电视剧            
(4星)	 只为看李若彤。那时古天乐还很白。            
(5星)	 最喜欢这个版本 最喜欢雪梨演的李莫愁 小龙女也很美 讨厌郭芙 也没觉得郭襄多好啊             
(4星)	 最小龙女的小龙女            
(NA)	 当时觉得李若彤很好看            
(5星)	 大爱这一版             
(5星)	 哎~~~~不说了~~~岂一个爱字聊得            
(3星)	 当时觉得片尾曲很美，走在路上都会哼两句            
(4星)	 最帅的杨过            
(4星)	 还是喜欢这个版本啊            
(4星)	 经典啊~~~            
(3星)	 问世间情为何物，直教人生死相许            
(NA)	 为了让妈妈同意我跟姐姐晚上追电视剧，联合把老爸也拉了过来。三人一起对抗老妈。哈哈            
(5星)	 迄今为止最佳版本的神雕侠侣            
(5星)	 只看这部神雕            
(5星)	 李若彤美极了  最喜欢这个版本的  小时候电视观看            
(5星)	 经典中的经典            
(4星)	 再回去看就受不了了            
(5星)	 还是喜欢这个版本            
(5星)	 就是喜欢这一版！超爱这一版！            
(4星)	 赞            
(5星)	 最美的小龙女杨过            
(NA)	 姑姑和过儿            
(5星)	 经典            
(4星)	 在我心中小龙女就是李若彤那样的。            
(4星)	 那对侠侣，曾经迷倒我~            
(5星)	 最美的龙儿和过儿。            
(NA)	 最喜欢这个版本的神雕了            
(4星)	 最喜此版《神雕》。            
(5星)	 经典啊~~~经典~~~~               
(5星)	 古天乐和李若彤的组合无人能敌            
(5星)	 金庸里，最爱这部书，这部书最爱这部戏，白嫩的过儿和美美的龙儿。            
(5星)	 金童玉女             
(4星)	 人物活泼            
(3星)	 不明白片尾曲为什么是胡兵的歌，难道他演的是 雕 么？            
(5星)	 啊aa~~            
(5星)	 问世间情为何物，直教人生死相许            
(4星)	 好象是初中那会儿看得， 李若彤出名了算。            
(5星)	 太经典了！            
(5星)	 [1995]　“那次是你不经意的离开 ...”　(5★)             
(4星)	 经典就是经典。。。。。。。。。            
(5星)	 我心中的杨过和小龙女就是这个样子。            
(4星)	 波波折折终于走到一起了 但是我看的却不是很认真，总在想其他的事情。。            
(5星)	 何谓经典这就是经典            
(3星)	 我记得片尾曲很好听            
(3星)	 李若彤扮的小龍女，眼神中少了一絲柔情，多了一份凶相。            
(4星)	 让我想起一段难过的时光            
(NA)	 最经典。。。从那时开始了执着喜欢古古            
(4星)	 最喜欢的版本~            
(4星)	 发现儿时记忆都容易让我打4星以上。。这个是在初二左右。。满大街都是小龙女和杨过的粘贴画。。            
(4星)	 为什么杨过和小龙女要被写成有残缺的人呢？杨过断臂，小龙女被奸污。梅超风、赤炼仙子李莫愁、绝情谷主裘千尺的恶人爱情。            
(4星)	 算是比较不错的版本了            
(5星)	 这一版的神雕侠侣 李若彤的小龙女真是惊为天人。            
(4星)	 一见杨过误终身啊...            
(4星)	 古天乐的杨过堪比黄日华的郭靖，李若彤的小龙女堪比赵雅芝的白娘子。为什么当年TVB出了这么多经典，为什么现在一部接一部的垃圾。            
(5星)	 欢乐趣，离别苦，就中更有痴儿女            
(5星)	 tame            
(5星)	 李若彤之后，再无小龙女。。。。。            
(5星)	 好喜欢李若彤啊！跟赵雅芝一样，是仙女的代表作!            
(4星)	 那时的古仔好白哦            
(4星)	 谁没看过？            
(5星)	 经典的几乎都成了一种情结……            
(5星)	 看了小说之后才发现，其实这部电视剧演绎的很好了            
(4星)	 小龍女還是陳玉蓮的好啊            
