http://movie.douban.com/subject/4059238/	下一站，幸福
(5星)	雖然只是典型8點檔的悲情戲碼，可是很久沒看到讓人揪心的戲了，而且最吸引我的是鏡頭和那暖色調的畫面……
(NA)	超级喜欢小小彬，好可爱好可爱。这部戏可以分成若干段儿来看，更喜欢前边的感觉，最后的结尾也不错：）
(3星)	一开始觉得好看，是因为那个宣传词写的太吸引人了，觉得这个会很好看，一开始看还过的去，中间的真的不行，看不下去，都是因为小乐的关系看下去，不过结局Perfect，下一站，确实很幸福！！！
(4星)	花了4天看完，每天都用抽纸擦眼泪；不是太痛苦，不是太瞎扯，刚刚好~
(3星)	告诉我们两个人之间有话要明说，别老憋着让别人猜，人家又不是蛔虫
(4星)	多的一颗星星，是给吴建豪的笑容还有可爱的小彬彬
(5星)	VanNess嗲~~
(NA)	很喜欢很喜欢，结局最让我难忘
(4星)	小小彬
(NA)	我的下一站在哪里 
(5星)	追了整整5个月，第一次追着看片，那种感觉，不知该怎么表达，只能说这部剧的剧情发展深深吸引着我，虽然都是些常用的桥段，但就是运用得那么跌荡起伏，up~~
(4星)	虽然还是少不了台湾泡沫剧的俗套，但是却给人心里温暖的力量。喜欢小乐那个死孩子~太可爱了~剧中的插曲很好听，叮当的声音很能让人产生共鸣~
(5星)	我觉的还蛮感人滴  有没有人觉的小乐长额像欧弟啊  哈哈哈哈
(4星)	大团圆结局，虽然俗但是很符合我的期望，很好～～～～～ 小乐实在太可爱了！！
(NA)	看完之后，就是觉得比想象中差~~有点烂的，画面虽然比较唯美，但也没有好到哪里，但身边的每位朋友都说出超好看的，凭个人感觉认真看了，还是觉得一般般吧。
(3星)	前半部分很感动，后半部分很虐心……小乐乖巧过头了吧……
(3星)	编剧编得太纠结。。国内电视剧就是拖沓。。
(4星)	小乐小乐小乐!!!~
(3星)	男二号情节
(4星)	结局很幸福~
(3星)	海的女儿翻拍版？……
(4星)	后面就有点无趣了...   难得看得下去的偶像剧....
(4星)	从不看偶像剧。。这次失败。。呵呵 因为里面没有坏人 所以。。女二真美。。 还有，小乐真的鬼精鬼精，梁家家规很强大。任妈妈气质大赞。。真希望四十多岁时也可以这个样子。喜欢花拓也，我对坏孩子真的没有抵抗力。。还有gary，很可爱。
(4星)	故事情节实在是有够老套~不过光养养眼还是不错滴~
(5星)	怎么会有小小彬这么可爱的小孩？！
(5星)	很好看的片子，不看你后悔！！！！
(5星)	好看
(5星)	如果我们的人生是大富翁，不管有几次机会可以重来，结果都是一样的，因为 你就是我的命运。
(4星)	蛮感人的片子，就是后面太拖沓了，跟的我那个累呀。。。
(4星)	要不是安以轩，我会打5颗星的。。
(NA)	挺好看的，过程很感人，很温暖，很折磨~
(4星)	老梗，但是还算感人啦
(5星)	很久没有看到的纯爱剧,虽然剧情并不新颖,却有很多感动点
(4星)	当童话故事看吧。2010最初的记忆
(4星)	我还是在计较回忆的意义。6年和几个月。最后许玮甯和阮经天在杂志上出现，亮了……
(5星)	一个完美的梦境
(5星)	追看的幸福，从十七集开始追了一个多月，电视剧还是这样被吊着胃口更好看，这篇确实集合了所有的偶像剧元素了，冤家最后配对成功，然后父母反对，得绝症，失恋....比其他更厉害的是居然让正版小孩出来偶像了，嚯嚯，居然还有后续的一家三口。真是温馨呀，每集开头前情提要也编的很美。总之是好看呢
(4星)	頂一個，梁曉樂
(4星)	下一站，纠结总算让我给看完了嘿...
(5星)	 喜欢Vanness，演技越来越流畅了 
(2星)	俗套的不行的偶像剧。但是还是很享受里边的幸福。尽管是假的。
(5星)	等了几个月 今天总算看到大结局了 小孩很可爱 
(5星)	好爱小乐
(5星)	让我哭了又哭，不过最后还好是HAAPY ENDING！！赞一个
(5星)	才看了几集，就是最后那几集，这也太催泪了吧！！！好感动！！！好窝心！！！看完了，2天，哭了2天，特别催泪！！！！！影响颇深，我是说对我来讲！！！
(4星)	被同学说的期望太高了，还好还好啦
(4星)	坚持下来，值得一看
(5星)	偶像剧不能看，明知道不是自己的款，开始却停不了。。浪费生命啊
(4星)	为了小乐，给四分。
(NA)	..........
(5星)	Vanness更帅了。
(5星)	被感动得稀里哗啦啦啦
(4星)	第一次追剧追得这么彻底，也颠覆了我对吴建豪的印象。不得不说他的演技还需要锻炼，不得不说安以轩真的不是我所认为的美女，不过他们两个还是挺搭的，加上可爱的小小彬，这是个幸福的三口之家。虽然两个人在一起的过程千辛万苦，最后一站半个小时的甜蜜也不过瘾，不过，毕竟我们都相信，下一站，幸福。
(3星)	台湾偶像剧里面比较好的作品了，中间比较拖沓，总体还是可以看看的
(3星)	终于看完了。最后一集腻死我了..
(3星)	各种偶像剧的混搭。
(5星)	还是喜欢偶像剧。
(3星)	吴建豪后半部分才进入角色
(5星)	终于结束了，追了好久，很好看，有时间要写写评论。
(NA)	喜欢安以轩（虽然她样子现在看起来怪怪的，而且每集都样子都好像不太一样~~~），剧情不错，败在吴建豪和收尾了
(NA)	小乐好可爱哈
(5星)	哎，但愿这是我最后追的一部台剧~~
(5星)	终于完结了，历时5个月。近年台剧里比较好的了，吴建豪演的还不错。超喜欢梁晓乐那个小演员，超可爱~~~~
(5星)	小樂這樣的孩子很窩心呢，喜歡他站在滑梯大聲地喊“米修，米修”……
(4星)	剧情还行，插曲什么的也不错哈
(5星)	five months of happiness  10月4日~2月28日
(4星)	偶像剧啊偶像剧，还是偶像剧
(4星)	一部还不错的剧情大众的不太恶俗的台剧……
(4星)	米修米修，下一站幸福
(3星)	结局好仓促的说..我要停止看偶像剧了..
(NA)	好看好看~~~~
(3星)	还不错的。
(4星)	有的星星为剧情，有的星星为演员，有的星星为帅哥。原谅自己吧~~~~
(3星)	洒狗血啊洒狗血
(4星)	前十集很好看！晓乐怎么演的那么好捏。。。丁当的歌也很好听。。。
(3星)	看前几集的时候就觉得情节是山寨各热播剧拼凑的，但还是有动力一直追下去，吴建豪短发真帅，花拓也也很帅，反倒是不大喜欢安以轩的角色，我还是比较怀念她的裴语燕和林月如
(5星)	“其实到哪一站都不重要，只要有你的地方，就是幸福的～”
(5星)	下一站，一定要幸福
(5星)	慕橙真是个好女人，好心疼以茜和拓也、花痴心啊~  小乐好可爱，就是有点对眼~ 觉得任光希太对不起以茜了！
(4星)	后面情节拖拉 很牵强 扣一颗星
(5星)	虽然是偶像剧,但编剧对于人物情感的描写,特别是面对重要人的时候的人的种种选择描写的很到位,演员的表演特别是吴慷仁和安以轩的一段分别的戏情感拿捏很到位,还有光烯妈妈的表演很出彩,很喜欢她!
(5星)	2天看了20集，真的很好看
(1星)	没见过这么丑的男女主角  这么侨情的剧情
(NA)	看好v!
(NA)	小彬彬很可爱，只喜欢他。
(5星)	很幸福。很好看
(NA)	挺好看
(3星)	狗血啊~
(3星)	就那样吧 还是比较喜欢仙剑的安以轩啊
(4星)	我讨厌肌肉男。但是从F4时期我就控小V我不知道为什么
(NA)	没有21集！！！
(4星)	恩，好看好看~~~终于要大结局了
(NA)	最近跟的。
(5星)	吴先生改变 真多
(4星)	感动~小乐很可爱~~
(5星)	第一部让我感动的偶像剧
(5星)	打能量水晶哦~~~
(4星)	后面几集不大好看啊，，，
(5星)	幸福，就在身边
(4星)	前面太俗套的剧情，后面有了小乐之后蛮好看。
(3星)	女主角太煽情，太作了。。
(5星)	小小彬，大爱的宝宝，哭戏一级棒，跟着他一起哭一起笑~~~小孩力量大~~~跟咱们家MASON有的一拼了
(5星)	每个开篇的制作都很有心思，梁小乐是最大的惊喜。下一站的幸福，我等你。
(NA)	很温暖
(4星)	纠结 霸道，我喜欢
(4星)	　男人霸道，女人隐忍。 　　男人因为爱保护女人，女人因为爱选择放手。 　　6年前多次伸出手救慕橙逃离伤害的是光晞， 　　6年后为了真爱鼓起勇气伸出手的人是慕橙。 　　以茜拯救的不过是光晞是性命，而慕橙拯救的却是光晞的人格和灵魂。 ”
(4星)	我是后知后觉型的。听说评价很高，好奇看了几集，开始一点也不吸引我，只觉得剧情老套，演技做作，看到第六集就看不下去了。大概隔了半个月实在无聊就继续看下去，没想到小乐的出现让我有了改观，剧情立马改了风格，小V的表现也越来越好。总之是一部耐看的偶像剧，挺喜欢的。
(4星)	还有亲人。
(4星)	Vanness果然蜕变的令人刮目相看，虽然对于纠结的面部表情的把握有点不自然。
(4星)	看过宣传片和20集，感觉是偶像剧加上大陆的家庭剧，不过很考验演技，安以轩的演技在其他地方就被老爸称赞过了，就不提了，吴建豪这次也是成熟很多。还有，主题曲、插曲很好听。
(5星)	很唯美清新的剧
(5星)	幸福原来真的很不容易，原本以为就快要到手了，但一步留意就从身边溜走。
(4星)	精心等待，却草草收场，唉
(5星)	烂尾……
(3星)	闪亮亮的无敌小小彬！
(3星)	总觉得有些模仿其他几部电视剧的意思，而且有时候情节的连续性不是很好，但消遣的来看一下还是不错的，里面也有一些闪光的地方，比如说小乐的天真可爱，拓也的痴情等待等等
(5星)	终于把《下一站，幸福》看完了！~后面确实拖沓了，结局很赶，但这部偶像剧还是看的我很开心啦！~一直告诫自己不看偶像剧，这部没忍住，开始哭的稀里哗啦的，嘿嘿！~  大二寒假 ； 一天的时间重温，喜爱依旧。大三寒假2011.2.9
(2星)	这剧情还能再狗血点么。
(4星)	看到后面有点扯·但是还是很喜欢，觉得安以轩的确长的不错~那个小孩子太可爱了 ，我还梦到有他那么可爱的儿子了啊哈哈哈哈哈···搞笑~
(4星)	还不错·前面很有吸引力·后面弱了点·就为了看小乐了小乐真的很可爱
(4星)	小乐好乖好懂事好聪明哦。以后要养这样一个娃~哈哈
(4星)	梁曉樂XD 任光晞，我是你的腰部以下身材控。
(NA)	很无聊
(5星)	超爱超爱这部戏的，安以轩和吴建豪好配哦，再加上个小小彬，真像一家人
(5星)	很好看
(5星)	慕橙和光唏总算是有了个Happy ending
(NA)	很多的不得以，造成很多无疾而终的爱情，她，不得以，但还是坚定地爱着他~~~
(5星)	剧情也许真的还算老套吧、但是还是一次又一次的被感动、无可救药的...呵呵
(5星)	just like it
(5星)	好
(4星)	我喜欢故事~
(2星)	不想看了
(3星)	啊台湾剧
(5星)	很不喜欢里面的失意部分，提啊俗套了。真的
(5星)	很温馨
(3星)	男女主角都不是我的菜，好看的就是每集片头的感觉，嗯。典型偶像剧剧情。嗯。
(5星)	很好看很好看。。~~很感人很感人。。~~
(4星)	配角演技都很好~音樂也很不錯~
(NA)	看这个电视剧，像是吃苦瓜的感觉。虽然有些事情只可能在电视剧中发生，但是它确实能触动人的心弦
(NA)	就是太都市了..所以..我更喜欢赖着你这样的剧情..
(5星)	好看 感人
(4星)	小彬彬很可爱~~追得我好苦啊！
(5星)	听别人说起就开始看，每周一集的等，发现自己已经陷入其中无法自拔了，喜欢小乐的天真可爱，光晰和慕橙的爱情，下周就是最后一集了，一定会有一个完美的结局，希望有更多这样好的剧情给我们看，让我们拥有不一样的感动。
(4星)	越看越有意思~~
(3星)	很复杂的任光晞
(4星)	结尾有点拖拉
(3星)	很俗套的偶像剧，就猜到脑部有肿瘤，多半要失忆，果不其然。不过吴建豪确实展现了不一样的魅力，安以轩的表演也不错，小孩子很卡哇伊。故事我只给1分，演员表演和服装等我给5分，加起来及格咯。
(5星)	依然是王子灰姑娘的童话故事，但却实实在在的很感人。剧情不错，也不拖沓，小小彬绝对是一大亮点~~
(4星)	大爱小小彬
(5星)	那一整个冬天的回忆……
(5星)	台湾偶像剧的经典之作，哭死我了~~
(5星)	感人的要死 我看一集 哭一集
(NA)	感觉有种淡淡的忧伤，不过还是觉得不错！值得推荐！
(4星)	我看的第一部台湾偶像剧啊啊啊…吴先生太帅了
(5星)	我希望，我的下一站，是幸福我的下一站，在哪呢
(4星)	台剧要火了
(5星)	算是第一次追偶像剧吧，很不错，越来越喜欢安以轩。梁晓乐，简直没有比他更可爱更懂事的孩子了~~
(5星)	从09年国庆看到10年春节
(4星)	1.哭的很厉害……2.小乐好可爱哇……
(4星)	那个小孩子好可爱的，然后女主角给人的感觉很好！
(4星)	现在超爱Vanness 算起来他是台湾偶像剧的第一代了那些过往的青葱岁月 那在情窦初开的年华就是他们陪着我们度过在我们懂得了认知之后 所第一次认识到的帅气 俊朗我真开心 他可以再红一次在这个温馨的剧目里  为我们成功的上演了任光晞
(2星)	狗尾续貂
(4星)	巴哈的G弦之歌。亲情，爱情。只是他的事业来的那么奇怪。
(5星)	越看越好看，看到10集以后才慢慢理解为什么这个剧的收视率这么高。真是很虐的剧情啊，但是渐入佳境，喜欢V，小安没少哭啊，小小彬还真是可爱！
(4星)	还不错，不过感觉最后剧情没新意
(4星)	小乐你怎么可以这么可爱——慕橙做了最好吃的牛肉饭哦！
(2星)	为什么台剧都这么烂？！
(3星)	小小彬真可爱
(4星)	音乐很棒，很温馨，下周最后一集了~
(4星)	一个个俗套的叠加。。。但，还是击中了我，期待大结局。
(3星)	小小彬很可爱；安以轩约看约觉得还蛮耐看；女二也很漂亮；吴建豪演技比F4期间进步好多；纯美的爱情，所以，三星好了。
(5星)	但凡剧情中的爱,总是要历尽千万磨难的.只愿生活中的爱,可以不要这么跌宕. 可以细水长流,可以从一开始就到最后.
(5星)	开始关注这部剧的时候是因为喜欢安以轩,本对于台剧是不报任何希望的心态去观看的(对于看惯了日剧和美剧的人来说).......但是却被深深的吸引住了,可以说这是近年来第一部抓住我的心的台剧,恶补的那两天哭的眼睛肿得都不敢出门见人.....剧里无时无刻充撤着的温馨与心酸.....
(NA)	被谎言包裹的爱 如此深沉凝重 但彼此间的信赖 冲破围墙 把爱融化
(4星)	米修，米修....
(5星)	太感人了....
(4星)	烂到不行的结局。我讨厌大团圆结局啊&gt;&lt;
(3星)	最喜欢的还是 里面的小孩 像回不去的自己
(5星)	每个星期一集，好累啊！虽然情节很老套啊！但是我喜欢安以轩！一如既往的喜欢！
(2星)	没有足以吸引我看下去的情节和人物
(4星)	前面很不错哦，只是到后面的时候有点拖沓
(5星)	另一种风格的台剧，不一样的感觉
(5星)	让我用东北话来评论吧下一站，闹腾（ting）
(2星)	看不下去了。。。某人的演技啊囧
(5星)	结局太让我失望了…怎么可以这样呢？
(2星)	原来当编剧也不是很难嘛，把老套的剧情拼拼凑凑也能有这么多人看...
(5星)	出乎意料的好看,
(3星)	吴建豪短发很惊艳。
(4星)	爱情剧
(4星)	20集的连续剧到站了恩，结局很好。
(3星)	强忍看完
(3星)	看了这部就大致能够了解台湾偶像剧的模板剧情
(NA)	还不错
(4星)	我果真是不喜欢小孩子
(4星)	N多年了，没看过这么言情的东西，不过真还可以，好在是个happy ending。这几天都靠它了，帮我分散点注意
(4星)	感觉像N+1出台剧のRemix版~已经能猜透の剧情，却依然会跟着一次又一次落泪...看来幸福是用眼泪堆砌而成的...爱死你了——任！晓！乐！
(3星)	俗但不至于烂
(3星)	没有大家吹的那么好看，可我毕竟还是看到了倒数第二集，始终成不了大气
(5星)	意想不到的新鲜组合。VANNESS！
(3星)	剧情有点老套 但是很喜欢吴建豪
(4星)	前面6集浪漫，感动，不拖沓，虽然集偶像剧剧情之大同，男主失忆（王子变青蛙），报复（放羊的星星），患病小孩（韩剧谢谢），父母拆散、多年后偶遇、未婚妈妈。不可否认这是部看了会哭会笑的电视剧，安以轩还是一贯的面无表情，吴建豪比在流星花园时帅多了，只是有时过于夸张。小小彬很懂事，可爱
(5星)	埋葬愛情的不是時間，而是有沒有勇氣努力去把握屬於自己的幸福~雖然有些童話式的愛情故事，但卻被詮釋的如此感人，不同以往的偶像劇風格，只是愛情所帶來的最溫暖最甜蜜的幸福，久違的感動~的確是鬼才導演+超級可愛小小彬+第一次讓我覺得超級無敵帥的VAN NESS+軒軒的全新組合~真的很喜歡
(5星)	很好看。画面也是很唯美的。就像当初看雏菊、触不到的恋人时的感觉。
(4星)	陈慧翎
(3星)	我説我覺得小樂很可愛才去看的你信嗎???
(4星)	（在看时）4颗星有3颗是给吴建豪的。美型才是王道。剧情好呕... （看过后）小小彬好萌~剧情在后面的发展比较好了。可是痴心被虐待那一段太虐了。看不下去跳过了。
(5星)	不得不说,这电视剧让我重新认识了v
(4星)	我看到之后会有小孩，就来了兴趣
(4星)	你听过巴哈的G弦之歌吗?
(5星)	好看好看，吴建豪很man诶~真的很不错~
(4星)	下一站幸福，还是你吗？
(5星)	小小彬好可爱啊，虽然也很会说，但是比网上的小贱娃强多了。小小彬，现在圆圆得很可爱，大了可要注意减肥啊……
(NA)	爱上V，爱上萧萧彬
(5星)	让我完全转变印象的男主角
(3星)	只是看了前面的几集,觉得有点无聊
(5星)	为了记住关于他的全部，我宁愿忘记回家的路
(5星)	小盆友太乖了。。
(4星)	唯美的画面，干净利索，将常见的故事处理得不落窠臼，台湾偶像剧中难得如此自然、动人的片子。
(4星)	Vanness灵额～
(5星)	剧情延续之前台湾偶像剧的风格。但是，还是很好看的说。期待明天的结局。
(NA)	Vanness这个男优真不赖~~啧啧。
(4星)	小乐好可爱~~~
(5星)	吴建豪清爽的发型太帅气，一家三口太和谐了。
(5星)	小乐演的真好。
(3星)	拖死了
(NA)	稀里哗啦
(4星)	09比较不错的台剧，就是一礼拜播一集，等死个人啦！我喜欢的那个人，不是，是曾经喜欢过的那个人，他在renren上喜欢的歌中的留言就是G弦之歌，不知道现在还是不是这一首，所以看到这部剧真的好怀恋，虽然过去了但心里还有一阵芬芳....
(4星)	生命中的刻骨铭心，由各人自己定义。
(5星)	喜欢小乐，喜欢慕橙，喜欢慕橙和光晞相爱的美好，喜欢仙女婆婆和小乐在一起时候的笑容。下一站，我也要幸福~
(3星)	刚开始的时候追着看到很晚 后来没兴趣了 想睡觉了
(NA)	劇情可以老套，可以拖沓，但是，比起它帶給我們的感動，比起我們為她或者他留下的眼淚，所有這些，都那麼不重要了..
(1星)	一个字 烂！！！！！！！！！！！
(3星)	狂爱那小孩！！！！
(4星)	喜欢任光晞 小乐也很可爱
(4星)	V怎么一下子变噶帅了，哈哈哈。。
(4星)	小乐拿着那个海绵宝宝的书包晃荡的时候真是太可爱了~~
(NA)	在周边的众人炮轰之下，总算顺应潮流看了，也许是F4时留下的偏见，某人不适合这种纯情剧，倒是看到以轩回归了
(3星)	不是很喜欢
(2星)	一星给vanness的好身材，一星给迷你彬的可爱。其他毫无看点。
(5星)	很好看噢！
(3星)	为了吴建豪的肉身，多给半颗~
(4星)	有了小乐，这部剧才会够好看
(4星)	男女主角那么难看我都坚持下来了，后面的剧情有点拖沓！
(4星)	小小彬超可爱啊，配乐不错
(5星)	还不错
(5星)	恩，虽然剧情有着太多生硬的“偶然”，但是故事所想要表达的感情却是真实的，不错，喜欢....
(5星)	感觉很舒服
(5星)	等第20集中 激动啊 激动啊 要大结局了
(4星)	很少追台剧、一般看台剧多半是在芒果台晚上睡觉前乐呵乐呵、但是听说这部剧很好看、不知道着了什么魔下载下来看、然后就一发不可收拾、虽然当年喜欢F4时最没感觉的就是吴建豪、到如今看这部电视剧的时候都觉得实在不帅、但是这样的剧情和他们很赞的演技还是令我着了迷、插曲也很好听
(NA)	一个温柔内涵的单亲妈妈。
(3星)	俗的死
(5星)	下一站幸福 守候期待已久的未来 如果爱 请信任 请坚持 请不要放开
(3星)	一般般，不喜欢安以轩，太做作了。
(4星)	还差大结局未睇~戏剧....太戏剧!
(5星)	安以轩好有气质
(5星)	各种俗的情节都有 但我就是爱看。。。。不同于很多雷人做作的台湾偶像剧。。。
(5星)	超喜欢
(1星)	看在安以轩精彩演出的分上，给一分吧
(5星)	我对吴建豪刮目相看了...
(2星)	冲着吴建豪去的~恩~变帅了
(5星)	冲安以轩去的.. 台剧中久违的佳作吧..
(3星)	不错的。
(5星)	只是我记得，你忘了。
(5星)	想当年看流星花园的时候最喜欢的就是吴建豪，隔了让我又 找回了当初喜欢他的感觉，台剧一般不是很爱看，总觉得太幼稚了，这部让人有不一样的感觉
(5星)	不是偶像剧的偶像剧
(5星)	很感人，期待圆满的大结局
(5星)	让人温暖的故事
(4星)	    还行啦，虽然总要有点扯，但是毕竟还挺清新的，好吧。
(4星)	本来一直都不想看偶像剧了，可是最近萌小孩子，被小小彬吸引来，一不小心看完了
(5星)	确实在看，但不是第一遍。第几遍呢，也记不起来了。就是灰常喜欢，时不时的重温一下，跟剧中的主人公一起感受幸福的感觉~~~
(3星)	我跟你说评价这东西看当时状态主观得不得了= =哪天我回来再把你改了
(4星)	纯爱偶像剧。传说。
(5星)	好看吖
(4星)	剧情很俗  表达很好  感动
(3星)	凭什么那么苦情，而且苦情的没有道理
(NA)	竟然看哭了。。
(4星)	咕~~(╯﹏╰)b%小小彬演的很棒了~ 但里面男女主角的造型总会让我联想到很多其他台剧种的造型。。。 但他们演的都很棒！~ 总之，挺喜欢这部剧的。
(NA)	我承认我很无聊。。。
(4星)	一直觉得台湾偶像剧太煽情太夸张，但又忍不住去看。也许是自己心中的“渴望”吧
(3星)	看一半 不錯
(4星)	这么久没看偶像剧了，还是抵挡不住此剧的诱惑。
(1星)	太俗了...又是生病失忆...
(4星)	19集不满意
(5星)	小乐一出场泪就狂飙 ~
(3星)	不喜欢
(5星)	深深爱
(4星)	如果导演换一个人长得稍微过的去的来替代吴建豪演男主角的话，我会给五星！
(5星)	第五颗星给小乐的~
(5星)	我承认一开始说是吴建豪的时候，我总是想起那个笑得白痴的美作，一个百无聊赖的晚上，我点开了这部戏，然后开始长达4个月的等待，GX被吴建豪演绎得淋漓尽致，大爱吴建豪
(3星)	当年和老妈一起看《流星花园》的时候，一直觉得美作童鞋的造型很丑，这次吴建豪的样子顺眼多了。- - 不过我依然只看了个头，偶像剧反正都差不多……
(4星)	觉得自己很神经的，一下子这样一下子那样突然想看些温暖的片子就看到这个下一站幸福，喜欢那个小小斌，好可爱的孩子，惹人怜爱的模样
(3星)	女主角蛮漂亮，但太淡定太压抑！男主角，笑起来不错！
(5星)	真出乎意料，第一次觉得台偶也还能看~小小彬干得好！
(NA)	好喜欢小乐，真是青出于蓝，比他爸爸更可爱。
(5星)	其实 想要成为像 慕橙 那样性格的人
(5星)	真的很幸福
(4星)	原来爱情没有离开过，只是我记得，你忘了
(4星)	米修米修 小乐真是超级有爱小正太
(5星)	所有的一切都是因为爱
(5星)	没有哪个豆蔻之年的少女没有做过灰姑娘的梦，越来越多的偶像剧好像就是抓住了这一点，像流水线一样制造出一个又一个的梦。下一站幸福是恶吻之后第一部让我痴迷的电视剧，至于为什么，莫名。有可能就是感觉，但是他的成功就是这种感觉！!
(NA)	喜欢小乐
(5星)	很像小说“何以琛萧默”  很喜欢这个小说  安以轩演的很好很好1！
(5星)	难得的一部好的偶像剧
(4星)	更新的很慢，还在耐心的等待中……
(3星)	我难道真的已经老的看不动偶像剧了？感觉情节偏老套啊...女主角没什么好的啊....吴建豪变帅了一点
(NA)	一般弱智台剧，跳着看了一些。安很漂亮。
(NA)	吴建豪这两年明显成熟很多了，像男人了，爱
(4星)	&#34;任何决定要的，都不要放手！尤其是在乎的人~Cuz you&#39;re my destiny!!&#34;光晞有时候很小心眼，很死脑筋~ 小乐又聪明又可爱~！ “有你在，哪里都幸福”~
(5星)	很好看。不過後面有點匆匆結束的感覺 
(5星)	骗光了我的眼泪...
(5星)	在偶像剧里也算是优秀的了
(5星)	用力爱着一个人的感觉。
(4星)	迷修米修。。。
(2星)	好狗血的电视剧啊，演的造作，节奏狂慢，看了几集就看不下去了，怎么我身边那么多人推荐啊、、、、、、怨念，以后别再给我说呕像剧啦！！！！！！
(4星)	老套的桥段。。。为了看安以轩。。。以及。。米修米修
(5星)	温馨好看
(5星)	每一集都让人热泪盈眶~~~~~
(4星)	这世上有这样的女人吗
(4星)	不说剧情什么的，在台剧中真的算制作精良，演技也不错，尤其8集以后
(4星)	米修米修~
(4星)	在10的大年三十， 通宵，看不完，欲罢不能的一部。说不出喜欢什么，只是纯粹地想看。
(5星)	是跟风看了这部作品演的很好,有被感动到
(4星)	温暖而又纠结的一部戏，很喜欢里面的插曲。推荐《亲人》，《我以为》，听来让人觉得暖暖的很感动。。。
(3星)	比其他台剧有很大进步
(4星)	最后一集真的很棒……
(NA)	非常非常的好看~
(4星)	比较经典的偶像剧吧
(5星)	剧情还好的偶像剧，目前命中注定我爱你在我心中是第一的台剧，他是第第三个，不过不喜欢的是他最后两集的剧情为了突破收视率，硬是要他们的感情出点小误会，拖延一下~~人生的爱情如果都能像他们的结局，那么痛苦的过程怕什么呢？？
(4星)	小孩儿太待亲了
(4星)	說實話是真的蠻好看的。但後面拖的時候有點火大....而且當時非常討厭梁慕橙= =!!!!! 懦弱亂隱忍又裝作很偉大的樣子 活該被欺負是不是..看了就討厭。然後感歎一句~安以軒真的老了啊~大不如從前了...
(5星)	说实话，刚看开头，以后又是王子公主一般恶俗的剧情，后来跳看了后面的情节，说到六年后的生活，觉得挺有意思，有小言的味道，喜欢那个坏坏的、为慕橙努力、吃醋的光晞。
(3星)	太矫情了。。一会儿好一会儿不好的让我看着难受的很，我也发现其实我对小孩没有很大的爱，因为即使小乐那么可爱，我依旧没什么反应。。。
(4星)	很狗血非常狗血异常狗血。。。可是还是在看。。。哎 我老了
(3星)	美中不足，虎头蛇尾
(4星)	米修 米修~~~
(4星)	追了好久的剧，到现在还没完，一星期一集快等死我了。个人觉得还不错的，那女主角都很喜欢，还有可爱的小小彬。
(4星)	喜欢小乐那样的小孩
(5星)	很久不看偶像剧的我最初只是为了换换口味才看的这部剧。但是慢慢却被它的细腻所感动，尤其每一段的回忆都很美，每一个角色都有可圈可点之处，没有夸张和矫饰。所以，沦陷。
(4星)	纠结来纠结去。纠结的我面部扭曲
(4星)	还行吧，慕橙还是比较伟大的。小乐那么可爱！
(NA)	哦，爱男主
(5星)	的确是很没有逻辑的偶像剧，但是有的时候，它有温暖人心的力量。让我再一次确定，要对爱有信仰。
(5星)	很久么看偶像剧了 看了很感动 相遇两次 就算失去了记忆 还是被吸引 吴建豪在里面很帅 短发很适合 很希望看到两人可以幸福的生活下去 里面那小孩超可爱 将来我儿子也要生成那样 哈哈 现在在等大结局 等的真纠结。。赚了我那么多眼泪一定要4个好结局才行啊~~
(5星)	编剧很不错，没有大bug，没有拖沓，剧情不狗血，难得的好台剧
(5星)	它狗血。但是狗血的让我想通宵看完。十颗星了。这部告诉我们相爱的人最后都会在一起的。因。为。你。就。是。我。的。命。运。只是最后那21分钟为了接档的实在多的有点脑残。
(3星)	很火..?我觉得一般啊..
(5星)	赞
(5星)	温情而唯美，被达拉星球一家人的幸福生活感动~
(5星)	以茜也是好女人，
(NA)	不错
(5星)	意想不到的精品，恨的是结局太仓促
(3星)	偶像剧只能看一次
(5星)	如果失忆后，我还能爱上你
(4星)	偶像剧的老套路啊，富家公子+平民女，生病，失忆。。。不过小小彬好可爱啊，有些情节也挺感动的。。。
(4星)	想重温一个片段：小乐叫“米修，米修”，意思说miss u....希望在达拉星球的爸爸能够出现....终于外星球爸爸出现了，就像妈妈说的那样，他开着宇宙bubu拦住了公车，小乐立刻冲上去抱住光晞大腿...这是光晞出现在花田村遇到的莫名状况，被个万人迷小孩拖住叫爸爸
(4星)	感动。。。小孩很可爱
(4星)	最后一集台词好酸  其他还好 小小彬好可爱~
(3星)	看到第三集。。
(1星)	单纯因为吴建豪给1星，换谁演不行啊
(5星)	本来我是不打算追这部剧的,因为之前看过介绍,很老套的剧情!但是事实证明老套的剧情也能拍成不一样的经典
(5星)	喜欢
(4星)	梁晓乐，那是我们都失去的纯真
(3星)	从第七集开始折磨观众。。。
(2星)	虽然演技够烂剧情够拖沓桥段够老套。但是！Vanness同学帅的不可方物！
(NA)	吴建豪演技大长进！
(4星)	很久没这么迷恋一部偶像剧了。。。。
(4星)	安小姐的演技大增·小V先生很帅·
(5星)	很好看的台湾剧，很久没看到这种风格的了！支持一下，演员和导演都很用心，大爱小乐，太可爱了！
(2星)	随着剧情的推进，从四星打到三星，最后沦落到两星。。真不明白为什么都觉得好看呢。。。
(4星)	有点太长了托的～～小小彬超可爱～～
