http://movie.douban.com/subject/1830528/	三国演义
(5星)	 三国片，无出其右者。            
(5星)	 2个字 经典            
(5星)	 经典中的经典            
(5星)	 这部电影真实的把原著的东西放到电视里，应该是在以后的一段时间里是很难超越的一部巨作。            
(3星)	 断续看过..小时候不太喜欢此类型的片..            
(5星)	 所有的文戏部分累起来就是一座丰碑            
(NA)	 看得最多的电视剧？            
(5星)	 年纪大了，发现央视这版还是拍得相当好……            
(4星)	 这个还是比较靠谱的。我当年最喜欢唐国强，吕布和周郎都不够帅，赵云不错，嘿嘿            
(5星)	 神作，无法替代            
(5星)	 啥都不说了            
(NA)	 O(∩_∩)O哈哈~，终于找到你了，我的最爱            
(NA)	 曹操 我的偶像啊            
(5星)	 小时候对这部电视剧充满了兴趣，天天守在电视前面看，现在大了反而顶不住那些古诗词了。。。            
(4星)	 没什么印象了，因为不喜欢全是打仗的~~但是真的很喜欢诸葛亮去世的那一幕~~哭得我……T0T            
(5星)	 书看了几遍 马上三国通了            
(5星)	 这本书都要翻烂了，还是很爱看，电视剧也很经典            
(NA)	 童年回忆系列             
(5星)	 ！！！！！！！！！！！！！            
(4星)	 光顾着唱主题曲了！            
(5星)	 还是这个版本经看            
(5星)	 得好好看哦            
(5星)	 看了新版的，我觉得新版的确实不错~            
(4星)	 本来很精彩的群雄乱战阶段只记得咕噜脑袋...后面的鼎立时期反倒好起来了...            
(4星)	 有些生硬，还算行            
(5星)	 极爱片尾曲历史的长河！            
(5星)	 从此，我心中的关羽就是这个样子了，一把美须垂于胸前，威风凛凛、浩气长存……            
(5星)	 主演的的演员表演的的确非常的好，我相信，新版的三国绝对没有旧版的有魅力！！            
(4星)	 雕阑玉砌应犹在，，只是朱颜改            
(5星)	 难得我喜欢那么长的电视剧            
(5星)	 子龙、子龙、子龙~~            
(4星)	 原谅我吧，我无法坚持看完，还不如看书            
(4星)	 一群老匹夫，来为寡人出谋划策，hyeahyeahyeaaaa            
(5星)	 很多东西无法超越            
(5星)	 想再看几遍            
(4星)	 很好 很强大            
(4星)	 应该没有完整看完过，唐国强的完美转型之作            
(5星)	 好。。。            
(5星)	 古今多少事，都付笑谈中。            
(5星)	 绝对经典            
(NA)	 经典中的经典            
(5星)	 经典！            
(5星)	 无以伦比的选角            
(NA)	 唐国强            
(4星)	 还好            
(NA)	 不错            
(5星)	 其实是整个阵容都爱！没人不爱！只不过最爱几个特别写出来了囧RZ            
(5星)	 终于找到了。            
(5星)	 貌似男生都很爱看的片子            
(5星)	 后面看得很纠结            
(5星)	 俺心目中永远的经典，童年最美好的回忆。录了好几盒录像带，反复看了无数遍。            
(4星)	 还是喜欢看书～            
(4星)	 不错            
(4星)	 小时候最爱看的电视剧            
(5星)	 经典就是经典...            
(5星)	 自古糖果素王道。。。            
(5星)	 拍的很棒            
(5星)	 童年绝对的经典  边看书边看电视剧   喜欢曹操            
(4星)	 本人最早的（中班儿）古文教育！            
(5星)	 不可逾越的经典！！！            
(5星)	 非常棒，虽然我的书看不下去，但是电视剧拍的气势恢宏，经典中的经典            
(5星)	 最喜欢这部电视剧中的白话文            
(4星)	 经典 不是因为是历史剧 我可能会打5星！！！            
(4星)	 难得见到较好的历史剧            
(4星)	 经典！~超喜欢诸葛亮！~            
(5星)	 可以了解历史            
(5星)	 超经典,很喜欢片尾曲,谁TM要翻拍我跟谁急            
(5星)	 老戏骨赞            
(5星)	 我和老爸难得有这种共同爱好            
(4星)	 还是不错的            
(3星)	 滚滚长江            
(5星)	 虽然有些角色和想象中的有出入...            
(5星)	 大江东去            
(5星)	 这部三国极为经典，据说都出口到海外了。颇喜欢三国文化的日本也引进了，可见影响力。            
(4星)	 打架太做作……演话剧呢……            
(5星)	 滚滚长江东逝水 浪花淘尽英雄            
(5星)	 浪花淘尽英雄。            
(4星)	 滚滚长江东逝水~            
(4星)	 那时候是老爸逼我看的，那时候喜欢看古装武打片。            
(5星)	 已经不知道看了多少遍了，最后还买了一套回家收藏            
(5星)	 经典            
(5星)	 历史篇   当然没的说!-好            
(5星)	 比赤壁好看            
(4星)	 可是小时候一天一集看过来地            
(5星)	 无法超越，后来再读《三国》，脑中出来的画面，曹操，就是鲍国安；诸葛，就是唐国强；烙印深深。            
(4星)	 拍得很好，不是么            
(4星)	 喜欢 周瑜很帅            
(5星)	 小时候看三国 觉得好玩 长大了看三国 我真的落泪了            
(5星)	 经典之作，每个演员都很传神，不多说了            
(5星)	 许多形象都根深蒂固了            
(5星)	 还是这个版本的好看，人物深刻一些。新版的嚼不出什么味道来。            
(NA)	 快忘了            
(5星)	 不要把现在的电脑特技跟十八年前相比，没瞧见里面跑高级龙套的都是帅哥么！            
(5星)	 没人能再翻拍四大名著~没人~            
(5星)	 同样无法超越            
(NA)	 什么也不用多说了 经典中的经典 不过还是原著耐看            
(5星)	 好啊！！            
(5星)	 片头曲那个叫赞啊！            
(5星)	 是非成败转头空,青山依旧在,几度夕阳红            
(5星)	 非常非常喜欢            
(5星)	 三国相关题材里最喜欢的版本，尤其是唐国强版的诸葛亮，几近完美，不可逾越了，其他角色也都有不错的表现。相比之下，后来的一些三国题材的影视剧如同草芥，不提也罢            
(5星)	 绝对经典            
(5星)	 陪伴我长大的一部电视剧，黑脸的张飞，红脸的关羽，无所不知的诸葛，让人自然偏爱蜀国。喜欢看“三国鼎立”这一部，因为这时候是蜀国最辉煌的时期。四大名著之一，不能不看。            
(5星)	 可以看到老的经典!            
(5星)	 和爸爸一起看的..            
(5星)	 暗淡了刀光剑影            
(5星)	 经典三国，新版的很难会超过了！            
(5星)	 唐国强帅死了            
(5星)	 国产的电视剧是很好的，很有质感            
(5星)	 呵呵男人不看不行            
(4星)	 还有点味道            
(5星)	 史诗巨作，难以超越了            
(5星)	 根据经典名著改编。            
(3星)	 小时候最喜欢的名著，评书听了一遍又一遍，可惜感觉拍得比原著差远了。演员演的非常到位，但导演有点拖沓，对宏大场面的把握也欠缺            
(5星)	 经典            
(3星)	 好看 可是不是我的茶 女孩子爱看才怪            
(5星)	 虽然拍摄过程中有许多的瑕疵，但瑕不掩瑜，三国绝对是中国电视剧史上具有里程碑意义的作品。而且，演员咋就那么靠谱呢？            
(5星)	 最好的一个版本            
(5星)	 最爱三国，片子也很有历史感，片头片尾曲都相当有感觉            
(5星)	 太经典了            
(4星)	 堪称经典            
(5星)	 关二哥太传神了。主题歌好听。            
(4星)	 哦~回忆……            
(5星)	 绝对经典,可惜从来没有完整看完过.            
(5星)	 顶！！！            
(NA)	 好好好，可圈可点。是我看过最好的电视剧之一，也是比较长的电视剧啦。            
(3星)	 现在看的话节奏太慢了            
(4星)	 诸葛亮 赵子龙            
(4星)	 喜欢            
(NA)	 五岁就看了原著，有很根深蒂固的好恶，就是喜欢诸葛亮...关羽死后我基本就不看了...            
(4星)	 演得真好的不多，然整体可观            
(5星)	 永远的经典            
(5星)	 除了打斗有点假，剩下的都很好。比赤壁那渣电影好多了。            
(NA)	 看的不全            
(5星)	 经典~            
(5星)	 经典啊经典            
(5星)	 以后还有这么经典的三国演义吗            
(4星)	 经典就是经典，难以超越的经典~~~诸葛亮的形象啊~~~            
(NA)	 超爱            
(5星)	 当年为了看这个，和老爸大吵了一架呢！            
(5星)	 可惜电视上放了几遍也没全部看完什么时候买碟子吧！！            
(4星)	 战争动作场面比较次            
(5星)	 看了很多遍，就是没有全部看完……            
(5星)	 看這個的時候已經看過起碼10遍書了，但是唐囯強和鮑囯安給人的印象還是很震撼            
(NA)	 是这部电视剧，让我感受到中国语言的简单凝练，博大精深！            
(5星)	 没有一个男人不读三国的            
(NA)	 和爸爸一起看的            
(NA)	 个人认为是四大名著中拍得最成功的            
(NA)	 少看三国,老看水浒            
(5星)	 神作!            
(NA)	 没啥大感觉。记记了，小时候好像演过很多遍。            
(5星)	 强悍就一字字            
(NA)	 三国不看10遍和没有看一样!我现在只看了一遍!            
(4星)	 还行吧，现在看来太简陋……            
(NA)	 看到快70集了，好喜欢关羽、诸葛亮、周瑜、姜维、鲁肃等            
(NA)	 一计又一计，触目惊心。            
(5星)	 永恒的回忆            
(3星)	 这一版的人物塑造已经成为经典。            
(NA)	 三国演义            
(5星)	 成功再现了三国演义            
(5星)	 绝对经典，经典中的经典            
(NA)	 历史剧~~~            
(NA)	 小时候 特喜欢诸葛亮和关羽，还有周瑜            
(5星)	 难以超越的经典            
(NA)	 跟爸爸从小开始看            
(4星)	 文戏真的很强，武戏真的很弱，场面可以，画面不行            
(NA)	 又一个四大名著,三国之争涂害生灵呀!看了就不想看了,看不懂呀!            
(NA)	 三国演义            
(1星)	 怎么看不太懂啊!            
(NA)	 唐国强从此片开始步入了中老年人的行列            
(NA)	 受作者影响很大            
(4星)	 不能对电视要求太高            
(NA)	 四大名著，这个的话还是电视好看，很喜欢周瑜            
(NA)	 坐看风云之争，静观历史之变            
(5星)	 很棒的历史片 小时候最喜欢诸葛亮 然后喜欢赵云 现在喜欢司马懿            
(5星)	 央视出品的四大名著还真是经典阿！到现在想到三国里的人物就会自然的联想到这部剧里的角色。你看，连三国杀里的小诸葛亮不都是照着唐国强画的么！            
(4星)	 江山。人性。命运。            
(4星)	 8错            
(4星)	 喜欢            
(4星)	 很小的时候看不太懂，所以去年又全部重新看了一遍，感触很多。但是应该还是有很多东西没搞清楚，有时间想看一下原著。            
(3星)	 说实在的 对于电视剧不记得什么了            
(4星)	 感谢编剧没有自作聪明的重新演义            
(5星)	 第N遍            
(5星)	 很喜欢看            
(4星)	 ”滚滚长江东逝水“……            
(5星)	 经典的作品            
(4星)	 陪伴了我童年的暑假.            
(NA)	 经典            
(5星)	 看了不下5遍            
(5星)	 个人感觉四大名著拍得最好的一部            
(4星)	 多雄争霸            
(4星)	 在央视这几年拍的古装电视剧里面，我一直觉得这部三国是最经典的。            
(NA)	 拍得比较经典.少数看得比较完整的电视连续剧            
