http://movie.douban.com/subject/6008471/	醉后决定爱上你 醉後決定愛上你
(4星)	其实是在看啦……好久没追剧了呢……也希望台剧早点弄好一点啦……
(3星)	15集弃
(3星)	越看越无聊……偶像剧还是流星花园和战神好看。
(3星)	放弃
(NA)	有点假
(5星)	肥皂剧还是会喜欢。。特殊时期~~哈哈，结局狗血了点，但是的确是看着蛮温馨的~~宋先生太完美了。还有不拿不属于自己的东西……
(4星)	杨丞琳每次都演烂好人!! 要不是有张孝全,哼~才不看咧~
(3星)	暂时看不是很烂~~期待和【命中】一样好看~~但是希望很渺茫
(4星)	喜欢张孝全
(3星)	开头很吸引 越来越无趣 总算结局了 不过杨丞林的演技好不少的感觉
(4星)	肥皂剧就以看肥皂剧的心情看
(2星)	无聊有点，，，前半段还行
(5星)	我就是喜欢杨丞琳！可爱教主名不虚传，重要的是，她一路都在提高，都在成长！张孝全果然是名不虚传哦~~~全方位帅哥！虽然很替艾薇不值，但是，黑眼圈美女许小宁你到底什么时候才能担正啊？？？
(3星)	看到一半之后就弃了
(4星)	完全冲着张孝全看的　
(4星)	这么多年了 张孝全一直是个让人喜欢的演员 有很多共鸣的地方 所以 值得推荐 唉 王传一 你真是个悲剧哇……
(4星)	还不错看的十点档
(4星)	孝全丫孝全。。。
(4星)	张孝全哈帅！王传一哈帅！！
(2星)	没什么意思~
(2星)	。。。。。
(3星)	以前看不上眼的杨丞琳漂亮精致了许多，演技也精进了不少~当年的贺军翔和杨丞琳的傻帽组合，随着时间的流去，大家都老练了~PS 太拖了，终于看完，一群猥琐的阿嫲，张孝全老是一个表情—摊手皱眉瘪嘴
(4星)	喜欢杨丞琳，所以她的片子都有点期待
(4星)	开始冲张孝全看的。剧情，台湾偶像剧。
(4星)	原来丞琳和孝全都可以做谐星耶~
(4星)	多年来对杨丞琳无感，但换换爱和这部剧都觉得还不错。
(4星)	张孝全 帅翻了！！！宋杰修！！！这种风格我最喜欢了！！！
(4星)	在追ing!!
(3星)	个人觉得王传一比张孝全帅吧
(3星)	【醉后决定爱上你】大爱张孝全。从初中看他的【星愿】就觉得帅啦。再看【爱的发声练习】现在看更是帅爱啊。这次的角色也是他的新角度但是被诠释的很好啊演技一流。超帅且有型有魅力。哟。如何是好。本剧才3集看来要一路辛苦的追追追到底。本剧不同一般偶像剧，确实是娱乐喜剧也可以有文艺。拍摄环境好 
(1星)	开始还好，越来越拖沓，没什么亮点了~
(4星)	电视剧的存在价值是什么
(4星)	张孝全变帅了！！！  4、5、15、16、18 喜欢最后一集的后半段
(3星)	偶像剧告诉我们，假结婚最后都会爱上的，弃
(4星)	为了看张孝全呐~~
(2星)	不想看了
(3星)	杨和孝全好像没有火花哦~~~
(3星)	张孝全也没怎麼有型#.#
(3星)	楊丞琳演技還是一樣浮誇，不過還是很漂亮啊~第四集张孝全很可爱啊
(3星)	烂尾剧……
(3星)	觉得张孝全sexy......快说是因为我成熟了所以标准变了！追了四个月几乎要放弃了终于结局了！演员演技有进步，可是剧本……还是很鸡肋！
(4星)	许玮宁好漂亮啊~
(4星)	孝全真男人~
(3星)	第一集也太离谱了吧- -
(1星)	感觉挺好看的！要是我的另一半也是个飞行员，那该多幸福啊！
(4星)	之前演兄妹，这次演情侣，好看
(3星)	实在有点拖沓额。。。不过有些小地方还是蛮有突破的~
(4星)	算不错的了 虽然还是俗套 还盗版 但还是喜欢
(3星)	虽然喜欢张孝全~但是这部片子的进度太慢了
(NA)	你以为它会不一样吧 到头来还是大俗套
(4星)	很久不看偶像剧了 可是这个还不错！
(5星)	跨越春夏秋 拖沓星人总算收尾 欢笑泪水嬉闹 还是愿意相信美好 很久没追剧的回归之作「好的事情也许能够重复 感动十分就算纷纷模糊」
(5星)	山猪妹获得幸福修成正果
(5星)	居然是和老公看完的，哈~轻松浪漫又愉悦，和老公窝在被窝里看的笑死了~张孝全真有型，身材真灵；杨丞琳短发蛮好看的，熟女造型很喜欢。AND白梓轩好帅啊，和许玮宁还蛮配的，到底是混血儿，哈哈~
(3星)	看了两集觉得挺欢乐,只能说从命中开始台剧都越来越白烂了,不过能白烂的恰到好处的却很少诶~黄鸿升啊 快点出来吧~
(5星)	呵呵，第一次觉得丞琳的演技不错，因为她的哭戏，我第一次感同身受，孝全还蛮可爱的，喜欢他说：我希望能绑架林晓如的心时候的演技，还不错，不愧是命中等众多偶像剧的导演
(4星)	我也是冲着张孝全来的。。。 后面好拖沓 看不下去了！
(3星)	最强绿叶林美秀！
(4星)	被第一集吸引了.后面的情节不是很喜欢.
(2星)	剧情烂……！！！巨失望！
(2星)	弃
(3星)	不错，很有爱
(3星)	最后决定放弃你。
(4星)	虽然风评有好有坏，不过看在我还是看的很过瘾的份上，我打4星~
(2星)	因為張孝全而看的，但真的是個爛片，終於堅持到它播完了。痛苦啊！
(3星)	没看完 后面有点太二太狗血 而且被加油查美乐给挤掉了。。。张孝全还是很帅的~
(4星)	还蛮搞笑的。主要的是。我喜欢张孝全！！！
(4星)	❤张孝全
(2星)	张孝全越来越MAN了,编剧可以编的再无聊一点
(3星)	其实很无聊的，只是张孝全真的很帅
(3星)	后半部明显不行了
(3星)	前几集是可以很高分的 只不过从小张求婚后剧情越来越奇怪 杨丞琳的那些台词越来越恶心 不过我爱张孝全 杨丞琳把刘海弄没了不是很难看 以及片尾曲好听片尾好文艺
(3星)	很多感觉在看第二集时就变了，虽然演员还是卖力在演出，但太过生硬的剧情让人接受不了。看来对这种偶像剧还是不感冒。
(NA)	好的事情。
(3星)	张孝全年纪越大越有味道捏
(3星)	剧情那啥。。。
(5星)	不知道後面發展如何，第一集還是可以的~張孝全~~爲了你怎樣我都會看的~丞琳的髮型我很喜歡~可惜不適合我。。。T^T
(3星)	貌似我對這種題材的不太敏感的說
(3星)	越到后面剧情越扯淡，只是为了要看下去而看吧，我喜欢的是杨丞琳的短发还有张孝全本人。没啥好说的，只是用来消遣
(2星)	几尽狗血之能事，台剧将要落没了么~从第四集开始就什么都掺了一脚~~
(2星)	早就想弃剧了。。亏我还等了十八周啊。。。。靠北
(5星)	恶俗？狗血？又怎样？我就爱每周日晚看着她们大笑。杨丞琳演技是一夜蜕变的吗？真了不起。张孝全在这部戏里面的演技还是一如既往得自然，但少了分沉闷，多了分俏皮活泼，这就是火花啊火花啊！
(2星)	虎头蛇尾 一开始还蛮好看的 后面完全不行
(4星)	恶作剧之后看到的比较有味道的偶像剧
(1星)	不看了，越到最后越烦。
(5星)	在台湾偶像剧经过一段低迷之后出现的佳作，挺喜欢孝全的，以前都看他的电影，他演偶像剧还是一样张弛有度，丞琳算现在偶像剧女演员里面演技很棒的，真的看到她的进步跟改变
(3星)	终于有部台剧能在追追了。
(4星)	因为杨MM才看，除了最后的狗血情节以外都还行。。
(4星)	张孝全好帅啊啊啊啊……………………
(3星)	我多么有毅力看完了~
(4星)	一开始完全是因为杨丞琳和黄鸿升，现在看来也挺好看的~
(3星)	追啊追啊追·~~
(NA)	张孝全居然可以这么喜感
(4星)	开头很好，后来磨叽了~~~但张孝全的帅可以弥补一切！！！！！！！
(3星)	张孝全久别电视圈的回归之作嘛这是？我就是冲着他才重回台剧怀抱的，我还记得那年的苗子守和Mars多么深得我心！我讨厌台湾的小清新电影我还是为了同学你认真看了好多。只是！这部剧啊，一开始有好笑，有亮点到我，可后面剧情和表演有够夸张有够可以快进的，张孝全啊，你不适合这种喜剧表演法，快回去！
(4星)	20几集弃
(3星)	张孝全演技挺胖，不过敌不过编剧的瞎啊。。
(4星)	看偶像剧的意义就在于可以没心没肺的笑一笑，这个组合还蛮新鲜的，反正第一集我是笑了，那个谁穿制服还挺帅的【除了最后一集比较坑爹，其他还好】
(4星)	目前给三星。杨丞琳终于不装可爱了，还是慢慢走向成熟的路线，虽然还是多少有些让人不舒服的做作。张孝全很久没拍过偶像剧了，期待下。看了一集，还不错，剧情是会让人想看下去的那种，有各自生活的两个人，偶然的相遇，莫名的介入到彼此的生活，一次酒醉后的疯狂举动，怎么样都无法再扯断的牵绊…
(3星)	 张孝全不是我的菜，这片子看了开头后面看不下去了，不过开头醉酒结婚那一段还蛮搞笑的
(NA)	好吧，我是冲着张孝全去的，虽然不喜欢杨某人，但是至少这里没有那么讨厌。
(4星)	我还是爱这个女银啊
(1星)	鸡肋
(4星)	台剧真的不是我的菜，还行吧
(2星)	张孝全 WOWOWOWOW
(4星)	后面的剧情略显拖拉，最喜欢第一集。
(3星)	一开始不错，后面又不行了，好在宋先森很帅 @~@！
(4星)	韩剧血统，台湾风味。终于给低迷近两年的台湾偶像剧市场带来了夏天的风。笑点很多，无厘头十足，剧情狗血中有一贯宝岛小清新。这么久追完，欢乐多多。里面男女很养眼，magic power与杨丞琳的几首歌都不错。
(NA)	张孝全啊~~~~
(4星)	神奇般的觉得很好看= =
(4星)	杨丞琳在进步，演技非常棒。最后半集很完满，是我想要的那种平凡的幸福。台剧就是这样无厘头不用动脑才好，这就是它的营养和内涵。
(4星)	就张孝全很有看头啊！还有丞琳剪了短发很好看呢！冲这样就可以给一颗星了啦。（死颜控！）
(4星)	嘛保持4星是因为每个人包括配角的演技都灰常好，剧情嘛还是觉得一般……
(4星)	虎头蛇尾的厉害了 但是张孝全实在太帅 为了他我也要看下去啊
(4星)	张孝全终于男一啦
(5星)	张孝全 太man了！！！
(3星)	就为了看看张孝全。太无聊的片子，快进。
(3星)	山猪般旺盛生命力的女主角，有些轻熟女风味的杨丞琳
(3星)	沒什麼變化。
(3星)	开局不错，希望后续别越演越差
(3星)	我现在的造型基本上就是杨丞琳的这个短发加脐环似地耳环！！！wakawaka！！
(2星)	后面一半我看了等于没看
(3星)	很多台词和剧情太假了，发自内心的狗血，远远不及《命中注定我爱你》。陈导你不行了。唯一还有点看点就是张孝全的台词和表情。
(NA)	缘分
(4星)	最近台湾偶像剧里唯一一部看下来的……
(3星)	情节太扯，完全是看张孝全
(3星)	最后几集真是烂到爆
(4星)	好久不见的张孝全，还是一样的帅
(4星)	哈哈还蛮好笑的，张孝全果然很帅，丞琳还是演的很好。。。台词写的真好，编剧很厉害！
(5星)	看部恶俗呕巷剧吧~耶！
(4星)	大爱小东东~~~。。然后还整个人完全被白梓轩电到！！！！
(4星)	张孝全！
(3星)	剧情到后面就很没劲了..不过把台湾真的拍得很美..
(5星)	电视剧很好看，是我的问题
(NA)	太曲折了，没能坚持看完，不过还是很喜欢杨丞琳
(4星)	大爱张孝全！摩羯男！嗲！
(1星)	无聊
(4星)	送个张孝全，杨丞琳进步不少
(3星)	看了一半看不下去了
(NA)	不好看。。
