http://movie.douban.com/subject/1863941/	天龙八部 天龍八部
(NA)	 我看了很多遍都没有厌烦            
(4星)	 经典            
(5星)	 小时候看到乔峰的十八掌就跟激动，虽然现在看来特效很糟糕，但确实是80后心中的经典            
(4星)	 我还挺喜欢这部的～～            
(5星)	 经典！            
(4星)	 这是电影么````= =            
(4星)	 最帅的段誉……            
(5星)	 最爱的tvb电视剧            
(4星)	 算是最好的一版，但黄日华身量不够雄壮，也稍嫌豪气不足，樊少皇则演活了虚竹，无人能及。            
(5星)	 萧峰挖坟那块儿，虐死我了            
(5星)	 经典            
(5星)	 我就看上灵儿了！！！            
(4星)	 最喜欢周华健唱的主题曲！中年黄日华饰演乔峰，真的很合适啊            
(NA)	 很经典            
(4星)	 比张纪中的经典            
(5星)	 谁人痴情有过段誉、、            
(4星)	 当年经典电视剧，因为它，我喜欢上了武侠            
(4星)	 经典            
(4星)	 TVB 真的很经典 每个角色 都很好 和美丑无关            
(5星)	 黄日华啊            
(4星)	 总之 看完了            
(4星)	 胡军还是比不了            
(4星)	 这版本最好！            
(4星)	 港版真的无可超越            
(5星)	 最好看的天龙八部            
(NA)	 不错。            
(5星)	 经典之作~~            
(4星)	 啊            
(3星)	 现在看那布景太简陋了！小时候都没注意到。            
(3星)	 对这部不太感冒。            
(5星)	 黄日华=乔峰！            
(5星)	 我怎么就那么喜欢那个音乐呢。。            
(5星)	 经典            
(5星)	 最好版本的了~我也喜欢段誉            
(4星)	 只可惜粗糙了点            
(4星)	 上次在东部游的车上重温，给了我多么大的效用啊！！萧峰你是如此狂妄自大的一个人。。。            
(4星)	 只喜欢王语嫣和段誉那段~            
(5星)	 神仙姐姐奔四了            
(5星)	 A ： 陈浩民*^^$$*()&amp;$  B:陈浩民啦锅？ A：段誉啦！ B： 哦哦哦！！            
(4星)	 不太喜欢黄日华。。。不喜欢珠儿。。。。            
(5星)	 好看的吖，就是不明白为什么小龙女和神仙姐姐总是一个人。            
(NA)	 最经典            
(5星)	 永远的经典啊 所有阵容都很喜欢，百看不厌            
(5星)	 还记得十几个电视台同时播这一套剧的夏天            
(4星)	 下载观看地址www.mp4ju.com            
(3星)	 段誉。            
(5星)	 经典啊 经典            
(3星)	 也是看滥了的片子，但再回看一遍估计还是很喜欢里面的很多演员，特喜欢段誉！！！            
(5星)	 每次那个音乐一响起，我就热血沸腾，对不起，我沸点太低了。            
(4星)	 多喜欢老的这部的~~看这个的时候就想起小时候~~            
(4星)	 也是小时常看的武侠电视            
(5星)	 可爱的段誉            
(4星)	 。。。            
(4星)	 拍的很接近原著的金庸剧              
(5星)	 是不是都有一个规律  演了神仙姐姐 就一定会演王姑娘            
(3星)	 若彤 虽然慕容复怎么看怎么别扭 段誉也不适合你 我觉得            
(4星)	 最爱的天龙八部~            
(5星)	 比较经典的一版了，虽然布景依旧寒碜            
(5星)	 这部绝对是经典。。。不必多说。我已经看了好几遍了。每次都有不一样的感觉。            
(3星)	 李若彤很美            
(4星)	 黄日华，经典的乔峰            
(4星)	 无线90年代的黄金时期拍什么都能成为经典            
(5星)	 扫地的老爷爷很牛叉            
(3星)	 一般一般。            
(4星)	 还是觉得这部最经典            
(4星)	 李若彤、是美女            
(4星)	 最经典的天龙八部            
(3星)	 一般            
(5星)	 只有我的大学室友才能理解我有多爱这连续剧            
(NA)	 也算经典···            
(4星)	 看过的TVB剧统计中            
(4星)	 永远的经典            
(5星)	 值得一看。            
(4星)	 良说。这是金庸的经典。            
(NA)	 最爱的天龙            
(5星)	 其实不够宏大 不过黄日华演的真够爷们            
(4星)	 黄日华演过两部天龙八部            
(5星)	 小时候最爱看啦，觉得段誉太帅气了            
(4星)	 挺经典的            
(4星)	 段誉好可爱            
(5星)	 初中时候看的，那会儿特别迷，1天播2集，看完今天的就盼着明天晚上马上到来~最爱黄日华版的乔峰，陈浩民的段誉也很经典            
(5星)	 对于我这代人来说这才是经典的天龙八部            
(5星)	 乔峰，是真的英雄。            
(5星)	 你敢说你一集都没看过么！！！            
(5星)	 黄日华很经典，大侠风范。            
(4星)	 小时候看的            
(4星)	 很赞~            
(5星)	 最爱的金庸作品 嗯~~演员 主题曲都棒呆 哈哈。。            
(4星)	 全家一起看的电视剧，很喜欢黄日华，很MAN。樊少皇傻傻的，我也蛮中意的            
(4星)	 最喜欢的就是这个版本，好看            
(5星)	 看到萧峰自尽的时候有流泪冲动，克制，克制。黄版豪气冲天，自然洒脱，比某些版本的做作者不知强多少倍，啧啧            
(3星)	 慕容复，看剑！            
(3星)	 我居然拿下来粤语版···            
(4星)	 哈哈 每次看都爱 李若彤真漂亮            
(4星)	 最喜欢这一版的啊            
(3星)	 就还行吧。段誉。。            
(5星)	 太T的有意义了，囫囵你懂吧            
(4星)	 一直想电视重播来着            
(3星)	 以为虚竹很木讷，原来张纪中版又猥琐又贼眉鼠眼            
(4星)	 回想起来，这片子粗制滥造，但是那些主角配角几乎各个经典无可取代，还有那种萦绕全片的浓郁武侠氛围，大陆的张大胡子只拼风景拼服装拼投资了            
(4星)	 李若彤的扮相太好了~            
(NA)	 喜欢            
(4星)	 主题曲和王语嫣完美！！钟灵也很好……            
(5星)	 十大之一。永远的经典，什么时候看感动啊。            
(4星)	 除了喬峰 段譽和虛竹都好愛啊！            
(4星)	 小学时候的片，印象不深，只是单纯得觉得陈浩民好帅好可爱。            
(5星)	 我心目中的天龙八部            
(5星)	 诶哟，最好的一部天龙八部            
(4星)	 慕容复...丑了点            
(5星)	 最喜欢的金庸剧，经典呀            
(4星)	 第一部，也是唯一一部看完整的天龙八部。或者有这样那样的不好，可却是心中唯一的。段誉，萧峰都好，只有慕容复。。哎！            
(NA)	 比林志颖好万倍            
(5星)	 给黄日华大侠的五星            
(5星)	 到现在还是觉得这个版本的最好看            
(5星)	 就像忠八犬一样那么好,所以,总是没好下场...            
(3星)	 天山童姥那段剧情改得相当感人。            
(5星)	 永远的热血 和经典啊~            
(5星)	 比新版强额i            
(4星)	 最喜欢阿紫了            
(NA)	 黄日华版乔峰很赞！            
(4星)	 不错不错的···地球人都知道，啥也不说了            
(5星)	 我为黄日华也哭过了            
(5星)	 好看的 但是我還是喜歡胡軍版的喬峰             
(4星)	 南慕容 北乔峰            
(4星)	 陈浩民版段誉 李若彤版王语嫣很赞            
(5星)	 喜欢李若彤，喜欢段誉。小时候看的，感动得一塌糊涂            
(5星)	 中国的武侠剧真的是很强大，这是我承认的天龙八部            
(NA)	 还是喜欢胡军的肖峰啊~~~~            
(4星)	 最喜欢这版啦            
(5星)	 「吞风吻雨葬落日未曾彷徨，欺山赶海践雪径也未绝望」            
(5星)	 最喜欢这部天龙八部            
(5星)	 感觉放大招时挺好看的 还有王语嫣的感觉确实也不错...            
(NA)	 超级喜欢乔峰每次出场陪着音乐，超级帅            
(5星)	 喜欢陈浩民，喜欢六脉神剑。哈哈。            
(5星)	 很有气势的片尾曲            
(5星)	 因为这部剧陈浩民跟段誉都成为我心里的经典。爱这个段誉，爱这个很善良很痴情的白净的大理世子            
(5星)	 金庸经典~最爱~还有陈小春版鹿鼎记。            
(5星)	 真是经典啊。张纪中花了很大比重在取景，但香港片就用简陋的布景也能让你感受到扑面而来的侠气。            
(5星)	 最经典的版本            
(5星)	 看了无数次的电视剧。            
(4星)	 这部戏火了段誉            
(5星)	 这些人把故事演到戏里，拔都拔不开，甚为好看            
(5星)	 黄日华可以的...            
(5星)	 我喜欢 97版的陈浩明 乔峰 阿朱 喜欢 难念得经喜欢看，一遍又一遍            
(5星)	 最好看的天龙八部。            
(3星)	 除了场景不是很好其他都OK            
(3星)	 在金庸的那么多作品当中。。天龙八部不是我所喜欢的类型。。            
(5星)	 太经典了 喜欢            
(4星)	 比起书来，还是爱看电视剧             
(5星)	 相当经典的一部天龙八部 厚重感的乔峰， 脱俗的小龙女。            
(5星)	 黄日华的乔峰很有气势，第一集的出场就让人难忘~~~            
(5星)	 段誉啊~~！！！            
(5星)	 还是这版的经典呀~喜欢            
(5星)	 是我看过的版本里面最好的一部，特别是几个主角的表现，基本上能让看小说的人对号入座了。大陆的那版，比如高虎演的虚竹，怎么也看不出来他老实....            
(3星)	 黄日华版的乔峰，是经典，是女人的梦。            
(4星)	 我就喜欢虚竹。尽管不被人理解。            
(4星)	 其实和原著不怎么符……            
(4星)	 喜欢阿朱，讨厌阿紫            
(4星)	 这个版本其实还不错，虽然比不上林志颖版的。            
(5星)	 最爱的天龙            
(4星)	 恩，我还是比较喜欢这个版本的~            
(5星)	 一天、二龙、三夜叉、四乾闼婆、五阿修罗、六迦楼罗、七紧那罗、八摩睺罗迦也。法华经提婆品曰：‘天龙八部人与非人，皆遥见被龙女成佛。’             
(4星)	 喜欢  -  -            
(NA)	 萧峰不够气魄，阿朱、阿紫太不堪入目，还是段誉那一对最有爱            
(4星)	 比张纪中的好多了            
(5星)	 想当年，看了n多遍~~~呵呵            
(4星)	 语嫣，你还是那么销魂！            
(5星)	 没得说.无法超越            
(NA)	 这是我对李若彤的小龙女印象后的加深。。很九天玄女的感觉            
(5星)	 还是觉得这一时期的这一类型的电视剧很经典很好看            
(NA)	 那时候的我迷恋着李若彤的小龙女，爱屋及乌的爱上了王语嫣            
(4星)	 第一次看的电视版天龙八部，人物不错，场景现在看来不行了            
(5星)	 大爱            
(5星)	 算是十分经典的一个版本啦！！            
(2星)	 小时候就不觉得好，反而是张纪中那版比较喜欢            
(NA)	 虚竹的part向来最喜欢            
(4星)	 黄日华            
(5星)	 3天一本书，彻底金庸粉            
(5星)	 童年最美好的回忆之一，百看不厌的经典~            
(5星)	 难念的经            
(5星)	 无与伦比的萧峰。            
(5星)	 最好看的一部，百看不厌！            
(5星)	 高一回忆            
(NA)	 每每想起，眼前总是乔峰一掌打死阿朱，面具飞落，乔峰的怒吼            
(4星)	 估计80%的女人都喜欢乔峰吧            
(5星)	 都说黄日华演的郭靖好，我却觉得他演的乔峰才是最出彩的            
(5星)	 best ever            
(5星)	 当年看过《射雕英雄传》后，不觉得黄日华还能有更超越郭靖的角色，当然，他还是做到了，十分敬佩这个演员。            
(4星)	 和原著相差太远了....            
(3星)	 不是很喜欢看这类，没有看光            
(NA)	 对古装剧，偏好不大。这个算是看的比较全的了            
(5星)	 经典            
(5星)	 那个时候很多女生只是为了看段誉            
(5星)	 我的生活如果没了天龙八部，就像是今天没啦粑粑            
(4星)	 《神雕侠侣》、《天龙八部》，赞！！            
(5星)	 不错            
(5星)	 其实我喜欢里面的段誉            
(4星)	 经典            
(5星)	 比张x中那个好看多了            
(5星)	 看的时候还小，叶童把我感动哭了。“十年生死两茫茫，不思量，自难忘，千里孤坟无处话凄凉。”            
(3星)	 不是我心目中的经典            
(5星)	 黄日华的乔峰~！！！！！            
(4星)	 当年冲着段誉去的……            
(NA)	 不用说，相当经典了……            
(5星)	 只看这部天龙八部            
(5星)	 喜欢这个版本的天龙八部  萧峰才是真男人 小时候电视观看            
(5星)	 最喜欢的一部天龙八部            
(3星)	 神仙姐姐哎！            
(NA)	 那时候正初三，但是也没耽误了看电视            
(4星)	 契丹人蹲下来喝水有一个特殊的动作            
(4星)	 一直都很喜欢金庸            
(5星)	 小时候看这些电视剧，最受不了的就是不能抽时间一口气看完，唉，老是接不上头...            
(5星)	 吞风吻雨葬落日未曾彷徨    欺山赶海践雪径也未绝望            
(5星)	 姐心中天龙八部的范本啊范本            
(5星)	 好看啊好看，不写作业也要看……            
(4星)	 这剧的选角都很切合原著（私以为)    就是不喜欢大陆小眼睛的乔峰  和熟女气质的阿紫            
(NA)	 就喜欢看段誉            
(4星)	 念念不忘黄日华的乔峰哪            
(5星)	 最爱看段誉的部分，多情公子空牵挂。            
(4星)	 到中学了吧            
(5星)	 豆瓣的剧情简介真是狗血！            
(5星)	 不可否认，这部是经典。            
(NA)	 说起来，还是以前的港剧经典            
(NA)	 段誉跟王语嫣在一起的时候，别提多激动了            
(4星)	 最爱陈浩民~~~            
(5星)	 我会六脉神剑            
(5星)	 我想应该向肖申克的救赎或者这个杀手不太冷一样大多数人评五颗星。。看来事实不遂人意。只能说我太喜欢了。            
(4星)	 这片经典            
(4星)	 还是喜欢黄日华·            
(5星)	 当年因为这部剧,那叫一个谜段誉啊......从此以后陈浩明在我心里就是一个纯情小男人的形象...谁知道生活中的他竟然那么不纯情......            
(NA)	 经典中的经典            
(4星)	 黃日華，年青演虛竹，年長演喬峰，兩個角色都十分完美。贊。            
(NA)	 或哟，当时就觉得李若彤简直乖的莫法！            
(4星)	 光头梦郎~            
(2星)	 没啥印象了~            
(5星)	 佛家的教义贯穿全剧，偏偏是无欲顾及名利荣誉的乔峰段誉虚竹成为了绝世的大英雄，反而是那些机关算尽的人落得个凄惨的下场。看来，生活还是要随着自己的心意和能力而过，潇洒之余也许会有意外收获。            
(5星)	 我爸超喜欢看！            
(5星)	 最好的            
(4星)	 谁没看过？            
(5星)	 经典就是经典            
(4星)	 最喜欢这个版的天龙八部..个个都是经典            
(5星)	 就看过这版的~~央视的不爱看。。。            
(4星)	 不错，很经典的天龙八部，效果很好            
(NA)	 黄日华真是天生的大侠脸            
(NA)	 水木清华，婉兮清扬            
(3星)	 我很喜欢陈浩民。            
(3星)	 很想问问给黄日华的造型师，他到底是怎么样的……这么好的一个演员这么好的一个角色，就这个毁在了他的手里，实在是太冤了……这部戏里的段誉是最好的            
(4星)	 木婉清            
(NA)	 早就看过，这次重温，是冲着乔峰和阿朱的感情戏去看的。看完后，不得不再次感叹：黄日华版的乔峰就是我心中的乔大侠形象。顶！            
(5星)	 还是喜欢这个版本的~比较经典！            
(4星)	 不知为何，TVB拍出来的就是更有味道            
(4星)	 这个版本的天龙八部一直都是最爱，无论是选角还是演出都很不错。。。            
(4星)	 乔峰的出场真是雄武啊            
(NA)	 好看啊好看啊每次暑假都看            
(4星)	 看这部戏时我上小学~在广州看的！是一部让我不爱看古装到一直看完而且越来越爱的戏！            
(4星)	 武侠看的不多，基本上只有金庸的            
(NA)	 初三夜自习后偷偷看            
(5星)	 喜欢武侠世界，虽然充满了无法理解的争斗。。。            
(4星)	 还用说嘛~~            
(5星)	 当时真没有看出来原来乔峰就是演郭靖的那个人啊。怎么这么笨那？            
(4星)	 看来看去，还是这部最好~~            
(5星)	 乔峰的形象比大陆版的看着顺眼。            
(5星)	 黄日华在最早一版里演虚竹，那是刚出道的青涩与憨厚气质，不错，经历沧桑后，现在演乔峰，不是大侠豪气风范……TVB选人有时候蛮准的            
(NA)	 TVB的经典我们那个年代的人好像都不咋买新版的帐            
(4星)	 靓女多～            
(5星)	 最可爱的段誉，最牛的配音            
(5星)	 with huier            
(5星)	 可以给十颗星啊~            
(4星)	 乔峰，阿朱TAT被虐得以后都不想再看某几集第二遍TAT            
(5星)	 最DJ这版的段誉、印象最深的乔峰，还有还有，少不了最喜欢的虚竹~            
(4星)	 比国产版好&gt;&#34;&lt;            
(5星)	 2004            
(2星)	 我咋就从来不喜欢看天龙八部呢，哪个版本都不喜欢……            
(4星)	 这个版本我喜欢。            
(5星)	 太喜欢了 这个版本            
(3星)	 童年            
(4星)	 怎么看都比第二部好看&gt;&lt;或许这只是先入为主的观念。            
(5星)	 看了很多遍！！            
(NA)	 虚竹和天山童姥            
(NA)	 欣赏乔峰            
(5星)	 最喜欢的一版             
(4星)	 还不错昂~            
(NA)	 乔峰1！！！            
(3星)	 刘玉翠的经典我也爱赵学而            
(4星)	 为毛陈浩民就是红不起来呢？            
(4星)	 这个版本的段誉 最好            
(NA)	 经典            
(5星)	 没看过几版还是要说，最爱这一版。            
(3星)	 黄日华啊，多么潇洒。            
(5星)	 曾经很讨厌阿紫，后来能理解她了。            
(5星)	 黄日华拍的：天龙八部，射雕英雄传，义不容情，是让我觉得很是感动的电视剧，没有太多夸张的特技拍摄，让人看后觉得真的有这样的武功一样，以平凡拍出了最精彩的电视剧，大家有空看看吧，我已经看了N多次了！            
(5星)	 吾愛武俠！            
(NA)	 乔峰就是阿凡提...            
(4星)	 主题曲超有爱            
(5星)	 多说无益            
(3星)	 和82版各有千秋吧~陈浩民神似形不似，汤镇业形似神不似~李若彤还是小龙女比较适合，王语嫣扮相太差；            
(5星)	 经典啊，永远的经典~            
(5星)	 很不错  经典             
(NA)	 前天，我给我自己一天的时间又重温了一下，太棒了            
(4星)	 喜欢段誉。            
(4星)	 豪气,义气显露无遗,可惜有些关系没有像小说中那样明晰            
(4星)	 TVB金庸系列。            
(4星)	 还好~金庸最经典作品~            
(5星)	 我就不明白為什麽老是看不厭。。。。。劇情都能背下來了。。。            
(5星)	 黄日华版的萧峰才是真的男人！            
(4星)	 很经典哦，就是段正淳应该更帅            
(5星)	 天长地久有时尽   此恨绵绵无绝期            
(5星)	 经典～            
(NA)	 天下有情人            
(5星)	 想当年我是多么喜欢黄日华啊            
(5星)	 最喜欢在少林寺三兄弟联手抗敌，百看不厌            
(5星)	 此版天龙八部目前无法超越了            
(5星)	 再次和我妹携手看完的剧，我们俩是多么深爱段誉啊~~            
(5星)	 小时候很是喜欢            
(4星)	 还是最喜欢李若彤版的王姑娘...            
(5星)	 好            
(NA)	 喜欢神仙姐姐            
(4星)	 那是很迷段誉。            
(5星)	 很完美            
(4星)	 只记得 王语嫣很美~            
(5星)	 经典            
(5星)	 最爱的一版。经典。            
(5星)	 小时候伴随成长。            
(5星)	 看不腻            
(NA)	 萧峰给阿朱挖坟的时候年幼的我和我弟弟都哭了……            
(4星)	 因为有阿紫这个傻叉非主流的缘故剪掉一颗星            
(3星)	 我倒觉得大陆的乔峰不错。。嘻嘻            
(NA)	 喜欢！！当时爱看死了！            
(5星)	 最喜欢的一部武侠电视剧~小说好，剧本好，演员好，歌曲好。。。。            
(5星)	 虚竹啊虚竹            
(5星)	 最喜欢里面的段誉~还有他的配音            
(4星)	 李若彤是最像王语嫣的一个人了，演的真的很好，这部里面就是演阿朱的演员不够喜欢，黄日华演得萧峰气势上有点不够，其他演员都挺不错的了            
(4星)	 黄日华演的乔峰最爷们            
(4星)	 喜欢这版乔峰            
(4星)	 那时候最爱的就是语嫣。小学时代就开始的电视。            
(5星)	 经典            
(5星)	 经典中的经典            
(4星)	 乔峰为什么要死阿？？？5555~            
(5星)	 段誉啊~！            
(4星)	 好恐怖。。。一大堆名演员            
(5星)	 各种经典~！            
(5星)	 永远的萧峰！            
(5星)	 北乔峰，南慕容？高一的事情了            
(3星)	 好老啦            
(5星)	 满分 满分            
(4星)	 真英雄乔峰~            
(5星)	 TVB的经典古装大戏之一。            
(4星)	 当初为乔峰是死纠结了半天就感觉像当年水浒传中的林冲一样            
(5星)	 小时记忆中最好看的电视剧了            
(NA)	 六月份考英语六级前我还把这个剧再看了一遍，看完最后一集刚好到时间进考场。            
(4星)	 这个版本也不错，也可惜女人不够漂亮。            
(4星)	 起码比内地版的好看吧            
(4星)	 目前最喜欢的天龙八部的版本，也许是因为先入为主吧            
(5星)	 很喜欢这部，乔峰、段誉、虚竹都很棒            
(5星)	 黄日华经典            
(NA)	 有情皆孽 无人不冤            
(5星)	 除了把李若彤拉出来一人穿越分饰三角其他都很不错，喜欢阿朱啊虽然不是很美，喜欢钟灵啊，喜欢木婉清啊。            
(5星)	 黄日华~你就是乔峰！！！！！！！            
(5星)	 我那年的最爱啊            
(5星)	 最喜欢的这个版本的天龙八部。            
(5星)	 天龙八部都很精典啊……老版的也很精典            
(5星)	 李若彤！！！美若天仙！            
(4星)	 最喜欢金老的四部之一，另三为：神雕侠侣、笑傲江湖、倚天屠龙。            
(5星)	 超赞！百看不厌~            
(4星)	 当年陈浩民还没残~~嫩嫩的样子~~好看啊            
(4星)	 这个版本好看~            
(5星)	 陈浩民的段誉，是最完美的！            
(4星)	 集数限制导致虎头蛇尾 仍然不失为经典之作            
(5星)	 无法超越的经典~~就是不知道为什么，觉得王语嫣怪怪的            
(3星)	 剧情简介乱七八糟，阿朱什么时候变成星宿派女弟子了？？            
(4星)	 段誉总是比书中的好很多……            
(5星)	 让我花痴了十几年的段誉和木婉清啊~~为啥子他们不在一起呢？？？            
(5星)	 不喜欢武侠~~因为这个电视剧爱上《天龙八部》，但是还是不喜欢武侠            
(5星)	 不知道为什么很多人认为央视版最好，还是这个最好            
(4星)	 我还是喜欢黄日华的乔峰，这部片子的的主题曲非常赞。            
(5星)	 上学期湖南卫视夜里12点多放，复习一晚上看上一集，实在是人生一大乐事            
(4星)	 这版本算不错的了            
(3星)	 转眼十余年            
(3星)	 额啊。。萧峰怎么可以长这个帅样。。orz陈浩民版的段誉倒是有点味道。李若彤压根就是小龙女和王语嫣实在沾不上边。            
(5星)	 这部也是最好看的- -            
(NA)	 神仙姐姐O(∩_∩)O            
(3星)	 某暑假天天早晨8点爬起来看！            
(4星)	 小龙女改了名儿叫王语嫣            
(5星)	 君既为侬死，独活为谁施。            
(NA)	 经典            
(NA)	 金庸的最喜欢这个            
(5星)	 最爱这版的王语嫣和段誉。            
(5星)	 经典 当初都是偷偷看得            
(4星)	 经典            
(NA)	 无人不冤，有情皆孽            
(4星)	 喜欢那种洒脱和豪气，喜欢那种英雄气概，看上几遍仍然大爱，喜欢周华健的歌，听过几遍仍然沉迷            
(NA)	 那时喜欢里面的段誉            
(5星)	 童年的回忆            
(4星)	 关于这部的记忆实在是太多太多。。绝情谷,古墓派,虚竹的艳遇,最绝的是那段千年蜈蚣和天山雪蟾爬进段誉的嘴里。             
(5星)	 最大气的一部            
(4星)	 还是经典            
(4星)	 主题曲很喜欢            
(4星)	 只喜欢这部            
(4星)	 黃日華。李若彤。周華健的主題曲。就憑此給我的記憶。            
(4星)	 最爱的版本～～            
(4星)	 经典~            
(5星)	 我喜欢乔峰...            
(5星)	 最好的段誉，最好的萧峰。            
(3星)	 虚竹上辈子积了什么德？            
(4星)	 还是这个版本的最好看了。            
(NA)	 这怎么可能米看过            
(5星)	 经典            
(5星)	 挑几个镜头重温了一下            
(5星)	 江湖江湖..            
(4星)	 燕子坞前从此醉，杏花林里向来痴。红颜老去英雄在，落日牛羊归去迟。            
(5星)	 个人很推崇            
(5星)	 很经典的一部金庸剧~~~            
(4星)	 |2988:4919|            
(5星)	 最经典版本            
(NA)	 后来大胡子出的比这部好看            
(4星)	 在某种程度上算很喜欢这个版本这样囧RZ            
(5星)	 段誉太搞笑了            
(5星)	 第一次看，喜欢段誉，第二次看，爱上的是乔峰和阿朱，塞外牛羊空许愿，但我要的幸福你已然是给了的~            
(4星)	 冬天和奶奶打牌，吃东西~            
(5星)	 还是最喜欢这部            
(4星)	 陈浩民的段誉有如神来，刘玉翠和黄日华的搭档锦上添花~            
(5星)	 难忘萧峰英雄气概，难忘那个婉兮清扬的女子。            
(5星)	 可爱的段誉            
(5星)	 一出纠结万分的爱情悲剧.            
(4星)	 金庸的经典小说，确实够份量。好看。            
(5星)	 喜欢你里面的每个人，经典！！！            
(NA)	 討厭阿紫            
(5星)	 参一生参不透这道难题            
(4星)	 最喜欢钟灵            
(5星)	 爱上乔峰，想变成阿朱            
(4星)	 金庸的武侠都好看            
(5星)	 租录像看的，看了很多遍            
(4星)	 神仙姐姐和段誉，喜欢的幸福couple!d但一直觉得他们好像是姐弟。。。            
(5星)	 没看过之前的版，这个我就挺喜欢了            
(4星)	 还是香港的好看            
(NA)	 如果要我在金庸的小说中选取一部最好的话，我把这票投给天龙八部，看过数次都不厌倦，武侠之精品。以后也还要一直看下去，只要想看的时候。            
(4星)	 喜欢段誉和王语嫣的故事。            
(4星)	 最喜欢段誉            
(NA)	 李若彤漂亮            
(NA)	 经典哪            
(5星)	 嗷~书生的段誉和温婉的王语嫣哦~            
(5星)	 天龙八部还是这版好。            
(4星)	 神仙姐姐            
(5星)	 中学时期的一个暑假天天看~            
(5星)	 认为是拍得最好的一部！            
(4星)	 主题歌是周华健唱的~这是之后好久才知道的事实            
(3星)	 化妆和服装太差了~~             
(4星)	 里面的乔峰是几个版本最好的了            
(4星)	 钟意乔峰            
(4星)	 感觉是最好的一部            
(4星)	 喜欢片尾曲            
(3星)	 比较喜欢这里的木婉清            
(5星)	 我们家浩民啊~~你太可爱了            
(4星)	 我发觉我是个怀旧的人，天龙八部新出了挺多版本，但我还是最喜欢这部，因为谁吗？不是，只是一种感觉，香港以前的武侠片让我很有感觉 !            
(5星)	 我当初可迷段誉了……            
(5星)	 我们这个年纪的，能记住的就是这个版本了吧？记得阿朱死的那集哭死了            
(3星)	 这版就没喜欢的演员，陈浩民还行。            
(5星)	 这是天龙八部里面最好的版本了，我最喜欢了            
(5星)	 選的角色都喜歡~CH陳浩明和李若彤~黄日華很威阿~            
(5星)	 我偏是喜欢虚竹            
(5星)	 绝对经典！            
(5星)	 没什么可以说的了，黄日华这一版基本上也就后无来者了            
(5星)	 经典            
(5星)	 看了四遍你说能不经典么..            
(4星)	 除了阿朱，其他都是完美的~            
(NA)	 乔峰大英雄 我爱  阿紫 我也爱              
(5星)	 经典啊。            
(4星)	 疯狂喜欢虚竹!还有段延庆.            
(5星)	 为贪嗔喜恶怒着迷 找不到色相代替            
(NA)	 乔峰，我的至爱，一个悲情的英雄，但是后来有人把他演的像野人……            
(5星)	 。。。。。。。            
(NA)	 唯一喜欢陈浩民的一部            
(4星)	 黄日华您的乔总实在是令人拍案叫绝啊，一个眼神一个POSE就能搞定乔总这可是胡军远远做不到的，决定了您就是乔峰，无人可超越的经典！陈浩民同学的段誉也可爱，完全和书里那个花痴段誉也就是林版不是同一个级别，完全的美化，很好，我喜欢~~樊少皇同学当然也是美化了虚竹小朋友，黄版亦然，这俩都英气逼人也可以说是俊朗，怎么可能是无崖子天山童姥嫌弃得要死的又丑又笨的小和尚虚竹？所以以外表而言，高虎版虚竹真是挑对了人！            
(NA)	 太经典了。印象深刻。            
(4星)	 冲着当年的段誉，我给了四星！~            
(5星)	 唯一不反感的一部把金庸小说拍成连续剧的连续剧。。。。|||            
(5星)	 经典            
(3星)	 这一版的阿紫真是丑到让人吐血，阿朱也很呆，虚竹也演得让人很无语。。。剧情倒是尚可，段誉那一对也还行~            
(4星)	 经典版本            
(5星)	 个人的大爱~~~            
(5星)	 酣畅淋漓，荡气回肠，缠绵悱恻，执迷不悔            
(4星)	 我最喜欢这一版            
(3星)	 纯消遣的电视剧            
(5星)	 也是初中时看过的，比较经典的版本。            
(NA)	 最喜欢版            
(5星)	 这个看了好多遍。            
(NA)	 这个天龙八部是我最喜欢的一个版本，尤其是其中的黄日华            
(5星)	 再次重温这部经典…真是好看…只是结局有点太唐突了…            
(5星)	 爱上萧峰这样的男人            
(NA)	 这个乔峰还是最有男人味的了，央视的那个感觉就是个山野村夫，一点大侠的感觉都没有。            
(NA)	 比较能接受这个版本的。。。            
(4星)	 我喜欢这个乔峰            
(5星)	 最喜欢看的黄日华这版            
(5星)	 好!            
(4星)	 玩游戏的时候，特意又看了一遍。            
(4星)	 始终还是喜欢这一版            
(5星)	 最爱的英雄 最爱的痴情 俊美的少年们 我的阿紫………………            
(4星)	 经典版本            
(4星)	 就這個段譽最有靈氣了！            
(4星)	 王语嫣真够嗲            
(4星)	 高二时看的 还迷过乔峰一阵子            
(4星)	 王语嫣好呆滞啊。。= =            
(NA)	 我喜欢阿紫。            
(4星)	 经典的 就是认真复习过第二遍200808 还想再复习第三遍200910            
(4星)	 经典版。比后来的都强！            
(4星)	 初中时 被同学评价了一句：原来你们喜欢老男人所。。            
(4星)	 没内地的好            
(4星)	 这也是一部金庸经典，还是黄日华，还是香港式的连续剧表达方式，但是我还是依然喜欢。金庸的小说，我一部都没看过，但是拍成的电影和连续剧，我倒是看的挺多的。所以极力推荐金庸的作品。            
(NA)	    还不错   挺经典的。。。。            
(4星)	 拍的最好的            
(4星)	 啊啊啊，浩民真是帅得没天理了。            
(4星)	 笑你我枉花光心计……            
(5星)	 今天和众人谈起，青春扑面而来啊。            
