http://movie.douban.com/subject/3864306/	谈情说案
(5星)	 杨怡在里面的表演很卖力 很认真，为什么TVB每个女星都有人厌恶 说人家做作呢 不喜欢就说不喜欢啊。顶港剧、            
(3星)	 案子太简单，林峰超级呆            
(5星)	 感觉OK。            
(5星)	 很多人都说有伽利略的影子，但是还是很有TVB的特色的~~大爱林峰~~            
(3星)	 基本上是模仿【神探伽利略】的。            
(3星)	 粤语练习中            
(2星)	 帅哥就是这样被糟蹋了            
(3星)	 马国明很帅~~~~结尾太假了。。。。            
(NA)	 这部剧里的林峰不只是一个物理学家，简直是一个全能天才！            
(3星)	 头回觉得廖碧儿很好看，卢Sir这一对比较讨喜。            
(5星)	 只可以再爱她七十亿年...            
(4星)	 我爱的港式结局。            
(3星)	 开头魂牵梦绕，结尾如同招拳。            
(5星)	 KINGSLEY让我似曾相识，但我不敢深想，怕触动最深处的神经！我并不讨厌KINGSLEY，因为生活本来就是这样多灾多难，多喜多乐的！            
(3星)	 从小就爱看TVB..            
(3星)	 本来冲着林峰的，结果马国明出彩了            
(4星)	 狗血得相当诚恳 令我面对林峰和杨怡做作的演技都能流泪= =            
(4星)	 为什么男猪脚发型一样？？            
(4星)	 秀才遇着兵             
(5星)	 有点法证先锋的意思透过物理学的角度破解个个悬案，感情线的强度不是很够            
(3星)	 还真不怎么喜欢杨怡和林峰。。。。不过结局还不错啦~            
(3星)	 感觉不够悬念。。。            
(4星)	 tvb的剧必看是一定的了。剧中马国明真是变帅了，气质不错。演技也有提升。不过这个阿怡怎么反而越看越难看了。林峰还是那么地帅啊。            
(3星)	 言情+香港的伽利略            
(4星)	 重点是林峰很帅            
(4星)	 很像神探伽利略，不过多了爱情戏~            
(NA)	 犀利妹...勁啊            
(NA)	 看不惯林峰斯斯文文的样子..不过还是很帅            
(4星)	 犀利妹像是演绎着自己曾经的故事，那么的疼痛。            
(2星)	 爱情是什么什么酸。。。            
(3星)	 一直很狗血，突然最后一集哭死我鸟~~太惨了，不是每个人回头都有人一直在原地的            
(3星)	 破案+灰姑娘的故事            
(2星)	 虎头蛇尾的恋情发展            
(NA)	 我喜欢看他们的破案情节            
(3星)	 风衣再次合作，默契无间~            
(5星)	 和 《法证先锋》有点像。挺好看的            
(3星)	 看到结局 也没觉得男主角是爱女一号的            
(NA)	 　　万物法则皆讲求理性逻辑，爱情却是例外！《谈情说案》讲述了教授遇上女警，展开一段理性与感性角力的浪漫爱情故事。当中穿插一宗又一宗奇特有趣、必须物理角度拆解的案件，增添剧集的趣味性，令观众欲罢不能。             
(NA)	 我喜欢那段感情，哭了            
(NA)	 英俊帅气的教授林峰，浪漫的爱情誓言，还有那70亿年爱的生命，以及想要一部时光机再爱她一次的感人宣言。            
(4星)	 厄……神探伽利略的香港版            
(NA)	 大部分是在谈情 我个人比较喜欢説案的电视剧            
(3星)	 只能看看，港剧情节            
(3星)	 情节不得利啊~但是为了林峰···我忍~            
(NA)	 林峰很像个绅士，温文尔雅，看到他没什么脾气啦            
(4星)	 喜欢港剧的可以一看，林峰在里面很帅瓦            
(3星)	 有时候感情并不是公式，现代的爱情观各种各样的。            
(4星)	 喜欢谈情、更喜欢探案。            
(1星)	 真是很韩剧。男主人公家事了得，一表人才，情深一片。女主人公啥啥不是，但是就够草根，够顽强，最后一韩剧团员结局。            
(4星)	 犀利妹太做作了..            
(4星)	 在一定程度上，普及了科技知识。。。。。            
(NA)	 可好看了 。。。            
(3星)	 林峰 吸引我的点。            
(4星)	 这剧本是谁写的　屌　档次都提升了　膜拜编剧　            
(3星)	 林峰真是一个傻啊……            
(4星)	 就是冲着林峰和杨怡才看的这部剧！            
(3星)	 一开始以为片尾搞gay……            
(3星)	 反正林峰很帅，和杨怡很配就对了            
(3星)	 感觉有点失望啊~~            
(NA)	 穿着太正式了，休闲装不更好看吗            
(3星)	 当言情看吧，林峰貌似整得过头了            
(NA)	 苯胺基丙酸            
(4星)	 冲着少爷去看的，然后觉得马国明变帅了~~~            
(3星)	 怀念鉴证实录、刑事侦缉档案            
(3星)	 都说抄袭得厉害。没看过日剧版本的。感觉林峰有点做作，把林峰也捧得太神了吧。其实杨怡五官挺漂亮的组合在一起就马马虎虎了，马国明没什么气质，廖碧儿哎。。。            
(4星)	 让我重新认识了杨怡，很不错的演技！很有共鸣感。            
(4星)	 林峰的情话说的很感人 爱你的时间还剩下70亿年 。。            
(3星)	 如果没有峰少估计就打两星了吧。。。尽管峰少在这部戏的表现一点也不出彩！            
(3星)	 杨怡感情戏演的不错，觉得她的演技还可以的，以前不喜欢她感情戏太少            
(5星)	 哭的我淅沥哗啦~            
(4星)	 啊马国明好可爱&amp;怎么觉得像有点抄袭神探伽利略了..            
(NA)	 还行，剧情一般            
(NA)	 用来打发无聊用的。。            
(3星)	 一般般            
(4星)	 大爱林峰            
(3星)	 爱情还是肤浅一点的好            
(4星)	 有点像名侦探柯南，整体还可以，整篇已犀利妹和Kingsley的爱情贯穿全剧，及Kingsley的专业知识帮助警方破获一系列案情            
(3星)	 这部片子很像日本的《神探伽利略》 都是警察在利用教授查案            
(4星)	 100%狗血的劇情+100%完美的kings。            
(NA)	 这是个看明星的警匪片。            
(5星)	 Kingsley靓            
(3星)	 喜欢廖碧儿~笑起来好美~看完这个之后去看了神探伽利略。汤川的性格比这个景的性格要可爱一万倍啊一万倍~~~~            
(3星)	 so~~~~~小儿科。            
(4星)	 take me away kingsley :)            
(3星)	 就最后两集好看            
(4星)	 给四星完全因为林峰,演技越来越娴熟.演学究有人说演的过了,但偶个人觉得EQ很低的样子,很可爱,有趣.            
(NA)	 特别好看！            
(NA)	 到后面还是有点看头的。            
(5星)	 很好看的一部电视剧            
(NA)	 TVB好驴阿 我承认我是来看锋少的            
(3星)	 剧情还是老套了点            
(4星)	 其实我更喜欢Lo Sir```            
(4星)	 感情挺真的            
(5星)	 犀利妹跟PRO kings的感情感同身受            
(4星)	 在不敢奢望的时候，kings给了他希望，现在又把她推开~人生常常就是这样，又有多少人最终能有缘走到一起，并且携手一起走下去呢？~相爱真的没那么简单~            
(4星)	 为什么我喜欢的都是配角。。好啦，虽然戏份也蛮多的。我一向偏爱破案类的。。。所以。。嘛，虽然有点俗套了 = =            
(3星)	 只看峰少爷            
(3星)	 结局太完美~~~太完美~~            
(3星)	 結局太沒意思了，很難讓人相信，而且收尾也太倉促了.....            
(5星)	 案子拍得像恐怖片 都是些变态            
(3星)	 谈情多 案情少。不过也可以了 难得看完的港剧之一            
(3星)	 虽然爱情故事还不错。可惜案情太简单，不够精彩。            
(3星)	 闲极无聊翻看过几集。            
(4星)	 林峰~林峰!            
(4星)	 的确和神探伽利略神似啊，不过还是很有爱。            
(NA)	 这部剧只能说是港剧中的糟粕，如果不是林峰主演估计早就弃之不看了，剧情就不仔细说了，毕竟那个什么痕迹相当明显，但是结局实在太雷了。港剧中的大团圆结局是不是太夸张了点？为了大团圆而大团圆有意思么？            
(5星)	 在巴士上看到.回家就搜来看.几乎从来没有这样从头到尾看完一部剧.向来都是半途而废的我,看完了它.很喜欢里面的演员.这是不讨厌这部剧的原因之一了.有些纠结的感情.会生生的心痛.话说,为什么.当人难过时,心会痛呢?            
(3星)	 我一直很萌林峰            
(3星)	 作为一部探案剧其实不怎么惊心动魄，故意制造一些恐怖的气氛也不怎么吓人；作为一部言情剧，其实也挺老土的。中间有些插曲不错，还有就是看看不怎么美的美女和不怎么帅的帅哥            
(4星)	 这是最近tvb出来的算很好看的片子了，看到林峰和犀利妹分手了。我跟着哭啊哭~            
(3星)	 马国明真好看。            
(3星)	 真是想看说案 结果纯谈情了            
(3星)	 很简单的剧情，好多里面的物理知识高中就学过，案件也比较简单，警局不是有法证科么。干嘛老去麻烦大学教授，而且我感觉林峰在里面演的温温的24孝男，不真实。“为什么Kings的父母不喜欢犀利妹，因为犀利妹前世是姚金铃，他父母前世是太后和马大将军，都是被姚金铃害死的”玩笑而已            
(4星)	 很不错            
(5星)	 很不错，值得一看            
(3星)	 实在是一般，看完了权当交差。。。。            
(3星)	 tvb版伽利略~            
(3星)	 港版神探伽利略。看到一半实在没有兴趣看下去了。            
(5星)	 很棒，很喜欢他两~~追完这部以后感觉特别的空虚，没有盼头了……            
(4星)	 让人无语的教授= =            
(3星)	 不喜欢这个结局，我要是犀利妹，一定不会原谅景博            
(3星)	 表示 千篇一律的感觉。            
(5星)	 @@ 犀利妹~            
(4星)	 蛮好看的一部港剧~~林峰很帅~~            
(NA)	 山寨伽利略            
(NA)	 说实话不喜欢杨怡的角色，马国明还算小突破吧呵呵            
(4星)	 我不知道为什么要把大结局弄得这么猥琐。            
(4星)	 马国明在这里面挺帅的            
(3星)	 用一天时间把这部剧集看完，一，杨怡是在不耐看，也不好看，金枝欲孽中留下来的好印象真是一扫而光。二，为什么不让廖碧儿主演，好看多了。三，马国明终于可以上位出头了。还不错，说实话还是老的一些TVB的电视剧好看            
(4星)	 为了练粤语我看。我看。            
(5星)	 我喜欢粤语！！这部戏蛮好看的 哇咔咔  大爱林峰！            
(3星)	 看男人的－ －            
(3星)	 为什么每次都这么虎头蛇尾啊            
(NA)	 当身体内苯氨基丙酸浓度不断增加分泌，达到最浓时，这种状态and关系便可以定义为爱情，给我影响。            
(3星)	 案情挺弱智的            
(4星)	 说是冲着破案片去的，我自己都不信。。。当然是为了林大帅哥啦~哈哈~还行吧，杨怡表现挺好。            
(NA)	 从小就喜欢看警察办案与爱情的~~            
(5星)	 第二遍看得时候，发现很喜欢~~~第一遍给三星，第二遍给五星~~~没办法，还是最喜欢林峰和杨怡~~~            
(4星)	 喜欢林峰，哈哈，总体来说觉得这部片子还是不错的~            
(4星)	 更喜欢天恒和敏嘉的那段            
(3星)	 还算可以。。。就是没有警匪片的刺激感            
(5星)	 暴爱啊 最后几个案情挺重口味            
(3星)	 抄伽利略还抄的挺好的。            
(3星)	 不推荐看            
(4星)	 喜欢林峰，还用说别的吗？            
(4星)	 香港版《神探伽利略》~            
(5星)	 啊哟Kingsley和Gordon帅得不是一点点            
(3星)	 港版神探伽利略            
(4星)	 好喜欢杨怡。哦哈哈            
(3星)	 弱智的电视连续剧。。不过因为有林峰。。好吧。。还行。。。            
(4星)	 你们怎么鄙视我，我还是看的国语版。。            
(3星)	 我看的是谈情。。Gordon太帅。            
(2星)	 如果不是林峰的扮相和马国明的可爱，一星都勉强。港剧编剧退步太严重了，欺骗智商和感情。            
(5星)	 受受受！！！            
(4星)	 淡淡的淡淡的就淡到心里了。爱杨怡那场哭戏。            
(4星)	 纯粹为了明明跟峯峯才看的...            
(5星)	 我家男人~            
(3星)	 《谈情说案》这部连续剧，还是挺不错的。可是要门当户对的婚姻，还是让我……，马国明的角色我很喜欢。            
(5星)	 依然是港剧是最拿手的破案，从物理学角度切入却是新鲜加不同，林峰的演技真的不错，跟在以前的角色有很大的不同，喜欢喜欢。。。感情戏也不算雷同，虽说分分合合，可是没有俗气的第三者。。总之，推荐！            
(3星)	 剧情稍显牵强，特别是最后在科学奖颁奖典礼上的那段话太不实际了林峰演技太差，廖碧儿表演痕迹太重，以至于一看到她那张电视机脸我就快进TVB现在真难拍出好剧啊！            
(3星)	 林峰又演了回完美男银，不过就是看他跟杨怡在一起气场都怪怪的。。。            
(3星)	 TVB啦，麻麻哋啦            
(NA)	 只因为苯胺基丙酸，1加1最终就会等于2吗？            
(3星)	 林峰是主要原因，结尾有点糟，不过这好像是TVB的通病            
(3星)	 Gorden这个男冷不错  另外那个呆子男冷 太没担当了             
(3星)	 KING 这种男人，真是让我太无语了……            
(3星)	 还可以            
(3星)	 谈情不说案....            
(4星)	 虽说是为着少爷的颜看完了，但是少爷你的颜真的越来越别扭了……            
(2星)	 案情不精彩减分...杨怡不好看减分...2个阶层的人越开越不合适..最后结局生拉硬套他们在一起- -....男女主角的宿命            
(4星)	 很有趣!            
(4星)	 人错在高估了自己 嫌弃了别人            
(3星)	 杨怡演技不错，但剧情稍显弱智            
(4星)	 复习期间还看连续剧。我真罪恶~但是真的挺好看的= =            
(NA)	 林峰你为什么老演那么深情的男子哈哈哈 我喜欢            
(5星)	 还不错啦，不算太老套            
(NA)	 大多TVB片角色照旧情节老套,皆属无聊消遣用~没多大意义.....            
(5星)	 林峯超帅的            
(4星)	 被林峰最后一场哭戏和表白戏感动了....            
(4星)	 好看死了            
(5星)	 很好看啊~林峰很帅            
(4星)	 案情很容易猜到。嫌疑人就一个。很简单。比较吸引人的是犀利妹的感情。杨怡演的很真实。感人。            
(3星)	 Just so so，马马虎虎，一般般。。。            
(4星)	 啊 帅哥&gt;&lt;            
(3星)	 只能说这部剧有帅哥，有噱头，但是剧情真的是太松散，比起日剧版真的只能说差太多！本来打着侦探剧的旗号却没见到什么真正的推理内容，真是辛苦了TVB的几名当红主演了！            
(4星)	 欧.Lo Sir            
(3星)	 冲着林峰杨怡看的 然后发现马国明演的还不错            
(4星)	 为什么都要是大团圆结局？            
(4星)	 光谈情了，案子说的还真是少~总算是TVB的圆满式结局，只是话说TVB的尺度何时这么大了~            
(5星)	 灰常好看，被马国明秒杀            
(4星)	 前半段感觉一般，逻辑性也不强。但越到后面越精彩了。尤其是最后的一连串案件，还蛮精彩。最后两个男人追回自己心爱的人很感人~~            
(3星)	 不得不说现在的港剧很无语……            
(4星)	 就是因为林峰才看的， 他简直好看。不过里面穿插的新的TVB的演员也不错， 那个小高也蛮好看的。            
(4星)	 实验室里的贵族            
(4星)	 苯胺基丙酸  学到了一个新名词。高估或者低估自己，都不是件好事。。自我定位真难。。剧情需要，安排了很多巧合，让主角和配角很多次巧合地没有死成。无所谓啦，咱就是要看喜剧结尾，虽然生活不算太过悲剧。            
(3星)	 我竟然看完鸟！！！            
(1星)	 一星给犀利妹撕心裂肺的分手嚎哭。。。            
(2星)	 如果要討論是不是抄的，我的答案是肯定的。至於劇情上結尾部分kings聲淚俱下的在電視上說我是失去了我愛的人那段真的快噁心死我了好嗎囧            
(4星)	 林峰好靓仔啊～～            
(3星)	 马国明出彩了，林峰我对你失望了……            
(3星)	 原来想说，韩剧都是爱情，日剧都是推理，TVB兼具较好，可是看到后来还是觉得太拖沓，都在谈情了。本来案子就放在了最后，也无可奈何。还是福山大叔比较有魅力哈            
(3星)	 二叔！你好優啊！XD            
(3星)	 大结局我又掉眼泪了            
(5星)	 超好看的一部连续剧，N久没被电视感动过的我。。看哭了~            
(NA)	 可以想得到的结局。            
(3星)	 只是为了看林峰，后面的还可以            
(2星)	 其实我真的不喜欢看TVB。福山大叔气场非凡哪是随便可以超越的！            
(3星)	 可能看多了美剧，觉得这部剧中的案件、破案没那么刺激，很多时候为了把线索和案情连在一起，破案比较牵强。也难怪谈情放前面，因为看到最后，我就是很想知道两对的感情发展结果如何了…… anyway，最后一集kings的获奖感言很让人感动。            
(3星)	 港版《神探伽利略》么？            
(3星)	 感觉演得太不真实了,虽然电视剧不是不真的,但是也演得太假了吧            
(4星)	 呃...還不錯看...讓我體驗了通宵煲劇觀賞到天開始明亮的過程.            
(3星)	 一直在模仿，一直没超越；怀念福山大叔的伽利略            
(4星)	 花了两天时间迅速看完的剧，看这个居然能让我对林峰异常有感觉。。马国明这张娃娃脸根本不适合演花花公子。。杨怡好丑。。            
(5星)	 将感情融入案件的追踪里，非常巧妙，弦弦入扣，看得我魂牵梦绕。            
(4星)	 演林峰小时候的那个男的在家好月圆里面也演他小时候诶~~这算不算是特型演员呢？哈哈哈             
(4星)	 喜欢男2号~~~~1号也不错~~~~~都喜欢            
(4星)	 虽然是山寨...但素看在林峰的面子上...额            
(4星)	 似乎马国明更帅一点。。。不过还是更喜欢林峰跟杨怡配。。。廖碧儿。。。就不能给换个pp点的嘛。。。            
(3星)	 还行正看到变态精神病医生哦~强烈的控制欲，真可怕！            
(3星)	 林峰越来越帅了，很难想象他是当年美味情缘里那个毛头小子。的确，人还是瘦了好看            
(NA)	 依旧犀利妹比kingserly勇敢~不过男方似乎顾虑得太多            
(3星)	 最后结局收尾的好仓促哦，            
(3星)	 额。。里面的爱情故事好做作。。。诶。。            
(4星)	 单看帅哥就够了，哈哈哈            
(4星)	 前面看得都很喜欢，不过那个结尾，实在是太囧了，传说中的虎头蛇尾就是它了            
(5星)	 I LOVE TVB            
(5星)	 林峰型到爆啦！            
(3星)	 看过伽利略的人多少都有点鄙视编剧的险恶的用心。            
(4星)	 最后一集女主过于傲娇，影响了整部的质量            
(2星)	 浪费了演员的幸苦啊。            
(3星)	 杨怡演得好            
(3星)	 港版的神探伽利略，还不错。杨怡挺可爱的。            
(5星)	 忽然觉得马国明也不错么。。。杨怡更漂亮了。你填词，我拿奖。            
(4星)	 还行,但有时纠结的过了点.            
(5星)	 林峰好帅哈哈            
(3星)	 若無犀利妹，一定唔會睇            
(3星)	 用物理学解释案件，视角挺新的。            
(4星)	 那啥，神马都好，就是杨怡的脸大了点……            
(4星)	 还算不错了            
(4星)	 虽然一开始很鄙视林峰那种不敢为爱去努力的男人，但是，但他追杨怡到澳洲跪下的那个……不，应该说是那组表情后，原来，林峰还是林峰！            
(3星)	 犀利妹。。。哪犀利了。男二与女二的爱情太莫名其妙了            
(4星)	 Lo sir好性感= =            
(3星)	 sexy的lo sir(除了声音）            
(4星)	 结尾太仓促了，TVB近年出的港剧好像都有这样的毛病，《宫心计》也是，让人看不爽。            
(NA)	 门当户对的爱情才不用那么辛苦。            
(4星)	 谈情很多，说案很少。不过还是爱professor king和lo sir            
(4星)	 犀利妹哭得真棒！！            
(4星)	 TVB常见剧情            
(NA)	 恩，果然伤害别人之后再在别人眼前晃荡是非常残忍的。。也果然伤害别人之后再去关心对方是非常非常非常残忍的。。            
(3星)	 神探伽利略 不解释            
(3星)	 朋友說是她看過的，TVB史上最純情的片子，男女主角居然連個KISS都沒~嗯，確實如此！當然我們說的是林峰和楊怡，不過他倆還是蠻配的            
(3星)	 觉得还行，就是因为这几个帅哥美女我还是比较喜欢的。  至于，情节么，比较简单。 案情也不算特别深刻分析的。            
(3星)	 感情线有啲特别，会睇系因为有啲身同感受……            
(4星)	 除了结局假了点 前面部分还是不错的!            
(3星)	 果然只是谈情。。。            
(3星)	 口水剧呀，没的看解闷好啦，不过男主的脸让我想起了前不久的新闻，说是打什么什么多了，没有表情了            
(3星)	 喜欢林峰所以看了这部剧，景博这个角色并不是很出彩，但也可以看看            
(NA)	 麻麻地            
(NA)	 觉得挺好的，虽然有人说抄袭日剧，但是觉得还是有一定的港味。很喜欢马明和碧儿那一对，真实。            
(3星)	 最后一集，当案子破完，电视剧却还剩下半集的时候，我在想，狗血电视剧结尾又要来了。。。            
(4星)	 喜欢它谈情的部分 说案的部分。。。未免太小儿科了吧。。。恩 马国明先生是亮点=v=            
(4星)	 抄袭是肯定的啦，实在太明显了，日剧里就是看福山大叔，这里就是来看少爷的。不过公平来讲福山大叔的气场要强很多。最后还是弃剧了            
(2星)	 Nicle 真喺一個JP女人。            
(3星)	 一贯的港剧剧情，纯粹因为个人沉迷香港警匪剧的爱好~            
(NA)	   刚开始看的时候还不是很喜欢林峰，但是看多了，觉得他的气质好适合这类型的贵公子。片子里讲述的案情不是特别的吸引人，倒是林峰和杨怡的感情戏可以一看。            
(5星)	 非常好看~看完后疯狂迷上林峰了~哈哈O(∩_∩)O~            
(3星)	 感觉不是真正的推理破案剧，反而是科学知识普及剧 不太喜欢唯一想看完的是马国明和廖碧儿的戏            
(5星)	 最后一集很感人。。            
(5星)	 LO SIR!!!            
(3星)	 没事情，看看打发时间还是不错的            
(3星)	 无聊的消遣            
(5星)	 总觉得结尾有点草率            
(NA)	 支持马国明，被林峰气死啦，杨怡演的很好，特别是失恋那部分            
(3星)	 刚看完，一般，TVB的电视剧大不如前了，哎！伤心            
(4星)	 看完宫心计，杨怡一直是个坏女人的形象，犀利妹这个转型还不错啦            
(3星)	 刻画还不够啊            
(5星)	 相当精彩的剧集。。但结尾复仇那段写的也太夸张了。。。震S我了。。。编剧真能编            
(4星)	 阿峰好像变了，是不是整过脸了，看上去很不自然，可是还是很想看他演的电视剧，就像一种瘾。马国明很帅，也很喜欢。港剧中的破案的剧情一直都在寻找新的东西，先法医，后法政，还有谈判专家，还有各个部门的，让人很有兴趣，虽然大家知道说得有些神了，可是还是迷恋这些剧情，这些明星的参与            
(3星)	 杨怡同学怎么看着这么老啊啊 大浓妆啊            
(4星)	 是冲着林峰去的，可是发现案件真的是太让人无语了，一下子就能猜到，不过最后两集很精彩，那是高智商与高智商的对决，结局也是圆满的。两大男主角也形成鲜明的对比，发现这部里马国明演的挺好的            
(NA)	 对于林R的戏，就算再烂，冲着他那总是深情满满的眼神和莫妙的人妻气场，我都会乐的屁颠屁颠看下去。            
(4星)	 很老套的TVB的片子，但不知道为什么，还是意犹未尽的看完了整部剧！            
(4星)	 恩 冲着峰少去的··还是《神探伽利略》跟大神的《MR BRAIN》犀利些····            
(NA)	 最近很迷林峰，很喜欢林峰的声音，人又帅，杨怡也不错            
(4星)	 除了结尾有些狗血，其他都很好。            
(5星)	 大爱~            
(5星)	 非常不错啊  TVB总是能给人惊喜。            
(5星)	 心情不好或者身体不好的时候可以拿来看，比如我现在。。。刚刚看完，免得以后反悔，先写下，很感动，很有爱。。。但是kings那样的男人我可能不会给他多次机会，即使给了，也是因为心软，并非回头再爱            
(4星)	 冲着物理破案去的，但是案子很简单。挺喜欢犀利妹，男主的感情观论调很强大，另外一对其实看的时候觉得这种爱情很欠抽，可是看到后面反而被他们感动了&gt;&lt;分手那集非常虐，好像又是28集，这个数字一般都到虐的时候了是么。囧            
(4星)	 迷痴~            
(3星)	 以谈情为主，案件说的都比较草率，还是最后集比较好看点~            
(4星)	 林峰这种。。。我最爱 - -。            
(NA)	 山寨            
(5星)	 科普片+雷人爱情+感人演技            
(4星)	 好久没看TVB了   。。            
(4星)	 结尾很狗血，没有法政好看，不过，看着这些熟悉的演员，还是觉得很亲切。            
(NA)	 麻麻吧，其实我更喜欢寇仲时期的林峰，收获是马国明不错哎~~            
(4星)	 还不错的港剧，虽然模仿某日剧的痕迹很重            
(3星)	 前面很垃圾。。到最后几集精彩了，又戛然而止了。。。。            
(NA)	 没有了以往的喜欢，是TVB不行了，还是我太挑剔了，林峰那三十年代书生的样子，不喜欢，还是马国明的角色比较喜欢，剧情也很一般啦，模仿你也要做出自己的有特色吧？！            
(NA)	 同《神探伽利略》相似？i will find it out!            
(NA)	 刚刚看完的一部剧。开始的时候还是蛮喜欢Kingsley的，特别的喜欢他们两个的感情。可看到后面，Kingsley就那么轻易的放弃了，没有更多的争取，即使明明知道犀利妹有多么的喜欢他，还是选择放弃。真觉得挺可气的！然后还貌似很大度的希望再做好朋友！好像这就是他的好！哎，纠结的一部戏            
(3星)	 打发时间的片            
(3星)	 科学家无敌了            
(3星)	 我只是非常不喜欢男人对女人下跪 还有老是莫名其妙从地里面冒出来的屈臣氏~            
(4星)	 苛刻点说  这剧谈情谈得狗血  说案说得勉强  散发着浓烈的tvb气息  可该死的还是为教授和女警的爱情狠狠心动了 前半部的pro k几近完美 连手无缚鸡之力的孱弱样儿（= =好一个壮实的孱弱书生）都让人萌得滚来滚去  林峰童鞋眼里再找不到赵小霸王的飞扬跋扈  时光尊尊将人抛            
(5星)	 看完狂爱kingsley,极度绅士呢            
(4星)	 欢喜林峰呀，好帅的咩~            
(4星)	 好耐冇睇过甘精彩嘎电视剧喇。。。            
(5星)	 我惊奇是林峰和杨怡整部剧连嘴都没亲一下  太纯洁了  ...还有那句,就算再爱也只能爱七十亿万年了   挺感人的              
(5星)	 杨怡演得太好了。。。投她N票。            
(4星)	 后来物理学教授越来越扯，连脑科学和遗传学都插一脚            
(4星)	 冲着黄宗泽和林峰这两大帅哥去看的~~还不错            
(2星)	 这个是在无聊的时候可以看的，案件一点不精彩，感情戏没新意，男主角没特色！            
(5星)	 好看。。如果再增加一下案情的可看性，就更好了。。            
(4星)	 林峰很完美~马国明越来越帅            
(NA)	 满足了所有灰姑娘的梦想，有才华专一，英俊家境好，虽有磨难，最后还是很给面子的在世界科学家大会上表白，有哪个姑娘能抵住这种攻势？小丽失恋的片段表现很真实，看了泪水涟涟，非常感动            
(5星)	 嫁给我            
(4星)	 只想看谈情了            
(3星)	 演技很假。            
(2星)	 说案不行我认了，谈情也如此粗糙，港剧真的玩完了？            
(NA)	 非常一般，感觉就是在抄神探伽利略,而且演员演得太过了.            
(4星)	 当初只看了一集的时候觉得TVB这类破案的剧集应该很老套。又不喜欢杨怡。看了之后觉得破案的思路还是很新颖的。林峰也很帅。就是每次破案他都帮忙。又不是警察局的人。这点想不通了。            
(3星)	 谈情的部分很好看，说案就真的很弱了            
(5星)	 很喜欢林峰唱的主题曲            
(4星)	 還是喜歡看TVB拍的這樣類型的片子。            
(2星)	 模仿 神探伽利略的港片，还算可圈可点。            
(4星)	 大爱林峰~~~            
(5星)	 媲美法证先锋            
(3星)	 杨怡为啥越来越红脸也越来越长了。。。。。            
(3星)	 抄伽利略，，，这个               
(4星)	 起码结局没让人失望            
(3星)	 很TVB的剧集~~            
(5星)	 杨怡演技太精湛！犀利妹哭一次，我就哭一次！            
(4星)	 林峰好聪明啊！！！            
(4星)	 终于完结了，follow得很辛苦，正好在考试期间，不过还是看得很开心，虽然TVB的剧情始终那么狗血            
(3星)	 同伽利略比，真是。。。 。。。但我还是看完了。            
(NA)	 我不喜欢kingsley 这样的男生  若干年后 他懂得了人情事故 我必将被其所弃 但我大喜欢喜欢上了Raymond Lam  犀利妹处理感情的手段 方法我也很欣赏 感性与理智并存            
(4星)	 professor King            
(3星)	 林峰！！            
(4星)	 tvb管用的手法,皆大欢喜的结局,预料之中的情节!            
(4星)	 感觉有的地方有点吓人·  个人意见 仅供参考 哈哈·             
(5星)	 我中意你啊！！            
(3星)	 Kingsley，perfect啊！PS，剧情模仿神探伽利略的说，不过男主帅多了。。。            
(NA)	 你以为你会背几个公式做几个实验就可以对别人呼之即来挥之即去么~            
(NA)	 TVB版神探伽利略~            
(3星)	 打发时间蛮看了，没什么特色的剧集。            
(4星)	 整个上半年 难得没让我失望的电视剧之一            
(5星)	 第五颗星是给你的，犀利妹。。。            
(2星)	 很普通，没太大的感觉...爱情比案件出色，啧啧，败笔还是优胜之处？看了一两集罢了...没什么耐心看下去，最感兴趣的是马国明和廖碧儿之间的感情，可惜不是主线。            
(3星)	 每次看电视连续剧就不可自拔，一定要看完才能安心做其他事情，利用一天左右就看完这部电视连续剧了，情节一般般，没有一般破案片的精彩，不过因为男女主角我都很喜欢，所以还是看下去了，特别看到犀利妹和景博分手在厕所里面抱着飞sir哭的时候我也很想哭，想起了我爸妈，想说一句父母都是最伟大的。            
(4星)	 林峰在里面太温文尔雅了，我有点儿不习惯~~更喜欢马国明的角色。。            
(5星)	 虽然山寨，虽然漏洞很多，但不否认值得一看            
(4星)	 MD 物理就是各种万能... 追女仔都行...            
(4星)	 还不错，港剧很久没有这样较为吸引人的时装剧了。            
(3星)	 马国明怎么那么帅            
(3星)	 我是冲着林峰看了这部剧的。说真的，有些小失望。【谈情说案】谈情？没有那种刻骨铭心的感觉！最突出的是，我都不知道为什么犀利妹失恋的时候要割脉！剧情的安排并没有让我觉得她会有割脉的冲动！说案，案情不精彩，反而过度用镜头渲染恐怖、悬疑的气氛而非精彩的推理。总的来说，我觉得一般。            
(3星)	 掉水准的TVB            
(4星)	 比起日版的伽利略港版的不愧是情字当先啊。不过林峰小哥和福山大叔都还是很吸引偶的            
(3星)	 弃            
(3星)	 剧情还凑合            
(NA)	 还是老一套  破案夹杂情感的  只不过运用了很多科学知识~~一小般！            
(NA)	 好看囖~~            
(3星)	 比想象的好，但看看下覺得，電視劇這個東西還真沒有什麽演技可言，消遣下都ok。沒有鐘小姐的乾嚎我已經燒高香了……            
(4星)	 喜欢林峰~为林峰而看。天然的阔少，不用装啦~            
