http://movie.douban.com/subject/3126164/	溏心风暴Ⅱ之家好月圆 溏心風暴Ⅱ之家好月圓
(5星)	 好！荷妈很厉害~~一个女人为了儿子、丈夫、家庭所付出，为了他们，自己一个人的牺牲。理解，曲解，误会，这个女人奔波一生，就只是为了她的家庭可以和和睦睦，家人健健康康~~            
(3星)	 吵死了            
(4星)	 改觀了我對楊怡和陳法拉的看法。            
(3星)	 为看林峰，实在不喜欢这样家长里短的剧            
(4星)	 林峰太可爱了            
(2星)	 港版 “沪上老娘舅” 可以说是烂了。管家仔你可以还要不要再傻点？但你总比没事找茬的管家婆皓月好。如今流行只有奸角才有味道吗？好好的蒙嘉慧MM没了，来了个阴魂不散的徐子珊。是部只能跳着看的TVB剧。            
(5星)	 2010.4.25——2010.5.5            
(5星)	 记不清看了多少遍，不愧是收视最高的剧，真的好好睇。这一家人太有爱了            
(4星)	 比第一部好看~            
(5星)	 TVB台庆戏没得说            
(3星)	 第一次看的时候被剧情纠结的死去活来的-，- 钟意管家仔！！            
(4星)	 比第一部好看~            
(5星)	 ；骗了我好多眼泪，也懂得了很多。            
(5星)	 杨怡和陈法拉演得很好，很感人。。。            
(4星)	 觉得后面有段是拖拉的，其他的都蛮好            
(4星)	 家嘈屋闭2            
(4星)	 爱不疚            
(5星)	 冲突，斗争，亲情，爱情，两小无猜，TVB范儿的电视剧            
(5星)	 荷妈好有气场！！米雪演技一级好啊！！衰到真系好想打距！最爱林峰啦，哈哈不错每次见距为钟嘉欣伤心难过，就为距唔抵。真系想打晕钟嘉欣啊！！！太过分啦！！好中意阿月同阿庆！！            
(5星)	 真好看！乖乖躺沙发看了两天，最爱管家仔，小月也爱~            
(4星)	 挺不错，但每次都在饭桌上开骂，也挺怪的。喜欢阿月与阿卡！            
(5星)	 一个字：好            
(NA)	 匆忙看过！老掉牙的豪门情节！可还是喜欢            
(5星)	 爆好看！已经看过好几遍了 还想回温 我爱家好月圆庆中秋！            
(4星)	 基本每集有看点，就是没啥新意            
(3星)	 喜欢少爷才追的...没想到还不如溏心- - 越来越讨厌钟嘉欣了 怎么看怎么恶心... 只喜欢管家仔好了~            
(4星)	 冲着阿卡阿月想给五星，不过阿好阿秋和某医生的三角恋导致只能给四星至多            
(4星)	 超爱林峰演的管家公，真是好男朋友的典范～～家庭剧，冲突也很激烈，而且香港片的价值观永远是这么正确的～～            
(4星)	 jo和秋的爱来爱去让我讨厌。            
(3星)	 峰少还是在第一部里比较帅。。            
(4星)	 林少在这部剧的造型非常心水之~~            
(4星)	 吵啊吵 打啊打            
(5星)	 管家仔            
(4星)	 钟嘉欣那角色实在是很狗血。。。            
(5星)	 我觉得于素秋唔应该同啊好...  两个世界的人...!! 绝对要翻炒的电视剧!!              
(4星)	 米雪演的真好            
(3星)	 一部以“家”为主题的电视剧，大团圆的结尾，以小三惨淡收场、正室大获全胜收尾，无论是老一辈、小一辈的感情故事都告诉了：当小三没有好下场，糟糠之妻不可弃。比起剧中刻意渲染的家庭温暖、传统价值，我更喜欢林峰，几乎是撑着我看完的唯一动力。            
(4星)	 妈妈们的榜样 - 荷妈            
(4星)	 管家仔~            
(5星)	 最喜欢林峰了            
(NA)	 那歌真好听~~~            
(5星)	 我是相当喜欢这个剧的 即使有的地方有点狗血 不过我就爱看一大家子闹闹腾腾 够热闹的...            
(4星)	 整体感觉很完整，偶尔有老套的剧情，还是很大气的剧，近年TVB的好剧真不多            
(5星)	 经典            
(NA)	 精彩            
(5星)	 自从看了这部电视剧，我短时期内没有再看电视剧的欲望了，因为它真的太精彩了！！            
(5星)	 亦泪亦笑，几乎一口气看完。。TVB又一经典大剧。。            
(4星)	 人人都可以哈哈大声笑，但是我笑，却没有声音。回家的路真难走。            
(4星)	 荷妈的道理还真的是让人无法反驳的，而红姨又确实只是想维持好自己的一个不容易得来的家            
(4星)	 吵架吵得很有气势..就团圆吧...            
(5星)	 我很喜歡家族劇。            
(4星)	 儿子们四分五裂            
(5星)	 始終覺得溏心風暴好睇d……            
(4星)	 人在做天在看            
(3星)	 没看完,吵得太厉害了.~            
(NA)	 大家人，            
(5星)	 最爱溏心！！！            
(3星)	 我反而觉得第一部好看些，总的来说，我对这种戏不感冒            
(4星)	 很多感人的片段。开始的时候觉得有点太多人了，为什么总是一堆人，后来看着看着很喜欢他们温馨的家庭戏。            
(5星)	 非常经典的家族大戏。            
(4星)	 管家仔~            
(4星)	 我很喜欢钟嘉欣            
(NA)	 經典，我的管家公在哪裡?            
(5星)	 一家人就该这样：总想着家里的人，就像《相亲相爱》里唱的一样。            
(4星)	 家族风暴            
(5星)	 很真实的家庭戏，久久回味            
(2星)	 彻底的闹剧            
(5星)	 人 不能做错事             
(NA)	 人还是善良的好            
(5星)	 超萌陈豪和杨怡这对            
(5星)	 林峰好帅，剧情紧凑，还是比较有逻辑，值得一看，感人至深！            
(4星)	 卡月。【我不会再让我的妹妹受一点点委屈。】            
(4星)	 比第一部好多了 有点OVER 但总算追的下去            
(4星)	 卖鲍鱼的变成卖月饼的            
(4星)	 呵呵~~很温馨，看的时候超喜欢，特别里面有首《分分钟都需要你》带手语的歌，很感动很窝心，让我一度很有学手语的冲动~~（遗憾的是现在都没学会……）哈哈~~真的很喜欢tvb哦，最近看的《律政新人王2》也很好看，虽然不是新片，不过觉得男女感觉超配，在一起的时候感觉真好~主题歌也很好听~            
(3星)	 不是為了米雪真惡頂這樣的片子……            
(5星)	 剧情精进了，还加了很多做人的道理，有些微微让人感动            
(5星)	 我最喜欢的电视剧，当初看的时候，几乎每一集都让我感动到哭。我想如果家中也有个“荷妈”，那是最幸福的事。也是这部剧，我开始真正的注意并喜欢上黎耀祥            
(5星)	 TVB还是蛮爱的，比第一部好看            
(4星)	 好看好看．．．看了Ｎ遍．港剧里的经典．            
(4星)	 陈豪演的不错啊。。这才是真正有演技的人            
(5星)	 听说不错，想看看            
(NA)	 闲的不知道手往哪里放的时候打发时间~~            
(5星)	 这一部我很喜欢的说！            
(5星)	 赞 于素秋和管家公~~            
(4星)	 大家族的斗争            
(4星)	 覺得好心之間更像親情，凌B和秋B之間先似情侶/but我系為咗少爺先睇咖~囧            
(5星)	 管家仔最大！            
(4星)	 比不上第一部。            
(4星)	 罕见的，续集比第一部好看的电视剧            
(3星)	 一大家子            
(4星)	 剧情么就是哭哭那个啼啼。。还是只看男人和女人            
(4星)	 个人更爱第一部            
(4星)	 家庭大剧，休闲必备。。。            
(4星)	 经典            
(5星)	 MOVING            
(4星)	 怀念大一的时候～～在寝室里一起看一起哭～～            
(NA)	 太复杂了。            
(2星)	 续集通病，勉强过得去            
(5星)	 钟嘉欣小姐中分很好看啊            
(5星)	 感人的剧集呀.........荷妈在大厅..哈哈..好伟大的妈妈            
(4星)	 没看过第一部，好像尝试过看第一部，也许是起步晚了吧，所以没看得下去，太长了心里有压力···这部是从一开始就看的，慢慢看下去就觉得还可以，但是剧情还是有点纠结的，毕竟是“大家族”嘛，可以理解，可以理解···            
(NA)	 没有第一部好看，明明是卖鲍鱼的，偏偏要变成卖月饼的，真是乱搞。            
(3星)	 整体没有很喜欢，尤其是开头，看得我云里雾里。都不清楚他要说什么。只是因为他是TVB才看下的。            
(5星)	 这部也很好看，主要是我家峰少担正了            
(4星)	 TVB拍这种片子最拿手了~~~            
(5星)	 同样支持~            
(NA)	 家好月圆贺中秋其实也是家好月圆人团圆啊~~~TVB的家庭阴谋剧啊~~~~            
(3星)	 虽然剧情也有些俗套，但看的是一个氛围，家庭氛围！            
(4星)	 总的来说很温馨的戏。。。            
(NA)	 好看的            
(3星)	 很吵。            
(NA)	 港剧港剧！~陈豪            
(5星)	 又一部TVB的百人大戏，台庆的节目真的不是盖得，第一次在这部戏里面觉得林峰的演技还不错，愈来愈讨厌徐子珊的本人，虽然TVB的大戏不管中间是如何斗得你死我活，但是最后都会已圆满来收场，这还是我很喜欢的            
(5星)	 家好月圆庆中秋，荷妈好伟大！            
(3星)	 。。。            
(5星)	 家好月圆庆中秋~~~            
(4星)	 就是喜欢看勾心斗角呀。            
(4星)	 還蠻好看的-。-            
(4星)	 大家庭的故事，很温馨。每一集都会有地方让我很感动，家人在一起，永远是最幸福的。            
(NA)	 夹心快消失            
(4星)	 还可以吧，后面好看            
(4星)	 不喜欢钟嘉欣。总哭什么玩意。            
(4星)	 大学时候在寝室里四个人一起看的。            
(4星)	 荷妈很伟大            
(4星)	 无视钟嘉欣。喜欢陈豪和杨怡。嘿嘿。阿卡是好男人呐。。            
(5星)	 剧情狗血……但不妨碍里面那么多hll的男人啊……夹心饼干，真是无感啊            
(4星)	 终于看完这部纠结的电视剧，终于完美大结局，不知道浪费我多少眼泪，O(∩_∩)O            
(4星)	 虽然有狗血有做作 不过看看还可以 贱人的威力还是很强大的             
(5星)	 李司棋、关菊英、米雪、夏雨撑起了TVB亲情戏的大梁，真非常非常棒！港剧一如既往的人情味在这部戏里发挥的淋漓尽致！            
(5星)	 越往后越好看  z3的奸角很带劲            
(5星)	 我被狗血剧弄哭了好几次……感动了好几次……            
(4星)	 管家仔！！            
(4星)	 真的蛮好看。其实是冲着林峰和黄宗泽去的。结果果然没让我失望。            
(3星)	 同一比又系差得远            
(2星)	 好似政府宣传片，要大家家庭和睦相处，好老土            
(3星)	 比溏心风暴好。起码演技！            
(3星)	 锻练听力啊            
(5星)	 反正就觉得这剧看得人很爽，坏人是没有好下场的，很长段时间一直觉得这是我看过TVB最好的电视剧。            
(3星)	 尚可            
(5星)	 十分温馨的一部剧            
(5星)	 最喜欢的TVB的一部剧            
(NA)	 荷妈很睿智 祖爸那句 我当年就是图她漂亮图她销魂 超经典啊            
(4星)	 小怡很正- -真的是好人坏人分得明明白白清清楚楚的一部戏。            
(4星)	 净系唔中意钟嘉欣..            
(4星)	 就是感觉有点混乱 没有第一部好            
(4星)	 喜欢里面和睦的家庭            
(5星)	 喜欢~~~超爱            
(3星)	 還是很一般的劇情，感覺没什麼張力就是整天家裏人鬥來鬥去。黄先森短暫地出現驚鴻一瞥。雖然是個灰常意料之中的愛情走向，不過因為是Bosco也會喜歡淩至信這個角色。爭家產鬥心機是TVB永恒的話題。            
(4星)	 配乐很赞，所以给4星            
(4星)	 花了一天半堕落··哎。我的毛概啊··            
(5星)	 金钱VS人性            
(5星)	 本想看着学学粤语，结果粤语没点进步，普通话给搞退步了。。。            
(5星)	 好看，            
(4星)	 结局很好呢 大团圆            
(4星)	 依旧延续港剧的吵吵闹闹，情节起伏，冲突不断，但还是依旧喜爱呵            
(NA)	 sa姨。。。好喜欢他们家的糕点店。好好吃。。肚子饿。。            
(NA)	 不知不觉就看掉了，很喜欢很羡慕酱紫温馨的一大家子～ 荷妈这个角色真好～            
(4星)	 家族片            
(1星)	 我不知道他为什么那么高的收视率~~            
(NA)	 暑假在家看的，好喜欢林峰啊~~还有那首《爱不疚》……            
(4星)	 弱弱的说：其实我比较支持米雪！            
(NA)	 哭的我稀里哗啦的            
(4星)	 更着电视里看着看着就跟上了            
(4星)	 和1基本差不多~也满好看的~            
(5星)	 最近几年的TVB非常好。            
(5星)	 人心叵测。不错的片子~            
(NA)	 看了几集，哭了好几次~中间一段没有看，结局还不错。            
(5星)	 想一生一起，未必太美            
(4星)	 喜欢一家亲的感觉 喜欢兄妹之间关系无间 喜欢黄宗泽               
(3星)	 TVB典型家庭剧 夸大感情这一点跟日本动画有一拼~            
(NA)	 于素心变心变的莫名阿 有点理由不充分的感觉 管家公 深情好男人一个 小月短发很漂亮 感觉比溏心风暴好看            
(4星)	 家族剧好看的越来越少，这部还不错让人看得下去~可能不是剧情好是演员好！不过新一代的女演员还真是让人失望！！！            
(4星)	 回家时东方卫视播的，我竟然看了，哈哈，港剧就是这样，快意恩仇。PS：我实在讨厌钟夹心！但是她怎么老是演些重要角色？            
(NA)	 只为荷妈感动！还有管家公啦~~~~小月其实也很好啊还好编剧给了她一个好的归宿！当时看的时候眼泪哗啦啦的~~~~~~家好月圆庆中秋！            
(NA)	 第一部的原班人马。很喜欢看，不过明显感觉这一部中让人落泪的地方多了。            
(5星)	 继创世纪后又一个里程碑            
(5星)	 亲情，TVB近期好片            
(4星)	 温暖的~            
(5星)	 超好看            
(4星)	 觉得还是《溏心风暴》好看些！            
(2星)	 人物关系排列组合            
(5星)	 拉姐：解釋呀.解釋呀.解釋呀.解釋呀.解釋呀.解釋呀.解釋呀.解釋呀.解釋呀.            
(5星)	 精彩，感人！            
(4星)	 挺轻松的看着             
(5星)	 家好月圆庆中秋。喜欢荷妈、阿卡、阿好、阿月、阿庆。。希望能有一个荷妈这样的家，热热闹闹，开开心心~从《宫心计》才知道关菊英唱歌真的赞呐！            
(NA)	 赞            
(NA)	 其實2和1差不多，覺得每集都是吵吵鬧鬧的~            
(3星)	 真的很好看呢            
(4星)	 比起第一部是失望啦，在这部里面最喜欢陈豪和杨怡。            
(5星)	 很好看，比溏心风暴更温馨，喜欢大家庭乐融融的场景，喜欢荷妈的和蔼，英明。最后几集稍微有点拖拉，不过还是很喜欢欢欢喜喜的大结局。            
(3星)	 典型的港剧            
(5星)	 好劇.            
(4星)	 有爱            
(5星)	 最喜欢的电视剧            
(5星)	 如此感动~            
(NA)	 钟嘉欣怎么，我都爱            
(NA)	 管家公没有Alfred有性格            
(5星)	 超级好看，那老妈好的有点过头了～～            
(5星)	 我看国的最好的一不　香港电视剧            
(4星)	 比第一部好看~            
(4星)	 太事儿了            
(5星)	 好看            
(4星)	 突然想有个兄弟姐妹            
(NA)	 家好月圆庆中秋            
(4星)	 不是每个于素秋身边都有一个管家公。            
(4星)	 我喜欢黄宗泽呀。哈哈。            
(5星)	 依旧大爱钟嘉欣 林峰 黄宗泽。            
(3星)	 此剧三观不正，我支持铁人红            
(4星)	 看得我们一帮人又是哭又是笑又是骂，虽然剧情不是特别棒，但演员演得很出彩，特别是一帮老戏骨，看得很有味道，也煽情的很……            
(4星)	 ga~hau~yve~yun~~            
(5星)	 就是喜欢圆满快乐的家庭剧！            
(NA)	 不错的豪门恩怨            
(3星)	 啰嗦的TVB            
(4星)	 林峰可帅了~~~~~林峰林峰林峰~~~~~~~~~~~~~~~~~~~            
(3星)	 觉得没有第一部让人感觉那么温馨，但是常在心和于素秋的插曲很动听。            
(4星)	 还不错的大片 喜欢林峰            
(5星)	 迄今为止，个人认为最好看的一部港剧            
(4星)	 家族..财产.            
(NA)	 好看，看的眼泪哗哗的            
(NA)	 没有溏心风暴一好看            
(5星)	 好看            
(NA)	 一大帮人吵架            
(NA)	 刚来农大当老师时，在办公室看完的            
(4星)	 好喜欢小家和小月最后可以在一起，小月被佳美冤枉的时候可心疼了            
(4星)	 不错的家庭大戏，每集都让人揪心，但每集也都让人舒心            
(4星)	
(4星)	 颜很雷演技也很雷的徐子珊小姐，你是个合格的地雷兵啊。            
(5星)	 笑中有泪 泪中大笑            
(3星)	 看了第一部 好歹把续集看了吧，不能对不起制片方的诚意不是            
(4星)	 sa姨！好喜欢法拉！            
(5星)	 阵容强大 温馨家庭剧 大飙泪            
(5星)	 好热闹啊，真让人开心！笑得合不拢嘴了。            
(3星)	 第一次会觉得好好睇..睇得多会发现除了吵架的情节..神马都是浮云            
(4星)	 最后居然是嘉美救了整盘棋。。。            
(4星)	 嘲笑心机的愚蠢，设计半天却一无所有......            
(3星)	 家庭来来去去也就一点琐事。。。。看到中途几次都有看不下去的感觉，太残忍了。。。还好，原来结局几乎不像是真的。。。            
(NA)	 吵死人了 我怎么看完的。。。            
(4星)	 小3与大老婆引发的故事。。。            
(4星)	 对第一部鲍爸笑声接受无能            
(3星)	 哈不喜欢那个于诉求~~            
(5星)	 很好!很好!            
(4星)	 好看！说不出为什么。黄宗泽好帅。。            
(3星)	 不如第一部好。            
(5星)	 剧情好.演员好.配乐好            
(5星)	 看了后真的很想生一大堆孩子，很温馨很幸福。            
(NA)	 香港的家庭观念有这么浓么？有些情节让人感觉有些肉麻。善与恶并不是那么清晰的，没有人想做坏人。            
(NA)	 Moses~            
(4星)	 管家仔            
(NA)	 喜欢BOSCO~~            
(3星)	 相比较第一部来说，这一部的有些情节显得并不是很到位，会感觉牵强附会的感觉。不过看在众多明星参与的份上，还是不错的。喜欢小好的角色。            
(5星)	 生活主题一切之上~喜欢陈豪            
(4星)	 多一星给管家公            
(NA)	 人生如戏 戏如人生            
(4星)	 因为看过第一部 所以才继续看的 感觉还可以  如果现实生活中真的有那么个“管家仔”就好了~支持林峰            
(NA)	 同屋企人睇會感動,眼水系度蕩漾            
(1星)	 一日吵架～不好看            
(NA)	 不喜欢这么吵闹的剧……            
(5星)	 剧情不拖拉~好~！            
(4星)	 人性的光辉~~            
(3星)	 完全是为了红姨看这个剧集，衣服很漂亮，而且在她身上学到很多东西，哈哈哈~~~            
(4星)	 蛮好 中秋好片            
(NA)	 最喜欢小好了            
(5星)	 不管港剧多么俗烂   它永远有让我从中间看也仍然想看下去的魔力            
(4星)	 家好月圆庆中秋~            
(5星)	 家好月圆庆中秋！            
(4星)	 结局很好..            
(5星)	 非常好看，虽然有时剧情不够连贯，但是几乎每集都有高潮，看的好有瘾            
(NA)	 剧情重复，猜到结局。            
(4星)	 这个也蛮精彩的~~            
(5星)	 恩，阿峯，我很喜欢管家仔，可是又觉得他没性格，但是一看见你，我又释然了。呼。。            
(2星)	 就是肥皂劇。。。            
(5星)	 真实的  家庭里的温情冷暖。我很喜欢这部剧  虽然总是看得断断续续            
(NA)	 一个字 “赞”！超赞超赞啊！            
(NA)	 个人比较喜欢林峰，呵呵~~            
(4星)	 TVB的制作 没有溏心风暴好看            
(5星)	 赞~~~~~~~~            
(5星)	 精彩            
(5星)	 超好看。害我抹了不少泪，牺牲了不少纸巾啊。            
(5星)	 林峯太帅啦            
(4星)	 黄宗泽的表扬很出彩            
(5星)	 力挺林峰、杨怡和陈豪            
(NA)	 我爱TVB            
(NA)	 恩·好看好看··            
(5星)	 就是看吵架的~            
(5星)	 在这里面有点喜欢林峰，但还是喜欢“于素秋”。            
(5星)	 近年来最好看的一部tvb剧~             
(NA)	 比第一部好看 有笑有泪            
(4星)	 相比2..我好像更喜歡1..            
(4星)	 总体来说比溏心风暴好看，看到红姨被围攻很解气。            
(4星)	 TVB的电视我都不拒绝的            
(4星)	 打亲情牌，不错，比第一部更好看！            
(4星)	 家好月圓明顯好於I部。            
(4星)	 不喜欢里面的徐子珊~一来她的角色不讨喜~二来对她本人就没什么大好感~            
(3星)	 老女人的功力真不错            
(5星)	 最后结局终于是好的了~~~            
(3星)	 从头吵到尾            
(NA)	 一个家庭的故事，有两个人让人印象深刻，荷妈的大气从容、阿好的热忱执着。            
(5星)	 好戏……            
(3星)	 我就是冲着少爷去的。。            
(5星)	 力荐！好看！！演员阵容不错，剧情也好，就是看的过程很憋屈，跟着哭好几回。            
(4星)	 没有第一部好看            
(4星)	 其实很正常的TVB，但是看着就是舒坦。好人多多好啊~            
(4星)	 恶人终有恶报  =A=凸            
(5星)	 看了，真的会流泪            
(NA)	 陪妈妈看的，还是没有看完            
(3星)	 其实都5系甘中意勾心斗角的电视剧，不过甘米就系人生咯，现象            
(5星)	 其实我觉得编剧当中冲突点造的不错啊~            
(5星)	 比一好看，看得很解恨            
(5星)	 超级好看！！和溏心风暴一样好看！喜欢杨怡~陈豪超级搞笑的。~            
(5星)	 很好看，既温馨，又动人            
(4星)	 剪不断，理还乱            
(4星)	 亲情很感人，结局不错            
(5星)	 超好看~~~难得让我又哭又笑又跳的好片啊~            
(5星)	 很温情，很催泪            
(5星)	 巨爱！            
(NA)	 结局还是很完美的.            
(NA)	 我想有个那样的大妈..            
(5星)	 真是喜欢。那种幸福的感觉。            
(5星)	 喜欢这里面的演员            
(NA)	 于素秋，伐要再哭了。求侬了。            
(4星)	 即使米雪演了坏人，还是萌了她。。ORZ的盲目。黄宗泽同学亦然=。=偶更爱阿娇=。=            
(4星)	 欣赏钟笑荷的为人处事~~            
(4星)	 跟1的人物关系好多不一样……看的有点乱~~不过蛮有意思            
(4星)	 突然很喜歡黃宗澤~~            
(4星)	 不错~            
(5星)	 纠结不清的豪门恩怨            
(NA)	 这又是一部TVB的大戏~一开始看的我觉得SA姨这种贱女人~没想到还是荷妈让她转性了~在这部戏厘米那我最喜欢的还是阿月~敢爱敢恨的女人~            
(NA)	 ＢＲＡＶＯ！            
(5星)	 林峰总算不用死了！            
(5星)	 好看...            
(NA)	 我喜欢看好人咸鱼翻身，坏人抬不起头。因为大快人心、            
(5星)	 我觉得这部要搞笑些 比溏心风暴 当然 同样很感动 感动到哭的剧集            
(4星)	 以前很喜欢看港剧            
(5星)	 不用说，这是我看过的TVB剧中最好看的剧集之一，真的很经典很经典……            
(5星)	 第一部没看过，第二部迷得我死死            
(5星)	 炎热的夏天，伴随我09月8月的一部电视剧。            
(4星)	 好！ 全家大细都话好！            
(5星)	 我妈和我都喜欢看的             
(4星)	 不是每个于素秋身边都有一个管家公。            
(5星)	 台词争锋相对！淋漓尽致！            
(3星)	 迫不得已看的~            
(4星)	 很久没看过港剧了 偶尔在电视上看到 看了几集就想知道结局 就像看金庸长篇 熬夜看完 本剧告诉我两点 一 米雪很强 二 原来是好彩妹            
(5星)	 其实那五颗星真的是不勾我打的啊。。我也有鞋这部电视剧的影评，呵呵，发自肺腑啊，荷妈，祖爸，家好月圆庆中秋，等等人物，算是一步很成功的巨作            
(4星)	 の。。。算是不错啦。。就是感觉还是仓促了些~从此对林峰有了好感。            
(NA)	 我身體比妳好啊。妳死得比我早啊。            
(4星)	 看斗嘴            
(3星)	 仿佛那个思维逻辑够跳跃的哈~~            
(5星)	 好几个通宵不眠的晚上。我爱TVB。            
(4星)	 偶尔看看这样的中年剧还是满好看额~            
(3星)	 这些年港剧的新老演员都上了。            
(4星)	 看惯了短小精悍的日剧看完这部简直是太辛苦了。            
(4星)	 比第一部要好看多了            
(4星)	 电视里放什么我就看什么            
(4星)	 很不错的电视剧，剧情很感人，各个人物的性格都非常鲜明。很喜欢SA姨啊，好可爱啊~ 但是总觉得于素秋好假啊，每一集都有哭，真受不了。小庆和小月也很漂亮啊~            
(5星)	 看的时候狂吃月饼~好戏好看好吃~~~~            
(4星)	 挺喜欢，热热闹闹的大家庭很让人羡慕，林峰小伙也越来越让人喜欢^_^            
(5星)	 哭着看的温情，笑着看的感动！            
(5星)	 索爱赞助的阿haha所有的手机全都是索爱 还有我那款            
(5星)	 相比Alfred.更喜欢峰少的管家仔咯。            
(3星)	 打发时间            
(3星)	 太和谐鸟~~~太和谐鸟~~~太和谐鸟~~~            
(4星)	 于素秋说：我觉得自己很差劲，我不接他的电话就好了，时间会冲淡一切的嘛，为什么我这么没用。。            
(5星)	 F盘始终舍不得删的TVB剧。            
(NA)	 还是最爱第一部..            
(5星)	 亲情            
(3星)	 比起一来感觉剧情差好多，整天就是一家人在一起闹，没什么新意，有时候人太多觉得好烦            
(4星)	 真的很佩服TVB,明明家族剧都拍了这么多年了,还总能拍得人人想看.我看的时候还是喜欢粤语版的,虽然听不懂,但很有味道.演员都还不错,更喜欢米雪,JO鲍,小月,小家.神奇的是喜欢上了原来觉得不够漂亮不够讨喜的徐子珊..            
(5星)	 家和萬事興            
(5星)	 就只看了这一部   很感人    荷妈真的是一个伟大的母亲很有教育意义    最适合和自己的妈妈一起看啦    O(∩_∩)O~            
(NA)	 超好看~            
(5星)	 里面黄宗泽的好帅！            
(4星)	 学粤语            
(4星)	 虽说剧情中间的蹩脚处还是很多的，但是算是消遣的一部不错的亲情爱情剧。            
(NA)	 还不错，人性的回归            
(NA)	 很精彩~~~            
(5星)	 喜欢~荷妈一家人都那么好，最重要的是大团圆结局啊！            
(4星)	 吵架吵的爽的。。。            
(4星)	 和溏心风暴一样都值得看~            
(5星)	 TVB情结。。            
(4星)	 好看的~~不过就是跟1剧情没有怎么变啊~~            
(4星)	 好看啊。我爱上黄宗泽了。            
(5星)	 推荐去看，真的赞！            
(3星)	 前面还行  后面故事越编越离谱            
(4星)	 在我看来整部戏的套路还是挣来抢去。最美的是李司棋的荷妈，大气磅礴，持稳，算是每个女人想要奋斗方向了。林峰最帅，是个好男人。            
(5星)	 林峰演技不错            
(3星)	 人物这个宏大，情节这个狗腿，偶都不知道该褒还是该贬了。剧中弘扬的亲情，家庭责任感自然是该剧的中心主题啦。就八点档电视剧来说，很高分啦，所以，怪不得在香港收视率很高的说......            
(NA)	 还行。。。            
(NA)	 家和万事兴，，呵呵            
(5星)	 一家人。总是可以让人感动。            
(4星)	 不错...            
(5星)	 很感动的家庭温情剧~喜欢这个大团圆结局！            
(4星)	 最后的圆满结局令我满意...心情愉悦哈            
(5星)	 唔担心，荷妈 奶奶 jo鲍在大厅            
(5星)	 家好月圆庆中秋，家和万事兴。            
(5星)	 剧情很复杂。。不过很好看。。            
(NA)	 这部电视剧看了一个礼拜，每一集，都有眼泪，因了内心那份最柔弱的情怀，喜欢剧里的每一个人，甚至是阿红，当看到她拿着手机看心女他们的庆中秋活动那一幕，她笑的是那么坦然，她放弃了股份，也就是放下了对自己无尽的伤害，我在想，人活一辈子，太多太多的无奈，但是总要有内心的那份坚守...            
(5星)	 很温情～最后集钟嘉欣还是赚我眼泪水了唉唉~~!            
(5星)	 为了林峰才看的这部片子，不过要说整部片子最出彩的演员，自然要数米雪饰演的红姨了，坏得让人咬牙切齿。            
(NA)	 额,还是觉得第一部比较好看,第一部尚且有耐心听大妈说那些个做人的大道理,也曾感动过,第二部说教意味比较重,不喜欢            
(4星)	 林峰=V=            
(5星)	 每个星期出几集的时候，一集集追着看的电视剧。            
(2星)	 没有上一部好。            
(4星)	 看得我直流眼泪啊。荷妈荷妈，太伟大了。家和万事兴。            
(5星)	 看到后来眼泪是刷刷的啊！真是老少通吃的剧！不过确实林峰演得没溏心风暴里好了，角色限制了他啊！            
(4星)	 有些演员是不喜欢.但不可否认这是一部不错的港剧.善有善报,恶有恶报,如若未报,时辰未到.            
(5星)	 看了一遍看二遍！ 虽然讨厌徐子珊和钟嘉欣。阵容很强大啊！可惜TVB的剧情翻过来翻过去都差不多！            
(3星)	 那女人太坏了            
(NA)	 吵吵闹闹又一剧            
(5星)	 自觉是最好看的港剧，被他的家庭观念感动到            
(3星)	 我确定我不是很喜欢，这些人物忒让人烦，可是挑来挑去还是看他，真正的奇怪            
(3星)	 从这部戏开始。觉得林峰帅了。            
(5星)	 还好不是1的悲惨结局，超级喜欢这部！            
(4星)	 还不错！            
(5星)	 差不多看了两遍  ...    一个字,荐~            
(4星)	 催泪伐 绝对的            
(5星)	 粉好看~~~~~            
(NA)	 最后一个暑假，消磨时间，凑合。            
(NA)	 虽然林峰的角色有点戆。。但是为了他 还是看了            
(4星)	 看久了觉得怎么总是这样，繁杂了些。但是觉得有一个温馨的家真的很幸福            
(4星)	 独立+善良            
(4星)	 不错不错啦。            
(NA)	 真的很好看，剧情不是美剧、日剧、韩剧、台湾偶像剧可比的。            
(3星)	 陈豪终于没第一部那么浮夸了！            
(4星)	 勾心鬥角啊看到我頭都大了            
(4星)	 也就是因为对TVB的热爱了。才看的。            
(4星)	 剧中的争执.对峙.常常看的让人觉得大快人心.            
(4星)	 没坚持看完...            
(NA)	 ah ho:lam fong........i like him~            
(5星)	 家好月圆            
(4星)	 荷妈最爱            
(3星)	 和第一部差远了。。。怎么这男的会撒成这样。。。。没什么好说的了            
(3星)	 斗来斗去 我看不下去            
(4星)	 他们的人生太戏剧化了 不过还是有感动            
(3星)	 對 管家公 失望            
(NA)	 喜欢溏心风暴里面的Alfred，喜欢那首“My love will get you home”，Alfred车祸那段让我很感动，每次看都会哭。溏心风暴Ⅱ之家好月圆则更让我喜欢，不仅因为林峰是主角，里面的亲情、爱情的故事也常常会让我看到流泪。            
(4星)	 不错的电视剧            
(4星)	 比第一步好看多了。很有泪的一部剧            
