http://movie.douban.com/subject/2303112/	法证先锋II Forensic HeroesII
(4星)	 还行            
(2星)	 打发时间吧            
(4星)	 太捧佘诗曼了，郑嘉颖的演技始终无法大成。但片中的案例非常经典，很有趣味性。            
(4星)	 感情戏有点乱，没第一部好看            
(5星)	 佘佘饰演的Madam马是我的理想型，喜欢佘佘的影迷万不可错过此片，Madam马这个角色精彩程度仅次于当年《金枝欲孽》中的尔淳。            
(5星)	 很喜欢佘诗曼的角色            
(5星)	 郑嘉颖~            
(3星)	 本来庆幸看不顺眼的钟夹心终于挂了,没想到啊没想到~~~~来了更无语的佘~~~~            
(4星)	 结尾，Ivan昏迷这么久终于醒过来了，Sam也碰到了一个像汀汀的女孩，也是，TVB的结局一向给人圆满。还是喜欢Madam Ma！            
(3星)	 这个片子告诉我们，破案是要靠运气的，不是靠实力            
(3星)	 抛时间洒狗血            
(NA)	 大赞2            
(NA)	 Ivan~~~~~~~~~&gt;_______&lt;            
(3星)	 比较喜欢第一部            
(4星)	 很好很有型。            
(5星)	 我喜欢佘诗曼。            
(5星)	 案子很精彩~可惜叮叮死了~ 哎            
(3星)	 废话真多            
(NA)	 好！            
(4星)	 似乎很少有2超过1的，不过落差不算很大，郑嘉颖和佘诗曼的出现不算亮点，所幸表现还算可以，这段感情也还愿意去看            
(4星)	 不是很喜欢佘诗曼，蒙嘉慧在这部感觉有点牵强了。            
(5星)	 再经典~            
(4星)	
(4星)	 这一部没有第一部好看 但总体来说很好 只是丁丁的死 是一个最大的遗憾            
(NA)	 无论我如何意淫Dr. Koo会跟Madam Ma圆满大结局，Madam Ma还是跟了Ivan，他们才不会管我看法2几遍。            
(5星)	 sam的角色让人印象深刻 sam与bell            
(4星)	 我就喜欢madam ma            
(NA)	 每次看见TIM用WMP播放检验结果时，我就感觉自己又在浪费宝贵的青春和极其有限的睡眠时间﹏.. 囧             
(4星)	 IVAN 说  曾经，是世上最恶毒的诅咒。个人认为SSM在此剧很御女，很强大。所以，两个男人都不配她。IVAN和SAM两个帅锅的画面真的很美好。怎么突然觉得林文龙这么像方中信。。。            
(4星)	 第一部没看过，这不还算吸引人，就是结局优点……唉            
(4星)	 这个系列堪称TVB中的经典            
(3星)	 没了叮叮。。多了个三好。。弃            
(NA)	 大爱欧阳+侦破            
(NA)	 等待第三部呀！！！            
(3星)	 不喜欢佘诗曼            
(4星)	 两部连着看的·都挺速度的看完呐·不喜欢佘诗曼·还是第一部的女主好·只可惜给了她这么点戏份·还好最后和我的高sir在一起了·不喜欢死人·就是喜欢大结局·俗人一个·看了之后觉得观察很重要啊·而且还要特别的细心呐·我是干不了这种工作·只能看看咯·支持你们哈·呵呵            
(5星)	 看了第一部，第二部当然也要看            
(3星)	 漏洞很多            
(5星)	 靓仔Ivan~            
(4星)	 没有1好，但是还不错。            
(NA)	 恩！很帅气啊 感觉发证好强大            
(5星)	 很喜欢            
(5星)	 郑嘉颖  哈哈            
(5星)	 又是非常喜欢的题材~            
(1星)	 英国马传。。。            
(5星)	 为什么你们不在一起，太让我伤心了            
(5星)	 虽然案情紧凑程度不如一，但是很喜欢林文龙和郑嘉颖的交锋            
(5星)	 超爱~~~~~            
(3星)	 时刻不忘装逼的电视剧            
(5星)	 我爱佘诗曼啊             
(3星)	 第二部简直就是madam ma 列传。            
(4星)	 期待着三~            
(4星)	 不是说有三嘛！            
(5星)	 Bobby帅翻~~SS演这种戏路原来也很OK            
(5星)	 不是說拍第三部的么  啥時候！            
(NA)	 还是早期的好看。            
(3星)	 据说最近3快出来了            
(4星)	 最后的案子算有点悬念。            
(5星)	 先看过2再去看的1…当时就是看郑嘉颖去的……【羞            
(5星)	 还有一颗星呢加给Doctor Koo。            
(4星)	 还可以            
(4星)	 TVBL的剧就是那么回事了。            
(5星)	 还是喜欢            
(4星)	 我就是喜欢这种破案的片子，胖子太帅了太可爱了，哈哈。            
(5星)	 第二部有佘诗曼。            
(3星)	 当时追看只为那三角恋。。。。我是绝对绝对的SAM铁粉！！！SAM哥哥玩杀人挂相王，哎呀呀~            
(5星)	 支持佘诗曼和郑嘉颖！            
(5星)	 TVB难得的警匪回归之作            
(5星)	 好喜欢佘诗曼和郑嘉颖在剧中的演出，真希望他们在一起帅哥配美女啊好喜欢阿佘            
(4星)	 郑嘉颖~~~            
(4星)	 案子不如第一部            
(4星)	 我觉得佘诗曼不适合这种角色，我比较喜欢她演荣秀风，那种敢爱敢恨的感觉，她很演得很真实的感觉……            
(NA)	 好喜欢郑嘉颖和佘诗曼这对…这种电视剧真好看  不过认真推究会找到一些破绽哦  蛮好玩的            
(4星)	 很正常的港剧，蛮喜欢。            
(3星)	 案件没第一部精彩了。。。而且居然一开始就把钟嘉欣写死。。。完全是为了突出佘诗曼嘛。。。又被内幕了。。。            
(5星)	 典型性香港懸疑劇            
(4星)	 很好看啊，不过可惜汀汀那么早就死了            
(4星)	 我喜欢古医生            
(5星)	 Bell 和Ivan啊~~太喜欢了~很喜欢诗曼的角色，她就应该尝试一些不同性格的人~~不能老是演一些弱女子            
(4星)	 这学期又一电视剧看完。刑警剧就是爱，考验你敢不敢！            
(4星)	 我把她当言情戏看……            
(4星)	 二明顯比一要好。            
(4星)	 最后那个案子好囧囧有神……            
(NA)	 有阿佘的戏必看！感觉还是第一部的案子比较惊心动魄。            
(5星)	 很想在重温一遍            
(NA)	 都说是强势来袭了~            
(5星)	 和第一部一样好看            
(5星)	 经典~~~最爱看破案的港剧            
(4星)	 没有第一部好，而且剧情里面确实有点跟CIS相同~~不过看了第一部，还是想接下去看完拉            
(2星)	 2个字：无语。。。            
(4星)	 喜欢蒙嘉慧，欧阳震华，林文龙~            
(NA)	 。。有点失望。没能超越第一部。尤其。佘诗曼一来，钟嘉欣就死 蒙嘉慧就出国。。全部给她让位。汗颜！！！感情戏太牵强。            
(4星)	 希望还有第三部吧            
(4星)	 谁说这个是腐剧来着？。。。好吧是可以yy一下-。-            
(NA)	 TVB的这类剧还是没说的~！力挺！超爱欧阳震华~            
(4星)	 事业成功，珍惜的那个人却走了，幸福还会在吗？            
(4星)	 郑嘉颖不错，很有男人味~~~~            
(4星)	 演變成一個女人的傳奇故事。            
(2星)	 多了两个人来抢原班人马的风头。无语了。            
(4星)	 汀汀死了我才看            
(5星)	 永远那么经典。爱上杨逸升            
(4星)	 喜欢欧阳震华~            
(NA)	 欧阳童鞋真口爱            
(5星)	 很悬疑，很不错！            
(4星)	 挺好看的。。。            
(NA)	 马国英传            
(5星)	 有没有第三部啊？            
(4星)	 喜欢阿佘和Kevin的这对            
(4星)	 对里面的感情戏有点失望。但还是期待法证先锋3            
(4星)	 英文插曲很赞~            
(4星)	 郑嘉颖在里面实在是太帅啦，四星是给他的            
(4星)	 就是这部让我很喜欢佘诗曼啊，还有郑嘉颖！发现tvb的演员就是人见人爱啊            
(NA)	 超级喜欢的电视剧            
(4星)	 有点演成佘的专场的样子...为了剧里的案情，给个四星...            
(5星)	 我爱这系列！            
(4星)	 比第一部要差，而且蒙嘉慧完全就变成了校配角，我也不喜欢佘诗曼～～            
(3星)	 看帅哥美女……            
(NA)	 嘉颖~帅~            
(5星)	 和第一部相比，法政2更多的着墨与主角间的爱恋了~~佘、郑、林三角恋……但是依然是部不错的片子。。。特别是挺佘和郑的影迷们，一定要看的……            
(5星)	 其实我推荐J家法证先锋的那个片头昂            
(3星)	 蒙嘉慧            
(NA)	 真的好看            
(4星)	 还不错            
(4星)	 佘大妈一上来就喧宾夺主            
(4星)	 爱情formula～～            
(NA)	 很好看，念念不忘啊            
(4星)	 因为喜欢第一部，因为喜欢很有福像的欧阳振华，因为喜欢佘佘，所以还是义无反顾的看了好几遍，虽然没有第一部好看，但是还是觉得很好看，很嗲很嗲的，小囡无老欢喜额            
(3星)	 佘诗曼的演技不错，比起剧中拙劣的案情，我还是更喜欢看她和郑嘉颖的感情戏。btw，郑嘉颖挺迷人的。            
(4星)	 我没看过第一部 不过这个还是挺满意的 至少觉得仪器很先进哈....            
(2星)	 真的跟第1部不是一个档次啦            
(4星)	 85分            
(4星)	 蒙嘉慧穿件10年前的毛衣也那么好看。。。            
(5星)	 经典            
(4星)	 佘诗曼...喜欢不来            
(3星)	 马幗英传...小郑同学保养得真好            
(NA)	 应该叫“英国马传”，虽然佘姐演的是不错             
(5星)	 郑嘉颖很帅哦            
(5星)	 很喜欢佘诗曼~            
(3星)	 对比第一部，不能不说有失望在里面            
(3星)	 忘了，不过看完了的            
(5星)	 不管怎样~欧阳大叔的剧还是非追不可的~！            
(4星)	 很像一部科教片= =            
(5星)	 KC,阿佘。BOBBY,完美组合            
(NA)	 好看            
(2星)	 囧。。。            
(4星)	 - -我只是蝴蝶效应            
(5星)	 好看好看好看~~~            
(4星)	 想当年追戏的那个煎熬啊。不过第一部有个案子让我害怕，第二部...剧情是什么？？            
(5星)	 不错的，就香港警匪片而言，这部片拍得很好！            
(3星)	 寓教于乐啊~科普一下还是不错滴            
(5星)	 郑嘉颖真的很帅呀！            
(4星)	 演员不错，剧情偏题较多            
(5星)	 赞！高科技和敏锐的职业洞察力完美演绎，还是延续了刑侦档案式的主线和情感线，喜欢~Dr.古大爱~            
(4星)	 感情戏写得有点思路不清            
(4星)	 佘诗曼真的很不适合演警察，感觉完全唔对路            
(NA)	 开始怀念跟v,poi一起追剧的日子。。。郑嘉颖成熟的魅力啊。。            
(4星)	 比起一来还是差了不少            
(3星)	 看香港人民给这部剧挑刺还蛮有意思的            
(4星)	 钟嘉欣果然变路人了= =            
(5星)	 全寝室一起看的~~好看！！经典！！            
(5星)	 希望出下部 。            
(NA)	 我不喜欢佘佘和郑嘉颖在一起，应该把她配给古采尼。            
(5星)	 很喜欢哦。。这类的片都很喜欢            
(4星)	 没第一季好看~众星捧着佘诗曼 为嘛啊这是            
(5星)	 第二部也还是那么的好看，欧阳在的很少会有失手            
(5星)	 我稀饭这个题材的剧。            
(3星)	 觉得都是讲madam ma，其他的都是配角，案情也一般,案情比第一部来得多，但是不精，最后2个案子还不错            
(3星)	 还好最后女主和IVAN在一起了            
(4星)	 2没有一好看，显然佘诗曼没有蒙嘉慧演得好，不过整个片子够专业！！专业精神是很值得深思的东西！            
(3星)	 英国马的世界            
(3星)	 案子实在一般般 不过阿佘演得还不错 不是想象中的英国马  哈哈            
(5星)	 期待第三部            
(3星)	 本末倒置。感觉整个主角都变了            
(5星)	 喔。。。。赞疯了~感人的            
(4星)	 出了两个很讨厌的人。            
(4星)	 同上的理由。            
(5星)	 啊哈哈~~古泽琛❤杨逸升            
(4星)	 一口气看完的～案件安排的算是不错，但有时似乎安排的过于拖时间了            
(4星)	 感觉比1好一点点。            
(5星)	 还是好看，发现自己喜欢这类型的电视剧            
(5星)	 汀汀啊…………亦琛……            
(4星)	 佘诗曼啊！！刚仔啊！！！            
(NA)	 精彩            
(3星)	 法政先锋2并没有1这么好看，戏份刻意偏向佘诗曼，而佘诗曼的角色又不足以取代蒙嘉慧，加上人物不够饱满，法1比较有看头，法2可做消遣            
(NA)	 林汀汀怎么能就这么走了呢 555            
(4星)	 上班后追看的            
(5星)	 我居然看到快4点了，还好明天不用上班。喜欢Tim Sir,阿SAM，Ivan，Madam Ma，Madam Leung～他们好专业～            
(4星)	 破案加感情            
(5星)	 其实这个片子可以一直拍啊一直拍啊一直拍啊……直到我喜欢的古sir和马国英在一起……            
(3星)	 因为有“高显扬”....所以 翻出来看看            
(4星)	 还不错啦~~好男人们……            
(2星)	 案子不如第一部...有佘诗曼就更难看了~            
(5星)	 把蒙和钟去了！！！有对比才知道佘诗曼多好~~~            
(NA)	 喜欢林文龙这样的男人            
(4星)	 很赞哦~不过蒙嘉慧的戏份太少了点！依然支持，Bobby，帅！            
(NA)	 我期待2010出的III            
(4星)	 第二部里加入了佘诗曼和郑嘉颖            
(2星)	 案件似童年，精彩流去不再            
(4星)	 正好有碟就一起看一下            
(4星)	 奶奶个熊的 看了一大半才发现自己看过 摔!            
(NA)	 比第一部好看            
(3星)	 还以为林文龙最后会夺得芳心了，结果就是老话题——没缘分            
(4星)	 不如1，忍受不了SS            
(5星)	 喜欢破案的可以看一下            
(5星)	 很棒的片子，人物都塑造的很好            
(3星)	 没第一部好看~·~            
(5星)	 很羡慕国英与易生的这段刻骨铭心的感情            
(4星)	 佘诗曼到底喜欢谁啊？！            
(5星)	 破案+欧阳震华+佘诗曼+蒙嘉慧 夫复何求            
(5星)	 没有1好看            
(4星)	 郑嘉颖            
(5星)	 觉得案件都蛮好看的，也挺紧凑的，林文龙还是很有型，曹永廉还是那么帅，越来越喜欢陈美诗了~~            
(4星)	 虽然有欧阳震华在，但是还是只能四颗星了，因为有佘诗曼啊，唉。。TVB也太捧佘诗曼了吧，为了她大大删减其他两个女主角的戏份，让蒙嘉慧受伤换组，而林丁丁直接就被炸死了，也太过分了啊！！而且第二部的推测和侦探比第一部也差太多了吧！！            
(NA)	 冲着佘诗曼和郑嘉颖去的~            
(3星)	 狗尾续的貂还行~            
(4星)	 我去  我真的看过么   完全没印象            
(3星)	 很想给2星，因为案情和一相比实在差的远的，一直在肉麻的煽情，但是和许多其它的剧比比其实还不错.....而且捧SSM捧得太超过了，还设计了个讨人厌的女FANS，忍不住生出厌恶.....对SSM本身没什么意见，挺敬业的。。。            
(NA)	 我很喜欢tvb的片子，几乎都看过看！还很期待啊            
(NA)	 精湛的技艺 不得不令人佩服  我喜欢这种港味儿十足的破案片...            
(5星)	 重看第2遍，许多案件都很牵强，细节也都有刻意的成分在。ss和kc都还有些小青涩，但是彻彻底底被kc又萌翻了，淡紫色和淡绿色的衬衫配深紫色和深绿色的领带将会长时间成为我的死穴。再看确定了sam其实对bell并没有暧昧的情感。林文龙末集伴郎装巨好看，最后那个女孩惊奇发现是龙套时期的陈敏之，惊喜之~            
(3星)	 明显没有1好看，不管是感情戏还是剧情紧凑度都不及第一部，新角色Madam Mu性格比较平，虽然这部剧整体算好看，但看后不会留下很深刻的印象。            
(5星)	 就是从这部剧开始。觉得阿佘不错。            
(4星)	 完全冲着演员去看的。。。            
(4星)	 局不错我不太喜欢演员            
(4星)	 一直觉得sam跟小柔最般配               
(NA)	 非常好看~尤其是佘诗曼和郑嘉颖的配对~很是喜欢~            
(4星)	 蒙嘉慧那个美啊………………            
(NA)	 ^^好看几钟意D剧情            
(NA)	 超喜歡歐陽震華和鄭嘉穎還有蒙嘉慧            
(4星)	 加菲猫很可爱。            
(4星)	 还是喜欢看刑事剧啊~            
(5星)	 不错，据情还可以，就是男女主解的对手戏太少了。。。            
(4星)	 最近睇多次，觉得感情戏处理得比3好，案情既话亦都OK。            
(5星)	 太爱了！~~            
(3星)	 讨厌佘诗曼            
(1星)	 英国马传啊            
(4星)	 虽然破案不如1但是SS得演技还是值得一看的            
(4星)	 没有1好看，赶时间的话，请不要看这部。            
(5星)	 好好看，期待3部            
(4星)	 我喜欢这种            
(3星)	 应该看过吧......            
(4星)	 一部电视剧 引出一段恋情 虽然剧情差了些 但情感的纠结是个看点            
(4星)	 大学那会儿追过~            
(4星)	 没有第一部的案情好。            
(NA)	 惊险 悬疑 喜欢佘诗曼在里面的精彩表现            
(4星)	 08年。好好看好好看。            
(5星)	 香港警匪片陪我长大            
(4星)	  每天在寝室看  - -。            
(3星)	 “凡是经过的，必将带走些什么，留下些什么。”——Tim Sir坚持的罗斯定理，告诉我们的不仅是天网恢恢，疏而不漏，也告诉我们凭借丰富的经验和精湛的技术，一切犯罪迷局都将被破解。            
(5星)	 一度很迷恋古医生和Ivan~~            
(3星)	 感觉还不错，算有情节            
(4星)	 没第一部好看了 喜欢tim sir小柔多点 这部小柔的造型太囧了=.=            
(3星)	 不如第一部好看，教育意味太浓厚了            
(5星)	 喜欢佘诗曼。。绝对的实力派演员            
(2星)	 讨人厌的老蛇！！！！                      
(4星)	 明显不如一啊~~不过还看的下去            
(5星)	 恩   .这种破案的我还真的满喜欢            
(3星)	 英国马传。            
(4星)	 因为是郑嘉颖，就给四颗星吧。。            
(4星)	 科技片            
(5星)	 很好看！~            
(5星)	 经典的传承            
(5星)	 经典的片子            
(4星)	 第一部法证先锋后就非常期待第二部的推出，虽说不至于失望，但并不非常精彩，佘诗曼的加入也没有为新剧增添太多亮点。            
(3星)	 没有第一部经典            
(NA)	 法证少了,爱情多了...            
(4星)	 很不错，值得再看的剧集，欧阳震华简直是理想的丈夫类型啊。            
(4星)	 一口气看完的            
(3星)	 编剧。。。。这段三角恋不够精彩哎！！！            
(5星)	 阿佘演技唔系一般啦            
(4星)	 佘诗曼跟郑嘉颖跑出来，不喜欢。汀汀死了，呜~            
(4星)	 就算多了个马帼英，也不用删梁小柔的戏份啊！还有Bobby沦为人肉大布景。。。法证先锋？法证三角恋吧。。。            
(3星)	 因为有欧阳。            
(3星)	 没坚持看完...            
(5星)	 去年暑假看的，还不错的，至少，让我在看的时候，都不想停下来……嘿嘿            
(4星)	 为了曹永廉和郭少芸而看            
(5星)	 前后呼应。            
(3星)	 捧人戏码~~~唉。            
(4星)	 个人感觉 最近TVB的剧 关于破案的方面比较少了 多了一些细节和科学类别的东西            
(4星)	 还可以吧，相对而言有点比不上第一部。            
(4星)	 不太喜欢结局不过还是很喜欢TVB的刑侦剧            
(4星)	 也都不错            
(5星)	 最爱Ivan，天底下怎么就有这样的好男人咧。。。。            
(3星)	 烂掉了            
(3星)	 法政系列还是比较精彩的，没有越拍越烂。            
(4星)	 个人喜欢佘诗曼            
(5星)	 超好看快快第3部            
(4星)	 with LG （CD）            
(4星)	 还不错，佘诗曼的助手很帅            
(NA)	 在家的时候看看            
(4星)	 自己一个人不敢看……            
(5星)	 这个是我唯一完整一下子追下来的剧啊            
(5星)	 两部都很精彩            
(4星)	 感情戏比第一部多了一点，不喜欢。。。            
(3星)	 画面华丽了很多，但漏洞也很多            
(4星)	 yoyo配那个是不是有点,..            
(2星)	 不如第一部好看　林文龙哭戏太假            
(5星)	 赞！喜欢蒙嘉慧，佘诗曼。对这样的电视剧有着特殊的喜欢，哈哈。力推噢！            
(3星)	 案件太简单            
(5星)	 喜欢 阿佘跟郑嘉颖 去的 那间 书店 还有 看日出 日落? 我忘了 很touch我的镜头 偶尔就会闪出来 然后觉得&#34;真好呀&#34;  那种            
(5星)	 一夥人的團結齊心協力很感人。親情愛情友情。很感人啊話說。            
(4星)	 亲爱的 佘佘            
(4星)	 还是多不错的多不错的~~阿佘太酷~~            
(4星)	 不错的说            
(5星)	 我也挺喜欢 蒙嘉慧的 传闻她跟 郑伊健一起去了             
(4星)	 TVB            
(4星)	 |1527:2912|            
(5星)	 很养眼，都是俊男靓女。很喜欢佘诗曼和郑嘉颖在这部戏中的角色。            
(4星)	 TVB依旧的风格            
(NA)	 YOYO的造型没有2好看= =讲的多的是阿佘~            
(3星)	 第二部实在是。。。编剧是不是大学都没毕业呀，这是什么逻辑思维呀。。。没有这些演员这一部绝对就毁了            
(5星)	 经典中的经典            
(NA)	 依靠科学破案，真的有如此有效。好一部纯属虚构的电视剧！            
(3星)	 ssm你妹啊！把我yoyo的戏份还回来！            
(4星)	 理性            
(3星)	 没第一部好看            
(2星)	 还真是不适应欧阳胖子转型为成功男……            
(5星)	 很长。但很好看            
(NA)	 经典的用MediaPlayer做分析            
(5星)	     喜欢那种破案  有悬念的感觉            
(4星)	 马国英传奇.., 囧            
(3星)	 因为知道钟嘉欣被炸死才去看的            
(3星)	 汀汀死的太冤，完美的爱情就没有了。结局佘诗曼和郑嘉颖好的很突然，感觉局里一直铺垫着，以为最后佘诗曼会和林文龙好。            
(4星)	 Ivan好帅            
(NA)	 看了第一部就想看第二部，然后再期待第三部            
(5星)	 很好看！　突出案件的细节．　还学到很多生活常识            
(4星)	 科学知识先进设备结合破案剧情！            
(NA)	 只爱阿sam            
(2星)	 结局不理想            
(4星)	 第一部比较好看。            
(4星)	 林文龙 实在太养眼啦            
(NA)	 虽然案情设置不如第一部精彩，不过还是有看头滴……            
(5星)	 超喜欢欧阳震华的，片子很好            
(4星)	 我爱Ivan 完美男友啊             
(4星)	 喜欢            
(4星)	 就目前来说还是不错的，不过无法超越以前的经典            
(5星)	 剧情很喜欢，港剧我就喜欢看这种杀人再破案一点一点分析的，喜欢欧阳震华。            
(NA)	 没有第一部看着完整            
(4星)	 欧阳震华演的片子都还不错。不知为啥，不太喜欢钟嘉欣~~            
(4星)	 大爱佘诗曼            
(5星)	 爱死佘诗曼了            
(5星)	 蓝天白云的破案剧            
(4星)	 一向喜歡警匪、探案類的片子，尤其是還有歐陽同學，正            
(NA)	 大团圆的结局！很好！            
(4星)	 很好看。喜欢悬疑破案类的片子            
(5星)	 案件太简单 但是我喜欢里面的演员哈哈 虽然现在很多小朋友不喜欢佘  不过我还是蛮喜欢她演的片子的            
(4星)	 总之精彩、一轮接一轮啊            
(4星)	 破案的 我喜欢            
(5星)	 期待III            
(5星)	 精彩不容错过            
(4星)	 崩潰~大馬變主角，太不爽了...            
(3星)	 港剧永远输在结尾。。            
(5星)	 嗲~灵~            
(5星)	 几好啊，。            
(4星)	 好看！            
(NA)	 佘诗曼&amp;郑嘉颖幸好在一起了！幸好钟嘉欣走得及时！            
(4星)	 喜欢这类型的片子            
(4星)	 佘和kc~~俊男靓女            
(4星)	 在香港看的最后一集，很有感觉啊~            
(4星)	 喜欢第一部多些，因为演员的原因，不过情节还可以            
(4星)	 侦探类。。都喜欢了。            
(3星)	 喜欢系列一            
(4星)	 虽然是模仿CSI之类的美剧，不过我都可以钟意，冇办法。            
(4星)	 看了第一部当然要接着把第二部看了~呵呵O(∩_∩)O~            
(3星)	 第一部更好看一点。这一部的案情过于简单了。另，不是很喜欢佘诗曼。            
(5星)	 永远支持YoYo！            
(3星)	 我落伍了            
(4星)	 比第一部稍逊            
(3星)	 不知道为什么，我就不喜欢郑嘉颖，不过阿佘在里面的表现很好！喜欢她的感觉！最后结局不喜欢！            
(5星)	 我能听懂80%粤语了            
(5星)	 比较喜欢这类悬疑查案子的港剧            
(1星)	 比第一部差远了            
(4星)	 承接上一部，其实，我是先看第二部，然后再倒过去看第一部的。感觉上第二部好像更好看。对了，好喜欢里面的水晶鞋的钥匙扣。。。。喜欢你——水晶钥匙扣。。            
(5星)	 期盼---III            
(5星)	 ......            
(3星)	 案件还不错,人物安排的没一好.            
(4星)	 bobby的片子我都爱～            
(5星)	 喜欢欧阳震华和郑嘉颖            
(NA)	 哎哟，小的时候巨迷这些港剧            
(4星)	 Bell和Ivan……无言            
(5星)	 暑假从早看到晚，爽！            
(3星)	 虽然有刻意重视阿佘的嫌疑，但不得不说是部好片            
(3星)	 从此关注郑嘉颖            
(5星)	 丁丁死了,哎....可惜!期待第三部!            
(3星)	 2009年春节合家欢剧目            
(5星)	 很好!我喜欢.            
(NA)	 佘诗曼滴镜头也太多了吧。            
(5星)	 太絕了             
(4星)	 好憎蛇C慢!            
(4星)	 tvb这一类的电视剧是相当的好看哇。            
(5星)	 喜欢ivan            
(4星)	 2009.5.16            
(NA)	 高sir            
(3星)	 喜欢佘诗曼的坚强干练，郑嘉颖的帅气聪慧以及科学高超运用            
(5星)	 觉得2比1好看 尤其在处理三角恋上并不落入俗套 案子也精彩的多 让我对郑嘉颖的戏            
(5星)	 为什么要让佘诗曼来演主角? 真恶心            
(4星)	 总算断断续续看了几个月看完了,其实还是很好看的.真凶也非常隐蔽, 主角情感线也甚合我意.            
(4星)	 刑侦系列，但是依然不如当年的TVB剧            
(NA)	 几好睇。。。系我钟意的法证查案电视            
(5星)	 讓我喜歡了一個演員            
(4星)	 比1稍差一点            
(4星)	 高科技，先进啊！！            
(5星)	 有点喜欢佘诗曼和郑嘉颖了！            
(NA)	 一般            
(5星)	 经典,不是一般的强            
(NA)	 哈哈，TVB一直是我的钟爱！            
(4星)	 三个男主角都很优秀~            
(4星)	 CSI香港版，香港能把很多经典改得十分本土而且能有收视，很厉害            
(3星)	 还是第一部好看            
(5星)	 很好看的一部港剧，好像是大一看的，老妹给我推荐的。            
(3星)	 喜欢里面的郑嘉颖诶            
(4星)	 好看啊，没的说，等第三部咯~            
(NA)	 不及1            
(4星)	 蒙嘉慧不扮警察好像就扮不了别的了            
(4星)	 阿佘演得角色性格不错,工作狂人,性格直爽.希望09年再拍3,都市剧,反正不讲究情节连续的,只要人员整齐就可以了.            
(5星)	 郑嘉颖很帅            
(3星)	 相较之前TVB的法证题材的剧集，这剧给我的感觉不是那么完美。。。            
(4星)	 我承认我不是冲着里面的爱情去看的            
(5星)	 超好看~~~            
(NA)	 一般般,冲着欧阳震华去的            
(5星)	 因此劇而愛上一個叫佘詩曼的女人            
(1星)	 凸- -最差就是它            
(5星)	 难道老天爷嫉妒幸福的恋人，让她们天地永别？？.....            
(3星)	 感觉没1好看，看完了就怎么也记不起来了，呵呵            
(NA)	 欧阳老了   悲哀``            
(5星)	 属于不错的系列剧。            
(4星)	 喜欢这个类型的,很不错            
(5星)	 唉，总体上说很好，不比第一步差，只是我可能不大喜欢佘诗曼，她演这部戏实在有些牵强，另外，古医生的老婆死了，我实在接受不了这个故事情节。。。。因为那个女孩演戏还挺好的~            
(4星)	 就是里面的感情戏都挺莫名其妙的            
(3星)	 點解一定要HAPPY ENDING，其實只是一個有信心，有希望對方會醒的ending 不好嗎？而且又硬要前呼後應，madam撕裙，太造作～　　另想知，若然兩個女角都是強人的話，個劇應該怎樣寫才好？　　至於查案方面，太明顯了，估估下才好玩。            
(4星)	 TVB的片子，越来越喜欢看。其实我喜欢的是片子里面人与人的沟通与坦诚，以及对于爱与关怀，能轻松自然的说出口，而不用有任何的羞涩感以及不适。我发现我以及在我周围的人都羞于说爱以及表达关怀。每每只是沉默直至最后变成伤害而毫无办法。我在试着学习如何大胆言说自己的心情，让你们能真切的感受            
(4星)	 凡是第二部都没前面的好看貌似            
(3星)	 没第一部好看，可能因为看过了前辈csi            
(3星)	 我只能说这是个科普加法律宣传片            
(3星)	 总感觉没有第一部好看了。。。但是郑嘉颖同学很好地修改他在我心中的形象~~            
(3星)	 TVB最拿手的剧情。又名马帼英和三个男人的故事。我猜编剧一定是CSI的fans，使这部剧混血的比较对不起观众。            
(3星)	 看过就算            
(5星)	 虽然是第二部,但也很优哟            
(NA)	 喜欢欧阳震华，但是此剧不如以前的鉴证实录，而且中间有几集，感觉拖沓，情感戏戏份太重。结尾的案子，倒是挺不错的            
(4星)	 阿佘太抢戏了，我喜欢蒙嘉慧            
(4星)	 2008.10            
(4星)	 阵容不错，内容还行            
(NA)	 挺喜欢TVB的破案之类的剧集~~            
(NA)	 我是佘佘迷啊。。。百看不厌。。            
(4星)	 蛮好看的。            
(4星)	 此部中蒙嘉慧算是女二了。呵呵。虽然一度不怎么喜欢佘诗曼。但是这个角色的硬朗。让人喜爱。。            
(4星)	 高手段的破案,只是感情戏不是很细腻云里雾里            
(3星)	 练练广东话挺好。。。            
(3星)	 我非常佩服大家取出的“英国马”这个外号。而且钟嘉欣也应众人的强烈要求非常识相的爆炸而死。            
(4星)	 佘很帅 不过TVB的结尾都很草率。            
(4星)	 第一部追着看的港剧，感觉还不错，结局是我想要的            
(4星)	 有抄袭&#34;犯罪现场&#34;的嫌疑            
(4星)	 刑侦4之后最好的探案情感剧，虽是两男一女的老套路，但只纠结，不纠缠，发乎情，止乎礼，意料之外，情理之中，还有N多知识、常识可学可借鉴，值得多看几遍            
(4星)	 花痴男主角们……            
(4星)	 人人都说2没有1好看我却偏偏更喜欢2……            
(5星)	 梁小柔不错~我挺喜欢的！还有就是Cat Lee，很有气质的女人~            
(4星)	 他们的设备太先进了。            
(4星)	 有些老套，后来的情节没有前面的好            
(NA)	 刚想看的时候，电视剧频道居然播完了，orz，只好在网上看了！            
(3星)	 结局那点，特别是怀孕！太假了！牵强！其他都还好！            
(4星)	 总算没白熬几个夜晚            
