http://movie.douban.com/subject/4016485/	杜拉拉升职记
(3星)	 第一集好傻。。看伐看伐还行            
(2星)	 terrible            
(5星)	 谨以五星来鼓励国产剧多出经典，把棒子剧彻底踹到火星去            
(2星)	 我国电视剧的特点从来都是女主人公很完美，善良努力真诚，最后得到了上天的眷顾，获得了爱情和事业。这样的剧情放在琼瑶阿姨的电视剧里让人开心，可是把杜拉拉升职记也拍成这样就没意思了。没了原著中杜拉拉的睿智，就一干劲十足不知天高地后的小丫头在屏幕上晃来晃去！            
(4星)	 升职就是可望不可及~            
(2星)	 杜拉拉的电影一般，电视剧更加一般，有点失望            
(5星)	 评价有点过低了，发觉剧集前半部门比较紧凑好看，后一部分看得有点没耐性了。不过王伟演得很不错，很男人。            
(4星)	 过程还不错，结果就是2分钟的事            
(4星)	 太多感触了。。。。。。            
(3星)	 虽然一直觉得王珞丹不错,但是在这一部片子里她的确没有演出那种白领的气质.感觉依然是米莱,依然是钱小样.            
(2星)	 没有想象的好            
(1星)	 难看的N次方            
(4星)	 很不错，王珞丹并没有多少以前角色的影子。            
(4星)	    没有电影那么的商业化，没有老徐的做作，王珞丹的杜拉拉给人一种亲切的感觉，有点骄傲，有点自卑，单位生活，为工作努力奋斗，也许这就是几年后的我们。。。但是结局总觉得还差点什么            
(5星)	 挺不错的，真比电影好多了~！最起码是一部正儿八经的“升职记”而非发展混乱的感情戏...            
(3星)	 当上天没有给你倾城的容貌，聪明的头脑，你起码还可以选择做一个纯粹的人            
(4星)	 王珞丹变成杜拉拉了。            
(2星)	 ......            
(4星)	 一口气看完。很喜欢啊。活生生的成长就在面前。就不太喜欢后面几集            
(4星)	 我喜欢王拉拉            
(4星)	 其实看了感觉还不错。。不错            
(2星)	 与期待的差很远，我心目中的杜拉拉应该是个聪明、深喑世事的职业女性，但从前两集，我真没看出来。            
(NA)	 有点儿傻            
(1星)	 就是不喜欢王珞丹，啦阿拉            
(5星)	 比电影版的好看多了。杜拉拉演的很真实，从一个小女孩到成熟职业女性，衣服也越穿越黑。老公说是悲剧，这样的人生，没有女人的幸福感。            
(4星)	 李光洁很男人的呀。比电影版学到更多。            
(4星)	 戏剧化的办公室，职场            
(5星)	 庆幸自己不是白领            
(4星)	 王珞丹还是有点傻傻的，可能电视剧版的会接近生活一点。电影版的就时尚多了，理想主义一点。有时间还是要看看原版小说的。            
(NA)	 土是土了点，改编大是大了点，俗是俗了点，不过我还是追着看完了，并且觉得蛮好玩            
(5星)	 虽不及电影版华丽，不过很好看            
(4星)	 励志=   =么            
(4星)	 王珞丹还是更适合钱小样那样的角色…            
(4星)	 比电影的不知道要强多少            
(5星)	 真不错来着~~            
(NA)	 很假，书里的杜拉拉可没那么傻。            
(NA)	 大爱 王珞丹 ～            
(3星)	 几乎跳着看的，就记住里面的歌了~            
(1星)	 我觉得这也算得上是“大陆电视剧”中的极品了            
(4星)	 李光洁其实演的不错，但我感觉让贾一平演应该也不错啊。。。            
(5星)	 挺不错的，很有味道，职场、爱情都有，还很励志！            
(4星)	 我觉得挺成。            
(5星)	 比电影强多了，像一部职场剧，但电视剧总过不是现实，杜拉拉也有点太幸运了            
(4星)	 没大感觉，男主角的皮肤像月球坑            
(2星)	 因为郝蕾一直很排斥李光洁，不过的确长得是蛮好的！！            
(3星)	 拖了好久，终于跟完了，比电影好看。主要是喜欢王珞丹，若是换成别人演，大概不会去看这种体裁的东西吧。            
(3星)	 还行吧。。。还是喜欢王珞丹的风格~~~要给自己加油！！！！像拉拉            
(3星)	 终于认认真真的看完一遍了            
(5星)	 一部电视剧，让我喜欢上李光洁~            
(5星)	 爱上了  李光洁            
(4星)	 哎。。不现实啊。。。            
(4星)	 一些内容太狗血了。但是李光洁和王拉拉好配，这个是确实的。            
(5星)	 五颗心 是因为李光洁好帅啊~！！！ 看的老娘又春心荡漾了            
(5星)	 王珞丹+李光洁+日本静冈+小丸子博物馆+两个人的荒岛=五星~            
(3星)	 用了很多流行歌的曲子啊 不过都是改过的 哈哈            
(4星)	 完全不一样的女人呢，厉害            
(4星)	 演王伟的李光洁真的不错到无可挑剔  可是络丹不适合拉拉这个角色  怎么看还是那个80后的米莱  但络丹在《无人驾驶》中演的很棒            
(4星)	 珞丹拍的片就是好看！再加上有先前这么烂的电影版杜拉拉相称，这部电视剧堪称完美了。只是剧中植入了太多的广告，多看了不免有些生厌！超级讨厌黛西的那副嘴脸，声音也很作。另一方面来讲，那个女人的演技很好，成功的让自己成为讨厌的对象。。            
(4星)	 看完之后爱上了大男子主义的男人            
(3星)	 和电影一样都变成了都市言情了…！            
(4星)	 近期唯一看过的电视剧。不错啊，四个星一个给王珞丹一个给李光洁一个给配乐，还有一个给造型            
(3星)	 理想主义之作！            
(4星)	 比电影有看头多了            
(3星)	 总体故事还是遵循原著的 但职场方面的东西忽略了 感情方面增加了 不喜欢的一点 把杜拉拉刻画得太神圣高尚了            
(4星)	 不错，情节相对靠谱，不算太胡扯的电视剧。王珞丹的饰演可以接受，就是她穿职业装真不是太好看。            
(3星)	 无论电影还是电视剧，都一样的失望。            
(4星)	 李光洁有时候看着还挺帅的！下雨了 两个人的荒岛 这首歌还不错！            
(NA)	 王珞丹太挫，其他人严的蛮好的            
(3星)	 比电影版强，但后10集，杜拉拉的升职越来越不靠谱            
(3星)	 后面做作得太明显吧？！PS:物质让爱情更美好            
(2星)	 不知道说什么，一颗星是给王珞丹的鼓励。            
(5星)	 喜欢王珞丹            
(3星)	 电影不好，女主角和导演都明显半桶水。请徐小姐按下心来，专研一个方向吧。媒体叫你才女，你难道好意思？给三星在于，中国内地电影都市时尚剧太少了。            
(NA)	 因为徐静蕾，所以看。但是，觉得徐静蕾于我已经是过去时了。美好的回忆，美好的青春。而现在，我更愿意看李可的《杜拉拉升职记》图书。            
(4星)	 夏红不配说/人在做，天在看。/            
(4星)	 和原著挺接近的，对白也比电影版的有意思的多            
(3星)	 王珞丹把刚进入DB的杜拉拉演得太傻了。再说杜拉拉是摩羯座，职场新人只是新人，言行举止不至于到那么笨拙吧？完全不是那么回事，不知道后面会不会好一点。除了王伟，其他完全没什么看点。后面女强人之后终于有点样子了。            
(2星)	 一本职场励志书，被彻底排成了肥皂剧。人生哪来这么多侥幸！烂片一部            
(4星)	 额没看过电影但是明显感觉比电影好很多很多~~            
(3星)	 偶像剧            
(4星)	 就是因为这个，突然觉得成熟跟稳重这么重要，是！多加这么一条，必须的！            
(5星)	 人生最精彩的，不是实现梦想的瞬间，而是坚持梦想的过程。这是拉拉教会我的.            
(4星)	 喜欢 王罗丹。一个干净简洁的女孩子。            
(NA)	 还不错，和小说比较符合。任务刻画的有无很细腻            
(5星)	 我觉得拍得特好！~特别奋进的感觉            
(NA)	 真的很好看!!!!            
(4星)	 还是书好看,啥都不懂的拉拉。。。            
(3星)	 没有想象的好            
(2星)	 看完以后满眼都是李光洁脸上的痘坑            
(5星)	 回家第一部和爸妈看的电视剧。温暖的回忆。喜欢上王珞丹~ 听到片尾曲想哭。。             
(4星)	 比电影好，至少和原著差不多            
(1星)	 怎么这么烂，这剧！            
(5星)	 好看~            
(3星)	 我一直痴迷原版书籍。但我却也看看电影版本和电视剧版本。刚刚知道王珞丹演拉拉，我有些心灰意冷。因为我认为王珞丹演拉拉有些单板。没有拉拉的机灵。看完之后，说实话我有些否认我之前的认为，比电影版好多了。可是还是没有书籍那么吸引人，演员演技还是有待进步。            
(5星)	 暑假那会儿每天就守着北京台、爱上剧中王伟这个角色了啊~            
(3星)	 心目中的杜拉拉还是老徐那样的。王珞丹不是不喜欢她，但是演的角色感觉千篇一律!这个制作实在是粗糙些！            
(4星)	 还行吧，主要讲的是升职这段时间的情感路了。。。            
(3星)	 虽然到拍到最后还是烂俗的童话剧，不过还是很喜欢！！呵呵，还是喜欢生活在幻想中哇~            
(3星)	 比电影版好，看到了些你的想法影子            
(3星)	 感情线路看不明...飞跃太快了            
(4星)	 太好看了，我自认为比电影版的好看。            
(4星)	 比电影好太多。。。。            
(4星)	 比书好一点            
(4星)	 看过了书，改编的电影，现在电视剧版又岂能错过呢？            
(5星)	 比电影的要好看多了！ 喜欢王伟~~~相信通过自己努力 以前一切的心酸都会过去 相信 前面有更好的等着我 只要我努力！！ 不要急！            
(4星)	 虽然开篇有点山寨，不过这个女主才正经像菜鸟。说是职场剧，更像斗气冤家爱情剧，不能要求太高。。。P个S：李彩桦为啥很显年纪大呢？            
(4星)	 王珞丹演的还可以。我更喜欢电视剧的王伟。            
(3星)	 妈妈的、            
(3星)	 感觉也不是很对，但比电影好            
(NA)	 比电影版的好太多了~            
(4星)	 就衣服没电影版华丽   但喜欢王珞丹            
(2星)	 场景配乐让我觉得没法忍，太破坏气氛和节奏了……            
(NA)	 太夸张了            
(5星)	 冲着陈慧珊，想看。            
(4星)	 大陆电视剧用台湾导演拍出了韩国味            
(5星)	 比电影还嗲很多，当然是针对认为电影还不错的人。            
(NA)	 不错的开始，不错的结局，不错的爱情            
(3星)	 李光洁演得很好，杜拉拉前期太圣母            
(5星)	 感觉好            
(1星)	 好土。。。            
(4星)	 开头做的效果非常大牌，但是整体有点放水的感觉。到了最后总有些失望，因为电影中间个人并没有得到想要的东西。还好的一部影片            
(5星)	 很久每看到这么好的电视剧了，一口气看完，很过瘾。            
(4星)	 只能推荐吧。李光洁后来我查了下今年才刚29.。电视里演着他36.。。曾经有阵很像杜拉拉，有冲劲。不过里面的给李彩桦和陈慧珊的配音。。。还是叶童自己说话的那种感觉好            
(5星)	 就是特励志特特励志特特特励志。李光洁越看越帅了- -。            
(3星)	 前面好看啊 我喜欢看王伟跟杜拉拉斗嘴~            
(4星)	 至少比电影精彩吧            
(NA)	 从小说，到电影，到连续剧，离心距是越来越大~\(≧▽≦)/~啦啦啦            
(NA)	 还是海伦吧～            
(5星)	 王珞丹MM。。哈哈哈            
(4星)	 不知道为什么 看到杜拉拉遇到困难的时候 我就难过的喘不过气            
(4星)	 每个女拼命三郎~都希望像拉拉一样~~哈哈~加油！            
(3星)	 越到后面，看的就是感情纠葛了            
(5星)	 这升的也太快了哦            
(3星)	 太喜欢李光洁诠释的北京爷们儿!一说肉丝儿我就乐喷了~不过纳闷杜拉拉为啥火。。            
(NA)	 细腻的描述了白骨精的修炼过程，许多值得我们学习的地方，这里的外企环境很飘着自由的气息，不知我们以后进入的职场是不是也是如此呢，珞丹的演技是值得肯定的            
(3星)	 一个拍港台偶像剧的导演和一有点愤青范儿的姑娘合作……这电视剧看得我那叫一个别扭！            
(3星)	 王珞丹...            
(5星)	 比电影好看多了~特别是李光洁饰演的王伟~很符合人物形象。王珞丹版拉拉开始有点惹人讨厌，因为太遵守原则，但是后来看见她不断地成长~让观众越来越爱她了。李彩桦演的坏女人黛西也很出彩，好多集我都不想看见她！另外陈慧珊版玫瑰、叶童版薇薇安都是配角中的亮点。陈铭章把职场、偶像结合得很好！            
(4星)	 看着看着让我有种想要做个女强人的冲动……            
(NA)	 王珞丹又一次惊艳地亮相了，完美地变身成为职业女性，80后的代言人，越来越喜欢她了... ...华丽的演员阵容，丝丝入扣的故事情节，力挺这部作品！！！            
(NA)	 ky            
(2星)	 我第一集看了3遍才看完，真的还没啥兴趣。            
(4星)	 比电影更贴近原著，虽然电视剧看起来没有那么精致，但是故事更合理，更让人感动……            
(3星)	 色彩和节奏都是挺不错的，演的也还行，没大伙儿说的那么惨，徐静蕾是土，但是书里的杜拉拉本来就很土。比起静蕾，故事的结局更俗。总的来说，跟原著有一定的差距。            
(5星)	 王伟真是个纯爷们儿~   有情人终成眷属！            
(5星)	 李光洁是亮点，超喜欢他。电视剧不知道比电影好多少倍。真的被李光洁版的王伟惊艳大了。嗯嗯。希望我们每个人都可以拥有一个杜拉拉式的美好结局。            
(3星)	 挺可爱哒。。            
(2星)	 额..额..            
(3星)	 节奏稍慢            
(5星)	 大爱王珞丹啊!!!            
(3星)	 演员没能吸引住我            
(1星)	 难看死了            
(2星)	 毫不客气的说，没有电影好看。            
(3星)	 喜欢看谈恋爱的戏~甜蜜蜜的~~            
(4星)	 比较忠于原著 喜欢王珞丹 就是一开始演的太嫩了            
(4星)	 比电影好  值得看看            
(5星)	 喜欢电视剧版的杜拉拉，超级喜欢。虽然有一些穿帮镜头和台词，但是还是很乐意的忽略了。喜欢王络丹和李光洁，喜欢《我以为》            
(3星)	 改编成电视剧的永远让我觉得罗嗦拖沓            
(3星)	 前边还好。后面没看下去。            
(4星)	 看了小说，免不了会和小说去比，感觉还是改编得挺成功的，保留了职场的原味，又增加了感情的复杂和真实，不过也不免让人觉得美化和理想化了些，也许是自己现实了吧，竟然看到这样的爱情，也会觉得太理想化了。作为女生，免不了会和杜拉拉比一比，如果是我我能做到么？始终坚持自己的原则……            
(2星)	 王伟和杜拉拉的爱情故事沉闷的快淡出个鸟来。。。 海伦长得蛮漂亮~            
(NA)	 28集。王伟走过杜拉拉走过的每一个地方，站在她站过的每一个地方，最后靠着墙，在门外说“我觉得你已经重要到可以伤害我了”。他的眼睛和眉头浸满了悲伤。有时候不能理解杜拉拉的性格。那么爱他为什么还要说信任不信任的问题。爱一个人是可以无条件信任的。            
(4星)	 我喜歡李光潔啊啊啊啊啊啊            
(5星)	 那个在将爱情进行到底里的清纯小丫头，真的老了唉。。            
(5星)	 大爱这部剧，大爱里面所有的歌曲，大爱王伟，大爱拉拉            
(4星)	 比电影版好很多啊~ 喜欢男主角~~~ 不过非常讨厌女二。。。。            
(NA)	 剧情相比电影版完整连贯。。。但演员真的很乡土啊。。。除了李才华别的真都是农民啊。。            
(NA)	 有青春，有奋斗，更爱王洛丹了            
(NA)	 不错~好喜欢王珞丹的气质~            
(4星)	 还是喜欢跳着把有关爱情的片断看完，胸无大志呀            
(3星)	 2010 比电影版好。印象最深的一句：我不算聪明的，我现在得到的，都是我背后苦练的。            
(1星)	 一点都不好看 土的要命            
(2星)	 看了一集，王珞丹丑的不想看，里面有点神经质；可能是老徐演的太精致了；去找找姚晨演的看看去喽            
(4星)	 挺好看的一部电视剧。            
(3星)	 比电影版真实。            
(4星)	 看了前面，有点觉得王珞丹把我心中的杜拉拉给毁了~不知道后面~看到杜拉拉的成长，王珞丹的改变，觉得可以加一颗星了！王伟不错呀！            
(5星)	 有一点像你的风格            
(5星)	 忠于原著是第一感觉，因为刚看过电影版，实在是失望。。。但王珞丹却给我全新的感觉！太好了！非常喜欢！本以为男主角会失望的，但没想到他养得也很活！太好了！            
(4星)	 比电影忠实原著，，情节上更胜一筹，，男主在剧里很有爱。。。            
(3星)	 王珞丹怎么会接呢???导演是谁???诶 。。。             
(3星)	 小说比较好看            
(4星)	 王珞丹依旧可爱～就是不太喜欢男主角...太假～哭的也虚情假意～为了王珞丹才看的～            
(4星)	 这个比电影好多了，跟小说还是有些些差距的，不过还蛮喜欢的。            
(1星)	 杜拉拉生殖记  这名称本来没注意 看过后果然是啊            
(3星)	 李光洁演的真不错～很男人～从这里喜欢上他～            
(3星)	 电视剧后半段看的我有点憋屈。。。前后稍有点分化            
(NA)	 基本改成爱情片了。10.06.17            
(NA)	 还行·            
(5星)	 不多说，喜欢！很喜欢！很成功！力荐哦~~            
(NA)	 这里的爱情没有那么刻骨铭心··            
(3星)	 李光洁是亮点            
(NA)	 某些配音真的很难听。            
(4星)	 没什么好讲的            
(NA)	 哦哦。我喜欢的故事，我喜欢的演员王珞丹，还有我喜欢的歌，这部剧我超超喜欢哈            
(NA)	 王伟太棒了。喜欢他和拉拉在一起。喜欢两个人的荒岛~开始想入非非未来工作结婚的日子。。。。。terrible            
(4星)	 我感兴趣的办公室恋情，王络丹丑了，李光洁好帅            
(4星)	 大爱王络丹~            
(4星)	 比起电影版的纯粹爱情故事~电视剧版更有故事性，更好看            
(4星)	 比电影好看……            
(4星)	 看到了我自己            
(4星)	 终于看完了……王络丹成长了。喜欢杜拉拉的各种衣服！啊啊啊啊啊！            
(2星)	 有够傻的了            
(4星)	 好剧！            
(4星)	 没我想的那么好，有点看不下去。            
(4星)	 还不错哈            
(5星)	 支持王珞丹， 比电影版好看多了。            
(4星)	 其实，整部片子的制作我感觉不如王珞丹以前的电视剧。刚开始看也觉得有点幼稚。不过看完还是很激励人。会让人想起《秘密》。杜拉拉这个女人实在太让人妒忌。事业爱情友情，她都得到了。但是这一切都因为，她对生活真诚的追求。            
(5星)	 大爱王珞丹。            
(4星)	 比电影强            
(NA)	 喜欢里面的插曲……            
(3星)	 一般般的肥皂剧~            
(5星)	 “勇敢女人，什么都有可能。”杜拉拉 啦杜杜 啦啦啦~~~            
(NA)	 比想象中好很多，大概是因为有电影版垫底。。。李光洁版本的王伟很有爱。。。            
(3星)	 李光洁演红二代比演这个合适多了，原著是给OL看的，这个片子是给在校生和家庭主妇看的            
(4星)	 国产很不错的了，我总结了下。说它差都人都是没看完的，说它好的基本上都看完了。其实只要照我说的看，就会觉得不错了。第一不要和原著比，这个是偶像剧。第二一定不要被一开始的杜拉拉吓到，因为电视剧总习惯一个套路，就是超级丑小鸭变凤凰。            
(4星)	 冲着王珞丹看的            
(3星)	 女主角从一开始就在勾引男猪脚......貌似是在宣扬...想上位，睡老板            
(2星)	 没有一点值得记着的内容。。。            
(3星)	 几乎没有原书的感觉，但是还是很人物和衣着实在是养眼的紧            
(3星)	 没有完整的看，感觉一般般吧~~            
(4星)	 真是比电影强多了吖            
(3星)	 反正我看这还行，可以看，不难看。            
(5星)	 王伟太帅了~~~~            
(2星)	 不喜欢男主角。 星星送给王珞丹。            
(2星)	 呃...我觉得没有想象中好看.            
(4星)	 不论怎么说 比电影是强太多了            
(4星)	 王珞丹不错 李光洁不错 有几个配角也不错 配乐脑残 导演够二            
(3星)	 李光洁的博客值得一看            
(4星)	 还行吧，其实。            
(5星)	 不多说，杜拉拉的故事不适合电影，时间限制下无法展现她的成长，用十几分钟让她的月薪翻倍，听起来就不靠谱。王珞丹演的很不错，李光洁是亮点，我爱他，，，            
(3星)	 不管是电影还是电视剧都有些让人失望啊！            
(3星)	 还是喜欢钱小样。            
(5星)	 喜欢丹丹 喜欢李光洁            
(3星)	 一般一般            
(4星)	 看到成长李心洁演的好            
(2星)	 小说中你能看到职场奋斗，电影中你能看到时尚爱情，电视剧中你能看到偶像；大家各取所需吧！            
(4星)	 因为王珞丹才看的。不然看书就够了。电影电视剧都是把书糟蹋了。            
(4星)	 有电影版垫底，这部看得很顺眼。3.5            
(1星)	 前几集看王珞丹装傻装可爱。之后，看王珞丹装所谓的职场女性，以及每集要听王老师给你讲道理，有点走十步笑百步的意思。 这部戏的主角是谁？王珞丹？错！李光洁？错！职场戏？错！是麦斯威尔！！！以及相当2B的所谓称之为梦的东西。。 除了李光洁是个亮点 。            
(4星)	 啥事都是需要天时地利人和的~~            
(NA)	 拉拉 。。拉拉。。。            
(3星)	 社会的复杂就是助我们成长的催化剂。（ps：喜欢王璐丹毫不做作的演技~）            
(3星)	 感觉没有电影和书好看。            
(4星)	 基於對小說的熱愛和王珞丹的可愛，花了兩天一口氣看完了，相對電影版，這個還原原著的部份多一點，至少職業那方面是，感情方面有點扯，尤其是李彩樺那個眼神，把情緒化的我看得活活氣死了。。。雖然一直覺得黃立行很man，可不得不說，電視版的王偉比較符合我的想像，看她和王珞丹版拉拉鬥嘴很好玩            
(5星)	 好看！喜欢李光洁~            
(4星)	 李光洁也不错~~            
(3星)	 我似乎在劝服自己，这样的生活也很好            
(3星)	 电视剧比电影饱满很多 但是仍然不到火候 小说还是远胜影视剧啊            
(3星)	 我觉得拍的怎么跟偶像剧似的，王洛丹还跟米莱似的。考试前看电视剧的习惯还是没改。。。            
(NA)	 王珞丹 哈哈 心有不甘吧            
(5星)	 现实是残酷的            
(5星)	 相当可以的~比书写的好~            
(5星)	 比电影好看好，看的过程 中哭了N次，花了一天一夜的时间，一次性给看完了，太喜欢了，好喜欢上面的“王伟”（李光洁），一纯爷们，爱的很男人……            
(2星)	 我对服装道具和化妆师灰常满意。            
(3星)	 看过了，还行吧，跟老徐的是不同风格。还蛮喜欢王伟的            
(4星)	 跟电影相比更贴近原著一些，很多场景都能让人想起发生在自己身上的一些事情            
(5星)	 职场生存，得学习啊。。。不然怎么死的都不知道            
(5星)	 比电影更接近原著。很多情节感同身受            
(3星)	 消磨时光            
(3星)	 杜拉拉生殖器·            
(4星)	 虽然觉得王珞丹的演技没什么突破，但还是很喜欢她，电视剧版比电影的要强很多，真的有很多励志的地方，这部戏也让我喜欢上了李光洁，一个干净的男人            
(NA)	 感觉还可以            
(NA)	 還好~            
(3星)	 一部职场小说，被完全改成了爱情小说。。。            
(4星)	 职场果然就是战场。。。            
(NA)	 看了两遍了，很喜欢。看着拉拉在DB努力、认真工作，很心痛，也很佩服她。听着从王伟口中说出的Rose，很搞笑，典型的北京口音，肉丝儿，呵呵~~~            
(NA)	 哈   这个名字说快了记会听成器·······冏rz            
(5星)	 下雨了 两个人的荒岛  再次重看王伟还行 哎哟喂 尤其是表白的那段 个高的孩2            
(4星)	 王珞丹的插曲不错            
(3星)	 比电影好看            
(4星)	 演得比电影好 能看得出拉拉的成长            
(2星)	 杜拉拉又不是才工作，怎么被演的像个脑残。            
(2星)	 编得太过了            
(NA)	 失望            
(NA)	 其实，做只白骨精也挺好            
(3星)	 麦斯威尔赞助了好多            
(5星)	 比电影版好太多~            
(4星)	 还以为会改的面目全非，演员们都苍白无力，结果让我刮目相看。杜拉拉的转变，一点点的渗透在里面；王伟的魅力，也不遗余力的展现出来了。总之就是蛮不错。作为一个女摩羯，我找到了共鸣。            
(4星)	 比电影来的让人期待，不错..就是其中的爱情故事有点..刻画的太过了。            
(1星)	 为什么分数竟然比电影的高？电影至少还有能欣赏的东西，这个也太山寨了吧            
(NA)	 我是王伟控 王伟控            
(4星)	 比电影有内容            
(3星)	 主要看王洛丹的            
(NA)	 委屈光洁了。。。。            
(3星)	 男女主角比电影版好，剧情比电影经得起推敲，其余一众配角都不知道是干嘛来的            
(4星)	 比电影好看~            
(4星)	 时间长了，所以比电影诠释的更加透彻            
(2星)	 丹总啊丹总，作为一个不是很合格的丹磁，我实在是不明白你为什么要接这个衣服看上去像80年代的弱智爱情剧？从发型、衣服、鞋子、跟你旁边站的那群傻B~我真觉得这戏把你毁了。。。            
(4星)	 一直都很喜欢 王珞丹的 哈哈            
(NA)	 小说和电影版都看过了，期待电视剧。            
(4星)	 很好 比电影的好            
(5星)	 男主角超MAN的            
(4星)	 在中国来说还不错了 一直比较喜欢徐静蕾            
(4星)	 比老徐的跟接近实际。很有办公室里的感觉            
(3星)	 居然拍成了爱情片            
(5星)	 我觉得是一部很好的励志剧，也不乏时尚和美好的爱情。值得看看。            
(NA)	 好            
(3星)	 结尾的改编弥补了小说里的遗憾。            
(4星)	 不管怎样，看着看着，我很喜欢！            
(4星)	 充溢着北京腔的一部片。。。推荐只因王珞丹。            
(1星)	 除了背景音乐重复的播放 某咖啡的重复出现 甚至写进了台词里。。。还不如电影版本的了 。。。这个片子的商业气息太浓了 还很混论            
(NA)	 比电影有感觉一些            
(4星)	 我觉得还不错啊 比电影版的靠谱吧            
(NA)	 像个男人那样去奋斗！            
(3星)	 山楂树也是这两只……终于看完了            
(3星)	 如果没有看过原著，光这个电视剧，我觉得还凑合，反正就是个偶像剧嘛，何必太认真。但是看完杜拉拉原著123的我，只能说，和我心中的杜拉拉不像啊不像啊，这只是一个叫着杜拉拉这个名字比钱小样进化了一点点的女孩而已            
(3星)	 為jor睇李彩樺而睇嘅.不過實在頂唔順個女主角...對比下.覺得徐靜蕾個版本好d..            
(3星)	 哎，电影不如书，电视不如电影，不知道话剧怎样~ 王珞丹同学，仍需努力啊！ 不好看，不好看，感觉跟原著差别太大，王珞丹演不出杜拉拉那种感觉来，得亏李光洁还是不错的！            
(3星)	 觉得比电影版的好些            
(3星)	 最后相见的那一刻，感觉好相像，那么可爱的表情和语言。            
(2星)	 看了两集就被粗糙的制作弄得全然没了兴趣。            
(4星)	 杜拉拉他妈咋这么招人烦呢？这老女人演啥都烦人~~~            
(4星)	 很棒！            
(4星)	 最后四集，杜拉拉的斗志和王伟的强势都荡然无存            
(NA)	 当背景音看完的，两人没爱……有点失望            
(3星)	 一个杜拉拉毁了王珞丹在我心里的感觉！但李光洁还不错            
(NA)	 拍得很不错喔，之前看过书就被里面的杜拉拉和王伟深深吸引。是一口气看完的，很少看比较长的电视剧，但这个真的很不错，很赞，自己也是学人资的，不管是做人做事都很受用，尤其是在办公室这种气氛里，人际交往是很难处理的。            
(4星)	 我感觉不错~让我学到很多            
(3星)	 喜欢米莱，如果有机会，可以看一下看到第三集，还是决定放弃了，在pptv上效果不太好，而且内地的电视剧实在是太长了，我还是省下来时间干点别的吧            
(3星)	     王珞丹就是一新革命者  .             
(4星)	 办公室恋情其实也不错~哈哈            
(3星)	 李彩桦终于沦落到演坏女人了。            
(3星)	 陈慧珊            
(4星)	 对我来说挺有用的一部电视剧不过结尾的感情戏有点小~拖~沓~            
(NA)	 丹妹妹  最好看的还是米莱啊···            
(NA)	 一般般            
(NA)	  学会生存，也要学会如何生活            
(4星)	 比电影版好很多，看完有一些可以思考和受益的东西。            
(NA)	 要像拉拉一样乐观，要像拉拉一样坚强，相信明天会更好            
(5星)	 彻底被李王伟迷住~~大爱爱爱爱~~这种男人也太完美了。。            
(3星)	 感觉还好的，虽然里面有些还是不是那么的真实吧，是值得看看的            
(NA)	 在获得职业的进步，发现身边的朋友渐渐远去，要想获得肯定要失去            
(5星)	 他們演得都很好！真的~            
(5星)	 超级喜欢，喜欢王珞丹，看了这部电视剧，挺让人积极向上的。年轻，就要奋斗，就要有目标。            
(3星)	 职场上面必定有爱情？.......为嘛职场片都要在里面加入爱情呢            
(NA)	 开头比较 后面慢慢比较好但是总感觉有点  怪怪的            
(3星)	 萌，至少比电影真实点            
(4星)	 演得狠好～            
(1星)	 不说了，还是看书吧。。。            
(NA)	 还是有点失望.            
(4星)	 啊哟喂我喜欢上李光洁了：S             
(1星)	 这个杜拉拉也太不靠谱了。怎么就不能找个聪明女演呢，整个一傻不垃圾的台湾偶像剧            
(5星)	 比较完美的体现了原著，让我再一次感受到了杜拉拉，非常推荐啊！王洛丹确实乖~杜拉拉也非常乖啊~哈哈            
(2星)	 小鸡电视剧。王珞丹从奋斗出来，到钱小样，到空姐，一直到今天的杜拉拉，其实一直是一个形象。            
(4星)	 王伟很有男人味，哈哈            
(NA)	 哈哈  王珞丹...            
(3星)	 差强人意 有点土            
(3星)	 有点粗糙，还有，麦斯威尔的广告也太显著了吧            
(4星)	 还不错职场竞争都是如此强烈！            
(3星)	 没有电影版的华丽 刚开始有点进入不了状态 但后来还是被情节吸引住了李光洁不错 喜欢 羡慕拉拉有他一样的男朋友，一直愿意 一直等她。            
(4星)	 比电影好看 结尾一样流俗            
(4星)	 王伟不错，比电影版好太多了！            
(3星)	 没有书精彩~            
(5星)	 QVQ超爱王珞丹！            
(5星)	 很少追电视剧的  更少推电视剧  但是这一部的确是超喜欢的            
(2星)	 在独居了半年的小房间收拾东西准备回家。点播电视，我会记得。            
(3星)	 比电影更像职场戏..但我喜欢电影里的王伟。            
(NA)	 王拉拉很棒            
(5星)	 王珞丹的表现值得称赞，不过从开始的活泼开朗，大大咧咧到后面的感情那么细腻跨度有点过了，感觉是两个人了            
(4星)	 比电影版的好看多了            
(5星)	 一直很喜欢丹丹，也喜欢《杜拉拉升职记》这本小说，她们的结合，是我期盼的。虽然徐静蕾的电影版很华丽丽，毕竟年纪大了，有点徐娘半老的感觉，跟原先人物不贴。而丹丹不一样，真的把一个初入职场的菜鸟成长历程展现给观众，更惊喜的是李光洁，看到他真像小说中的王伟。            
(5星)	 喜欢电视剧版的杜拉拉和王伟！！！            
(3星)	 比电影好看些            
(2星)	 失望            
(4星)	 这个跟书比较像一点            
