http://movie.douban.com/subject/3328794/	欢乐合唱团 第一季 Glee
(4星)	 看的很欢乐，歌也很好听，剧情能在加强就完美了。            
(4星)	 好像汤姆            
(NA)	 好歡樂            
(4星)	 听歌啊听歌。。。Mercedes太猛了            
(4星)	 第一季 很精彩 期待第二季保持            
(4星)	 another high school musical            
(4星)	 歌曲当然是无可挑剔的，但是剧情太单薄了。            
(4星)	 感觉真的有点儿像电视剧版的歌舞青春~~            
(4星)	 musicals            
(4星)	 虽然演员和声音不如high school musical。我不出意外地喜欢小坏的孩子他爹Puck，也意外地喜欢轮椅吉他手Arty。前者民谣solo，后者电吉他摇滚，都很赞。            
(3星)	 似乎很讨EmmyAwards喜欢 那个谁不是Charlie的心理医生吗            
(4星)	 完全是加长的歌舞青春好吗！美国的高中就这么美好吗！生个孩子送去领养就好居然不用挤过和退学！好吧这不是point……            
(5星)	 大爱苏姐！！！！！！！傻大姐太有爱了！！！！！！！            
(5星)	 剧情一般，可是这歌……真的好听！            
(5星)	 我不想说的太夸张。也不想简单只说是音乐剧。很好看，祝大家活出自我            
(3星)	 不知道为什么人气那么高。。。            
(5星)	 明显这剧要是编的跟csi一样就还有趣么~就是那股子透着傻劲儿的一群人和一群剧情才有趣么~期待下一季            
(4星)	 小娘我从善如流。。            
(3星)	 20100929看了十集，里面音乐很不错，但剧情不是很引人入胜。不想再看下去了，over吧。            
(5星)	 电视剧版的歌舞青春？不过，比歌舞青春好看多了！！！！！            
(5星)	 不错，很好看~            
(4星)	 某人很爱~            
(NA)	 太闹了            
(4星)	 很喜欢美剧的节奏。。。歌曲挺好听的。。。            
(3星)	 音乐不错，剧情实在太弱智了            
(4星)	 一般吧，剧情有点傻            
(3星)	 剧情诡异的弱智，靠歌舞在撑            
(4星)	 期待第二季            
(5星)	 青春，音乐，歌舞~~ 我最爱的元素都有了~~ p.s:我爱Kurt!! 一只唇红齿白、清澈干净、萌到不行的小受~~ 哈哈!!             
(5星)	 每首歌都超爱！！！结尾哭了……            
(4星)	 音乐胜过剧情很多很多。看到后面，喜欢sue胜过鞋子老师一万倍…………            
(4星)	 期待glee的第二集!            
(5星)	 什么都不用说，正！            
(4星)	 每个人心中都住着一个geek。            
(5星)	 人有趣，歌好听            
(4星)	 剧情其实还好，歌曲不错            
(4星)	 電視版歌舞青春            
(3星)	 还行，喜欢里面的歌            
(5星)	 题材轻松~~歌很好听~~            
(4星)	 还是没忍住啊…            
(NA)	 Will Schuester ~~~            
(4星)	 很给力的合唱团            
(3星)	 一流的歌，三流的剧情            
(4星)	 欢乐～歌舞大集合&gt;&lt;            
(5星)	 其实想分开评分，前13集5星，后面的4星……好像大家都觉得Q很美，但是我觉得Santana更漂亮啊……Q太过blondy了。还是喜欢前13集的Sue，感觉更血肉。后面的流于大众了。            
(5星)	 强烈推荐，很欢喜的一部剧，聚集了那么多好听的音乐。            
(4星)	 不错不错~            
(4星)	 就喜欢这种欢欢乐乐的~            
(4星)	 轻松愉快的音乐试听盛宴            
(5星)	 喜欢这种百老汇式的手法~励志，激情，让人不断认识朋友、生活、梦想的美好！            
(3星)	 完全不喜欢Lea Michele演的女主角，一般这个角色在剧中应该是最讨喜的，不过Lea演得给人感觉太用力了，一致给人很贱的感觉。看她跟男主唱恩爱我就受不了，靠，没见过这么光明正大的小3啊！            
(2星)	 太彪了,看不下去            
(5星)	 音乐超好的            
(4星)	 不错的剧，音乐很好，剧情比较无聊            
(5星)	 好看又好听！！            
(NA)	 翻唱很精彩，而且看得让我很快乐            
(5星)	 当初很早看的时候，觉得太像《歌舞青春》，就没跟下去。后来又翻来看，有点《海角七号》的意思。对于大热的Don&#39;t Stop Believin比较没兴趣，反而对那几首歌剧选段很爱....又开始假文艺了            
(5星)	 我达到了追美剧的速度新高            
(NA)	 歌很经典 很火 也应该会继续火 就当听歌~            
(5星)	 music很赞 期待s2            
(4星)	 里面好多经典老歌。可是剧情到了后面又开始变牵强了            
(5星)	 太佩服编剧组了，把歌曲remake的这么好，而且还符合剧情。            
(5星)	 卷发与短发的唇枪舌战~            
(4星)	 剧情就是美国高中生剧情，无厘头的剧情~奔着这个剧的音乐来的~每一集都有一个音乐主题，每个曲子结合剧情中人物的情感（剧情就是串联歌曲用的），所以歌曲表达还是挺丰满的~放松时候想听音乐了可以看看这个剧~            
(5星)	 我实在是很爱女主呀，刚出来的时候觉得她好有戏，可以贱到不行又纯情的要命。            
(NA)	 喜欢大黑妞，chocolate power！！            
(4星)	 还是歌精彩。            
(5星)	 這是一部超贊的美劇，它讓我們能學會很多            
(5星)	 有关青春与梦想            
(5星)	 GREAT SHOW！里面的歌无敌啦～故事情节也很紧凑，什么元素都齐了，再接再厉！！            
(5星)	 歌舞青春ｔｖ版            
(3星)	 剧情太弱了            
(5星)	 回顾好听的音乐            
(3星)	 弃            
(5星)	 其实剧情什么都很俗套，主要是听觉在享受，如果喜欢音乐剧的话应该会很喜欢的            
(5星)	 好看 从第一次听过“猫” 就喜欢上这种歌舞剧。。 好吧 GLee 很值得一看 大家快去看看^-^            
(4星)	 欢乐的明星脸啊 finnfinnfinn            
(5星)	 最后一集好感人啊，期待第二季的到来            
(4星)	 里面的音乐真得很不错，though男主不算太养眼            
(3星)	 well...剧情其实并不值得深究，但是人物塑造倒是挺新颖的...虽然是青春励志剧，但主角瑞秋并不是那种传统的励志型M受主角，反而有点烦人，有点自大，让人有点讨厌.但其实也只有这样，才能在在被打击的情况下仍然怀揣梦想，自恋是武器...            
(5星)	 歌舞好……我的娘亲啊，我拖拖沓沓终于看完了，有些歌舞还要倒回去多看几遍。。。=]唔。。。绝对不能删~我喜欢KURT和他爸爸哈哈哈。我想知道kurt有没有变声啊            
(NA)	 很好音乐连续剧            
(4星)	 美国也拍励志剧            
(5星)	 很棒            
(5星)	 喜欢音乐，所以喜欢American Idol, 所以也爱看Glee.钟情舞蹈，所以钟情So you think you can dance, 所以也追捧Glee.            
(5星)	 quinn漂亮的让人嫉妒啊~            
(4星)	 剧情就那样吧...不过演员个个是个宝            
(4星)	 弃(1) FOX            
(5星)	 又一枚叫Matthew的帅哥~~~~~~~~~~~~~~            
(3星)	 我为了一首雷迪嘎嘎的慢版poker face来看这部片。。。结果倒数第三集才听到这首歌。。。总的来说歌不错。。。有几个地方超级赞。。。某个歌剧处听得我心潮澎湃。。。但是剧情实在太弱智了 虽然有点小煽情小动人什么的。。。但是还是觉得为了听歌看这片有点不值。。。            
(4星)	 有几首歌还是不错的            
(5星)	 如此青春地回味经典，如此自由            
(5星)	 夏季休整期..它陪我。            
(3星)	 20101001--06~!!22集。            
(5星)	 超级赞~看的第一个美剧抛开剧情这帮演员翻唱的歌曲都超级赞！！！下载了3张GLEE的原声带无比期待下一季~            
(5星)	 很多歌            
(5星)	 爱！            
(5星)	 &#34;Glee的意义在于，不管美好的梦想多么遥不可及，你还是能用引吭高歌的方式狠狠的踹现实两脚，然后哈哈大笑的爬起来，对着现实竖一个美丽的中指。&#34;            
(4星)	 人不是很喜欢，音乐不错！~剧情也不错！~            
(NA)	 是好看…………但实在不是我的菜……            
(NA)	 it&#39;s damn nice.            
(5星)	 Glee不仅在音乐本身力争完美，而且通过音乐恰如其分的输出了Glee式的价值观。一部歌舞青春的电视剧能产生如此之大的社会影响力，足以证明编剧们的良苦用心。            
(4星)	 趣+牛+充实。            
(4星)	 倒也可以消磨下时间。。。。。            
(5星)	 不太喜欢唱歌配音的声线            
(NA)	 我最爱最爱的音乐吖！！！            
(5星)	 剧情有点跟以前的美剧不一样嘞。每个角色都有点脑残的样子。不过这样比较可爱~。最有爱的地方果然还是里面的音乐啊~~~！超级赞~！            
(3星)	 里面着GAY哈错器~女主角也哈难看~            
(NA)	 great songs and great inspiration! so nice to be young and to have dreams~            
(5星)	 Chris Colfer~~~            
(4星)	 喜歡裡面的歌曲，和一些小小的道理～我還年輕吧^^            
(3星)	 那个剧情实在是。。把所有的MV都看了一遍            
(5星)	 又激动又感动！            
(4星)	 看一堆罪案医务搞笑剧，没想到一部青春偶像剧还可以吸引我NC老套的剧情，但是一路看得很欢乐，很多时候觉得应该配上罐头笑声才过瘾。。。歌都演绎得出彩，百听不厌还是最爱区赛里面的歌，次次听到I‘LL MATCH MY BAND OUT都会觉得起鸡皮疙瘩            
(4星)	 so nice!            
(5星)	 喜欢这种歌舞剧风格的电视。喜欢其中defying gravity那首歌。不过演员集体装嫩。            
(5星)	 很喜欢，最近中了GLEE的毒~            
(4星)	 音乐好听，剧情不评价            
(3星)	 首先，Rachel的歌声在我看来就是那种典型“美国偶像”式的，抛去歌曲的本身魅力，就显得特色不足，好听，但仅此而已。倒是Puck感觉不错；其次，Kurt作为gay，总是再强调I&#39;m different，太过了就很让人反感；最后，剧中对所有不同年代的歌曲重新改编，做足了功课，值一星            
(4星)	 乐呵~            
(4星)	 17集的插曲好好听~~~Total Eclipse of the Heart             
(4星)	 我擦，编曲编舞的很给力~而且，让我联想到了很多ABOUT YOU            
(3星)	 sectional之后就变成了gossip girl一般的小肚鸡肠。对那些歌舞也似乎审美疲劳了。Sue这个角色本来挺好，但到后面就被编剧毁了。Rachel倒是越来越漂亮。最后一集是勉强看完的。若下一季变成musical版gossip girl，姐就不看了            
(4星)	 剧情很一般，但是里面的歌很好听            
(4星)	 青春歌舞的电视剧版 嗯……除了女主角 其他都不错            
(3星)	 我承认没看完 那两个被怀孕的男人实在是让我无语 = =            
(5星)	 我爱Rachel and jessie!            
(5星)	 fabulous xoxo            
(4星)	 社团、合/翻唱、集体舞、竞争、校园爱情、少女妈妈、性向...就是把许多看点（包括音乐风格）揉在一起，很省时省力哈 当然是一个补歌的好机会            
(4星)	 剧情太弱智，但歌舞真的很棒！            
(5星)	 前一阵喜欢北欧仔。。。但是发现美国仔的阳光还是无法抵挡啊~！哈哈~！FINN不错~！女的么丑了点。。            
(5星)	 太爱。            
(5星)	 “K歌情人”般的温馨诙谐，“歌舞青春”般的动感励志，靓男美女，劲歌辣舞，很赞很赞，太对我胃口~~            
(4星)	 很容易偏爱音乐剧。但GLEE真的太棒了。静候第二季。            
(NA)	 下次下乡，一定要去带个合唱团，让孩子通过唱歌发现自己、给自己力量！            
(NA)	 好看啊好看            
(5星)	 Sue就是这个剧的灵魂！            
(4星)	 这辈子还没做过神马喜欢的事的人真的很被刺激= =            
(5星)	 慢慢看了几集后发现非常喜欢~~~high school passion            
(3星)	 剧情弱智的等级等于片中音乐好听的等级            
(4星)	 像新白娘子传奇....时不时的唱一段            
(5星)	 看完以后觉得还是有煽情的部分的~            
(5星)	  每个人都是神经病的励志剧     好看 好听            
(4星)	 这几年一直大热的HIGH SCHOOL MUSIC把流行音乐剧推波助澜，票房唱片连连大热。这部电视剧版的GLEE在美国也立刻大火，而在中国受到欢迎还是因为麦婶和雷帝剧情的出现。不得不说这部片子的演员唱功不错，选曲编曲也还可以。但是，剧情中都是在对嘴，所以给减一分，剧情烂再减一分            
(4星)	 剧情没什么~不过音乐真的很好～我是冲着音乐看完的            
(4星)	 机缘巧合，竟然饶有兴趣的看下去了~每一集的起承转合设计的不错，分主题的展现，危机的伏笔，人物关系的交叉，做的都不错。不过最关键的，还是musical，对于这个，我天生没有免疫力……6张原声带下全了，突然有冲动去温故经典英文老歌了……            
(5星)	 在我的心底，欢歌笑语的记忆永远不会消失。            
(5星)	 很讨好所有人的drama。而且还有音乐和舞蹈。再加上靓丽的roles。不红都难。            
(4星)	 剧情实在是太无聊了，但是音乐剧嘛，音乐最重要~            
(4星)	 很欢乐~            
(NA)	 歌物青春加长版            
(5星)	 太经典了！超级喜欢！迫不及待第二季！每一首音乐都是那么经典，翻唱不仅没有任何听上去别扭的地方，根原作完全耳目一新的感觉甚至还有超越！看得我真想回学校把我们合唱团也改成这样的，再和那几个朋友组建个小合唱团！载歌载舞，开心啊！            
(4星)	 领教了美式肥皂剧里人物关系的离谱……            
(NA)	 歌很赞            
(5星)	 开辟了美剧的新航道            
(5星)	 Will很帅，Sue很有爱，Emma很可爱，一帮学生们很青春，还有不得不说，音乐很赞！            
(5星)	 Best Music TV Drama ever   .   I love Finn!            
(5星)	 《歌舞青春》和它一比，真是幼齿到几点            
(4星)	 要看就看第一季1到13集，恩，后面先攒着。            
(5星)	 音乐让我说，快乐。            
(4星)	 喜欢所有的配乐！！            
(4星)	 为了片中各式翻唱打四星            
(4星)	 这个很容易看上瘾....总而言之 比中国的电视剧 有意思多了            
(5星)	 伪BG 真搞基 男演员各种萌            
(4星)	 Glee是个巨大的惊喜，吃完饭回来写评论            
(4星)	 歌舞不错，剧情狗血            
(3星)	 外教忒爱看的片子，这真是文化差异。            
(4星)	 很欢乐~~ 什么时候能看完呢···            
(5星)	 大爱啊~~            
(4星)	 音乐太华丽丽了 多给两星            
(5星)	 啊啊啊啊  就爱这种            
(3星)	 很多经典的歌曲被翻唱得很给力            
(4星)	 其实我只是想说...Kurt...you are so cute!!!            
(4星)	 喜欢Glee里面这些被重新演绎的歌            
(2星)	 幸好没推荐朋友 否则就变成傻逼了            
(4星)	 剧情很一般，不过到最后总算不是那么俗...但是音乐，音乐～～～！！            
(5星)	 保持追求梦想的那一颗单纯的心              
(3星)	 风头很强劲、可是我没什么爱...            
(5星)	 即使剧情很雷，还是看的非常开心            
(5星)	 超爱            
(4星)	 很欢乐。虽然剧情简单了些，但载歌载舞的情景很有感染力。另外，里面的人物性格。。。额，人人都那么善变。最让我捉摸不透的就是Sue啊，她的人格真是充满了矛盾。            
(4星)	 怎么比原唱还好听呢。。。我也要唱歌，呵呵。剧情有点儿扯，但音乐，歌舞很有代入感。这种剧集形式还是很有创新性的。            
(4星)	 就是喜欢这么欢快的气氛。            
(5星)	 苏太帅了@v@            
(3星)	 好吧~何必对剧情逻辑等等较真~~就当听歌吧~~~啊~不过Finn我心水啊……            
(5星)	 非常好看，剧情和音乐完美的结合，反复看了三遍。每一个人都让人惊喜，尤其喜欢rachel,不管她做了什么，只要她一开口，世界为之神魂颠倒。期待第二季。            
(5星)	 竟然以“somewhere over the rainbow”作为收尾曲，这不是勾引我吗？            
(NA)	 这种尺度的都没法在线看，这个国家真的没救了。            
(5星)	 好看啊~~            
(4星)	 第二集就出事，速度快啊速度快`我喜欢！Pocker face 太惊艳了！            
(4星)	 amazing            
(4星)	 第一季完结            
(3星)	 音乐可听性比较强，剧情嘛... 人家就一音乐肥皂剧呀。            
(4星)	 love musical, that&#39;s why I like the Glee =)            
(5星)	 Season2 快来吧！！            
(3星)	 囫囵吞枣完事儿~            
(5星)	 非常欢乐的欢乐合唱团            
(5星)	 超棒            
(5星)	 棒！            
(4星)	 大家一起唱吧.......唱下去,但是很想知道裏面那用來潑人的紫色飲料是什麽,求解答            
(5星)	 笑点撩人 泪点戳人            
(NA)	 音乐很好听            
(5星)	 老好看了!!虽然剧情比较乱.......但是歌舞部分完全可以对得起观众了!            
(4星)	 看是真的灭有注意到这部电视剧，因为PPS上看得人并不是很多。当偶然发现这部电视剧的时候，就发现自己已经跟中毒一样，很有意思。最重要的是可以听到好多好听的歌，同时又了解到美国高中生的一种生活状态。            
(4星)	 重新编曲的有些东西真好            
(3星)	 音乐的确让人欢乐。            
(3星)	 the songs in the series are amazing.            
(5星)	 不看此剧，你人生就完整不了了            
(4星)	 选曲算比较好，但情节确实很俗很俗很俗。            
(4星)	 音乐都很是经典好听的   主角表演都很有张力            
(3星)	 改编NB            
(5星)	 每个人都曾经历过Glee的生活…………            
(5星)	 很欢乐，扫除上班疲倦            
(3星)	 里面的歌舞还不错，但是剧情略显单薄...            
(4星)	 谢谢同学的推荐~ 不错！            
(5星)	 第一季喜欢的歌有：Maybe this time, Defying  Gravity, Take a bow            
(4星)	 许多许多好听的歌!            
(5星)	 I&#39;m stunned            
(4星)	 Shue色诱Sue教练的那段太好笑了！            
(5星)	 不错            
(5星)	 奔三的人表示 很精彩很青春。。。            
(5星)	 sue。。哈哈。好囧”            
(5星)	 IM A GLEEK！            
(5星)	 我是音乐党 为卷毛老师马克            
(5星)	 不可错过~            
(4星)	 剧情没啥特别的，但是听歌就很享受了，最喜欢黑MM和Kurt一对，虽然准确地说他们不是一对哈            
(4星)	 老师跳舞的确很帅~            
(3星)	 鞋老师长得有点像囧瑟夫……            
(5星)	 好喜欢丫！will是一个好老师。。真的，如果我也能遇到这么一个用心教学生的老师~~~╮(╯▽╰)╭我就是一个被埋没掉的人才！！嘿嘿            
(3星)	 还算凑活 不合我的口味             
(5星)	 个性的释放，青春的舞步            
(2星)	 剧情好差咩...            
(3星)	 剧情傻b，这帮年轻人唱歌也不见得多深入人心。但是看他们蹦蹦跳跳唱唱闹，还是蛮过瘾的            
(5星)	 帅！真的太给力太给力太给力太给力太给力太给力太给力了！！！            
(4星)	 好些曲子改编得不错！期待新一季 ;p            
(5星)	 good            
(4星)	 better than I expected             
(5星)	 音乐做的非常棒，剧情最囧的就是那个身怀六甲的Blonde MM还又蹦又跳又唱的，看的人真揪心啊            
(3星)	 刚开始觉得笑点很足，后面就开始走一个套路了，剧情真是不怎么样，歌很赞            
(4星)	 歌好听完胜剧垃圾            
(5星)	 Be a gleek~            
(5星)	 Great!!!            
(4星)	 22集居然看哭了。            
(5星)	 自从OC后好久没看过这么纯的青春校园剧了，相比之下GG就显得太拜金太复杂。此剧的音乐效果特别好，我本来以为会一直唱一直唱满整集，幸好没有。个人认为比歌舞青春要好看得多，加入了更多高中生会面对的问题，人物之间的关系也更加多面。希望能赶快看到第二季！期待。            
(NA)	 again，我不喜欢女猪脚。Kurt好萌，Kurt的爸爸激萌。            
(4星)	 首映让人印象深刻！天啊Reid亲娘（禁穿越。。。。）话说女主唱和啦啦队长真是香甜的一对儿（戏外，戏外。。。）            
(5星)	 某集看的我内牛满面..            
(4星)	 怎么米国的高中永远那么欢乐。。。真受不鸟            
(4星)	 我的确需要这样强悍的音乐来做调节。            
(4星)	 很不错  后面质量有些下降  期待下一季            
(5星)	 五星五星~~~            
(NA)	 靠，看“欢乐合唱团”居然看哭了……            
(4星)	 你最好拿它当广播剧听            
(4星)	 歌很好听，剧情just so so            
(4星)	 啊，挺好的            
(5星)	 断断续续的看完了第一季，很精彩，很感动，最后几集中kurt和他爸爸、clubers和Mr.Shue的一些对手戏都让我狂飙泪，期待第二季！            
(4星)	 VOGUE是亮点            
(5星)	 快点快点 第二季快出            
(5星)	 very entertaining            
(4星)	 很欢乐~~            
(4星)	 这种歌舞青春剧,主角长相一般就行吧,声音是重点。配角倒是有好看的。反正它是现在美国最火的青春剧，而且短期内人气还会增长。            
(3星)	 越到后面越烂            
(4星)	 纯听歌            
(4星)	 collect their music~            
(5星)	 HEY,I AM JUST ON MY WAY TO BEING A GLEEK.SO WHAT SHOULD I  SAY?            
(4星)	 喜欢Quinn            
(5星)	 狂爱glee!!!!!!!!!!!!!!            
(5星)	 看算看完了整季，有几分不舍，期待九月份的回归            
(5星)	 整部剧都是在地铁/公交车上看完的……            
(4星)	 和《歌舞青春》还是有区别的，值得推荐。            
(5星)	 good            
(4星)	 Feeling young is good~            
(5星)	 小城镇，小学校，大梦想            
(5星)	 剧中音乐很赞....刚刚看完完结篇...有种说不出的感动期待下一季            
(3星)	 Finn is cute!!!            
(5星)	 赞!            
(4星)	 好多经典老歌            
(5星)	 If you like to sing, this is the show you wanna see.            
(5星)	 多少首抒情歌伤了我滴心....            
(5星)	 大爱            
(5星)	 当一群有着各自性格与生活缺陷的被孤立的人聚在一起，在追光里舞台上尽情歌唱，一切都变得令人动容。如果有苦恼，就用歌声唱出来。从弱变强、战胜怯懦自我、从不被看好到光芒万丈。成长，实现生命的可能，无论何时何地，都令人感动。            
(4星)	 Sue真的是一个狠角色。            
(5星)	 话题之作！制高点！里程碑！歌舞片的复活宣言！意外的成功模型！感动，激动——每一集带给你无限回味。            
(2星)	 不知道此剧为什么这么受好评，剧里的歌曲我觉得也很口水，剧情也老套单一。            
(5星)	 编导们的选曲实在是相当牛逼，当听歌很舒服            
(4星)	 还算蛮欢乐的一个片儿，但实在不喜欢Rachel，每当看到她就欢乐不起来了            
(4星)	 最后集很灵 能给四星半不            
(4星)	 introduced by Alana. 虽然情节很......扯.            
(4星)	 养眼的卡斯 好听悦耳的音乐~~一眼就爱上了~~            
(4星)	 剧情只能说一般般，很普通的励志片。。但所演绎的歌舞足以弥补一切            
(NA)	 很一般啊，为毛收视率高泥……            
(5星)	 nice music            
(NA)	 很好看嘞~~~经典歌曲重新演绎了下，歌舞剧的现场表演化学效果很好！            
(5星)	 就算是loser，也要做一个忠于自己的loser，超级励志非偶像剧，drama queen？ballad fan？freak？ordinary guy? your story and your song are all here.             
(4星)	 喜欢死Quinn和Jessie了            
(4星)	 歌好听 剧情可以忽略 Quinn好像Brook啊            
(4星)	 欢乐            
(4星)	 cute!            
(4星)	 年轻的高中生，老人们就YY吧。            
(NA)	 The first ever musical TV that is so inspiring and insanely great! Love it!            
(5星)	 值得一看的歌舞剧，虽然剧情很逊，但是歌单都编的不错。最不喜欢模仿Lady GaGa 那一集，suck！suck！suck!            
(NA)	 冲着Somebody to Love和Imagine看的。。。            
(5星)	 it shows the power of music as well as the power of love. awesomeeeeeeeeeee!!!            
(4星)	 第一季收尾还算不错            
(4星)	 哎...男主角是神吗！歌曲唱的如此不错...            
(4星)	 歌都挺好听的！Don&#39;t Stop Believin已成我2010的主题曲！！！            
(NA)	 2009 让人眼前为之一亮的美剧            
(4星)	 虽然剧情极其诡异，但是真的很好看。。。。。            
(5星)	 改版的POKEFACE很耐听。。。            
(4星)	 两天看完、现在有点晕 =   =            
(4星)	 集集都打鸡血怎么行            
(4星)	 剧情啊，说“一般”都是客气的，角色的个性塑造也缺乏一贯性和逻辑性，但学生们真的好可爱！老师里Sue是亮点，Will则越看越讨厌。            
(4星)	 不错 歌曲很好            
(5星)	 有四颗星都给编剧            
(5星)	 超级好看+好听！！            
(2星)	 之前看过美国电影High School Musical（歌舞青春），和英国连续剧Britannia High （歌舞梦飞扬），以为它们的情节啊对白啊什么的已经够幼稚的了，想不到Glee居然能幼稚到这种程度，难道歌舞剧就不能有水准有深度一点么？拒Glee，保智商            
(3星)	 歌舞是很棒，但这个剧情。。。慢慢接近于美国派那个等级了。。。编剧啊，不要浪费这么好的歌曲啊。还有男主脸长得很欠抽。。。再看几集还这样的话可以砍了            
(3星)	 我知道你是歌舞剧  但也不用每集都非要把每首歌唱全吧 我都疲劳了            
(4星)	 独具慧眼的老师，一群有歌唱才华的高中生，激情洋溢的欢乐合唱团！            
(5星)	 赞~            
(4星)	 第一季很不错~第二季开篇没有那么精彩了，可能是我的没耐性有起作用了            
(4星)	 开始很新鲜，不过唱跳多了头有点痛，剧情很值得推崇            
(NA)	 觉得蛮不错的歌舞片，演员的唱功多很棒，剧情其实可以稍微的忽略一下了            
(5星)	 里面的歌舞真的很不错，刺激我都想自己shaking了            
(4星)	 没有必要和歌舞青春比的，glee很明显更加深刻动人            
(5星)	 没有OC的阳光沙滩，没有GG的华服阴谋，展示给大家美国青少年最真实一面。是剧可追！            
(4星)	 我爱傻brittany!            
(5星)	 我爱歌舞片            
(4星)	 弃            
(5星)	 太欢乐了\(^o^)/~一口气看完的剧...            
(3星)	 很多时候 音乐来的有些牵强            
(3星)	 没有想象的好，不过才看2集就没有动力继续看了            
(NA)	 get over the bad mood~~            
(4星)	 Wonderful music!            
(5星)	 above us only sky :)            
(3星)	 只能说overrated，剧情很别扭。不过里面的演员都很牛，歌曲值得一听～            
(5星)	 梦想            
(5星)	 经典的美式歌舞剧            
(4星)	 有权利评价这部剧集的只有那些真正看过且看完的人。被感动。            
(NA)	 惊艳            
(3星)	 10集之后的剧情实在狗血，看不下去了。            
(5星)	 Finn so cute            
(5星)	 结束~等九月            
(NA)	 will老师长得很像jude law和Joseph Gordon(500days of summer的男主角)的合体！            
(NA)	 看了两集，觉得不给力，都说里面歌唱的比较好，我觉没听出来，估计要西蒙 考威尔同时点评歌手我才能看得下去            
(4星)	 话说老外唱歌咋这么厉害            
(3星)	 不是我的菜 但是歌好听            
(4星)	 only to the music and perform            
(NA)	 忽视剧情 唱歌场面好 我喜欢小GAY~            
(4星)	 弃了。直接看第二季。            
(5星)	 哈哈，第一次紧随跟新看美剧。。。好剧好音乐            
(3星)	 不是我的菜 砍了你            
(4星)	 男主老师身为有妇之父勾引同事mm，于是对男主无爱了。。。            
(4星)	 歌很好听            
(5星)	 好久没追了            
(5星)	 第一季感動的完結了，QUINN終於可以瘦下來不用再一時懷孕一時少女身了哈哈，期待下一季其他人可以有更多戲份。            
(5星)	 对美剧无抵抗力。            
(5星)	 合唱的魅力~~~            
(5星)	 太看了！！！是歌舞青春的扩版但是内容绝对远远好于歌舞青春！励志搞笑幽默情感烦恼校园.......不错！！！！            
(5星)	 最近和 the vampire diaries 一起看的，不知道对比有多明显，GLEE实在是要精彩很多！            
(4星)	 和歌舞青春蛮像            
(5星)	 我喜欢里面的歌曲。            
(4星)	 enjoying里面的歌曲~~            
(3星)	 歌不错 情节越来越不怎么滴 但是喜欢歌            
(5星)	 喜欢美国高中生活！            
(5星)	 好多人说看不下去 我也是 开头两集。但看多几集后完全离不开了这部不像通常美剧的节奏 人物定位也不一样  剧情 模式 配乐…就是不适应。我甚至觉得 很英式。说来不符合严谨的美剧爱好者的习惯 美剧看多的人多坚持几集吧 会入戏的。为毛每个人的歌喉都让起我鸡皮疙瘩 编曲很好            
(4星)	 Glee编剧的水准也太。。。太不平衡了，有几集好看而又感人，像Quinn被赶出家那集以及最后一集，可是有好多集好狗血，unbearably boring，不想追S2了 （一年之后）不想追下去了？？？？！！！你抽风了吧！！            
(5星)	 太有爱了 除了女主角 木哈哈木哈哈 XD            
(5星)	 第一集吸引了我！！！            
(NA)	 等着他们翻身做主人——等不到了。。。            
(4星)	 不错的音乐！等待season 2            
(3星)	 还可以吧，拉拉教练是亮点            
(5星)	 无脑的剧情 牛逼的唱功 I&#39;m gay, she&#39;s black. We make culture.            
(4星)	 太可爱了            
(NA)	 还想看~            
(4星)	 听歌 听歌            
(4星)	 前幾集有點悶,沉了一兩個月後看,發現越看越好看            
(2星)	 太扯了            
(4星)	 剧情无比简单 女猪不好看 但是她的衣服品味很清纯~~纯粹看歌舞的 有些歌还真是赞啊~~            
(5星)	 喜欢这种美式高中里合唱队的故事，真想要一个像shue一样的老师            
(4星)	 前两天没网开始看电脑里的老剧。。每个人物都有自己的特点，虽然剧情很俗套，但改编的歌的确是大赞。。。            
(4星)	 OST增好听啊增好听；Sue绝对的大亮点，每次看她写日记都觉得很好笑；人物独白偶尔有但很有趣；剧情有点狗血，但还是有令我感动的地方；人物刻画算是成功；听说下一季的人物关系又要滚回去，希望别像GG那样靠乱交来延续剧情。            
(3星)	 有的音乐还不错。            
(3星)	 没感觉            
(5星)	 my taste.            
(4星)	 《glee》让我们重新看到了合唱的魅力，《欢乐合唱团》这个节目让我们重新知道了合唱的无聊            
(5星)	 大爱！！！            
(5星)	 都是强人            
(4星)	 最后几集有点差劲。            
(4星)	 歌舞很棒～            
(4星)	 人设很讨厌，剧情挺弱智，但是歌舞剧永远都要支持            
(5星)	 Jake Gyllenhaal 和男老师长的真像            
(4星)	 整部剧跟打了鸡血似的~~~真呀嘛真欢乐            
(5星)	 超好看!!!!!!!!!!!!!!!!!!!!!!!!!!!!!            
(4星)	 剧情颇幼稚……但是歌实在是太不错了……            
(4星)	 非常好            
(4星)	 四星半。虽然剧情有时候很做作，但是音乐很棒，结束集看得我飙泪。。。            
(5星)	 Thank You Dear J.S!!            
(4星)	 冬歇之后的剧情基本上是想怎么来就怎么来啊~~            
(NA)	 又是musical额~~            
